Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,LBHD,IMU_B
148,0,0,0,0,0.0465234,0.0489632,0,0,0.0291992,0,0.0364609,0.0618758,0,0.0239859,0,0,0.0543025,0.0312813,0.0569712,0.0133007,0.00542674,0.0355704,0.0501396,0.0276372,0.040012,0.0638829,0.0495393,0.0526581,0.0495018,0.0534798,0.0528376,0.0640087,0.035391,0.0124695,0.0154299,0.0196133,0,0.0160536,0.0578327,0.0265527,0,0,0.0241379,0,0,0.0435694,0.0390863,0.0163581,0.00868762,0.0221749,0.0405553,0.0215125,0.0309407,0.0282999,0.0544416,0.0531161,0.0651561,0.0452382,0,0.0651618,0.0426171,0.0103942,0.0101553,0.0133305,0.0258874,0.0173388,0,0,0,0,0
149,0,0,0,0,0.0467087,0.0490141,0,0,0.0290774,0,0.0367876,0.0617059,0,0.0239372,0,0,0.0542205,0.0308596,0.0576001,0.0131309,0.00577088,0.0362496,0.0500463,0.0273561,0.0400388,0.063609,0.0491195,0.0528385,0.0495168,0.0536222,0.0529737,0.0652425,0.0354586,0.0125131,0.0152061,0.0196278,0,0.016101,0.0581407,0.0266088,0,0,0.0240855,0,0,0.0435335,0.0392669,0.0160558,0.00876784,0.0224039,0.0403083,0.0214362,0.0310403,0.028539,0.054631,0.0532976,0.0649787,0.0453712,0,0.0651748,0.0423011,0.010481,0.0101183,0.0132952,0.0260638,0.0170762,0,0,0,0,0
150,0,0,0,0,0.0468738,0.0490758,0,0,0.0290754,0,0.0369509,0.0614702,0,0.0238369,0,0,0.0541906,0.0304269,0.0581315,0.0129431,0.00620395,0.0369365,0.0499782,0.0270298,0.0402804,0.0633741,0.0486106,0.0531255,0.0497238,0.0539307,0.0533763,0.0664316,0.0355223,0.0125837,0.0150572,0.0195892,0,0.0161825,0.0585074,0.0267401,0,0,0.024084,0,0,0.043444,0.0394889,0.0158307,0.00883891,0.02265,0.0401124,0.021297,0.0313426,0.0287186,0.0547627,0.0535107,0.0648066,0.0456672,0,0.0649957,0.0420027,0.0106096,0.0100648,0.013219,0.0262129,0.0168722,0,0,0,0,0
151,0,0,0,0,0.047023,0.0491138,0,0,0.0291475,0,0.0369072,0.0611848,0,0.0237144,0,0,0.0541575,0.02999,0.058535,0.0127392,0.00669717,0.0375924,0.0499341,0.0266643,0.0404723,0.063193,0.0480866,0.0534456,0.0501866,0.0543084,0.0540383,0.0675916,0.0356238,0.0126193,0.0148962,0.0195442,0,0.0162819,0.0588823,0.026858,0,0,0.0241075,0,0,0.0433559,0.0397144,0.0156721,0.00892019,0.0228402,0.0399514,0.0210998,0.0314331,0.0288407,0.0548616,0.0537699,0.0646714,0.0462026,0,0.0647206,0.0415795,0.0107945,0.010012,0.0130995,0.0263021,0.016674,0,0,0,0,0
152,0,0,0,0,0.0471975,0.0491459,0,0,0.0293193,0,0.0367591,0.0608481,0,0.0235642,0,0,0.0541126,0.029548,0.0589631,0.0125549,0.00728319,0.038178,0.0498856,0.0263273,0.0407115,0.0630591,0.0475747,0.0537664,0.050828,0.0549754,0.0548542,0.0686129,0.0357539,0.012624,0.0147817,0.0195681,0,0.0162869,0.0593105,0.026957,0,0,0.0240331,0,0,0.0432579,0.0399297,0.0154948,0.00904955,0.022966,0.0397894,0.0209041,0.0317661,0.0290965,0.055031,0.0539925,0.0645463,0.0466247,0,0.0647927,0.040963,0.0108699,0.00997986,0.0129787,0.0263224,0.0165237,0,0,0,0,0
153,0,0,0,0,0.0473801,0.0491607,0,0,0.0295516,0,0.0365682,0.0605079,0,0.023373,0,0,0.0541138,0.0291492,0.0593434,0.0123956,0.00804591,0.0387293,0.0498186,0.026016,0.041053,0.0629755,0.047086,0.0543098,0.0515699,0.0558115,0.0557726,0.0696459,0.0358704,0.0126374,0.0147568,0.0198386,0,0.016164,0.0597507,0.0269969,0,0,0.023973,0,0,0.0431538,0.0400946,0.0153756,0.00913785,0.0230191,0.039566,0.020673,0.0318192,0.0292684,0.0552493,0.0540864,0.064407,0.0459146,0,0.0647892,0.0400423,0.0109242,0.00993922,0.0128457,0.0262878,0.0164432,0,0,0,0,0
154,0,0,0,0,0.047526,0.0492032,0,0,0.0297906,0,0.0363726,0.0601655,0,0.0230124,0,0,0.0541876,0.028869,0.0594376,0.0122493,0.00902251,0.0391368,0.0497051,0.0256963,0.0414331,0.0629274,0.0466845,0.0550703,0.0524241,0.0567624,0.0567269,0.0706759,0.03599,0.0126827,0.0148961,0.0200548,0,0.0161789,0.0602552,0.0271269,0,0,0.0242553,0,0,0.0428335,0.0402391,0.0153305,0.0092931,0.0229996,0.0392356,0.0206751,0.0318397,0.0293814,0.0552068,0.0543618,0.0642874,0.045509,0,0.0645797,0.0390216,0.0108777,0.0100088,0.0121651,0.0262641,0.0162595,0,0,0,0,0
155,0,0,0,0,0.0476846,0.0492322,0,0,0.0301278,0,0.0360556,0.0598669,0,0.0228446,0,0,0.0540733,0.0285951,0.0594915,0.0121101,0.0101444,0.0395608,0.0496198,0.0254572,0.0419379,0.0629688,0.0463422,0.0559365,0.0533368,0.0577115,0.0577115,0.0716929,0.0361421,0.0127777,0.0147843,0.0202675,0,0.0161642,0.0606243,0.0272079,0,0,0.024056,0,0,0.042731,0.0402995,0.0154613,0.00938338,0.0228941,0.038962,0.0203681,0.0319097,0.0294241,0.0551886,0.0546572,0.0642423,0.0455683,0,0.0643163,0.0380786,0.0110866,0.00994599,0.0120261,0.0262153,0.0161358,0,0,0,0,0
156,0,0,0,0,0.0478774,0.0492785,0,0,0.0304612,0,0.0356135,0.0595484,0,0.0226462,0,0,0.0539538,0.0284022,0.059261,0.0119741,0.0112168,0.0398514,0.0495519,0.0253422,0.0425202,0.0630882,0.0461075,0.0570385,0.0543942,0.0587434,0.0588237,0.0726123,0.0363203,0.0128095,0.0147191,0.0206113,0,0.01611,0.0610178,0.0272576,0,0,0.0237768,0,0,0.0425676,0.0403656,0.0157014,0.00954435,0.0228264,0.0385961,0.0200504,0.0321618,0.0294781,0.0551537,0.0548686,0.064142,0.0456188,0,0.0642853,0.0371422,0.0113585,0.00987696,0.0118044,0.0261889,0.0160337,0,0,0,0,0
157,0,0,0,0,0.0480952,0.0493342,0,0,0.030798,0,0.0350571,0.0592684,0,0.0224102,0,0,0.0538594,0.0282109,0.0590341,0.0118543,0.0120906,0.0400189,0.0495079,0.0253731,0.0431945,0.0632776,0.0459554,0.0583159,0.0555727,0.0598783,0.0600332,0.0733041,0.0365329,0.0127682,0.0147489,0.0209951,0,0.0160256,0.0613909,0.0273083,0,0,0.0234047,0,0,0.0423551,0.040348,0.0159827,0.00975698,0.022715,0.0381619,0.0197139,0.032405,0.029527,0.0550277,0.0549809,0.064038,0.0454819,0,0.0640663,0.0362096,0.0116883,0.00975453,0.0115558,0.0261575,0.0159673,0,0,0,0,0
158,0,0,0,0,0.0483952,0.0493524,0,0,0.0310121,0,0.0342445,0.0589001,0,0.0221324,0,0,0.053843,0.0281057,0.0582288,0.0116862,0.0128162,0.0400659,0.0495176,0.0253284,0.0439535,0.0636047,0.0459223,0.0597394,0.056921,0.0611868,0.061443,0.0735146,0.0367258,0.0125261,0.0149732,0.0213298,0,0.0160997,0.0619202,0.0273085,0,0,0.0227811,0,0,0.0423077,0.0403302,0.0158416,0.010104,0.022546,0.0375677,0.019167,0.0320746,0.0294765,0.054759,0.0551546,0.0639969,0.0453976,0,0.0637146,0.0351649,0.0121164,0.00973195,0.0114698,0.0261443,0.0159699,0,0,0,0,0
159,0,0,0,0,0.0486556,0.0494556,0,0,0.0311127,0,0.0333863,0.058703,0,0.02198,0,0,0.0537833,0.0278374,0.0573217,0.0114546,0.0133887,0.0401965,0.0496078,0.0252447,0.0449627,0.064031,0.0458977,0.0612809,0.0583555,0.0625032,0.0628177,0.0734053,0.0368751,0.0126247,0.0149429,0.0218998,0,0.0160647,0.062192,0.0273761,0,0,0.0226579,0,0,0.0420077,0.0403135,0.0159058,0.0102898,0.0224413,0.0371288,0.0188729,0.0317489,0.0293879,0.0545073,0.0552144,0.0642046,0.0454438,0,0.0636239,0.0339999,0.0124087,0.00960626,0.0109941,0.0261323,0.015943,0,0,0,0,0
160,0,0,0,0,0.048062,0.0494685,0,0,0.0311792,0,0.03232,0.0579644,0,0.0223622,0,0,0.0543013,0.0269725,0.0562234,0.0114014,0.0140376,0.0408204,0.0506671,0.0250104,0.0462677,0.0643733,0.0456457,0.0630472,0.0599797,0.0638937,0.0640557,0.0731587,0.0363908,0.0126748,0.0155052,0.0242546,0,0.0157769,0.0622421,0.0267235,0,0,0.0227768,0,0,0.041956,0.0399665,0.0141683,0.0105863,0.0222653,0.0361781,0.0185153,0.0300277,0.0294792,0.0532439,0.0533119,0.065741,0,0,0.0650871,0.0296208,0.0123086,0.00961014,0.0107897,0.0259574,0.0166094,0,0,0,0,0
161,0,0,0,0,0.0492788,0.0497217,0,0,0.0310199,0,0.0311552,0.0583185,0,0.0215787,0,0,0.0537527,0.0275131,0.0544049,0.011113,0.0149658,0.0401921,0.0497571,0.0254521,0.047691,0.0649641,0.0461182,0.0646199,0.0612963,0.0650476,0.0650196,0.0709406,0.0371446,0.0127889,0.0149904,0.0227484,0,0.0160704,0.0629107,0.0276381,0,0,0.0223452,0,0,0.0414062,0.0407356,0.0162657,0.010943,0.0223367,0.0362508,0.0183335,0.0318509,0.0291426,0.0542433,0.0555246,0.0640803,0.0452551,0,0.0636737,0.0319447,0.0128744,0.00951972,0.0100695,0.0261977,0.0158856,0,0,0,0,0
162,0,0,0,0,0.0495787,0.0498579,0,0,0.0309476,0,0.0299318,0.0582883,0,0.021494,0,0,0.0536654,0.0273946,0.0528078,0.0110189,0.0156859,0.0401695,0.0499176,0.0258506,0.0492272,0.0654544,0.0463022,0.0658101,0.0624955,0.0659226,0.0661178,0.0687301,0.0372354,0.012814,0.0149857,0.0233719,0,0.0160159,0.0630446,0.0277301,0,0,0.0221729,0,0,0.0411531,0.0410164,0.0163,0.0111718,0.0221878,0.0360152,0.0180882,0.0319314,0.0288354,0.0540584,0.0556565,0.0640338,0.0451995,0,0.0634891,0.0307612,0.0130771,0.00951709,0.0096502,0.0261494,0.015933,0,0,0,0,0
163,0,0,0,0,0.0488478,0.0497606,0,0,0.0305547,0,0.0285578,0.0568876,0,0.0224778,0,0,0.0542946,0.0266656,0.0508266,0.0115387,0.0164126,0.0408282,0.0516527,0.0263703,0.0510628,0.0661169,0.0464143,0.0666695,0.0635903,0.0668207,0.0667737,0.0661034,0.0364453,0.0129925,0.0155136,0.0207203,0,0.0181956,0.0634743,0.0267987,0,0,0.0216792,0,0,0.0414882,0.0408977,0.0132003,0.0131326,0.018728,0.0349608,0.0172814,0.031422,0.0258557,0.0503697,0.0530561,0,0.047559,0,0.0667479,0.0326549,0.0130374,0.00940849,0.0103175,0.0258307,0.0169603,0,0,0,0,0
164,0,0,0,0,0.0502268,0.0499922,0,0,0.0303526,0,0.0270005,0.0579402,0,0.0217272,0,0,0.0538323,0.0274493,0.048094,0.0110824,0.0172295,0.0399153,0.050643,0.0270807,0.0524328,0.0667703,0.0474199,0.0672839,0.0643522,0.0672599,0.0668699,0.0601805,0.0373078,0.0135201,0.0147364,0.0254501,0,0.015658,0.0637461,0.0278431,0,0,0.0212979,0,0,0.04097,0.0416739,0.0167412,0.0123173,0.0217478,0.0354205,0.017222,0.032728,0.0282986,0.053456,0.0557503,0.0639506,0.0451726,0,0.0632796,0.0274008,0.0136918,0.00931853,0.00969598,0.0259662,0.0162911,0,0,0,0,0
165,0,0,0,0,0.0494723,0.0499511,0,0,0.0307551,0,0.0258207,0.056816,0,0.0225155,0,0,0.0544897,0.0269636,0.0457847,0.0115826,0.0174709,0.0406013,0.0521108,0.0279044,0.0540396,0.0673424,0.0477864,0.0679902,0.0652613,0.0678024,0.0671853,0.0549753,0.0365846,0.0136417,0.0153401,0.0227834,0,0.0174969,0.0637462,0.0270767,0,0,0.0215085,0,0,0.0410686,0.0416733,0.0133214,0.0142381,0.0181547,0.0348052,0.0168912,0.0323419,0.0249463,0.0496826,0.0531753,0,0.0475697,0,0.0668857,0.0292313,0.0133701,0.00930676,0.00974144,0.0255883,0.017143,0,0,0,0,0
166,0,0,0,0,0.0497863,0.0500624,0,0,0.0321195,0,0.0249773,0.0571717,0,0.0223634,0,0,0.0545393,0.0272652,0.0430343,0.0113122,0.0177239,0.0403549,0.0522134,0.0288009,0.0550143,0.0677179,0.0486993,0.0685123,0.0659751,0.0682094,0.0674076,0.0473596,0.0365752,0.013646,0.0154333,0.023811,0,0.0174354,0.0635401,0.0272781,0,0,0.0215582,0,0,0.0409979,0.0423682,0.0132113,0.0144823,0.01783,0.0348483,0.0167701,0.0327685,0.0241533,0.0493783,0.0535071,0,0.047378,0,0.0666716,0.0276437,0.0134301,0.00931841,0.00961952,0.0255279,0.0171599,0,0,0,0,0
167,0,0,0,0,0.0511552,0.050311,0,0,0.0353471,0,0.0244812,0.0590611,0,0.0214891,0,0,0.0538947,0.0282552,0.0400177,0.0101832,0.0180991,0.0393023,0.0510188,0.0297554,0.0552059,0.0678505,0.0501699,0.0687711,0.0663683,0.0682968,0.0675402,0.0378633,0.0373243,0.0136983,0.0147868,0.0284393,0,0.015671,0.0630888,0.0283405,0,0,0.0209711,0,0,0.0408925,0.0436806,0.0162444,0.0128105,0.0208943,0.0355779,0.0168153,0.0339879,0.0260097,0.0524368,0.0566145,0.063554,0.0447413,0,0.0628802,0.0229665,0.0139281,0.00933704,0.009685,0.0257167,0.0164985,0,0,0,0,0
168,0,0,0,0,0.0515744,0.050391,0,0,0.0389128,0,0.0240295,0.0598581,0,0.0213572,0,0,0.0538613,0.0286695,0.0373337,0.00961129,0.0189955,0.0391143,0.0509075,0.030853,0.054964,0.0679042,0.051444,0.0691162,0.0666969,0.0683791,0.0678513,0.0300119,0.0373736,0.0136258,0.014749,0.028949,0,0.0158368,0.0624248,0.02861,0,0,0.0208206,0,0,0.0409294,0.0447166,0.0157806,0.0128752,0.0205937,0.0357411,0.0168596,0.0344812,0.0249399,0.0519514,0.0569224,0.0634309,0.0446353,0,0.0630369,0.0221676,0.0139411,0.00938988,0.00974855,0.0256595,0.0164259,0,0,0,0,0
169,0,0,0,0,0.0519599,0.0505218,0,0,0.0421885,0,0.0234927,0.060768,0,0.0211538,0,0,0.053994,0.0289839,0.0349004,0.0090235,0.0206839,0.0390682,0.0506556,0.0320993,0.0538009,0.0679403,0.0527815,0.069576,0.0667985,0.0685725,0.0680775,0.0238114,0.0373386,0.0135908,0.0149035,0.0297843,0,0.015839,0.0616381,0.0289712,0,0,0.0215914,0,0,0.0405568,0.0458378,0.0153149,0.0130945,0.0203364,0.0358854,0.0173804,0.034981,0.0239148,0.0514482,0.0571119,0.0633467,0.0446268,0,0.0631497,0.0210578,0.0137164,0.0095694,0.00874263,0.0256878,0.0161451,0,0,0,0,0
170,0,0,0,0,0.0524262,0.0505359,0,0,0.0432368,0,0.0234609,0.0615468,0,0.0209828,0,0,0.0539694,0.0290866,0.0326585,0.00878363,0.0236381,0.0393688,0.0504292,0.0334585,0.052144,0.0680912,0.0540067,0.0699666,0.066464,0.068549,0.0680722,0.0203739,0.0374221,0.0136183,0.0148828,0.0310634,0,0.0156361,0.0609245,0.0291517,0,0,0.0207623,0,0,0.0408434,0.0470097,0.0150884,0.0135052,0.0199263,0.0361005,0.0170052,0.0356171,0.0230339,0.0507924,0.0572046,0.0634375,0.0448067,0,0.0632065,0.0195391,0.0139199,0.00939086,0.00971474,0.0255844,0.0161654,0,0,0,0,0
171,0,0,0,0,0.0517272,0.0503879,0,0,0.0428919,0,0.0235324,0.060629,0,0.0216158,0,0,0.0545347,0.0286677,0.0313266,0.00929146,0.0256953,0.0402696,0.051473,0.0343267,0.0512777,0.0681151,0.054061,0.0704241,0.066283,0.0684958,0.0680343,0.0194321,0.0368711,0.0135965,0.0154573,0.0278258,0,0.0172752,0.0604704,0.0284258,0,0,0.0209568,0,0,0.0410892,0.0473889,0.011896,0.0159139,0.0159084,0.0357677,0.0168605,0.0353242,0.0197351,0.0467113,0.0545369,0,0.0472551,0,0.0667755,0.0221881,0.0134728,0.00941404,0.00997666,0.0251887,0.0166713,0,0,0,0,0
172,0,0,0,0,0.0528209,0.0505596,0,0,0.0425008,0,0.0242063,0.0625299,0,0.0207728,0,0,0.0542227,0.0292717,0.0301982,0.00875207,0.0283315,0.0392079,0.0502653,0.0348866,0.049585,0.0679746,0.0546638,0.0703712,0.0655381,0.0678811,0.0674856,0.0179343,0.0376092,0.0136957,0.0150277,0.0325677,0,0.0153946,0.0601711,0.0293622,0,0,0.0207194,0,0,0.0409006,0.0485978,0.0150462,0.0141531,0.0197325,0.0361812,0.0169953,0.036446,0.0219289,0.0499619,0.0574427,0.0632443,0.0446297,0,0.0628551,0.0179464,0.0137979,0.00939256,0.00978469,0.0253643,0.0162301,0,0,0,0,0
173,0,0,0,0,0.0528768,0.050655,0,0,0.0423153,0,0.0244832,0.0627824,0,0.0210999,0,0,0.0544124,0.0293578,0.0296373,0.00881443,0.0290221,0.0392366,0.0502143,0.0350985,0.0490565,0.0679145,0.0544346,0.070402,0.0652825,0.0675094,0.0672054,0.0173393,0.0375104,0.0137257,0.0150793,0.0326616,0,0.015286,0.0598897,0.0293511,0,0,0.0207257,0,0,0.0409146,0.0489796,0.0155439,0.0145216,0.0196808,0.0361736,0.0169682,0.0367427,0.0216506,0.0497241,0.0572953,0.0630753,0.0445817,0,0.0626975,0.0179981,0.0137894,0.00939341,0.00976275,0.0252344,0.016402,0,0,0,0,0
174,0,0,0,0,0.0529353,0.0507432,0,0,0.0423783,0,0.0247536,0.0630525,0,0.0213106,0,0,0.054494,0.029363,0.0293956,0.00889284,0.0292195,0.0393748,0.0503866,0.0351729,0.048746,0.0678583,0.0541585,0.0704936,0.0653113,0.0672727,0.067213,0.0168844,0.0373025,0.013722,0.0151223,0.0324785,0,0.0152506,0.059566,0.0293223,0,0,0.0207288,0,0,0.0409004,0.0492983,0.016182,0.0148655,0.0197779,0.0360757,0.0169865,0.0370318,0.021475,0.0496214,0.057173,0.0628503,0.044459,0,0.0625039,0.0184892,0.0137716,0.00938493,0.00973127,0.0251597,0.0165073,0,0,0,0,0
175,0,0,0,0,0.0530061,0.0507766,0,0,0.0424652,0,0.0248485,0.0632144,0,0.0214171,0,0,0.0545666,0.0292369,0.0293593,0.00912298,0.0292377,0.039558,0.0506707,0.0351557,0.0488311,0.0677636,0.0538862,0.0706128,0.0655237,0.0673517,0.0673087,0.0168237,0.0371482,0.0136654,0.0151938,0.0319986,0,0.0152661,0.0593153,0.0293114,0,0,0.0207006,0,0,0.0408963,0.0495949,0.0169456,0.0151626,0.0199593,0.0358441,0.0170316,0.0370725,0.0212747,0.0495844,0.0570787,0.0625205,0.0441992,0,0.0620355,0.0194136,0.0137533,0.00936039,0.00974873,0.02513,0.0165625,0,0,0,0,0
176,0,0,0,0,0.0530758,0.0507549,0,0,0.0425968,0,0.0245116,0.0631462,0,0.0215523,0,0,0.0546858,0.0289328,0.0295282,0.00948804,0.0287998,0.0397233,0.0510124,0.0350945,0.0492464,0.067637,0.0534833,0.0706348,0.0657826,0.0675839,0.067362,0.0171263,0.0369761,0.0136047,0.0153641,0.0312293,0,0.0153269,0.0592947,0.0292151,0,0,0.0207006,0,0,0.0409154,0.0497762,0.01794,0.0154541,0.0202437,0.0355464,0.0169864,0.0369863,0.0210399,0.0495621,0.0569388,0.0620238,0.0437603,0,0.0614321,0.0209066,0.0137599,0.00936667,0.00974687,0.025111,0.0166226,0,0,0,0,0
177,0,0,0,0,0.0521444,0.0507137,0,0,0.0431624,0,0.0231845,0.061048,0,0.0227291,0,0,0.0552433,0.0281966,0.0297424,0.0101776,0.0260924,0.0409198,0.052632,0.0348474,0.0509152,0.0675848,0.0522844,0.0706301,0.0663859,0.0679597,0.0674945,0.0180007,0.0361012,0.0136767,0.0158963,0.0261271,0,0.0168925,0.0598718,0.0283725,0,0,0.0215693,0,0,0.0408102,0.0490444,0.0153359,0.0182417,0.0171764,0.03494,0.0171409,0.0358131,0.0182897,0.0460701,0.0536871,0,0.0454661,0,0.0643441,0.0265524,0.0133417,0.00957453,0.00905576,0.0248467,0.0170919,0,0,0,0,0
178,0,0,0,0,0.0536112,0.0510419,0,0,0.0434169,0,0.0224799,0.0629226,0,0.0218673,0,0,0.0546515,0.0280753,0.0294276,0.00985558,0.0245307,0.0395457,0.0512971,0.0340646,0.0513501,0.0675145,0.0520898,0.0698148,0.0658662,0.0674819,0.0668923,0.0181305,0.0370099,0.0136747,0.0152545,0.0302124,0,0.0159274,0.0597886,0.0295277,0,0,0.0210868,0,0,0.0405489,0.0499067,0.023117,0.0156838,0.0216939,0.0352952,0.0173265,0.0376807,0.0216961,0.0507306,0.0579436,0.0590684,0.0406117,0.0364186,0.058207,0.0251411,0.0138961,0.00954506,0.00885475,0.0253525,0.0166009,0,0,0,0,0
179,0,0,0,0,0.0535728,0.051053,0,0,0.0423182,0,0.0224117,0.0622976,0,0.0221335,0,0,0.0549822,0.0275125,0.0292939,0.0100838,0.0221881,0.039385,0.0517899,0.0331019,0.0525747,0.0673932,0.0510493,0.0692191,0.0656109,0.0675208,0.0667995,0.0200266,0.0367051,0.0135534,0.0156117,0.0288471,0,0.0164346,0.0602404,0.0293546,0,0,0.0209687,0,0,0.0406645,0.0497535,0.0244726,0.016245,0.0222268,0.0348461,0.0172973,0.0375403,0.0216467,0.0509544,0.0580423,0.0583328,0.0396757,0.0349112,0.0573872,0.0282534,0.0137418,0.00950347,0.00917529,0.0253955,0.0168469,0,0,0,0,0
180,0,0,0,0,0.0534603,0.0510126,0,0,0.0416856,0,0.0220149,0.0613906,0,0.0225765,0,0,0.055231,0.0271898,0.0295549,0.0103896,0.0195812,0.0395355,0.0523751,0.032443,0.0540327,0.0674273,0.0500355,0.0686977,0.0654359,0.0677218,0.0669979,0.022126,0.036301,0.0135082,0.0158163,0.0276127,0,0.0170674,0.060719,0.0291407,0,0,0.021066,0,0,0.0408439,0.0492878,0.0262722,0.01695,0.0224889,0.0346925,0.0172929,0.0371203,0.0215765,0.0511902,0.0578356,0.0580512,0.0386591,0.0341353,0.0565518,0.0318377,0.0135251,0.00944124,0.009483,0.0253685,0.017006,0,0,0,0,0
181,0,0,0,0,0.0532511,0.0510294,0,0,0.0404855,0,0.0208122,0.0607814,0,0.0230609,0,0,0.0555036,0.0271014,0.0297956,0.0106683,0.0179105,0.0399141,0.0531913,0.0322968,0.0550791,0.0677271,0.049464,0.0685201,0.0655152,0.0680103,0.0674461,0.0248262,0.0358237,0.0134231,0.0161065,0.026797,0,0.017414,0.0609333,0.0287665,0,0,0.0211265,0,0,0.0411061,0.0492272,0.0282737,0.0174465,0.0227341,0.0345552,0.0173562,0.0366645,0.0215165,0.0516161,0.0574849,0.0576216,0.0376586,0.0330928,0.0557686,0.0354241,0.0132593,0.00944905,0.00979503,0.02535,0.0171064,0,0,0,0,0
182,0,0,0,0,0.0528361,0.0510594,0,0,0.0404584,0,0.0190406,0.0602464,0,0.0236371,0,0,0.0558029,0.0272621,0.0299626,0.0109674,0.0156879,0.0404914,0.0540766,0.0322212,0.0556605,0.0680282,0.0491552,0.0687891,0.0661487,0.0679714,0.0675607,0.0264637,0.0354114,0.0134004,0.0164624,0.0263275,0,0.0173785,0.0610128,0.0283272,0,0,0.0211044,0,0,0.0414587,0.0492501,0.0305848,0.0179503,0.0226484,0.0346352,0.0174403,0.0364652,0.0213392,0.0522014,0.056933,0.0571508,0.0375301,0.0321353,0.0551279,0.039326,0.0130267,0.00955844,0.0101133,0.0253316,0.0172297,0,0,0,0,0
183,0,0,0,0,0.0523163,0.0508695,0,0,0.0412063,0,0.018445,0.059908,0,0.0242068,0,0,0.056122,0.0274249,0.0302044,0.0112354,0.0132871,0.0411633,0.0550288,0.0320916,0.0554837,0.0679056,0.0488505,0.0692356,0.06695,0.0676451,0.0672143,0.026448,0.0349573,0.0134326,0.0168105,0.0261526,0,0.0175099,0.0608645,0.0278003,0,0,0.0210227,0,0,0.0417653,0.0493185,0.0332825,0.0184311,0.0223192,0.0349826,0.0175388,0.0364052,0.0210547,0.0526148,0.0567207,0.0564134,0.0387235,0.0315815,0.0546167,0.0435609,0.0127593,0.00961979,0.0105744,0.0252442,0.0175176,0,0,0,0,0
184,0,0,0,0,0.0516195,0.0506486,0,0,0.042276,0,0.0190555,0.0594071,0,0.0251875,0,0,0.0562844,0.0274091,0.0312334,0.0113573,0.0124004,0.041827,0.0560754,0.0316963,0.0550571,0.0672448,0.0480851,0.0692718,0.067211,0.0670916,0.0664997,0.0257711,0.0343253,0.0135394,0.0168398,0.0263581,0,0.0180381,0.0606709,0.0272452,0,0,0.0217003,0,0,0.0417534,0.0490807,0.0366454,0.0188711,0.0216681,0.0356889,0.0181349,0.036203,0.0205369,0.0525086,0.0564957,0.0559588,0.039162,0.0309241,0.0541546,0.0483097,0.0123934,0.00969121,0.0103303,0.0251667,0.0177935,0,0,0,0,0
185,0,0,0,0,0.0504816,0.0501825,0,0,0.0420128,0,0.0205038,0.0585667,0,0.0264333,0,0,0.0568978,0.026769,0.0328001,0.0117157,0.0139308,0.0423344,0.0576493,0.030992,0.0545085,0.0664595,0.0469644,0.0688157,0.0667865,0.066334,0.0656321,0.0260463,0.0333601,0.0135803,0.017443,0.0277148,0,0.0196999,0.0605868,0.0263172,0,0,0.0219271,0,0,0.0425281,0.0483294,0.040922,0.0199434,0.0249305,0.0359892,0.0181313,0.0348217,0.0235822,0.0537875,0.0559459,0.0563096,0.0384326,0.0289615,0.0525577,0.0480895,0.0117491,0.00981042,0.0112372,0.0249014,0.0182378,0,0,0,0,0
186,0,0,0,0,0.0499352,0.0498848,0,0,0.0416267,0,0.0221296,0.057867,0,0.0270773,0,0,0.0573566,0.0263858,0.0345082,0.0118329,0.0157446,0.0420459,0.0586552,0.0301109,0.0536957,0.0657863,0.0459979,0.0679477,0.0659037,0.0653411,0.0648061,0.0267431,0.0328822,0.0136519,0.0179049,0.0281319,0,0.0207434,0.0608827,0.0259271,0,0,0.0223425,0,0,0.0430903,0.0483549,0.0443657,0.019951,0.024188,0.0364491,0.0182932,0.0350333,0.0230748,0.053927,0.0562307,0.0570005,0.0373221,0.0278934,0.0518518,0.0530546,0.0112325,0.00992027,0.0118612,0.0246806,0.0182465,0,0,0,0,0
187,0,0,0,0,0.0487421,0.0495701,0,0,0.0414645,0,0.0233056,0.0565841,0,0.028351,0,0,0.0580791,0.0261132,0.0358938,0.0120682,0.0166977,0.0421027,0.0604419,0.0290292,0.0527283,0.0651036,0.0449482,0.067139,0.0650862,0.0644653,0.0642302,0.0277002,0.0319374,0.013745,0.0186343,0.0269377,0,0.0177701,0.0615892,0.0250712,0,0,0.0228161,0,0,0.0437776,0.0478785,0.0436577,0.0204148,0.0223507,0.0362828,0.0185197,0.03326,0.0228872,0.054151,0.0549441,0.047133,0,0.0310904,0.0539189,0.0562501,0.0103895,0.0101859,0.0127716,0.024283,0.0190705,0,0,0,0,0
