Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RTIBI,RTIBA,RTIB
148,0,0,0,0,0.0453684,0.0557759,0,0,0,0.0352315,0,0.0213828,0.0554585,0,0,0.0338346,0,0,0.0614314,0.0247595,0.0299197,0.0143593,0.017258,0.0484584,0.035224,0.025686,0.0448592,0.0630852,0.0462694,0.0674933,0.0645689,0.0634012,0.0624965,0.0286446,0.0448691,0.0459916,0.0333779,0.0428408,0,0.0249179,0.0611494,0.0224962,0,0,0.0225186,0,0,0.0429208,0.0498296,0.0389424,0.0104881,0.0193537,0.0442157,0.0162945,0.0450067,0.0193049,0.0546805,0.0634145,0.0542818,0.0170339,0.010759,0.00871024,0.0147548,0.0292839,0.0199059,0,0,0,0.0261537,0.0333006,0.0630928
149,0,0,0,0,0.0455635,0.0558336,0,0,0,0.0352771,0,0.0216044,0.0558093,0,0,0.0334455,0,0,0.0610867,0.0248711,0.0296979,0.0140707,0.0180769,0.0478384,0.0352016,0.0256377,0.0446274,0.0629685,0.0464582,0.0673769,0.0643662,0.0632601,0.062365,0.0282252,0.0449469,0.0455943,0.0332899,0.0426916,0,0.0239657,0.0607946,0.022699,0,0,0.0224274,0,0,0.0424836,0.0495989,0.0384162,0.0101893,0.0189069,0.0441526,0.0161223,0.0447341,0.0185967,0.0539823,0.0629874,0.0547123,0.0172968,0.0110182,0.00853901,0.014198,0.0293733,0.0199571,0,0,0,0.0237053,0.031388,0.0630157
150,0,0,0,0,0.0458083,0.0559206,0,0,0,0.03556,0,0.0215237,0.0561679,0,0,0.0331115,0,0,0.0607876,0.0249922,0.0292445,0.0138402,0.0184364,0.0472188,0.035047,0.0256696,0.0445434,0.0630193,0.0467594,0.0673932,0.0642693,0.0632922,0.0623209,0.0273913,0.0450672,0.0452549,0.0331355,0.0420161,0,0.0233556,0.0604137,0.0226904,0,0,0.0222928,0,0,0.0420354,0.0492075,0.0383336,0.00985194,0.0183001,0.0442358,0.0160634,0.0442189,0.0179868,0.0533101,0.0622431,0.0548962,0.0182413,0.0113417,0.00847658,0.0136449,0.0295142,0.0197734,0,0,0,0.0221195,0.0305042,0.0623975
151,0,0,0,0,0.04608,0.0560535,0,0,0,0.0360276,0,0.0213812,0.0564786,0,0,0.0328854,0,0,0.0605564,0.0252386,0.0287225,0.0136823,0.0181325,0.0465892,0.0349315,0.0257028,0.0444726,0.0631426,0.0471357,0.0674882,0.0642294,0.0633893,0.0623308,0.0262872,0.0452044,0.0450022,0.0329634,0.0410226,0,0.023442,0.0600677,0.0228565,0,0,0.0221174,0,0,0.041714,0.0487136,0.0386931,0.00958867,0.0175579,0.0445207,0.0160233,0.0435396,0.0172908,0.0526256,0.0613953,0.0549942,0.0197325,0.0117048,0.00846265,0.0131863,0.0296981,0.0195537,0,0,0,0.021826,0.0304599,0.0613628
152,0,0,0,0,0.0462732,0.0562145,0,0,0,0.0367138,0,0.0212824,0.0567362,0,0,0.032767,0,0,0.0605011,0.0256155,0.0284619,0.0135267,0.0181804,0.0460085,0.0348155,0.0256698,0.0442579,0.0632426,0.0474375,0.0675278,0.0641412,0.0634135,0.0623902,0.0249723,0.0453727,0.044368,0.0325416,0.0396518,0,0.0237943,0.0598082,0.0231445,0,0,0.0221141,0,0,0.0414197,0.0481259,0.0393198,0.00929518,0.01686,0.0450518,0.016135,0.0427235,0.0166762,0.0519897,0.0604687,0.0553785,0.0217581,0.0120567,0.00845528,0.0127026,0.0299509,0.0194383,0,0,0,0.0218793,0.0304024,0.0604086
153,0,0,0,0,0.0465769,0.0563471,0,0,0,0.0375469,0,0.0211034,0.0569588,0,0,0.0327288,0,0,0.0604814,0.0261024,0.0277458,0.01323,0.0184867,0.0456132,0.0348094,0.0256718,0.0438862,0.0633544,0.0476967,0.067516,0.0639977,0.0633724,0.0623945,0.0236312,0.0455745,0.0439406,0.0320477,0.0377462,0,0.0242344,0.0595923,0.0235951,0,0,0.0220783,0,0,0.0412684,0.0475241,0.0401595,0.00897224,0.0164145,0.0458023,0.0162415,0.0418346,0.0162403,0.0514409,0.0595164,0.0560777,0.024591,0.0123007,0.0084118,0.0124528,0.0302041,0.0192867,0,0,0,0.0217604,0.0300994,0.0595319
154,0,0,0,0,0.0470016,0.0564686,0,0,0,0.038512,0,0.0209901,0.0571856,0,0,0.0327508,0,0,0.0604984,0.0266403,0.0267613,0.0129607,0.0187714,0.0453015,0.0346572,0.0257286,0.0434315,0.0634134,0.0480206,0.0674866,0.0638115,0.0633021,0.0623527,0.0223972,0.0458038,0.0434829,0.0314028,0.0353704,0,0.0244742,0.0593861,0.02401,0,0,0.0220614,0,0,0.0411046,0.0469587,0.0408122,0.00867888,0.0161851,0.0467536,0.0164252,0.0408836,0.0160325,0.0510499,0.0585925,0.056355,0.0284155,0.0124747,0.00841306,0.0122789,0.0304425,0.0189646,0,0,0,0.0218696,0.0300371,0.0578966
155,0,0,0,0,0.0474421,0.0566156,0,0,0,0.039374,0,0.0209175,0.0573931,0,0,0.0327942,0,0,0.060531,0.027237,0.0256317,0.0128024,0.0188586,0.0450115,0.0343264,0.0258171,0.0429421,0.0634633,0.0484002,0.0674318,0.0635989,0.0631052,0.0622297,0.021234,0.0460736,0.0430842,0.0307771,0.0327804,0,0.0245829,0.0592129,0.0245476,0,0,0.0220539,0,0,0.0410148,0.0464389,0.041235,0.00841797,0.0162192,0.0478037,0.0166449,0.0399515,0.0160599,0.0508511,0.0577551,0.0565215,0.0327989,0.0125742,0.00840767,0.0122175,0.0307096,0.0184893,0,0,0,0.0223805,0.030195,0.0559035
156,0,0,0,0,0.047821,0.0568333,0,0,0,0.0400707,0,0.020951,0.0575648,0,0,0.0328482,0,0,0.0605395,0.0278589,0.0248606,0.0126983,0.0189213,0.0447452,0.0339709,0.0258405,0.0425124,0.0636138,0.0488179,0.0673635,0.0633859,0.0628901,0.0621135,0.0200877,0.0463828,0.0426913,0.0301772,0.0304709,0,0.0248414,0.0590895,0.0252107,0,0,0.0219976,0,0,0.0410499,0.0459957,0.0417782,0.00819687,0.0161011,0.048825,0.0168776,0.03919,0.0162626,0.0507825,0.0570955,0.056851,0.0371549,0.0125566,0.00843108,0.0123081,0.0310636,0.0182303,0,0,0,0.0231136,0.0302546,0.0543029
157,0,0,0,0,0.0481745,0.0569662,0,0,0,0.040716,0,0.0210057,0.057776,0,0,0.0328619,0,0,0.060529,0.0284015,0.0245308,0.0124953,0.019065,0.0447691,0.0338159,0.025972,0.0421856,0.0638763,0.0491902,0.0672805,0.0631823,0.0627443,0.0620002,0.0190368,0.0466805,0.0423189,0.029555,0.0288013,0,0.0249043,0.0589681,0.0257983,0,0,0.0219175,0,0,0.0412611,0.0456253,0.0424715,0.00803783,0.0160276,0.0498071,0.0171926,0.0386099,0.0167124,0.0508922,0.056635,0.0572103,0.0411261,0.0124916,0.00854932,0.012487,0.0314326,0.0177903,0,0,0,0.0239308,0.0300559,0.0537914
158,0,0,0,0,0.0484641,0.0570981,0,0,0,0.0413274,0,0.021089,0.0580586,0,0,0.0328336,0,0,0.0605254,0.0288664,0.0245809,0.0121807,0.0192983,0.0452661,0.0337096,0.0262083,0.0419774,0.064063,0.0495243,0.0671837,0.0629723,0.0625723,0.0618965,0.0181818,0.0469488,0.0419848,0.0289889,0.0275751,0,0.0248793,0.0588077,0.0260135,0,0,0.0217445,0,0,0.0414029,0.0453672,0.0429836,0.00796417,0.0160171,0.0505963,0.017515,0.038094,0.017457,0.0511823,0.0563675,0.0575237,0.0447373,0.0124779,0.00864611,0.0127387,0.0318683,0.0170409,0,0,0,0.0250691,0.0298602,0.0538709
159,0,0,0,0,0.0486891,0.0572698,0,0,0,0.0417481,0,0.0212722,0.0583158,0,0,0.0327356,0,0,0.0604506,0.029329,0.0247169,0.0118876,0.0195766,0.0453805,0.033504,0.0263904,0.0418178,0.0641634,0.0498691,0.0671023,0.0628027,0.0624097,0.0617942,0.0174238,0.0471891,0.0416064,0.0284414,0.0266083,0,0.0248177,0.0586737,0.0261905,0,0,0.0214277,0,0,0.0413616,0.0451674,0.0435468,0.00796072,0.0161256,0.0512865,0.0178659,0.0375302,0.0183174,0.0515341,0.0562063,0.0579357,0.0480215,0.0125301,0.00863202,0.012973,0.032368,0.0165743,0,0,0,0.026694,0.0298369,0.054221
160,0,0,0,0,0.0489605,0.0574397,0,0,0,0.0420899,0,0.0214269,0.0585604,0,0,0.0325854,0,0,0.060329,0.0298039,0.0246795,0.011902,0.0198105,0.0451036,0.0331327,0.026472,0.041623,0.0642128,0.0501909,0.0670483,0.0626227,0.0622542,0.0616521,0.0167753,0.0473732,0.0412843,0.0280432,0.0260512,0,0.0249251,0.0585126,0.0266313,0,0,0.0213268,0,0,0.0413526,0.0449691,0.0440919,0.00798789,0.0163682,0.0518419,0.0182322,0.0369535,0.0191527,0.051937,0.056069,0.0583869,0.050833,0.0125376,0.00864467,0.0131027,0.032852,0.0165582,0,0,0,0.028806,0.0299836,0.0546745
161,0,0,0,0,0.0492798,0.0575682,0,0,0,0.0425753,0,0.0215893,0.0587594,0,0,0.0323821,0,0,0.0601299,0.0302315,0.0244856,0.0119613,0.0201114,0.044707,0.0326351,0.0264628,0.0413869,0.064284,0.0503988,0.0669842,0.062438,0.062095,0.0615306,0.0162283,0.0475321,0.0410858,0.0278435,0.02585,0,0.0249749,0.0583896,0.0272288,0,0,0.0212978,0,0,0.0413615,0.0447418,0.0442622,0.00801413,0.0165168,0.0522685,0.0185546,0.036458,0.02,0.0523902,0.0559168,0.0588343,0.0529763,0.0125362,0.00869462,0.0131208,0.0332915,0.0164276,0,0,0,0.0312638,0.030293,0.0551674
162,0,0,0,0,0.0495734,0.05763,0,0,0,0.0431926,0,0.0218052,0.0589479,0,0,0.0321406,0,0,0.0599,0.0305673,0.0242159,0.0119058,0.0204698,0.0443381,0.0324025,0.0263718,0.0411302,0.0643483,0.0505613,0.0668096,0.0622767,0.0619663,0.0614358,0.0157415,0.0477225,0.0408151,0.0276576,0.0257409,0,0.0246495,0.058269,0.0277796,0,0,0.0212552,0,0,0.041355,0.0445267,0.0441473,0.00802545,0.0164463,0.0525834,0.0187658,0.0361918,0.0208196,0.052821,0.0558206,0.0592774,0.0544417,0.0125963,0.00872082,0.0131038,0.0336158,0.0161065,0,0,0,0.0333171,0.0306513,0.0557733
163,0,0,0,0,0.0498235,0.0576717,0,0,0,0.0437172,0,0.0220144,0.0591678,0,0,0.0318669,0,0,0.0596633,0.0308582,0.0239134,0.011788,0.0207951,0.0440184,0.0323981,0.0262318,0.0409095,0.0643104,0.0505966,0.066594,0.0621314,0.0618727,0.0613405,0.0152482,0.0478984,0.0404494,0.0273601,0.0255173,0,0.0242193,0.0580958,0.0281313,0,0,0.0210541,0,0,0.0413164,0.0443254,0.0436065,0.00799559,0.016673,0.0528086,0.0189723,0.0359959,0.0216307,0.0533135,0.0558037,0.0599199,0.0551569,0.0127894,0.00862852,0.0131263,0.0338824,0.0159858,0,0,0,0.0342012,0.031228,0.0566534
164,0,0,0,0,0.0500536,0.0576962,0,0,0,0.0442828,0,0.0221367,0.0593719,0,0,0.0315768,0,0,0.0594455,0.0310907,0.0236171,0.0116821,0.0210522,0.0436813,0.0323616,0.026097,0.0406307,0.0641747,0.0506815,0.0666649,0.0619875,0.0616924,0.0612342,0.0147595,0.0480291,0.0400487,0.0270004,0.0252376,0,0.0238675,0.0579683,0.0282021,0,0,0.020871,0,0,0.0413741,0.0442852,0.0429664,0.00790373,0.0170677,0.0529526,0.0192002,0.035849,0.0224639,0.0538305,0.0558646,0.0607625,0.0548004,0.0130221,0.00848236,0.0131374,0.0340923,0.0158243,0,0,0,0.0346839,0.0319599,0.0576581
165,0,0,0,0,0.0502856,0.0577991,0,0,0,0.0449141,0,0.0222321,0.0595355,0,0,0.0313014,0,0,0.059263,0.0312764,0.023501,0.0115752,0.0213331,0.0433,0.0321061,0.0259591,0.0403414,0.0640216,0.0510476,0.0666641,0.0618996,0.0614816,0.0611404,0.0142932,0.0480959,0.0397046,0.0266905,0.0249924,0,0.0234021,0.0578357,0.0282476,0,0,0.020619,0,0,0.04132,0.0444009,0.0420291,0.00776755,0.0175128,0.0529804,0.0194406,0.0357577,0.0232547,0.0543214,0.0559959,0.0616653,0.0535605,0.0131999,0.00849752,0.0130523,0.034361,0.0159143,0,0,0,0.0353894,0.0328482,0.058503
166,0,0,0,0,0.0504942,0.0579345,0,0,0,0.0455099,0,0.0223277,0.0595747,0,0,0.0310147,0,0,0.0590488,0.0315624,0.0233819,0.011401,0.0215379,0.0429726,0.0317524,0.0258683,0.0400361,0.0638805,0.050938,0.0663972,0.0618207,0.0613085,0.0609533,0.0139596,0.0481874,0.0393178,0.0263471,0.0250046,0,0.0228835,0.057846,0.0287629,0,0,0.0204808,0,0,0.0411648,0.0445863,0.0406155,0.007532,0.0179644,0.0528901,0.0196518,0.0357284,0.0239997,0.0548063,0.0562185,0.0625128,0.0515341,0.0132788,0.00862854,0.0129082,0.0346141,0.0160144,0,0,0,0.0362936,0.0338182,0.0592635
167,0,0,0,0,0.0507188,0.0580109,0,0,0,0.0459625,0,0.0224107,0.0594925,0,0,0.0307198,0,0,0.0588569,0.0319284,0.0232011,0.0110727,0.0216927,0.0427175,0.0314802,0.025811,0.0396866,0.0637762,0.0507465,0.0663412,0.0617912,0.0611313,0.0607862,0.0137374,0.0483624,0.0388713,0.0258972,0.0253158,0,0.0223364,0.0579899,0.029301,0,0,0.0201428,0,0,0.0409788,0.0447753,0.0388898,0.00715609,0.0184007,0.0527859,0.0198724,0.0358137,0.0247371,0.0552898,0.056533,0.063283,0.0486702,0.0134261,0.00869203,0.012811,0.0347642,0.0159792,0,0,0,0.0372434,0.0348106,0.0601004
168,0,0,0,0,0.0509512,0.0580043,0,0,0,0.046316,0,0.0224292,0.0593288,0,0,0.0304629,0,0,0.058704,0.0322822,0.0230312,0.0105485,0.0217402,0.042484,0.0311705,0.0257275,0.0393611,0.0636864,0.0509025,0.0664776,0.0617689,0.0610315,0.0607175,0.0134801,0.0485025,0.0384384,0.0253787,0.025925,0,0.021281,0.0582128,0.0293337,0,0,0.0200244,0,0,0.0408768,0.0449519,0.037312,0.00665893,0.0187578,0.0527674,0.0201171,0.0360355,0.0253957,0.0557401,0.0569478,0.0640055,0.0450239,0.0135852,0.00867551,0.0126402,0.0347756,0.015669,0,0,0,0.038135,0.0357595,0.0609367
169,0,0,0,0,0.0511698,0.0579711,0,0,0,0.0467334,0,0.0225609,0.0591227,0,0,0.0302505,0,0,0.0585521,0.0325877,0.0228426,0.0102089,0.0216975,0.0422273,0.0308964,0.0255777,0.039126,0.0635949,0.0509246,0.0664612,0.0617569,0.0609395,0.0607092,0.0132676,0.0486771,0.0380145,0.024878,0.0270445,0,0.0199405,0.0584746,0.0294623,0,0,0.020168,0,0,0.0409414,0.0450593,0.035845,0.00603451,0.0189716,0.0527065,0.020275,0.0363811,0.0259476,0.0561282,0.0574478,0.0647582,0.0406485,0.0136784,0.00866348,0.0124468,0.0347753,0.0151215,0,0,0,0.039082,0.0367389,0.061583
170,0,0,0,0,0.0514065,0.0580359,0,0,0,0.0472211,0,0.0228487,0.0589717,0,0,0.0300717,0,0,0.0583635,0.0326106,0.0227425,0.0104756,0.0217336,0.0420057,0.0307081,0.0253633,0.0389196,0.0634544,0.0506436,0.0663569,0.0618179,0.0608994,0.0606603,0.0131069,0.0488762,0.0378063,0.0245153,0.0289862,0,0.0191096,0.0586645,0.0298224,0,0,0.0201251,0,0,0.0409155,0.0451232,0.0340371,0.00537857,0.0191484,0.0525557,0.0203784,0.0367095,0.0264204,0.0565101,0.0580394,0.0654526,0.0356219,0.0138528,0.00871003,0.0122404,0.0348575,0.0148456,0,0,0,0.040108,0.0377452,0.0621894
171,0,0,0,0,0.0516958,0.0580807,0,0,0,0.0478045,0,0.0229618,0.0587668,0,0,0.0298093,0,0,0.0582682,0.0327734,0.0225331,0.0105419,0.021928,0.0417515,0.0305699,0.0252545,0.0386667,0.0632989,0.050587,0.0663809,0.0619878,0.060754,0.0606082,0.0128929,0.0490966,0.0372821,0.0241804,0.0316126,0,0.0182669,0.0589198,0.030304,0,0,0.01984,0,0,0.040902,0.0451033,0.031757,0.00458546,0.0194598,0.05234,0.0203992,0.0371377,0.0268762,0.0569424,0.0587348,0.0661281,0.0301057,0.0140813,0.00868855,0.0122131,0.0349513,0.0149756,0,0,0,0.0411014,0.0387194,0.0628119
172,0,0,0,0,0.0519845,0.0581315,0,0,0,0.0483908,0,0.022823,0.0584894,0,0,0.0295084,0,0,0.0581114,0.0334724,0.0222353,0.0103292,0.0220238,0.0415941,0.0304046,0.0251158,0.038428,0.0630889,0.0506565,0.0665281,0.0621707,0.0606745,0.0606303,0.0127602,0.0492508,0.0370149,0.0239114,0.0346985,0,0.0176295,0.0592239,0.030795,0,0,0.0197776,0,0,0.0408857,0.0450373,0.0297595,0.00385496,0.0197589,0.0520896,0.0203972,0.0377481,0.0272724,0.0573411,0.0595162,0.0668038,0.0246651,0.0142767,0.00873051,0.0120145,0.0350155,0.0154013,0,0,0,0.0420213,0.0396285,0.0634747
173,0,0,0,0,0.0522849,0.0581722,0,0,0,0.0490624,0,0.0228249,0.0581009,0,0,0.0294597,0,0,0.0580832,0.0342848,0.0219642,0.0100981,0.0220719,0.0412758,0.0302341,0.0250097,0.0380977,0.0627948,0.050658,0.0666663,0.0622406,0.0606867,0.0606227,0.0127609,0.0494146,0.0365836,0.0235721,0.0379757,0,0.0171789,0.0596568,0.0311194,0,0,0.0196665,0,0,0.0407783,0.044882,0.0279653,0.00314603,0.0200488,0.0518149,0.0203604,0.0385564,0.0274898,0.057677,0.0604734,0.0675572,0.0195007,0.0145102,0.00875282,0.0118375,0.0350494,0.0154048,0,0,0,0.0429894,0.040496,0.0640671
174,0,0,0,0,0.0525655,0.0581891,0,0,0,0.0498097,0,0.0229184,0.0576919,0,0,0.029421,0,0,0.0580124,0.0348619,0.0217453,0.00990549,0.0220991,0.0412406,0.0300473,0.0249364,0.0377857,0.0623799,0.0507816,0.0667598,0.0623005,0.0607908,0.0606188,0.0128662,0.0496513,0.0362354,0.0232611,0.0412088,0,0.0165075,0.0600938,0.0313955,0,0,0.0194018,0,0,0.0406281,0.0447502,0.0263992,0.00273935,0.0203723,0.0516746,0.0203253,0.0393625,0.0276121,0.0579624,0.0614605,0.0682887,0.0150894,0.0147664,0.00872399,0.0116812,0.035014,0.0150534,0,0,0,0.0438301,0.0412593,0.0645172
175,0,0,0,0,0.0527948,0.0579193,0,0,0,0.0504625,0,0.0232579,0.0577441,0,0,0.0297936,0,0,0.0587951,0.0353981,0.022041,0.00966363,0.0220761,0.0411784,0.0279851,0.0250551,0.0376555,0.0622669,0.0508656,0.0665753,0.0621918,0.0605972,0.0604823,0.0130951,0.0487965,0.0361062,0.0229776,0.0439371,0,0.016545,0.0602362,0,0,0,0.0178194,0,0,0.0395552,0.0449495,0.0255292,0.00290026,0.0215155,0.0520018,0.0213798,0.0406389,0.0279827,0.0588057,0.0631132,0.0684037,0.0119553,0.0161615,0.00894987,0.0109647,0.0347983,0.0136677,0,0,0,0.0439656,0.0412259,0.0642697
176,0,0,0,0,0.0529433,0.0579302,0,0,0,0.0513142,0,0.0233619,0.0572527,0,0,0.0298368,0,0,0.0586047,0.0360188,0.0221957,0.00963247,0.0219921,0.0410332,0.0278058,0.0250203,0.0372975,0.0619701,0.0506783,0.0666989,0.0622384,0.0604862,0.060512,0.0134086,0.0489004,0.0364312,0.0227774,0.0461356,0,0.0166507,0.0607582,0,0,0,0.0177311,0,0,0.039421,0.0448209,0.0244864,0.00316266,0.0221568,0.0517063,0.0214443,0.0413214,0.0279529,0.0590759,0.0640049,0.0688073,0.00972049,0.0163713,0.00886857,0.0108972,0.0347628,0.0138849,0,0,0,0.0445142,0.0417234,0.0645628
177,0,0,0,0,0.0530493,0.0579048,0,0,0,0.0520221,0,0.0231716,0.0567357,0,0,0.0298341,0,0,0.0584793,0.0366899,0.0220927,0.00952977,0.0219119,0.0408223,0.0276523,0.0250568,0.0369768,0.061726,0.0508029,0.0667337,0.0620658,0.0604297,0.0604768,0.0137021,0.0489949,0.0365712,0.0227284,0.0476251,0,0.0172832,0.0613176,0,0,0,0.0180069,0,0,0.0394783,0.0446842,0.0239518,0.00358014,0.0230381,0.0515388,0.0214424,0.041991,0.0277818,0.0592342,0.0648468,0.0691701,0.00832058,0.0165254,0.00896765,0.0106762,0.0347202,0.0138458,0,0,0,0.0450206,0.0421775,0.0647691
178,0,0,0,0,0.053127,0.0579908,0,0,0,0.0527014,0,0.022999,0.0562514,0,0,0.0297849,0,0,0.0583947,0.0373561,0.0221486,0.00945879,0.0217875,0.0405853,0.0275718,0.0251165,0.0367043,0.0614968,0.0508097,0.0664472,0.0620202,0.0603256,0.0604202,0.0141366,0.0490772,0.0365289,0.0226758,0.0484943,0,0.0178687,0.0618561,0,0,0,0.0181056,0,0,0.0394826,0.0445952,0.0238496,0.00407476,0.0240581,0.0515105,0.021408,0.0426353,0.0274762,0.0593844,0.0656104,0.0695745,0.00747671,0.0167018,0.00904637,0.0104656,0.0347493,0.0140708,0,0,0,0.0455143,0.0425812,0.0649994
179,0,0,0,0,0.0531259,0.0581399,0,0,0,0.0532265,0,0.0229893,0.0558621,0,0,0.0297259,0,0,0.0583793,0.0379491,0.0222964,0.00945725,0.0215096,0.0405178,0.0275161,0.0251228,0.0364728,0.0612315,0.0508362,0.0658769,0.0620515,0.0602424,0.0602629,0.0144838,0.0490819,0.0363944,0.0225965,0.0490804,0,0.0187144,0.0622866,0,0,0,0.017977,0,0,0.039417,0.0446115,0.0240405,0.00445743,0.0248523,0.0514135,0.0213691,0.0431442,0.027071,0.0595454,0.0662524,0.0699608,0.00693972,0.0169186,0.00907134,0.0103297,0.0348006,0.0141706,0,0,0,0.0459514,0.0428965,0.0652357
180,0,0,0,0,0.0531831,0.0581884,0,0,0,0.0533632,0,0.0229115,0.0555467,0,0,0.029668,0,0,0.0584209,0.03838,0.0224759,0.00949709,0.0211945,0.0405508,0.0275327,0.0250764,0.0363683,0.0610566,0.0508128,0.0657657,0.0620335,0.0601445,0.0600508,0.014455,0.0490529,0.0361784,0.0225243,0.0499114,0,0.0190786,0.0625955,0,0,0,0.0179039,0,0,0.0393776,0.0446676,0.0238789,0.00466004,0.0250382,0.0513333,0.0213284,0.0434794,0.0267212,0.0596588,0.0667796,0.0702748,0.00646669,0.0170335,0.00914811,0.0102127,0.0347436,0.0140755,0,0,0,0.0462448,0.0430649,0.065403
181,0,0,0,0,0.0532112,0.0582072,0,0,0,0.0533973,0,0.0228643,0.0553321,0,0,0.0296269,0,0,0.0585087,0.038771,0.0226932,0.00956706,0.0207653,0.0402676,0.0274698,0.0249844,0.0363385,0.061033,0.0507751,0.0660914,0.0619782,0.0599588,0.0597872,0.0143201,0.0489212,0.0358909,0.0225134,0.0501282,0,0.0191686,0.0628103,0,0,0,0.0178993,0,0,0.0394005,0.0446015,0.023836,0.00478027,0.0252583,0.0514692,0.0212282,0.0435414,0.0263834,0.0595484,0.0670694,0.0704925,0.00624233,0.0171237,0.00916319,0.0101761,0.0346787,0.0139133,0,0,0,0.0463719,0.0429835,0.0654909
182,0,0,0,0,0.0531366,0.058373,0,0,0,0.0532117,0,0.022873,0.0553728,0,0,0.0295514,0,0,0.0585817,0.0390058,0.0231482,0.00945681,0.0202761,0.0398301,0.0274343,0.0248231,0.0364345,0.0610475,0.0507325,0.0661591,0.0618526,0.0597338,0.0594736,0.0140411,0.0486897,0.0355604,0.0225297,0.0497922,0,0.0190351,0.0628108,0,0,0,0.0178392,0,0,0.039469,0.0444591,0.023585,0.0048885,0.0252047,0.0517577,0.0210737,0.0433106,0.026394,0.0593623,0.0669241,0.0705225,0.00629287,0.0171352,0.0090971,0.0102899,0.0347399,0.0147114,0,0,0,0.0462891,0.0428108,0.0655623
183,0,0,0,0,0.053051,0.0585323,0,0,0,0.0526972,0,0.0228043,0.0556692,0,0,0.0293968,0,0,0.0585936,0.0391124,0.0238783,0.00910557,0.0198046,0.0394758,0.0272703,0.0246173,0.036669,0.0610864,0.0506499,0.0657964,0.0615039,0.0594348,0.059055,0.0135627,0.0484055,0.0351804,0.0225535,0.0488721,0,0.0187013,0.0625368,0,0,0,0.0177655,0,0,0.0393749,0.0442435,0.0231554,0.00495161,0.0246422,0.0520605,0.0210183,0.0427612,0.0266982,0.0591143,0.0662336,0.070444,0.00672005,0.0170418,0.00903807,0.0104192,0.0347576,0.0157467,0,0,0,0.0461086,0.0426698,0.0655306
184,0,0,0,0,0.0530657,0.0584787,0,0,0,0.0518527,0,0.0227337,0.0561793,0,0,0.0291575,0,0,0.058575,0.0390961,0.0247556,0.00900935,0.0193542,0.039468,0.0269026,0.0243713,0.0369849,0.0610973,0.050663,0.0653031,0.0610229,0.0590926,0.0586093,0.0128599,0.0480891,0.0347658,0.0225233,0.0471963,0,0.0182158,0.0619948,0,0,0,0.0176736,0,0,0.0393781,0.0439446,0.0227645,0.00488567,0.0236594,0.0522422,0.0210258,0.0418531,0.0270996,0.0587486,0.064918,0.0702268,0.00784802,0.0169346,0.00884635,0.0106516,0.0346209,0.01512,0,0,0,0.0458555,0.0425355,0.0653676
185,0,0,0,0,0.0530499,0.0584898,0,0,0,0.0508497,0,0.0228396,0.0567737,0,0,0.0287877,0,0,0.0584675,0.0390248,0.0257203,0.00885644,0.0188628,0.0393216,0.0264141,0.0240999,0.0373487,0.0611911,0.0506292,0.0650124,0.0606104,0.0586778,0.0580738,0.0120872,0.0475944,0.0343806,0.0224804,0.0448609,0,0.0179571,0.0613502,0,0,0,0.0178785,0,0,0.0395531,0.0435866,0.0227189,0.00483915,0.0224078,0.0522785,0.0210729,0.0407077,0.0274914,0.0584074,0.06315,0.069631,0.0098219,0.0168057,0.00888483,0.010672,0.0345659,0.0151295,0,0,0,0.04544,0.0422758,0.0650166
186,0,0,0,0,0.0528535,0.0583827,0,0,0,0.0497109,0,0.0232806,0.0573191,0,0,0.0283206,0,0,0.0581397,0.0388889,0.02687,0.00870815,0.0183788,0.0389531,0.0257653,0.023847,0.0377201,0.0612815,0.0504802,0.0642603,0.0606589,0.0582007,0.0576218,0.0115727,0.0470518,0.0341439,0.0225596,0.0421285,0,0.0179193,0.0607934,0,0,0,0.0180034,0,0,0.0397209,0.0431162,0.0224148,0.00491783,0.0212809,0.0522979,0.0212128,0.0394805,0.0279126,0.0582017,0.0614305,0.0689374,0.0122842,0.0166111,0.00900583,0.0107738,0.0344647,0.0151357,0,0,0,0.0447724,0.0417896,0.0644452
