Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,IMU_M
114,0,0,0,0,0.0502015,0.0467313,0,0,0.0318566,0,0.0300448,0.0617947,0,0,0.0207866,0,0,0.0533318,0.0363668,0.0539948,0.0173499,0.00831993,0.0266478,0.0438032,0.0223257,0.0391509,0.0603544,0.04629,0.0570316,0.0543442,0.0535232,0.0526569,0.0381159,0.0377884,0.0136933,0.0154919,0.0243697,0,0.0162658,0.0604842,0.0328673,0,0,0.0224295,0,0,0.0434099,0.0367394,0.023301,0.0112269,0.0214818,0.0350072,0.0263061,0.0278249,0.0332912,0.056764,0.0506681,0.0658914,0.0448322,0.0410742,0.0638674,0.0394533,0.0143191,0.0096715,0.0158022,0.0329556,0.00956583,0,0,0,0
115,0,0,0,0,0.0496948,0.0468865,0,0,0.0308085,0,0.0315227,0.0618546,0,0,0.021308,0,0,0.0535053,0.0363536,0.0557552,0.0181853,0.00692146,0.0265103,0.0440142,0.0229391,0.0388914,0.060789,0.0464982,0.0559909,0.053209,0.0525158,0.051718,0.0435035,0.0369872,0.0139318,0.0157622,0.0244062,0,0.0158459,0.0601467,0.0324859,0,0,0.0229119,0,0,0.0437886,0.036877,0.0232661,0.0112363,0.0215985,0.0353457,0.0265883,0.0281863,0.0324838,0.0565207,0.0506019,0.0659657,0.0447696,0.0409729,0.0636669,0.0395138,0.0138643,0.00980441,0.0162397,0.0330048,0.010495,0,0,0,0
116,0,0,0,0,0.0492372,0.0469914,0,0,0.0298303,0,0.0324506,0.0616939,0,0,0.0215807,0,0,0.053445,0.036652,0.0559176,0.0186929,0.00504144,0.0263793,0.0441588,0.0237401,0.038992,0.0614138,0.0469134,0.0550975,0.0521944,0.0516891,0.0509828,0.0488748,0.0366621,0.0141691,0.0157449,0.0245547,0,0.0151621,0.0602286,0.0325058,0,0,0.0234123,0,0,0.044317,0.037023,0.0222532,0.0116638,0.0215779,0.0357923,0.0272064,0.0286225,0.0319382,0.0563811,0.0509163,0.0661935,0.0450273,0.0413249,0.0636543,0.0383165,0.0135412,0.0100462,0.0167598,0.0331763,0.0108905,0,0,0,0
117,0,0,0,0,0.0487698,0.0469926,0,0,0.0296065,0,0.0328195,0.061436,0,0,0.0217598,0,0,0.053318,0.0369799,0.0545567,0.0188096,0.00321542,0.0265129,0.0442009,0.0246574,0.0393756,0.0622196,0.0475429,0.0546074,0.0515865,0.0513797,0.0507446,0.0552889,0.0367541,0.0143866,0.0155714,0.0244488,0,0.0147339,0.0604454,0.0326838,0,0,0.0240058,0,0,0.0448868,0.0370007,0.0210039,0.0121403,0.0214977,0.0363182,0.0280169,0.0290247,0.0318648,0.0565011,0.0514482,0.0664138,0.0454572,0.0418423,0.0637842,0.0374624,0.0133027,0.0104301,0.0172988,0.0334171,0.0107136,0,0,0,0
118,0,0,0,0,0.0482019,0.0469404,0,0,0.0307837,0,0.0327571,0.0612146,0,0,0.0219897,0,0,0.0532133,0.0373081,0.0530891,0.0187323,0.00263708,0.0269911,0.0441183,0.0256272,0.0397219,0.062998,0.0482285,0.0547057,0.0515213,0.0517887,0.0511258,0.0626692,0.0371303,0.0144328,0.0152806,0.024179,0,0.0143011,0.0606403,0.0326412,0,0,0.0246366,0,0,0.0452495,0.0367126,0.020071,0.0124516,0.0215044,0.0366227,0.0288939,0.0293583,0.0320069,0.0567604,0.0519647,0.0665593,0.0459589,0.0422627,0.0643064,0.0375397,0.0130819,0.0106747,0.0177777,0.0336761,0.010087,0,0,0,0
119,0,0,0,0,0.0476267,0.0468476,0,0,0.0321447,0,0.0326181,0.0611021,0,0,0.0221199,0,0,0.0530327,0.0376821,0.0529344,0.0185814,0.00181163,0.0273849,0.0439071,0.0265745,0.0397596,0.0635553,0.0488216,0.0550538,0.0518641,0.0523677,0.0516524,0.0687367,0.0375728,0.0141689,0.0149504,0.0237921,0,0.0142316,0.0607745,0.0323449,0,0,0.0251459,0,0,0.0454686,0.0362661,0.0196655,0.0126186,0.0218625,0.0365726,0.0297273,0.0296017,0.0319942,0.0568911,0.0522918,0.0666072,0.0463017,0.0425639,0.0645692,0.0383396,0.0129007,0.0107206,0.0182213,0.0339398,0.00939699,0,0,0,0
120,0,0,0,0,0.0472495,0.0467259,0,0,0.0323889,0,0.0328041,0.0610742,0,0,0.0221686,0,0,0.0529126,0.037797,0.0541202,0.0184721,0.000922241,0.0279157,0.0435171,0.0273386,0.0395373,0.0638738,0.049228,0.055299,0.0521927,0.0525484,0.051841,0.0720804,0.0379003,0.013874,0.0146792,0.0234034,0,0.0144309,0.060883,0.0320072,0,0,0.0256902,0,0,0.0458108,0.0357935,0.0198506,0.0127797,0.0224709,0.0363433,0.0305658,0.0296062,0.031864,0.0568203,0.0523407,0.0665979,0.0463355,0.0427756,0.064591,0.0394299,0.0126311,0.01071,0.018545,0.0342295,0.00897922,0,0,0,0
121,0,0,0,0,0.0470792,0.0466815,0,0,0.0322214,0,0.0332384,0.0610051,0,0,0.0221353,0,0,0.0528658,0.037703,0.0556439,0.0182659,0.00214157,0.0285046,0.0430524,0.0278235,0.0393202,0.0640252,0.049523,0.0554044,0.052246,0.0526358,0.0520268,0.0741838,0.0380534,0.0137467,0.0144334,0.0232374,0,0.0146102,0.0610227,0.0318847,0,0,0.026193,0,0,0.0459612,0.0353659,0.0203353,0.012855,0.0231511,0.0359064,0.0310563,0.0294534,0.0318149,0.0567111,0.0522409,0.0667352,0.0461291,0.0427095,0.0645949,0.0403084,0.0124233,0.0107775,0.0186541,0.0344966,0.00878061,0,0,0,0
122,0,0,0,0,0.0470611,0.04668,0,0,0.0320801,0,0.033737,0.0609154,0,0,0.021999,0,0,0.0528003,0.0375987,0.0570889,0.0179871,0.00287419,0.0289573,0.0426386,0.0279941,0.0391761,0.0640071,0.0496899,0.0553474,0.0521109,0.0529985,0.0524756,0.0757363,0.0381289,0.0136928,0.0141644,0.0232871,0,0.014681,0.0611399,0.0318912,0,0,0.0265208,0,0,0.0459575,0.0350415,0.0207543,0.0128677,0.0236698,0.0353537,0.0312639,0.0293635,0.0319728,0.0567237,0.0521833,0.0671874,0.0460266,0.0425351,0.0646824,0.0408083,0.012258,0.0108183,0.0185803,0.0346989,0.00876698,0,0,0,0
123,0,0,0,0,0.0471309,0.0466705,0,0,0.0320082,0,0.0342393,0.0608219,0,0,0.0218809,0,0,0.0527805,0.037361,0.0583317,0.0177273,0.00307755,0.0291746,0.0423116,0.0280948,0.0391258,0.0638708,0.0497594,0.0552461,0.051914,0.0535307,0.053075,0.0772167,0.038211,0.013689,0.0138933,0.0234417,0,0.01471,0.0612698,0.0320819,0,0,0.0266796,0,0,0.0458412,0.0347106,0.020859,0.0129237,0.0238685,0.0347946,0.0313092,0.0293034,0.0322786,0.0568664,0.0522591,0.067422,0.0460969,0.0425357,0.0647617,0.0406193,0.0120671,0.0108296,0.0183895,0.0347774,0.00881307,0,0,0,0
124,0,0,0,0,0.047233,0.0466579,0,0,0.0320993,0,0.0347996,0.0606733,0,0,0.0216372,0,0,0.052658,0.0370998,0.0592631,0.0175367,0.00324068,0.0291948,0.0420232,0.0282026,0.0391284,0.0637745,0.0497408,0.0549549,0.0516831,0.0539368,0.0535849,0.0790416,0.038359,0.0138181,0.0136064,0.0235602,0,0.0148005,0.061473,0.0325061,0,0,0.026718,0,0,0.0456892,0.0343832,0.0205942,0.0131023,0.0237588,0.0342908,0.0313893,0.0293334,0.0325163,0.0570578,0.052572,0.0673697,0.0462614,0.0428328,0.064801,0.0396977,0.0120088,0.0107924,0.0181829,0.0347556,0.00886019,0,0,0,0
125,0,0,0,0,0.0473074,0.0466512,0,0,0.0321888,0,0.0352784,0.0604385,0,0,0.0214965,0,0,0.0524894,0.0367856,0.0599854,0.01745,0.00356028,0.0290513,0.0417257,0.0283157,0.0391655,0.0637345,0.0496496,0.0545451,0.0513949,0.0541008,0.0538275,0.0808076,0.0385522,0.0138482,0.0133676,0.0236763,0,0.0150579,0.0617427,0.0329306,0,0,0.0267162,0,0,0.0455202,0.0342993,0.0200703,0.0133658,0.0235485,0.0338629,0.0314424,0.0295946,0.0324705,0.0571944,0.0529491,0.0672039,0.0464009,0.0434724,0.0648002,0.0383233,0.0119734,0.0107656,0.0179856,0.0346859,0.00883851,0,0,0,0
126,0,0,0,0,0.0465907,0.0467194,0,0,0.0323711,0,0.0354514,0.0598246,0,0,0.0220112,0,0,0.0527633,0.0359087,0.0607114,0.0170382,0.00427463,0.0295306,0.042227,0.0280937,0.0390164,0.0633901,0.0493609,0.0545278,0.0511898,0.0540585,0.0539114,0.0825347,0.0380699,0.0137444,0.0135538,0.0224256,0,0.0164644,0.0617528,0.0321183,0,0,0.0268785,0,0,0.0456093,0.0340191,0.0164158,0.0120438,0.0220188,0.0329551,0.0313218,0.028553,0.0310374,0.0558391,0.0516709,0.0686876,0.0485546,0,0.0669561,0.0368088,0.01177,0.010812,0.0180074,0.0344273,0.00927119,0,0,0,0
127,0,0,0,0,0.0466158,0.046747,0,0,0.0325809,0,0.0357355,0.059446,0,0,0.0221084,0,0,0.0526209,0.0351073,0.0614088,0.0170531,0.00465558,0.0293955,0.041938,0.0282722,0.0391441,0.0633377,0.0493257,0.054239,0.0509033,0.0536728,0.0536368,0.0840606,0.0380955,0.0137085,0.0133146,0.0228359,0,0.0164741,0.0622168,0.0319296,0,0,0.0268675,0,0,0.0455923,0.0340401,0.0158632,0.0123632,0.0219726,0.0325667,0.0314184,0.0289749,0.0305944,0.0558933,0.0519732,0.0686175,0.0487378,0,0.0669896,0.035336,0.0118138,0.0107994,0.017947,0.0343392,0.0091183,0,0,0,0
128,0,0,0,0,0.0466987,0.0467986,0,0,0.0328008,0,0.0360837,0.059042,0,0,0.0221406,0,0,0.0525824,0.0344864,0.0619966,0.0170191,0.0048613,0.0294962,0.0415704,0.028449,0.039275,0.0633011,0.0492393,0.053874,0.0506771,0.0531796,0.0532097,0.0853606,0.0381699,0.0137339,0.0130723,0.0233073,0,0.016433,0.062745,0.0320034,0,0,0.0269681,0,0,0.0457204,0.034108,0.0154508,0.0127141,0.0220086,0.0322022,0.0315728,0.029334,0.0302265,0.0557968,0.0522682,0.0685671,0.0488701,0,0.0670308,0.0340078,0.0118941,0.0108198,0.0180037,0.0343322,0.00903661,0,0,0,0
129,0,0,0,0,0.0467943,0.0468743,0,0,0.0329754,0,0.0364574,0.0586639,0,0,0.0221596,0,0,0.052574,0.0342224,0.0625371,0.0168453,0.00513349,0.0297902,0.0411667,0.0284856,0.0393567,0.0632058,0.0490932,0.053826,0.0504509,0.0527624,0.0528066,0.0862604,0.038215,0.0137322,0.0128652,0.023656,0,0.0164565,0.0632804,0.0320187,0,0,0.0271644,0,0,0.0458989,0.0342386,0.0151834,0.0130947,0.0220795,0.0318481,0.0319112,0.0295197,0.0299934,0.0557431,0.0525583,0.068465,0.0490128,0,0.0671059,0.0329844,0.0119028,0.0109183,0.0181063,0.0344214,0.00890877,0,0,0,0
130,0,0,0,0,0.0470329,0.0467202,0,0,0.0275072,0,0.0430249,0.0568585,0,0,0.0215983,0,0,0.0527194,0.0352606,0.0666096,0.0163341,0.00965592,0.0312713,0.0414953,0.0288054,0.0403883,0.0644528,0.0499045,0.0527715,0.0481623,0.0529024,0.0534191,0.0747198,0.0385143,0.0134804,0.0131,0.0247737,0,0.0169368,0.0651683,0.031603,0,0,0.0276876,0,0,0.0454612,0.0332418,0.0145352,0.0137435,0.0235813,0.0308059,0.0315357,0.0288317,0.0314873,0.0566465,0.0526166,0.0683172,0.0497219,0,0.0670473,0.0299409,0.011332,0.0113583,0.0183693,0.0342352,0.00911733,0,0,0,0
131,0,0,0,0,0.0471579,0.0470632,0,0,0.0332255,0,0.0368482,0.0580281,0,0,0.0219793,0,0,0.0524325,0.0337589,0.0631056,0.016037,0.00591916,0.0309398,0.0401958,0.0282087,0.0393348,0.0628072,0.048613,0.0538958,0.0503727,0.0527704,0.0528176,0.0870352,0.038388,0.0135949,0.0124796,0.0239223,0,0.0165998,0.064287,0.0321646,0,0,0.0275329,0,0,0.0461628,0.0345355,0.0150099,0.0133944,0.0222521,0.0311246,0.0323893,0.0294503,0.030373,0.0558809,0.0530735,0.0682908,0.0493882,0,0.0671163,0.0319036,0.0116719,0.0110784,0.0183785,0.0349084,0.0084961,0,0,0,0
132,0,0,0,0,0.0474318,0.0468818,0,0,0.0275356,0,0.0429004,0.0563021,0,0,0.0213579,0,0,0.0525634,0.0345235,0.0666215,0.0153371,0.0107388,0.0326758,0.0404825,0.0282326,0.0404957,0.064091,0.0492878,0.0531145,0.0485053,0.0534743,0.054037,0.0749438,0.0387167,0.0133218,0.0127185,0.0248596,0,0.0169808,0.0660813,0.0317033,0,0,0.0280788,0,0,0.0458695,0.033561,0.0144458,0.0132433,0.0236741,0.0300671,0.0319454,0.02871,0.0321967,0.0568061,0.0531246,0.0681325,0.0497887,0,0.066977,0.0295008,0.0111329,0.0114665,0.0186979,0.0347668,0.00864733,0,0,0,0
133,0,0,0,0,0.0475383,0.0470087,0,0,0.0274446,0,0.042768,0.0562962,0,0,0.0212664,0,0,0.0524539,0.0338415,0.0665794,0.014602,0.0117483,0.033219,0.0398448,0.027861,0.0409308,0.0640886,0.0488839,0.0535301,0.0488537,0.0540691,0.0547051,0.0745215,0.0388015,0.0132734,0.0123484,0.0248181,0,0.0168373,0.0662886,0.0321373,0,0,0.0281612,0,0,0.0461342,0.0340974,0.0145011,0.013139,0.0237146,0.0298452,0.0323227,0.0291254,0.0319907,0.0568531,0.0534467,0.0679296,0.0497296,0,0.0669196,0.0295698,0.0113157,0.0112858,0.0187122,0.0351359,0.00834447,0,0,0,0
134,0,0,0,0,0.0475968,0.046881,0,0,0.0275045,0,0.0424002,0.0557571,0,0,0.0209099,0,0,0.0522898,0.0336507,0.0659621,0.0141073,0.0125299,0.0343001,0.0395611,0.0277078,0.0411606,0.0639072,0.0484335,0.0539726,0.0493364,0.0547631,0.0554762,0.0742799,0.0390637,0.0133709,0.0122332,0.024666,0,0.0171299,0.0668884,0.0321938,0,0,0.0284262,0,0,0.0460468,0.0342128,0.0142702,0.0131687,0.0240907,0.0294749,0.0325381,0.0296292,0.0321231,0.0570568,0.0538566,0.0677121,0.0497697,0,0.0669257,0.0292442,0.0113153,0.0114662,0.0188177,0.0351211,0.00839449,0,0,0,0
135,0,0,0,0,0.0475776,0.046786,0,0,0.0276094,0,0.0421673,0.0554609,0,0,0.020662,0,0,0.0521196,0.0332235,0.0654454,0.0136228,0.0137758,0.0352231,0.0391673,0.0274699,0.0415938,0.0638246,0.0479995,0.0545246,0.0498965,0.0555541,0.0563426,0.0738974,0.0392361,0.0136562,0.0119907,0.0244763,0,0.0173084,0.0672626,0.0323333,0,0,0.0285293,0,0,0.0460617,0.0345408,0.0140745,0.0131682,0.0242989,0.0292406,0.032843,0.0300719,0.0321723,0.057152,0.0542319,0.0676424,0.0497888,0,0.0669075,0.0292178,0.0112596,0.0116792,0.0187741,0.0350868,0.00837581,0,0,0,0
136,0,0,0,0,0.047414,0.0471654,0,0,0.0331399,0,0.0363088,0.056339,0,0,0.0208069,0,0,0.0518544,0.0319612,0.0622621,0.0131794,0.0107512,0.0347549,0.038171,0.0271001,0.040681,0.0621829,0.0467961,0.0558877,0.0523542,0.0559995,0.0563086,0.0847503,0.0392863,0.0137293,0.0114704,0.0238915,0,0.0168872,0.066671,0.0329337,0,0,0.0282975,0,0,0.0466172,0.0356927,0.0144759,0.0132753,0.0236195,0.0294557,0.0334748,0.0306587,0.031317,0.0567201,0.0547121,0.0675567,0.0494472,0,0.0669309,0.030723,0.0114965,0.0113446,0.0186045,0.0354568,0.00793588,0,0,0,0
137,0,0,0,0,0.0474333,0.0472058,0,0,0.0332779,0,0.0361199,0.0559791,0,0,0.0204803,0,0,0.0517588,0.0317082,0.0620186,0.012874,0.0126484,0.0350982,0.0378491,0.0267539,0.041426,0.0622753,0.0464128,0.0565424,0.0528708,0.0567439,0.0571194,0.0840488,0.0394871,0.0136643,0.0114629,0.024072,0,0.0168991,0.0672046,0.0329394,0,0,0.0282732,0,0,0.0464162,0.035869,0.0143509,0.0134629,0.0237619,0.0290877,0.0335001,0.0308325,0.0314516,0.0568882,0.0549683,0.0674681,0.0494659,0,0.0669767,0.0302404,0.0115493,0.0112724,0.0184544,0.0351891,0.00789453,0,0,0,0
138,0,0,0,0,0.0475039,0.0472285,0,0,0.0332867,0,0.0358467,0.0555973,0,0,0.0201461,0,0,0.0517317,0.0315446,0.0617059,0.0126569,0.0147221,0.0353865,0.0376024,0.026287,0.042445,0.0624701,0.046137,0.0571694,0.053498,0.0575411,0.0579424,0.0830461,0.0396509,0.0136575,0.0114838,0.0242319,0,0.016969,0.067819,0.0329414,0,0,0.0281609,0,0,0.0463446,0.03606,0.0142754,0.0138204,0.0238988,0.0286555,0.0334003,0.0311035,0.0314934,0.0570741,0.0552646,0.0672791,0.0493883,0,0.0670378,0.0296837,0.0115318,0.0112242,0.0182699,0.0348852,0.00785631,0,0,0,0
139,0,0,0,0,0.0476245,0.0472316,0,0,0.0330886,0,0.0353399,0.0552849,0,0,0.0198889,0,0,0.0517099,0.031259,0.06105,0.01243,0.0165639,0.0356737,0.0374229,0.0258215,0.0437332,0.0627813,0.0458428,0.0578851,0.0542355,0.0583996,0.0588257,0.081839,0.0397864,0.0136754,0.0114775,0.02466,0,0.016862,0.068323,0.0329636,0,0,0.0279893,0,0,0.0463647,0.0361522,0.0146038,0.0142058,0.0248998,0.028225,0.0332199,0.0312896,0.0315032,0.0570492,0.0555272,0.0671369,0.0492486,0,0.0669136,0.0289436,0.0115215,0.0111654,0.0181093,0.034703,0.00781863,0,0,0,0
140,0,0,0,0,0.0480972,0.0472198,0,0,0.0327329,0,0.0348794,0.0550685,0,0,0.01953,0,0,0.0515953,0.0318159,0.0600662,0.0127354,0.0181361,0.0360412,0.0370862,0.0255341,0.0445116,0.0630102,0.0457066,0.0588467,0.055205,0.0592443,0.0596315,0.0796613,0.0400472,0.0137502,0.0113749,0.0260813,0,0.017456,0.0693511,0.033238,0,0,0.027611,0,0,0.0460804,0.0360844,0.0134744,0.014253,0,0.027726,0.0327794,0.0306321,0.0333938,0.0591234,0.0566359,0.0654441,0.0488744,0,0.0661151,0.0253383,0.0116391,0.0110568,0.0177335,0.0346447,0.00756981,0,0,0,0
141,0,0,0,0,0.0483658,0.0472564,0,0,0.0324475,0,0.034241,0.0548859,0,0,0.019362,0,0,0.051514,0.0315721,0.059305,0.0125147,0.0190827,0.0363149,0.0370012,0.0252376,0.0456338,0.0634399,0.0455161,0.0599623,0.0563222,0.0602102,0.060563,0.077879,0.0401498,0.0137529,0.0113947,0.0264472,0,0.0175988,0.0697482,0.0334503,0,0,0.0273446,0,0,0.0457093,0.036219,0.0133688,0.0145074,0,0.0272263,0.0323593,0.0306959,0.0330949,0.0590913,0.0568197,0.0652028,0.0487482,0,0.0660363,0.0246951,0.0117408,0.0109482,0.0174089,0.0346056,0.00747894,0,0,0,0
142,0,0,0,0,0.0486323,0.0473049,0,0,0.0320766,0,0.0334379,0.0547673,0,0,0.0192511,0,0,0.0514536,0.0313782,0.0581552,0.0122842,0.0197788,0.0366185,0.0370668,0.0250172,0.0468873,0.0638948,0.0454469,0.0612154,0.0575551,0.061292,0.0615758,0.0756731,0.0402525,0.0137958,0.0114505,0.0268592,0,0.0176219,0.0701833,0.0335524,0,0,0.0270164,0,0,0.0453989,0.036447,0.013204,0.0147588,0,0.0267144,0.031859,0.0309292,0.0325711,0.0590255,0.0569665,0.0648897,0.0485884,0,0.0659873,0.02383,0.0118642,0.0108278,0.0170695,0.0345768,0.00738023,0,0,0,0
143,0,0,0,0,0.0489035,0.0473414,0,0,0.0317169,0,0.0325623,0.0547331,0,0,0.0191709,0,0,0.0514381,0.031244,0.0565586,0.0120368,0.020283,0.0369596,0.0372298,0.0250089,0.0482453,0.0643639,0.0455724,0.0624781,0.0588524,0.0623854,0.0625898,0.0729469,0.0403537,0.0138664,0.0114783,0.0274436,0,0.0176266,0.0705768,0.0335694,0,0,0.0266384,0,0,0.0451474,0.0367382,0.0129981,0.0150619,0,0.026236,0.0313825,0.0313179,0.0321488,0.0589248,0.0571104,0.064705,0.0484895,0,0.0659404,0.022928,0.0119634,0.0107038,0.0167338,0.0345281,0.00730656,0,0,0,0
144,0,0,0,0,0.0491863,0.047338,0,0,0.031258,0,0.0314486,0.0547285,0,0,0.0191104,0,0,0.0514071,0.0311865,0.0548316,0.0117394,0.0206799,0.0370364,0.0374067,0.0252779,0.0494811,0.06488,0.0457758,0.0635997,0.0601349,0.0634567,0.0635531,0.0694498,0.04046,0.0138888,0.0114898,0.027983,0,0.0175603,0.0709386,0.0336803,0,0,0.0262173,0,0,0.0449161,0.0370379,0.0129654,0.0153546,0,0.0258395,0.0309038,0.0313672,0.0318225,0.0587372,0.0572945,0.0646518,0.0485792,0,0.0658754,0.0220401,0.0120839,0.0105686,0.0164039,0.034473,0.00728462,0,0,0,0
145,0,0,0,0,0.048495,0.0473479,0,0,0.0310177,0,0.0304312,0.0540406,0,0,0.0195135,0,0,0.051913,0.0304578,0.0534478,0.0113626,0.0209229,0.037657,0.0385048,0.0254724,0.0508717,0.0652193,0.0455809,0.0646596,0.0614255,0.0645017,0.0645395,0.0659372,0.0398393,0.0138978,0.0120577,0.0325823,0,0.0165882,0.070318,0.0329983,0,0,0.0262829,0,0,0.0449327,0.0361241,0.0117228,0.0154385,0,0.0252267,0.0304452,0.0289074,0.0318964,0.0571435,0.0548596,0.066503,0,0,0.0674474,0.0167597,0.0118504,0.0104905,0.0162513,0.0342249,0.00792057,0,0,0,0
146,0,0,0,0,0.0487528,0.0473548,0,0,0.0307884,0,0.0292929,0.0540112,0,0,0.0197823,0,0,0.0517802,0.030536,0.0511365,0.0108306,0.0210478,0.0376485,0.0388585,0.0260962,0.0523384,0.0658114,0.0462738,0.0655275,0.0624646,0.0652221,0.0651474,0.0605055,0.0398788,0.0139924,0.0118584,0.0337366,0,0.0163145,0.0706587,0.0329589,0,0,0.0258158,0,0,0.0447784,0.0363827,0.011696,0.0159775,0,0.0249023,0.0298913,0.0289986,0.0314048,0.0567386,0.0549644,0.0663927,0,0,0.0674686,0.0154391,0.0120925,0.0104115,0.0159032,0.03418,0.00788643,0,0,0,0
147,0,0,0,0,0.0489797,0.0473809,0,0,0.031271,0,0.0281483,0.054118,0,0,0.0197748,0,0,0.0517026,0.0307708,0.0486744,0.0103482,0.0207112,0.0375625,0.0391128,0.0268135,0.0535951,0.0662764,0.0469354,0.0663683,0.0634551,0.0657848,0.0656379,0.0542318,0.0399882,0.0139839,0.0118099,0.0346013,0,0.0161373,0.0708315,0.0330199,0,0,0.0254633,0,0,0.0444848,0.0367476,0.0115863,0.0162886,0,0.0246636,0.0294827,0.0293721,0.0307413,0.0562603,0.0551682,0.0661128,0,0,0.0674329,0.0143647,0.0122727,0.0102905,0.0156112,0.0341317,0.00782777,0,0,0,0
148,0,0,0,0,0.0492198,0.0474252,0,0,0.0327482,0,0.0271959,0.0542388,0,0,0.0196877,0,0,0.051616,0.0311113,0.0459615,0.00980361,0.0198474,0.0374086,0.0394047,0.0276257,0.0546565,0.0666928,0.0475898,0.0670419,0.0644243,0.0662873,0.066108,0.0471248,0.0401411,0.0140121,0.0117567,0.0355656,0,0.0160796,0.0709505,0.0332879,0,0,0.025114,0,0,0.0441022,0.0372466,0.0116936,0.0164085,0,0.0244462,0.0291357,0.0297555,0.0299358,0.0557861,0.0552561,0.0660131,0,0,0.0674179,0.013286,0.0124749,0.0101777,0.0153261,0.0341154,0.00781528,0,0,0,0
149,0,0,0,0,0.0495141,0.0474703,0,0,0.0354618,0,0.0261589,0.0544967,0,0,0.0195731,0,0,0.0515304,0.0315376,0.04322,0.00911023,0.0184379,0.0371876,0.0395003,0.0284652,0.0555164,0.0670446,0.048352,0.0677288,0.0653518,0.0667906,0.0665696,0.0393899,0.0403412,0.0140789,0.0116566,0.0366496,0,0.0160278,0.0709609,0.0334932,0,0,0.0248124,0,0,0.0438576,0.0379042,0.0117052,0.0163368,0,0.024301,0.0288295,0.0297536,0.0290314,0.0552412,0.0553761,0.0660767,0,0,0.0674196,0.0122447,0.0126636,0.0100829,0.0151147,0.0341097,0.00780517,0,0,0,0
150,0,0,0,0,0.0498544,0.0474994,0,0,0.0394919,0,0.0247947,0.0550061,0,0,0.0193847,0,0,0.0514732,0.0320377,0.0407227,0.00822487,0.01674,0.0367737,0.0395346,0.0294747,0.055949,0.0672835,0.0493807,0.0684736,0.0661694,0.0672872,0.0670684,0.0313536,0.0405997,0.014191,0.0115185,0.0378835,0,0.0158152,0.0706962,0.0336349,0,0,0.0245422,0,0,0.0437517,0.0386906,0.0113706,0.0163345,0,0.0242706,0.0286007,0.0298315,0.0281807,0.0545888,0.055557,0.0661056,0,0,0.0673471,0.0112352,0.0128637,0.00999228,0.0149206,0.0341203,0.00779521,0,0,0,0
151,0,0,0,0,0.050264,0.0474863,0,0,0.0443884,0,0.0231729,0.0557282,0,0,0.0191506,0,0,0.0513887,0.0325656,0.0384072,0.007141,0.0149698,0.0362273,0.039521,0.0306772,0.055924,0.0673819,0.0506219,0.0691598,0.0668347,0.0677648,0.0675626,0.0238371,0.0409178,0.0142437,0.0113929,0.039286,0,0.0154719,0.0701751,0.033921,0,0,0.0242501,0,0,0.0436071,0.0395533,0.0109258,0.0164793,0,0.0242918,0.02841,0.0307515,0.0273501,0.0539234,0.0556764,0.0661151,0,0,0.0673343,0.0103207,0.0130973,0.00991279,0.0147191,0.0341411,0.00766166,0,0,0,0
152,0,0,0,0,0.0506925,0.0474879,0,0,0.0491593,0,0.0231103,0.0566568,0,0,0.0189102,0,0,0.0512856,0.0329929,0.0362204,0.00587,0.0137931,0.0357701,0.0394597,0.0320075,0.0553044,0.0672743,0.0519648,0.0698686,0.067363,0.0681884,0.0680139,0.0181117,0.0412591,0.0142378,0.0113015,0.0409671,0,0.0151964,0.0694283,0.0341437,0,0,0.0239651,0,0,0.0434396,0.0405483,0.010718,0.0167013,0,0.0243135,0.028343,0.0318901,0.0264477,0.0532385,0.0557196,0.0663284,0,0,0.0674207,0.00967661,0.0133388,0.00982303,0.0145643,0.0341512,0.00754963,0,0,0,0
153,0,0,0,0,0.0511546,0.0475103,0,0,0.0527857,0,0.0233419,0.0577664,0,0,0.0186412,0,0,0.0511644,0.0331939,0.0341788,0.00450467,0.0141739,0.0354478,0.0393314,0.0334413,0.0540778,0.0671212,0.0532958,0.0705275,0.0677384,0.0686067,0.0683829,0.0147679,0.0415793,0.0142614,0.0112056,0.042825,0,0.0151719,0.0685334,0.0342211,0,0,0.023676,0,0,0.0432332,0.0417079,0.0107915,0.0169261,0,0.0243113,0.0282186,0.0325646,0.0255352,0.0524882,0.055745,0.0666263,0,0,0.0674038,0.00947298,0.0135551,0.00972358,0.0143754,0.0341508,0.00744406,0,0,0,0
