Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RTIBI,IMU_B
108,0,0,0,0,0.0502251,0.0508488,0,0,0.040089,0,0.0212806,0.0580414,0,0,0.0262518,0,0,0.0556855,0.026084,0.0337796,0.0105646,0.0183546,0.0408021,0.0584317,0.0293986,0.0532425,0.0661684,0.0456601,0.0676114,0.0657202,0.0644523,0.0638893,0.0245379,0.034794,0.0133953,0.0165183,0.028441,0,0.0217331,0.0605173,0.0239641,0,0,0.019203,0,0,0.0398779,0.0497291,0.0472184,0.0188678,0.0219978,0.0358569,0.0172023,0.0372464,0.0171046,0.0512548,0.0570513,0.0651011,0.0609208,0.051497,0.0485143,0.0175296,0.00953925,0.00853257,0.0292454,0.0173063,0,0,0,0,0
109,0,0,0,0,0.0497719,0.050987,0,0,0.0398533,0,0.0219075,0.0575516,0,0,0.0274086,0,0,0.0558021,0.0253895,0.0345422,0.0106315,0.0195031,0.0405809,0.0595794,0.0282987,0.0522091,0.0655884,0.0450644,0.0669343,0.0649929,0.063867,0.0634241,0.0254328,0.0342206,0.0134303,0.0165881,0.0277103,0,0.0229844,0.0605821,0.0239603,0,0,0.0203785,0,0,0.0393903,0.0497937,0.0501511,0.0185773,0.0211094,0.036306,0.0180252,0.0373657,0.0178482,0.0519981,0.0574799,0.0649935,0.0615763,0.0508726,0.0536056,0.0172237,0.00946568,0.00746733,0.0294346,0.0174156,0,0,0,0,0
110,0,0,0,0,0.0495582,0.0508917,0,0,0.0401217,0,0.0221305,0.0573662,0,0,0.0280251,0,0,0.0561784,0.024779,0.0347729,0.0106128,0.0194272,0.0403447,0.0603989,0.0274587,0.0515723,0.0651721,0.0447472,0.066488,0.0645002,0.0634948,0.0631302,0.0253233,0.0337078,0.0134136,0.0169956,0.0271988,0,0.0244101,0.0604874,0.0239111,0,0,0.0204114,0,0,0.0397765,0.05024,0.0519628,0.0182997,0.0210817,0.036653,0.0178987,0.0378856,0.0188533,0.052914,0.0581868,0.0646097,0.0617924,0.0501929,0.0585163,0.0168151,0.00949259,0.0079945,0.02945,0.0177695,0,0,0,0,0
111,0,0,0,0,0.0493403,0.0508234,0,0,0.0409559,0,0.0221351,0.0574122,0,0,0.0286076,0,0,0.0564228,0.0243499,0.0347205,0.0105458,0.0185667,0.0403404,0.0611204,0.0269588,0.0513578,0.0650277,0.0446629,0.0661853,0.0641798,0.0632106,0.0628948,0.0241558,0.0332484,0.0133339,0.0172521,0.0268641,0,0.0256296,0.0602572,0.0238207,0,0,0.0205095,0,0,0.0401883,0.0507508,0.0530356,0.0181113,0.0213823,0.0370048,0.0178489,0.0386463,0.0195743,0.0539951,0.0588251,0.0644038,0.061711,0.0499189,0.0648143,0.0163869,0.00948685,0.00862072,0.0293756,0.0179756,0,0,0,0,0
112,0,0,0,0,0.0491862,0.0507328,0,0,0.0420354,0,0.0221416,0.0576313,0,0,0.0290605,0,0,0.0565663,0.0241427,0.0346499,0.0104266,0.0171074,0.0405223,0.0615974,0.0267527,0.0514875,0.0650654,0.0447459,0.065959,0.0639498,0.0629487,0.0626591,0.0224465,0.0329314,0.0133375,0.0174147,0.0268386,0,0.026706,0.0598866,0.0236249,0,0,0.0206824,0,0,0.0406108,0.0510852,0.0544348,0.0179231,0.0215957,0.0372675,0.017982,0.0393251,0.0200754,0.0546919,0.059356,0.0645311,0.0617285,0.0502065,0.0705649,0.0159792,0.00948734,0.00926003,0.0292044,0.01798,0,0,0,0,0
113,0,0,0,0,0.0489564,0.0505432,0,0,0.0430776,0,0.0223012,0.0578069,0,0,0.0292593,0,0,0.0566547,0.0240895,0.0347395,0.010377,0.0154318,0.0408056,0.061743,0.026762,0.0517912,0.0652119,0.0449795,0.0657676,0.0637804,0.0626139,0.0623603,0.0209313,0.0327729,0.0132381,0.0175301,0.0267757,0,0.0271896,0.0596085,0.023415,0,0,0.0204909,0,0,0.0412542,0.0510565,0.0555779,0.0178721,0.0216693,0.0374687,0.017982,0.0398643,0.0202868,0.0548331,0.0597758,0.0645829,0.0615636,0.0505295,0.072986,0.0155415,0.00946902,0.0104124,0.0288881,0.0178446,0,0,0,0,0
114,0,0,0,0,0.048726,0.0506184,0,0,0.0421969,0,0.0219637,0.0589239,0,0,0.0294411,0,0,0.0566981,0.0233814,0.0351926,0.0101602,0.0136642,0.0401443,0.061064,0.0264415,0.0516933,0.0649416,0.0448829,0.0659,0.0640015,0.0625835,0.0624257,0.0217823,0.0326397,0.0131792,0.0173121,0.0240453,0,0.032437,0.0584914,0.0235689,0,0,0.0206262,0,0,0.0420938,0.0514728,0.0591115,0.0181228,0.023152,0.0378757,0.0186357,0.0409241,0.0210645,0.0560502,0.0611994,0.0641726,0.0612474,0.0511615,0.0615553,0.0149135,0.00912703,0.0104928,0.0287528,0.0168986,0,0,0,0,0
115,0,0,0,0,0.0486475,0.0504042,0,0,0.0440588,0,0.0227952,0.0580139,0,0,0.0288749,0,0,0.0568119,0.0241273,0.0353021,0.00997787,0.0134619,0.0410762,0.0613602,0.0268356,0.0518954,0.0652677,0.0454974,0.065414,0.0635534,0.0618087,0.0617184,0.0194836,0.0330092,0.0131168,0.017733,0.0256135,0,0.027202,0.0592858,0.0233468,0,0,0.0210788,0,0,0.0416473,0.0502774,0.0539878,0.0176333,0.0213427,0.0376316,0.0188301,0.0410725,0.0197612,0.0541977,0.060305,0.0643723,0.0600249,0.0514849,0.0689631,0.0149341,0.00966936,0.0107099,0.0284081,0.0170837,0,0,0,0,0
116,0,0,0,0,0.0485267,0.0502395,0,0,0.044313,0,0.0229151,0.0579057,0,0,0.0286791,0,0,0.0567307,0.0241784,0.035355,0.00972788,0.0134563,0.0409836,0.0611024,0.0267699,0.0515963,0.0651235,0.0456748,0.0653387,0.0634601,0.0616855,0.061551,0.0191522,0.0332066,0.0130965,0.0176747,0.0244794,0,0.0269369,0.0593243,0.0234578,0,0,0.0212694,0,0,0.0416317,0.0498003,0.0522354,0.0173405,0.0207595,0.0376764,0.0190272,0.041581,0.0192501,0.0536122,0.060315,0.0641807,0.0582066,0.0523595,0.0648678,0.0148704,0.00967369,0.0106247,0.0282676,0.01682,0,0,0,0,0
117,0,0,0,0,0.0486686,0.049959,0,0,0.0445172,0,0.0227936,0.0578373,0,0,0.0281874,0,0,0.0567342,0.0241574,0.0349931,0.00957023,0.0136693,0.0408073,0.0607926,0.0267433,0.0511844,0.0650453,0.0459056,0.0654036,0.0634495,0.0619356,0.0615936,0.0188102,0.0334095,0.0131203,0.0177455,0.0236706,0,0.0264448,0.0593531,0.0235298,0,0,0.0203933,0,0,0.0420649,0.0495241,0.0501724,0.0170259,0.0203646,0.0377213,0.0182474,0.0419619,0.0187068,0.0529573,0.0600696,0.0637671,0.0556835,0.0533723,0.0605831,0.0149333,0.00956597,0.0115829,0.0280292,0.0168112,0,0,0,0,0
118,0,0,0,0,0.0487946,0.0500466,0,0,0.0448518,0,0.0224075,0.0578488,0,0,0.0278746,0,0,0.056702,0.0241003,0.0345517,0.00944694,0.0139636,0.040482,0.0605984,0.0267227,0.0508633,0.0649952,0.0461747,0.0656447,0.0635928,0.0624015,0.0618503,0.0183242,0.0335782,0.0131644,0.0177588,0.0234229,0,0.0261006,0.0593082,0.0236586,0,0,0.0203783,0,0,0.0419309,0.0493845,0.0483134,0.0166599,0.020023,0.0377441,0.018173,0.0420205,0.0180885,0.0523097,0.0594078,0.0629506,0.0525426,0.0543066,0.0567792,0.0149832,0.00957266,0.0113407,0.027866,0.0167005,0,0,0,0,0
119,0,0,0,0,0.0489356,0.0500803,0,0,0.0453509,0,0.0218927,0.0579937,0,0,0.0277043,0,0,0.0566847,0.0240279,0.0340598,0.00933571,0.0142504,0.0401059,0.0604012,0.0267619,0.0506248,0.0650586,0.0463977,0.0659197,0.063765,0.0628354,0.0623418,0.0175916,0.0336734,0.013292,0.0177144,0.0236706,0,0.0260086,0.0591522,0.0238128,0,0,0.0204518,0,0,0.0417586,0.0491519,0.0469366,0.0162372,0.0193573,0.0377801,0.0180296,0.0416179,0.0174861,0.0516918,0.0586535,0.061663,0.0487651,0.0550373,0.0536195,0.0150161,0.00960058,0.0110588,0.0277401,0.0166574,0,0,0,0,0
120,0,0,0,0,0.0491286,0.0500209,0,0,0.0459464,0,0.0214141,0.0583462,0,0,0.0276729,0,0,0.0567481,0.0239756,0.0335361,0.00924125,0.0144716,0.039707,0.0602692,0.0268261,0.0503477,0.0651512,0.0466274,0.0661384,0.0638884,0.0631008,0.0626204,0.0166853,0.0336839,0.0134109,0.0177332,0.0240798,0,0.0259215,0.05884,0.0239705,0,0,0.0205638,0,0,0.0415857,0.048684,0.0458819,0.0157831,0.01817,0.0378996,0.0178763,0.0408787,0.0167266,0.0510251,0.0577912,0.0599205,0.044287,0.0555853,0.0511038,0.0150251,0.00956889,0.0108449,0.0276873,0.0166718,0,0,0,0,0
121,0,0,0,0,0.0493415,0.0499138,0,0,0.0465053,0,0.0210722,0.0589001,0,0,0.0277497,0,0,0.0568911,0.0239791,0.0329225,0.00912701,0.0145646,0.039329,0.060199,0.026904,0.0498394,0.0652265,0.0470906,0.066254,0.0639251,0.0632573,0.0626267,0.0157672,0.0335957,0.0135269,0.0178084,0.0243363,0,0.0258059,0.0583269,0.024186,0,0,0.0207185,0,0,0.0414025,0.0480733,0.0450476,0.0152732,0.0167881,0.0381555,0.0177802,0.0398822,0.015935,0.0503677,0.0567734,0.0577343,0.0392582,0.0559491,0.0492961,0.0150708,0.00951361,0.0106251,0.0277437,0.0166902,0,0,0,0,0
122,0,0,0,0,0.0496143,0.0499299,0,0,0.0473479,0,0.0208813,0.0594751,0,0,0.0278897,0,0,0.0569856,0.0241125,0.0322282,0.00898618,0.0145562,0.0390133,0.0601358,0.0269223,0.0493341,0.065255,0.0475323,0.0662535,0.0638534,0.0631999,0.062514,0.0148785,0.0334939,0.0134717,0.017866,0.024274,0,0.0257422,0.0577947,0.0244533,0,0,0.0208422,0,0,0.0412747,0.0473642,0.0443633,0.0146864,0.0160685,0.0386179,0.017805,0.0386235,0.015429,0.0497498,0.0556214,0.0555951,0.0347932,0.0562047,0.0483239,0.0150792,0.00948104,0.0104533,0.027866,0.0167329,0,0,0,0,0
123,0,0,0,0,0.0499663,0.0499336,0,0,0.0483421,0,0.0208416,0.0600123,0,0,0.027979,0,0,0.0569469,0.0243428,0.0316057,0.00878514,0.0145799,0.0386153,0.0599891,0.0269538,0.0488594,0.0652707,0.0479016,0.0661794,0.0637347,0.0630108,0.0624024,0.0140708,0.0334244,0.0134636,0.0177805,0.0239226,0,0.025852,0.0573741,0.0248381,0,0,0.0209427,0,0,0.0411572,0.0467127,0.0438469,0.0140547,0.0160694,0.0392345,0.0179268,0.0373257,0.0152882,0.04917,0.0545828,0.0543577,0.0324387,0.0562735,0.0483055,0.0151488,0.00944872,0.0102628,0.0280396,0.0167413,0,0,0,0,0
124,0,0,0,0,0.050321,0.0499305,0,0,0.0496001,0,0.0208481,0.0603399,0,0,0.028036,0,0,0.0568484,0.0246568,0.0311795,0.0086797,0.0145508,0.0381523,0.0597512,0.0269996,0.0484336,0.0652628,0.0482086,0.0661104,0.063625,0.0628259,0.0622918,0.013493,0.0333913,0.0134811,0.0175495,0.023575,0,0.0259867,0.0571651,0.0251997,0,0,0.0210619,0,0,0.0410074,0.0460949,0.0436984,0.0135376,0.0160683,0.0400251,0.0181151,0.0362794,0.0155911,0.0487206,0.0536356,0.054078,0.0314044,0.0561807,0.0488622,0.0152517,0.00941394,0.0100431,0.0281847,0.0166884,0,0,0,0,0
125,0,0,0,0,0.0507751,0.0497663,0,0,0.0502572,0,0.0208975,0.0607626,0,0,0.0277627,0,0,0.0569285,0.0249918,0.0306655,0.00878172,0.0147704,0.0377881,0.0593914,0.027204,0.0478594,0.0653411,0.0487335,0.0661001,0.0634828,0.0628408,0.0623226,0.0130484,0.0334098,0.0135796,0.0175506,0.0235013,0,0.025851,0.0569238,0.0255147,0,0,0.0203645,0,0,0.041345,0.0459161,0.0438745,0.0132321,0.0161674,0.0408412,0.0173976,0.0356162,0.0158006,0.0484008,0.052889,0.0540642,0.0320509,0.0561423,0.0493643,0.0153497,0.00938606,0.0106971,0.0282642,0.0166734,0,0,0,0,0
126,0,0,0,0,0.0510214,0.0497682,0,0,0.0512459,0,0.0207534,0.0610043,0,0,0.0276503,0,0,0.0568514,0.025349,0.0303451,0.00903362,0.0150397,0.0373219,0.0591306,0.0272408,0.047418,0.0653901,0.0491401,0.0661779,0.0633857,0.0629496,0.0623825,0.0129203,0.0334798,0.013608,0.0172966,0.0234795,0,0.0256468,0.056821,0.025813,0,0,0.020405,0,0,0.041256,0.045714,0.0439598,0.0130217,0.0163152,0.0416249,0.0175452,0.0349913,0.0160129,0.0481727,0.0523035,0.0542912,0.032072,0.0563654,0.050275,0.0154152,0.00938742,0.010525,0.0283928,0.0165692,0,0,0,0,0
127,0,0,0,0,0.0512074,0.0497747,0,0,0.0521902,0,0.0206128,0.061226,0,0,0.0274966,0,0,0.0567513,0.0257229,0.0299919,0.00946662,0.0153958,0.0369047,0.0588096,0.0272911,0.0469706,0.065437,0.0494685,0.066238,0.0632592,0.0630313,0.0624952,0.0130499,0.0336315,0.013535,0.0171149,0.0233848,0,0.0253677,0.056766,0.0261561,0,0,0.0204495,0,0,0.041195,0.0455387,0.0436633,0.0129158,0.0165862,0.0422121,0.0177192,0.0344042,0.0162955,0.0479813,0.0518355,0.0548235,0.0316168,0.0568463,0.0512784,0.0154828,0.00943402,0.0103367,0.02844,0.0164674,0,0,0,0,0
128,0,0,0,0,0.0513141,0.049734,0,0,0.0529702,0,0.0204614,0.0615115,0,0,0.0273381,0,0,0.0565866,0.026058,0.029803,0.00984766,0.0158973,0.0366337,0.0585306,0.0273561,0.046543,0.0655137,0.0496686,0.0662725,0.0631515,0.0630935,0.0625378,0.0133725,0.0338219,0.0134966,0.016892,0.0232855,0,0.0252121,0.0566599,0.0264519,0,0,0.0204729,0,0,0.0411555,0.0453665,0.0431952,0.0128982,0.0172801,0.0425986,0.0179136,0.0338735,0.0168318,0.0481127,0.0515074,0.0554627,0.031849,0.0573514,0.0520465,0.0155405,0.0094138,0.0102178,0.0283956,0.0163635,0,0,0,0,0
129,0,0,0,0,0.0512663,0.0497152,0,0,0.0535419,0,0.0203496,0.0619157,0,0,0.0272066,0,0,0.0564197,0.0263166,0.0294483,0.0100928,0.0165645,0.0364632,0.0583481,0.0273757,0.0460568,0.0655663,0.049935,0.066262,0.0630076,0.0630989,0.0625232,0.0137894,0.0339474,0.0134654,0.0166703,0.0234135,0,0.0249487,0.05644,0.0265595,0,0,0.0205201,0,0,0.0410779,0.0450852,0.0426232,0.0131,0.0191806,0.0428629,0.0181387,0.0329895,0.0181754,0.048769,0.0511704,0.0559983,0.0318916,0.0577095,0.0517796,0.0155186,0.00938618,0.0101367,0.0283204,0.016261,0,0,0,0,0
130,0,0,0,0,0.0512536,0.0496743,0,0,0.0538038,0,0.020355,0.0623073,0,0,0.0270203,0,0,0.0562559,0.0266,0.0289088,0.0101673,0.0172499,0.0362602,0.0580924,0.0273578,0.0455398,0.065531,0.05015,0.0662467,0.0628355,0.063024,0.0623995,0.0141469,0.0340947,0.0134803,0.0164382,0.0233778,0,0.0244296,0.0562516,0.0266396,0,0,0.0205588,0,0,0.040981,0.0448975,0.0420759,0.0132416,0.020847,0.0431156,0.018342,0.032288,0.0195444,0.0493928,0.0509498,0.0565591,0.0325156,0.0581313,0.0512552,0.0155276,0.00939266,0.00996736,0.0282911,0.0161236,0,0,0,0,0
131,0,0,0,0,0.05128,0.0496791,0,0,0.0540783,0,0.0205351,0.0625907,0,0,0.0268005,0,0,0.0560767,0.0268632,0.0282078,0.0102087,0.0176334,0.0360942,0.0578091,0.0272632,0.0450642,0.0654001,0.0502333,0.0662175,0.0626713,0.0629055,0.0622948,0.0145088,0.0342935,0.0135399,0.0162167,0.0233031,0,0.0234087,0.0560986,0.0268103,0,0,0.0206057,0,0,0.0407761,0.0447729,0.0414555,0.013372,0.0219603,0.0433656,0.0185392,0.0317063,0.0207945,0.0499601,0.0507713,0.0571141,0.0330273,0.0585645,0.0508831,0.015606,0.00935192,0.0097243,0.0283093,0.0160299,0,0,0,0,0
132,0,0,0,0,0.0514647,0.0494977,0,0,0.0533712,0,0.0209326,0.0630729,0,0,0.0263444,0,0,0.0560435,0.0273331,0.0273286,0.0104995,0.0187159,0.0357866,0.0573534,0.027242,0.0443576,0.0653477,0.0504958,0.0660529,0.0622956,0.0626039,0.0619964,0.0141281,0.0345361,0.0135251,0.0162075,0.0233264,0,0.0226315,0.0558086,0.0269195,0,0,0.0197975,0,0,0.0411295,0.044805,0.0404865,0.0134567,0.0232855,0.0435474,0.0178229,0.0311142,0.0223547,0.0508386,0.0506973,0.057723,0.0336805,0.059047,0.0497466,0.015588,0.00932369,0.0104907,0.02824,0.0161146,0,0,0,0,0
133,0,0,0,0,0.0515016,0.0494694,0,0,0.0532322,0,0.0211097,0.0632614,0,0,0.0260972,0,0,0.0559616,0.0276461,0.0269937,0.0104838,0.0192507,0.0355121,0.0569922,0.0270994,0.0438566,0.0652624,0.0506285,0.0659466,0.0620687,0.0622669,0.0617412,0.0142234,0.0347909,0.0136085,0.015962,0.0232433,0,0.0226058,0.0557309,0.0270628,0,0,0.0197254,0,0,0.0410091,0.0448527,0.0398826,0.0134582,0.023766,0.0437395,0.0179467,0.0308442,0.0232812,0.0512781,0.0506534,0.0584015,0.0343581,0.059628,0.049179,0.0156928,0.00931187,0.0103175,0.0282097,0.0160222,0,0,0,0,0
134,0,0,0,0,0.0515034,0.0494102,0,0,0.0528855,0,0.0213452,0.0633586,0,0,0.0257591,0,0,0.0558114,0.0280199,0.0266257,0.01028,0.0197155,0.0351841,0.0565327,0.0269831,0.0434061,0.0651671,0.0507379,0.065848,0.061855,0.0619754,0.0615637,0.0141771,0.0350492,0.0137944,0.0156133,0.0231582,0,0.0230992,0.0557502,0.0272492,0,0,0.0196037,0,0,0.0409697,0.0449383,0.0393688,0.0134549,0.0240845,0.0439175,0.0180631,0.0307237,0.0239874,0.0515262,0.0506488,0.0592108,0.0351222,0.060256,0.0485591,0.0158528,0.00934311,0.0101643,0.0281913,0.0159559,0,0,0,0,0
135,0,0,0,0,0.0514965,0.0493479,0,0,0.0524251,0,0.0215869,0.0634388,0,0,0.0253033,0,0,0.0556047,0.0284284,0.0260093,0.0100474,0.0201803,0.0348175,0.0560322,0.0268335,0.0430604,0.0650113,0.0507871,0.0657672,0.0617078,0.0617535,0.0614631,0.0139812,0.0353186,0.0138435,0.0153848,0.0230721,0,0.0229723,0.0558009,0.0274051,0,0,0.0194572,0,0,0.0408084,0.0450274,0.0386074,0.0133717,0.0244557,0.0439835,0.018158,0.0307125,0.0247063,0.0517761,0.0506892,0.0599564,0.0359475,0.0608472,0.0475291,0.0159814,0.00938714,0.00993311,0.0281751,0.015944,0,0,0,0,0
136,0,0,0,0,0.0514962,0.0493113,0,0,0.0519319,0,0.0217573,0.0634419,0,0,0.0248472,0,0,0.0553906,0.0288094,0.0256742,0.00985062,0.0206337,0.0344294,0.0555319,0.0266232,0.0428135,0.0648102,0.0507981,0.0657394,0.0616372,0.0616174,0.0613727,0.0138398,0.0356313,0.013837,0.0152865,0.0231736,0,0.0221833,0.0558883,0.0275463,0,0,0.0193754,0,0,0.0405103,0.0451005,0.037459,0.0131701,0.024861,0.0439581,0.018212,0.0307923,0.0253876,0.0520083,0.0507941,0.0606301,0.0367231,0.0612565,0.046117,0.0161029,0.00940567,0.00962408,0.0281544,0.0159531,0,0,0,0,0
137,0,0,0,0,0.051509,0.0492581,0,0,0.0516052,0,0.0217622,0.0633691,0,0,0.0243604,0,0,0.0552009,0.0291627,0.0254643,0.00966043,0.0209937,0.0340329,0.0550568,0.0264039,0.0425939,0.0647995,0.0507818,0.0657575,0.0616106,0.0615371,0.0612638,0.0138293,0.0359976,0.013747,0.0152457,0.023463,0,0.0215551,0.0560397,0.0277159,0,0,0.0193249,0,0,0.0403004,0.0451418,0.036347,0.0128901,0.0252839,0.0438912,0.0182352,0.0308946,0.0258998,0.0522534,0.0509705,0.0613396,0.0375364,0.0615092,0.0441964,0.016253,0.00936091,0.00939859,0.0281475,0.0159465,0,0,0,0,0
138,0,0,0,0,0.0515487,0.0492125,0,0,0.0515753,0,0.0217267,0.0632938,0,0,0.0238659,0,0,0.0549216,0.0295046,0.0252572,0.00944788,0.0213209,0.0336701,0.0545606,0.0261539,0.0423505,0.0647497,0.0507233,0.0658203,0.061643,0.0615314,0.0612331,0.0138776,0.0364072,0.0137379,0.0150699,0.0240485,0,0.0207755,0.0562448,0.0279176,0,0,0.0192042,0,0,0.040136,0.0451498,0.0352517,0.0127791,0.0254062,0.0438077,0.0182882,0.0309503,0.0265554,0.0525659,0.0511882,0.0620873,0.0384175,0.0620092,0.0415659,0.0164661,0.00934389,0.00922421,0.0281181,0.0159435,0,0,0,0,0
139,0,0,0,0,0.0515685,0.0491505,0,0,0.0516619,0,0.0217899,0.0632072,0,0,0.0234175,0,0,0.0546208,0.029747,0.0250697,0.00924715,0.0214487,0.033392,0.0541147,0.0258568,0.0421384,0.0645788,0.0505828,0.0658937,0.0617294,0.0615941,0.0612753,0.013947,0.0367861,0.0137824,0.0148508,0.0250848,0,0.0202282,0.0564338,0.0282053,0,0,0.0190743,0,0,0.0399391,0.0451565,0.0341378,0.0126558,0.0253565,0.0437326,0.0183172,0.0309907,0.0272954,0.0528413,0.0514291,0.062802,0.0393073,0.062702,0.0385873,0.0166793,0.00935497,0.00902615,0.0280279,0.0159804,0,0,0,0,0
140,0,0,0,0,0.0516454,0.0490615,0,0,0.0511807,0,0.0221806,0.0632431,0,0,0.0224766,0,0,0.0546796,0.0302864,0.0248988,0.00916218,0.02218,0.0328907,0.0534326,0.0256368,0.0416865,0.0643954,0.0505445,0.0658764,0.0615639,0.0615128,0.0611962,0.013744,0.0371972,0.0136614,0.0152044,0.0265771,0,0.0199903,0.0566062,0.0284653,0,0,0.0190477,0,0,0.0397584,0.0451892,0.0328325,0.0122898,0.0251801,0.0436476,0.0183787,0.0311387,0.0281002,0.0530997,0.0518335,0.0634482,0.0402251,0.0633846,0.0352176,0.0168018,0.009478,0.0087037,0.0279844,0.0159805,0,0,0,0,0
141,0,0,0,0,0.0521886,0.0490072,0,0,0.050836,0,0.0225029,0.0634172,0,0,0.0217327,0,0,0.0542726,0.0303254,0.0248675,0.00916131,0.0223536,0.0322338,0.0525107,0.0253897,0.0415376,0.0642739,0.0503239,0.0658136,0.0615084,0.0613777,0.0610479,0.0136068,0.0377889,0.0137967,0.0148149,0.0301859,0,0.0198749,0.0567469,0.0290885,0,0,0.0188526,0,0,0.0394602,0.0453623,0.0353977,0.0121678,0.0262522,0.0438157,0.0185065,0.0321025,0.0296124,0.0542017,0.053204,0.062434,0.0391612,0.0617657,0.0323773,0.0171111,0.00959069,0.00837147,0.0280238,0.0157784,0,0,0,0.0362011,0
142,0,0,0,0,0.0523592,0.0489434,0,0,0.0508187,0,0.0227736,0.0633861,0,0,0.0213579,0,0,0.054091,0.030675,0.0246159,0.00897012,0.022492,0.0321838,0.0521194,0.0251188,0.0412648,0.0640747,0.0502554,0.0657702,0.0613775,0.061212,0.060852,0.0135061,0.0380531,0.0139106,0.0146215,0.0324108,0,0.018885,0.0569797,0.0293129,0,0,0.0187654,0,0,0.0392649,0.0453454,0.0340897,0.0120295,0.0257138,0.0437714,0.0185412,0.0321943,0.0304742,0.0544892,0.0536707,0.063056,0.0400081,0.0622663,0.0286139,0.017258,0.00960178,0.00819133,0.0279709,0.0157563,0,0,0,0.0377364,0
143,0,0,0,0,0.0525597,0.048952,0,0,0.0507643,0,0.02307,0.0633335,0,0,0.021037,0,0,0.0539266,0.0312174,0.0244395,0.00873841,0.0227532,0.0319274,0.0518128,0.0249156,0.0409514,0.0638705,0.050213,0.0657273,0.0611341,0.0610488,0.060734,0.0134149,0.0382737,0.0139774,0.0144451,0.0348311,0,0.0181632,0.0572375,0.0295056,0,0,0.018751,0,0,0.0390971,0.0452991,0.0326952,0.0117447,0.025033,0.0437371,0.0186313,0.0323242,0.0312756,0.0546861,0.0541675,0.0637529,0.0408555,0.0629155,0.0246997,0.0174127,0.00964242,0.00795826,0.0279781,0.0156743,0,0,0,0.038385,0
144,0,0,0,0,0.0528574,0.0488515,0,0,0.0507821,0,0.0233014,0.0632162,0,0,0.0209749,0,0,0.0536024,0.031792,0.0244117,0.00847257,0.0228618,0.0315995,0.0516325,0.0247877,0.0407277,0.0636916,0.0501737,0.0657217,0.0611128,0.060949,0.0606998,0.0134516,0.0384678,0.0141141,0.0139981,0.037643,0,0.0174707,0.0575097,0.029572,0,0,0.0176675,0,0,0.039545,0.0452628,0.0313116,0.0113463,0.0240589,0.0437337,0.0177199,0.0324733,0.0319974,0.054861,0.0546768,0.064428,0.0416901,0.0635877,0.0208638,0.0176782,0.00945359,0.00940453,0.0279108,0.0158754,0,0,0,0.0391325,0
145,0,0,0,0,0.0530241,0.0488906,0,0,0.0506989,0,0.0235044,0.0631041,0,0,0.0207197,0,0,0.0534225,0.0323403,0.0244302,0.00816123,0.0229112,0.0313095,0.0513883,0.0246797,0.0404656,0.0634595,0.050145,0.0657558,0.0611458,0.0609037,0.0606009,0.0135968,0.0386807,0.0142698,0.0137904,0.0404917,0,0.0165904,0.0578306,0.0297957,0,0,0.0175399,0,0,0.0394436,0.0452976,0.0298024,0.010959,0.0229889,0.0437305,0.0177235,0.0327357,0.032556,0.0550176,0.0552543,0.0651163,0.0425613,0.0642863,0.0173192,0.0179358,0.00948314,0.00937305,0.027975,0.015982,0,0,0,0.0400398,0
146,0,0,0,0,0.0530217,0.0491698,0,0,0.050844,0,0.0236983,0.0629783,0,0,0.0202818,0,0,0.0534094,0.0329857,0.0243994,0.00776308,0.0229104,0.0309858,0.0511306,0.0246222,0.0401464,0.0631974,0.050161,0.0658175,0.0611672,0.0608548,0.0605163,0.0136487,0.0389021,0.0143693,0.0138734,0.043173,0,0.0158656,0.0582552,0.0301768,0,0,0.019053,0,0,0.0383733,0.04532,0.0281054,0.0108865,0.0218881,0.0436796,0.0192408,0.0331598,0.032895,0.0551763,0.0559348,0.0658436,0.043481,0.0650839,0.0142843,0.0181613,0.00984753,0.00679687,0.0282331,0.0157735,0,0,0,0.0409818,0
147,0,0,0,0,0.0531331,0.0491966,0,0,0.0510538,0,0.0238346,0.0627233,0,0,0.0201187,0,0,0.0532418,0.0334722,0.0244092,0.00739684,0.0226476,0.0310543,0.0510662,0.0245706,0.0399515,0.0629983,0.0502067,0.0658676,0.0612353,0.0608098,0.0604508,0.0135737,0.0390956,0.0145042,0.0136483,0.0459599,0,0.0152846,0.0586361,0.0303384,0,0,0.0187306,0,0,0.0384279,0.0454583,0.0266007,0.0109848,0.0209136,0.0436817,0.0191919,0.0336475,0.0331713,0.0553287,0.0565715,0.0666495,0.0444118,0.0658959,0.0119938,0.0184173,0.0100122,0.00690866,0.0282472,0.0159186,0,0,0,0.0418354,0
