Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,,RTHI
1708,0.00333247,0,0,0,0,0.0135646,0,0,0,0,0,0,0.0344949,0.0458722,0.0407628,0.0346091,0,0,0.0537255,0,0.0419541,0.0399852,0.036492,0.0447395,0.0201736,0.00990493,0.0254633,0.0124755,0.0128228,0.0124328,0.0117401,0.0363874,0.0156137,0.0205602,0.0249682,0.0172302,0.0393443,0.0392447,0.0344157,0.0285345,0.0295036,0.035884,0.00922874,0.0334112,0.0164617,0,0,0.0637103,0,0.0367817,0.0378983,0.043396,0.0263479,0.0232987,0.0275993,0.0267852,0.046075,0.0303922,0,0.0268522,0.0236664,0.0457931,0.014963,0.0259083,0.043698,0.0553274,0.0382452,0.027893,0.0170835,0.0100055,0,0,0,0,0
1709,0.00319507,0,0,0,0,0.0137902,0,0,0,0,0,0,0.0350517,0.0458441,0.0408586,0.0343939,0,0,0.0536802,0,0.0420052,0.039903,0.0365679,0.0448057,0.0203132,0.010012,0.0252977,0.0121377,0.0128572,0.0126824,0.0118242,0.0364492,0.0154576,0.0204564,0.0249218,0.0172265,0.0397095,0.0391308,0.0343915,0.0283762,0.0291773,0.0359847,0.00952163,0.0330495,0.0164924,0,0,0.0636315,0,0.0368679,0.038038,0.0434052,0.0257557,0.0233345,0.027897,0.0269288,0.0461507,0.0301498,0,0.026344,0.0239711,0.0464235,0.0154368,0.0259874,0.0431064,0.0552356,0.0382979,0.0278689,0.0173602,0.00992557,0,0,0,0,0.0206348
1710,0.00307005,0,0,0,0,0.0139786,0,0,0,0,0,0,0.0354949,0.0458105,0.0408861,0.0342681,0,0,0.053516,0,0.0420818,0.0397444,0.0366101,0.0447711,0.0203384,0.010097,0.0251947,0.0117594,0.0129489,0.0129702,0.011852,0.0364142,0.0153206,0.0203034,0.0248411,0.017284,0.0399511,0.038942,0.0343504,0.0281876,0.0290728,0.0360736,0.0100288,0.0328689,0.0164838,0,0,0.0634243,0,0.0369781,0.038081,0.0436247,0.0254449,0.0232871,0.0267498,0.0270264,0.0461207,0.0298152,0,0.0258876,0.0238492,0.046996,0.016138,0.0259691,0.042545,0.0551312,0.0386029,0.0278519,0.0175698,0.00984808,0,0,0,0,0.0203243
1711,0.00291948,0,0,0,0,0.0141313,0,0,0,0,0,0,0.035965,0.0457178,0.0409029,0.0340799,0,0,0.053358,0,0.0421478,0.039655,0.0367187,0.0446744,0.0204598,0.0101329,0.0250795,0.0112137,0.0130046,0.0131773,0.011854,0.036476,0.01531,0.0202066,0.0248087,0.0172475,0.0401702,0.0387462,0.0342659,0.028124,0.0285099,0.0361741,0.0100255,0.0327084,0.0165197,0,0,0.0631035,0,0.0370543,0.038019,0.0436287,0.0252463,0.0231892,0.0263931,0.0269948,0.0459276,0.02939,0,0.0255957,0.0239791,0.0471298,0.0165461,0.0259501,0.0417528,0.0549197,0.0391315,0.0277736,0.0176746,0.00994239,0,0,0,0,0.0198809
1712,0.00289086,0,0,0,0,0.014231,0,0,0,0,0,0,0.036384,0.0456432,0.0410226,0.0339809,0,0,0.0531112,0,0.0422288,0.0395455,0.0367305,0.0444547,0.0204873,0.0100459,0.0249735,0.0107319,0.0130507,0.0134423,0.0119087,0.0364457,0.0153364,0.020215,0.0247647,0.0172454,0.0403425,0.0385455,0.0341961,0.0280349,0.0279152,0.0362734,0.0100827,0.0325705,0.0166641,0,0,0.0628281,0,0.0371423,0.037899,0.0436679,0.0249812,0.023097,0.025939,0.0270173,0.0458342,0.0289488,0,0.0252825,0.0237746,0.0471657,0.0167733,0.0257974,0.0406768,0.0546715,0.0393725,0.0277355,0.0177524,0.0101301,0,0,0,0,0.019718
1713,0.002849,0,0,0,0,0.0143571,0,0,0,0,0,0,0.0369023,0.0456041,0.0411075,0.0339551,0,0,0.0529074,0,0.0423367,0.0393762,0.0365487,0.0441369,0.0205106,0.00981221,0.0248931,0.0102807,0.0130827,0.0136182,0.0118621,0.0362476,0.0153023,0.020268,0.0246955,0.0172565,0.0405711,0.038293,0.0341698,0.027829,0.0268904,0.0363777,0.0105253,0.0324608,0.0168313,0,0,0.0625951,0,0.0372406,0.0377699,0.0437796,0.0244215,0.0228581,0.0254843,0.0271829,0.0457739,0.0284624,0,0.0249909,0.023335,0.0470109,0.0169353,0.0255189,0.0388387,0.0544114,0.0393025,0.0277129,0.0178617,0.0103211,0,0,0,0,0.019636
1714,0.00276496,0,0,0,0,0.0146996,0,0,0,0,0,0,0.0373047,0.0455994,0.0410672,0.0340039,0,0,0.0528151,0,0.0424642,0.0392252,0.0361294,0.0436822,0.0205993,0.0100235,0.0250778,0.00985218,0.0130644,0.013598,0.011655,0.035866,0.0152166,0.0200618,0.0243828,0.0172644,0.0407925,0.0380862,0.0341971,0.0275792,0.0253729,0.0364807,0.0114508,0.0325421,0.0170411,0,0,0.0623874,0,0.0373539,0.0376999,0.0442193,0.023807,0.0224711,0.0245299,0.0275459,0.045842,0.0279539,0,0.0249312,0.0228881,0.0469667,0.0170417,0.0253462,0.0364107,0.0541777,0.0391868,0.0276468,0.0181486,0.0105472,0,0,0,0,0
1715,0.00262355,0,0,0,0,0.0148551,0,0,0,0,0,0,0.037655,0.0455829,0.0409644,0.0339765,0,0,0.0526913,0,0.0425808,0.0390736,0.0359774,0.0432166,0.0207088,0.0100858,0.0249652,0.00933499,0.0130398,0.0136808,0.0114867,0.0356505,0.0151482,0.0197496,0.0241118,0.017226,0.0410537,0.0378577,0.0342307,0.0273471,0.0231866,0.036549,0.0115724,0.032433,0.0171872,0,0,0.0619924,0,0.037448,0.0376368,0.0442588,0.0228393,0.0222371,0.0245903,0.0277064,0.0459015,0.0275348,0,0.0248272,0.0229607,0.0466294,0.0166967,0.0253974,0.0340229,0.0539487,0.0390923,0.0275884,0.0182674,0.010719,0,0,0,0,0.0195186
1716,0.00253885,0,0,0,0,0.0150288,0,0,0,0,0,0,0.0378532,0.0455596,0.0409379,0.0341498,0,0,0.0525145,0,0.0426845,0.038887,0.0359088,0.0427924,0.0207289,0.0101113,0.0248506,0.00877166,0.0129702,0.0138512,0.011323,0.035419,0.0150927,0.0194429,0.0241403,0.0172263,0.0411671,0.0376241,0.0342448,0.0271218,0.0214306,0.036624,0.0119795,0.0325818,0.0173331,0,0,0.0615978,0,0.0375501,0.0375398,0.0442855,0.0226239,0.0221155,0.024342,0.0276705,0.0459359,0.0272113,0,0.0245558,0.0232039,0.0462302,0.0166133,0.0257271,0.0323085,0.0536977,0.0390694,0.0275197,0.0182367,0.0108831,0,0,0,0,0.0195167
1717,0.0025466,0,0,0,0,0.0153052,0,0,0,0,0,0,0.0379662,0.045503,0.0406961,0.0342426,0,0,0.0523296,0,0.0428059,0.0386321,0.0358605,0.0423159,0.020808,0.0102696,0.0246221,0.00820469,0.0128435,0.0139514,0.0110293,0.0351614,0.0150964,0.0192898,0.0240065,0.0171881,0.0411659,0.0373843,0.0342487,0.0268725,0.020267,0.0367202,0.0126305,0.0326382,0.0174323,0,0,0.061203,0,0.0376767,0.0374098,0.0440933,0.0225091,0.0220085,0.0248248,0.0275138,0.0459508,0.027054,0,0.0245789,0.0235611,0.0457751,0.016381,0.0257915,0.0311182,0.053402,0.0390834,0.0274926,0.0181636,0.0110246,0,0,0,0,0.0194352
1718,0.00262437,0,0,0,0,0.0155843,0,0,0,0,0,0,0.0378991,0.0454315,0.0401613,0.0343903,0,0,0.0522293,0,0.0429687,0.0383775,0.0358043,0.0418104,0.0208822,0.0105124,0.0245168,0.00806129,0.0126744,0.0139835,0.0106362,0.0348467,0.0151361,0.0192222,0.0236186,0.0171207,0.0407622,0.037288,0.0342865,0.0264872,0.0202553,0.0368186,0.013476,0.0328041,0.0175518,0,0,0.0608305,0,0.0378032,0.0373299,0.0438414,0.0225811,0.0220377,0.0254427,0.0273993,0.0460764,0.0267137,0,0.0251109,0.0235807,0.0456543,0.0160857,0.025402,0.0308054,0.0531076,0.0391727,0.0274724,0.0182607,0.011136,0,0,0,0,0.0194574
1719,0.00265875,0,0,0,0,0.0158898,0,0,0,0,0,0,0.0375817,0.0453368,0.0395149,0.0347163,0,0,0.0521864,0,0.0431684,0.0381562,0.0357217,0.0413147,0.0208833,0.0107159,0.0245487,0.00811647,0.0124347,0.0140325,0.0101789,0.0344733,0.0151727,0.0190764,0.0233166,0.0170806,0.0403275,0.0373195,0.0343547,0.0260322,0.0208588,0.0369044,0.0140566,0.0331097,0.0176212,0,0,0.0604846,0,0.0379097,0.0371974,0.0436035,0.0230005,0.0222808,0.0256423,0.0273747,0.0463329,0.0260218,0,0.0255706,0.023245,0.0459492,0.0160659,0.0248185,0.0309728,0.0529192,0.0393509,0.0274709,0.0184396,0.011113,0,0,0,0,0.0197025
1720,0.00270457,0,0,0,0,0.0161343,0,0,0,0,0,0,0.0371976,0.045224,0.0388552,0.0350984,0,0,0.0521122,0,0.0433096,0.0379404,0.0356894,0.0409747,0.0208974,0.0107443,0.0246674,0.00811193,0.0120691,0.0141283,0.00956164,0.0341286,0.0152578,0.0189447,0.0232382,0.0170608,0.0398089,0.0373986,0.0343288,0.0258757,0.0214471,0.0369715,0.0143718,0.033495,0.0176288,0,0,0.0603006,0,0.037979,0.0369908,0.0434107,0.0238668,0.0227122,0.0252126,0.0273779,0.0467247,0.0251686,0,0.0261366,0.0227382,0.0463012,0.0163598,0.0243161,0.03104,0.0527125,0.0395708,0.027489,0.0186794,0.0109438,0,0,0,0,0.0200612
1721,0.00245271,0,0,0,0,0.0161444,0,0,0,0,0,0,0.0374409,0.0451254,0.0382416,0.0339788,0,0,0.0520707,0,0.0434756,0.0377661,0.0368717,0.0408282,0.022003,0.0107227,0.0230223,0.00834762,0.0113527,0.0141368,0.00906092,0.0349398,0.0155365,0.0189307,0.0233938,0.0166726,0.0395158,0.0376503,0.0343053,0.0257682,0.0104627,0.037027,0.0188435,0.0310693,0.0175495,0,0,0.0602309,0,0.0380372,0.0369137,0.0386349,0.0249369,0.0232692,0.0191995,0.0273898,0.0470621,0,0,0.0267006,0.0215511,0.0455339,0.0196204,0.0212331,0.00362479,0.0526325,0.0397688,0.0275117,0.0184437,0.0103738,0,0,0,0,0.0288862
1722,0.00296285,0,0,0,0,0.0164836,0,0,0,0,0,0,0.0365622,0.0450915,0.0373734,0.0356903,0,0,0.0521057,0,0.0436792,0.0376728,0.0359764,0.0409436,0.0212828,0.0106037,0.0249032,0.0082506,0.0110676,0.0135692,0.00824523,0.0339878,0.0154351,0.0184853,0.0229501,0.0169235,0.0386483,0.0377824,0.0343296,0.0256855,0.0210662,0.0370828,0.0148069,0.0337557,0.0176854,0,0,0.0601573,0,0.0381254,0.0369437,0.0423868,0.0248805,0.0237335,0.0248007,0.0273362,0.0476561,0.0236758,0,0.0279453,0.0217579,0.0464057,0.0167473,0.0232294,0.029273,0.0525821,0.0399187,0.027529,0.0187953,0.0100747,0,0,0,0,0.0209527
1723,0.00316777,0,0,0,0,0.016861,0,0,0,0,0,0,0.0354264,0.0450538,0.0364015,0.0360409,0,0,0.0522936,0,0.0438588,0.0375822,0.0362774,0.0411611,0.0214722,0.0109253,0.0253926,0.00819212,0.0104985,0.0128787,0.00763256,0.0341392,0.0155271,0.0182151,0.0226182,0.0169087,0.0373025,0.038115,0.034428,0.0254157,0.0203977,0.037128,0.0150367,0.0338809,0.0179823,0,0,0.0601616,0,0.0382161,0.0370285,0.0419269,0.0257666,0.0242569,0.0245002,0.02743,0.048559,0.023174,0,0.0287401,0.0215322,0.0463513,0.0170426,0.0230251,0.02904,0.0528093,0.039906,0.0276539,0.0192227,0.00954844,0,0,0,0,0.0219209
1724,0.00343044,0,0,0,0,0.0172188,0,0,0,0,0,0,0.0346523,0.0449851,0.0355865,0.036259,0,0,0.052533,0,0.0440096,0.0374952,0.0366703,0.0418151,0.021821,0.0110832,0.0257114,0.00828572,0.00964332,0.012512,0.00696299,0.034468,0.0155903,0.0180026,0.0224146,0.0167347,0.0361803,0.0385424,0.0345419,0.0250151,0.0196269,0.0371566,0.0143113,0.033737,0.0180247,0,0,0.0602113,0,0.0382687,0.0370639,0.0413444,0.0255558,0.0246255,0.0253514,0.0273414,0.0493022,0.0230726,0,0.0295164,0.0215476,0.0460349,0.0166704,0.0226222,0.0294656,0.0531428,0.03962,0.0278118,0.019631,0.00883743,0,0,0,0,0.0230906
1725,0.00351202,0,0,0,0,0.0173663,0,0,0,0,0,0,0.034248,0.0449681,0.0350204,0.0352447,0,0,0.0528918,0,0.0442151,0.0375222,0.0379635,0.0427281,0.0230359,0.0114264,0.0246346,0.00860709,0.00862524,0.0124004,0.00649809,0.035728,0.0160093,0.0181009,0.0225076,0.0162299,0.0350865,0.0390847,0.0346402,0.0247053,0.0102273,0.0372012,0.0189587,0.0314453,0.0178975,0,0,0.0603554,0,0.0382924,0.0370974,0.0365705,0.0254436,0.0245606,0.0222297,0.0272026,0.0498467,0,0,0.0278384,0.0219048,0.045516,0.0200145,0.0213647,0.00276466,0.0533833,0.0397072,0.0279635,0.0198203,0.0079745,0,0,0,0,0.0300667
1726,0.00385237,0,0,0,0,0.0180396,0,0,0,0,0,0,0.0330518,0.0449208,0.0348758,0.0374488,0,0,0.0534095,0,0.044528,0.0376265,0.0374209,0.0443497,0.0223433,0.0114257,0.0269067,0.00906916,0.00830559,0.0123792,0.00617499,0.0353781,0.0157967,0.0175764,0.0221027,0.0163461,0.034126,0.0397217,0.0346855,0.0245232,0.0196628,0.0372717,0.011941,0.034403,0.0178347,0,0,0.0604732,0,0.0383248,0.037209,0.0405384,0.0252402,0.0246653,0.0272446,0.0271729,0.050344,0.0236693,0,0.0314563,0.0212888,0.0445552,0.0150593,0.021658,0.0326093,0.0535786,0.0409209,0.028051,0.0206969,0.00749293,0,0,0,0,0.0261839
1727,0.00400959,0,0,0,0,0.0184143,0,0,0,0,0,0,0.0313783,0.0448075,0.0340777,0.0379723,0,0,0.0541807,0,0.04477,0.0378359,0.0377958,0.0456519,0.0225451,0.0115645,0.0273927,0.009449,0.0078688,0.0129731,0.00652778,0.0361097,0.0159465,0.0174265,0.02188,0.0163157,0.0324843,0.0403703,0.0346951,0.0243991,0.0198349,0.0373218,0.0109337,0.0345587,0.0178102,0,0,0.0603369,0,0.0384127,0.0371811,0.0402333,0.0256906,0.0243843,0.0270376,0.0270019,0.0505351,0.0240702,0,0.0321402,0.0207205,0.0438596,0.0145472,0.0210408,0.0331107,0.0535486,0.0415177,0.0280671,0.021176,0.00723712,0,0,0,0,0.0272646
1728,0.0042877,0,0,0,0,0.0186869,0,0,0,0,0,0,0.0307742,0.0446262,0.0338079,0.0387369,0,0,0.0548699,0,0.0449985,0.0379848,0.038172,0.0478456,0.0227455,0.0110369,0.0278739,0.00954346,0.00727496,0.0133096,0.00692708,0.036878,0.0159383,0.0173258,0.0218147,0.0161272,0.0316131,0.0407912,0.0346105,0.0242654,0.0200468,0.037365,0.0102191,0.0347293,0.0175143,0,0,0.0601271,0,0.0384913,0.0371001,0.0399613,0.0264438,0.0240358,0.0266673,0.0270343,0.0503031,0.0241413,0,0.032739,0.0200082,0.0432766,0.0141716,0.0203892,0.0335898,0.0533339,0.0415523,0.0280902,0.0215563,0.00716009,0,0,0,0,0.0280243
1729,0.0045714,0,0,0,0,0.0187932,0,0,0,0,0,0,0.0303967,0.0444051,0.0335908,0.0393206,0,0,0.055415,0,0.0451998,0.0380827,0.0385209,0.0499412,0.0229467,0.0107598,0.0281512,0.00938697,0.00674546,0.0138172,0.0076528,0.037776,0.0159432,0.0172546,0.021777,0.0160142,0.0307973,0.0410776,0.0344701,0.0242014,0.0197113,0.0373889,0.00958136,0.0348131,0.0171903,0,0,0.0598834,0,0.0385613,0.0369896,0.0396927,0.0266797,0.0235387,0.0265636,0.0270487,0.0499873,0.0242302,0,0.0332818,0.019398,0.0427336,0.0137935,0.0197469,0.0335237,0.05302,0.0416198,0.0281068,0.021798,0.00727646,0,0,0,0,0.0284933
1730,0.00483852,0,0,0,0,0.0187581,0,0,0,0,0,0,0.0304639,0.0441767,0.0333666,0.0396231,0,0,0.055753,0,0.0453737,0.0381291,0.0388119,0.0514019,0.0231406,0.0102269,0.0281513,0.00905723,0.00628259,0.01423,0.00830622,0.0386665,0.0159306,0.0171083,0.0218162,0.0158631,0.0301189,0.0412678,0.0343106,0.0241835,0.0189733,0.0374055,0.00905868,0.0346555,0.0168735,0,0,0.0595168,0,0.0386477,0.036871,0.0394525,0.0262728,0.0229633,0.0268055,0.0269691,0.0494929,0.0243083,0,0.0336392,0.0189318,0.0421994,0.0133261,0.0191165,0.0330536,0.05253,0.0417397,0.0280558,0.0218289,0.00753393,0,0,0,0,0.0285938
1731,0.00504149,0,0,0,0,0.0184578,0,0,0,0,0,0,0.0306948,0.0439184,0.0331982,0.0396312,0,0,0.0561346,0,0.04554,0.0381773,0.0390021,0.0516923,0.0231464,0.00915515,0.0279978,0.00863827,0.00604368,0.0144032,0.00881806,0.0393812,0.0159304,0.0170488,0.0218267,0.0157313,0.0293558,0.0413422,0.0341622,0.0241705,0.0180553,0.0374424,0.0088248,0.0342562,0.0165936,0,0,0.0591894,0,0.0387235,0.0366834,0.0393553,0.0257886,0.0224622,0.026538,0.026715,0.0489544,0.0242678,0,0.0336057,0.0184802,0.0418346,0.0130526,0.0186243,0.032313,0.0520426,0.0418635,0.0279474,0.0216728,0.00786125,0,0,0,0,0.0282241
1732,0.00517665,0,0,0,0,0.0181792,0,0,0,0,0,0,0.0309449,0.0436327,0.0330761,0.0392293,0,0,0.0564269,0,0.0456708,0.0381574,0.0390697,0.0512282,0.0228993,0.00787591,0.0277154,0.00835824,0.00597529,0.0144298,0.0090891,0.0398086,0.0159841,0.0171797,0.021834,0.0156075,0.0284834,0.0413478,0.0339618,0.0241469,0.0172028,0.0374669,0.00885273,0.0337481,0.0163841,0,0,0.0590168,0,0.0387486,0.036417,0.0392676,0.0252592,0.0221124,0.0255296,0.0261905,0.0485203,0.0241828,0,0.0331602,0.0180505,0.0417122,0.0129061,0.0182244,0.0314155,0.051647,0.0419562,0.0278302,0.0213279,0.00824342,0,0,0,0,0.0274429
1733,0.0053079,0,0,0,0,0.0178243,0,0,0,0,0,0,0.0311658,0.0433501,0.0325896,0.038474,0,0,0.0566271,0,0.045771,0.0381184,0.039053,0.050396,0.0224276,0.00663115,0.0272982,0.00800932,0.00595165,0.014271,0.00918395,0.0399769,0.016099,0.0173817,0.0219784,0.0154604,0.0276616,0.0412853,0.0337671,0.0241354,0.0165609,0.0374613,0.00909832,0.0332086,0.0162757,0,0,0.0588607,0,0.0387392,0.0362113,0.0391475,0.0246537,0.0219507,0.0243847,0.0254796,0.0482039,0.0240887,0,0.0324965,0.01764,0.0417466,0.0127876,0.0178313,0.0301999,0.0513263,0.0420781,0.0277086,0.0208647,0.00866902,0,0,0,0,0.0269517
1734,0.00542373,0,0,0,0,0.0173748,0,0,0,0,0,0,0.0312559,0.0432207,0.0319076,0.0374828,0,0,0.0568499,0,0.0458985,0.0381522,0.0390575,0.049358,0.0218489,0.00590891,0.026732,0.00767326,0.00588673,0.0140065,0.00925591,0.0401314,0.0162782,0.0176277,0.0221342,0.015303,0.0269229,0.0412137,0.0336415,0.0242011,0.0156974,0.0374814,0.00933224,0.0326457,0.0162451,0,0,0.0588439,0,0.0386966,0.035907,0.0390727,0.0240535,0.0219507,0.0234237,0.0247213,0.0480489,0.0240587,0,0.0319321,0.0174186,0.0417771,0.0128082,0.0176071,0.0283064,0.0511344,0.0422354,0.0276039,0.0203313,0.00912122,0,0,0,0,0.0267574
1735,0.00543563,0,0,0,0,0.0167977,0,0,0,0,0,0,0.0312339,0.0431033,0.0310116,0.0364255,0,0,0.057081,0,0.0460085,0.0382726,0.0391221,0.0482946,0.0212326,0.00587037,0.0261885,0.00752133,0.00572963,0.0136289,0.00936253,0.0404293,0.0164508,0.0179386,0.0222531,0.015167,0.0264289,0.0411828,0.0335692,0.0242963,0.0145784,0.0375073,0.00940603,0.032181,0.0162898,0,0,0.0587189,0,0.0386613,0.0357508,0.0391196,0.0233597,0.0221542,0.0226019,0.0240362,0.0479677,0.0240792,0,0.0316209,0.0172707,0.0418012,0.012859,0.0174523,0.0265079,0.0509104,0.042362,0.0274584,0.0196275,0.00955717,0,0,0,0,0.0269675
1736,0.00536923,0,0,0,0,0.0160827,0,0,0,0,0,0,0.031189,0.042949,0.0301036,0.0354601,0,0,0.0573008,0,0.0460924,0.038408,0.0391888,0.0474499,0.0206522,0.0063151,0.0258203,0.00746426,0.00556665,0.013264,0.00948632,0.0409019,0.0166173,0.0182383,0.0223939,0.0150887,0.0263479,0.0411828,0.0335087,0.0243286,0.0133557,0.0375443,0.00944288,0.0318656,0.0163344,0,0,0.058589,0,0.0386069,0.0356744,0.0392829,0.0227009,0.02253,0.0219377,0.0233876,0.0480636,0.0240508,0,0.0314977,0.0170926,0.0417881,0.0129171,0.0172318,0.0249146,0.050764,0.0424647,0.0273531,0.0188735,0.00986266,0,0,0,0,0.027326
1737,0.00523968,0,0,0,0,0.0155043,0,0,0,0,0,0,0.0311566,0.0427793,0.0295449,0.0345329,0,0,0.0575302,0,0.0461794,0.0385276,0.039283,0.0467204,0.0201053,0.00692847,0.0256748,0.00755405,0.00547969,0.0129816,0.00959262,0.0415735,0.0167489,0.0184625,0.0225328,0.0150718,0.0268163,0.04126,0.0334431,0.0243021,0.0121449,0.0375849,0.00955726,0.0315995,0.0163747,0,0,0.0584602,0,0.0385679,0.0355906,0.0394488,0.0221861,0.0229717,0.0212827,0.0226886,0.0482086,0.023929,0,0.0313946,0.016731,0.0418245,0.0129083,0.0168018,0.023376,0.0506397,0.0426027,0.0272874,0.0180737,0.00996189,0,0,0,0,0.0276103
1738,0.00505281,0,0,0,0,0.0149998,0,0,0,0,0,0,0.0310631,0.0426016,0.028825,0.0335417,0,0,0.0578122,0,0.0463055,0.0385896,0.0394319,0.0461538,0.0195957,0.00725295,0.0257539,0.00776814,0.00564934,0.0128033,0.0096939,0.0424071,0.0168301,0.0185621,0.0227353,0.015111,0.0281546,0.0414197,0.0333573,0.024287,0.0109901,0.0376044,0.00963677,0.0312927,0.0164496,0,0,0.0582532,0,0.038547,0.0356082,0.0395618,0.0215885,0.0233317,0.0204362,0.0219043,0.0483666,0.0237621,0,0.0312283,0.0161325,0.04179,0.0127444,0.0160824,0.0217215,0.0505425,0.0427089,0.0272785,0.0173692,0.00990407,0,0,0,0,0.0277399
1739,0.00481976,0,0,0,0,0.0144446,0,0,0,0,0,0,0.0307967,0.0423742,0.0280995,0.0325041,0,0,0.0582012,0,0.0464898,0.0386748,0.0397158,0.0457454,0.019039,0.00770758,0.0260618,0.00794477,0.00624637,0.0128298,0.0101079,0.0431508,0.0169101,0.0186585,0.023021,0.0152033,0.0302818,0.041637,0.0332978,0.0243059,0.00981072,0.0376305,0.00961213,0.0309167,0.0164644,0,0,0.0579237,0,0.0385493,0.0355183,0.0396121,0.0207861,0.0234992,0.019644,0.0211263,0.0482479,0.0235569,0,0.0310121,0.0153728,0.0416248,0.0124379,0.0150881,0.0200054,0.0502204,0.042799,0.0272484,0.0166841,0.00987328,0,0,0,0,0.0276366
1740,0.0045917,0,0,0,0,0.0140411,0,0,0,0,0,0,0.0303426,0.0422278,0.0278227,0.0314443,0,0,0.0586526,0,0.0466921,0.0387834,0.0401056,0.0456459,0.0183802,0.00831425,0.0265016,0.00836731,0.0072187,0.0129885,0.0106957,0.0440081,0.0169533,0.0187718,0.023285,0.0153666,0.0330222,0.0419506,0.0332395,0.0243212,0.00853136,0.0376242,0.0095023,0.0304645,0.0163341,0,0,0.0575837,0,0.0385522,0.0353729,0.0396931,0.0198697,0.0234189,0.0189408,0.0203427,0.048126,0.0233437,0,0.0308051,0.0145838,0.0413678,0.0121116,0.0140156,0.0182634,0.0497843,0.0427956,0.0271312,0.0162187,0.00977371,0,0,0,0,0.0273966
1741,0.00436886,0,0,0,0,0.0136795,0,0,0,0,0,0,0.0297328,0.042054,0.0275765,0.0303372,0,0,0.0590816,0,0.0468522,0.0388999,0.0404872,0.0459725,0.0176721,0.0089674,0.0268959,0.00878577,0.00840273,0.0131776,0.0112795,0.0449653,0.0170061,0.0188256,0.0235603,0.0155869,0.0364152,0.0423157,0.0331514,0.0242514,0.00745765,0.0375876,0.00940491,0.0298223,0.0161731,0,0,0.0572371,0,0.0385487,0.0351606,0.0399514,0.0189185,0.0231684,0.0180612,0.0195174,0.0479384,0.0231951,0,0.0305432,0.0137636,0.0410971,0.0117626,0.0128984,0.0165585,0.0494536,0.0427323,0.0269577,0.0159112,0.0095443,0,0,0,0,0.0270898
1742,0.00417853,0,0,0,0,0.013374,0,0,0,0,0,0,0.0294424,0.0418603,0.0269404,0.0291999,0,0,0.0595185,0,0.0470313,0.0390157,0.0407215,0.046775,0.0169705,0.00963125,0.0272254,0.00928507,0.0096599,0.013437,0.0118437,0.046005,0.0170456,0.0188979,0.023798,0.0159101,0.0401767,0.0427238,0.0330873,0.0241919,0.00677419,0.0375489,0.00931075,0.0290333,0.0161279,0,0,0.0569185,0,0.0385396,0.0349576,0.0404275,0.0180017,0.0228404,0.0170236,0.0187344,0.0477439,0.0231627,0,0.0300003,0.0129974,0.0408603,0.0114219,0.0118645,0.0151468,0.0492496,0.0427522,0.0268406,0.0157427,0.00926019,0,0,0,0,0.0267842
1743,0.00407352,0,0,0,0,0.0133376,0,0,0,0,0,0,0.0296647,0.0416761,0.0265904,0.0281821,0,0,0.0600162,0,0.0472357,0.039133,0.0407536,0.0478582,0.0162604,0.0103571,0.0275084,0.00993776,0.0108726,0.0138046,0.0123967,0.0471368,0.016968,0.0187782,0.0240218,0.0163821,0.0435799,0.0431901,0.0330594,0.024156,0.00633298,0.0375226,0.00923209,0.0281756,0.0161716,0,0,0.0565417,0,0.0385547,0.0352858,0.0409968,0.0171218,0.0225327,0.0159251,0.0180663,0.0476198,0.0232678,0,0.0293747,0.0123204,0.0406685,0.0110792,0.0109691,0.0141021,0.0489416,0.0427544,0.0268078,0.0155958,0.00904375,0,0,0,0,0.0265152
1744,0.00408024,0,0,0,0,0.0133812,0,0,0,0,0,0,0.0301218,0.0415271,0.0269279,0.027306,0,0,0.060377,0,0.0474436,0.0392256,0.0406329,0.0489323,0.0155547,0.0111313,0.0276872,0.0106407,0.0119921,0.0143356,0.0128343,0.0481766,0.0167061,0.0185159,0.0240539,0.0169463,0.0459572,0.0436625,0.0330658,0.0240668,0.006166,0.0375191,0.00920799,0.0272673,0.0162203,0,0,0.0562819,0,0.0385636,0.0354672,0.0415137,0.0162699,0.0223077,0.0148443,0.0174568,0.0475741,0.023486,0,0.0287832,0.0116964,0.0404755,0.0106927,0.0101689,0.0133543,0.0487751,0.0428022,0.0267982,0.0154922,0.00888964,0,0,0,0,0.0262441
