Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,IMUR_B,RTHII,RTHIA,,x82
1588,0.0204012,0,0,0,0,0.0353201,0,0,0,0,0,0.0106156,0.0471417,0.00454373,0.0135908,0,0,0.0467511,0,0.0567507,0.0185911,0.0306774,0.0107807,0.0283026,0.00548631,0.0194038,0.0602618,0.00563783,0.00652789,0.00873952,0.046129,0.00401243,0.00417836,0.00398514,0.0354322,0.0234465,0.0366441,0.031162,0.00789381,0.00328476,0.0416379,0.00915328,0.0169117,0.013831,0,0,0.0206738,0,0.0395127,0,0.0478926,0.0186893,0.024743,0.00326808,0.0184456,0.0229707,0.00810932,0.00920159,0.00790823,0.0374302,0.00795029,0.00784525,0.00539743,0.0226522,0.0138113,0.0123559,0.0395427,0.0169852,0,0,0,0,0.00752486,0.0326654,0,0
1589,0.021095,0,0,0,0,0.0357075,0,0,0,0,0,0.0111016,0.0470141,0.00462631,0.0133904,0,0,0.0471448,0,0.0567736,0.0188624,0.030632,0.0106725,0.0280442,0.00548583,0.0192901,0.0608754,0.0055125,0.00635745,0.00873828,0.0460894,0.00400175,0.00421434,0.0039794,0.0354384,0.0240036,0.037203,0.0311333,0.00780227,0.00322857,0.0416717,0.00912891,0.0167754,0.013815,0,0,0.0205871,0,0.039527,0,0.0480316,0.0186755,0.0248974,0.00334294,0.0182984,0.0226551,0.00806361,0.00934266,0.00787547,0.0375948,0.00808044,0.00780552,0.00527105,0.0226514,0.0138107,0.0123101,0.0398642,0.0173635,0,0,0,0,0.00787842,0.0326773,0,0
1590,0.0217207,0,0,0,0,0.0364619,0,0,0,0,0,0.0114353,0.0469178,0.00467023,0.013311,0,0,0.0474958,0,0.0567834,0.0189359,0.0306021,0.0105799,0.0279481,0.00553372,0.0192908,0.0613933,0.00536277,0.00623248,0.00874703,0.0460164,0.00397504,0.00428238,0.00401173,0.0354523,0.0244111,0.0377394,0.0310821,0.00773104,0.00331171,0.0417142,0.00914343,0.0167673,0.0138975,0,0,0.0205298,0,0.039541,0,0.0481215,0.0187479,0.0250259,0.0032676,0.0182702,0.022445,0.00802046,0.00931734,0.00786504,0.0378017,0.00809082,0.00779568,0.00513917,0.0225989,0.013812,0.0123129,0.0400994,0.0177301,0,0,0,0,0.00796165,0.0327072,0,0
1591,0.0223603,0,0,0,0,0.0367069,0,0,0,0,0,0.0116859,0.0468666,0.00473901,0.0132991,0,0,0.0471595,0,0.0567648,0.018678,0.0305024,0.0105013,0.0278893,0.00562642,0.0191249,0.0615628,0.00511283,0.00601134,0.00862581,0.0458421,0.00404435,0.00443153,0.00406124,0.0355265,0.0245987,0.0378587,0.0309825,0.00779736,0.00389466,0.0417615,0.00934265,0.0169095,0.0135617,0,0,0.0207057,0,0.0394736,0,0.0481518,0.0188148,0.0250563,0.00319667,0.018037,0.0218433,0.00771328,0.00886136,0.00804298,0.0374776,0,0.00798486,0.00486716,0.0224817,0.0138208,0.0123738,0.0399194,0.0179914,0,0,0,0,0.00749232,0.0327447,0,0
1592,0.0243264,0,0,0,0,0.0368261,0,0,0,0,0,0.0118118,0.0463917,0.00590781,0.0194317,0,0,0.0461496,0,0.056613,0.0183345,0.0301004,0.012003,0.0254534,0.00426254,0.0240149,0.0642871,0.00426492,0.00571132,0.00720034,0.0442028,0.00561662,0.00587688,0.00547262,0.0366098,0.025238,0.0382177,0.0306986,0.00737911,0.0175081,0.0418157,0.0235424,0.0271252,0.0155429,0,0,0.0208719,0,0.0394551,0,0.0482236,0.0323624,0.0234959,0.0151463,0.0184552,0.0217854,0.0132234,0.0181675,0.0217275,0,0,0.0222104,0.0242234,0.0224004,0.0138864,0.0123955,0.0398797,0.0201168,0,0,0,0,0.0163001,0.0248814,0,0
1593,0.0243986,0,0,0,0,0.0366397,0,0,0,0,0,0.0117617,0.0463408,0.00586958,0.0195974,0,0,0.0464489,0,0.0566481,0.0185446,0.030096,0.0119238,0.0254694,0.00392454,0.0244003,0.0642924,0.00417636,0.00610158,0.00722223,0.0441635,0.00563423,0.00589876,0.00545047,0.0366304,0.0252479,0.0385551,0.030716,0.0073503,0.0165331,0.0418147,0.0226557,0.0272225,0.0159809,0,0,0.0210087,0,0.0394477,0,0.0481499,0.0313002,0.0234703,0.0149442,0.0188921,0.0222394,0.0130507,0.0181134,0.0211676,0,0.0220889,0.0215717,0.0233134,0.0224954,0.0139162,0.0124022,0.0402384,0.0203064,0,0,0,0,0.0161813,0.0250676,0,0
1594,0.0243632,0,0,0,0,0.0366021,0,0,0,0,0,0.0117216,0.0463013,0.0058314,0.0197409,0,0,0.0465515,0,0.0566818,0.0185885,0.0300716,0.0118574,0.0254402,0.00366565,0.0246286,0.0642615,0.00410618,0.00633767,0.00722739,0.0441006,0.00572578,0.00594353,0.00548182,0.036681,0.0252603,0.038797,0.0307175,0.00734969,0.0165351,0.0417997,0.0226819,0.0274362,0.0164765,0,0,0.0209624,0,0.0394652,0,0.0481355,0.0311857,0.0234359,0.0149698,0.0191513,0.0227255,0.0130872,0.0182025,0.0211479,0,0.0219684,0.0215488,0.0232636,0.0225239,0.0139212,0.0123962,0.0403841,0.0205201,0,0,0,0,0.0162737,0.0250891,0,0
1595,0.0242703,0,0,0,0,0.0367269,0,0,0,0,0,0.0117229,0.0462926,0.00582041,0.0198244,0,0,0.0466167,0,0.0567405,0.0185558,0.0300774,0.0117547,0.0253601,0.00356821,0.0247543,0.0641998,0.0040647,0.00642322,0.00718958,0.0440419,0.00582821,0.00600003,0.00551844,0.0367382,0.0252988,0.03902,0.030737,0.00738634,0.016534,0.0417582,0.02273,0.0275758,0.0169414,0,0,0.0208745,0,0.0394955,0,0.0481345,0.0310845,0.0234062,0.0150006,0.0193334,0.0232654,0.0131641,0.0182466,0.0211066,0,0.0216532,0.0215096,0.023198,0.0226179,0.0139437,0.0123775,0.0405403,0.0207376,0,0,0,0,0.0163225,0.0250912,0,0
1596,0.0242843,0,0,0,0,0.036779,0,0,0,0,0,0.0117053,0.0462776,0.00585634,0.0200315,0,0,0.046642,0,0.0567675,0.0184612,0.0300937,0.011726,0.0252094,0.00360405,0.0249322,0.0643064,0.00399733,0.00648947,0.00710841,0.0439985,0.00593576,0.00607269,0.0056242,0.0368011,0.0252948,0.0392917,0.0307433,0.00737334,0.0174915,0.041708,0.0235008,0.0279682,0.017437,0,0,0.0208122,0,0.0395248,0,0.0481683,0.0317061,0.0233922,0.0152553,0.0194316,0.0238146,0.0134571,0.0183376,0.021526,0,0,0.0220662,0.0239876,0.0227746,0.0138522,0.0123494,0.0406827,0.021055,0,0,0,0,0.0164619,0.0249131,0,0
1597,0.0242312,0,0,0,0,0.037016,0,0,0,0,0,0.0116809,0.0462681,0.00582047,0.0201683,0,0,0.0466961,0,0.0567549,0.0183769,0.030115,0.0116221,0.0250755,0.0036138,0.0250747,0.06434,0.00394428,0.0065827,0.00719294,0.0440149,0.0059501,0.00604479,0.00561507,0.0367998,0.0252371,0.0395593,0.030762,0.00734844,0.017542,0.0416222,0.0234177,0.0281432,0.017894,0,0,0.020765,0,0.0395473,0,0.0482074,0.0314989,0.0234067,0.0152915,0.0196165,0.024441,0.0134303,0.0182718,0.0214859,0,0,0.0220236,0.0240304,0.0230358,0.013647,0.0122933,0.0408215,0.0212769,0,0,0,0,0.016442,0.0249937,0,0
1598,0.0242351,0,0,0,0,0.037144,0,0,0,0,0,0.0115624,0.0462942,0.00581571,0.0203571,0,0,0.0466715,0,0.0567527,0.0183061,0.0301442,0.0115061,0.0250616,0.00371024,0.0252362,0.0644084,0.00405928,0.00669415,0.00724314,0.0440359,0.0059568,0.0060207,0.0056026,0.0367931,0.0250691,0.0397909,0.0308148,0.00728778,0.0176421,0.0415087,0.0233658,0.0283352,0.0183192,0,0,0.0207318,0,0.0395473,0,0.0482287,0.0313219,0.0234042,0.015456,0.0197763,0.0250837,0.0133467,0.0183335,0.0214886,0,0,0.0220121,0.0240843,0.023356,0.0134173,0.0122454,0.0410755,0.02151,0,0,0,0,0.016409,0.0250805,0,0
1599,0.0239831,0,0,0,0,0.036971,0,0,0,0,0,0.0115816,0.0463799,0.00582862,0.0204584,0,0,0.046411,0,0.0567994,0.0181631,0.0301704,0.0113772,0.0250318,0.00389146,0.0253175,0.0645313,0.00415877,0.00691421,0.00726913,0.0440536,0.00592829,0.00600687,0.00565131,0.0368068,0.025,0.0399583,0.0308603,0.0073778,0.0174097,0.0413617,0.0232125,0.0284744,0.018795,0,0,0.0206682,0,0.0395846,0,0.0482404,0.0313628,0.0234055,0.0156567,0.0198041,0.0260062,0.0132842,0.0184066,0.0214424,0,0,0.0219576,0.0237301,0.0237954,0.0132027,0.0121691,0.0414536,0.021616,0,0,0,0,0.0164331,0.0250726,0,0
1600,0.0244397,0,0,0,0,0.0371689,0,0,0,0,0,0.01142,0.0463943,0.00578255,0.0206801,0,0,0.0468451,0,0.0567208,0.0183492,0.0302436,0.0112497,0.0250835,0.00380163,0.0254808,0.0649538,0.00417804,0.00697554,0.00727954,0.044032,0.00592351,0.00601956,0.00555173,0.0367992,0.0247913,0.0403311,0.0309564,0.00718633,0.0178589,0.0412908,0.0232709,0.0286876,0.0189778,0,0,0.020891,0,0.0395118,0,0.0482031,0.0309886,0.0234002,0.0154756,0.0199327,0.0263456,0.013232,0.0183741,0.0214972,0,0,0.0220266,0.0241313,0.0241917,0.0130871,0.012135,0.0417953,0.0219886,0,0,0,0,0.01644,0.025077,0,0
1601,0.0243772,0,0,0,0,0.0370832,0,0,0,0,0,0.0105346,0.0465873,0.00514083,0.0165926,0,0,0.046351,0,0.0567458,0.0181844,0.0297962,0.0103533,0.0267101,0.00477312,0.021514,0.0645607,0.00422169,0.00649643,0.00758516,0.0446525,0.00515757,0.00520426,0.00489285,0.036208,0.0230951,0.0402165,0.030981,0.00747818,0.025374,0.0412416,0.0241055,0.0230263,0.018185,0,0,0.020378,0,0.0394437,0,0.0475334,0.0244785,0.0230023,0.0138729,0.0188866,0.0257359,0.00167739,0.00223311,0.0179094,0.034027,0,0.0180713,0.0175475,0.0238576,0.0129505,0.01202,0.0412236,0.0217121,0,0,0,0,0.00536552,0.0357883,0,0
1602,0.0234439,0,0,0,0,0.0378745,0,0,0,0,0,0.0110142,0.0468567,0.00456695,0.0154004,0,0,0.0475978,0,0.0567217,0.018692,0.030392,0.00972652,0.0273369,0.00528136,0.0208598,0.063916,0.00475162,0.00715731,0.00863561,0.0452509,0.00454208,0.00481147,0.00436763,0.035875,0.0237708,0.0406053,0.0312408,0.00746822,0.00994693,0.0410737,0.0114361,0.0199391,0.0179362,0,0,0.0210416,0,0.0394859,0,0.0479095,0.0181763,0.0245322,0.00466655,0.0191908,0.0273327,0.00593201,0.00727097,0.00871291,0.0336463,0,0.00844965,0.00404193,0.0250491,0.0128003,0.0120566,0.0424183,0.0208812,0,0,0,0,0.00579206,0.0333502,0,0
1603,0.0232445,0,0,0,0,0.0380497,0,0,0,0,0,0.0112705,0.0470476,0.00435491,0.0148046,0,0,0.0479154,0,0.056779,0.0187141,0.0306909,0.00947099,0.027654,0.00558106,0.0204693,0.0636236,0.00494612,0.00755113,0.0091496,0.0455075,0.0042998,0.00465774,0.00413797,0.0357268,0.0240021,0.0408555,0.0313365,0.00768164,0.00307602,0.0409884,0.00842919,0.0184106,0.0176492,0,0,0.0215035,0,0.0394171,0,0.0480769,0.0174328,0.0255287,0.00343146,0.0193631,0.0277907,0.0085118,0.0101628,0.00745097,0.0379901,0.00685364,0.00717326,0.00546097,0.0256765,0.0127127,0.0120646,0.0427621,0.0205789,0,0,0,0,0.00876284,0.032797,0,0
1604,0.0232634,0,0,0,0,0.0380604,0,0,0,0,0,0.0114182,0.0471675,0.00444428,0.0148689,0,0,0.0471389,0,0.0569262,0.018232,0.0306677,0.00944913,0.0276245,0.00582075,0.0204694,0.0632238,0.0048447,0.00769199,0.00922136,0.0454486,0.00434477,0.00465762,0.00409563,0.0357283,0.0239982,0.040723,0.0312893,0.00818342,0.00222161,0.040978,0.00830873,0.0183412,0.0172926,0,0,0.0217997,0,0.0393023,0,0.0480731,0.0166472,0.0256054,0.00346989,0.0193679,0.0275125,0.00843168,0.00997009,0.00744453,0.0379354,0.00690623,0.00721066,0.00648827,0.0259253,0.0127151,0.0120754,0.042507,0.0204238,0,0,0,0,0.00857853,0.0329431,0,0
1605,0.0235625,0,0,0,0,0.0385134,0,0,0,0,0,0.0113432,0.0471746,0.00449808,0.0151328,0,0,0.0471525,0,0.056988,0.0181038,0.0305711,0.00945825,0.0274817,0.00586923,0.0205771,0.063668,0.00473147,0.00768257,0.00912131,0.0453027,0.00442961,0.00469206,0.00411863,0.0357599,0.0238966,0.0409271,0.031313,0.00833062,0.00296427,0.0409202,0.00837245,0.0186647,0.0172938,0,0,0.0222562,0,0.0392393,0,0.0480576,0.0164302,0.0254622,0.00343984,0.0193069,0.0277822,0.00797605,0.00945241,0.00744238,0.0373229,0,0.0072306,0.00610084,0.026372,0.0127021,0.0120569,0.0428293,0.0205769,0,0,0,0,0.00803674,0.0330877,0,0
1606,0.023814,0,0,0,0,0.0387204,0,0,0,0,0,0.011254,0.0471807,0.00452033,0.0152462,0,0,0.0471375,0,0.0571307,0.0180356,0.0305205,0.00946269,0.0274962,0.00597313,0.0206438,0.0640626,0.00476121,0.00777971,0.00905188,0.0452457,0.00444913,0.00469669,0.0042286,0.0357705,0.0237777,0.0410841,0.0313628,0.00848444,0.0030857,0.0408656,0.00834228,0.0186826,0.0170542,0,0,0.0229073,0,0.0391554,0,0.0479663,0.01639,0.0255224,0.00346922,0.0192949,0.0281885,0.00756668,0.00911536,0.00745888,0.0371473,0,0.00728285,0.00592629,0.0269569,0.0127462,0.0120651,0.0433028,0.0205768,0,0,0,0,0,0.0332647,0,0
1607,0.0239531,0,0,0,0,0.0392799,0,0,0,0,0,0.0111034,0.0471882,0.00444933,0.0153009,0,0,0.0469981,0,0.0573267,0.0179652,0.0305083,0.00951428,0.0275913,0.00607306,0.0207109,0.064301,0.00478375,0.00791707,0.00905852,0.0452688,0.00446996,0.00472573,0.00429455,0.0357743,0.023591,0.0411012,0.0314567,0.00865704,0.0030664,0.0408383,0.00824389,0.0186209,0.0167133,0,0,0.0235741,0,0.0390344,0,0.0478625,0.0162368,0.0256169,0.00356857,0.0192883,0.0285048,0.00730958,0.00921301,0.00741685,0.0373009,0,0.00724889,0.00614784,0.0275296,0.0128903,0.0120712,0.043687,0.020478,0,0,0,0,0,0.0332582,0,0
1608,0.024088,0,0,0,0,0.0398062,0,0,0,0,0,0.01101,0.0472256,0.00440159,0.0152905,0,0,0.0467927,0,0.0575309,0.0178932,0.0305113,0.0095528,0.0275834,0.00616058,0.0207287,0.0644929,0.00474474,0.00806843,0.00910153,0.0452235,0.00447828,0.00473408,0.00428907,0.035792,0.0234675,0.041035,0.0316036,0.00883108,0.00312059,0.0408275,0.00816847,0.0185132,0.0162338,0,0,0.0243808,0,0.0388874,0,0.0478123,0.0160626,0.0256733,0.00364817,0.019235,0.0287424,0.00739154,0.0092719,0.00741094,0.037379,0,0.00718208,0.00631117,0.0281257,0.013145,0.0120608,0.044007,0.0203045,0,0,0,0,0,0.0333115,0,0
1609,0.024149,0,0,0,0,0.0403592,0,0,0,0,0,0.0109589,0.0472887,0.00437029,0.0151994,0,0,0.0465603,0,0.057687,0.017905,0.0305111,0.00950449,0.0275595,0.00624631,0.0207334,0.0645237,0.00468868,0.00818999,0.00911033,0.045163,0.00445048,0.00474553,0.00424591,0.0357723,0.0233984,0.0408074,0.0317836,0.0089965,0.00332175,0.0408012,0.00805015,0.0182842,0.0155715,0,0,0.0254116,0,0.0387342,0,0.0478478,0.0157697,0.0257166,0.00368969,0.0192545,0.0290245,0.00759186,0.00939128,0.00723057,0.0373178,0.00721007,0.0069943,0.00648981,0.0289804,0.0133045,0.0119999,0.044392,0.0200006,0,0,0,0,0,0.0334161,0,0
1610,0.0243053,0,0,0,0,0.0406846,0,0,0,0,0,0.0108418,0.047284,0.00439175,0.0151977,0,0,0.0461125,0,0.0578276,0.018065,0.0305005,0.00952051,0.0276235,0.00629789,0.0207143,0.0645558,0.00459459,0.0082086,0.00906567,0.0450617,0.00446903,0.00476856,0.00432834,0.0357729,0.0232271,0.0404586,0.0319544,0.00908829,0.00325713,0.0407781,0.0080943,0.0183171,0.0148118,0,0,0.0264696,0,0.0385574,0,0.0478548,0.0157777,0.0256736,0.00366511,0.0191389,0.0291744,0.00755399,0.00929378,0.00744616,0.0374173,0,0.00713077,0.00660138,0.0297858,0.0133767,0.0119375,0.0446947,0.0197564,0,0,0,0,0,0.0334354,0,0
1611,0.0244902,0,0,0,0,0.0406661,0,0,0,0,0,0.0107874,0.047271,0.00437741,0.0150063,0,0,0.0456427,0,0.0579801,0.0182128,0.0305044,0.0094533,0.0276712,0.00637956,0.0205047,0.0643506,0.00452559,0.00824385,0.00908477,0.0449988,0.00436314,0.00479065,0.00436715,0.035765,0.023138,0.0400294,0.0321407,0.00916968,0.00336135,0.0407557,0.00775566,0.0180296,0.0138681,0,0,0.0273438,0,0.0384277,0,0.0479044,0.0152445,0.0258581,0.00390353,0.0189851,0.0290472,0.00776415,0.00939372,0.00734129,0.037252,0.0117759,0.00689102,0.00656248,0.0303916,0.0135541,0.011893,0.0448707,0.0194607,0,0,0,0,0,0.0335123,0,0
1612,0.0246102,0,0,0,0,0.0408336,0,0,0,0,0,0.0108044,0.0472917,0.00445406,0.0149914,0,0,0.0451321,0,0.0581532,0.0181038,0.0304726,0.009387,0.027498,0.00636958,0.0204283,0.0639184,0.00438327,0.00828791,0.00906158,0.0448939,0.00425672,0.00482526,0.00441168,0.035786,0.0231281,0.0396242,0.0323005,0.00942578,0.00331002,0.0407555,0.0076547,0.0179899,0.0131204,0,0,0.027836,0,0.0383231,0,0.0479385,0.0150972,0.0259252,0.00394541,0.0189013,0.0288181,0.00753009,0.00938059,0.0072931,0.0372026,0.0124116,0.00681451,0.00660692,0.030742,0.0137978,0.0117988,0.0449011,0.0191725,0,0,0,0,0,0.0335035,0,0
1613,0.024664,0,0,0,0,0.0408409,0,0,0,0,0,0.0108127,0.0472693,0.00450436,0.0151715,0,0,0.0448315,0,0.0583111,0.0180243,0.0304858,0.00929972,0.0273066,0.00635799,0.020754,0.0630439,0.00433237,0.0084514,0.00903957,0.0448278,0.00423181,0.00484962,0.00444967,0.0357874,0.0231079,0.0393643,0.0323946,0.00962059,0.00320857,0.0408035,0.00788419,0.018289,0.0129244,0,0,0.0276701,0,0.038261,0,0.0478981,0.0154657,0.0257712,0.00372886,0.0190805,0.0281633,0.00680546,0.00927257,0.00746175,0.0373303,0,0.00702869,0.00691971,0.0305023,0.0140182,0.0116783,0.0444544,0.0190426,0,0,0,0,0,0.0334648,0,0
1614,0.0245786,0,0,0,0,0.0407045,0,0,0,0,0,0.0107983,0.0471805,0.00442831,0.015298,0,0,0.0446008,0,0.0584579,0.0180451,0.030505,0.00922349,0.0272691,0.00635777,0.0209444,0.0621958,0.00436091,0.00874811,0.00900747,0.0448063,0.00421039,0.00486776,0.0044681,0.0357824,0.0230396,0.0391081,0.0324812,0.00977725,0.0034397,0.0408325,0.00785348,0.0184236,0.0127495,0,0,0.0275888,0,0.0382066,0,0.047901,0.0153872,0.025769,0.00375014,0.0192259,0.0277391,0.00671996,0.0092681,0.00749616,0.0373578,0,0.00704964,0.00705686,0.0303524,0.0142679,0.011625,0.0440787,0.0188159,0,0,0,0,0,0.033516,0,0
1615,0.0245661,0,0,0,0,0.0402143,0,0,0,0,0,0.0108077,0.047085,0.00434039,0.0154614,0,0,0.0444245,0,0.058594,0.0180622,0.0305163,0.00918243,0.0272878,0.0064018,0.020976,0.0615314,0.00439005,0.00884232,0.00897617,0.0447474,0.00419464,0.00489309,0.00439583,0.0357766,0.0230154,0.0389502,0.0325265,0.00991743,0.00343737,0.0408697,0.00779812,0.0185085,0.0125694,0,0,0.0276891,0,0.0381812,0,0.0479169,0.0152826,0.025812,0.00377963,0.0192352,0.0273433,0.00723041,0.00924881,0.00747022,0.0373907,0,0.00705144,0.00717551,0.030261,0.0145531,0.0116421,0.0437181,0.0186554,0,0,0,0,0,0.0335246,0,0
1616,0.0245072,0,0,0,0,0.0395114,0,0,0,0,0,0.0109364,0.0469687,0.00434442,0.0155755,0,0,0.0441015,0,0.0587617,0.0179917,0.0304911,0.00904986,0.0272011,0.00636582,0.0208821,0.0606991,0.00438578,0.00878945,0.0089771,0.0445954,0.00422298,0.00493617,0.00439854,0.0357922,0.0231491,0.0387428,0.0325624,0.0100372,0.00340135,0.0408838,0.00775096,0.0185431,0.0123803,0,0,0.027684,0,0.0381174,0,0.0479516,0.01523,0.0258317,0.00377674,0.0191698,0.0267742,0.0075366,0.00918948,0.0073775,0.0373583,0,0.00706075,0.00732058,0.0300414,0.0148927,0.0116081,0.0431504,0.0185123,0,0,0,0,0,0.0335505,0,0
1617,0.0242607,0,0,0,0,0.0390612,0,0,0,0,0,0.0110514,0.0468534,0.00439592,0.0157134,0,0,0.0436712,0,0.0589662,0.0178451,0.030426,0.00896028,0.0270393,0.00638397,0.0208125,0.0595252,0.00434512,0.00870119,0.00897793,0.0445419,0.00423672,0.00495498,0.00438632,0.0358137,0.023258,0.0384231,0.0326022,0.0101956,0.00340481,0.0408602,0.00768179,0.0185672,0.0123056,0,0,0.0274881,0,0.0380505,0,0.0480002,0.0150909,0.025869,0.00377094,0.0191567,0.0261257,0.00753527,0.00915938,0.0073865,0.0373283,0,0.00707704,0.00747643,0.0296814,0.0150679,0.0115337,0.042375,0.0183119,0,0,0,0,0,0.0336172,0,0
1618,0.0239703,0,0,0,0,0.0384722,0,0,0,0,0,0.0109544,0.0466564,0.00445228,0.0159007,0,0,0.0432761,0,0.0591649,0.017714,0.0303775,0.00896999,0.0271611,0.00633685,0.0208507,0.0582746,0.00433171,0.00871924,0.00888168,0.0445402,0.00424261,0.00492545,0.00433134,0.0358231,0.0231056,0.0380958,0.0326336,0.0104072,0.00354203,0.0408277,0.00762788,0.0185763,0.0123641,0,0,0.0271986,0,0.0380169,0,0.047991,0.0149458,0.0259567,0.00382048,0.0191772,0.0254627,0.00758068,0.00918844,0.00747052,0.0373647,0,0.00710292,0.00759251,0.0292656,0.0153233,0.0114567,0.0415859,0.0181649,0,0,0,0,0,0.0337621,0,0
1619,0.0237202,0,0,0,0,0.0376164,0,0,0,0,0,0.0108188,0.0463939,0.00449565,0.0161333,0,0,0.0429819,0,0.0593246,0.0176153,0.030347,0.00900653,0.0273365,0.00629139,0.0207198,0.0571274,0.0043019,0.00867699,0.00872435,0.0445254,0.00425237,0.00491738,0.00440941,0.0357952,0.0229165,0.0378169,0.0326612,0.0105702,0.00363153,0.0407757,0.00754869,0.0183802,0.0125114,0,0,0.0267644,0,0.0380162,0,0.0479722,0.0147088,0.0261082,0.00388018,0.0190762,0.0246543,0.00761228,0.00918544,0.00745061,0.0373799,0,0.00709723,0.00769426,0.0286989,0.0157004,0.0113534,0.0406293,0.0181358,0,0,0,0,0,0.0338975,0,0
1620,0.0235694,0,0,0,0,0.0362294,0,0,0,0,0,0.0106881,0.0460911,0.00453366,0.0161144,0,0,0.0428457,0,0.0595149,0.0175762,0.030287,0.00903058,0.0274755,0.00624763,0.0203558,0.0560951,0.00423676,0.00857781,0.0086599,0.0444718,0.00428034,0.00493492,0.00445779,0.0357787,0.0227201,0.037625,0.0327101,0.0106708,0.00366524,0.0406582,0.00743423,0.0181471,0.0127643,0,0,0.0260901,0,0.0380247,0,0.0479417,0.0145084,0.0263202,0.00392908,0.0187983,0.0236277,0.00743038,0.009135,0.00748362,0.037403,0,0.00708955,0.00773901,0.0278783,0.0159565,0.0111972,0.0394314,0.0182366,0,0,0,0,0,0.0339806,0,0
1621,0.0235033,0,0,0,0,0.0344694,0,0,0,0,0,0.0105437,0.0457284,0.00457542,0.0157535,0,0,0.0428215,0,0.0597447,0.0176123,0.0301602,0.00903936,0.027475,0.00618324,0.0198563,0.0549171,0.00411606,0.00844703,0.00870462,0.0443663,0.00432197,0.00493769,0.00452757,0.0357961,0.0225386,0.0375739,0.0327933,0.0107593,0.00367637,0.0403593,0.00733584,0.0178913,0.013312,0,0,0.0247745,0,0.0379001,0,0.0479735,0.0143498,0.0265668,0.00396642,0.0184362,0.0221001,0.00722741,0.00918999,0.00751573,0.037392,0,0.00707585,0.00772158,0.0264993,0.0162462,0.0109377,0.0380915,0.0184831,0,0,0,0,0,0.0340581,0,0
1622,0.0232814,0,0,0,0,0.032165,0,0,0,0,0,0.0103263,0.0452276,0.00456973,0.0153768,0,0,0.0426725,0,0.0599884,0.017633,0.0299718,0.00907478,0.0275869,0.00609067,0.0191818,0.0529564,0.00396897,0.00829922,0.00857224,0.0442365,0.00440407,0.0049468,0.00459372,0.0358342,0.0222589,0.0375538,0.0328911,0.0108398,0.0036818,0.0398021,0.00721667,0.0175139,0.0144583,0,0,0.0218609,0,0.0376225,0,0.04804,0.0142039,0.0268732,0.0040039,0.017922,0.0195695,0.00742929,0.00941447,0.00744333,0.0373633,0,0.00701592,0.00765227,0.0236885,0.0167235,0.0104964,0.0361045,0.018811,0,0,0,0,0,0.034156,0,0
1623,0.0231187,0,0,0,0,0.0292191,0,0,0,0,0,0.0100379,0.0444918,0.0046804,0.0150012,0,0,0.0425752,0,0.0602268,0.0177032,0.0297321,0.0091827,0.027895,0.00601961,0.0182946,0.0504009,0.00379795,0.0081337,0.00829737,0.044008,0.00452452,0.00499098,0.00474013,0.0358723,0.0218742,0.0376761,0.0330066,0.0107887,0.00365579,0.039021,0.00707545,0.0169887,0.0163167,0,0,0.0170975,0,0.0372162,0,0.0481362,0.0140901,0.0271817,0.00399982,0.0172402,0.0164207,0.00889456,0.00934819,0.00725354,0.0373521,0,0.00695077,0.00748908,0.019399,0.0170145,0.00974639,0.0333623,0.0193265,0,0,0,0,0,0.034257,0,0
1624,0.023586,0,0,0,0,0.0262001,0,0,0,0,0,0.00982694,0.0434962,0.00493438,0.0146322,0,0,0.0428279,0,0.0604218,0.0179515,0.0293792,0.00931146,0.0282326,0.00591977,0.0173311,0.0480683,0.00353936,0.00800851,0.00796045,0.0436753,0.00471456,0.00507698,0.00491035,0.035932,0.0215103,0.0381761,0.0331623,0.0105593,0.00361198,0.0382564,0.00697268,0.016411,0.0185978,0,0,0.0117206,0,0.0367632,0,0.0483652,0.0139863,0.0273391,0.00393447,0.0165833,0.0137693,0.0096168,0.00905925,0.00713684,0.0373288,0,0.00691969,0.00723802,0.0146903,0.0168622,0.00883093,0.030025,0.0201817,0,0,0,0,0,0.0343714,0,0
