Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,IMUR_B,RTHII,RTHIA,,x82
29,0.0439064,0,0,0,0,0.0664771,0,0,0,0,0,0.00925018,0.014416,0.00481052,0.0316671,0,0,0.060067,0,0.0467097,0.0348647,0.0268215,0.0106938,0.0540335,0.0086958,0.0683647,0.0723994,0.00389854,0.00376268,0.00315201,0.0400872,0.00606078,0.0045732,0.00509437,0.0332884,0.00397983,0.0624952,0.0185984,0.0390667,0.0232997,0.0201991,0.00859416,0.0339697,0.02387,0,0,0.0348117,0,0.0266625,0.0119683,0.0469769,0.0264283,0.041814,0.0315475,0.0596468,0.0480915,0.016664,0.0195897,0.0224812,0.0271213,0.0123998,0.02463,0.0333499,0.0415292,0.0421899,0.00974388,0.0712484,0.0197434,0,0,0,0,0,0,0,0
30,0.0431302,0,0,0,0,0.0658502,0,0,0,0,0,0.00918608,0.0141876,0.00477971,0.0314278,0,0,0.0585541,0,0.0470863,0.0341644,0.0267727,0.0108175,0.0538432,0.0086331,0.0679912,0.0715493,0.0039147,0.00375894,0.00314871,0.0400213,0.00606529,0.00457335,0.00511259,0.0332861,0.00384179,0.0610928,0.0183179,0.0387234,0.0231818,0.0201135,0.00856731,0.0337077,0.0236067,0,0,0.0341531,0,0.0268658,0.0125904,0.0469596,0.0263632,0.0417159,0.0315583,0.0592859,0.0471768,0.0165521,0.0195122,0.0224387,0.0271583,0.0123396,0.0245508,0.0331995,0.0407674,0.0415518,0.00951371,0.0706567,0.0192306,0,0,0,0,0,0,0,0
31,0.0425757,0,0,0,0,0.0654868,0,0,0,0,0,0.00909459,0.0141457,0.00472432,0.0311618,0,0,0.0572925,0,0.047641,0.0335615,0.026725,0.010776,0.0537296,0.00859776,0.0676601,0.070773,0.00391768,0.00374337,0.00315687,0.0399352,0.00605029,0.00455391,0.00513224,0.0333054,0.0037279,0.0598418,0.0180463,0.0383661,0.0230742,0.019956,0.00848755,0.0334427,0.0234869,0,0,0.0338389,0,0.0270942,0.0132442,0.0469666,0.0263413,0.0416841,0.0315092,0.0589707,0.0465677,0.0164423,0.0193827,0.0223834,0.0271798,0.0123117,0.0244908,0.0330354,0.0403542,0.0417654,0.00928552,0.070284,0.0189101,0,0,0,0,0,0,0,0
32,0.0421371,0,0,0,0,0.0651939,0,0,0,0,0,0.00904056,0.0140505,0.00465533,0.0308343,0,0,0.0561877,0,0.0478743,0.0330204,0.026623,0.0107493,0.053807,0.00858992,0.0673309,0.0701269,0.00394576,0.00375455,0.00306348,0.0398551,0.00604728,0.00456299,0.00517943,0.0333466,0.00372293,0.0586531,0.0176641,0.037991,0.0229918,0.0198169,0.00836151,0.0331103,0.0234538,0,0,0.0333888,0,0.027318,0.0137985,0.0470013,0.0263418,0.0417646,0.0313041,0.0587279,0.0462867,0.0162603,0.0191521,0.0222639,0.0271972,0.0123046,0.0244009,0.032844,0.0400574,0.043334,0.00921747,0.0699835,0.0187017,0,0,0,0,0,0,0,0
33,0.0417141,0,0,0,0,0.065014,0,0,0,0,0,0.0090029,0.0139971,0.00469479,0.0305658,0,0,0.055425,0,0.0479851,0.0324973,0.0264726,0.0107999,0.053982,0.00858911,0.0671241,0.0699258,0.00400376,0.00379355,0.00293342,0.0397925,0.00607285,0.00460449,0.00523662,0.0333649,0.00380215,0.057923,0.0172081,0.037748,0.0228971,0.0196654,0.0081166,0.0328094,0.0234255,0,0,0.0330405,0,0.0273929,0.0142186,0.0470706,0.0263774,0.0419022,0.0309947,0.0586274,0.0461578,0.0160151,0.0189284,0.0221227,0.0272349,0.0122793,0.024298,0.032608,0.0399478,0.0453752,0.00933295,0.069778,0.0185535,0,0,0,0,0,0,0,0
34,0.0416377,0,0,0,0,0.0651126,0,0,0,0,0,0.00896141,0.0139651,0.00479655,0.0303985,0,0,0.0548382,0,0.0479619,0.0319637,0.026401,0.0107933,0.0540357,0.00862234,0.0670272,0.0695122,0.00400969,0.00382452,0.00283989,0.0398163,0.0061071,0.00465118,0.00524356,0.0333699,0.00371592,0.057388,0.016738,0.037542,0.0229773,0.0195268,0.00830009,0.0326027,0.0235518,0,0,0.0325704,0,0.0275825,0.0149914,0.0470904,0.0262871,0.0419402,0.0312236,0.0585492,0.0461864,0.0158668,0.0190248,0.0222453,0.0271641,0.0122397,0.0243751,0.0327751,0.0398835,0.046846,0.00917676,0.0696419,0.0184794,0,0,0,0,0,0,0,0
35,0.0415015,0,0,0,0,0.0652447,0,0,0,0,0,0.00894918,0.0139629,0.00479056,0.0303058,0,0,0.0544058,0,0.0479079,0.0315808,0.026383,0.0108115,0.0540485,0.00872201,0.0670495,0.0690328,0.00396771,0.00382589,0.00284454,0.0398245,0.00615694,0.00469637,0.00523118,0.0333346,0.00368957,0.056952,0.0162804,0.0373154,0.022978,0.0193863,0.00838434,0.0324793,0.0236027,0,0,0.032499,0,0.0277566,0.015819,0.0470886,0.0262434,0.0419425,0.0312717,0.058531,0.0462907,0.0156996,0.019033,0.0222621,0.0271274,0.0122107,0.0243788,0.032819,0.039877,0.0475144,0.00905422,0.069651,0.0183971,0,0,0,0,0,0,0,0
36,0.0415012,0,0,0,0,0.0653788,0,0,0,0,0,0.00887393,0.0141585,0.0047912,0.0302385,0,0,0.0540154,0,0.04813,0.0313192,0.0263941,0.0107738,0.0540066,0.00873953,0.0670911,0.0687,0.00399115,0.00381209,0.00289402,0.0396661,0.00611874,0.0046442,0.00520143,0.0333466,0.00352635,0.0565486,0.0158544,0.0369918,0.022956,0.0192609,0.00843204,0.0324099,0.0236497,0,0,0.0324061,0,0.0279761,0.0168582,0.0470641,0.0261887,0.0419304,0.0313247,0.0585089,0.0464959,0.0158642,0.0190618,0.0222687,0.0270919,0.0122089,0.0243676,0.0328122,0.0401256,0.0471985,0.00881941,0.0697571,0.0183605,0,0,0,0,0,0,0,0
37,0.0413788,0,0,0,0,0.0651056,0,0,0,0,0,0.00879793,0.0143998,0.00466374,0.0300596,0,0,0.0537206,0,0.0481225,0.0312613,0.0264016,0.0107464,0.0538912,0.00872953,0.0668404,0.0681279,0.00405432,0.00378623,0.0028607,0.0395807,0.00605408,0.00456365,0.00517836,0.033358,0.00336408,0.0561011,0.0153991,0.0366669,0.0229269,0.0179428,0.00848206,0.0322286,0.0235228,0,0,0.0323422,0,0.0289907,0.0180257,0.0470679,0.026143,0.0418976,0.0314244,0.0582222,0.0463936,0.0160364,0.0191158,0.0222877,0.0270627,0.0121837,0.0243533,0.032796,0.0401659,0,0.00850873,0.0694404,0.0183194,0,0,0,0,0,0,0,0
38,0.0415232,0,0,0,0,0.0654386,0,0,0,0,0,0.00879431,0.0144017,0.00467937,0.0299289,0,0,0.0534078,0,0.048093,0.031096,0.0263977,0.0107206,0.0539395,0.00870123,0.0669122,0.0678779,0.00406405,0.00378413,0.00284773,0.03963,0.0060293,0.00454986,0.00518308,0.0333504,0.00331602,0.0555599,0.0150215,0.0363457,0.0229105,0.0177201,0.00850371,0.0321651,0.0235624,0,0,0.0324082,0,0.0292601,0.0191876,0.047057,0.0261602,0.041925,0.0314581,0.0582659,0.0466853,0.0160577,0.0191116,0.0223229,0.0270364,0.0121782,0.0243755,0.0328006,0.0404728,0,0.00848289,0.0697095,0.018336,0,0,0,0,0,0,0,0
39,0.0416799,0,0,0,0,0.0658122,0,0,0,0,0,0.0087522,0.0146659,0.0048653,0.0297388,0,0,0.0531456,0,0.0484662,0.0308795,0.0263524,0.0107191,0.0540003,0.00875694,0.0670382,0.0675366,0.00407845,0.00381592,0.00285447,0.0397702,0.0060555,0.00456969,0.00520014,0.0333072,0.00326202,0.0546833,0.0147417,0.0359209,0.0228884,0.0175258,0.00850114,0.0321633,0.0236354,0,0,0.032582,0,0.0294807,0.0203928,0.0470594,0.0261867,0.0419528,0.0314304,0.05832,0.047064,0.0160442,0.0191282,0.0223342,0.0269842,0.0122284,0.0243801,0.0327919,0.0408144,0,0.00838713,0.0699816,0.0183616,0,0,0,0,0,0,0,0
40,0.0416986,0,0,0,0,0.065977,0,0,0,0,0,0.00862785,0.0148985,0.0048914,0.0296989,0,0,0.0527775,0,0.0485884,0.0306766,0.0263154,0.0106431,0.0540098,0.00880066,0.0671163,0.0670595,0.00412768,0.00381996,0.00282312,0.0397963,0.00602191,0.00455821,0.00517227,0.0332918,0.00311494,0.0539298,0.0143748,0.0354967,0.0228653,0.0174098,0.00853054,0.0322068,0.0236802,0,0,0.0326498,0,0.0296976,0.0216136,0.047055,0.0262251,0.041976,0.0313919,0.0583324,0.0474384,0.016108,0.01916,0.0223187,0.0269635,0.0122102,0.0243727,0.0327793,0.0411378,0,0.00818866,0.070113,0.0183424,0,0,0,0,0,0,0,0
41,0.0417893,0,0,0,0,0.0661067,0,0,0,0,0,0.00849543,0.0148252,0.00477628,0.0297123,0,0,0.0523333,0,0.0483923,0.0305263,0.026306,0.0105522,0.0539893,0.00877935,0.0671212,0.0667541,0.00420096,0.00382418,0.00287956,0.0397388,0.00594337,0.0044955,0.00510346,0.0333115,0.0029535,0.0534248,0.0141162,0.0351109,0.0228361,0.0174192,0.00855882,0.0322277,0.0237163,0,0,0.0326287,0,0.0299715,0.0226239,0.0470448,0.0262891,0.0419932,0.0313847,0.0583033,0.0477543,0.0162197,0.0192009,0.022354,0.0269432,0.0121883,0.0244008,0.0327528,0.0413853,0,0.00796338,0.0702076,0.0183688,0,0,0,0,0,0,0,0
42,0.0419689,0,0,0,0,0.0662226,0,0,0,0,0,0.00839241,0.0149511,0.00463131,0.0296703,0,0,0.0519481,0,0.0486328,0.0302935,0.0263259,0.0105338,0.0539645,0.00871819,0.0670556,0.0666034,0.00425649,0.00383848,0.00308813,0.0397042,0.00585906,0.00442094,0.00504102,0.0333379,0.00280765,0.0530892,0.0140298,0.0346482,0.0228119,0.0173924,0.0085619,0.0322258,0.0237313,0,0,0.0327239,0,0.0302029,0.0234646,0.0470372,0.0263575,0.0420016,0.0314047,0.0582341,0.0480327,0.0161664,0.0192148,0.0223854,0.0269451,0.0121887,0.0244327,0.0327612,0.0416152,0,0.00780684,0.0702662,0.018462,0,0,0,0,0,0,0,0
43,0.0420396,0,0,0,0,0.0662973,0,0,0,0,0,0.00825633,0.01509,0.00468798,0.0296626,0,0,0.0515626,0,0.048772,0.0299581,0.0263475,0.0105789,0.0539065,0.00870224,0.0669641,0.0663338,0.00434294,0.0038526,0.00320545,0.0396983,0.00580263,0.00437996,0.00499886,0.0333286,0.0026644,0.0526408,0.013931,0.0341722,0.0227768,0.0173545,0.00854814,0.032235,0.0237023,0,0,0.0328193,0,0.0303994,0.0240639,0.0470107,0.0263875,0.0420124,0.03141,0.0581467,0.0482218,0.0158358,0.0192681,0.0224132,0.0269552,0.0122167,0.0244429,0.0327296,0.0417991,0,0.00756515,0.0702502,0.0185183,0,0,0,0,0,0,0,0
44,0.0421061,0,0,0,0,0.0662454,0,0,0,0,0,0.00812534,0.0153027,0.0046817,0.0297082,0,0,0.0511733,0,0.0492196,0.0296694,0.0263557,0.0104905,0.053862,0.0087479,0.0668479,0.0660826,0.00444241,0.00387507,0.00318853,0.0397047,0.00575817,0.00433337,0.00496409,0.0333226,0.00251814,0.0521708,0.0139725,0.0337439,0.02275,0.0173678,0.00855152,0.0322454,0.0236541,0,0,0.032806,0,0.0306126,0.0244915,0.046975,0.0264187,0.0420383,0.031438,0.0580404,0.0483287,0.0157161,0.0192967,0.0224496,0.0269683,0.0122603,0.0244482,0.0327197,0.0419427,0,0.0072995,0.0702486,0.0186325,0,0,0,0,0,0,0,0
45,0.0420647,0,0,0,0,0.0660741,0,0,0,0,0,0.00798751,0.0154616,0.0045787,0.0296954,0,0,0.0507944,0,0.0495981,0.0293793,0.0263418,0.0103963,0.0537581,0.00873104,0.0667032,0.0656633,0.00447909,0.00390397,0.00313142,0.0397152,0.0057085,0.00429152,0.0049283,0.033334,0.00239619,0.0515412,0.0140618,0.0333381,0.0227117,0.0174376,0.00858639,0.0322502,0.0235881,0,0,0.0328387,0,0.0308211,0.0248019,0.0469547,0.0264335,0.042052,0.0314377,0.0579189,0.0483715,0.0156712,0.0192683,0.0224406,0.0269682,0.012251,0.0244234,0.0326989,0.0420155,0,0.00709096,0.0700462,0.0187339,0,0,0,0,0,0,0,0
46,0.0419453,0,0,0,0,0.0658187,0,0,0,0,0,0.00787765,0.0155968,0.00446139,0.0295868,0,0,0.0505577,0,0.0498451,0.0291458,0.0263349,0.0103414,0.0536217,0.00857631,0.0664847,0.0652109,0.00443337,0.00393626,0.00317486,0.0397116,0.0056684,0.00424266,0.00488895,0.0333495,0.00231983,0.0509385,0.0141456,0.0329527,0.022675,0.0175714,0.00861039,0.0321872,0.0235041,0,0,0.0328516,0,0.0309987,0.0249812,0.046942,0.0264244,0.0420218,0.0313994,0.0577413,0.0483227,0.0156305,0.0192187,0.0224125,0.0269713,0.0122334,0.0244096,0.0326519,0.0419675,0,0.00684838,0.0696554,0.0188323,0,0,0,0,0,0,0,0
47,0.0417988,0,0,0,0,0.0656149,0,0,0,0,0,0.00781385,0.0156297,0.00451225,0.0294266,0,0,0.0503757,0,0.0499252,0.0289169,0.0263353,0.0103092,0.0535031,0.00829342,0.0662067,0.0648138,0.00441945,0.00395946,0.00316686,0.0397093,0.00566325,0.00420494,0.00485891,0.0333596,0.00227442,0.050474,0.0141911,0.0325938,0.0226727,0.0177471,0.00864886,0.0320854,0.0233814,0,0,0.0327422,0,0.0311398,0.0249551,0.0469318,0.0264336,0.0419881,0.0313664,0.0575036,0.0481413,0.0155937,0.0191367,0.0223894,0.0269803,0.0122112,0.0243786,0.0326327,0.0418101,0,0.00644626,0.0692193,0.0189431,0,0,0,0,0,0,0,0
48,0.0419469,0,0,0,0,0.0660152,0,0,0,0,0,0.0078228,0.015509,0.00461141,0.0294157,0,0,0.0500079,0,0.0498524,0.0285421,0.0263326,0.0102977,0.0535567,0.00821128,0.0662948,0.0647968,0.00445643,0.00394798,0.00319419,0.0396972,0.00564439,0.0041949,0.00485643,0.0333672,0.00227608,0.0501252,0.0141151,0.0322358,0.0227219,0.018912,0.00865703,0.0321493,0.0235061,0,0,0.0328264,0,0.0307467,0.0250318,0.0469388,0.0264922,0.0420545,0.0313235,0.05762,0.0484877,0.0155444,0.0190736,0.0223984,0.0270236,0.0122085,0.0243919,0.0326748,0.0421626,0.0548946,0.00561341,0.0694857,0.0190875,0,0,0,0,0,0,0,0
49,0.0418572,0,0,0,0,0.0657153,0,0,0,0,0,0.00781348,0.015405,0.00471438,0.0291692,0,0,0.0495798,0,0.0493267,0.0283753,0.0263337,0.0102984,0.0535029,0.00824146,0.0660955,0.0643632,0.00443878,0.00391565,0.0032077,0.0396861,0.00564833,0.0042279,0.00486066,0.0333676,0.00230621,0.0497365,0.0139278,0.0319354,0.0227288,0.0191187,0.00863684,0.0320985,0.0234817,0,0,0.0326958,0,0.0309682,0.0250166,0.0469879,0.0265217,0.042082,0.0313645,0.0574516,0.0484843,0.0155346,0.0190956,0.0224295,0.0270102,0.0122344,0.0244264,0.0327,0.0421123,0.0546783,0.00535149,0.0692391,0.0191473,0,0,0,0,0,0,0,0
50,0.0412779,0,0,0,0,0.0644413,0,0,0,0,0,0.00781721,0.015585,0.00468072,0.028475,0,0,0.0494491,0,0.0491409,0.0283672,0.0263366,0.0103224,0.0532588,0.00821518,0.0652962,0.0633781,0.00437647,0.00386469,0.00315394,0.039677,0.00567019,0.00423783,0.00486873,0.0333722,0.0023426,0.0493821,0.0139355,0.03158,0.0227274,0.0184794,0.0086604,0.0316954,0.0230784,0,0,0.0324545,0,0.0317069,0.0244596,0.0470101,0.0265093,0.0419643,0.0314243,0.0567301,0.0477908,0.0155399,0.0191162,0.0224512,0.0270077,0.0122449,0.0244232,0.0326892,0.0414433,0,0.00540853,0.068074,0.019039,0,0,0,0,0,0,0,0
51,0.0411012,0,0,0,0,0.0648725,0,0,0,0,0,0.00802029,0.0159063,0.00462602,0.0285309,0,0,0.049131,0,0.0500594,0.0277982,0.0263634,0.0103083,0.0534853,0.0080846,0.0656248,0.0634306,0.00426912,0.00384087,0.00303361,0.0396678,0.00565998,0.00426203,0.00488139,0.0333939,0.00250926,0.0491826,0.0141257,0.031141,0.0228432,0.0193262,0.00867664,0.0317134,0.0231225,0,0,0.0323901,0,0.0313326,0.024811,0.046985,0.0265362,0.0420338,0.0313358,0.0570761,0.0482743,0.0154927,0.0190335,0.0224643,0.0271085,0.0122733,0.0244568,0.0328483,0.0418537,0.0532701,0.00498666,0.0685851,0.0188232,0,0,0,0,0,0,0,0
52,0.0406943,0,0,0,0,0.0646154,0,0,0,0,0,0.00812235,0.0161849,0.00462864,0.0286202,0,0,0.0489498,0,0.0504914,0.0274993,0.0264019,0.0102676,0.0535767,0.0080263,0.0655821,0.0629222,0.00434079,0.00379079,0.00291866,0.0396854,0.00564373,0.00427358,0.0048775,0.0334195,0.0026403,0.0488763,0.0143024,0.030716,0.0228609,0.0193687,0.0086762,0.0316153,0.0230006,0,0,0.032331,0,0.0313017,0.024855,0.0469685,0.0265398,0.0420739,0.0313617,0.0570654,0.0482923,0.0154892,0.0190186,0.0224935,0.0270894,0.012267,0.0244729,0.0329016,0.0418268,0.0530032,0.00500942,0.0682572,0.0185943,0,0,0,0,0,0,0,0
53,0.040161,0,0,0,0,0.0642091,0,0,0,0,0,0.00811226,0.0162135,0.00463424,0.0284789,0,0,0.0488255,0,0.0505994,0.0270819,0.0264084,0.0102874,0.053554,0.00796575,0.0654526,0.0624259,0.00465154,0.00372262,0.00285712,0.039695,0.00562137,0.0042635,0.00487843,0.0334394,0.00269026,0.0484983,0.0145161,0.0302638,0.0229057,0.0194515,0.0086811,0.0314549,0.0228234,0,0,0.0323813,0,0.0313628,0.0248886,0.0469703,0.0265794,0.0420705,0.0314018,0.0569809,0.0481825,0.0154551,0.0190147,0.0225707,0.0270857,0.0123139,0.0245609,0.0329469,0.0417596,0.0526183,0.00500128,0.0679166,0.0183058,0,0,0,0,0,0,0,0
54,0.0394668,0,0,0,0,0.0637233,0,0,0,0,0,0.00803431,0.0164075,0.0046915,0.0280754,0,0,0.0485971,0,0.0507612,0.0264922,0.0264047,0.0103314,0.0534363,0.00795053,0.0651821,0.0616805,0.00475453,0.00364634,0.00286228,0.0396952,0.00560487,0.00424666,0.00486077,0.0334417,0.00269758,0.0479827,0.0147848,0.0295856,0.0230015,0.0195813,0.00870699,0.0312332,0.0226162,0,0,0.0323264,0,0.0314039,0.0249884,0.0469962,0.0266544,0.0420045,0.0314277,0.0567899,0.0480082,0.0153865,0.0189767,0.0226321,0.0270855,0.0123582,0.0246466,0.0330601,0.0416753,0.0520958,0.00501633,0.06755,0.0178882,0,0,0,0,0,0,0,0
55,0.0380758,0,0,0,0,0.0631209,0,0,0,0,0,0.0079383,0.0175457,0.00466037,0.0276314,0,0,0.0478899,0,0.0510971,0.0246491,0.0264542,0.010217,0.0533076,0.00798947,0.0646693,0.0594528,0.0047099,0.00362468,0.00285371,0.0397432,0.00557792,0.00419503,0.00481768,0.0334357,0.00263951,0.0466419,0.0154171,0.0271719,0.0230991,0.0198333,0.00875564,0.0308428,0.0224554,0,0,0.0325795,0,0.031216,0.0253526,0.0469643,0.0267578,0.0417446,0.0314274,0.0563832,0.0481714,0.0153508,0.0189336,0.022724,0.0271512,0.012405,0.0247511,0.033201,0.042042,0.051923,0.00526943,0.0669474,0.0168887,0,0,0,0,0,0,0,0
56,0.0368987,0,0,0,0,0.0626505,0,0,0,0,0,0.00786348,0.018557,0.00469276,0.0273358,0,0,0.0469348,0,0.0513881,0.0231761,0.0264629,0.0101511,0.0531945,0.00805682,0.0643412,0.0573635,0.00465586,0.00367385,0.00285594,0.0397576,0.00555591,0.00415656,0.004807,0.0334506,0.00255488,0.0451149,0.015864,0.0249431,0.0231687,0.0200099,0.00879968,0.0305447,0.022453,0,0,0.0328235,0,0.0311085,0.0256785,0.0469455,0.0268396,0.0415725,0.0314382,0.0561189,0.048237,0.015332,0.0189042,0.0228143,0.0272255,0.0124661,0.024828,0.0333323,0.0423485,0.0521801,0.00561206,0.0664983,0.0161215,0,0,0,0,0,0,0,0
57,0.0358239,0,0,0,0,0.0622934,0,0,0,0,0,0.00783511,0.0193746,0.00475797,0.0270863,0,0,0.0457281,0,0.0517781,0.021967,0.0265256,0.0101357,0.0530058,0.00814784,0.0640646,0.0555487,0.00462595,0.00372654,0.00283818,0.0397915,0.0055518,0.004173,0.00480242,0.0334851,0.00252915,0.0435157,0.0165617,0.023093,0.0232147,0.0201992,0.00883808,0.0302956,0.0225288,0,0,0.0331345,0,0.0310362,0.0261273,0.0468792,0.0269239,0.0413835,0.0314477,0.0558357,0.0482702,0.0153236,0.0188551,0.0228677,0.0272612,0.0124965,0.0248634,0.0334144,0.0427139,0.0523682,0.00615618,0.0661811,0.0154539,0,0,0,0,0,0,0,0
58,0.0346141,0,0,0,0,0.0620125,0,0,0,0,0,0.00779627,0.0203242,0.00474163,0.0268295,0,0,0.0443677,0,0.052182,0.0205648,0.0266716,0.0101483,0.0526319,0.00801628,0.0637243,0.0536227,0.00460815,0.00377744,0.00283441,0.0398591,0.00555313,0.00415632,0.00478994,0.0335248,0.00251461,0.0417314,0.0173285,0.0210679,0.0232498,0.0204475,0.00889725,0.0300541,0.0227382,0,0,0.0334884,0,0.0308972,0.026766,0.0467599,0.0270055,0.0410868,0.0314307,0.0554181,0.0483105,0.015302,0.0187642,0.0228606,0.0272674,0.0124902,0.0248796,0.0334739,0.0431256,0.0522754,0.00695342,0.0658429,0.0147507,0,0,0,0,0,0,0,0
59,0.0332291,0,0,0,0,0.0615195,0,0,0,0,0,0.00773343,0.0216023,0.00471325,0.0264494,0,0,0.0430117,0,0.0526253,0.0188088,0.0267664,0.0101373,0.0522877,0.00796622,0.0631039,0.051379,0.00467483,0.00379143,0.00286083,0.0399079,0.00554922,0.00413916,0.00477272,0.033547,0.00248435,0.0396814,0.0181464,0.0185866,0.0233261,0.0207498,0.00893352,0.0296837,0.0231956,0,0,0.0337982,0,0.030699,0.0273899,0.0467196,0.027062,0.0408026,0.0314422,0.0548008,0.0483732,0.0153174,0.0187526,0.0228842,0.0273042,0.0125181,0.0249235,0.0335854,0.0435685,0.0531427,0.00780724,0.0653551,0.0140577,0,0,0,0,0,0,0,0
60,0.0318095,0,0,0,0,0.060938,0,0,0,0,0,0.00767656,0.0226909,0.00458655,0.0259666,0,0,0.0417557,0,0.0531494,0.0171323,0.0267778,0.010124,0.0519791,0.00801658,0.0623244,0.048961,0.00474582,0.00379426,0.00291625,0.0399275,0.00553951,0.00414835,0.00477042,0.0335639,0.00242911,0.0377488,0.0190636,0.0163209,0.023379,0.0210941,0.00894896,0.0292379,0.0239942,0,0,0.0341268,0,0.030627,0.027894,0.0467238,0.027084,0.0405754,0.031384,0.0540705,0.048492,0.0153583,0.0187746,0.0229175,0.0273541,0.0125294,0.0249534,0.0336545,0.0441487,0.0547845,0.00865874,0.0647736,0.0135712,0,0,0,0,0,0,0,0
61,0.0302991,0,0,0,0,0.0602013,0,0,0,0,0,0.00760878,0.0236206,0.00465185,0.0252509,0,0,0.0405735,0,0.0535021,0.015525,0.0267625,0.0101569,0.0515151,0.00819525,0.0611267,0.0463112,0.00459471,0.0038378,0.00295663,0.0399514,0.00555785,0.00418044,0.00478989,0.0335999,0.00241087,0.0356336,0.0202365,0.0141916,0.0233622,0.0213835,0.00901733,0.0285492,0.024969,0,0,0.0343988,0,0.0306092,0.0277643,0.0467231,0.0270513,0.0402748,0.0313163,0.0529441,0.048465,0.0153932,0.0187944,0.0229262,0.0274014,0.0125521,0.0249403,0.0335872,0.0446664,0.054981,0.00901763,0.0639077,0.0133054,0,0,0,0,0,0,0,0
62,0.0287841,0,0,0,0,0.0592699,0,0,0,0,0,0.0074661,0.0250519,0.00466256,0.0243769,0,0,0.0394944,0,0.0538144,0.0137033,0.0267776,0.0101896,0.0508967,0.00833395,0.0595235,0.0429328,0.0043588,0.00386384,0.00293209,0.0399489,0.00557009,0.00416428,0.004797,0.0336412,0.00236063,0.0330194,0.0216012,0.011889,0.0233379,0.0218239,0.00911054,0.0276583,0.026503,0,0,0.0347586,0,0.0305233,0.0272496,0.0466899,0.0270212,0.0398368,0.031247,0.0514399,0.0487134,0.0154954,0.0187623,0.0229069,0.0274876,0.0125564,0.0248986,0.0335169,0.0452575,0.0543332,0.00905652,0.0628272,0.013451,0,0,0,0,0,0,0,0
63,0.0275564,0,0,0,0,0.0582671,0,0,0,0,0,0.00735976,0.0273221,0.00478416,0.0228877,0,0,0.0365692,0,0.0546847,0.0109851,0.026756,0.0102385,0.0499465,0.00826301,0.0569435,0.0389141,0.0046345,0.00392312,0.00289732,0.0398615,0.00559906,0.00419184,0.00484973,0.0337413,0.00234123,0.029006,0.0230902,0.00840172,0.0233196,0.0225188,0.00924571,0.0261155,0.0282826,0,0,0.0348796,0,0.0304689,0.0264066,0.0466051,0.0270088,0.0392193,0.0310371,0.0490682,0.0490525,0.0156726,0.0186284,0.0228651,0.027744,0.0125267,0.0248382,0.0334316,0.0455852,0.0535389,0.0087087,0.0614242,0.0139041,0,0,0,0,0,0,0,0
64,0.0268321,0,0,0,0,0.0578463,0,0,0,0,0,0.00726921,0.030744,0.00470647,0.0210907,0,0,0.0290809,0,0.0553475,0.00723239,0.0267611,0.0101911,0.048828,0.00796148,0.0536639,0.034786,0.00594836,0.00384117,0.00293587,0.0397733,0.00552899,0.00418586,0.00482623,0.0338353,0.0025281,0.023253,0.0245703,0.00479426,0.0231701,0.0231074,0.00931287,0.0242021,0.030122,0,0,0.0349078,0,0.0301027,0.0258326,0.0465017,0.0269695,0.0384734,0.0307058,0.046117,0.0499199,0.0156141,0.0184534,0.0227253,0.0280468,0.0124958,0.0246842,0.0331878,0.0461034,0.0527815,0.00866751,0.0606401,0.0144727,0,0,0,0,0,0,0,0
65,0.0263623,0,0,0,0,0.0590559,0,0,0,0,0,0.00696988,0.0367565,0.00459841,0.0194675,0,0,0.0128057,0,0.0561829,0.0142781,0.0268475,0.010118,0.0478303,0.00780096,0.0503615,0.0317383,0.00573425,0.00377055,0.00295535,0.0397957,0.00544134,0.00412679,0.0047696,0.0339104,0.0026966,0.0215397,0.0256041,0.0155186,0.0230022,0.0237864,0.00937726,0.0222898,0.0309005,0,0,0.0352233,0,0.029578,0.0255508,0.0463523,0.0269572,0.0376247,0.0304943,0.0431731,0.0514091,0.0153702,0.018339,0.0226234,0.0283026,0.0125188,0.0245474,0.0329242,0.0469113,0.0516588,0.00878285,0.0619106,0.0139129,0,0,0,0,0,0,0,0
