Timestep,,C7,CBL,CBR,CFL,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRB,STRN,T10,x71,x72,x73,IMUR_M,RASI,RWRA,CFR
30,0,0.0138168,0,0,0,0.0216888,0,0,0,0,0,0.0143375,0.0435945,0.0137683,0.0118041,0,0,0.0159625,0,0.0585037,0.00326359,0.0315098,0.0302474,0.0273706,0.00412844,0.0203043,0.0128971,0.0101769,0.0100866,0.00456327,0.0427976,0.0125493,0.0134283,0.0111008,0.0276265,0.00954535,0.0146464,0.0271562,0.00523673,0.0109958,0.0459468,0.0060307,0.0194029,0,0,0.0240989,0,0.0361573,0.00864912,0.0469855,0.00525329,0.0311488,0.0130986,0.0191646,0.0114265,0.0102318,0.0261224,0.0140124,0.0172456,0.00740104,0.0354901,0.00397344,0.00668682,0.0158436,0.0203165,0.0814043,0.0244982,0.0104898,0,0,0,0,0.010398,0,0
31,0,0.0139743,0,0,0,0.0213078,0,0,0,0,0,0.013453,0.0435056,0.0136353,0.0104645,0,0,0.0162202,0,0.0584853,0.0034786,0.0312687,0.0302282,0.0282213,0.00425334,0.0179267,0.0127523,0.0100582,0.0101302,0.00427866,0.0425107,0.0123673,0.0130991,0.0109971,0.0278382,0.00851178,0.0147828,0.0271076,0.00521226,0.0109074,0.0459556,0.00580362,0.02004,0,0,0.0235688,0,0.0361301,0.00830553,0.0473381,0.00490961,0.031221,0.0133493,0.0169657,0.0112622,0.00987731,0.0262866,0.0138328,0.016859,0.00696767,0.0349841,0.00352266,0.00656241,0.0161895,0.019725,0.0817156,0.0238564,0.0106529,0,0,0,0,0,0,0
32,0,0.0137598,0,0,0,0.0215318,0,0,0,0,0,0.0132549,0.043518,0.0135835,0,0,0,0.0164064,0,0.0585275,0.0034866,0.0312517,0.0303106,0.0279603,0.00438267,0.0197045,0.0131548,0.00985635,0.00989496,0.00401211,0.0421924,0.0122242,0.0128357,0.0109298,0.0280287,0.00807215,0.0150562,0.0271053,0.00529406,0.0109675,0.0458504,0.00595385,0.0196356,0,0,0.0241766,0,0.0361726,0.00844661,0.0474117,0.00512077,0.0304213,0.0138089,0.0178305,0.0114091,0.0100649,0.0261141,0.0141657,0.0171959,0.00699483,0.0351323,0.00350626,0.00656521,0.0164989,0.0204774,0.0817103,0.0242645,0.0100755,0,0,0,0,0.0107153,0,0
33,0,0.0134986,0,0,0,0.0215533,0,0,0,0,0,0.0128792,0.0435867,0.0129832,0.0136975,0,0,0.0166684,0,0.0586054,0.00357055,0.0312332,0.0299458,0.026933,0.00406467,0.0222931,0.0134941,0.00987575,0.00990737,0.00358023,0.041599,0.0117253,0.012296,0.0105677,0.0282248,0.00697981,0.0156067,0.0271674,0.0053782,0.0103726,0.0457222,0.00630063,0.018722,0,0,0.0245732,0,0.0363564,0.00850131,0.0471206,0.00570934,0.0303294,0.0143248,0.0198287,0.0113466,0.0101887,0.0259624,0.0145606,0.0175612,0.00734066,0.0352541,0.00352158,0.00678127,0.0177211,0.0212454,0.0816837,0.0244301,0.00948108,0,0,0,0,0.012934,0,0
34,0,0.0144208,0,0,0,0.0231801,0,0,0,0,0,0.0118766,0.0435228,0.0126494,0.013314,0,0,0.0166124,0,0.058846,0.00332868,0.0312513,0.0294204,0.0273525,0.00404204,0.0213009,0.0148486,0.00962074,0.00953368,0.00336498,0.0413055,0.0113768,0.0118753,0.0101854,0.0282693,0.00692978,0.015278,0.0271215,0.00550827,0.010981,0.0459164,0.00570551,0.021668,0,0,0.0254479,0,0.0357199,0.00889885,0.0471085,0.0054237,0.0303619,0.0132057,0.0188308,0.0133401,0.0101194,0.0261242,0.0142561,0.0172629,0.00687831,0.0351746,0.00336132,0.00638792,0.0158568,0.0211537,0.0822845,0.0263094,0.010564,0,0,0,0,0.0124615,0,0
35,0,0.0144524,0,0,0,0.0234362,0,0,0,0,0,0.0111571,0.0434273,0.01242,0.0132176,0,0,0.0167112,0,0.0588878,0.00331737,0.0312345,0.0287601,0.0274961,0.0040488,0.0211123,0.0151498,0.00953598,0.00954098,0.00328319,0.0410483,0.0110985,0.0117144,0.00991603,0.0283215,0.00640061,0.0152747,0.0270907,0.00557282,0.0110675,0.0459102,0.00570829,0.0221398,0,0,0.0256091,0,0.0356169,0.00891927,0.0471076,0.00568689,0.0302608,0.0126572,0.0183745,0.0137359,0.0101231,0.0261403,0.0141606,0.017185,0.00663337,0.0351091,0.00298133,0.00620761,0.0157638,0.0211403,0.082442,0.0266015,0.0106407,0,0,0,0,0.0124724,0,0
36,0,0.0144609,0,0,0,0.023655,0,0,0,0,0,0.0107102,0.0432529,0.0122222,0.0128703,0,0,0.01673,0,0.0589005,0.00331273,0.0311108,0.0282339,0.0276754,0.00410816,0.0206825,0.0153104,0.0095135,0.009758,0.00333605,0.0408816,0.0108966,0.0114464,0.00968537,0.0283437,0.00597872,0.0152526,0.0270447,0.00560382,0.0110267,0.0458968,0.00561778,0.022597,0,0,0.0256872,0,0.035514,0.00896213,0.0471633,0.00578759,0.0301377,0.0123108,0.0177052,0.0141319,0.0100946,0.026148,0.014041,0.0170813,0.00645958,0.0350494,0.00283315,0.00612329,0.0156113,0.0210398,0.0826342,0.0268471,0.0107873,0,0,0,0,0.012176,0,0
37,0,0.0144967,0,0,0,0.0239216,0,0,0,0,0,0.0105942,0.0430284,0.0122059,0,0,0,0.0166916,0,0.0588925,0.00333986,0.0307786,0.028086,0.0281781,0.00424922,0.0193775,0.0151567,0.0094862,0.0100224,0.00359203,0.0408227,0.0108083,0.0114508,0.00958042,0.0283004,0.005786,0.0151295,0.0269722,0.00563622,0.0109944,0.0458899,0.00546781,0.023226,0,0,0.0256289,0,0.0353925,0.00892998,0.0475196,0.00571596,0.0299671,0.0121873,0.0162772,0.0146653,0.0100502,0.0260598,0.0139517,0.0169494,0.00632704,0.0349002,0.00278485,0.00616714,0.0157115,0.020706,0.0828245,0.0270824,0.011005,0,0,0,0,0.0111961,0,0
38,0,0.0144213,0,0,0,0.0242802,0,0,0,0,0,0.0104077,0.0430028,0.0120933,0,0,0,0.0166307,0,0.0589427,0.00337003,0.0305888,0.0280659,0.0281395,0.00430175,0.0191929,0.0153626,0.00964975,0.0103454,0.00383294,0.0408579,0.0106801,0.0111324,0.00943279,0.0283749,0.00550009,0.0151598,0.0270135,0.00559852,0.01079,0.0458416,0.00533992,0.0236319,0,0,0.0257558,0,0.0352956,0.00898508,0.0476057,0.00572097,0.0298696,0.0122875,0.0158664,0.0151575,0.0100607,0.0260114,0.0139313,0.0169302,0.0063622,0.0348152,0.0029468,0.00616178,0.0155442,0.0206197,0.082949,0.0275004,0.0111022,0,0,0,0,0.0109496,0,0
39,0,0.014385,0,0,0,0.0246693,0,0,0,0,0,0.0101623,0.042965,0.0120555,0,0,0,0.0165537,0,0.0589721,0.00344268,0.0304566,0.0281195,0.0280205,0.00442709,0.0189308,0.015582,0.00985867,0.0106173,0.00405225,0.0408581,0.0106833,0.0110027,0.0093923,0.0284588,0.00530274,0.0151856,0.0270789,0.00559977,0.0106479,0.0457992,0.00527455,0.0241212,0,0,0.0258894,0,0.0351922,0.00904507,0.0476714,0.00567897,0.0297571,0.0124897,0.0153925,0.0156999,0.0100648,0.0259889,0.0139041,0.0169131,0.00641182,0.0347271,0.00291003,0.0061545,0.0153687,0.0205015,0.0830734,0.0279219,0.0111988,0,0,0,0,0.010558,0,0
40,0,0.0143823,0,0,0,0.0251316,0,0,0,0,0,0.0100198,0.0428826,0.0120057,0,0,0,0.0164091,0,0.0590108,0.00356677,0.0304244,0.0280815,0.0278736,0.00452872,0.0186528,0.0157935,0.0100262,0.0107744,0.00417705,0.0408689,0.0106295,0.0110874,0.0093422,0.0285282,0.00524539,0.0151909,0.0271337,0.00560298,0.0105777,0.0457653,0.00527924,0.0246553,0,0,0.0260164,0,0.0350858,0.00908597,0.0477002,0.005557,0.0297545,0.0126412,0.0150725,0.0162835,0.010045,0.0260043,0.0138641,0.0168837,0.00647205,0.0346317,0.00296185,0.00615265,0.0152131,0.0203695,0.0832581,0.0284093,0.0113146,0,0,0,0,0.0101355,0,0
41,0,0.0145064,0,0,0,0.0256357,0,0,0,0,0,0.00995526,0.0427911,0.0118982,0,0,0,0.0162456,0,0.059052,0.00368453,0.0303851,0.0279062,0.0277327,0.00464437,0.0183434,0.0158604,0.0101641,0.0108586,0.00416239,0.0408633,0.0104728,0.0111869,0.00923795,0.0286079,0.00526631,0.0151754,0.0271471,0.00556167,0.01057,0.045711,0.00533665,0.0252538,0,0,0.0261324,0,0.0349698,0.00914922,0.0477689,0.00555937,0.029655,0.012701,0.0146989,0.0169868,0.00999341,0.0260342,0.0138119,0.0168329,0.0064394,0.0345736,0.00296644,0.00615694,0.0151705,0.0202234,0.0834757,0.0288813,0.0114222,0,0,0,0,0.00969961,0,0
42,0,0.0147204,0,0,0,0.0261785,0,0,0,0,0,0.00982049,0.0426765,0.0118033,0,0,0,0.0160496,0,0.059077,0.00377343,0.030385,0.0275792,0.0275792,0.00485457,0.0180401,0.0158503,0.0102078,0.010853,0.00410809,0.0407784,0.0103364,0.0109838,0.00914065,0.0286755,0.00523444,0.0151819,0.0271338,0.0054778,0.0105276,0.0456391,0.00535116,0.0258536,0,0,0.026215,0,0.0348591,0.00923116,0.0478129,0.00560984,0.0296182,0.0127506,0.0143531,0.0177691,0.00999781,0.0260654,0.0137903,0.0167987,0.00647487,0.0345182,0.00299356,0.00620212,0.0151499,0.0200868,0.0837002,0.0293534,0.0115762,0,0,0,0,0.00931953,0,0
43,0,0.0149183,0,0,0,0.0267117,0,0,0,0,0,0.0096565,0.0425503,0.0116656,0,0,0,0.0158151,0,0.0591373,0.0038435,0.0304589,0.0269851,0.0274151,0.00503263,0.0178628,0.0159343,0.0101316,0.0107257,0.00399094,0.0406463,0.0101709,0.0108208,0.00897581,0.028709,0.00512738,0.0152294,0.0270995,0.00538734,0.0104854,0.0455292,0.00536982,0.0263885,0,0,0.0262982,0,0.0347367,0.00936542,0.0478112,0.00569358,0.0297243,0.0127887,0.014173,0.0185292,0.0100091,0.0260714,0.0137765,0.0167597,0.00656479,0.0344492,0.00297814,0.00628826,0.0150888,0.0200051,0.083866,0.0298673,0.0116699,0,0,0,0,0.00910141,0,0
44,0,0.0151343,0,0,0,0.0272839,0,0,0,0,0,0.00939146,0.0424109,0.0114834,0,0,0,0.0155904,0,0.0592254,0.00396609,0.0306145,0.0261855,0.0272343,0.00529715,0.0178803,0.0161191,0.00995918,0.0105004,0.0039367,0.0405618,0.0100487,0.0104567,0.00882106,0.0287344,0.00484319,0.0153226,0.0270434,0.00535773,0.010454,0.0453848,0.00539009,0.0268556,0,0,0.0264829,0,0.034595,0.00947282,0.047757,0.0057814,0.0299994,0.0128463,0.0142147,0.0193105,0.010027,0.0260747,0.0137734,0.0167824,0.00671482,0.0344059,0.00295193,0.00640444,0.0150529,0.0199846,0.0839741,0.0304265,0.0116903,0,0,0,0,0.0091319,0,0
45,0,0.0148192,0,0,0,0.0267805,0,0,0,0,0,0.00940797,0.0422937,0.011175,0.00918807,0,0,0.0153245,0,0.0592715,0.00410837,0.0308574,0.0250433,0.0269031,0.00550199,0.0185852,0.0160251,0.00965131,0.0101864,0.00383328,0.0405149,0.00983577,0.0100847,0.00859014,0.0287513,0.00431119,0.015514,0.0269346,0.00540919,0.0105088,0.045147,0.0053632,0.0260497,0,0,0.0261333,0,0.0348047,0.00918529,0.0475338,0.00579389,0.0302106,0.0128672,0.0149512,0.0188149,0.0100615,0.0261722,0.0137363,0.016826,0.00689718,0.0344751,0.00315901,0.00648668,0.0146538,0.019893,0.0838889,0.0298112,0.0112883,0,0,0,0,0.00972112,0,0
46,0,0.0157631,0,0,0,0.0284007,0,0,0,0,0,0.00904129,0.04203,0.011234,0,0,0,0.0149317,0,0.0593284,0.00434638,0.0307524,0.0242154,0.0273116,0.00568083,0.017597,0.0166581,0.0091966,0.0100716,0.00411149,0.0404418,0.00975677,0.010011,0.00840915,0.0286246,0.00474796,0.0156049,0.0268132,0.00528838,0.0106075,0.045081,0.00559387,0.0278744,0,0,0.0270106,0,0.0343011,0.00965911,0.0477982,0.00615598,0.0301863,0.012918,0.0140368,0.0209201,0.0100763,0.0261221,0.013765,0.016822,0.00687415,0.0343945,0.00296913,0.00656376,0.0151679,0.0199218,0.0844039,0.0312659,0.0119607,0,0,0,0,0.00927913,0,0
47,0,0.0154771,0,0,0,0.0280705,0,0,0,0,0,0.00936434,0.0417756,0.0109282,0.0101907,0,0,0.01457,0,0.0593447,0.00458612,0.0310302,0.0232475,0.0271346,0.0058267,0.018552,0.0169241,0.00881156,0.0096949,0.00413361,0.0403303,0.00958879,0.00986261,0.00816014,0.0285366,0.00428694,0.015947,0.026686,0.00518946,0.0107127,0.0447115,0.00566863,0.0271361,0,0,0.0266015,0,0.0342954,0.00945756,0.0474595,0.00627067,0.0303332,0.0130366,0.0149623,0.0205147,0.0101391,0.0262237,0.0137214,0.0168975,0.00702373,0.0345418,0.00323517,0.00657281,0.0148145,0.0198818,0.0843174,0.0308768,0.0117169,0,0,0,0,0.0102271,0,0
48,0,0.0163133,0,0,0,0.0295669,0,0,0,0,0,0.00906818,0.0413734,0.0111078,0,0,0,0.0142953,0,0.0593782,0.00485769,0.0309322,0.0229243,0.0276665,0.00596049,0.017554,0.0175352,0.00840441,0.00970118,0.00444993,0.0402174,0.00964776,0.0100082,0.00808979,0.0282782,0.00502648,0.0161799,0.0265204,0.0049414,0.0107588,0.0445108,0.00579596,0.0286553,0,0,0.027126,0,0.0337048,0.00985297,0.0476487,0.00665103,0.0305012,0.0129934,0.014151,0.0222991,0.0101489,0.0261479,0.0136734,0.0168274,0.0068298,0.0344105,0.00299672,0.00651042,0.0152292,0.019835,0.0846039,0.0322256,0.0122844,0,0,0,0,0.00984804,0,0
49,0,0.0161895,0,0,0,0.0294075,0,0,0,0,0,0.0097491,0.0409967,0.011262,0,0,0,0.0139915,0,0.0593664,0.00497276,0.0310466,0.02264,0.0278313,0.00611775,0.0178479,0.0176648,0.0081247,0.00940051,0.00458848,0.0401463,0.00975851,0.0101631,0.00815544,0.0279987,0.00449981,0.0163568,0.0263239,0.00480409,0.0108793,0.0441374,0.00580056,0.0281083,0,0,0.0266583,0,0.0336049,0.00960599,0.0474133,0.00686208,0.0308032,0.0131669,0.0146468,0.0221352,0.0102046,0.0261498,0.0136239,0.0168341,0.00689546,0.0344667,0.00287305,0.00652496,0.0150857,0.019713,0.0845374,0.0320171,0.0120662,0,0,0,0,0.0103197,0,0
50,0,0.016326,0,0,0,0.0300464,0,0,0,0,0,0.00951676,0.0406425,0.0112691,0.0115807,0,0,0.0138646,0,0.0593657,0.00522063,0.0312106,0.0225148,0.0275298,0.00615887,0.0192163,0.018655,0.00804998,0.00915752,0.00452121,0.0401485,0.00975915,0.0101953,0.00810911,0.0278834,0.00459454,0.0169002,0.0261956,0.00465769,0.0107168,0.0437838,0.00570113,0.0281352,0,0,0.0269481,0,0.0332413,0.00967768,0.0469115,0.00673595,0.0310478,0.0135073,0.0160471,0.0226936,0.0102815,0.026227,0.013563,0.0168898,0.00715355,0.0346525,0.00305126,0.00657134,0.0148213,0.0200669,0.0846432,0.0327121,0.0122342,0,0,0,0,0.0114375,0,0
51,0,0.016369,0,0,0,0.0309,0,0,0,0,0,0.00928743,0.0402589,0.0113319,0.0121668,0,0,0.0137077,0,0.0593577,0.00546827,0.0311908,0.0226779,0.0275052,0.00623271,0.0199073,0.0197412,0.00809264,0.00914804,0.00449722,0.0402477,0.00990286,0.0104766,0.00821736,0.0278251,0.00458117,0.01732,0.0261129,0.00457133,0.0107376,0.0434169,0.00571902,0.0282548,0,0,0.0266632,0,0.0329111,0.00951892,0.0467043,0.00678917,0.031029,0.0138474,0.0166127,0.023475,0.0103885,0.0261933,0.0135645,0.0169818,0.00731645,0.0347842,0.00316915,0.0066454,0.0147337,0.019876,0.0846998,0.0335746,0.0123739,0,0,0,0,0.0120581,0,0
52,0,0.0164511,0,0,0,0.0319576,0,0,0,0,0,0.0089891,0.0397642,0.0111429,0.0126436,0,0,0.0136767,0,0.059321,0.00570156,0.0312204,0.0227199,0.0274815,0.00622885,0.0204371,0.0209742,0.00810904,0.00915224,0.00434419,0.0404919,0.00996266,0.010739,0.00831104,0.0278884,0.00441385,0.0178683,0.0260839,0.00444431,0.010726,0.043021,0.00576937,0.0284706,0,0,0.0264204,0,0.0325304,0.00934335,0.0465173,0.00692838,0.0312215,0.0137859,0.0170937,0.0244532,0.0104728,0.0261574,0.0135252,0.0170126,0.00734574,0.0348504,0.00319791,0.00667617,0.0146712,0.0197611,0.0846818,0.0346308,0.0125824,0,0,0,0,0.0125288,0,0
53,0,0.0167263,0,0,0,0.0332713,0,0,0,0,0,0.00864557,0.0391385,0.0107199,0.0128447,0,0,0.0138439,0,0.0591864,0.00595796,0.031255,0.0225465,0.0276161,0.00624058,0.020315,0.0221366,0.00811722,0.00915882,0.00416377,0.0407648,0.00989223,0.0103853,0.00835251,0.0280265,0.00421102,0.0184822,0.026099,0.00432794,0.0107133,0.0426044,0.00585023,0.028977,0,0,0.0260584,0,0.0320607,0.0091588,0.0463323,0.00705105,0.0313259,0.013687,0.0171936,0.025755,0.0106221,0.0260837,0.0135186,0.0171103,0.00733868,0.0349625,0.0031948,0.00663416,0.0146346,0.019493,0.0846537,0.0359165,0.012903,0,0,0,0,0.0126543,0,0
54,0,0.017271,0,0,0,0.0355052,0,0,0,0,0,0.00837125,0.0383424,0.0103173,0.0126233,0,0,0.0141558,0,0.059048,0.00624312,0.0312602,0.022146,0.0278758,0.00611639,0.0195195,0.024081,0.00810234,0.00913552,0.00388028,0.0410142,0.00970506,0.00993153,0.0082515,0.0281772,0.00408119,0.0192883,0.0262033,0.00432275,0.0105042,0.0422283,0.00580694,0.0305862,0,0,0.0262179,0,0.0312659,0.00926036,0.0462599,0.00692408,0.031436,0.013554,0.0167517,0.0281947,0.0107067,0.0260598,0.0134036,0.0171003,0.0072956,0.0350371,0.0032372,0.00652294,0.014606,0.0193871,0.0846335,0.0381989,0.013738,0,0,0,0,0.0122571,0,0
55,0,0.0174673,0,0,0,0.0363376,0,0,0,0,0,0.00819218,0.0374322,0.00995738,0.0125643,0,0,0.0147769,0,0.0587089,0.00669111,0.0312851,0.0217491,0.0279164,0.00592786,0.0193532,0.0247289,0.00807908,0.0091759,0.00358015,0.0411507,0.00953234,0.00970407,0.00814238,0.0283505,0.00384869,0.0201492,0.0263571,0.00446595,0.010473,0.0416179,0.00595266,0.0304638,0,0,0.0250439,0,0.0305899,0.00855511,0.0462385,0.00695844,0.0314202,0.0135981,0.0168125,0.029002,0.0107676,0.0260357,0.0133558,0.017129,0.00741882,0.0351391,0.00335433,0.00656758,0.0146645,0.0188138,0.084051,0.0388924,0.0137968,0,0,0,0,0.0122215,0,0
56,0,0.0178385,0,0,0,0.0375724,0,0,0,0,0,0.00805185,0.0363028,0.00979776,0,0,0,0.0153229,0,0.0582734,0.00725766,0.0310671,0.0215172,0.0285688,0.00575646,0.0176521,0.0257569,0.00789481,0.00918718,0.00355477,0.0411413,0.00938954,0.00978384,0.0080666,0.0284495,0.00372864,0.0208803,0.0265163,0.0047382,0.0105158,0.0408713,0.00597328,0.0311401,0,0,0.0235672,0,0.0294519,0.00777609,0.0466252,0.00708151,0.0311397,0.0133299,0.0155304,0.0304966,0.0106759,0.0260237,0.0132126,0.016886,0.00721904,0.0350291,0.0032447,0.00645189,0.0148609,0.0179754,0.0833253,0.039927,0.0142709,0,0,0,0,0.0111239,0,0
57,0,0.017577,0,0,0,0.0376473,0,0,0,0,0,0.0076314,0.0350745,0.00949522,0,0,0,0.0160503,0,0.0577637,0.00810726,0.030943,0.0211296,0.028856,0.00560478,0.0167102,0.0265348,0.00763638,0.00892503,0.00351193,0.0410398,0.00913854,0.00945231,0.0078793,0.0285836,0.00355207,0.021719,0.026699,0.0051699,0.0106065,0.0398605,0.00566984,0.0303793,0,0,0.0209394,0,0.0283895,0.00647296,0.0467912,0.00696385,0.0307394,0.0129978,0.0151181,0.030669,0.0105618,0.0261466,0.0129871,0.0166119,0.00702234,0.0349416,0.00318365,0.00627759,0.0143861,0.0167551,0.0821499,0.0397343,0.0139726,0,0,0,0,0.0105704,0,0
58,0,0.0164492,0,0,0,0.0335979,0,0,0,0,0,0.00617485,0.034202,0.00871754,0,0,0,0.0163064,0,0.0573037,0.00824872,0.0284936,0.020964,0.0281907,0.00571429,0.0209452,0.0272913,0.00845006,0.0107003,0.00492398,0.0394983,0.00853011,0.00854855,0.00705502,0.0285723,0.00332137,0.0227828,0.0268715,0.00534587,0.0091219,0.0388179,0.00694597,0.0336463,0,0,0.0164468,0,0.026713,0.00516055,0.0491265,0.00818999,0,0.0153741,0.0237147,0.0296607,0.00583299,0.031326,0.0115229,0.0128303,0.0101401,0.0312376,0.00670133,0.0104242,0.0151025,0.0125676,0.0821348,0.0340496,0.0197627,0,0,0,0,0,0,0
59,0,0.0178596,0,0,0,0.0390922,0,0,0,0,0,0.00651333,0.0325345,0.00898462,0,0,0,0.0187895,0,0.0570685,0.0105424,0.0310322,0.0203612,0.0290465,0.00560684,0.0157377,0.0287521,0.00700341,0.00782158,0.00360707,0.0406874,0.00883138,0.00863639,0.00762359,0.0286617,0.00308939,0.024428,0.0272763,0.0070396,0.0104682,0.0375244,0.00555636,0.0296307,0,0,0.0159128,0,0.0259081,0.00409201,0.0466056,0.00703743,0.0311095,0.0130355,0.0150867,0.0323148,0.0106562,0.026172,0.0128331,0.0166084,0.00707128,0.0349399,0.00322507,0.00623962,0.0142168,0.0153321,0.079505,0.0407457,0.0134902,0,0,0,0,0.0104822,0,0
60,0,0.0182025,0,0,0,0.039379,0,0,0,0,0,0.00599636,0.0315033,0.00878619,0,0,0,0.0207724,0,0.0568613,0.0122261,0.0310459,0.0199131,0.0291265,0.00560943,0.0155792,0.0297234,0.00674826,0.00740355,0.00350633,0.0404381,0.00863667,0.00853949,0.00748324,0.0286504,0.00317461,0.0260896,0.0277804,0.0087107,0.0103594,0.036199,0.00580479,0.0287515,0,0,0.0129395,0,0.0249927,0.00339924,0.0464814,0.00712477,0.0313773,0.0132798,0.0153319,0.0326052,0.0107632,0.0261241,0.0128882,0.0167478,0.00730482,0.0350128,0.00307923,0.00644963,0.014466,0.014827,0.0780374,0.0407928,0.0131458,0,0,0,0,0.0108024,0,0
61,0,0.0169219,0,0,0,0.0354678,0,0,0,0,0,0.00547012,0.0306662,0.0084984,0.0102149,0,0,0.0227445,0,0.0565342,0.0140485,0.0309968,0.0193735,0.0289944,0.00550955,0.0155301,0.0286608,0.00656388,0.00706074,0.00333059,0.0402201,0.00844293,0.00838875,0.00724144,0.0286348,0.00354379,0.0271879,0.0283839,0.0107334,0.0102002,0.0347475,0.00603111,0.0237927,0,0,0.00792327,0,0.0251481,0.00460449,0.0463502,0.00712397,0.0314792,0.0134552,0.0155097,0.0282807,0.0108229,0.0261153,0.0129463,0.0168598,0.00759705,0.0350857,0.00314008,0.00664825,0.0146287,0.0128274,0.0761383,0.0363872,0.0111699,0,0,0,0,0.0112941,0,0
62,0,0.017175,0,0,0,0.0352285,0,0,0,0,0,0.00502754,0.0296045,0.00829006,0.00980528,0,0,0.0245988,0,0.0564427,0.0159752,0.030778,0.0190727,0.0293278,0.00553688,0.0144076,0.0293733,0.00646956,0.0066581,0.00336235,0.0400206,0.00824867,0.00832475,0.00712758,0.0285964,0.00415042,0.0283261,0.0290337,0.0129757,0.0102047,0.0337626,0.00611641,0.0231808,0,0,0.00547592,0,0.0248652,0.00554301,0.0464733,0.00719149,0.0313388,0.0133314,0.0146384,0.0281294,0.0108286,0.0261103,0.0129665,0.0168596,0.00766641,0.0350991,0.00311829,0.00668857,0.0146225,0.0125634,0.074779,0.0359039,0.0112466,0,0,0,0,0.0110457,0,0
63,0,0.0176329,0,0,0,0.035307,0,0,0,0,0,0.00459053,0.0281825,0.00804674,0.00992456,0,0,0.0262227,0,0.0563242,0.0178336,0.0307404,0.018695,0.0298084,0.0054796,0.0130756,0.0300104,0.00631449,0.00643481,0.0032058,0.0400439,0.00809331,0.0082325,0.00700898,0.0285908,0.0049257,0.0290781,0.0298098,0.0153336,0.0101555,0.0331153,0.00611847,0.0229964,0,0,0.00487307,0,0.0249742,0.00593354,0.0463946,0.00725537,0.0315755,0.0131563,0.0136276,0.0282536,0.0108376,0.0261629,0.0128807,0.0168131,0.00767457,0.0350938,0.00307903,0.00670266,0.0144676,0.01286,0.0734787,0.0357195,0.011657,0,0,0,0,0.0107681,0,0
64,0,0.0188924,0,0,0,0.0358603,0,0,0,0,0,0.00424474,0.0276829,0.00794982,0,0,0,0.027677,0,0.0564534,0.0199759,0.0304991,0.0185832,0.0302959,0.00554015,0.0115958,0.0306028,0.00619624,0.00655482,0.0032595,0.040065,0.00810615,0.00821765,0.00699085,0.0285493,0.00580172,0.0296946,0.0309487,0.0179245,0.0100998,0.0328122,0.00608181,0.0234302,0,0,0.0070429,0,0.0253078,0.00724172,0.0465887,0.00729735,0.0317089,0.0129561,0.0124336,0.0288035,0.0108373,0.0261428,0.0128007,0.0166917,0.0076014,0.0350351,0.00302354,0.00669888,0.0144675,0.013761,0.0721014,0.0358592,0.0125408,0,0,0,0,0.0102301,0,0
65,0,0.0208312,0,0,0,0.0368282,0,0,0,0,0,0.00406456,0.0280368,0.00765319,0.0114002,0,0,0.0292211,0,0.0567672,0.0223249,0.0305803,0.0182174,0.0306445,0.00552033,0.0104603,0.0316757,0.00608128,0.00610357,0.00317877,0.0401516,0.0079963,0.00799117,0.00682865,0.0286334,0.00666821,0.0304215,0.0323476,0.02044,0.00991785,0.0325312,0.00594973,0.0242214,0,0,0.0113997,0,0.0254699,0.00984139,0.0462704,0.00714952,0.0318243,0.0128444,0.0114923,0.0298408,0.0109154,0.0262033,0.0127033,0.0167176,0.00773136,0.0351397,0.00322295,0.00672523,0.014147,0.0154758,0.0701122,0.036333,0.0137833,0,0,0,0,0.00997724,0,0
66,0,0.0235673,0,0,0,0.0382209,0,0,0,0,0,0.00415686,0.0284152,0.00752186,0,0,0,0.0306823,0,0.0571217,0.0244479,0.0302001,0.0182739,0.0312037,0.00568287,0.0086851,0.0329225,0.00600435,0.00611566,0.003359,0.0400412,0.00797218,0.00799142,0.00679893,0.0285918,0.00762332,0.0309994,0.033641,0.0226713,0.00988541,0.0323905,0.00589485,0.0259437,0,0,0.0169401,0,0.0257853,0.0128253,0.0466683,0.00725941,0.0317653,0.0126106,0.0098754,0.0316029,0.0108695,0.0261264,0.0126011,0.016536,0.00742746,0.0350455,0.00312032,0.00649697,0.0142083,0.01832,0.0681908,0.03711,0.0155694,0,0,0,0,0.00907759,0,0
