Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x73,RASI,x79,,x90
1793,0.0424016,0,0,0,0,0.0603687,0,0,0,0,0,0,0.00738757,0.0165066,0.00395391,0.0222158,0,0,0.0509574,0,0.0484082,0.0283927,0.0286688,0.00868837,0.0530178,0.0078288,0.0600669,0.0526365,0.0071893,0.00703239,0.00801012,0.0444065,0.00443849,0.00292723,0.0040054,0.0328543,0.00239765,0.0481232,0.0218877,0.0309681,0.0405649,0.00856311,0.0045268,0.0284294,0,0,0.0830003,0,0,0.0585087,0.0456834,0.0384018,0.0418471,0.0255923,0.0493657,0.0800281,0,0.0283491,0.0336662,0.032176,0.0253986,0.0279928,0.0156251,0.0337086,0.0542483,0.0919605,0,0.0351874,0.0630778,0.0188837,0,0,0.0304798,0,0,0
1794,0.0397702,0,0,0,0,0.0619067,0,0,0,0,0,0,0.00775441,0.0159174,0.00401776,0.0246699,0,0,0.0519712,0,0.0482263,0.0292367,0.0290029,0.00878548,0.0552322,0.00810432,0.0647304,0.0609412,0.00728042,0.00721651,0.00811779,0.0446926,0.00449991,0.00292745,0.00393447,0.0327631,0.00205485,0.0516374,0.0201453,0.0314752,0.0424137,0.00755943,0.0048726,0.0231937,0,0,0.0324128,0,0,0.0438268,0.0462229,0.0401414,0.0427479,0.0263192,0.0538079,0.0404825,0,0.028427,0.0344585,0.0328712,0.0265827,0.0279486,0.0163586,0.0354146,0.0570131,0.0426708,0.0371763,0.0293404,0.0658657,0.0198385,0,0,0.0330596,0,0,0
1795,0.0442289,0,0,0,0,0.0657181,0,0,0,0,0,0,0.00766456,0.0165146,0.00391,0.025898,0,0,0.0529152,0,0.0477017,0.0309755,0.0290171,0.00859275,0.056399,0.00819123,0.066883,0.0660921,0.00734933,0.00703109,0.00816346,0.0446486,0.00443524,0.0028553,0.00394441,0.0327066,0.0022734,0.0537675,0.0188325,0.0305523,0.0426629,0.00762301,0.0048911,0.0249478,0,0,0.035153,0,0,0.0471807,0.0463847,0.0402425,0.043332,0.0264103,0.0558964,0.0402592,0,0.028461,0.0345278,0.032803,0.0266913,0.0279604,0.0165166,0.0355956,0.057255,0.0447196,0.0374022,0.031248,0.0694772,0.0226454,0,0,0.0343938,0,0,0
1796,0.0407018,0,0,0,0,0.063172,0,0,0,0,0,0,0.00753036,0.0136565,0.00385665,0.0241778,0,0,0.0481265,0,0,0.0310194,0.0285765,0.00853241,0.0553755,0.00850198,0.0637536,0.0555172,0.00730068,0.00659696,0.00803627,0.0444562,0.00455801,0.00295097,0.0040283,0.0327081,0.00217363,0.0415632,0.0107253,0.0278855,0.0411246,0.00716328,0.00411928,0.0237031,0,0,0.0386785,0,0,0.0505879,0.0459304,0.0380489,0.0421973,0.0261626,0.0530608,0.0417211,0,0.0288352,0.0335058,0.0316718,0.0257689,0.0280854,0.0158196,0.0339753,0.0549893,0.0487692,0.0394372,0.0328909,0.0665144,0.019706,0,0,0.0327159,0,0,0
1797,0.049875,0,0,0,0,0.0703076,0,0,0,0,0,0,0.00766835,0.0174498,0.00380974,0.0273082,0,0,0.0559594,0,0.0477501,0.0340287,0.0284222,0.00867585,0.057728,0.00915241,0.0691636,0.0727337,0.00745329,0.00648173,0.00810581,0.0448,0.00470251,0.00299461,0.00395369,0.0324932,0.00193978,0.0565774,0.0165631,0.0285515,0.0411005,0.00750721,0.00363488,0.0274913,0,0,0.0381951,0,0,0.0524552,0.0458463,0.0375988,0.0425725,0.0271557,0.0579991,0.0387671,0,0.0294161,0.0334129,0.0318032,0.0261668,0.0277202,0.0159103,0.0340813,0.0550862,0.0471083,0.041343,0.0349639,0.0737528,0.0270904,0,0,0.0357698,0,0,0
1798,0.0438046,0,0,0,0,0.0653961,0,0,0,0,0,0,0.00704111,0.0130135,0.00409412,0.0246714,0,0,0.0513926,0,0,0.0344765,0.028071,0.00928824,0.0561608,0.0102258,0.0642871,0.0581883,0.00744264,0,0.0079842,0.0447525,0.00538655,0.0036055,0.00431068,0.0325284,0.00318255,0.0423656,0.00958192,0.0262445,0.040823,0.00685042,0.00354708,0.0241248,0,0,0.0405226,0,0,0.0549006,0.046036,0.0372071,0.0413928,0.027016,0.0536367,0.0400635,0,0.0294897,0.0331669,0.0317556,0.026023,0.0279015,0.0157882,0.0337919,0.0547017,0.0508285,0.0429279,0.0361632,0.0685998,0.0226554,0,0,0.0330671,0,0,0
1799,0.0547698,0,0,0,0,0.0728139,0,0,0,0,0,0,0.00766499,0.0192562,0.00380798,0.0276548,0,0,0.0600117,0,0.0473818,0.0380152,0.0281636,0.00874755,0.0583266,0.00935225,0.0696032,0.077467,0.00762038,0.00681333,0.00802487,0.0450557,0.00479913,0.0030318,0.00394735,0.0323863,0.00187137,0.0599684,0.0160136,0.0282863,0.041452,0.00718881,0.00355925,0.0300458,0,0,0.0378051,0,0,0.0554932,0.0460735,0.0378345,0.0420869,0.0274574,0.0585014,0.036982,0,0.0297135,0.0334586,0.0321459,0.0264915,0.0276816,0.016061,0.0344258,0.055611,0.0471906,0.044555,0.0379932,0.0760631,0.0319919,0,0,0.0360154,0,0,0
1800,0.0563072,0,0,0,0,0.0731921,0,0,0,0,0,0,0.00766636,0.020144,0.00380288,0.0274043,0,0,0.0616046,0,0.0475514,0.0391497,0.0281737,0.00874375,0.0582055,0.00928039,0.0690985,0.0786297,0.00784651,0.00692738,0.00807627,0.0450425,0.00476245,0.00299298,0.00388764,0.0324118,0.00185651,0.0614343,0.0157647,0.0283084,0.0407829,0.00692679,0.0036986,0.030868,0,0,0.0369752,0,0,0.0562855,0.0459423,0.0375315,0.0418078,0.0267597,0.0580818,0.03672,0,0.0289682,0.0330287,0.0315869,0.025901,0.0278266,0.0157398,0.0337893,0.0546288,0.0471123,0.0456889,0.0390077,0.0763026,0.0339142,0,0,0.0356471,0,0,0
1801,0.0573857,0,0,0,0,0.0733552,0,0,0,0,0,0,0.00756987,0.0208447,0.00381599,0.0271095,0,0,0.063072,0,0.047817,0.0398461,0.0282977,0.00873002,0.0579688,0.00927621,0.068483,0.0788202,0.00703843,0.00705528,0.00815193,0.0450333,0.00471864,0.00296007,0.00381406,0.0324499,0.00196216,0.0628464,0.0156923,0.0284625,0.0402248,0.0066234,0.00381975,0.0314544,0,0,0.0354804,0,0,0.0563513,0.0457469,0.037347,0.0416919,0.0264353,0.0575015,0.0365914,0,0.0284907,0.0327592,0.031286,0.0255805,0.0278927,0.0156054,0.033381,0.0538765,0.0465341,0.0463864,0.0396588,0.0762532,0.0353473,0,0,0.035252,0,0,0
1802,0.057979,0,0,0,0,0.0733639,0,0,0,0,0,0,0.00736081,0.0213446,0.00380959,0.0269222,0,0,0.064002,0,0.048322,0.0400508,0.0285276,0.00878579,0.0576652,0.00946365,0.0679685,0.0787135,0.00666867,0.0069535,0.00829742,0.0451295,0.00477276,0.00301233,0.003821,0.0324436,0.00224167,0.0638567,0.0156851,0.0285858,0.0398911,0.00633975,0.00390202,0.0317188,0,0,0.0336585,0,0,0.0556908,0.0455179,0.0373558,0.0416906,0.0265409,0.0570077,0.0366587,0,0.0283499,0.0327987,0.0312886,0.0255576,0.0279044,0.0156385,0.0332481,0.0535135,0.0458969,0.0467248,0.0401052,0.0760606,0.036129,0,0,0.0349759,0,0,0
1803,0.0582219,0,0,0,0,0.0733867,0,0,0,0,0,0,0.00713511,0.0215992,0.00376816,0.0269481,0,0,0.0642418,0,0.0486336,0.0399651,0.0287518,0.0088262,0.0573108,0.00981084,0.067747,0.0789451,0.00653061,0.00672856,0.00848376,0.0452546,0.00484562,0.00311273,0.0038472,0.0324308,0.00265544,0.0643831,0.0156663,0.0287741,0.0397901,0.006078,0.00396086,0.0317258,0,0,0.0320335,0,0,0.0546602,0.045321,0.0375207,0.0417343,0.0267213,0.0568072,0.0370886,0,0.0284031,0.0328841,0.0313607,0.0256579,0.0278901,0.0157046,0.0332912,0.053504,0.0455463,0.0464825,0.0401756,0.0760168,0.0366088,0,0,0.0348844,0,0,0
1804,0.058654,0,0,0,0,0.0788739,0,0,0,0,0,0,0.00772243,0.0226757,0.00521267,0.0338753,0,0,0.0669992,0,0.0473922,0.0416869,0.0281378,0.00923817,0.048069,0.0111601,0.0777706,0.0791492,0.00754576,0.00654048,0.00996731,0.0461802,0.0041624,0.00262708,0.00364543,0.0328786,0.00531664,0.067287,0.0168052,0.030411,0.0283236,0.00614923,0.00272992,0.0384754,0,0,0.0356346,0,0,0.053025,0.0487489,0.0275253,0,0.0175678,0.0811855,0.0489928,0,0.0289389,0.0319242,0.0297333,0.0158671,0.0290027,0.00982018,0.0208082,0.035732,0.0522612,0.0431438,0.0376598,0.0829186,0.0404097,0,0,0.0495501,0,0,0
1805,0.0579663,0,0,0,0,0.0732792,0,0,0,0,0,0,0.00710423,0.0216786,0.00389261,0.0272088,0,0,0.0636443,0,0.049555,0.0390233,0.0291173,0.00888005,0.0568595,0.00983019,0.0680601,0.0791403,0.00664784,0.00630486,0.0086916,0.0453919,0.00480853,0.00313799,0.00379318,0.032434,0.00280398,0.0649076,0.0157949,0.0289978,0.039529,0.00580145,0.00410653,0.0314244,0,0,0.028903,0,0,0.0520365,0.0450178,0.0378081,0.0417825,0.0268956,0.0571025,0.037711,0,0.0281115,0.0326279,0.031276,0.0258391,0.0278123,0.0158462,0.0333687,0.0534073,0.0442975,0.0442907,0.0393898,0.0760041,0.0368628,0,0,0.034952,0,0,0
1806,0.0573809,0,0,0,0,0.0726373,0,0,0,0,0,0,0.00688018,0.0215967,0.00410653,0.0250555,0,0,0.0630643,0,0.0501832,0.0382342,0.0274109,0.00896914,0.0558562,0.0087769,0.0664503,0.0788797,0.00601429,0.00601024,0.00755866,0.0439218,0.00496579,0.00342918,0.00438959,0.0329173,0.0030996,0.064962,0.0157801,0.0290053,0.0208791,0.00582958,0.0124245,0.0314288,0,0,0.0283249,0,0,0.050951,0.0464381,0.033189,0.0417702,0.0336509,0.0579426,0.038346,0,0,0.0274159,0.0246925,0.0269661,0.0294251,0.0157394,0.0295507,0.0331495,0.0442812,0.042614,0.0388176,0.0753398,0.0367831,0,0,0.030206,0,0,0
1807,0.0493702,0,0,0,0,0.0748438,0,0,0,0,0,0,0.00725798,0.038501,0.003787,0.0283518,0,0,0.0633367,0,0.0423882,0.0259167,0.0292568,0.00866825,0.0584835,0.00933378,0.0713673,0.0725951,0.00660264,0.00745842,0.00903067,0.0454056,0.00463273,0.00299523,0.00373516,0.0323385,0.00260403,0.0615572,0.0229915,0.0141885,0.0214521,0.00558103,0.0129171,0.0261844,0,0,0.0348755,0,0,0.0502354,0.0452439,0.0342235,0.0387715,0.0328816,0.0630886,0.051239,0.0196765,0,0.0264449,0.0234137,0.0271847,0.0302673,0,0.0301324,0.0340851,0.0544998,0.0391547,0.0359506,0.0793083,0.0302928,0,0,0.031906,0,0,0
1808,0.0550692,0,0,0,0,0.0710697,0,0,0,0,0,0,0.00670107,0.0205443,0.00631676,0.018512,0,0,0.0602836,0,0.0504866,0.0363128,0.0266328,0.0111283,0.0527385,0.00724112,0.0618239,0.0777719,0.00503643,0,0.00586889,0.0417919,0.00660782,0.00551561,0.00625032,0.034316,0.0041652,0.0639137,0.0155673,0.028687,0.0189505,0.00708765,0.0193302,0.0300658,0,0,0.0260367,0,0,0.0480552,0.0449226,0.0379317,0.0433646,0.0116812,0.0592171,0.0375266,0.0106498,0,0.0143291,0.00984713,0.01907,0,0,0.024139,0.0313896,0.0424454,0.0409756,0.0372773,0.0738088,0.0351065,0,0,0.0191073,0,0,0
1809,0.053878,0,0,0,0,0.0707697,0,0,0,0,0,0,0.00718088,0.0197638,0.00625261,0.0188225,0,0,0.058617,0,0.0501862,0.0354537,0.0266462,0.0106849,0.0528123,0.00640796,0.0623824,0.0768235,0.00448978,0.00620818,0.00571317,0.0418247,0.00619648,0.00525308,0.00593832,0.0342727,0.0035595,0.0630909,0.0154305,0.0284199,0.0190967,0.00715941,0.0189762,0.029625,0,0,0.0266333,0,0,0.0465611,0.0449282,0.0374515,0.0433685,0.0115533,0.0596099,0.0381644,0.0106471,0,0.0144649,0.00983674,0.0187376,0,0.0156447,0.023779,0.0314654,0.0427316,0.0386657,0.0361008,0.0736082,0.0341493,0,0,0.0196751,0,0,0
1810,0.0680197,0,0,0,0,0.0871657,0,0,0,0,0,0,0.00663416,0.0525047,0.00586587,0.0199692,0,0,0.0596312,0,0.0510771,0.0627572,0.0277144,0.0105078,0.0541853,0.00651707,0.0629687,0.077138,0.00432191,0.00694609,0.00637559,0.0424273,0.00574228,0.00478006,0.00551286,0.0341113,0.00412247,0.0576953,0.0116472,0.055439,0.0191954,0.0037099,0.0197786,0.0317812,0,0,0.0343028,0,0,0.046523,0.0441339,0.0386332,0.0425263,0.0118194,0.0607362,0.0476848,0.0105158,0,0.0148519,0.00975762,0.0195971,0,0,0.0246909,0.0317399,0.0514428,0.035318,0.0327751,0.0916003,0.0435519,0,0,0.0194737,0,0,0
1811,0.0642776,0,0,0,0,0.0853771,0,0,0,0,0,0,0.00672123,0.0509723,0.00589091,0.0200616,0,0,0.0554193,0,0.0511667,0.0597067,0.0277428,0.010527,0.0542386,0.00651011,0.0631784,0.0741485,0.00404619,0.00695836,0.00626548,0.0424514,0.00573772,0.00474997,0.00550311,0.0341047,0.00400904,0.0554534,0.0112548,0.0520872,0.0193581,0.00337471,0.0196029,0.0298483,0,0,0.0352739,0,0,0.045157,0.0441653,0.0384135,0.042416,0.0121236,0.0607906,0.0485305,0.0101004,0,0.0145565,0.00989348,0.0195482,0,0.0163713,0.0245618,0.0318292,0.0517895,0.0332298,0.0313994,0.089902,0.0403856,0,0,0.0197704,0,0,0
1812,0.0492883,0,0,0,0,0.0689907,0,0,0,0,0,0,0.00744733,0.0178475,0.0065766,0.0185483,0,0,0.0531709,0,0.0508183,0.0321015,0.0265994,0.010993,0.0526947,0.00631706,0.0626501,0.0734362,0.00312233,0.00610433,0.00518283,0.0416588,0.00638143,0.00547041,0.006163,0.034375,0.00344889,0.0599191,0.0152262,0.0276497,0.0192553,0.00784169,0.0197976,0.0278356,0,0,0.0286361,0,0,0.0419926,0.0449191,0.0386943,0.0434608,0.0127683,0.0600803,0.038944,0.00966339,0,0.0141983,0.00983171,0.0199193,0,0,0.0249861,0.0318443,0.0425624,0.0326107,0.0322785,0.0726203,0.0304418,0,0,0.0195151,0,0,0
1813,0.0477283,0,0,0,0,0.0677142,0,0,0,0,0,0,0.00739018,0.01707,0.00659912,0.0184568,0,0,0.0516162,0,0.0508799,0.0309359,0.0266611,0.0111822,0.0526269,0.00657948,0.0623609,0.0720415,0.00266252,0.00555925,0.00519318,0.0416797,0.00645217,0.00551962,0.00619967,0.0343656,0.00344954,0.0587836,0.0152148,0.0273613,0.0195745,0.00810122,0.0194453,0.0271458,0,0,0.029146,0,0,0.0406159,0.0448879,0.0380846,0.0432682,0.0125279,0.0596625,0.0390529,0.00972398,0,0.0142136,0.0095604,0.0195228,0,0.0170199,0.0244987,0.0320103,0.0425269,0.0310969,0.0309215,0.0719952,0.0290411,0,0,0.0197206,0,0,0
1814,0.046163,0,0,0,0,0.0663336,0,0,0,0,0,0,0.00727314,0.0162535,0.0066936,0.0180593,0,0,0.0501137,0,0.0511599,0.0298487,0.0267044,0.0114976,0.0524086,0.0068735,0.0616372,0.070464,0.00273151,0.00450764,0.00516296,0.0417056,0.00665857,0.00565332,0.00633501,0.0343956,0.00352756,0.0576211,0.0154503,0.0271782,0.0195731,0.00837354,0.0195452,0.0264381,0,0,0.029329,0,0,0.0392242,0.044811,0.0381794,0.0430528,0.0124311,0.0590372,0.0389844,0.00982268,0,0.0139803,0.00942488,0.019628,0,0.0165727,0.0246239,0.0320192,0.042283,0.030187,0.0294073,0.0710386,0.0276277,0,0,0.0194469,0,0,0
1815,0.0444898,0,0,0,0,0.0648317,0,0,0,0,0,0,0.00699968,0.0154326,0.00679843,0.0174395,0,0,0.0486608,0,0.0514766,0.0289166,0.0266799,0.0116711,0.0519429,0.00683845,0.0605798,0.0685094,0,0.00452124,0.00517479,0.0415433,0.00682813,0.00580983,0.00650889,0.0345441,0.00392745,0.056337,0.0158725,0.0271492,0.0195296,0.00857548,0.0200178,0.0257504,0,0,0.0292746,0,0,0.0378731,0.044773,0.0387833,0.0428584,0.0125773,0.0582799,0.0386773,0.00992872,0,0.0134945,0.00930815,0.0201238,0,0,0.0252008,0.0320873,0.0417958,0.0298916,0.0279076,0.0696832,0.0261803,0,0,0.0186805,0,0,0
1816,0.0429763,0,0,0,0,0.0634192,0,0,0,0,0,0,0.00686853,0.0148138,0.00669223,0.0172936,0,0,0.0474756,0,0.0518152,0.0279965,0.0266994,0.0115013,0.0516102,0.0066079,0.0597202,0.0668066,0,0.00470688,0.00533585,0.0415501,0.00667498,0.00570838,0.00640661,0.0345851,0.00413132,0.0553077,0.0163922,0.0270684,0.0196039,0.00862488,0.0196641,0.0250847,0,0,0.029163,0,0,0.0367888,0.0448255,0.0382386,0.0425606,0.0123081,0.0573661,0.0383804,0.010209,0,0.0131271,0.00900992,0.0197164,0,0.0162135,0.0247188,0.0320298,0.0412821,0.0299795,0.0266094,0.0682631,0.0247592,0,0,0.0185401,0,0,0
1817,0.0415947,0,0,0,0,0.062073,0,0,0,0,0,0,0.00681323,0.0143877,0.00675765,0.0168542,0,0,0.0464243,0,0.0522496,0.0270937,0.0266649,0.0114594,0.0512085,0.00650301,0.0586201,0.0652103,0,0.00492504,0.00537527,0.0415298,0.0066307,0.00570207,0.00637045,0.034643,0.00422954,0.0541743,0.017032,0.02684,0.0195981,0.00868836,0.0197397,0.0244545,0,0,0.0291527,0,0,0.0361311,0.0448272,0.0381116,0.0423112,0.0122455,0.0564255,0.0382322,0.0103353,0,0.0133342,0.00914965,0.0197291,0,0.0163503,0.0246993,0.0319912,0.0408902,0.0303024,0.0256237,0.0668017,0.0233866,0,0,0.0179832,0,0,0
1818,0.0417334,0,0,0,0,0.0663663,0,0,0,0,0,0,0.00724326,0.0140251,0.00690939,0.0190648,0,0,0.0441614,0,0.0532939,0.0251704,0.0262436,0.0115727,0.0524566,0.0063146,0.0630545,0.0648772,0,0.00473112,0.00507274,0.04136,0.00675722,0.00583527,0.00651815,0.0346316,0.00372717,0.0525626,0.0176318,0.0262519,0.0196748,0.0190724,0.0194431,0.0265606,0,0,0.0293022,0,0.0305261,0.0197077,0.0451604,0.0379342,0.0439989,0.0125401,0.0603169,0.0443273,0.0106221,0,0.0134948,0.00943203,0.0195715,0,0.016242,0.0246535,0.0321626,0.0377303,0.0436773,0.00429873,0.0711708,0.0226737,0,0,0.0207497,0,0,0
1819,0.0406913,0,0,0,0,0.0651963,0,0,0,0,0,0,0.00722668,0.0141413,0.00687687,0.0187563,0,0,0.0437349,0,0.0536331,0.0246242,0.0262929,0.0115065,0.0521119,0.0061134,0.0620537,0.0637948,0,0.00521808,0.005111,0.0412711,0.00669345,0.00578927,0.00646419,0.0346262,0.00370768,0.051616,0.0181481,0.0264145,0.0197177,0.0189273,0.0193977,0.0261563,0,0,0.0288853,0,0.0304712,0.019368,0.0451689,0.0378608,0.0437163,0.0126128,0.0594009,0.0435941,0.0106392,0,0.0135106,0.00943716,0.0195144,0,0.0165478,0.0245881,0.0321408,0.0373249,0.0426866,0.0047542,0.0697989,0.02163,0,0,0.0203949,0,0,0
1820,0.0398424,0,0,0,0,0.0640757,0,0,0,0,0,0,0.00765584,0.0141107,0.0069887,0.018185,0,0,0.0435881,0,0.0537987,0.0241755,0.0263328,0.0115455,0.0516643,0.00588728,0.0608597,0.0627616,0.007976,0.00596431,0.00496522,0.0413041,0.00668044,0.00584687,0.00647018,0.0346229,0.00343391,0.0507687,0.0185437,0.0267193,0.0195917,0.0188786,0.0198081,0.0257524,0,0,0.0283309,0,0.0304506,0.0188904,0.04515,0.0383953,0.043478,0.012866,0.0584629,0.0428145,0.010463,0,0.0134295,0.00937275,0.0199778,0,0,0.0251323,0.032117,0.0366728,0.0413799,0.00554996,0.0685502,0.0208301,0,0,0.0195394,0,0,0
1821,0.0392524,0,0,0,0,0.0631938,0,0,0,0,0,0,0.00772403,0.0140609,0.00702921,0.0176918,0,0,0.0438026,0,0.0538566,0.023935,0.0263381,0.0114818,0.0513231,0.00562178,0.0598203,0.0617511,0.00676047,0.00646517,0.00496961,0.0413196,0.00665686,0.00588046,0.00644409,0.0346969,0.00347953,0.0500446,0.0187394,0.0271984,0.0196294,0.0188277,0.0198665,0.0253915,0,0,0.0278455,0,0.0304673,0.0186091,0.0451718,0.0384004,0.0432365,0.0129278,0.0574993,0.042233,0.00978049,0,0.0133764,0.00941602,0.0200676,0,0,0.0251992,0.0321182,0.0361765,0.0405355,0.00611914,0.0675604,0.0202607,0,0,0.0188989,0,0,0
1822,0.0390231,0,0,0,0,0.0626878,0,0,0,0,0,0,0.00747567,0.0140276,0.00698882,0.0175562,0,0,0.0442542,0,0.0537799,0.0240908,0.0263607,0.0114621,0.0511507,0.0056718,0.0591913,0.0614903,0.00534878,0.00565548,0.00504069,0.0413253,0.00666754,0.00586474,0.0065,0.0347167,0.00365642,0.0495917,0.0186473,0.0280083,0.0197003,0.0186935,0.0195541,0.0250681,0,0,0.0275734,0,0.030504,0.0185185,0.0452224,0.0378917,0.04302,0.0127255,0.0567351,0.0418624,0.00895102,0,0.0134419,0.00950401,0.0196684,0,0.0161901,0.0247241,0.0320355,0.0358962,0.0405834,0.00648172,0.0670179,0.0199185,0,0,0.0187755,0,0,0
1823,0.0391187,0,0,0,0,0.0623143,0,0,0,0,0,0,0.00730344,0.0139134,0.00701041,0.0173999,0,0,0.0447929,0,0.0534392,0.0245203,0.0263433,0.0115541,0.0509805,0.00580439,0.0587886,0.0615531,0.00512128,0.00504031,0.00504683,0.0412972,0.00674023,0.00592614,0.00660874,0.0347367,0.00374333,0.0494821,0.0183613,0.0290448,0.0197169,0.0185421,0.0194798,0.0249148,0,0,0.0274291,0,0.0305691,0.0184809,0.0452348,0.0378752,0.0429321,0.0126729,0.056322,0.0417679,0.00729664,0,0.0134533,0.0094941,0.0195694,0,0.016292,0.0246158,0.0320191,0.0358364,0.041516,0.00671442,0.0669022,0.0198579,0,0,0.0185601,0,0,0
1824,0.0393052,0,0,0,0,0.0622269,0,0,0,0,0,0,0.0072321,0.0138999,0.00708981,0.0172029,0,0,0.0450968,0,0.052946,0.0248662,0.0262676,0.0116446,0.0508324,0.00592946,0.0584847,0.0615062,0.00645644,0.00470588,0.00497797,0.0411875,0.00682705,0.00601745,0.00665719,0.0347721,0.00374497,0.0493523,0.0179026,0.0299399,0.019601,0.018395,0.0198235,0.0249103,0,0,0.0273177,0,0.0306363,0.01854,0.0452314,0.0388602,0.0430139,0.0142392,0.0561668,0.0418982,0,0,0.013955,0.010293,0.0206851,0,0,0.0258232,0.0321551,0.0359368,0.0426167,0.0068865,0.0668921,0.0199063,0,0,0.0181674,0,0,0
1825,0.0395582,0,0,0,0,0.0625321,0,0,0,0,0,0,0.00721545,0.0138957,0.00706425,0.0173628,0,0,0.0453411,0,0.0526771,0.025244,0.0263183,0.0116178,0.0509192,0.00607595,0.0586853,0.0615424,0.0071842,0.00490252,0.00506327,0.0412062,0.00679622,0.00598356,0.00658061,0.0347618,0.00372027,0.0492162,0.0174236,0.030813,0.0198759,0.0182173,0.0195437,0.0249791,0,0,0.0273012,0,0.0307153,0.0187483,0.0452944,0.0378542,0.0429615,0.0126467,0.0561797,0.0421587,0.00971456,0,0.0134264,0.00946187,0.0195181,0,0.0160684,0.0245854,0.0321782,0.0361418,0.0439676,0.00704926,0.0669781,0.0200141,0,0,0.0184355,0,0,0
1826,0.0404399,0,0,0,0,0.0641981,0,0,0,0,0,0,0.00672447,0.0139015,0.00487965,0.0240231,0,0,0.0456238,0,0.05212,0.0259726,0.0271082,0.00997108,0.0539794,0.00825932,0.0641634,0.0618034,0.0077722,0.00505757,0.00710834,0.0433333,0.00542612,0.0039719,0.00487646,0.033507,0.00312186,0.0491872,0.0168771,0.0313552,0.0216223,0.0181979,0.0126762,0.024948,0,0,0.0278918,0,0.0304214,0.0197223,0.046647,0.032954,0.041486,0.0326104,0.0560254,0.0431623,0.0201387,0,0.0253173,0.0231483,0.0265981,0.0294899,0.0147618,0.0291706,0.0337256,0.0373028,0.0455142,0.00668049,0.0686488,0.0199784,0,0,0.0294866,0,0,0
1827,0.0409675,0,0,0,0,0.0649032,0,0,0,0,0,0,0.00669864,0.0137574,0.00490521,0.0241612,0,0,0.0458696,0,0.0515332,0.0264548,0.0270873,0.00994523,0.0539813,0.00837162,0.0645032,0.0621254,0.00770909,0.00491802,0.00712562,0.0433602,0.00547278,0.00399048,0.00492443,0.0335273,0.00313625,0.0492036,0.0163131,0.0324615,0.0218294,0.0180281,0.0127672,0.0251712,0,0,0.0281066,0,0.0304799,0.0200984,0.0466699,0.0329085,0.0416311,0.0328042,0.056297,0.0436555,0.0203331,0,0.0255081,0.0233705,0.0267833,0.029447,0.0149241,0.0293325,0.0340355,0.0376985,0.0471175,0.00701222,0.0692018,0.0202176,0,0,0.0296592,0,0,0
1828,0.0415988,0,0,0,0,0.0658109,0,0,0,0,0,0,0.00669296,0.0136703,0.00493842,0.024368,0,0,0.045982,0,0.0510891,0.0268502,0.0270406,0.00994356,0.0540475,0.00842007,0.0649082,0.0624139,0.00770241,0.00481994,0.00712955,0.0434006,0.00549594,0.00401115,0.00493034,0.0335259,0.00309785,0.0491558,0.0157938,0.0332808,0.0218126,0.0178722,0.0127288,0.0254184,0,0,0.0284039,0,0.0305582,0.0207199,0.0466764,0.0327713,0.0417331,0.032809,0.0566232,0.0442474,0.0202164,0,0.0256397,0.0234317,0.026774,0.0293831,0.0148891,0.029297,0.0340182,0.0382029,0.0483157,0.00727325,0.0700382,0.0205374,0,0,0.0298791,0,0,0
1829,0.0422026,0,0,0,0,0.0664397,0,0,0,0,0,0,0.00677365,0.0136212,0.00491538,0.024536,0,0,0.045965,0,0.0507902,0.0271074,0.02698,0.00997727,0.0542019,0.00840079,0.0652698,0.0624755,0.00767096,0.00462112,0.00710449,0.0434064,0.00550403,0.00400443,0.00492193,0.033506,0.00291043,0.0489975,0.015335,0.0337391,0.0217762,0.0177338,0.0127007,0.0256189,0,0,0.0287441,0,0.0306339,0.0213922,0.0466498,0.0325262,0.0418532,0.0326212,0.0569323,0.0448506,0.0200141,0,0.0257485,0.0233096,0.0265231,0.0292636,0.0146634,0.029033,0.0339389,0.0387276,0.049108,0.00744215,0.0707903,0.0208434,0,0,0.0300848,0,0,0
