Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,,x75
1690,0.0516767,0,0,0,0,0.0485092,0,0,0,0,0,0,0.00924216,0.0476249,0.00409518,0.00971893,0,0,0.0499258,0,0.0528061,0.0180182,0.0181866,0.00422167,0.0369484,0.00574342,0.0172726,0.0480917,0.0122944,0,0.0789475,0.0318463,0.00283901,0.00429794,0.00156524,0.0311617,0.00353793,0.0511087,0.0334861,0.00556136,0.0203382,0,0.0232096,0.00938429,0.0525634,0,0,0.0612008,0,0.00629166,0.0305952,0,0.0496289,0,0.0128253,0.0163728,0.039023,0.0165844,0.0345815,0,0.0833727,0.0211274,0.024132,0.0178821,0.0256345,0.0290965,0.0441638,0.0569259,0.0577402,0.0382397,0.0332083,0,0,0,0,0
1691,0.0516971,0,0,0,0,0.0482618,0,0,0,0,0,0,0.0091232,0.0477065,0.00402838,0.0102559,0,0,0.0501933,0,0.0527523,0.0182127,0.0182523,0.00425832,0.0371157,0.00573372,0.0168944,0.0481065,0.0122231,0,0.0788713,0.0319467,0.00289094,0.004228,0.0015797,0.0311505,0.00342895,0.0513049,0.0335799,0.00561999,0.0217786,0,0.0240426,0.00954239,0.0524322,0,0,0.0611986,0,0.00634309,0.0304574,0,0.0515803,0,0.0128461,0.015751,0.038465,0.016651,0.0346258,0,0.0834247,0.0216208,0.0236428,0.0185437,0.0264446,0.0309223,0.0441529,0.0571099,0.0578884,0.0379693,0.0331994,0,0,0,0,0
1692,0.0515652,0,0,0,0,0.0480303,0,0,0,0,0,0,0.00907898,0.0478017,0.00408035,0.0107157,0,0,0.050372,0,0.052725,0.0183311,0.0183138,0.00434217,0.0372653,0.00590488,0.016758,0.0480195,0.0121461,0,0.07868,0.0320698,0.00294982,0.00417363,0.00164784,0.0311199,0.00335993,0.0514134,0.0336635,0.0057289,0.0228544,0,0.024733,0.00963675,0.0522126,0,0,0.0611994,0,0.00639349,0.03034,0,0.0533289,0,0.0127485,0.0154706,0.0379028,0.0166745,0.0345919,0,0.0836932,0.0221361,0.0232713,0.0192333,0.0272751,0.0327589,0.0441438,0.0573318,0.05807,0.0377114,0.0330789,0,0,0,0,0
1693,0.0513636,0,0,0,0,0.0478295,0,0,0,0,0,0,0.00904685,0.0479061,0.00411893,0.0111785,0,0,0.0506037,0,0.052755,0.0184794,0.0184225,0.00449102,0.037435,0.00606668,0.0167693,0.0479659,0.0120791,0,0.0785433,0.0322273,0.00300982,0.00415496,0.00170319,0.0310433,0.00325596,0.0515209,0.0337701,0.00558168,0.0236954,0,0.0253993,0.00975766,0.051935,0,0,0.061255,0,0.00645123,0.0302519,0,0.0549339,0,0.0126061,0.0154076,0.0373802,0.0167975,0.0345072,0,0.0840614,0.0226932,0.0229415,0.0198549,0.0282215,0.0343694,0.0441515,0.0575491,0.058255,0.0374399,0.0329185,0,0,0,0,0
1694,0.0512328,0,0,0,0,0.0475435,0,0,0,0,0,0,0.00902786,0.0479932,0.00417094,0.0116364,0,0,0.0509309,0,0.0527869,0.0186764,0.0186759,0.00461964,0.0376078,0.00624029,0.0165087,0.0479411,0.0118342,0,0.078392,0.0324758,0.0030923,0.00420204,0.00178583,0.0309564,0.00313388,0.0516524,0.0338691,0.00556394,0.0247008,0,0.0256281,0.00998049,0.0516718,0,0,0.061386,0,0.00648917,0.030107,0,0.0561208,0,0.0125262,0.0151108,0.0369839,0.0167625,0.0344437,0,0.0844015,0.0230712,0.0228362,0.0202003,0.0290391,0.0365872,0.0442255,0.0577214,0.058402,0.0372422,0.0329419,0,0,0,0,0
1695,0.0510619,0,0,0,0,0.0473769,0,0,0,0,0,0,0.00903523,0.0480978,0.00418609,0.0121448,0,0,0.0513029,0,0.0528018,0.0188829,0.0188544,0.00481916,0.0377984,0.00648758,0.0164053,0.047928,0.0117022,0,0.078207,0.0326662,0.00319978,0.00433311,0.00187915,0.0308549,0.00302855,0.0517246,0.0339748,0.00567166,0.0259222,0,0.0254414,0.0102625,0.0513905,0,0,0.0614638,0,0.00653456,0.0300556,0,0.0569839,0,0.0123826,0.0150858,0.0366342,0.0166453,0.0344454,0,0.0846719,0.0232639,0.0228802,0.0203121,0.0296133,0.0388997,0.0442306,0.0578392,0.0585386,0.0369735,0.0329278,0,0,0,0,0
1696,0.0509213,0,0,0,0,0.0470738,0,0,0,0,0,0,0.00905188,0.0481723,0.00423063,0.0127132,0,0,0.0515759,0,0.0528238,0.0189916,0.0191045,0.00504354,0.0379689,0.00669872,0.0162844,0.0478659,0.0115338,0,0.0779918,0.0328685,0.00325458,0.0044796,0.00204134,0.0307596,0.00292291,0.0518028,0.034058,0.00571772,0.0272299,0,0.0253024,0.010528,0.0511123,0,0,0.0615717,0,0.00658676,0.0300846,0,0.0577171,0,0.0125182,0.0150702,0.0362798,0.016504,0.0343496,0,0.0848524,0.0234324,0.0229395,0.0203859,0.0301376,0.0409355,0.0441588,0.0579384,0.0587098,0.0366699,0.0329433,0,0,0,0,0
1697,0.050615,0,0,0,0,0.0466428,0,0,0,0,0,0,0.00906283,0.0482445,0.0043245,0.0132448,0,0,0.0516686,0,0.052848,0.0190509,0.0193811,0.00518953,0.0381391,0.00686596,0.0162087,0.0476082,0.0113077,0,0.077806,0.0330534,0.00324594,0.00459565,0.00211431,0.0306866,0.00284699,0.0516982,0.0341171,0.00567943,0.0283824,0,0.0252296,0.0107861,0.0507377,0,0,0.0618457,0,0.00665386,0.030177,0,0.0582932,0,0.0127382,0.0150952,0.0358993,0.0162694,0.0342935,0,0.0850958,0.0235558,0.0230685,0.0204602,0.0305485,0.042713,0.0441763,0.0579878,0.058824,0.0363115,0.032838,0,0,0,0,0
1698,0.0503273,0,0,0,0,0.0463611,0,0,0,0,0,0,0.00906935,0.0483179,0.00445642,0.0136138,0,0,0.0518086,0,0.0528114,0.0190901,0.019656,0.00529086,0.0382979,0.00701914,0.0160267,0.0472955,0.0111194,0,0.0775589,0.0332283,0.00338593,0.00462857,0.00215832,0.0306399,0.00283857,0.0515539,0.0341312,0.00565682,0.0292464,0,0.0250732,0.0110384,0.0504352,0,0,0.0621578,0,0.00671022,0.0302637,0,0.0585379,0,0.012934,0.0149864,0.0356462,0.0158965,0.0344136,0,0.0851842,0.0236888,0.0232393,0.0205126,0.0308797,0.0441912,0.0442277,0.0580164,0.0589079,0.0359696,0.0327618,0,0,0,0,0
1699,0.0500131,0,0,0,0,0.0459184,0,0,0,0,0,0,0.00908307,0.0483918,0.00462444,0.0139671,0,0,0.0519968,0,0.0527724,0.0191139,0.0198254,0.00540142,0.0384761,0.00718187,0.016121,0.0469845,0.0110297,0,0.0773539,0.0334087,0.00346994,0.00462313,0.00226277,0.0305701,0.00291989,0.0514399,0.034144,0.0055914,0.0299558,0,0.0248683,0.0112757,0.0501474,0,0,0.0623706,0,0.00675323,0.0303338,0,0.0585302,0,0.0130211,0.015173,0.035379,0.0155755,0.0344849,0,0.0851331,0.0238047,0.0233441,0.0205479,0.0310764,0.0452885,0.0441007,0.0580601,0.0589849,0.0356536,0.0326108,0,0,0,0,0
1700,0.0499953,0,0,0,0,0.0466548,0,0,0,0,0,0,0.00800339,0.0484609,0.00418581,0.0143216,0,0,0.0522838,0,0.0528089,0.0192916,0.0199064,0.00568131,0.0384989,0.00685843,0.0162485,0.0470831,0.0110215,0,0.0772124,0.0333921,0.00328674,0.00444876,0.00245169,0.0305341,0.00537106,0.0515072,0.0342117,0.00544391,0.03142,0,0.0244522,0.0115416,0.0503363,0,0,0.0639987,0,0.00703884,0.0255547,0,0.0577597,0,0.0133035,0.0155566,0.0343831,0.0152877,0.034356,0,0.0849179,0.0239202,0.0235002,0.0204819,0.0311424,0.0463396,0.0446995,0.077024,0.0762636,0.0366551,0.032409,0,0,0,0,0
1701,0.0489998,0,0,0,0,0.0458602,0,0,0,0,0,0,0.00920332,0.0485356,0.00471095,0.0143222,0,0,0.0521906,0,0.0529052,0.0190944,0.0201737,0.0056284,0.0388544,0.00749365,0.0165785,0.0461794,0.0107706,0,0.0771618,0.033743,0.00355997,0.00450858,0.00254899,0.0305103,0.00292928,0.0509324,0.0341906,0.00507079,0.0316152,0,0.0239417,0.0117036,0.0493923,0,0,0.0626215,0,0.00679036,0.0306222,0,0.0574921,0,0.0126246,0.0158575,0.0353087,0.0150897,0.0345131,0,0.085173,0.0234715,0.0238334,0.0201026,0.0306686,0.0468927,0.04386,0.0580242,0.0590455,0.0357287,0.0316684,0,0,0,0,0
1702,0.0486997,0,0,0,0,0.0456205,0,0,0,0,0,0,0.00912444,0.0486047,0.00477583,0.0143467,0,0,0.0523276,0,0.0529415,0.0191606,0.0203455,0.00572198,0.038969,0.00776479,0.0168236,0.0459896,0.0107128,0,0.0771114,0.0338594,0.0035637,0.00450786,0.00258482,0.0305107,0.00291717,0.0508978,0.0342179,0.00505926,0.0322653,0,0.0233701,0.0118106,0.0490712,0,0,0.0627054,0,0.00678926,0.0305944,0,0.0567219,0,0.0124518,0.0162581,0.0350017,0.0149572,0.0344629,0,0.0852352,0.0231728,0.0242801,0.0197171,0.0302816,0.0474623,0.0437552,0.0580637,0.0591101,0.0354406,0.0313215,0,0,0,0,0
1703,0.0485945,0,0,0,0,0.0451229,0,0,0,0,0,0,0.00903628,0.0486507,0.00482697,0.0142677,0,0,0.0524664,0,0.0529421,0.0192703,0.0205,0.00573643,0.0389992,0.00791438,0.0170005,0.045881,0.0105582,0,0.0770377,0.0339544,0.00359461,0.00443826,0.00259395,0.030514,0.00291153,0.0509903,0.0342433,0.00500938,0.0326992,0,0.0227362,0.0117185,0.0488311,0,0,0.0627429,0,0.00680032,0.0305801,0,0.055745,0,0.0123491,0.0166504,0.0346782,0.0148907,0.0343361,0,0.0851016,0.0228691,0.0247017,0.0192945,0.0298698,0.0477353,0.0437038,0.058103,0.0591696,0.0351949,0.0311182,0,0,0,0,0
1704,0.0513939,0,0,0,0,0.0475455,0,0,0,0,0,0,0.00916324,0.0483015,0.00571722,0.012859,0,0,0.0527666,0,0.0528646,0.019375,0.0248905,0.00682604,0.0387028,0.00804304,0.00376854,0.0477953,0.00688749,0,0.0758596,0.0367758,0.00404434,0.00449653,0.00304145,0.0303566,0.00249181,0.0521396,0.0339747,0.00543823,0.033437,0,0.0195362,0.0127837,0.0491491,0,0,0.0621775,0,0.00698186,0.0296047,0,0.0538633,0.0347943,0.0172709,0.0111209,0.0375259,0.0130584,0.0287733,0,0.0807724,0.0227541,0.0282337,0.0171513,0.0303504,0.0504487,0.0462253,0.0594693,0.0600294,0.0392869,0.0342975,0,0,0,0,0
1705,0.0479517,0,0,0,0,0.0442821,0,0,0,0,0,0,0.00889704,0.0487786,0.00489978,0.0138257,0,0,0.0525114,0,0.0530056,0.0193902,0.0207597,0.00578434,0.0392082,0.00821483,0.0175888,0.0452003,0.0102717,0,0.0771454,0.0341971,0.00396254,0.00424603,0.00257308,0.0305795,0.00281939,0.0507121,0.0343657,0.00496057,0.0326036,0,0.021847,0.0114054,0.0480203,0,0,0.0628651,0,0.00683889,0.0308574,0,0.0535222,0,0.0115704,0.0175531,0.0341061,0.0145428,0.0340996,0,0.08499,0.0220865,0.0256639,0.018384,0.0288421,0.0468772,0.043304,0.058048,0.0592372,0.0348487,0.0303795,0,0,0,0,0
1706,0.050778,0,0,0,0,0.0479345,0,0,0,0,0,0,0.00910981,0.0484128,0.00574336,0.0128068,0,0,0.0528737,0,0.05296,0.0195568,0.0249868,0.00691568,0.0386435,0.008368,0.0045285,0.0472557,0.00675633,0,0.0761124,0.0368599,0.00434962,0.00430141,0.00304129,0.0304585,0.0023268,0.0519122,0.0341597,0.00550966,0.0327596,0,0.0185542,0.0127575,0.0483673,0,0,0.0622742,0,0.00701209,0.0297824,0,0.0511369,0.0348919,0.0165932,0.0116592,0.0373323,0.0127554,0.0282835,0,0.0804554,0.0221566,0.0295236,0.0162697,0.0293394,0.048599,0.0461466,0.0594006,0.0600972,0.0394257,0.0336065,0,0,0,0,0
1707,0.0504311,0,0,0,0,0.0477696,0,0,0,0,0,0,0.00915014,0.0484782,0.00586215,0.0125754,0,0,0.0529309,0,0.0530129,0.019723,0.0250943,0.00707425,0.0386725,0.00848142,0.00467613,0.0469765,0.00675486,0,0.0761135,0.0369398,0.00434162,0.00435285,0.00313802,0.0304635,0.00225168,0.0517402,0.0342865,0.00554497,0.0323824,0,0.017619,0.0125145,0.0479103,0,0,0.0622873,0,0.00703749,0.0299258,0,0.0495414,0.0351164,0.016543,0.0117994,0.0371835,0.0127475,0.0280716,0,0.0803211,0.0215643,0.0301773,0.0155474,0.0285176,0.047584,0.0461517,0.0593339,0.0601435,0.0393341,0.0333515,0,0,0,0,0
1708,0.0499817,0,0,0,0,0.0476065,0,0,0,0,0,0,0.00915071,0.0486401,0.00590848,0.012279,0,0,0.0529452,0,0.0530302,0.0198193,0.0251924,0.00718157,0.0386961,0.00856772,0.00484515,0.0466465,0.00671885,0,0.0759977,0.0369772,0.00444156,0.00449157,0.00325527,0.0304778,0.00222378,0.051465,0.0344577,0.00589559,0.0319047,0,0.0165767,0.0121854,0.0473226,0,0,0.0622702,0,0.00706775,0.0300412,0,0.0479833,0.0353729,0.0165015,0.0119306,0.0369372,0.0126587,0.0278696,0,0.080082,0.020925,0.0309908,0.0147643,0.027649,0.0466087,0.0460825,0.059244,0.0601839,0.0391835,0.0330563,0,0,0,0,0
1709,0.0496689,0,0,0,0,0.0470916,0,0,0,0,0,0,0.0090955,0.0487972,0.00587818,0.0119598,0,0,0.0529781,0,0.0530162,0.0200021,0.0252886,0.00720698,0.0387451,0.00866574,0.00503218,0.0463354,0.00666831,0,0.0759726,0.0369796,0.00453722,0.0047415,0.00325383,0.0304973,0.00222009,0.0512579,0.0346676,0.00634716,0.0313409,0,0.0156143,0.0118733,0.0468141,0,0,0.0622066,0,0.00709135,0.0300836,0,0.0464403,0.0355963,0.0163961,0.0120562,0.0366623,0.0126426,0.0276816,0,0.0798507,0.0203683,0.0319199,0.0141102,0.0268599,0.0459725,0.0460315,0.0591081,0.0601776,0.0389961,0.0329048,0,0,0,0,0
1710,0.0494154,0,0,0,0,0.0466357,0,0,0,0,0,0,0.00901859,0.0489791,0.00583217,0.0117043,0,0,0.0531097,0,0.0530317,0.0202105,0.0253437,0.00719704,0.0387844,0.00882,0.00530525,0.0460905,0.00661999,0,0.0760372,0.0370513,0.00457088,0.00481031,0.00325151,0.0305198,0.00224243,0.0511411,0.0348507,0.00637151,0.0306935,0,0.0147897,0.0115674,0.0463484,0,0,0.0622076,0,0.00711469,0.0302334,0,0.0449814,0.0358478,0.0161106,0.0122323,0.036433,0.0127235,0.027535,0,0.079691,0.0198721,0.0328739,0.0135594,0.0261935,0.0451472,0.0460086,0.0588734,0.0601401,0.0388692,0.0327643,0,0,0,0,0
1711,0.0491998,0,0,0,0,0.0465951,0,0,0,0,0,0,0.00890607,0.0491232,0.00573752,0.0115646,0,0,0.05324,0,0.0530496,0.0203233,0.0253415,0.00708554,0.0387177,0.00902319,0.00564122,0.0458836,0.00656399,0,0.0761939,0.0371422,0.00451935,0.00475122,0.0033007,0.0305417,0.00232034,0.0510282,0.0350037,0.00635778,0.0299986,0,0.0140204,0.0113267,0.0459032,0,0,0.0621166,0,0.00716056,0.0303663,0,0.0435664,0.0361235,0.0153141,0.0124554,0.036133,0.0129019,0.0273549,0,0.0794522,0.0194396,0.033685,0.0131045,0.0255968,0.044207,0.0460066,0.0585582,0.0601139,0.0387563,0.032636,0,0,0,0,0
1712,0.0490178,0,0,0,0,0.0466762,0,0,0,0,0,0,0.00880319,0.0492367,0.0056475,0.0112824,0,0,0.0533553,0,0.053076,0.0203978,0.0254237,0.00699175,0.0387242,0.00916648,0.00583715,0.0457097,0.00639143,0,0.0762509,0.0372616,0.00448478,0.00477016,0.00337931,0.0305564,0.00240092,0.0509231,0.0351329,0.0059892,0.0295557,0,0.0131096,0.0110224,0.0454912,0,0,0.0620646,0,0.00720241,0.0304992,0,0.0420134,0.0363595,0.0149756,0.0126474,0.0358166,0.012808,0.0271999,0,0.0792678,0.0187866,0.0344917,0.0125259,0.0247791,0.0434664,0.0460787,0.0582111,0.0600491,0.0386425,0.0325426,0,0,0,0,0
1713,0.0487654,0,0,0,0,0.0465017,0,0,0,0,0,0,0.00868138,0.0493378,0.00555996,0.0109153,0,0,0.0534511,0,0.0530896,0.0203972,0.0256245,0.00693682,0.0388094,0.00938913,0.00596397,0.045449,0.00617058,0,0.0760921,0.0374419,0.00459743,0.00486613,0.00346746,0.0305929,0.00244604,0.0507677,0.0352345,0.00604034,0.0293376,0,0.0122553,0.0107197,0.0450279,0,0,0.0620495,0,0.00721622,0.0306459,0,0.0405254,0.0365645,0.0149966,0.0128812,0.0353382,0.0126127,0.027053,0,0.0791337,0.0181019,0.0355275,0.0120674,0.0239532,0.0428841,0.0457925,0.0578392,0.0599314,0.038397,0.032425,0,0,0,0,0
1714,0.0485015,0,0,0,0,0.0460668,0,0,0,0,0,0,0.0085601,0.0494119,0.00551696,0.0106458,0,0,0.0535392,0,0.0531235,0.0204389,0.0258305,0.00692065,0.0387697,0.00979773,0.00618645,0.0452269,0.0060326,0,0.0760206,0.0375353,0.00474822,0.0049323,0.00359895,0.0306387,0.00246151,0.0506231,0.0353025,0.00599741,0.0291912,0,0.0116198,0.0105414,0.0446098,0,0,0.0620289,0,0.00721471,0.0307346,0,0.0391356,0.0367916,0.0144248,0.0131806,0.0349165,0.0126991,0.0269237,0,0.0790507,0.0176518,0.0365746,0.0118647,0.0233716,0.0422795,0.045369,0.0574354,0.0598114,0.0381591,0.0322739,0,0,0,0,0
1715,0.0483652,0,0,0,0,0.045578,0,0,0,0,0,0,0.00858681,0.0494534,0.00547195,0.0106385,0,0,0.0535953,0,0.0531095,0.0205311,0.0260064,0.00687442,0.0385568,0.010097,0.00668492,0.0451504,0.00599449,0,0.075999,0.0374904,0.00476672,0.00492265,0.00367201,0.0306686,0.00263399,0.050642,0.0353299,0.00625559,0.0291618,0,0.0110369,0.0105608,0.0442221,0,0,0.0619815,0,0.00727381,0.0304477,0,0.0377368,0.0370401,0.0139181,0.0136711,0.034262,0.0126399,0.0267863,0,0.078915,0.0175102,0.0375246,0.0117043,0.0231487,0.0416332,0.0451681,0.0586101,0.06108,0.0376732,0.0322226,0,0,0,0,0
1716,0.0478963,0,0,0,0,0.0452187,0,0,0,0,0,0,0.00865421,0.0495043,0.0054898,0.0106587,0,0,0.0535884,0,0.0531255,0.0205776,0.0262023,0.0069635,0.0385104,0.0102384,0.00704643,0.0447434,0.00605664,0,0.0759698,0.0374811,0.00483343,0.00502207,0.00372775,0.0306028,0.00294034,0.0504041,0.0353505,0.0061755,0.029121,0,0.0105843,0.0105651,0.043593,0,0,0.0617547,0,0.00732344,0.0306317,0,0.0364742,0.0373018,0.0131723,0.0140095,0.0338738,0.0122828,0.0267302,0,0.0789222,0.0172949,0.0384165,0.0120368,0.0230388,0.0410646,0.044855,0.0579836,0.0608038,0.0373381,0.0318884,0,0,0,0,0
1717,0.047481,0,0,0,0,0.0450136,0,0,0,0,0,0,0.00873004,0.049578,0.00563858,0.0107174,0,0,0.053497,0,0.0531672,0.0206322,0.0263466,0.00712502,0.0384369,0.0103907,0.00707824,0.0442656,0.00616149,0,0.0759396,0.0374426,0.00492821,0.00517643,0.0037803,0.0305053,0.00306559,0.0500306,0.0354187,0.006043,0.0293504,0,0.0100136,0.0106419,0.043099,0,0,0.0614806,0,0.00737532,0.030788,0,0.0353687,0.0374209,0.0126336,0.0140509,0.0336588,0,0.0266503,0,0.0789208,0.0172437,0.0395087,0.0127808,0.0230599,0.0409189,0.04454,0.0573868,0.0605038,0.037116,0.0316732,0,0,0,0,0
1718,0.0465209,0,0,0,0,0.0448248,0,0,0,0,0,0,0.00900782,0.0497122,0.00601552,0.0107985,0,0,0.0532366,0,0.0532321,0.0206325,0.0264903,0.00742354,0.03864,0.0108804,0.00713525,0.043526,0.00630372,0,0.0757993,0.0374418,0.00522814,0.00549083,0.00391223,0.0304145,0.0033394,0.0492256,0.0356033,0.00672301,0.029425,0,0.0103246,0.0107484,0.0422239,0,0,0.0611341,0,0.00737978,0.0311722,0,0.0349387,0.0378902,0.0117163,0.0138575,0.0335925,0.0117382,0.0269631,0,0.0793326,0.0172152,0.0402806,0.0134317,0.0232975,0.0405909,0.0440177,0.0559893,0.0594789,0.0370762,0.0310489,0,0,0,0,0
1719,0.0462726,0,0,0,0,0.0441982,0,0,0,0,0,0,0.00893058,0.0498873,0.00614595,0.0106164,0,0,0.053072,0,0.0532271,0.0208508,0.0266048,0.00761551,0.0385989,0.0110612,0.00741759,0.0431381,0.00641248,0,0.0757362,0.0374611,0.0053336,0.0056045,0.00393095,0.030391,0.00330704,0.048955,0.0358661,0.00760287,0.0298196,0,0.0102419,0.01059,0.0417504,0,0,0.0608002,0,0.00744436,0.0309773,0,0.034231,0.0379129,0.0114554,0.0141989,0.0329937,0.0118882,0.0268964,0,0.0794569,0.0175171,0.0411262,0.0137664,0.0236082,0.0407022,0.0434716,0.0563864,0.0599962,0.0364743,0.031157,0,0,0,0,0
1720,0.0457633,0,0,0,0,0.0438716,0,0,0,0,0,0,0.00879867,0.0500104,0.00617192,0.0104282,0,0,0.0529444,0,0.0532298,0.0210964,0.0267026,0.00777256,0.0385906,0.011455,0.00741274,0.0425998,0.00650519,0,0.0756659,0.0376134,0.00549423,0.00574222,0.00400594,0.030312,0.0033311,0.0484431,0.0361237,0.00755069,0.0307262,0,0.0109159,0.010729,0.0411943,0,0,0.0605344,0,0.00744632,0.0308251,0,0.0338146,0.0379639,0.010484,0.014341,0.0327195,0.0117975,0.026976,0,0.0797353,0.0174932,0.0418045,0.0142406,0.0239091,0.0410624,0.0429957,0.0559844,0.0597934,0.036272,0.0310242,0,0,0,0,0
1721,0.0453574,0,0,0,0,0.0436669,0,0,0,0,0,0,0.00863702,0.0500422,0.00609897,0.0104473,0,0,0.0528805,0,0.0532141,0.0212497,0.0267587,0.0078718,0.0385484,0.0119168,0.00728355,0.04212,0.0065685,0,0.0756085,0.0376627,0.00564331,0.0057609,0.00410124,0.0302721,0.00344249,0.0479415,0.0363196,0.00719924,0.0319987,0,0.0118707,0.0108452,0.04074,0,0,0.0603573,0,0.00741962,0.0306922,0,0.0334793,0.0379092,0.00952787,0.0143896,0.0325893,0,0.0269977,0,0.0800216,0.0174309,0.0425167,0.0148704,0.0241924,0.0418514,0.0428095,0.0555964,0.0596029,0.0362732,0.030892,0,0,0,0,0
1722,0.0448834,0,0,0,0,0.0435018,0,0,0,0,0,0,0.00866268,0.0500027,0.00603404,0.0107486,0,0,0.0529207,0,0.0532366,0.0212938,0.0267398,0.00802903,0.0386943,0.0120426,0.007424,0.0416611,0.00662865,0,0.0755977,0.0376568,0.00583901,0.00587698,0.00418367,0.0302559,0.00370998,0.0475145,0.0364656,0.00714108,0.0329331,0,0.0126801,0.0106247,0.0401986,0,0,0.0602881,0,0.0074411,0.0309669,0,0.0332731,0.0380399,0.00876424,0.0145221,0.0324274,0,0.0271385,0,0.0803974,0.0173782,0.0430276,0.0153018,0.0243263,0.0424369,0.0428385,0.0551764,0.0594294,0.0362352,0.0305503,0,0,0,0,0
1723,0.0445824,0,0,0,0,0.0432814,0,0,0,0,0,0,0.00868792,0.0500626,0.0059895,0.0111167,0,0,0.0529637,0,0.0532432,0.021252,0.0266945,0.00822153,0.0388129,0.0120499,0.00771791,0.0413476,0.00666268,0,0.0756333,0.0376049,0.00597261,0.00589483,0.00426794,0.0302499,0.0039155,0.0472611,0.0365928,0.00728647,0.0337446,0,0.013159,0.0105963,0.0397925,0,0,0.060235,0,0.00746862,0.0311971,0,0.0332083,0.0381794,0.00841424,0.0147832,0.0322362,0,0.0271941,0,0.0804681,0.0174603,0.0433925,0.0156429,0.0244781,0.0430514,0.0428116,0.0548595,0.0593029,0.0362148,0.0302661,0,0,0,0,0
1724,0.044196,0,0,0,0,0.0431007,0,0,0,0,0,0,0.0087146,0.0501681,0.00603844,0.0113894,0,0,0.0529569,0,0.0533057,0.0211964,0.0266807,0.00849138,0.0388464,0.0123142,0.00810282,0.0411288,0.00670533,0,0.0756379,0.0375971,0.00608329,0.00615312,0.00439937,0.0302177,0.00408246,0.0470047,0.036689,0.00753765,0.0339155,0,0.0136706,0.0107138,0.0393026,0,0,0.0601954,0,0.00747037,0.0312032,0,0.0332351,0.0383685,0.00835048,0.0151831,0.0320082,0.0162471,0.0271983,0,0.0805405,0.0175803,0.0435418,0.0159406,0.0246565,0.0428949,0.0425766,0.0546305,0.0592729,0.036243,0.0299143,0,0,0,0,0
1725,0.0438512,0,0,0,0,0.0430678,0,0,0,0,0,0,0.0086014,0.0501449,0.00618448,0.0115894,0,0,0.0528615,0,0.0533058,0.0211268,0.0266943,0.00877651,0.0387913,0.0127098,0.00831625,0.040967,0.0067791,0,0.075624,0.0376101,0.00615685,0.00656605,0.00448596,0.0301718,0.00410707,0.0467247,0.0366862,0.00791386,0.0343048,0,0.014572,0.0109428,0.0389242,0,0,0.0602018,0,0.0074472,0.0311676,0,0.033524,0.0384128,0.00825426,0.0155068,0.0318605,0.0167892,0.0270935,0,0.0806941,0.0177702,0.0437498,0.0163188,0.025032,0.0428147,0.0424571,0.0543563,0.0592241,0.0363544,0.0296831,0,0,0,0,0
1726,0.0434995,0,0,0,0,0.0430449,0,0,0,0,0,0,0.00864137,0.0502404,0.0062415,0.0118463,0,0,0.0527842,0,0.0533542,0.0211093,0.0267277,0.00911519,0.0388619,0.013018,0.00851588,0.0407825,0.00692889,0,0.075536,0.0375546,0.00635176,0.00680724,0.00455366,0.0301219,0.00427351,0.0464681,0.036735,0.00825897,0.0345589,0,0.0150476,0.010766,0.0385862,0,0,0.0602199,0,0.00741041,0.0312107,0,0.033464,0.038458,0.00808668,0.0157991,0.031723,0.0171332,0.0270426,0,0.0808561,0.0177982,0.0438043,0.0164839,0.0250902,0.0427928,0.0424716,0.0540374,0.0591406,0.0365,0.0294894,0,0,0,0,0
1727,0.0431384,0,0,0,0,0.0430527,0,0,0,0,0,0,0.00875141,0.0502854,0.00633027,0.0121126,0,0,0.0526886,0,0.0534156,0.0211809,0.0267723,0.00948049,0.0388085,0.0132428,0.00873582,0.0405312,0.00710978,0,0.0754479,0.0375031,0.00642955,0.00693016,0.00460302,0.0300365,0.00449458,0.0462134,0.0367971,0.00812337,0.0351818,0,0.0156153,0.0108213,0.0382768,0,0,0.0601591,0,0.00743199,0.0313766,0,0.0334351,0.0385313,0.00779095,0.0161538,0.0316061,0.0168566,0.0267989,0,0.080993,0.0176455,0.0437694,0.0165261,0.0250256,0.0431539,0.0424859,0.0537663,0.0591197,0.0367429,0.0292545,0,0,0,0,0
