Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,,x75
1651,0.0489163,0,0,0,0,0.0596089,0,0,0,0,0,0,0.0310966,0.0277879,0.00946424,0.0433077,0,0,0.0374317,0,0.053789,0.0239979,0.0251207,0.0044114,0,0.00581366,0.0371205,0.05257,0.00999691,0,0.0790404,0.0302454,0.00447206,0.00338967,0.00344186,0.0352966,0.0391666,0.0439237,0.0307672,0.0215762,0.00255639,0,0.0069455,0.0351913,0.0480159,0,0,0.0601935,0,0.00626482,0.030512,0,0.0101558,0,0.0141111,0.015383,0.0530626,0.0237882,0.0383257,0,0.0859982,0.00612058,0.0283048,0.00612124,0.00748424,0.00773368,0.0490862,0.0562809,0.0511974,0.0537102,0.034638,0,0,0,0,0
1652,0.0492409,0,0,0,0,0.0599812,0,0,0,0,0,0,0.0310153,0.0282242,0.00921924,0.043041,0,0,0.036935,0,0.0535419,0.0220986,0.0249504,0.0044306,0,0.00614243,0.0372936,0.0527795,0.0101764,0,0.0792046,0.0300729,0.00454277,0.00339972,0.00344505,0.0353325,0.0390294,0.044012,0.0298815,0.0191362,0.00257953,0,0.00703654,0.0352794,0.0485029,0,0,0.0604489,0,0.00651172,0.0317493,0,0.0101781,0,0.0140878,0.0156773,0.0532084,0.0239117,0.0384579,0,0.0860028,0.00627732,0.0281551,0.00627387,0.00760006,0.00775989,0.0487194,0.0555426,0.0506915,0.0538104,0.0348536,0,0,0,0,0
1653,0.0493816,0,0,0,0,0.0604734,0,0,0,0,0,0,0.0309039,0.0286804,0.00911489,0.0429471,0,0,0.0365732,0,0.0532712,0.0201928,0.0247355,0.00440981,0,0.00586548,0.037563,0.0528674,0.01029,0,0.0793573,0.0299306,0.00452987,0.00334976,0.00335483,0.0353345,0.0388677,0.0440336,0.0290336,0.0167144,0.00257488,0,0.00713643,0.0353443,0.0488598,0,0,0.0606136,0,0.00672683,0.0329555,0,0.0102215,0,0.014077,0.0161707,0.0531967,0.024019,0.0385879,0,0.0861147,0.00641632,0.0280325,0.00641637,0.00768704,0.00783099,0.0482591,0.0549707,0.0502903,0.0539571,0.0348486,0,0,0,0,0
1654,0.0492878,0,0,0,0,0.0605098,0,0,0,0,0,0,0.0307923,0.0291889,0.00910036,0.0428988,0,0,0.0363373,0,0.0531641,0.0182709,0.024538,0.00438518,0,0.005684,0.0379458,0.0526549,0.0103624,0,0.0794403,0.0297882,0.00452577,0.00331327,0.00327647,0.0353407,0.0387015,0.0438498,0.0284678,0.014298,0.00262241,0,0.00726769,0.0354394,0.0490509,0,0,0.0606797,0,0.00691785,0.0340347,0,0.0103694,0,0.0140629,0.0167861,0.0529368,0.0240936,0.0387183,0,0.0862474,0.00654413,0.0279403,0.00655504,0.00778679,0.00786036,0.0476659,0.0546459,0.0500297,0.0540398,0.0346,0,0,0,0,0
1655,0.0490335,0,0,0,0,0.060231,0,0,0,0,0,0,0.0306601,0.0296704,0.00912191,0.0428438,0,0,0.0362645,0,0.0530799,0.0165268,0.0243699,0.0043395,0,0.00560724,0.0383262,0.0521589,0.010488,0,0.0794864,0.0296635,0.0045059,0.00327952,0.00324964,0.0353341,0.0385372,0.0435143,0.0279178,0.0119207,0.00270481,0,0.0073602,0.0355499,0.0490508,0,0,0.060656,0,0.00709252,0.0348394,0,0.0104773,0,0.0140314,0.017359,0.0524032,0.0241583,0.0388089,0,0.0863398,0.00665874,0.0278134,0.00668874,0.00787031,0.00780782,0.0469729,0.0546719,0.0499453,0.0539898,0.034167,0,0,0,0,0
1656,0.0486039,0,0,0,0,0.0599006,0,0,0,0,0,0,0.0305134,0.030205,0.00920682,0.0427335,0,0,0.036117,0,0.0530627,0.0151549,0.0242843,0.00423279,0,0.00559606,0.0385953,0.0515281,0.0106378,0,0.0794881,0.0296006,0.0044355,0.00321681,0.00322765,0.035296,0.0383245,0.0431424,0.0274114,0.00975012,0.00278405,0,0.00744008,0.0356179,0.048852,0,0,0.0605809,0,0.00727037,0.0353408,0,0.0105512,0,0.0139299,0.0177239,0.0516367,0.0242057,0.0388329,0,0.0863843,0.00673452,0.0277145,0.00678364,0.00793798,0.00778269,0.0462337,0.0550138,0.0498898,0.053765,0.0335457,0,0,0,0,0
1657,0.0485019,0,0,0,0,0.0602503,0,0,0,0,0,0,0.0303462,0.0310198,0.00935296,0.0426771,0,0,0.0360194,0,0.0532102,0.0141587,0.0241872,0.00411489,0,0.00545253,0.0394917,0.0508965,0.0108267,0,0.0794843,0.0295076,0.00436844,0.00310807,0.00318308,0.0352223,0.0380333,0.0427214,0.0270624,0.00786805,0.00276266,0,0.00745959,0.0358693,0.0492595,0,0,0.0607751,0,0.00740787,0.035767,0,0.0106358,0,0.0138094,0.0187527,0.0512673,0.024215,0.0387782,0,0.0863934,0.00677163,0.0277252,0.006813,0.0079585,0.00785055,0.0455001,0.0552132,0.0497988,0.0541529,0.0333049,0,0,0,0,0
1658,0.0481895,0,0,0,0,0.0603454,0,0,0,0,0,0,0.0302443,0.032525,0.00921608,0.0427334,0,0,0.035972,0,0.0536083,0.0136164,0.0241753,0.00399692,0,0.00563688,0.0402191,0.0500183,0.0107878,0,0.0794446,0.029502,0.00430019,0.00302451,0.00315779,0.03517,0.0378351,0.042155,0.0270632,0.00638782,0.00276693,0,0.00748058,0.0361279,0.0494348,0,0,0.0610781,0,0.00755707,0.0359885,0,0.0107454,0,0.0137648,0.0194857,0.0504935,0.0241889,0.0387079,0,0.08644,0.00677349,0.0277858,0.00680972,0.00796912,0.00782048,0.044688,0.055165,0.0497381,0.0542588,0.0329787,0,0,0,0,0
1659,0.0486323,0,0,0,0,0.0624993,0,0,0,0,0,0,0.0300772,0.0347899,0.00928037,0.0429663,0,0,0.036468,0,0.0541874,0.013777,0.0241525,0.00390663,0,0.0061066,0.0410371,0.0501194,0.010794,0,0.0795497,0.0294569,0.00431646,0.00302388,0.00312106,0.0351349,0.0376838,0.0422205,0.0275587,0.00529168,0.00290498,0,0.00744269,0.0364335,0.0510865,0,0,0.0623206,0,0.00741609,0.0353575,0,0.0106985,0,0.0137287,0.0201308,0.050828,0.0241987,0.0386152,0,0.0863842,0.00678384,0.027801,0.00680146,0.00798982,0.00774331,0.0437145,0.0579807,0.0521922,0.0565408,0.0333425,0,0,0,0,0
1660,0.0483731,0,0,0,0,0.0628113,0,0,0,0,0,0,0.03041,0.0373363,0.00937683,0.0435931,0,0,0.0367314,0,0.0544252,0.0138961,0.0242295,0.00381495,0,0.00601818,0.0417494,0.0492954,0.0106669,0,0.0796561,0.0294488,0.00429908,0.00302474,0.00314016,0.0351154,0.038105,0.0417751,0.0281967,0.00395498,0.00284464,0,0.00747887,0.0369747,0.0514115,0,0,0.0629048,0,0.00744501,0.0354246,0,0.0106206,0,0.0138182,0.0203515,0.0501028,0.024173,0.0385569,0,0.0864531,0.00676694,0.027729,0.00681886,0.00790374,0.00764298,0.0427573,0.0574717,0.0525406,0.0569986,0.0333016,0,0,0,0,0
1661,0.049237,0,0,0,0,0.0644201,0,0,0,0,0,0,0.0326174,0.0391966,0.00954543,0,0,0,0.0365694,0,0.054506,0.0135476,0.0260649,0.0038971,0,0.00557916,0.0469643,0.0482187,0.0096764,0,0.0790104,0.0299243,0.00463204,0.00350491,0.00357634,0.0352478,0.0411883,0.0410804,0.028489,0.00267259,0.0032682,0,0.00782651,0.0397292,0.0526645,0,0,0.0637002,0,0.00743897,0.0359519,0,0.0109346,0,0.0140645,0.0230564,0.0502999,0.0243861,0.0389038,0,0.0868159,0.00717737,0.0274292,0.00720809,0.00826065,0.00778653,0.0423785,0.0571258,0.0529586,0.059126,0.0352438,0,0,0,0,0
1662,0.0486682,0,0,0,0,0.0638443,0,0,0,0,0,0,0.0326587,0.0403977,0.00924258,0,0,0,0.0366836,0,0.0547058,0.0130951,0.026277,0.00387102,0,0.00526112,0.0472182,0.0474306,0.00952662,0,0.0788583,0.0299834,0.00468335,0.00352239,0.00358989,0.0352468,0.0412184,0.0406984,0.0288645,0.00186651,0.00345564,0,0.00786961,0.0397802,0.0521711,0,0,0.0637624,0,0.00753939,0.0362975,0,0.0110847,0,0.0140407,0.0230444,0.0491949,0.0243975,0.0389752,0,0.0868648,0.0072655,0.0274267,0.00730233,0.00841773,0.00787834,0.0417627,0.0569417,0.0533462,0.058685,0.0349134,0,0,0,0,0
1663,0.0482293,0,0,0,0,0.0632614,0,0,0,0,0,0,0.0325717,0.0409496,0.00922349,0,0,0,0.036738,0,0.0546465,0.0124117,0.0263951,0.00383075,0,0.00550734,0.0476857,0.0465501,0.00949478,0,0.0787957,0.0299982,0.00468558,0.00350647,0.00355002,0.0352076,0.0410784,0.0403532,0.0291661,0.00157503,0.00356668,0,0.00792918,0.0399705,0.0517768,0,0,0.0635369,0,0.00755717,0.0366842,0,0.011162,0,0.0140514,0.0232854,0.0484088,0.0244444,0.0390563,0,0.0868538,0.0073748,0.027403,0.00741532,0.00852139,0.00792398,0.0413466,0.0566081,0.0535482,0.0582763,0.0347114,0,0,0,0,0
1664,0.0479644,0,0,0,0,0.062998,0,0,0,0,0,0,0.032714,0.041215,0.00928968,0,0,0,0.0367411,0,0.054334,0.0117125,0.0265302,0.00383161,0,0.00588706,0.0485434,0.0459161,0.00939248,0,0.078738,0.029977,0.00463589,0.00349983,0.00355173,0.0351797,0.041252,0.0400713,0.0294104,0.00139552,0.00353327,0,0.0081261,0.0405751,0.0515228,0,0,0.0631944,0,0.00751745,0.0371183,0,0.0113152,0,0.0139696,0.0237747,0.0482139,0.0244748,0.0391676,0,0.0868872,0.00753743,0.0273232,0.00759982,0.00864931,0.00788282,0.0412382,0.0558174,0.0535824,0.0581683,0.034617,0,0,0,0,0
1665,0.0481352,0,0,0,0,0.0633928,0,0,0,0,0,0,0.0336512,0.0414109,0.00952717,0,0,0,0.0366672,0,0.053938,0.0111289,0.0268477,0.00385118,0,0.0060343,0.050266,0.0456817,0.0092903,0,0.078593,0.0299196,0.00451442,0.00359076,0.00365763,0.0351755,0.0423722,0.0399204,0.0295141,0.00191463,0.00336296,0,0.00845993,0.0418467,0.0517322,0,0,0.0629865,0,0.0074,0.0377857,0,0.0117129,0,0.013952,0.0248964,0.0487883,0.0247198,0.0394276,0,0.0870569,0.00770169,0.0272157,0.00778892,0.00874402,0.00780698,0.0414732,0.0544673,0.05346,0.0586463,0.0348986,0,0,0,0,0
1666,0.0520083,0,0,0,0,0.0705731,0,0,0,0,0,0,0.0411702,0.0412355,0.0116934,0,0,0,0.0355532,0,0.0530976,0.00975283,0.03002,0.00554186,0,0.00634575,0.068076,0.0449632,0.00877513,0,0.0776746,0.0296351,0.00554736,0.00557696,0.00491236,0.0357497,0.052445,0.0390994,0.0287868,0.00372648,0.00457039,0,0.0109138,0,0.0577406,0,0,0.0644802,0,0.0068953,0.0401878,0,0.0141806,0,0.0160516,0.0384478,0.0540899,0.0273119,0.0431767,0,0.0892172,0.0104342,0.0254799,0.010267,0.0109033,0.00875827,0.0421497,0.0519056,0.0526233,0.0673661,0.0412659,0,0,0,0,0
1667,0.0482773,0,0,0,0,0.0632984,0,0,0,0,0,0,0.0333511,0.0418652,0.00933495,0,0,0,0.0367245,0,0.05339,0.0104542,0.0267754,0.00370858,0,0.00597224,0.0509737,0.045538,0.00927202,0,0.0784137,0.029921,0.00421399,0.00331164,0.0035084,0.0350068,0.0417945,0.0399897,0.0291751,0.00407252,0.00345277,0,0.00858784,0.0423118,0.0517262,0,0,0.0624529,0,0.00729088,0.0388503,0,0.0121594,0,0.0138693,0.02572,0.0495752,0.0247394,0.0394092,0,0.0870511,0.00780278,0.0271521,0.00795176,0.00884807,0.00767758,0.0423303,0.051331,0.0536488,0.0584993,0.0348578,0,0,0,0,0
1668,0.0484147,0,0,0,0,0.063178,0,0,0,0,0,0,0.0322587,0.0422979,0.00897722,0,0,0,0.0369428,0,0.0534249,0.0105427,0.0264578,0.00347621,0,0.00589885,0.0501241,0.0457069,0.00933029,0,0.078328,0.0299673,0.00393264,0.00300143,0.00330671,0.0348357,0.0402745,0.0403898,0.0289382,0.00423844,0.00351866,0,0.00856443,0.0418163,0.0518018,0,0,0.0625426,0,0.00724156,0.0387362,0,0.0122486,0,0.0136447,0.0254042,0.0496212,0.0244582,0.0393383,0,0.0869358,0.00784423,0.0272213,0.00820956,0.00892349,0.00772111,0.0426608,0.0509949,0.0545402,0.0581278,0.0347876,0,0,0,0,0
1669,0.048265,0,0,0,0,0.0627518,0,0,0,0,0,0,0.0314367,0.0428858,0.00878829,0,0,0,0.0371576,0,0.0535834,0.0108584,0.0263358,0.00328135,0,0.00567861,0.0495537,0.0454929,0.00949754,0,0.0781034,0.0299638,0.00379855,0.00278349,0.00316972,0.0346827,0.0391773,0.0405528,0.0288956,0.00380403,0.00372046,0,0.008563,0.0419067,0.0515286,0,0,0.0626892,0,0.00721503,0.0382325,0,0.0123026,0,0.0132122,0.0251263,0.0489985,0.024278,0.0394441,0,0.0869786,0.00814015,0.0273387,0.00818266,0.00915921,0.00803673,0.0429308,0.0513804,0.0556925,0.057424,0.0345824,0,0,0,0,0
1670,0.0482247,0,0,0,0,0.062307,0,0,0,0,0,0,0.0311245,0.0434836,0.00877255,0,0,0,0.0374289,0,0.0536469,0.0113153,0.0262125,0.00316708,0,0.00545418,0.0492951,0.0451982,0.00955396,0,0.077975,0.0299441,0.0036725,0.0026643,0.00313738,0.0345643,0.0386804,0.0406699,0.0290322,0.00331803,0.0039029,0,0.00869629,0.0423073,0.0513603,0,0,0.0627421,0,0.00715271,0.0374892,0,0.0124381,0,0.0128867,0.0248924,0.0484591,0.0242834,0.0395279,0,0.0869481,0.00839859,0.0273803,0.00827159,0.00930645,0.00836166,0.0431535,0.051958,0.0566397,0.0568536,0.0345704,0,0,0,0,0
1671,0.0477904,0,0,0,0,0.0615329,0,0,0,0,0,0,0.0314747,0.0440834,0.00943404,0.0516309,0,0,0.0376516,0,0.0536467,0.0116982,0.0251492,0.00306464,0,0.00574893,0.0498658,0.0443566,0.0108116,0,0.0784309,0.0288286,0.00367584,0.00265756,0.00307363,0.0347143,0.0389245,0.040524,0.0292703,0.00292439,0.00442426,0,0.00992605,0,0.051471,0,0,0.0627511,0,0.00700674,0.0368213,0,0.013566,0,0.0138785,0.0247555,0.0478619,0.0255191,0.0407888,0,0.0875888,0.00949084,0.0265497,0.0092613,0.00998931,0.00901921,0.0428203,0.0522747,0.0570618,0.0559633,0.0341392,0,0,0,0,0
1672,0.0481467,0,0,0,0,0.0613119,0,0,0,0,0,0,0.0305272,0.0445103,0.00930959,0.0516416,0,0,0.0379516,0,0.0535901,0.0119075,0.0249389,0.00295935,0,0.0058857,0.0502244,0.0440653,0.010693,0,0.0784479,0.0289322,0.00347324,0.00258188,0.00298383,0.0346415,0.0377708,0.040596,0.0294202,0.00290974,0.00479,0,0.0103042,0,0.0517852,0,0,0.0628529,0,0.0068638,0.0361387,0,0.0142559,0,0.0138164,0.0251157,0.0475725,0.0253616,0.0407855,0,0.0876781,0.00998631,0.0264618,0.00966754,0.0104983,0.00927517,0.0431775,0.0527838,0.0574638,0.0556758,0.034707,0,0,0,0,0
1673,0.0424143,0,0,0,0,0.0558904,0,0,0,0,0,0,0.0295092,0.0456463,0.00918723,0.0480578,0,0,0.0394652,0,0.0538917,0.0131056,0.0249839,0.00281503,0,0.00600714,0.0495885,0.0435979,0.0100962,0,0.0779703,0.0298005,0.00295224,0.00239606,0.00290979,0.0342151,0.0363547,0.0412474,0.0305477,0.0019404,0.00900765,0,0.0181383,0.0459319,0.045519,0,0,0.0619323,0,0.00691902,0.0349363,0,0.0175864,0,0.0344293,0.0275219,0.0425259,0.0296236,0,0,0.106549,0.0156097,0.0164219,0.0112604,0.00911932,0.00833849,0.0411499,0.0533673,0.0578255,0.0502973,0.0286256,0,0,0,0,0
1674,0.0481564,0,0,0,0,0.0586986,0,0,0,0,0,0,0.0253281,0.0454724,0.00798192,0.0446837,0,0,0.0394614,0,0.0533301,0.012722,0.0241005,0.00251895,0,0.00570972,0.0435809,0.0444215,0.0100366,0,0.0782682,0.0298562,0.00279422,0.00168139,0.0023653,0.034109,0.0311362,0.0417341,0.0301488,0.0027077,0.00511955,0,0.0095566,0.0389505,0.0505361,0,0,0.0621147,0,0.00665575,0.0342124,0,0.0148603,0,0.0117494,0.0217388,0.0453819,0.0232014,0.0390845,0,0.0865165,0.00983037,0.0276738,0.00919507,0.0109548,0.00950238,0.0437287,0.0545242,0.0585353,0.0520272,0.0343018,0,0,0,0,0
1675,0.043306,0,0,0,0,0.055731,0,0,0,0,0,0,0.0280259,0.0464774,0.00905965,0.0473136,0,0,0.040812,0,0.0534556,0.0136667,0.024907,0.00304272,0,0.0060313,0.0494749,0.0433746,0.00977552,0,0.0777903,0.0298463,0.00250219,0.00214138,0.00274964,0.0340255,0.0346825,0.0419813,0.031154,0.00235025,0.00917403,0,0.0184497,0.0452364,0.0461877,0,0,0.0615737,0,0.00641517,0.0343688,0,0.0181704,0,0.0339656,0.0276012,0.0425858,0.0294086,0,0,0.107114,0.0156864,0.0163569,0.0115025,0.00902758,0.00794717,0.0417101,0.0519083,0.0559268,0.0495891,0.0298596,0,0,0,0,0
1676,0.0490643,0,0,0,0,0.0570784,0,0,0,0,0,0,0.0242071,0.046223,0.00757327,0.0444774,0,0,0.0410104,0,0.0529402,0.0132031,0.0241837,0.0026699,0,0.00572013,0.043068,0.0443479,0.0097964,0,0.0782443,0.0298048,0.00230901,0.00149618,0.00223646,0.0339245,0.0298987,0.0427856,0.0307464,0.00333353,0.00722327,0,0.0107736,0.0384777,0.05086,0,0,0.0615071,0,0.0062142,0.0334693,0,0.0162207,0,0.0115183,0.0215421,0.0445528,0.0222058,0.0388146,0,0.0863934,0.0111765,0.0272712,0.0101624,0.0122551,0.0107265,0.0443054,0.0530372,0.056421,0.0499416,0.0355597,0,0,0,0,0
1677,0.0494832,0,0,0,0,0.0570832,0,0,0,0,0,0,0.0240638,0.0464473,0.00723529,0.0447143,0,0,0.0413254,0,0.0528103,0.0130882,0.0242166,0.00258085,0,0.00554979,0.043283,0.0443919,0.0096705,0,0.0781741,0.0297469,0.00216704,0.00139044,0.00221672,0.0338432,0.0297486,0.0430775,0.0309089,0.00337124,0.00746119,0,0.0114971,0.0382419,0.0513604,0,0,0.0617432,0,0.00596339,0.0330262,0,0.0175215,0,0.0112946,0.0218257,0.0447363,0.0218789,0.0386933,0,0.0864221,0.0117478,0.0269221,0.0106675,0.0128483,0.010937,0.044686,0.0534536,0.0563226,0.0498917,0.0360512,0,0,0,0,0
1678,0.0500621,0,0,0,0,0.0570401,0,0,0,0,0,0,0.0240866,0.046601,0.00731719,0.0450201,0,0,0.0415629,0,0.0526968,0.0130025,0.0242872,0.00248388,0,0.00525363,0.0435716,0.0444921,0.00971043,0,0.0781298,0.0296652,0.00203094,0.00137381,0.00221053,0.0337768,0.0297775,0.0434514,0.0309982,0.00339008,0.0075501,0,0.0123153,0.0381451,0.052081,0,0,0.0621545,0,0.00574322,0.0327936,0,0.0191854,0,0.010975,0.0220941,0.0449731,0.0216712,0.0385126,0,0.0863618,0.0122417,0.0265859,0.011139,0.0134302,0.0110133,0.0450728,0.0538542,0.0562535,0.0499648,0.0367245,0,0,0,0,0
1679,0.0470028,0,0,0,0,0.0481363,0,0,0,0,0,0,0.00827818,0.0472411,0.00415448,0.00886887,0,0,0.0453359,0,0.0534091,0.0159403,0.0184013,0.00341216,0.0360972,0.00538269,0.0217556,0.0478796,0.0113284,0,0.0788748,0.0323953,0.00224593,0.00476045,0.0011071,0.0314746,0.00431314,0.0476714,0.0325087,0.00406345,0.0116933,0,0.010851,0.00895715,0.0472719,0,0,0.0598752,0,0.0061575,0.0303858,0,0.0203497,0,0.0119127,0.023912,0.0392126,0.0160775,0.0357847,0,0.0821709,0.0151603,0.031015,0.0107749,0.0172726,0.0168996,0.04371,0.0558594,0.0570915,0.038506,0.028549,0,0,0,0,0
1680,0.0474113,0,0,0,0,0.0482231,0,0,0,0,0,0,0.00847791,0.0472243,0.00429712,0.00905059,0,0,0.0454518,0,0.0533844,0.0158819,0.0184549,0.00350095,0.0357572,0.00566342,0.021084,0.0476331,0.0113948,0,0.0788309,0.0323115,0.00223129,0.00456235,0.00114499,0.0314328,0.00455421,0.0478028,0.0324726,0.00412063,0.011676,0,0.0118694,0.00921008,0.047983,0,0,0.0603684,0,0.00609005,0.0304454,0,0.0227234,0,0.0123,0.0231799,0.0393243,0.0159597,0.035596,0,0.0822345,0.0156792,0.030518,0.0113641,0.0179686,0.0173795,0.0439579,0.0562598,0.057269,0.0385048,0.0290803,0,0,0,0,0
1681,0.0478088,0,0,0,0,0.0484018,0,0,0,0,0,0,0.00857745,0.0471984,0.00435054,0.00904011,0,0,0.0456873,0,0.053369,0.0159285,0.0184691,0.0036139,0.0358448,0.00573642,0.0205539,0.047503,0.0113364,0,0.0787877,0.0322575,0.00234488,0.0045001,0.00114377,0.0313869,0.00434208,0.0479966,0.0324543,0.00414767,0.0113182,0,0.0126697,0.00921772,0.0487223,0,0,0.0608522,0,0.00607293,0.0305013,0,0.0253488,0,0.0119251,0.0224473,0.0395274,0.0158065,0.0354142,0,0.0826519,0.0160179,0.0299206,0.0119021,0.0185501,0.0174623,0.0441863,0.0565782,0.0575234,0.0385709,0.029558,0,0,0,0,0
1682,0.0434075,0,0,0,0,0.044712,0,0,0,0,0,0,0.0105311,0.0477132,0.00483136,0.00593647,0,0,0.0473958,0,0.0537217,0.0171978,0.0201102,0.00366259,0.0368571,0.00587851,0.0329694,0.048122,0.0101683,0,0.0777478,0.0331461,0.00250295,0.00382229,0.00164594,0.0311004,0.00764298,0.0491853,0.0332617,0.00426535,0.011088,0,0.0148468,0.0151576,0.0440527,0,0,0.0608889,0,0.00617066,0.0303455,0,0.0191548,0,0.0227732,0.0377035,0.0360094,0.026224,0,0,0.10725,0.00976832,0.0212191,0.00562735,0.00502266,0.00498264,0.0424604,0.05687,0.0578493,0.0349575,0.0248583,0,0,0,0,0
1683,0.0485769,0,0,0,0,0.0480487,0,0,0,0,0,0,0.00878658,0.0472058,0.0043121,0.00877281,0,0,0.046472,0,0.0532803,0.0163252,0.018414,0.00386496,0.0361146,0.00455354,0.0195171,0.0472179,0.0117649,0,0.0788551,0.0320977,0.00266513,0.00441879,0.00128294,0.0313161,0.00416527,0.0485285,0.0325515,0.00388252,0.0122174,0,0.0150077,0.00964052,0.0498894,0,0,0.0613837,0,0.00619459,0.0303452,0,0.0311716,0,0.0119465,0.020847,0.0394294,0.0157841,0.0349365,0,0.0827532,0.0170849,0.0285302,0.0131862,0.020137,0.0182944,0.0445295,0.057201,0.0581892,0.0382119,0.0305193,0,0,0,0,0
1684,0.0440767,0,0,0,0,0.0443892,0,0,0,0,0,0,0.0107067,0.0477623,0.00481786,0.00558038,0,0,0.0481981,0,0.0535971,0.0176914,0.0200948,0.00387098,0.0367981,0.00521986,0.0321816,0.047672,0.0107007,0,0.0778158,0.0329575,0.00273006,0.00375164,0.00177568,0.0310307,0.00758441,0.0496585,0.0334346,0.00445071,0.0128373,0,0.0162935,0.0147329,0.0450451,0,0,0.0610795,0,0.00631217,0.0303908,0,0.0236521,0,0.0222763,0.0363101,0.0359544,0.0265358,0,0,0.107616,0.0102936,0.0204215,0.0065311,0.00573277,0.00431993,0.0426414,0.0566464,0.0577801,0.0346221,0.0257478,0,0,0,0,0
1685,0.04943,0,0,0,0,0.0479538,0,0,0,0,0,0,0.0090248,0.0472709,0.00427268,0.00890359,0,0,0.0472331,0,0.0530905,0.0167788,0.0182892,0.00404127,0.0361367,0.00503259,0.0184744,0.0471505,0.0122641,0,0.0789589,0.0317661,0.00275356,0.00440052,0.00136779,0.031274,0.00408618,0.0490804,0.0327233,0.00479754,0.0136815,0,0.0175344,0.0100991,0.0507895,0,0,0.0613646,0,0.00631393,0.0304868,0,0.0369874,0,0.012845,0.0191259,0.039364,0.0156611,0.0352029,0,0.0827271,0.0185802,0.0271734,0.0148582,0.0219521,0.0203556,0.0445991,0.0569153,0.0579994,0.0380039,0.0314738,0,0,0,0,0
1686,0.0500631,0,0,0,0,0.0481006,0,0,0,0,0,0,0.00913303,0.0473065,0.00414559,0.00903037,0,0,0.0478389,0,0.0529795,0.0170675,0.0181852,0.00404942,0.0362012,0.00538301,0.0181028,0.0474008,0.0124586,0,0.0789813,0.0315969,0.00281801,0.00445115,0.00143773,0.0312784,0.0040777,0.0495665,0.0328487,0.00479748,0.0150293,0,0.0187549,0.0102585,0.0513279,0,0,0.0613415,0,0.0063282,0.0305644,0,0.0393747,0,0.0131662,0.0184352,0.039477,0.0157474,0.0353307,0,0.0828532,0.0193052,0.026486,0.015627,0.0228251,0.021928,0.0445594,0.0569483,0.0580413,0.0381298,0.0319971,0,0,0,0,0
1687,0.0507251,0,0,0,0,0.0480717,0,0,0,0,0,0,0.00918446,0.047386,0.004072,0.00921821,0,0,0.0485344,0,0.0528918,0.0174334,0.0180704,0.00404249,0.0362752,0.00576531,0.0180026,0.0476788,0.0126052,0,0.0790364,0.0315157,0.00286026,0.00442229,0.00152059,0.0312799,0.00407697,0.050141,0.033019,0.00475557,0.016286,0,0.0200716,0.0101952,0.0518554,0,0,0.0612714,0,0.00633831,0.0306058,0,0.0419271,0,0.0130724,0.0179926,0.0393629,0.0158359,0.035359,0,0.0829491,0.0199868,0.0258077,0.0163721,0.0236655,0.0234657,0.0443941,0.056998,0.0580842,0.0379858,0.032538,0,0,0,0,0
1688,0.0513129,0,0,0,0,0.0479535,0,0,0,0,0,0,0.00916629,0.0474822,0.00400884,0.00941615,0,0,0.0492266,0,0.0528398,0.0177806,0.0179925,0.0040857,0.0363618,0.00595263,0.0180614,0.0480195,0.0126119,0,0.0790407,0.0315125,0.00284803,0.00432993,0.0015592,0.031267,0.00401166,0.0507659,0.0332055,0.00523071,0.0176827,0,0.0213189,0.00996594,0.0522881,0,0,0.0611589,0,0.00634044,0.0305712,0,0.0445859,0,0.012682,0.0177038,0.0390665,0.0159361,0.0353218,0,0.0831342,0.0205279,0.0251461,0.0170781,0.024397,0.0251312,0.044222,0.0570945,0.0580983,0.037755,0.0329625,0,0,0,0,0
1689,0.0542538,0,0,0,0,0.054698,0,0,0,0,0,0,0.0241167,0.0470774,0.00755415,0.0477163,0,0,0.0461285,0,0.051992,0.0149487,0.0242266,0.00263497,0,0.00532638,0.0451582,0.0457782,0.0105964,0,0.0781908,0.0288599,0.00114391,0.00229475,0.00244564,0.0334843,0.030054,0.0477886,0.031895,0.00485372,0.0171481,0,0.0237455,0.0404593,0.0564123,0,0,0.0634722,0,0.00595224,0.0326991,0,0.0461685,0,0.00931367,0.0189592,0.0431089,0.0205135,0.0363302,0,0.0873364,0.0191861,0.021005,0.0179546,0.0216716,0.0206909,0.0454382,0.0557867,0.0574416,0.0469205,0.0413364,0,0,0,0,0
