Timestep,C7,CBL,CBR,CFL,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,CFR
36,0.0250895,0,0,0,0.0246846,0,0,0,0,0,0,0.0442133,0.0200346,0.0446568,0.0345429,0,0,0.0483878,0,0.0493798,0.0306744,0.0300498,0.0400957,0.0146813,0.00697304,0.0331265,0.0112552,0.0119405,0.0112198,0.00695975,0.0322856,0.0133027,0.0177088,0.0220846,0.0184653,0.0492936,0.0369097,0.026955,0.0354712,0.0387533,0.0236372,0.033487,0.0383496,0.0131964,0,0,0.0642203,0,0.0252194,0.0298869,0.0408635,0.034564,0.0202235,0.0231445,0.0247804,0.0419604,0.0200053,0.022319,0.0191898,0.0257565,0.0125923,0.0367621,0.0064619,0.0128241,0.0424002,0.0519211,0.0243474,0.0250767,0.0259205,0.0146217,0,0,0,0
37,0.0236403,0,0,0,0.0239179,0,0,0,0,0,0,0.0440269,0.0203865,0.044574,0.034518,0,0,0.0485953,0,0.0492192,0.0308283,0.0300676,0.0400288,0.01451,0.00697728,0.0331743,0.011958,0.0118892,0.0111642,0.00685717,0.0322913,0.0133116,0.0176681,0.0220875,0.018438,0.0491411,0.0375285,0.0270789,0.0352347,0.0386465,0.0240942,0.0333946,0.0383647,0.0119157,0,0,0.0657697,0,0.0251586,0.0311897,0.0407745,0.0345134,0.0201793,0.0231796,0.0249251,0.0438155,0.0199443,0.0223327,0.0191343,0.0257179,0.0125647,0.0366625,0.00644927,0.0129046,0.0423514,0.0538042,0.0244808,0.025708,0.0252973,0.0133902,0,0,0,0
38,0.0227617,0,0,0,0.0240506,0,0,0,0,0,0,0.0437697,0.02069,0.0446398,0.035828,0,0,0.0487567,0,0.049108,0.0310078,0.0300332,0.0401297,0.0139605,0.00704076,0.0352491,0.012387,0.0119344,0.0112303,0.00688934,0.0321732,0.0132937,0.017624,0.0220331,0.0185179,0.0490247,0.0380059,0.0271552,0.0350095,0.0389829,0.0244759,0.0337385,0,0.0110912,0,0,0.0675277,0,0.0250377,0.032481,0.0407518,0.0349509,0.019998,0.0237185,0.0266584,0.0458419,0.0202494,0.0221662,0.0195362,0.0261743,0.0129055,0.0369109,0.00655069,0.0131916,0.0427392,0.0559183,0.0246805,0.0265009,0.0257481,0.0123757,0,0,0,0
39,0.0221849,0,0,0,0.0244253,0,0,0,0,0,0,0.0435665,0.0209221,0.0448134,0,0,0,0.0488387,0,0.0490811,0.0313132,0.0297904,0.0402949,0.0134613,0.00717704,0.0376063,0.0121419,0.0121539,0.0113556,0.00706655,0.0318697,0.0132776,0.0176249,0.0219562,0.0186469,0.0490655,0.0382609,0.0272634,0.0347678,0.0393428,0.0248062,0.0340827,0,0.0108961,0,0,0.0686641,0,0.0248557,0.0337041,0.0409533,0.0352086,0.0199811,0.0240888,0.0291623,0.0471211,0.0205029,0.0219759,0.0199007,0.0264635,0.0130103,0.0371122,0.00663158,0.0131901,0.0430113,0.0574022,0.024942,0.0271842,0.0265239,0.0116501,0,0,0,0
40,0.020748,0,0,0,0.0236,0,0,0,0,0,0,0.0431435,0.0212045,0.0443855,0.0362624,0,0,0.0490602,0,0.0490444,0.0315869,0.029711,0.0399608,0.0139457,0.0071346,0.0369614,0.0122559,0.0119036,0.0111096,0.00677827,0.0319305,0.0132605,0.0175498,0.021869,0.0184766,0.0487346,0.0385972,0.0273631,0.03437,0.0393807,0.0250718,0.0340366,0,0.0102022,0,0,0.0694779,0,0.0246198,0.034649,0.0411753,0.0350346,0.0202516,0.0238812,0.0288037,0.0480632,0.0203886,0.0219285,0.0198344,0.0262758,0.0127958,0.0369808,0.00659861,0.012944,0.0429371,0.0584848,0.0252952,0.027893,0.0257876,0.0105978,0,0,0,0
41,0.0192608,0,0,0,0.0229047,0,0,0,0,0,0,0.0431064,0.0215261,0.0442684,0.0362786,0,0,0.0493562,0,0.0490188,0.0318744,0.0297416,0.039859,0.0140249,0.00712768,0.0369165,0.0123918,0.0118217,0.0110847,0.00668239,0.0319715,0.0132819,0.0176967,0.0218871,0.018464,0.0486396,0.0390024,0.0274715,0.0338078,0.0392937,0.0252827,0.0339306,0,0.00959128,0,0,0.0701833,0,0.0243479,0.0354754,0.0411348,0.0349796,0.0202854,0.0238327,0.0286567,0.0489587,0.0203307,0.021938,0.0197741,0.0262368,0.0128207,0.0369137,0.00659743,0.0129781,0.0428879,0.0594764,0.0257259,0.0287291,0.0252641,0.00949304,0,0,0,0
42,0.0176595,0,0,0,0.0220302,0,0,0,0,0,0,0.0431602,0.0218891,0.0443422,0.0362673,0,0,0.0497272,0,0.0489151,0.0321653,0.029929,0.0397977,0.0139041,0.00706158,0.0364706,0.0126681,0.0116746,0.0110681,0.00665042,0.032139,0.0133186,0.0177567,0.0219793,0.0184372,0.0487436,0.0394625,0.0275659,0.0331863,0.0392979,0.0254503,0.0339229,0,0.00899579,0,0,0.0707616,0,0.0240486,0.0362079,0.0408676,0.0351065,0.0201349,0.0239284,0.0279332,0.0496226,0.0202529,0.0219901,0.0196662,0.0262526,0.0130337,0.0367797,0.00656213,0.0133845,0.0430106,0.0602901,0.0261983,0.029669,0.0245024,0.00836011,0,0,0,0
43,0.0159674,0,0,0,0.0208467,0,0,0,0,0,0,0.043416,0.0222946,0.0444879,0.0362165,0,0,0.0500389,0,0.0487917,0.0324883,0.0303581,0.0397621,0.0136047,0.00695907,0.0354769,0.0128085,0.0115333,0.0110319,0.00662722,0.0324837,0.0133794,0.0178849,0.0221351,0.018389,0.0489587,0.0398396,0.0276837,0.0326096,0.0393342,0.0256071,0.0339494,0,0.00860669,0,0,0.0707705,0,0.0237652,0.0367885,0.0403072,0.0354374,0.0199401,0.0241738,0.0262351,0.0495633,0.0201291,0.0221244,0.0194653,0.0262863,0.0134521,0.036556,0.00650739,0.0142952,0.0434113,0.0603534,0.0266625,0.0304911,0.0233098,0.00723446,0,0,0,0
44,0.0144821,0,0,0,0.0200232,0,0,0,0,0,0,0.04354,0.0228008,0.0445462,0.0359924,0,0,0.050347,0,0.0487221,0.032822,0.0305671,0.0397348,0.0134979,0.00695203,0.0350268,0.0129565,0.0114832,0.0110242,0.00668927,0.0325949,0.0134228,0.0180573,0.0222157,0.0183757,0.0490753,0.0402341,0.0277789,0.03207,0.0392868,0.0257594,0.0338812,0,0.00849211,0,0,0.07076,0,0.0235214,0.0372455,0.0400531,0.0355123,0.0199033,0.0241595,0.0255047,0.0495328,0.0200049,0.0222313,0.0192745,0.0261897,0.0136093,0.0363777,0.0064778,0.0147307,0.0435587,0.0603267,0.0270956,0.0310247,0.0225931,0.00618121,0,0,0,0
45,0.0132455,0,0,0,0.0196163,0,0,0,0,0,0,0.0434917,0.0233686,0.044515,0.0359139,0,0,0.0505628,0,0.0485947,0.0330622,0.0305535,0.0396455,0.0134856,0.00700083,0.0352002,0.0134571,0.0114694,0.0110367,0.00679857,0.032564,0.0134364,0.0181784,0.0222086,0.0183667,0.0490424,0.0407412,0.0277793,0.0315193,0.03925,0.0255758,0.0338117,0,0.00834708,0,0,0.0725475,0,0.023537,0.039049,0.0400325,0.0355073,0.0198916,0.0241138,0.0259133,0.0503011,0.0198776,0.0223013,0.0191609,0.0260535,0.0136517,0.0362529,0.00646696,0.0148346,0.0435567,0.0616446,0.028241,0,0.0223831,0.00523535,0,0,0,0
46,0.012018,0,0,0,0.0191353,0,0,0,0,0,0,0.0434576,0.0238528,0.0445033,0.0359554,0,0,0.0506738,0,0.0484155,0.0333468,0.0304824,0.0395236,0.0135641,0.00705984,0.0354563,0.0138815,0.0115576,0.011031,0.00677674,0.0325189,0.0134504,0.0182683,0.0222251,0.018356,0.049016,0.0411782,0.0276755,0.0310971,0.0392788,0.025719,0.0338081,0,0.00853421,0,0,0.0724045,0,0.0233895,0.0392329,0.0400419,0.0355816,0.0199091,0.0241929,0.0262445,0.0502768,0.0197897,0.0223301,0.0191135,0.0260032,0.0136947,0.0361801,0.00648361,0.0148513,0.0435987,0.061718,0.0285122,0,0.0222087,0.00445356,0,0,0,0
47,0.0108943,0,0,0,0.0185926,0,0,0,0,0,0,0.0434077,0.0241135,0.0444462,0.0359981,0,0,0.0507692,0,0.0483361,0.0338071,0.030392,0.039386,0.0135617,0.00710595,0.0356229,0.0139627,0.01179,0.0110111,0.00669618,0.0324633,0.0135031,0.018292,0.0222562,0.0183361,0.0489637,0.0415302,0.0275967,0.0308464,0.0393123,0.026122,0.0338285,0,0.00894035,0,0,0.0703088,0,0.023224,0.0377417,0.0400643,0.0356335,0.0198225,0.0242855,0.0262834,0.0491335,0.0197085,0.0223465,0.0190606,0.0259764,0.0137495,0.0361031,0.00648857,0.0148189,0.0436472,0.0603386,0.0280291,0.0281699,0.022028,0.00385147,0,0,0,0
48,0.00966806,0,0,0,0.0181793,0,0,0,0,0,0,0.0433394,0.0244192,0.0443887,0.0360203,0,0,0.0509028,0,0.0481498,0.0340641,0.0302883,0.0392899,0.0134363,0.00710606,0.0357948,0.0147451,0.0119069,0.0110278,0.00667105,0.0324133,0.0135723,0.0183062,0.0222543,0.0183326,0.0489063,0.0420735,0.0274204,0.0304271,0.03928,0.0260788,0.0337715,0,0.00912917,0,0,0.0713675,0,0.0234514,0.0385335,0.0401194,0.0356125,0.0196045,0.0242561,0.0263396,0.0494787,0.0196045,0.0223862,0.0189432,0.025897,0.0137575,0.0359769,0.00646056,0.0148353,0.0436248,0.0611342,0.0285782,0,0.0219124,0.00304236,0,0,0,0
49,0.00835766,0,0,0,0.017663,0,0,0,0,0,0,0.0433388,0.0247041,0.0444368,0.0360207,0,0,0.0509944,0,0.0479297,0.0343718,0.0302851,0.039279,0.0133995,0.00712034,0.0358312,0.0154769,0.0119179,0.0110535,0.00676441,0.0324016,0.013623,0.0183242,0.0222633,0.0183357,0.0489373,0.0425584,0.027253,0.0300475,0.0391768,0.0264315,0.0336493,0,0.00948759,0,0,0.0692705,0,0.0235083,0.0364939,0.0401159,0.0354859,0.0197921,0.0241753,0.0263378,0.0484893,0.0194989,0.0224235,0.0188496,0.0257747,0.0137308,0.0358459,0.00642665,0.0148718,0.04353,0.059827,0.0276026,0.0264549,0.0217148,0.0025305,0,0,0,0
50,0.00702972,0,0,0,0.0172862,0,0,0,0,0,0,0.04317,0.0250767,0.0444033,0.0358826,0,0,0.0510797,0,0.0476175,0.0346862,0.030254,0.0392135,0.0134105,0.00712749,0.035902,0.0164581,0.011868,0.0110384,0.0068247,0.0323623,0.0136479,0.018277,0.0222556,0.0183194,0.0488437,0.0430909,0.0269868,0.0295711,0.039117,0.0266053,0.0335762,0,0.00973095,0,0,0.0685303,0,0.023781,0.0354744,0.0401555,0.0353985,0.0198791,0.0241309,0.0263018,0.0481692,0.0194121,0.0224552,0.0187982,0.0256764,0.0137618,0.0357339,0.0064432,0.0149499,0.0435041,0.0594598,0.0273023,0.0262799,0.0215995,0.00229988,0,0,0,0
51,0.00569306,0,0,0,0.0169431,0,0,0,0,0,0,0.0429746,0.0254675,0.044365,0.0356373,0,0,0.0511443,0,0.0472717,0.0351217,0.0301449,0.0391468,0.0133698,0.00713589,0.0358741,0.0175474,0.0118694,0.0110151,0.00685059,0.0322497,0.0136161,0.0180944,0.0222217,0.018316,0.0487371,0.0436985,0.0266521,0.0288917,0.039172,0.0268203,0.0336139,0,0.00991749,0,0,0.0675661,0,0.0241097,0.034308,0.0402521,0.0354761,0.0198347,0.024086,0.0261877,0.0477345,0.0193479,0.0224965,0.0187515,0.0255866,0.013769,0.0356105,0.00648361,0.0149909,0.0435853,0.058893,0.0268864,0.0276107,0.0214584,0.00249333,0,0,0,0
52,0.00439658,0,0,0,0.0167246,0,0,0,0,0,0,0.0429552,0.0258427,0.0443654,0.0356424,0,0,0.0512669,0,0.0468781,0.0354452,0.0301947,0.0391128,0.0133081,0.00712419,0.0358216,0.0187429,0.0118503,0.0110103,0.00688879,0.0322464,0.0135854,0.0177903,0.0222569,0.0183008,0.0487381,0.0443618,0.0262406,0.0281376,0.0392103,0.0269519,0.0336348,0,0.0100983,0,0,0.0667027,0,0.0245222,0.0332352,0.0401887,0.0355843,0.0199918,0.02396,0.0262602,0.0473198,0.01924,0.0226135,0.01858,0.0254396,0.0137468,0.035377,0.00645193,0.0150732,0.0437006,0.0584178,0.0264839,0.027365,0.0213666,0.00301228,0,0,0,0
53,0.00321638,0,0,0,0.0166035,0,0,0,0,0,0,0.0429096,0.0262582,0.0443095,0.0357315,0,0,0.0515103,0,0.0464631,0.0357487,0.0301966,0.0390173,0.013303,0.00713526,0.0359068,0.019819,0.0118216,0.0110136,0.00691851,0.0322554,0.0135933,0.0176714,0.0222609,0.0182657,0.0486902,0.044973,0.0257642,0.0283028,0.0391477,0.0270495,0.0335572,0,0.0102549,0,0,0.0656732,0,0.0250205,0.0322031,0.0401519,0.0355771,0.0201347,0.0239511,0.0262776,0.0469155,0.0191018,0.022701,0.0184372,0.0252958,0.0138021,0.0352013,0.00639739,0.0152249,0.0436927,0.0581264,0.0261957,0.0258172,0.021374,0.00378349,0,0,0,0
54,0.00226407,0,0,0,0.0165549,0,0,0,0,0,0,0.0427141,0.0267021,0.0442023,0.0357251,0,0,0.0519206,0,0.04612,0.0360488,0.0300844,0.0388726,0.0134626,0.00717675,0.0360895,0.020824,0.0117707,0.0109954,0.00689577,0.0322184,0.0136444,0.0177619,0.0222398,0.0182271,0.0485573,0.0456535,0.0252319,0.0283739,0.0391641,0.0271199,0.0335479,0,0.0103497,0,0,0.0647834,0,0.0255221,0.031043,0.040214,0.0356065,0.0203117,0.0240061,0.0261858,0.0464701,0.0189247,0.0227416,0.0183347,0.0251696,0.0137836,0.0350365,0.0064005,0.0152872,0.0436803,0.0578847,0.0262237,0.0240079,0.0214294,0.00467511,0,0,0,0
55,0.00175467,0,0,0,0.0165471,0,0,0,0,0,0,0.0424319,0.0272078,0.0440814,0.0356832,0,0,0.0524598,0,0.0458447,0.0363281,0.0300099,0.0387141,0.0135094,0.007192,0.0361675,0.0217434,0.0117025,0.0109555,0.00682865,0.0321972,0.0137014,0.017814,0.0222313,0.0181814,0.0483677,0.0463859,0.0246593,0.0282932,0.0391576,0.0271804,0.0335211,0,0.0103738,0,0,0.0641008,0,0.026015,0.0297688,0.0402732,0.0356234,0.0204714,0.0241396,0.0260539,0.0460142,0.0188049,0.02277,0.018268,0.0251074,0.0138726,0.0349318,0.0064747,0.0154179,0.0436804,0.0576996,0.0263808,0.0222915,0.0214818,0.00566139,0,0,0,0
56,0.00191715,0,0,0,0.0165758,0,0,0,0,0,0,0.0422143,0.0276703,0.0440162,0.0356705,0,0,0.0530292,0,0.0456389,0.0365349,0.0299812,0.0386653,0.0133886,0.00720621,0.036279,0.0225952,0.0116653,0.0109496,0.00678545,0.0322004,0.013713,0.0177971,0.0222561,0.0181622,0.0482269,0.0471667,0.0241317,0.028114,0.039154,0.0272371,0.0335064,0,0.0102873,0,0,0.0635118,0,0.026493,0.0287287,0.0402849,0.0356557,0.0205142,0.0241978,0.0259777,0.0455523,0.0186818,0.0228337,0.0181788,0.0250163,0.013931,0.0347886,0.00651014,0.0155498,0.0436863,0.0575446,0.0264358,0.0206201,0.0215255,0.00669148,0,0,0,0
57,0.00255321,0,0,0,0.0166092,0,0,0,0,0,0,0.0420749,0.0281532,0.0439728,0.0356628,0,0,0.0535266,0,0.0454694,0.0367,0.0299885,0.0386638,0.0131752,0.00718418,0.0363314,0.0234183,0.011622,0.010956,0.00679106,0.0322124,0.013732,0.0177532,0.0222967,0.0181545,0.0481573,0.0478916,0.0235825,0.0279073,0.0391921,0.0272961,0.0335036,0,0.0102331,0,0,0.0629476,0,0.026965,0.0279384,0.0402737,0.035764,0.02048,0.0242068,0.0259312,0.0450969,0.0185583,0.0229213,0.0180704,0.0248997,0.0139566,0.0346042,0.00653022,0.0156414,0.0437166,0.0574139,0.0267665,0.0190427,0.0214908,0.00778525,0,0,0,0
58,0.00330796,0,0,0,0.0166726,0,0,0,0,0,0,0.0420386,0.0285411,0.0439463,0.0357304,0,0,0.053974,0,0.0451502,0.0368213,0.0299334,0.0386576,0.0131338,0.00720262,0.0363825,0.0241462,0.011615,0.0109874,0.00683721,0.0321523,0.0137492,0.0177844,0.0223401,0.018161,0.0481286,0.0485559,0.0230387,0.0276979,0.039217,0.0273069,0.0334987,0,0.0101399,0,0,0.0624068,0,0.0273625,0.0270984,0.0402942,0.0359238,0.0204701,0.0242165,0.0259183,0.0445826,0.0183669,0.0230127,0.0179426,0.0247649,0.0139871,0.0344048,0.00655702,0.0157488,0.0437484,0.057285,0.0273455,0.0175622,0.0214453,0.00888699,0,0,0,0
59,0.00409333,0,0,0,0.0167237,0,0,0,0,0,0,0.0419835,0.0287791,0.0438183,0.0357421,0,0,0.0544145,0,0.0447187,0.0369122,0.0298481,0.0386477,0.013154,0.00721888,0.0363652,0.024765,0.0116183,0.011013,0.00683582,0.0320981,0.0137512,0.0177934,0.0223612,0.0181772,0.0481057,0.0491634,0.0224671,0.0275014,0.0391734,0.0272953,0.0334273,0,0.0100194,0,0,0.0619785,0,0.0277385,0.0262829,0.0403675,0.0359891,0.0204224,0.0243812,0.0258001,0.044048,0.0181578,0.0231028,0.0178201,0.024616,0.014113,0.0342331,0.00658548,0.0159482,0.0437063,0.0572049,0.0280818,0.016008,0.0213746,0.0100003,0,0,0,0
60,0.00498836,0,0,0,0.0161995,0,0,0,0,0,0,0.0417258,0.0291234,0.0436862,0.0345013,0,0,0.0549281,0,0.0444062,0.0371292,0.0297011,0.0383932,0.0136554,0.00714683,0.0347968,0.0252676,0.0115177,0.0109409,0.00673614,0.0321475,0.0137767,0.0177585,0.0223278,0.0180984,0.0478901,0.0498034,0.0218841,0.027459,0.0387791,0.0273082,0.0330034,0.0382746,0.00976937,0,0,0.0614889,0,0.0281291,0.0257101,0.0405795,0.035534,0.0204913,0.0237676,0.0244544,0.0431273,0.0177223,0.0233225,0.0173148,0.0240086,0.0138286,0.0338161,0.00651855,0.0157989,0.0431631,0.0568514,0.0289298,0.0143404,0.0205847,0.0108039,0,0,0,0
61,0.0057678,0,0,0,0.0162811,0,0,0,0,0,0,0.0415416,0.0293925,0.0436751,0.0343931,0,0,0.0555253,0,0.0442293,0.0374182,0.029671,0.0383275,0.013655,0.0071151,0.0347211,0.0257631,0.0115155,0.0109665,0.00674841,0.0321363,0.0138102,0.0177794,0.0223285,0.0180989,0.0477723,0.0504682,0.0214032,0.0274752,0.038746,0.0272931,0.0329383,0.0383045,0.0097509,0,0,0.0612732,0,0.0284803,0.0252226,0.0405896,0.035562,0.020517,0.0238196,0.0241698,0.0426884,0.0175841,0.0234195,0.0171824,0.0238625,0.0138763,0.033655,0.00654893,0.0159314,0.0431239,0.056822,0.0296248,0.0134228,0.0205247,0.0117239,0,0,0,0
62,0.00651679,0,0,0,0.0163693,0,0,0,0,0,0,0.0413387,0.0297093,0.0435873,0.0343112,0,0,0.0563281,0,0.0442046,0.0376951,0.0295701,0.038196,0.0135853,0.00713228,0.0346482,0.026218,0.0115565,0.0109808,0.00677433,0.0320578,0.013852,0.0178072,0.0223452,0.018087,0.0476604,0.0511519,0.02112,0.0273955,0.0387399,0.0272567,0.0328655,0.0383879,0.00980074,0,0,0.0611523,0,0.0287929,0.0248691,0.0406957,0.035626,0.0204363,0.0237544,0.024183,0.0423308,0.0174663,0.0235067,0.0170881,0.0237431,0.0139922,0.0335171,0.00663852,0.016095,0.0431636,0.0568409,0.0301935,0.0129183,0.0204498,0.0125563,0,0,0,0
63,0.00728317,0,0,0,0.0164583,0,0,0,0,0,0,0.0412077,0.0300721,0.043564,0.0342778,0,0,0.0573361,0,0.0443381,0.0379521,0.0295072,0.0381298,0.0135783,0.00718752,0.0345892,0.0267293,0.0116059,0.0110196,0.00684305,0.0319846,0.013894,0.0178293,0.0223792,0.018094,0.0475872,0.0518393,0.0209921,0.0272452,0.0386558,0.0272015,0.0326771,0.038461,0.00998031,0,0,0.0611709,0,0.0291101,0.0246167,0.0408264,0.0356527,0.0205313,0.0235029,0.0241321,0.0421449,0.0174203,0.0235853,0.0169804,0.0236604,0.0140822,0.0334215,0.00668934,0.0162646,0.0431643,0.0569852,0.0305761,0.0125764,0.0203801,0.0133501,0,0,0,0
64,0.00802853,0,0,0,0.0165629,0,0,0,0,0,0,0.0412409,0.0304436,0.0436586,0.0342834,0,0,0.0585009,0,0.0446688,0.0382731,0.029539,0.0381314,0.0136457,0.00723949,0.034526,0.0271227,0.0116492,0.0110881,0.00693326,0.0320199,0.0139433,0.0178782,0.0224501,0.0181158,0.0475388,0.0525678,0.0209703,0.0271843,0.0386704,0.027156,0.0326509,0.0385217,0.0101934,0,0,0.0613234,0,0.0294528,0.024497,0.0407969,0.0357208,0.0207742,0.0235196,0.0240014,0.0421014,0.0173528,0.0236365,0.0168913,0.0235779,0.0141909,0.033277,0.0066617,0.0164089,0.0431846,0.0572867,0.0307891,0.0123188,0.0203402,0.0140941,0,0,0,0
65,0.00889783,0,0,0,0.0166417,0,0,0,0,0,0,0.0413689,0.0307529,0.0437236,0.0342161,0,0,0.0595884,0,0.045093,0.0385647,0.0295506,0.0381199,0.0137008,0.00727405,0.0344047,0.0274753,0.011705,0.0111435,0.00701966,0.032042,0.0139848,0.0179128,0.0225045,0.0181331,0.0474376,0.0532202,0.0210234,0.027237,0.0388294,0.0270971,0.0327582,0.0385208,0.0105697,0,0,0.0613971,0,0.0298069,0.0244571,0.0407147,0.0358598,0.0208406,0.0237282,0.0237693,0.0421731,0.0172238,0.0236878,0.0168145,0.0234674,0.0143696,0.0330748,0.00670547,0.0165515,0.0432109,0.0576336,0.0309277,0.0120706,0.0202671,0.0148965,0,0,0,0
66,0.00988454,0,0,0,0.016746,0,0,0,0,0,0,0.0415339,0.0309512,0.043757,0.0341338,0,0,0.0604156,0,0.0454436,0.0388046,0.0295016,0.0380793,0.0136815,0.00729205,0.034305,0.0277753,0.0117628,0.0111627,0.00710273,0.0320149,0.0140069,0.0179673,0.0225268,0.0181529,0.047366,0.0537172,0.0210662,0.0274579,0.0388508,0.0270421,0.0327529,0.0384552,0.0110984,0,0,0.0615698,0,0.030168,0.0242544,0.0407546,0.0359545,0.0208921,0.0237633,0.0238247,0.0424167,0.0171543,0.0237653,0.0167634,0.0233913,0.0144732,0.0329391,0.00676749,0.0167257,0.0432563,0.0580289,0.031129,0.0119341,0.0202137,0.01578,0,0,0,0
67,0.0119548,0,0,0,0.0173594,0,0,0,0,0,0,0.0411095,0.0311604,0.0433263,0.0326201,0,0,0.0615005,0,0.0456157,0.0391461,0.0301189,0.0376993,0.0139537,0.00704185,0.0331093,0.0290391,0.0111837,0.0108773,0.0067341,0.0325913,0.0140232,0.0179821,0.0224988,0.0178835,0.0468862,0.0551325,0.0211694,0.0275279,0.0213629,0.0270423,0.014839,0.0353226,0.0125325,0,0,0.0622887,0,0.0306103,0.0241123,0.0377816,0.0136767,0.0218431,0.00959481,0.0243061,0.0434664,0.0211499,0,0.0187318,0.0206055,0.0100005,0.0338046,0.0113506,0.00939755,0.0258418,0.058943,0.0314187,0.0119105,0.0203095,0.0170959,0,0,0,0
68,0.011442,0,0,0,0.0169558,0,0,0,0,0,0,0.0415042,0.0311866,0.0438184,0.0338753,0,0,0.0615,0,0.0455263,0.0392033,0.0293478,0.0379444,0.0136192,0.00725253,0.0340322,0.0283509,0.01193,0.0112062,0.00726625,0.0317804,0.0140481,0.0185388,0.0225413,0.0181949,0.0473205,0.0547348,0.0209267,0.0279001,0.0385549,0.0271595,0.0326206,0.0381196,0.011779,0,0,0.0628292,0,0.0311346,0.0240065,0.0409706,0.0359833,0.0208153,0.0235613,0.023638,0.0432064,0.0170551,0.0239314,0.0166153,0.0231808,0.0145045,0.0327018,0.00682287,0.0170003,0.0430547,0.0591338,0.032195,0.0120096,0.0201461,0.0172777,0,0,0,0
69,0.0134149,0,0,0,0.0175675,0,0,0,0,0,0,0.0410835,0.0314728,0.0434416,0.0323555,0,0,0.0626579,0,0.045573,0.0397127,0.030016,0.0376469,0.0139771,0.00697025,0.0328191,0.029449,0.0113672,0.0109628,0.0069197,0.0324319,0.0140633,0.018538,0.0225271,0.0179385,0.0469624,0.0562736,0.0210078,0.0279144,0.021445,0.02722,0.0150981,0.0351599,0.0132976,0,0,0.0638625,0,0.0317619,0.0240474,0.0378646,0.013689,0.0218982,0.00951204,0.023829,0.0446928,0.0211495,0,0.0187003,0.0205628,0.0097228,0.0336196,0.0111565,0.00913955,0.025764,0.0602896,0.0329868,0.0120727,0.0202062,0.018499,0,0,0,0
70,0.0128225,0,0,0,0.0171642,0,0,0,0,0,0,0.0414365,0.0317777,0.0439635,0.0335332,0,0,0.0627795,0,0.0455818,0.0400443,0.0292976,0.0379719,0.0137952,0.00724409,0.0336111,0.0287042,0.0121342,0.0113469,0.0074745,0.0318035,0.014094,0.0186239,0.022631,0.0182469,0.0474053,0.0560132,0.0209952,0.0283279,0.0385025,0.0274026,0.0325767,0.0378057,0.0125095,0,0,0.0647182,0,0.0324732,0.0241454,0.0410483,0.0362984,0.0209923,0.0237504,0.0227981,0.0447686,0.0169594,0.0240288,0.0165521,0.0230833,0.0146502,0.0324192,0.00693715,0.0172321,0.0429837,0.0608031,0.0344095,0.0125038,0.0200916,0.0184998,0,0,0,0
71,0.0133858,0,0,0,0.0172937,0,0,0,0,0,0,0.0414548,0.0324408,0.0439978,0.0335699,0,0,0.0631819,0,0.0455225,0.0406734,0.0292454,0.0380618,0.0138726,0.00726419,0.0335118,0.0287981,0.0122747,0.0113913,0.0076023,0.0317284,0.014105,0.0184624,0.0227032,0.0182761,0.0475471,0.0564609,0.0214884,0.0286825,0.0389244,0.0279249,0.0327972,0.0375084,0.0128741,0,0,0.0660222,0,0.0336119,0.0246671,0.0411454,0.0364483,0.0210184,0.0241343,0.02248,0.0457302,0.0169642,0.0240242,0.0166255,0.0231201,0.0147226,0.0322322,0.00713361,0.0174447,0.0435414,0.0620669,0.0357203,0.013269,0.0201056,0.019003,0,0,0,0
72,0.0136863,0,0,0,0.0173825,0,0,0,0,0,0,0.0416409,0.0334235,0.0441505,0.0337159,0,0,0.0634532,0,0.0453305,0.0414963,0.029209,0.038095,0.0139699,0.00727601,0.0332876,0.0288591,0.0123623,0.0114227,0.0076899,0.0316456,0.0141183,0.0186949,0.0227454,0.0183293,0.0476377,0.0567119,0.0223043,0.0292103,0.0389072,0.0288984,0.0327758,0.0370182,0.0130231,0,0,0.0676334,0,0.0349639,0.026002,0.0412603,0.0365028,0.0210948,0.0243043,0.0222047,0.0463824,0.0169613,0.0240649,0.0166135,0.0230752,0.0148302,0.0321127,0.00730182,0.0176733,0.0436054,0.0633386,0.0362525,0.0142528,0.0201041,0.0192666,0,0,0,0
