Timestep,C7,CBL,CBR,CFL,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,CFR
1850,0.0090217,0,0,0,0.0270483,0,0,0,0,0,0,0.0465965,0.0346415,0.0595317,0.0217219,0,0,0.0747657,0,0.0478813,0.0481663,0.0377674,0.0747268,0.0161819,0.0155909,0.0307834,0.0168706,0.00556982,0.00984574,0.0166197,0.0409544,0.0190228,0.0277181,0.0284556,0.0286748,0.0616889,0.0541301,0.0275651,0.0346005,0.0265108,0.03415,0.025705,0.0270853,0.0198673,0,0,0.0688923,0,0.0374116,0.03523,0.0432289,0.0294117,0.0215383,0.0188583,0.0160748,0.0405548,0.0205067,0.0218678,0.0168253,0.0235977,0.0106421,0.028087,0.010116,0.0137726,0.0305193,0.055066,0.0308438,0.02141,0.026926,0.012973,0,0,0,0
1851,0.00931311,0,0,0,0.0272407,0,0,0,0,0,0,0.0478983,0.0345698,0.0602068,0.0210679,0,0,0.0750941,0,0.0480236,0.0481067,0.0380011,0.0761046,0.0166495,0.0158196,0.0305956,0.0167069,0.00522112,0.0104903,0.0177044,0.0414432,0.0198418,0.0287433,0.0291802,0.0292819,0.0611967,0.0545547,0.0275153,0.0346654,0.0276519,0.0342027,0.0265394,0.0262359,0.0199214,0,0,0.0687656,0,0.0374418,0.0353442,0.0427406,0.0289976,0.0220039,0.0198367,0.0161257,0.040483,0.0208179,0.0214836,0.0173998,0.0241822,0.010378,0.029406,0.00943343,0.0130083,0.0318783,0.0548511,0.0311644,0.0214357,0.0269692,0.0128201,0,0,0,0
1852,0.00967967,0,0,0,0.027501,0,0,0,0,0,0,0.0489932,0.0345248,0.0603815,0.0202821,0,0,0.0753889,0,0.0481403,0.0480516,0.0382748,0.0768008,0.0171444,0.0160092,0.03044,0.0165816,0.00537547,0.0122766,0.019062,0.042184,0.0207617,0.0298205,0.0298939,0.0298375,0.0601732,0.0550029,0.027513,0.0345969,0.0288128,0.0342135,0.027431,0.0251103,0.020037,0,0,0.068665,0,0.0374206,0.0352657,0.0422294,0.028896,0.0224497,0.0208273,0.0161332,0.0405778,0.0212471,0.0211429,0.0179549,0.024757,0.0101106,0.0307355,0.00883444,0.0124329,0.0333635,0.0547326,0.0314492,0.0215052,0.0270586,0.0127872,0,0,0,0
1853,0.0101763,0,0,0,0.0278919,0,0,0,0,0,0,0.0496351,0.0345449,0.060019,0.019441,0,0,0.0756477,0,0.0482621,0.0480196,0.0385929,0.077131,0.0175366,0.0161169,0.0303844,0.0164742,0.0059253,0.0147921,0.0204832,0.0431888,0.0216047,0.0307371,0.030604,0.0302222,0.0588239,0.0554536,0.0275626,0.0344407,0.0300548,0.0342408,0.0283953,0.023819,0.0202662,0,0,0.0687498,0,0.0374162,0.0351363,0.0417991,0.029167,0.0227869,0.0217335,0.0161328,0.0408578,0.0213838,0.0208731,0.018441,0.0252579,0.00999981,0.0320184,0.0083809,0.0120166,0.0349671,0.0547678,0.0315712,0.0219112,0.0272187,0.0129442,0,0,0,0
1854,0.010689,0,0,0,0.0283311,0,0,0,0,0,0,0.0501634,0.0346279,0.0592155,0.0186906,0,0,0.0759096,0,0.0483698,0.048058,0.0389782,0.0769758,0.0177359,0.0162546,0.0304649,0.0163335,0.00664693,0.0166143,0.0216652,0.0443771,0.0222667,0.031366,0.0311759,0.0303728,0.0576067,0.0559119,0.0276474,0.0341837,0.0310748,0.0342636,0.0291505,0.0225679,0.0206309,0,0,0.068965,0,0.0374329,0.0352743,0.041549,0.0294618,0.0229106,0.0222382,0.016366,0.0411958,0.0213454,0.0206994,0.0187676,0.0255923,0.0098601,0.0332891,0.00813274,0.0115066,0.0362955,0.0548681,0.0316571,0.02247,0.0274108,0.0132824,0,0,0,0
1855,0.0111421,0,0,0,0.0286688,0,0,0,0,0,0,0.0507948,0.0347193,0.0583613,0.0180776,0,0,0.0762363,0,0.0484226,0.0481894,0.0392666,0.0759134,0.0178116,0.0164836,0.030607,0.0162759,0.00737875,0.0177008,0.0223367,0.0455677,0.0226736,0.0317389,0.0315299,0.0302292,0.0570169,0.0563412,0.0277072,0.0339508,0.0321651,0.03422,0.0300704,0.0214281,0.0209552,0,0,0.0691313,0,0.0374037,0.0356067,0.041395,0.0299786,0.0228729,0.0225214,0.0165474,0.041435,0.0211903,0.0205312,0.0190305,0.0258519,0.00967926,0.0344959,0.00817993,0.0108678,0.0376044,0.0549596,0.0317586,0.0223242,0.0275626,0.0136821,0,0,0,0
1856,0.011697,0,0,0,0.0290133,0,0,0,0,0,0,0.0515272,0.0347813,0.0577658,0.0176601,0,0,0.0765309,0,0.0484386,0.0483437,0.0393712,0.0737133,0.017806,0.0169181,0.0308797,0.016268,0.00789986,0.0182572,0.0224025,0.0465721,0.022767,0.0318939,0.0315783,0.0297728,0.0569463,0.0566415,0.0277395,0.0341586,0.0327601,0.0342035,0.0307489,0.0205254,0.0214324,0,0,0.0694171,0,0.0374027,0.0357445,0.041336,0.0301082,0.022679,0.0225384,0.0167101,0.0417239,0.0208892,0.0204794,0.0191491,0.0259236,0.0095579,0.0356212,0.00827879,0.0101122,0.0384403,0.05513,0.0320062,0.0222868,0.0277749,0.0141837,0,0,0,0
1857,0.0123814,0,0,0,0.0293312,0,0,0,0,0,0,0.0522821,0.0347523,0.0573797,0.0174381,0,0,0.076777,0,0.0484387,0.048445,0.0392841,0.0703957,0.0177561,0.0175036,0.0311581,0.0162886,0.00807738,0.018299,0.0219005,0.0472255,0.0226808,0.0318315,0.0314072,0.0291005,0.0571258,0.0567883,0.0277285,0.0342897,0.0329331,0.0342069,0.0310201,0.0198246,0.0220429,0,0,0.0696915,0,0.0374178,0.0356936,0.0414467,0.030001,0.0224477,0.0222997,0.0166413,0.0420335,0.0205089,0.0205576,0.0191252,0.0257678,0.00950934,0.0366015,0.0084213,0.00934789,0.0387147,0.0553856,0.0322419,0.022477,0.0279914,0.0147887,0,0,0,0
1858,0.0130541,0,0,0,0.0295658,0,0,0,0,0,0,0.0525806,0.0347293,0.0567283,0.0173583,0,0,0.0770345,0,0.0484485,0.0485535,0.0391638,0.0663464,0.0176893,0.0181178,0.0313463,0.0163236,0.00814413,0.0175876,0.0210904,0.0475084,0.0226858,0.0317787,0.0311921,0.0284577,0.0569575,0.0568404,0.0276959,0.0343473,0.0329677,0.0341511,0.0311432,0.0193035,0.0226389,0,0,0.0699272,0,0.0373676,0.0359289,0.0417617,0.0297828,0.0222723,0.0217572,0.0161713,0.0422111,0.0200948,0.0206342,0.0189259,0.0253243,0.00903117,0.0373839,0.00867074,0.0084064,0.0384359,0.0555841,0.0324993,0.0226225,0.0281639,0.0154252,0,0,0,0
1859,0.0137038,0,0,0,0.0297336,0,0,0,0,0,0,0.0525927,0.0346534,0.0558196,0.017326,0,0,0.0772028,0,0.0484446,0.0486028,0.0389847,0.0620388,0.0175705,0.0187108,0.0313821,0.0164053,0.00811352,0.0161222,0.0199873,0.0474115,0.0226754,0.0317238,0.0309317,0.0277729,0.0566578,0.0567728,0.0276568,0.0343117,0.0326462,0.0341124,0.0308938,0.0189411,0.0231987,0,0,0.0701756,0,0.0373436,0.036412,0.0422311,0.0292492,0.0221761,0.0208043,0.0152867,0.0422035,0.0194675,0.0206923,0.0185198,0.0246419,0.0081222,0.0380097,0.0090496,0.00723394,0.0373531,0.0557264,0.0329347,0.0227092,0.0282656,0.0160479,0,0,0,0
1860,0.0142791,0,0,0,0.0298227,0,0,0,0,0,0,0.0519842,0.0346492,0.0544864,0.0173041,0,0,0.0772991,0,0.0484418,0.0486491,0.0387619,0.0581482,0.0174299,0.0190589,0.031282,0.0164173,0.00797173,0.0141423,0.0185364,0.0469449,0.0225238,0.0314773,0.030509,0.0271003,0.0560637,0.0566514,0.0276609,0.0343302,0.0322817,0.034121,0.03053,0.0188066,0.0236738,0,0,0.0704877,0,0.0373652,0.0367528,0.042789,0.028673,0.022088,0.0198587,0.0144172,0.0420877,0.0187175,0.0208101,0.0180861,0.0238475,0.00731371,0.0384806,0.00949345,0.00612484,0.0366996,0.0558916,0.0332791,0.022841,0.0282672,0.0165551,0,0,0,0
1861,0.0148484,0,0,0,0.029852,0,0,0,0,0,0,0.0508104,0.0346784,0.0530245,0.0173794,0,0,0.0773707,0,0.0484705,0.0487013,0.0385202,0.0553696,0.017299,0.0191352,0.0311083,0.0164344,0.00773361,0.0129795,0.0167842,0.0461269,0.0222689,0.0308903,0.0299466,0.0264499,0.0552741,0.0565263,0.0276933,0.0343853,0.0317732,0.0341454,0.0299883,0.0189071,0.0241348,0,0,0.0708315,0,0.0374013,0.0370067,0.043401,0.0278985,0.0220111,0.0184176,0.0135785,0.0419116,0.0179324,0.0208911,0.0175607,0.0229671,0.00663905,0.0388078,0.00990535,0.00499093,0.0359226,0.0560683,0.0333827,0.0229993,0.0282286,0.016982,0,0,0,0
1862,0.0153963,0,0,0,0.0298266,0,0,0,0,0,0,0.0491097,0.0346779,0.0515888,0.0176241,0,0,0.0773966,0,0.0485078,0.0486952,0.0382365,0.0535771,0.017108,0.0190223,0.0308676,0.0164618,0.00761209,0.0115507,0.0149379,0.0450526,0.0216819,0.0300003,0.0293255,0.0257614,0.0542779,0.0563781,0.027708,0.034407,0.0310472,0.0341063,0.0292447,0.0191771,0.0245353,0,0,0.0710637,0,0.0373664,0.0371344,0.0439674,0.026944,0.0219403,0.0170031,0.0123099,0.0416334,0.0173586,0.0208958,0.0170807,0.0221401,0.00620915,0.0390125,0.0101956,0.00411518,0.0349055,0.0561722,0.0333568,0.0230879,0.0281586,0.0173452,0,0,0,0
1863,0.0158235,0,0,0,0.0297244,0,0,0,0,0,0,0.0471657,0.0345835,0.0501523,0.0180039,0,0,0.0772918,0,0.0485046,0.0485601,0.0378819,0.0525707,0.0168803,0.0187433,0.0305728,0.0164995,0.00764901,0.00973214,0.0131578,0.0437529,0.0207653,0.0287933,0.0286112,0.0250475,0.053185,0.0562382,0.0276928,0.0342071,0.0303426,0.0340851,0.0285077,0.0195192,0.0248074,0,0,0.0713129,0,0.0373281,0.0371737,0.0444449,0.0260796,0.0218809,0.015313,0.0110543,0.0412046,0.0168004,0.0208581,0.0166579,0.0213852,0.00583811,0.0391265,0.0105196,0.00348321,0.0339249,0.0562103,0.0337279,0.0231951,0.0280279,0.0176641,0,0,0,0
1864,0.0160996,0,0,0,0.0296008,0,0,0,0,0,0,0.045257,0.0345816,0.0486219,0.0184782,0,0,0.0771729,0,0.0485246,0.0484096,0.0374775,0.052201,0.0166714,0.0183552,0.0302138,0.0165211,0.00761392,0.0081892,0.01173,0.0423036,0.0198211,0.0273652,0.0277645,0.0243765,0.0523566,0.0561664,0.0277413,0.0339173,0.0299655,0.0341197,0.0280614,0.0198272,0.0249162,0,0,0.0715848,0,0.0373155,0.0371391,0.0448507,0.0255774,0.0218123,0.0136596,0.00996321,0.0406829,0.016326,0.0208134,0.0162674,0.0207111,0.00561543,0.0391919,0.0109895,0.00311555,0.0332571,0.0562172,0.034019,0.0233328,0.0278592,0.0178989,0,0,0,0
1865,0.0162427,0,0,0,0.0294794,0,0,0,0,0,0,0.0433357,0.034695,0.0470641,0.0190133,0,0,0.0770619,0,0.0485892,0.0482941,0.0371202,0.052372,0.0165242,0.0178685,0.0298417,0.0165487,0.00749143,0.00811584,0.010727,0.040925,0.0188096,0.0259267,0.026892,0.0238583,0.0519423,0.0560897,0.0278713,0.0340386,0.0302259,0.0341953,0.0279771,0.0201397,0.0249325,0,0,0.0718383,0,0.0373383,0.0373347,0.0451317,0.0254537,0.0217148,0.0128619,0.00907543,0.0401518,0.0159447,0.0208942,0.0162402,0.0204196,0.00553428,0.0392991,0.0112032,0.00293847,0.0332696,0.0562051,0.0340302,0.0234993,0.0276889,0.0180424,0,0,0,0
1866,0.0163279,0,0,0,0.0294269,0,0,0,0,0,0,0.0416214,0.0347903,0.0457756,0.0195291,0,0,0.0769254,0,0.0486541,0.0481718,0.0367922,0.0527919,0.016428,0.0173823,0.0295389,0.0165431,0.00760263,0.00891038,0.0103257,0.0398367,0.0177301,0.0245008,0.0261058,0.0234322,0.051985,0.0560052,0.0280413,0.0341521,0.0306137,0.0342811,0.0280928,0.0203547,0.0249254,0,0,0.0719838,0,0.037374,0.0376719,0.045365,0.0255715,0.0216376,0.0122913,0.008393,0.039685,0.0157289,0.0209991,0.0162296,0.0202473,0.00557346,0.0393235,0.0115404,0.00305298,0.0334403,0.0561667,0.0342083,0.0237051,0.0275758,0.0181532,0,0,0,0
1867,0.016351,0,0,0,0.0294144,0,0,0,0,0,0,0.0403258,0.0347976,0.0447285,0.0200504,0,0,0.0767322,0,0.0486633,0.0480028,0.0364442,0.0532653,0.0163046,0.0169575,0.0293388,0.0164797,0.00783722,0.00974928,0.0104068,0.039099,0.0166876,0.0230662,0.0254804,0.0230766,0.0525413,0.0559525,0.0281656,0.0340877,0.0307562,0.0343002,0.0282185,0.02048,0.0248803,0,0,0.0720798,0,0.037338,0.0377762,0.0455176,0.0258233,0.0215861,0.0117433,0.00794574,0.0392823,0.0156291,0.0210483,0.0161625,0.020134,0.00581595,0.0392841,0.011991,0.00356255,0.033461,0.0560482,0.0344675,0.023809,0.0274898,0.0182215,0,0,0,0
1868,0.0163321,0,0,0,0.0294585,0,0,0,0,0,0,0.0395553,0.03473,0.0438499,0.0205059,0,0,0.0764965,0,0.0486792,0.0477979,0.0360824,0.053738,0.0160968,0.0166792,0.0291566,0.0164043,0.00808674,0.0106515,0.0102686,0.038772,0.0157865,0.021694,0.024926,0.0227759,0.0534868,0.0559422,0.0282533,0.033941,0.0301175,0.0343356,0.0277071,0.0205025,0.0248061,0,0,0.0722088,0,0.0373306,0.0380045,0.0455242,0.0255373,0.0215839,0.0114243,0.00767008,0.039005,0.0155676,0.0210005,0.016138,0.0200963,0.00622395,0.0395809,0.0120827,0.00388938,0.0330643,0.0559361,0.0346637,0.0238456,0.0274474,0.0181863,0,0,0,0
1869,0.0163405,0,0,0,0.0295375,0,0,0,0,0,0,0.0391845,0.0347466,0.0431828,0.0207365,0,0,0.0763371,0,0.0487324,0.047684,0.0356645,0.054324,0.0159036,0.016566,0.0289386,0.0164063,0.00845893,0.0117603,0.0103299,0.0387946,0.0149105,0.0204858,0.024384,0.0225514,0.0546695,0.0559855,0.0283644,0.0339088,0.0290937,0.0344035,0.0268512,0.0203323,0.0247382,0,0,0.0723598,0,0.0373588,0.0381851,0.0454199,0.0249426,0.0216203,0.0114213,0.00757183,0.0389027,0.0155238,0.0209052,0.0160826,0.0200285,0.00672435,0.040195,0.0121135,0.00418626,0.0324112,0.0558824,0.0348813,0.0239623,0.0274467,0.0180726,0,0,0,0
1870,0.0162051,0,0,0,0.0295651,0,0,0,0,0,0,0.0391678,0.0348348,0.0427603,0.0208298,0,0,0.0762505,0,0.0487802,0.0476787,0.035224,0.0548846,0.0156956,0.0166868,0.0286459,0.0164858,0.0089899,0.0127589,0.0106912,0.0389103,0.0140343,0.0194575,0.0238185,0.0223204,0.0558127,0.0559986,0.0284941,0.0339949,0.0288486,0.0344779,0.0266866,0.0200319,0.024565,0,0,0.0724878,0,0.0373913,0.0382887,0.0451901,0.0250918,0.0216335,0.0115895,0.00760667,0.0388257,0.0155953,0.0208778,0.0161197,0.0200416,0.00715063,0.0406122,0.0123366,0.00458174,0.0321554,0.0558214,0.0351542,0.024159,0.0274184,0.0178371,0,0,0,0
1871,0.0159162,0,0,0,0.0294982,0,0,0,0,0,0,0.0393079,0.0349396,0.0424423,0.0208635,0,0,0.0761761,0,0.0487958,0.0477385,0.0348498,0.0553424,0.0154718,0.0169242,0.028367,0.0165741,0.00945624,0.0138249,0.0111177,0.0390374,0.0131641,0.0184636,0.0232747,0.0220683,0.0567794,0.0559873,0.0286531,0.0340696,0.0288659,0.0344743,0.0268559,0.0197288,0.0242612,0,0,0.0724587,0,0.0373529,0.0383218,0.0448565,0.0255693,0.0216268,0.0116544,0.00783191,0.0387374,0.0157344,0.0208747,0.0162222,0.0201669,0.00755676,0.0408807,0.0125486,0.00493735,0.0322907,0.0556899,0.0352281,0.0242676,0.027338,0.0175336,0,0,0,0
1872,0.0155616,0,0,0,0.0294036,0,0,0,0,0,0,0.0394753,0.0350511,0.0421779,0.0208611,0,0,0.0761185,0,0.0488129,0.0478123,0.0346563,0.0556695,0.0152384,0.0171665,0.0281476,0.0166976,0.00994933,0.0149387,0.0115164,0.0392102,0.0123803,0.0175066,0.0228026,0.0218017,0.0574989,0.055963,0.0288406,0.0340695,0.0288494,0.0344816,0.027195,0.0193946,0.0238952,0,0,0.0724054,0,0.0373435,0.0384014,0.0444638,0.0262411,0.0216325,0.0118786,0.0081668,0.0387369,0.0159131,0.0208771,0.0163417,0.0203564,0.00793479,0.0411285,0.0127188,0.00527535,0.0324113,0.0555756,0.0353764,0.0243714,0.0272741,0.0171909,0,0,0,0
1873,0.0152191,0,0,0,0.0292825,0,0,0,0,0,0,0.0395513,0.0350973,0.0418495,0.020786,0,0,0.0760607,0,0.0487947,0.047886,0.0346284,0.0558249,0.0150123,0.0173708,0.0279728,0.0168633,0.010403,0.0160323,0.0117414,0.0393889,0.0117138,0.0165878,0.0223129,0.0215124,0.0578463,0.0558873,0.0289729,0.0339158,0.0291022,0.034503,0.0278126,0.0190514,0.0235284,0,0,0.072424,0,0.0373669,0.0384041,0.0440796,0.0271693,0.0216444,0.0121802,0.00855652,0.0387996,0.0160765,0.0209096,0.0164584,0.0205531,0.00830799,0.0413463,0.0129155,0.0056533,0.032706,0.05553,0.035504,0.0244311,0.0272543,0.0169127,0,0,0,0
1874,0.0148424,0,0,0,0.0290873,0,0,0,0,0,0,0.0394322,0.0351627,0.0413043,0.0206806,0,0,0.0760424,0,0.0487749,0.0479983,0.0346985,0.0558093,0.0147706,0.0175621,0.0279018,0.0170416,0.0106846,0.0169272,0.0114807,0.0395291,0.0112471,0.0158537,0.0218638,0.0211692,0.0576841,0.0558284,0.029086,0.0339503,0.0291285,0.0345111,0.028178,0.0187202,0.0231446,0,0,0.0724501,0,0.0373909,0.0382571,0.0436876,0.0279386,0.0217049,0.0123318,0.00897933,0.0388969,0.0162322,0.020875,0.0164933,0.0206885,0.00880886,0.0415779,0.0133199,0.00623391,0.0328264,0.0555458,0.0355963,0.024415,0.0272306,0.0167202,0,0,0,0
1875,0.0143941,0,0,0,0.0287967,0,0,0,0,0,0,0.0390145,0.0351595,0.0405381,0.0205746,0,0,0.0760346,0,0.0487426,0.0480892,0.0348639,0.0556473,0.0144819,0.0177929,0.0278534,0.0172127,0.010979,0.0170715,0.0110868,0.0396222,0.0110494,0.0153054,0.0215377,0.0207571,0.0568475,0.0557051,0.0291653,0.034087,0.0291251,0.0345019,0.0285324,0.018425,0.0227216,0,0,0.0723829,0,0.0374063,0.0382698,0.0432757,0.0286985,0.0217985,0.0125712,0.00936725,0.0389005,0.0163907,0.0208722,0.0165462,0.0208318,0.00929725,0.0418915,0.0139733,0.00679922,0.0330654,0.0554895,0.035655,0.0243913,0.027151,0.0165595,0,0,0,0
1876,0.0139048,0,0,0,0.0285555,0,0,0,0,0,0,0.0384211,0.0352449,0.0396782,0.0205071,0,0,0.0761302,0,0.0487261,0.0482285,0.0350926,0.0549901,0.0141782,0.01801,0.0278377,0.0173885,0.0110741,0.0166468,0.0108427,0.0397269,0.0111523,0.014985,0.0214335,0.0202589,0.0554898,0.055583,0.0292699,0.0343059,0.0285647,0.0344853,0.0282324,0.0181803,0.0222884,0,0,0.0723057,0,0.0374096,0.0384051,0.0428673,0.028883,0.0219881,0.0131411,0.0097555,0.0388623,0.0164941,0.0208708,0.0166173,0.0209887,0.00991283,0.0426373,0.0141112,0.00750229,0.0330367,0.0554093,0.0356152,0.0244348,0.0270708,0.0163708,0,0,0,0
1877,0.0133833,0,0,0,0.0283438,0,0,0,0,0,0,0.0374714,0.0353898,0.0385867,0.0205412,0,0,0.076237,0,0.0486834,0.0483673,0.0353553,0.0541501,0.0139238,0.0181078,0.0278712,0.0174423,0.0109165,0.0160277,0.0106674,0.0398789,0.011522,0.0148662,0.0214679,0.0197736,0.0536493,0.0554577,0.0293859,0.0344824,0.0283217,0.034484,0.0282132,0.0180302,0.0218748,0,0,0.072185,0,0.0374298,0.0384473,0.0425096,0.0293433,0.0221676,0.0137511,0.010178,0.0388998,0.0166358,0.0208942,0.0167059,0.021141,0.0104738,0.0432159,0.0142314,0.00815797,0.0330786,0.05537,0.0355851,0.0244499,0.0270317,0.0161609,0,0,0,0
1878,0.012757,0,0,0,0.028021,0,0,0,0,0,0,0.0366032,0.0354933,0.0374996,0.0207267,0,0,0.0763007,0,0.0486243,0.0484556,0.0356501,0.0531103,0.0136456,0.0181496,0.0279704,0.0174939,0.0104428,0.0151745,0.0104878,0.0399597,0.0119964,0.0149688,0.0213586,0.0192423,0.051577,0.0553175,0.029457,0.0345805,0.0283497,0.0344916,0.0284094,0.0179045,0.0214209,0,0,0.072049,0,0.0374513,0.0383277,0.0421779,0.0299786,0.0223436,0.0143251,0.0106228,0.0388901,0.016818,0.0209296,0.0168218,0.0212869,0.0109853,0.0436336,0.0144821,0.00875308,0.0333774,0.0553382,0.0354543,0.0244167,0.0270033,0.0159016,0,0,0,0
1879,0.012055,0,0,0,0.0277394,0,0,0,0,0,0,0.0357283,0.0356335,0.0364807,0.0210336,0,0,0.0764561,0,0.0485684,0.0485634,0.0359588,0.0519183,0.0133728,0.0180968,0.0280685,0.0175849,0.00980335,0.0141865,0.0100147,0.0398375,0.0125036,0.0152416,0.0212578,0.0187322,0.0492932,0.0552113,0.0295251,0.0347099,0.0284344,0.0344967,0.0286612,0.0178045,0.0208922,0,0,0.0719315,0,0.037461,0.0381194,0.0418723,0.030544,0.0225318,0.0146535,0.0110755,0.0387554,0.017021,0.020965,0.0169439,0.021464,0.0114881,0.0440643,0.0147122,0.00932639,0.0334871,0.0552979,0.0354856,0.0244077,0.0269732,0.0156244,0,0,0,0
1880,0.0114588,0,0,0,0.0276137,0,0,0,0,0,0,0.0348253,0.0356903,0.0356449,0.0213875,0,0,0.0766143,0,0.0484983,0.0486231,0.0362477,0.050711,0.0132211,0.0178948,0.028116,0.0177142,0.00906415,0.013221,0.00942489,0.0394457,0.0132022,0.0155963,0.0212408,0.0182926,0.0469081,0.0551324,0.0295508,0.0346706,0.0285707,0.0344915,0.0288943,0.0180507,0.0204005,0,0,0.0718156,0,0.0374561,0.0381713,0.04162,0.0309572,0.0227391,0.0150611,0.0115144,0.0386317,0.0171957,0.020983,0.0170811,0.0216096,0.0118998,0.0445134,0.0148324,0.00983916,0.0336389,0.0552831,0.0354437,0.0244145,0.0269404,0.0153627,0,0,0,0
1881,0.0110145,0,0,0,0.0276142,0,0,0,0,0,0,0.0339053,0.03565,0.0346736,0.0217333,0,0,0.0767175,0,0.0484475,0.0486178,0.0364258,0.0494943,0.0131924,0.0175622,0.0281109,0.0178155,0.00823032,0.0122665,0.00883591,0.0391212,0.0141557,0.015972,0.0212648,0.0179033,0.0444451,0.0550494,0.0295485,0.0344993,0.0290256,0.0345093,0.0293623,0.0184644,0.0199889,0,0,0.071719,0,0.0374912,0.0382703,0.0414429,0.0315958,0.0228847,0.015394,0.0118964,0.0385583,0.0173373,0.0210247,0.0171964,0.02174,0.0121479,0.0447499,0.0148907,0.0101164,0.0343074,0.055313,0.03538,0.0244856,0.0269214,0.015161,0,0,0,0
1882,0.010653,0,0,0,0.0276697,0,0,0,0,0,0,0.0330124,0.0356815,0.0336566,0.0221171,0,0,0.0767856,0,0.0484279,0.0486368,0.0364835,0.0482726,0.0132339,0.0171398,0.0281167,0.0178915,0.00730665,0.0120506,0.00835696,0.0388809,0.0149423,0.0163648,0.0212834,0.0175098,0.0418466,0.0549896,0.0295707,0.0346448,0.0291971,0.0344997,0.0297469,0.0189542,0.0196303,0,0,0.0716262,0,0.0375036,0.0381849,0.0413768,0.032263,0.0229916,0.0156062,0.0122288,0.0385061,0.0174647,0.0211,0.0172546,0.0218733,0.0124647,0.0449252,0.0150686,0.0104702,0.0349127,0.0553544,0.0352411,0.0244635,0.0269229,0.0149933,0,0,0,0
1883,0.0102908,0,0,0,0.0277943,0,0,0,0,0,0,0.0322453,0.0358078,0.0327411,0.0225708,0,0,0.0768914,0,0.0484206,0.0487398,0.0365451,0.0473226,0.0133718,0.0166349,0.0281777,0.0180443,0.00644153,0.0119787,0.0078232,0.0387436,0.0155552,0.016749,0.0212503,0.0171748,0.0394564,0.0550361,0.0296527,0.0348171,0.0288148,0.0344445,0.0298045,0.0195761,0.0192764,0,0,0.0715202,0,0.0374648,0.0379265,0.0414669,0.0328068,0.0231546,0.0154979,0.0126287,0.0384092,0.0175972,0.021209,0.0173408,0.0219538,0.0129522,0.0451764,0.0157055,0.0111304,0.034926,0.0553239,0.035131,0.0243917,0.0269546,0.0148391,0,0,0,0
1884,0.0098906,0,0,0,0.0279242,0,0,0,0,0,0,0.0316359,0.0359453,0.0320739,0.0230146,0,0,0.0769506,0,0.048403,0.0488176,0.0366436,0.0465733,0.0135614,0.0161092,0.0282102,0.0182824,0.00580935,0.0115669,0.00725234,0.0387396,0.0160646,0.0170951,0.0212844,0.0169259,0.0374463,0.0550513,0.0297737,0.0349478,0.028461,0.0344281,0.0297669,0.0201899,0.0188871,0,0,0.0714238,0,0.0374444,0.0377188,0.0415495,0.0332737,0.0232569,0.0155125,0.0130888,0.0382483,0.0176154,0.021295,0.0173665,0.0219922,0.0133825,0.0454221,0.0162099,0.0116623,0.0348509,0.0553073,0.0351259,0.0244312,0.0269451,0.0146828,0,0,0,0
1885,0.00955419,0,0,0,0.0280668,0,0,0,0,0,0,0.0310918,0.0360519,0.0314941,0.0234054,0,0,0.0768498,0,0.0483663,0.0488483,0.0367386,0.0460262,0.0137479,0.0155641,0.0281438,0.0183838,0.00535186,0.0110098,0.00669285,0.0389104,0.0165451,0.0174296,0.0213665,0.0167353,0.0357406,0.0549771,0.0298698,0.0350357,0.0287373,0.0344458,0.030124,0.0205773,0.0185506,0,0,0.0713222,0,0.0374638,0.0378723,0.0415599,0.0339804,0.0232556,0.0156586,0.0135125,0.0380548,0.0175627,0.0212964,0.0174886,0.0220441,0.0135637,0.0456138,0.0164149,0.0118354,0.0347048,0.0552801,0.0351417,0.0244462,0.0269081,0.0145722,0,0,0,0
1886,0.00924382,0,0,0,0.0282003,0,0,0,0,0,0,0.0306208,0.0360988,0.0309644,0.0238177,0,0,0.0767059,0,0.0483165,0.0488455,0.0367407,0.0457537,0.0139203,0.0150815,0.0280895,0.0184688,0.00502325,0.0111824,0.00630721,0.03919,0.0169202,0.0177892,0.0214636,0.0165536,0.0343232,0.054839,0.0299014,0.0350622,0.0291833,0.0344214,0.0306063,0.020903,0.0182284,0,0,0.071202,0,0.0374471,0.0378815,0.041456,0.0346374,0.023204,0.0158279,0.0139412,0.0378109,0.0175321,0.0212531,0.0176604,0.0221552,0.0137007,0.0457445,0.0165796,0.0119262,0.0345954,0.0552082,0.0351114,0.0243603,0.0268869,0.0144796,0,0,0,0
