Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_T,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,IMUR_M,RFIN,L5FT
29,0.0440453,0,0,0,0,0.031978,0,0,0,0,0,0.0508696,0.0253942,0.0416064,0,0,0.0729712,0,0.0548043,0.0358028,0.0434347,0.0135855,0.0135786,0.0130517,0.0433052,0.0655343,0.0128557,0.012802,0.0150093,0.0574385,0.00794764,0.0129171,0.00839641,0.0253634,0.0583141,0.063981,0.022033,0.0177245,0.0096907,0.017225,0.020684,0.205653,0.0304034,0,0,0.0829917,0,0.0606399,0.0596712,0.0359826,0.0211338,0.0133667,0.0350056,0.0579193,0.0130588,0.0357481,0,0.00575369,0.012963,0.0281142,0.0112823,0.0174746,0.0167251,0.0632302,0.0779662,0.0318569,0.0238642,0.0298119,0,0,0,0,0,0,0
30,0.0464331,0,0,0,0,0.0469961,0,0,0,0,0,0.0354843,0.0241006,0.0406163,0,0,0.11121,0,0.0458418,0.0708384,0.0419732,0.0127804,0.00655579,0.0128124,0.0341034,0.0931566,0.0118642,0.012233,0.0144646,0.0563711,0.00774523,0.0122162,0.00807429,0.0256512,0.0556201,0.0833359,0.03052,0.0520797,0.00881635,0.015898,0.0200611,0.208493,0.0768749,0,0,0.0709971,0,0.0553653,0.0588333,0.0341533,0.0265355,0.0125293,0.0307619,0.0880525,0.0123231,0.0351436,0.0125162,0.00658109,0.0114901,0.0273846,0.0102178,0.0153655,0.014665,0.0612,0.0812297,0.0290064,0.0637591,0.0587025,0,0,0,0,0,0,0
31,0.0445068,0,0,0,0,0.0297967,0,0,0,0,0,0.0506589,0.0254078,0.0417384,0,0,0.0715109,0,0.0549993,0.0351685,0.0431128,0.0131597,0.0136035,0.0129317,0.0432168,0.0638057,0.0122414,0.012839,0.0145738,0.0570408,0.00772903,0.0126996,0.00830982,0.0255823,0.0594979,0.0624169,0.0219456,0.01753,0.00835125,0.017337,0.0205346,0.206287,0.0305281,0,0,0.084141,0,0.0607375,0.0595851,0.0360957,0.0203676,0.0144042,0.0352922,0.0566188,0.0131167,0.0353548,0.0128979,0.00626642,0.0133379,0.0281542,0.0113068,0.017644,0.0185817,0.0638516,0.0753125,0.0324294,0.0211313,0.0305875,0,0,0,0,0,0,0
32,0.042851,0,0,0,0,0.0423489,0,0,0,0,0,0.0508982,0.0253845,0.0416515,0,0,0.0731848,0,0.0551027,0.0363253,0.0428387,0.0130038,0.0126231,0.0128834,0.04188,0.0663088,0.0118298,0.0129594,0.0143385,0.0566878,0.00762278,0.0127561,0.00828134,0.0256694,0.0598906,0.0637164,0.0218618,0.0185258,0.00792097,0.0170581,0.0198028,0.206791,0.0339041,0,0,0.082466,0,0.0597124,0.0592847,0.0354776,0.0208593,0.0154272,0.0338707,0.0689618,0.0129858,0.0354414,0.0115962,0.00692954,0.0128602,0.0280893,0.011302,0.0171446,0.0187286,0.0658879,0.0755299,0.0320173,0.0362148,0.0273443,0,0,0,0,0,0,0
33,0.0434691,0,0,0,0,0.0457086,0,0,0,0,0,0.0508173,0.0253414,0.0413229,0,0,0.0731597,0,0.0553465,0.0364274,0.0424806,0.0129728,0.0123602,0.0127778,0.0417518,0.0651238,0.0112819,0.0131972,0.014074,0.0561874,0.00746339,0.0129201,0.00828131,0.025767,0.060293,0.0624242,0.0219089,0.0187517,0.00733603,0.0169157,0.0193132,0.207213,0.0377656,0,0,0.0808595,0,0.0589596,0.0591693,0.0351717,0.0209516,0.0158149,0.0333421,0.0720003,0.0130005,0.0353377,0.0116623,0.00738605,0.0126073,0.0281091,0.0113494,0.0171562,0.0188947,0.0649777,0.0752372,0.0317639,0.0402586,0.0281629,0,0,0,0,0,0,0
34,0.0448974,0,0,0,0,0.0518584,0,0,0,0,0,0.0506955,0.0253294,0.0415498,0,0,0.0726728,0,0.0554483,0.0362577,0.0422628,0.0122582,0.0127875,0.0127725,0.043036,0.0635776,0.0109109,0.0133097,0.0136499,0.0558018,0.00745498,0.0131787,0.0081569,0.0259038,0.0610167,0.0612191,0.0218643,0.018717,0.00931,0.0163474,0.0192987,0.207415,0.0436082,0,0,0.0780795,0,0.0593616,0.059246,0.0353528,0.0205988,0.0161428,0.0337719,0.0762501,0.0129156,0.0352378,0.0123502,0.00771234,0.0132008,0.0279027,0.0116278,0.0179183,0.019732,0.062662,0.0902867,0.0282654,0.0473276,0.029377,0,0,0,0,0,0,0
35,0.0468515,0,0,0,0,0.0564718,0,0,0,0,0,0.0505118,0.025475,0.0416428,0,0,0.0718574,0,0.0555934,0.0358547,0.0424112,0.0120241,0.0134049,0.012836,0.0442185,0.0614953,0.0107714,0.013474,0.0135007,0.055712,0.0074219,0.0133418,0.00814604,0.0259734,0.0617913,0.0596555,0.0218557,0.018515,0.00965401,0.0159816,0.0193111,0.207615,0.0490906,0,0,0.0762051,0,0.0586633,0.0590109,0.0355957,0.0201506,0.015642,0.0341877,0.0804088,0.0130335,0.0350476,0.0116242,0.00774246,0.0138611,0.0278165,0.0120414,0.0187823,0.0208839,0.0613142,0.090333,0.0278069,0.0525496,0.0312673,0,0,0,0,0,0,0
36,0.0484332,0,0,0,0,0.0589005,0,0,0,0,0,0.0503129,0.0255522,0.041539,0,0,0.0708289,0,0.0557552,0.0353633,0.0426028,0.0117704,0.013836,0.0128923,0.0447018,0.0594716,0.010722,0.0134849,0.0134009,0.0556533,0.00738255,0.0133561,0.0080934,0.026042,0.0621371,0.057927,0.0219068,0.0182992,0.0100235,0.0157111,0.0192923,0.207773,0.05268,0,0,0.0750787,0,0.0582369,0.0586023,0.0359468,0.0199236,0.0152024,0.0344008,0.0828561,0.0129738,0.0347086,0.0108648,0.00749714,0.0146805,0.0277998,0.0124219,0.0198817,0.0224031,0.0605005,0.0902568,0.0274828,0.0553074,0.0331526,0,0,0,0,0,0,0
37,0.0494382,0,0,0,0,0.0598426,0,0,0,0,0,0.0501468,0.0255964,0.0414206,0,0,0.0699033,0,0.0559142,0.0349644,0.0427648,0.0114351,0.0140126,0.0129671,0.0447224,0.0578872,0.0105928,0.0134213,0.0133048,0.0555879,0.00735125,0.0133192,0.00803276,0.0261275,0.0621852,0.0563957,0.0219564,0.018183,0.0106283,0.0155546,0.0192643,0.207933,0.0546218,0,0,0.0744575,0,0.0579341,0.05815,0.0364654,0.019805,0.0149198,0.0345034,0.0838559,0.012792,0.0342079,0.0102692,0.00705252,0.0154808,0.0278155,0.0126984,0.0209815,0.0240241,0.0600364,0.0901056,0.0273797,0.0563848,0.0347718,0,0,0,0,0,0,0
38,0.0499776,0,0,0,0,0.0600417,0,0,0,0,0,0.0501267,0.0256232,0.0412967,0,0,0.0689569,0,0.0560887,0.0345859,0.042921,0.0110865,0.0140936,0.0130537,0.0444925,0.0565509,0.0104692,0.0133263,0.0131593,0.0555226,0.00734216,0.013281,0.00799654,0.0262153,0.0620983,0.0550189,0.0219934,0.0180639,0.0115259,0.0154588,0.019336,0.208129,0.0556045,0,0,0.0740437,0,0.0576578,0.0577831,0.0372583,0.0196789,0.0151869,0.0343427,0.0840304,0.0123711,0.0336786,0.00949974,0.00653891,0.0164353,0.0277894,0.0131038,0.0221165,0.0256741,0.0596775,0.0899908,0.0276013,0.0566469,0.0357209,0,0,0,0,0,0,0
39,0.0502212,0,0,0,0,0.059807,0,0,0,0,0,0.0501207,0.0255445,0.0411443,0,0,0.0681037,0,0.0562545,0.034279,0.043052,0.0107472,0.014144,0.0131487,0.0441067,0.0555295,0.0104257,0.0132136,0.012995,0.0554667,0.00735592,0.0131442,0.00799871,0.0263017,0.0619327,0.0538819,0.0220124,0.0179785,0.0124982,0.0153479,0.0194214,0.208353,0.0559241,0,0,0.0737482,0,0.0574195,0.057514,0.0380334,0.0195573,0.0162916,0.0340834,0.0837024,0.0116663,0.0332321,0.00845554,0.00611688,0.0174875,0.0277372,0.0135524,0.0232571,0.027288,0.0593594,0.0898204,0.0276865,0.056443,0.0362004,0,0,0,0,0,0,0
40,0.0502352,0,0,0,0,0.0592895,0,0,0,0,0,0.0499142,0.0251969,0.0407887,0,0,0.0674247,0,0.0563375,0.0341126,0.0431534,0.0103997,0.0141542,0.0132498,0.0437258,0.0548106,0.0104424,0.0131386,0.0128953,0.0554479,0.00737303,0.0128721,0.00800696,0.0263673,0.0617659,0.0529877,0.0219089,0.0180403,0.013415,0.0152612,0.0193066,0.208563,0.0558098,0,0,0.0735305,0,0.0574186,0.0572887,0.0386214,0.0194248,0.0176649,0.0340728,0.083044,0.0110512,0.0327742,0.00746677,0.00594631,0.0180812,0.027683,0.0137922,0.024003,0.0287121,0.059063,0.0895791,0.0276375,0.0559571,0.036478,0,0,0,0,0,0,0
41,0.0501389,0,0,0,0,0.0586744,0,0,0,0,0,0.049774,0.024871,0.0405887,0,0,0.0668674,0,0.0564234,0.0339696,0.0432467,0.0100402,0.0141643,0.013357,0.0434098,0.0543157,0.0105299,0.0130345,0.012938,0.055473,0.00738639,0.0127099,0.00799145,0.0264156,0.0615534,0.0523044,0.021807,0.0180764,0.0145471,0.0151657,0.0190465,0.20871,0.0554952,0,0,0.0733923,0,0.0573728,0.0571556,0.0389351,0.0192939,0.0189257,0.0343141,0.0822979,0.0106216,0.0324894,0.00657385,0.00585307,0.0182939,0.0276306,0.0138171,0.0243016,0.0298497,0.058827,0.0892648,0.0275428,0.0553851,0.0366646,0,0,0,0,0,0,0
42,0.0501538,0,0,0,0,0.0579856,0,0,0,0,0,0.0497993,0.0253962,0.0411533,0,0,0.066464,0,0.0565415,0.0338659,0.0454168,0.0102975,0.0157091,0.0142402,0.0441278,0.0540978,0.0118782,0.0124793,0.0136721,0.0569896,0.00789353,0.0126991,0.00843183,0.0262994,0.0622543,0.0518491,0.0217423,0.0181077,0.0361747,0.0151193,0.0192963,0.207556,0.0550357,0,0,0.0734215,0,0.0573049,0.0473927,0.0577762,0.0194757,0.0310718,0.0335839,0.081536,0.0199984,0,0.0204444,0.0205396,0.0319387,0.0229073,0.0206215,0.0421191,0.0645828,0.0588269,0.0887804,0.0274575,0.0545834,0.0365649,0,0,0,0,0,0,0
43,0.0496553,0,0,0,0,0.0571351,0,0,0,0,0,0.0497627,0.0240366,0.040063,0,0,0.0661207,0,0.0566248,0.0337924,0.0433062,0.00948516,0.0141878,0.0135117,0.042666,0.0540647,0.0105421,0.0127747,0.0131128,0.0554476,0.00743744,0.0124359,0.00795131,0.0265046,0.061219,0.0515857,0.0216184,0.0181875,0.0141715,0.0150568,0.0184709,0.208942,0.0541765,0,0,0.0735546,0,0.0572633,0.0571453,0.0391361,0.0191389,0.0191408,0.0344149,0.080596,0.0104064,0.0322062,0.00673455,0.00583266,0.0180242,0.0276108,0.0137244,0.024107,0.0308958,0.0588344,0.0882069,0.027396,0.0538679,0.0367182,0,0,0,0,0,0,0
44,0.0493405,0,0,0,0,0.056484,0,0,0,0,0,0.049628,0.0236796,0.0399901,0,0,0.0658708,0,0.0566509,0.033793,0.0432904,0.00927079,0.0141898,0.0135244,0.0422987,0.0540723,0.010356,0.012668,0.0130396,0.0554048,0.0074818,0.0123234,0.00795876,0.0265488,0.0611911,0.0514974,0.0214326,0.0183033,0.0143626,0.015005,0.0182997,0.209046,0.0535008,0,0,0.0737383,0,0.0571402,0.0571774,0.0391346,0.0191306,0.0185977,0.0342324,0.07996,0.0104862,0.0321625,0.00759995,0.00585752,0.017818,0.0276293,0.0137656,0.0240502,0.0312112,0.0590139,0.0877668,0.0272842,0.0532261,0.0366913,0,0,0,0,0,0,0
45,0.0490359,0,0,0,0,0.0559339,0,0,0,0,0,0.0494508,0.0235219,0.0398708,0,0,0.0657371,0,0.0566548,0.0338652,0.0432437,0.00910406,0.0141573,0.0135026,0.041985,0.0542536,0.0102598,0.0126278,0.013008,0.0553615,0.00750956,0.0124099,0.00796959,0.0265741,0.061198,0.0516029,0.0212477,0.018504,0.0145632,0.0149499,0.0180849,0.2092,0.0528464,0,0,0.0740879,0,0.0569601,0.0571426,0.0389936,0.0191557,0.0180709,0.0339795,0.0794889,0.0104658,0.0321476,0.0071275,0.00592052,0.0176451,0.0276644,0.0138469,0.0239267,0.0316587,0.059302,0.0873381,0.0271935,0.0526385,0.0366403,0,0,0,0,0,0,0
46,0.048724,0,0,0,0,0.0555255,0,0,0,0,0,0.0494313,0.0234429,0.039685,0,0,0.0656795,0,0.0566805,0.0339296,0.0431783,0.00890027,0.014115,0.0135045,0.041749,0.0544823,0.0103083,0.0126422,0.0129953,0.0553387,0.00752146,0.0127298,0.0079936,0.0265721,0.0611521,0.051819,0.0211244,0.0186534,0.0147887,0.0148829,0.017892,0.209373,0.0522494,0,0,0.0745602,0,0.0569939,0.0570092,0.0387968,0.0192753,0.0176965,0.0337248,0.079252,0.0104344,0.0321415,0.00686236,0.00598496,0.0176934,0.0276766,0.0138791,0.0239075,0.0320046,0.0597127,0.0868835,0.0271147,0.0521596,0.0365345,0,0,0,0,0,0,0
47,0.0484634,0,0,0,0,0.0553606,0,0,0,0,0,0.0493631,0.0232672,0.0394266,0,0,0.0657739,0,0.0566651,0.0340739,0.043051,0.0086604,0.0139773,0.0134756,0.0416163,0.0548244,0.0102621,0.0126314,0.0129159,0.0552446,0.00748349,0.0128947,0.00800617,0.0265876,0.0611705,0.0522367,0.0209459,0.0188398,0.0150808,0.0148285,0.017712,0.209529,0.0517729,0,0,0.0751539,0,0.0571571,0.0568408,0.0385413,0.0194673,0.0175377,0.033855,0.0793358,0.0104093,0.0320691,0.0069153,0.00601056,0.0178201,0.0276733,0.0139179,0.0240207,0.0322716,0.0603064,0.0864363,0.0270328,0.0519241,0.0363758,0,0,0,0,0,0,0
48,0.0480979,0,0,0,0,0.0553434,0,0,0,0,0,0.0492593,0.0230142,0.0392243,0,0,0.0659269,0,0.0566051,0.0342829,0.0428674,0.00838814,0.0137743,0.0133958,0.0415544,0.0552407,0.0100604,0.0125776,0.0128208,0.0550659,0.00747599,0.0129201,0.00799613,0.0266358,0.0610757,0.0528305,0.0207256,0.0190373,0.0153394,0.0147923,0.0175148,0.209621,0.0513403,0,0,0.0758827,0,0.0572319,0.0566652,0.0382861,0.0197121,0.0177525,0.0341917,0.079708,0.0103876,0.0319725,0.00693091,0.00602738,0.0179773,0.0276774,0.0139519,0.0241539,0.0326158,0.0611136,0.0859482,0.0269824,0.0518558,0.0360547,0,0,0,0,0,0,0
49,0.047905,0,0,0,0,0.0556465,0,0,0,0,0,0.0490943,0.0228298,0.0391401,0,0,0.0662491,0,0.0565705,0.0346006,0.0427822,0.00817197,0.0137613,0.0133235,0.0415972,0.0558147,0.00985706,0.0125397,0.0127048,0.0549513,0.00753374,0.0128839,0.00800174,0.0266919,0.0610193,0.0536108,0.0205167,0.0192582,0.0155155,0.0147162,0.0172965,0.209653,0.0512369,0,0,0.0766095,0,0.0573272,0.0564212,0.0380062,0.0198887,0.0180306,0.0341687,0.0804935,0.0104736,0.0318392,0.0068748,0.00601862,0.0180202,0.0277607,0.0139129,0.0241552,0.0328085,0.0620211,0.0855659,0.0269527,0.0521049,0.0358576,0,0,0,0,0,0,0
50,0.0538341,0,0,0,0,0.0319079,0,0,0,0,0,0.0339679,0.0210428,0.0393833,0,0,0.110261,0,0.0473392,0.0687949,0.0417523,0.00748634,0.00744741,0.013585,0.0338451,0.07642,0.00951059,0.0114694,0.0125122,0.0544003,0.00784771,0.0120789,0.00805754,0.0268866,0.056025,0.0845908,0.0300769,0.0482467,0.0130702,0.0136663,0.016565,0.212834,0.0822751,0,0,0.0690447,0,0.0547573,0.0550873,0.0353452,0.0260505,0.0176866,0.0302134,0.0860191,0.010322,0.0322287,0.00669775,0.0071981,0.0159759,0.02692,0.0125961,0.0214085,0.0288624,0.059225,0.0874848,0.0243881,0.0486268,0.0624967,0,0,0,0,0,0,0
51,0.0479283,0,0,0,0,0.0549011,0,0,0,0,0,0.0487188,0.0224771,0.0389815,0,0,0.0661974,0,0.0566794,0.0347586,0.0426695,0.00780528,0.0137835,0.0131964,0.0415039,0.0554479,0.00959807,0.0125697,0.0124023,0.0547584,0.00743688,0.012476,0.00800313,0.0267601,0.0609223,0.0533859,0.0203288,0.0194766,0.0157855,0.0145526,0.0169206,0.209764,0.0508127,0,0,0.0768683,0,0.0569475,0.0559049,0.0375744,0.0203994,0.0188779,0.0338734,0.0799598,0.0105339,0.0315897,0.00704734,0.00594881,0.0181791,0.0278351,0.0138747,0.0242859,0.0331298,0.0622633,0.0807898,0.0274101,0.0513354,0.0360935,0,0,0,0,0,0,0
52,0.04756,0,0,0,0,0.0535407,0,0,0,0,0,0.0484682,0.0222225,0.0389602,0,0,0.0654284,0,0.0567613,0.0343967,0.0425867,0.00759826,0.0136178,0.0131587,0.0413162,0.0541823,0.00942454,0.0125328,0.0122194,0.0546322,0.00742037,0.0123221,0.00798863,0.0267966,0.0605775,0.052124,0.0203431,0.0193413,0.0158232,0.014363,0.0167479,0.209962,0.0500845,0,0,0.0762629,0,0.0565517,0.0556778,0.0373592,0.0206706,0.0189937,0.0337327,0.0780989,0.0106275,0.031541,0.0070112,0.00593761,0.018132,0.0278759,0.0138574,0.0242709,0.0329753,0.0613141,0.0806088,0.0270159,0.0500228,0.036123,0,0,0,0,0,0,0
53,0.0471483,0,0,0,0,0.0519694,0,0,0,0,0,0.0482291,0.0219845,0.0389161,0,0,0.065053,0,0.0568771,0.0342023,0.0424873,0.00734959,0.013553,0.0131121,0.0413248,0.0534653,0.00924839,0.012529,0.0121104,0.0544948,0.00741168,0.0122952,0.00799668,0.02685,0.0602977,0.0512204,0.0202841,0.0192781,0.0158475,0.014237,0.0166021,0.210043,0.0488944,0,0,0.0759835,0,0.0563705,0.0555149,0.0371512,0.0208758,0.0189304,0.0337222,0.0759135,0.0105308,0.0315513,0.00677456,0.0059103,0.0180958,0.0279163,0.013824,0.0242179,0.0328732,0.0605451,0.0803984,0.0266493,0.048415,0.0359811,0,0,0,0,0,0,0
54,0.0466196,0,0,0,0,0.050422,0,0,0,0,0,0.0479782,0.0217473,0.0388478,0,0,0.0647383,0,0.0569844,0.0340595,0.0424056,0.0070977,0.0135416,0.0130733,0.0412227,0.0528628,0.00909204,0.0125149,0.0120517,0.0543678,0.00745342,0.012295,0.00799012,0.0269024,0.0599133,0.0504531,0.0202045,0.0192642,0.0158638,0.0141415,0.0164661,0.210018,0.0476339,0,0,0.0758946,0,0.0561849,0.0554062,0.0369373,0.0210433,0.0188338,0.0333789,0.0738953,0.0104817,0.0316231,0.00676448,0.00590575,0.0180291,0.0279721,0.0137724,0.024132,0.0327781,0.0600427,0.0802037,0.0263112,0.0468965,0.0356141,0,0,0,0,0,0,0
55,0.0460683,0,0,0,0,0.0489918,0,0,0,0,0,0.047724,0.0215369,0.0387128,0,0,0.0644775,0,0.0570892,0.034004,0.0423132,0.00691542,0.0135365,0.0130447,0.0410023,0.0524284,0.00897358,0.0125061,0.0119911,0.0542086,0.00742246,0.0123033,0.00796478,0.026976,0.0596535,0.0498234,0.0201101,0.0192594,0.0158926,0.014049,0.0163121,0.209981,0.0463591,0,0,0.0759399,0,0.0561494,0.0553795,0.0367363,0.0211352,0.0187928,0.0332305,0.0720612,0.0104788,0.031764,0.00693192,0.00593574,0.0179475,0.0280347,0.0136764,0.0240594,0.032728,0.0597358,0.0800324,0.0259814,0.0455,0.03512,0,0,0,0,0,0,0
56,0.0455216,0,0,0,0,0.0475526,0,0,0,0,0,0.0474215,0.0212833,0.0385762,0,0,0.0643338,0,0.0572051,0.0340493,0.0422148,0.00678595,0.0135536,0.0130382,0.0407769,0.052226,0.00887147,0.012501,0.011936,0.054052,0.00733923,0.0122459,0.00790452,0.0270491,0.0594163,0.0493593,0.0199791,0.0193138,0.0159353,0.0140206,0.0161419,0.20991,0.0449801,0,0,0.076248,0,0.0560996,0.0553867,0.0365432,0.0211938,0.018779,0.0332868,0.0702756,0.0104617,0.0319767,0.00716034,0.0060082,0.0178659,0.0280924,0.0135448,0.0239664,0.0327724,0.0596364,0.0798,0.0256145,0.0440656,0.0345532,0,0,0,0,0,0,0
57,0.0450366,0,0,0,0,0.0463293,0,0,0,0,0,0.0470796,0.0209955,0.0385458,0,0,0.0641676,0,0.0573173,0.034071,0.0421627,0.00669603,0.0136424,0.0131223,0.0406749,0.0520628,0.00876625,0.0124692,0.0118724,0.0539841,0.00731621,0.0120985,0.00787127,0.0270954,0.0590997,0.048909,0.019826,0.0193612,0.0160409,0.0139438,0.0159369,0.20982,0.043872,0,0,0.0765964,0,0.0561938,0.055345,0.0363053,0.0211793,0.0187406,0.0332037,0.068848,0.0104679,0.0321567,0.00741754,0.00610077,0.0177553,0.0281735,0.013552,0.0238032,0.0328213,0.0596301,0.0794292,0.0252254,0.0428603,0.0340887,0,0,0,0,0,0,0
58,0.0445775,0,0,0,0,0.0452542,0,0,0,0,0,0.046673,0.0208359,0.0386724,0,0,0.0640066,0,0.057412,0.0340871,0.0421829,0.00665711,0.0137758,0.0132682,0.0403863,0.0519664,0.00876653,0.0124367,0.0118242,0.0540229,0.00733833,0.0119881,0.00790323,0.0271262,0.0588541,0.0484765,0.0196085,0.0194302,0.0162458,0.0138672,0.0157534,0.209679,0.0429383,0,0,0.0770696,0,0.0562812,0.0552749,0.0360799,0.0211266,0.018789,0.0333829,0.0677188,0.0104855,0.0322687,0.00763272,0.00624331,0.0176479,0.0282696,0.0134899,0.0236641,0.0329683,0.0598533,0.0791009,0.0248668,0.0417993,0.03366,0,0,0,0,0,0,0
59,0.0442063,0,0,0,0,0.044376,0,0,0,0,0,0.0462539,0.0206733,0.0384794,0,0,0.0639316,0,0.0575237,0.0341491,0.0421311,0.00661722,0.0138348,0.0133564,0.0402354,0.0520239,0.00879551,0.0123999,0.0117604,0.0540145,0.00735627,0.0118264,0.00793146,0.0271669,0.0585866,0.0481824,0.0193661,0.0194866,0.0164841,0.0137698,0.015592,0.209528,0.0421107,0,0,0.0776371,0,0.0562456,0.0552125,0.0359137,0.0210768,0.0189868,0.0336005,0.0668537,0.0104737,0.0323221,0.00769178,0.00648084,0.0176023,0.0283378,0.0134077,0.0236156,0.0331527,0.0601835,0.0787184,0.0244645,0.0409045,0.0332097,0,0,0,0,0,0,0
60,0.0439169,0,0,0,0,0.0436741,0,0,0,0,0,0.045718,0.0205266,0.038245,0,0,0.0638565,0,0.0576091,0.0343092,0.0420418,0.00659346,0.013897,0.0134118,0.040161,0.052115,0.00879628,0.0123467,0.0116948,0.0539466,0.00734925,0.0116634,0.00791926,0.0272021,0.0583058,0.0479935,0.0190161,0.0196281,0.0166365,0.0136536,0.015453,0.20937,0.0414553,0,0,0.0783096,0,0.0561942,0.0551209,0.0357704,0.021012,0.0192812,0.0335432,0.0662767,0.010447,0.0323506,0.00765286,0.00652966,0.0176403,0.0283743,0.0135074,0.0236271,0.0333815,0.0606751,0.0782601,0.0240433,0.0401905,0.0327944,0,0,0,0,0,0,0
61,0.0437052,0,0,0,0,0.0430748,0,0,0,0,0,0.0451106,0.0204137,0.0381723,0,0,0.0638411,0,0.0576867,0.0345219,0.0419774,0.0066042,0.0139614,0.013467,0.0398169,0.0523047,0.008775,0.0122878,0.0116494,0.0538914,0.00735801,0.01158,0.00789617,0.0272247,0.0581091,0.0478845,0.0186438,0.019794,0.0168417,0.0135071,0.0153647,0.209168,0.0409108,0,0,0.0789347,0,0.0562631,0.0550344,0.0357396,0.0209713,0.01961,0.0334636,0.0657873,0.0104242,0.0323273,0.00768294,0.00656087,0.0177879,0.0283781,0.0136416,0.023747,0.0338094,0.0611389,0.0777236,0.0236093,0.0395667,0.0324644,0,0,0,0,0,0,0
62,0.0435394,0,0,0,0,0.0425671,0,0,0,0,0,0.0445213,0.0202894,0.0379602,0,0,0.0638335,0,0.057721,0.0347362,0.041924,0.00661301,0.0140115,0.0135213,0.039564,0.052499,0.00870953,0.0122267,0.0115778,0.0538657,0.00733662,0.0114814,0.00788655,0.0272494,0.0579646,0.0477733,0.0182634,0.0200111,0.0171224,0.0133791,0.0152916,0.208973,0.0404597,0,0,0.0796732,0,0.0563725,0.0549291,0.035758,0.0209353,0.019879,0.0332354,0.0655047,0.0104195,0.0322609,0.00781195,0.00645361,0.0179424,0.0283645,0.0137409,0.0239166,0.0340411,0.0617494,0.0771844,0.023202,0.039016,0.0321939,0,0,0,0,0,0,0
63,0.043475,0,0,0,0,0.0422093,0,0,0,0,0,0.0440512,0.0202032,0.0376438,0,0,0.0638161,0,0.0577606,0.0348879,0.0418747,0.00660904,0.014053,0.0135698,0.0395176,0.0527143,0.00872362,0.0121417,0.0114959,0.0538671,0.0073257,0.0113612,0.00789395,0.0272868,0.0577618,0.0476672,0.0179336,0.0202047,0.0175057,0.0132529,0.0151235,0.208789,0.0401218,0,0,0.080352,0,0.0564032,0.0548001,0.0356722,0.0208647,0.0199687,0.0328514,0.0653955,0.010447,0.0321836,0.00773925,0.00641473,0.0179233,0.028409,0.0136863,0.0239806,0.0343578,0.0623593,0.0766748,0.0227844,0.0385926,0.032002,0,0,0,0,0,0,0
64,0.0434147,0,0,0,0,0.0419545,0,0,0,0,0,0.0435817,0.020259,0.0373474,0,0,0.0638552,0,0.057792,0.0350888,0.0418335,0.00660032,0.0140624,0.0136082,0.0394616,0.0528871,0.00872975,0.0120462,0.0114395,0.0538849,0.00736114,0.0112576,0.00791301,0.0273277,0.0574305,0.0475901,0.0176536,0.0203905,0.017853,0.0131554,0.0149663,0.208609,0.0398914,0,0,0.0810921,0,0.0563605,0.0546838,0.0355735,0.0208058,0.0199777,0.0327403,0.0654779,0.0104628,0.0320925,0.00743406,0.00644932,0.0178432,0.0284539,0.0136322,0.0239802,0.0347273,0.0630071,0.0762258,0.0223857,0.0382739,0.0318662,0,0,0,0,0,0,0
65,0.0434427,0,0,0,0,0.0418305,0,0,0,0,0,0.0430818,0.0203973,0.0370993,0,0,0.0640168,0,0.0577826,0.0353356,0.0418328,0.00658713,0.0140686,0.0136409,0.0391087,0.053177,0.00871192,0.0119597,0.0114052,0.0539096,0.00739607,0.0111805,0.00792363,0.0273697,0.0571332,0.0476452,0.0174224,0.0205523,0.0182166,0.0130659,0.0147983,0.208335,0.0398065,0,0,0.0819278,0,0.0562796,0.0545806,0.0355232,0.0207869,0.0199459,0.0326166,0.0657961,0.0104487,0.0319878,0.00721853,0.00650111,0.0178486,0.0284837,0.013603,0.0239645,0.0351238,0.0638285,0.0757221,0.0220004,0.0380817,0.0318348,0,0,0,0,0,0,0
66,0.0443158,0,0,0,0,0.0418403,0,0,0,0,0,0.0425842,0.0209338,0.0372757,0,0,0.0648499,0,0.0577384,0.0359344,0.0437368,0.00706691,0.0154436,0.0144665,0.0389565,0.0546314,0.00983477,0.01117,0.0118042,0.0552804,0.00798676,0.0112565,0.00844546,0.0272888,0.0571787,0.0484065,0.0171422,0.0209105,0.041141,0.0119747,0.0136311,0.20698,0.0401681,0,0,0.0868778,0,0.0593502,0.0465149,0.0491856,0.0208543,0.0345179,0.030856,0.0676503,0.0172652,0,0.0202441,0.0196819,0.0325075,0.0225307,0.0200213,0.0410672,0.067876,0.0676425,0.0740503,0,0.0376683,0.0319919,0,0,0,0,0,0,0
