Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x67,x68,x69,x70,x71
275,0,0,0,0,0.0127413,0.0063418,0,0,0.00969842,0.0200146,0.0130262,0.00762879,0,0,0.00619859,0,0.0217126,0.00499508,0.0432746,0.0179484,0.0161754,0.027055,0.00566486,0.0128533,0.0162572,0.023528,0.0215204,0.0618714,0.0112471,0.00784265,0.00478583,0.0175939,0.00757922,0.00159364,0.0183742,0.00160174,0.018413,0.0267038,0.0096581,0.00329946,0.0107552,0,0,0.00705571,0,0.0148439,0.00405584,0.0635436,0.00989015,0.0140285,0.0107551,0.00466966,0.0185268,0.00650544,0.0634925,0.00948948,0.010096,0.00566555,0.0091543,0.00208272,0.00516096,0.0194601,0.00920281,0.00691763,0.00611938,0.00613491,0.010206,0,0,0,0,0
276,0,0,0,0,0.0133311,0.00657507,0,0,0.0102965,0.0197992,0.0133634,0.00746266,0,0,0.00665687,0,0.0217948,0.00563988,0.0432158,0.0180871,0.0160091,0.0278745,0.00553985,0.013548,0.0165261,0.0239675,0.0222519,0.0618937,0.0115966,0.00800032,0.00504254,0.0177836,0.00803851,0.00182398,0.0183842,0.00196534,0.0180223,0.0261527,0.00946666,0.00323728,0.0111933,0,0,0.0075016,0,0.0149378,0.00433346,0.0634538,0.0101138,0.013998,0.0120716,0.00470621,0.0174199,0.00719844,0.0638695,0.011093,0.0111217,0.00642858,0.00969697,0.00202943,0.00582854,0.0191877,0.0093381,0.00735271,0.00670561,0.00621123,0.0107015,0,0,0,0,0
277,0,0,0,0,0.0138259,0.00672116,0,0,0.0109229,0.0195186,0.0137897,0.00747279,0,0,0.00700962,0,0.0218335,0.00625025,0.0432176,0.0184039,0.0159045,0.0287143,0.00547966,0.0141794,0.0167518,0.0243572,0.0228479,0.0619837,0.01198,0.00817637,0.00533467,0.0179998,0.00852288,0.00209968,0.0183822,0.00232472,0.0178669,0.0255906,0.00947429,0.00314969,0.0114828,0,0,0.0078314,0,0.0150994,0.00465204,0.0634554,0.0102245,0.01403,0.0131343,0.00469875,0.016185,0.00783559,0.0641833,0.0120353,0.0121073,0.00733172,0.0102051,0.00190577,0.00657141,0.0188609,0.00945691,0.007784,0.00730997,0.00621685,0.0111772,0,0,0,0,0
278,0,0,0,0,0.0142833,0.00678992,0,0,0.0115675,0.0192682,0.0143217,0.00768967,0,0,0.00723512,0,0.0218567,0.00670271,0.0431957,0.0188734,0.0159132,0.0295151,0.0054646,0.0148373,0.0170089,0.0247499,0.0233632,0.0621186,0.0123351,0.00840584,0.00557197,0.0182271,0.00906958,0.00246113,0.0183579,0.0026473,0.0178414,0.0249183,0.00959661,0.00313662,0.0117919,0,0,0.00828218,0,0.0153455,0.00510829,0.0631349,0.0104365,0.0140251,0.0139626,0.00474025,0.0147441,0.00838923,0.0642826,0.0126932,0.0129456,0.00823675,0.0106771,0.0016622,0.00726023,0.0187081,0.00956861,0.00827019,0.00792707,0.00617945,0.0116593,0,0,0,0,0
279,0,0,0,0,0.0146944,0.00677531,0,0,0.0120833,0.0190681,0.0147357,0.00763934,0,0,0.00744246,0,0.0219136,0.00712735,0.0432003,0.0193036,0.0158989,0.0304267,0.00545951,0.0154891,0.0173801,0.0252554,0.0240992,0.0622751,0.0127172,0.00870711,0.00579243,0.0184425,0.00946941,0.00292382,0.0183131,0.00297972,0.0178147,0.0241851,0.00961528,0.00306794,0.0121171,0,0,0.00889471,0,0.0157464,0.00554044,0.0631033,0.0108944,0.0140945,0.0149842,0.00467729,0.0130097,0.0089038,0.0643814,0.013518,0.0137821,0.00873785,0.0111399,0.00166084,0.0078246,0.0187053,0.00965092,0.0089242,0.00866496,0.00610738,0.012044,0,0,0,0,0
280,0,0,0,0,0.0151799,0.00676509,0,0,0.012608,0.0188786,0.0150981,0.00751868,0,0,0.00757769,0,0.0220163,0.00746702,0.0432749,0.0196943,0.0157705,0.0313092,0.0053882,0.0161506,0.0177804,0.0258285,0.0249086,0.062523,0.0132744,0.00900596,0.006032,0.0186631,0.00980489,0.0032536,0.0182496,0.00328423,0.017855,0.0234782,0.00970311,0.00293057,0.0124515,0,0,0.0095756,0,0.0162778,0.00585158,0.0635197,0.0110474,0.0142572,0.0159858,0.00456176,0.0111345,0.00941429,0.0645239,0.0141698,0.0146585,0.00945064,0.0115156,0.00178739,0.00842335,0.0187619,0.0097803,0.00960314,0.00944896,0.00608775,0.0123993,0,0,0,0,0
281,0,0,0,0,0.0154918,0.00669141,0,0,0.0131146,0.0186598,0.0154977,0.00744085,0,0,0.00765248,0,0.0221408,0.00764818,0.0433259,0.0200395,0.0156858,0.0322532,0.00529665,0.0166201,0.0182326,0.0265104,0.0257272,0.0627365,0.0139041,0.0094207,0.0063042,0.0188833,0.00997809,0.00343902,0.0181962,0.00349407,0.0180354,0.0224592,0.00992619,0.00280028,0.012736,0,0,0.0101483,0,0.0171634,0.00602335,0.0637215,0.0108437,0.0144205,0.0168012,0.00449894,0.00902293,0.0098551,0.0644925,0.0147097,0.0154529,0.0103287,0.0118743,0.0019394,0.00903437,0.0188666,0.00995971,0.0107274,0.0107058,0.0060413,0.012638,0,0,0,0,0
282,0,0,0,0,0.0156501,0.00641828,0,0,0.013503,0.0185161,0.0158444,0.00734644,0,0,0.00756579,0,0.0222855,0.0076405,0.0433387,0.0201263,0.0157707,0.0333363,0.00522235,0.0170093,0.0186502,0.0272412,0.0266456,0.0629053,0.0146378,0.0100263,0.00668743,0.0190977,0.00995413,0.00361591,0.0180741,0.0036057,0.0181723,0.0226052,0.0101121,0.00264585,0.0130513,0,0,0.010114,0,0.0170067,0.00616959,0.0635421,0.0108152,0.0144794,0.0173649,0.00452907,0.0103132,0.0102571,0.0642881,0.0151652,0.0162135,0.0107681,0.0123937,0.00214075,0.00953273,0.0188759,0.0102965,0.0104156,0.01035,0.00584387,0.0128262,0,0,0,0,0
283,0,0,0,0,0.0158553,0.00619786,0,0,0.0138352,0.0184571,0.0161405,0.00733018,0,0,0.00762417,0,0.0223564,0.00774385,0.0432767,0.0203836,0.0158579,0.0344201,0.0051335,0.0176669,0.0190913,0.0279894,0.0275976,0.0631362,0.0153077,0.010617,0.00700544,0.0192933,0.010136,0.00365055,0.0180477,0.00370794,0.0182224,0.0225893,0.0101172,0.00253787,0.0134762,0,0,0.0101224,0,0.0169347,0.00620241,0.0630811,0.0108038,0.0144775,0.0177999,0.00448957,0.0116183,0.0106927,0.0640718,0.0155279,0.0170068,0.0112934,0.0128192,0.00239604,0.0100077,0.0188775,0.0106293,0.0104709,0.0103059,0.00563065,0.0131952,0,0,0,0,0
284,0,0,0,0,0.0161983,0.00602416,0,0,0.0143102,0.0183868,0.0163915,0.0072682,0,0,0.00770215,0,0.0224176,0.0078372,0.0432036,0.0206242,0.0157822,0.0353173,0.00497764,0.0185261,0.0194409,0.0285854,0.0285251,0.0634086,0.0159195,0.0110559,0.00728124,0.019485,0.0105064,0.00370774,0.0180503,0.00383839,0.0184624,0.0225495,0.0104202,0.00238299,0.013988,0,0,0.010081,0,0.0169569,0.00617625,0.0630057,0.0110518,0.0145281,0.0183752,0.00438238,0.0127363,0.0112109,0.0639848,0.0159321,0.0178879,0.0121957,0.0132457,0.00251382,0.0105626,0.018915,0.0109572,0.0106013,0.0102666,0.00544316,0.0136954,0,0,0,0,0
285,0,0,0,0,0.0167263,0.00595268,0,0,0.014863,0.0183108,0.0167531,0.00725591,0,0,0.00774237,0,0.0224187,0.0079385,0.0431785,0.0209871,0.0156146,0.0360974,0.00501534,0.0194261,0.0196796,0.0290888,0.0293562,0.0635268,0.0165008,0.0114323,0.00756005,0.0197005,0.010939,0.00380338,0.0180686,0.00399642,0.0180968,0.0225943,0.0108542,0.00243659,0.0145128,0,0,0.0100153,0,0.0169722,0.00620588,0.0631286,0.0120974,0.0145306,0,0.00439768,0.0139008,0.0122915,0.0644571,0.017483,0.0193209,0.0133023,0.0140479,0.00296791,0.0111444,0.0181803,0.0112811,0.0107127,0.0102526,0.00530288,0.0142853,0,0,0,0,0
286,0,0,0,0,0.0170311,0.0057146,0,0,0.0155388,0.0181822,0.0169676,0.00725487,0,0,0.00790199,0,0.0224572,0.00813914,0.0430491,0.0210328,0.0156574,0.0364916,0.00504875,0.0202009,0.0197192,0.0292026,0.0298455,0.0636218,0.0167755,0.011659,0.00781625,0.0199687,0.0117423,0.0040028,0.0180498,0.00423556,0.0191956,0.0225214,0.0112677,0.00216429,0.0148913,0,0,0.00995686,0,0.017075,0.00634451,0.063166,0.0122245,0.0147942,0.0200307,0.00404145,0.0150614,0.0123472,0.0640636,0.017273,0.0196861,0.0133911,0.013824,0.00277252,0.0114969,0.0195173,0.011564,0.0108803,0.0103545,0.0050547,0.0146303,0,0,0,0,0
287,0,0,0,0,0.0173636,0.00564819,0,0,0.0161955,0.0181422,0.0170413,0.00740565,0,0,0.00788171,0,0.0224771,0.00828678,0.0428161,0.0207943,0.0156707,0.0367773,0.00506633,0.0211453,0.0197444,0.0292498,0.0302699,0.0635515,0.0171349,0.0119877,0.00823553,0.0202784,0.0125812,0.00420224,0.018042,0.00442795,0.0194719,0.0224539,0.0113896,0.00200918,0.0153576,0,0,0.00999199,0,0.0171422,0.00644214,0.0630298,0.0124758,0.0149505,0.0206224,0.00386196,0.0160046,0.012825,0.0640385,0.0175174,0.0205253,0.0136671,0.0140858,0.00306082,0.0118935,0.0200808,0.0118881,0.0110576,0.0104349,0.00497788,0.0150925,0,0,0,0,0
288,0,0,0,0,0.0178206,0.00566027,0,0,0.0167817,0.0182061,0.0172529,0.0077019,0,0,0.00777787,0,0.022489,0.00832456,0.0425589,0.0205924,0.0156707,0.0369531,0.00502775,0.0221464,0.0196364,0.0292015,0.0305531,0.0635378,0.0175484,0.0123563,0.00868987,0.0205879,0.0134295,0.00446792,0.018042,0.0045621,0.019711,0.0224078,0.0116865,0.00186286,0.015851,0,0,0.0100871,0,0.0171971,0.00658973,0.0629601,0.0128295,0.0151002,0.0211733,0.00370489,0.0168713,0.0132101,0.0640424,0.0175751,0.021222,0.0136494,0.0143302,0.00327341,0.0125058,0.0204979,0.0122174,0.0112036,0.0105677,0.00498242,0.0155892,0,0,0,0,0
289,0,0,0,0,0.0182643,0.00573843,0,0,0.0173705,0.0183656,0.0174263,0.00755027,0,0,0.0076713,0,0.0224687,0.00828256,0.0423662,0.0204912,0.0156789,0.0371469,0.00502323,0.0231741,0.0195383,0.0291543,0.0307932,0.0636153,0.017985,0.012677,0.00907858,0.0208726,0.0142531,0.00488676,0.0180081,0.00466913,0.0199166,0.0224348,0.0120109,0.00166921,0.0164012,0,0,0.0101244,0,0.0172277,0.00673662,0.0629314,0.0133249,0.0152398,0.0217149,0.00352637,0.0177475,0.013468,0.0639843,0.017673,0.0217303,0.0138966,0.0145094,0.00345311,0.0129942,0.0208178,0.0125974,0.0113486,0.0106617,0.00502538,0.0160983,0,0,0,0,0
290,0,0,0,0,0.0187488,0.00586029,0,0,0.0182184,0.0185815,0.0177945,0.00746858,0,0,0.00756233,0,0.0224167,0.00816726,0.0422275,0.020745,0.0157071,0.0371445,0.00508326,0.0242099,0.0193733,0.0289989,0.030867,0.0636592,0.0182165,0.0128673,0.009419,0.0212153,0.0153426,0.00543147,0.0179575,0.00474072,0.0201324,0.0225836,0.0121983,0.00143078,0.0169788,0,0,0.0101804,0,0.0172709,0.00682993,0.0629086,0.0139043,0.0153321,0.0222376,0.0033443,0.0185452,0.0137213,0.0639054,0.0178714,0.0221662,0.0142307,0.0146459,0.00362514,0.0133594,0.0211272,0.0130012,0.0115199,0.0107232,0.00509195,0.0165978,0,0,0,0,0
291,0,0,0,0,0.019342,0.00599721,0,0,0.0190283,0.0188481,0.0180415,0.00757086,0,0,0.0073904,0,0.0223286,0.00801023,0.042076,0.0209776,0.015693,0.0371189,0.00511179,0.0253341,0.0191376,0.0288521,0.0309308,0.0637195,0.0185539,0.0130941,0.00978355,0.0215413,0.0163599,0.00600272,0.0179055,0.004771,0.0204395,0.0227951,0.0123351,0.00125216,0.0176539,0,0,0.0101763,0,0.0173128,0.00688205,0.0629095,0.0140324,0.0154301,0.0226313,0.00320064,0.0190917,0.0139881,0.0638709,0.0180551,0.0225888,0.014638,0.0148077,0.00378344,0.0137356,0.0215072,0.0133963,0.0116545,0.0106692,0.0052029,0.0172272,0,0,0,0,0
292,0,0,0,0,0.0200899,0.00605209,0,0,0.0400604,0.0188324,0.0187788,0.00494806,0,0,0.00790689,0,0.0224408,0.00825337,0.0439197,0.0164353,0.0147894,0.0154199,0.00256951,0.0268322,0.00938338,0.0164741,0.0121889,0.0583032,0.0173323,0.0205743,0.0157148,0.0216596,0.0510432,0.00713156,0.0178214,0.00504069,0.0205775,0.0223176,0.0117593,0.00280454,0.0189928,0,0,0.0109212,0,0.0177797,0.00751674,0.0618631,0.0125218,0.0139296,0.0221424,0.00195846,0.0208731,0.0137496,0.064624,0.0174174,0.0226757,0.0147106,0.0143737,0.00372531,0.0142379,0.0220476,0.0147431,0.0122675,0.0112684,0.00520212,0.0184887,0,0,0,0,0
293,0,0,0,0,0.0207377,0.00633849,0,0,0.0404127,0.0191928,0.0190898,0.00496653,0,0,0.00779689,0,0.02229,0.00799629,0.043773,0.0170365,0.0147829,0.0156317,0.00265289,0.028123,0.0097569,0.016885,0.0124625,0.0583291,0.0178791,0.0211664,0.016144,0.0220567,0.0515328,0.00782468,0.0177746,0.00509924,0.0200368,0.0226398,0.0120997,0.00294054,0.0196379,0,0,0.0109706,0,0.0176851,0.00755349,0.0617688,0.0132403,0.0136835,0,0.00224639,0.0214057,0.0145775,0.0651718,0.0187613,0.0236942,0.0156529,0.0151499,0.0042938,0.0150297,0.0212527,0.0150193,0.0123216,0.0111447,0.0054241,0.019266,0,0,0,0,0
294,0,0,0,0,0.0211492,0.00636832,0,0,0.0408969,0.0195181,0.019262,0.00488129,0,0,0.00797286,0,0.0222046,0.00781449,0.0436002,0.0176354,0.0148926,0.0159989,0.00275522,0.0291096,0.0101435,0.017482,0.0127154,0.0585354,0.0182939,0.0216676,0.016369,0.0223691,0.0522436,0.00849748,0.0177014,0.00521901,0.0211749,0.0229741,0.0120121,0.00272991,0.0202155,0,0,0.0109243,0,0.0176472,0.00765062,0.0617939,0.012644,0.0139057,0.0229394,0.00210481,0.0218176,0.0138898,0.0646522,0.0176045,0.023141,0.0153747,0.0146577,0.00406305,0.0151312,0.0226257,0.015225,0.0123506,0.0110314,0.00546004,0.0198502,0,0,0,0,0
295,0,0,0,0,0.0217476,0.0065581,0,0,0.0412415,0.0198609,0.0195297,0.00490299,0,0,0.00809728,0,0.0220727,0.00756212,0.0436943,0.0181456,0.0149433,0.0161865,0.00295345,0.0301121,0.0102363,0.0178797,0.0129133,0.0586962,0.0186741,0.0220631,0.0165309,0.022628,0.0527257,0.009187,0.0176339,0.0052636,0.0212643,0.0233895,0.0119351,0.00273431,0.0208155,0,0,0.0109087,0,0.0176111,0.00771265,0.0616755,0.0125558,0.0139042,0.0231328,0.00223429,0.022297,0.0138951,0.0646582,0.0176291,0.0232524,0.0156322,0.0147771,0.00423742,0.0154322,0.0227518,0.0154386,0.0123318,0.0108067,0.0055707,0.02053,0,0,0,0,0
296,0,0,0,0,0.0217111,0.00624915,0,0,0.0225244,0.0207372,0.0196552,0.00774634,0,0,0.00798546,0,0.0217334,0.00566076,0.041359,0.0226434,0.0158777,0.0366883,0.00517788,0.0308786,0.0184142,0.0275096,0.0319548,0.0646081,0.0198988,0.0146025,0.0114425,0.0228953,0.0216219,0.0112235,0.0176492,0.00433857,0.0211084,0.0244429,0.0125541,0.00132591,0.0202927,0,0,0.0103212,0,0.0173106,0.00732702,0.0626205,0.0136761,0.0153791,0.0238815,0.00271818,0.0220863,0.0144141,0.0638387,0.0181882,0.0236488,0.0161425,0.0153447,0.00446191,0.0156557,0.0228506,0.0148216,0.0119871,0.0100915,0.00490905,0.0198907,0,0,0,0,0
297,0,0,0,0,0.0221943,0.00664437,0,0,0.0231032,0.0210968,0.019932,0.00758098,0,0,0.0084498,0,0.0216217,0.00561818,0.0411938,0.0228717,0.0158317,0.0364601,0.00520403,0.0317325,0.0181917,0.0269714,0.0321001,0.0648018,0.0201676,0.0150387,0.011815,0.0230849,0.0224428,0.011942,0.0175499,0.00448341,0.0207738,0.0246437,0.0126799,0.00137476,0.0207474,0,0,0.0106769,0,0.0173334,0.00746104,0.0624994,0.0136837,0.0153458,0.0238342,0.00272905,0.0220756,0.0145614,0.063923,0.0182071,0.0238468,0.0164074,0.0155558,0.00460106,0.0159516,0.0226959,0.0151134,0.0120713,0.010105,0.0051903,0.0204739,0,0,0,0,0
298,0,0,0,0,0.0226002,0.00702184,0,0,0.0237304,0.0214142,0.0201463,0.00757978,0,0,0.00882647,0,0.0215769,0.00562021,0.0410492,0.0231475,0.0157202,0.0361957,0.00519093,0.0324606,0.0179313,0.0263543,0.0321489,0.0650405,0.0204239,0.0154788,0.0120993,0.0232711,0.0232506,0.0125075,0.0174866,0.0046395,0.0203693,0.0247076,0.0127647,0.00147348,0.0211429,0,0,0.0110956,0,0.0173496,0.00761692,0.062382,0.0137898,0.015309,0.0238882,0.00271946,0.0220428,0.0146819,0.0639701,0.0182655,0.0241128,0.0165897,0.0156994,0.00477419,0.0161471,0.0224889,0.015361,0.0121876,0.0102007,0.00549679,0.0209652,0,0,0,0,0
299,0,0,0,0,0.02299,0.00736415,0,0,0.0244734,0.0216304,0.0204881,0.00776175,0,0,0.00914167,0,0.0215165,0.00564289,0.0409466,0.023506,0.0155968,0.0358285,0.0051401,0.03296,0.0176101,0.0256503,0.0321038,0.0651936,0.0205494,0.0157289,0.0124298,0.023482,0.0241375,0.0128993,0.0174155,0.00475222,0.0200587,0.024728,0.0127972,0.00152161,0.0214596,0,0,0.0114737,0,0.0173192,0.00777611,0.0622377,0.013948,0.0152629,0.0239522,0.00270148,0.022068,0.0148195,0.0639991,0.0182731,0.0243758,0.0167253,0.0158371,0.00490277,0.0162942,0.0222132,0.0156286,0.0123142,0.0103451,0.00579414,0.0213394,0,0,0,0,0
300,0,0,0,0,0.0234307,0.00770032,0,0,0.0251739,0.0217473,0.0207433,0.00768222,0,0,0.00939966,0,0.0214834,0.00568935,0.0408813,0.0238298,0.015498,0.0354267,0.00510506,0.0333223,0.017274,0.0250053,0.032045,0.0652726,0.0206589,0.0158164,0.0127131,0.0237002,0.0250532,0.0130899,0.01737,0.00485721,0.0197791,0.0246343,0.0128279,0.00157015,0.0217854,0,0,0.0118711,0,0.0173309,0.00789898,0.0620978,0.01419,0.0152716,0.0240379,0.00270974,0.0220789,0.0149985,0.0639909,0.0182447,0.0246687,0.0168796,0.0160067,0.00504833,0.016433,0.0217978,0.0159874,0.0124856,0.010521,0.00602533,0.0216433,0,0,0,0,0
301,0,0,0,0,0.0237734,0.00804962,0,0,0.0258171,0.0218094,0.0209362,0.00729369,0,0,0.00958279,0,0.0214861,0.00575855,0.040835,0.0240872,0.0154049,0.0350603,0.00509768,0.0335449,0.0169126,0.0244205,0.0319797,0.0653175,0.0208278,0.0160165,0.0129151,0.0239186,0.025928,0.013124,0.0173639,0.00494831,0.0195789,0.0245353,0.0129593,0.00167197,0.0220419,0,0,0.0121856,0,0.0173407,0.00801137,0.061968,0.0145875,0.0152962,0.0241865,0.00274365,0.0221339,0.0151204,0.0639658,0.0182056,0.0249481,0.0169956,0.016129,0.00522756,0.0165602,0.0213249,0.0163063,0.0126639,0.0106913,0.00629923,0.0218633,0,0,0,0,0
302,0,0,0,0,0.0239625,0.00834252,0,0,0.0264008,0.0218355,0.0210973,0.0072118,0,0,0.00974073,0,0.0214564,0.00585593,0.0408089,0.0242779,0.0152931,0.0347888,0.00509573,0.0337509,0.0165657,0.0238984,0.0319249,0.0653533,0.0210217,0.0162818,0.0131161,0.0241485,0.0267683,0.0132672,0.0173466,0.00501466,0.0194865,0.0243838,0.0131082,0.0017263,0.0222635,0,0,0.0123827,0,0.0173896,0.00806705,0.0618598,0.0146362,0.0152996,0.0243097,0.00275371,0.0221671,0.0151977,0.0639579,0.0181128,0.0251946,0.0170872,0.01626,0.00536777,0.0166421,0.0208431,0.0165135,0.0127527,0.010826,0.00653443,0.0220642,0,0,0,0,0
303,0,0,0,0,0.02406,0.00854435,0,0,0.026936,0.0218573,0.0212129,0.00727387,0,0,0.0099414,0,0.0215185,0.00591571,0.0407644,0.0244453,0.0151814,0.0345794,0.00507682,0.0339579,0.0162811,0.0234749,0.0318426,0.0653847,0.0212057,0.0165469,0.0133783,0.0243925,0.0275958,0.0133257,0.0173811,0.00503028,0.0193173,0.0241553,0.0131941,0.00171879,0.0224631,0,0,0.0125122,0,0.0174827,0.00811252,0.061792,0.0147054,0.0152926,0.0244456,0.00275196,0.02219,0.0153247,0.0639461,0.018038,0.0254684,0.017141,0.0164106,0.00544473,0.0166394,0.0203661,0.0167102,0.0128206,0.0110016,0.00672969,0.0222823,0,0,0,0,0
304,0,0,0,0,0.0241745,0.00870709,0,0,0.0274973,0.0218416,0.0213863,0.00708855,0,0,0.0101258,0,0.0215667,0.00601124,0.0406898,0.0246529,0.0151061,0.0342429,0.0050884,0.034125,0.0160163,0.0231499,0.0317233,0.0653873,0.0213404,0.0167974,0.0135665,0.0246349,0.028456,0.0133369,0.0174013,0.00508996,0.0191208,0.0239743,0.0132218,0.00172098,0.0226416,0,0,0.012479,0,0.0175672,0.00818612,0.0617636,0.0148594,0.0152945,0.0245703,0.00279548,0.0222311,0.0154481,0.0638908,0.0179884,0.0257789,0.0171443,0.0164986,0.0055184,0.0165679,0.0199654,0.0169279,0.0128837,0.0111911,0.00690591,0.0225011,0,0,0,0,0
305,0,0,0,0,0.0243934,0.0088695,0,0,0.0281572,0.0218127,0.0215743,0.00706315,0,0,0.0103175,0,0.0215691,0.00617731,0.0406089,0.0248522,0.0150653,0.033906,0.00515138,0.0343326,0.0157072,0.0228089,0.0315064,0.0653359,0.0214284,0.0169981,0.013683,0.024876,0.0294076,0.0133907,0.0174108,0.00516055,0.0189677,0.0238213,0.0133294,0.00172854,0.0228615,0,0,0.0122935,0,0.0176432,0.00826279,0.0617329,0.0150615,0.0152725,0.0246684,0.00288756,0.0222192,0.0155604,0.0638425,0.0179048,0.0259626,0.0171571,0.0166082,0.00559134,0.0164908,0.0196381,0.0170522,0.0129655,0.0113458,0.00709866,0.0227424,0,0,0,0,0
306,0,0,0,0,0.0246769,0.00910295,0,0,0.0288666,0.0218201,0.0216669,0.00716755,0,0,0.0106064,0,0.0216063,0.00638551,0.0405347,0.0249586,0.0150504,0.0334484,0.00524794,0.034602,0.0153404,0.022413,0.0311571,0.0652746,0.0214948,0.017162,0.0137689,0.0251315,0.0305338,0.013461,0.0174474,0.00524717,0.0187928,0.0236477,0.0134418,0.00172186,0.0231128,0,0,0.0121853,0,0.0176896,0.00839298,0.0616626,0.0153051,0.0151434,0.0247742,0.00305113,0.0221478,0.0156758,0.0638282,0.0178164,0.0261011,0.0172188,0.0167838,0.00560977,0.0164682,0.0193282,0.0170809,0.0130991,0.0115108,0.00730945,0.0229938,0,0,0,0,0
307,0,0,0,0,0.0249569,0.00920371,0,0,0.0439538,0.0215883,0.0214925,0.00476385,0,0,0.0114908,0,0.0217868,0.00704468,0.0429495,0.0241809,0.0145916,0.0175927,0.00481636,0.0348612,0.01211,0.0218777,0.0144828,0.0590369,0.0223214,0.0254215,0.0178753,0.0254554,0.0575404,0.0136516,0.0173899,0.00560764,0.0184098,0.0227694,0.0129947,0.00269328,0.0237961,0,0,0.0127372,0,0.0180916,0.00897812,0.0607114,0.0144872,0.0135666,0.0240671,0.00405498,0.0219774,0.015264,0.0647044,0.0172533,0.0258856,0.0168878,0.0164369,0.00548706,0.0163442,0.0189765,0.017606,0.0136752,0.0122741,0.00733606,0.0236041,0,0,0,0,0
308,0,0,0,0,0.0252238,0.00935078,0,0,0.0443618,0.021646,0.0215874,0.00470297,0,0,0.011633,0,0.0218096,0.00721026,0.0427716,0.0247164,0.014585,0.0176914,0.00484975,0.0351149,0.012323,0.021973,0.014717,0.0591089,0.0225273,0.0256149,0.0179267,0.0256915,0.058094,0.0137731,0.0174056,0.00572472,0.0183099,0.0226936,0.0130775,0.00259569,0.0240104,0,0,0.0128624,0,0.0181019,0.00911094,0.0607258,0.0147553,0.0136462,0.0241896,0.00409169,0.0215718,0.0153046,0.0646468,0.0173306,0.0260483,0.0168915,0.0164308,0.00554613,0.0163452,0.0188119,0.0175911,0.0137347,0.0123643,0.00733189,0.0238738,0,0,0,0,0
309,0,0,0,0,0.0255579,0.00948425,0,0,0.0447839,0.0216692,0.0217759,0.00469714,0,0,0.0117094,0,0.0218358,0.00741986,0.0425286,0.0251872,0.0145673,0.0178081,0.00491226,0.0352532,0.0126399,0.0221793,0.0149426,0.0591307,0.022775,0.0258705,0.0179756,0.0259216,0.0588244,0.0138621,0.0174291,0.00585533,0.0182318,0.0227085,0.0131484,0.0024999,0.0241883,0,0,0.0129685,0,0.0181391,0.00920441,0.0607261,0.0151399,0.0137464,0.0243983,0.00415363,0.0212156,0.0153784,0.0646026,0.0175,0.0262535,0.0169084,0.0164172,0.00565242,0.0163621,0.018694,0.0175569,0.0137371,0.0123778,0.00729673,0.0241346,0,0,0,0,0
310,0,0,0,0,0.0258303,0.00962126,0,0,0.0451791,0.021681,0.0218957,0.0046758,0,0,0.0117386,0,0.0218324,0.00756841,0.0423621,0.0256668,0.014572,0.017888,0.00501358,0.0352756,0.0128601,0.0223523,0.0151444,0.0591961,0.02301,0.0260993,0.0180883,0.0261897,0.0595805,0.0138915,0.0174478,0.00592442,0.0181083,0.0227585,0.0132833,0.00243005,0.0243445,0,0,0.0130337,0,0.0181462,0.00927353,0.0606675,0.0155418,0.0138007,0.024562,0.00422769,0.0208351,0.0154961,0.064625,0.0176083,0.0264523,0.0170374,0.0165255,0.00574397,0.0164493,0.0185613,0.0175177,0.0137446,0.0123696,0.00727901,0.0243671,0,0,0,0,0
311,0,0,0,0,0.0259879,0.009723,0,0,0.0456891,0.0216666,0.0220137,0.00465239,0,0,0.0117338,0,0.0218252,0.00763017,0.042267,0.0260183,0.0145777,0.0179707,0.00513754,0.0352527,0.0130856,0.0225198,0.0153386,0.0592525,0.0233341,0.0263522,0.0181982,0.0264044,0.0603161,0.0138783,0.0174768,0.00596692,0.0180215,0.0228012,0.0133366,0.00236947,0.0244683,0,0,0.0132451,0,0.0181201,0.00934952,0.0605926,0.0158272,0.0138179,0.0247093,0.00427952,0.0203999,0.0156212,0.064624,0.0177367,0.0267068,0.017182,0.016618,0.00583547,0.0164144,0.0184902,0.017469,0.0137978,0.01237,0.00738447,0.0245965,0,0,0,0,0
