Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x67,x68,x69,x70,x71,x72
1584,0,0,0,0,0.0204196,0.00315826,0,0,0.0388385,0.0191846,0.0159482,0.0101246,0,0,0.00358614,0,0.0209458,0.00348587,0.04132,0.0149787,0.0159493,0.0198328,0.00987686,0.0202982,0.0134665,0.0213275,0.0149698,0.0633074,0.0164984,0.0213846,0.0141698,0.0213125,0.0506165,0.00673999,0.0182275,0.00257235,0.0276572,0.0202267,0.0152089,0.0113456,0.0190939,0,0,0.00626641,0,0.0133566,0.00697409,0.0616211,0.0140822,0.012301,0.024451,0.0070953,0.0250063,0.0194597,0.0649848,0.0191603,0.0296233,0.0168913,0.0157007,0.00517086,0.0159284,0.0288522,0.0153703,0.0112047,0.00241872,0.00536961,0.0219484,0,0,0,0,0,0
1585,0,0,0,0,0.0201128,0.00275812,0,0,0.0194352,0.0194752,0.0158748,0.0141775,0,0,0.00267764,0,0.0208285,0.00285965,0.0396618,0.0179793,0.0189016,0.030785,0.011641,0.0192079,0.016617,0.0222086,0.0280446,0.0685023,0.0140933,0.00899689,0.0086718,0.0215109,0.0194496,0.00608076,0.0181983,0.00229743,0.0275108,0.0208193,0.0156752,0.0105179,0.0186925,0,0,0.00611843,0,0.0128549,0.00648207,0.062748,0.015269,0.013105,0.0249904,0.00672038,0.0240368,0.0198512,0.0642431,0.0196377,0.0295587,0.0170551,0.0160138,0.0052898,0.0157631,0.0284904,0.0148384,0.0103123,0.00239598,0.00477801,0.021361,0,0,0,0,0,0
1586,0,0,0,0,0.0198939,0.0027328,0,0,0.019328,0.0195383,0.0158492,0.0137577,0,0,0.0024307,0,0.0208052,0.00278111,0.0396913,0.0178781,0.0188097,0.0311446,0.0114735,0.0187031,0.0169448,0.0226318,0.0281941,0.0684983,0.0139404,0.00873787,0.00846023,0.0213223,0.0191993,0.00577799,0.0182073,0.00225063,0.0272672,0.0210613,0.0156674,0.0102565,0.0184539,0,0,0.00614082,0,0.0126676,0.00626246,0.0627922,0.0152113,0.0131111,0.0247616,0.00659195,0.0234426,0.01963,0.0643488,0.0194649,0.0290394,0.016776,0.0157814,0.00505939,0.0153716,0.0280909,0.0145563,0.00960688,0.00245661,0.00445499,0.021058,0,0,0,0,0,0
1587,0,0,0,0,0.0196413,0.00273523,0,0,0.019172,0.0196094,0.015824,0.0134378,0,0,0.00217254,0,0.0207763,0.00265706,0.0396976,0.0177249,0.0187182,0.0313829,0.0112859,0.0182459,0.0172489,0.0229913,0.0283091,0.0684822,0.0137482,0.00849488,0.00818826,0.0211376,0.0189851,0.00578093,0.0182241,0.00219417,0.0269811,0.0212355,0.0155731,0.00996423,0.0182198,0,0,0.00606383,0,0.012532,0.00603449,0.0627992,0.0150352,0.0130745,0.0244186,0.00648106,0.0226976,0.0193569,0.0644022,0.0192895,0.0285126,0.0164385,0.0155146,0.00477917,0.0147568,0.0277182,0.0141868,0.00885375,0.00249069,0.00419272,0.0207332,0,0,0,0,0,0
1588,0,0,0,0,0.019424,0.00275066,0,0,0.018925,0.0197018,0.0157369,0.013201,0,0,0.00193802,0,0.0207471,0.00247008,0.0396973,0.017514,0.0186131,0.0315331,0.0110482,0.0177715,0.01753,0.0233153,0.0283637,0.0684569,0.0135313,0.00821908,0.00785821,0.0209435,0.0187335,0.00592224,0.0182149,0.00209805,0.0266268,0.0214149,0.0153714,0.0096822,0.0180095,0,0,0.00582232,0,0.0125631,0.00573678,0.0627976,0.0147226,0.0130013,0.0241433,0.0063509,0.0217649,0.0190405,0.0644137,0.0190999,0.0279805,0.0157952,0.0152462,0.00450018,0.014234,0.0273226,0.013703,0.00794609,0.00247486,0.00398265,0.0204154,0,0,0,0,0,0
1589,0,0,0,0,0.0192021,0.0027948,0,0,0.0186246,0.0198065,0.015634,0.0130317,0,0,0.00176238,0,0.0207236,0.00230567,0.0396857,0.0172745,0.0185188,0.0315895,0.0108326,0.017316,0.0177525,0.0235638,0.0283144,0.0684342,0.0133266,0.00787851,0.00750832,0.0207567,0.0184926,0.00577055,0.0181947,0.00202,0.0262841,0.0216409,0.0151896,0.00945079,0.0177734,0,0,0.00547623,0,0.0126732,0.00538696,0.0628198,0.0146288,0.0129006,0.0238094,0.00621388,0.0209978,0.0186739,0.0644407,0.0188756,0.0274162,0.0154039,0.0149601,0.00423106,0.0137303,0.0269058,0.0132037,0.0071643,0.0025337,0.00377399,0.0200769,0,0,0,0,0,0
1590,0,0,0,0,0.0189593,0.00284671,0,0,0.018611,0.0198843,0.0156222,0.0130595,0,0,0.00152431,0,0.0206876,0.00219607,0.0396954,0.0172628,0.0184263,0.0314572,0.0106566,0.0168405,0.0177441,0.0236549,0.0280566,0.0683413,0.0129088,0.00747698,0.00713814,0.0206046,0.0184956,0.00538001,0.0181853,0.00199136,0.025934,0.0218867,0.0150715,0.00923932,0.0174571,0,0,0.00508278,0,0.0128021,0.00496493,0.0628292,0.014627,0.0128591,0.0234055,0.0060811,0.0203279,0.0183083,0.0645029,0.018622,0.0268426,0.0148883,0.0146508,0.00394962,0.0132416,0.0264257,0.0126733,0.00654136,0.00266246,0.00352784,0.0196805,0,0,0,0,0,0
1591,0,0,0,0,0.0186568,0.00291777,0,0,0.0186267,0.019972,0.0155933,0.0131492,0,0,0.00129103,0,0.0206588,0.0020603,0.0397112,0.0171424,0.0183121,0.0311804,0.0104257,0.0163795,0.0176561,0.0236113,0.0276988,0.0681942,0.0124842,0.0070823,0.00666055,0.0204525,0.0185182,0.00518971,0.0182031,0.00192138,0.0255359,0.022073,0.0148843,0.00901297,0.0171605,0,0,0.0046332,0,0.0129154,0.00450261,0.0627778,0.0145413,0.0127113,0.0230666,0.0059126,0.0196847,0.0179792,0.0646029,0.0183175,0.0262358,0.0142749,0.0143379,0.00366875,0.0127112,0.0259564,0.0120825,0.00607119,0.00287002,0.00329566,0.0192831,0,0,0,0,0,0
1592,0,0,0,0,0.018385,0.00304302,0,0,0.0186462,0.0200735,0.0153857,0.0127979,0,0,0.0011386,0,0.0206279,0.00189854,0.039764,0.0168238,0.0181961,0.0307277,0.0101747,0.015921,0.017516,0.0234261,0.0272241,0.0680304,0.0120466,0.00664178,0.00620722,0.0202998,0.0185808,0.00487306,0.0182114,0.00184324,0.0250966,0.0221428,0.0146437,0.00883656,0.016893,0,0,0.0042092,0,0.0130228,0.0042201,0.06272,0.0144707,0.0124797,0.022706,0.00579218,0.0190816,0.0176774,0.0647108,0.0180578,0.0255556,0.0136569,0.0140155,0.00337986,0.0121399,0.0255257,0.0115003,0.00564457,0.00312087,0.00302789,0.0188621,0,0,0,0,0,0
1593,0,0,0,0,0.017982,0.00314487,0,0,0.0187486,0.020132,0.0153289,0.0124143,0,0,0.00104321,0,0.020601,0.00180013,0.0398363,0.0164255,0.0180317,0.030069,0.0100714,0.0152217,0.0172405,0.0230586,0.0266512,0.067824,0.0114673,0.00615414,0.00594364,0.0201695,0.0188227,0.00467062,0.0182021,0.0017879,0.0246059,0.0220671,0.0145026,0.00891834,0.0165859,0,0,0.0037355,0,0.0132848,0.00386865,0.0628183,0.0145648,0.0125285,0.0223064,0.00599756,0.0182928,0.0173468,0.0647339,0.0178613,0.024826,0.0132479,0.0137416,0.00312942,0.0115382,0.0250083,0.0108011,0.00509713,0.00337644,0.00272838,0.0184295,0,0,0,0,0,0
1594,0,0,0,0,0.0175177,0.00317841,0,0,0.018836,0.0201286,0.0153253,0.0122595,0,0,0.00106153,0,0.02059,0.00180802,0.0399187,0.0161631,0.017868,0.0293978,0.0101093,0.0142728,0.0169293,0.0226801,0.0260278,0.0676236,0.0108238,0.00561924,0.00560219,0.0200228,0.01912,0.00448707,0.018174,0.00178139,0.0240593,0.0218097,0.014445,0.00935921,0.0162545,0,0,0.00313429,0,0.013744,0.00361581,0.0630537,0.014862,0.0131248,0.0218758,0.00663286,0.0171593,0.0169768,0.064574,0.0177017,0.0240975,0.0130078,0.0135832,0.0028785,0.0109795,0.0243532,0.00986213,0.0045433,0.00355665,0.00254625,0.0180634,0,0,0,0,0,0
1595,0,0,0,0,0.0170615,0.00325513,0,0,0.0189203,0.020166,0.0152195,0.0122277,0,0,0.00107556,0,0.020588,0.001785,0.0400068,0.0158411,0.0177232,0.0286573,0.0100056,0.013493,0.0166265,0.0221933,0.0253695,0.0674258,0.010289,0.00510919,0.00517078,0.0198512,0.0193475,0.00424051,0.0181665,0.00177317,0.0235597,0.0214888,0.0142703,0.00952018,0.0158951,0,0,0.00270124,0,0.0143277,0.00358896,0.0630798,0.0151268,0.0133782,0.0214287,0.00689038,0.0160746,0.0165838,0.0645286,0.0173932,0.0233701,0.0124448,0.0134115,0.00261963,0.0104827,0.0238121,0.0088761,0.00393255,0.00362893,0.0023776,0.0176656,0,0,0,0,0,0
1596,0,0,0,0,0.0165236,0.00327794,0,0,0.018892,0.0202755,0.0150722,0.0119006,0,0,0.00102649,0,0.020555,0.00170626,0.0401083,0.0155851,0.0176379,0.0279147,0.00975521,0.0127132,0.0162642,0.0216747,0.0246638,0.0671904,0.00975842,0.00463874,0.00480775,0.0196711,0.0195381,0.00403269,0.0181961,0.00173087,0.023109,0.0202149,0.0139661,0.00946822,0.0154185,0,0,0.00280162,0,0.0162023,0.00351999,0.0630294,0.015138,0.0133504,0.020794,0.00686248,0.0148148,0.0161555,0.0645719,0.0169297,0.0226036,0.0117914,0.01313,0.0023572,0.0099805,0.0234153,0.00792983,0.00240618,0.00321228,0.00227522,0.01717,0,0,0,0,0,0
1597,0,0,0,0,0.0159536,0.00310172,0,0,0.0188131,0.0203866,0.0148489,0.011598,0,0,0.000812743,0,0.0205284,0.00152272,0.0402387,0.0152551,0.0175823,0.0271079,0.00920248,0.0120342,0.0158899,0.0211008,0.0239291,0.0669675,0.00927273,0.00429163,0.00455739,0.0194905,0.0196348,0.00384213,0.0181913,0.00163793,0.0226656,0.0217841,0.0137093,0.00929925,0.0149879,0,0,0.00203786,0,0.0142556,0.00377884,0.063081,0.0149867,0.013258,0.020205,0.0068004,0.0163774,0.0156769,0.0646006,0.0164804,0.0217795,0.0112717,0.0128025,0.0021741,0.00928697,0.0229742,0.0082194,0.00358821,0.00423056,0.00235389,0.016683,0,0,0,0,0,0
1598,0,0,0,0,0.0153181,0.00289436,0,0,0.0187151,0.0205262,0.0145198,0.0113742,0,0,0.0007791,0,0.0204741,0.00137186,0.0403208,0.0148577,0.017526,0.0263072,0.00890381,0.0111085,0.0155057,0.0205247,0.0232067,0.0668402,0.00884188,0.00405857,0.0041559,0.0193297,0.019628,0.00344538,0.0182002,0.00155131,0.0222133,0.0222253,0.0134926,0.00913069,0.0143781,0,0,0.00206558,0,0.0137318,0.0038522,0.0633027,0.0148584,0.0132365,0.0195357,0.00669767,0.0176064,0.0151705,0.0646937,0.0160251,0.0208936,0.0107066,0.0124832,0.00209482,0.0085177,0.0225523,0.00839761,0.00378931,0.0044407,0.00241182,0.0160643,0,0,0,0,0,0
1599,0,0,0,0,0.0145779,0.00277304,0,0,0.0187089,0.0206832,0.0143092,0.011362,0,0,0.000996556,0,0.0204185,0.00128736,0.0404313,0.0146331,0.0175002,0.0255841,0.00889707,0.0101636,0.0151517,0.0200745,0.0225213,0.0666938,0.00844541,0.00385951,0.00384821,0.0191834,0.0196323,0.00305444,0.0181899,0.00149338,0.0217506,0.0225522,0.0132798,0.0090914,0.0137499,0,0,0.00259514,0,0.0134305,0.00393265,0.0635704,0.0146858,0.013262,0.0188356,0.00657857,0.0186462,0.0146483,0.064788,0.0155664,0.0199444,0.0101016,0.0120663,0.00221892,0.00796051,0.0220963,0.00834519,0.0040178,0.00459505,0.00243671,0.015411,0,0,0,0,0,0
1600,0,0,0,0,0.0138971,0.00265781,0,0,0.0184893,0.0208262,0.0141246,0.011377,0,0,0.00132877,0,0.0203414,0.00120686,0.0405683,0.0145351,0.0174364,0.0249543,0.00890937,0.00926694,0.0149243,0.0197777,0.0218969,0.0664589,0.0081862,0.00390724,0.00364609,0.0190578,0.0194604,0.00283976,0.0181882,0.00145519,0.0213378,0.0227753,0.0130201,0.0090654,0.013171,0,0,0.00339734,0,0.0132363,0.0041666,0.063438,0.014397,0.0131731,0.0179575,0.00650164,0.0196841,0.014019,0.064753,0.0149978,0.0189516,0.00947939,0.0115801,0.00250935,0.00757208,0.0216448,0.00822981,0.00416264,0.00457711,0.002343,0.014774,0,0,0,0,0,0
1601,0,0,0,0,0.0132704,0.00255659,0,0,0.0181624,0.0210163,0.0140201,0.011137,0,0,0.00180824,0,0.0202802,0.00126845,0.0406702,0.0146118,0.0173609,0.0243652,0.00863746,0.00837959,0.0147327,0.0195001,0.0212117,0.0662123,0.00800525,0.00409557,0.0035812,0.0189725,0.0191459,0.00276072,0.0182096,0.00146859,0.0210037,0.0228236,0.0125773,0.00894787,0.0126554,0,0,0.00430979,0,0.0130615,0.00445477,0.0625652,0.0137537,0.0127873,0.0166291,0.00637596,0.020822,0.0132077,0.0644248,0.0139949,0.0178132,0.00875995,0.0111302,0.00255619,0.00697161,0.0213472,0.00816498,0.00417509,0.00439994,0.00199037,0.0141494,0,0,0,0,0,0
1602,0,0,0,0,0.012589,0.00239087,0,0,0.01791,0.0212307,0.0138081,0.0105915,0,0,0.00230455,0,0.0202586,0.00141922,0.0407397,0.0146531,0.0172622,0.0238969,0.00816322,0.00728741,0.0145908,0.0193357,0.0205586,0.0659672,0.00796768,0.00442962,0.00338216,0.0189066,0.0185484,0.00272213,0.0181812,0.00148629,0.0206025,0.0227445,0.0122368,0.008652,0.0119801,0,0,0.00522363,0,0.0128351,0.00472122,0.062042,0.0132135,0.0124093,0.0154974,0.00609352,0.0222047,0.0124472,0.0641215,0.0128865,0.0166774,0.00799164,0.0106626,0.00237026,0.00615016,0.0209254,0.00819213,0.00415457,0.0041155,0.00160418,0.0133691,0,0,0,0,0,0
1603,0,0,0,0,0.011754,0.00232412,0,0,0.0173727,0.0214196,0.0135185,0.0101604,0,0,0.0026909,0,0.020241,0.00161889,0.040786,0.0147208,0.0171286,0.0235087,0.00789145,0.00619967,0.0145239,0.0192554,0.0198833,0.0657063,0.00812504,0.00497747,0.00323048,0.0188496,0.0178116,0.0025826,0.0181397,0.00150032,0.0201276,0.0224817,0.0119248,0.00849996,0.011201,0,0,0.00617773,0,0.0128229,0.00494136,0.0619664,0.0128421,0.0121793,0.0145552,0.00585844,0.0234033,0.0117698,0.0639529,0.0119877,0.0155591,0.00723794,0.0101789,0.00280001,0.00533169,0.0204006,0.00810192,0.00396168,0.00372874,0.00149647,0.0126081,0,0,0,0,0,0
1604,0,0,0,0,0.0109136,0.00234965,0,0,0.0165671,0.0215568,0.0131466,0.0101504,0,0,0.00298444,0,0.020251,0.00182689,0.0408449,0.0147943,0.0168379,0.0232112,0.00795364,0.00514663,0.0145484,0.0191969,0.0192574,0.0653664,0.00847583,0.00575654,0.00320368,0.0187754,0.0168264,0.00231754,0.0181121,0.00152725,0.0196264,0.0220463,0.0116987,0.00858252,0.0104818,0,0,0.00721711,0,0.01307,0.00507474,0.0620546,0.0125367,0.012055,0.0135695,0.00574176,0.0244216,0.0111023,0.0638263,0.0112981,0.0144465,0.00649266,0.00965896,0.00354809,0.00462106,0.0197979,0.00785463,0.00358141,0.00326401,0.00165991,0.0119247,0,0,0,0,0,0
1605,0,0,0,0,0.0101302,0.00230097,0,0,0.0158883,0.0217486,0.0128082,0.0100339,0,0,0.00337361,0,0.0202701,0.00210411,0.0409663,0.0149648,0.0166555,0.0228189,0.00780974,0.0043669,0.0145503,0.0190826,0.0185309,0.0648834,0.00886512,0.00653935,0.00332111,0.0187152,0.0159731,0.00241896,0.0180859,0.00162584,0.0190038,0.0214932,0.0114686,0.00852075,0.00998973,0,0,0.00828376,0,0.0135262,0.0052545,0.0620305,0.0121022,0.0119485,0.0125285,0.00549902,0.0253491,0.0103409,0.0636861,0.010577,0.0132871,0.00573357,0.00910956,0.00385805,0.00390599,0.0191266,0.0076064,0.00320472,0.0027332,0.00176326,0.0113359,0,0,0,0,0,0
1606,0,0,0,0,0.00944294,0.00227148,0,0,0.0155033,0.0219199,0.0125669,0.00980383,0,0,0.00367476,0,0.0203056,0.00239643,0.0411256,0.0152084,0.0164983,0.0222436,0.00750989,0.00392139,0.0144305,0.0187848,0.0177051,0.0644712,0.00922489,0.00726435,0.00355565,0.0186995,0.0152464,0.00267703,0.0180487,0.00176404,0.0182934,0.0208906,0.0112865,0.00834182,0.00959175,0,0,0.00932353,0,0.0141109,0.00544082,0.0619978,0.0117837,0.0119033,0.0115045,0.00527712,0.0262476,0.00954792,0.0634535,0.0097385,0.0120858,0.00503669,0.00847303,0.00246772,0.00317042,0.0183574,0.00737838,0.00305679,0.00210228,0.0020103,0.0108318,0,0,0,0,0,0
1607,0,0,0,0,0.00894157,0.00216515,0,0,0.0151497,0.0220704,0.0124765,0.00938071,0,0,0.0040388,0,0.0203156,0.00273977,0.0412502,0.0154971,0.0164112,0.0215999,0.00701597,0.00407346,0.0142319,0.0183528,0.0169623,0.0641247,0.00959458,0.00799577,0.00389786,0.0187695,0.014888,0.00307006,0.0180305,0.00189772,0.0173364,0.0203752,0.0110439,0.00816876,0.00943248,0,0,0.0102435,0,0.0150827,0.00564417,0.06198,0.0114991,0.011889,0.01057,0.00502622,0.0264104,0.00879215,0.0632545,0.00902725,0.0109232,0.00444236,0.00776768,0.00618341,0.00251362,0.017349,0.00693547,0.00288996,0.00196199,0.00206704,0.0103877,0,0,0,0,0,0
1608,0,0,0,0,0.00825291,0.00203938,0,0,0.014795,0.0221866,0.0123017,0.00894632,0,0,0.00446321,0,0.020341,0.00315174,0.0413726,0.0156675,0.016232,0.0210038,0.0065717,0.00473261,0.014033,0.0178796,0.0163286,0.0637511,0.0100422,0.00874924,0.00426415,0.0188436,0.0143706,0.00345108,0.0180021,0.00205649,0.0163235,0.0205866,0.0108557,0.0080181,0.00927096,0,0,0.010432,0,0.0150554,0.00566856,0.0620279,0.0113076,0.0119069,0.00956794,0.00475029,0.0254097,0.00802757,0.0631639,0.00823559,0.0097056,0.00396747,0.00725119,0.00836854,0.00187061,0.0162138,0.00636384,0.00311462,0.00190473,0.00230787,0.00978923,0,0,0,0,0,0
1609,0,0,0,0,0.0077227,0.0019754,0,0,0.0145386,0.022297,0.0122719,0.00851127,0,0,0.00493418,0,0.0203979,0.00368701,0.0414835,0.0159395,0.0160566,0.0204236,0.00620453,0.00590045,0.0138481,0.0174867,0.0157172,0.0633519,0.0104758,0.00942885,0.00463824,0.0189814,0.0139082,0.00390151,0.0179708,0.00225137,0.0154442,0.0209401,0.0106278,0.00793227,0.00923754,0,0,0.0101287,0,0.0147889,0.00550096,0.0619639,0.011122,0.0118933,0.00841737,0.00453065,0.0235858,0.00711653,0.062895,0.00707924,0.00835708,0.00345208,0.00673028,0.00720035,0.00171843,0.0151727,0.00569072,0.00322076,0.00178857,0.00272095,0.00915192,0,0,0,0,0,0
1610,0,0,0,0,0.00753062,0.00245862,0,0,0.0141957,0.0223857,0.0121712,0.00802631,0,0,0.00555837,0,0.0205966,0.00464668,0.0415869,0.0161251,0.0159739,0.0198568,0.00587347,0.00764983,0.0136749,0.0171464,0.0151307,0.0630283,0.0109154,0.0100642,0.00503717,0.0191503,0.0134291,0.00446902,0.0180028,0.00261554,0.0144164,0.0215997,0.0102556,0.00787245,0.00935348,0,0,0.00858477,0,0.013812,0.00488646,0.0616421,0.0108096,0.0118008,0.0071661,0.00442425,0.0202184,0.00617264,0.0625109,0.00575665,0.00708096,0.00321823,0.00627857,0.00514222,0.00372652,0.0140154,0.00487631,0.00310591,0.00170195,0.00367955,0.00907446,0,0,0,0,0,0
1611,0,0,0,0,0.00780077,0.00216322,0,0,0.0138915,0.0225593,0.0122148,0.0074551,0,0,0.00582427,0,0.0205219,0.00478829,0.0416972,0.0163908,0.0157239,0.0192471,0.00541479,0.00890597,0.0134202,0.0167417,0.0144765,0.0627142,0.0113579,0.0106938,0.00548697,0.0194056,0.0132159,0.00486899,0.0179603,0.00271675,0.0133332,0.0218326,0.00998013,0.00772956,0.00991886,0,0,0.0091853,0,0.0142196,0.00509402,0.061484,0.0105793,0.0118183,0.00597119,0.00421238,0.0202536,0.00523393,0.0621738,0.00469285,0.00585318,0.0032764,0.00581175,0.00592426,0.00445777,0.0128007,0.00480686,0.00338364,0.00210323,0.00350744,0.00918305,0,0,0,0,0,0
1612,0,0,0,0,0.00839977,0.00243197,0,0,0.0136463,0.0226789,0.0121333,0.00713411,0,0,0.00626456,0,0.0205731,0.00531084,0.0418618,0.0165953,0.0155309,0.0185895,0.00503853,0.0105488,0.0130952,0.0163313,0.0137019,0.0623989,0.0118168,0.0112378,0.00591332,0.0196888,0.0129601,0.00525289,0.0179403,0.00293616,0.0119456,0.022325,0.00964593,0.00757013,0.0105427,0,0,0.00854967,0,0.0139235,0.00474869,0.0614577,0.010257,0.0118139,0.00496581,0.00401771,0.0190944,0.00445027,0.0619883,0.00406425,0.00469149,0.00362522,0.00552978,0.005678,0.00434532,0.0112625,0.00471377,0.00348642,0.00255983,0.00381381,0.00981061,0,0,0,0,0,0
1613,0,0,0,0,0.00911821,0.00279806,0,0,0.0134195,0.0227814,0.0120899,0.00705934,0,0,0.00672667,0,0.0206158,0.00581936,0.0420388,0.0168075,0.0153199,0.0179029,0.00467386,0.0121112,0.0128074,0.015955,0.0129767,0.0619752,0.0122742,0.0118116,0.00639978,0.020019,0.0127179,0.00563995,0.0179102,0.00317619,0.0105884,0.022835,0.00943991,0.00737846,0.0112595,0,0,0.00792334,0,0.0136142,0.00450381,0.0614797,0.0101267,0.0118381,0.00401346,0.0037874,0.0184439,0.00368811,0.0617804,0.00341465,0.00357281,0.00414292,0.00521876,0.00612168,0.00521939,0.00984748,0.00487649,0.00366469,0.0030552,0.00411897,0.0106598,0,0,0,0,0,0
1614,0,0,0,0,0.0100188,0.00318427,0,0,0.0130975,0.0228588,0.0121057,0.0066929,0,0,0.00711925,0,0.0206463,0.00628989,0.0421925,0.0169139,0.0150812,0.0171818,0.00435242,0.0135267,0.012533,0.0155666,0.0122806,0.0616019,0.0127151,0.0124369,0.0068895,0.0203381,0.0124955,0.00601769,0.0178863,0.00340992,0.00925632,0.023229,0.00924892,0.00718779,0.0120095,0,0,0.00749457,0,0.0133724,0.00440851,0.061468,0.0100784,0.0118648,0.00312622,0.0035936,0.0181812,0.00283631,0.0615219,0.00273539,0.00265062,0.00472574,0.00491336,0.00713462,0.0059937,0.00856318,0.00522843,0.00393129,0.003496,0.00437206,0.0115441,0,0,0,0,0,0
1615,0,0,0,0,0.0111166,0.003741,0,0,0.0127733,0.0228988,0.0122051,0.00608126,0,0,0.0074857,0,0.02068,0.00673655,0.0422835,0.0169294,0.0148732,0.0164218,0.00404884,0.0150447,0.0122353,0.0151707,0.011502,0.0612672,0.0131185,0.0130559,0.00734267,0.0206805,0.0123001,0.00632347,0.017868,0.00360918,0.00771301,0.0235511,0.00893756,0.00695721,0.012795,0,0,0.00686091,0,0.0130324,0.00430756,0.0613692,0.00987418,0.0118515,0.00231995,0.00347531,0.0180688,0.00221134,0.0613178,0.0023686,0.00233479,0.00537135,0.00473664,0.00679795,0.00722896,0.00708024,0.00566674,0.00431569,0.00397562,0.00472345,0.0124462,0,0,0,0,0,0
1616,0,0,0,0,0.01232,0.00438186,0,0,0.0125052,0.0229404,0.0123304,0.00564636,0,0,0.00781586,0,0.0207103,0.00715614,0.0423821,0.0170465,0.0147106,0.0155851,0.00372865,0.0165335,0.0118876,0.0147779,0.0106576,0.0608972,0.0134518,0.0136105,0.00779995,0.0211205,0.0122549,0.00649131,0.0178389,0.00376914,0.00633637,0.0239392,0.00866002,0.00672443,0.0136146,0,0,0.00606751,0,0.012749,0.00421286,0.0612195,0.00974989,0.0118559,0.00185489,0.00337511,0.0183175,0.00192906,0.0610931,0.00207694,0.00258794,0.00596265,0.00449754,0.00714073,0.0081502,0.0056662,0.00619368,0.00464112,0.00445689,0.00517715,0.0133928,0,0,0,0,0,0
1617,0,0,0,0,0.0134733,0.0050065,0,0,0.0123056,0.0229703,0.0124457,0.00524805,0,0,0.0079993,0,0.020703,0.00744487,0.0425259,0.0171523,0.0145477,0.0146372,0.0034186,0.0178455,0.0115134,0.0143606,0.00983494,0.0604512,0.013691,0.0140502,0.00828224,0.0216459,0.0123348,0.00678621,0.0177968,0.00386289,0.00491089,0.0242364,0.00857636,0.00650978,0.0144009,0,0,0.0055402,0,0.0125409,0.00426515,0.0613209,0.00995909,0.0120053,0.00201062,0.00316331,0.0187135,0.00222765,0.0609253,0.00216308,0.00326811,0.00661795,0.00437311,0.00755766,0.00872517,0.00447577,0.00674203,0.00491566,0.00485029,0.00558387,0.014298,0,0,0,0,0,0
1618,0,0,0,0,0.0146056,0.00573212,0,0,0.0120566,0.0229846,0.0124811,0.00499464,0,0,0.00817203,0,0.0207239,0.00766266,0.0426486,0.0170609,0.0143949,0.0136526,0.0031089,0.019088,0.0111357,0.0139507,0.00893416,0.0599646,0.0139883,0.0144671,0.00875589,0.0221414,0.0123007,0.00700338,0.0177778,0.00395721,0.00349882,0.0245143,0.00862276,0.00631556,0.015074,0,0,0.004821,0,0.0122443,0.00435338,0.0616039,0.0104127,0.012194,0.00256943,0.00286485,0.0191665,0.00209828,0.0607485,0.00255027,0.00423296,0.00743019,0.00434838,0.00826611,0.00931475,0.00396259,0.00718739,0.00528018,0.00519213,0.00599708,0.0150915,0,0,0,0,0,0
1619,0,0,0,0,0.0157239,0.00647122,0,0,0.0117794,0.02299,0.0125109,0.0044612,0,0,0.00833582,0,0.0207512,0.00788972,0.0427615,0.0169244,0.014267,0.0127005,0.00284702,0.0202007,0.0106894,0.0136048,0.00805662,0.0595033,0.0142615,0.0148737,0.00922927,0.0226691,0.0122468,0.00712571,0.017781,0.00405124,0.00221765,0.0247495,0.00851536,0.00614033,0.0157044,0,0,0.00407604,0,0.011928,0.00453735,0.0617067,0.0104951,0.0123058,0.00318071,0.00267242,0.0197443,0.00246032,0.0605392,0.00327055,0.00536642,0.00830914,0.0043099,0.00896341,0.0101659,0.00433579,0.00766553,0.00576941,0.00546851,0.00641739,0.0158192,0,0,0,0,0,0
1620,0,0,0,0,0.0168174,0.00717117,0,0,0.0115707,0.0230266,0.0125226,0.00396463,0,0,0.00852723,0,0.0207606,0.00817247,0.0429319,0.0168235,0.014257,0.0116743,0.0024523,0.0213792,0.0101481,0.0132242,0.00715854,0.0589242,0.0144529,0.0152287,0.00967576,0.0232182,0.0123077,0.00730118,0.0177872,0.00413273,0.00229291,0.0250887,0.0083053,0.00580056,0.0164341,0,0,0.00339593,0,0.0117158,0.00488626,0.0616697,0.0103778,0.0123367,0.00390903,0.00236064,0.0205207,0.00316238,0.0603453,0.00419455,0.00655561,0.00928928,0.00418574,0.00926572,0.0111463,0.00571984,0.00817864,0.00627589,0.00580279,0.00678678,0.0165999,0,0,0,0,0,0
