Timestep,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,LANK,LEAR,LELB,LFHD,LFIN,LFRM,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x69,x70,x71,x72,LTIBP,LILC,BBL,LBHD,LGTR,L5HD,LWRB,LTIBI
40,0,0,0,0,0,0.0329488,0.0380063,0,0,0,0.0339513,0.0213889,0,0.0158816,0,0,0.0270586,0.0296298,0.0149482,0.0190717,0.0274403,0.0651659,0.0852067,0.0945504,0.0733772,0.03692,0.0310156,0.0359382,0.0124967,0.00975124,0.0342869,0,0.0241678,0.036344,0,0,0.020666,0,0,0.0324606,0.0689843,0.0320522,0.0222333,0.0241265,0.0381831,0.0435771,0.0557139,0.0898448,0.0761314,0.0395233,0.0712322,0.0432718,0.0518488,0.0858882,0.0314031,0.0102502,0.010637,0.0175597,0.0195171,0.0247987,0,0,0,0,0.0450005,0.0213714,0,0,0.0897532,0,0.0182235,0.0377187
41,0,0,0,0,0,0.0328634,0.0380109,0,0,0,0.0337941,0.0210492,0,0.0158429,0,0,0.0270691,0.0297836,0.0153384,0.0192922,0.0276735,0.0648709,0.0851107,0.0946532,0.0731907,0.0378171,0.0322255,0.0376577,0.0124888,0.00980269,0.0328146,0,0.0245495,0.0363176,0,0,0.0205744,0,0,0.0323537,0.0694423,0.0328535,0.0219611,0.0243199,0.0383187,0.0433158,0.0551809,0.0895231,0.0756698,0.0390392,0.070708,0.0428492,0.0512147,0.08519,0.0339413,0.0103239,0.0106368,0.017487,0.0194238,0.0248407,0,0,0,0,0.0460379,0.0203829,0,0,0.0895845,0,0.0182993,0.0388892
42,0,0,0,0,0,0.0328965,0.0379697,0,0,0,0.0337226,0.0207503,0,0.0159281,0,0,0.0270486,0.0298966,0.0157891,0.0196851,0.0277564,0.0646375,0.0849739,0.0946091,0.0728456,0.038718,0.0333915,0.0395246,0.012506,0.00976028,0.0316196,0,0.0249704,0.0363567,0,0,0.0203966,0,0,0.032267,0.0698606,0.0335598,0.021619,0.0247259,0.0381001,0.0431212,0.0549551,0.0893876,0.0755512,0.0389697,0.0701196,0.0423196,0.0506406,0.0846133,0.0359672,0.01037,0.0106968,0.017428,0.0193921,0.0249758,0,0,0,0,0.0470397,0.0193607,0,0,0.089422,0,0.0182507,0.0402215
43,0,0,0,0,0,0.0330415,0.0379762,0,0,0,0.0334626,0.0205432,0,0.0160288,0,0,0.0268992,0.0300732,0.0163348,0.0202283,0.0277233,0.0644104,0.0848159,0.0944542,0.0725019,0.0395208,0.034365,0.0415449,0.0126074,0.00964389,0.0307807,0,0.0254289,0.0364286,0,0,0.0202263,0,0,0.0321493,0.0701451,0.0341558,0.0212199,0.0250725,0.037611,0.0430419,0.0550122,0.089598,0.0758001,0.0392021,0.0696489,0.0419014,0.0502711,0.084309,0.037321,0.0103443,0.0107822,0.0174069,0.0193621,0.0250281,0,0,0,0,0.0479232,0.0183409,0,0,0.0893844,0,0.0182593,0.0414653
44,0,0,0,0,0,0.0332083,0.0380235,0,0,0,0.0330008,0.0204359,0,0.0160895,0,0,0.0267369,0.03022,0.0172375,0.0208786,0.0276586,0.0641759,0.0846713,0.0942856,0.0722343,0.040102,0.0351178,0.0436474,0.0127503,0.0095783,0.030265,0,0.0258376,0.0364748,0,0,0.0201314,0,0,0.0321174,0.070333,0.0346151,0.0208088,0.0251043,0.0369927,0.0429831,0.0552249,0.0899839,0.0762462,0.0394996,0.0694084,0.0417082,0.0500081,0.0841775,0.0378496,0.0102812,0.0106249,0.0174383,0.0192669,0.0249573,0,0,0,0,0.0485402,0.0173393,0,0,0.0895517,0,0.018228,0.0422606
45,0,0,0,0,0,0.0332868,0.0380674,0,0,0,0.0325792,0.0205585,0,0.0161025,0,0,0.0266537,0.0304257,0.0177761,0.021529,0.0275981,0.0638749,0.08441,0.0941255,0.0720636,0.0405014,0.0356168,0.0458501,0.0128377,0.00958057,0.0299934,0,0.0261678,0.0364758,0,0,0.0202095,0,0,0.0320577,0.0704682,0.0348897,0.0204348,0.024888,0.0363961,0.0428856,0.0555269,0.0903497,0.0766995,0.0397868,0.0691973,0.0415599,0.0498245,0.0840819,0.0377703,0.0101831,0.0105021,0.017464,0.0191244,0.0248385,0,0,0,0,0.0491053,0.0165546,0,0,0.0898886,0,0.0181335,0.0426837
46,0,0,0,0,0,0.0332567,0.0380937,0,0,0,0.0322779,0.0208647,0,0.0161192,0,0,0.0266594,0.0307293,0.0178709,0.0221234,0.0275959,0.0635089,0.084065,0.0939831,0.0720594,0.0407698,0.0359069,0.0480419,0.0127927,0.0096094,0.029915,0,0.0263916,0.0364641,0,0,0.0202632,0,0,0.0319957,0.0705425,0.0349788,0.0201377,0.0246038,0.0358774,0.0426298,0.0558387,0.0905514,0.0770525,0.0400661,0.0688889,0.041272,0.0496536,0.0839744,0.0374432,0.0102113,0.0104942,0.0174857,0.0189812,0.0246818,0,0,0,0,0.0496563,0.0159373,0,0,0.0903355,0,0.0180189,0.0430813
47,0,0,0,0,0,0.0331912,0.0381527,0,0,0,0.0318625,0.0212012,0,0.0160488,0,0,0.0267165,0.0311535,0.0179383,0.0225635,0.0276453,0.0629541,0.0837309,0.0935767,0.0719273,0.0409237,0.0359866,0.05001,0.0126816,0.00968038,0.0299723,0,0.0264097,0.0364556,0,0,0.0205559,0,0,0.0318391,0.0705795,0.0348529,0.0198817,0.0243242,0.0354857,0.0422408,0.0561252,0.0906114,0.077314,0.040242,0.0684936,0.0408571,0.0493437,0.0838216,0.0369904,0.0102698,0.0105452,0.0172427,0.0188832,0.0244896,0,0,0,0,0.0499585,0.015501,0,0,0.090799,0,0.0179521,0.0433669
48,0,0,0,0,0,0.0331713,0.0382054,0,0,0,0.0313686,0.021511,0,0.0159695,0,0,0.026779,0.0314882,0.0181514,0.0228914,0.0277813,0.0623282,0.0834285,0.0931314,0.0717644,0.0409919,0.0359087,0.0517236,0.0125456,0.00973564,0.0299075,0,0.0264375,0.0364659,0,0,0.020746,0,0,0.0317813,0.0706099,0.034781,0.019733,0.0241959,0.0351902,0.0417933,0.0563676,0.0905887,0.077553,0.0404024,0.0681882,0.0404699,0.0489071,0.0836451,0.0364214,0.0102376,0.0104509,0.0170887,0.018798,0.0243279,0,0,0,0,0.0500546,0.0151472,0,0,0.0912997,0,0.0179018,0.0435465
49,0,0,0,0,0,0.0332428,0.0382943,0,0,0,0.0311209,0.0218071,0,0.0159472,0,0,0.0268952,0.0316095,0.0184578,0.0231322,0.0279671,0.0616988,0.0830518,0.0926975,0.071496,0.0410682,0.0357321,0.0529068,0.0124222,0.00971439,0.0298195,0,0.0265537,0.0364847,0,0,0.0208292,0,0,0.0317178,0.0705915,0.0346693,0.0196732,0.0241725,0.0350034,0.041359,0.0566322,0.0906177,0.0778658,0.0406418,0.0679276,0.0401705,0.0485472,0.083418,0.0360214,0.0101279,0.0104959,0.0170846,0.0187112,0.0242068,0,0,0,0,0.0500912,0.0148301,0,0,0.0917437,0,0.0179355,0.0436463
50,0,0,0,0,0,0.033405,0.0383619,0,0,0,0.0310234,0.021979,0,0.0160245,0,0,0.0269936,0.0314672,0.0186511,0.0233672,0.0281101,0.0610794,0.0825719,0.0923226,0.0711393,0.0412015,0.0357952,0.0539124,0.0123375,0.00969047,0.0298235,0,0.0269102,0.0365092,0,0,0.0207767,0,0,0.0316878,0.0705384,0.0345446,0.0196594,0.0241866,0.0348898,0.0409655,0.0569929,0.0907962,0.0782174,0.0409948,0.0676618,0.039952,0.0485191,0.0831219,0.0358292,0.0100317,0.0106158,0.0170683,0.0187489,0.0241102,0,0,0,0,0.0501623,0.01456,0,0,0.0920044,0,0.0179765,0.0437778
51,0,0,0,0,0,0.033592,0.0384005,0,0,0,0.0309741,0.0220962,0,0.0161498,0,0,0.0270086,0.0311248,0.0186743,0.0236015,0.0281965,0.060445,0.0821674,0.0918135,0.0707551,0.0413756,0.0359179,0.0545705,0.0123416,0.00967673,0.029631,0,0.0270717,0.036583,0,0,0.0206086,0,0,0.0317841,0.0705315,0.0345448,0.0196654,0.024196,0.0348186,0.0406477,0.0572229,0.0910559,0.0785244,0.0413593,0.0674156,0.0397968,0.0484158,0.0829204,0.0357398,0.010035,0.010531,0.0170922,0.0188117,0.0240154,0,0,0,0,0.0501988,0.0143028,0,0,0.0921241,0,0.0179944,0.0440193
52,0,0,0,0,0,0.033738,0.0384262,0,0,0,0.0309517,0.0222431,0,0.0162183,0,0,0.0269721,0.0306809,0.0186563,0.0238756,0.0282125,0.0599117,0.0819199,0.0914504,0.0703614,0.0415662,0.0360712,0.0548085,0.012419,0.0095697,0.0292223,0,0.0271593,0.0366646,0,0,0.0204528,0,0,0.0318681,0.0706156,0.0345785,0.0196862,0.0241898,0.0347537,0.0404346,0.0573556,0.0912875,0.0787407,0.0416356,0.0671851,0.0396309,0.0481686,0.082745,0.0358396,0.0101247,0.0104459,0.0170955,0.0188359,0.0239319,0,0,0,0,0.0502042,0.0140694,0,0,0.0921362,0,0.0179488,0.0442284
53,0,0,0,0,0,0.0338015,0.038449,0,0,0,0.0309918,0.0222128,0,0.0162021,0,0,0.0269246,0.0302127,0.0185419,0.0242195,0.0281637,0.0595063,0.0817658,0.0913085,0.0700808,0.0418844,0.0363536,0.0546181,0.01252,0.00945655,0.0288445,0,0.0273094,0.0367468,0,0,0.0203592,0,0,0.031901,0.0708062,0.0346126,0.019712,0.0242407,0.0346834,0.0403298,0.0574567,0.0914709,0.0788575,0.0418034,0.0669494,0.0394538,0.0478787,0.0825236,0.0360202,0.0102292,0.0104377,0.0170402,0.0188561,0.0238616,0,0,0,0,0.0502118,0.0138898,0,0,0.0920238,0,0.0179323,0.0445871
54,0,0,0,0,0,0.0338052,0.0384431,0,0,0,0.0310119,0.0221348,0,0.0161267,0,0,0.0269113,0.0296478,0.0182012,0.0246233,0.0281419,0.0592821,0.0817572,0.0912157,0.0700611,0.0422954,0.0368091,0.0541161,0.012613,0.00939945,0.0285006,0,0.0274949,0.0368255,0,0,0.020172,0,0,0.031969,0.0710811,0.0346721,0.0197863,0.0243684,0.0346822,0.0403309,0.0575276,0.091589,0.0789376,0.0418815,0.0666787,0.0392441,0.0475845,0.0822887,0.0362823,0.0103088,0.0104231,0.0170808,0.01888,0.0237871,0,0,0,0,0.0504261,0.0138123,0,0,0.0917688,0,0.0179089,0.0447466
55,0,0,0,0,0,0.0337719,0.0384227,0,0,0,0.03114,0.0219044,0,0.0160482,0,0,0.0269612,0.0291719,0.0181502,0.0251009,0.0281306,0.0592144,0.0817161,0.0909228,0.0700309,0.0427801,0.037305,0.0534154,0.0126872,0.00935568,0.0282869,0,0.0276288,0.0368663,0,0,0.0202396,0,0,0.0319893,0.0713274,0.0347668,0.0197123,0.024481,0.0346608,0.0403863,0.0575949,0.0917219,0.0790842,0.041969,0.0664003,0.0390471,0.0473371,0.0820738,0.0362836,0.0102766,0.0104452,0.0170274,0.0188381,0.023709,0,0,0,0,0.0507336,0.013704,0,0,0.091464,0,0.0178728,0.0448506
56,0,0,0,0,0,0.0337664,0.0384523,0,0,0,0.031151,0.0216613,0,0.0160066,0,0,0.0270514,0.0286145,0.0179952,0.0256262,0.0282145,0.0592243,0.081657,0.0908952,0.0702196,0.0433042,0.0379921,0.052543,0.0126849,0.00930099,0.0281294,0,0.0277708,0.0368395,0,0,0.0202785,0,0,0.0320785,0.0714816,0.0350833,0.019767,0.0245634,0.0346932,0.0404345,0.0577037,0.0918282,0.0791926,0.0421633,0.0661642,0.03885,0.04715,0.0818982,0.0360858,0.0102391,0.0104758,0.0170416,0.0187097,0.0235953,0,0,0,0,0.0510691,0.0137378,0,0,0.0911693,0,0.0177938,0.0451538
57,0,0,0,0,0,0.0338174,0.0384941,0,0,0,0.0312186,0.0214722,0,0.0160173,0,0,0.0271648,0.0279785,0.0179053,0.0261632,0.0283468,0.0591668,0.0818522,0.0909928,0.0704323,0.0438464,0.0386756,0.0517244,0.0126607,0.00928538,0.0281217,0,0.0279036,0.0367761,0,0,0.0202743,0,0,0.0321579,0.0715596,0.0352307,0.019867,0.0245898,0.0347417,0.0404664,0.0578162,0.0919002,0.0793049,0.0424065,0.0659165,0.0386233,0.0469209,0.081727,0.0356606,0.0102491,0.0105998,0.0170007,0.0185855,0.0234533,0,0,0,0,0.0514233,0.0139647,0,0,0.0909041,0,0.0177769,0.0456198
58,0,0,0,0,0,0.0339492,0.0385196,0,0,0,0.0314406,0.0214346,0,0.0160753,0,0,0.0272612,0.0272156,0.0177184,0.0267033,0.0284656,0.0590623,0.081878,0.0910439,0.0705598,0.0443109,0.0392179,0.0507753,0.0126236,0.00928168,0.028257,0,0.0279979,0.0367698,0,0,0.0201944,0,0,0.0322454,0.0716101,0.0351985,0.0199754,0.0246122,0.0347932,0.0404507,0.0578711,0.0919701,0.0795531,0.0426147,0.0656732,0.0383457,0.0466899,0.0815258,0.0349387,0.0101993,0.0107299,0.0169472,0.0185837,0.0232848,0,0,0,0,0.0517072,0.014332,0,0,0.0906555,0,0.0178082,0.0459416
59,0,0,0,0,0,0.0341248,0.0385096,0,0,0,0.0316406,0.0213724,0,0.0161968,0,0,0.0273392,0.0263686,0.0173927,0.0272059,0.0285082,0.0589272,0.0818171,0.0908497,0.0705862,0.0446448,0.0396096,0.0494009,0.0125955,0.00926144,0.0284717,0,0.0280541,0.0368224,0,0,0.0200918,0,0,0.0324023,0.0716684,0.0350518,0.0200701,0.0245729,0.0348335,0.0403547,0.0579427,0.0919943,0.0798586,0.0429008,0.0654645,0.0380674,0.0464921,0.0813655,0.0340327,0.0102191,0.0107725,0.0169548,0.0187245,0.0231344,0,0,0,0,0.0518372,0.0147222,0,0,0.0904395,0,0.0177696,0.0460337
60,0,0,0,0,0,0.0342881,0.0385139,0,0,0,0.0315534,0.0213678,0,0.0163141,0,0,0.0273801,0.0254085,0.0169616,0.0275608,0.0284891,0.0586536,0.0817344,0.0906073,0.0705739,0.0448548,0.0398416,0.0478669,0.0125682,0.00926058,0.0285203,0,0.0280976,0.0369038,0,0,0.019995,0,0,0.0325414,0.0717432,0.0349631,0.0201896,0.0244906,0.0348435,0.0402208,0.0580868,0.0919508,0.080126,0.043264,0.0652938,0.0378408,0.046339,0.0812713,0.0331692,0.0102369,0.0108184,0.0169499,0.0188327,0.023011,0,0,0,0,0.0517893,0.0151078,0,0,0.0902984,0,0.0177603,0.0458053
61,0,0,0,0,0,0.0344659,0.0385466,0,0,0,0.0313778,0.0214361,0,0.0163852,0,0,0.0273899,0.0244844,0.0164542,0.0277385,0.028392,0.0583071,0.0815818,0.0903693,0.0705343,0.0448903,0.039846,0.0462022,0.0125588,0.00925598,0.0285186,0,0.0281415,0.0369714,0,0,0.0198961,0,0,0.0326717,0.0718733,0.0348586,0.0202908,0.0243759,0.034865,0.0401097,0.0583144,0.0918749,0.080351,0.0435474,0.0651479,0.03767,0.0462028,0.0810911,0.0325406,0.0103381,0.0107588,0.0168711,0.0189157,0.0229019,0,0,0,0,0.051536,0.015397,0,0,0.0901834,0,0.0176951,0.0457662
62,0,0,0,0,0,0.0346478,0.0385233,0,0,0,0.0311218,0.0216252,0,0.0162694,0,0,0.0274007,0.0235015,0.0160081,0.0277795,0.028254,0.0580223,0.0814438,0.090213,0.0706412,0.0446996,0.0396486,0.0442338,0.0126355,0.00922883,0.0285708,0,0.0282059,0.0370428,0,0,0.0197718,0,0,0.0327523,0.0720518,0.0347527,0.0204726,0.0242938,0.0349633,0.0400729,0.058398,0.0917491,0.0805239,0.0437578,0.0649819,0.037559,0.0460552,0.080872,0.0321378,0.010435,0.0107173,0.0167199,0.018954,0.0227883,0,0,0,0,0.0510979,0.0157159,0,0,0.0899736,0,0.0177618,0.0455596
63,0,0,0,0,0,0.0348027,0.038508,0,0,0,0.0312423,0.0217461,0,0.0162443,0,0,0.0273724,0.0225281,0.0156821,0.0276781,0.0280827,0.0576888,0.0811949,0.0899119,0.070555,0.044451,0.0393598,0.0421883,0.0127092,0.00917588,0.0287468,0,0.028248,0.0370721,0,0,0.0198312,0,0,0.032775,0.07223,0.0346399,0.0204773,0.0242327,0.035042,0.0400188,0.0583586,0.0916484,0.0806333,0.0438948,0.0648285,0.0374973,0.0459134,0.0806922,0.0315861,0.010451,0.0106581,0.0165785,0.0189548,0.0227262,0,0,0,0,0.0505884,0.015703,0,0,0.0896952,0,0.0176733,0.0451611
64,0,0,0,0,0,0.0349394,0.038499,0,0,0,0.0313872,0.0219952,0,0.0162099,0,0,0.0273591,0.0215518,0.0153163,0.0275707,0.0279346,0.0574253,0.080949,0.0896849,0.0706276,0.0441322,0.0389839,0.0397766,0.0127768,0.00920629,0.0288993,0,0.0283042,0.0371035,0,0,0.0199361,0,0,0.0327693,0.0724298,0.0345479,0.0205511,0.0242324,0.0351905,0.0399795,0.0583262,0.0915412,0.0806952,0.0440042,0.064705,0.0374584,0.0457516,0.0806206,0.0310072,0.0103978,0.0106213,0.0166393,0.0188981,0.0226841,0,0,0,0,0.0499743,0.0157534,0,0,0.0893534,0,0.0176441,0.0447202
65,0,0,0,0,0,0.0350178,0.0385464,0,0,0,0.0317288,0.0221508,0,0.0162099,0,0,0.0273466,0.0206699,0.0150982,0.0275119,0.027771,0.0571788,0.0807171,0.0894265,0.0707512,0.043847,0.0385922,0.0370887,0.0128108,0.00921976,0.0289014,0,0.0283357,0.0371156,0,0,0.0199229,0,0,0.0327761,0.0725868,0.0344493,0.0206155,0.0242891,0.0353209,0.040028,0.0583291,0.0914706,0.08072,0.0440669,0.0645922,0.0374376,0.045578,0.0807011,0.0304282,0.0103602,0.0106828,0.0167368,0.0188792,0.0226083,0,0,0,0,0.0493196,0.0155521,0,0,0.0890422,0,0.0176849,0.0442614
66,0,0,0,0,0,0.035081,0.0385799,0,0,0,0.0324121,0.0221995,0,0.0161764,0,0,0.0273309,0.019782,0.0150516,0.027478,0.0275796,0.0569988,0.0805121,0.08916,0.0709688,0.0435997,0.0382977,0.0342345,0.0128009,0.00922714,0.0289144,0,0.0283869,0.0371526,0,0,0.0198446,0,0,0.0327925,0.0727414,0.0343193,0.0206439,0.0243178,0.0354433,0.0400751,0.0582239,0.0914386,0.0806786,0.044161,0.0644504,0.0373893,0.0454419,0.0806378,0.0298103,0.0104104,0.0108403,0.0168146,0.0189043,0.0224501,0,0,0,0,0.0487312,0.0153075,0,0,0.0887809,0,0.0177962,0.0437862
67,0,0,0,0,0,0.0351387,0.0385713,0,0,0,0.0334629,0.0222349,0,0.0161172,0,0,0.0273278,0.0188829,0.0152073,0.0274131,0.0273869,0.0569085,0.0802613,0.0889312,0.0712603,0.0433811,0.0381277,0.0313591,0.0127687,0.00920727,0.0290657,0,0.0284201,0.0372287,0,0,0.0197901,0,0,0.0329221,0.0728998,0.0341551,0.0205415,0.0243305,0.0355801,0.040149,0.0579905,0.0912907,0.0806601,0.0443275,0.0643425,0.0373296,0.0453461,0.0804685,0.0290466,0.0105603,0.0109015,0.0168873,0.0189638,0.0222306,0,0,0,0,0.0482169,0.0151786,0,0,0.0884821,0,0.0178925,0.043145
68,0,0,0,0,0,0.0352091,0.0385356,0,0,0,0.0346406,0.0223003,0,0.0160077,0,0,0.0273369,0.0181006,0.0157605,0.0272932,0.0272491,0.0569594,0.0799959,0.0888101,0.0716527,0.0433136,0.037935,0.0284835,0.0127201,0.00916136,0.0293791,0,0.028463,0.0373081,0,0,0.019787,0,0,0.0330793,0.0730926,0.03401,0.0202858,0.0243488,0.0357542,0.0402392,0.0578468,0.0911051,0.0806357,0.0445592,0.0642722,0.0372764,0.0452771,0.0803142,0.0281146,0.0106259,0.0108218,0.0169714,0.0190318,0.0219769,0,0,0,0,0.0476201,0.0150435,0,0,0.0881494,0,0.0180187,0.0425683
69,0,0,0,0,0,0.0352915,0.0385158,0,0,0,0.0359602,0.022407,0,0.0160099,0,0,0.0273277,0.0174814,0.0165756,0.0271088,0.0271403,0.0571023,0.079627,0.0887032,0.0720386,0.0432949,0.0377464,0.0258476,0.0126263,0.00919518,0.0298285,0,0.0285164,0.0373221,0,0,0.0197577,0,0,0.0331411,0.073298,0.0338323,0.0199464,0.0243002,0.0359647,0.0403046,0.0578127,0.0909039,0.0805457,0.0446928,0.064244,0.0372104,0.045217,0.0802354,0.0271355,0.0106261,0.0107148,0.0170918,0.0191209,0.0217886,0,0,0,0,0.0470216,0.0147608,0,0,0.0878944,0,0.018066,0.042054
70,0,0,0,0,0,0.0353602,0.0385506,0,0,0,0.037302,0.0225319,0,0.0161208,0,0,0.0273273,0.017121,0.0176562,0.0268008,0.0270471,0.0573304,0.0791405,0.0886039,0.072447,0.0434808,0.0376166,0.0236127,0.0125175,0.00932799,0.0302242,0,0.0286343,0.0372787,0,0,0.0197492,0,0,0.033075,0.0734292,0.0335447,0.0196269,0.0242533,0.0362082,0.0403696,0.0578114,0.0907009,0.0804019,0.0448266,0.0642118,0.0371617,0.0451605,0.0801773,0.0263034,0.0107286,0.0106897,0.0171986,0.0191914,0.0217229,0,0,0,0,0.0464918,0.014361,0,0,0.0877468,0,0.0180805,0.0415392
71,0,0,0,0,0,0.0353481,0.0385885,0,0,0,0.0376615,0.0232438,0,0.0162782,0,0,0.0273396,0.0174622,0.0195635,0.0263063,0.0269872,0.0576064,0.0784755,0.0886898,0.0729816,0.0436278,0.0375731,0.0221058,0.0124463,0.00938868,0.0306598,0,0.0286958,0.0372099,0,0,0.0200908,0,0,0.0328802,0.073594,0.0332211,0.0191909,0.0242524,0.0364762,0.0405131,0.0577641,0.0904745,0.0803012,0.0451635,0.0641513,0.0371215,0.0450508,0.0800766,0.0253353,0.0107596,0.0108375,0.0170669,0.0191629,0.0217405,0,0,0,0,0.0457124,0.0138653,0,0,0.087695,0,0.0180943,0.0412912
72,0,0,0,0,0,0.0353069,0.0386159,0,0,0,0.0384141,0.0237132,0,0.0163975,0,0,0.0274158,0.0179153,0.021418,0.0257459,0.0267422,0.0577312,0.078062,0.0885887,0.0732748,0.0436259,0.0375789,0.0210969,0.0124452,0.00925564,0.0310679,0,0.0285371,0.0371976,0,0,0.0202403,0,0,0.0328564,0.0736827,0.032801,0.0188374,0.0241242,0.0367084,0.0406081,0.0576244,0.0902332,0.0801221,0.0452343,0.0641348,0.0371883,0.0450421,0.0800106,0.0245967,0.0108179,0.0108083,0.0170674,0.0191341,0.0217289,0,0,0,0,0.0451098,0.0133588,0,0,0.0877248,0,0.0180047,0.0409953
73,0,0,0,0,0,0.0349713,0.0385455,0,0,0,0.0374263,0.024877,0,0.0165152,0,0,0.0274655,0.0189854,0.0237692,0.0254087,0.0269541,0.0577428,0.0771355,0.0883216,0.0734756,0.0434929,0.0375176,0.0209461,0.0123985,0.00915942,0.0395557,0,0.0270189,0.0370198,0,0,0.0203792,0,0,0.0329159,0.0716204,0.0335037,0.0193013,0.0231766,0.0366589,0.0406258,0.0577387,0.0928909,0.0805894,0.0438093,0.0631271,0.0393039,0.0437023,0.0780744,0.0154858,0.0107201,0.0107049,0.0172178,0.0189958,0.021971,0,0,0,0,0.0445216,0.0132919,0,0,0.0881689,0,0.0181159,0.0405806
74,0,0,0,0,0,0.0350422,0.0385495,0,0,0,0.0370019,0.0253978,0,0.0163538,0,0,0.0273979,0.0197667,0.0250215,0.0246091,0.0263448,0.0578035,0.0765563,0.0884329,0.0736316,0.0429268,0.0368647,0.020743,0.012512,0.0090964,0.0310459,0,0.0284599,0.0372248,0,0,0.0203414,0,0,0.0329806,0.0740948,0.0321737,0.0181537,0.0240822,0.0370197,0.0409142,0.057185,0.089647,0.0796067,0.0449532,0.0640195,0.0373034,0.0450924,0.0799576,0.0240925,0.0107563,0.0107232,0.0173509,0.0192089,0.021694,0,0,0,0,0.0435317,0.0123855,0,0,0.0880731,0,0.0180446,0.0396901
75,0,0,0,0,0,0.0346715,0.0385121,0,0,0,0.0360598,0.0260154,0,0.0164867,0,0,0.0274422,0.0206749,0.0263549,0.0244351,0.0266657,0.0576877,0.0757032,0.0882528,0.0734008,0.0429099,0.0365234,0.0210782,0.0124314,0.00917273,0.0414559,0,0.0261925,0.0370065,0,0,0.0203882,0,0,0.0329804,0.0717408,0.0334248,0.0187072,0.0228437,0.0369947,0.0409468,0.0569442,0.0928402,0.0801632,0.0428289,0.0630971,0.0398024,0.043519,0.0776592,0.0144511,0.0107002,0.0107821,0.0172814,0.0191204,0.0220084,0,0,0,0,0.0426314,0.0124253,0,0,0.0884438,0,0.0181679,0.0390147
76,0,0,0,0,0,0.034121,0.0387839,0,0,0,0.0375964,0.0232917,0,0.015999,0,0,0.0283491,0.0221945,0.0234591,0.0232743,0.0271097,0.0572594,0.0759184,0.0882077,0.0730188,0.0435862,0.0378327,0.0247342,0.0127531,0.00923883,0.0404092,0,0.0253935,0.0365587,0,0,0.0203568,0,0,0.033253,0.072107,0.0337517,0.0186389,0.0220873,0.0361665,0.0412888,0.0560882,0.0922589,0.0797912,0.0422488,0.0635839,0.0394406,0.0438216,0.0780213,0.0153538,0.0105599,0.0104758,0.0171292,0.0192563,0.0220916,0,0,0,0,0.043212,0.0106312,0,0,0.0877285,0,0.0176293,0.0392688
77,0,0,0,0,0,0.0338405,0.0392012,0,0,0,0.0402373,0.0209092,0,0.0155372,0,0,0.0290645,0.0241886,0.0214568,0.0223064,0.027187,0.0572761,0.0768138,0.088722,0.0730989,0.0438405,0.0386842,0.0276724,0.0131273,0.00918145,0.0409915,0,0.0248717,0.0362671,0,0,0.0193108,0,0,0.033855,0.0720333,0.0339682,0.0189487,0.0223085,0.0355399,0.0413651,0.0557489,0.0921815,0.079401,0.0413929,0.0635879,0.0396737,0.043738,0.0778259,0.0153572,0.0104831,0.010205,0.0173815,0.0195093,0.0220638,0,0,0,0,0.0436206,0.009287,0,0,0.0867871,0,0.0172158,0.0390556
78,0,0,0,0,0,0.0339096,0.0395735,0,0,0,0.0430046,0.018932,0,0.0148925,0,0,0.0295493,0.0252364,0.0205871,0.0218997,0.0266764,0.0573386,0.0778541,0.0893519,0.0734058,0.0446428,0.0394422,0.0294269,0.0136067,0.00922173,0.0414912,0,0.0242257,0.0361165,0,0,0.0176143,0,0,0.0344667,0.0720418,0.0341119,0.0202072,0.0225802,0.0355427,0.0410541,0.0550257,0.091823,0.0788373,0.0400446,0.0639489,0.0400918,0.0438401,0.0777201,0.0159234,0.0107704,0.0105613,0.0177287,0.0198165,0.022097,0,0,0,0,0.0442044,0.00913312,0,0,0.0860476,0,0.0169104,0.0390745
79,0,0,0,0,0,0.0337128,0.0394604,0,0,0,0.0444758,0.0176638,0,0.0155374,0,0,0.029586,0.0276897,0.0201868,0.0205029,0.0269353,0.0574686,0.0787786,0.0904152,0.0741607,0.0453885,0.0402185,0.032483,0.0130785,0.00925806,0.0321084,0,0.027294,0.0362768,0,0,0.0191235,0,0,0.0342333,0.0741828,0.0318711,0.0185409,0.0233799,0.0348344,0.0418703,0.0556007,0.0884705,0.0777855,0.0419275,0.064401,0.0378763,0.0448697,0.079391,0.0240031,0.0103865,0.00956636,0.0171567,0.0195872,0.0218021,0,0,0,0,0.0446411,0.00808262,0,0,0.0852596,0,0.0166136,0.0391224
