Timestep,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,LANK,LEAR,LELB,LFHD,LFIN,LFRM,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x69,x70,x71,x72,LTIBP,LILC,BBL,LBHD,LGTR,L5HD,LWRB,LTIBI
120,0,0,0,0,0,0.0353315,0.0376624,0,0,0,0.0354489,0.0262905,0,0.0161009,0,0,0.0276815,0.0212215,0.021932,0.0222886,0.028763,0.0599311,0.0795723,0.0877906,0.0711175,0.0426514,0.0361079,0.0218593,0.0133549,0.0088846,0.0293864,0,0.0283212,0.0366698,0,0,0.0206738,0,0,0.0323318,0.0830987,0.0467966,0.0172016,0.0247383,0.0386823,0.0397996,0.0481782,0.0831228,0.0756974,0.0351486,0.0633978,0.0349852,0.0441525,0.0766713,0.054565,0.010501,0.0107327,0.0160665,0.0197818,0.0239996,0,0,0,0,0.0420087,0.012508,0,0,0.0894198,0,0.0183949,0.036332
121,0,0,0,0,0,0.0354261,0.0376506,0,0,0,0.0356161,0.02629,0,0.0161215,0,0,0.0277285,0.021321,0.0218927,0.0219741,0.0285019,0.0600281,0.0797793,0.0878708,0.0711317,0.0425836,0.0360763,0.0218678,0.0133221,0.00908023,0.0292172,0,0.0279088,0.036816,0,0,0.0205653,0,0,0.0323774,0.0829141,0.0462319,0.0174204,0.0250391,0.0388191,0.0398339,0.0482007,0.0832976,0.0756687,0.0351728,0.0637649,0.0354841,0.0445857,0.0770674,0.0545248,0.0104717,0.0108186,0.0160913,0.0199625,0.023828,0,0,0,0,0.0420741,0.012617,0,0,0.0894089,0,0.0183054,0.0365039
122,0,0,0,0,0,0.0355596,0.0376358,0,0,0,0.0356987,0.0262693,0,0.0160125,0,0,0.0277829,0.021341,0.021805,0.0217074,0.0282385,0.0601266,0.0799939,0.0879666,0.0711932,0.0424936,0.0360405,0.0218583,0.0133399,0.0089852,0.0290938,0,0.0275163,0.0369678,0,0,0.0204533,0,0,0.0324606,0.0827291,0.0456405,0.0176281,0.0253524,0.0389312,0.0399145,0.0482401,0.0834769,0.0755731,0.0351009,0.0641444,0.0359043,0.0450029,0.0774969,0.0544457,0.0104503,0.0108417,0.0160876,0.0201601,0.0236121,0,0,0,0,0.0422018,0.0127783,0,0,0.0893758,0,0.0182288,0.0364895
123,0,0,0,0,0,0.0357014,0.0376134,0,0,0,0.0356073,0.0262428,0,0.0158844,0,0,0.0278545,0.0212929,0.0216608,0.0214466,0.0279946,0.0602775,0.080192,0.0880506,0.0712642,0.0423785,0.0359886,0.0218825,0.0133351,0.00891465,0.029095,0,0.0272198,0.0371097,0,0,0.0203996,0,0,0.0325609,0.0824914,0.0449371,0.0178553,0.025647,0.0390469,0.0400012,0.0482723,0.0836431,0.0754989,0.0349922,0.0644858,0.0362845,0.045437,0.077888,0.0539829,0.0104536,0.0108129,0.0160761,0.0202528,0.0233913,0,0,0,0,0.0422951,0.0129581,0,0,0.0893182,0,0.0181663,0.0365267
124,0,0,0,0,0,0.0357932,0.0376192,0,0,0,0.0356263,0.0261897,0,0.0158103,0,0,0.0279595,0.0212031,0.0214109,0.021136,0.02779,0.0604318,0.0803928,0.0881154,0.0713217,0.0423164,0.0359254,0.0218306,0.0133509,0.00890181,0.0289673,0,0.0270197,0.0372039,0,0,0.0203955,0,0,0.032632,0.0821931,0.0443633,0.0180673,0.025841,0.0391649,0.0400674,0.0482758,0.0837609,0.0754283,0.0348242,0.0648108,0.0366234,0.0456259,0.0782863,0.0531808,0.0104474,0.0108072,0.0160716,0.0199941,0.0231838,0,0,0,0,0.0423748,0.0131606,0,0,0.0892467,0,0.0181184,0.0366713
125,0,0,0,0,0,0.0358161,0.0376825,0,0,0,0.0358794,0.0260673,0,0.0157991,0,0,0.0280929,0.0210755,0.0210252,0.02079,0.027675,0.0605633,0.0805688,0.0883134,0.071351,0.0422493,0.0358389,0.0217242,0.0133879,0.00890396,0.0289752,0,0.0269414,0.037227,0,0,0.0204125,0,0,0.0326686,0.081831,0.0438387,0.0182978,0.0259536,0.0392779,0.0401008,0.0483215,0.0839011,0.0753345,0.0346491,0.0651188,0.036791,0.0458135,0.0786769,0.0520055,0.010397,0.0108645,0.0160453,0.0191996,0.0230097,0,0,0,0,0.042449,0.0134382,0,0,0.0891726,0,0.01809,0.0368677
126,0,0,0,0,0,0.0358768,0.0377333,0,0,0,0.0363824,0.0258189,0,0.0157914,0,0,0.0282575,0.0208012,0.0207679,0.0204449,0.0276193,0.060743,0.0807343,0.088488,0.0713512,0.0420774,0.0357694,0.0214968,0.0134843,0.00885437,0.0289717,0,0.0268232,0.0372782,0,0,0.0202241,0,0,0.0327843,0.0814029,0.0431644,0.0184617,0.0260444,0.0394277,0.0399996,0.0484442,0.0840496,0.0752845,0.0345884,0.0654357,0.0370843,0.0461144,0.0791201,0.0506062,0.0103776,0.0108185,0.016154,0.0188057,0.0228823,0,0,0,0,0.0425659,0.0138359,0,0,0.0891111,0,0.0181247,0.0370473
127,0,0,0,0,0,0.0359481,0.0377599,0,0,0,0.0365872,0.0256927,0,0.0158516,0,0,0.0284199,0.0205986,0.0206416,0.0201253,0.027655,0.0608697,0.0807712,0.0886082,0.0713758,0.0419852,0.0357151,0.0212161,0.0135469,0.00883925,0.0291222,0,0.0266944,0.0373422,0,0,0.0202039,0,0,0.0328308,0.0809635,0.0424673,0.0187725,0.0261091,0.0396475,0.039838,0.0484808,0.0841176,0.0752325,0.0345747,0.0656552,0.0373926,0.0464133,0.0793979,0.049104,0.0103463,0.0107895,0.016066,0.0186905,0.0228902,0,0,0,0,0.0426721,0.0142595,0,0,0.0891272,0,0.0180943,0.0369174
128,0,0,0,0,0,0.0360298,0.0377914,0,0,0,0.0369294,0.0255181,0,0.0158811,0,0,0.0285664,0.0203026,0.0204329,0.0197896,0.0276714,0.0609733,0.0807874,0.0886907,0.0713669,0.0419282,0.0356524,0.0209183,0.013591,0.00880348,0.0291827,0,0.0263134,0.0374474,0,0,0.020144,0,0,0.0328784,0.0804679,0.0416788,0.0190565,0.0261372,0.0398577,0.0396779,0.0484974,0.0842051,0.0752286,0.0347042,0.0658021,0.0376685,0.0467095,0.0796929,0.0473468,0.0103225,0.0108026,0.0160107,0.0186381,0.022908,0,0,0,0,0.0428218,0.0146855,0,0,0.089128,0,0.0180685,0.0367987
129,0,0,0,0,0,0.0361488,0.0378445,0,0,0,0.037491,0.0253579,0,0.0158632,0,0,0.0286887,0.020051,0.0202085,0.0194371,0.0276737,0.061085,0.0807773,0.0887559,0.0714016,0.0417206,0.0355668,0.0206206,0.0136207,0.00874815,0.0292479,0,0.0259012,0.0375729,0,0,0.0201004,0,0,0.0329265,0.0798929,0.0409399,0.0193506,0.02619,0.040078,0.0395198,0.0485667,0.0843202,0.0752207,0.0349536,0.0660372,0.0379595,0.0470394,0.0801405,0.0453722,0.0103059,0.0108668,0.0160084,0.0185821,0.0228819,0,0,0,0,0.0429303,0.0151513,0,0,0.0891154,0,0.0180602,0.0371499
130,0,0,0,0,0,0.0363041,0.0379038,0,0,0,0.0381456,0.0251377,0,0.0157843,0,0,0.0288526,0.0197404,0.0199609,0.0190547,0.0276842,0.0612432,0.0807178,0.0888067,0.0714319,0.0414598,0.0354895,0.0203217,0.0136767,0.00869781,0.0294232,0,0.0256385,0.0376997,0,0,0.0200308,0,0,0.0329831,0.0792998,0.0400786,0.0195668,0.0262715,0.0402607,0.0393824,0.0486923,0.0844512,0.075279,0.0352577,0.0663679,0.0383031,0.0473662,0.0806532,0.0432686,0.0102923,0.0108511,0.0160505,0.0185742,0.0227811,0,0,0,0,0.0430433,0.0156097,0,0,0.0890637,0,0.0181145,0.037306
131,0,0,0,0,0,0.0365112,0.0379545,0,0,0,0.0385382,0.0249889,0,0.0157661,0,0,0.0290035,0.0194563,0.0198122,0.0187586,0.027698,0.0613438,0.0806397,0.0889191,0.0714772,0.0414163,0.0354017,0.020077,0.0137316,0.00864131,0.0297419,0,0.0253621,0.0377811,0,0,0.0200362,0,0,0.0329933,0.0787023,0.0391318,0.0198877,0.0263118,0.0404933,0.0392121,0.0487608,0.0845742,0.0753637,0.03552,0.0667563,0.0387091,0.0476907,0.0810224,0.0414484,0.0103072,0.0108635,0.0160163,0.0186618,0.0226744,0,0,0,0,0.0430712,0.0160044,0,0,0.0890358,0,0.0181498,0.037331
132,0,0,0,0,0,0.0367304,0.0380048,0,0,0,0.0389577,0.0248747,0,0.0157986,0,0,0.0291063,0.0192329,0.0197587,0.0185182,0.0276772,0.0614059,0.0805865,0.0890253,0.0714843,0.0413645,0.0353179,0.0198751,0.0138022,0.00859589,0.0300981,0,0.0250727,0.0378618,0,0,0.020048,0,0,0.0330369,0.0780861,0.0381992,0.0202314,0.0263528,0.040739,0.0390883,0.0488797,0.0847302,0.075506,0.0358106,0.0671253,0.0391416,0.0480427,0.0814211,0.0396603,0.0102916,0.0108645,0.0159891,0.0187946,0.0225583,0,0,0,0,0.043099,0.0163797,0,0,0.0890525,0,0.0181959,0.037409
133,0,0,0,0,0,0.0369582,0.0380573,0,0,0,0.0393532,0.024798,0,0.015874,0,0,0.0291273,0.0190814,0.0197024,0.0183254,0.0276043,0.0614741,0.0805521,0.0889633,0.0714724,0.0412495,0.0351864,0.0196311,0.0138583,0.00857443,0.0304652,0,0.0247823,0.0379649,0,0,0.0200758,0,0,0.0330473,0.0774335,0.0373843,0.0205943,0.0264206,0.0409705,0.0390173,0.0490849,0.084906,0.0756602,0.0360975,0.0675027,0.0394701,0.0484872,0.0819129,0.0379846,0.0102544,0.0109302,0.0159524,0.0189405,0.0223759,0,0,0,0,0.0431455,0.0166973,0,0,0.089068,0,0.0182054,0.0374391
134,0,0,0,0,0,0.0371617,0.0380968,0,0,0,0.0394726,0.0246771,0,0.0158837,0,0,0.0291042,0.0189758,0.0196103,0.0181558,0.0274524,0.0615216,0.0805414,0.0889082,0.0714654,0.0411145,0.0349552,0.019409,0.0138916,0.00855463,0.0308901,0,0.0244925,0.0381235,0,0,0.0200185,0,0,0.033102,0.0767324,0.0366285,0.0209759,0.0264865,0.0412036,0.0390078,0.0493756,0.0850431,0.0758378,0.036409,0.0679483,0.0398199,0.0490503,0.0824924,0.0364334,0.0102151,0.0109671,0.0160166,0.0191005,0.0221055,0,0,0,0,0.0432198,0.0170114,0,0,0.0890817,0,0.0182539,0.0374303
135,0,0,0,0,0,0.0373584,0.0381377,0,0,0,0.0394358,0.0245868,0,0.0158208,0,0,0.0290895,0.0187352,0.019661,0.0179914,0.0272321,0.0615931,0.0806037,0.0889136,0.0714742,0.0409459,0.034636,0.0192029,0.0138751,0.00855027,0.0312911,0,0.024232,0.0383307,0,0,0.0198142,0,0,0.0332595,0.0760026,0.0357101,0.0214317,0.0265209,0.0413657,0.0390209,0.0497419,0.085052,0.0760198,0.0367189,0.0683682,0.0401651,0.0495531,0.0830197,0.0350297,0.0102124,0.0109708,0.0162422,0.0192956,0.0217721,0,0,0,0,0.0432081,0.017274,0,0,0.0890843,0,0.0183436,0.037407
136,0,0,0,0,0,0.0375293,0.0381894,0,0,0,0.0392701,0.0246041,0,0.0157376,0,0,0.0290908,0.0181804,0.0195481,0.0178451,0.02702,0.0616425,0.0806499,0.0889486,0.071531,0.0407281,0.0344748,0.0192322,0.0138168,0.00852315,0.0316275,0,0.0240452,0.0385392,0,0,0.0198745,0,0,0.0333185,0.0752741,0.0347481,0.0218924,0.026576,0.0414354,0.0390838,0.0500506,0.0852892,0.0761495,0.0370279,0.0687648,0.0404941,0.0499617,0.0835177,0.0337551,0.0102091,0.0109886,0.0162574,0.0194627,0.0214406,0,0,0,0,0.0430937,0.0174896,0,0,0.0890975,0,0.0182193,0.0373485
137,0,0,0,0,0,0.0376534,0.0382536,0,0,0,0.0390767,0.0246691,0,0.0156651,0,0,0.0290847,0.0178571,0.0192769,0.0177566,0.0268554,0.0616411,0.08069,0.0889572,0.0715725,0.0405429,0.0342699,0.0193253,0.0137753,0.0085101,0.031918,0,0.0239477,0.0387274,0,0,0.019813,0,0,0.0333819,0.0745519,0.03386,0.022339,0.0266875,0.0414943,0.0390972,0.0503447,0.0856708,0.0762702,0.0373019,0.069183,0.0407882,0.0503336,0.0839992,0.0325304,0.0102394,0.0109513,0.0163072,0.0196178,0.0211831,0,0,0,0,0.0430162,0.0176935,0,0,0.0891403,0,0.0181491,0.0372822
138,0,0,0,0,0,0.0377864,0.0383293,0,0,0,0.0389621,0.0247026,0,0.0156268,0,0,0.0290689,0.0176842,0.018961,0.017698,0.0267273,0.0616053,0.0807157,0.0889457,0.0714558,0.0403914,0.0339432,0.0193075,0.0137572,0.00851564,0.0320928,0,0.0238598,0.0388832,0,0,0.0197472,0,0,0.0333793,0.0738137,0.0330228,0.0228399,0.0268069,0.041521,0.0390691,0.0506583,0.0860296,0.0763829,0.0375818,0.0696107,0.0411856,0.0506894,0.0845033,0.0314266,0.0102444,0.01099,0.0163607,0.0197614,0.0210076,0,0,0,0,0.0429641,0.0179654,0,0,0.089216,0,0.0181604,0.0372272
139,0,0,0,0,0,0.0379632,0.0384336,0,0,0,0.0387825,0.0247057,0,0.015648,0,0,0.0290649,0.0175069,0.0186838,0.0176418,0.0266252,0.0615693,0.0807227,0.0889142,0.0713311,0.0402167,0.0336509,0.0192317,0.0137606,0.00854205,0.0322159,0,0.0238179,0.0389976,0,0,0.0196818,0,0,0.0333472,0.0730964,0.0322627,0.0233802,0.0269499,0.0415139,0.0390247,0.0510156,0.0863249,0.0764052,0.0378708,0.0700842,0.0414937,0.0511596,0.0850588,0.0304043,0.0102365,0.0109992,0.0163939,0.0198454,0.0208898,0,0,0,0,0.0428927,0.0183164,0,0,0.089317,0,0.0181727,0.0371686
140,0,0,0,0,0,0.0382086,0.0385593,0,0,0,0.0385416,0.0246925,0,0.0156854,0,0,0.029054,0.0172498,0.0185078,0.0175747,0.0265242,0.061489,0.0806859,0.0888385,0.0712192,0.0399077,0.0334206,0.0191558,0.0137734,0.00855011,0.0323709,0,0.0238307,0.0391091,0,0,0.0196261,0,0,0.0333074,0.072431,0.0316092,0.0239432,0.0271094,0.0414807,0.038966,0.0513818,0.0865649,0.0763717,0.0381392,0.0704918,0.0417997,0.0516251,0.085628,0.0294256,0.0101937,0.0109445,0.0164447,0.0198857,0.0207827,0,0,0,0,0.0428025,0.0187016,0,0,0.0894367,0,0.0181662,0.0371139
141,0,0,0,0,0,0.0384699,0.0386725,0,0,0,0.0382479,0.0246747,0,0.0156908,0,0,0.0290378,0.0169871,0.0184075,0.0174741,0.0263868,0.0613597,0.0806497,0.088742,0.0710745,0.03956,0.0332161,0.0190922,0.0137743,0.00853211,0.0325916,0,0.023922,0.0392141,0,0,0.019569,0,0,0.0332961,0.0718178,0.0311335,0.0244851,0.0272971,0.0413896,0.0389168,0.0517649,0.0867748,0.0762945,0.0384389,0.0707922,0.0421093,0.0520536,0.0862245,0.0284037,0.0101886,0.0108689,0.0165067,0.0198899,0.0206473,0,0,0,0,0.0426877,0.0190926,0,0,0.0895761,0,0.0181323,0.0370102
142,0,0,0,0,0,0.0387175,0.0387633,0,0,0,0.0380837,0.024673,0,0.0156654,0,0,0.0290178,0.0167915,0.0183034,0.0173624,0.0261789,0.0612234,0.0806011,0.0886583,0.0709696,0.0394871,0.0330076,0.0189793,0.013751,0.00854168,0.0328232,0,0.0240764,0.0393456,0,0,0.0194957,0,0,0.0332957,0.0712321,0.0306677,0.0249718,0.0274757,0.0412677,0.0388752,0.0521901,0.0869828,0.0761552,0.0387938,0.0711737,0.0424,0.0524305,0.0868251,0.0275422,0.0102076,0.0108855,0.0165387,0.019921,0.0204681,0,0,0,0,0.0425708,0.019487,0,0,0.0897203,0,0.0180723,0.0368006
143,0,0,0,0,0,0.0389124,0.0388486,0,0,0,0.0381313,0.0246345,0,0.0156289,0,0,0.028975,0.0165993,0.0181742,0.0173141,0.025906,0.0610599,0.080499,0.0885484,0.0708885,0.0393858,0.0327997,0.0187568,0.0137265,0.00858507,0.0330711,0,0.0242297,0.0394959,0,0,0.0193977,0,0,0.0332992,0.0706219,0.0302886,0.0254403,0.0276407,0.0411202,0.0387657,0.0526701,0.0871931,0.075895,0.0391941,0.0716551,0.0426253,0.0527992,0.0873729,0.0267578,0.0102535,0.0109421,0.0165589,0.0200011,0.0202904,0,0,0,0,0.0424937,0.0198673,0,0,0.089881,0,0.0180416,0.0366028
144,0,0,0,0,0,0.0390592,0.0389367,0,0,0,0.0382941,0.0246005,0,0.0154755,0,0,0.0289188,0.0164029,0.0181491,0.017267,0.025653,0.0608745,0.0803518,0.088401,0.0708272,0.0391196,0.032553,0.0184915,0.0137609,0.00851228,0.0332582,0,0.0244292,0.03962,0,0,0.0195165,0,0,0.0332427,0.0700088,0.0298786,0.0258846,0.0279689,0.0408524,0.0387576,0.0532345,0.0874078,0.0756798,0.0397183,0.0720325,0.0428107,0.0531842,0.0877811,0.0258091,0.0102685,0.0109273,0.0165603,0.0200542,0.0201308,0,0,0,0,0.0423867,0.0203633,0,0,0.0900631,0,0.018225,0.0363865
145,0,0,0,0,0,0.0391942,0.0390673,0,0,0,0.0384226,0.0245265,0,0.0154608,0,0,0.028867,0.0161507,0.0181835,0.0171685,0.0255158,0.0606252,0.0801901,0.0882197,0.0706913,0.0388058,0.0323216,0.0182029,0.013818,0.00850736,0.0333002,0,0.0246321,0.0396933,0,0,0.0195084,0,0,0.0331803,0.0694822,0.0295403,0.0261976,0.0283546,0.0406032,0.0386877,0.0538159,0.0876184,0.0756564,0.0402877,0.072455,0.0430284,0.0536068,0.0880711,0.0251048,0.0102928,0.0109259,0.0165377,0.0200145,0.020092,0,0,0,0,0.0422416,0.0207532,0,0,0.090259,0,0.0183296,0.0362313
146,0,0,0,0,0,0.0393058,0.0392321,0,0,0,0.0385195,0.0243584,0,0.0155103,0,0,0.0288097,0.0158416,0.0182465,0.0170478,0.0254939,0.060323,0.0799552,0.0880282,0.0705067,0.0387221,0.0321147,0.0178801,0.0138828,0.00852032,0.0333315,0,0.0249313,0.0396905,0,0,0.0195761,0,0,0.033086,0.0689837,0.0293046,0.0264523,0.0287724,0.0404228,0.0385272,0.0544528,0.0878912,0.0757398,0.0408895,0.0728803,0.0432646,0.0539909,0.0884616,0.0247525,0.0102977,0.0108941,0.0164071,0.0198755,0.0202283,0,0,0,0,0.0420712,0.0210836,0,0,0.090484,0,0.018391,0.0360196
147,0,0,0,0,0,0.0392746,0.0394113,0,0,0,0.0394458,0.0240932,0,0.0156555,0,0,0.0288483,0.0154459,0.0185433,0.0175486,0.0258106,0.0599546,0.0794542,0.0877137,0.0705237,0.0387647,0.0319962,0.0173441,0.0138428,0.00848961,0.035762,0,0.026134,0.0395261,0,0,0.0195207,0,0,0.0330187,0.0679181,0.0301482,0.0267664,0.0299984,0.039702,0.0381429,0.0559069,0.0892763,0.0758059,0.0408471,0.072813,0.0440509,0.0537045,0.088259,0.0201765,0.010249,0.0108946,0.0162846,0.0195968,0.0207039,0,0,0,0,0.042031,0.0211943,0,0,0.0911062,0,0.0185691,0.0358497
148,0,0,0,0,0,0.0394852,0.0395729,0,0,0,0.0393636,0.0239162,0,0.0156431,0,0,0.0288645,0.0152727,0.0183875,0.0169771,0.0254484,0.0596385,0.0795837,0.0876968,0.0702153,0.0385193,0.031697,0.0170699,0.0138227,0.00855185,0.0331504,0,0.026065,0.0396023,0,0,0.019603,0,0,0.0329442,0.0681451,0.0292857,0.0268558,0.0299134,0.0399145,0.0382516,0.0559415,0.0885031,0.075841,0.0423854,0.0734237,0.0434343,0.054422,0.0894396,0.0243704,0.0101852,0.0110023,0.01619,0.0195654,0.0206771,0,0,0,0,0.0418095,0.0218755,0,0,0.0909526,0,0.0184728,0.0356826
149,0,0,0,0,0,0.039444,0.0396775,0,0,0,0.0403737,0.0236085,0,0.0157876,0,0,0.028858,0.0149124,0.018599,0.0175244,0.0256902,0.059213,0.0791506,0.0873962,0.0701934,0.0386152,0.0316773,0.016566,0.0136282,0.00853822,0.0348884,0,0.0275811,0.0394943,0,0,0.0194077,0,0,0.03291,0.0673485,0.0311607,0.0269019,0.0308136,0.0391907,0.037922,0.0571624,0.0896863,0.0758605,0.0421917,0.0732552,0.0439887,0.0540662,0.0889221,0.0210005,0.0100892,0.0111625,0.0160775,0.0194271,0.0210213,0,0,0,0,0.0418072,0.0217858,0,0,0.0915725,0,0.0185672,0.035623
150,0,0,0,0,0,0.0396148,0.0397534,0,0,0,0.0401569,0.0234027,0,0.0156656,0,0,0.0288367,0.0148146,0.0182937,0.016948,0.0252154,0.058929,0.0792712,0.0874429,0.0698716,0.038367,0.0314672,0.0162929,0.0135709,0.00855411,0.0322517,0,0.0267288,0.0396546,0,0,0.0194249,0,0,0.0328831,0.0677573,0.0297536,0.0267434,0.0312419,0.039449,0.0381396,0.0571841,0.0888346,0.0759064,0.0435637,0.0738627,0.0432668,0.054775,0.0897957,0.0248052,0.0100158,0.0112679,0.0160455,0.0195607,0.0207177,0,0,0,0,0.0415547,0.0224406,0,0,0.09136,0,0.0184662,0.0354734
151,0,0,0,0,0,0.0395443,0.0397862,0,0,0,0.0412706,0.0229841,0,0.0157859,0,0,0.0287436,0.0145265,0.0183309,0.0173396,0.0253497,0.0585617,0.0788876,0.0870773,0.069804,0.0384413,0.0315305,0.0158474,0.0134579,0.00858727,0.0338609,0,0.0275662,0.0396235,0,0,0.0191609,0,0,0.0330383,0.0670568,0.0315533,0.0266681,0.0316632,0.0389428,0.0378088,0.0580408,0.0899458,0.0760936,0.0428437,0.0737424,0.0439451,0.0544871,0.089293,0.0219547,0.0100068,0.0111471,0.016261,0.0194757,0.0208487,0,0,0,0,0.0416332,0.0222024,0,0,0.0919257,0,0.0184599,0.0354168
152,0,0,0,0,0,0.0395485,0.0398189,0,0,0,0.0416555,0.022678,0,0.0157372,0,0,0.0285908,0.0146565,0.0181131,0.0170879,0.025124,0.0583527,0.0788755,0.0869264,0.0696929,0.0383168,0.0314309,0.0153527,0.013518,0.00856964,0.0337884,0,0.0273138,0.0396964,0,0,0.0191624,0,0,0.0332093,0.0668978,0.0314424,0.0265448,0.0317634,0.0389308,0.0378398,0.0582449,0.0901412,0.0763045,0.0428888,0.0738437,0.0440525,0.0545921,0.0894858,0.0220283,0.010006,0.0109913,0.0165532,0.0194597,0.0207235,0,0,0,0,0.0415962,0.0224216,0,0,0.0920506,0,0.018465,0.0354225
153,0,0,0,0,0,0.0396441,0.0398354,0,0,0,0.0413635,0.0223086,0,0.015632,0,0,0.0284933,0.0149704,0.0175217,0.0162089,0.0246271,0.058248,0.0792654,0.0871313,0.0694592,0.0379794,0.0312,0.014974,0.0136846,0.00860428,0.0318601,0,0.0264396,0.0398552,0,0,0.0192013,0,0,0.0333063,0.0674047,0.0294375,0.0262946,0.0317344,0.0392699,0.0382171,0.0577367,0.0891903,0.0763557,0.0437456,0.0740437,0.0434589,0.0550508,0.0902506,0.0251003,0.00999087,0.0109445,0.016786,0.0195433,0.0203939,0,0,0,0,0.041502,0.0232767,0,0,0.0917575,0,0.0183709,0.0353482
154,0,0,0,0,0,0.039511,0.0398632,0,0,0,0.0419552,0.0218586,0,0.0157501,0,0,0.0284487,0.0150432,0.0174282,0.0162476,0.0248065,0.0580443,0.0789779,0.0869848,0.069553,0.0379569,0.0312287,0.0143872,0.0137188,0.00865038,0.0340773,0,0.0276106,0.0397514,0,0,0.0191488,0,0,0.0334232,0.0669334,0.0312444,0.02607,0.0313393,0.0388065,0.0381035,0.0579083,0.0900406,0.0763333,0.0423704,0.0736055,0.0442178,0.0544338,0.0893402,0.0216305,0.00997254,0.0108881,0.016869,0.0194692,0.020665,0,0,0,0,0.0416781,0.0232543,0,0,0.0923261,0,0.0183823,0.0353471
155,0,0,0,0,0,0.0396251,0.0399401,0,0,0,0.0416029,0.0214183,0,0.0156467,0,0,0.0284449,0.015563,0.0167358,0.0153484,0.0243364,0.0580422,0.0793721,0.0870639,0.0693611,0.0376104,0.0309686,0.0139238,0.0138054,0.00868457,0.0322198,0,0.0268711,0.0398702,0,0,0.0190205,0,0,0.0336018,0.067771,0.0299643,0.0256331,0.0305682,0.0391317,0.0385127,0.0570334,0.0886319,0.0758837,0.0426225,0.0737369,0.0434732,0.0546981,0.0898055,0.0254154,0.0100368,0.0108925,0.0170323,0.0196524,0.020464,0,0,0,0,0.0416389,0.0241018,0,0,0.0919926,0,0.0182078,0.0352598
156,0,0,0,0,0,0.0394915,0.0400407,0,0,0,0.0425455,0.0207922,0,0.0156551,0,0,0.0284879,0.0159823,0.0164801,0.015664,0.0245529,0.0579328,0.0793618,0.0868834,0.0694852,0.0375838,0.0309056,0.0131595,0.0136669,0.00871599,0.0358555,0,0.0272476,0.0397701,0,0,0.0188814,0,0,0.0337182,0.0672487,0.0302182,0.0254334,0.0298241,0.0384667,0.0385592,0.0574614,0.0896911,0.0757953,0.0409901,0.0727729,0.0438433,0.0537078,0.0885791,0.0206167,0.0100677,0.0109263,0.0170332,0.0196823,0.0207137,0,0,0,0,0.0417628,0.0243409,0,0,0.092476,0,0.0182278,0.0353342
157,0,0,0,0,0,0.0396413,0.0401882,0,0,0,0.0433786,0.0199707,0,0.0155335,0,0,0.0284483,0.0166454,0.0160518,0.0154608,0.0242521,0.0580713,0.0797147,0.0869809,0.0694589,0.0374763,0.0310198,0.0123169,0.013617,0.0086992,0.036486,0,0.0254544,0.0399635,0,0,0.0186645,0,0,0.0338418,0.0669409,0.0274283,0.0254134,0.0285844,0.0383767,0.0388681,0.0578864,0.0903106,0.0758557,0.040358,0.0721096,0.0432844,0.0532951,0.0881605,0.0200343,0.0101887,0.0109543,0.017048,0.0199123,0.0205311,0,0,0,0,0.0419215,0.0249185,0,0,0.0923728,0,0.0181319,0.0354368
158,0,0,0,0,0,0.0400662,0.0403699,0,0,0,0.0437312,0.0189369,0,0.0152394,0,0,0.0283081,0.0173698,0.0156147,0.0146857,0.0235197,0.058629,0.0803766,0.0874177,0.0693994,0.0372563,0.0311462,0.0113298,0.013818,0.00860648,0.0326635,0,0.0228305,0.0404507,0,0,0.0185566,0,0,0.0339346,0.0669682,0.0230683,0.0257873,0.0264669,0.0391344,0.0395737,0.0579593,0.0898864,0.0760645,0.0409524,0.0724441,0.0423523,0.0538301,0.0887751,0.0256998,0.0103805,0.0109318,0.0171811,0.0202832,0.0198385,0,0,0,0,0.0420258,0.0258794,0,0,0.0915196,0,0.0179303,0.0353522
159,0,0,0,0,0,0.0399965,0.0405203,0,0,0,0.045393,0.0171424,0,0.0151347,0,0,0.028189,0.0176286,0.0157171,0.0148632,0.0238163,0.0593344,0.0807173,0.0876569,0.0695121,0.0372688,0.0313302,0.0106545,0.0139726,0.00862994,0.0354082,0,0.0232224,0.0405102,0,0,0.0185752,0,0,0.0340173,0.0656677,0.0222288,0.0263697,0.025327,0.039516,0.0400583,0.0591803,0.0921543,0.0765179,0.0400244,0.0729859,0.0445214,0.0537373,0.0882584,0.0212072,0.0104917,0.0108861,0.0174137,0.0202862,0.0195734,0,0,0,0,0.0422662,0.0261954,0,0,0.0911206,0,0.0177642,0.0353247
