Timestep,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTOE,LUPA,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x69,x70,x71,x72,BBL,LTIBP,LWRB,LWRA,LILC,LBHD
190,0,0,0,0,0,0.0315759,0.0419067,0,0,0,0.0349052,0,0.0297671,0,0.0195569,0,0,0.0276164,0.090703,0.0305803,0.0233521,0.0354163,0.0365516,0.0789712,0.0961178,0.111725,0.0962592,0.0367323,0.0927568,0.0968278,0.0342813,0.0104719,0.0372243,0,0.0154194,0.0354356,0,0,0.0212229,0,0,0.03461,0.0813563,0.0279448,0.0208551,0.0185274,0.0426395,0.0408949,0.0632249,0.101026,0.0919591,0.0462161,0.066967,0.0390678,0.0475491,0.080584,0.0166911,0.0116426,0.0105034,0.0211805,0.0191545,0.0244321,0,0,0,0,0,0.0382747,0.0172932,0.0098163,0.0249381,0
191,0,0,0,0,0,0.0305208,0.0418638,0,0,0,0.0355568,0,0.0301835,0,0.0194806,0,0,0.027708,0.0897923,0.0287268,0.0237811,0.0364765,0.0375425,0.0790762,0.0978237,0.111328,0.0956458,0.0383259,0.0942251,0.0955913,0.0331173,0.0105714,0.0359722,0,0.0139484,0.0349857,0,0,0.0208873,0,0,0.0346587,0.0816526,0.0298969,0.0211926,0.0169881,0.0428441,0.0412039,0.0629914,0.100714,0.0916746,0.0453991,0.0668877,0.0387583,0.047414,0.0800727,0.0198128,0.0109936,0.0104034,0.0212581,0.0189135,0.0257153,0,0,0,0,0,0.0376558,0.0176896,0.00963807,0.0257856,0
192,0,0,0,0,0,0.0285577,0.041441,0,0,0,0.0356337,0,0.0292995,0,0.0198818,0,0,0.0278082,0.0911178,0.0250583,0.0254183,0.0373566,0.0383304,0.0781909,0.0979061,0.109579,0.0940788,0.038188,0.0933729,0.0959987,0.0348441,0.0108018,0.0384147,0,0.0135243,0.0344182,0,0,0.020726,0,0,0.0348412,0.0813512,0.0342389,0.0223027,0.0219235,0.0435691,0.0410149,0.0627175,0.101887,0.0919708,0.0439004,0.0663387,0.0393352,0.0460713,0.0784431,0.0177192,0.0106568,0.0104809,0.0210136,0.0180169,0.0276135,0,0,0,0,0,0.0388232,0.0179774,0.00951921,0.0272341,0
193,0,0,0,0,0,0.0272928,0.0409486,0,0,0,0.0344852,0,0.0273228,0,0.020365,0,0,0.0280188,0.0933736,0.0227764,0.0261967,0.037245,0.0380472,0.0768715,0.0967315,0.10755,0.0921013,0.0370152,0.0922503,0.0959746,0.0367141,0.010385,0.0367196,0,0.0148594,0.0350064,0,0,0.0206889,0,0,0.035099,0.0826961,0.0373299,0.0232335,0.0234931,0.0440537,0.0404255,0.0619814,0.10108,0.0918916,0.0438292,0.0661893,0.0390242,0.0456527,0.0779301,0.0221761,0.0110807,0.0106532,0.0206077,0.0175856,0.0285393,0,0,0,0,0,0.0414188,0.0177128,0.00970892,0.0281195,0
194,0,0,0,0,0,0.0271395,0.04061,0,0,0,0.0333953,0,0.0252747,0,0.0207011,0,0,0.0279296,0.095698,0.0214064,0.0258114,0.036448,0.0371519,0.0756178,0.0951637,0.105988,0.0900763,0.0362946,0.0916223,0.0947179,0.0367523,0.00933715,0.0325815,0,0.0165546,0.0363421,0,0,0.0206546,0,0,0.035444,0.0857007,0.0398116,0.023986,0.0198683,0.0439265,0.0398431,0.0602958,0.0978398,0.0911358,0.0445775,0.0664415,0.0377504,0.0462567,0.0785657,0.0339787,0.0117663,0.0107426,0.0203548,0.0177273,0.0282094,0,0,0,0,0,0.043994,0.0167478,0.0101604,0.0284011,0
195,0,0,0,0,0,0.0265912,0.0403764,0,0,0,0.0324904,0,0.0245421,0,0.0209491,0,0,0.0275454,0.0974491,0.0207046,0.0254113,0.0365327,0.0377071,0.074326,0.0935082,0.104824,0.0881383,0.0359921,0.0915679,0.0935535,0.0360963,0.00934311,0.0338867,0,0.018291,0.0366346,0,0,0.020677,0,0,0.0356183,0.0860379,0.0424274,0.0255589,0.0256869,0.0430975,0.039597,0.0598394,0.0983051,0.0911562,0.0429682,0.0647962,0.0381342,0.0438546,0.0761339,0.0312298,0.0120232,0.0106973,0.0202576,0.0176073,0.0285285,0,0,0,0,0,0.0446913,0.0166156,0.0104114,0.0288044,0
196,0,0,0,0,0,0.0276119,0.0403588,0,0,0,0.0324498,0,0.0242371,0,0.020641,0,0,0.0267745,0.0980951,0.0200223,0.0256828,0.0353724,0.0371624,0.0740094,0.0923329,0.104595,0.0880454,0.0366044,0.090958,0.0925461,0.033479,0.0092708,0.0317722,0,0.0197858,0.0369586,0,0,0.0204076,0,0,0.0354527,0.0888274,0.0435732,0.0250661,0.0200535,0.0423998,0.0396407,0.058511,0.0954606,0.0896611,0.0429777,0.0647756,0.0365479,0.0444852,0.0767802,0.0420907,0.0119438,0.0105596,0.0203082,0.0177237,0.0274786,0,0,0,0,0,0.0447305,0.0163473,0.0106782,0.0277711,0
197,0,0,0,0,0,0.0284112,0.0403882,0,0,0,0.0326765,0,0.0239294,0,0.0204528,0,0,0.0264679,0.0980152,0.0196871,0.0268116,0.0349228,0.0374267,0.0736703,0.0918604,0.104306,0.087983,0.0367594,0.0905902,0.0921684,0.030852,0.00909439,0.0320051,0,0.0211586,0.0364003,0,0,0.0207388,0,0,0.0350976,0.0898478,0.0447266,0.0249301,0.0199209,0.0420348,0.039792,0.057993,0.094704,0.0886795,0.0417258,0.0642,0.0359104,0.0441166,0.0764171,0.0457913,0.0115978,0.0105357,0.0202004,0.0173091,0.0271571,0,0,0,0,0,0.0441281,0.0161197,0.0107949,0.0273613,0
198,0,0,0,0,0,0.0284969,0.0403081,0,0,0,0.032279,0,0.0241817,0,0.0209087,0,0,0.0261578,0.0974443,0.0198808,0.0279354,0.0351126,0.0384869,0.073524,0.0924383,0.104347,0.0877747,0.0363564,0.0907491,0.0921526,0.0300243,0.00917044,0.032973,0,0.0221157,0.0353674,0,0,0.0211511,0,0,0.0349379,0.089122,0.0449409,0.0247744,0.0247925,0.0417415,0.0401821,0.0588355,0.0965001,0.0888613,0.0402035,0.0635035,0.0367624,0.043016,0.0752038,0.042167,0.0112692,0.0104786,0.0203661,0.0165222,0.0279429,0,0,0,0,0,0.0430134,0.0141817,0.0105748,0.0272485,0
199,0,0,0,0,0,0.0290789,0.0400976,0,0,0,0.0321086,0,0.0252979,0,0.0213705,0,0,0.0256506,0.0967535,0.0195374,0.0287417,0.0347754,0.0383132,0.0745085,0.0941515,0.105398,0.0884396,0.0359734,0.0909873,0.0920644,0.0312585,0.00903569,0.032963,0,0.0230024,0.0352825,0,0,0.0212699,0,0,0.0348561,0.0908594,0.0456617,0.0234745,0.0198864,0.0417884,0.040403,0.0579527,0.0943741,0.087949,0.0407119,0.0644046,0.035275,0.0447862,0.0769191,0.0518227,0.0112149,0.0106002,0.0203773,0.0162093,0.0277781,0,0,0,0,0,0.0422977,0.0107039,0.0104733,0.0271608,0
200,0,0,0,0,0,0.0277616,0.0400099,0,0,0,0.0318083,0,0.0272787,0,0.0218087,0,0,0.0263603,0.0959012,0.0193208,0.028787,0.0357909,0.0393329,0.0751509,0.0960923,0.106447,0.0886566,0.0353859,0.091378,0.0921851,0.0351923,0.00954147,0.0338274,0,0.0228414,0.0345875,0,0,0.0215215,0,0,0.0349228,0.0894645,0.0451469,0.0228908,0.0249633,0.0422701,0.0410238,0.0593287,0.0967769,0.0886952,0.0398864,0.0644369,0.0363376,0.0444326,0.0763905,0.0460395,0.0113096,0.0106019,0.0205747,0.0157999,0.0288346,0,0,0,0,0,0.0418484,0.0146863,0.0101661,0.027884,0
201,0,0,0,0,0,0.0273122,0.0399406,0,0,0,0.0316872,0,0.0283206,0,0.0219194,0,0,0.026781,0.0956067,0.0189716,0.0275696,0.0358015,0.0390559,0.0761915,0.097438,0.107629,0.0897484,0.0355538,0.0910873,0.0918743,0.0368954,0.00957061,0.0336753,0,0.0229147,0.0347575,0,0,0.0215313,0,0,0.034956,0.0905084,0.0458144,0.0215974,0.0191903,0.0429009,0.0415488,0.0587975,0.0951005,0.0880447,0.040587,0.0655255,0.0355362,0.0463708,0.078262,0.053107,0.0115596,0.0106074,0.0207826,0.0159241,0.0286809,0,0,0,0,0,0.0423675,0.0171303,0.0102192,0.0282449,0
202,0,0,0,0,0,0.0262001,0.0398265,0,0,0,0.0314239,0,0.0287141,0,0.0225407,0,0,0.0267827,0.0955506,0.018675,0.0256103,0.0364459,0.0399288,0.0762564,0.097844,0.108032,0.0899133,0.0350726,0.0914367,0.0926418,0.0391301,0.00969195,0.0342899,0,0.0224138,0.0344587,0,0,0.0217166,0,0,0.0350231,0.0889061,0.0450261,0.0206449,0.0247736,0.0432271,0.0421119,0.0601994,0.0975709,0.0887557,0.0396812,0.0653995,0.0366031,0.0459369,0.0777747,0.0452332,0.0117894,0.0105993,0.0209762,0.015762,0.029687,0,0,0,0,0,0.0423241,0.0174603,0.0102275,0.0283861,0
203,0,0,0,0,0,0.02615,0.0396839,0,0,0,0.0315308,0,0.0285104,0,0.0225354,0,0,0.0267148,0.095784,0.0183449,0.0239027,0.0364445,0.0399607,0.0762535,0.097855,0.108214,0.0901316,0.0342695,0.0921636,0.0936821,0.0409229,0.0096604,0.0343807,0,0.022369,0.0347172,0,0,0.0218053,0,0,0.035062,0.0886585,0.0448235,0.0199108,0.0247431,0.0434002,0.0422407,0.0604057,0.0978449,0.0888135,0.0394843,0.0656252,0.0366626,0.0464247,0.0782091,0.0443157,0.0121014,0.0105477,0.0210822,0.0158963,0.0296354,0,0,0,0,0,0.0423236,0.0171828,0.0102329,0.0282774,0
204,0,0,0,0,0,0.0263709,0.0395701,0,0,0,0.0316826,0,0.0281203,0,0.0224871,0,0,0.0267587,0.0961059,0.0180921,0.0233475,0.0362553,0.0399384,0.0759895,0.0977224,0.108084,0.0899782,0.0341052,0.0926177,0.0939475,0.0412419,0.00966851,0.0343978,0,0.0222978,0.0349136,0,0,0.0219008,0,0,0.0351056,0.0886193,0.0444827,0.0194068,0.0248937,0.0435005,0.042103,0.0603774,0.0979731,0.0888784,0.0392664,0.0657967,0.0367218,0.0467776,0.0785433,0.0431424,0.0124435,0.0106828,0.0209812,0.0161498,0.0292335,0,0,0,0,0,0.042661,0.0170812,0.0103583,0.0279874,0
205,0,0,0,0,0,0.0268558,0.0394455,0,0,0,0.0304854,0,0.0287359,0,0.0224524,0,0,0.0269291,0.0965538,0.0189582,0.0230634,0.035627,0.0398191,0.0758206,0.0966643,0.107937,0.0902926,0.0353585,0.0922566,0.0935739,0.0425476,0.00975377,0.0345004,0,0.0222552,0.0351023,0,0,0.0219461,0,0,0.0350622,0.0886445,0.0439783,0.0190366,0.0251526,0.0434412,0.0416687,0.0603473,0.0980594,0.0887526,0.0391312,0.0660054,0.0367297,0.0470543,0.0787564,0.0418236,0.012616,0.0107044,0.0208015,0.0164334,0.028788,0,0,0,0,0,0.0422445,0.0171307,0.0103269,0.0271626,0
206,0,0,0,0,0,0.0279062,0.0390698,0,0,0,0.0298892,0,0.0289416,0,0.0177561,0,0,0,0.0970018,0.0194051,0.0230242,0.0341943,0.0389176,0.0762358,0.0958697,0.10797,0.0908166,0.0365954,0.0913372,0.0928415,0.0422391,0.013409,0.0334439,0,0.0227203,0.0358146,0,0,0.0219088,0,0,0.0348165,0.0897607,0.0435533,0.0182983,0.0198709,0.0433459,0.0411474,0.0593296,0.0959003,0.088127,0.0399462,0.0668129,0.0365199,0.0485546,0.0802446,0.0481424,0.0126177,0.0104331,0.0206369,0.0165699,0.028052,0,0,0,0,0,0.0421559,0.012524,0.0109454,0.0258976,0
207,0,0,0,0,0,0.0275645,0.0388521,0,0,0,0.0300473,0,0.0288683,0,0.0202086,0,0,0,0.0970223,0.0188584,0.0233338,0.0337627,0.0398535,0.0760729,0.0954341,0.107579,0.0903396,0.036858,0.0908098,0.0923075,0.0409277,0.014846,0.0348209,0,0.0224285,0.0357269,0,0,0.0218757,0,0,0.0346577,0.0885261,0.0426543,0.0176833,0.0258879,0.0431717,0.0409477,0.0602046,0.0980742,0.0886367,0.038853,0.0665242,0.03798,0.0474667,0.079282,0.0395639,0.0125302,0.0103628,0.0205185,0.0163544,0.0287683,0,0,0,0,0,0.042227,0.00816274,0,0.0252334,0
208,0,0,0,0,0,0.0281459,0.0390279,0,0,0,0.0306311,0,0.0285841,0,0.0179594,0,0,0,0.0968489,0.0180398,0.0238058,0.0322331,0.0385333,0.0762065,0.095207,0.107583,0.0906769,0.0374065,0.0900402,0.0920181,0.0388388,0.0130342,0.0334785,0,0.0228901,0.0359094,0,0,0.0217513,0,0,0.0346923,0.0892358,0.0421996,0.0174446,0.0206084,0.0433453,0.0406233,0.0593824,0.0962754,0.0880884,0.0397474,0.0675324,0.0378541,0.0489986,0.0808856,0.0469185,0.0124044,0.0104867,0.0202879,0.0167198,0.0281404,0,0,0,0,0,0.0425177,0.0138626,0.0140902,0.0246308,0
209,0,0,0,0,0,0.028228,0.0389997,0,0,0,0.0310667,0,0.0285027,0,0.0216514,0,0,0.0277227,0.0964665,0.0173349,0.0244208,0.031409,0.0382933,0.0760978,0.0950117,0.10784,0.0907106,0.0377592,0.0894985,0.091892,0.0376284,0.0104535,0.0331747,0,0.022623,0.035762,0,0,0.0216501,0,0,0.0348583,0.0889121,0.0414582,0.016912,0.0209643,0.0433019,0.0406811,0.0595896,0.0964819,0.0881802,0.039768,0.0678528,0.0382721,0.0493878,0.0814155,0.0470342,0.0122472,0.0106285,0.0202239,0.0167342,0.0279047,0,0,0,0,0,0.0424525,0.0197091,0,0.023984,0
210,0,0,0,0,0,0.0286059,0.0385176,0,0,0,0.0314534,0,0.0284752,0,0.0203351,0,0,0,0.0961258,0.0168847,0.0247833,0.030769,0.0384691,0.0763102,0.0949228,0.108058,0.0907827,0.0379917,0.0891092,0.0917861,0.0370152,0.0145608,0.0328011,0,0.0222254,0.0362232,0,0,0.0214896,0,0,0.0349164,0.0885486,0.0407415,0.016445,0.0213198,0.0432018,0.0406891,0.0598512,0.0968328,0.0882681,0.0397124,0.0683438,0.0388019,0.0499494,0.0820438,0.047639,0.0122122,0.0106446,0.0202251,0.0164026,0.0277634,0,0,0,0,0,0.0423044,0.00796637,0,0.0234348,0
211,0,0,0,0,0,0.0301471,0.0366802,0,0,0,0.0318994,0,0.0285929,0,0.0349327,0,0,0,0.0964319,0.0167743,0.0249434,0.0288383,0.0428781,0.0763591,0.0946924,0.107855,0.0907368,0.0378188,0.0892746,0.0919951,0.0363722,0.0156964,0.0327956,0,0.0214737,0.0403334,0,0,0.0206221,0,0,0.0344085,0.0889137,0.0399121,0.0162267,0.022537,0.0413399,0.0401576,0.0592687,0.0965468,0.0878953,0.039054,0.0697642,0.040243,0.0512209,0.0833124,0.0487186,0.0132686,0.0106882,0.0195893,0.0155256,0.0282109,0,0,0,0,0,0.0420627,0.0462356,0.0912668,0.022199,0
212,0,0,0,0,0,0.0311206,0.0357412,0,0,0,0.031728,0,0.0287504,0,0.0613828,0,0,0.0996929,0.0964799,0.0167775,0.0242536,0.0281061,0.0436096,0.0765705,0.0948836,0.108089,0.0911073,0.0379178,0.0893394,0.0920887,0.0366576,0.0260917,0.0326439,0,0.0211419,0.0418775,0,0,0.0204028,0,0,0.0341811,0.0885246,0.0392266,0.0155611,0.022937,0.0411308,0.0402373,0.0596334,0.0969362,0.0880946,0.0390618,0.070683,0.0412372,0.052199,0.0843821,0.0497341,0.0133685,0.0106893,0.0193961,0.0149698,0.0286237,0,0,0,0,0,0.0420216,0.0528745,0.0903617,0.0219175,0
213,0,0,0,0,0,0.0301432,0.0366172,0,0,0,0.0312472,0,0.028931,0,0.0366886,0,0,0,0.0964316,0.0166964,0.0231695,0.0280362,0.0435733,0.0765567,0.0952365,0.108548,0.091661,0.0381398,0.0893034,0.0921674,0.0373454,0.0170548,0.0328545,0,0.0210451,0.0408748,0,0,0.020376,0,0,0.0339522,0.087618,0.0387682,0.0151492,0.0230186,0.0416943,0.0404756,0.0603274,0.0977349,0.088462,0.0392553,0.0715173,0.0418295,0.0530578,0.0852241,0.0509046,0.0132272,0.0107201,0.0193802,0.015581,0.0288289,0,0,0,0,0,0.0421404,0.0454272,0.0956681,0.0221362,0
214,0,0,0,0,0,0.029585,0.0370147,0,0,0,0.0307644,0,0.0290996,0,0.0327847,0,0,0,0.0963944,0.0165709,0.0221278,0.0281123,0.0430927,0.0764766,0.0954255,0.108946,0.0921245,0.0383915,0.0891772,0.0921474,0.0381254,0.0144085,0.032908,0,0.0210146,0.0400493,0,0,0.0205182,0,0,0.0338098,0.0864764,0.0381608,0.0147691,0.0230667,0.0423957,0.040673,0.0611612,0.0988204,0.0888277,0.0394991,0.0722108,0.0424373,0.0538465,0.0861058,0.0522063,0.0130073,0.0107638,0.0193513,0.0157755,0.0286798,0,0,0,0,0,0.0422017,0.0620122,0.0987149,0.0224026,0
215,0,0,0,0,0,0.0285208,0.038244,0,0,0,0.0300517,0,0.0291332,0,0.0435611,0,0,0,0.0957598,0.0164864,0.0209395,0.029908,0.0389184,0.0768787,0.0960111,0.109651,0.0928161,0.0390726,0.0886347,0.0917533,0.0392538,0.0263456,0.0325328,0,0.0213948,0.0355607,0,0,0.0219356,0,0,0.0348766,0.0845858,0.037363,0.0145593,0.0224067,0.0452463,0.0419027,0.0629585,0.100494,0.0896404,0.0405324,0.0722201,0.0424389,0.0541197,0.0863337,0.0532272,0.0114868,0.0106767,0.0203989,0.015994,0.0277847,0,0,0,0,0,0.0424304,0.049693,0,0.0232859,0
216,0,0,0,0,0,0.0287939,0.0379755,0,0,0,0.029929,0,0.0292449,0,0.0524567,0,0,0,0.0957227,0.0162664,0.0206447,0.0297067,0.0388785,0.0769194,0.0961068,0.109718,0.0929704,0.0393309,0.0884666,0.0916339,0.0392935,0.0312517,0.0328125,0,0.021218,0.035706,0,0,0.0223454,0,0,0.0354423,0.0836785,0.0360366,0.0145297,0.0226234,0.0459307,0.0421541,0.0635189,0.101082,0.08977,0.0406476,0.0729326,0.0430665,0.0547375,0.0869216,0.0542976,0.0113298,0.0107785,0.0206354,0.0158214,0.0273578,0,0,0,0,0,0.0424397,0.0612447,0,0.0230833,0
217,0,0,0,0,0,0.0286869,0.0383864,0,0,0,0.0298086,0,0.0294936,0,0.0498861,0,0,0,0.0957048,0.0160593,0.0207738,0.0290149,0.0392447,0.0769353,0.0961353,0.109718,0.093039,0.0395955,0.0882921,0.0915148,0.0389421,0.0302463,0.0327719,0,0.0213477,0.0356925,0,0,0.0224571,0,0,0.0355866,0.0827655,0.0350547,0.0148415,0.0229145,0.0462868,0.0422187,0.0640474,0.101556,0.0898535,0.0407562,0.0735949,0.0436376,0.0552469,0.0875682,0.0546758,0.011381,0.0109264,0.0206056,0.016351,0.02715,0,0,0,0,0,0.04246,0.0584513,0,0.0227039,0
218,0,0,0,0,0,0.0290276,0.037834,0,0,0,0.0303092,0,0.0296165,0,0.0275074,0,0,0,0.0961004,0.0159405,0.0216185,0.026721,0.0399824,0.0765986,0.0959423,0.109236,0.0926895,0.0394348,0.0884626,0.091595,0.0379042,0.0145942,0.0329349,0,0.021153,0.0381243,0,0,0.0218517,0,0,0.034671,0.0823126,0.0346243,0.0153349,0.0236291,0.0441626,0.0418689,0.0638891,0.10135,0.0892883,0.0398705,0.074422,0.0446767,0.0560103,0.0884928,0.0554176,0.0117393,0.0111931,0.0196798,0.0167595,0.0270605,0,0,0,0,0,0.042327,0,0,0.0218631,0
