Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x69,x70,x71,x72,LBHD
150,0,0,0,0,0,0,0.0393752,0.0447239,0,0,0,0.148085,0,0.0631218,0,0.0146826,0,0,0.0272551,0.103937,0.282136,0.0124842,0.0232066,0.0357381,0.0211086,0.0773087,0.0841712,0.108267,0.0975045,0.0460994,0.0450357,0.069828,0.0920232,0.155027,0.0167906,0.00986095,0.014828,0.0321325,0,0.0202319,0.040571,0,0,0.0148407,0,0,0.0355219,0.0764128,0.0279692,0.0144136,0.0190995,0.0423834,0.0298471,0.0625476,0.099043,0.0877293,0.042535,0.069938,0.0415855,0.0505987,0.0838762,0.0219389,0.0138141,0.0101038,0.0155581,0.024437,0.0194522,0,0,0,0,0
151,0,0,0,0,0,0,0.0399229,0.0450245,0,0,0,0.147228,0,0.0649479,0,0.0146258,0,0,0.0273118,0.106475,0.280335,0.0108926,0.02048,0.0363398,0.0214082,0.0762046,0.0835636,0.10709,0.0957251,0.0442121,0.0438158,0.0705558,0.0914369,0.158664,0.0169397,0.00990412,0.0148109,0.0328607,0,0.0197427,0.0409228,0,0,0.0147845,0,0,0.0357165,0.0773223,0.0292277,0.0131158,0.0188905,0.0417669,0.0289159,0.0622264,0.0988256,0.0877341,0.0428111,0.0690987,0.040682,0.049744,0.0828753,0.0207327,0.0139027,0.0101126,0.0148469,0.0248256,0.0194732,0,0,0,0,0
152,0,0,0,0,0,0,0.0405327,0.0456819,0,0,0,0.148897,0,0.0653856,0,0.0146022,0,0,0.0273888,0.108351,0.278959,0.0104842,0.0191282,0.0371445,0.0214511,0.0759664,0.0842694,0.106899,0.0947747,0.0440026,0.0424596,0.071993,0.0926324,0.162025,0.0171554,0.0103234,0.0145809,0.033853,0,0.0188786,0.0416302,0,0,0.01445,0,0,0.0361454,0.0777732,0.0307797,0.0127043,0.0185197,0.0413158,0.0278227,0.0620663,0.09851,0.0874956,0.0427305,0.0681847,0.0395111,0.0488477,0.0818287,0.0197236,0.0140033,0.0100073,0.0139065,0.0255866,0.0190593,0,0,0,0,0
153,0,0,0,0,0,0,0.040597,0.0462572,0,0,0,0.149194,0,0.0655258,0,0.0144802,0,0,0.0274262,0.10956,0.277417,0.011108,0.0185764,0.0383972,0.021884,0.07617,0.0856198,0.107251,0.0943822,0.0447463,0.0416645,0.0715439,0.0935971,0.167491,0.0172314,0.0105835,0.0145358,0.0347785,0,0.0177112,0.0420045,0,0,0.0141779,0,0,0.036509,0.0779941,0.0321305,0.0124195,0.0180018,0.0409681,0.0271989,0.0618112,0.0980597,0.0871845,0.0420579,0.0674596,0.0385114,0.0480801,0.0808889,0.019047,0.0139736,0.00992267,0.0132743,0.0261338,0.0186731,0,0,0,0,0
154,0,0,0,0,0,0,0.040123,0.0460279,0,0,0,0.143635,0,0.0684681,0,0.0145384,0,0,0.0272998,0.109416,0.275712,0.0121305,0.0176752,0.0398166,0.0228376,0.0765219,0.0870808,0.108081,0.0942185,0.0438679,0.0430139,0.0683645,0.091507,0.175865,0.0170551,0.0102816,0.015074,0.0352845,0,0.0164107,0.0416373,0,0,0.014363,0,0,0.0364331,0.0784402,0.0334321,0.0119876,0.0170367,0.0412347,0.0275059,0.0616198,0.097664,0.0869966,0.0413819,0.0669055,0.0377399,0.047368,0.0799682,0.0193775,0.0139874,0.00990166,0.0137605,0.0257741,0.0188721,0,0,0,0,0
155,0,0,0,0,0,0,0.0388864,0.0454754,0,0,0,0.135117,0,0.0733826,0,0.0146698,0,0,0.0273437,0.109647,0.274798,0.0141432,0.0158704,0.0410615,0.0238509,0.0769115,0.0879247,0.10863,0.0940763,0.0409325,0.0438589,0.0661805,0.088414,0.18343,0.0165351,0.0100951,0.0158152,0.0355843,0,0.0152196,0.0405268,0,0,0.0143847,0,0,0.0367251,0.0792931,0.0350812,0.0120679,0.0160803,0.0423342,0.0279941,0.06163,0.0974796,0.0871142,0.0411601,0.0666949,0.0373397,0.0468959,0.0793366,0.020697,0.0137228,0.0101462,0.0141255,0.0248752,0.0196224,0,0,0,0,0
156,0,0,0,0,0,0,0.0376903,0.0446339,0,0,0,0.128429,0,0.0771174,0,0.0150498,0,0,0.0274596,0.110801,0.271779,0.0172415,0.0164426,0.042461,0.0245477,0.0768797,0.0879635,0.108511,0.093496,0.0372596,0.0417931,0.0659172,0.085866,0.188593,0.0158453,0.0100224,0.016295,0.0359504,0,0.0150908,0.0394465,0,0,0.014507,0,0,0.0368715,0.0808435,0.0372246,0.0128721,0.015525,0.0434013,0.0281341,0.0614479,0.0973931,0.0876807,0.0417195,0.0665127,0.0371477,0.0464619,0.0786379,0.0226225,0.0133237,0.0106574,0.0145218,0.0238472,0.0208655,0,0,0,0,0
157,0,0,0,0,0,0,0.0368122,0.0443397,0,0,0,0.123955,0,0.0794434,0,0.0156717,0,0,0.027827,0.112706,0.268035,0.0211257,0.0211161,0.0436591,0.0248058,0.0758612,0.087364,0.107843,0.0920602,0.0338118,0.0384529,0.0649597,0.0833984,0.191578,0.0148702,0.0100387,0.0167775,0.0362158,0,0.0154725,0.0395164,0,0,0.0144541,0,0,0.0370467,0.0828243,0.0395082,0.0151077,0.0155973,0.043692,0.0275087,0.060992,0.0969585,0.0882076,0.0424957,0.066244,0.0369584,0.0458216,0.0778993,0.0252559,0.0131589,0.0114413,0.0144291,0.0234725,0.0215782,0,0,0,0,0
158,0,0,0,0,0,0,0.0368864,0.0435646,0,0,0,0.115885,0,0.084332,0,0.0156915,0,0,0.0282221,0.113449,0.266225,0.024135,0.0247926,0.0450973,0.0250185,0.0746354,0.0873317,0.107735,0.0908673,0.030721,0.0320904,0.0650274,0.0829771,0.193805,0.0151395,0.00972894,0.0166046,0.0361024,0,0.0169519,0.0397349,0,0,0.0155256,0,0,0.0364338,0.0852124,0.0421084,0.0172994,0.0158321,0.0428624,0.0273007,0.0602942,0.0962429,0.0888863,0.0433124,0.0653253,0.0363118,0.0446473,0.0767618,0.0272633,0.0135793,0.0118874,0.0152851,0.0232636,0.0228346,0,0,0,0,0
159,0,0,0,0,0,0,0.0368612,0.0434983,0,0,0,0.110376,0,0.0872565,0,0.0155685,0,0,0.0281822,0.11456,0.260686,0.0257649,0.0263172,0.0452585,0.0251975,0.0734695,0.0871432,0.106606,0.0891933,0.031603,0.0344753,0.0658497,0.081633,0.201916,0.0151187,0.00968703,0.0165935,0.0356361,0,0.018394,0.0402586,0,0,0.0154255,0,0,0.0363879,0.0874221,0.0440972,0.0193405,0.0160416,0.0422336,0.0273621,0.0595958,0.0953907,0.0888306,0.0435265,0.064453,0.03567,0.0437908,0.075906,0.0295161,0.0137016,0.0119283,0.0151575,0.023556,0.0228743,0,0,0,0,0
160,0,0,0,0,0,0,0.0369741,0.0436425,0,0,0,0.100094,0,0.0873774,0,0.01523,0,0,0.0279002,0.114717,0.265334,0.0262781,0.0258735,0.0451345,0.0256678,0.0728699,0.0864683,0.105659,0.0882692,0.0317172,0.0345006,0.0644631,0.0796763,0.204726,0.0152285,0.00941249,0.0168121,0.0351541,0,0.020023,0.0401372,0,0,0.0154781,0,0,0.0358837,0.0893945,0.0457016,0.0205481,0.0164994,0.0418338,0.027694,0.0587094,0.0943563,0.0881144,0.0431459,0.0636515,0.0354096,0.0429266,0.075101,0.031976,0.0136879,0.011876,0.0149285,0.0237152,0.0226516,0,0,0,0,0
161,0,0,0,0,0,0,0.0312773,0.0428668,0,0,0,0.0524852,0,0.0616995,0,0.0167034,0,0,0.0270053,0.112145,0.28447,0.0316199,0.0370488,0.0451832,0.0270111,0.0635674,0.07178,0.0935597,0.0772894,0.0419232,0.0417155,0.0490895,0.0567688,0.235575,0.0132875,0.00946877,0.0177153,0.0346217,0,0.0221444,0.036405,0,0,0.0151639,0,0,0.0370318,0.0879753,0.0472774,0.0157295,0.0182839,0.0480058,0.0337476,0.057579,0.0935692,0.0866642,0.0405061,0.0633442,0.0357398,0.0423871,0.0746889,0.0372755,0.0111605,0.0115202,0.0158912,0.0213284,0.0257609,0,0,0,0,0
162,0,0,0,0,0,0,0.0308847,0.0428257,0,0,0,0.0523582,0,0.0569128,0,0.0168012,0,0,0.027,0.110324,0.283808,0.0337325,0.0369568,0.0452031,0.0277075,0.0634876,0.0714707,0.0931642,0.0779796,0.0424372,0.0412472,0.0466506,0.0528872,0.242879,0.0131558,0.00949148,0.0178062,0.0346016,0,0.0239412,0.0353299,0,0,0.0158551,0,0,0.0366718,0.0885784,0.0478444,0.0163895,0.0186061,0.0487193,0.0343779,0.0575037,0.0933331,0.0862608,0.0397643,0.0625934,0.0347928,0.0418612,0.0741392,0.0403137,0.0107462,0.0114537,0.015926,0.0207885,0.0261615,0,0,0,0,0
163,0,0,0,0,0,0,0.0298581,0.0425938,0,0,0,0.053494,0,0.0558163,0,0.0171057,0,0,0.0268782,0.108992,0.28314,0.0351702,0.0368763,0.0453284,0.0282933,0.0642667,0.0728118,0.0936589,0.0785374,0.0426363,0.0408666,0.0455881,0.0513926,0.246413,0.0126077,0.00961112,0.017904,0.0346749,0,0.0250643,0.0343239,0,0,0.0161762,0,0,0.0365531,0.088942,0.047835,0.0165097,0.0187176,0.0495535,0.0349609,0.0575268,0.0931226,0.0858751,0.0391034,0.0623099,0.0340153,0.0421016,0.0741299,0.0425238,0.0103628,0.01148,0.0160034,0.0201415,0.026833,0,0,0,0,0
164,0,0,0,0,0,0,0.0287348,0.0422258,0,0,0,0.0525513,0,0.0565519,0,0.0174342,0,0,0.0266281,0.107724,0.283222,0.0360201,0.0365482,0.0457313,0.028873,0.065533,0.0747119,0.0949682,0.0793393,0.0425017,0.0404644,0.0452894,0.0511222,0.247339,0.0120483,0.00976836,0.0178651,0.0350685,0,0.0257563,0.033678,0,0,0.0162279,0,0,0.0364907,0.0889792,0.0476502,0.0164373,0.0186224,0.0503197,0.0355381,0.0577174,0.093107,0.0856447,0.0387464,0.0624622,0.0334471,0.0430031,0.0745621,0.0434255,0.0101394,0.0115773,0.0160822,0.0195963,0.0274276,0,0,0,0,0
165,0,0,0,0,0,0,0.0279778,0.0420013,0,0,0,0.0495002,0,0.0571819,0,0.0177088,0,0,0.0265359,0.106776,0.28445,0.0362533,0.0357172,0.0463139,0.0293428,0.0667228,0.0761635,0.0964953,0.0805206,0.0424172,0.0403148,0.0456715,0.0516109,0.247053,0.0116537,0.00990208,0.0178274,0.0356068,0,0.025901,0.0331909,0,0,0.0161549,0,0,0.0364041,0.0889086,0.0475018,0.0163942,0.0183076,0.0508444,0.0360903,0.0579454,0.0932358,0.0854831,0.038579,0.0627877,0.0330696,0.0437507,0.0751401,0.0427467,0.0101368,0.0116186,0.0161805,0.0192948,0.0277892,0,0,0,0,0
166,0,0,0,0,0,0,0.0277366,0.0420526,0,0,0,0.0472645,0,0.0576318,0,0.0177928,0,0,0.0266594,0.10662,0.286211,0.0361989,0.0341967,0.046668,0.0295938,0.0672436,0.076536,0.0974961,0.0816025,0.0427531,0.0407086,0.0467464,0.0528307,0.245984,0.0112235,0.0100475,0.0178341,0.035762,0,0.0257525,0.0328696,0,0,0.0161119,0,0,0.0362648,0.088783,0.0473451,0.0164336,0.0179072,0.0511667,0.0365178,0.0581988,0.0934832,0.0853667,0.038479,0.0629524,0.0329706,0.0440974,0.0755541,0.0415061,0.0103033,0.0116769,0.0162097,0.0192583,0.0278887,0,0,0,0,0
167,0,0,0,0,0,0,0.0279048,0.0422625,0,0,0,0.0464862,0,0.058123,0,0.0176867,0,0,0.0266987,0.107226,0.287668,0.0359798,0.0325186,0.0465773,0.0296436,0.0669564,0.0760238,0.097666,0.0819702,0.0432573,0.041431,0.047755,0.0541774,0.244278,0.010954,0.0101122,0.0178586,0.0356082,0,0.0256925,0.0328363,0,0,0.0161852,0,0,0.0361171,0.0886501,0.0473486,0.0163941,0.0176484,0.0512784,0.0366311,0.0584642,0.0937625,0.0853857,0.0383782,0.0629893,0.0329009,0.044422,0.0759368,0.0406642,0.0105141,0.0117549,0.0161744,0.019375,0.0278973,0,0,0,0,0
168,0,0,0,0,0,0,0.0281557,0.0424538,0,0,0,0.0463907,0,0.0587173,0,0.0175089,0,0,0.0265775,0.108133,0.288699,0.0355362,0.031525,0.0463313,0.0295096,0.0663079,0.0752774,0.0972275,0.0816051,0.0433894,0.0420247,0.0482782,0.0550913,0.242484,0.010806,0.0101275,0.0178245,0.0353341,0,0.0257692,0.0330649,0,0,0.0164021,0,0,0.036042,0.0885933,0.0473439,0.0161248,0.0175318,0.0513439,0.0364801,0.0586624,0.0939416,0.0854711,0.0382455,0.0630313,0.0330798,0.0446727,0.0763832,0.0405959,0.010716,0.0118225,0.0160811,0.0195049,0.0276576,0,0,0,0,0
169,0,0,0,0,0,0,0.0283556,0.0424595,0,0,0,0.0465395,0,0.0592228,0,0.0172066,0,0,0.0259614,0.109297,0.289058,0.0353251,0.0315297,0.0458606,0.0293957,0.0657699,0.0748036,0.0967338,0.0810523,0.0429243,0.0418907,0.0483773,0.0552762,0.241533,0.0109552,0.0100937,0.0176021,0.0348486,0,0.0260621,0.0334798,0,0,0.01667,0,0,0.0359732,0.0884133,0.0473617,0.0160057,0.0176333,0.0515216,0.0362438,0.0588506,0.0940505,0.0857038,0.0381766,0.0634065,0.0335004,0.0448103,0.0766938,0.0411357,0.0108946,0.0117838,0.0160461,0.0195544,0.0274932,0,0,0,0,0
170,0,0,0,0,0,0,0.0284669,0.0424863,0,0,0,0.04672,0,0.0595777,0,0.017031,0,0,0.0252951,0.110193,0.289137,0.0350162,0.0320368,0.0452731,0.0292603,0.0654715,0.0746547,0.0964192,0.0805688,0.04216,0.0412094,0.048088,0.0549628,0.241127,0.0112121,0.010054,0.0174159,0.0342165,0,0.0263768,0.0337028,0,0,0.0168408,0,0,0.0358095,0.0880866,0.0471923,0.0158326,0.0179987,0.0517904,0.0359047,0.0589841,0.0943164,0.0859272,0.0382751,0.0636218,0.0341442,0.0451747,0.0770432,0.0422673,0.0109275,0.0116937,0.0159426,0.0196202,0.027291,0,0,0,0,0
171,0,0,0,0,0,0,0.028574,0.0425119,0,0,0,0.0467795,0,0.059731,0,0.0171955,0,0,0.0252681,0.110716,0.289058,0.0346257,0.0323143,0.0448949,0.0290552,0.0654376,0.0746928,0.0963197,0.08035,0.0414039,0.0404338,0.0476575,0.0544172,0.241393,0.0114318,0.0100207,0.0174893,0.0335398,0,0.0266544,0.0338634,0,0,0.0169043,0,0,0.0356707,0.0875767,0.0470317,0.0156919,0.0184899,0.0520764,0.0356485,0.0591621,0.094652,0.0861354,0.0384935,0.0637773,0.03484,0.0458131,0.0773925,0.0439386,0.0109378,0.0116645,0.0156968,0.019647,0.0272539,0,0,0,0,0
172,0,0,0,0,0,0,0.028678,0.0425426,0,0,0,0.0466394,0,0.0595863,0,0.017646,0,0,0.0259312,0.110878,0.288937,0.0342541,0.0323393,0.0446778,0.0288935,0.0655121,0.0747831,0.0963593,0.080354,0.0408514,0.0398213,0.0472429,0.0539999,0.241995,0.0116527,0.00974835,0.0180313,0.0328182,0,0.0267157,0.0339593,0,0,0.0168047,0,0,0.0355879,0.0870348,0.0470366,0.0153965,0.0189421,0.052286,0.0354872,0.0594274,0.095318,0.0864375,0.0384043,0.0640435,0.0353201,0.0464517,0.0777186,0.0460064,0.0108566,0.0118049,0.0154098,0.0196413,0.0272343,0,0,0,0,0
173,0,0,0,0,0,0,0.0288079,0.0424686,0,0,0,0.04637,0,0.0591417,0,0.0179038,0,0,0.0262112,0.110722,0.28887,0.0340459,0.0323079,0.0442657,0.0288041,0.0655716,0.0748784,0.0964212,0.0804098,0.0404636,0.0393925,0.0468728,0.0537347,0.242806,0.011693,0.00967632,0.0181944,0.0320553,0,0.0269667,0.03412,0,0,0.0165524,0,0,0.0356392,0.0864608,0.0469859,0.0150165,0.0194466,0.0524938,0.0354295,0.0598928,0.0960447,0.0867542,0.0382726,0.0644291,0.0356068,0.0466561,0.0780002,0.0484532,0.0107618,0.0119071,0.0153618,0.0195816,0.0273321,0,0,0,0,0
174,0,0,0,0,0,0,0.0288791,0.0424693,0,0,0,0.0460046,0,0.058334,0,0.0179067,0,0,0.0260365,0.110376,0.288828,0.0338692,0.0322835,0.0438987,0.0287405,0.0655936,0.074988,0.0965236,0.0804405,0.0401958,0.0391813,0.0466681,0.053269,0.243843,0.0116315,0.00965965,0.0180783,0.0311065,0,0.0271449,0.0341202,0,0,0.0162444,0,0,0.0357365,0.0857564,0.0468922,0.0147475,0.0199886,0.052726,0.0354901,0.0605978,0.0967404,0.087086,0.0383382,0.0648829,0.0360663,0.0466151,0.0781774,0.0511723,0.0107474,0.0119385,0.0154502,0.0195727,0.0273622,0,0,0,0,0
175,0,0,0,0,0,0,0.0290844,0.0424538,0,0,0,0.0462668,0,0.0584291,0,0.00966659,0,0,0,0.110445,0.28917,0.0340843,0.0320171,0.0435282,0.0285382,0.0652015,0.0747419,0.0965244,0.0802501,0.0397504,0.0390125,0.0468996,0.0537756,0.242767,0.0151388,0,0.00881009,0.030677,0,0.0265582,0.034394,0,0,0.0157747,0,0,0.0356648,0.0846012,0.0453989,0.0160151,0.0208342,0.053916,0.0359369,0.0617961,0.0977168,0.0868481,0.0381829,0.065556,0.0370169,0.0469376,0.0787287,0.0532071,0.0110091,0.0123002,0.0159972,0.019549,0.027153,0,0,0,0,0
176,0,0,0,0,0,0,0.0291314,0.0425421,0,0,0,0.0462587,0,0.0578595,0,0.00939609,0,0,0,0.110366,0.289123,0.0337905,0.0317136,0.0430582,0.0286226,0.0650005,0.0746508,0.0967199,0.0803496,0.0394835,0.0389129,0.0468711,0.0538072,0.243531,0.0152848,0,0.00869522,0.030293,0,0.0261346,0.0345355,0,0,0.015769,0,0,0.0356768,0.0835825,0.0450139,0.0158089,0.0215291,0.0543626,0.0361436,0.0627144,0.0986529,0.0870977,0.0383013,0.066329,0.037763,0.0474136,0.0792895,0.0553945,0.0110661,0.0122119,0.0161963,0.0195303,0.0272964,0,0,0,0,0
177,0,0,0,0,0,0,0.0290969,0.0426056,0,0,0,0.0455761,0,0.0560484,0,0.0107173,0,0,0,0.109865,0.288765,0.0331801,0.0311999,0.0425965,0.0287886,0.0650942,0.0748386,0.096977,0.0807256,0.0393987,0.0386789,0.0462645,0.0526698,0.24688,0.0142308,0.0100756,0.0134817,0.0297946,0,0.02647,0.0346696,0,0,0.0160627,0,0,0.0358585,0.0828532,0.0462206,0.0144227,0.0218054,0.0540521,0.0359764,0.0631757,0.0993363,0.0878346,0.0386748,0.0671514,0.0384272,0.0480534,0.079722,0.0579043,0.0111665,0.0117944,0.0158042,0.0194643,0.0274889,0,0,0,0,0
178,0,0,0,0,0,0,0.0291101,0.0426065,0,0,0,0.0452658,0,0.0548004,0,0.00970286,0,0,0,0.109637,0.288936,0.0333467,0.0301361,0.0423197,0.0291327,0.0649512,0.0748466,0.0970877,0.0809024,0.0389557,0.0381284,0.0456679,0.0517226,0.248551,0.0151219,0,0.00970967,0.0298312,0,0.0265337,0.0347047,0,0,0.016287,0,0,0.0358297,0.081755,0.0457116,0.0146095,0.0223049,0.054722,0.0363858,0.0641693,0.100427,0.0883212,0.0388949,0.0679559,0.0392766,0.0490333,0.080519,0.0590767,0.0113702,0.0118253,0.0159065,0.01941,0.0273924,0,0,0,0,0
179,0,0,0,0,0,0,0.0291108,0.0426115,0,0,0,0.0450348,0,0.053975,0,0.0109669,0,0,0,0.109606,0.289083,0.0334022,0.029455,0.0418556,0.0292273,0.0648139,0.0748365,0.0970874,0.0809279,0.0384686,0.0376134,0.0451942,0.0510315,0.249696,0.0141421,0.00996615,0.013775,0.0298609,0,0.0262715,0.034838,0,0,0.0165784,0,0,0.035672,0.0806587,0.0450357,0.0147285,0.0226582,0.0552262,0.0365697,0.0651248,0.101504,0.0885833,0.0392335,0.0689076,0.0399461,0.0499087,0.0815049,0.0595487,0.0115427,0.0117883,0.0158442,0.0193589,0.027321,0,0,0,0,0
180,0,0,0,0,0,0,0.0290658,0.0425987,0,0,0,0.044854,0,0.0533869,0,0.0111618,0,0,0,0.109733,0.28924,0.0332699,0.0288773,0.0415579,0.0293906,0.0646476,0.0748054,0.0970414,0.0808805,0.0379234,0.0370444,0.0447053,0.0509491,0.250513,0.0141201,0.0097845,0.0139976,0.0299172,0,0.0258293,0.034847,0,0,0.0168553,0,0,0.0356516,0.0796378,0.0438956,0.0150626,0.0227219,0.0558096,0.0367759,0.065997,0.102488,0.0887832,0.0395286,0.069618,0.0402225,0.050661,0.0825199,0.0593603,0.0117216,0.0118762,0.0157863,0.0193107,0.0271909,0,0,0,0,0
181,0,0,0,0,0,0,0.029053,0.0426307,0,0,0,0.0446839,0,0.0529213,0,0.0113245,0,0,0,0.109915,0.2895,0.0331082,0.0286154,0.0412635,0.0295567,0.0645049,0.0747982,0.0970701,0.0808246,0.0374822,0.0365691,0.044307,0.0512141,0.251071,0.0140924,0.00974497,0.01411,0.0300031,0,0.0254066,0.0348121,0,0,0.017054,0,0,0.0357838,0.0786959,0.0424337,0.0154719,0.0226882,0.0562334,0.0368874,0.0667769,0.103175,0.0889737,0.0397383,0.0701351,0.0405938,0.0512975,0.083325,0.0587314,0.0117396,0.011857,0.0159018,0.0192692,0.0270782,0,0,0,0,0
182,0,0,0,0,0,0,0.0290844,0.0426423,0,0,0,0.0444136,0,0.0527203,0,0.0114592,0,0,0,0.110056,0.28976,0.0328772,0.0285271,0.0408244,0.0296962,0.0643732,0.0748023,0.0970422,0.0807169,0.0371711,0.0363099,0.0442434,0.0505072,0.251515,0.014072,0.00970595,0.014179,0.0299841,0,0.02504,0.0348307,0,0,0.0171666,0,0,0.0358579,0.0777448,0.0413403,0.0160607,0.0225975,0.0566505,0.0369828,0.0675654,0.103841,0.0890914,0.0398746,0.0704681,0.0414266,0.0517267,0.0839084,0.0576245,0.0116694,0.0118498,0.0159543,0.019233,0.0270282,0,0,0,0,0
183,0,0,0,0,0,0,0.0290041,0.0429647,0,0,0,0.0440499,0,0.0527998,0,0.017864,0,0,0.0260217,0.110051,0.289884,0.0323707,0.0284644,0.0400524,0.0298859,0.0643258,0.0749144,0.0970044,0.0805522,0.036951,0.0361655,0.0444,0.0500638,0.251295,0.0112809,0.00951875,0.0187935,0.0301194,0,0.0246503,0.0345256,0,0,0.0173871,0,0,0.036013,0.0766791,0.0405339,0.0167934,0.0223562,0.0565997,0.0371515,0.068536,0.104221,0.0890506,0.039863,0.0707006,0.041604,0.0517416,0.084181,0.0561835,0.011493,0.011844,0.0160449,0.0194749,0.02695,0,0,0,0,0
