Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x69,x70,x71,x72,LANK,LTOE
All Timesteps RMSE,0,0,0,0,0,0,0.0330311,0.0404081,0,0,0,0.109929,0,0,0,0.0185785,0,0,0.0288983,0.100039,0.271399,0.016241,0.029055,0.0268733,0.0361491,0.0729299,0.0874216,0.106232,0.0883708,0.0413895,0.0401137,0.0620093,0.0712092,0.0134594,0.00909557,0.0174766,0.0393198,0,0.0213962,0.0362256,0,0,0.0183716,0,0,0.0339821,0.0768723,0.032209,0.0194155,0.0216954,0.0413366,0.0371164,0.0641588,0.100625,0.0890496,0.0443382,0.0698473,0.0422125,0.0505139,0.084166,0.0266545,0.0104251,0.00996512,0.0194467,0.0208949,0.0233207,0,0,0,0,0.0594474,0.209008
0,0,0,0,0,0,0,0.0340088,0.0405351,0,0,0,0.105804,0,0,0,0.0192586,0,0,0.0309012,0.0883121,0.207063,0.0126422,0.0119407,0.0232654,0.0393708,0.0753177,0.0963999,0.107675,0.088575,0.0490441,0.04966,0.0837016,0.0795801,0.0163269,0.00917442,0.0168443,0.0409337,0,0.0175857,0.0348537,0,0,0.0200874,0,0,0.0340068,0.0707294,0.029059,0.0201304,0.0219117,0.0447022,0.0373695,0.065462,0.104288,0.0890129,0.0437622,0.0732397,0.0448471,0.0544333,0.0877206,0.0199173,0.00945378,0.00913617,0.0203488,0.0207281,0.0253097,0,0,0,0,0,0
1,0,0,0,0,0,0,0.0339793,0.0413575,0,0,0,0.107046,0,0,0,0.0191234,0,0,0.0309073,0.0881749,0.206768,0.0123724,0.0124253,0.0229387,0.0390804,0.0754114,0.0967189,0.107462,0.0884601,0.0491048,0.049708,0.0838115,0.0795129,0.0163667,0.00917784,0.0167611,0.0413192,0,0.0176321,0.0348333,0,0,0.020461,0,0,0.0339936,0.0698689,0.0284259,0.0206514,0.0211468,0.0444374,0.0373766,0.0662695,0.104623,0.0891461,0.0441267,0.0736135,0.0449375,0.0548818,0.0883209,0.0189256,0.0091636,0.00915523,0.0200709,0.0216785,0.0247587,0,0,0,0,0,0
2,0,0,0,0,0,0,0.0340743,0.0416745,0,0,0,0.102952,0,0,0,0.0188585,0,0,0.0308226,0.0877699,0.206131,0.0124987,0.0128102,0.0230504,0.0384437,0.075799,0.098027,0.107326,0.0887641,0.0486304,0.0488542,0.0831245,0.0794597,0.0161016,0.00917785,0.0166065,0.0413929,0,0.0178293,0.0350287,0,0,0.0208609,0,0,0.0339466,0.0693101,0.0273101,0.0213296,0.0207264,0.0447032,0.0375825,0.0668339,0.104556,0.0892542,0.0445301,0.0741918,0.0452579,0.0555211,0.0892042,0.017529,0.0089516,0.0094055,0.0199497,0.0217567,0.0243487,0,0,0,0,0,0
3,0,0,0,0,0,0,0.0341406,0.0418529,0,0,0,0.0878638,0,0,0,0.0186159,0,0,0.0306616,0.0882301,0.209919,0.0132243,0.0134671,0.0229328,0.0378588,0.0755495,0.0978925,0.106873,0.0888705,0.0480123,0.0476111,0.0813783,0.0787113,0.0158576,0.00924658,0.0166601,0.0401018,0,0.0190751,0.0352549,0,0,0.0210849,0,0,0.0340266,0.0686093,0.0262968,0.022466,0.0210328,0.0447479,0.0379829,0.0674448,0.104138,0.0892337,0.0451996,0.0747533,0.0454297,0.0562043,0.0901558,0.016952,0.00890048,0.00953677,0.0198981,0.0220133,0.023985,0,0,0,0,0,0
4,0,0,0,0,0,0,0.034851,0.041881,0,0,0,0.0771064,0,0,0,0.0180523,0,0,0.0303602,0.0886405,0.21203,0.0143338,0.0140133,0.0225504,0.0366404,0.0753454,0.0975403,0.10649,0.0888461,0.0480182,0.0470265,0.0802908,0.0780382,0.0153757,0.00931795,0.0164037,0.0323729,0,0.0236466,0.0359825,0,0,0.0210799,0,0,0.033935,0.0681946,0.0254246,0.0245445,0.0295275,0.0454667,0.0379547,0.0688601,0.101119,0.0866902,0.0461604,0.0758821,0.0445926,0.0575063,0.0925135,0.0244935,0.00890688,0.00973741,0.0196372,0.022226,0.0232073,0,0,0,0,0,0
5,0,0,0,0,0,0,0.0342469,0.0418973,0,0,0,0.0679305,0,0,0,0.018125,0,0,0.0303822,0.0892634,0.213089,0.0141871,0.0146991,0.0226329,0.0372057,0.0746618,0.096991,0.105627,0.0882013,0.0480038,0.046396,0.0798566,0.0776187,0.0156678,0.00930219,0.0164656,0.0412784,0,0.0192738,0.0356878,0,0,0.0214716,0,0,0.0338375,0.0679764,0.0249391,0.0227881,0.0215496,0.0444265,0.0381353,0.0684061,0.104315,0.0894776,0.0460791,0.0757057,0.0460138,0.0571458,0.0913227,0.0149863,0.00892476,0.0097931,0.0195716,0.0221549,0.0237253,0,0,0,0,0,0
6,0,0,0,0,0,0,0.0347892,0.0420183,0,0,0,0.0586602,0,0,0,0.0175015,0,0,0.0299777,0.0896849,0.212847,0.0145848,0.0155796,0.0223472,0.0361589,0.074281,0.0965337,0.105131,0.0879813,0.0478771,0.0459345,0.0795423,0.0775742,0.0151152,0.00926161,0.0161264,0.032722,0,0.0242912,0.0363091,0,0,0.0227793,0,0,0.0331684,0.0679766,0.0255061,0.0240593,0.030955,0.0456547,0.0376864,0.069753,0.101466,0.0866224,0.0465192,0.0765038,0.0450119,0.0581001,0.0935321,0.0240558,0.00861812,0.00951626,0.0191579,0.0218736,0.0231991,0,0,0,0,0,0
7,0,0,0,0,0,0,0.0350318,0.0420277,0,0,0,0.0636248,0,0,0,0.0174403,0,0,0.029842,0.0896819,0.21384,0.0158146,0.0151066,0.0218413,0.0363087,0.0742961,0.0959787,0.105686,0.0882983,0.0476425,0.0462677,0.079625,0.0776779,0.015178,0.00935489,0.0159333,0.0305856,0,0.0262764,0.0363186,0,0,0.0203687,0,0,0.0336646,0.0679891,0.0262823,0.0246009,0.0344758,0.0444052,0.0378196,0.0700359,0.100891,0.0865708,0.0478146,0.0763607,0.0444276,0.0579056,0.0937456,0.0245326,0.00875898,0.00947917,0.0198417,0.0218294,0.0230785,0,0,0,0,0,0
8,0,0,0,0,0,0,0.0345794,0.0420505,0,0,0,0.0560476,0,0,0,0.0175651,0,0,0.0299113,0.0904404,0.213359,0.0157581,0.0154561,0.0217229,0.0369095,0.0735034,0.0952271,0.105313,0.0874172,0.047921,0.0461423,0.0795336,0.0779834,0.0153528,0.00934647,0.0160592,0.0402635,0,0.0216642,0.0359473,0,0,0.0204087,0,0,0.0335073,0.067532,0.0246925,0.0233519,0.0237617,0.0436494,0.0378369,0.0693992,0.104016,0.0897242,0.0479564,0.0763955,0.0461324,0.0580476,0.09262,0.0144559,0.00858806,0.00932734,0.0197628,0.0213998,0.023621,0,0,0,0,0,0
9,0,0,0,0,0,0,0.0349821,0.0419896,0,0,0,0.0515665,0,0,0,0.0172904,0,0,0.0296794,0.0906629,0.212251,0.0169511,0.0154637,0.0212657,0.0361074,0.0731434,0.0948036,0.104968,0.087139,0.0480756,0.045875,0.0796477,0.0777372,0.0149818,0.00934029,0.0158978,0.0308302,0,0.0268659,0.0362924,0,0,0.0201724,0,0,0.0334015,0.0682225,0.0263297,0.0241901,0.0357063,0.0442035,0.0377724,0.0703359,0.100571,0.0869255,0.0485046,0.0766531,0.0444413,0.0581653,0.0941127,0.0237877,0.00849497,0.00941305,0.0197141,0.0213612,0.023317,0,0,0,0,0,0
10,0,0,0,0,0,0,0.0345948,0.0419241,0,0,0,0.0502647,0,0,0,0.0175324,0,0,0.0297012,0.0911815,0.210308,0.0166734,0.0168466,0.0211294,0.036635,0.0725556,0.0941732,0.104228,0.0863568,0.0482909,0.045737,0.0797358,0.0776438,0.0151766,0.0094086,0.0160759,0.0412719,0,0.0215687,0.0360257,0,0,0.0202312,0,0,0.0334876,0.0675876,0.0243973,0.0230045,0.0240756,0.0435738,0.0376918,0.069527,0.103899,0.0902179,0.048453,0.076546,0.0459945,0.0582366,0.0928875,0.0133343,0.0084467,0.00933115,0.019516,0.0214397,0.0237592,0,0,0,0,0,0
11,0,0,0,0,0,0,0.0344068,0.0423702,0,0,0,0.049362,0,0,0,0.0166478,0,0,0.0304229,0.0916304,0.210002,0.0171438,0.0170829,0.0208766,0.0354418,0.0723325,0.0931953,0.104693,0.0868601,0.0472312,0.045973,0.0793329,0.0766084,0.0152474,0.00919672,0.0146486,0.0315688,0,0.0265629,0.0360407,0,0,0.0195567,0,0,0.0339467,0.0687121,0.0252806,0.0239927,0.0357834,0.0450109,0.0379588,0.0697852,0.100166,0.0869707,0.0483545,0.0770757,0.0445455,0.0585514,0.094589,0.0220133,0.00812697,0.0095352,0.0193952,0.0217392,0.0234013,0,0,0,0,0,0
12,0,0,0,0,0,0,0.0343759,0.0426562,0,0,0,0.0523121,0,0,0,0.0168085,0,0,0.0300788,0.0920067,0.206593,0.0176601,0.0173145,0.0203008,0.0352848,0.0724292,0.0929464,0.104826,0.0868205,0.0467878,0.0464021,0.0800163,0.0766573,0.0150465,0.00922549,0.014795,0.0327802,0,0.0259158,0.0361549,0,0,0.0193288,0,0,0.0340361,0.0688196,0.0243226,0.0239915,0.0342547,0.045265,0.0382435,0.0694507,0.10011,0.0869828,0.0478107,0.0769968,0.0446282,0.0586339,0.0945354,0.0210572,0.00827206,0.00963923,0.0196593,0.0217459,0.0233487,0,0,0,0,0,0
13,0,0,0,0,0,0,0.0406207,0.0413518,0,0,0,0.132612,0,0,0,0.0175534,0,0,0.0273663,0.110079,0.269028,0.0129048,0.0124672,0.0204261,0.0335307,0.0726106,0.08366,0.107424,0.0894053,0.0269125,0.0313553,0.0570775,0.0640799,0.0134536,0.00962181,0.01677,0.0337841,0,0.0266505,0.0404511,0,0,0.0184242,0,0,0.0325265,0.0677601,0.0238435,0.023138,0.0342707,0.0449923,0.0339126,0.0722586,0.101666,0.0877681,0.0497557,0.0749894,0.0421755,0.0567488,0.0930421,0.0200773,0.00952438,0.0101677,0.0195322,0.0216184,0.0210262,0,0,0,0,0.0683819,0.195844
14,0,0,0,0,0,0,0.034324,0.04233,0,0,0,0.0580547,0,0,0,0.018206,0,0,0.0280803,0.0900276,0.207168,0.019489,0.02351,0.0201002,0.0346615,0.0781181,0.0999583,0.108905,0.0926668,0.0397453,0.0340392,0.068121,0.0678199,0.0134225,0.00936386,0.0169155,0.0352026,0,0.0244217,0.0365953,0,0,0.0189028,0,0,0.033778,0.0691246,0.0198195,0.0250283,0.0324168,0.0471602,0.0386929,0.0689942,0.0999216,0.0861554,0.0462856,0.0766242,0.0442358,0.0586791,0.0948466,0.0179574,0.00896494,0.0106105,0.020479,0.0210249,0.0237874,0,0,0,0,0.0879368,0
15,0,0,0,0,0,0,0.0386747,0.0423977,0,0,0,0.128903,0,0,0,0.0167466,0,0,0.0286034,0.10264,0.268592,0.00954564,0.0160739,0.0196897,0.0346541,0.0750463,0.086911,0.110127,0.0909354,0.0277387,0.0328203,0.053282,0.0562786,0.0146009,0.00876822,0.0168803,0.0514723,0,0.0133277,0.0388633,0,0,0.019847,0,0,0.0320282,0.0694735,0.0147071,0.0189158,0.0171138,0.0435193,0.0343586,0.0691559,0.105717,0.0903829,0.0468875,0.0753849,0.0458559,0.0571469,0.0917732,0.00763104,0.00858936,0.0114159,0.0190843,0.0225685,0.0216327,0,0,0,0,0.0609449,0.205057
16,0,0,0,0,0,0,0.0382783,0.0428791,0,0,0,0.129012,0,0,0,0.0163568,0,0,0.0287955,0.096955,0.268382,0.00937238,0.01755,0.019063,0.0348772,0.0763794,0.0890112,0.110986,0.0912434,0.0309937,0.0342739,0.0529231,0.0550282,0.0147513,0.00868731,0.0167935,0.0512596,0,0.0136859,0.0386007,0,0,0.0185275,0,0,0.0325791,0.0694433,0.0124878,0.0191064,0.0151706,0.0437904,0.0348802,0.0691079,0.10625,0.0909842,0.0470804,0.07682,0.0476442,0.0579479,0.0922321,0.00780485,0.00843296,0.0106793,0.0198458,0.0228177,0.0211921,0,0,0,0,0.0542261,0.207927
17,0,0,0,0,0,0,0.0374142,0.042833,0,0,0,0.131218,0,0,0,0.0159239,0,0,0.0289529,0.0901143,0.267074,0.0100314,0.0232934,0.0199705,0.0352493,0.076126,0.0921747,0.110051,0.0889099,0.0357896,0.0354316,0.0534242,0.056681,0.0147952,0.00854887,0.016902,0.0517129,0,0.0143894,0.0381456,0,0,0.0188492,0,0,0.0326856,0.0693687,0.0115885,0.0196806,0.0154327,0.0444095,0.035193,0.0690283,0.107105,0.0915637,0.0466327,0.0780378,0.0496318,0.0586047,0.0926516,0.00970927,0.0086045,0.0107685,0.0200191,0.0223534,0.0212623,0,0,0,0,0.0442626,0.209466
18,0,0,0,0,0,0,0.0359536,0.0423523,0,0,0,0.128219,0,0,0,0.01632,0,0,0.0289287,0.0879323,0.265045,0.0109388,0.0286018,0.0209407,0.0354228,0.0758976,0.0938574,0.109472,0.0872484,0.0376218,0.0365235,0.0540727,0.0586456,0.0142527,0.00866902,0.0172563,0.0506372,0,0.0145147,0.0377781,0,0,0.0189809,0,0,0.0331771,0.0702625,0.0132157,0.0197384,0.0188342,0.045154,0.0358868,0.067907,0.107067,0.0915177,0.0462164,0.0779463,0.0503151,0.0582628,0.0921041,0.0107161,0.00918443,0.0107695,0.0202161,0.021671,0.0216219,0,0,0,0,0.0409799,0.209605
19,0,0,0,0,0,0,0.0344825,0.0420748,0,0,0,0.123577,0,0,0,0.0168671,0,0,0.0293994,0.0870203,0.264744,0.0124223,0.0317642,0.0216871,0.035404,0.0754594,0.0946679,0.109023,0.085776,0.038634,0.0366833,0.0542811,0.059939,0.0139817,0.00879281,0.0171821,0.0484617,0,0.0144129,0.0372904,0,0,0.0193252,0,0,0.0337131,0.0713225,0.0166531,0.0193853,0.02306,0.0455212,0.0366906,0.0666822,0.106455,0.090359,0.0444722,0.0766399,0.0497467,0.0567121,0.0902878,0.0117746,0.00909466,0.0110456,0.020245,0.0211161,0.0222632,0,0,0,0,0.0391449,0.210256
20,0,0,0,0,0,0,0.0335863,0.0417733,0,0,0,0.117515,0,0,0,0.0179196,0,0,0.0298223,0.0870295,0.266259,0.0141037,0.0325563,0.0217438,0.0354061,0.0751003,0.0949576,0.108691,0.0849482,0.0392963,0.0368016,0.0549166,0.06097,0.0135114,0.00904422,0.0173592,0.045805,0,0.0150076,0.0369898,0,0,0.0194684,0,0,0.0341816,0.0727013,0.0199425,0.0186775,0.0255023,0.0459212,0.037357,0.0651472,0.104866,0.0884921,0.0416378,0.0755993,0.0489255,0.0554456,0.0889074,0.0143013,0.00930431,0.0111927,0.0203405,0.0206786,0.0231302,0,0,0,0,0.0390058,0.211798
21,0,0,0,0,0,0,0.033955,0.0415782,0,0,0,0.105901,0,0,0,0.0185064,0,0,0.0298303,0.0864774,0.261361,0.0156352,0.0338832,0.0214217,0.0347363,0.0759365,0.0960742,0.109071,0.0851793,0.0431819,0.0418689,0.0599685,0.0650381,0.013155,0.00970026,0.0170832,0.0458205,0,0.0163121,0.0370097,0,0,0.019201,0,0,0.0345974,0.0734033,0.0230559,0.018751,0.0253434,0.0468358,0.0376681,0.0646439,0.103614,0.087298,0.0398819,0.0742712,0.0480153,0.05403,0.0875173,0.0166154,0.00973788,0.0108076,0.0200475,0.0206849,0.0234865,0,0,0,0,0.0441585,0.223949
22,0,0,0,0,0,0,0.0337358,0.041601,0,0,0,0.0997817,0,0,0,0.0188367,0,0,0.0299385,0.0875548,0.264662,0.016419,0.0342756,0.0213248,0.0350584,0.0764786,0.0961525,0.109037,0.0853241,0.0429509,0.041024,0.0600353,0.0652055,0.0131854,0.00963291,0.0172576,0.0455152,0,0.0169425,0.0362633,0,0,0.0194969,0,0,0.0344,0.0744725,0.0245096,0.0181625,0.0245812,0.0468293,0.0382327,0.0637001,0.101963,0.0862428,0.0389154,0.0742298,0.0478967,0.054106,0.0877217,0.018567,0.00981052,0.0109242,0.0199628,0.0206291,0.0246081,0,0,0,0,0.045586,0.226836
23,0,0,0,0,0,0,0.0336288,0.0417281,0,0,0,0.0944867,0,0,0,0.0188893,0,0,0.0297932,0.088967,0.268729,0.0166965,0.035522,0.0216443,0.0353389,0.0766445,0.0957534,0.108679,0.0854274,0.0431116,0.0406526,0.0603893,0.0657728,0.0131819,0.00951205,0.0173608,0.0457308,0,0.0167888,0.0355634,0,0,0.0202454,0,0,0.0340962,0.0753144,0.0247142,0.017508,0.0240224,0.0468114,0.0387057,0.0631453,0.101138,0.0863372,0.0391815,0.074238,0.0480959,0.0540435,0.0876495,0.0191667,0.00926642,0.0110534,0.019909,0.0204833,0.0256503,0,0,0,0,0.0471548,0.229643
24,0,0,0,0,0,0,0.0337638,0.0417898,0,0,0,0.0912419,0,0,0,0.0188193,0,0,0.0294392,0.0896852,0.273824,0.0165318,0.0350472,0.0221975,0.0355144,0.0773042,0.095941,0.108924,0.0861605,0.0426134,0.0393534,0.0598527,0.0651523,0.0132772,0.00934814,0.0175272,0.0454574,0,0.0164765,0.0351639,0,0,0.0196551,0,0,0.034252,0.0756555,0.0236046,0.0174771,0.0234308,0.0465437,0.0389969,0.063239,0.101353,0.0874914,0.0404292,0.0742793,0.0485849,0.0539346,0.0875757,0.0193864,0.00879213,0.0108076,0.0203595,0.0204794,0.0263067,0,0,0,0,0.0484722,0.232874
25,0,0,0,0,0,0,0.0338022,0.04181,0,0,0,0.0895777,0,0,0,0.0187514,0,0,0.0291017,0.0903045,0.277366,0.0161664,0.0351275,0.0231096,0.0357192,0.0775996,0.0958219,0.109154,0.086681,0.0431778,0.0389119,0.060046,0.0653939,0.0133459,0.00927675,0.0175469,0.0442168,0,0.0166688,0.0350816,0,0,0.0197021,0,0,0.0342616,0.0757472,0.0221153,0.0176578,0.0227773,0.0466286,0.0392056,0.064031,0.102771,0.0891447,0.0417511,0.0744825,0.0493443,0.0540242,0.0876583,0.0206744,0.0091181,0.0106178,0.0206833,0.0206541,0.0265791,0,0,0,0,0.0504332,0.233733
26,0,0,0,0,0,0,0.0337581,0.0417998,0,0,0,0.0901994,0,0,0,0.0187034,0,0,0.0287715,0.0906912,0.277908,0.0158922,0.0352247,0.0240646,0.0358628,0.0777587,0.0956977,0.109623,0.0872486,0.0430578,0.0390283,0.0604544,0.0663736,0.0134099,0.00926254,0.0174428,0.0419747,0,0.0175936,0.0352652,0,0,0.0198039,0,0,0.0341278,0.0754299,0.0201435,0.0184066,0.0227157,0.0471841,0.0393796,0.0651188,0.104616,0.0905583,0.0426336,0.0746367,0.0500394,0.0541893,0.0879201,0.0224388,0.00936118,0.0105531,0.0208077,0.0209792,0.0262157,0,0,0,0,0.0514488,0.232538
27,0,0,0,0,0,0,0.0336515,0.0418255,0,0,0,0.092514,0,0,0,0.0185834,0,0,0.0283562,0.0907497,0.277113,0.0156282,0.0359692,0.0249793,0.0360046,0.077937,0.0956585,0.110253,0.087988,0.0429269,0.0395816,0.0610984,0.0675422,0.0135129,0.00922492,0.0174279,0.0394194,0,0.0186286,0.0355257,0,0,0.0198867,0,0,0.0339243,0.075088,0.0189945,0.019418,0.0236975,0.0480486,0.0396409,0.0654635,0.105529,0.0909524,0.0425695,0.0747722,0.0504553,0.0543846,0.0881944,0.0248024,0.00954812,0.0105177,0.0208452,0.0213745,0.0253052,0,0,0,0,0.0518127,0.230461
28,0,0,0,0,0,0,0.0335172,0.0417907,0,0,0,0.0958357,0,0,0,0.0183647,0,0,0.0279487,0.0905369,0.276581,0.0152768,0.036665,0.0259684,0.0360287,0.0782516,0.0956741,0.110933,0.0886845,0.0436937,0.0403189,0.062558,0.0688946,0.0136397,0.00916985,0.017398,0.0374433,0,0.0193507,0.0357583,0,0,0.0200124,0,0,0.0338055,0.0751684,0.019447,0.0201719,0.0254687,0.0487708,0.0399477,0.0648959,0.105097,0.0901529,0.0418819,0.0751089,0.0507345,0.0547439,0.0885386,0.0277975,0.00992787,0.0105043,0.020876,0.0216922,0.024251,0,0,0,0,0.051719,0.228123
29,0,0,0,0,0,0,0.0333613,0.0416382,0,0,0,0.0993913,0,0,0,0.0182295,0,0,0.0276934,0.0902989,0.27657,0.0147816,0.0373293,0.0271594,0.035951,0.0784707,0.0955734,0.111432,0.0891287,0.0450297,0.0412893,0.0641425,0.0703619,0.013699,0.00913934,0.0174082,0.0364172,0,0.0197743,0.0358838,0,0,0.0201359,0,0,0.033829,0.0756737,0.0209496,0.0204011,0.0271374,0.0489776,0.0400304,0.0641936,0.104316,0.0889389,0.0412549,0.0753732,0.0507493,0.055093,0.088782,0.0303184,0.0103314,0.0105144,0.0209534,0.0219342,0.0236569,0,0,0,0,0.0514884,0.225932
30,0,0,0,0,0,0,0.0332392,0.0415205,0,0,0,0.102522,0,0,0,0.0181751,0,0,0.0276951,0.0902998,0.276541,0.0143174,0.0380317,0.0283832,0.0358211,0.078294,0.095249,0.111579,0.0892414,0.0463533,0.0425689,0.0650605,0.0717828,0.0136942,0.00909557,0.0176393,0.0362672,0,0.0200773,0.0360123,0,0,0.0204065,0,0,0.0338056,0.0761609,0.0225014,0.0202226,0.0278408,0.0485175,0.040108,0.0639396,0.103998,0.0880969,0.0411822,0.0752763,0.0503924,0.0549337,0.0887096,0.0310984,0.0103622,0.0106857,0.0207656,0.0221746,0.0235493,0,0,0,0,0.0514017,0.223796
31,0,0,0,0,0,0,0.0333653,0.0413445,0,0,0,0.104872,0,0,0,0.0182523,0,0,0.0277889,0.0906635,0.276274,0.0140621,0.0388134,0.0294966,0.035614,0.0776936,0.0946017,0.111318,0.0888701,0.0476591,0.0442269,0.0658757,0.0729683,0.0136244,0.00910672,0.0177076,0.0367824,0,0.0203547,0.0362255,0,0,0.0206387,0,0,0.0337153,0.0764831,0.0237221,0.0197299,0.0273707,0.0476881,0.0398699,0.0638884,0.104141,0.0877863,0.0415373,0.0748456,0.0498295,0.0543723,0.0884606,0.0300727,0.0100272,0.0109275,0.0204814,0.022348,0.0236516,0,0,0,0,0.0512693,0.221605
32,0,0,0,0,0,0,0.0332502,0.041066,0,0,0,0.112538,0,0,0,0.0187388,0,0,0.0278408,0.0933666,0.284361,0.015222,0.0393112,0.0305462,0.0359747,0.0759044,0.0919219,0.109655,0.0877356,0.0456018,0.0410302,0.0617163,0.0705006,0.0133983,0.00867507,0.0182148,0.0378964,0,0.0207191,0.0363035,0,0,0.0195893,0,0,0.0338149,0.0767497,0.0233672,0.0189453,0.0268497,0.0467125,0.0394867,0.0638587,0.104278,0.08738,0.0415933,0.0747336,0.0498391,0.0543764,0.0887278,0.0264097,0.00997688,0.0108229,0.0210112,0.0223487,0.0241003,0,0,0,0,0.0464408,0.208789
33,0,0,0,0,0,0,0.0344451,0.0409807,0,0,0,0.108329,0,0,0,0.0184033,0,0,0.0280037,0.0923562,0.276109,0.0137176,0.0401028,0.0303988,0.0353368,0.0758467,0.0927342,0.109978,0.0875531,0.0498813,0.0472893,0.0680593,0.0748329,0.0135679,0.00912678,0.0174087,0.0389676,0,0.0206264,0.0368552,0,0,0.0192093,0,0,0.0339367,0.0764823,0.0237885,0.0187601,0.0240329,0.0453883,0.0381686,0.0642956,0.104262,0.0885301,0.0435212,0.073785,0.0486494,0.0537315,0.0882606,0.0248356,0.0100039,0.010213,0.0205115,0.0229499,0.0233851,0,0,0,0,0.0511017,0.217762
34,0,0,0,0,0,0,0.0344757,0.0409396,0,0,0,0.115328,0,0,0,0.0187404,0,0,0.0280943,0.0953106,0.284475,0.0150754,0.0407409,0.0308953,0.0357415,0.0735668,0.0896908,0.107585,0.0859752,0.0474709,0.0430947,0.0643348,0.0721688,0.0133668,0.00877144,0.0178644,0.0399845,0,0.0202413,0.0368755,0,0,0.0187689,0,0,0.0336334,0.076621,0.0224972,0.0182577,0.0228541,0.0444231,0.0373894,0.0643619,0.103685,0.0886813,0.0440294,0.0742187,0.0487945,0.0544214,0.089172,0.0220221,0.00978337,0.0106184,0.0204055,0.0230569,0.023504,0,0,0,0,0.0468985,0.205434
35,0,0,0,0,0,0,0.0350026,0.0409097,0,0,0,0.116534,0,0,0,0.0186474,0,0,0.0282368,0.0962275,0.284512,0.0149517,0.0414383,0.0309787,0.0356944,0.0722128,0.0884859,0.106022,0.0849115,0.0482656,0.0437101,0.0647791,0.0728437,0.0133681,0.00887919,0.0177575,0.0410067,0,0.0200367,0.037129,0,0,0.0184431,0,0,0.033435,0.0763159,0.021836,0.0183377,0.0213456,0.0433637,0.0363475,0.0648215,0.103412,0.0895954,0.045339,0.0742141,0.0483355,0.054597,0.0895705,0.0199606,0.00955621,0.0105768,0.0200787,0.0233219,0.0232383,0,0,0,0,0.0470482,0.204622
36,0,0,0,0,0,0,0.0353477,0.0409369,0,0,0,0.117728,0,0,0,0.0183844,0,0,0.0284592,0.0969897,0.284354,0.0147027,0.0418382,0.0310535,0.0357852,0.0709363,0.08741,0.104664,0.0838012,0.0485483,0.0442993,0.0651423,0.0732899,0.0135358,0.00894331,0.0175657,0.0420411,0,0.0198631,0.0373268,0,0,0.0183846,0,0,0.0332199,0.0758236,0.0214517,0.018656,0.0203625,0.0423725,0.035407,0.065269,0.103394,0.0904805,0.0465063,0.07417,0.0478099,0.0546939,0.0898901,0.0181441,0.00931012,0.0106222,0.019652,0.0236249,0.0231618,0,0,0,0,0.0469264,0.204084
37,0,0,0,0,0,0,0.0355819,0.0408679,0,0,0,0.118538,0,0,0,0.0182334,0,0,0.02858,0.0975807,0.284082,0.0146556,0.0421783,0.0311422,0.0358723,0.0697605,0.0865026,0.103608,0.0827161,0.0485666,0.0445919,0.0654177,0.0735664,0.013642,0.00898568,0.0174781,0.0428335,0,0.0196539,0.037584,0,0,0.0184136,0,0,0.0330333,0.0754479,0.0212041,0.0189443,0.0197348,0.041715,0.0346183,0.0656157,0.103392,0.0912592,0.0475182,0.074137,0.0472227,0.0547655,0.0902178,0.0167636,0.00910011,0.0106927,0.0193965,0.0237295,0.0230075,0,0,0,0,0.0467514,0.203967
38,0,0,0,0,0,0,0.0358366,0.0404507,0,0,0,0.118647,0,0,0,0.0179626,0,0,0.0286036,0.0982421,0.283332,0.0149375,0.0426817,0.0317187,0.0361101,0.0686055,0.085594,0.102635,0.0817374,0.0489995,0.0449595,0.0657479,0.0738549,0.0139238,0.0088865,0.0176825,0.0434889,0,0.0198051,0.0376388,0,0,0.0190241,0,0,0.0325387,0.075195,0.0207096,0.0189282,0.0193896,0.0410675,0.0340967,0.065836,0.103598,0.0920796,0.0482244,0.0739934,0.04678,0.0546498,0.0902175,0.015462,0.00874511,0.0110805,0.0195107,0.0233745,0.0231206,0,0,0,0,0.0464687,0.204417
39,0,0,0,0,0,0,0.0358077,0.0404676,0,0,0,0.119015,0,0,0,0.0176615,0,0,0.0286853,0.0982435,0.283033,0.0150953,0.0429202,0.0321888,0.0361479,0.0677406,0.0851297,0.101914,0.0808401,0.0491806,0.0448317,0.0657374,0.0737563,0.014253,0.00893609,0.0175863,0.0443504,0,0.0193458,0.0378043,0,0,0.0196209,0,0,0.0322401,0.0750679,0.0207347,0.0190681,0.0188812,0.0407996,0.0337924,0.0660127,0.103734,0.0923813,0.0486024,0.0737935,0.0463226,0.0545269,0.090122,0.0151464,0.00912657,0.0112597,0.0190919,0.0232102,0.0228938,0,0,0,0,0.0460318,0.204471
