Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x69,x70,x71,x72,LILC
All Timesteps RMSE,0,0,0,0,0,0,0.0283694,0.0448111,0,0,0,0.0397397,0,0.0238857,0,0,0.0159799,0,0,0.0281059,0.104652,0.0222765,0.023899,0.0502423,0.0289304,0.056691,0.0756158,0.0873288,0.0734852,0.041013,0.0345276,0.0380132,0.044256,0.0366345,0.0153979,0.00951801,0.0143744,0.0294747,0,0.0257878,0.0320264,0,0,0.0168537,0,0,0.0349975,0.0799083,0.0356412,0.0208805,0.028689,0.0536904,0.0271872,0.0586055,0.0956556,0.0853465,0.0417407,0.0670887,0.0405847,0.0476669,0.0810715,0.0408433,0.0135912,0.0118943,0.0141277,0.0232761,0.0364543,0,0,0,0,0.0419064
0,0,0,0,0,0,0,0.0299351,0.0426882,0,0,0,0.0346135,0,0.0181918,0,0,0.0166497,0,0,0.0276144,0.118472,0.0279009,0.032488,0.0623374,0.0234935,0.0523867,0.071694,0.0854956,0.0700152,0.0452891,0.0386501,0.0463213,0.05515,0.0600171,0.0177066,0.00989452,0.0128271,0.0278647,0,0.0259497,0.0349285,0,0,0.0174662,0,0,0.0369135,0.0761906,0.03139,0.0243775,0.0310222,0.0605299,0.0311524,0.0605895,0.0994701,0.0852248,0.0403182,0.0692088,0.0443664,0.0499826,0.0842832,0.0412949,0.0131342,0.0115592,0.0147947,0.0227668,0.0382774,0,0,0,0,0
1,0,0,0,0,0,0,0.0308789,0.0427829,0,0,0,0.034218,0,0.0191107,0,0,0.012555,0,0,0.0246553,0.118782,0.0263736,0.0324957,0.0620669,0.0230751,0.0515417,0.0708221,0.0849268,0.0695466,0.045436,0.0390244,0.0468005,0.0548582,0.0592117,0.0186763,0,0.0158001,0.02795,0,0.0259018,0.0349213,0,0,0.0176298,0,0,0.0367434,0.0754596,0.0311426,0.0236756,0.030353,0.059536,0.0304794,0.0610478,0.0996534,0.0860369,0.0410144,0.0690366,0.0437224,0.0498295,0.0841257,0.0406412,0.0131534,0.011576,0.0146279,0.0228966,0.0377406,0,0,0,0,0
2,0,0,0,0,0,0,0.0311389,0.0429679,0,0,0,0.0347953,0,0.0186841,0,0,0.0166049,0,0,0.0276312,0.118802,0.0262589,0.0324976,0.062012,0.0244994,0.0507238,0.0706139,0.0845299,0.0690044,0.0450123,0.0386232,0.0463233,0.0542103,0.0575215,0.0176145,0.00986985,0.0125282,0.0281421,0,0.0257648,0.0349534,0,0,0.0177406,0,0,0.0364539,0.0754437,0.0305575,0.0226628,0.0299485,0.0586152,0.0296519,0.0612704,0.0996491,0.0866158,0.0416664,0.0691322,0.0433936,0.0499488,0.0841862,0.0394977,0.0136248,0.0116458,0.0144141,0.0229268,0.0374998,0,0,0,0,0
3,0,0,0,0,0,0,0.0315776,0.0430361,0,0,0,0.0350859,0,0.0186512,0,0,0.0164432,0,0,0.0276765,0.118592,0.0250303,0.0322093,0.0621392,0.0247628,0.0500618,0.0702299,0.0838954,0.0684327,0.0448892,0.0385579,0.0459941,0.053739,0.0550968,0.0176518,0.00985106,0.0126688,0.028231,0,0.0256781,0.0349401,0,0,0.0179517,0,0,0.036224,0.0753029,0.0301935,0.0219514,0.0295318,0.0581222,0.0291476,0.0615138,0.0997527,0.0873243,0.0423731,0.069087,0.0429658,0.0499007,0.0841152,0.0385095,0.0137054,0.0115742,0.014182,0.0229178,0.0373579,0,0,0,0,0
4,0,0,0,0,0,0,0.0319127,0.04307,0,0,0,0.0353422,0,0.0184839,0,0,0.016379,0,0,0.0276587,0.118133,0.0236704,0.0315139,0.0623748,0.0249509,0.049664,0.0700338,0.0835779,0.0680635,0.0448689,0.0384637,0.0457318,0.0531361,0.0520071,0.0176404,0.0098376,0.012756,0.0282351,0,0.0257097,0.0349444,0,0,0.0180836,0,0,0.0359813,0.0754048,0.0300301,0.0210845,0.029265,0.057658,0.0287409,0.0615187,0.0997051,0.0878718,0.0428561,0.0689915,0.0426218,0.0497957,0.084072,0.0377961,0.0136895,0.0115866,0.0139974,0.0229063,0.0372858,0,0,0,0,0
5,0,0,0,0,0,0,0.0320911,0.0431054,0,0,0,0.0359668,0,0.0182513,0,0,0.0163054,0,0,0.0275856,0.117532,0.0223241,0.0308181,0.0626851,0.0250324,0.0494361,0.0701776,0.0834645,0.0679524,0.0449605,0.0384739,0.0456371,0.0527963,0.0485902,0.0176058,0.00967877,0.0128461,0.0281199,0,0.0258397,0.0349612,0,0,0.0181454,0,0,0.0358013,0.0757062,0.0302845,0.0201529,0.0290991,0.0572261,0.0284732,0.0613868,0.0995152,0.0881229,0.0430722,0.0687122,0.0422669,0.0495619,0.083974,0.0375219,0.0137773,0.0115088,0.0139554,0.0229243,0.037243,0,0,0,0,0
6,0,0,0,0,0,0,0.0321569,0.0431078,0,0,0,0.0367198,0,0.0180143,0,0,0.0162885,0,0,0.0275034,0.116861,0.0211293,0.0300086,0.0630328,0.0250796,0.0494192,0.0703115,0.0835312,0.0681937,0.0451592,0.038781,0.0456736,0.052578,0.0452305,0.0175576,0.00954955,0.0129114,0.0279158,0,0.0259725,0.0350099,0,0,0.0181197,0,0,0.0356169,0.0761682,0.0309005,0.0191167,0.0289499,0.0567939,0.0282758,0.0610961,0.0991852,0.0880267,0.0430039,0.068374,0.0419344,0.0492235,0.0836049,0.0377357,0.0139104,0.0115327,0.0138914,0.0229253,0.0371863,0,0,0,0,0
7,0,0,0,0,0,0,0.0321481,0.0430809,0,0,0,0.0377078,0,0.0175826,0,0,0.0163148,0,0,0.0273921,0.116154,0.0199545,0.0293871,0.0633072,0.0250916,0.0494578,0.070502,0.0836275,0.0685662,0.0454024,0.0391625,0.045819,0.0525451,0.0423268,0.0175575,0.00951991,0.012925,0.0275344,0,0.0261272,0.0350449,0,0,0.0179763,0,0,0.0354028,0.0767307,0.0315129,0.0181205,0.0288564,0.0563818,0.028155,0.0607397,0.0987967,0.0877725,0.0428391,0.0679707,0.0416222,0.0487953,0.0829146,0.0383841,0.0140301,0.0117084,0.013819,0.0229072,0.0370793,0,0,0,0,0
8,0,0,0,0,0,0,0.0321144,0.0430745,0,0,0,0.0390205,0,0.0172675,0,0,0.0163825,0,0,0.0273199,0.11548,0.0187775,0.0288049,0.0635238,0.0251511,0.0495072,0.0707904,0.0836774,0.0689739,0.0455682,0.039496,0.0460333,0.05257,0.0398129,0.017587,0.00955133,0.0128907,0.0271619,0,0.026364,0.0350962,0,0,0.0178393,0,0,0.0352452,0.0773098,0.0319812,0.0172036,0.0289086,0.0559951,0.0280631,0.0604595,0.098484,0.0875377,0.042666,0.0675547,0.0413362,0.0482847,0.0821885,0.039374,0.0141502,0.0117987,0.013781,0.022898,0.0369172,0,0,0,0,0
9,0,0,0,0,0,0,0.0320843,0.0430853,0,0,0,0.0400846,0,0.0171539,0,0,0.0164591,0,0,0.0272584,0.114879,0.0178312,0.0281496,0.0636892,0.0252416,0.0494827,0.0710622,0.0836683,0.0693086,0.0455151,0.0397154,0.0460996,0.0524138,0.0375907,0.017632,0.00969665,0.0129034,0.0268681,0,0.0265537,0.035129,0,0,0.0177538,0,0,0.0351315,0.0778567,0.0322844,0.0162794,0.0289904,0.0556783,0.0279862,0.0602238,0.098274,0.0873775,0.0426127,0.0671928,0.0411089,0.0478433,0.0817151,0.0405425,0.0142583,0.0118202,0.0137607,0.022895,0.0367646,0,0,0,0,0
10,0,0,0,0,0,0,0.0320369,0.0430862,0,0,0,0.041056,0,0.0172148,0,0,0.0164748,0,0,0.0272161,0.114348,0.0168903,0.0273457,0.0638298,0.0253357,0.0494263,0.0710711,0.0836615,0.0696147,0.0454182,0.0397698,0.0459241,0.0522032,0.0356342,0.0176393,0.00983882,0.0129919,0.0265506,0,0.0267803,0.0351121,0,0,0.0177216,0,0,0.0350095,0.0782632,0.0323947,0.0154474,0.0288643,0.0553887,0.027875,0.0600914,0.0981971,0.087365,0.0426194,0.0669646,0.0409411,0.0475048,0.0812659,0.0416344,0.0143336,0.0118114,0.0137438,0.0228579,0.0366738,0,0,0,0,0
11,0,0,0,0,0,0,0.031978,0.0430717,0,0,0,0.0418446,0,0.0173685,0,0,0.0163339,0,0,0.0271503,0.113831,0.0158743,0.026592,0.0639471,0.025454,0.0493851,0.0711227,0.0836448,0.0699066,0.0452782,0.0396007,0.0457325,0.0517825,0.0339244,0.017654,0.0096753,0.0130324,0.0261602,0,0.0271051,0.0350505,0,0,0.0177633,0,0,0.0349015,0.0785417,0.0325651,0.014735,0.0286984,0.0551607,0.0277251,0.0601361,0.0982013,0.0875098,0.0426969,0.0668199,0.0408427,0.0472735,0.0808161,0.0424805,0.0143863,0.0117758,0.0137141,0.0227748,0.0366683,0,0,0,0,0
12,0,0,0,0,0,0,0.0318956,0.0430628,0,0,0,0.0425091,0,0.0176336,0,0,0.0162269,0,0,0.0271423,0.113238,0.014851,0.0259337,0.0639874,0.025657,0.0493451,0.0712063,0.083626,0.0701223,0.0450982,0.0392841,0.0453692,0.0512052,0.0323022,0.0176344,0.00962856,0.013024,0.0258517,0,0.0273036,0.0349722,0,0,0.0178735,0,0,0.0348485,0.0787276,0.0325744,0.0141195,0.0285025,0.0549559,0.0275378,0.0602326,0.098264,0.0877927,0.0428805,0.0666173,0.0407208,0.0470427,0.0805876,0.0430698,0.0145143,0.0117347,0.0136389,0.0227131,0.0366956,0,0,0,0,0
13,0,0,0,0,0,0,0.0317697,0.0430659,0,0,0,0.0431262,0,0.0179245,0,0,0.0161967,0,0,0.0271815,0.112594,0.0138607,0.0252801,0.0639188,0.0258551,0.0492583,0.0712106,0.0835782,0.0702932,0.0447909,0.0389933,0.0448277,0.0505545,0.030713,0.0175759,0.00969008,0.0130393,0.0256266,0,0.0274827,0.0348606,0,0,0.0179926,0,0,0.0347836,0.0788796,0.0324981,0.0135861,0.0283034,0.0547485,0.0272909,0.0602874,0.0983182,0.0880701,0.0430825,0.0664382,0.0405542,0.0467567,0.0803863,0.0435229,0.0147098,0.0117928,0.0134752,0.0226372,0.0367335,0,0,0,0,0
14,0,0,0,0,0,0,0.0316462,0.0431141,0,0,0,0.0437716,0,0.0182454,0,0,0.0162191,0,0,0.0272567,0.11197,0.0129557,0.0246896,0.0638106,0.0259782,0.0491676,0.0711147,0.0835549,0.0704628,0.0445332,0.0387461,0.0441143,0.0498682,0.0290961,0.0175159,0.00973107,0.0129693,0.0253711,0,0.0276631,0.0347888,0,0,0.0181046,0,0,0.0347459,0.0790522,0.0324257,0.0131344,0.028159,0.054472,0.0269871,0.0602684,0.0982853,0.0882586,0.0432259,0.0662199,0.0403913,0.0464632,0.0799996,0.043937,0.0147547,0.0117584,0.0133867,0.022579,0.0367404,0,0,0,0,0
15,0,0,0,0,0,0,0.0308956,0.0418467,0,0,0,0.040344,0,0.0192568,0,0,0.0162823,0,0,0.0270785,0.105246,0.0149734,0.023537,0.0537168,0.028791,0.0513179,0.0736874,0.0850542,0.0694452,0.0441049,0.0384794,0.0437745,0.0496374,0.0324442,0.0162653,0.00952453,0.0135514,0.0250648,0,0.0280532,0.0341252,0,0,0.0177073,0,0,0.0348623,0.0798268,0.0324712,0.0114475,0.0277904,0.0481969,0.028806,0.0609359,0.098852,0.0894719,0.0453677,0.0650927,0.0395917,0.0453985,0.0790319,0.0416425,0.0134473,0.0116543,0.0138772,0.0199865,0.0360126,0,0,0,0,0.0429539
16,0,0,0,0,0,0,0.0308275,0.0419463,0,0,0,0.0414636,0,0.0196487,0,0,0.0162869,0,0,0.0270924,0.104758,0.014123,0.0231434,0.0535551,0.0286985,0.0512328,0.073418,0.0849748,0.0695875,0.0439252,0.038172,0.0432498,0.0489679,0.0304605,0.0162637,0.0094751,0.013502,0.0249313,0,0.0280827,0.0341111,0,0,0.0177336,0,0,0.0349202,0.0800179,0.0323898,0.0107962,0.0275949,0.0479086,0.0285933,0.0608905,0.0986596,0.0896371,0.0455373,0.0647914,0.0393479,0.0451498,0.0787783,0.0417512,0.0135259,0.0116396,0.0139351,0.0199848,0.0358948,0,0,0,0,0.0426968
17,0,0,0,0,0,0,0.0308128,0.0420709,0,0,0,0.0426386,0,0.0199529,0,0,0.0162924,0,0,0.0270774,0.104247,0.0134204,0.0228114,0.053328,0.0285236,0.051169,0.0731438,0.0849236,0.0697932,0.0437414,0.0378688,0.0428928,0.0483917,0.0284765,0.0163143,0.00949064,0.0135103,0.0249043,0,0.0280773,0.0341423,0,0,0.0176956,0,0,0.0349765,0.08024,0.03218,0.010121,0.02728,0.0477066,0.0283618,0.0608117,0.098503,0.0897294,0.0457414,0.0644323,0.0391612,0.0448083,0.0786598,0.0416715,0.0135963,0.0116341,0.0139712,0.0200504,0.0357276,0,0,0,0,0.0423558
18,0,0,0,0,0,0,0.0308327,0.0421689,0,0,0,0.0438583,0,0.0202379,0,0,0.0162981,0,0,0.0271147,0.103758,0.0128766,0.022587,0.0530902,0.0283089,0.0510995,0.0728483,0.0848687,0.0700489,0.0435379,0.037602,0.0423052,0.0477652,0.0265942,0.0163549,0.00952871,0.0135722,0.0248281,0,0.0280985,0.0341754,0,0,0.0176502,0,0,0.0349868,0.0804449,0.0318776,0.00945912,0.026952,0.0475908,0.0280521,0.0607154,0.0984221,0.0898427,0.045953,0.0642125,0.0391032,0.0444085,0.0784078,0.0416295,0.0134852,0.0116904,0.013952,0.0201743,0.0355812,0,0,0,0,0.0419244
19,0,0,0,0,0,0,0.0307799,0.0422872,0,0,0,0.0452938,0,0.0205814,0,0,0.0162482,0,0,0.0271471,0.103284,0.0124665,0.0225488,0.0528632,0.0281739,0.0511125,0.0725018,0.0848212,0.0703893,0.0433262,0.0372851,0.0416746,0.0470838,0.0250537,0.0164356,0.00946547,0.0136632,0.0247763,0,0.0281811,0.0341026,0,0,0.0175702,0,0,0.0349438,0.0806206,0.0316401,0.00882197,0.0267827,0.0475874,0.0277731,0.0607086,0.0984182,0.0899487,0.0460968,0.0641266,0.0391654,0.0441759,0.0781375,0.0415381,0.0134405,0.0118148,0.0139285,0.0203667,0.0354647,0,0,0,0,0.041401
20,0,0,0,0,0,0,0.0306264,0.0424361,0,0,0,0.0467705,0,0.0210508,0,0,0.0161798,0,0,0.0271764,0.102765,0.0125175,0.0227406,0.0526259,0.0281053,0.0512632,0.0721104,0.0848657,0.0708463,0.0433347,0.0369212,0.0411042,0.0464179,0.0239224,0.0164806,0.00936991,0.0137601,0.0247125,0,0.0282499,0.0339845,0,0,0.0174738,0,0,0.034969,0.0808854,0.0315121,0.00819704,0.0267346,0.0476908,0.0275915,0.0607117,0.0983569,0.0899441,0.0461226,0.0640817,0.0392472,0.0440872,0.0779297,0.0415658,0.0134761,0.0118118,0.0139623,0.0205854,0.0353745,0,0,0,0,0.0407871
21,0,0,0,0,0,0,0.0303823,0.0425872,0,0,0,0.0479927,0,0.0216919,0,0,0.0161664,0,0,0.027202,0.10226,0.0131625,0.0231983,0.0523477,0.0279971,0.051572,0.0719141,0.0850023,0.0714218,0.0434425,0.0368265,0.0405712,0.0458949,0.0231761,0.0164689,0.00938251,0.0138443,0.0246929,0,0.0282682,0.0339051,0,0,0.0173919,0,0,0.0350064,0.0812325,0.0314408,0.00760792,0.0268345,0.0478801,0.0275125,0.0606345,0.0982742,0.0898369,0.0460637,0.0640359,0.039277,0.0440454,0.0777611,0.0416109,0.0134611,0.0118163,0.0139816,0.0208147,0.0353209,0,0,0,0,0.0401736
22,0,0,0,0,0,0,0.0301067,0.0427354,0,0,0,0.0485428,0,0.0223726,0,0,0.0161592,0,0,0.0272608,0.101804,0.014303,0.0239561,0.0520826,0.0278457,0.0519924,0.0718744,0.085248,0.0721104,0.043688,0.0368518,0.0403105,0.0454176,0.0226804,0.0164438,0.00943509,0.0139221,0.0247043,0,0.0282671,0.0338277,0,0,0.0173677,0,0,0.0351068,0.0816151,0.0313714,0.00703723,0.0270652,0.048172,0.0275083,0.0605528,0.0982048,0.0896651,0.0459794,0.0639786,0.0393124,0.0440493,0.0776072,0.0416405,0.0133822,0.011775,0.0139514,0.0209961,0.0352864,0,0,0,0,0.0396026
23,0,0,0,0,0,0,0.0298156,0.0428361,0,0,0,0.0484134,0,0.0230082,0,0,0.0160942,0,0,0.0272865,0.101433,0.0157334,0.0250305,0.05185,0.0276289,0.0524943,0.0715409,0.0855391,0.0728405,0.0438851,0.0370811,0.0402697,0.0449065,0.0222089,0.0164539,0.00942934,0.0140326,0.0247853,0,0.0282567,0.0337028,0,0,0.0173667,0,0,0.0352058,0.0820207,0.0311706,0.00650615,0.0273842,0.0485619,0.0275995,0.0604848,0.0981333,0.0894705,0.0458752,0.063914,0.0393825,0.0439853,0.0774607,0.0415602,0.0134972,0.01175,0.0138985,0.0211095,0.0352853,0,0,0,0,0.0391081
24,0,0,0,0,0,0,0.0295488,0.0428792,0,0,0,0.0476354,0,0.0240263,0,0,0.0160431,0,0,0.0273129,0.101209,0.0175903,0.0262188,0.0516133,0.0274226,0.0529891,0.0710739,0.0858016,0.0735395,0.0441533,0.0372137,0.0401833,0.0444271,0.0217734,0.0164924,0.00939065,0.0140659,0.0249676,0,0.0282252,0.0335558,0,0,0.0173295,0,0,0.0352317,0.082398,0.0308834,0.00607954,0.0277951,0.0489584,0.0276832,0.0604243,0.0980757,0.0892894,0.0457944,0.0638738,0.0394835,0.0438876,0.0773495,0.041286,0.0136856,0.0118479,0.0138606,0.0212026,0.0353138,0,0,0,0,0.0386591
25,0,0,0,0,0,0,0.0293137,0.0429161,0,0,0,0.0460032,0,0.0253423,0,0,0.0159895,0,0,0.0273531,0.101185,0.0194996,0.0275108,0.0513877,0.0272097,0.053398,0.0706613,0.0859834,0.074088,0.0441805,0.037004,0.0398187,0.0437549,0.0213141,0.0165283,0.00932639,0.0141484,0.0250922,0,0.0281723,0.0333784,0,0,0.0172923,0,0,0.0352606,0.082653,0.0306308,0.00581154,0.0282073,0.0493746,0.027741,0.0603863,0.0980285,0.0891127,0.0458046,0.0639296,0.0395861,0.0439013,0.077302,0.0408638,0.0134879,0.0118315,0.0138641,0.0213291,0.0354455,0,0,0,0,0.0383183
26,0,0,0,0,0,0,0.0290858,0.0429767,0,0,0,0.0490976,0,0.0220746,0,0,0.016027,0,0,0.0274136,0.101129,0.0233581,0.0285797,0.0511021,0.026975,0.0536883,0.0705201,0.0860334,0.0744101,0.0436493,0.0369504,0.0365285,0.0404874,0.0274208,0.0165493,0.00933976,0.0141024,0.0251682,0,0.028139,0.0332048,0,0,0.0172763,0,0,0.0353258,0.0828047,0.0304048,0.00572006,0.0284615,0.0497643,0.0278167,0.0603581,0.0980023,0.0889468,0.0457203,0.0639682,0.0396881,0.0440003,0.0773319,0.0404969,0.0132557,0.0116858,0.0138928,0.0214856,0.0357034,0,0,0,0,0.0379615
27,0,0,0,0,0,0,0.0284763,0.0432333,0,0,0,0.0465875,0,0.0222868,0,0,0.0156124,0,0,0.0280742,0.100401,0.0230225,0.0270506,0.0496291,0.027008,0.0531254,0.070547,0.0856823,0.0739876,0.0451578,0.0391475,0.0399108,0.0441019,0.0281054,0.016517,0.00921206,0.0134844,0.0257384,0,0.0279837,0.0329533,0,0,0.0167209,0,0,0.0360164,0.0820812,0.0298912,0.00514392,0.029964,0.0492949,0.0283165,0.0609636,0.0986373,0.0887916,0.0452653,0.0640879,0.0407903,0.0439983,0.0770599,0.0373078,0.0129064,0.0112123,0.0133504,0.0214276,0.0356339,0,0,0,0,0.0364722
28,0,0,0,0,0,0,0.0280379,0.043412,0,0,0,0.0492362,0,0.0204268,0,0,0.0150218,0,0,0.0287603,0.0994495,0.025908,0.0271244,0.0483738,0.0271443,0.0533809,0.07137,0.0861969,0.0742674,0.045635,0.0401072,0.0396587,0.0442331,0.0321998,0.01671,0.0092406,0.0130434,0.025837,0,0.0279001,0.0326625,0,0,0.0167091,0,0,0.0362038,0.0820668,0.0296545,0.00512344,0.0299936,0.0485497,0.0284781,0.0608481,0.0986151,0.0884749,0.0449434,0.0641389,0.0408528,0.0440641,0.0771183,0.0370354,0.0128475,0.0109874,0.0131569,0.0214024,0.0357445,0,0,0,0,0.0348823
29,0,0,0,0,0,0,0.0277015,0.0435457,0,0,0,0.0515313,0,0.0192066,0,0,0.0144938,0,0,0.0293355,0.0986178,0.0286107,0.027705,0.0472626,0.0272313,0.0537726,0.0723006,0.0870194,0.074736,0.0462925,0.0411336,0.039427,0.0443856,0.0355909,0.0169778,0.00929664,0.0127444,0.025954,0,0.0277842,0.032459,0,0,0.0166974,0,0,0.0363398,0.0820267,0.0294013,0.00510042,0.0299146,0.0478011,0.0285593,0.0608055,0.0985777,0.0881349,0.0446169,0.0641648,0.040889,0.0440839,0.0771168,0.036611,0.012804,0.0108176,0.0129786,0.021406,0.0357329,0,0,0,0,0.0335124
30,0,0,0,0,0,0,0.027469,0.0436102,0,0,0,0.0532048,0,0.0185941,0,0,0.0140628,0,0,0.029761,0.0979856,0.0305947,0.028177,0.0464754,0.0273039,0.0541827,0.07306,0.0878411,0.0752748,0.0469259,0.0419224,0.0392907,0.0445382,0.0380783,0.0172133,0.00926817,0.0124186,0.0260706,0,0.0276437,0.0323417,0,0,0.0167113,0,0,0.0363677,0.0820174,0.029218,0.0050322,0.0299389,0.0471493,0.0285469,0.0607649,0.0984817,0.0877511,0.0443213,0.0641004,0.0408559,0.0440382,0.077045,0.0361449,0.0128061,0.0107275,0.0128246,0.0214272,0.0357172,0,0,0,0,0.0324941
31,0,0,0,0,0,0,0.0273076,0.0438157,0,0,0,0.0542367,0,0.0183457,0,0,0.0135641,0,0,0.0301359,0.0973688,0.0319249,0.0281289,0.0458751,0.0273354,0.0546485,0.0736122,0.0882547,0.0756608,0.0470342,0.042026,0.0389412,0.0443217,0.0396294,0.0175187,0.00932205,0.0120555,0.0265064,0,0.0271719,0.032224,0,0,0.0166585,0,0,0.0364441,0.0818305,0.0291776,0.00483531,0.030118,0.046489,0.028443,0.0607518,0.0983239,0.0872299,0.0439111,0.0640866,0.0408826,0.0440044,0.0769737,0.0355892,0.0127612,0.0107821,0.0124998,0.0215543,0.0356253,0,0,0,0,0.0315686
32,0,0,0,0,0,0,0.0273292,0.0438607,0,0,0,0.0540912,0,0.0184638,0,0,0.0135507,0,0,0.030113,0.0972683,0.0318476,0.0280026,0.0458745,0.0273335,0.0547499,0.0735541,0.0881694,0.0756854,0.0469079,0.0418783,0.0389478,0.0443264,0.0395685,0.0175856,0.00949552,0.0121337,0.0266607,0,0.0270681,0.0321855,0,0,0.0167372,0,0,0.0363493,0.0818153,0.0291776,0.00465187,0.0300896,0.0463025,0.0282148,0.0606273,0.0981617,0.086917,0.0437537,0.0639273,0.0406964,0.0438306,0.0768318,0.0348779,0.0129246,0.0108294,0.0124531,0.0216333,0.0357339,0,0,0,0,0.0315293
33,0,0,0,0,0,0,0.0274601,0.0438852,0,0,0,0.0528803,0,0.0189311,0,0,0.0138377,0,0,0.0299348,0.0976088,0.0306112,0.0273882,0.046216,0.027265,0.0545539,0.0731698,0.0877022,0.0753231,0.0463512,0.0413368,0.0390276,0.0442252,0.038258,0.0174892,0.00978494,0.0122001,0.0268972,0,0.0270033,0.0322001,0,0,0.0168562,0,0,0.0362234,0.0817812,0.0292832,0.00441259,0.0300008,0.0463979,0.0279623,0.0604809,0.0980029,0.0866775,0.0437025,0.0637101,0.0403978,0.043605,0.0766769,0.0339897,0.0130898,0.0109112,0.0124642,0.0217714,0.0358867,0,0,0,0,0.0320869
34,0,0,0,0,0,0,0.0276786,0.043874,0,0,0,0.050688,0,0.0198787,0,0,0.0141951,0,0,0.0295626,0.0983625,0.0284365,0.0263465,0.0468664,0.0271474,0.054177,0.0724942,0.0869828,0.0747524,0.0455397,0.0404169,0.0391338,0.0439944,0.0358512,0.0173613,0.00969924,0.0124316,0.0270831,0,0.0268817,0.0322532,0,0,0.0170107,0,0,0.0360946,0.0817663,0.0295001,0.00413809,0.0297502,0.0466874,0.0276658,0.0603716,0.0978647,0.08653,0.0437308,0.0634223,0.0400073,0.0434304,0.0764958,0.0329336,0.0132777,0.0109437,0.0125128,0.0219852,0.0360615,0,0,0,0,0.0331587
35,0,0,0,0,0,0,0.0278987,0.0438166,0,0,0,0.0475861,0,0.021446,0,0,0.0146994,0,0,0.029018,0.0994344,0.0259512,0.0255101,0.0478075,0.0270296,0.0537441,0.071702,0.0861673,0.0741706,0.0446646,0.0392347,0.039212,0.0437436,0.0325471,0.0171729,0.00962379,0.0128201,0.0271312,0,0.0267683,0.0323576,0,0,0.0171742,0,0,0.035885,0.0818249,0.0298888,0.00386153,0.0293578,0.0470919,0.0273473,0.0602705,0.0977196,0.0864677,0.0438215,0.0630766,0.0395836,0.0431965,0.0762584,0.0319595,0.0134479,0.0110934,0.0126808,0.0222362,0.0361984,0,0,0,0,0.0346072
36,0,0,0,0,0,0,0.0281244,0.0437463,0,0,0,0.044093,0,0.0237885,0,0,0.0153195,0,0,0.0283605,0.100552,0.0237224,0.0258418,0.0489024,0.0269181,0.0534798,0.070804,0.085498,0.0737496,0.0438181,0.0377458,0.0392965,0.0434317,0.0287595,0.0169544,0.00962419,0.0133182,0.0273289,0,0.0267084,0.0325142,0,0,0.017301,0,0,0.0356771,0.0819866,0.0303979,0.00350228,0.0289434,0.0475594,0.0269881,0.0601361,0.0975028,0.0864138,0.0439555,0.0627136,0.0391246,0.0428246,0.0759717,0.0311014,0.0135926,0.0113287,0.013028,0.0225003,0.0362545,0,0,0,0,0.0362608
37,0,0,0,0,0,0,0.0285002,0.0436151,0,0,0,0.0473108,0,0.0228128,0,0,0.0160335,0,0,0.0275299,0.101565,0.0261377,0.0281041,0.0502993,0.0267918,0.0541452,0.0705551,0.0854221,0.0740314,0.0420336,0.035462,0.0354832,0.0393187,0.0309047,0.0168226,0.00967551,0.0140833,0.027142,0,0.0268248,0.032675,0,0,0.0177108,0,0,0.0351545,0.0827185,0.03122,0.00347239,0.0277276,0.0482193,0.0263906,0.0596189,0.0969058,0.0863928,0.044213,0.0622229,0.0380658,0.0424269,0.075736,0.0317071,0.0139079,0.0117125,0.0138331,0.022872,0.036467,0,0,0,0,0.0382022
38,0,0,0,0,0,0,0.0285257,0.0437621,0,0,0,0.0414603,0,0.0289479,0,0,0.0159881,0,0,0.0274613,0.101647,0.0229003,0.028082,0.0503701,0.0269925,0.0547017,0.0710078,0.0854816,0.0740642,0.0421006,0.0349234,0.0408682,0.0441456,0.0235707,0.0168039,0.00965137,0.0142037,0.0278114,0,0.0265891,0.0326272,0,0,0.0176764,0,0,0.0351768,0.0830215,0.0319199,0.00329268,0.0272726,0.0480888,0.0260184,0.0593272,0.0966101,0.086232,0.0441077,0.0618739,0.0375855,0.0420766,0.0753227,0.0306507,0.0140683,0.0117585,0.0138231,0.0230521,0.0363712,0,0,0,0,0.0389445
