Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,STRN,T10,x68,x69,x70,x71,RGTR,RWRB
All Timesteps RMSE,0,0,0,0,0,0,0.0330129,0.0403459,0,0,0,0.0336451,0,0.0248657,0,0,0.0212875,0,0,0.0291607,0.0878635,0.0268041,0.0177574,0.016777,0.0237367,0.0359464,0.0576517,0.081302,0.0866565,0.067226,0.0400305,0.033815,0.0372354,0.0440064,0.0381633,0.00970597,0.00882294,0.0185424,0.0338724,0,0.0291119,0.0351786,0,0,0.0198792,0,0,0.029248,0.0440161,0.0210413,0.0255012,0.0387942,0.0393372,0.0510096,0.0852895,0.074597,0.0387258,0.0626798,0.0357906,0.0429922,0.0764879,0.0381551,0.0124509,0.0221987,0.0222551,0.0239063,0,0,0,0,0.0729307,0.0186053
0,0,0,0,0,0,0,0.0321718,0.0399072,0,0,0,0.0267462,0,0.0290241,0,0,0.0251668,0,0,0.0283861,0.0910823,0.0459844,0.0151544,0.0166718,0.0266649,0.0429904,0.0594903,0.0787481,0.0906885,0.0677726,0.0381972,0.0325306,0.0373954,0.0443635,0.064144,0.0104743,0.00904883,0.0194603,0.0371172,0,0.0231076,0.0339959,0,0,0.0172996,0,0,0.0255985,0.0353542,0.017519,0.0266451,0.0430634,0.0442812,0.0469713,0.0830124,0.0708809,0.0386131,0.0694315,0.0420403,0.0490867,0.0833868,0.0281658,0.0146102,0.0163761,0.0211762,0.0268724,0,0,0,0,0,0
1,0,0,0,0,0,0,0.0330411,0.0406342,0,0,0,0.0300755,0,0.0254792,0,0,0.0236316,0,0,0.0289971,0.0899884,0.0388717,0.015633,0.0166473,0.0256955,0.0413114,0.0606871,0.0803754,0.0916376,0.068465,0.0384313,0.033047,0.0377798,0.0452221,0.065412,0.0107445,0.00900186,0.0188043,0.0360329,0,0.0253196,0.0347845,0,0,0.0173358,0,0,0.0256359,0.0384522,0.0226346,0.0252746,0.0428122,0.043955,0.0520652,0.0880294,0.0733944,0.0393215,0.0657852,0.0391698,0.04591,0.0803707,0.0292718,0.0141829,0.0163226,0.0223961,0.0253682,0,0,0,0,0.0689495,0
2,0,0,0,0,0,0,0.0331876,0.040774,0,0,0,0.0300515,0,0.0251694,0,0,0.0236186,0,0,0.02898,0.0904169,0.0383406,0.0148885,0.0173768,0.0259996,0.0409322,0.060257,0.0799785,0.0913066,0.0681838,0.0390547,0.033705,0.0386006,0.0460014,0.0638995,0.01054,0.00896869,0.0186817,0.0347812,0,0.0257753,0.0348432,0,0,0.0172786,0,0,0.0257163,0.0390214,0.0228016,0.0253744,0.0421242,0.0436213,0.0527917,0.0887528,0.0737046,0.0393084,0.0655389,0.0390943,0.0457023,0.0802698,0.0306358,0.0138046,0.0162888,0.0230164,0.0252625,0,0,0,0,0.0718548,0
3,0,0,0,0,0,0,0.0334066,0.0404426,0,0,0,0.0300127,0,0.0247856,0,0,0.0228472,0,0,0.0287704,0.0916551,0.0377311,0.0164763,0.0181874,0.0249588,0.0401974,0.0595741,0.0792323,0.0906157,0.0677758,0.0395667,0.0342076,0.0392447,0.0466211,0.0618247,0.0101673,0.0089171,0.018501,0.0325482,0,0.027355,0.0341748,0,0,0.0152774,0,0,0,0.0411993,0,0.0243679,0.0421389,0.0451284,0.0551803,0.0905224,0.075224,0.0402444,0.0639349,0.0373419,0.0442182,0.0790875,0.0340226,0.0158407,0.00760275,0.0231806,0.0252492,0,0,0,0,0.0704052,0
4,0,0,0,0,0,0,0.0337168,0.0409947,0,0,0,0.0303426,0,0.0246984,0,0,0.023336,0,0,0.0287896,0.0913719,0.037756,0.0138448,0.0182169,0.0263344,0.0404084,0.0592053,0.0793064,0.0905671,0.0676427,0.0397098,0.0345201,0.0396562,0.0470092,0.0622007,0.0100086,0.00896079,0.0185955,0.0329945,0,0.0264926,0.034935,0,0,0.0168128,0,0,0.025343,0.0393329,0.0223286,0.0252639,0.0408738,0.0431464,0.0536055,0.0891095,0.0743027,0.0398099,0.0652166,0.03902,0.0453273,0.0802679,0.0324243,0.0135754,0.0162453,0.0238692,0.0250306,0,0,0,0,0.0722834,0
5,0,0,0,0,0,0,0.0328179,0.0409679,0,0,0,0.0307716,0,0.0244351,0,0,0.0238965,0,0,0.0287414,0.0919745,0.0377026,0.0121338,0.0191574,0.0279085,0.0412894,0.0576038,0.078586,0.0896121,0.0665979,0.0402099,0.0350965,0.0403053,0.0476847,0.0631915,0.010404,0.00894332,0.0187639,0.0314054,0,0.0256251,0.0341664,0,0,0.0166975,0,0,0.0252498,0.0368536,0.0159323,0.0259043,0.0401203,0.0432702,0.0488045,0.083998,0.072393,0.0396423,0.0684709,0.0417099,0.0483587,0.0830317,0.034738,0.0134757,0.0162506,0.0234871,0.0261632,0,0,0,0,0,0
6,0,0,0,0,0,0,0.0333275,0.0410653,0,0,0,0.0305383,0,0.0245918,0,0,0.0234839,0,0,0.0285029,0.0929054,0.0373056,0.0131089,0.0194546,0.0278356,0.04072,0.0571342,0.0780162,0.0891554,0.0665664,0.0401182,0.034919,0.0403962,0.0477485,0.0615699,0.00996631,0.00890428,0.0186257,0.0301378,0,0.02668,0.0346219,0,0,0.0166076,0,0,0.0251691,0.0378442,0,0.0249185,0.0398007,0.0432976,0.0503399,0.0852049,0.0734363,0.0401551,0.0672313,0.0404857,0.0471735,0.082016,0.0368002,0.013538,0.0161998,0.0237567,0.0254804,0,0,0,0,0,0
7,0,0,0,0,0,0,0.033222,0.0410928,0,0,0,0.0305802,0,0.024774,0,0,0.0235301,0,0,0.0284011,0.0930191,0.0371075,0.0119791,0.019344,0.0285353,0.0409142,0.056664,0.0779125,0.0889094,0.0664228,0.0400492,0.0349096,0.0405263,0.0477999,0.0617761,0.0100104,0.00885446,0.0187591,0.0305221,0,0.0264246,0.0346035,0,0,0.0165164,0,0,0.0251072,0.036521,0.0153277,0.0252874,0.039253,0.0432669,0.0491971,0.0841778,0.0728638,0.0404481,0.0679759,0.0414246,0.0477894,0.0827236,0.0351354,0.0135026,0.0161388,0.0235621,0.0255453,0,0,0,0,0,0
8,0,0,0,0,0,0,0.0345495,0.0414074,0,0,0,0.0300603,0,0.0248225,0,0,0.0227181,0,0,0.0282968,0.0931239,0.0365298,0.0131336,0.0186632,0.0274596,0.0396097,0.0571205,0.0781191,0.0891371,0.0672841,0.0395735,0.0343635,0.0402967,0.0473577,0.0595722,0.00923838,0.00885623,0.0183301,0.0319246,0,0.0276712,0.0356994,0,0,0.0165088,0,0,0.0252445,0.0385261,0.0212495,0.024163,0.0391587,0.0431764,0.0542051,0.0894842,0.0751281,0.0415824,0.0644371,0.0387105,0.0444711,0.0798346,0.0322834,0.0135875,0.0160384,0.0241081,0.0238918,0,0,0,0,0.0696968,0
9,0,0,0,0,0,0,0.0346905,0.0416453,0,0,0,0.0300176,0,0.0250223,0,0,0.0226825,0,0,0.0282531,0.0933453,0.0360913,0.0133982,0.0187106,0.0279397,0.0395151,0.056668,0.0778707,0.0886994,0.0670366,0.0395901,0.0343334,0.0403827,0.0472446,0.0584065,0.00918931,0.00884961,0.0182488,0.0322639,0,0.027861,0.0358797,0,0,0.0166667,0,0,0.0256774,0.0384856,0.0215383,0.0239666,0.0388491,0.0431131,0.0545462,0.0897914,0.0752546,0.0420096,0.0642759,0.0384309,0.0443723,0.07982,0.0314607,0.0134951,0.0159389,0.0243537,0.0236932,0,0,0,0,0.0709339,0
10,0,0,0,0,0,0,0.0348073,0.0419243,0,0,0,0.0298861,0,0.0250546,0,0,0.0226264,0,0,0.0281919,0.0934554,0.0355354,0.0136787,0.0187138,0.0285255,0.0393941,0.0562798,0.077673,0.0883348,0.0667528,0.0397577,0.034351,0.0404942,0.047228,0.0569492,0.00909487,0.00877884,0.0182401,0.0325723,0,0.0279508,0.0360186,0,0,0.0167763,0,0,0.025826,0.0384559,0.0216845,0.0237288,0.0385855,0.0430896,0.0548124,0.0898464,0.0754251,0.0423998,0.0641483,0.0381923,0.044252,0.0798081,0.0307014,0.0136479,0.0158972,0.0244791,0.0235484,0,0,0,0,0.0712693,0
11,0,0,0,0,0,0,0.0348709,0.042058,0,0,0,0.0298169,0,0.0248496,0,0,0.0225789,0,0,0.028182,0.0934736,0.0348746,0.0139712,0.0186872,0.0291487,0.0392627,0.0559212,0.0775746,0.0879685,0.0664977,0.0400157,0.0344577,0.040803,0.0473456,0.0552729,0.00897575,0.00875048,0.0182465,0.0327851,0,0.0279667,0.0361037,0,0,0.0168716,0,0,0.0257915,0.0384283,0.0216809,0.0234789,0.0383128,0.0430813,0.054954,0.0897506,0.0756248,0.0426464,0.063993,0.0379685,0.0440742,0.0797592,0.0300479,0.0138502,0.0158992,0.0245445,0.0234061,0,0,0,0,0.0709506,0
12,0,0,0,0,0,0,0.0349196,0.0421417,0,0,0,0.0299166,0,0.0245071,0,0,0.0225423,0,0,0.0282425,0.0934268,0.0340242,0.0144461,0.0186132,0.0297441,0.0391417,0.055561,0.077543,0.0876534,0.0663696,0.0402353,0.0346793,0.041373,0.0475459,0.0532655,0.00889847,0.00875514,0.0182042,0.0329638,0,0.0281609,0.0361836,0,0,0.0169236,0,0,0.0257551,0.0385395,0.0216661,0.0232609,0.0380097,0.0430593,0.0550345,0.0897169,0.0757843,0.042697,0.0637549,0.0377651,0.0438834,0.0796228,0.0293412,0.0139954,0.0159039,0.0246316,0.0232475,0,0,0,0,0.0705868,0
13,0,0,0,0,0,0,0.0349879,0.0422579,0,0,0,0.0303075,0,0.0244339,0,0,0.0225461,0,0,0.0283086,0.093384,0.0331397,0.0148391,0.0186248,0.030261,0.0390512,0.0551257,0.0774877,0.0872369,0.0660928,0.0404062,0.0349658,0.0417265,0.0478337,0.0510686,0.00880287,0.00879168,0.0180921,0.0331453,0,0.0283374,0.0362672,0,0,0.0169943,0,0,0.0257608,0.038732,0.0215466,0.0230411,0.0377238,0.042976,0.0550436,0.0897021,0.0759564,0.0428079,0.063509,0.0374431,0.0437025,0.0795075,0.0285899,0.0140494,0.0159036,0.0246588,0.0231037,0,0,0,0,0.0703734,0
14,0,0,0,0,0,0,0.0351314,0.0423625,0,0,0,0.0307639,0,0.024298,0,0,0.0224827,0,0,0.028272,0.0933858,0.0321799,0.0152482,0.0185679,0.0306925,0.0390001,0.0547913,0.0774667,0.0868645,0.0657489,0.0407063,0.0352534,0.0419915,0.0480933,0.0485396,0.00870328,0.00879673,0.0180933,0.0332758,0,0.0284141,0.036364,0,0,0.0169789,0,0,0.0257568,0.0384749,0.0215339,0.0228604,0.0374797,0.042846,0.055126,0.0895674,0.076195,0.0429186,0.0632249,0.0371322,0.0435228,0.0793312,0.0280654,0.0140359,0.0158824,0.0249652,0.0229713,0,0,0,0,0.070152,0
15,0,0,0,0,0,0,0.0352433,0.0424825,0,0,0,0.0313876,0,0.0240019,0,0,0.0224431,0,0,0.0282884,0.0934393,0.0312268,0.0155667,0.0185096,0.0309829,0.0388894,0.0544146,0.0774875,0.0865163,0.0654719,0.0412257,0.0355444,0.042264,0.0483171,0.0456757,0.00862395,0.00880435,0.0180387,0.0332577,0,0.0286054,0.0364432,0,0,0.0168934,0,0,0.0256929,0.0382973,0.0215416,0.0227363,0.0372987,0.0426996,0.0551672,0.0894614,0.0763964,0.0430014,0.0629797,0.0368069,0.0433002,0.0791066,0.0277795,0.013962,0.0158403,0.0252243,0.0228654,0,0,0,0,0.0699934,0
16,0,0,0,0,0,0,0.0350917,0.0425589,0,0,0,0.0333083,0,0.0233395,0,0,0.0225098,0,0,0.0284553,0.0926038,0.0302448,0.0165713,0.0197799,0.0313077,0.038849,0.0546096,0.0800787,0.0872155,0.065193,0.0406371,0.0343542,0.0417439,0.0479916,0.0382357,0.00846881,0.00886465,0.0179634,0.0332201,0,0.0288981,0.0363568,0,0,0.016863,0,0,0.025671,0.0382217,0.0215281,0.0228057,0.0373724,0.042748,0.0551809,0.0893402,0.0765045,0.0430257,0.0627719,0.0365825,0.043066,0.0788896,0.0276896,0.0139942,0.0158124,0.0253018,0.022909,0,0,0,0,0.0699578,0
17,0,0,0,0,0,0,0.035175,0.0426713,0,0,0,0.0345565,0,0.0229895,0,0,0.0224431,0,0,0.0284928,0.0925523,0.0293342,0.0168698,0.019562,0.031443,0.0387224,0.0542762,0.0801511,0.0868927,0.0650402,0.0408442,0.034585,0.0417684,0.0480971,0.0351912,0.00837859,0.00887318,0.017919,0.0331269,0,0.0291208,0.0364767,0,0,0.0167648,0,0,0.0256468,0.0383479,0.0214655,0.0228612,0.0372761,0.0427014,0.0551974,0.0892769,0.0765906,0.043071,0.0625398,0.0363748,0.0428187,0.0786158,0.0277565,0.0139337,0.0157745,0.025396,0.0227486,0,0,0,0,0.069917,0
18,0,0,0,0,0,0,0.0357071,0.0427745,0,0,0,0.0331778,0,0.0231609,0,0,0.0222515,0,0,0.0284763,0.0933722,0.0274566,0.0163998,0.0172761,0.0313584,0.0384886,0.0535287,0.0768807,0.0857393,0.065797,0.0425314,0.0370733,0.0427093,0.048562,0.0384843,0.00830529,0.00884365,0.0179113,0.0329842,0,0.0293802,0.036919,0,0,0.0165174,0,0,0.0255498,0.0386951,0.0213664,0.0227335,0.0368142,0.0423291,0.0553334,0.0891962,0.0767093,0.043259,0.0622443,0.0359792,0.0425051,0.0782865,0.0277731,0.0137172,0.0157236,0.0256067,0.0223149,0,0,0,0,0.0698455,0
19,0,0,0,0,0,0,0.0353625,0.0427716,0,0,0,0.037129,0,0.0225319,0,0,0.0222586,0,0,0.0285399,0.0921573,0.0276174,0.0172427,0.0183674,0.0315393,0.0384125,0.0535616,0.080267,0.0863472,0.0646626,0.0410002,0.0347887,0.0418029,0.0479195,0.0292305,0.00811547,0.00891262,0.0178619,0.0326391,0,0.0295115,0.0367271,0,0,0.0166004,0,0,0.0256211,0.0387951,0.0211258,0.0229586,0.0371353,0.0424257,0.0552013,0.089158,0.076677,0.0430213,0.0621268,0.03578,0.042359,0.0781369,0.0280089,0.0139088,0.0157551,0.0255125,0.0224719,0,0,0,0,0.0699951,0
20,0,0,0,0,0,0,0.0354025,0.0428968,0,0,0,0.0384525,0,0.0222173,0,0,0.0221942,0,0,0.0286134,0.0918782,0.0267851,0.0173938,0.0176462,0.0315058,0.0384102,0.0531476,0.0801237,0.0860149,0.0644776,0.0410268,0.0348031,0.0416965,0.0476428,0.02647,0.00802302,0.00900324,0.017744,0.0322405,0,0.0297675,0.0368139,0,0,0.0167378,0,0,0.0256055,0.0390732,0.0209539,0.0228976,0.0371268,0.0423496,0.0551063,0.0891424,0.0766705,0.0429775,0.0619066,0.0356201,0.0419482,0.0778803,0.0283678,0.013869,0.0155148,0.0256642,0.0223277,0,0,0,0,0.0701852,0
21,0,0,0,0,0,0,0.0354324,0.043009,0,0,0,0.0397613,0,0.0217618,0,0,0.0221528,0,0,0.0286129,0.0915348,0.0258949,0.0175157,0.0169423,0.0314833,0.0383723,0.0528863,0.0800403,0.0857316,0.0644323,0.0410594,0.0347734,0.0414912,0.047258,0.0238895,0.00802598,0.00905585,0.017671,0.0318195,0,0.0299546,0.0368662,0,0,0.016462,0,0,0.0255559,0.0392935,0.0207995,0.0229142,0.0371243,0.0423577,0.0550457,0.089089,0.0766666,0.0429065,0.0616891,0.0355313,0.0414524,0.0776164,0.0286911,0.0139523,0.0157426,0.0257831,0.0221982,0,0,0,0,0.070374,0
22,0,0,0,0,0,0,0.0354504,0.0431053,0,0,0,0.0408461,0,0.0211713,0,0,0.0220571,0,0,0.0285258,0.0911824,0.0251065,0.0175506,0.0163128,0.0314651,0.0383603,0.0526993,0.0799826,0.0854975,0.0644985,0.0411014,0.0348017,0.041186,0.047195,0.0216029,0.0080232,0.00904263,0.0176765,0.0314923,0,0.0301183,0.036912,0,0,0.0164173,0,0,0.0255327,0.0395228,0.0206141,0.0229699,0.0371539,0.0423087,0.0550543,0.08899,0.0766981,0.0428184,0.0614938,0.0354708,0.0412705,0.0773292,0.0289157,0.0139645,0.0157173,0.025906,0.0220765,0,0,0,0,0.070524,0
23,0,0,0,0,0,0,0.0354685,0.0431621,0,0,0,0.0419814,0,0.0208361,0,0,0.0219767,0,0,0.0284764,0.0908516,0.0242952,0.0175275,0.0157005,0.0314453,0.0383296,0.0525269,0.0798963,0.0853951,0.0646386,0.0411651,0.0348186,0.04101,0.0469248,0.0197484,0.00796343,0.00899861,0.0176897,0.0311663,0,0.0302577,0.0369065,0,0,0.0163825,0,0,0.0255049,0.0397474,0.0204053,0.0229578,0.0371991,0.0422185,0.0550883,0.0888631,0.0767018,0.0426843,0.0613237,0.0353299,0.041318,0.0770577,0.0290336,0.0140042,0.0156887,0.0259419,0.0220277,0,0,0,0,0.0706235,0
24,0,0,0,0,0,0,0.0355047,0.0431704,0,0,0,0.0429555,0,0.0206579,0,0,0.0219344,0,0,0.0284505,0.0904995,0.0234592,0.0174579,0.0151782,0.0314253,0.0383171,0.0524494,0.0797638,0.0852277,0.0647923,0.0412359,0.0347935,0.0407371,0.0465733,0.0182364,0.00789585,0.00900952,0.0176934,0.0309478,0,0.0303546,0.0368881,0,0,0.0163737,0,0,0.0254947,0.0399453,0.0202128,0.0229817,0.0372556,0.0420734,0.0550807,0.0888058,0.076701,0.0425478,0.0610975,0.0352108,0.0413496,0.0767961,0.0291057,0.0140372,0.0156702,0.025961,0.0220287,0,0,0,0,0.0706718,0
25,0,0,0,0,0,0,0.035514,0.0431723,0,0,0,0.0438682,0,0.0205404,0,0,0.0219314,0,0,0.0283938,0.0901155,0.0226234,0.0173946,0.0149741,0.0313827,0.0382447,0.0525247,0.0794517,0.085195,0.0650421,0.0412198,0.0347782,0.0403452,0.0461993,0.0169718,0.00789168,0.00902006,0.0176832,0.0307636,0,0.0304649,0.0368805,0,0,0.0163526,0,0,0.0254599,0.0400983,0.0200136,0.0230708,0.0373334,0.0419965,0.0550542,0.0887498,0.076703,0.0423696,0.0608845,0.0350502,0.0411837,0.0765368,0.0292107,0.0140675,0.0156708,0.0259867,0.0220351,0,0,0,0,0.0707172,0
26,0,0,0,0,0,0,0.0354674,0.0431503,0,0,0,0.0447676,0,0.0204697,0,0,0.0219588,0,0,0.0283685,0.0897492,0.0218263,0.0173085,0.0149043,0.0312806,0.0381459,0.0526592,0.0791406,0.085349,0.0653304,0.0412085,0.0348027,0.039963,0.0458094,0.0159653,0.00795812,0.0090419,0.0176436,0.0305588,0,0.0306392,0.0368619,0,0,0.0163173,0,0,0.0254119,0.0402134,0.019798,0.0231106,0.037465,0.0419572,0.0549601,0.0886839,0.076667,0.0421878,0.060725,0.0348898,0.0409504,0.0763228,0.0294227,0.0140626,0.0156779,0.0260149,0.0220513,0,0,0,0,0.0708148,0
27,0,0,0,0,0,0,0.0353928,0.043132,0,0,0,0.0455421,0,0.0204217,0,0,0.0219468,0,0,0.0284071,0.0894979,0.0210421,0.0171707,0.0147459,0.0311045,0.038074,0.0527539,0.0791935,0.0853499,0.0656357,0.0413379,0.0348181,0.0396651,0.0454936,0.01534,0.00794664,0.00908007,0.0176188,0.0302956,0,0.0309071,0.0368324,0,0,0.0162772,0,0,0.0253829,0.0404243,0.0196161,0.0231504,0.0376234,0.0419667,0.0549171,0.0886187,0.0765948,0.0420925,0.0605511,0.0348162,0.0407441,0.0761012,0.0296113,0.0140459,0.0156635,0.0259807,0.0220705,0,0,0,0,0.0709302,0
28,0,0,0,0,0,0,0.0353263,0.0431271,0,0,0,0.0465784,0,0.020376,0,0,0.0218708,0,0,0.0283858,0.0892679,0.0202018,0.0169067,0.0147136,0.0309327,0.0380149,0.0527992,0.0793933,0.0852774,0.0658343,0.0414946,0.034829,0.0394105,0.0452133,0.0151152,0.00787262,0.00907692,0.0176154,0.0299382,0,0.0311813,0.0368208,0,0,0.0162059,0,0,0.025378,0.0406531,0.0194183,0.023233,0.0378056,0.0419907,0.0548465,0.0884723,0.0764502,0.0419909,0.0604013,0.0347143,0.0406055,0.0758755,0.0299941,0.0140739,0.0156818,0.0259126,0.0220731,0,0,0,0,0.0710445,0
29,0,0,0,0,0,0,0.0352354,0.0431527,0,0,0,0.0466647,0,0.0207585,0,0,0.0218039,0,0,0.0282819,0.0889842,0.0194152,0.0166779,0.015078,0.0307054,0.0380723,0.0529842,0.0790475,0.085345,0.0662804,0.0415637,0.0347542,0.0391999,0.0448225,0.0148725,0.0078832,0.00904423,0.0176328,0.0297345,0,0.0313484,0.0368246,0,0,0.016197,0,0,0.0253565,0.0407603,0.0191735,0.0232083,0.0379773,0.0419113,0.054695,0.0882691,0.0762975,0.0419816,0.0602396,0.0345845,0.0404632,0.0756556,0.0303449,0.0140948,0.0156205,0.0259174,0.0220817,0,0,0,0,0.071254,0
30,0,0,0,0,0,0,0.0351107,0.0431914,0,0,0,0.0469378,0,0.0211724,0,0,0.0217504,0,0,0.0282161,0.0887665,0.0190595,0.0163109,0.0157411,0.0303771,0.0380385,0.0531857,0.0785517,0.0853175,0.0666441,0.0416814,0.0348335,0.0389499,0.044485,0.0147641,0.00794463,0.00900369,0.0176562,0.0295371,0,0.0314814,0.0368055,0,0,0.0161228,0,0,0.0252861,0.0407622,0.0189972,0.0231734,0.0381706,0.0419083,0.0545502,0.0880546,0.0761418,0.0418865,0.060114,0.0346724,0.0403422,0.075468,0.0305623,0.0140785,0.015598,0.0259088,0.0221546,0,0,0,0,0.0714284,0
31,0,0,0,0,0,0,0.0349747,0.0431917,0,0,0,0.0467323,0,0.0218086,0,0,0.0217167,0,0,0.0282112,0.0885891,0.019156,0.0158545,0.0167549,0.0298956,0.0379722,0.0533726,0.0779615,0.0851971,0.0669834,0.0418208,0.034844,0.0386229,0.0441239,0.0147201,0.0079474,0.00899297,0.0176479,0.0294316,0,0.0315587,0.0367648,0,0,0.0160506,0,0,0.0252392,0.0406342,0.0188282,0.0231754,0.0383928,0.0418956,0.0544605,0.0879196,0.0759957,0.0418422,0.0599936,0.0347033,0.0402196,0.0752898,0.0304404,0.0140488,0.0155762,0.0258741,0.0222402,0,0,0,0,0.0715417,0
32,0,0,0,0,0,0,0.034823,0.0431949,0,0,0,0.046094,0,0.0226866,0,0,0.0216812,0,0,0.0282487,0.0884709,0.019794,0.0153041,0.0181396,0.0292903,0.0378946,0.0534741,0.0773497,0.0851433,0.0673371,0.0419566,0.0347433,0.0382798,0.0437041,0.0148296,0.00788403,0.00905412,0.0176194,0.0294232,0,0.0315842,0.0367039,0,0,0.0160103,0,0,0.0252471,0.0404952,0.018669,0.0231614,0.0386432,0.0418451,0.0543731,0.087804,0.0758517,0.0418235,0.059888,0.0346703,0.0401519,0.0751349,0.0302846,0.0140279,0.0155337,0.0258194,0.0223321,0,0,0,0,0.0716344,0
33,0,0,0,0,0,0,0.0346553,0.0432172,0,0,0,0.0450226,0,0.0237397,0,0,0.0216248,0,0,0.0282676,0.0883894,0.0208494,0.0147586,0.0197898,0.0286254,0.0377854,0.0534913,0.0766894,0.08529,0.067637,0.0420437,0.0346544,0.0380201,0.0432126,0.0151006,0.00782417,0.00906278,0.0176024,0.0294623,0,0.0315743,0.0366175,0,0,0.0159687,0,0,0.0252317,0.0404143,0.0185328,0.023103,0.0389151,0.041788,0.0542091,0.0876541,0.0756824,0.0417568,0.059817,0.0346505,0.0401353,0.0750042,0.0299607,0.0139903,0.0154597,0.0257765,0.0224679,0,0,0,0,0.0717401,0
34,0,0,0,0,0,0,0.0344708,0.0432564,0,0,0,0.0435891,0,0.0249158,0,0,0.0215555,0,0,0.0282072,0.088417,0.0222216,0.0143077,0.0214627,0.0279729,0.037666,0.0535291,0.0759659,0.0854397,0.0678926,0.0420409,0.0344718,0.0376942,0.0426482,0.0156598,0.0078438,0.00904076,0.0175992,0.0295336,0,0.0315058,0.0365152,0,0,0.0158724,0,0,0.0251925,0.0401789,0.0184103,0.0230141,0.039166,0.0417244,0.0539279,0.087383,0.0754891,0.0416144,0.0597375,0.0346351,0.0400396,0.0749146,0.0296059,0.0139789,0.0154721,0.0257198,0.0226238,0,0,0,0,0.071815,0
35,0,0,0,0,0,0,0.0342827,0.0432947,0,0,0,0.0423588,0,0.0260386,0,0,0.0214411,0,0,0.0281522,0.0884808,0.0236892,0.0139146,0.0228211,0.0273905,0.0375763,0.0536616,0.0753506,0.085499,0.0680849,0.0418958,0.0342995,0.0372879,0.0420207,0.0164075,0.00783797,0.00903086,0.0176019,0.029677,0,0.0313762,0.0364175,0,0,0.0158,0,0,0.0251466,0.0397547,0.018328,0.0229665,0.0393669,0.0416633,0.0536699,0.0870789,0.0752554,0.0415024,0.0596946,0.0346265,0.03992,0.0748437,0.0292591,0.0140042,0.0154704,0.0256747,0.0227611,0,0,0,0,0.0717925,0
36,0,0,0,0,0,0,0.0341166,0.043337,0,0,0,0.0439812,0,0.024132,0,0,0.0212974,0,0,0.0281445,0.0884087,0.0260879,0.01348,0.0235946,0.0269179,0.0374731,0.0538215,0.075078,0.0853076,0.0682518,0.0415214,0.034261,0.035392,0.0401058,0.0203033,0.00779401,0.00901422,0.0175562,0.0298683,0,0.0312605,0.0363401,0,0,0.0158825,0,0,0.0251265,0.0393987,0.0182438,0.0229789,0.0395531,0.0415481,0.0534138,0.0868036,0.0749423,0.0414075,0.0597193,0.0346782,0.0398693,0.0748249,0.0289306,0.013961,0.0154229,0.0255999,0.022853,0,0,0,0,0.0717097,0
37,0,0,0,0,0,0,0.0338055,0.0434209,0,0,0,0.0422316,0,0.0241359,0,0,0.0212348,0,0,0.0286406,0.0878388,0.0266295,0.0124354,0.0204559,0.0258866,0.0374317,0.0532548,0.0751182,0.0849869,0.0680385,0.0427686,0.0360699,0.0379134,0.0428571,0.0222473,0.00787069,0.00885136,0.0170809,0.030532,0,0.0312207,0.0361697,0,0,0.0155666,0,0,0.0257107,0.0391456,0.0187237,0.0234457,0.0394171,0.0418744,0.053359,0.0867198,0.0745234,0.0410708,0.0597407,0.035005,0.0397923,0.0746553,0.0277959,0.014127,0.0146743,0.0256779,0.0227819,0,0,0,0,0.0713481,0
38,0,0,0,0,0,0,0.0334757,0.0436881,0,0,0,0.0436862,0,0.0230386,0,0,0.0209724,0,0,0.0290423,0.0869657,0.0287578,0.0113485,0.0190635,0.0251302,0.0374214,0.0534337,0.0760409,0.0853149,0.0682406,0.0430745,0.0368131,0.0379519,0.0432492,0.025019,0.00809828,0.00868284,0.0166948,0.0307525,0,0.0311055,0.03601,0,0,0.0172874,0,0,0.0273568,0.0391948,0.0189082,0.0237293,0.0390155,0.0419869,0.0531329,0.086433,0.0740968,0.0406916,0.0598005,0.0350528,0.0398205,0.0745812,0.0277229,0.0132608,0.0147139,0.0258871,0.0226046,0,0,0,0,0.071139,0
