Timestep,C7,CLAV,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,LASI,LWRA
296,0.00233877,0.00329287,0.00438998,0.0172145,0.00440474,0,0,0.00525847,0,0.0210532,0.00300796,0.0377632,0.018038,0.0276776,0.0058364,0.00534389,0.00397597,0.00507948,0.00674285,0.00844012,0.0288695,0.00410516,0.00428121,0.00377398,0.0152501,0.00633782,0.00261466,0.00127233,0.0116072,0.0181959,0.026821,0.00986139,0.00125908,0,0,0.00363418,0,0.016143,0.00177501,0.0361674,0.0408425,0.0259407,0.0100401,0.0120898,0.00291327,0.000892947,0.0243735,0.00604616,0.00374529,0.0184815,0.0283134,0.0146359,0.024676,0.0167544,0.00233335,0.00276627,0.00129099,0.00389492,0.00324656,0,0,0,0,0,0.00440199,0.00471094
297,0.00265843,0.00335775,0.00461177,0.0171856,0.00445574,0,0,0.00559368,0,0.0210491,0.00311766,0.0372299,0.0189299,0.0276153,0.00494425,0.00535866,0.00392889,0.00493178,0.00796012,0.00973095,0.0296209,0.00439035,0.00479079,0.00379925,0.0152933,0.00679746,0.00279844,0.0013054,0.0135879,0.0181305,0.0289798,0.00908599,0.00111933,0,0,0.00362404,0,0.0160987,0.00188452,0.0360179,0.0419618,0.0255965,0.0108184,0.0113047,0.00270486,0.00123099,0.0245317,0.00667951,0.00286921,0.0187515,0.0272483,0.015346,0.0248048,0.0146601,0.00257329,0.00280522,0.00122684,0.00403097,0.00310482,0,0,0,0,0,0.00437615,0.00469354
298,0.00296304,0.0033592,0.0054712,0.0172138,0.00460444,0,0,0.0058835,0,0.0210019,0.0031623,0.0367211,0.0191007,0.0273523,0.00488423,0.00538186,0.00377424,0.00433282,0.00878436,0.0101684,0.0295148,0.00463652,0.00588488,0.00388683,0.014884,0.00805112,0.00291656,0.00132178,0.0161349,0.0181259,0.0308134,0.00826583,0.0009872,0,0,0.00358773,0,0.0160804,0.00196481,0.0357937,0.0424604,0.0252207,0.0116174,0.0105799,0.00246076,0.00179007,0.0246284,0.0070937,0.00203631,0.0189902,0.0261224,0.0160583,0.0247673,0.0124561,0.00267137,0.00260375,0.00115629,0.00419237,0.00293633,0,0,0,0,0,0.00441778,0.00467711
299,0.00316638,0.00332832,0.00640896,0.0172806,0.00463207,0,0,0.00603592,0,0.0209318,0.00316146,0.0363043,0.0187473,0.0271341,0.00597669,0.00537482,0.00356524,0.00301677,0.00947867,0.0100154,0.0286269,0.00464903,0.00650739,0.00367402,0.0141571,0.00955046,0.00309,0.00137765,0.0191446,0.0181833,0.032262,0.00743858,0.00102273,0,0,0.00366017,0,0.0161048,0.00199445,0.0356533,0.0423497,0.0247847,0.0124086,0.00998411,0.00226759,0.00222295,0.0245448,0.0072454,0.00139418,0.0192322,0.0248788,0.0167947,0.0246028,0.0101568,0.00269407,0.00233228,0.00113535,0.0043153,0.00279606,0,0,0,0,0,0.00460372,0.0046216
300,0.00337531,0.00328317,0.00709648,0.0173612,0.00443291,0,0,0.00616954,0,0.0208709,0.00304851,0.0361249,0.0179679,0.0270771,0.00709375,0.00514043,0.0033241,0.00223605,0.0100124,0.00961422,0.027527,0.00438056,0.00650185,0.00307135,0.0132946,0.0105902,0.00328655,0.00135627,0.0225829,0.0182465,0.0330215,0.0066458,0.00108458,0,0,0.00377534,0,0.0161331,0.00207061,0.0356045,0.0413381,0.0243822,0.012996,0.00931463,0.00220946,0.0025809,0.0241762,0.00697897,0.00132561,0.0194549,0.0234776,0.017504,0.0242242,0.00754512,0.00283805,0.00205695,0.00105066,0.00423438,0.00279601,0,0,0,0,0,0.00469451,0.00452711
301,0.0034013,0.00415681,0.0084366,0.0171687,0.004063,0,0,0.00742013,0,0.0210446,0.00355285,0.0366449,0.0164229,0.026591,0.00762298,0.00531845,0.00375443,0.00221171,0.00939589,0.00898738,0.0263635,0.00379761,0.00562338,0.00207726,0.0120423,0.0125021,0.00435001,0.00147952,0.031897,0.0181131,0.0310447,0.00674467,0.00113438,0,0,0.00527205,0,0.0161847,0.00307398,0.0360797,0.0377197,0.0257022,0.0116028,0.00567867,0.00313471,0.00852873,0.0193257,0.00480226,0.0100714,0.021724,0.0239627,0.0172919,0.0254452,0.0183302,0.00425504,0.00195886,0.00127254,0.00504233,0.00238784,0,0,0,0,0,0.00474709,0.0045505
302,0.00371069,0.00385598,0.00867492,0.0173482,0.00386296,0,0,0.00735177,0,0.02088,0.00329714,0.0365736,0.0151453,0.0264966,0.00829046,0.00520801,0.00317417,0.00309654,0.00935921,0.008817,0.0256108,0.0037763,0.0056759,0.00165291,0.0114761,0.0124781,0.0044477,0.00125911,0.0330815,0.0181401,0.0322342,0.00596503,0.00117334,0,0,0.0053149,0,0.0161913,0.00328103,0.0361624,0.0396973,0.0253777,0.0113096,0.00509347,0.0030727,0.00859486,0.0187998,0.00392737,0.00996567,0.0232506,0.0226817,0.0187611,0.0275047,0.018219,0.00430208,0.00162751,0.00110852,0.00454431,0.00242115,0,0,0,0,0,0.00475326,0.00446484
303,0.00397856,0.00343953,0.00890002,0.0175627,0.00381797,0,0,0.00712169,0,0.0207105,0.00292864,0.0364965,0.0140475,0.026304,0.00833678,0.00513808,0.00253791,0.00358737,0.00924786,0.00887299,0.0251201,0.00392998,0.0058715,0.00146941,0.0111694,0.0124372,0.00443688,0.00100473,0.0335011,0.0181991,0.0325628,0.00517981,0.000946679,0,0,0.00528157,0,0.0162016,0.00328161,0.0362082,0.0407452,0.0250325,0.011028,0.00451826,0.00295154,0.00850875,0.0183773,0.00314179,0.00954663,0.0241868,0.0212777,0.0202583,0.0287555,0.0174543,0.00425293,0.00114787,0.000923641,0.00397789,0.00252096,0,0,0,0,0,0.00478922,0.00434813
304,0.0040087,0.00270901,0.00904863,0.0177756,0.00399914,0,0,0.0068271,0,0.0205386,0.00254806,0.0365619,0.0132675,0.0260978,0.00804112,0.00494528,0.0022304,0.00381136,0.00921242,0.00888252,0.024869,0.00409053,0.00589751,0.00142815,0.0110715,0.0120685,0.00464272,0.000746942,0.0336097,0.018035,0.03213,0.00471069,0.000438241,0,0,0.00472944,0,0.0163886,0.00271496,0.0363031,0.0406606,0.0246446,0.0108598,0.00407871,0.00268936,0.0082367,0.0180773,0.00328651,0.00880235,0.024707,0.0198268,0.021746,0.0294186,0.0161207,0.0037206,0.000268933,0.000836541,0.00330047,0.00257151,0,0,0,0,0,0.0047609,0.00423815
305,0.00397645,0.00248137,0.00875935,0.0181385,0.0044542,0,0,0.00645807,0,0.0202494,0.00214724,0.0369142,0.0125551,0.0260573,0.00796465,0.00516791,0.00155645,0.00381328,0.00901394,0.00879967,0.0247236,0.00416474,0.00565078,0.00136291,0.0109146,0.0117637,0.00412878,0.000552463,0.0312503,0.0184571,0.0308769,0.00459913,0.00115562,0,0,0.00439214,0,0.0162945,0.00258328,0.0362985,0.0406618,0.0242516,0.0108592,0.00330279,0.00204966,0.00766233,0.0177316,0.00444908,0.00792411,0.0249529,0.0185535,0.0229299,0.0296282,0.0152756,0.00344803,0.000291808,0.00077405,0.00300954,0.00355302,0,0,0,0,0,0.00477609,0.0039388
306,0.00396702,0.00185319,0.00834181,0.0185435,0.00479609,0,0,0.0060338,0,0.0199794,0.00181933,0.0373053,0.0120018,0.0261633,0.00812349,0.00515842,0.00152447,0.00386294,0.00908085,0.00875193,0.0245516,0.00419782,0.00531558,0.00126058,0.0108863,0.0109186,0.00390359,0.000522898,0.0290304,0.0186316,0.0292994,0.00432465,0.00124935,0,0,0.00367572,0,0.0163074,0.00216282,0.03633,0.0395264,0.0238291,0.0107422,0.002719,0.00170031,0.00682004,0.0173814,0.00584037,0.00689454,0.0249979,0.0174054,0.0238352,0.0295028,0.0147698,0.00269816,0.000446223,0.000841479,0.00246434,0.00399589,0,0,0,0,0,0.0045549,0.00388279
307,0.00403182,0.00128397,0.00782396,0.0189312,0.00487395,0,0,0.00539389,0,0.0196937,0.00170444,0.0375835,0.0115661,0.02633,0.00839179,0.0051178,0.00189479,0.00402499,0.00897658,0.00878102,0.0243286,0.00421149,0.0050846,0.00110675,0.010875,0.0098472,0.00352228,0.000825684,0.0265552,0.0187368,0.0274934,0.00425141,0.00169922,0,0,0.00330587,0,0.0162871,0.00166012,0.0363794,0.0379067,0.0234884,0.0106941,0.0022266,0.00141488,0.005966,0.0171718,0.00684302,0.00599696,0.0249426,0.0165224,0.0243977,0.0292682,0.0147702,0.0019382,0.000974626,0.00090724,0.002144,0.00428093,0,0,0,0,0,0.00422684,0.00380979
308,0.00412015,0.0008064,0.0071612,0.0191648,0.00471958,0,0,0.00511255,0,0.0195342,0.00169751,0.0376672,0.0109123,0.0265246,0.00863276,0.00501881,0.00231096,0.00427559,0.00891355,0.00888148,0.0241848,0.0042162,0.005139,0.000990001,0.0109233,0.008513,0.00305569,0.00115923,0.0243354,0.0188066,0.0258627,0.00449276,0.00213753,0,0,0.00312593,0,0.0162652,0.00111205,0.0364044,0.0362577,0.0232699,0.0107672,0.0018019,0.00109919,0.00517201,0.0170419,0.00730808,0.00543912,0.0247373,0.0160168,0.0246476,0.0288282,0.0166464,0.0014416,0.00145217,0.00107844,0.00196903,0.00434921,0,0,0,0,0,0.00381344,0.00368442
309,0.00414825,0.000428839,0.00640805,0.0192905,0.00409288,0,0,0.00489766,0,0.0194628,0.00169732,0.0376008,0.0101098,0.0266978,0.00871831,0.00476651,0.00278068,0.00451738,0.00890364,0.00900436,0.0242119,0.00417176,0.00550492,0.000980361,0.0110102,0.00702632,0.00279031,0.00145225,0.0223495,0.0188684,0.0247334,0.00485799,0.00235307,0,0,0.00294179,0,0.0162609,0.000915273,0.0364051,0.0351803,0.0231876,0.0109059,0.00134497,0.000933081,0.00442504,0.0167261,0.0078083,0.00508649,0.024339,0.0158799,0.0245109,0.0282009,0.0196815,0.00126203,0.00178023,0.00129806,0.00189977,0.00421376,0,0,0,0,0,0.00332844,0.00366396
310,0.00445783,0.000739234,0.00587039,0.019562,0.00326165,0,0,0.00430107,0,0.0192814,0.00174408,0.0369615,0.00973691,0.0270973,0.00895609,0.00350094,0.00284554,0.00525543,0.00944345,0.00925222,0.0244718,0.00421045,0.00639922,0.0011417,0.0112194,0.00588383,0.00214211,0.00181747,0.019694,0.0190549,0.017778,0.00483329,0.00293089,0,0,0.0023358,0,0.0163098,0.000667217,0.0360027,0.0187863,0.0221281,0.0129768,0.0022674,0.000991631,0.00102722,0.0171033,0.00619145,0.00344424,0.0224358,0.0121932,0.0223209,0.0238667,0.0214394,0.000927539,0.00188364,0.00169835,0.00177845,0.00458047,0,0,0,0,0,0.00246218,0.00369593
311,0.00476449,0.00104846,0.00615052,0.0198028,0.00260081,0,0,0.004302,0,0.0190768,0.00180472,0.0363928,0.00920266,0.0273225,0.00899308,0.00255422,0.00364441,0.00576691,0.00969836,0.00931917,0.0248621,0.00429682,0.00726978,0.00134118,0.0113754,0.00594032,0.00220097,0.00184089,0.026396,0.0191786,0.0239289,0.00499907,0.0030232,0,0,0.00277427,0,0.0162047,0.000987347,0.0359235,0.0211146,0.0218008,0.0150221,0.00286166,0.00169135,0.00178643,0.0179048,0.00534597,0.00371112,0.0227356,0.013105,0.023689,0.023546,0.0283875,0.0011347,0.00224193,0.00165031,0.00208417,0.00425693,0,0,0,0,0,0.00199017,0.00368403
312,0.00445201,0.00109381,0.00697143,0.0198889,0.00262833,0,0,0.0041583,0,0.0189973,0.00167,0.0362432,0.00833051,0.0272117,0.0088306,0.0021519,0.00330737,0.00588688,0.00951394,0.00935264,0.0253238,0.00435024,0.00782527,0.00154677,0.0113902,0.00696392,0.00185137,0.0017427,0.0262931,0.0192147,0.0237214,0.00539502,0.00268874,0,0,0.00220645,0,0.0163067,0.000996447,0.0358358,0.0215503,0.0221554,0.0157344,0.00247286,0.00137915,0.00170261,0.0176258,0.00545787,0.00337841,0.0228038,0.0128664,0.0236216,0.0234767,0.0291873,0.00121018,0.00190906,0.00183378,0.00156852,0.0044369,0,0,0,0,0,0.00179027,0.00374082
313,0.00434658,0.00108704,0.00819861,0.0197539,0.00299139,0,0,0.00411275,0,0.0190908,0.0016024,0.03623,0.00767117,0.0270336,0.00854797,0.0017161,0.0037006,0.00583133,0.00924578,0.00921425,0.025592,0.00435685,0.00813618,0.00167207,0.0113736,0.00836923,0.00208538,0.00160535,0.0257339,0.019162,0.023095,0.00629145,0.00226405,0,0,0.00228165,0,0.016265,0.000993975,0.0359449,0.0224607,0.0224189,0.016642,0.00214962,0.0014519,0.00171612,0.0174783,0.00523594,0.00291974,0.0232011,0.0123432,0.0237417,0.0240141,0.0291644,0.0010902,0.0017739,0.00149464,0.00140565,0.00457644,0,0,0,0,0,0.0016042,0.00383284
314,0.0042851,0.00103657,0.00973621,0.019512,0.0031783,0,0,0.00434433,0,0.0192112,0.00162473,0.0363167,0.00707722,0.0267987,0.00847256,0.00142466,0.00397535,0.00562522,0.00917208,0.00894385,0.0255522,0.00434861,0.00833049,0.00169754,0.0111893,0.0102557,0.00243472,0.00147628,0.024734,0.0190382,0.0220926,0.00737078,0.00200794,0,0,0.00223996,0,0.0161843,0.000892792,0.0361266,0.0229167,0.0226568,0.0174555,0.00170903,0.00139572,0.0016834,0.0172422,0.00497537,0.00267624,0.0234729,0.0119397,0.0237129,0.0243954,0.0283946,0.000882299,0.00173203,0.00125383,0.00141935,0.00458667,0,0,0,0,0,0.00161865,0.00393517
315,0.00530734,0.00126312,0.0107526,0.0192691,0.00318204,0,0,0.00519776,0,0.0194563,0.00184195,0.0369285,0.00607121,0.0262516,0.0082412,0.00168225,0.00443419,0.00501883,0.00876598,0.00854142,0.025424,0.0041182,0.00802004,0.0016966,0.0108418,0.0115616,0.00344589,0.00115388,0.0149678,0.0189303,0.0172817,0.00879483,0.00351095,0,0,0.0072831,0,0.0160792,0.00352523,0.0362801,0.022648,0.0234582,0.0172332,0.000488597,0.00176937,0.00100354,0.0158833,0.00675329,0.00300243,0.0244373,0.0118931,0.0229334,0.0262282,0.0195833,0.00306387,0.000875109,0.000456654,0.000596583,0.00466763,0,0,0,0,0,0.00174202,0.00395699
316,0.00372305,0.00196192,0.0115621,0.0192352,0.00318562,0,0,0.0055854,0,0.0194323,0.0018454,0.0372761,0.00519529,0.0259048,0.00790742,0.00185209,0.00307086,0.00471444,0.00842417,0.00798748,0.0252962,0.00388601,0.00760513,0.00174938,0.0104628,0.0127505,0.00327329,0.00103555,0.0128332,0.0188935,0.0201668,0.00956541,0.00232527,0,0,0.00123603,0,0.0163162,0.000576569,0.0364214,0.0280656,0.0240033,0.0178367,0.00147413,0.00258679,0.00228736,0.0152894,0.00796513,0.00411857,0.0254693,0.0135635,0.0238132,0.0282084,0.0167318,0.00117188,0.00135491,0.00106405,0.00362551,0.00469948,0,0,0,0,0,0.0019895,0.0039134
317,0.00362781,0.00207223,0.012545,0.0191947,0.00332396,0,0,0.005707,0,0.0194067,0.00167489,0.0373828,0.00443261,0.0257029,0.00765705,0.00141425,0.00336581,0.00467668,0.00795767,0.00754618,0.0251245,0.00379123,0.0073968,0.00184482,0.0101151,0.0138089,0.0036795,0.00115137,0.0124108,0.0188692,0.0215927,0.00996224,0.00223469,0,0,0.00118523,0,0.0163011,0.000647468,0.0365647,0.0299408,0.024172,0.0185934,0.00159539,0.00288529,0.00260272,0.0148953,0.00835423,0.00467416,0.0259817,0.0141891,0.0242676,0.0289905,0.0162607,0.00119984,0.00132813,0.000973463,0.00404031,0.00457064,0,0,0,0,0,0.00206021,0.00408202
318,0.0036033,0.00202185,0.0134331,0.0192475,0.0034904,0,0,0.00570686,0,0.0194174,0.00180089,0.0373554,0.00421655,0.0255825,0.00759374,0.000971707,0.0036264,0.00468583,0.00776364,0.00754816,0.0250903,0.00369653,0.00735609,0.00172324,0.0100475,0.0148267,0.00411409,0.00137325,0.0119681,0.0188471,0.0215906,0.0104057,0.0021586,0,0,0.00121498,0,0.0162743,0.000614502,0.0367113,0.0300456,0.0241513,0.0186813,0.00165566,0.00299088,0.00235558,0.0145907,0.00829478,0.00479641,0.0261691,0.0140262,0.0244249,0.0291418,0.0162107,0.00132276,0.00135056,0.000839489,0.00416929,0.00460842,0,0,0,0,0,0.00205364,0.00430783
319,0.00365021,0.00185926,0.0144787,0.0194085,0.00386887,0,0,0.00569521,0,0.019433,0.0019553,0.0371992,0.00416691,0.0255337,0.00758798,0.000604108,0.00395972,0.00494738,0.00771755,0.00756622,0.0251132,0.00373265,0.00759711,0.001697,0.0100581,0.0161792,0.00458779,0.00179093,0.0117581,0.0188356,0.0218708,0.010451,0.00211103,0,0,0.00135327,0,0.0162327,0.000426275,0.036541,0.0307144,0.0240603,0.0185208,0.00160451,0.0027969,0.00233295,0.014545,0.00818817,0.00470712,0.0263889,0.0137295,0.0246342,0.0293864,0.0161019,0.00138636,0.00150502,0.000788159,0.00398939,0.00465941,0,0,0,0,0,0.00188822,0.00459978
320,0.00363599,0.00161186,0.0155887,0.0195475,0.00443116,0,0,0.0056884,0,0.0194002,0.00208325,0.0370205,0.00417707,0.0255386,0.00758643,0.000710324,0.00426893,0.00610627,0.0076674,0.00750985,0.0251925,0.00383982,0.00800139,0.00181235,0.0101188,0.0177623,0.00506502,0.00179355,0.0115199,0.0188126,0.0223259,0.0103608,0.00199356,0,0,0.00157355,0,0.0161663,0.000409785,0.0366009,0.0315383,0.0240002,0.0182608,0.00162947,0.00230226,0.00217704,0.0147202,0.00802834,0.00435789,0.0266054,0.0134408,0.0250216,0.02954,0.0160543,0.00138876,0.00179106,0.000755799,0.00353691,0.00451971,0,0,0,0,0,0.00173905,0.00471896
321,0.00358826,0.00143144,0.016553,0.019636,0.00486115,0,0,0.00565964,0,0.0193428,0.0021768,0.0369393,0.00432513,0.0254709,0.00752948,0.00099741,0.00436457,0.006234,0.00756895,0.00747835,0.0253094,0.00384075,0.00825526,0.00185321,0.0101749,0.0190597,0.00548566,0.0016937,0.0118052,0.0187789,0.0230119,0.0102821,0.00191695,0,0,0.00231008,0,0.0160784,0.000421966,0.0368751,0.0323882,0.0240082,0.0180541,0.00176848,0.00194428,0.00198394,0.0149704,0.00782353,0.00389703,0.026825,0.0132803,0.025527,0.0296597,0.0164484,0.00129137,0.00186632,0.000587888,0.00300521,0.00433966,0,0,0,0,0,0.0017453,0.00482198
322,0.00340152,0.00120312,0.0173997,0.0197827,0.00516837,0,0,0.00541752,0,0.0193278,0.00219763,0.0369145,0.00451586,0.0253763,0.0073487,0.00116474,0.00487844,0.00518176,0.00738994,0.00740584,0.0253639,0.0037307,0.00829388,0.00183782,0.0101271,0.0200366,0.00588304,0.00191239,0.0114903,0.0187706,0.0236868,0.0102285,0.00164044,0,0,0.0020775,0,0.0159336,0.000435379,0.037183,0.0338578,0.0241238,0.0182362,0.00205448,0.00137557,0.00206417,0.0151958,0.00758677,0.00337314,0.0269943,0.0133554,0.0257404,0.0298519,0.0170677,0.00131236,0.00228588,0.000764359,0.00204947,0.00380166,0,0,0,0,0,0.0017529,0.00506582
323,0.00299151,0.00114795,0.0182141,0.0198513,0.00547242,0,0,0.00525352,0,0.0193158,0.00223971,0.0368789,0.00467873,0.0252342,0.0070539,0.00148601,0.0043806,0.00494284,0.00722498,0.00728821,0.0254341,0.00359272,0.00826065,0.00185106,0.00998183,0.0210257,0.00601307,0.00222375,0.0123177,0.0187991,0.0244651,0.010192,0.00173618,0,0,0.00201263,0,0.0159522,0.000683067,0.0374526,0.0349645,0.0242516,0.0187651,0.00249623,0.00149219,0.00240788,0.0153891,0.00755151,0.0028553,0.027203,0.0134858,0.0258805,0.0301363,0.0181399,0.00147624,0.00231627,0.000617977,0.00190373,0.00381373,0,0,0,0,0,0.00170899,0.00518136
324,0.00263223,0.00104868,0.0192035,0.0198624,0.0058444,0,0,0.00499559,0,0.0193253,0.0021509,0.0367526,0.00492337,0.0251458,0.00677023,0.0018226,0.00379012,0.00493028,0.00697541,0.00708202,0.0255144,0.00351267,0.0083013,0.00190649,0.00983096,0.0222151,0.00601779,0.00199529,0.0131709,0.0187919,0.025383,0.0101408,0.00193685,0,0,0.00196743,0,0.0159553,0.00119009,0.0376621,0.0362408,0.0244171,0.01942,0.00305096,0.00167062,0.00302336,0.0155898,0.0075143,0.00264106,0.0275944,0.0136668,0.0263959,0.0305176,0.0192516,0.00161553,0.00225867,0.000464288,0.00173128,0.00389706,0,0,0,0,0,0.00169371,0.00528506
325,0.00250239,0.000970886,0.0202393,0.0198272,0.0062344,0,0,0.00469525,0,0.0193137,0.00208948,0.0364484,0.00536301,0.0250965,0.00658593,0.00213652,0.00323509,0.00497341,0.00664244,0.0069401,0.0256532,0.00346295,0.00837929,0.00196693,0.00970583,0.0234551,0.00592944,0.00160513,0.0140765,0.0187519,0.0262265,0.00999794,0.00220914,0,0,0.00222411,0,0.0159076,0.00111347,0.0377508,0.0376334,0.0245514,0.0201374,0.00361581,0.00177052,0.00348257,0.0158848,0.00719533,0.00279955,0.0282212,0.0137955,0.0269459,0.031075,0.0202507,0.00173351,0.00221281,0.000471235,0.00153489,0.00397491,0,0,0,0,0,0.00169989,0.00525265
326,0.00356417,0.00176585,0.0216038,0.0199229,0.00660771,0,0,0.00403971,0,0.0192358,0.00213437,0.0350683,0.00663536,0.0254205,0.00628314,0.00266972,0.00349828,0.00538527,0.0069573,0.00651852,0.0260212,0.00372274,0.00879784,0.00211031,0.00976135,0.0254975,0.005641,0.00169044,0.0282447,0.0188259,0.0255025,0.00843054,0.00298488,0,0,0.0100718,0,0.0160192,0.00450576,0.0381855,0.0332477,0.024136,0.0225204,0.00248479,0.00179198,0.00562958,0.0193181,0.00276509,0.00397596,0.026558,0.0134148,0.0259977,0.0278725,0.0313628,0.00442222,0.00290865,0.00135196,0.000708845,0.00392874,0,0,0,0,0,0.00199708,0.00534753
327,0.00191536,0.000642237,0.0224959,0.0199332,0.00688738,0,0,0.00302342,0,0.0193618,0.00204082,0.0348478,0.00715776,0.0255349,0.00594541,0.00287678,0.00308345,0.00543079,0.00672852,0.00635329,0.0261204,0.00376195,0.00886892,0.0021882,0.00964042,0.0266499,0.00460217,0.00180801,0.0305654,0.0187691,0.0270017,0.00827417,0.00224193,0,0,0.00384278,0,0.015876,0.00200125,0.0383581,0.0350737,0.0243017,0.0228997,0.00273075,0.00257035,0.00642564,0.019966,0.00238323,0.00524827,0.0266945,0.0151043,0.0262462,0.028182,0.0332019,0.00310988,0.00230667,0.000622547,0.00143157,0.00360258,0,0,0,0,0,0.00251109,0.00557826
328,0.00170891,0.00071438,0.0236796,0.0198849,0.00727137,0,0,0.00273759,0,0.0194488,0.00207151,0.0350701,0.00778225,0.0256586,0.00580999,0.00313548,0.0030316,0.00553066,0.00656042,0.00625056,0.0262369,0.00391025,0.0091041,0.00241856,0.00956884,0.0281171,0.00417023,0.00171255,0.032054,0.0187561,0.027705,0.00824757,0.00195735,0,0,0.00401217,0,0.0158151,0.00175486,0.038619,0.0358393,0.0244782,0.0230875,0.00312133,0.00244705,0.00710185,0.0203717,0.00224916,0.00660575,0.0267373,0.0168454,0.0260523,0.0281525,0.03472,0.00318224,0.00216182,0.000692686,0.00119627,0.00338576,0,0,0,0,0,0.00292892,0.00569811
329,0.0014624,0.000850395,0.0247426,0.0197909,0.00777315,0,0,0.0025728,0,0.0195159,0.00211857,0.0352357,0.00843734,0.0257546,0.00571283,0.00336837,0.00303876,0.00543753,0.00633808,0.00611062,0.0265396,0.0040761,0.00933628,0.00264521,0.00954666,0.0294981,0.00376747,0.00157099,0.0330556,0.0187886,0.0276385,0.00823598,0.00160746,0,0,0.00388053,0,0.015814,0.00146633,0.0389084,0.035326,0.0247005,0.0230537,0.00349651,0.00232861,0.00764201,0.0204993,0.00215938,0.00787888,0.0264808,0.018683,0.0256736,0.0277339,0.0359957,0.00331785,0.0019445,0.000733432,0.00102071,0.00324886,0,0,0,0,0,0.00322588,0.00582336
330,0.0011502,0.00102227,0.025559,0.019649,0.00821533,0,0,0.00262314,0,0.0196044,0.0021664,0.0353884,0.00892079,0.0257629,0.00552394,0.00355015,0.00298816,0.0054373,0.00614793,0.00598248,0.0267725,0.00420953,0.00943413,0.00275913,0.00947844,0.0305441,0.00335649,0.00146028,0.0337628,0.0187428,0.0269256,0.00819574,0.00120163,0,0,0.00350298,0,0.0157694,0.00121761,0.0392545,0.033815,0.0250055,0.0230684,0.00391093,0.00219473,0.00787716,0.0204841,0.00202151,0.00863309,0.0258863,0.02063,0.0251366,0.0269691,0.0370218,0.00302441,0.00170187,0.000881238,0.00091343,0.00324868,0,0,0,0,0,0.00349359,0.00594951
331,0.00087535,0.00128691,0.0263258,0.0195131,0.00867954,0,0,0.00284756,0,0.019707,0.00219474,0.0355958,0.00935873,0.0257268,0.00520217,0.00369143,0.0029,0.00551109,0.00604603,0.00592971,0.0269328,0.00427791,0.00952385,0.00284973,0.00939301,0.0314568,0.00304508,0.00133804,0.0343079,0.0187548,0.0256482,0.00810649,0.00108516,0,0,0.00305643,0,0.0157772,0.00109024,0.0397266,0.0313508,0.0254122,0.0226005,0.00452217,0.00215196,0.00806688,0.0202364,0.00187761,0.00900914,0.0247753,0.0226115,0.0240773,0.0254969,0.037862,0.00267852,0.00141349,0.000960609,0.000958673,0.00323069,0,0,0,0,0,0.00371107,0.00609958
332,0.00132383,0.00127212,0.0270996,0.0193113,0.00918494,0,0,0.00245815,0,0.0197744,0.00170581,0.0358294,0.00986303,0.0256795,0.00501709,0.00373495,0.0017489,0.0056436,0.00602934,0.00595519,0.0270743,0.00436754,0.00961506,0.00296166,0.00936028,0.0323298,0.002925,0.000945545,0.0346772,0.0187338,0.0238612,0.00796984,0.00193805,0,0,0.00320247,0,0.0158928,0.000912055,0.0402739,0.0280752,0.0259273,0.0216501,0.00530554,0.00180298,0.00825105,0.019727,0.00192603,0.0091882,0.0231033,0.0246266,0.0223617,0.0234571,0.0384989,0.00228488,0.000565006,0.00101999,0.00056937,0.00363518,0,0,0,0,0,0.00377898,0.00602723
333,0.00160716,0.00163883,0.0279015,0.0191746,0.00976548,0,0,0.00251952,0,0.0199345,0.00154106,0.0360556,0.0104589,0.0256857,0.00484411,0.0038613,0.00155287,0.00571969,0.00604388,0.005906,0.0271882,0.00461722,0.00973664,0.00320104,0.00925818,0.0332122,0.00269986,0.000866886,0.034666,0.0186687,0.0216467,0.00762333,0.00226355,0,0,0.00221252,0,0.0158796,0.000511016,0.0407126,0.0241926,0.0265886,0.0202491,0.00595811,0.00183181,0.00843005,0.0191006,0.00219044,0.0091223,0.0208357,0.0268391,0.0201088,0.0209175,0.0387345,0.00194058,0.000591543,0.000903224,0.000972383,0.0038931,0,0,0,0,0,0.003941,0.00625154
