Timestep,C7,CLAV,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,LASI,LWRA
141,0.00236291,0.00116275,0.032446,0.0191793,0.0141067,0,0,0.00178604,0,0.0191914,0.00124597,0.0373414,0.00935053,0.0198361,0.00801667,0.00422755,0.00069606,0.00716096,0.0109122,0.0105289,0.0218299,0.00909204,0.013676,0.00332061,0.0108563,0.0421439,0.00129583,0.0012198,0.0163584,0.0189712,0.0138536,0.00955403,0.00182247,0,0,0.0008615,0,0.0161486,0.000775428,0.034136,0.0217812,0.0336998,0.0148469,0.00673656,0.0046329,0.0018863,0.0196701,0.00304679,0.00292109,0.015058,0.0393399,0.0123327,0.0176378,0.0192433,0.00113654,0.00119021,0.000260523,0.00295466,0.00141863,0,0,0,0,0,0.00360007,0.00428431
142,0.00245294,0.00128064,0.0330526,0.01891,0.0138272,0,0,0.00186524,0,0.019356,0.00108195,0.0376147,0.00992004,0.0200797,0.00754524,0.00448927,0.000708729,0.00776999,0.010628,0.0107459,0.0216852,0.00921176,0.0134305,0.0033895,0.0104309,0.0428874,0.00169122,0.00102876,0.0166779,0.0189007,0.0139902,0.0100526,0.0019539,0,0,0.00143786,0,0.0160971,0.00067313,0.0342201,0.0218743,0.0333818,0.0155513,0.007417,0.00490374,0.00187124,0.0197911,0.00355575,0.00330989,0.015066,0.0390747,0.0121998,0.0176784,0.0196232,0.00143222,0.00110131,0.000232325,0.00299674,0.00125876,0,0,0,0,0,0.00399352,0.00407727
143,0.00326975,0.00189513,0.0337755,0.0185769,0.0136349,0,0,0.00153003,0,0.0196368,0.000712995,0.0378383,0.0108015,0.0202641,0.00707231,0.00509979,0.000702395,0.00830454,0.010315,0.0108875,0.0215031,0.00947892,0.0132644,0.00352263,0.0100268,0.0438546,0.00171747,0.00060812,0.0169466,0.0187832,0.0141487,0.0107154,0.00358881,0,0,0.005484,0,0.016057,0.00379588,0.0343447,0.022217,0.0330548,0.0163191,0.00855084,0.0053983,0.00187979,0.0199873,0.00404535,0.00378111,0.0151335,0.0387449,0.0120739,0.0178515,0.0199462,0.00311488,0.00404064,0.00112916,0.0034157,0.000840305,0,0,0,0,0,0.00450374,0.00387357
144,0.00279865,0.00196636,0.0345193,0.0183895,0.0132449,0,0,0.00270665,0,0.0197766,0.0013086,0.0380058,0.0116587,0.0205796,0.00688281,0.00559083,0.000688505,0.00874507,0.0100239,0.0109176,0.0214443,0.00985281,0.0132248,0.00367718,0.00960413,0.0450116,0.00252752,0.000641137,0.0172596,0.0187669,0.0144346,0.0112258,0.00219682,0,0,0.00309722,0,0.0160283,0.00116047,0.0343819,0.0226408,0.0327599,0.0172022,0.00951431,0.00517289,0.00193066,0.0202061,0.00465593,0.0042987,0.0152451,0.0384262,0.0120063,0.0179774,0.0201231,0.00221895,0.0010872,0.000133785,0.00345641,0.000859812,0,0,0,0,0,0.00491579,0.00400223
145,0.00276923,0.0019774,0.0351914,0.0183313,0.012601,0,0,0.00294015,0,0.0197595,0.00139755,0.0381853,0.0123198,0.0208455,0.00688004,0.00584321,0.00082968,0.00909285,0.00974016,0.0108258,0.0213752,0.010243,0.0132031,0.00396551,0.00915216,0.0462414,0.00264328,0.000500818,0.0172817,0.0187921,0.01434,0.0115139,0.00234926,0,0,0.00364539,0,0.0160398,0.00133868,0.0343279,0.022724,0.0325238,0.0174795,0.0101122,0.00551468,0.00197885,0.0203852,0.00497782,0.00467201,0.0152905,0.0382152,0.0119429,0.0180287,0.0203788,0.00250779,0.00114179,0.000250599,0.00335069,0.000668862,0,0,0,0,0,0.00525108,0.00405014
146,0.00275104,0.00192822,0.0356772,0.0182822,0.0117801,0,0,0.00310647,0,0.0197736,0.00142393,0.0383525,0.0127369,0.021157,0.00689226,0.00604402,0.000912915,0.0092995,0.00939948,0.0105907,0.0213553,0.010317,0.0129609,0.00437246,0.00868689,0.047236,0.0027147,0.000292,0.0172874,0.0187432,0.0142263,0.0117261,0.00249994,0,0,0.00406019,0,0.0159935,0.00149008,0.0341856,0.0227816,0.0323249,0.0176593,0.0106106,0.00577916,0.00209597,0.0205492,0.00519808,0.00498111,0.0154458,0.03802,0.0118818,0.0180752,0.0207421,0.0026849,0.00111288,0.000362848,0.00322073,0.000476909,0,0,0,0,0,0.00550883,0.00409609
147,0.00278599,0.00188916,0.0360585,0.0181588,0.0110716,0,0,0.0032046,0,0.0198659,0.00143875,0.0385302,0.0130317,0.0213174,0.00693254,0.00628574,0.000972391,0.00937059,0.00898474,0.0102257,0.0214421,0.0104308,0.0127658,0.00464954,0.00831035,0.047925,0.00273538,0.000230784,0.0173155,0.0187621,0.0142491,0.0119993,0.00278269,0,0,0.00441966,0,0.0160138,0.00155545,0.0342179,0.0230594,0.0321637,0.0178829,0.01112,0.00599362,0.00223807,0.020692,0.00538937,0.00532436,0.0156133,0.0378432,0.0118166,0.0182765,0.0208279,0.00279014,0.00111567,0.000484501,0.00315988,0.000312075,0,0,0,0,0,0.00557534,0.00414066
148,0.00286128,0.00184011,0.0362451,0.0180985,0.0107507,0,0,0.00324168,0,0.0200182,0.00140851,0.0387834,0.0128626,0.0215013,0.00694801,0.00648373,0.000991341,0.00931211,0.00850555,0.00979017,0.0216771,0.0104815,0.012812,0.00482716,0.00812079,0.0482155,0.00266764,0.000355563,0.0172881,0.0187607,0.0143269,0.0122952,0.00321314,0,0,0.00466168,0,0.0160086,0.00160548,0.0343455,0.0232541,0.0320262,0.0181797,0.0114792,0.00624551,0.0023195,0.0208227,0.00563628,0.00566662,0.0156648,0.0377069,0.0117741,0.0185355,0.0207653,0.00286572,0.00110368,0.00058948,0.00312848,0.000476448,0,0,0,0,0,0.00570584,0.00420285
149,0.0028177,0.00151909,0.0360722,0.018146,0.0104677,0,0,0.00291661,0,0.0202336,0.00121538,0.0391035,0.0124243,0.0217283,0.00702965,0.00640382,0.001148,0.00913644,0.00793935,0.00935432,0.0220132,0.0104872,0.0131156,0.00497139,0.00808923,0.0481101,0.00239603,0.000478769,0.0172723,0.0187234,0.0142056,0.0124156,0.00351771,0,0,0.00384001,0,0.015978,0.00110159,0.0344559,0.0230905,0.0319759,0.018225,0.0113296,0.00652109,0.00239486,0.0209755,0.00577467,0.00589966,0.0156075,0.0377064,0.0117555,0.0186274,0.0206951,0.00240298,0.00135248,0.00085926,0.0027631,0.000761625,0,0,0,0,0,0.00568247,0.00419354
150,0.00271555,0.00134315,0.0350242,0.0181817,0.010089,0,0,0.00286333,0,0.0203065,0.00114612,0.0393407,0.0119044,0.022114,0.00710362,0.00653053,0.00129684,0.00875348,0.00719912,0.00886074,0.0224623,0.0103231,0.0133745,0.00500663,0.00822264,0.046909,0.00239199,0.000518562,0.0171905,0.0187087,0.0141834,0.012643,0.00315153,0,0,0.00462989,0,0.0160002,0.00147723,0.0345332,0.022987,0.0319066,0.0186678,0.0114402,0.00642988,0.00255419,0.021185,0.00617479,0.00631155,0.0156148,0.0376513,0.0117348,0.0187122,0.0207686,0.0025929,0.00109314,0.00077548,0.00261424,0.000806294,0,0,0,0,0,0.00561382,0.0042134
151,0.00259791,0.00110584,0.0328777,0.0181444,0.00964112,0,0,0.00294475,0,0.0202594,0.00120522,0.0394868,0.0117217,0.0225581,0.00734648,0.00661692,0.00155333,0.00812478,0.00631352,0.0082206,0.0229533,0.00994469,0.0133956,0.00475793,0.00853967,0.0443964,0.00252497,0.000537751,0.0171149,0.0186876,0.0141844,0.0128619,0.00289866,0,0,0.00513283,0,0.0160662,0.00166857,0.0345792,0.0229411,0.0318689,0.0191849,0.0114872,0.00625754,0.00272946,0.0214618,0.0066696,0.00675624,0.0156507,0.0376026,0.0117254,0.0187067,0.0207332,0.0026256,0.00116408,0.000645573,0.00242341,0.000897031,0,0,0,0,0,0.00539051,0.00424725
152,0.00250063,0.000847629,0.0295152,0.0180669,0.00866324,0,0,0.00304402,0,0.0202266,0.00130376,0.0395721,0.0116711,0.0230669,0.00772745,0.00668564,0.00182536,0.00725857,0.00538412,0.0074935,0.0235256,0.00928469,0.0130613,0.00443744,0.00910163,0.0402573,0.00262231,0.000616222,0.0171113,0.0186499,0.0142919,0.0130798,0.00274668,0,0,0.00532584,0,0.0161047,0.00170771,0.0346575,0.0228682,0.0318812,0.0197699,0.0114745,0.00607329,0.00284627,0.0217617,0.00717074,0.00717545,0.015752,0.0375435,0.0117422,0.0185897,0.0206253,0.00252281,0.00120343,0.000640294,0.00220832,0.00101501,0,0,0,0,0,0.00511601,0.00426309
153,0.00246357,0.000600774,0.0250914,0.0180102,0.00707774,0,0,0.00303466,0,0.0203092,0.00135315,0.0395746,0.0113615,0.0235732,0.00812137,0.00669025,0.00209311,0.0063258,0.0046242,0.00685116,0.0242746,0.0083803,0.0122179,0.0041092,0.00987876,0.0346588,0.00265825,0.000677352,0.017105,0.0185952,0.0144016,0.0132706,0.00269165,0,0,0.0054031,0,0.0161185,0.00175171,0.0347633,0.0227321,0.0319407,0.0202229,0.0113447,0.0059533,0.00293358,0.0220016,0.00753432,0.00746328,0.0158345,0.0374979,0.0117943,0.0184162,0.0205802,0.00238896,0.00118727,0.000702583,0.00191053,0.00102297,0,0,0,0,0,0.00471773,0.00426523
154,0.00245803,0.000474728,0.0200676,0.0178911,0.00494795,0,0,0.00297557,0,0.0203885,0.00138118,0.0394195,0.0110886,0.0238659,0.0083017,0.00666351,0.00230355,0.00575361,0.00462938,0.00660223,0.025181,0.00722129,0.0108655,0.00361852,0.0108372,0.028199,0.00270514,0.000705852,0.0170759,0.018577,0.0144091,0.0134882,0.00268201,0,0,0.00552017,0,0.0161401,0.00179582,0.0350298,0.0225765,0.0320001,0.0205256,0.0112711,0.00594194,0.00304408,0.0221007,0.00782308,0.00768702,0.0158603,0.0374113,0.0118176,0.0183821,0.0206084,0.00237098,0.00120344,0.000781842,0.00168105,0.000971815,0,0,0,0,0,0.0041665,0.00422789
155,0.00301317,0.000869857,0.0149588,0.0177307,0.00305265,0,0,0.0027832,0,0.0204206,0.00139669,0.0392297,0.0111916,0.0240924,0.00815517,0.00675963,0.00217363,0.00578767,0.00528117,0.00680633,0.0263688,0.00604771,0.00924038,0.00307182,0.0118015,0.0215998,0.00237018,0.000827493,0.0169487,0.0185385,0.0142545,0.0137044,0.00412891,0,0,0.00177259,0,0.016163,0.00228205,0.0353467,0.022404,0.032022,0.0206288,0.0114364,0.00685012,0.003276,0.0221506,0.00797875,0.00785525,0.0158253,0.0372886,0.0118155,0.0184784,0.020753,0.00192469,0.00396684,0.00166854,0.0018021,0.0016532,0,0,0,0,0,0.00366028,0.00412833
156,0.00279484,0.000465668,0.0108387,0.0177962,0.00279356,0,0,0.00323338,0,0.0204124,0.0015642,0.0390834,0.0114274,0.0244435,0.00793463,0.00662598,0.00213017,0.00657289,0.00640536,0.00735658,0.0277877,0.00509349,0.00781953,0.0027737,0.0126892,0.0161583,0.00264089,0.000857753,0.0165903,0.01851,0.0136641,0.0136688,0.00308582,0,0,0.00537897,0,0.016093,0.00172491,0.0356102,0.0220898,0.0319962,0.0200931,0.0113352,0.00655066,0.0035976,0.0221253,0.00775123,0.00790685,0.0156636,0.0372326,0.0116739,0.0184026,0.0209384,0.00237441,0.00107368,0.000981598,0.00139443,0.00103484,0,0,0,0,0,0.00322959,0.00416558
157,0.00276689,0.000456576,0.00806312,0.0178473,0.00341871,0,0,0.00346109,0,0.0202656,0.00173411,0.0390966,0.0110603,0.0247612,0.00764135,0.00639911,0.00229758,0.00779228,0.00748708,0.00795154,0.0292042,0.00449317,0.00674224,0.00279625,0.013665,0.0121397,0.00269396,0.000963024,0.0163079,0.0184028,0.0128704,0.0135577,0.00303532,0,0,0.00552522,0,0.016027,0.00182273,0.0359192,0.0218337,0.0319327,0.019245,0.011217,0.00662195,0.0040408,0.0220541,0.00734756,0.00802087,0.0154599,0.0371767,0.0114847,0.0182512,0.0212769,0.0024541,0.00110406,0.00092389,0.00116696,0.00101898,0,0,0,0,0,0.00287607,0.00415637
158,0.0027601,0.000448337,0.0061422,0.0179007,0.00359619,0,0,0.00357597,0,0.0202246,0.00188665,0.0392762,0.00985942,0.025138,0.00764875,0.00610022,0.00247321,0.00921621,0.00866809,0.00849572,0.0304131,0.00433643,0.00602707,0.0031258,0.0147036,0.00917876,0.00263902,0.00110996,0.0159528,0.018359,0.0118337,0.0133786,0.00317983,0,0,0.005457,0,0.0160087,0.00178076,0.0362394,0.0216422,0.0317996,0.0180179,0.0110792,0.00666893,0.00448733,0.0219465,0.00674712,0.00816011,0.0154018,0.0370814,0.0112721,0.0182763,0.0217753,0.00242551,0.00117099,0.000882613,0.000897535,0.00108389,0,0,0,0,0,0.00275897,0.00412612
159,0.00273496,0.000510212,0.00523127,0.0181112,0.00383076,0,0,0.00384485,0,0.0201542,0.00220984,0.0396731,0.00866055,0.0254305,0.00840806,0.00583905,0.00267975,0.0105323,0.0099442,0.00899176,0.0313892,0.00471353,0.00556771,0.00338393,0.0155325,0.00674437,0.00251751,0.00137768,0.0160017,0.0183108,0.0116961,0.0133888,0.00342995,0,0,0.00502505,0,0.015977,0.0015707,0.0364772,0.0215971,0.0317123,0.0177099,0.0109711,0.00679268,0.00479929,0.0219657,0.00681664,0.00840569,0.0153228,0.0368818,0.0111326,0.0182873,0.0222489,0.00218644,0.00116122,0.000875865,0.000603726,0.00121363,0,0,0,0,0,0.00276478,0.00415248
160,0.00249431,0.000625328,0.0033662,0.0182463,0.00500155,0,0,0.0039992,0,0.0199726,0.00248453,0.0399138,0.00858555,0.0258713,0.0101301,0.00547114,0.00306469,0.0113501,0.011165,0.00937484,0.0317544,0.0056243,0.00534721,0.00322724,0.0160971,0.00537374,0.00249285,0.00155795,0.0148775,0.0182398,0.00978046,0.0132398,0.00329417,0,0,0.00474948,0,0.015951,0.00143897,0.0366445,0.0218833,0.0313609,0.0151303,0.0107842,0.00660002,0.00493654,0.0219231,0.00532502,0.00844965,0.0153365,0.0367252,0.0109295,0.0186337,0.0225627,0.00191786,0.00130798,0.000861627,0.000265093,0.00104673,0,0,0,0,0,0.00299789,0.00436341
161,0.0025936,0.000708574,0.00429915,0.0174352,0.00695859,0,0,0.00319258,0,0.0207744,0.00195342,0.0401598,0.0107066,0.0260668,0.0117957,0.0055784,0.00311301,0.0117482,0.0121518,0.0097681,0.0319432,0.00667851,0.00538291,0.00294895,0.0163347,0.00469599,0.00241729,0.0010139,0.0145395,0.0182056,0.0098328,0.0130564,0.00337409,0,0,0.00459668,0,0.0160043,0.00137486,0.0366602,0.0222818,0.0311857,0.0147192,0.0111224,0.00647247,0.00493068,0.0221283,0.00533494,0.00848125,0.0151927,0.0363926,0.0108379,0.0185983,0.0226542,0.00185554,0.00163142,0.000996494,0.000592381,0.000910498,0,0,0,0,0,0.00313279,0.00477875
162,0.0024769,0.000842249,0.00492003,0.0172923,0.00829158,0,0,0.00301762,0,0.0208188,0.00197358,0.0400372,0.0136628,0.0263305,0.0129262,0.00560374,0.00331167,0.0117119,0.0123735,0.00956268,0.0318554,0.00756263,0.00582932,0.00272327,0.0166307,0.00434589,0.00237743,0.001034,0.0137194,0.0181905,0.00944982,0.0129609,0.00317497,0,0,0.00445366,0,0.0160358,0.00131698,0.0366478,0.0231251,0.0309582,0.0133344,0.0112632,0.00630707,0.00479183,0.0223225,0.00461544,0.00838075,0.0151818,0.035969,0.0107259,0.0187894,0.0226435,0.00174483,0.00203274,0.00107346,0.000725829,0.000850189,0,0,0,0,0,0.00322277,0.00476367
163,0.0024801,0.000996126,0.00536379,0.0176293,0.00817892,0,0,0.00352006,0,0.0203828,0.00241151,0.0397041,0.0150485,0.0266073,0.0132966,0.00547148,0.00336198,0.0114429,0.0118309,0.00885093,0.0313935,0.0079645,0.0063451,0.00279597,0.0169303,0.00502251,0.00223276,0.00131455,0.0128836,0.0181972,0.00943652,0.012776,0.0034315,0,0,0.00396467,0,0.0160306,0.00125138,0.0366105,0.0247425,0.0305306,0.0109222,0.0109798,0.0068478,0.00459625,0.0225452,0.00318886,0.00811116,0.0155818,0.0353922,0.0107055,0.0196475,0.0223827,0.00163493,0.00223199,0.00118208,0.000487795,0.00106947,0,0,0,0,0,0.00321914,0.00453712
164,0.00259023,0.00104826,0.00590604,0.0173053,0.00648486,0,0,0.00295091,0,0.0208099,0.00213294,0.0394225,0.0135156,0.0266749,0.0134189,0.00547427,0.00324148,0.0111337,0.0107912,0.00782994,0.0307398,0.00791405,0.00673957,0.00336581,0.016952,0.00590485,0.00201956,0.00110789,0.012288,0.0182204,0.0106552,0.0127031,0.00365546,0,0,0.00336905,0,0.0160187,0.00125899,0.0365683,0.0264695,0.030085,0.00982861,0.0111011,0.00712158,0.00446744,0.0227122,0.00269457,0.00791648,0.0158588,0.0346574,0.0108312,0.020483,0.022171,0.00156494,0.00234882,0.00128146,0.000630187,0.00129918,0,0,0,0,0,0.00339894,0.00481131
165,0.00236565,0.000838948,0.00521537,0.0170674,0.00398999,0,0,0.00240383,0,0.0211576,0.00172535,0.0392996,0.0104063,0.0269145,0.0130619,0.0055067,0.00323554,0.0107355,0.00982379,0.00669252,0.0297249,0.00740358,0.00691116,0.00403118,0.0168469,0.00682237,0.00217548,0.000983895,0.0114185,0.0182254,0.0121106,0.0125713,0.00311532,0,0,0.00339119,0,0.0161073,0.00114286,0.0363852,0.0280039,0.029706,0.00949495,0.0115014,0.00619871,0.00432096,0.0228249,0.00268776,0.00766638,0.0158396,0.0337923,0.0109421,0.0208983,0.0219147,0.00139407,0.00273351,0.00113333,0.00085961,0.0011342,0,0,0,0,0,0.00349227,0.00507533
166,0.00286135,0.00160331,0.00699458,0.0170262,0.000905956,0,0,0.00215636,0,0.0212831,0.00172027,0.039211,0.00773425,0.0270539,0.0117032,0.00517293,0.00329597,0.0100434,0.00902806,0.00570435,0.0283687,0.00636724,0.0068498,0.00461023,0.0162953,0.00887262,0.00182242,0.00106805,0.0105279,0.0182266,0.0144578,0.0118823,0.00398087,0,0,0.0041515,0,0.0160312,0.00382924,0.036229,0.030608,0.0291788,0.00866011,0.0114351,0.0068515,0.00402002,0.0231766,0.00276777,0.00724531,0.0164338,0.0327939,0.0113189,0.0220703,0.0212924,0.00373896,0.00467939,0.00169687,0.00108829,0.00177279,0,0,0,0,0,0.00335304,0.00500022
167,0.00216682,0.00118863,0.00987978,0.0172061,0.00268292,0,0,0.00197417,0,0.021312,0.00156511,0.0390676,0.0081918,0.0271488,0.00998474,0.00481176,0.00336698,0.00928557,0.00836486,0.00490899,0.0270006,0.00535501,0.00691046,0.00477697,0.0154296,0.0117972,0.00200679,0.000980028,0.00972606,0.0182131,0.0171555,0.0111161,0.00272663,0,0,0.00287293,0,0.0160924,0.00133367,0.0361562,0.0333914,0.0285957,0.00846315,0.0112731,0.00588953,0.0036377,0.02356,0.00347832,0.00676765,0.017052,0.0317167,0.0119567,0.0231721,0.0204922,0.001602,0.00307041,0.00107836,0.00113063,0.00113994,0,0,0,0,0,0.00317124,0.00497863
168,0.00202625,0.00119135,0.0106724,0.0172494,0.0050722,0,0,0.00193176,0,0.0211823,0.00148757,0.0388431,0.0104385,0.027102,0.008095,0.00455671,0.00327828,0.00842338,0.00764278,0.00428139,0.0260282,0.0046656,0.006928,0.00440153,0.0146536,0.0128777,0.00200209,0.000956782,0.00900825,0.0181744,0.019511,0.0108339,0.00248735,0,0,0.00277471,0,0.0160596,0.00152573,0.036121,0.0356276,0.0280667,0.00856624,0.0113915,0.00577856,0.00313422,0.0238117,0.00414848,0.00621982,0.0173118,0.030654,0.0124856,0.0236879,0.0194717,0.00183519,0.00318319,0.00105002,0.00106684,0.00126857,0,0,0,0,0,0.00308746,0.00491779
169,0.0018848,0.00120337,0.00956694,0.0172434,0.00578995,0,0,0.0019683,0,0.0210476,0.00151071,0.0384267,0.0123561,0.0270052,0.00668238,0.00431342,0.00327027,0.00724217,0.00651867,0.00406256,0.0257562,0.0045905,0.00673972,0.00409885,0.0139614,0.0118753,0.00198927,0.00092535,0.00869236,0.0181856,0.0219758,0.0103581,0.00217603,0,0,0.00293246,0,0.0160927,0.00175871,0.0361574,0.0378955,0.0275082,0.0089012,0.0112287,0.0055854,0.00264776,0.0240749,0.0048963,0.00555719,0.017657,0.0295607,0.013144,0.0242505,0.0181277,0.00207458,0.00338717,0.00110996,0.00107165,0.00143997,0,0,0,0,0,0.00313669,0.00489535
170,0.00221476,0.000890906,0.00795489,0.017479,0.00578868,0,0,0.00243403,0,0.0207338,0.00176523,0.0379354,0.0144369,0.0270925,0.00684963,0.00417137,0.00261105,0.00585738,0.00535081,0.00511238,0.0263451,0.00431498,0.00579161,0.00407066,0.0138112,0.010088,0.00172152,0.000991594,0.00880416,0.0182252,0.0240062,0.00984923,0.00246604,0,0,0.00325097,0,0.0160868,0.00215139,0.0361226,0.0394947,0.0270149,0.0092142,0.011203,0.00605917,0.00212887,0.0241994,0.005382,0.00481905,0.0177346,0.0284381,0.0137911,0.0244124,0.0166026,0.00234607,0.00334864,0.00121368,0.000865215,0.00130775,0,0,0,0,0,0.00326199,0.00480264
171,0.00145927,0.0011875,0.00779769,0.0178002,0.00632125,0,0,0.00293934,0,0.020295,0.00228832,0.0374625,0.0166624,0.0272825,0.00734291,0.00435584,0.00341308,0.00477748,0.00550292,0.00712377,0.0273555,0.0038975,0.00451944,0.00407947,0.0141542,0.00961714,0.00184095,0.00135305,0.009952,0.0182431,0.0266159,0.00888503,0.00216864,0,0,0.00347461,0,0.0162089,0.00212692,0.0360287,0.0415218,0.0265797,0.0100699,0.00991784,0.004705,0.00155861,0.0244925,0.00629476,0.00374797,0.0182798,0.0272347,0.0147409,0.0249651,0.0146035,0.00246682,0.00371083,0.00120205,0.00098962,0.00150907,0,0,0,0,0,0.00324591,0.00445776
172,0.00190608,0.00125799,0.00814132,0.0173633,0.00692077,0,0,0.00256992,0,0.0208172,0.00191776,0.0370315,0.0182716,0.0274013,0.00651236,0.00465703,0.00323736,0.00452716,0.00672657,0.00895892,0.0284187,0.00382936,0.00391186,0.00408347,0.0146947,0.0100894,0.00166811,0.00106466,0.0117219,0.0182152,0.0286018,0.00816794,0.00211706,0,0,0.00391025,0,0.0162085,0.00232226,0.0357966,0.0425238,0.0261332,0.01071,0.00923947,0.00440118,0.00130578,0.0246766,0.00681865,0.0026727,0.0186036,0.0260116,0.0155708,0.0251192,0.0125384,0.00269562,0.00377529,0.0012759,0.00113289,0.00171131,0,0,0,0,0,0.00333153,0.00472324
173,0.00220088,0.00117547,0.0090658,0.0173046,0.00743447,0,0,0.00261577,0,0.0208921,0.00184309,0.0366323,0.0191665,0.0272309,0.00513171,0.0049771,0.00296877,0.00450946,0.00793692,0.00992383,0.02889,0.00412307,0.00437209,0.00417068,0.0147687,0.0113162,0.00159961,0.00102361,0.014114,0.018253,0.0302141,0.00740429,0.00198341,0,0,0.00405983,0,0.0162388,0.0023733,0.0354782,0.0427381,0.0257604,0.0113576,0.00852707,0.00412721,0.00162912,0.0247601,0.00716337,0.00175001,0.018978,0.0247863,0.0163767,0.0250363,0.0104262,0.00272068,0.00374671,0.00128885,0.00103641,0.00175861,0,0,0,0,0,0.0035149,0.00475411
174,0.00213808,0.00101462,0.0102086,0.0177319,0.00782315,0,0,0.003196,0,0.0203188,0.00200525,0.036244,0.019495,0.0269839,0.00510205,0.00524784,0.00279814,0.00402874,0.00881563,0.0100265,0.0284492,0.00436791,0.0049454,0.00406883,0.0143117,0.0129786,0.00168494,0.00121733,0.0171461,0.0183037,0.0314363,0.00668753,0.00188737,0,0,0.00386462,0,0.016242,0.00231178,0.035154,0.0421427,0.0254668,0.0119887,0.00779492,0.00375205,0.00205844,0.0246588,0.00722832,0.00129516,0.0193468,0.0235862,0.0171273,0.0246965,0.00828964,0.00251434,0.00352392,0.00119535,0.000764338,0.00176338,0,0,0,0,0,0.00375334,0.00444223
175,0.00234767,0.00109089,0.0109685,0.0177559,0.007776,0,0,0.00338095,0,0.0202592,0.00196578,0.0358567,0.0194175,0.0268125,0.00628039,0.00528782,0.00263774,0.00356375,0.00948543,0.00974421,0.0273877,0.00435129,0.00522573,0.00366026,0.0135375,0.014287,0.0016012,0.00116902,0.0209093,0.0183226,0.0321579,0.00593905,0.00175273,0,0,0.0039762,0,0.0162186,0.00238607,0.034947,0.0407394,0.0251269,0.0125699,0.00696624,0.00371162,0.0026413,0.0243103,0.00693512,0.00166876,0.0197454,0.0223566,0.0177344,0.0242615,0.00572863,0.00249036,0.0033006,0.0012082,0.000806842,0.00189351,0,0,0,0,0,0.00393806,0.00449539
176,0.00231714,0.00219235,0.0123658,0.017789,0.00732074,0,0,0.00502588,0,0.0201389,0.00292364,0.0361253,0.0184498,0.0262768,0.00706229,0.00676235,0.00287263,0.0032901,0.00908062,0.0091771,0.0261193,0.00390912,0.00478113,0.00280941,0.0123936,0.0161424,0.00245022,0.00162889,0.0307918,0.0181435,0.0315642,0.00550641,0.00191863,0,0,0.00533658,0,0.0161665,0.00329132,0.0354356,0.0385659,0.0263688,0.0115361,0.00341204,0.00410432,0.00808074,0.019716,0.00477027,0.00949145,0.0223227,0.0225722,0.0181346,0.0258723,0.0141006,0.00360359,0.00301289,0.00155582,0.00195191,0.00108525,0,0,0,0,0,0.00422949,0.00445738
177,0.00246151,0.00191283,0.0119478,0.0173222,0.00654337,0,0,0.00396826,0,0.0209441,0.00193208,0.0358947,0.0175146,0.0262879,0.0079484,0.00633214,0.00201573,0.00403407,0.00915474,0.00892796,0.025383,0.00377867,0.00496898,0.00228363,0.0119554,0.0149451,0.00187378,0.000989259,0.0332999,0.0181346,0.0331233,0.00501586,0.00199428,0,0,0.00554204,0,0.0162735,0.00322119,0.0356285,0.0406276,0.0259877,0.0114194,0.00323491,0.00369005,0.00817923,0.0193193,0.00398354,0.00927587,0.024027,0.0212727,0.019922,0.0282398,0.0141455,0.00375547,0.00301472,0.00153662,0.00153263,0.00126719,0,0,0,0,0,0.00416147,0.00475818
