Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRB,T10,x68,x69,x70,x72,STRN,x73
39,0,0,0,0,0,0,0.0322396,0.0305787,0,0,0,0.0629317,0,0.0176549,0.0296054,0,0,0.0216528,0,0,0.0441639,0.0437465,0.0314686,0.0155923,0.0194326,0.0348687,0.0366324,0.0328693,0.0469035,0.0460769,0.0206304,0.0323515,0.032642,0.0204933,0.022595,0.0155537,0.0383739,0.0107098,0.0123276,0.0393281,0,0.023799,0.039992,0.0401058,0,0,0.0298657,0,0,0.0195412,0.0511098,0.00859394,0.0320509,0.0344487,0.0475669,0.0530289,0.0849701,0.0864562,0.058478,0.0728514,0.0526899,0.0421877,0.0648619,0.012304,0.0477428,0.0108994,0.0746481,0,0,0,0,0.0349655,0
40,0,0,0,0,0,0,0.0320257,0.0304008,0,0,0,0.0676424,0,0.0173349,0.0304009,0,0,0.0218106,0,0,0.0442846,0.0434519,0.0314662,0.0156305,0.0197706,0.0345377,0.0361461,0.0325237,0.047051,0.0462246,0.0209529,0.032458,0.0324119,0.0203261,0.022713,0.0201905,0.0380948,0.0107525,0.0123422,0.0392715,0,0.023967,0.0397864,0.0403296,0,0,0.0299735,0,0,0.0193527,0.051216,0.00842447,0.0320565,0.0346245,0.0477415,0.0532005,0.0852376,0.0863676,0.0583586,0.0729529,0.0529739,0.0421574,0.064898,0.0124646,0.0473725,0.0108211,0.0746954,0,0,0,0,0.0347381,0
41,0,0,0,0,0,0,0.0319047,0.0303395,0,0,0,0.0714506,0,0.0173656,0.0310331,0,0,0.021751,0,0,0.0441824,0.0433408,0.0314527,0.0153694,0.0196012,0.0342284,0.0356391,0.0324079,0.0471999,0.0463239,0.0211722,0.0326963,0.0321874,0.0199868,0.022979,0.0242322,0.0378912,0.0112195,0.0118438,0.0396407,0,0.0241712,0.0397289,0.040344,0,0,0.0302255,0,0,0.0193619,0.0512869,0.00830487,0.0320961,0.0347405,0.0479881,0.0533172,0.0852804,0.0862784,0.0582465,0.0730512,0.0532104,0.0422246,0.0650271,0.0122352,0.0478727,0.0107537,0.0748307,0,0,0,0,0.0343155,0
42,0,0,0,0,0,0,0.0317805,0.0304216,0,0,0,0.0744399,0,0.017665,0.0314972,0,0,0.0215515,0,0,0.0440373,0.0434048,0.0317881,0.015013,0.019427,0.0340757,0.0351987,0.0323967,0.047118,0.0463958,0.021221,0.0332269,0.0321794,0.0197892,0.0232905,0.0272857,0.0377488,0.0114802,0.0116119,0.0402661,0,0.0244642,0.0397438,0.0402797,0,0,0.0302788,0,0,0.0194307,0.051313,0.00818033,0.0321382,0.0347309,0.0482558,0.0533532,0.0852183,0.0861188,0.0581818,0.0731135,0.0533859,0.0423183,0.0650727,0.0116731,0.0481614,0.0107975,0.0748947,0,0,0,0,0.0338348,0
43,0,0,0,0,0,0,0.0316547,0.0306677,0,0,0,0.0763098,0,0.0179512,0.0321084,0,0,0.0212798,0,0,0.0438751,0.0436255,0.0321018,0.014602,0.0193542,0.0341321,0.0348992,0.0324863,0.0471745,0.0463925,0.0212955,0.0338078,0.0320424,0.0197337,0.0234441,0.0294276,0.0375647,0.0114397,0.0117126,0.040565,0,0.0248433,0.0400784,0.0401766,0,0,0.0302617,0,0,0.0194286,0.0512859,0.00814764,0.0320494,0.034597,0.0486037,0.0533415,0.0848387,0.0860706,0.0583443,0.0729725,0.0535312,0.0424511,0.0651307,0.0108301,0.0479953,0.0109191,0.0747935,0,0,0,0,0.033383,0
44,0,0,0,0,0,0,0.0315272,0.031081,0,0,0,0.07699,0,0.0181912,0.0331629,0,0,0.0210761,0,0,0.0437047,0.0436946,0.0323755,0.0143807,0.0193607,0.0343501,0.0346728,0.0326739,0.047347,0.0463355,0.0213508,0.0342033,0.0320625,0.0197124,0.0234201,0.0307913,0.0374329,0.0114125,0.0118349,0.0413322,0,0.025272,0.0404881,0.0400814,0,0,0.0303588,0,0,0.0195442,0.051384,0.00812017,0.032104,0.0343889,0.0489335,0.0532271,0.0843431,0.0861227,0.0585713,0.0727654,0.0535548,0.0426419,0.0649518,0.00980275,0.0475675,0.0107914,0.0745225,0,0,0,0,0.0330652,0
45,0,0,0,0,0,0,0.0313283,0.0316655,0,0,0,0.0777116,0,0.0182421,0.0343584,0,0,0.0209236,0,0,0.0436326,0.0436657,0.0326757,0.0141567,0.0193225,0.0346746,0.0344014,0.032759,0.0474918,0.0463828,0.0213243,0.0346074,0.0321366,0.0196082,0.0232708,0.0318685,0.0375635,0.0113791,0.0119372,0.0415524,0,0.0258363,0.0412735,0.0400483,0,0,0.0304382,0,0,0.0193236,0.0516925,0.00811893,0.0317736,0.0343848,0.0490704,0.0532206,0.0836913,0.0863697,0.0591269,0.0724145,0.0535797,0.0430524,0.0649293,0.00884756,0.0471901,0.0111007,0.0742414,0,0,0,0,0.0329591,0
46,0,0,0,0,0,0,0.0311472,0.0321222,0,0,0,0.0789119,0,0.0183783,0.0352352,0,0,0.0208212,0,0,0.0436483,0.043906,0.0330868,0.0140595,0.0192144,0.0349312,0.0342141,0.0333452,0.0478103,0.0463374,0.0209159,0.0346007,0.0321525,0.0194909,0.0230735,0.0332281,0.0378283,0.0114442,0.0119765,0.0419626,0,0.0262241,0.0418381,0.0400806,0,0,0.0305698,0,0,0.0191789,0.0518399,0.00814236,0.0316193,0.0343143,0.0491485,0.0531346,0.0832238,0.0864544,0.0594276,0.0722466,0.0537622,0.0432476,0.0650914,0.00818893,0.0469274,0.0110617,0.0740279,0,0,0,0,0.0329322,0
47,0,0,0,0,0,0,0.0310884,0.0323024,0,0,0,0.080129,0,0.0184124,0.0348135,0,0,0.0207757,0,0,0.0436014,0.0439741,0.0334522,0.0142002,0.0191495,0.0350647,0.034093,0.0339389,0.0481751,0.0463661,0.0203491,0.0344255,0.031942,0.0193677,0.0228578,0.0345725,0.0381974,0.0114346,0.0119035,0.0422845,0,0.026662,0.0423929,0.0401523,0,0,0.0306701,0,0,0.01901,0.0521048,0.0080549,0.0314478,0.0342886,0.0492637,0.0531699,0.0827129,0.0865228,0.0597873,0.0720265,0.0538727,0.0434361,0.0652954,0.00767857,0.0468463,0.010974,0.0738477,0,0,0,0,0.0330365,0
48,0,0,0,0,0,0,0.0310978,0.0321283,0,0,0,0.0813647,0,0.0182174,0.0345109,0,0,0.0207941,0,0,0.0435585,0.0440061,0.0337315,0.0144342,0.0192959,0.0351583,0.0340482,0.0343791,0.0486399,0.046394,0.0200558,0.034258,0.0312818,0.0194391,0.0225956,0.0358269,0.0385172,0.0115208,0.0116915,0.0426886,0,0.0270379,0.042956,0.0402306,0,0,0.0307064,0,0,0.0189385,0.0521658,0.00803365,0.0313421,0.0342038,0.0493585,0.0531599,0.0822933,0.0865374,0.0600385,0.0718123,0.0539489,0.0434574,0.0654634,0.00738944,0.0470355,0.0108971,0.0736378,0,0,0,0,0.0331514,0
49,0,0,0,0,0,0,0.0311086,0.0317565,0,0,0,0.0821759,0,0.0179877,0.0344439,0,0,0.0208233,0,0,0.0436579,0.0440155,0.0338761,0.0146071,0.0194824,0.0352731,0.0340538,0.0347466,0.0491035,0.0463161,0.0199918,0.0339712,0.0307302,0.0196939,0.0223167,0.0364571,0.0386932,0.0114539,0.011828,0.0431641,0,0.0274521,0.0434899,0.0403321,0,0,0.0306701,0,0,0.0189733,0.0520825,0.00816497,0.0313189,0.0340748,0.0493055,0.0531044,0.0819753,0.0865557,0.0602569,0.0715678,0.0540126,0.0436742,0.06553,0.00706047,0.0473404,0.010861,0.0733997,0,0,0,0,0.0332628,0
50,0,0,0,0,0,0,0.0312351,0.0313349,0,0,0,0.0824614,0,0.0183044,0.0345385,0,0,0.0208503,0,0,0.0436557,0.0441317,0.0338942,0.0146671,0.0195696,0.0355194,0.0340942,0.0354141,0.0494203,0.0459686,0.0199417,0.0335207,0.0305864,0.0197173,0.0218875,0.0362922,0.0387816,0.0113842,0.0119246,0.0436883,0,0.027887,0.0440515,0.0403784,0,0,0.0305823,0,0,0.0190755,0.05194,0.00840962,0.0313662,0.0339405,0.0491721,0.0530372,0.0816375,0.0866238,0.0604793,0.0713034,0.0539629,0.0439602,0.0655752,0.00684504,0.0476363,0.0108681,0.0731397,0,0,0,0,0.0333508,0
51,0,0,0,0,0,0,0.0315799,0.0309896,0,0,0,0.0820002,0,0.0189027,0.0348317,0,0,0.0209128,0,0,0.0435787,0.0444238,0.0339136,0.0145999,0.0194376,0.0359008,0.0341084,0.036414,0.0497099,0.0453541,0.0198765,0.0329666,0.0303427,0.0195,0.0217558,0.0355092,0.038907,0.0114032,0.0118525,0.0446885,0,0.0283274,0.0445515,0.0403394,0,0,0.0304249,0,0,0.0192829,0.0518668,0.00870715,0.0314549,0.0337333,0.0490166,0.0529767,0.0812097,0.0866714,0.0606345,0.0710919,0.0538973,0.0439135,0.0655733,0.00680385,0.047827,0.0106883,0.0729968,0,0,0,0,0.0335012,0
52,0,0,0,0,0,0,0.0318664,0.0307199,0,0,0,0.0814267,0,0.0195973,0.0353063,0,0,0.0210684,0,0,0.0434801,0.0448703,0.0340004,0.0145215,0.0194809,0.0363776,0.0341953,0.0373137,0.0498328,0.044635,0.0200627,0.032563,0.0299434,0.0190607,0.0216421,0.0348124,0.038981,0.0113771,0.0117416,0.043713,0,0.0290106,0.0453194,0.0402449,0,0,0.0302567,0,0,0.0192617,0.0521513,0.00891808,0.0312292,0.0335882,0.0488769,0.0531627,0.0806173,0.0868583,0.0610067,0.070484,0.0537221,0.0437283,0.0656955,0.00588995,0.0480447,0.010901,0.0728756,0,0,0,0,0.033631,0
