Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,T10,x70,x71,x72,x73,LEAR,R5FT
115,0,0,0,0,0,0,0.01626,0,0,0,0.0281362,0,0.0292406,0.0359957,0,0.0208547,0,0,0.0429766,0.0286521,0.0305432,0.0276415,0.0246704,0.0298594,0.0279268,0.029764,0.0426666,0.0382089,0.025141,0.0318363,0.0343538,0.0174117,0.0254681,0.0271624,0.0391271,0.0111114,0.0128206,0,0.0202497,0.0320435,0.0375284,0,0,0.0210333,0,0,0.0110576,0.0595411,0.0620488,0.0160108,0.0383626,0.0282621,0.0397038,0.0580615,0.0902743,0.0909506,0.0557122,0.0693428,0.0487919,0.0339733,0.0685895,0.0842303,0.0411112,0.0015374,0,0.0663685,0,0,0,0,0,0.0378563
116,0,0,0,0,0,0,0.0161571,0,0,0,0.0289346,0,0.0290343,0.0362804,0,0.020737,0,0,0.0429743,0.0282213,0.0308107,0.0276683,0.0242621,0.0298638,0.0279824,0.0292372,0.0423812,0.0385204,0.0250815,0.0318319,0.0342585,0.0174165,0.0255166,0.0258156,0.0387987,0.0110881,0.0130791,0,0.0204379,0.0317198,0.0374924,0,0,0.0211111,0,0,0.0109561,0.0593404,0.0624959,0.0148029,0.0385115,0.0286684,0.039834,0.0581087,0.0902633,0.0909019,0.0556758,0.0692883,0.0486595,0.0339367,0.0687133,0.0837729,0.0406875,0.00166182,0,0.0660132,0,0,0,0,0,0.0376186
117,0,0,0,0,0,0,0.0160461,0,0,0,0.0297239,0,0.0288008,0.0361822,0,0.0206468,0,0,0.0429747,0.0278742,0.0312139,0.0277118,0.0237882,0.0298467,0.0280618,0.0287745,0.0418425,0.0389031,0.0250817,0.0318442,0.034178,0.0175757,0.0255834,0.0247293,0.0384465,0.0111009,0.0133004,0,0.0206062,0.0316218,0.0374284,0,0,0.0212043,0,0,0.0109238,0.05917,0.0627045,0.0137084,0.0384067,0.0289993,0.0399799,0.0582545,0.090344,0.0908304,0.055589,0.0688889,0.048194,0.0335877,0.0683794,0.082993,0.0403583,0.00179017,0,0.0656867,0,0,0,0,0,0.0371228
118,0,0,0,0,0,0,0.0159706,0,0,0,0.0303121,0,0.0288449,0.0358098,0,0.0205373,0,0,0.0429659,0.0275959,0.0318214,0.0277427,0.0234099,0.0298194,0.0281594,0.0284553,0.0414038,0.0392989,0.0251837,0.0318314,0.034067,0.0174983,0.0256097,0.0238118,0.0381405,0.0111825,0.013466,0,0.0207612,0.0317915,0.037314,0,0,0.0212935,0,0,0.0109273,0.0590896,0.0627259,0.0126988,0.0380341,0.029297,0.0401501,0.0584314,0.0904487,0.090717,0.0555482,0.0684907,0.0477112,0.0332559,0.0678599,0.0821795,0.040159,0.00185257,0,0.065356,0,0,0,0,0,0.0365545
119,0,0,0,0,0,0,0.0159475,0,0,0,0.030741,0,0.0288917,0.03565,0,0.0205017,0,0,0.0428977,0.0273744,0.0324999,0.0277346,0.023159,0.0297016,0.0282502,0.0280145,0.0410677,0.0396654,0.0253636,0.0318058,0.0338782,0.0173601,0.0256308,0.0230799,0.0379027,0.0112601,0.0133702,0,0.0212508,0.0322343,0.0372333,0,0,0.021348,0,0,0.0109507,0.0590788,0.0626798,0.0117755,0.0374909,0.0296224,0.0402963,0.0585026,0.0905766,0.0905996,0.0555956,0.0683602,0.0474352,0.0331212,0.0673597,0.0814281,0.0401081,0.00185069,0,0.0650781,0,0,0,0,0,0.0361171
120,0,0,0,0,0,0,0.0159697,0,0,0,0.0310793,0,0.0290696,0.0356445,0,0.0204807,0,0,0.0428439,0.0271399,0.0334241,0.0277051,0.0229429,0.0295193,0.0283294,0.0275994,0.0409225,0.0399345,0.0255495,0.0318105,0.0337214,0.0172751,0.0257317,0.0225731,0.0377765,0.0112488,0.0133786,0,0.0215884,0.0328679,0.0371615,0,0,0.0213481,0,0,0.011001,0.0590305,0.0626839,0.0109761,0.0368454,0.029929,0.0405188,0.0585508,0.0907228,0.0904855,0.0556035,0.0684255,0.0473534,0.0332232,0.0670926,0.0805723,0.0402073,0.00178662,0,0.0648214,0,0,0,0,0,0.0357987
121,0,0,0,0,0,0,0.0161173,0,0,0,0.0314815,0,0.0294005,0.0357806,0,0.0204461,0,0,0.0427899,0.0268895,0.0347102,0.027675,0.0227673,0.0293359,0.0284216,0.0272623,0.0405954,0.039976,0.0256973,0.031867,0.0334903,0.0172424,0.0259558,0.0221225,0.0378156,0.0112046,0.0134532,0,0.0216624,0.0333708,0.037129,0,0,0.0212898,0,0,0.0110566,0.0589242,0.0626723,0.0102797,0.0361401,0.0301968,0.0407191,0.0585773,0.090859,0.0903155,0.0555862,0.0687044,0.0473664,0.0335442,0.067269,0.079573,0.0404417,0.00168056,0,0.0646437,0,0,0,0,0,0.0354293
122,0,0,0,0,0,0,0.0163928,0,0,0,0.032085,0,0.0296714,0.0361336,0,0.0204526,0,0,0.0427199,0.0266773,0.0351327,0.0276176,0.0225804,0.0291306,0.0284687,0.0268752,0.0403554,0.0401751,0.0258541,0.0318065,0.0330704,0.0171672,0.0261719,0.0215024,0.038049,0.011183,0.0134456,0,0.0218343,0.0339156,0.0371039,0,0,0.0211761,0,0,0.0110912,0.0587864,0.0627447,0.00967368,0.0353132,0.0303252,0.0407895,0.058676,0.0909493,0.0900899,0.0555913,0.0691713,0.0474739,0.0340455,0.0672936,0.0784863,0.040754,0.00154367,0,0.0643792,0,0,0,0,0,0.0351439
123,0,0,0,0,0,0,0.0167317,0,0,0,0.0327824,0,0.0299133,0.0366053,0,0.0204836,0,0,0.0426673,0.0264359,0.0350161,0.0275972,0.0223377,0.028882,0.0284773,0.0264675,0.0403745,0.0404049,0.0260663,0.0316896,0.0327418,0.0170441,0.0261306,0.0207399,0.0383788,0.0111482,0.0133877,0,0.0220994,0.034486,0.0371071,0,0,0.0210551,0,0,0.0111341,0.0586602,0.0627676,0.00902516,0.0343117,0.0304696,0.0408395,0.0587389,0.0911138,0.0898419,0.0556611,0.069751,0.0477572,0.0345214,0.067432,0.0775413,0.0410734,0.00141582,0,0.0639784,0,0,0,0,0,0.035072
124,0,0,0,0,0,0,0.0166938,0,0,0,0.033458,0,0.0299773,0.0372271,0,0.0204552,0,0,0.0426017,0.0263764,0.0356039,0.0275393,0.0221496,0.0286278,0.0283827,0.0261534,0.0403536,0.0405602,0.0260539,0.0316159,0.032505,0.0171295,0.0264701,0.0198739,0.0388161,0.0111248,0.0133179,0,0.0223731,0.0349667,0.0371139,0,0,0.0209763,0,0,0.0111812,0.0585393,0.0624619,0.00835832,0.0331725,0.0306603,0.0408896,0.058928,0.0913873,0.0896474,0.0558057,0.0703433,0.0481981,0.0349828,0.0677161,0.0769655,0.0413244,0.00132668,0,0.0636181,0,0,0,0,0,0.0351409
125,0,0,0,0,0,0,0.0167054,0,0,0,0.0341329,0,0.0301225,0.037888,0,0.0202982,0,0,0.0425264,0.0264284,0.0358458,0.0274891,0.0219887,0.028359,0.02821,0.0257519,0.0401216,0.0406781,0.0254801,0.0315402,0.0322471,0.0172469,0.0268193,0.0189757,0.0391531,0.011095,0.0132963,0,0.0225909,0.035346,0.0371023,0,0,0.0208813,0,0,0.0112087,0.0583912,0.0622065,0.00793429,0.0319598,0.0307682,0.0408177,0.0592377,0.0917555,0.0894871,0.056038,0.0710115,0.0487927,0.0355093,0.0681192,0.0768217,0.0415387,0.00126123,0,0.0632591,0,0,0,0,0,0.0353193
126,0,0,0,0,0,0,0.0168269,0,0,0,0.0348649,0,0.0302635,0.0387532,0,0.0201864,0,0,0.0423856,0.0265391,0.0355779,0.0274806,0.0218366,0.028093,0.0279912,0.0253519,0.0398566,0.0408947,0.0249576,0.0314245,0.0319452,0.0173454,0.0270949,0.0182093,0.0392868,0.0111081,0.013169,0,0.0226275,0.0357036,0.037061,0,0,0.0207868,0,0,0.011178,0.0582756,0.0623766,0.00772236,0.0306666,0.0309488,0.0407056,0.0596566,0.0922091,0.0894168,0.0562842,0.0717055,0.0495876,0.0361731,0.0686165,0.0770529,0.0416838,0.00118828,0,0.0627981,0,0,0,0,0,0.0356129
127,0,0,0,0,0,0,0.0169581,0,0,0,0.0357038,0,0.0303635,0.0396666,0,0.0201623,0,0,0.0422817,0.0266048,0.0356126,0.0275229,0.0217341,0.0278793,0.0277364,0.0250602,0.039681,0.0411075,0.0250364,0.0314602,0.0316446,0.0175737,0.0273284,0.0175353,0.0395147,0.0111879,0.0129069,0,0.0223597,0.0361311,0.0370623,0,0,0.0206669,0,0,0.0111095,0.0582677,0.0629899,0.00761205,0.0292288,0.0311338,0.0406319,0.0601662,0.0927975,0.0893664,0.0566655,0.0724389,0.0504356,0.0369144,0.0691679,0.0773505,0.0417378,0.00112182,0,0.0623009,0,0,0,0,0,0.035977
128,0,0,0,0,0,0,0.0170331,0,0,0,0.0364949,0,0.0305656,0.0403303,0,0.0201377,0,0,0.0421837,0.026607,0.0359789,0.0276025,0.0217188,0.0276789,0.027443,0.0248147,0.0393851,0.0412599,0.0254235,0.031461,0.0313756,0.0177028,0.0275273,0.0170551,0.0398912,0.0111285,0.0129614,0,0.0216572,0.0366523,0.037101,0,0,0.0205518,0,0,0.0110734,0.0583746,0.0632699,0.00755094,0.0277698,0.031272,0.0406434,0.060695,0.0934548,0.0893525,0.0570688,0.0732073,0.0511949,0.0377117,0.0696516,0.0775474,0.0417322,0.00110191,0,0.0617822,0,0,0,0,0,0.0361651
129,0,0,0,0,0,0,0.0171525,0,0,0,0.0372407,0,0.0308515,0.0411207,0,0.0199479,0,0,0.0421756,0.0267061,0.036229,0.0277087,0.0217491,0.0275258,0.027192,0.0245092,0.0390368,0.0413831,0.0257869,0.0313882,0.0311808,0.0177135,0.0275085,0.0165882,0.0400289,0.0110361,0.0132673,0,0.0211563,0.0372304,0.0371062,0,0,0.0204763,0,0,0.0110279,0.0584745,0.0629487,0.00756397,0.0263471,0.0313847,0.0407185,0.06122,0.0942051,0.089295,0.0574414,0.0737107,0.0519914,0.0385951,0.07004,0.077362,0.041647,0.00111886,0,0.0613054,0,0,0,0,0,0.0360088
130,0,0,0,0,0,0,0.0172573,0,0,0,0.0379807,0,0.0311643,0.0416958,0,0.019749,0,0,0.0421025,0.0268521,0.03626,0.0278346,0.0217609,0.0273886,0.02697,0.0241432,0.0387776,0.0415604,0.026217,0.031291,0.0309879,0.0176489,0.0274314,0.0160632,0.0400583,0.010996,0.0134108,0,0.0206503,0.0378315,0.0371255,0,0,0.020431,0,0,0.0109624,0.0586513,0.062096,0.00753345,0.0250565,0.0315233,0.0407465,0.0617417,0.0949518,0.0893445,0.0580459,0.0740336,0.0528247,0.0395023,0.0702899,0.0764841,0.0415217,0.0011548,0,0.0608348,0,0,0,0,0,0.0355174
131,0,0,0,0,0,0,0.0172928,0,0,0,0.0384779,0,0.0311919,0.042246,0,0.0197353,0,0,0.0420198,0.0270155,0.0362388,0.0280214,0.0217617,0.0273102,0.0267765,0.0237988,0.0385994,0.0417381,0.0266305,0.0312237,0.0308097,0.0176731,0.0275612,0.0156797,0.0402875,0.0110283,0.0133223,0,0.0201479,0.0383929,0.0371408,0,0,0.0203726,0,0,0.0108817,0.0588846,0.06065,0.00737455,0.0239096,0.0315697,0.0407224,0.0622838,0.0956514,0.0895377,0.0586977,0.0744022,0.0535864,0.0403588,0.0704274,0.0743945,0.041407,0.00120361,0,0.0603296,0,0,0,0,0,0.0343957
132,0,0,0,0,0,0,0.0173806,0,0,0,0.0389274,0,0.0313038,0.0426763,0,0.0196733,0,0,0.041951,0.0272342,0.0359604,0.0281468,0.021731,0.0272896,0.0265733,0.0234851,0.0384674,0.0419201,0.0270041,0.0312391,0.0306574,0.0177125,0.0277926,0.0153516,0.0403822,0.0110812,0.0132009,0,0.0196004,0.0389452,0.0371396,0,0,0.0202986,0,0,0.0107944,0.0590964,0.0585181,0.00729558,0.0228908,0.0315418,0.0406952,0.0627704,0.09635,0.0898322,0.0592621,0.0749082,0.0542035,0.041287,0.0704312,0.0705458,0.0413221,0.00126579,0,0.0598798,0,0,0,0,0,0.033143
133,0,0,0,0,0,0,0.0174943,0,0,0,0.0395226,0,0.031376,0.0429162,0,0.0194286,0,0,0.0419395,0.0275182,0.0358494,0.0281854,0.0217085,0.0272543,0.0263119,0.0232927,0.0382208,0.0420944,0.0273168,0.0313746,0.0306746,0.0177776,0.0280201,0.0150715,0.0404412,0.0109837,0.013491,0,0.0189273,0.0394904,0.0371385,0,0,0.0201456,0,0,0.0107107,0.059253,0.0556981,0.00718045,0.0220184,0.0313042,0.0405866,0.063144,0.0969858,0.0902095,0.0598563,0.0752873,0.0546011,0.0422589,0.0703002,0.0646719,0.0412493,0.0013393,0,0.0594922,0,0,0,0,0,0.0324192
134,0,0,0,0,0,0,0.0175863,0,0,0,0.0402519,0,0.0314046,0.0429597,0,0.019285,0,0,0.0419211,0.0280166,0.035828,0.0281475,0.021763,0.0272498,0.026134,0.0231189,0.0378264,0.0421728,0.0275348,0.0316465,0.0309205,0.0179287,0.0281639,0.0148807,0.0405461,0.0109524,0.0136827,0,0.0185221,0.0400297,0.0371287,0,0,0.0199795,0,0,0.0106281,0.0593456,0.052786,0.006809,0.0214103,0.0309166,0.0403743,0.0632719,0.0973544,0.0904874,0.060711,0.0752242,0.0546101,0.0428275,0.0697233,0.0569982,0.041217,0.00136998,0,0.0592019,0,0,0,0,0,0.0310516
135,0,0,0,0,0,0,0.0177803,0,0,0,0.0410316,0,0.0313659,0.0425167,0,0.0192073,0,0,0.0419421,0.0288717,0.0355907,0.0280169,0.0219597,0.0272257,0.0261502,0.0229474,0.0373886,0.0420822,0.0277379,0.0318495,0.0310954,0.0182046,0.0283949,0.014612,0.0405963,0.0110727,0.0136184,0,0.0192379,0.04029,0.0371,0,0,0.019825,0,0,0.0105572,0.0593996,0.0496256,0.00653868,0.0213904,0.0303275,0.0401098,0.0630891,0.0971738,0.0906287,0.0618053,0.0749466,0.0543997,0.0433635,0.0690281,0.0475937,0.0412335,0.00137016,0,0.0589444,0,0,0,0,0,0.03194
136,0,0,0,0,0,0,0.0182003,0,0,0,0.0418531,0,0.0313229,0.0412621,0,0.0192106,0,0,0.0418701,0.030012,0.0352604,0.0279691,0.0223434,0.027179,0.0262873,0.0228517,0.0368733,0.0418234,0.028241,0.0319722,0.0312251,0.0184632,0.028588,0.0143674,0.0405732,0.0110913,0.0134465,0,0.0206321,0.0404685,0.0370455,0,0,0.0196722,0,0,0.0104928,0.0592953,0.0466324,0.00657603,0.0219705,0.0294739,0.0398434,0.0627478,0.0963788,0.0907178,0.0631369,0.0745634,0.0541372,0.0440273,0.068458,0.0372601,0.0412323,0.00138129,0,0.0586858,0,0,0,0,0,0.0343509
137,0,0,0,0,0,0,0.0186411,0,0,0,0.0427921,0,0.0313043,0.0398389,0,0.0192236,0,0,0.041792,0.0311818,0.0349718,0.0279191,0.0228442,0.0269778,0.0263593,0.0227277,0.0362717,0.0415028,0.0285801,0.0321578,0.0313298,0.0186536,0.0287488,0.0142237,0.0405835,0.0110184,0.0134607,0,0.0219896,0.0405956,0.0370061,0,0,0.0195608,0,0,0.0104336,0.0589432,0.0442264,0.00711214,0.0232899,0.0283581,0.0395091,0.0623169,0.0948896,0.090654,0.0646518,0.0744261,0.0541564,0.0449821,0.0684396,0.0274564,0.0412633,0.00138869,0,0.058455,0,0,0,0,0,0.037466
138,0,0,0,0,0,0,0.0189166,0,0,0,0.0437929,0,0.031448,0.0385887,0,0.0191237,0,0,0.0417786,0.0323102,0.0347345,0.0276889,0.0232416,0.0266919,0.0261926,0.0231091,0.0356637,0.0412527,0.0294021,0.0325551,0.0314918,0.0187816,0.0288633,0.0141895,0.0406799,0.0108299,0.0137075,0,0.0227688,0.0409218,0.0370038,0,0,0.0194714,0,0,0.0103946,0.058247,0.0419685,0.0086216,0.0250908,0.0270628,0.038989,0.0619424,0.092778,0.0906319,0.0662023,0.074458,0.0545696,0.0461743,0.068975,0.0191841,0.0413886,0.00139694,0,0.0580997,0,0,0,0,0,0.0413898
139,0,0,0,0,0,0,0.0189964,0,0,0,0.0447133,0,0.0314134,0.0371778,0,0.0189474,0,0,0.0418068,0.0333242,0.034481,0.0275037,0.0235259,0.0264255,0.0259665,0.0236998,0.0351343,0.0410384,0.0300065,0.0328557,0.0318352,0.0189291,0.0289763,0.0142833,0.0408124,0.0106532,0.013855,0,0.0234134,0.0412641,0.0369929,0,0,0.0193351,0,0,0.0103809,0.057503,0.0400457,0.0104597,0.0273535,0.0257714,0.0384821,0.061593,0.090404,0.0905029,0.0676857,0.0743913,0.0551575,0.0471338,0.0693656,0.0122989,0.0414736,0.00142287,0,0.0576944,0,0,0,0,0,0.0454904
140,0,0,0,0,0,0,0.0190355,0,0,0,0.0456256,0,0.0311671,0.0356878,0,0.0188166,0,0,0.0418607,0.0342374,0.0341647,0.027394,0.0238368,0.0262019,0.0257497,0.0242112,0.034742,0.0409033,0.0303571,0.033115,0.0320012,0.0190621,0.0290993,0.0145394,0.0410027,0.0106639,0.0138821,0,0.0242724,0.041739,0.0370064,0,0,0.0192498,0,0,0.0103825,0.0569222,0.0388973,0.0120268,0.0294813,0.0246034,0.0381224,0.0612601,0.0880742,0.0902518,0.0687157,0.0741276,0.0555573,0.0476116,0.0695233,0.00735927,0.0414672,0.00147372,0,0.057266,0,0,0,0,0,0.0493811
141,0,0,0,0,0,0,0.019206,0,0,0,0.0465922,0,0.0309096,0.0348098,0,0.0187902,0,0,0.0419707,0.0349903,0.0338816,0.0272729,0.0241004,0.0259456,0.0255064,0.0245383,0.034484,0.0407988,0.0308802,0.0331348,0.0318029,0.0190746,0.0291383,0.0150613,0.0412537,0.0106838,0.0138199,0,0.0251061,0.0421374,0.0370458,0,0,0.0192398,0,0,0.0103534,0.056526,0.0386865,0.0130884,0.0311196,0.0237603,0.0379289,0.0608799,0.0863913,0.0898346,0.068905,0.0738399,0.0556712,0.0477676,0.0696354,0.00464224,0.0413928,0.00153691,0,0.0568173,0,0,0,0,0,0.0517907
142,0,0,0,0,0,0,0.0194323,0,0,0,0.0475007,0,0.0308166,0.0341995,0,0.0187947,0,0,0.0420904,0.0354361,0.0338657,0.027202,0.0241912,0.0256201,0.0252229,0.0246142,0.0343829,0.0406547,0.0309559,0.0330326,0.0316747,0.0189335,0.0290377,0.0157593,0.0414181,0.0106855,0.0136467,0,0.0255752,0.0422218,0.0371073,0,0,0.0193352,0,0,0.0103776,0.0563044,0.03903,0.013472,0.0319999,0.0232686,0.0379795,0.0604777,0.0856202,0.0891848,0.0682296,0.0737019,0.0556811,0.0478049,0.0695383,0.00336212,0.0412482,0.00162085,0,0.0563767,0,0,0,0,0,0.0541578
143,0,0,0,0,0,0,0.0196796,0,0,0,0.0479413,0,0.0308738,0.0341019,0,0.0188462,0,0,0.0422388,0.0355388,0.0341695,0.0271961,0.0240897,0.0253434,0.0248257,0.0245871,0.0344204,0.0404862,0.0306481,0.0329017,0.0316863,0.0185831,0.0287166,0.0165451,0.0415683,0.0107527,0.0134229,0,0.025704,0.0419102,0.0372029,0,0,0.0193996,0,0,0.0104315,0.0561541,0.0390428,0.0133505,0.0319277,0.023088,0.0381221,0.0601655,0.0854639,0.0885086,0.0670066,0.0736748,0.0555938,0.0477211,0.0694089,0.00271156,0.0409942,0.00173414,0,0.0559961,0,0,0,0,0,0.0553623
144,0,0,0,0,0,0,0.0198908,0,0,0,0.0481396,0,0.030558,0.0345776,0,0.0188267,0,0,0.0424069,0.0354471,0.0345063,0.027307,0.0239161,0.0255048,0.024345,0.0245466,0.0345916,0.0403873,0.0305633,0.0322939,0.0314759,0.0181447,0.0284311,0.0175035,0.0416584,0.010783,0.0135049,0,0.025094,0.0414428,0.037307,0,0,0.0194695,0,0,0.010442,0.055958,0.0385738,0.0131348,0.0309463,0.0230402,0.0383173,0.0601997,0.0857051,0.0879744,0.0656146,0.0736582,0.0552875,0.0475543,0.069462,0.00223403,0.0407171,0.00173575,0,0.0556545,0,0,0,0,0,0.0550776
145,0,0,0,0,0,0,0.0199932,0,0,0,0.0481941,0,0.0300873,0.0353093,0,0.0187032,0,0,0.0425038,0.0353131,0.0348637,0.0275445,0.0236797,0.025924,0.023874,0.0245276,0.034834,0.040463,0.030645,0.031445,0.0310429,0.017719,0.0280456,0.0186933,0.0417,0.0108341,0.0135664,0,0.0234558,0.0409343,0.037365,0,0,0.01953,0,0,0.0103977,0.0557387,0.0380158,0.0128679,0.0295764,0.0230548,0.0385163,0.0604348,0.0863476,0.0875809,0.0644526,0.0738391,0.0547819,0.0473381,0.0700482,0.00202538,0.0405168,0.00169999,0,0.0553523,0,0,0,0,0,0.0549597
146,0,0,0,0,0,0,0.019926,0,0,0,0.0483586,0,0.0296631,0.0359869,0,0.0186491,0,0,0.0425132,0.0354369,0.0351597,0.0275461,0.0234494,0.025093,0.023455,0.0244973,0.0350985,0.0406349,0.0306318,0.0309647,0.0304361,0.0171816,0.0273734,0.0200596,0.0417085,0.0108373,0.013502,0,0.0220064,0.0408519,0.0374064,0,0,0.0196264,0,0,0.0104127,0.055369,0.0362626,0.0128421,0.0285703,0.0232391,0.0387095,0.0604821,0.08711,0.0873091,0.0633976,0.074089,0.054112,0.0469926,0.0707635,0.00184596,0.040319,0.00170885,0,0.0553192,0,0,0,0,0,0.0545817
147,0,0,0,0,0,0,0.0199058,0,0,0,0.0480666,0,0.0293104,0.0364136,0,0.0185556,0,0,0.0424864,0.0357635,0.0352639,0.0274935,0.0232457,0.0247907,0.0228075,0.0245317,0.035373,0.0405802,0.0303141,0.0302727,0.0299801,0.0167272,0.0268248,0.0219504,0.0419574,0.0108254,0.0133868,0,0.0222479,0.0410423,0.037493,0,0,0.0195191,0,0,0.0103824,0.0548078,0.0333856,0.0133412,0.0285865,0.0233027,0.0386484,0.0600353,0.0874134,0.0868728,0.0619975,0.0739113,0.0536063,0.0460899,0.0704031,0.00241722,0.0404083,0.00172333,0,0.0553025,0,0,0,0,0,0.0524956
148,0,0,0,0,0,0,0.0199106,0,0,0,0.0480348,0,0.0287731,0.0364096,0,0.0183099,0,0,0.0425974,0.0363149,0.0355676,0.027239,0.023198,0.0248359,0.0219581,0.0247915,0.0357044,0.0402312,0.0298137,0.0296716,0.0298807,0.016389,0.0263335,0.0238831,0.0422992,0.0106492,0.0136174,0,0.0227955,0.0415105,0.037624,0,0,0.0192199,0,0,0.0102876,0.0539742,0.030555,0.01434,0.0295861,0.0231837,0.0384582,0.0587811,0.0865385,0.0860822,0.0606941,0.0729247,0.0533747,0.044882,0.0687396,0.00357603,0.0406741,0.00163283,0,0.0552857,0,0,0,0,0,0.0483294
149,0,0,0,0,0,0,0.019804,0,0,0,0.0483154,0,0.027994,0.0360543,0,0.0181203,0,0,0.042715,0.0369232,0.0363556,0.0266177,0.0236251,0.0238034,0.0214111,0.025334,0.0361014,0.0396269,0.0289004,0.0294236,0.0298692,0.0159509,0.0254016,0.0251426,0.0425458,0.0106274,0.0138186,0,0.0215265,0.041942,0.0377414,0,0,0.0189369,0,0,0.010209,0.0532088,0.0280571,0.0153358,0.0309416,0.0230482,0.0383886,0.0570471,0.0848826,0.0852397,0.0605494,0.0716956,0.0530329,0.0438256,0.0668132,0.00256206,0.0407266,0.00161356,0,0.0554645,0,0,0,0,0,0.0455406
150,0,0,0,0,0,0,0.0197908,0,0,0,0.0478892,0,0.0272393,0.0357208,0,0.0180365,0,0,0.0428334,0.0373662,0.0369027,0.0260758,0.0239638,0.0234829,0.0211364,0.025828,0.0366617,0.0391372,0.0277609,0.0291311,0.0295156,0.0156401,0.0242599,0.0273369,0.0426765,0.0106519,0.0139225,0,0.0198361,0.0421429,0.0378839,0,0,0.0188577,0,0,0.0102177,0.0526847,0.0268214,0.0160671,0.0312583,0.0229693,0.038365,0.0558175,0.0835228,0.0849371,0.061732,0.0711204,0.052541,0.0432301,0.065852,0.00406711,0.0406446,0.00160908,0,0.0557049,0,0,0,0,0,0.0438936
151,0,0,0,0,0,0,0.0199085,0,0,0,0.0468724,0,0.0262972,0.0354359,0,0.0180482,0,0,0.0429589,0.0375426,0.0375047,0.0256192,0.0240599,0.0237894,0.0210031,0.0262328,0.0375116,0.0389279,0.0264378,0.0288404,0.0293261,0.0150586,0.0229758,0.0300686,0.0426374,0.0106889,0.0139562,0,0.0192716,0.0421169,0.0380891,0,0,0.0191523,0,0,0.0103537,0.0523898,0.0265944,0.0162249,0.0303469,0.0230674,0.0384195,0.0556024,0.0834658,0.0850359,0.0623621,0.0714305,0.0522902,0.043117,0.0658816,0.00633124,0.0406243,0.00155871,0,0.056043,0,0,0,0,0,0.0422005
152,0,0,0,0,0,0,0.0196348,0,0,0,0.0450839,0,0.0251676,0.0352837,0,0.0181254,0,0,0.0429938,0.0375105,0.0379622,0.0250114,0.0238087,0.0232233,0.0211684,0.0264619,0.0385163,0.0392323,0.0253788,0.028576,0.0294573,0.0141907,0.0215868,0.0335279,0.0424285,0.0108478,0.0136781,0,0.0196448,0.0418875,0.0382794,0,0,0.0198147,0,0,0.0106186,0.0522515,0.0268202,0.0157041,0.0294406,0.0235226,0.0387161,0.0560908,0.0844085,0.0849684,0.0615532,0.0721222,0.0521327,0.0430406,0.0659639,0.00830114,0.0405766,0.00154217,0,0.0566252,0,0,0,0,0,0.041454
153,0,0,0,0,0,0,0.0198477,0,0,0,0.0426935,0,0.0238975,0.0351976,0,0.0144614,0,0,0.0328627,0.0372158,0.0384112,0.024543,0.0231916,0.0233554,0.0201594,0.026665,0.0397425,0.0398852,0.0243529,0.0282802,0.0296403,0.0133262,0.0197015,0.0375868,0.0436405,0.0159421,0,0,0.0200277,0.0411457,0.0380444,0,0,0.0210675,0,0,0.0111876,0.0520128,0.0279157,0.0150826,0.0291305,0.0240849,0.0392568,0.0567405,0.0855559,0.0846043,0.0599654,0.0723584,0.0518566,0.0426382,0.0655221,0.00941985,0.0398126,0.00164423,0,0.0572062,0,0,0,0,0,0.0418596
154,0,0,0,0,0,0,0.0191452,0,0,0,0.0413177,0,0.0225741,0.0351263,0,0.0145084,0,0,0.0328781,0.0371327,0.0386354,0.0240347,0.0222071,0.0241235,0.0205352,0.0268109,0.0409846,0.040844,0.0234104,0.0279329,0.0298042,0.0124289,0.017512,0.0410137,0.0434611,0.016117,0,0,0.0200992,0.0402787,0.038076,0,0,0.0215516,0,0,0.0114605,0.0517084,0.0290289,0.0148733,0.0292964,0.0243976,0.03972,0.0568147,0.0859644,0.0839753,0.0584028,0.072087,0.0516516,0.0420882,0.0648213,0.00930968,0.0397101,0.00180108,0,0.0577315,0,0,0,0,0,0.041843
155,0,0,0,0,0,0,0.0185414,0,0,0,0.040333,0,0.0212031,0.0349841,0,0.01475,0,0,0.0330452,0.0375071,0.0384245,0.0231621,0.0209425,0.0242915,0.021352,0.0271383,0.04244,0.041961,0.0225629,0.0276405,0.0297876,0.0118412,0.0157022,0.0436413,0.0426604,0.0162462,0,0,0.0202296,0.0396931,0.0380537,0,0,0.0221974,0,0,0.0117074,0.0513918,0.029808,0.0149144,0.0296876,0.0246688,0.0405084,0.0562497,0.085588,0.0833404,0.0571807,0.0715396,0.051468,0.0414836,0.0638279,0.00905201,0.0392457,0.00193578,0,0.0583553,0,0,0,0,0,0.0411587
