Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,T10,x70,x71,x72,LWRA,x73,RFHD,CLAV
121,0,0,0,0,0,0,0.0237658,0,0,0,0.0410197,0,0.0299304,0.0351634,0,0,0.0165371,0,0,0.0434236,0.0314025,0.0293004,0.0294152,0.0237199,0.0400518,0.0247758,0.0332779,0.0429147,0.0372209,0.0255129,0.0319114,0.0324438,0.0196751,0.02909,0.0136066,0.0403286,0.0114049,0.0450075,0,0.0270607,0.0342846,0.0417949,0,0,0.0247654,0,0.0204653,0.065016,0.0452258,0.0329847,0.0285184,0.0352284,0.0409221,0.0582087,0.095028,0.0921504,0.141482,0.0641752,0.042886,0.028586,0.0566867,0.0302581,0.0401939,0.00797575,0.0609362,0,0,0,0.0120233,0,0,0.0402174
122,0,0,0,0,0,0,0.0231267,0,0,0,0.0398389,0,0.0297795,0.0338841,0,0,0.0170569,0,0,0.0436929,0.0310414,0.0292338,0.0299244,0.0233327,0.0397775,0.0262238,0.0326408,0.0429537,0.0380065,0.0247424,0.0314803,0.0320863,0.0190678,0.0281908,0.0146863,0.0389804,0.0111891,0.0412757,0,0.0240109,0.0334064,0.0416094,0,0,0.0258394,0,0.0207667,0.0649242,0.0428403,0.031776,0.0293842,0.0357924,0.0418698,0.0591761,0.0964612,0.0934375,0.141663,0.0638898,0.042169,0.0277838,0.0577193,0.0336806,0.0393974,0.0081775,0.0616258,0,0,0,0.012475,0,0,0.0393746
123,0,0,0,0,0,0,0.0226618,0,0,0,0.0381498,0,0.0295177,0.0329882,0,0,0.0174628,0,0,0.0440287,0.0297962,0.0288246,0.0307159,0.0228759,0.0397581,0.0275202,0.0318562,0.0429602,0.0387246,0.023865,0.0313494,0.0320156,0.0188076,0.0274787,0.0151986,0.0380659,0.0108476,0.0371251,0,0.0211159,0.0326088,0.0415733,0,0,0.0267599,0,0.0210766,0.0646502,0.0405379,0.030518,0.0304645,0.0362598,0.0428327,0.0600315,0.0974911,0.0945881,0.141791,0.0635343,0.0415128,0.0272657,0.0581703,0.0389527,0.0386362,0.00836002,0.0622133,0,0,0,0.0131958,0,0,0.0391229
124,0,0,0,0,0,0,0.0223703,0,0,0,0.0360645,0,0.0292581,0.0324473,0,0,0.0177974,0,0,0.0439608,0.0278963,0.0282764,0.0316547,0.0225957,0.0398494,0.0285682,0.030947,0.0433222,0.039347,0.0233234,0.0313992,0.0323117,0.0187391,0.0268257,0.0161554,0.0374571,0.0109366,0.0343915,0,0.0183699,0.0319396,0.0417061,0,0,0.0273327,0,0.0212603,0.0643099,0.0401539,0.0294392,0.0312315,0.0368288,0.0435929,0.0606853,0.0978642,0.0953447,0.142068,0.0633665,0.0411016,0.0272423,0.0584521,0.0480491,0.0381366,0.00833539,0.062755,0,0,0,0.0130713,0,0,0.0390505
125,0,0,0,0,0,0,0.0223491,0,0,0,0.0333362,0,0.029049,0.032225,0,0,0.0180966,0,0,0.0437534,0.0258981,0.0278589,0.0324615,0.0226903,0.0403653,0.0294802,0.0298337,0.0442175,0.0397497,0.0232495,0.0314638,0.0327281,0.018544,0.0260465,0.0184381,0.037279,0.0110079,0.0342323,0,0.0166716,0.0314679,0.0418445,0,0,0.0274547,0,0.0213041,0.0640047,0.0430421,0.0285993,0.0314966,0.0374955,0.0441341,0.0612228,0.0976923,0.0956009,0.142698,0.0635566,0.04097,0.0276205,0.0589396,0.0583068,0.0378233,0.00812533,0.0633568,0,0,0,0.0128113,0,0,0.0390233
126,0,0,0,0,0,0,0.022586,0,0,0,0.0306502,0,0.0287499,0.0324989,0,0,0.0182126,0,0,0.0435739,0.0244751,0.0276398,0.0327512,0.0231182,0.041151,0.0299593,0.0288823,0.0439356,0.0398655,0.0233724,0.0314825,0.0328568,0.0179591,0.0252788,0.0212401,0.037386,0.0110508,0.0347802,0,0.0171597,0.0310241,0.041819,0,0,0.0274527,0,0.0213121,0.063621,0.0475273,0.0276018,0.0319172,0.0378614,0.0443952,0.0616872,0.0975127,0.0959393,0.14333,0.0637754,0.0407141,0.0276313,0.059284,0.0649612,0.0376381,0.00783108,0.0641503,0,0,0,0.0125982,0,0,0.0393769
127,0,0,0,0,0,0,0.0228648,0,0,0,0.0282582,0,0.0289073,0.0331465,0,0,0.0182056,0,0,0.0434758,0.0235179,0.0277191,0.0326817,0.0235315,0.0415579,0.0302543,0.027888,0.0434151,0.0399343,0.0235555,0.0313053,0.0331137,0.0172632,0.0246416,0.0242324,0.0377476,0.0111355,0.0355971,0,0.0182,0.0306557,0.0416732,0,0,0.0272833,0,0.0213286,0.0631204,0.0518342,0.0264576,0.0326424,0.0379562,0.0443388,0.0621009,0.0975246,0.0962943,0.143685,0.0639629,0.040437,0.0275186,0.0598693,0.0697531,0.037666,0.00752353,0.0652855,0,0,0,0.0124523,0,0,0.039997
128,0,0,0,0,0,0,0.0227544,0,0,0,0.0265144,0,0.0289936,0.0339675,0,0,0.0184419,0,0,0.0437237,0.0227384,0.027675,0.032424,0.0237173,0.0411392,0.0308173,0.0271356,0.043395,0.040096,0.023476,0.0311728,0.0335976,0.0169128,0.0244604,0.0269551,0.0378338,0.0109893,0.0366734,0,0.0186119,0.0302782,0.0418785,0,0,0.0267475,0,0.0211646,0.0627064,0.0552668,0.0255775,0.0334277,0.0379003,0.0437007,0.0624502,0.0977077,0.0965591,0.143942,0.0644463,0.0405405,0.0278531,0.0611158,0.0740668,0.0382018,0.00734939,0.0660494,0,0,0,0.0126005,0,0,0.038799
129,0,0,0,0,0,0,0.022544,0,0,0,0.0256244,0,0.0292571,0.0348249,0,0,0.0185614,0,0,0.0438961,0.0221311,0.028058,0.0321677,0.0238513,0.0402698,0.0309986,0.0267379,0.0435588,0.040171,0.0234134,0.0312103,0.0338166,0.0166444,0.0245385,0.0287923,0.0380155,0.0110998,0.0378773,0,0.0185499,0.0299181,0.0421329,0,0,0.026293,0,0.0210202,0.0624836,0.0579651,0.0247202,0.0341652,0.037972,0.0430933,0.0626317,0.0979976,0.0967343,0.143992,0.0652038,0.0410525,0.0286355,0.062823,0.0777889,0.0386063,0.00731522,0.0664983,0,0,0,0.012445,0,0,0.0379624
130,0,0,0,0,0,0,0.0223999,0,0,0,0.025547,0,0.0298021,0.0355889,0,0,0.018541,0,0,0.0439507,0.021674,0.028633,0.032017,0.0239348,0.0393697,0.0309274,0.0267639,0.04367,0.0401278,0.023537,0.0314356,0.0337625,0.0166869,0.0248504,0.0293443,0.0382237,0.0112309,0.0390247,0,0.0184514,0.0295061,0.0422899,0,0,0.0259669,0,0.0208307,0.062439,0.0595981,0.0238958,0.0347662,0.0382811,0.042726,0.0626589,0.0982775,0.096835,0.143965,0.0661057,0.0416797,0.0295282,0.0644688,0.0808416,0.0387355,0.00740201,0.0667282,0,0,0,0.0122846,0,0,0.0376061
131,0,0,0,0,0,0,0.0222764,0,0,0,0.0259792,0,0.0298229,0.0360921,0,0,0.0185441,0,0,0.044081,0.0213656,0.0293471,0.0317799,0.0239676,0.0387755,0.0308663,0.0267144,0.0435685,0.0401302,0.0236606,0.0316031,0.0335275,0.0169271,0.0250677,0.0287054,0.0383932,0.0110614,0.0393621,0,0.0184623,0.0289599,0.0423566,0,0,0.0257686,0,0.0206428,0.0624605,0.0603686,0.0230678,0.0351908,0.0386157,0.0425547,0.0626558,0.0984768,0.0968752,0.143793,0.0668589,0.0421873,0.0301542,0.0655942,0.0824953,0.038671,0.00764643,0.0667306,0,0,0,0.0125324,0,0,0.0374884
132,0,0,0,0,0,0,0.0221593,0,0,0,0.026803,0,0.0298433,0.0364831,0,0,0.0185821,0,0,0.0442429,0.0212694,0.0300225,0.031268,0.0238807,0.0385251,0.0307792,0.026501,0.0432389,0.0401429,0.0233943,0.0314661,0.0331801,0.0170633,0.025246,0.0273068,0.0383949,0.0106241,0.0391248,0,0.0185642,0.0283339,0.0423393,0,0,0.0257213,0,0.0204519,0.0624374,0.0604348,0.0221795,0.0355371,0.0388555,0.042651,0.0625981,0.0986125,0.0968259,0.143766,0.0672444,0.0424128,0.0302834,0.066125,0.0826292,0.0384485,0.0079756,0.0665448,0,0,0,0.0131214,0,0,0.0375391
133,0,0,0,0,0,0,0.0220501,0,0,0,0.0277495,0,0.0299514,0.0369674,0,0,0.0185886,0,0,0.0440788,0.021312,0.0305592,0.0307437,0.0236057,0.0384166,0.0306484,0.0262157,0.0428073,0.0400591,0.0228273,0.0312545,0.0327731,0.0169827,0.0254112,0.0257126,0.0381987,0.0107578,0.0386216,0,0.0184433,0.0277428,0.0422124,0,0,0.0257442,0,0.0202618,0.062324,0.0601002,0.0211924,0.0358854,0.0389829,0.0429915,0.0625906,0.0985802,0.0966987,0.1439,0.0674695,0.0424307,0.0300996,0.0662492,0.0818015,0.0380571,0.00826153,0.0662522,0,0,0,0.012892,0,0,0.0377306
134,0,0,0,0,0,0,0.0219846,0,0,0,0.0285311,0,0.0300348,0.0375191,0,0,0.0186078,0,0,0.0439998,0.0213306,0.0311341,0.0303706,0.0233127,0.038203,0.0305855,0.0258522,0.0424049,0.0401112,0.0229617,0.0311097,0.032411,0.0167086,0.0253612,0.0244948,0.0378798,0.0108279,0.0379098,0,0.0182387,0.0270828,0.0420293,0,0,0.0259946,0,0.0201881,0.0621687,0.0595224,0.0201143,0.0360744,0.0390209,0.0435335,0.0626745,0.098305,0.0966039,0.144049,0.0675521,0.042418,0.0299915,0.0662273,0.0804612,0.037569,0.00851174,0.0658604,0,0,0,0.0128109,0,0,0.0380597
135,0,0,0,0,0,0,0.0219324,0,0,0,0.02904,0,0.030009,0.0381037,0,0,0.0185958,0,0,0.0438935,0.0213649,0.0319404,0.0300479,0.0230463,0.0382037,0.0305328,0.0253768,0.04208,0.0404876,0.0232498,0.0310463,0.0321848,0.0164253,0.0251124,0.0238692,0.0375445,0.0109876,0.0371089,0,0.0181076,0.0265616,0.0418266,0,0,0.0264038,0,0.0202477,0.061895,0.0590043,0.0190391,0.0360336,0.038979,0.04417,0.0628247,0.0979543,0.0965547,0.144296,0.0676596,0.0424271,0.0301098,0.0663544,0.0788569,0.0370784,0.00868545,0.0655111,0,0,0,0.0126773,0,0,0.0384703
136,0,0,0,0,0,0,0.0218465,0,0,0,0.0293264,0,0.0301038,0.0382594,0,0,0.0184933,0,0,0.0437997,0.0214507,0.0326729,0.0297364,0.0228744,0.0382646,0.0303497,0.0246291,0.0418206,0.0410475,0.0233573,0.0310732,0.0321096,0.0162117,0.0248326,0.0235566,0.0373189,0.0110798,0.0362926,0,0.0182687,0.0264819,0.04171,0,0,0.026809,0,0.0203692,0.0615285,0.0587623,0.0181598,0.0357719,0.0389387,0.0447784,0.0630432,0.0975706,0.0965566,0.144641,0.0679755,0.0425977,0.0305952,0.0666859,0.0768075,0.0367414,0.00872918,0.0651843,0,0,0,0.0126709,0,0,0.0388876
137,0,0,0,0,0,0,0.0218184,0,0,0,0.0294383,0,0.0301199,0.0380624,0,0,0.0183479,0,0,0.0437547,0.0214843,0.0330742,0.0294998,0.0227545,0.0382499,0.0301551,0.0239396,0.0416043,0.0416224,0.023382,0.0311049,0.0320558,0.0160742,0.0246274,0.0234252,0.0371948,0.0111348,0.0355537,0,0.0190454,0.0268662,0.0416801,0,0,0.027141,0,0.0204793,0.0610851,0.0586926,0.0173161,0.0352733,0.0390189,0.0452975,0.063269,0.0970472,0.096554,0.144989,0.0685712,0.0430419,0.0313447,0.0668483,0.0745785,0.0365526,0.00865981,0.0648167,0,0,0,0.0127282,0,0,0.0392267
138,0,0,0,0,0,0,0.0218598,0,0,0,0.029542,0,0.0300148,0.0378421,0,0,0.018207,0,0,0.0437919,0.02145,0.0335614,0.0293007,0.0225105,0.0380493,0.0298947,0.0238821,0.0415082,0.0421042,0.023474,0.0311075,0.0320232,0.0160958,0.0245741,0.0233474,0.0371171,0.0111133,0.0351342,0,0.0199802,0.027611,0.0416409,0,0,0.0273522,0,0.020555,0.0606911,0.0588756,0.0165439,0.0346559,0.0392986,0.0456657,0.0633942,0.0963898,0.0964908,0.145307,0.0694091,0.043734,0.0323473,0.0671295,0.0726686,0.0364479,0.00852706,0.0644399,0,0,0,0.0128865,0,0,0.0394749
139,0,0,0,0,0,0,0.0219996,0,0,0,0.0297074,0,0.0300249,0.0379244,0,0,0.0181088,0,0,0.0438361,0.0214133,0.0342988,0.0290454,0.0223545,0.0376274,0.0296204,0.0236166,0.0414268,0.0423347,0.0236633,0.0311164,0.0320734,0.0160868,0.0244397,0.0232776,0.0371971,0.0110707,0.0351634,0,0.0204066,0.0284784,0.0416054,0,0,0.0273486,0,0.0205034,0.0604152,0.0592669,0.0159594,0.0339017,0.039734,0.0458657,0.063543,0.0955814,0.0963172,0.145671,0.0703288,0.0444665,0.0333456,0.0675533,0.071227,0.0364448,0.00836014,0.0641475,0,0,0,0.0130287,0,0,0.0396138
140,0,0,0,0,0,0,0.0221364,0,0,0,0.029988,0,0.0300066,0.037987,0,0,0.018032,0,0,0.0438118,0.021381,0.0346339,0.0287262,0.0222963,0.0372583,0.029441,0.0231902,0.0413122,0.0425064,0.0237279,0.031055,0.0319704,0.0158935,0.0243531,0.0231007,0.0376591,0.0111193,0.0353004,0,0.0206853,0.0292601,0.0416981,0,0,0.0272294,0,0.0203432,0.0602682,0.0591065,0.0154405,0.0331564,0.0402135,0.0459253,0.0637456,0.0946269,0.096115,0.14605,0.0710846,0.0450569,0.0340292,0.0679139,0.0704657,0.0367686,0.00814363,0.0638888,0,0,0,0.0129907,0,0,0.0396105
141,0,0,0,0,0,0,0.0222767,0,0,0,0.0303071,0,0.0301412,0.0381289,0,0,0.0179575,0,0,0.0436235,0.0213998,0.0350169,0.0282846,0.0223092,0.0366072,0.0293035,0.0229513,0.0410778,0.042538,0.023679,0.0308962,0.0314094,0.0156545,0.024442,0.0226788,0.0382095,0.011461,0.03549,0,0.020795,0.029973,0.0419044,0,0,0.0270434,0,0.0201865,0.0601976,0.0591949,0.015167,0.0321941,0.040746,0.0458469,0.0639333,0.0934509,0.0959105,0.146507,0.0717511,0.0456843,0.0345209,0.0681834,0.0704854,0.0371097,0.00797517,0.0636927,0,0,0,0.0125426,0,0,0.0395309
142,0,0,0,0,0,0,0.0224913,0,0,0,0.0305774,0,0.030429,0.0383294,0,0,0.0179119,0,0,0.0436928,0.0213945,0.0351991,0.0278604,0.0222243,0.0361403,0.0292398,0.0227631,0.040897,0.0425972,0.0237911,0.0306659,0.0310311,0.0153446,0.0246147,0.0220522,0.0385043,0.0113387,0.0357749,0,0.0207634,0.0304639,0.0421018,0,0,0.0269499,0,0.0201709,0.060196,0.0594477,0.015071,0.031062,0.0412291,0.0458204,0.0641745,0.0921876,0.0957493,0.147046,0.072327,0.0463739,0.0349661,0.068378,0.0709941,0.0372692,0.00790223,0.0634947,0,0,0,0.0127219,0,0,0.0396888
