Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LWRA,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,LBHD,LUPA,x73,LILC,LASI,LWRB
39,0,0,0,0,0,0,0.0299341,0.0315507,0,0,0,0.0489518,0,0.0262539,0,0.0191291,0,0,0.0389197,0.0350695,0.0284101,0.0253589,0.0430212,0.0316848,0.0344435,0.0398362,0.0372877,0.027909,0.0353731,0.0363133,0.023645,0.0309138,0.00993343,0.0194009,0.0391334,0,0.0273811,0.0310158,0.0428666,0,0,0.0148384,0,0,0.027387,0.0631572,0.0466181,0.0179625,0.0287643,0.0282772,0.0449433,0.0461432,0.0803523,0.0823888,0.0507342,0.0711197,0.04856,0.0357397,0.0646878,0.0426159,0.0339782,0,0.0158054,0.0343743,0.0720408,0,0,0,0,0.0400515,0,0.0370625,0,0
40,0,0,0,0,0,0,0.029902,0.0312076,0,0,0,0.0476327,0,0.0263507,0,0.0192305,0,0,0.0391366,0.0337993,0.0279722,0.0251626,0.0429059,0.0328114,0.0340501,0.0397254,0.0373316,0.0274721,0.0353097,0.0360747,0.0235668,0.0305079,0.00985753,0.0195476,0.0358293,0,0.0253656,0.0303205,0.0425687,0,0,0.0171212,0,0,0.0308605,0.0628118,0.0475448,0.0170523,0.0295433,0.0295109,0.0462348,0.0478997,0.0818472,0.0834778,0.0512298,0.0715217,0.0485901,0.0350477,0.0652686,0.0489931,0.0327882,0.00927997,0.0141861,0.0339695,0.072487,0,0,0,0,0.0396204,0,0.0375002,0,0
41,0,0,0,0,0,0,0.0297435,0.031123,0,0,0,0.0460923,0,0.0267319,0,0.0194979,0,0,0.0392891,0.0320937,0.0276934,0.0250666,0.0432149,0.0338277,0.0334074,0.0395982,0.0374359,0.0272275,0.0353034,0.0359701,0.0235426,0.0302215,0.00962297,0.01959,0.0334584,0,0.0201043,0.0298064,0.0425894,0,0,0.0173918,0,0,0.0307456,0.0623713,0.0464808,0.0159536,0.0305555,0.0308124,0.0465587,0.0497736,0.0837772,0.0846188,0.0519241,0.0715545,0.0488016,0.0345991,0.0648011,0.0607823,0.0324001,0.00911636,0.0143431,0.0337337,0.0730373,0,0,0,0,0.0390939,0,0.038164,0,0
42,0,0,0,0,0,0,0.0296044,0.0310335,0,0,0,0.0418999,0,0.0252463,0,0.0201352,0,0,0.0390923,0.0296023,0.0272167,0.0257077,0.0428203,0.0342545,0.0320834,0.0383953,0.0374392,0.0279975,0.0362721,0.0366311,0.0248833,0.0316011,0.0104465,0.0194293,0.0300516,0,0.0229471,0.0285337,0.0432503,0,0,0.0167171,0,0,0.0311972,0.0628479,0.0507909,0.0152679,0.0315605,0.0322956,0.0472437,0.051724,0.0861027,0.0865918,0.0527559,0.0712893,0.0451703,0.0330333,0.0671958,0.062185,0.0326421,0.00903782,0.0140457,0.0334892,0.0736884,0,0,0,0,0.0385675,0,0.0379305,0,0
43,0,0,0,0,0,0,0.029886,0.0309625,0,0,0,0.0405172,0,0.025988,0,0.0202478,0,0,0.0387435,0.0283682,0.0277311,0.0258917,0.0431843,0.0349871,0.0312776,0.0382297,0.0375122,0.0279482,0.0362272,0.036931,0.0245009,0.031338,0.0115929,0.0193695,0.0298321,0,0.0242421,0.028163,0.0433107,0,0,0.0163844,0,0,0.0308834,0.0631152,0.0550134,0.0145504,0.0332574,0.0331743,0.0474241,0.0522806,0.0861902,0.0865741,0.052581,0.0706304,0.0437675,0.0319697,0.0674381,0.0678177,0.0328928,0.00901398,0.0138646,0.0332588,0.0744613,0,0,0,0,0.0385466,0,0.0382045,0,0
44,0,0,0,0,0,0,0.0301545,0.0309557,0,0,0,0.0388673,0,0.0267963,0,0.0204066,0,0,0.0385653,0.0273697,0.028569,0.0259622,0.0436061,0.0356601,0.0305792,0.0380673,0.037583,0.0278157,0.0361196,0.0371936,0.023987,0.0309197,0.0129982,0.0192421,0.0311744,0,0.025906,0.0280274,0.0434083,0,0,0.0159566,0,0,0.030478,0.0636053,0.0585852,0.0141985,0.034936,0.0341134,0.0476416,0.0522345,0.0858293,0.0862041,0.051959,0.0695439,0.0420985,0.030526,0.0671366,0.070566,0.0330033,0.00898692,0.0140962,0.033153,0.0752666,0,0,0,0,0.0386374,0,0.0382908,0,0
45,0,0,0,0,0,0,0.0302407,0.031107,0,0,0,0.037683,0,0.0272573,0,0.0205772,0,0,0.0387291,0.0268251,0.0292872,0.0260169,0.0438536,0.0362399,0.0301188,0.0380706,0.0376306,0.0277456,0.0359483,0.0372078,0.0234812,0.0305318,0.0140177,0.0191802,0.0320025,0,0.0271215,0.0280388,0.0435372,0,0,0.0155188,0,0,0.0303598,0.063957,0.0611518,0.0136026,0.0364138,0.0350219,0.0477807,0.0518872,0.0853397,0.0859892,0.0512055,0.0688141,0.0410784,0.0295926,0.0670017,0.0721946,0.033173,0.00913531,0.0143593,0.0331428,0.0758986,0,0,0,0,0.0386928,0,0.0380789,0,0
46,0,0,0,0,0,0,0.030388,0.0312125,0,0,0,0.0368338,0,0.0277665,0,0.020709,0,0,0.039085,0.0264274,0.0299489,0.0259648,0.0437385,0.0367445,0.0298552,0.0381294,0.0376184,0.0274787,0.035782,0.036856,0.0232724,0.0302203,0.014561,0.0192166,0.0322591,0,0.0276962,0.028198,0.0435099,0,0,0.0158858,0,0,0.0298995,0.064196,0.0624795,0.0130874,0.0377481,0.0356156,0.0479114,0.0514356,0.0848082,0.0857237,0.050747,0.0685939,0.0408137,0.0293553,0.067235,0.071998,0.0329198,0.00927383,0.0143895,0.0330722,0.0763758,0,0,0,0,0.0387011,0,0.0379539,0,0
47,0,0,0,0,0,0,0.030258,0.0314523,0,0,0,0.0365726,0,0.0281836,0,0.0209312,0,0,0.0395748,0.0262903,0.0305953,0.0257925,0.0435136,0.0367899,0.0297378,0.0381902,0.0376355,0.027056,0.0356234,0.0364039,0.0231886,0.0300273,0.0147248,0.0192258,0.0321658,0,0.0278395,0.0284593,0.0435957,0,0,0.0150714,0,0,0.0259912,0.0643011,0.0629582,0.0124525,0.0387948,0.0358598,0.0472556,0.0510424,0.0842662,0.0854694,0.0505086,0.0687377,0.0410315,0.0296605,0.0678179,0.070267,0.0336412,0,0.0145503,0.0330714,0.0765606,0,0,0,0,0.0384886,0,0.0378175,0,0
48,0,0,0,0,0,0,0.0305447,0.0312224,0,0,0,0.0367199,0,0.0284258,0,0.0207916,0,0,0.039749,0.0262238,0.0311432,0.0256819,0.0426765,0.0366772,0.0295388,0.0380124,0.0377073,0.0268588,0.0356349,0.0361384,0.0232165,0.0299904,0.0145996,0.0192461,0.0319776,0,0.0278626,0.0286773,0.043105,0,0,0.0160327,0,0,0.0300235,0.0644727,0.0630097,0.0121586,0.0397022,0.0355613,0.0478778,0.0506625,0.0836752,0.0852556,0.0503863,0.069052,0.0414113,0.0302677,0.0686034,0.0680539,0.0327911,0.0093886,0.0139078,0.033002,0.0768208,0,0,0,0,0.0387401,0,0.0376218,0,0
49,0,0,0,0,0,0,0.0305205,0.031186,0,0,0,0.037261,0,0.0285628,0,0.0207812,0,0,0.039847,0.0262392,0.0316699,0.0255427,0.0419232,0.0366484,0.0292309,0.0377429,0.0379028,0.026827,0.0356832,0.0360444,0.0230999,0.0299903,0.0141868,0.0191951,0.0321987,0,0.027867,0.0287136,0.0428618,0,0,0.0158305,0,0,0.029832,0.064578,0.0628695,0.0118163,0.0403498,0.0353132,0.047765,0.050471,0.0832021,0.0851529,0.0503865,0.0692721,0.0418514,0.0309216,0.069268,0.0658777,0.0327354,0.00966907,0.0140372,0.0331486,0.0768486,0,0,0,0,0.0388547,0,0.0374975,0,0
50,0,0,0,0,0,0,0.0305399,0.0312482,0,0,0,0.0379893,0,0.0286605,0,0.0209758,0,0,0.0397928,0.0262231,0.0323709,0.0254542,0.0411554,0.0368034,0.0288329,0.037344,0.0381692,0.0269069,0.0358155,0.035979,0.023004,0.0301406,0.0138685,0.0189122,0.0327639,0,0.0279116,0.0284557,0.0426019,0,0,0.0155407,0,0,0.0297407,0.0646216,0.062686,0.0114026,0.0410457,0.0351584,0.0476502,0.0504124,0.0829213,0.0850075,0.0503886,0.0693305,0.0422204,0.0314905,0.0696818,0.0638474,0.0326252,0.0099269,0.0140099,0.0334837,0.076671,0,0,0,0,0.0389649,0,0.0372963,0,0
51,0,0,0,0,0,0,0.030577,0.031306,0,0,0,0.0386113,0,0.0287654,0,0.020753,0,0,0.0395204,0.026029,0.0329007,0.0253648,0.0404399,0.0369463,0.0284166,0.0369556,0.0384787,0.0270491,0.0359091,0.0360057,0.0230263,0.0302861,0.013591,0.0190554,0.0332568,0,0.0278981,0.0280742,0.0423639,0,0,0.0153163,0,0,0.0297711,0.0645843,0.0624682,0.0109965,0.0416851,0.0351121,0.0475959,0.0504132,0.0827562,0.0846906,0.0503856,0.0692882,0.0424644,0.0318197,0.0698435,0.0619897,0.0325067,0.010065,0.0136238,0.0338277,0.0763617,0,0,0,0,0.0390079,0,0.0371764,0,0
52,0,0,0,0,0,0,0.0308366,0.0314017,0,0,0,0.0412826,0,0.030346,0,0.0203219,0,0,0.0392511,0.0264803,0.0337872,0.0248917,0.040634,0.0374424,0.0283186,0.0373215,0.0390195,0.026634,0.0352144,0.0356245,0.021751,0.0291804,0.0122528,0.0191378,0.035552,0,0.022687,0.0285371,0.0415446,0,0,0.0157117,0,0,0.0289201,0.0639743,0.0597638,0.0098412,0.0421083,0.034907,0.0469892,0.0502856,0.0817457,0.0833064,0.0498931,0.0693181,0.0460548,0.0330382,0.0679033,0.0685697,0.0324091,0.0103534,0.013971,0.0341757,0.0760411,0,0,0,0,0.0391769,0,0.0377638,0,0
53,0,0,0,0,0,0,0.0307655,0.0314234,0,0,0,0.0417502,0,0.0304708,0,0.0202743,0,0,0.0391445,0.0261536,0.0340176,0.0248677,0.0402711,0.0375598,0.0280178,0.0370515,0.0392338,0.0266187,0.0352442,0.0353904,0.0216282,0.0292147,0.0120723,0.019221,0.0354256,0,0.0230887,0.0285134,0.0413154,0,0,0.0156198,0,0,0.0288141,0.0639374,0.0595317,0.00943751,0.0426416,0.0351729,0.0469473,0.0503788,0.0817347,0.0834861,0.0498184,0.0690009,0.0459612,0.0330353,0.0677666,0.064933,0.0324412,0.0106287,0.0138775,0.0345219,0.0758213,0,0,0,0,0.0389437,0,0.0377769,0,0
54,0,0,0,0,0,0,0.0307415,0.0313468,0,0,0,0.042123,0,0.0306089,0,0.0202429,0,0,0.0391302,0.0259103,0.0342773,0.0248247,0.039995,0.0376625,0.0278002,0.0368874,0.0393485,0.0265489,0.0352764,0.0350947,0.0214823,0.0292459,0.0119959,0.0193192,0.0353077,0,0.0234068,0.0287833,0.0410729,0,0,0.0154986,0,0,0.0289548,0.0639043,0.0589057,0.00914371,0.0426922,0.0355371,0.0469266,0.0505318,0.0817495,0.0833348,0.0496253,0.0685681,0.0458621,0.0330635,0.0675357,0.0609535,0.0324501,0.0107242,0.0135917,0.034817,0.0757081,0,0,0,0,0.0387702,0,0.0376789,0,0
55,0,0,0,0,0,0,0.0308325,0.0312131,0,0,0,0.0425996,0,0.03075,0,0.0201952,0,0,0.0390665,0.0257614,0.0345722,0.0248017,0.0397666,0.0378422,0.0275979,0.0366591,0.0394338,0.0264837,0.0352741,0.0348753,0.0214159,0.0291731,0.0119907,0.0193358,0.0356872,0,0.0237991,0.0292622,0.0408146,0,0,0.0153443,0,0,0.0291372,0.063812,0.0579672,0.00892336,0.0422879,0.0359641,0.046904,0.0504902,0.0816703,0.0831343,0.0492902,0.0681835,0.0457802,0.0331935,0.0672919,0.0565389,0.032573,0.0106979,0.0133191,0.0350164,0.0756464,0,0,0,0,0.0386684,0,0.037561,0,0
56,0,0,0,0,0,0,0.0309791,0.0311278,0,0,0,0.043241,0,0.0308928,0,0.0202362,0,0,0.0390635,0.0257099,0.0348144,0.0248201,0.0395503,0.0379976,0.0273977,0.0364416,0.0395239,0.0264851,0.0352755,0.0346794,0.0213344,0.0290903,0.0120411,0.0193245,0.0367593,0,0.0243279,0.0297302,0.0406127,0,0,0.0151526,0,0,0.0289997,0.0636022,0.0569907,0.00871898,0.0421917,0.036439,0.0468624,0.0504249,0.0815725,0.083061,0.0491124,0.068081,0.0454231,0.0334385,0.0670811,0.0511978,0.0327307,0.0108053,0.0134942,0.0351791,0.0755865,0,0,0,0,0.0386081,0,0.0374331,0,0
57,0,0,0,0,0,0,0.0308258,0.0313724,0,0,0,0.0438428,0,0.0311734,0,0.0204697,0,0,0.039205,0.0257157,0.0350633,0.0248364,0.03952,0.0380162,0.027257,0.0364034,0.0396575,0.0264687,0.0351613,0.034455,0.0212467,0.0290753,0.0120497,0.0193171,0.038344,0,0.0249123,0.0302312,0.0408024,0,0,0.0137454,0,0,0.0243889,0.0632785,0.0561533,0.00856508,0.0420152,0.0370212,0.0461001,0.0503764,0.0817106,0.0830257,0.0492762,0.0679978,0.0452508,0.0336217,0.0666662,0.0447525,0.0335236,0,0.0141856,0.0354303,0.075383,0,0,0,0,0.0383316,0,0.0373456,0,0
58,0,0,0,0,0,0,0.0314866,0.0311117,0,0,0,0.0442438,0,0.0315488,0,0.0203512,0,0,0.0390682,0.0255528,0.0354167,0.0250406,0.0389724,0.0381604,0.0270644,0.0360125,0.0397218,0.0264681,0.0351311,0.03421,0.0212188,0.0291092,0.0120405,0.0193262,0.0404692,0,0.0254805,0.0306394,0.0404827,0,0,0.0149173,0,0,0.0288143,0.0630447,0.0552448,0.00871185,0.0415117,0.0373397,0.0468723,0.050272,0.081802,0.0828844,0.049461,0.0677825,0.0451526,0.033903,0.0659576,0.0382139,0.0330319,0.0107619,0.0137021,0.0352425,0.0754848,0,0,0,0,0.038744,0,0.0371078,0,0
59,0,0,0,0,0,0,0.0316863,0.0311544,0,0,0,0.0448804,0,0.0316593,0,0.0203416,0,0,0.038934,0.0254828,0.035851,0.0251976,0.0386058,0.0381265,0.0269574,0.0356255,0.0398152,0.0265754,0.0350689,0.0339267,0.0211473,0.0292472,0.0121996,0.0192256,0.0440977,0,0.025923,0.0313329,0.0405346,0,0,0.0148497,0,0,0.0287979,0.0626797,0.0539191,0.00890937,0.0408971,0.0377275,0.0468651,0.0503159,0.0819401,0.0826729,0.049613,0.0673477,0.0449621,0.0339339,0.0650688,0.0318514,0.0332049,0.0106808,0.0137375,0.0351076,0.0753509,0,0,0,0,0.0389658,0,0.0369706,0,0
60,0,0,0,0,0,0,0.0317694,0.0312551,0,0,0,0.0457552,0,0.0315586,0,0.0202668,0,0,0.038778,0.0254972,0.0362268,0.0253199,0.0381894,0.0379745,0.0268383,0.0353289,0.0399602,0.0268689,0.0350475,0.0336867,0.0211896,0.0293987,0.0126364,0.0191141,0.0477011,0,0.0262002,0.0322692,0.0406234,0,0,0.0147832,0,0,0.0287509,0.0623704,0.0528134,0.00920385,0.0403609,0.0380419,0.0467862,0.0504516,0.0821145,0.0826226,0.049697,0.0670849,0.0445251,0.0334544,0.0640994,0.0259114,0.0333341,0.010563,0.0140138,0.0348971,0.0751261,0,0,0,0,0.0391988,0,0.0368467,0,0
61,0,0,0,0,0,0,0.0318201,0.0313665,0,0,0,0.0488045,0,0.0312227,0,0.0201951,0,0,0.0386486,0.0280568,0.0345615,0.0265908,0.0389655,0.0379685,0.0277182,0.0335847,0.039312,0.0288568,0.0362829,0.0349447,0.0221589,0.0302329,0.0139408,0.0190108,0.0503596,0,0.0266869,0.0330274,0.0405283,0,0,0.0147365,0,0,0.028829,0.0595212,0.0524589,0.00719308,0.0404044,0.0380896,0.0460764,0.0507732,0.0828064,0.0819244,0.0488593,0.0669905,0.0443153,0.0332384,0.0633426,0.0222248,0.0335559,0.0105369,0.0137672,0.0342958,0.0751983,0,0,0,0,0.0393762,0,0.0341325,0.0351268,0
62,0,0,0,0,0,0,0.0318172,0.0315095,0,0,0,0.0507063,0,0.0311878,0,0.0200722,0,0,0.0384908,0.0283728,0.0345011,0.0267715,0.0385835,0.0377941,0.027554,0.0332811,0.0394627,0.0289382,0.03624,0.0348028,0.0221211,0.0303389,0.0148238,0.018932,0.0533155,0,0.0269027,0.0342254,0.040487,0,0,0.0147328,0,0,0.028986,0.0593316,0.0517322,0.00748086,0.0399273,0.0381101,0.0460489,0.0511975,0.0832076,0.0816781,0.0490794,0.0668085,0.0438758,0.0330013,0.0623827,0.0174338,0.0335749,0.0104541,0.0134573,0.0339976,0.07489,0,0,0,0,0.0395474,0,0.0337844,0.0363845,0
63,0,0,0,0,0,0,0.0315143,0.031857,0,0,0,0.0514649,0,0.0312752,0,0.0201498,0,0,0.0385445,0.0286979,0.0347501,0.0269286,0.0383977,0.0376406,0.0273671,0.0329086,0.0396972,0.0290327,0.0361076,0.0345234,0.0219514,0.0302123,0.0150705,0.0188599,0.0558705,0,0.0269567,0.0353336,0.0406417,0,0,0.0133029,0,0,0.0249286,0.0593018,0.0511906,0.00781965,0.0393052,0.0381713,0.0453089,0.0517945,0.0835855,0.0815998,0.0493679,0.0665504,0.0436572,0.032874,0.0617129,0.0136246,0.0342519,0,0.014085,0.0339297,0.0744348,0,0,0,0,0.0393902,0,0.033587,0.0370903,0
64,0,0,0,0,0,0,0.031866,0.0317456,0,0,0,0.0514389,0,0.0313517,0,0.0198854,0,0,0.0383961,0.0288241,0.0347124,0.0271932,0.0378632,0.037623,0.0272819,0.0325942,0.0397897,0.0291504,0.0360476,0.034326,0.0218358,0.0301656,0.0157947,0.0189425,0.057883,0,0.0269626,0.0360421,0.0402147,0,0,0.014572,0,0,0.0293857,0.0595452,0.0507606,0.0082477,0.0386556,0.0379577,0.045996,0.0521011,0.0837926,0.0815177,0.0496481,0.0666544,0.043694,0.0328817,0.0614683,0.0107867,0.0336257,0.0102969,0.0130323,0.0338089,0.0742562,0,0,0,0,0.0397515,0,0.0332825,0.0370369,0
