Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,T10,x70,x71,x72,x73,RHEE,STRN,LASI,LWRB,R5HD,RWRB
223,0,0,0,0,0,0,0.0316955,0.0332734,0,0,0,0.0462492,0,0.024036,0,0,0.0205782,0,0,0.0467366,0.0367568,0.0387841,0.0251468,0.0280145,0.0455886,0.029862,0.0363188,0.0494969,0.0381853,0.0195712,0.0330197,0.0312042,0.0248502,0.0276527,0.0234114,0.0402438,0.0116499,0.0322095,0.0223881,0.0469197,0.044581,0,0,0.0225705,0,0,0.0252019,0.0495862,0.010851,0.0249243,0.0333156,0.0451641,0.0455599,0.0767633,0.079005,0.0533624,0.0676014,0.0490921,0.0422062,0.0622327,0.0106734,0.0313559,0.0110065,0.0701224,0,0,0,0,0.0257316,0.0338219,0,0.0113523,0,0.0284989
224,0,0,0,0,0,0,0.0317681,0.033265,0,0,0,0.047042,0,0.0239745,0,0,0.0205989,0,0,0.0466981,0.0372231,0.0385796,0.025209,0.0279681,0.0455846,0.0297843,0.0367997,0.049861,0.0378119,0.0199109,0.0329815,0.0312845,0.0249499,0.0279334,0.022063,0.0403428,0.0115559,0.0323943,0.0226806,0.0472082,0.0445371,0,0,0.0225574,0,0,0.0258786,0.0499902,0.0109212,0.0254857,0.0332003,0.0450254,0.0453529,0.0761897,0.0787735,0.0533465,0.0672518,0.0489946,0.0423208,0.0620987,0.0105198,0.0314092,0.00844788,0.0699648,0,0,0,0,0.0264944,0.0338264,0,0.0115194,0,0.0270715
225,0,0,0,0,0,0,0.0302011,0.0351842,0,0,0,0.0479666,0,0.0241554,0,0,0.0212884,0,0,0.0469672,0.037969,0.0384118,0.0264883,0.0273854,0.0472761,0.0290374,0.0370579,0.0503658,0.0378955,0.0200262,0.0328988,0.0312107,0.0247942,0.0278979,0.0205449,0.0390547,0.0115388,0.0317053,0.0230258,0.0473899,0.0460658,0,0,0.0131669,0,0,0.0152844,0.0504608,0.010661,0.0259683,0.0338531,0.0431297,0.0452286,0.0756362,0.0786903,0.0535487,0.0666974,0.0487526,0.0423001,0.061963,0.0109308,0.037126,0,0.069014,0,0,0,0,0.0272383,0.0349012,0,0.011234,0,0
226,0,0,0,0,0,0,0.0301432,0.0351127,0,0,0,0.0488935,0,0.0241547,0,0,0.0213241,0,0,0.0467295,0.0386132,0.0382927,0.0262978,0.0271881,0.0468611,0.0290287,0.037443,0.0505364,0.0377835,0.0203865,0.0331394,0.031415,0.0248072,0.0281725,0.0191365,0.0391157,0.011404,0.0322006,0.0233323,0.0474727,0.045947,0,0,0.0131137,0,0,0.0151265,0.0509035,0.0106408,0.0264487,0.0336348,0.0432217,0.0449664,0.075119,0.0783596,0.0535596,0.0664991,0.048733,0.0423331,0.0620222,0.0104958,0.0371145,0,0.0688697,0,0,0,0,0.0274704,0.0350892,0,0.0112419,0,0
227,0,0,0,0,0,0,0.0301624,0.034085,0,0,0,0.0499063,0,0.0235288,0,0,0.0209775,0,0,0.0462958,0.0391767,0.0377183,0.0255428,0.0272079,0.0450421,0.0297357,0.0376021,0.0503144,0.037524,0.0209364,0.0335704,0.0319177,0.0247809,0.0286879,0.0175968,0.0398584,0.0114099,0.0318096,0.0236526,0.0478053,0.0449374,0,0,0.0248118,0,0,0.039201,0.0518358,0.0109317,0.0270342,0.0328679,0.044367,0.0447792,0.074449,0.0781862,0.0535808,0.0661091,0.048642,0.0423669,0.0620746,0.0106099,0.0335719,0.0258206,0.0690813,0,0,0,0,0.0280334,0.034872,0,0.0113189,0,0
228,0,0,0,0,0,0,0.0302706,0.0339377,0,0,0,0.0506765,0,0.0234505,0,0,0.0209417,0,0,0.0461904,0.0400684,0.0374216,0.0254855,0.0267417,0.0445852,0.0296475,0.037858,0.0503252,0.0375417,0.0214068,0.0337724,0.032233,0.0245953,0.0289216,0.0162872,0.0399158,0.0111995,0.0322306,0.0238046,0.0477103,0.0448037,0,0,0.0250997,0,0,0.0410165,0.0523475,0.0109138,0.0274563,0.032695,0.0444147,0.0445659,0.0740488,0.0780471,0.0534864,0.0660345,0.0486927,0.0425162,0.0620965,0.0102306,0.0335466,0.0274234,0.0690805,0,0,0,0,0.0282138,0.0350622,0,0.0115107,0,0
229,0,0,0,0,0,0,0.0304215,0.0347965,0,0,0,0.051431,0,0.0237603,0,0,0.0213185,0,0,0.0465442,0.0409023,0.037066,0.0265194,0.0258219,0.0457008,0.0288721,0.0380084,0.050376,0.0380868,0.0219026,0.0337674,0.0325976,0.0242779,0.0289869,0.0150922,0.0389415,0.0110032,0.0318926,0.0240905,0.0474348,0.0458763,0,0,0.0131562,0,0,0.0149674,0.0530914,0.0104268,0.0277983,0.0331518,0.0429603,0.0444057,0.0736259,0.0780592,0.0535773,0.0657626,0.0485701,0.0425231,0.0620226,0.0103668,0.0369941,0,0.0686966,0,0,0,0,0.0285415,0.0357896,0,0.0116412,0,0
230,0,0,0,0,0,0,0.0304424,0.0347464,0,0,0,0.0524422,0,0.0239739,0,0,0.0213425,0,0,0.0463976,0.0416041,0.0367196,0.0265278,0.025122,0.0454166,0.0286377,0.0383039,0.0501246,0.038182,0.0227149,0.0340788,0.0333524,0.0242737,0.0294568,0.0139661,0.0390563,0.0113173,0.0324324,0.0244072,0.0470888,0.0458785,0,0,0.0131143,0,0,0.0149039,0.053645,0.0103231,0.0281681,0.0329266,0.0428508,0.0441876,0.073173,0.0778936,0.053567,0.0657182,0.048625,0.0426172,0.0619513,0.00992606,0.0369099,0,0.0684809,0,0,0,0,0.0285387,0.0359963,0,0.0111683,0,0
231,0,0,0,0,0,0,0.0319438,0.0330704,0,0,0,0.0535563,0,0.0240067,0,0,0.0207731,0,0,0.0460348,0.0419725,0.0360783,0.0259853,0.0246702,0.0432932,0.0290022,0.0383886,0.0494445,0.0379446,0.0237805,0.0348734,0.0344797,0.0246754,0.0302879,0.0129039,0.0401256,0.0113226,0.0339922,0.0248497,0.0468943,0.0446805,0,0,0.0215952,0,0,0.0245592,0.0543805,0.0106362,0.0286847,0.0320876,0.0437319,0.0439916,0.072662,0.0776506,0.0535799,0.0655968,0.0487391,0.0425766,0.0616002,0.00883702,0.0317546,0,0.0690174,0,0,0,0,0.0291566,0.0352028,0,0.0114721,0,0.0267605
232,0,0,0,0,0,0,0.0321531,0.0330949,0,0,0,0.0574359,0,0.0249194,0,0,0.0208548,0,0,0.0461995,0.0446979,0.0352098,0.026566,0.0231024,0.0409969,0.0293878,0.0378709,0.0482006,0.0390383,0.0267973,0.0349676,0.034922,0.0241616,0.0308372,0.012138,0.0397554,0.0113438,0.0335782,0.0241559,0,0.044553,0,0,0.0218897,0,0,0.024639,0.0511189,0.0166439,0.0265131,0.0296596,0.0444466,0.0455265,0.0754701,0.0801579,0.0547343,0.0631602,0.0466194,0.0404436,0.0592801,0.010253,0.0315071,0,0.0679957,0,0,0,0,0.0322435,0.0359771,0,0.0116381,0,0.0264985
233,0,0,0,0,0,0,0.0322237,0.0332893,0,0,0,0.055339,0,0.0257179,0,0,0.0207297,0,0,0.0459756,0.0425908,0.0349913,0.027203,0.0227699,0.0422496,0.0285685,0.0385125,0.0481044,0.038351,0.0255856,0.0363219,0.0359752,0.0255031,0.0319909,0.0115357,0.0401138,0.0115046,0.0355544,0.0249362,0.0459032,0.0445673,0,0,0.0214394,0,0,0.0244127,0.0553991,0.0108633,0.0291228,0.0310385,0.043469,0.0438181,0.0723066,0.0772465,0.0534405,0.0652161,0.0490078,0.0428268,0.0614542,0.00783929,0.0321192,0,0.0683422,0,0,0,0,0.0298979,0.0357053,0,0.0114685,0,0.026848
