Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFIN,RFRM,RGTR,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RWRA,T10,x70,x71,x72,,LEAR,RFHD,RHEE,x73,LWRA,x74,RUPA,STRN
177,0,0,0,0,0,0,0.0255213,0.0387955,0,0,0,0.0451278,0,0.0317436,0.0333461,0,0.022777,0,0,0.0450642,0.0320741,0.0326444,0.0221889,0.025654,0.0345524,0.036314,0.0233708,0.0330873,0.0390131,0.0283836,0.0343818,0.0329396,0.020297,0.0275365,0.0136585,0.0373687,0.0115139,0,0,0.0400824,0.0404897,0.0355649,0,0,0.0233202,0,0.0109391,0.0577708,0.00240677,0.023942,0.0318903,0.0327013,0.0582924,0.0907436,0.0866516,0.061549,0.0700141,0.0504463,0.0411799,0.0631666,0.0756889,0.00711271,0.0649291,0,0,0,0,0,0,0.0618667,0,0.0122606,0,0.0393998,0
178,0,0,0,0,0,0,0.025787,0.0389781,0,0,0,0.0460359,0,0.0317481,0.0323044,0,0.0225703,0,0,0.0449695,0.0330429,0.0323879,0.0221819,0.0260242,0.034298,0.0360099,0.0237748,0.0325421,0.0387137,0.0289018,0.0347112,0.0332205,0.0204676,0.0278373,0.0139432,0.037676,0.011618,0,0,0.0410645,0.0407238,0.0356418,0,0,0.0231939,0,0.0110909,0.0576009,0.00257438,0.0252176,0.0308867,0.0321531,0.0583575,0.0889944,0.0864732,0.0629688,0.0700682,0.0509343,0.041999,0.063642,0.0681036,0.00708613,0.06474,0,0,0,0,0,0,0.0601445,0,0.0120953,0,0.0397539,0
179,0,0,0,0,0,0,0.0259509,0.0392042,0,0,0,0.0468663,0,0.0316898,0.0315994,0,0.0222738,0,0,0.0447981,0.033874,0.0321624,0.022049,0.0263829,0.0343006,0.0355257,0.0241973,0.0319563,0.0384342,0.0295094,0.0349612,0.0331197,0.0205908,0.0279631,0.014302,0.0379482,0.0116944,0,0,0.0420611,0.0409943,0.0357316,0,0,0.023074,0,0.0111822,0.0573173,0.00361111,0.0264385,0.0299832,0.0317397,0.0585126,0.0873336,0.0862158,0.0639478,0.0700631,0.0512377,0.0426841,0.0640898,0.0627328,0.00705456,0.0645698,0,0,0,0,0,0,0.0591351,0,0.0119222,0,0.0399896,0
180,0,0,0,0,0,0,0.0271825,0.0399029,0,0,0,0.0489678,0,0.0318515,0.0288444,0,0.0214408,0,0,0.044329,0.0366524,0.0317141,0.0214895,0.0267142,0.032818,0.0332914,0.0260179,0.0315069,0.0381344,0.030962,0.0349875,0.0335172,0.0207925,0.0283823,0.0150735,0.0392108,0.0117118,0,0,0.0344511,0.0443473,0.035962,0,0,0.0224793,0,0.0110184,0.0537341,0.0105286,0.028842,0.0271009,0.0304232,0.0588026,0.0825485,0.0878051,0.0650454,0.0676685,0.0536656,0.042808,0.0639566,0,0.00709173,0.0623905,0,0,0,0,0,0,0.0323503,0,0.0116442,0,0.0409984,0
181,0,0,0,0,0,0,0.0259654,0.0402001,0,0,0,0.0453001,0,0.0288647,0.0283114,0,0.0220893,0,0,0.0444909,0.0371767,0.031217,0.021191,0.0279209,0.0325501,0.034397,0.0259026,0.0298232,0.0379351,0.0325913,0.0358267,0.0338857,0.0228669,0.0303792,0.0124818,0.0382714,0.0117559,0.0418498,0,0.0231957,0.0429708,0.0359554,0,0,0.0225261,0,0.0115927,0.0548834,0.00937783,0.0317461,0.0264407,0.0313585,0.0570133,0.0797281,0.0852338,0.0630147,0.0730461,0.0577014,0.0484645,0.0699912,0,0.00784174,0.0631976,0,0,0,0,0,0,0.0456549,0,0.0114054,0,0.0404879,0
182,0,0,0,0,0,0,0.0262061,0.0400381,0,0,0,0.0451789,0,0.0289622,0.0285351,0,0.0217208,0,0,0.0448552,0.0377315,0.031585,0.0208229,0.0277509,0.0328471,0.034106,0.0254852,0.0296519,0.0383585,0.0333358,0.035167,0.0332278,0.0227546,0.0305557,0.0134298,0.0382279,0.0115184,0.0403472,0,0.0221648,0.0427592,0.0361162,0,0,0.0231184,0,0.0121838,0.0547522,0.00877155,0.0318671,0.026728,0.0314066,0.0561586,0.0790945,0.0845293,0.0620807,0.07317,0.0576899,0.0488289,0.070399,0,0.00739214,0.0632746,0,0,0,0,0,0,0.0453009,0,0.0111538,0,0.0401506,0
183,0,0,0,0,0,0,0.0268661,0.0399744,0,0,0,0.0502741,0,0.0313266,0.0291606,0,0.0214937,0,0,0.0445839,0.0374163,0.0322442,0.0210783,0.0270371,0.0334491,0.0333345,0.0253818,0.0310638,0.0381569,0.0319556,0.0336618,0.0327312,0.0201534,0.0280738,0.0168408,0.0388964,0.0119366,0.0426143,0,0.0237642,0.0420921,0.0361293,0,0,0.0228958,0,0.0114176,0.0546088,0.00793964,0.0312118,0.02737,0.0310245,0.0573357,0.0803087,0.0850128,0.0622229,0.0700634,0.0553784,0.0469267,0.0684146,0,0.0072817,0.0630593,0,0,0,0,0,0,0.0464438,0,0.0114935,0,0.040061,0
184,0,0,0,0,0,0,0.0268271,0.0400569,0,0,0,0.050741,0,0.0309321,0.0297425,0,0.0215892,0,0,0.0446339,0.0375378,0.0325036,0.0208507,0.0267484,0.0333525,0.0328982,0.0251802,0.0312074,0.0384669,0.0319952,0.0332219,0.0323208,0.0197052,0.0278299,0.017818,0.0391608,0.0119471,0.039905,0,0.0210841,0.0415872,0.0362584,0,0,0.023038,0,0.0115798,0.0541278,0.00774784,0.0304695,0.027541,0.0315098,0.0573224,0.0808654,0.08473,0.061512,0.0715358,0.0558993,0.0480602,0.0702638,0,0.00744718,0.062916,0,0,0,0,0,0,0.0425404,0,0.0114031,0,0.0397202,0
185,0,0,0,0,0,0,0.0268411,0.0400653,0,0,0,0.0509128,0,0.0306311,0.0305333,0,0.0215898,0,0,0.0446675,0.0374616,0.0326953,0.0207604,0.0264012,0.033102,0.0323956,0.0247835,0.0314923,0.0386931,0.0318248,0.0327781,0.0318686,0.0191858,0.027488,0.0187807,0.0390923,0.0118895,0.0404925,0,0.0200352,0.0410706,0.036338,0,0,0.0232072,0,0.0117741,0.0535168,0.00760724,0.0292742,0.027882,0.032169,0.0577046,0.0821647,0.084632,0.0610252,0.0724876,0.0560091,0.0483732,0.0708822,0,0.00752355,0.0627579,0,0,0,0,0,0,0.0421164,0,0.0113883,0,0.0393573,0
186,0,0,0,0,0,0,0.0269188,0.0401248,0,0,0,0.0510367,0,0.0302199,0.0313211,0,0.0215381,0,0,0.0446754,0.0373595,0.0327959,0.0207747,0.0260515,0.0328911,0.0317618,0.0244155,0.0318618,0.0388502,0.0315194,0.0322874,0.0313885,0.0185664,0.0270523,0.0197331,0.0390517,0.01186,0.0409557,0,0.0189684,0.0406825,0.03633,0,0,0.0232405,0,0.0118789,0.0528958,0.00763058,0.0278924,0.0282656,0.0326923,0.0582145,0.083906,0.0846956,0.0605124,0.0737291,0.0558137,0.0486754,0.072016,0,0.00765621,0.0627542,0,0,0,0,0,0,0.0414345,0,0.0113913,0,0.0391357,0
187,0,0,0,0,0,0,0.025609,0.0409071,0,0,0,0.051494,0,0.0294412,0.032054,0,0.0213858,0,0,0.0445358,0.0375808,0.0326518,0.0203744,0.0259015,0.0324043,0.0313783,0.0241614,0.0320042,0.0388801,0.0312694,0.0318816,0.0311745,0.0180102,0.0266482,0.0209153,0.0395675,0.0118648,0.0384134,0,0.0183365,0.0408437,0.0362292,0,0,0.0234489,0,0.0119742,0.0523812,0.00829117,0.0274098,0.0281394,0.0337507,0.0582263,0.0849825,0.0844085,0.0595251,0.0744354,0.0555982,0.0483918,0.0722669,0,0.00758343,0.0625046,0,0,0,0,0,0,0.0392278,0,0.0113066,0,0.038939,0
188,0,0,0,0,0,0,0.0213842,0,0,0,0,0.0518488,0,0.0285197,0.0325008,0,0.0209494,0,0,0.0436131,0.0382906,0.0326392,0.019871,0.0256498,0.0321252,0.0295186,0.0243678,0.0324535,0.0388506,0.0306705,0.0311589,0.0309163,0.0175227,0.0262443,0.0221797,0.0419424,0.0116768,0.0333652,0,0.0187747,0.0414701,0.0350493,0,0,0.0217697,0,0.011066,0.0516392,0.00930171,0.0282648,0.0286623,0.0322744,0.0574121,0.0848783,0.08367,0.0580642,0.0736335,0.0553975,0.0469629,0.0703823,0,0.00719877,0.0608543,0,0,0,0,0,0,0.0364334,0,0.0109073,0,0.0422938,0
