Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRB,T10,x69,x70,x71,x72,LASI,
122,0,0,0,0,0,0,0.0330733,0,0,0,0.0556874,0,0.0262617,0,0,0.0176053,0,0,0.0188411,0.0366036,0.0341472,0.0195084,0.0279417,0.0291894,0.0341052,0.0261049,0.0323585,0.0370226,0.0297306,0.0331195,0.0325666,0.01902,0.0265793,0.0272962,0.0478997,0.00328958,0.041834,0,0.0229713,0.041059,0.0383968,0,0,0.00672362,0,0,0.0297714,0.0532332,0.030207,0.0107667,0.032376,0.0285526,0.0308845,0.0552513,0.0838862,0.0846039,0.0611237,0.0715085,0.0533715,0.0444955,0.0680293,0.0079024,0.0627516,0.0159045,0.0697076,0,0,0,0,0.0290574,0
123,0,0,0,0,0,0,0.0328766,0,0,0,0.056058,0,0.025253,0,0,0.0176831,0,0,0.0189228,0.0375191,0.0343216,0.0185238,0.027816,0.0289322,0.0341291,0.0267891,0.0332554,0.0365343,0.0290658,0.0327029,0.032637,0.0188559,0.0255449,0.0293289,0.0479457,0.00342206,0.0396708,0,0.0223096,0.0421998,0.0383656,0,0,0.00617107,0,0,0.0300736,0.0523268,0.0293147,0.0120842,0.0328934,0.0283173,0.0307912,0.053777,0.0816293,0.0843699,0.0623802,0.0703189,0.0529525,0.0442063,0.0672997,0.00731957,0.0627682,0.016033,0.0699608,0,0,0,0,0.0277297,0
124,0,0,0,0,0,0,0.0327042,0,0,0,0.0549986,0,0.0243189,0,0,0.0177132,0,0,0.0189516,0.0379279,0.0344807,0.0178193,0.0276377,0.0286562,0.0343129,0.0273244,0.0343811,0.0363963,0.0279202,0.0323654,0.0327304,0.0187868,0.0240357,0.0309765,0.0479977,0.00355371,0.0391751,0,0.0221216,0.0430125,0.0383904,0,0,0.00439531,0,0,0.0310066,0.05197,0.0279254,0.0126254,0.0324953,0.0284567,0.0311024,0.0529168,0.0809773,0.0842007,0.0633343,0.0706399,0.052434,0.0441973,0.0673652,0.00668766,0.0626441,0.0166965,0.0701158,0,0,0,0,0.0269288,0
125,0,0,0,0,0,0,0.0326484,0,0,0,0.0533431,0,0.0232195,0,0,0.0178059,0,0,0.0189559,0.0381836,0.034837,0.0171844,0.0271584,0.0284833,0.0346002,0.0276404,0.0356854,0.0367465,0.0269442,0.0319485,0.0328874,0.0183568,0.0222699,0.0327242,0.0480771,0.0036855,0.0388302,0,0.0218467,0.0435875,0.0383945,0,0,0.00396351,0,0,0.0310383,0.0519812,0.0268141,0.0124855,0.0319676,0.0289747,0.0313668,0.0528331,0.081654,0.0838941,0.0625737,0.0713368,0.0519919,0.0442403,0.0669892,0.00673504,0.0624155,0.0168246,0.0704326,0,0,0,0,0.0267559,0
126,0,0,0,0,0,0,0.0324874,0,0,0,0.0516141,0,0.0219796,0,0,0.0179035,0,0,0.0189437,0.0384238,0.0350736,0.0166411,0.026439,0.0284869,0.0348681,0.0278594,0.03714,0.0375091,0.0259101,0.0314879,0.0330142,0.0179074,0.0204731,0.0342343,0.0480638,0.00382801,0.0397895,0,0.0214898,0.0437077,0.0384571,0,0,0.00375314,0,0,0.0309479,0.0520256,0.0257511,0.012172,0.0320008,0.0294506,0.0316537,0.0531146,0.0827647,0.0833886,0.0608135,0.0717219,0.0519757,0.0441144,0.0662827,0.00528911,0.0619597,0.0167545,0.0707939,0,0,0,0,0.0269285,0
127,0,0,0,0,0,0,0.0321733,0,0,0,0.0501681,0,0.020573,0,0,0.0180434,0,0,0.0190061,0.0388218,0.0352464,0.0162837,0.0253908,0.0288383,0.0352108,0.0281755,0.0387396,0.0385473,0.024906,0.0310742,0.0329599,0.0172977,0.0192476,0.0349744,0.0478535,0.00395808,0.0412621,0,0.0212406,0.0433268,0.0385701,0,0,0.00344289,0,0,0.0308949,0.0513768,0.0247229,0.0121999,0.0324049,0.0296115,0.0320196,0.0533377,0.0835871,0.0829182,0.0594468,0.0717315,0.0522815,0.0438341,0.0655532,0.0030479,0.0612832,0.016677,0.0711852,0,0,0,0,0.0271005,0
128,0,0,0,0,0,0,0.0318402,0,0,0,0.0481924,0,0.0192023,0,0,0.0182584,0,0,0.0191526,0.0393407,0.0350186,0.0159287,0.024393,0.0296019,0.0357768,0.0286394,0.0404746,0.0397478,0.0241812,0.0308932,0.032779,0.0167924,0.0185945,0.0334274,0.0474078,0.00406583,0.0420338,0,0.0210645,0.0426493,0.0386714,0,0,0.0030753,0,0,0.0307772,0.0503955,0.0239303,0.0124751,0.0327236,0.0295122,0.0326338,0.0531034,0.083673,0.0825784,0.0586456,0.0715113,0.0524888,0.0432664,0.0649026,0.0022235,0.0605272,0.0165861,0.0716735,0,0,0,0,0.0274878,0
129,0,0,0,0,0,0,0.0316291,0,0,0,0.0458768,0,0.0180832,0,0,0.0185955,0,0,0.0193529,0.03986,0.0347746,0.0153981,0.0234917,0.0306661,0.0365917,0.0292304,0.0421969,0.0410532,0.0236894,0.0308401,0.0324446,0.016438,0.0184646,0.0312393,0.046927,0.00415028,0.0420109,0,0.0205024,0.0419237,0.0387246,0,0,0.00300312,0,0,0.0306021,0.0498046,0.0232466,0.0127242,0.0325849,0.0293976,0.0334616,0.0523285,0.0835387,0.0824807,0.0579295,0.0713592,0.0523938,0.0424833,0.0641187,0.00241314,0.0598197,0.0164637,0.0722511,0,0,0,0,0.0278754,0
130,0,0,0,0,0,0,0.0314058,0,0,0,0.0433869,0,0.0175864,0,0,0.0191329,0,0,0.0196813,0.040199,0.0346253,0.0147661,0.0227076,0.0318383,0.0374569,0.0298423,0.0436007,0.0420729,0.0233566,0.0307037,0.0320141,0.0159137,0.0185345,0.0311027,0.0465123,0.00427542,0.0418234,0,0.0195372,0.0411398,0.0387607,0,0,0.00329621,0,0,0.0303749,0.0499014,0.0227887,0.0126445,0.0321511,0.0294369,0.0342441,0.0518821,0.0837156,0.082609,0.0573086,0.0712276,0.0520397,0.0418732,0.0639231,0.00303457,0.0592071,0.0165183,0.0728599,0,0,0,0,0.0281057,0
131,0,0,0,0,0,0,0.0312501,0,0,0,0.0405494,0,0.0179885,0,0,0.0195252,0,0,0.0198239,0.0404286,0.0347804,0.0139077,0.0222026,0.032849,0.038325,0.0304734,0.0446202,0.0426351,0.0231332,0.030633,0.0317746,0.0154638,0.0183877,0.0328312,0.0462277,0.00435644,0.0405578,0,0.0184077,0.0407407,0.0387671,0,0,0.00383081,0,0,0.030267,0.0501659,0.0226369,0.0124057,0.0312359,0.0297695,0.0349592,0.0517558,0.0840992,0.0830503,0.0571299,0.0709836,0.0515821,0.0419973,0.0638667,0.00379096,0.0585415,0.0162802,0.0735181,0,0,0,0,0.0280733,0
132,0,0,0,0,0,0,0.0311269,0,0,0,0.037603,0,0.0197255,0,0,0.0198093,0,0,0.0199263,0.0403362,0.0364196,0.0130554,0.0221551,0.0334582,0.0390709,0.0312686,0.045354,0.042729,0.0227439,0.0311304,0.0321173,0.0155382,0.0182354,0.035991,0.0459742,0.00437824,0.0388632,0,0.0173999,0.040536,0.0388059,0,0,0.0042403,0,0,0.0302424,0.0499503,0.0225692,0.012143,0.0300356,0.0303128,0.0355547,0.0517796,0.0846155,0.0836732,0.0569322,0.0707764,0.0513355,0.0425826,0.0640834,0.00500527,0.0580672,0.0162544,0.074091,0,0,0,0,0.0279165,0
133,0,0,0,0,0,0,0.0311109,0,0,0,0.0357179,0,0.0226553,0,0,0.0199373,0,0,0.0199818,0.0399602,0.039513,0.0125173,0.0224084,0.0336259,0.039557,0.0321571,0.0457728,0.0422851,0.0222091,0.0319907,0.0327858,0.0162665,0.0185304,0.0410826,0.0456983,0.00430238,0.0368969,0,0.0164604,0.04025,0.0389213,0,0,0.00455263,0,0,0.0303153,0.0494553,0.0224084,0.0119422,0.029081,0.0309455,0.0359963,0.0517804,0.0851595,0.08428,0.0569636,0.0706407,0.051235,0.0425553,0.064119,0.0063918,0.0578342,0.0162722,0.0745389,0,0,0,0,0.0277227,0
134,0,0,0,0,0,0,0.0311072,0,0,0,0.0348445,0,0.02453,0,0,0.0199564,0,0,0.0199948,0.0393477,0.0417036,0.0124337,0.022511,0.0335095,0.0397617,0.0327967,0.0460962,0.0417498,0.021748,0.0322199,0.032926,0.0166534,0.0185579,0.0453721,0.0454338,0.00416559,0.0349237,0,0.015655,0.0398801,0.0390076,0,0,0.00472386,0,0,0.0303811,0.0490344,0.0222807,0.0118209,0.0284743,0.0314864,0.0361834,0.051828,0.085633,0.0847547,0.0566271,0.0705326,0.051085,0.0418979,0.0639067,0.00790451,0.057797,0.0162591,0.0747676,0,0,0,0,0.0277197,0
135,0,0,0,0,0,0,0.0310369,0,0,0,0.0338169,0,0.0250291,0,0,0.0200175,0,0,0.0200395,0.0388324,0.0426807,0.0127341,0.0224349,0.0333241,0.0398336,0.0333523,0.046523,0.0415047,0.0212219,0.031887,0.0325056,0.0164877,0.0184051,0.0473703,0.0452722,0.00403469,0.0326576,0,0.0151708,0.039861,0.0390678,0,0,0.00483789,0,0,0.030374,0.0486891,0.0225326,0.0116195,0.0280095,0.0319073,0.0362709,0.0518821,0.0859389,0.0850085,0.0565003,0.0704228,0.0508624,0.0414613,0.0637705,0.010659,0.0578191,0.0162263,0.0748457,0,0,0,0,0.0284831,0
136,0,0,0,0,0,0,0.0309284,0,0,0,0.0327959,0,0.0254372,0,0,0.0200261,0,0,0.0200407,0.0386252,0.0432009,0.0130393,0.0223221,0.0332787,0.0399103,0.0338644,0.047009,0.0415521,0.0205896,0.0317771,0.0321177,0.016903,0.0186221,0.0491898,0.0451742,0.00397808,0.0307777,0,0.015014,0.0404024,0.0391376,0,0,0.00494887,0,0,0.0302962,0.0485166,0.0228989,0.0112771,0.0275617,0.0322545,0.0363673,0.0519251,0.086148,0.0849107,0.0567327,0.0701489,0.0506055,0.0412213,0.0638294,0.0130705,0.0577696,0.0161824,0.0748312,0,0,0,0,0.0292736,0
137,0,0,0,0,0,0,0.0307817,0,0,0,0.0323427,0,0.0257425,0,0,0.0199824,0,0,0.0199043,0.0387156,0.0439377,0.0133543,0.0222006,0.0333545,0.0400271,0.0343055,0.0474128,0.0417958,0.0199955,0.0320155,0.0320008,0.0178595,0.0193291,0.0516273,0.0441892,0.0039027,0.0295683,0,0.0151385,0.0409927,0.0391321,0,0,0.00505107,0,0,0.0301934,0.0484979,0.0230858,0.0109215,0.0271452,0.032465,0.0364906,0.0519395,0.0864061,0.0852421,0.0570556,0.0700838,0.0504533,0.0409371,0.064035,0.0145625,0.0576562,0.0162828,0.0747844,0,0,0,0,0.029783,0
138,0,0,0,0,0,0,0.030692,0,0,0,0.0323676,0,0.0260703,0,0,0.019842,0,0,0.0195816,0.0390096,0.0449249,0.0136067,0.0222434,0.0335122,0.040139,0.0346154,0.0478117,0.0420539,0.0195184,0.0323308,0.0320369,0.0187535,0.0202057,0.0541184,0.0426611,0.0038232,0.0289744,0,0.0151622,0.0413645,0.0390183,0,0,0.0053039,0,0,0.0301739,0.0485319,0.0229097,0.0105994,0.0267925,0.0325372,0.0365798,0.0519384,0.0865386,0.0855206,0.0572281,0.0697167,0.0502924,0.0406881,0.0637844,0.0152948,0.0574242,0.0160676,0.0748173,0,0,0,0,0.0301594,0
139,0,0,0,0,0,0,0.0306517,0,0,0,0.0322249,0,0.0267672,0,0,0.0198615,0,0,0.0196576,0.0393284,0.0460198,0.0137725,0.0223721,0.0337619,0.0398917,0.0347824,0.0481409,0.0423099,0.0191594,0.0326279,0.0321648,0.0194556,0.0209605,0.0563075,0.0438027,0.00404367,0.0283528,0,0.0155271,0.0416332,0.0391619,0,0,0.00554057,0,0,0.0302422,0.0485867,0.0228803,0.0104033,0.0265819,0.0325245,0.036737,0.0521096,0.0866866,0.0856562,0.0572102,0.0694199,0.0500102,0.0404799,0.0634276,0.0160835,0.0571647,0.0160583,0.0746745,0,0,0,0,0.0304182,0
140,0,0,0,0,0,0,0.0305582,0,0,0,0.0321678,0,0.0274654,0,0,0.0199467,0,0,0.0197017,0.0396254,0.0468891,0.0138236,0.0224444,0.0340091,0.039699,0.0349992,0.0483558,0.0424414,0.0188094,0.0327508,0.0322129,0.0198473,0.0213866,0.0581821,0.0450456,0.00418293,0.0275205,0,0.0160428,0.041769,0.0393338,0,0,0.00578206,0,0,0.0302779,0.0486537,0.023187,0.0103379,0.0263987,0.0324382,0.0368762,0.0521943,0.0865902,0.0856777,0.0571596,0.0691268,0.0497029,0.0402089,0.0630491,0.0169816,0.0569176,0.0160412,0.074449,0,0,0,0,0.0304201,0
141,0,0,0,0,0,0,0.0304422,0,0,0,0.032181,0,0.0278115,0,0,0.019955,0,0,0.0196406,0.039898,0.0473615,0.0137669,0.0225953,0.0342274,0.0396165,0.0354036,0.0486013,0.0424216,0.018452,0.0326285,0.0320137,0.0199348,0.0215968,0.0593036,0.0453948,0.0041668,0.0268063,0,0.0163427,0.0420215,0.0394249,0,0,0.00599269,0,0,0.030189,0.0487926,0.0235225,0.0103425,0.0261362,0.0323299,0.0369749,0.0517151,0.0863812,0.0856916,0.0574539,0.0687162,0.0494042,0.0400066,0.0626794,0.0174996,0.0567087,0.0159726,0.0742268,0,0,0,0,0.0304192,0
142,0,0,0,0,0,0,0.0303726,0,0,0,0.0321965,0,0.0279553,0,0,0.0198788,0,0,0.0195686,0.0400637,0.0474712,0.013622,0.0227596,0.0344483,0.0395623,0.0359859,0.0489452,0.0422646,0.0180967,0.0323534,0.031658,0.0198636,0.0217665,0.0594553,0.0453823,0.00410191,0.0263952,0,0.0165017,0.0424563,0.0394639,0,0,0.00613949,0,0,0.030095,0.0490367,0.0234796,0.0102558,0.0257558,0.0323584,0.0370424,0.0513187,0.0862331,0.0857664,0.0579255,0.0683596,0.0493877,0.0401539,0.0623982,0.0179196,0.0565196,0.015902,0.07409,0,0,0,0,0.0307198,0
143,0,0,0,0,0,0,0.0303775,0,0,0,0.0321366,0,0.0279905,0,0,0.0197673,0,0,0.0195207,0.0401483,0.047441,0.0134297,0.0229015,0.0346759,0.0394516,0.0365962,0.0493141,0.0420686,0.0177878,0.0320573,0.0312817,0.0199516,0.0221103,0.0592528,0.0453805,0.0040623,0.0261243,0,0.0166551,0.04296,0.0395231,0,0,0.00618624,0,0,0.0300631,0.0493171,0.0237279,0.0101136,0.0254953,0.032491,0.0370703,0.051368,0.0861259,0.085964,0.0581569,0.0681445,0.0498028,0.0408729,0.0623322,0.0185773,0.0564548,0.0158744,0.0740379,0,0,0,0,0.0310603,0
144,0,0,0,0,0,0,0.0304038,0,0,0,0.0321198,0,0.0279193,0,0,0.0195944,0,0,0.0194926,0.0401588,0.0472901,0.0133149,0.0229975,0.0349088,0.0393384,0.0371375,0.0496624,0.0419057,0.0175869,0.0318632,0.0309487,0.0202531,0.0226742,0.0584099,0.0452584,0.0039596,0.0264314,0,0.0166767,0.043422,0.0395715,0,0,0.00619743,0,0,0.0300685,0.0496346,0.0239726,0.00998734,0.0252286,0.032683,0.0370422,0.0514995,0.0860895,0.0859475,0.0582524,0.068097,0.0500861,0.0416165,0.0625242,0.0185188,0.0564984,0.0158041,0.0739483,0,0,0,0,0.0310931,0
145,0,0,0,0,0,0,0.0304751,0,0,0,0.0320533,0,0.0277836,0,0,0.0193139,0,0,0.0193608,0.0402707,0.0472331,0.0132543,0.0232086,0.0351775,0.0392168,0.0377184,0.0499983,0.0416855,0.0174528,0.0317999,0.030792,0.0206925,0.0233716,0.0570813,0.0450049,0.00384323,0.0267172,0,0.0169214,0.0438707,0.0395728,0,0,0.00626661,0,0,0.030047,0.0499026,0.0239735,0.010044,0.025202,0.0327824,0.0369715,0.051498,0.0859049,0.0859524,0.0583455,0.0680582,0.0502631,0.0415764,0.0626369,0.0181409,0.0565797,0.0158086,0.0738031,0,0,0,0,0.0313505,0
