Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRB,T10,x66,x67,x68,x69,x70,CLAV
41,0,0,0,0,0,0,0.0295596,0,0,0,0.0371736,0,0.0255206,0.0289632,0,0,0.0219712,0,0,0.034329,0.0397393,0.0394253,0.0155058,0.0234671,0.0326221,0.034069,0.0377216,0.0482654,0.0406621,0.0192868,0.0316029,0.0304745,0.0218847,0.024333,0.0311514,0.0389679,0.0181979,0.0393466,0.0256076,0.0457058,0.0387591,0,0,0.0182779,0,0,0.0237745,0.0527733,0.0122468,0.0277316,0.0303449,0.0439866,0.0507784,0.0822841,0.0862413,0.0592329,0.068944,0.0516271,0.0407312,0.0629848,0.0131697,0.0601192,0.0136182,0.0744089,0,0,0,0,0,0.0322128
42,0,0,0,0,0,0,0.0295285,0,0,0,0.0376242,0,0.0257006,0.0290761,0,0,0.0220368,0,0,0.0342502,0.0399287,0.0395249,0.0154815,0.023688,0.0327556,0.0342049,0.0382459,0.0485258,0.0403677,0.019145,0.0316157,0.0304465,0.0219975,0.0247801,0.0304825,0.0390035,0.0181899,0.0393984,0.0258913,0.0461603,0.0387397,0,0,0.0181768,0,0,0.0238184,0.0530592,0.012462,0.0272816,0.0303716,0.0438861,0.0507041,0.0820841,0.0863367,0.0594162,0.0686623,0.0514442,0.0407698,0.0639367,0.012634,0.0600223,0.0136289,0.0742171,0,0,0,0,0,0.0321619
43,0,0,0,0,0,0,0.0294442,0,0,0,0.0378852,0,0.0259182,0.0294925,0,0,0.0221011,0,0,0.0341442,0.0401565,0.0399308,0.0153954,0.0240564,0.032963,0.0343691,0.0388706,0.0488395,0.0399332,0.0190653,0.0316714,0.0304724,0.0222371,0.0251888,0.0305556,0.0390404,0.0181741,0.0392009,0.0259776,0.0467321,0.0386931,0,0,0.0180141,0,0,0.0238218,0.053256,0.0126808,0.0270268,0.0304183,0.0437411,0.050557,0.0818395,0.0864468,0.0594951,0.0683531,0.0510697,0.0407831,0.0643224,0.01237,0.0595804,0.0135882,0.0740114,0,0,0,0,0,0.0321241
44,0,0,0,0,0,0,0.0294468,0,0,0,0.0380253,0,0.0261536,0.0298241,0,0,0.0222068,0,0,0.0340628,0.0403927,0.0405406,0.0153436,0.0244577,0.0331889,0.0345038,0.0395889,0.0492194,0.039445,0.0190574,0.0317745,0.0305363,0.0225907,0.0255842,0.0311834,0.0391411,0.0181485,0.0393841,0.0257897,0.0473239,0.0386167,0,0,0.017884,0,0,0.0238676,0.0534151,0.0129303,0.0269002,0.0304549,0.0435922,0.0504026,0.0815992,0.086512,0.0595347,0.0680192,0.0508083,0.0407143,0.063806,0.0119945,0.0596902,0.0135861,0.0738464,0,0,0,0,0,0.0320727
45,0,0,0,0,0,0,0.0295131,0,0,0,0.0377291,0,0.0264031,0.0300608,0,0,0.0223041,0,0,0.034014,0.0406304,0.0412411,0.0153163,0.0248479,0.0334289,0.0345379,0.0402885,0.0496182,0.038986,0.0191046,0.0319034,0.0306818,0.022787,0.0260592,0.0321979,0.0392349,0.0181092,0.039831,0.0258162,0.0478887,0.0385416,0,0,0.0177868,0,0,0.02388,0.0535529,0.0132578,0.026826,0.0304812,0.0434781,0.05025,0.0813705,0.0865461,0.0596392,0.0678052,0.050607,0.0405915,0.0633739,0.0115343,0.0599215,0.013597,0.0737663,0,0,0,0,0,0.0320268
46,0,0,0,0,0,0,0.02958,0,0,0,0.0372158,0,0.0266946,0.0303103,0,0,0.0223383,0,0,0.033983,0.0408691,0.0420648,0.0152614,0.0252417,0.0336545,0.0345655,0.0409671,0.0500459,0.0385865,0.0192387,0.0321366,0.0308792,0.0232224,0.0267197,0.033522,0.0393216,0.0180725,0.0403378,0.0261266,0.0484806,0.0384672,0,0,0.0177351,0,0,0.0238939,0.0536686,0.0136012,0.026972,0.0305331,0.0433719,0.0501472,0.0810964,0.0865797,0.059839,0.0674452,0.050542,0.040585,0.0631836,0.011005,0.0601664,0.0136265,0.073779,0,0,0,0,0,0.032012
47,0,0,0,0,0,0,0.0296698,0,0,0,0.0365711,0,0.0269017,0.030572,0,0,0.0223626,0,0,0.0339679,0.0411286,0.0428124,0.0151548,0.0255507,0.0338702,0.0345467,0.0415682,0.0504753,0.0382203,0.0195529,0.0325109,0.0311332,0.0236849,0.0273023,0.0350262,0.0394302,0.018046,0.0403728,0.0266409,0.0490571,0.0383781,0,0,0.0176508,0,0,0.0239381,0.0539118,0.0138448,0.0272333,0.0305501,0.0432581,0.0501882,0.0806953,0.0866109,0.060154,0.0669238,0.0506512,0.040751,0.0630593,0.010261,0.06046,0.0136805,0.0736242,0,0,0,0,0,0.0320633
48,0,0,0,0,0,0,0.0250917,0,0,0,0.0358295,0,0.0271167,0.0312651,0,0,0.0224078,0,0,0.0340116,0.0413184,0.0436769,0.0149889,0.0257555,0.0338709,0.0348874,0.0422047,0.0510078,0.0378823,0.0198812,0.0328883,0.0314216,0.0242021,0.0278193,0.0366862,0.0410657,0.0174483,0.0399932,0.0271259,0.0494077,0.0378567,0,0,0.0151586,0,0,0.0244338,0.0541937,0.0143999,0.0272934,0.0303095,0.0410676,0.0504688,0.0805221,0.0867585,0.0604949,0.0664258,0.0505047,0.0405144,0.0629494,0.00989156,0.063137,0.0141667,0.0718866,0,0,0,0,0,0
49,0,0,0,0,0,0,0.02512,0,0,0,0.0354292,0,0.0273711,0.0317477,0,0,0.0224222,0,0,0.0339985,0.0418228,0.0444394,0.0149161,0.0260713,0.0339867,0.0348494,0.0428153,0.0514821,0.0374668,0.0204534,0.0333794,0.0317716,0.0246582,0.0284335,0.0382171,0.041069,0.0174468,0.0396972,0.0273575,0.0496585,0.0377567,0,0,0.0151056,0,0,0.0243052,0.0546777,0.014784,0.0273226,0.0302186,0.0410215,0.0503236,0.0806831,0.0863424,0.0604379,0.0659081,0.0503723,0.0403319,0.0628959,0.00967498,0.0630881,0.0140567,0.0716531,0,0,0,0,0,0
50,0,0,0,0,0,0,0.0251735,0,0,0,0.0351888,0,0.0273617,0.032274,0,0,0.0223874,0,0,0.0339695,0.0423898,0.0451235,0.0149671,0.0263589,0.0340466,0.0348385,0.0433903,0.0519401,0.0370977,0.0210925,0.0338164,0.0322689,0.0250518,0.0290822,0.0392242,0.04103,0.0174309,0.039276,0.0275371,0.0498658,0.0376226,0,0,0.0149785,0,0,0.0243175,0.0551384,0.0150536,0.0273383,0.0303232,0.0409457,0.0501092,0.0808678,0.085985,0.0604216,0.0656835,0.0501648,0.0402535,0.0625847,0.00969446,0.063259,0.0140725,0.0714912,0,0,0,0,0,0
51,0,0,0,0,0,0,0.0252192,0,0,0,0.0349361,0,0.0271606,0.032708,0,0,0.0223583,0,0,0.0339227,0.0429886,0.0456049,0.0151128,0.0265059,0.0340113,0.0348112,0.0438663,0.0523885,0.0368224,0.021693,0.0343135,0.0328986,0.0254204,0.0297097,0.0395244,0.0409713,0.0173827,0.0389353,0.027726,0.0499789,0.0375166,0,0,0.0148916,0,0,0.024391,0.0554258,0.0152159,0.0274325,0.0304701,0.0408633,0.0498805,0.080704,0.0861901,0.0604623,0.0655338,0.0499513,0.0402555,0.0624794,0.00994156,0.0635807,0.0141366,0.0713583,0,0,0,0,0,0
52,0,0,0,0,0,0,0.0252903,0,0,0,0.0349966,0,0.0270408,0.0329622,0,0,0.0223201,0,0,0.0339166,0.0436654,0.0453372,0.0154331,0.0264153,0.0338613,0.0347664,0.0442394,0.0526541,0.0366397,0.0222545,0.0348606,0.0336067,0.0257522,0.0302646,0.0387705,0.0408778,0.0173521,0.0388696,0.0279771,0.0500465,0.0374358,0,0,0.0148427,0,0,0.0244711,0.0557176,0.0153749,0.0275331,0.0305934,0.0407647,0.0497251,0.0803778,0.0863123,0.0604234,0.0652772,0.0498033,0.0402601,0.0624587,0.00969287,0.0637714,0.0141586,0.0711295,0,0,0,0,0,0
53,0,0,0,0,0,0,0.0252907,0,0,0,0.0354137,0,0.0270635,0.03302,0,0,0.0222466,0,0,0.0339258,0.0444715,0.0446147,0.0157872,0.0260968,0.0335565,0.0346729,0.0445165,0.0528754,0.0365246,0.0228561,0.0355238,0.0343496,0.0261493,0.0309028,0.0368075,0.0407805,0.017337,0.0391955,0.0282565,0.0499846,0.0373742,0,0,0.0147907,0,0,0.0245221,0.0561392,0.0156197,0.0276304,0.0307234,0.0406594,0.0495413,0.0800163,0.0862625,0.0602219,0.0651119,0.049797,0.0401621,0.0624338,0.00902138,0.0636138,0.0141168,0.0707285,0,0,0,0,0,0
54,0,0,0,0,0,0,0.025298,0,0,0,0.0362252,0,0.0272415,0.0328797,0,0,0.0221519,0,0,0.0338937,0.0453631,0.0437477,0.0161886,0.0256338,0.0331417,0.034512,0.0445793,0.0529546,0.0364111,0.0235914,0.0363091,0.0351843,0.0266681,0.0315511,0.0336231,0.0407497,0.0173141,0.0393952,0.0285342,0.0496993,0.0373336,0,0,0.0146735,0,0,0.02467,0.0566668,0.015829,0.0278922,0.0307855,0.0405449,0.0492795,0.0797934,0.0860917,0.0601401,0.0650689,0.0497143,0.040135,0.0624891,0.00865747,0.0636439,0.0141809,0.0704628,0,0,0,0,0,0
55,0,0,0,0,0,0,0.0253501,0,0,0,0.0376551,0,0.0273638,0.0325736,0,0,0.0220325,0,0,0.0338712,0.0460899,0.0425608,0.0167703,0.0250184,0.0326425,0.0342718,0.0443204,0.0526447,0.036367,0.0244537,0.0370066,0.0359471,0.0269165,0.0321751,0.0294045,0.0407777,0.0172962,0.0395812,0.0289365,0.0490697,0.0373241,0,0,0.01454,0,0,0.024724,0.0572684,0.0160795,0.0283172,0.0306799,0.040436,0.0489049,0.0797075,0.0858575,0.0600689,0.0651548,0.0494322,0.0402085,0.0626321,0.00839323,0.06395,0.0142165,0.0702186,0,0,0,0,0,0
