Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,x97,LILC,x77,,x89
366,0.0267053,0.0531597,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0316047,0,0.0158896,0.0370094,0,0,0.0150183,0,0,0.01815,0.0540686,0.0358629,0.0180904,0.0624584,0.024427,0.0644446,0.0882153,0.0619454,0.0308328,0.0564316,0.0594713,0.0316513,0.0367974,0.0181131,0,0.0263929,0.046029,0,0.0165759,0.0545217,0.0485034,0,0,0.0239891,0,0,0.022113,0.0826701,0,0.0188709,0.0271672,0.0479682,0.0394091,0.0257099,0.0477332,0.0578579,0.0373207,0.0277131,0.0251787,0.0177011,0.0338915,0.0236278,0.0401207,0,0.016047,0.0462913,0.0461811,0,0,0,0,0.0289071,0,0,0
367,0.0267331,0.0532365,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300064,0,0.0168021,0.0366732,0,0,0.0152421,0,0,0.0189093,0.0543453,0.0375341,0.0182837,0.0628079,0.0245779,0.0654337,0.0895261,0.0614338,0.0309511,0.0561771,0.0591378,0.0309652,0.0372251,0.024061,0,0.0261101,0.0454249,0,0.015256,0.0545942,0.04876,0,0,0.0250073,0,0,0.022346,0.0826961,0,0.0185909,0.0270017,0.0481958,0.0408198,0.0245438,0.0482584,0.0584727,0.0374286,0.0275178,0.0253478,0.018019,0.0338485,0.0238289,0.0397951,0,0.0161725,0.045535,0.0466044,0,0,0,0,0.0294169,0,0,0
368,0.0264046,0.0534996,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288215,0,0.0173645,0.0366342,0,0,0.0158505,0,0,0.0196191,0.05481,0.0379065,0.018275,0.0633282,0.0246715,0.0665082,0.0903173,0.0609329,0.0313442,0.056111,0.0591587,0.0304486,0.0372131,0.0284337,0,0.0250246,0.0444822,0,0.0140572,0.0544182,0.0486595,0,0,0.0259086,0,0,0.0225431,0.0825262,0,0.0184515,0.0269473,0.0484748,0.0421907,0.0243026,0.0488666,0.0590318,0.037319,0.0270562,0.0257452,0.0183839,0.0337696,0.02383,0.0395054,0,0.0162967,0.0452279,0.0470269,0,0,0,0,0.0301362,0,0,0
369,0.0260078,0.0534574,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281831,0,0.0169621,0.0374115,0,0,0.0153333,0,0,0.0197326,0.0554856,0.0370461,0.0178532,0.0638908,0.0252114,0.0673252,0.0902722,0.0604945,0.0318367,0.0560067,0.0592407,0.030001,0.036611,0.0306309,0,0.0266362,0.0429051,0,0.0130757,0.0539258,0.0486494,0,0,0.0265647,0,0,0.0226915,0.082381,0,0.0187328,0.026926,0.0486044,0.043321,0.024663,0.0494454,0.0592836,0.0370637,0.0265692,0.0262607,0.0188356,0.0335976,0.0235522,0.0392252,0,0.0163136,0.0448167,0.0474895,0,0,0,0,0.0306068,0,0,0
370,0.0268558,0.0531559,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027434,0,0.0161076,0.0384389,0,0,0.0150534,0,0,0.0200583,0.055769,0.0351121,0.017676,0.0646565,0.0256268,0.0674818,0.0894422,0.0601768,0.0319622,0.0557702,0.0591861,0.029642,0.0358531,0.0301086,0,0.0275656,0.0413121,0,0.0120128,0.0531163,0.0489944,0,0,0.0269554,0,0,0.0226486,0.0822631,0,0.0189569,0.0269809,0.0488508,0.0446255,0.0249618,0.0500472,0.059604,0.0368171,0.026058,0.0267374,0.0193177,0.0333283,0.0233198,0.0388943,0,0.016321,0.0441416,0.048045,0,0,0,0,0.0308435,0,0,0
371,0.0269877,0.0532343,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262563,0,0.0153369,0.0393528,0,0,0.014921,0,0,0.0204524,0.0550954,0.0324922,0.0179606,0.065663,0.0259795,0.0671353,0.0883678,0.0601492,0.0312343,0.0555245,0.0590387,0.0295361,0.0351394,0.0283416,0,0.0284278,0.0394658,0,0.0112003,0.0521927,0.0492209,0,0,0.027363,0,0,0.0226648,0.0815879,0,0.0189668,0.0269207,0.0491432,0.046023,0.0254263,0.0506945,0.0598876,0.0375069,0.0255999,0.0275032,0.0197007,0.0329068,0.0233337,0.0388011,0,0.0163146,0.0435404,0.0485926,0,0,0,0,0.0311417,0,0,0
372,0.0262161,0.0533465,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0252017,0,0.0149111,0.0400208,0,0,0.0147933,0,0,0.0209816,0.0545287,0.0299281,0.0182226,0.0667919,0.0264091,0.0664083,0.0876709,0.0604836,0.0290286,0.0554719,0.0590598,0.0297106,0.0345437,0.0271129,0,0.0293623,0.0374515,0,0.0105868,0.0513966,0.0493106,0,0,0.0278538,0,0,0.0227771,0.0805903,0,0.0190078,0.0270018,0.0495144,0.0474239,0.0260091,0.0513601,0.0602676,0.03761,0.0250601,0.028338,0.0199441,0.0323793,0.023656,0.0389017,0,0.0163338,0.043129,0.0491779,0,0,0,0,0.0316939,0,0,0
373,0.0252773,0.0540299,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243026,0,0.0145022,0.0398202,0,0,0.015482,0,0,0.022459,0.0540451,0.0282617,0.0184799,0.0678445,0.0268613,0.0655458,0.0874818,0.0608255,0.0258124,0.0556935,0.0595026,0.0301226,0.0342096,0.027175,0,0.0289144,0.0371839,0,0.00822554,0.0506206,0.0490989,0,0,0.0344078,0,0,0.0187433,0.0794518,0,0.019255,0.0284802,0.0498817,0.0494195,0.0259556,0.0525895,0.0611427,0.0371173,0.023212,0.0289418,0.0199165,0.0312797,0.0252574,0.0390883,0,0.0138556,0.0434556,0.0495897,0,0,0,0,0.0322666,0,0,0
374,0.0252688,0.0540481,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237761,0,0.0140869,0.0389013,0,0,0.0171239,0,0,0.0232443,0.0538704,0.0278639,0.0190184,0.0690137,0.0277503,0.0646211,0.0873569,0.0609147,0.0228986,0.0558691,0.0598979,0.0303301,0.0340872,0.0282011,0,0.0283122,0.0402382,0,0.00533162,0.0504485,0.0487944,0,0,0.0349329,0,0,0.0189655,0.0771573,0,0.0189464,0.0299656,0.0501098,0.0512291,0.0252564,0.0558512,0.0625961,0.0360376,0.0196242,0.0320431,0.0205249,0.0290081,0.0293264,0.0392159,0,0.0140566,0.0433796,0.050568,0,0,0,0,0.033301,0,0,0
375,0.0248376,0.0541498,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239247,0,0.014,0.0384954,0,0,0.0190045,0,0,0.0237693,0.0534343,0.028564,0.0197358,0.0693786,0.0282983,0.0637346,0.0869668,0.060437,0.0212016,0.0558152,0.0598294,0.0300955,0.0341282,0.0291859,0,0.0267576,0.0383648,0,0.0061953,0.050944,0.0486607,0,0,0.0354625,0,0,0.0190818,0.0767739,0,0.0186662,0.0288426,0.0507602,0.0528947,0.0258672,0.0564498,0.0632435,0.036072,0.0193408,0.0325992,0.0206781,0.0276417,0.0303378,0.0394811,0,0.0141235,0.0435315,0.0513062,0,0,0,0,0.0339816,0,0,0
376,0.0236726,0.0534805,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243124,0,0.0144101,0.0389972,0,0,0.0150955,0,0,0.0234991,0.0530282,0.0301948,0.0200629,0.0690925,0.0295176,0.0633971,0.08653,0.059602,0.0207701,0.0554306,0.0592648,0.0295257,0.0342908,0.0294089,0,0.0330561,0.0321393,0,0.0110819,0.0513285,0.0502108,0,0,0.0359828,0,0,0.0190356,0.0778024,0,0.0183271,0.0258487,0.0519337,0.0538226,0.0277361,0.0544188,0.0628462,0.0370013,0.0229602,0.0299512,0.0203748,0.0281562,0.0318911,0.0397829,0,0.0139171,0.043434,0.0517565,0,0,0,0,0.0337309,0,0,0
377,0.0253319,0.0577087,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245757,0,0.014858,0.0386546,0,0,0.0129595,0,0,0.042501,0.0524161,0.0320038,0.020273,0.0700719,0.0477097,0.0632261,0.0861255,0.0584953,0.0206262,0.0552198,0.0589296,0.0291223,0.0346452,0.0292791,0.0131752,0.0249447,0.0338664,0,0.00752078,0.0501418,0.0465209,0,0,0.0350704,0,0,0.0184926,0.073914,0,0.0179255,0.0273846,0.0534915,0.0568905,0.027944,0.058618,0.0651441,0.0366609,0.0187157,0.0334851,0.0209233,0.0249107,0.0349176,0.0417875,0,0.014018,0.0459474,0.0512567,0,0,0,0,0.0344197,0,0,0
378,0.0250384,0.0575891,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024786,0,0.0152468,0.0391389,0,0,0.0131513,0,0,0.0429814,0.0526108,0.0338757,0.0200428,0.0699471,0.0481249,0.0633108,0.0860455,0.0578897,0.0214334,0.0549673,0.058495,0.0285935,0.0347995,0.0289986,0.013606,0.025448,0.0308073,0,0.00853664,0.0494798,0.0466642,0,0,0.0355352,0,0,0.0188822,0.073956,0,0.0173902,0.0266683,0.0541922,0.0586252,0.0288906,0.0597891,0.0659901,0.0367735,0.0183916,0.0334506,0.0208666,0.0238819,0.0372622,0.0423865,0,0.0139633,0.0457689,0.05184,0,0,0,0,0.0345127,0,0,0
379,0.0243172,0.0574495,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0251011,0,0.0156231,0.0398225,0,0,0.0133302,0,0,0.0435476,0.0533231,0.0355684,0.0195274,0.0704353,0.0481606,0.0638263,0.0864305,0.0578988,0.0225927,0.0544664,0.0579026,0.0279302,0.0346118,0.0289133,0.0140027,0.0261263,0.0267487,0,0.00972989,0.0486374,0.0473038,0,0,0.0304491,0,0,0.0390627,0.0738514,0,0.0163378,0.0259051,0.055203,0.0616573,0.0301412,0.0612804,0.0670435,0.0371599,0.017783,0.0329978,0.0202606,0.0231334,0.0401394,0.0449357,0.0214959,0.0146835,0.0447657,0.0519413,0,0,0,0,0.0351905,0,0,0
380,0.0237071,0.0578427,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254606,0,0.0160612,0.04089,0,0,0.0134376,0,0,0.0439566,0.0544216,0.0366201,0.0194314,0.0701088,0.0487179,0.0642786,0.0867318,0.0577688,0.023538,0.0543232,0.0577972,0.0277578,0.0345108,0.0284107,0.0143879,0.0266038,0.0230106,0,0.0112318,0.0473819,0.047589,0,0,0.0386654,0,0,0.0310175,0.0736416,0,0.0155649,0.0252604,0.0559142,0.0635511,0.0314573,0.0625885,0.068036,0.0377253,0.0174653,0.0322749,0.0193245,0.0226295,0.0433762,0.0474829,0.0206035,0.0148862,0.0445549,0.0517165,0,0,0,0,0.0354875,0,0,0
381,0.0234356,0.0579493,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025715,0,0.0164012,0.0421461,0,0,0.0135732,0,0,0.0442855,0.0551247,0.0372004,0.0193545,0.0699055,0.04895,0.0646431,0.0870258,0.0575831,0.0244493,0.0543106,0.0577673,0.0277187,0.0345336,0.0274932,0.0144819,0.0271208,0.0200942,0,0.0129429,0.0460305,0.0475662,0,0,0.0390426,0,0,0.0309455,0.0737432,0,0.0149525,0.024866,0.0566443,0.0651559,0.0326507,0.0637421,0.0689344,0.0381667,0.0175033,0.0313815,0.0183724,0.0223915,0.0471525,0.0480335,0.0202679,0.0152271,0.0438572,0.0518627,0,0,0,0,0.0358986,0,0,0
382,0.0232141,0.0582865,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0258215,0,0.0164915,0.0436498,0,0,0.0135497,0,0,0.0444462,0.0549979,0.0374624,0.0193402,0.069713,0.0489451,0.0650081,0.0872496,0.0572391,0.0252684,0.0545531,0.0578293,0.0277668,0.0346509,0.0265961,0.0144634,0.0274717,0.0176499,0,0.0147233,0.0447847,0.0475845,0,0,0.0391773,0,0,0.0308286,0.0744582,0,0.0146043,0.0250383,0.0571644,0.0667813,0.0335235,0.064681,0.0695547,0.0381765,0.0177121,0.0304199,0.0174106,0.0223255,0.052291,0.0484908,0.0198647,0.0153104,0.0433898,0.0520344,0,0,0,0,0.0361343,0,0,0
383,0.0230017,0.0586455,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257926,0,0.0165264,0.0454141,0,0,0.0133732,0,0,0.044415,0.0548464,0.0377487,0.0193166,0.0696354,0.0486208,0.0652463,0.0873672,0.0569116,0.0264328,0.0548783,0.0579691,0.0278946,0.0348192,0.0263129,0.0142472,0.0276496,0.0165538,0,0.0165151,0.0436006,0.0477645,0,0,0.0392504,0,0,0.0306225,0.0750011,0,0.0144287,0.025508,0.0574632,0.0684464,0.0339652,0.0653406,0.0698881,0.0378867,0.0179426,0.0295558,0.0165258,0.022459,0.0591214,0.0488047,0.0193301,0.0151461,0.0432155,0.052138,0,0,0,0,0.0363995,0,0,0
384,0.0225937,0.058864,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257186,0,0.0167082,0.0470899,0,0,0.0129912,0,0,0.0439867,0.0551679,0.0383544,0.0190258,0.0692861,0.0473649,0.0655834,0.0875698,0.056855,0.0279899,0.0551364,0.0580555,0.027987,0.0350063,0.0266077,0.0137124,0.0273687,0.0184172,0,0.021278,0.0432729,0.0480039,0,0,0.0391091,0,0,0.0302217,0.0777571,0,0.0150692,0.0237114,0.0577444,0.0695215,0.0341372,0.0628992,0.0682908,0.0377954,0.0201112,0.0253592,0.014875,0.023997,0.0699182,0.049004,0.0191943,0.0154571,0.043544,0.0515154,0,0,0,0,0.0360763,0,0,0
385,0.0226435,0.0583944,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221076,0,0.0183167,0.0496752,0,0,0.0117369,0,0,0.0442814,0.0540324,0.040345,0.0195367,0.0698561,0.0461587,0.065658,0.0855486,0.0566871,0.0303617,0.0555277,0.0588867,0.0291459,0.0339405,0.0333358,0.0149461,0.0270241,0.0201806,0,0.022905,0.0426853,0.0480555,0,0,0.0315027,0,0,0.0380268,0.0785938,0,0.0148871,0.0239163,0.0574329,0.0699204,0.0342646,0.0632691,0.0682046,0.0375186,0.020173,0.0247219,0.0141191,0.0240338,0.0746203,0.0468877,0.0193543,0.0159034,0.0430888,0.0516007,0,0,0,0,0.0377718,0,0,0
386,0.022234,0.058741,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0255359,0,0.0171408,0.0500732,0,0,0.0116996,0,0,0.0441493,0.0551409,0.039175,0.0188962,0.0694113,0.0456589,0.0657778,0.0875994,0.0565625,0.0299266,0.0556546,0.0585399,0.0284157,0.0353766,0.0275693,0.0146522,0.0271042,0.0204734,0,0.0240775,0.0420358,0.048523,0,0,0.038993,0,0,0.0303505,0.0792655,0,0.0148995,0.0244809,0.0574387,0.0716154,0.0338531,0.063326,0.0677136,0.0367843,0.0205884,0.0233644,0.0129323,0.0246918,0.0750274,0.0491615,0.019138,0.015951,0.0433825,0.051849,0,0,0,0,0.0365585,0,0,0
387,0.022221,0.0589753,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0255244,0,0.017406,0.0510098,0,0,0.0115076,0,0,0.0439563,0.0550606,0.0396072,0.0188424,0.0693959,0.0449204,0.0658464,0.0875393,0.056466,0.0305318,0.0557009,0.0584754,0.0284675,0.0355092,0.0278123,0.0142368,0.0270987,0.018593,0,0.0237776,0.0418495,0.0488722,0,0,0.0389799,0,0,0.0304022,0.0798323,0,0.0148401,0.0249722,0.0575333,0.0723502,0.0337139,0.0633342,0.0674004,0.0360798,0.0208412,0.0220298,0.0120093,0.0251966,0.0708792,0.0492646,0.0190402,0.0159749,0.0435583,0.0519234,0,0,0,0,0.0365581,0,0,0
388,0.0223333,0.058905,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256424,0,0.0177058,0.0516028,0,0,0.0114135,0,0,0.0438004,0.0550582,0.0399837,0.0187746,0.0692533,0.0442947,0.0657978,0.0874129,0.0564171,0.0308012,0.0555031,0.0582272,0.028376,0.0355345,0.0277436,0.0135306,0.0271573,0.0164926,0,0.0228896,0.0419298,0.0492023,0,0,0.0389899,0,0,0.0303632,0.0801836,0,0.0147033,0.0255429,0.0577268,0.0729567,0.0336059,0.0633094,0.0670356,0.0353527,0.0211344,0.0208959,0.011475,0.02529,0.0641017,0.0494178,0.0189753,0.0158636,0.0438906,0.0517814,0,0,0,0,0.0364085,0,0,0
389,0.0223671,0.058734,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0258547,0,0.0179637,0.0520012,0,0,0.011409,0,0,0.0436676,0.0551316,0.0402284,0.0186959,0.0690368,0.0438276,0.065668,0.087249,0.0563911,0.0307259,0.0552571,0.0580004,0.0281873,0.0354579,0.027338,0.0129139,0.0271152,0.0151,0,0.0223137,0.042045,0.0492655,0,0,0.0389829,0,0,0.0303934,0.0804763,0,0.0144818,0.0260149,0.058057,0.0735708,0.0335145,0.0632517,0.0666166,0.0347603,0.0212832,0.0202557,0.0105962,0.0255767,0.0567066,0.0496428,0.0189094,0.0156588,0.0442047,0.0516593,0,0,0,0,0.0361346,0,0,0
390,0.0221683,0.0585851,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261026,0,0.0181719,0.0522534,0,0,0.0113661,0,0,0.0434451,0.0552283,0.0403286,0.0186434,0.0687665,0.0435749,0.0654799,0.087074,0.0563834,0.0304474,0.0550176,0.0579094,0.0280224,0.0353418,0.0267593,0.0127339,0.0269376,0.0156145,0,0.0219444,0.0422029,0.0491162,0,0,0.0389044,0,0,0.0304783,0.0806435,0,0.0142932,0.0264588,0.058487,0.0742765,0.033483,0.063187,0.0661982,0.034288,0.0212008,0.0199678,0.00983422,0.026355,0.0499008,0.0498126,0.0188299,0.015468,0.0443727,0.0516326,0,0,0,0,0.0358952,0,0,0
391,0.0217888,0.0585364,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264435,0,0.0182825,0.0523714,0,0,0.0109663,0,0,0.0435523,0.0553074,0.0402438,0.0185985,0.0685086,0.0434301,0.0652598,0.0869121,0.0564309,0.0300371,0.05485,0.0577635,0.0279181,0.035221,0.026108,0.0121828,0.0274473,0.0181624,0,0.0216825,0.0424371,0.0490731,0,0,0.0390347,0,0,0.0305099,0.0803522,0,0.0142255,0.0266122,0.0588791,0.0749913,0.0335842,0.063145,0.0658384,0.0338683,0.0208961,0.0198949,0.00935842,0.0273963,0.0441509,0.0500373,0.0187842,0.0153342,0.0444133,0.0516372,0,0,0,0,0.0357999,0,0,0
392,0.021918,0.0583456,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225632,0,0.0195546,0.0534284,0,0,0.011549,0,0,0.0433429,0.0542033,0.0415882,0.0198821,0.0687547,0.0437337,0.0649485,0.08459,0.0565539,0.0308217,0.0548831,0.0581581,0.0287824,0.0339396,0.032021,0.0129354,0.0265685,0.0214554,0,0.0215258,0.0428536,0.0485077,0,0,0.0313491,0,0,0.038731,0.0802021,0,0.0139434,0.0263446,0.0589603,0.0750814,0.0339281,0.0632108,0.0656805,0.033677,0.0206582,0.0200026,0.00920045,0.0274905,0.0394003,0.0478581,0.019327,0.0154019,0.0441399,0.0515818,0,0,0,0,0.0369574,0,0,0
393,0.0212829,0.0587089,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270069,0,0.0185469,0.0527689,0,0,0.011842,0,0,0.0433995,0.0550842,0.0398763,0.0185643,0.0683869,0.044356,0.0651156,0.0864107,0.056574,0.0294086,0.0548875,0.0575715,0.0278601,0.0349607,0.0249932,0.0128562,0.0268655,0.0245463,0,0.0216359,0.0427482,0.0485167,0,0,0.0390212,0,0,0.0307624,0.0799558,0,0.014293,0.0263212,0.0592604,0.0764281,0.0340989,0.0632449,0.0654276,0.0332792,0.0205221,0.0201024,0.0090856,0.0271674,0.0362716,0.0503318,0.018678,0.0151378,0.0444042,0.0514392,0,0,0,0,0.0356644,0,0,0
394,0.0211497,0.0587672,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271788,0,0.0186939,0.0530475,0,0,0.0117108,0,0,0.0435569,0.0548089,0.0397745,0.0185722,0.0684673,0.0446868,0.0653618,0.0861411,0.0566411,0.0294345,0.0549144,0.0575359,0.0278798,0.0348753,0.0245002,0.0127205,0.0273637,0.0273609,0,0.0221822,0.0428302,0.0481805,0,0,0.0389085,0,0,0.0308364,0.0800974,0,0.0144258,0.0261313,0.0594326,0.0771294,0.0344949,0.0635617,0.0654134,0.0331881,0.0204811,0.0203566,0.00918003,0.0264049,0.0340115,0.050419,0.0185438,0.0150178,0.0441567,0.0513052,0,0,0,0,0.0356421,0,0,0
395,0.0209324,0.058867,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273012,0,0.0188606,0.0533432,0,0,0.0116993,0,0,0.043808,0.0545695,0.0397662,0.0186178,0.0685432,0.0451176,0.0653004,0.0858659,0.056685,0.0296651,0.0548715,0.0575217,0.0279058,0.0347622,0.0240276,0.0128277,0.0277982,0.0301742,0,0.0234407,0.0429407,0.0478312,0,0,0.0389101,0,0,0.0310144,0.0802184,0,0.0145881,0.0260298,0.0596065,0.0777609,0.0349941,0.063728,0.0654494,0.0332124,0.0202972,0.0206761,0.00936018,0.0259754,0.0319199,0.0504834,0.0186231,0.0148457,0.0438416,0.0511307,0,0,0,0,0.0355434,0,0,0
396,0.0206674,0.0589233,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274183,0,0.0190263,0.0537594,0,0,0.0118093,0,0,0.044099,0.0543463,0.0398102,0.0187148,0.0686793,0.0455817,0.0651527,0.0855977,0.0567061,0.0291085,0.0547597,0.0574689,0.0278975,0.0345958,0.0234609,0.0130043,0.0281729,0.0317182,0,0.0239363,0.0430471,0.0475157,0,0,0.0390773,0,0,0.0314414,0.0797429,0,0.0147517,0.0259003,0.0599241,0.0783632,0.0355647,0.0639445,0.065537,0.0332869,0.0201964,0.0204204,0.00924952,0.0258353,0.0314297,0.0505521,0.0189154,0.0146858,0.0438364,0.0509577,0,0,0,0,0.0352817,0,0,0
397,0.0204242,0.0589111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274777,0,0.0192358,0.054203,0,0,0.0119051,0,0,0.044348,0.0541554,0.040053,0.0187824,0.0688866,0.0460385,0.0650447,0.085353,0.0567287,0.0286352,0.0545971,0.0573836,0.0278918,0.0344449,0.0229886,0.0131383,0.0285159,0.0325402,0,0.0241761,0.0431648,0.0471251,0,0,0.0391483,0,0,0.0318199,0.0792944,0,0.0151239,0.0260283,0.0603875,0.0790568,0.0361141,0.0641675,0.0655554,0.0332519,0.0203215,0.0197363,0.0089202,0.0252377,0.0318312,0.0506637,0.0194134,0.0144378,0.0438869,0.0507973,0,0,0,0,0.0349098,0,0,0
398,0.0201585,0.0589792,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233413,0,0.020116,0.0552278,0,0,0.0120017,0,0,0.0445074,0.0532305,0.0414999,0.0204892,0.0693743,0.0463439,0.0646645,0.0833187,0.0568057,0.0295406,0.0544884,0.0576412,0.0286766,0.0334328,0.0284995,0.0131572,0.0287508,0.0328194,0,0.0240934,0.0436581,0.0466347,0,0,0.0391163,0,0,0.0319571,0.0790172,0,0.0153947,0.0261415,0.0608734,0.0793106,0.0366651,0.0647215,0.0656253,0.0332665,0.0207377,0.0191301,0.00836117,0.0253244,0.0327364,0.0509168,0.0199266,0.0141993,0.043981,0.0504976,0,0,0,0,0.0354437,0,0,0
399,0.0199368,0.0589279,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226465,0,0.0205759,0.0559127,0,0,0.0121197,0,0,0.044778,0.0529395,0.0420394,0.0207847,0.0696201,0.0467592,0.0644326,0.0830249,0.0569888,0.0298084,0.0542313,0.0574661,0.0285851,0.0331615,0.0290514,0.0132226,0.0290783,0.0329443,0,0.0238861,0.0438727,0.046306,0,0,0.0391481,0,0,0.0320984,0.0786387,0,0.0157243,0.0264923,0.0614292,0.0798448,0.036986,0.0651392,0.0655666,0.0331911,0.0213886,0.0185104,0.0074746,0.0257419,0.033755,0.0512329,0.0204005,0.0141276,0.0440299,0.0503775,0,0,0,0,0.0351114,0,0,0
400,0.0205347,0.0584151,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222188,0,0.0207766,0.0566032,0,0,0.0121126,0,0,0.0449752,0.0526296,0.042224,0.0208702,0.069833,0.0470729,0.0643463,0.0829849,0.0571707,0.0302422,0.0540605,0.0573087,0.0284043,0.0330105,0.0295371,0.0133198,0.0292792,0.0318815,0,0.0224294,0.0440514,0.045692,0,0,0.0315226,0,0,0.0400729,0.0780812,0,0.0158218,0.0269844,0.06182,0.0803202,0.0373243,0.0656635,0.065599,0.033117,0.0220369,0.0172897,0.00634946,0.0263738,0.0360286,0.0488444,0.0218614,0.0144567,0.0436374,0.0506712,0,0,0,0,0.0349215,0,0,0
401,0.0206097,0.0583781,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021781,0,0.0208508,0.0570697,0,0,0.0124174,0,0,0.0451175,0.0523817,0.0422485,0.0208104,0.0696557,0.0474249,0.0646119,0.0832124,0.0571992,0.0306594,0.0540799,0.057288,0.0282972,0.032986,0.0301627,0.0133919,0.029547,0.0316097,0,0.022587,0.0441165,0.045327,0,0,0.0313688,0,0,0.0400982,0.0776398,0,0.0161113,0.0272099,0.0620777,0.0808414,0.0383098,0.0661909,0.0657326,0.0333426,0.022223,0.0164224,0.00580901,0.0266081,0.0376146,0.0489944,0.0219742,0.0148481,0.043773,0.0505523,0,0,0,0,0.0358306,0,0,0
402,0.0206248,0.0583332,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212398,0,0.0210385,0.0574035,0,0,0.0125927,0,0,0.0452134,0.0524335,0.0424014,0.0207378,0.0695983,0.0477493,0.0647514,0.0833623,0.0572971,0.0310833,0.054111,0.0572232,0.0280987,0.0328715,0.0309399,0.0133423,0.0297534,0.0310114,0,0.0228165,0.0443994,0.0450637,0,0,0.0311124,0,0,0.0401505,0.0773609,0,0.0163971,0.0272465,0.0624504,0.0813961,0.0389336,0.0666637,0.0657614,0.0336365,0.0224102,0.0157309,0.0056468,0.0268524,0.0398421,0.0491918,0.0218235,0.0152202,0.0440827,0.0505096,0,0,0,0,0.036044,0,0,0
403,0.0206029,0.0583224,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206632,0,0.0212519,0.0577146,0,0,0.0127592,0,0,0.0453273,0.0524463,0.0425643,0.020696,0.0696614,0.0480618,0.0646695,0.083447,0.0574263,0.0314703,0.0539313,0.0570768,0.0278208,0.032719,0.0317226,0.0132942,0.0298929,0.0300475,0,0.0231691,0.0446197,0.0448476,0,0,0.0308352,0,0,0.0401851,0.0772071,0,0.0166836,0.0273699,0.062885,0.0820031,0.0393636,0.0669877,0.0657162,0.0338692,0.0226161,0.0153111,0.00576416,0.0271178,0.0423713,0.0493744,0.0215701,0.0155421,0.0442487,0.0505378,0,0,0,0,0.0356741,0,0,0
