Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,x97,LILC,x77,,x89
184,0.0471508,0.0440975,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043261,0,0.0121713,0.0475544,0,0,0.0127609,0,0,0.0381963,0.0565935,0.0313724,0.0197596,0.0541368,0.03234,0.0621757,0,0.0780489,0.0222785,0.0623354,0.0639663,0.0352132,0.0426544,0.00681467,0.00923963,0.0198448,0.0153242,0,0.0291879,0.0577139,0.0431,0,0,0.0127199,0,0,0.031348,0.0780338,0.0308542,0.0224999,0.0321916,0.0463037,0.0375518,0.0278852,0.0521392,0.0581924,0.0399668,0.0302154,0.0238346,0.0151695,0.0364989,0.0244464,0.0498764,0.010982,0.0116069,0.0388276,0.0630195,0,0,0,0,0.0352732,0,0,0
185,0.0470569,0.0442925,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0411669,0,0.0131618,0.0481335,0,0,0.0127856,0,0,0.0384145,0.056393,0.0306234,0.0200687,0.0542741,0.0327197,0.0620643,0,0.0780089,0.022213,0.0613485,0.0633748,0.0346021,0.0412741,0.00819118,0.00954396,0.0197759,0.0149325,0,0.0292149,0.0575416,0.0431862,0,0,0.0129118,0,0,0.0316036,0.0782449,0.0305911,0.0222115,0.0313264,0.0462058,0.0364312,0.0280019,0.0521293,0.0579837,0.0397185,0.0301119,0.0239917,0.0151552,0.036334,0.0248064,0.0499718,0.0109082,0.0125388,0.0387336,0.0629363,0,0,0,0,0.0358454,0,0,0
186,0.0472281,0.0443431,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398453,0,0.0136365,0.0483387,0,0,0.0126837,0,0,0.0386439,0.056409,0.0298522,0.0209829,0.053955,0.0333312,0.0615088,0,0.0774729,0.0221298,0.0610262,0.0629715,0.0344289,0.040845,0.0087708,0.00980448,0.0198395,0.0146137,0,0.0293145,0.0574872,0.0431806,0,0,0.0154935,0,0,0.0261284,0.0783376,0.0303405,0.0220681,0.0303971,0.0460892,0.0359432,0.0279492,0.0521476,0.0577747,0.039163,0.0298368,0.0241457,0.0149637,0.036169,0.0251943,0.0493514,0.0138685,0,0.0385752,0.0630232,0,0,0,0,0.0357818,0,0,0
187,0.0469065,0.0447927,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0391911,0,0.0137624,0.048411,0,0,0.0126003,0,0,0.0387142,0.0563393,0.0297413,0.0207841,0.0542114,0.0336365,0.0611772,0,0.0771388,0.0221432,0.0608105,0.0626899,0.0342293,0.0406161,0.00918387,0.00993361,0.019834,0.0141165,0,0.0290505,0.0571073,0.0432781,0,0,0.0130097,0,0,0.0312456,0.0784833,0.0300189,0.0216792,0.0295289,0.0460695,0.0346945,0.0279443,0.0523751,0.0575121,0.038557,0.0295644,0.0244104,0.0150461,0.0363259,0.0259808,0.0497055,0.0110138,0.0122659,0.038434,0.0628548,0,0,0,0,0.0359212,0,0,0
188,0.0464693,0.04509,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388509,0,0.0135914,0.0485121,0,0,0.01232,0,0,0.0388082,0.0563803,0.0300412,0.0203098,0.0542141,0.03377,0.0609019,0,0.0769593,0.0221454,0.060875,0.0627036,0.0341177,0.0408523,0.00977793,0.00981021,0.0200867,0.0136768,0,0.0288076,0.0567551,0.0434142,0,0,0.013244,0,0,0.03105,0.0785979,0.0295267,0.0214933,0.0286901,0.0460241,0.0341389,0.0280523,0.0525006,0.0572572,0.0379751,0.0293819,0.024829,0.0151447,0.0364489,0.0266575,0.0498168,0.0109927,0.0113979,0.0384639,0.0627744,0,0,0,0,0.0357845,0,0,0
189,0.0464151,0.0452038,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0460776,0,0.0139812,0.0473968,0,0,0.0114549,0,0,0.0392857,0.0567988,0.0306885,0.022516,0.0545296,0.0345284,0.0617423,0,0.0782159,0.0210916,0.0603689,0.0616788,0.0323172,0.042,0.010137,0.00962198,0.0203674,0.0131055,0,0.02579,0.0561423,0.042954,0,0,0.0138463,0,0,0.0306666,0.0790148,0.0306723,0.0197988,0.027765,0.0458582,0.0337152,0.027907,0.0518551,0.0567019,0.0372396,0.0302482,0.026748,0.0185652,0.0363824,0.0292034,0.0495497,0.0108475,0.0113194,0.0383068,0.0633705,0,0,0,0,0.0346829,0,0,0
190,0.0460816,0.0453145,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0458135,0,0.0137294,0.046964,0,0,0.0111916,0,0,0.0394717,0.0569721,0.0314512,0.0231239,0.0543962,0.0350518,0.061987,0,0.0786874,0.020898,0.0602671,0.0614465,0.031876,0.0422273,0.0106888,0.00979454,0.0204823,0.0116106,0,0.0264637,0.0560691,0.0429841,0,0,0.014004,0,0,0.0308757,0.0788755,0.0290447,0.019784,0.0272144,0.045938,0.0334053,0.0277523,0.0520933,0.0566595,0.0367699,0.0298861,0.0257393,0.016967,0.0363851,0.0298353,0.0498212,0.0110756,0.0109837,0.0382508,0.0633551,0,0,0,0,0.0344396,0,0,0
191,0.0458427,0.0453259,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0443742,0,0.0137839,0.0466328,0,0,0.0109386,0,0,0.0396237,0.0568598,0.0322037,0.023514,0.0542139,0.0354744,0.0623972,0,0.0792867,0.0204339,0.0599061,0.0610387,0.031662,0.0421048,0.0104752,0.00984208,0.0206684,0.011104,0,0.0276572,0.0560705,0.0429241,0,0,0.0142916,0,0,0.0312222,0.0787524,0.0274816,0.0196654,0.0267396,0.0459838,0.0331092,0.0276606,0.0522595,0.0566834,0.0364448,0.0295168,0.0244902,0.0151411,0.0365367,0.0306369,0.0501088,0.0114142,0.0107116,0.037973,0.0633446,0,0,0,0,0.0345216,0,0,0
192,0.0456498,0.0453147,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0426538,0,0.0138792,0.0461441,0,0,0.0111679,0,0,0.0395781,0.0566679,0.0330144,0.0238518,0.0540354,0.0359955,0.062852,0,0.0800795,0.0196057,0.0594547,0.0605714,0.0315441,0.0418651,0.0105652,0.0101425,0.0203738,0.0120391,0,0.027351,0.0561132,0.0428195,0,0,0.0140002,0,0,0.0317124,0.078469,0.0268157,0.0195933,0.0265019,0.0460232,0.0327884,0.0275008,0.0525344,0.0567635,0.0362679,0.0292501,0.0241339,0.0147409,0.0364852,0.0298872,0.0502267,0.0113796,0.0116961,0.0375841,0.0633733,0,0,0,0,0.0345793,0,0,0
193,0.0454512,0.0452793,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408106,0,0.0139906,0.04562,0,0,0.01095,0,0,0.0396933,0.0564999,0.0337045,0.02387,0.0537511,0.0363397,0.0631001,0,0.0806076,0.0187291,0.0590445,0.0601384,0.0313079,0.041552,0.0109274,0.0101782,0.0205497,0.0128797,0,0.0269134,0.0561448,0.0428077,0,0,0.0142422,0,0,0.031907,0.0782191,0.0264477,0.0195547,0.0262502,0.0460519,0.0326459,0.027349,0.0525892,0.0568065,0.0360751,0.0289518,0.0238679,0.014488,0.0363139,0.0292124,0.0503213,0.0116707,0.0115377,0.0370138,0.0634053,0,0,0,0,0.0345336,0,0,0
194,0.0452787,0.0452805,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0392337,0,0.0140211,0.0451972,0,0,0.0106432,0,0,0.0397882,0.0563237,0.034228,0.0237623,0.0535038,0.0366743,0.063126,0,0.0808489,0.0180196,0.0586536,0.0597548,0.0309344,0.0412294,0.0115353,0.0102487,0.0207221,0.0135715,0,0.0264487,0.0560768,0.0428174,0,0,0.0144065,0,0,0.0319434,0.078045,0.0261961,0.0194686,0.0260059,0.0461535,0.0325839,0.0272474,0.0526651,0.0568014,0.0358948,0.0287161,0.0236885,0.014236,0.0361168,0.0287651,0.0504096,0.0118056,0.011388,0.036465,0.0634497,0,0,0,0,0.0344424,0,0,0
195,0.045262,0.0453398,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03763,0,0.0134741,0.044611,0,0,0.0103837,0,0,0.0398839,0.056411,0.0337657,0.0229606,0.0537148,0.0371458,0.0636092,0,0.0813714,0,0.0580508,0.0593515,0.0306748,0.0404769,0.011891,0.0101056,0.0210368,0.014321,0,0.0256748,0.0564938,0.042781,0,0,0.0142472,0,0,0.0319822,0.0774858,0.0258303,0.0193245,0.0257345,0.0457289,0.0321206,0.0270286,0.0531784,0.0568872,0.0355012,0.0284093,0.0235571,0.0139293,0.0359384,0.0283098,0.0506572,0.011565,0.0118747,0.0362299,0.0634465,0,0,0,0,0.0346713,0,0,0
196,0.0450239,0.0454891,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364599,0,0.0139536,0.0448315,0,0,0.0102142,0,0,0.0399142,0.0558863,0.0348594,0.0238852,0.0534044,0.0373371,0.0628068,0,0.0809777,0.0170841,0.0580725,0.0591757,0.0304614,0.0407091,0.0131707,0.0100856,0.0211808,0.0155787,0,0.0252823,0.055595,0.0427367,0,0,0.0141104,0,0,0.0319049,0.077841,0.0254457,0.0191319,0.0260043,0.0463307,0.0321509,0.0271614,0.0532807,0.0567856,0.035586,0.0282764,0.0234104,0.013732,0.0359764,0.0272277,0.0506432,0.0113922,0.0118993,0.0360941,0.0635399,0,0,0,0,0.0342518,0,0,0
197,0.0449055,0.0456358,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352268,0,0.0140547,0.0449812,0,0,0.00995966,0,0,0.0400082,0.0556608,0.0348637,0.0240204,0.053509,0.037812,0.0626628,0,0.0810434,0.0167407,0.0579734,0.0591242,0.0303569,0.040571,0.0141306,0.0100693,0.0214239,0.0166618,0,0.0246997,0.0553932,0.0427403,0,0,0.0139539,0,0,0.0318544,0.0777004,0.0251557,0.0190126,0.0260966,0.0463455,0.0318418,0.0272123,0.0533444,0.0568154,0.0353865,0.0279483,0.0233991,0.0134821,0.0358865,0.0264362,0.0508504,0.0112857,0.0118607,0.0360299,0.0635931,0,0,0,0,0.0342447,0,0,0
198,0.0448151,0.0457279,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340644,0,0.0141802,0.0453695,0,0,0.00973742,0,0,0.0401737,0.0554005,0.034739,0.0241675,0.0537978,0.0383333,0.0625305,0,0.0811501,0.0162217,0.0579317,0.05924,0.0303226,0.0404807,0.015292,0.0101131,0.0216492,0.017638,0,0.0241616,0.0551868,0.0427514,0,0,0.0139213,0,0,0.0319154,0.0775756,0.0249422,0.018871,0.0261388,0.0463837,0.0315339,0.0273166,0.0534497,0.0569172,0.0351708,0.0276702,0.0232897,0.013182,0.0356816,0.0258027,0.0511328,0.0112872,0.0118383,0.0360231,0.0636215,0,0,0,0,0.0343116,0,0,0
199,0.0448319,0.0456643,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331369,0,0.0142101,0.0458846,0,0,0.0092456,0,0,0.0404446,0.0551917,0.0345781,0.0243758,0.0541397,0.0386777,0.0622999,0,0.0811215,0.0155548,0.0579468,0.0593299,0.0303328,0.040414,0.016066,0.00992829,0.0221803,0.0182895,0,0.0236083,0.0549624,0.0424939,0,0,0.0140033,0,0,0.0320389,0.0775035,0.0249071,0.0186773,0.0260781,0.046438,0.0312498,0.0274902,0.0537635,0.0570593,0.034998,0.0274547,0.0229847,0.0128662,0.0352431,0.0256013,0.0513836,0.0114445,0.0117766,0.036037,0.0637423,0,0,0,0,0.0343635,0,0,0
200,0.0457779,0.0449822,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324989,0,0.014191,0.0462259,0,0,0.00515769,0,0,0.0305445,0.0549391,0.0344037,0.0245683,0.0546701,0.0317231,0.0620619,0,0.0809986,0.014821,0.0579656,0.0593705,0.0303435,0.0403596,0.0165034,0,0.0258793,0.0191111,0,0.0229362,0.0546085,0.0417623,0,0,0.0142843,0,0,0.0321705,0.0774259,0.0249634,0.0184681,0.0259408,0.0466183,0.0316269,0.0276683,0.0542265,0.0571746,0.0348306,0.0272517,0.0228165,0.0126975,0.0349009,0.0254457,0.0512611,0.0117011,0.0116543,0.0354179,0.064323,0,0,0,0,0.0344721,0,0,0
201,0.0450303,0.0454021,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321345,0,0.0141265,0.0467087,0,0,0.00909978,0,0,0.0406122,0.0547123,0.0342241,0.0247488,0.0547335,0.039862,0.0617023,0,0.0809075,0.0141633,0.0580547,0.0594169,0.0303203,0.0403384,0.0166777,0.0102468,0.0222138,0.0199739,0,0.0222866,0.0543551,0.0419941,0,0,0.0143722,0,0,0.0322972,0.0774001,0.0251408,0.0184366,0.0259574,0.0466203,0.0307418,0.027765,0.054591,0.0572228,0.034648,0.0271562,0.0225126,0.0125676,0.0346884,0.0255097,0.0518002,0.0120497,0.0115268,0.0362759,0.0642676,0,0,0,0,0.0344998,0,0,0
202,0.0451502,0.045273,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320301,0,0.01409,0.0470827,0,0,0.00891512,0,0,0.0407178,0.0544947,0.0341148,0.0248645,0.0548047,0.0402756,0.0611584,0,0.0807956,0.0135559,0.0581276,0.0596676,0.030225,0.0403061,0.0165953,0.010255,0.0223655,0.0209631,0,0.0217056,0.0540286,0.0417729,0,0,0.0144987,0,0,0.0321353,0.0773339,0.0255112,0.0182866,0.0258708,0.0468643,0.0304471,0.0279707,0.0549516,0.0572846,0.0344718,0.026989,0.0222272,0.0123555,0.0343991,0.0254908,0.0520608,0.012314,0.0112301,0.036319,0.0646033,0,0,0,0,0.0345593,0,0,0
203,0.0452512,0.0451876,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032152,0,0.0141396,0.0473981,0,0,0.0087171,0,0,0.0407843,0.054274,0.033994,0.0249392,0.054701,0.0407912,0.0607372,0,0.0805533,0.013019,0.0581357,0.0598939,0.0301084,0.0402362,0.0163182,0.0102144,0.0225409,0.0219341,0,0.0211813,0.0536639,0.0416011,0,0,0.0145232,0,0,0.0318659,0.0772111,0.0260595,0.0180173,0.0257924,0.0471724,0.0301446,0.0282281,0.0552865,0.0573165,0.0343162,0.0267845,0.0219796,0.0120468,0.0340158,0.0255802,0.0523466,0.0124748,0.0109076,0.0362925,0.064923,0,0,0,0,0.0345722,0,0,0
204,0.0452976,0.045183,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324888,0,0.0142639,0.0476239,0,0,0.00863283,0,0,0.0409027,0.0540496,0.0338218,0.0250524,0.0545286,0.0412746,0.0604665,0,0.0801808,0.0125444,0.0580915,0.0600724,0.0300144,0.0401396,0.0158541,0.0102367,0.0226425,0.0227578,0,0.0205725,0.0532467,0.0414771,0,0,0.0147534,0,0,0.0321978,0.0770821,0.0268664,0.0176829,0.0257569,0.0474944,0.0298701,0.0284755,0.0556103,0.0573505,0.0341205,0.0265985,0.0217915,0.0118234,0.0336671,0.0261052,0.0526402,0.012601,0.0108149,0.0362238,0.0652505,0,0,0,0,0.0345595,0,0,0
205,0.0451821,0.045386,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0279162,0,0.0153723,0.0486561,0,0,0.00863998,0,0,0.0409836,0.0537462,0.0331899,0.0218513,0.0551536,0.0413358,0.0592871,0,0.0787726,0.013482,0.0583541,0.0606412,0.0311001,0.0393027,0.0210598,0.0102256,0.0227247,0.0237125,0,0.019877,0.052847,0.041888,0,0,0.0112658,0,0,0.0179789,0.0769554,0.0279916,0.0172259,0.0256887,0.0474931,0.0300829,0.0291126,0.0561415,0.0575221,0.0341032,0.0263568,0.0212305,0.0116109,0.0332554,0.0267135,0.053089,0,0.00941091,0.0362516,0.0653007,0,0,0,0,0.0361557,0,0,0
206,0.0453862,0.0452547,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338825,0,0.0143593,0.0478836,0,0,0.00877642,0,0,0.040962,0.0535287,0.033332,0.0251158,0.0542724,0.0422056,0.0593385,0,0.0792373,0.0118655,0.0579814,0.0600216,0.0299964,0.0399024,0.0142368,0.0106484,0.0224207,0.0250063,0,0.0192201,0.0523617,0.0412626,0,0,0.0150762,0,0,0.0321845,0.0768192,0.0288275,0.0170267,0.0257238,0.0480662,0.0295478,0.0295431,0.0566379,0.0575848,0.0339464,0.0264225,0.0202006,0.011211,0.0329117,0.0269011,0.0532046,0.0125619,0.0108187,0.0360887,0.0659376,0,0,0,0,0.0346802,0,0,0
207,0.0454668,0.0452024,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349869,0,0.0142964,0.0480793,0,0,0.0083366,0,0,0.041128,0.0532533,0.0330497,0.0250195,0.0542518,0.0423554,0.0589678,0,0.0787473,0.0117215,0.0580506,0.0601334,0.0301327,0.0398624,0.0132406,0.0102795,0.0229733,0.0265659,0,0.0185562,0.051944,0.0411802,0,0,0.0148843,0,0,0.0318514,0.0766372,0.029795,0.0166897,0.025701,0.048338,0.0294753,0.0303604,0.0574482,0.0579339,0.0340003,0.0265331,0.0191365,0.0108557,0.0324752,0.0270791,0.053287,0.0124718,0.0107607,0.0360276,0.0662268,0,0,0,0,0.0347541,0,0,0
208,0.0454984,0.0451336,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360847,0,0.0142684,0.0484157,0,0,0.00826358,0,0,0.0412354,0.0529096,0.0326221,0.0248301,0.054326,0.0427045,0.0585942,0,0.078337,0.0116562,0.058196,0.0602197,0.0303003,0.0398759,0.0123727,0.0102914,0.0231116,0.0281563,0,0.0179186,0.0515406,0.0411027,0,0,0.0147351,0,0,0.0317398,0.0764596,0.0307914,0.016321,0.0257627,0.0486357,0.0294676,0.0312459,0.0583478,0.0583961,0.0341215,0.02674,0.0181157,0.0107069,0.0320921,0.0274901,0.053232,0.0124225,0.0107908,0.0360187,0.0664369,0,0,0,0,0.0349175,0,0,0
209,0.0454924,0.045043,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0371019,0,0.0142834,0.048949,0,0,0.00855752,0,0,0.0411962,0.0525192,0.0320856,0.0246111,0.0545134,0.0432416,0.058017,0,0.0779418,0.0116255,0.0583356,0.0603163,0.0304603,0.0399077,0.0117677,0.0106295,0.0228441,0.0295335,0,0.0172294,0.0510938,0.0409888,0,0,0.0146799,0,0,0.0317411,0.076368,0.0318929,0.0157575,0.0258177,0.0489223,0.0295616,0.0321949,0.059185,0.0588878,0.0342661,0.0269419,0.0172504,0.0106244,0.0317327,0.0283504,0.05321,0.012397,0.0108444,0.0360317,0.0666009,0,0,0,0,0.0351725,0,0,0
210,0.0454943,0.0448936,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0386757,0,0.0142351,0.0494052,0,0,0.00812184,0,0,0.0413746,0.0521782,0.0316493,0.02457,0.0548793,0.0434448,0.0572653,0,0.0775688,0.0116536,0.0583379,0.0604292,0.030607,0.0399228,0.0113558,0.0102708,0.0234576,0.0307595,0,0.0164264,0.0506093,0.0409026,0,0,0.0147166,0,0,0.031711,0.0763373,0.0329691,0.0152196,0.0257718,0.0492421,0.0297359,0.0333657,0.0601658,0.0594596,0.0344952,0.0269746,0.0165824,0.0105146,0.0312694,0.0294034,0.0531532,0.0124238,0.0107671,0.0359508,0.0667769,0,0,0,0,0.0353816,0,0,0
211,0.0451193,0.0450392,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040381,0,0.0142313,0.0496221,0,0,0.00848059,0,0,0.041429,0.05194,0.0312905,0.0244352,0.0558125,0.0438552,0.0566892,0,0.0771837,0.0118761,0.058302,0.0603906,0.0307454,0.0398683,0.0111169,0.0105977,0.0233166,0.0316887,0,0.0157113,0.0501265,0.041227,0,0,0.0110037,0,0,0.0174435,0.0762987,0.0337187,0.0146031,0.0256063,0.0496238,0.0307164,0.034658,0.0611759,0.060124,0.0348441,0.0267406,0.0164408,0.0104491,0.0307037,0.0305289,0.0530579,0,0.00908792,0.0359469,0.0668428,0,0,0,0,0.0358279,0,0,0
212,0.0455391,0.0448002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364908,0,0.0151988,0.0510354,0,0,0.00839251,0,0,0.0414394,0.0519199,0.0300995,0.0221354,0.0561118,0.0447321,0.055626,0,0.0760142,0.0130548,0.0587241,0.0609879,0.0320646,0.0392495,0.0110825,0.0106723,0.0234265,0.0324363,0,0.0151419,0.0500314,0.0408519,0,0,0.0146162,0,0,0.0316197,0.0763267,0.0340093,0.0147117,0.0252627,0.0494104,0.0297346,0.0361044,0.0622147,0.0609843,0.0354626,0.026218,0.0166915,0.0104887,0.0300906,0.0315957,0.0531536,0.0124482,0.0106227,0.0359675,0.066935,0,0,0,0,0.0371391,0,0,0
213,0.0454999,0.0446677,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0426732,0,0.0144181,0.0504521,0,0,0.00848249,0,0,0.0417497,0.051694,0.0303801,0.024222,0.0565017,0.0454565,0.0557152,0,0.0762683,0.0122587,0.0585979,0.0606523,0.0312362,0.0399654,0.0111666,0.0106188,0.0239693,0.0339587,0,0.0138996,0.0490296,0.0406027,0,0,0.0143967,0,0,0.0314191,0.0764611,0.0341327,0.0143123,0.0258756,0.0499072,0.0303258,0.0366449,0.0634772,0.0613874,0.0350893,0.0246637,0.0174245,0.0101365,0.0290054,0.0312573,0.0526792,0.0123917,0.0105862,0.0358222,0.0674638,0,0,0,0,0.0364921,0,0,0
214,0.0455001,0.0445696,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444263,0,0.014214,0.0502714,0,0,0.00928801,0,0,0.0419025,0.0518032,0.0301449,0.0246067,0.0572569,0.046648,0.0552347,0,0.0757601,0.0125135,0.0589028,0.0609084,0.0314226,0.0401539,0.0120672,0.0111634,0.0237863,0.0356291,0,0.0126943,0.0483315,0.0403485,0,0,0.014314,0,0,0.0312634,0.0760613,0.0338354,0.0140239,0.0262459,0.0500121,0.0305907,0.0377375,0.0665509,0.0624097,0.0340106,0.0213533,0.0208262,0.0106374,0.0269432,0.0288697,0.0524743,0.0124834,0.0103101,0.0357435,0.068001,0,0,0,0,0.0368789,0,0,0
215,0.04551,0.0445019,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0454242,0,0.0143895,0.0508235,0,0,0.00940341,0,0,0.0419948,0.0517618,0.029827,0.0244173,0.0575301,0.0470674,0.0548052,0,0.0753514,0.0129971,0.0589919,0.0610187,0.0315993,0.0400848,0.0124762,0.0111204,0.0239526,0.0338321,0,0.0131858,0.0481642,0.0402551,0,0,0.0141857,0,0,0.0310269,0.0760083,0.0329898,0.0138066,0.0258611,0.0503036,0.0308915,0.0388098,0.0673199,0.0630594,0.0343526,0.020383,0.0221652,0.0113282,0.0266778,0.030606,0.0523018,0.0125955,0.00998832,0.0357977,0.0682601,0,0,0,0,0.0371399,0,0,0
216,0.0455871,0.0443597,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0456332,0,0.0145844,0.0514662,0,0,0.00950927,0,0,0.0420723,0.0518285,0.0295218,0.0241135,0.0577555,0.047386,0.0543137,0,0.0748469,0.0135389,0.0591119,0.0612105,0.0318556,0.0400195,0.0125237,0.0110938,0.0240495,0.0317368,0,0.0142755,0.0480343,0.0401827,0,0,0.0140449,0,0,0.030813,0.0759388,0.0323014,0.0136106,0.0255726,0.0505571,0.0311076,0.039702,0.0679999,0.0635782,0.0346198,0.0196234,0.023532,0.0117527,0.0265966,0.0327983,0.0522235,0.0124982,0.0100872,0.0358753,0.0685281,0,0,0,0,0.0374357,0,0,0
217,0.0455864,0.044208,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0462868,0,0.0147025,0.0522559,0,0,0.00966296,0,0,0.0421168,0.0519859,0.0293103,0.0238864,0.0578593,0.047688,0.0539413,0,0.0745427,0.0139847,0.0591477,0.061305,0.0320054,0.0399576,0.0128644,0.0111047,0.0240546,0.0295953,0,0.0159731,0.0479445,0.0401744,0,0,0.0141702,0,0,0.0306263,0.0759241,0.0322122,0.0133457,0.0251942,0.0507831,0.0313037,0.0404429,0.0685328,0.0640333,0.0348342,0.0192344,0.0247527,0.0116312,0.026786,0.0351342,0.052074,0.0125727,0.00994061,0.0359661,0.0687049,0,0,0,0,0.037609,0,0,0
218,0.045535,0.0442138,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0470704,0,0.014737,0.053152,0,0,0.00975848,0,0,0.0421062,0.0522029,0.0292212,0.0236152,0.0579048,0.0478136,0.053611,0,0.0743238,0.0144048,0.0591396,0.0613395,0.0321026,0.0398878,0.0133846,0.0111319,0.0239704,0.027958,0,0.0180513,0.0479023,0.0402514,0,0,0.0143781,0,0,0.0305189,0.0759745,0.0328403,0.0129927,0.0247591,0.0509648,0.0313607,0.0409893,0.0689669,0.0644595,0.0350193,0.019287,0.0253978,0.0109681,0.0272031,0.0373472,0.0519615,0.0126839,0.00983935,0.0360518,0.0688299,0,0,0,0,0.0374776,0,0,0
219,0.0455591,0.0443499,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0479696,0,0.0146153,0.0539744,0,0,0.00979692,0,0,0.0420479,0.0522821,0.0291499,0.0233096,0.0578906,0.047696,0.0532524,0,0.0741177,0.0147368,0.0590905,0.0613346,0.0321293,0.0397899,0.0140701,0.0111814,0.0237808,0.0266202,0,0.0197983,0.0479056,0.0403875,0,0,0.014478,0,0,0.0305633,0.0760481,0.0336795,0.0128192,0.0245002,0.0511986,0.0312817,0.0412757,0.0692743,0.0648629,0.0351828,0.0195975,0.0254435,0.0102005,0.0275267,0.0394593,0.0519405,0.0126372,0.0100738,0.0361155,0.0688946,0,0,0,0,0.0373212,0,0,0
220,0.045755,0.0446328,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045558,0,0.015282,0.0555971,0,0,0.00930233,0,0,0.0417888,0.0523439,0.0287141,0.0218831,0.0573751,0.0464763,0.0528441,0,0.0738834,0.0155758,0.0588666,0.0613478,0.0325411,0.03909,0.0116873,0.0109619,0.0234224,0.0240126,0,0.0221449,0.0488685,0.0407898,0,0,0.0145,0,0,0.0305417,0.0766735,0.0349289,0.0128628,0.0238491,0.0515011,0.0310802,0.0415811,0.0667764,0.0645717,0.0371454,0.0229788,0.0207442,0.0088391,0.0297546,0.047526,0.0520354,0.0125629,0.0100745,0.0364125,0.0683197,0,0,0,0,0.037315,0,0,0
221,0.0458489,0.0445874,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0489604,0,0.0147976,0.0556749,0,0,0.00936677,0,0,0.0418788,0.0521669,0.0287376,0.022603,0.0576166,0.0468991,0.0524439,0,0.073658,0.0152498,0.0588619,0.0612384,0.0321892,0.0394296,0.0149713,0.0109492,0.0236292,0.0239059,0,0.0207223,0.0479279,0.0407121,0,0,0.0145846,0,0,0.0304484,0.0762784,0.0342021,0.0125864,0.0247938,0.0517156,0.0313186,0.0415373,0.0695673,0.0654494,0.0354081,0.0200917,0.0247619,0.00982025,0.0271873,0.0431928,0.051761,0.0125411,0.00989992,0.0362272,0.0689178,0,0,0,0,0.0371383,0,0,0
