Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,x77,LTHII,,LILC
440,0.0276923,0.0672986,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0279805,0,0.016766,0.0896651,0,0,0.0138203,0,0,0.0392071,0.0533168,0.0292855,0.021814,0.0956876,0.0334043,0.0422426,0.0790159,0.0306031,0,0.0538871,0.0287814,0.033965,0.0142745,0.0459226,0.0119488,0.0153916,0.0531389,0,0.0202436,0.0693113,0.0463636,0,0,0.0152878,0,0,0.0172077,0.108009,0.0161897,0.0707072,0.0323383,0,0.0301326,0.0384211,0.0502725,0.0661455,0.0633484,0.032942,0.0267601,0.0165712,0.0454781,0.0144524,0.062024,0,0.0253697,0.0462272,0.0612486,0,0,0,0,0.0661389,0,0.0593583
441,0.0276344,0.0672884,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281585,0,0.0168352,0.0891257,0,0,0.0141033,0,0,0.0390994,0.0534076,0.0293396,0.0217781,0.0953474,0.0327212,0.0421257,0.0789149,0.030654,0,0.053866,0.0287695,0.0339914,0.0142002,0.0457804,0.011942,0.0152225,0.0533266,0,0.0204719,0.0686869,0.0466666,0,0,0.015202,0,0,0.0168106,0.107697,0.0158644,0.0701148,0.0326208,0,0.0305612,0.0389819,0.0498833,0.0666491,0.063803,0.0332774,0.0270279,0.017032,0.0459494,0.0152496,0.0620931,0,0.0266469,0.0459588,0.0612645,0,0,0,0,0.0661935,0,0.0588686
442,0.0276035,0.0672079,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283433,0,0.0168965,0.0886657,0,0,0.0143814,0,0,0.0389997,0.0535452,0.0292879,0.0218171,0.0950332,0.032015,0.0419917,0.0788047,0.0308372,0,0.0538935,0.0287922,0.0340525,0.014066,0.0456998,0.0119411,0.0150887,0.0533887,0,0.0206898,0.0680692,0.046881,0,0,0.015131,0,0,0.0166307,0.107448,0.015843,0.0695713,0.0327764,0,0.0309317,0.0395506,0.0494028,0.0669685,0.0641561,0.0336695,0.0275262,0.0175073,0.0463212,0.0160794,0.0620916,0,0.0274615,0.0457917,0.0612185,0,0,0,0,0.0661783,0,0.0584391
443,0.0276146,0.0670392,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028535,0,0.016911,0.0883029,0,0,0.0146517,0,0,0.0389258,0.0537607,0.0292327,0.021904,0.0947191,0.031401,0.0418032,0.0786382,0.0310343,0,0.0539406,0.0288429,0.0341387,0.0139264,0.0456538,0.0119519,0.0149907,0.0534632,0,0.0210476,0.0674781,0.0470048,0,0,0.0150965,0,0,0.0165705,0.107318,0.0162485,0.0690776,0.0328034,0,0.0312054,0.0400583,0.0487785,0.0671546,0.0643952,0.0340202,0.0281985,0.0181354,0.0466228,0.0169471,0.062056,0,0.0279644,0.0456555,0.061207,0,0,0,0,0.0661288,0,0.0580939
444,0.0279314,0.0667929,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287776,0,0.0169423,0.0880015,0,0,0.0148899,0,0,0.0388725,0.054047,0.0291016,0.0220127,0.0943747,0.0308805,0.041613,0.0783815,0.0310403,0,0.0539962,0.0288968,0.0341097,0.0136589,0.0455845,0.011966,0.0149113,0.053658,0,0.0212489,0.0669003,0.0471709,0,0,0.0151995,0,0,0.0165684,0.107289,0.0163846,0.0686736,0.0328706,0,0.0313166,0.0405048,0.0481291,0.0673049,0.0645496,0.0343494,0.0287706,0.0189191,0.0469692,0.0177164,0.0620198,0,0.028102,0.0453314,0.0612182,0,0,0,0,0.0660165,0,0.0577203
445,0.0287768,0.0664014,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290644,0,0.016972,0.0877052,0,0,0.0150976,0,0,0.0388186,0.0544429,0.0289237,0.0221225,0.0940658,0.0305106,0.0414058,0.0780358,0.0309322,0,0.0540385,0.0289205,0.0341053,0.0134445,0.0454938,0.0119833,0.0148164,0.0541575,0,0.0212919,0.0663337,0.0475278,0,0,0.0153376,0,0,0.0167019,0.10744,0.0162601,0.0683895,0.0327698,0,0.031433,0.0408958,0.0474606,0.0673874,0.0647173,0.0346481,0.0290249,0.0194332,0.047382,0.0184649,0.0620097,0,0.0280251,0.0448957,0.0613037,0,0,0,0,0.0658537,0,0.0574448
446,0.0299403,0.063557,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028705,0,0.0175156,0.084284,0,0,0.0116556,0,0,0.0398422,0.0531504,0.0291929,0.0224556,0.0839454,0.036511,0.0434094,0.0783573,0.0306819,0,0.0532122,0.0283515,0.0336227,0.0139392,0.0435592,0.0108252,0.0174601,0.0537687,0,0.0217155,0.0619448,0.0455645,0,0,0.0152481,0,0,0.0169077,0.105465,0.0157014,0.0595202,0.0324234,0.101972,0.0295153,0.0392699,0.0468224,0.0665186,0.0628594,0.0350503,0.0293806,0.0198879,0.0475391,0.0182035,0.0609925,0,0.0267098,0.0437503,0.0604832,0,0,0,0,0.0654609,0,0.0484948
447,0.0299552,0.0632114,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287186,0,0.0175083,0.0841649,0,0,0.011799,0,0,0.0397728,0.0536423,0.0293863,0.0224877,0.0836526,0.0362889,0.04323,0.0781298,0.0307082,0,0.0531567,0.0282553,0.0334156,0.0141289,0.0431641,0.0110377,0.0173023,0.0544993,0,0.0218823,0.0617045,0.0456414,0,0,0.0153875,0,0,0.0168081,0.105736,0.0155494,0.0591093,0.0323709,0.101223,0.0294437,0.0397312,0.0462415,0.0666762,0.0631168,0.0356757,0.0293104,0.0202304,0.0476915,0.0190651,0.0608867,0,0.0264582,0.0434597,0.0605701,0,0,0,0,0.0653556,0,0.0480133
448,0.0293246,0.0644963,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290261,0,0.0174892,0.0835603,0,0,0.011376,0,0,0.0400491,0.0541415,0.0293162,0.0226852,0.0832802,0.035695,0.0432364,0.0778355,0.0307645,0,0.0530933,0.0281841,0.0332282,0.0137738,0.0425578,0.0112811,0.0167692,0.0547566,0,0.0220029,0.0614864,0.0458644,0,0,0.0141322,0,0,0.0273218,0.105919,0.0152475,0.0584626,0.0320163,0.100589,0.0458198,0.0397835,0.0456143,0.0666004,0.062907,0.0360178,0.0293873,0.0204866,0.0477695,0.0193855,0.0531048,0.00995543,0.0200137,0.0444355,0.0599358,0,0,0,0,0.0651896,0,0.0474297
449,0.029112,0.0638455,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290262,0,0.0174933,0.0833088,0,0,0.0115785,0,0,0.0398417,0.0546114,0.0290486,0.0225996,0.0832605,0.034949,0.0430374,0.0776217,0.0306315,0,0.0530111,0.0281751,0.0333493,0.0137386,0.0419251,0.0113616,0.0169031,0.0550128,0,0.022096,0.0613404,0.0463682,0,0,0.00989557,0,0,0.0168881,0.106365,0.0152843,0.0583304,0.0319891,0.100554,0.040235,0.0400846,0.0452265,0.0667034,0.0631353,0.0360134,0.0290244,0.0203724,0.04806,0.019976,0.0552502,0,0.0197189,0.0436293,0.0603516,0,0,0,0,0.065213,0,0.0475499
450,0.0292511,0.0637405,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293289,0,0.0173234,0.0829616,0,0,0.011608,0,0,0.0398314,0.0549861,0.0287627,0.0227095,0.0830993,0.0344668,0.042937,0.0774007,0.0302978,0,0.0529722,0.028133,0.0332618,0.0135988,0.0417262,0.0113435,0.0168175,0.0552495,0,0.0221454,0.0608877,0.0465759,0,0,0.00968982,0,0,0.0172203,0.106572,0.015423,0.0580404,0.0317896,0.100124,0.0397192,0.0403003,0.0450245,0.0668148,0.0633052,0.036056,0.0289117,0.0205637,0.0481037,0.020316,0.0552833,0,0.0199821,0.04342,0.0605044,0,0,0,0,0.0650471,0,0.0473867
451,0.0293455,0.0636623,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296241,0,0.0171383,0.0826306,0,0,0.0116637,0,0,0.0397994,0.0553729,0.0285194,0.0227902,0.0831204,0.0340266,0.0429006,0.0772296,0.0299564,0,0.0529814,0.0280915,0.0331606,0.013476,0.0415211,0.0113603,0.0167659,0.0551756,0,0.0222713,0.0602983,0.04692,0,0,0.00944227,0,0,0.017442,0.106724,0.0155592,0.0577374,0.0316959,0.0997455,0.0394188,0.0404652,0.0448969,0.0669408,0.0634968,0.0361912,0.0289036,0.0205965,0.0481293,0.0205013,0.0552057,0,0.0201152,0.0432201,0.060696,0,0,0,0,0.0649236,0,0.0473176
452,0.02937,0.06356,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298748,0,0.0169558,0.0822928,0,0,0.0117676,0,0,0.0397507,0.0557366,0.0283206,0.0229007,0.0830336,0.0335903,0.0429495,0.0770678,0.029511,0,0.0529834,0.0280858,0.0330003,0.0133449,0.0412893,0.0113287,0.0167473,0.0548702,0,0.0222428,0.0598617,0.0472365,0,0,0.00920256,0,0,0.0176811,0.10669,0.0157321,0.0572614,0.0316508,0.0996454,0.0391943,0.0405215,0.0449387,0.0670892,0.0636357,0.0362342,0.0290751,0.0205425,0.0481152,0.020483,0.0551533,0,0.0202152,0.0430361,0.0608749,0,0,0,0,0.0647761,0,0.0473097
453,0.029356,0.0633917,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301553,0,0.0167718,0.0819557,0,0,0.0118858,0,0,0.0396875,0.0561084,0.0281233,0.0229784,0.0827086,0.0331952,0.0430414,0.0769244,0.0290159,0,0.0529758,0.0280569,0.0328192,0.013204,0.0410363,0.0112799,0.0167344,0.0543186,0,0.0222056,0.0595187,0.0475386,0,0,0.00903789,0,0,0.018154,0.106408,0.0157612,0.0567786,0.0314454,0.0999148,0.0390612,0.0404494,0.0451801,0.0672634,0.0637691,0.036097,0.0292133,0.0204796,0.0479491,0.0201405,0.0549751,0,0.0203821,0.042791,0.0610292,0,0,0,0,0.0646371,0,0.0473412
454,0.0294789,0.0631907,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304688,0,0.0164854,0.0816026,0,0,0.0120125,0,0,0.0396546,0.0564744,0.0279179,0.0230857,0.0824777,0.0328796,0.043085,0.076812,0.0287176,0,0.0529192,0.0280296,0.0326186,0.0131041,0.0408166,0.0112506,0.0167201,0.0536735,0,0.0222388,0.0593905,0.0477882,0,0,0.0087182,0,0,0.0183716,0.106029,0.0150793,0.0565673,0.0310075,0.0997702,0.0390352,0.0402973,0.0455593,0.0674625,0.0638577,0.0356595,0.0293706,0.0204602,0.0475269,0.0196896,0.0546923,0,0.0205606,0.0424499,0.0612189,0,0,0,0,0.0645627,0,0.0472666
455,0,0.063607,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030885,0,0.0162532,0.0812676,0,0,0.0125711,0,0,0.039267,0.0570202,0.0276374,0.0232123,0.0819536,0.0321195,0.0426936,0.0765485,0.0285261,0,0.0529144,0.0280312,0.0324085,0.0128748,0.0423173,0.0118314,0.0160585,0.0530369,0,0.0223055,0.0593807,0.0445286,0,0,0.0147017,0,0,0.0283453,0.105785,0.013248,0.0564266,0.0309018,0.0991818,0.047145,0.0401912,0.0458138,0.0675624,0.0639554,0.0352395,0.0293811,0.0201717,0.0471637,0.0192033,0.0503531,0.00988129,0.0175988,0.0428739,0.0618401,0,0,0,0,0.064455,0,0.0470946
456,0.029588,0.0633528,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311975,0,0.0158516,0.0809261,0,0,0.012431,0,0,0.0396395,0.0569485,0.0275473,0.0233857,0.0821012,0.0325487,0.0429368,0.0765998,0.0281185,0,0.0527332,0.0278876,0.0320215,0.012909,0.0406322,0.0114703,0.016151,0.0522827,0,0.0220581,0.059368,0.0479175,0,0,0.0138999,0,0,0.0282834,0.104935,0.0112037,0.0563015,0.0301373,0.0990899,0.0453219,0.0404552,0.0466222,0.0680367,0.0641456,0.0345076,0.0293057,0.0195966,0.0462747,0.0185365,0.0514914,0.010127,0.0175867,0.042497,0.0614421,0,0,0,0,0.0644048,0,0.0472881
457,0.0293804,0.0630833,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312841,0,0.0157177,0.0807792,0,0,0.0125228,0,0,0.0394099,0.0571008,0.0273548,0.0234006,0.082295,0.0321564,0.0430248,0.0766564,0.0278094,0,0.0526018,0.0278114,0.0318584,0.0131226,0.0403273,0.0115108,0.016366,0.0510855,0,0.0220758,0.0596185,0.0482778,0,0,0.014056,0,0,0.028463,0.104745,0.00907411,0.0561719,0.0297235,0.0991897,0.0456125,0.0407152,0.0469805,0.0682401,0.0642774,0.0340909,0.029002,0.0190649,0.0456163,0.0179705,0.0512843,0.00979461,0.0180337,0.0423177,0.0617773,0,0,0,0,0.0644853,0,0.04716
458,0.0292017,0.0630322,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031458,0,0.01552,0.0805984,0,0,0.0126707,0,0,0.0392371,0.057243,0.0272039,0.0235396,0.0823147,0.0316251,0.043318,0.0767654,0.0273788,0,0.0524243,0.0276781,0.0315533,0.0133371,0.0400638,0.0115132,0.0163445,0.050066,0,0.0220113,0.0598033,0.0484991,0,0,0.0138573,0,0,0.0287368,0.104458,0.00787674,0.0559504,0.0293312,0.099223,0.0457496,0.04095,0.0472307,0.0684071,0.0642666,0.0338873,0.0291806,0.0192639,0.0449449,0.0172598,0.0510513,0.00947378,0.0186052,0.0424851,0.0619532,0,0,0,0,0.0644706,0,0.0469582
459,0.0290906,0.0630744,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315358,0,0.0153763,0.0803433,0,0,0.0128597,0,0,0.039027,0.0574645,0.0270381,0.0237423,0.082207,0.031033,0.0437234,0.0769411,0.026923,0,0.0522742,0.0275758,0.0312677,0.0137204,0.0398335,0.0115325,0.0162997,0.049429,0,0.021968,0.0598954,0.0487335,0,0,0.0136485,0,0,0.0288459,0.103925,0.00731274,0.0558223,0.0294792,0.0992596,0.0458625,0.0412327,0.0471871,0.068526,0.0643884,0.0340944,0.0296163,0.0196778,0.0448848,0.0167165,0.0509476,0.00930996,0.0189504,0.0426667,0.0620628,0,0,0,0,0.0644115,0,0.0469164
460,0.0291836,0.062823,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0316285,0,0.015174,0.0799213,0,0,0.0130325,0,0,0.0388557,0.0574836,0.0268024,0.0241884,0.0819292,0.0306615,0.0442349,0.0771426,0.0265476,0,0.0521832,0.0275827,0.0310111,0.0141693,0.0397333,0.0114783,0.0161793,0.049309,0,0.022079,0.0599296,0.0491053,0,0,0.0133969,0,0,0.0288708,0.103074,0.00687049,0.0556614,0.0301006,0.0991275,0.0462102,0.0413913,0.0468151,0.0684837,0.0645352,0.0344286,0.0302049,0.0203096,0.0452453,0.0166484,0.0509012,0.00938453,0.0191066,0.0423375,0.0622936,0,0,0,0,0.0643129,0,0.0467661
461,0.0292102,0.062649,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317681,0,0.0151399,0.0795451,0,0,0.0134343,0,0,0.0386516,0.0573251,0.0264287,0.0247257,0.08181,0.0299312,0.0447502,0.0773771,0.0261908,0,0.0520682,0.0275866,0.0307101,0.0146035,0.0395859,0.0115298,0.0160258,0.0493861,0,0.022328,0.0600972,0.0496085,0,0,0.0131635,0,0,0.0288168,0.102429,0.00660817,0.0552626,0.0308175,0.0991092,0.0466312,0.0414267,0.0462079,0.0682166,0.064836,0.0347369,0.0306007,0.0206728,0.0457215,0.0167893,0.0509194,0.00945264,0.0191673,0.0421152,0.0625077,0,0,0,0,0.0642764,0,0.0466212
462,0.0291419,0.0625994,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318975,0,0.0152104,0.0792532,0,0,0.0138009,0,0,0.0384956,0.0569417,0.0258819,0.0254464,0.0817319,0.0289798,0.0452866,0.0776281,0.0258023,0,0.0519356,0.0275379,0.0302858,0.0151159,0.0393584,0.011654,0.0158081,0.0498259,0,0.0222765,0.0602701,0.0501256,0,0,0.0129612,0,0,0.0289341,0.101975,0.00695407,0.0549778,0.0312732,0.0989656,0.046985,0.0411461,0.0457782,0.0677531,0.0649866,0.0348596,0.0305317,0.0203073,0.0460379,0.01675,0.0508227,0.00935606,0.0193509,0.0420206,0.0626249,0,0,0,0,0.0642409,0,0.0466935
463,0.0287507,0.062473,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339453,0,0.0142668,0.0795189,0,0,0.0148519,0,0,0.037793,0.0568195,0.0266385,0.0267271,0.0822282,0.0279219,0.0460839,0.0781615,0.0254441,0,0.0515081,0.0266133,0.028088,0.0136486,0.0392093,0.0121896,0.0158846,0.0585398,0,0.0242603,0.0604083,0.0510485,0,0,0.0126662,0,0,0.0294179,0.100642,0.00582787,0.0549658,0.0288637,0.0993274,0.0474473,0.0399548,0.0467649,0.0672758,0.064132,0.0325758,0.033875,0.0201256,0.0435914,0.0244302,0.0506655,0.00900846,0.0197733,0.0417768,0.0627634,0,0,0,0,0.0644438,0,0.048512
464,0.0287507,0.062457,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033285,0,0.0161194,0.0794512,0,0,0.0151597,0,0,0.0376897,0.0566641,0.02503,0.026851,0.0823234,0.0269074,0.046365,0.0785809,0.025243,0,0.0511656,0.0265762,0.0287625,0.015246,0.0390664,0.0122016,0.0155915,0.0596087,0,0.0238285,0.0605331,0.0515085,0,0,0.0126633,0,0,0.0295535,0.100557,0.00637472,0.0546811,0.0288757,0.0988793,0.0479996,0.0396177,0.046972,0.0668354,0.063811,0.032148,0.0331573,0.0197338,0.0434978,0.0253258,0.0503073,0.00893396,0.020091,0.0416839,0.0628356,0,0,0,0,0.0647893,0,0.0485363
465,0.0287125,0.0624432,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033523,0,0.0157861,0.0795073,0,0,0.0154828,0,0,0.0376216,0.0564708,0.0247344,0.0269279,0.0827237,0.02591,0.0466417,0.0790004,0.0251337,0,0.0512631,0.0264185,0.0285427,0.0157519,0.0389759,0.0121937,0.0153309,0.0601887,0,0.0234017,0.0605662,0.0519898,0,0,0.0127339,0,0,0.0296989,0.100577,0.00678571,0.0542737,0.0289832,0.0984002,0.0485702,0.0394303,0.047227,0.0664128,0.0634257,0.0318123,0.032413,0.0193508,0.0433673,0.0264573,0.0498876,0.00889021,0.0203669,0.0416554,0.0630492,0,0,0,0,0.0651665,0,0.0475083
466,0.028516,0.0632187,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358815,0,0.015055,0.0821478,0,0,0.0168861,0,0,0.0372628,0.0587734,0.0268762,0.0265923,0.0892688,0.0230502,0.046686,0.0803071,0.0278015,0,0.0489966,0.0244835,0.0278498,0.0149273,0.0396355,0.0126504,0.0142625,0.0604193,0,0.0236855,0.0585143,0.0532358,0,0,0.0127277,0,0,0.0298222,0.10057,0.00583234,0.051925,0.0301848,0.102332,0.0500349,0.0389045,0.0468147,0.0651013,0.0621789,0.0319595,0.0320647,0.019149,0.0434168,0.0277568,0.0497253,0.0086567,0.020925,0.0418411,0.0644948,0,0,0,0,0.0679086,0,0
467,0.0285689,0.0632767,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363291,0,0.0146746,0.0823863,0,0,0.017089,0,0,0.0371382,0.05849,0.0264522,0.0265494,0.0898608,0.0221414,0.0468858,0.080678,0.0278494,0,0.0491878,0.0245099,0.0275888,0.0154019,0.0396605,0.0125327,0.0140845,0.060225,0,0.0234835,0.058201,0.0532287,0,0,0.0127483,0,0,0.0298622,0.100478,0.00607456,0.0516827,0.0305189,0.101925,0.0503088,0.0389287,0.0470106,0.0648066,0.0616862,0.0315308,0.0319449,0.0188298,0.0428871,0.0286917,0.0493646,0.00850377,0.0211049,0.0418712,0.0648566,0,0,0,0,0.0682768,0,0
468,0.0287198,0.0632899,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364247,0,0.0143822,0.082638,0,0,0.0171844,0,0,0.0370476,0.0581936,0.0260751,0.0265355,0.0901354,0.0215227,0.0471161,0.0809409,0.028129,0,0.0493613,0.0246232,0.0272583,0.0163069,0.0395741,0.0124247,0.0140404,0.0600282,0,0.0233916,0.0580333,0.0532521,0,0,0.0128459,0,0,0.0299433,0.10048,0.00654302,0.0515696,0.0306892,0.101484,0.0504387,0.0391652,0.0471603,0.0647611,0.0615629,0.0311602,0.032008,0.0186681,0.0423763,0.0289744,0.0488271,0.00841865,0.0212734,0.0417999,0.065157,0,0,0,0,0.068608,0,0
469,0.0288539,0.0633187,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361734,0,0.0141494,0.0828654,0,0,0.0172589,0,0,0.0370191,0.0580589,0.0257427,0.026445,0.0903263,0.0210711,0.0473724,0.0811873,0.0284757,0,0.0496511,0.0247761,0.0268854,0.017451,0.039479,0.0123053,0.0140779,0.0598397,0,0.0235573,0.0579081,0.0532658,0,0,0.0129438,0,0,0.0300592,0.100441,0.00707226,0.0514179,0.030784,0.101164,0.0504757,0.039542,0.047283,0.0648984,0.0615402,0.0309697,0.0319937,0.0187454,0.0422057,0.0288176,0.0483588,0.00838971,0.0213997,0.0416642,0.0654084,0,0,0,0,0.0689072,0,0
470,0.0289032,0.0633561,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355874,0,0.0139613,0.0829903,0,0,0.017146,0,0,0.0370377,0.0583683,0.0253494,0.0262919,0.0905108,0.020701,0.0475777,0.0816097,0.0285605,0,0.0499604,0.0249778,0.026496,0.0187637,0.0394432,0.0122693,0.0141507,0.0590925,0,0.0238678,0.0578616,0.0532352,0,0,0.0131952,0,0,0.0300966,0.100332,0.00744976,0.0511311,0.0308004,0.101005,0.0504196,0.0399333,0.0474239,0.0652202,0.0615445,0.0309008,0.0321283,0.019037,0.0419787,0.0283011,0.048119,0.00832875,0.0213875,0.0415115,0.0656081,0,0,0,0,0.0691942,0,0
471,0.0289203,0.0633165,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0347381,0,0.013833,0.0830341,0,0,0.0170027,0,0,0.0369571,0.0591861,0.0248275,0.0261374,0.090728,0.0205415,0.047786,0.08201,0.028407,0,0.0503917,0.0251814,0.0261284,0.0201391,0.0393851,0.0121956,0.0142142,0.0575863,0,0.024252,0.0578831,0.0531512,0,0,0.0133895,0,0,0.0300007,0.100216,0.0075028,0.0508897,0.030642,0.10105,0.0502248,0.040118,0.0475347,0.0655388,0.0616221,0.030781,0.0324639,0.0193483,0.0417331,0.0273615,0.0480805,0.00829046,0.0212514,0.0414275,0.0657094,0,0,0,0,0.0694653,0,0
472,0.0289307,0.0631606,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334129,0,0.0137482,0.0830391,0,0,0.0168813,0,0,0.0367845,0.0601356,0.024225,0.0260889,0.0910649,0.0205599,0.0481014,0.0823393,0.0282095,0,0.0509634,0.0254606,0.025764,0.0217143,0.0393004,0.0120985,0.0142329,0.0558539,0,0.0245006,0.0579619,0.0529644,0,0,0.013467,0,0,0.0299663,0.100162,0.00758577,0.0506513,0.0304231,0.101175,0.0500539,0.0400787,0.0475854,0.0657419,0.0616991,0.0305543,0.0328399,0.0196716,0.0415851,0.0261635,0.0480686,0.00835268,0.0211012,0.0413698,0.0657356,0,0,0,0,0.0698259,0,0
473,0.0289626,0.0628507,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314597,0,0.0136527,0.0831579,0,0,0.0167618,0,0,0.0366273,0.0605294,0.0236667,0.0261179,0.091645,0.0205671,0.0484295,0.0827504,0.0281001,0,0.0513325,0.0256817,0.025221,0.0236766,0.0391568,0.0120112,0.0142295,0.0543325,0,0.0245927,0.0581911,0.0526742,0,0,0.013447,0,0,0.0299903,0.100266,0.00779906,0.0502367,0.0301802,0.101356,0.0500715,0.0399189,0.0475689,0.0658367,0.061756,0.030499,0.0330996,0.0198587,0.0414531,0.0249287,0.048094,0.00840851,0.0210384,0.0413128,0.0657592,0,0,0,0,0.0703314,0,0
474,0.0290018,0.0625625,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290598,0,0.0135718,0.0834247,0,0,0.016663,0,0,0.0365114,0.0599269,0.0233495,0.0263035,0.0926503,0.0206408,0.0487245,0.083304,0.028103,0,0.0516422,0.0257636,0.0245821,0.0262646,0.0389881,0.0119516,0.014221,0.0530851,0,0.0245287,0.0585784,0.0524692,0,0,0.0134793,0,0,0.0300942,0.100463,0.00814233,0.0497176,0.0299148,0.101409,0.0502908,0.0397464,0.0475856,0.0658451,0.0617706,0.0305629,0.0332249,0.0199736,0.0413603,0.0239186,0.0479012,0.00844085,0.0210706,0.0412195,0.0658693,0,0,0,0,0.0710553,0,0
475,0.0291134,0.0623655,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267405,0,0.0135256,0.0834513,0,0,0.0165694,0,0,0.0364013,0.0601315,0.0228805,0.0265502,0.0937545,0.0206916,0.0491376,0.0839799,0.0280504,0,0.0521546,0.026032,0.0240483,0.0293716,0.0388396,0.0118701,0.0142516,0.0519795,0,0.0244357,0.0588168,0.0525182,0,0,0.0134109,0,0,0.0301156,0.100403,0.00845948,0.0492579,0.0295749,0.101408,0.0505387,0.0395705,0.0477496,0.0658526,0.0617339,0.0306877,0.03315,0.0198503,0.0414789,0.023015,0.0477047,0.00842339,0.0211971,0.041204,0.0658871,0,0,0,0,0.071751,0,0
476,0.0291962,0.0623685,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254131,0,0.0130568,0.0842669,0,0,0.0165075,0,0,0.036267,0.0623501,0.0239207,0.0265636,0.0958175,0.0208524,0.0501517,0.0854961,0,0,0.0514687,0.0253145,0.0230793,0.0325839,0.0387721,0.0119068,0.0141454,0.0509413,0,0.0243604,0.0597034,0.0523991,0,0,0.0133226,0,0,0.0300801,0.100089,0.0090339,0.0481628,0.0289527,0.10143,0.0503559,0.039354,0.0480456,0.0660619,0.0619114,0.0305559,0.0328797,0.0196439,0.0421496,0.0220285,0.0477726,0.00845268,0.0211221,0.0412628,0.0659399,0,0,0,0,0.0737999,0,0
477,0.0290481,0.0621369,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232123,0,0.0140059,0.0830351,0,0,0.0164118,0,0,0.0361367,0.0622201,0.0217514,0.0276471,0.09608,0.0208794,0.0503275,0.0855579,0.0281603,0,0.0536145,0.0271302,0.0235343,0.0368568,0.0385574,0.0117853,0.0141763,0.0504916,0,0.0245925,0.0591479,0.0524582,0,0,0.0132518,0,0,0.0304722,0.0996767,0.00922003,0.0481751,0.0291623,0.100977,0.0509863,0.0394572,0.0483744,0.0660595,0.0617933,0.0302938,0.0324151,0.019254,0.0424127,0.0213929,0.0475453,0.00861287,0.0215109,0.0413722,0.0658775,0,0,0,0,0.0732368,0,0
