Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,x77,LTHII,,LILC
147,0.0332577,0.0651609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385032,0,0.015253,0.0834313,0,0,0.0183924,0,0,0.0372002,0.076641,0.0213061,0.0312028,0.113665,0.0165553,0.0329603,0.0637607,0.019353,0.0532803,0.0688301,0,0.0327996,0.0303329,0.0423506,0.013083,0.0139134,0.0381971,0,0.0350165,0.124879,0.0496424,0,0,0.0184721,0,0,0.015527,0.136091,0.0242194,0.284513,0.0384042,0.144612,0.030424,0.0634842,0.0416932,0.0727945,0.0842449,0.033799,0.0308978,0.0211474,0.0389579,0.00703296,0.0491043,0,0.0114364,0.0434071,0.0768807,0,0,0,0,0.0596154,0,0.0208423
148,0.0333241,0.0650044,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0370894,0,0.0165034,0.0827779,0,0,0.0181095,0,0,0.037163,0.0763104,0.0208509,0.0306347,0.116014,0.0166569,0.0336407,0.0646715,0.0193751,0.0522696,0.0696785,0,0.0330792,0.0303681,0.0421144,0.0129171,0.0141126,0.0377402,0,0.0348804,0.126696,0.0495552,0,0,0.018351,0,0,0.0156386,0.136942,0.0254306,0.292025,0.0381547,0.146265,0.0301141,0.0642551,0.0423159,0.0735895,0.0849274,0.0335398,0.0308232,0.0210565,0.0384369,0.00725446,0.0489777,0,0.0114522,0.0433816,0.0774895,0,0,0,0,0.0601634,0,0.0216385
149,0.0337119,0.0649381,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035914,0,0.0178764,0.0820411,0,0,0.0177177,0,0,0.0371159,0.0759091,0.0206043,0.0300752,0.118686,0.0169568,0.0346625,0.0658284,0.0192339,0.0513429,0.0705706,0,0.0337141,0.0303158,0.0418539,0.0127186,0.0143077,0.0372992,0,0.0350374,0.12907,0.0492198,0,0,0.0183802,0,0,0.0158083,0.138147,0.0274054,0.299044,0.0378885,0.148048,0.0296186,0.0651648,0.0430633,0.0746004,0.0858286,0.0328364,0.0308186,0.0209344,0.0373632,0.00689658,0.0488852,0,0.0110082,0.0433033,0.0782696,0,0,0,0,0.0605811,0,0.0223492
150,0.0338743,0.0649953,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342824,0,0.0188963,0.0815082,0,0,0.0175806,0,0,0.0372564,0.0756161,0.0199102,0.0290611,0.120444,0.0170892,0.0354038,0.0669343,0.0189867,0.0506762,0.0711995,0,0.0338236,0.0284165,0.0415496,0.0126867,0.0141592,0.0365833,0,0.0348175,0.130223,0.0490501,0,0,0.018172,0,0,0.0157952,0.138393,0.0288632,0.307607,0.0379366,0.149398,0.0294106,0.0660209,0.0441764,0.0757609,0.0867335,0.0320861,0.030428,0.0206332,0.0363324,0.00636346,0.0489685,0,0.0108595,0.0433164,0.0786823,0,0,0,0,0.0610743,0,0.0231836
151,0.033835,0.0668692,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318898,0,0.0201063,0.0845437,0,0,0.0188442,0,0,0.0372441,0.0788474,0.0173943,0.028749,0.130693,0.01644,0.034188,0.0664132,0.0199603,0.0496333,0.0721323,0,0.034085,0.0263439,0.0418457,0.0130898,0.0133781,0.0334277,0,0.0356704,0,0.0504371,0,0,0.0173306,0,0,0.0160622,0.152124,0.0404468,0.298827,0.0416436,0.164182,0.0294423,0.0767619,0.0514622,0.0833415,0.0961114,0.0293516,0.0277777,0.0193907,0.0312227,0.0134543,0.0496344,0,0.0103746,0.0455747,0.0820143,0,0,0,0,0.0615643,0,0.0242006
152,0.0353966,0.0653752,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349815,0,0.0193972,0.0802516,0,0,0.016723,0,0,0.0373313,0.075269,0.0174713,0.0278984,0.126535,0.0175344,0.037867,0.070938,0.0183426,0.0500602,0.0705123,0,0.0325788,0.0264606,0.0410252,0.0126272,0.0144079,0.0343659,0,0.0355278,0.136153,0.0481738,0,0,0.0186204,0,0,0.0146232,0.143586,0.0350121,0.319112,0.0393349,0.154964,0.0276769,0.0704705,0.04733,0.0793174,0.0908858,0.0300812,0.0287677,0.019537,0.0332276,0.00909471,0.0491651,0,0.0118436,0.043916,0.0810026,0,0,0,0,0.0628474,0,0.0251925
153,0.0358421,0.0657115,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312504,0,0.0200652,0.0793574,0,0,0.0165514,0,0,0.0374306,0.0757556,0.0164215,0.0281882,0.128424,0.0178416,0.0383026,0.0713783,0.0177807,0.0498354,0.0711897,0,0.0331959,0.0240338,0.0408267,0.0125571,0.0144534,0.034445,0,0.0348873,0.137685,0.0479427,0,0,0.0185861,0,0,0.01445,0.144729,0.0379833,0.326538,0.0393802,0.156499,0.0267849,0.0715868,0.0482615,0.0802317,0.0919104,0.0300578,0.0298321,0.0214849,0.0323428,0.0123077,0.0495517,0,0.011481,0.0442031,0.0817561,0,0,0,0,0.0628836,0,0.0260783
154,0.0363057,0.0661471,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275857,0,0.0207384,0.0784055,0,0,0.0163615,0,0,0.037321,0.076307,0.0152274,0.028718,0.130247,0.0180619,0.0386444,0.0716932,0.0171545,0.0497605,0.0717686,0,0.0337797,0.0214936,0.0407947,0.0122645,0.0146654,0.0349562,0,0.0344935,0.139044,0.0476965,0,0,0.0185894,0,0,0.0145213,0.145788,0.0413294,0.333801,0.0395377,0.158135,0.0259076,0.0726303,0.0491346,0.0810797,0.0928706,0.0301794,0.0309849,0.023495,0.0316646,0.0166515,0.0500226,0,0.0112076,0.0445574,0.082526,0,0,0,0,0.0627884,0,0.0270662
155,0.0366391,0.0666409,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241113,0,0.0215167,0.0773402,0,0,0.0162275,0,0,0.0371402,0.0770085,0.0136871,0.0294133,0.132087,0.0183058,0.0388383,0.0715944,0.0164779,0.0495423,0.0725421,0,0.0347758,0.0187988,0.040813,0.0120416,0.014681,0.035892,0,0.0345927,0.140212,0.0473689,0,0,0.0184103,0,0,0.0145247,0.146789,0.0450369,0.340753,0.0397815,0.159797,0.0248708,0.0736815,0.0499586,0.0818736,0.0938093,0.0303261,0.0321908,0.0254779,0.0310901,0.0212414,0.0505715,0,0.0108691,0.0450953,0.0832765,0,0,0,0,0.0624356,0,0.0280985
156,0.035201,0.0670018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213362,0,0.0230617,0.0761785,0,0,0.0170519,0,0,0.0372002,0.076563,0.0111142,0.0304841,0.129733,0.0183961,0.0391285,0.0706574,0.0147188,0.048924,0.0741737,0,0.0370421,0.0182013,0.0405274,0.0117484,0.0139623,0.0319573,0,0.0353692,0.136858,0.0478693,0,0,0.0177304,0,0,0.0167027,0.142982,0.0412114,0.353952,0.0406724,0.156803,0.025345,0.0728466,0.0508863,0.0823161,0.0933713,0.0284647,0.0273788,0.0189578,0.0306397,0.0145813,0.0516214,0,0.00745258,0.0453611,0.0820193,0,0,0,0,0.0611204,0,0.02748
157,0.0352183,0.0675232,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218797,0,0.0241516,0.0751208,0,0,0.0171581,0,0,0.0371589,0.0769541,0.00970285,0.0317529,0.130991,0.0186034,0.0394044,0.0707084,0.0137632,0.0487224,0.0752885,0,0.0392012,0.0184336,0.0405312,0.011792,0.0136791,0.0313796,0,0.0355646,0.138216,0.0475671,0,0,0.0174899,0,0,0.0169591,0.143664,0.0434782,0.361189,0.0412759,0.157792,0.0244143,0.0739334,0.052073,0.0833887,0.094454,0.0280347,0.0270534,0.0188646,0.0298676,0.0164134,0.0521774,0,0.00685488,0.0460065,0.0825614,0,0,0,0,0.0606299,0,0.0282364
158,0.0352908,0.0679666,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228948,0,0.0250062,0.0741336,0,0,0.0173573,0,0,0.0370531,0.0773428,0.00942337,0.0331341,0.132291,0.0186845,0.0395332,0.0705855,0.0129019,0.0488226,0.0766087,0,0.0414174,0.0198132,0.0406081,0.0118394,0.0134577,0.0308185,0,0.0357317,0.139379,0.0471873,0,0,0.0174558,0,0,0.0172399,0.14431,0.0456861,0.36831,0.0417917,0.15883,0.0234524,0.0751033,0.0532055,0.0844195,0.0953888,0.027617,0.0267018,0.01877,0.0290975,0.0181892,0.0529147,0,0.00620561,0.0466299,0.0831052,0,0,0,0,0.0601031,0,0.0290148
159,0.0352779,0.068348,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233067,0,0.0252185,0.0733787,0,0,0.0174957,0,0,0.0370409,0.0776152,0.0105758,0.0345847,0.133573,0.0187968,0.0395691,0.0702745,0.0121838,0.0491872,0.0779652,0,0.0430099,0.0209662,0.0404456,0.0118661,0.0132937,0.030205,0,0.0357744,0.14041,0.0468703,0,0,0.017426,0,0,0.0175933,0.144962,0.0478233,0.375309,0.0422505,0.159921,0.0225736,0.075968,0.0542632,0.0853881,0.0962014,0.0272811,0.0263457,0.0187483,0.0283669,0.0201369,0.0537489,0,0.00552239,0.0472453,0.0835585,0,0,0,0,0.0595743,0,0.0296009
160,0.0356819,0.0681352,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235438,0,0.0249371,0.0727653,0,0,0.0180935,0,0,0.0367605,0.0780078,0.0127333,0.0355355,0.133755,0.0190263,0.0390661,0.0693393,0.0118024,0.0499755,0.0792262,0,0.0441911,0.022863,0.0410424,0.0121609,0.0130837,0.0301926,0,0.0356185,0.138812,0.0466478,0,0,0.0169858,0,0,0.0163611,0.143091,0.0471935,0.385058,0.0419776,0.159277,0.0219262,0.074986,0.0539994,0.0851232,0.0954976,0.0273425,0.0262279,0.0185904,0.0285706,0.0193039,0.0539278,0,0.00718607,0.0474062,0.0839605,0,0,0,0,0.0588662,0,0.0306273
161,0.0358915,0.0682871,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023967,0,0.0247783,0.0722794,0,0,0.0183735,0,0,0.0366484,0.0786207,0.0137902,0.0365103,0.135153,0.019339,0.038722,0.0686229,0.0113159,0.0506668,0.0801024,0,0.0453142,0.0236673,0.041171,0.0122518,0.0130937,0.0294224,0,0.0358005,0.139212,0.0464002,0,0,0.0168758,0,0,0.0166021,0.143741,0.0488541,0.391411,0.0425423,0.160371,0.021101,0.0759002,0.0548743,0.0859296,0.096349,0.0270794,0.0257478,0.0182572,0.0280277,0.0209253,0.0543224,0,0.00687799,0.0478033,0.0846338,0,0,0,0,0.0580368,0,0.0313572
162,0.0360921,0.0685876,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246444,0,0.0248166,0.0719162,0,0,0.0186218,0,0,0.0366968,0.0790677,0.0144937,0.0373212,0.136315,0.0195962,0.0386,0.0678595,0.0106999,0.0513294,0.0805851,0,0.046272,0.0245978,0.0412872,0.0123521,0.0129962,0.0287817,0,0.0361263,0.139669,0.0461013,0,0,0.016959,0,0,0.0168847,0.144204,0.0505828,0.397537,0.0430168,0.161255,0.020495,0.0767681,0.0558534,0.0867289,0.0970516,0.026754,0.0253891,0.0181488,0.0274457,0.0224744,0.0546923,0,0.00660091,0.0481935,0.085171,0,0,0,0,0.0570631,0,0.0318876
163,0.0365574,0.0687974,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253491,0,0.0248686,0.0719165,0,0,0.0188639,0,0,0.0364908,0.0792813,0.0154728,0.0379686,0.136607,0.0196452,0.038425,0.0670462,0.0102664,0.0521304,0.080921,0,0.047104,0.0255437,0.0416991,0.0126885,0.0128592,0.0288157,0,0.0360174,0.138751,0.0458638,0,0,0.0168052,0,0,0.0160127,0.142978,0.050259,0.405256,0.0430303,0.161099,0.0202656,0.0764159,0.0558824,0.0866802,0.0966866,0.02685,0.0251737,0.0181511,0.0276154,0.0219681,0.0546638,0,0.00781495,0.0484113,0.0856555,0,0,0,0,0.0560809,0,0.0328387
164,0.0368171,0.0690473,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025695,0,0.0247953,0.0713916,0,0,0.0189542,0,0,0.0362498,0.0796688,0.0158586,0.0384222,0.137605,0.0200142,0.0382916,0.0663468,0.00990348,0.0530428,0.0811386,0,0.0479764,0.0258448,0.041923,0.0126811,0.0129299,0.0281074,0,0.0363137,0.139438,0.0456603,0,0,0.016939,0,0,0.016198,0.143464,0.0518718,0.41019,0.0436335,0.162228,0.0198935,0.0772898,0.0567536,0.0875138,0.0973962,0.0266101,0.0246574,0.0178322,0.0271091,0.0232761,0.0547926,0,0.00768805,0.0485764,0.0862895,0,0,0,0,0.0551413,0,0.033384
165,0.0368407,0.0694725,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026183,0,0.0245887,0.0708889,0,0,0.019063,0,0,0.0362371,0.0801133,0.0164142,0.0387977,0.138294,0.0201907,0.0385217,0.0659553,0.00933688,0.0536795,0.0814565,0,0.0487689,0.0259044,0.0419362,0.0127014,0.0129115,0.0276296,0,0.0365432,0.139755,0.0455358,0,0,0.0170754,0,0,0.0164096,0.143599,0.0534136,0.414806,0.0440375,0.162752,0.0197023,0.0778543,0.0575583,0.0881677,0.097905,0.0264361,0.0244174,0.0178174,0.0266464,0.0245137,0.055022,0,0.00766768,0.0488529,0.0866898,0,0,0,0,0.0542149,0,0.0337852
166,0.0363977,0.0701478,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0266505,0,0.024328,0.0708475,0,0,0.0189579,0,0,0.036307,0.0806584,0.0165463,0.0391601,0.13969,0.0204158,0.039287,0.0659959,0.00852081,0.0541492,0.0817508,0,0.0495001,0.0252052,0.0415262,0.0124178,0.0128877,0.026371,0,0.0372603,0.141666,0.0454604,0,0,0.0175096,0,0,0.0180361,0.145461,0.0573811,0.416471,0.0450229,0.164231,0.0194717,0.0797027,0.0593189,0.0897923,0.0995627,0.0259208,0.0239686,0.0177913,0.0254524,0.0282136,0.0556837,0,0.00631938,0.0492545,0.087012,0,0,0,0,0.0532508,0,0.0335998
167,0.0363372,0.0705428,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027206,0,0.0239927,0.070899,0,0,0.019035,0,0,0.0362771,0.0810496,0.0170451,0.0395526,0.140168,0.0204478,0.0399963,0.0659916,0.00797358,0.0547106,0.0820637,0,0.0502143,0.0251376,0.0414708,0.0124945,0.0128044,0.0258101,0,0.0376056,0.141799,0.0453746,0,0,0.0175281,0,0,0.0182624,0.145507,0.0590201,0.419865,0.0455212,0.164673,0.0194412,0.080243,0.05993,0.0903859,0.10004,0.0257532,0.0237009,0.0177238,0.0250311,0.029618,0.0558478,0,0.00641072,0.0494653,0.0872617,0,0,0,0,0.0522554,0,0.0341745
168,0.036282,0.070869,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0277663,0,0.0237258,0.0707838,0,0,0.0191401,0,0,0.0362942,0.0810395,0.0176596,0.0399938,0.140534,0.0204963,0.0408474,0.0659927,0.00753474,0.0552481,0.082365,0,0.0508492,0.0253769,0.0414332,0.0125331,0.0128269,0.0253283,0,0.0379369,0.141901,0.0453752,0,0,0.0175093,0,0,0.0184631,0.145561,0.0606605,0.422874,0.0461036,0.165028,0.0194179,0.0808182,0.0606778,0.0910324,0.100535,0.0256271,0.0234204,0.0176312,0.0246453,0.0309528,0.0559969,0,0.00648759,0.0496629,0.0872105,0,0,0,0,0.0512931,0,0.0349393
169,0.0362173,0.071158,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282488,0,0.0235478,0.0707409,0,0,0.0192249,0,0,0.036279,0.0805896,0.0184084,0.0404596,0.140904,0.0205683,0.0416702,0.0660375,0.00730065,0.0557502,0.0827114,0,0.051488,0.0259898,0.0414373,0.0125586,0.012869,0.0250004,0,0.0382601,0.142003,0.0454008,0,0,0.0174921,0,0,0.0185979,0.145685,0.062266,0.425557,0.046779,0.165226,0.0193375,0.0814134,0.061507,0.091797,0.101055,0.0255753,0.0230747,0.0174226,0.0243496,0.0320656,0.0561054,0,0.00656023,0.0499174,0.0869442,0,0,0,0,0.0503656,0,0.0355482
170,0.0361693,0.0714461,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286217,0,0.0234436,0.0707711,0,0,0.0193145,0,0,0.0362941,0.0801852,0.0192349,0.0409472,0.141322,0.0206174,0.0426256,0.0661888,0.00719268,0.0562187,0.0831386,0,0.0522032,0.0269873,0.0414896,0.0126454,0.0128782,0.0248339,0,0.0385134,0.142003,0.045387,0,0,0.0174822,0,0,0.0187176,0.145743,0.063752,0.427935,0.0475328,0.165387,0.0191751,0.0819045,0.0624148,0.0926079,0.101576,0.0256039,0.0226628,0.0171843,0.0241463,0.0330039,0.0561956,0,0.00663378,0.0502564,0.0865119,0,0,0,0,0.0494529,0,0.0354817
171,0.0361576,0.0716773,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288632,0,0.0233653,0.0707963,0,0,0.0193737,0,0,0.0363368,0.0797187,0.0201504,0.0414168,0.141611,0.0206353,0.0438118,0.066637,0.00733094,0.0566789,0.0835985,0,0.0530062,0.0283727,0.0415251,0.0127267,0.0128814,0.024816,0,0.0388461,0.141844,0.0452917,0,0,0.017525,0,0,0.0188619,0.145698,0.0649439,0.429933,0.0483285,0.165435,0.0189438,0.0824176,0.0632792,0.0934092,0.102156,0.0256407,0.0221608,0.0172217,0.0239348,0.0339269,0.0562857,0,0.00673951,0.0505055,0.0863211,0,0,0,0,0.0485401,0,0.0356673
172,0.0361591,0.0718265,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289285,0,0.0233368,0.0708485,0,0,0.0194643,0,0,0.0363859,0.0791325,0.0210817,0.0418588,0.141756,0.0205531,0.044977,0.0673924,0.00765859,0.0571268,0.0840629,0,0.0538313,0.0299552,0.0415973,0.0127939,0.0129292,0.0248366,0,0.0392768,0.141588,0.0452253,0,0,0.017664,0,0,0.0189929,0.145619,0.0660722,0.431622,0.0492284,0.165331,0.018671,0.0830238,0.0642337,0.0942238,0.10273,0.0257613,0.0215763,0.0172406,0.0237677,0.0348275,0.0564171,0,0.00683268,0.0507061,0.0862819,0,0,0,0,0.0476848,0,0.0359842
173,0.0361929,0.0719146,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288995,0,0.0234175,0.0709176,0,0,0.0195637,0,0,0.0364095,0.0784755,0.0219454,0.0422594,0.141813,0.0205246,0.0461413,0.0681125,0.00807382,0.0574914,0.0845105,0,0.0546022,0.0316427,0.04171,0.0128503,0.0130148,0.0248281,0,0.0396443,0.141268,0.0452054,0,0,0.0178275,0,0,0.0191057,0.145538,0.06733,0.433015,0.0502213,0.165134,0.0183673,0.0836441,0.0652274,0.0950855,0.103378,0.0259526,0.0212992,0.0171162,0.0237122,0.0356055,0.0565633,0,0.00694428,0.0508744,0.0862766,0,0,0,0,0.04689,0,0.0362602
174,0.0362172,0.0720266,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288288,0,0.0236165,0.0710903,0,0,0.0195814,0,0,0.036443,0.0777536,0.0228074,0.0426006,0.141729,0.0205307,0.0473823,0.0687027,0.00866878,0.0576665,0.0849191,0,0.0552531,0.0333065,0.0417962,0.0128861,0.0130452,0.0249193,0,0.0399451,0.140858,0.0452152,0,0,0.0179086,0,0,0.0192292,0.145413,0.0686638,0.434206,0.0511636,0.164858,0.018143,0.0841349,0.066192,0.0959033,0.103931,0.0261681,0.0210651,0.0170194,0.0236794,0.0362829,0.0566807,0,0.00715207,0.0510396,0.0861745,0,0,0,0,0.0462084,0,0.036395
175,0.0362381,0.0721293,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028589,0,0.0239177,0.071363,0,0,0.0196472,0,0,0.0365536,0.0771002,0.023571,0.0429042,0.141586,0.0206067,0.0485469,0.0694691,0.00934249,0.0577134,0.0853676,0,0.0558946,0.0348707,0.0418839,0.0129958,0.0131349,0.0250005,0,0.0402276,0.140469,0.0452273,0,0,0.0180436,0,0,0.0193635,0.145314,0.069913,0.435091,0.0521333,0.164571,0.0178851,0.0845066,0.0671284,0.0966756,0.10448,0.0264541,0.0206921,0.0168837,0.0237105,0.036922,0.0568353,0,0.00727483,0.0512004,0.0860843,0,0,0,0,0.0456447,0,0.0364786
176,0.0363264,0.0722564,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283385,0,0.0242222,0.0718023,0,0,0.0196561,0,0,0.0366737,0.0763944,0.0242285,0.0431222,0.141419,0.0206613,0.0497036,0.0703793,0.0100338,0.0575731,0.0858346,0,0.0564723,0.0364602,0.0419601,0.0130408,0.0131838,0.0251632,0,0.0405634,0.140013,0.0451994,0,0,0.0182738,0,0,0.0194038,0.145172,0.0711965,0.435778,0.0530055,0.16419,0.0176727,0.0847834,0.0679453,0.0973826,0.104951,0.0267042,0.0203382,0.0168028,0.0237553,0.037512,0.0570777,0,0.0073409,0.0513629,0.0859643,0,0,0,0,0.0452503,0,0.036504
177,0.0364324,0.0723834,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0279449,0,0.0245469,0.0724237,0,0,0.019629,0,0,0.0367218,0.0756226,0.0247207,0.0433298,0.141328,0.0206758,0.0508229,0.0711915,0.0107129,0.0573242,0.0862546,0,0.056976,0.0379354,0.0420497,0.0130697,0.0132391,0.0252781,0,0.0409483,0.139487,0.045203,0,0,0.018351,0,0,0.0193486,0.145061,0.0723937,0.436316,0.0538628,0.163784,0.017483,0.0852628,0.0686944,0.0980274,0.105367,0.0269674,0.0199743,0.0166564,0.0237872,0.0380594,0.0572565,0,0.0074102,0.0514952,0.0858378,0,0,0,0,0.0449296,0,0.0365166
178,0.0364787,0.0724794,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274919,0,0.0249636,0.0725735,0,0,0.0196184,0,0,0.0368006,0.0748972,0.0250321,0.0435033,0.141196,0.0207453,0.0518035,0.0718939,0.0113108,0.0569559,0.08664,0,0.0573401,0.0393537,0.0422024,0.0131284,0.0133527,0.0253876,0,0.0414091,0.139028,0.0452014,0,0,0.0183938,0,0,0.0193917,0.145064,0.0734436,0.436772,0.0547376,0.163418,0.0172276,0.0858036,0.0694879,0.0987204,0.10581,0.027258,0.0195466,0.0164339,0.0238104,0.0384596,0.0573466,0,0.0075769,0.0516039,0.0857681,0,0,0,0,0.0446198,0,0.0366951
179,0.0364303,0.0726258,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027119,0,0.0254267,0.0726294,0,0,0.0195772,0,0,0.0369447,0.0742051,0.025314,0.0436486,0.14052,0.0207648,0.0527681,0.0724851,0.0118174,0.0563164,0.0868937,0,0.0574377,0.0404186,0.042286,0.0131627,0.0134893,0.0256746,0,0.0417471,0.138622,0.0452395,0,0,0.0183956,0,0,0.019666,0.145144,0.0743885,0.437228,0.0555964,0.163078,0.016962,0.0862347,0.0703247,0.0994262,0.106142,0.0275837,0.019169,0.016326,0.0239427,0.0389505,0.0575752,0,0.00777834,0.0517499,0.085698,0,0,0,0,0.044308,0,0.0369118
180,0.036432,0.072768,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0268167,0,0.0258825,0.073242,0,0,0.0195434,0,0,0.0370745,0.07367,0.0254012,0.0436722,0.139948,0.0208373,0.0536776,0.0731225,0.0123747,0.0555287,0.0870601,0,0.0573425,0.0412087,0.0423823,0.0132089,0.0135787,0.0259975,0,0.0419402,0.138246,0.045234,0,0,0.0184182,0,0,0.0199307,0.145183,0.0752593,0.437693,0.0563717,0.1628,0.0166594,0.0865657,0.0711555,0.100062,0.106292,0.0278512,0.0188343,0.0162026,0.0240808,0.0394039,0.0578382,0,0.00796578,0.051865,0.0856377,0,0,0,0,0.0440558,0,0.0370864
181,0.0364211,0.0728982,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02653,0,0.0263365,0.0738892,0,0,0.019493,0,0,0.0371613,0.0732132,0.0253995,0.0436182,0.139614,0.0209067,0.0545233,0.073855,0.0129526,0.054575,0.0871895,0,0.0570829,0.0415607,0.042458,0.0132649,0.0136461,0.0260671,0,0.0420631,0.137835,0.0451803,0,0,0.0185175,0,0,0.0200579,0.145178,0.076039,0.438267,0.0570316,0.162519,0.0164193,0.086951,0.0718841,0.100617,0.106516,0.0280498,0.0185717,0.0161219,0.0241844,0.0397012,0.0581046,0,0.00807395,0.0519574,0.0855681,0,0,0,0,0.043829,0,0.0372388
182,0.0364202,0.0730317,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261743,0,0.0267568,0.0743401,0,0,0.0194606,0,0,0.0372351,0.0728621,0.0251139,0.0435117,0.13935,0.0209731,0.0550928,0.0744573,0.0134604,0.0534796,0.0872282,0,0.0566743,0.0414921,0.0425491,0.0133253,0.01374,0.0261111,0,0.0423865,0.137446,0.0450681,0,0,0.0187197,0,0,0.0199684,0.145215,0.0766644,0.438917,0.0576621,0.162275,0.0162282,0.0872646,0.0725118,0.101103,0.106839,0.0282676,0.0183274,0.0160738,0.0243083,0.0398438,0.0583814,0,0.00808408,0.052034,0.0855446,0,0,0,0,0.04365,0,0.0374123
183,0.0364392,0.0731647,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257368,0,0.0271653,0.074711,0,0,0.0194109,0,0,0.0373109,0.0726031,0.0244509,0.0433436,0.139038,0.0210907,0.0554642,0.0745899,0.0138571,0.0522523,0.0871697,0,0.0561394,0.0407661,0.0426287,0.0133816,0.0138342,0.0262204,0,0.0426255,0.137095,0.0450258,0,0,0.0190319,0,0,0.0197897,0.145301,0.077215,0.439535,0.05824,0.162023,0.0160711,0.0875353,0.073072,0.10156,0.106874,0.0285537,0.0181105,0.0160306,0.024394,0.0398252,0.0586928,0,0.00805456,0.0521122,0.0855321,0,0,0,0,0.043463,0,0.0376106
184,0.0364722,0.0732453,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0251597,0,0.0276124,0.075183,0,0,0.0193503,0,0,0.0372998,0.0723986,0.023538,0.0431069,0.138541,0.0211983,0.0556937,0.074491,0.0141739,0.0509681,0.0870184,0,0.0555512,0.0394972,0.0426687,0.0134236,0.0139027,0.0263633,0,0.0429258,0.136716,0.0450615,0,0,0.0191915,0,0,0.0196208,0.145454,0.077614,0.439783,0.0587576,0.161679,0.0159271,0.0878052,0.0735467,0.101921,0.106956,0.0288555,0.0178981,0.0159948,0.024597,0.0396985,0.0589745,0,0.00807696,0.0521444,0.0854998,0,0,0,0,0.0432673,0,0.0378407
185,0.0365148,0.073271,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245738,0,0.0280701,0.0758083,0,0,0.0192837,0,0,0.0373605,0.072143,0.0225877,0.0428049,0.137748,0.0212711,0.0558888,0.0744363,0.0143353,0.0495988,0.0867449,0,0.0548351,0.0382143,0.0426663,0.013451,0.0139445,0.0266084,0,0.0430747,0.136208,0.0450783,0,0,0.019138,0,0,0.0195374,0.145607,0.0779499,0.439227,0.0591274,0.161082,0.0158225,0.0880402,0.0738868,0.10219,0.107031,0.0290371,0.0176767,0.0159729,0.0248222,0.0393485,0.0591323,0,0.00829775,0.0520922,0.0854358,0,0,0,0,0.0431014,0,0.0380438
