Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LELB,LFHD,LFIN,LFRM,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,LEAR,LTIB,FTL,LGTR,,LILC,x77
29,0.0289752,0.0592416,0,0,0,0,0,0,0,0,0,0,0,0,0.0272909,0,0.0232613,0.0489,0,0.0104914,0,0,0.0405373,0.0225047,0.0288895,0.0630698,0.0357769,0.0580814,0.0787687,0.0577376,0,0.0583727,0.0317551,0.0306468,0.0123019,0.038157,0.0119273,0.0196215,0.0240709,0,0.0245954,0.0508727,0.0457683,0,0,0.011229,0,0,0.0325569,0.0734003,0.0152576,0.0196468,0.0245739,0.0546899,0.0398595,0.0316752,0.0587802,0.0655439,0.0409864,0.0251308,0.0301869,0.0147775,0.0340233,0.0191097,0.046452,0.0114288,0.0141809,0.0504005,0.0483484,0,0,0,0,0.0559487,0,0.0554333,0,0,0
30,0.028813,0.0590748,0,0,0,0,0,0,0,0,0,0,0,0,0.0251029,0,0.0224628,0.0461091,0,0.0105,0,0,0.0406724,0.0176297,0.0291186,0.0624892,0.0360159,0.0561828,0.0765284,0.0558836,0,0.0622665,0.0358224,0.0351158,0.0140162,0.0377069,0.0119198,0.0198309,0.0233794,0,0.024699,0.0500651,0.0457578,0,0,0.0113876,0,0,0.0326494,0.0726578,0.0150564,0.0199364,0.024817,0.055125,0.0406588,0.0311962,0.0588454,0.0652966,0.0403389,0.0252476,0.0299638,0.0146613,0.0340354,0.0198429,0.0457781,0.0111785,0.014709,0.0503005,0.048747,0,0,0,0,0,0,0.0579555,0,0,0
31,0.0289447,0.059062,0,0,0,0,0,0,0,0,0,0,0,0,0.0253279,0,0.0224077,0.0457013,0,0.0105642,0,0,0.0406852,0.0175168,0.0289837,0.0626586,0.0361429,0.0564057,0.076644,0.0558396,0,0.0624252,0.0358947,0.0352474,0.0138861,0.0375999,0.0118277,0.0199065,0.0235438,0,0.0246324,0.0496092,0.0456522,0,0,0.0113261,0,0,0.0326564,0.0724239,0.0150863,0.0205496,0.0248133,0.0550064,0.0405547,0.0311735,0.0589021,0.0653263,0.0403804,0.0251979,0.0298384,0.01456,0.0339923,0.0197119,0.045785,0.0112192,0.0146227,0.0503053,0.0487761,0,0,0,0,0,0,0.0581093,0,0,0
32,0.029205,0.0592079,0,0,0,0,0,0,0,0,0,0,0,0,0.0263847,0,0.0236866,0.0488659,0,0.0106074,0,0,0.0405129,0.0236524,0.0279337,0.0632986,0.0359051,0.0580254,0.0787242,0.0577096,0.0204305,0.0589623,0.032261,0.031004,0.0143054,0.0377932,0.0119532,0.0196247,0.025195,0,0.0245052,0.0489087,0.0456412,0,0,0.0111242,0,0,0.032575,0.0732632,0.0150655,0.0203447,0.0248556,0.0549555,0.0399743,0.0318145,0.0587938,0.0655089,0.0412505,0.0250964,0.0298207,0.0145089,0.034114,0.0180538,0.0462569,0.011451,0.0141914,0.0504013,0.0484214,0,0,0,0,0.0545014,0,0.0554711,0,0,0
33,0.0293012,0.059272,0,0,0,0,0,0,0,0,0,0,0,0,0.0278077,0,0.0256006,0.0487779,0,0.0106695,0,0,0.0403503,0.0263795,0.0277911,0.0629478,0.0355893,0.0578587,0.0784259,0.0577764,0.0200643,0.0585666,0.0316665,0.0299918,0.013205,0.0378032,0.0118552,0.0195402,0.0177395,0,0.0268976,0.0499663,0.0457209,0,0,0.0110866,0,0,0.0326093,0.0742683,0.0146184,0.0197606,0.0212909,0.0551244,0.0399012,0.0331009,0.0576693,0.0650457,0.0410341,0.0272041,0.0294487,0.016264,0.0349929,0.0267906,0.0463398,0.0114931,0.0141718,0.0505284,0.0481699,0,0,0,0,0.0536164,0,0.0559249,0,0,0
34,0.0293678,0.059221,0,0,0,0,0,0,0,0,0,0,0,0,0.0262439,0,0.0234977,0.0487882,0,0.0105846,0,0,0.0403434,0.0234952,0.0276167,0.0634052,0.0359516,0.0581601,0.0786338,0.0577242,0.0203284,0.0587481,0.0323441,0.03108,0.0144697,0.0375896,0.0117571,0.0197359,0.0255447,0,0.0247147,0.0503048,0.0455852,0,0,0.0111852,0,0,0.0327176,0.0729055,0.0149091,0.0200869,0.0248404,0.0550424,0.0399137,0.0319438,0.0588048,0.0654811,0.0413162,0.0252395,0.0292387,0.0143687,0.0344332,0.0176908,0.0462213,0.0114704,0.014238,0.0505044,0.0484074,0,0,0,0,0.0544098,0,0.05544,0,0,0
35,0.0294561,0.0591851,0,0,0,0,0,0,0,0,0,0,0,0,0.0263763,0,0.0234583,0.0486685,0,0.0105882,0,0,0.0403237,0.0234595,0.0275609,0.0636557,0.0359448,0.0582807,0.078743,0.0577358,0.0202067,0.0587098,0.0323561,0.0311736,0.0143632,0.0375195,0.0116942,0.019787,0.0258973,0,0.0246544,0.0503777,0.045557,0,0,0.011194,0,0,0.0328313,0.0726088,0.0147966,0.0211465,0.0248507,0.054964,0.0397472,0.0318742,0.0587979,0.065457,0.0413009,0.0253899,0.0290843,0.014354,0.0344119,0.0173487,0.0462375,0.0114745,0.014132,0.0504908,0.0484664,0,0,0,0,0.0549769,0,0.0555358,0,0,0
36,0.0301387,0.0586674,0,0,0,0,0,0,0,0,0,0,0,0,0.0278647,0,0.0226651,0.048054,0,0.00746288,0,0,0.0303022,0.0218747,0.0277513,0.0641807,0.0306967,0.0591723,0.0792078,0.0578103,0,0.0584196,0.032235,0.0311972,0.0120481,0.0376806,0,0.0229907,0.0254868,0,0.0245459,0.0515399,0.045332,0,0,0.0114159,0,0,0.0329751,0.0717595,0.0149553,0.0205033,0.0245689,0.0546686,0.0389627,0.0317364,0.0589598,0.0655623,0.0411374,0.0253072,0.028919,0.0142841,0.0342427,0.0178226,0.0458261,0.0112501,0.0141849,0.0500342,0.0487645,0,0,0,0,0.0559882,0,0.0558873,0,0,0
37,0.0296343,0.0591373,0,0,0,0,0,0,0,0,0,0,0,0,0.0279061,0,0.0226619,0.0479215,0,0.0112725,0,0,0.0401917,0.0217653,0.0277287,0.0638008,0.035911,0.0590894,0.0792345,0.0577298,0,0.0585906,0.0323066,0.0311031,0.0120197,0.0373258,0.0125214,0.018754,0.0258054,0,0.0246284,0.0517481,0.0454495,0,0,0.01108,0,0,0.0329793,0.0715764,0.0147997,0.0197765,0.0245836,0.0544229,0.0393597,0.0317738,0.0587504,0.0654825,0.0411695,0.0254341,0.0288826,0.0142846,0.0342869,0.0175323,0.0463339,0.0113527,0.0140653,0.050521,0.0484383,0,0,0,0,0.0565012,0,0.055858,0,0,0
38,0.030103,0.0585504,0,0,0,0,0,0,0,0,0,0,0,0,0.0268557,0,0.0232345,0.0479213,0,0.00757161,0,0,0.0301961,0.0231859,0.0271722,0.0639441,0.03008,0.0584253,0.0790626,0.0577666,0.0191246,0.0590475,0.0323346,0.0309305,0.0138656,0.0374891,0,0.022834,0.0264864,0,0.0247594,0.0507067,0.045453,0,0,0.0113704,0,0,0.0330439,0.071704,0.014578,0.0202405,0.0246474,0.0549227,0.0392198,0.0319768,0.0583002,0.0653824,0.0413548,0.0256053,0.0289043,0.0142906,0.0344203,0.0168934,0.0455775,0.0111544,0.0143347,0.050026,0.0486875,0,0,0,0,0.0565148,0,0.0555657,0,0,0
39,0.0301764,0.0585298,0,0,0,0,0,0,0,0,0,0,0,0,0.0268333,0,0.0232116,0.0477366,0,0.00758725,0,0,0.0300855,0.0230854,0.0271089,0.0640781,0.0302496,0.0585082,0.0791746,0.0577147,0.0193066,0.059233,0.0322752,0.0309772,0.0136843,0.0373954,0,0.0227646,0.0266843,0,0.0247828,0.0506845,0.0453847,0,0,0.0112894,0,0,0.0329861,0.0713719,0.0145027,0.0217214,0.024556,0.0546986,0.0390284,0.0318903,0.0580429,0.0653582,0.0413947,0.0256964,0.0289008,0.0142975,0.0344781,0.0167112,0.0457004,0.0113374,0.014283,0.0500217,0.0487375,0,0,0,0,0.0559764,0,0.0557595,0,0,0
40,0.0296716,0.0590037,0,0,0,0,0,0,0,0,0,0,0,0,0.026849,0,0.0232178,0.0477619,0,0.0114029,0,0,0.0397097,0.02296,0.027085,0.0638284,0.0360617,0.0584514,0.0792619,0.0577313,0.0198753,0.0594366,0.0322468,0.0312409,0.0136139,0.036929,0.0123913,0.0185624,0.0269054,0,0.0248339,0.0508811,0.0454615,0,0,0.0109025,0,0,0.0328854,0.0711635,0.0143424,0.0226644,0.0245465,0.0543574,0.0393167,0.0317744,0.0578951,0.0652621,0.0413872,0.0258207,0.0287965,0.0143124,0.0345613,0.0164987,0.0463502,0.0116603,0.0139951,0.0504764,0.0484833,0,0,0,0,0.0550904,0,0.0560001,0,0,0
41,0.0299817,0.0589876,0,0,0,0,0,0,0,0,0,0,0,0,0.0264847,0,0.0209632,0.0487169,0,0.0111525,0,0,0.0397282,0.0219464,0.0244483,0.0645531,0.0362779,0.0575537,0.0803453,0,0,0.0586049,0,0.0328953,0.0138312,0.0370653,0.0122559,0.0187657,0.0266272,0,0.0247027,0.0533931,0.0452477,0,0,0.0106478,0,0,0.0327713,0.0705097,0.0146616,0.0232974,0.0241203,0.0535173,0.0383244,0.0315591,0.0580422,0.0654598,0.0414198,0.0257173,0.028711,0.0142757,0.0344377,0.0168484,0.0469602,0.011977,0.0134472,0.0503683,0.0484553,0,0,0,0,0.0547989,0,0.055983,0,0,0
42,0.0297472,0.0589097,0,0,0,0,0,0,0,0,0,0,0,0,0.0273101,0,0.0231529,0.0483012,0,0.0111308,0,0,0.0397535,0.0228171,0.0268474,0.0639866,0.0356832,0.0574653,0.0792673,0.0578974,0.0203019,0.0594459,0.0322589,0.0312211,0.0130479,0.0368542,0.012162,0.0188201,0.0274789,0,0.0249151,0.0513211,0.0454627,0,0,0.0108334,0,0,0.0329065,0.0712579,0.0141337,0.0234198,0.0246445,0.0542938,0.0391633,0.031679,0.0577356,0.0651234,0.0413283,0.02598,0.02868,0.0143328,0.0346987,0.0159668,0.0465268,0.0117011,0.0139334,0.0502743,0.0484599,0,0,0,0,0.0547408,0,0.0562032,0,0,0
43,0.0302063,0.0590325,0,0,0,0,0,0,0,0,0,0,0,0,0.0290037,0,0.0211134,0.0505603,0,0.0110048,0,0,0.0396857,0.024377,0.0230499,0.0649934,0.0360453,0.0576905,0.0820139,0,0,0.0566102,0.0297091,0.030722,0.0118109,0.037093,0.012122,0.0188523,0.027603,0,0.0246925,0.0539135,0.0452204,0,0,0.0106643,0,0,0.0327785,0.0708585,0.0146845,0.0239374,0.0241774,0.0529722,0.0375891,0.031774,0.0580327,0.065516,0.0416711,0.0257469,0.0286577,0.0142661,0.0344889,0.0159572,0.0475388,0.0121484,0.0132094,0.0503558,0.0481764,0,0,0,0,0.0524339,0,0.0548858,0,0,0
44,0.0298092,0.058821,0,0,0,0,0,0,0,0,0,0,0,0,0.0269781,0,0.0229529,0.0480173,0,0.0110927,0,0,0.0396822,0.022804,0.0264967,0.0638677,0.03563,0.0575925,0.0794686,0.0580162,0.0190305,0.0591366,0.0322391,0.0310922,0.0132362,0.0368228,0.0120711,0.018867,0.0281111,0,0.0249835,0.0513675,0.0454515,0,0,0.0107824,0,0,0.0328836,0.0711423,0.0141095,0.0238566,0.0247387,0.0539446,0.0389217,0.0316694,0.0576657,0.0650459,0.0414034,0.0261059,0.0285419,0.0143158,0.0347933,0.0153969,0.0465924,0.0116235,0.0140142,0.0503336,0.0483241,0,0,0,0,0.0548444,0,0.0562696,0,0,0
45,0.0300636,0.0587986,0,0,0,0,0,0,0,0,0,0,0,0,0.0278948,0,0.0217377,0.0485848,0,0.0109771,0,0,0.0396856,0.0246353,0.0230161,0.0642146,0.0358135,0.0580198,0.0810154,0,0.0289942,0.0580708,0.031162,0.0320869,0.0137661,0.0370516,0.0121274,0.0188856,0.0283369,0,0.0248702,0.0522769,0.0453469,0,0,0.0107081,0,0,0.0326463,0.0708334,0.0143441,0.0240818,0.0245398,0.0531283,0.0381519,0.0316877,0.0577067,0.0651761,0.0415718,0.0260734,0.0284615,0.0142704,0.0347778,0.0152663,0.0470389,0.0117324,0.013692,0.0503948,0.048102,0,0,0,0,0.0549494,0,0.0555431,0,0,0
46,0.0297752,0.0582066,0,0,0,0,0,0,0,0,0,0,0,0,0.0296946,0,0.0214824,0.0442071,0,0.0109975,0,0,0.0399124,0.0217618,0.0246699,0.0635559,0.0355466,0.0562335,0.0790983,0,0.072391,0.0620262,0.034366,0.0355262,0.012542,0.0361556,0.0119183,0.0193547,0.0273309,0,0.0251228,0.0512813,0.045779,0,0,0.0118548,0,0,0.0217117,0.0698212,0.0141493,0.0239415,0.0247531,0.0535855,0.0364091,0.0309983,0.0577354,0.0647805,0.0404945,0.0263021,0.02823,0.014206,0.0349973,0.0161251,0.0465858,0,0.0143508,0.0499401,0.0486216,0,0,0,0,0.0585258,0,0.0583498,0,0,0
47,0.0296383,0.058053,0,0,0,0,0,0,0,0,0,0,0,0,0.0301961,0,0.0216023,0.0428722,0,0.0110346,0,0,0.0400328,0.0207879,0.025816,0.0631157,0.0355051,0.0552696,0.0781768,0,0.0905675,0.0636006,0.0356091,0.0368607,0.0124186,0.0360277,0.0120167,0.0194288,0.0271101,0,0.0252599,0.0507944,0.0457857,0,0,0.0121141,0,0,0.0217769,0.0694768,0.0140747,0.0245555,0.0248187,0.0536574,0.0368114,0.0307084,0.0576801,0.0646185,0.0400973,0.0263984,0.0281174,0.0141795,0.0351554,0.0163163,0.0461139,0,0.0146123,0.0497883,0.0487489,0,0,0,0,0.0598301,0,0.059662,0,0,0
48,0.0298261,0.0580741,0,0,0,0,0,0,0,0,0,0,0,0,0.0297124,0,0.0214834,0.0442774,0,0.0109859,0,0,0.0400385,0.0217724,0.0246943,0.0634275,0.035233,0.0559307,0.0790918,0,0.0721134,0.0619335,0.0343585,0.0356159,0.0127199,0.0362032,0.0121125,0.0193935,0.027826,0,0.0252539,0.0511198,0.0457348,0,0,0.011844,0,0,0.0216329,0.0698615,0.0142632,0.0247436,0.0247573,0.0532921,0.036193,0.0309984,0.0576019,0.0647789,0.0405795,0.0263927,0.0281056,0.0141699,0.0351994,0.0156426,0.0464013,0,0.0142669,0.049737,0.0485045,0,0,0,0,0.0581903,0,0.0583518,0,0,0
49,0.030202,0.0585718,0,0,0,0,0,0,0,0,0,0,0,0,0.0282031,0,0.0217172,0.0482779,0,0.0106288,0,0,0.0398669,0.0246432,0.0229295,0.0639473,0.0355921,0.0579889,0.0810775,0,0.0289611,0.0580427,0.0311776,0.0324276,0.0137066,0.0370826,0.0119727,0.0194501,0.0291947,0,0.0251589,0.052278,0.0452095,0,0,0.0109554,0,0,0.0324547,0.0707903,0.0146575,0.0249413,0.0245361,0.0524262,0.0378975,0.0316817,0.0574806,0.0651566,0.0417243,0.0263328,0.0281706,0.0141694,0.0351522,0.0144412,0.0467573,0.0120003,0.0130032,0.0501996,0.047776,0,0,0,0,0.0542587,0,0.0557318,0,0,0
50,0.0301544,0.0584423,0,0,0,0,0,0,0,0,0,0,0,0,0.0256939,0,0.0203814,0.046048,0,0.0105754,0,0,0.0399526,0.0206797,0.0237885,0.0637613,0.0361047,0.0570942,0.0793912,0,0,0.0603713,0.033832,0.0356104,0.0149331,0.036972,0.0118364,0.0196845,0.0284952,0,0.025073,0.0532833,0.045053,0,0,0.0110261,0,0,0.0325957,0.070147,0.0149935,0.0254378,0.0243506,0.0522969,0.0380609,0.0311736,0.0576,0.0651537,0.0412332,0.0263795,0.0280721,0.0141462,0.0351286,0.0148803,0.0465901,0.0117416,0.0133559,0.0500543,0.048039,0,0,0,0,0,0,0.0581675,0,0,0
51,0.0300736,0.0584007,0,0,0,0,0,0,0,0,0,0,0,0,0.0270124,0,0.0230429,0.0474142,0,0.0105405,0,0,0.0399717,0.0229644,0.0262393,0.0634384,0.0356905,0.0600617,0.0792853,0.0578011,0.0194022,0.0592238,0.0323884,0.0316804,0.0132741,0.0369809,0.0119235,0.0194321,0.0295199,0,0.0252487,0.0516493,0.0451898,0,0,0.0110842,0,0,0.0325839,0.0711587,0.0149096,0.025295,0.0246039,0.0528988,0.0383482,0.031574,0.0573553,0.0650878,0.0415293,0.0265899,0.0280175,0.0141599,0.0353638,0.0138822,0.0463714,0.0115229,0.0137231,0.0500214,0.0478986,0,0,0,0,0.0548203,0,0.0576682,0,0,0
52,0.030186,0.0583743,0,0,0,0,0,0,0,0,0,0,0,0,0.0281493,0,0.0224086,0.0471484,0,0.010449,0,0,0.0400206,0.0212551,0.0267924,0.0635759,0.0359417,0.0596259,0.0795069,0.0575295,0,0.0590814,0.0324322,0.0317578,0.0110825,0.037135,0.0119064,0.019543,0.0290803,0,0.0251805,0.0523904,0.0450348,0,0,0.010985,0,0,0.0324585,0.070692,0.0153483,0.0258809,0.0243661,0.0524391,0.0378519,0.0313016,0.0574992,0.0652042,0.0413125,0.0265525,0.0279028,0.0140791,0.0353286,0.0141771,0.0465297,0.0115853,0.013564,0.0500192,0.0479016,0,0,0,0,0.0550269,0,0.0582934,0,0,0
53,0.0300494,0.0583419,0,0,0,0,0,0,0,0,0,0,0,0,0.0272507,0,0.0230877,0.0474157,0,0.0104888,0,0,0.0399827,0.0227671,0.0264513,0.0631915,0.0356768,0.0577111,0.0792201,0.0575328,0.0197445,0.0592102,0.0323161,0.031817,0.012843,0.0371522,0.0118754,0.0195132,0.0296427,0,0.0253223,0.0511233,0.0451221,0,0,0.0111902,0,0,0.032585,0.0711933,0.0154069,0.0260401,0.0244643,0.0529188,0.038143,0.0315203,0.0573624,0.0651845,0.0415085,0.0267639,0.0278405,0.0140595,0.0354739,0.0136448,0.0463561,0.0114779,0.0135872,0.0500075,0.0478245,0,0,0,0,0.0555572,0,0.05743,0,0,0
54,0.0298542,0.058176,0,0,0,0,0,0,0,0,0,0,0,0,0.0246846,0,0.0253817,0.0430357,0,0.0102846,0,0,0.0402335,0.0238867,0.0294914,0.0628638,0.0366243,0.0558378,0.0751138,0.0558634,0.0208232,0.0613565,0.0343117,0.0325884,0.0159778,0.0367759,0.01175,0.0199961,0.0281254,0,0.0250115,0.0539375,0.0448497,0,0,0.0115767,0,0,0.0328845,0.0695241,0.0162007,0.0262536,0.0238298,0.0529996,0.0385188,0.030565,0.0577456,0.0653997,0.0409117,0.0265891,0.0277163,0.0139738,0.0353266,0.0149051,0.0459777,0.011303,0.0137937,0.0496769,0.0485285,0,0,0,0,0.0582638,0,0,0,0,0
55,0.0299017,0.0581499,0,0,0,0,0,0,0,0,0,0,0,0,0.0245101,0,0.0254222,0.0432512,0,0.0101935,0,0,0.0402842,0.0240619,0.0295461,0.0626625,0.0368709,0.0568882,0.0748962,0.0558448,0.021448,0.0613072,0.0343395,0.0326707,0.0162202,0.0367214,0.0117505,0.0200608,0.0280926,0,0.0250223,0.0540705,0.0447696,0,0,0.011588,0,0,0.0326602,0.0693867,0.0165435,0.0259115,0.0236992,0.0530791,0.0384004,0.0305547,0.0578614,0.0655087,0.0410761,0.026551,0.0275249,0.0139255,0.0352458,0.0149124,0.0459645,0.0111849,0.0139867,0.0496413,0.0484912,0,0,0,0,0.0575448,0,0,0,0,0
56,0.0300514,0.0580911,0,0,0,0,0,0,0,0,0,0,0,0,0.0260259,0,0.0247018,0.0425731,0,0.010074,0,0,0.0403394,0.0219191,0.0300086,0.0626845,0.0374366,0.0573091,0.0749377,0.0556242,0,0.0614316,0.0345793,0.0329929,0.0135645,0.0368031,0.0117103,0.0202599,0.0274646,0,0.0248895,0.0553825,0.0445469,0,0,0.0114817,0,0,0.0324491,0.0686676,0.0171805,0.0255998,0.0234041,0.0526223,0.0378927,0.0302837,0.0582335,0.0657503,0.0408646,0.0265077,0.0272603,0.0138387,0.034936,0.0155137,0.0460306,0.0113176,0.0138798,0.0496098,0.0485398,0,0,0,0,0.0571774,0,0,0,0,0
57,0.0301985,0.0582457,0,0,0,0,0,0,0,0,0,0,0,0,0.028098,0,0.022805,0.0470009,0,0.0101244,0,0,0.0401588,0.0217173,0.0274204,0.062594,0.036882,0.0591272,0.0788036,0.0571926,0,0.0590562,0.0323687,0.0318234,0.0110934,0.0371106,0.0117926,0.0199078,0.0293007,0,0.0251454,0.0521626,0.0447037,0,0,0.0113577,0,0,0.0323114,0.0705136,0.017162,0.0253919,0.0237569,0.0527058,0.0374539,0.0313842,0.058047,0.0658025,0.0416196,0.0268352,0.0271808,0.0138395,0.0350215,0.0140266,0.0463445,0.0115947,0.0134868,0.0499158,0.0477727,0,0,0,0,0.054738,0,0.0572278,0,0,0
58,0.0301795,0.058244,0,0,0,0,0,0,0,0,0,0,0,0,0.0285208,0,0.0227589,0.0469918,0,0.0099462,0,0,0.0402236,0.0217026,0.0274294,0.0624849,0.0372337,0.059023,0.0788023,0.0571626,0,0.0591208,0.0324379,0.0318996,0.0105677,0.0371329,0.0117471,0.0200537,0.0294419,0,0.0250001,0.0519507,0.044591,0,0,0.0113883,0,0,0.0322373,0.0705962,0.0176622,0.0250374,0.0237836,0.0527969,0.0373541,0.0314904,0.0582597,0.0659469,0.0415287,0.0268657,0.0271283,0.0137875,0.0349742,0.0140057,0.0463517,0.0116218,0.0133569,0.0499506,0.0477633,0,0,0,0,0.0548578,0,0.0571012,0,0,0
59,0.0299685,0.0576768,0,0,0,0,0,0,0,0,0,0,0,0,0.0243694,0,0.0257199,0.0433543,0,0.00989776,0,0,0.0404657,0.0245929,0.0301759,0.062236,0.0379842,0.0560506,0.0742972,0.0556414,0.020304,0.0613558,0.0345146,0.0326082,0.0160508,0.0362416,0.0115696,0.020661,0.0282321,0,0.0247437,0.0535559,0.0447189,0,0,0.0123506,0,0,0.0213493,0.0696793,0.018563,0.0250827,0.0234551,0.0537146,0.0355696,0.0308784,0.0586553,0.0661848,0.0409939,0.0266966,0.0270603,0.0137379,0.0348221,0.0150819,0.0461095,0,0.0138547,0.0493136,0.0487934,0,0,0,0,0.0570077,0,0,0,0,0
60,0.0299921,0.0580471,0,0,0,0,0,0,0,0,0,0,0,0,0.0262801,0,0.0249594,0.0429536,0,0.00961178,0,0,0.0405466,0.0224224,0.0306,0.0621121,0.0389512,0.0565512,0.0744402,0.0554366,0,0.0612434,0.0347727,0.0329138,0.0129808,0.0366785,0.0116641,0.0207216,0.0273339,0,0.024647,0.0545165,0.0441105,0,0,0.0118782,0,0,0.0323662,0.0693482,0.0194151,0.0247515,0.0231911,0.0532413,0.0377075,0.030863,0.0591029,0.0664753,0.040727,0.0264463,0.0268965,0.0135857,0.0346663,0.0159675,0.0458401,0.0116248,0.0131927,0.0497765,0.048579,0,0,0,0,0.0572379,0,0,0,0,0
61,0.0299765,0.0580385,0,0,0,0,0,0,0,0,0,0,0,0,0.0264804,0,0.0249812,0.0430537,0,0.00962489,0,0,0.0404846,0.0224941,0.0306328,0.0620821,0.0392247,0.0559129,0.0744429,0.0554037,0,0.0612142,0.0348366,0.0329658,0.0127028,0.0365919,0.0115127,0.0208677,0.0268704,0,0.0245884,0.0541299,0.0439913,0,0,0.0121141,0,0,0.0326481,0.0697371,0.0200148,0.0246963,0.0230055,0.0534665,0.0376258,0.0311629,0.0594379,0.0666663,0.0406655,0.0262347,0.026669,0.0134183,0.0345092,0.0164417,0.0457966,0.0117028,0.0130113,0.0498377,0.0486337,0,0,0,0,0.0572301,0,0,0,0,0
62,0.030018,0.0575794,0,0,0,0,0,0,0,0,0,0,0,0,0.0244245,0,0.025967,0.0437901,0,0.00980518,0,0,0.0405289,0.0251683,0.0305635,0.0620781,0.0389222,0.0550335,0.0740765,0.0555578,0.0200634,0.0611999,0.0346851,0.0325719,0.0158553,0.0360515,0.0114915,0.0209627,0.0271936,0,0.0243882,0.0527443,0.0442842,0,0,0.0126703,0,0,0.0212935,0.0705766,0.0203613,0.02363,0.0230086,0.0543979,0.0354856,0.0316842,0.0598086,0.066804,0.0407165,0.0261687,0.0263192,0.0131887,0.0343274,0.0162131,0.0458102,0,0.0137916,0.0494465,0.0490093,0,0,0,0,0.056988,0,0,0,0,0
63,0.0299404,0.0579335,0,0,0,0,0,0,0,0,0,0,0,0,0.0245358,0,0.0261063,0.0439325,0,0.00949871,0,0,0.0405713,0.0254117,0.0308512,0.0617862,0.0395392,0.0551113,0.0738233,0.0554848,0.020017,0.0613503,0.0347225,0.032531,0.0156917,0.0364939,0.0115269,0.0210582,0.0267299,0,0.0242199,0.0525259,0.0437934,0,0,0.0121402,0,0,0.0321952,0.0708759,0.020764,0.0228851,0.0227715,0.0545232,0.0380762,0.032023,0.0603045,0.0669944,0.040596,0.0261142,0.025848,0.0128965,0.0340166,0.0167039,0.0451036,0.0114518,0.0132758,0.0498349,0.0489124,0,0,0,0,0.0570502,0,0,0,0,0
64,0.0300946,0.0581048,0,0,0,0,0,0,0,0,0,0,0,0,0.0276128,0,0.0240864,0.0484877,0,0.00954498,0,0,0.0403949,0.0243232,0.0280536,0.0618565,0.0392746,0.0574876,0.0778026,0.0569845,0.0194277,0.0592041,0.0326179,0.0317209,0.0118785,0.0366838,0.0115126,0.0209163,0.0279462,0,0.0241394,0.0493791,0.0438314,0,0,0.0121213,0,0,0.0319092,0.0726944,0.0208337,0.0220157,0.0227806,0.054675,0.0376114,0.0334665,0.060727,0.067201,0.0409812,0.0259263,0.0255367,0.0125872,0.0336985,0.0157398,0.045545,0.0114807,0.0131332,0.0502228,0.048282,0,0,0,0,0.0550285,0,0.0560541,0,0,0
65,0.0298911,0.0579182,0,0,0,0,0,0,0,0,0,0,0,0,0.0256535,0,0.0233538,0.0463429,0,0.00952323,0,0,0.0405685,0.0200767,0.0286537,0.0610835,0.0397265,0.0552305,0.075722,0.0552593,0.0203372,0.0626342,0.0361617,0.0358317,0.0133115,0.0364069,0.0115113,0.0212316,0.0270894,0,0.0239611,0.0484294,0.0437706,0,0,0.0124771,0,0,0.0320359,0.072436,0.0208542,0.0206006,0.0229408,0.0553126,0.0383479,0.0334825,0.0611716,0.0671551,0.0401145,0.0257292,0.0250326,0.0122687,0.0333788,0.0167078,0.0448925,0.0112526,0.0135762,0.0501319,0.0487449,0,0,0,0,0,0,0.0578363,0,0,0
66,0.0301849,0.0580916,0,0,0,0,0,0,0,0,0,0,0,0,0.0303497,0,0.0230637,0.0488198,0,0.00937356,0,0,0.0406129,0.0223901,0.028044,0.0619984,0.040137,0.0577663,0.0781285,0.0569882,0,0.0589224,0.032693,0.0322261,0.00860806,0.0368076,0.011643,0.0212512,0.0269025,0,0.023502,0.0500673,0.0434437,0,0,0.0123703,0,0,0.0318921,0.0724727,0.0213998,0.0200228,0.0223964,0.0547445,0.037013,0.0340457,0.0618623,0.067704,0.0402853,0.0253124,0.024653,0.0119818,0.0328626,0.0173777,0.045734,0.0115622,0.0130544,0.0499364,0.048623,0,0,0,0,0.0551919,0,0.0558183,0,0,0
