Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LELB,LFHD,LFIN,LFRM,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,LEAR,LTIB,FTL,LGTR,,LILC,x77
443,0,0.0587745,0,0,0,0,0,0,0,0,0,0,0,0,0.0219527,0,0.0253443,0.0467565,0,0.0131377,0,0,0.0397159,0.0243263,0.0289324,0.061743,0.0472563,0.0524778,0.0764281,0.0536935,0.0239168,0.067812,0,0.0310179,0.0204798,0.0417291,0.0126201,0.0196423,0.0321144,0,0.0225941,0.0397462,0.038026,0,0,0.0196603,0,0,0.0135721,0.0705218,0.0254604,0.0244712,0.0232327,0,0.0233683,0.0365045,0.0638763,0.0695829,0.0450846,0.0265772,0.0267288,0.0131337,0.0365292,0.0201627,0.0602067,0,0.0225683,0.0486819,0.052371,0,0,0,0,0.0642977,0,0.0575972,0,0.0197863,0
444,0.0303755,0.0581652,0,0,0,0,0,0,0,0,0,0,0,0,0.0224604,0,0.0247578,0.04844,0,0.0162257,0,0,0.0413276,0.024964,0.0277856,0.0573885,0.0520429,0.0534522,0.077299,0.0546632,0.024464,0.0667397,0,0.0313706,0.0204624,0.0384776,0.0124859,0.0218559,0.0316471,0,0.0229596,0.0418349,0.040621,0,0,0.018983,0,0,0.0138468,0.0701974,0.0240603,0.0215373,0.0242538,0.0618938,0.0215891,0.0349294,0.0627959,0.06861,0.0438814,0.0274423,0.0271264,0.0136635,0.0373658,0.0201077,0.0597829,0,0.0221384,0.0498898,0.0515967,0,0,0,0,0.0634238,0,0.0578864,0,0.01901,0
445,0.029007,0.0590497,0,0,0,0,0,0,0,0,0,0,0,0,0.0228358,0,0.0248721,0.0462577,0,0.0140842,0,0,0.0402526,0.0237578,0.0285935,0.0617525,0.0463488,0.052466,0.076489,0.0538273,0.0233302,0.0676404,0,0.030875,0.0197966,0.0395469,0.0123829,0.0201492,0.0321051,0,0.022538,0.0401348,0.0425911,0,0,0.0191486,0,0,0.0147766,0.0694878,0.0254004,0.0244564,0.023273,0,0.0216419,0.0364291,0.063773,0.0698777,0.0451431,0.0267782,0.0272328,0.0135584,0.0368282,0.0200234,0.060497,0,0.0211643,0.0483426,0.0507346,0,0,0,0,0.0641318,0,0.0577654,0,0.0198351,0
446,0,0.0570071,0,0,0,0,0,0,0,0,0,0,0,0,0.0236528,0,0.0241107,0.0479649,0,0.013832,0,0,0.0407334,0.0243253,0.0273569,0.0572088,0.0506135,0.0534889,0.0774073,0.0549027,0.0237675,0.0665049,0,0.0312472,0.0195073,0.040511,0.0123287,0.0215515,0.0315772,0,0.0231793,0.0423951,0.0386785,0,0,0.019271,0,0,0.0158872,0.069275,0.0235068,0.0207244,0.0247011,0.0621843,0.0240597,0.0343923,0.0624257,0.0684867,0.043803,0.0278233,0.0275838,0.0142031,0.037882,0.0198774,0.0587413,0,0.0207079,0.0488697,0.0533029,0,0,0,0,0.0631657,0,0.0581907,0,0.01917,0
447,0,0.0565786,0,0,0,0,0,0,0,0,0,0,0,0,0.0240521,0,0.0239077,0.0477532,0,0.0142388,0,0,0.0406163,0.0240346,0.0271845,0.0570566,0.0503727,0.0533801,0.0773001,0.0550452,0.023521,0.0663989,0,0.0311889,0.0193116,0.0401823,0.0122907,0.0214626,0.0314304,0,0.0231999,0.0426219,0.0381945,0,0,0.0185999,0,0,0.0159635,0.0687901,0.0235904,0.0205539,0.0247305,0.061822,0.024588,0.0342984,0.0623042,0.0685576,0.0440147,0.0278567,0.0277753,0.0143222,0.0379814,0.0199892,0.0585227,0,0.0208928,0.0484135,0.0532528,0,0,0,0,0.0629267,0,0.0582295,0,0.0192528,0
448,0,0.0563722,0,0,0,0,0,0,0,0,0,0,0,0,0.0244933,0,0.0236803,0.0473447,0,0.0143804,0,0,0.0405465,0.0236324,0.0270443,0.0570493,0.0498578,0.0533592,0.0772618,0.0551426,0.0232069,0.0664132,0,0.0310868,0.0190773,0.0398528,0.0122843,0.0213565,0.0312344,0,0.0232049,0.0428271,0.0381178,0,0,0.0179266,0,0,0.0160664,0.0682037,0.0238968,0.0204897,0.0246394,0.0610132,0.0251773,0.034376,0.0623362,0.0687494,0.044359,0.0277929,0.0278241,0.0143299,0.0379102,0.0202273,0.0581203,0,0.020847,0.0480931,0.0530615,0,0,0,0,0.0627462,0,0.0582296,0,0.0193526,0
449,0.0300131,0.0569718,0,0,0,0,0,0,0,0,0,0,0,0,0.0249726,0,0.0233664,0.046869,0,0.0160289,0,0,0.041226,0.0232768,0.0269359,0.0574165,0.0495338,0.0533036,0.0772851,0.0552163,0.0229046,0.0663712,0,0.0310084,0.0187506,0.0374212,0.0123235,0.0219475,0.0312097,0,0.0231849,0.0428896,0.0414178,0,0,0.0178657,0,0,0.0171201,0.0676922,0.0238248,0.0206658,0.0243713,0.0609772,0.0237161,0.0346406,0.0624211,0.0690579,0.0449074,0.027617,0.0276988,0.0142118,0.0376757,0.0203455,0.0583128,0,0.0187622,0.0480864,0.0511802,0,0,0,0,0.0626414,0,0.0581194,0,0.0194394,0
450,0.029801,0.0583914,0,0,0,0,0,0,0,0,0,0,0,0,0.0253982,0,0.0230417,0.0465406,0,0.0161451,0,0,0.041353,0.0231684,0.0266175,0.0580138,0.0491373,0.053538,0.0774088,0.0554963,0.0227276,0.0660734,0,0.0310274,0.0186457,0.0369921,0.0123003,0.0220099,0.0311314,0,0.0233234,0.0431169,0.0423866,0,0,0.0178362,0,0,0.0255427,0.0671754,0.0225279,0.0204487,0.0240614,0.060874,0.0391175,0.0349451,0.0625311,0.0693291,0.0452823,0.0273633,0.0275059,0.013922,0.0372807,0.0205152,0.0521962,0.00849892,0.0165372,0.0489511,0.049888,0,0,0,0,0.0623612,0,0.0579407,0,0.0198212,0
451,0.0297622,0.0584275,0,0,0,0,0,0,0,0,0,0,0,0,0.0259806,0,0.0228005,0.0463217,0,0.0162094,0,0,0.0413633,0.0228488,0.0263768,0.0582423,0.0486402,0.0535897,0.0772673,0.0556114,0.0225952,0.0659683,0,0.0309468,0.01838,0.0366631,0.0122889,0.0219805,0.0311571,0,0.0235128,0.0432763,0.0426662,0,0,0.0178675,0,0,0.0258164,0.066776,0.0204786,0.0204981,0.0237353,0.0607586,0.0397449,0.0352758,0.0626429,0.0695315,0.0455296,0.0270938,0.0272665,0.0134953,0.0368577,0.0205675,0.0517358,0.00881092,0.0162755,0.0488227,0.0496559,0,0,0,0,0.062202,0,0.0577875,0,0.0200171,0
452,0.0282456,0.0585302,0,0,0,0,0,0,0,0,0,0,0,0,0.0266485,0,0.0225124,0.0461688,0,0.0160117,0,0,0.0410663,0.0226609,0.0260949,0.0582233,0.0479932,0.0537486,0.077256,0.0557763,0.0224339,0.0658556,0,0.0309599,0.0181267,0.0364859,0.0122038,0.0218131,0.0310194,0,0.0234871,0.0434873,0.0425894,0,0,0.0174679,0,0,0.0261135,0.0662984,0.0180044,0.0207675,0.0234321,0.0605647,0.0404652,0.0355296,0.0627894,0.0697126,0.0456263,0.0269181,0.0270022,0.0132126,0.0365169,0.020496,0.0513972,0.00885094,0.0164829,0.0488185,0.0494539,0,0,0,0,0.0620842,0,0.0576429,0,0.0203054,0
453,0.0274535,0.0586049,0,0,0,0,0,0,0,0,0,0,0,0,0.0272587,0,0.0222291,0.0459915,0,0.0157611,0,0,0.0407821,0.0224995,0.0258072,0.0580733,0.047264,0.0538945,0.0774412,0.0559706,0.0222598,0.06572,0,0.0310492,0.0179267,0.0363329,0.01215,0.0215587,0.0305453,0,0.0232634,0.0438032,0.042595,0,0,0.01688,0,0,0.0263378,0.065737,0.0155327,0.0214284,0.0233356,0.0604481,0.041062,0.0355803,0.0628783,0.069861,0.0456009,0.0269268,0.0268803,0.0133522,0.0363529,0.0203117,0.0511772,0.00882977,0.0167698,0.0488258,0.0491627,0,0,0,0,0.0619882,0,0.0575054,0,0.0203272,0
454,0.0273708,0.0586914,0,0,0,0,0,0,0,0,0,0,0,0,0.0278365,0,0.0219937,0.0457262,0,0.0154725,0,0,0.0405659,0.0222133,0.0255426,0.0580371,0.0464478,0.0539951,0.0776667,0.0562509,0.0220517,0.0656405,0,0.0310663,0.0177346,0.0362389,0.0121383,0.0212346,0.0299206,0,0.0230245,0.0443148,0.0428282,0,0,0.0162698,0,0,0.0265399,0.0650832,0.0137025,0.0221787,0.0236553,0.0604416,0.0415299,0.0353478,0.0628114,0.0698777,0.0454285,0.027224,0.027109,0.0137528,0.0365224,0.0202407,0.0510022,0.00881856,0.0170432,0.0488543,0.04881,0,0,0,0,0.0618904,0,0.0573904,0,0.0197238,0
455,0.0274233,0.0587846,0,0,0,0,0,0,0,0,0,0,0,0,0.0284812,0,0.0217342,0.0455806,0,0.0151152,0,0,0.0403585,0.0218749,0.0253061,0.0579288,0.0455772,0.0541085,0.0777238,0.0565542,0.0217994,0.0655794,0,0.0308818,0.0175491,0.0361599,0.0121204,0.020895,0.0294607,0,0.0230521,0.0448999,0.0431362,0,0,0.0157878,0,0,0.0267093,0.0645095,0.0126166,0.0227728,0.0243601,0.0604513,0.0418783,0.034737,0.0623735,0.069622,0.0451335,0.0277794,0.0274946,0.0143703,0.0371313,0.0202537,0.050844,0.00883657,0.0172443,0.0488993,0.0484606,0,0,0,0,0.0617935,0,0.057396,0,0.0193616,0
456,0.0273271,0.0588949,0,0,0,0,0,0,0,0,0,0,0,0,0.0291734,0,0.021469,0.0455168,0,0.0146896,0,0,0.0401111,0.0216023,0.0250566,0.0577513,0.0446961,0.0542687,0.077895,0.0568441,0.0217724,0.0654868,0,0.0306952,0.0174065,0.0361171,0.0121035,0.0205286,0.0291816,0,0.0232435,0.0454884,0.0434513,0,0,0.0155421,0,0,0.0268385,0.0641448,0.0122214,0.023105,0.0252637,0.0605258,0.0421225,0.0338967,0.0616321,0.0690299,0.044944,0.0282177,0.0279885,0.0150119,0.0375299,0.0203618,0.0507404,0.00893557,0.0173109,0.0489228,0.0482144,0,0,0,0,0.0616784,0,0.0576352,0,0.0190732,0
457,0.0275423,0.0589633,0,0,0,0,0,0,0,0,0,0,0,0,0.0299458,0,0.0212094,0.0454228,0,0.0143092,0,0,0.0398806,0.0213628,0.0248033,0.0575602,0.0438532,0.0544375,0.0781403,0.0571227,0.0217605,0.0654092,0,0.030663,0.0173024,0.0360916,0.0121,0.0201637,0.028978,0,0.0234326,0.0459293,0.0438164,0,0,0.0153096,0,0,0.0269209,0.0639027,0.0125078,0.0231811,0.0260323,0.0604669,0.04226,0.0333215,0.0610169,0.0683024,0.0447028,0.0282997,0.0281804,0.0150749,0.037517,0.0206479,0.0507584,0.00903844,0.0173796,0.0488987,0.0481028,0,0,0,0,0.0615811,0,0.0579813,0,0.018647,0
458,0.0283003,0.0588954,0,0,0,0,0,0,0,0,0,0,0,0,0.0307326,0,0.0209266,0.0453435,0,0.0140129,0,0,0.0397638,0.0210829,0.0246509,0.0574497,0.0431351,0.0546523,0.0784311,0.0573474,0.0216247,0.0654163,0,0.0306528,0.0172302,0.0360253,0.012057,0.0199085,0.0287586,0,0.0234947,0.0461538,0.0441881,0,0,0.015114,0,0,0.0269297,0.0638577,0.0131372,0.0228885,0.0265071,0.0602212,0.0422893,0.033139,0.0608351,0.0676722,0.0444536,0.0281666,0.0279988,0.0147649,0.0373456,0.021007,0.0506548,0.00909172,0.0174176,0.0488954,0.0481159,0,0,0,0,0.0615775,0,0.0580022,0,0.018385,0
459,0.0288201,0.058712,0,0,0,0,0,0,0,0,0,0,0,0,0.0315822,0,0.0205578,0.0452511,0,0.0137719,0,0,0.0397154,0.0207088,0.0245249,0.0575095,0.0425291,0.0549102,0.0786412,0.0575325,0.0214277,0.0654865,0,0.0305467,0.0170889,0.0359604,0.0119774,0.019733,0.0283156,0,0.0236015,0.0462059,0.0443986,0,0,0.0149238,0,0,0.0271436,0.064497,0.013915,0.0221704,0.0267964,0.0597917,0.042288,0.0333293,0.0610206,0.0672057,0.0441223,0.0279231,0.0275444,0.014628,0.0370223,0.0213642,0.0505105,0.00900741,0.0177267,0.0489353,0.0482765,0,0,0,0,0.0616423,0,0.057526,0,0.0182738,0
460,0.0290982,0.0586051,0,0,0,0,0,0,0,0,0,0,0,0,0.0324653,0,0.020204,0.04512,0,0.0135141,0,0,0.0396917,0.0204617,0.0243188,0.0577269,0.0419561,0.0550666,0.0789068,0.057859,0.0211606,0.0655805,0,0.0304413,0.0170002,0.0359535,0.0119183,0.0196169,0.0276302,0,0.0236057,0.0462818,0.0445479,0,0,0.0147876,0,0,0.027556,0.0656971,0.0148051,0.0212296,0.0268693,0.059192,0.0422345,0.0338,0.0612872,0.066876,0.043824,0.0276306,0.0269781,0.0143131,0.036584,0.0216509,0.0503,0.00891429,0.0180856,0.048916,0.0483953,0,0,0,0,0.061737,0,0.0571398,0,0.01816,0
461,0.0294649,0.0585096,0,0,0,0,0,0,0,0,0,0,0,0,0.0333581,0,0.0199217,0.0449161,0,0.0132751,0,0,0.0396612,0.020382,0.0239759,0.0579875,0.0414245,0.0551584,0.0790652,0.0583749,0.020752,0.0656595,0,0.0301658,0.0170758,0.0359718,0.0118801,0.0195332,0.0269227,0,0.0235232,0.0465006,0.044709,0,0,0.0146694,0,0,0.0278759,0.0672474,0.0156731,0.0204278,0.0267559,0.0584789,0.042156,0.0343397,0.0615282,0.0666565,0.0436245,0.0273268,0.0264233,0.013836,0.0359816,0.0218304,0.0500936,0.00882833,0.0183551,0.0488248,0.0484097,0,0,0,0,0.0618399,0,0.0568018,0,0.0180523,0
462,0.02993,0.0583886,0,0,0,0,0,0,0,0,0,0,0,0,0.0342009,0,0.0195694,0.0447207,0,0.0131618,0,0,0.0396127,0.0202286,0.0236721,0.0581995,0.0410235,0.0555246,0.0792495,0.0588612,0.0201006,0.0657987,0,0.0297487,0.0172542,0.0359473,0.0117719,0.0195139,0.0261404,0,0.0235313,0.0465209,0.044874,0,0,0.014611,0,0,0.0282945,0.0684418,0.0163641,0.019804,0.0266326,0.057817,0.0420646,0.035,0.0616834,0.0665075,0.0434605,0.0270415,0.0259493,0.0134496,0.0353269,0.0220228,0.0498528,0.00883131,0.0185517,0.0486968,0.0485835,0,0,0,0,0.0620055,0,0.0566161,0,0.0179253,0
463,0.0303843,0.0582611,0,0,0,0,0,0,0,0,0,0,0,0,0.0349591,0,0.0191996,0.0445457,0,0.0131415,0,0,0.0396554,0.019935,0.0235029,0.0583222,0.0407548,0.0557345,0.0794474,0.0592454,0.0191102,0.0659511,0,0.0293852,0.0175286,0.0359099,0.0117237,0.019545,0.0251549,0,0.0234956,0.0463714,0.0449979,0,0,0.0145106,0,0,0.0285198,0.0690916,0.0167803,0.0193993,0.0266532,0.0573583,0.0419598,0.0357496,0.061745,0.066422,0.0432523,0.0267534,0.0255961,0.0133024,0.034945,0.0223109,0.049597,0.00879874,0.0187188,0.048533,0.0487827,0,0,0,0,0.062165,0,0.056445,0,0.0177669,0
464,0.0306518,0.0582137,0,0,0,0,0,0,0,0,0,0,0,0,0.0355894,0,0.0188828,0.0443786,0,0.0131848,0,0,0.0396992,0.0196204,0.0234334,0.0583779,0.0406069,0.0556417,0.0796169,0.0595342,0.0181143,0.0660476,0,0.0291221,0.0179916,0.0358625,0.0116845,0.0196244,0.0238472,0,0.0235387,0.0461892,0.0451409,0,0,0.0143767,0,0,0.0285989,0.0693633,0.0167796,0.0193338,0.0266356,0.0570893,0.0418497,0.035988,0.0617742,0.06643,0.0429846,0.0265197,0.0254484,0.0134327,0.0345963,0.022808,0.0493735,0.00870379,0.01888,0.048399,0.0490227,0,0,0,0,0.0622183,0,0.0561032,0,0.0176333,0
465,0.030628,0.0582356,0,0,0,0,0,0,0,0,0,0,0,0,0.0359946,0,0.0185403,0.0441694,0,0.0132246,0,0,0.0396865,0.0194343,0.023351,0.058387,0.0406055,0.0553939,0.079777,0.0598237,0.0172838,0.0660401,0,0.0289653,0.0186697,0.0358273,0.011666,0.0196894,0.0224549,0,0.0237103,0.0460332,0.0452512,0,0,0.0142113,0,0,0.0287337,0.0694825,0.0163341,0.019568,0.0265464,0.0569975,0.0417204,0.035903,0.0617959,0.0665622,0.0427264,0.0264723,0.0256231,0.0136787,0.0343231,0.0234493,0.0492538,0.00858596,0.0190894,0.0482838,0.0492094,0,0,0,0,0.062128,0,0.0556299,0,0.0174098,0
466,0.0306158,0.0582503,0,0,0,0,0,0,0,0,0,0,0,0,0.0360614,0,0.0181875,0.0438382,0,0.0132172,0,0,0.0396536,0.0193826,0.0231885,0.0584189,0.0407548,0.0553467,0.0799995,0.0601811,0.0164694,0.0658988,0,0.0288665,0.0196872,0.0357541,0.0116466,0.0197885,0.0211723,0,0.0240648,0.0459674,0.0452533,0,0,0.0141054,0,0,0.0287803,0.0693637,0.0158066,0.0200343,0.0265251,0.0570517,0.0415108,0.0358462,0.0617621,0.0667149,0.0424342,0.0266322,0.0258883,0.0139295,0.0342133,0.0242378,0.0489451,0.00843377,0.0193156,0.04816,0.0493247,0,0,0,0,0.0618912,0,0.0551963,0,0.0170808,0
467,0.0306006,0.0582159,0,0,0,0,0,0,0,0,0,0,0,0,0.035675,0,0.0179583,0.04351,0,0.013222,0,0,0.0396106,0.0194181,0.0229506,0.0585538,0.0408262,0.0554741,0.080349,0.0606207,0.0157023,0.0657039,0,0.0287565,0.0210964,0.0356408,0.0116147,0.0199096,0.0201652,0,0.0244639,0.0459323,0.0451339,0,0,0.0141079,0,0,0.0289827,0.0689737,0.0153999,0.0204466,0.0265487,0.0575124,0.0414042,0.0354426,0.0616219,0.0667692,0.0421278,0.0269242,0.0260533,0.0141651,0.0344201,0.0248426,0.0486434,0.00832864,0.0195765,0.0481019,0.0494031,0,0,0,0,0.0615886,0,0.0549312,0,0.0169187,0
468,0.0304877,0.0581137,0,0,0,0,0,0,0,0,0,0,0,0,0.0349213,0,0.0178602,0.0431638,0,0.0132469,0,0,0.0395251,0.019607,0.022603,0.0587417,0.0408195,0.0557183,0.0808524,0.0611184,0.0152355,0.0654136,0,0.0286118,0.0227617,0.0355086,0.0115993,0.0200016,0.0195149,0,0.0247589,0.0459,0.0450614,0,0,0.0140824,0,0,0.0290531,0.068446,0.0151319,0.0204932,0.0266512,0.0585716,0.0415202,0.0346671,0.0612665,0.0665604,0.0419162,0.027308,0.02621,0.0144419,0.0349328,0.0250583,0.0483323,0.00822111,0.0197908,0.0480595,0.0495248,0,0,0,0,0.0612543,0,0.0549168,0,0.0168576,0
469,0.0303366,0.0579647,0,0,0,0,0,0,0,0,0,0,0,0,0.0337332,0,0.0178748,0.042641,0,0.0133461,0,0,0.0394328,0.0200446,0.0221985,0.0587744,0.0407831,0.0561486,0.081485,0.0616822,0.0151053,0.0650899,0,0.0283867,0.0247186,0.0353403,0.0116405,0.0200045,0.0189736,0,0.0248398,0.0459645,0.0451067,0,0,0.0138442,0,0,0.0289447,0.0678665,0.0152143,0.0204722,0.0268137,0.0593108,0.0419254,0.0339354,0.0609291,0.0662754,0.0417128,0.0275666,0.0262975,0.0146836,0.0353139,0.0251697,0.0480228,0.00806136,0.0200228,0.0481162,0.0496041,0,0,0,0,0.0609432,0,0.0551253,0,0.0167502,0
470,0.030202,0.0577806,0,0,0,0,0,0,0,0,0,0,0,0,0.0320961,0,0.0178669,0.0418567,0,0.013488,0,0,0.0394239,0.0208214,0.0217954,0.0591647,0.04073,0.0568611,0.0822291,0.0622773,0.0153223,0.0647723,0,0.0281356,0.0270952,0.0351319,0.0117548,0.019947,0.0185916,0,0.0249446,0.046205,0.045197,0,0,0.0136325,0,0,0.0288252,0.0675731,0.0155872,0.0204649,0.0270199,0.0595278,0.0424963,0.0335755,0.0606983,0.0660495,0.0415044,0.0276452,0.0263129,0.0147157,0.0355819,0.0253444,0.0476993,0.00793935,0.0202407,0.0482471,0.0495954,0,0,0,0,0.060591,0,0.0553349,0,0.0166549,0
471,0.0301197,0.0575779,0,0,0,0,0,0,0,0,0,0,0,0,0.0300742,0,0.0177952,0.0408209,0,0.013519,0,0,0.0394008,0.0217979,0.0214623,0.059889,0.0406444,0.0577187,0.0830976,0.0628452,0.0154181,0.0645178,0,0.0277737,0.0298752,0.0349171,0.0118308,0.0199041,0.0183785,0,0.0250555,0.0466323,0.0453598,0,0,0.0136326,0,0,0.0289129,0.0675695,0.016066,0.0204518,0.0271295,0.0594932,0.0432266,0.0333506,0.0605885,0.0659069,0.0414175,0.0276289,0.0262899,0.014695,0.0359261,0.0255137,0.0472939,0.00792491,0.0204781,0.0484245,0.0493686,0,0,0,0,0.0602824,0,0.0553683,0,0.0166487,0
472,0.030138,0.0575388,0,0,0,0,0,0,0,0,0,0,0,0,0.0280039,0,0.0176461,0.0398313,0,0.0134007,0,0,0.0393118,0.02349,0.0205653,0.0613757,0.0406739,0.0591872,0.0846827,0.0639922,0.0157544,0.0635918,0,0.0278196,0.0335564,0.0348768,0.0118285,0.0199093,0.0181081,0,0.0253346,0.0476068,0.0453452,0,0,0.0136161,0,0,0.0289273,0.0676593,0.0162288,0.0194507,0.0275137,0.058705,0.043285,0.0327172,0.0603932,0.0655072,0.0410217,0.0278387,0.0262303,0.0148142,0.0363145,0.0256491,0.0471847,0.00802259,0.020372,0.04865,0.0490972,0,0,0,0,0.0594307,0,0.0553199,0,0,0
473,0.0291182,0.0574582,0,0,0,0,0,0,0,0,0,0,0,0,0.0275161,0,0.0167932,0.0380277,0,0.013407,0,0,0.0393724,0.0241588,0.0218992,0.0611694,0.0399679,0.0596659,0.0862751,0.0642611,0.0145552,0.0634223,0,0.026754,0.0336939,0.0344035,0.0117795,0.0199123,0.0179483,0,0.0253492,0.0471511,0.0457335,0,0,0.0141154,0,0,0.0292301,0.0673908,0.0168949,0.0205797,0.0274337,0.0595043,0.0454982,0.0329354,0.0607402,0.06561,0.0411797,0.0276977,0.0259449,0.0146716,0.0358798,0.0258432,0.0458602,0.00771072,0.0214282,0.0491099,0.0492645,0,0,0,0,0.0593694,0,0.0556834,0,0.016322,0
474,0.0275308,0.0577794,0,0,0,0,0,0,0,0,0,0,0,0,0.0256519,0,0.0169213,0.036822,0,0.0132147,0,0,0.0393818,0.025824,0.0212724,0.0622613,0.0396362,0.0612096,0.0878434,0.0654661,0.0154874,0.0624912,0,0.0269031,0.0380213,0.0344296,0.011821,0.0198769,0.0174031,0,0.0254477,0.0482894,0.0453968,0,0,0.0142316,0,0,0.0295928,0.0672361,0.0170638,0.0198649,0.0277704,0.0586666,0.0457645,0.0326697,0.060763,0.0652355,0.0408329,0.027926,0.0256527,0.0146671,0.0352017,0.0263918,0.0454391,0.00780436,0.0215799,0.0495805,0.0493504,0,0,0,0,0.0585663,0,0.0558372,0,0,0
475,0.0267772,0.0579192,0,0,0,0,0,0,0,0,0,0,0,0,0.0238754,0,0.0173915,0.0358625,0,0.013217,0,0,0.0394187,0.0266958,0.0220316,0.0621302,0.038797,0.0615234,0.0883035,0.0655126,0.0149597,0.0628697,0,0.0261735,0.0420505,0.0341974,0.0117474,0.0197835,0.0172127,0,0.0254086,0.048001,0.0457967,0,0,0.0148283,0,0,0.0301329,0.067169,0.0175081,0.020607,0.0275358,0.0585913,0.0476234,0.0330598,0.0610363,0.0653708,0.0412021,0.0278618,0.0255123,0.0145283,0.0347645,0.0265818,0.0443845,0.00761277,0.0224146,0.0499545,0.0491981,0,0,0,0,0.0590378,0,0.056144,0,0.0170205,0
476,0.0267311,0.0579863,0,0,0,0,0,0,0,0,0,0,0,0,0.0225644,0,0.0181099,0.0350046,0,0.0132444,0,0,0.0394733,0.0282384,0.0218684,0.0624232,0.0384624,0.0622476,0.0891904,0.0660355,0.0149573,0.0626579,0,0.0259231,0.0467629,0.0341009,0.011784,0.0197223,0.0168187,0,0.0255452,0.0484309,0.046195,0,0,0.0151259,0,0,0.0305013,0.0670706,0.0176508,0.0205513,0.0275575,0.0583274,0.0486193,0.0331089,0.0610938,0.0653033,0.0411452,0.0279483,0.0254437,0.0145717,0.03484,0.0268855,0.043844,0.00764068,0.0228026,0.0500882,0.0488126,0,0,0,0,0.059023,0,0.0563625,0,0.0174781,0
477,0.0268484,0.0580631,0,0,0,0,0,0,0,0,0,0,0,0,0.0221106,0,0.0190706,0.0342497,0,0.0132455,0,0,0.0395526,0.0301555,0.021863,0.0625941,0.0381846,0.0628971,0.089888,0.0664226,0.0148807,0.0624387,0,0.0256503,0.0517727,0.0340733,0.011788,0.0197101,0.0163583,0,0.025699,0.0489328,0.0465581,0,0,0.0154633,0,0,0.0307515,0.0668454,0.0178189,0.0205252,0.0275723,0.0582531,0.0495593,0.0331762,0.061118,0.0652747,0.0411049,0.0279646,0.0253691,0.0146064,0.0348797,0.0272134,0.0433417,0.00756054,0.0230113,0.05015,0.0483965,0,0,0,0,0.0590195,0,0.0566551,0,0.0180014,0
478,0.0269432,0.0582012,0,0,0,0,0,0,0,0,0,0,0,0,0.0228336,0,0.0201305,0.0336159,0,0.0132065,0,0,0.0396211,0.032213,0.0220399,0.0627296,0.0379205,0.0635067,0.0903878,0.0667152,0.0150753,0.0622945,0,0.0252623,0.0563948,0.034078,0.0117647,0.0197162,0.0158808,0,0.0257916,0.0494162,0.0467717,0,0,0.0157824,0,0,0.0309778,0.0666048,0.0178813,0.0204881,0.0275465,0.0580727,0.0503066,0.0330234,0.0610886,0.065214,0.0410896,0.0280305,0.025427,0.014629,0.0348934,0.0275764,0.0429281,0.00756646,0.0230595,0.0502193,0.0482004,0,0,0,0,0.0591452,0,0.0569476,0,0.0185119,0
479,0.0270505,0.0582792,0,0,0,0,0,0,0,0,0,0,0,0,0.0243575,0,0.0213507,0.0330405,0,0.0131566,0,0,0.0396446,0.0340977,0.0221927,0.0628648,0.0376665,0.0640721,0.0907292,0.0668711,0.0149879,0.062298,0,0.0246779,0.060287,0.0341477,0.0117559,0.0196609,0.0153591,0,0.0257931,0.0499685,0.0469159,0,0,0.016038,0,0,0.0311655,0.0662692,0.0180419,0.0206822,0.0274885,0.057843,0.0509204,0.0328575,0.061118,0.0652201,0.0410383,0.0280408,0.0254386,0.0146106,0.0348153,0.0281023,0.0426145,0.00763528,0.0229767,0.0502852,0.048141,0,0,0,0,0.0595528,0,0.0572369,0,0.0189657,0
480,0.0272013,0.058362,0,0,0,0,0,0,0,0,0,0,0,0,0.0270288,0,0.0233333,0.0328686,0,0.0131343,0,0,0.0396165,0.0359416,0.021206,0.0632149,0.0372874,0.064258,0.0899137,0.0665987,0.0152699,0.0631061,0,0.0237441,0.0664958,0.0343797,0.0117849,0.0194621,0.0149415,0,0.0257936,0.0508426,0.0469099,0,0,0.015987,0,0,0.0313597,0.065873,0.0181979,0.0206804,0.0273574,0.0577971,0.0509528,0.0324252,0.0611191,0.0652586,0.0411364,0.0280321,0.0254584,0.0146351,0.0348005,0.0285735,0.0426101,0.00762027,0.0226776,0.0503042,0.0477829,0,0,0,0,0.060532,0,0.0578136,0,0.0199649,0
