Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,,LILC,LTHII
135,0.029745,0.0548919,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276779,0,0.0229144,0.0567446,0,0,0.0111425,0,0,0.0411932,0,0.0346082,0.0314216,0.0474082,0.0416707,0.0605279,0.0759924,0.0603284,0.0629546,0.0369015,0.0332981,0.0149647,0.0370813,0.0115759,0.0201476,0.0246957,0,0.027411,0.0494606,0.042695,0,0,0.00985142,0,0,0.0327189,0,0.0233527,0,0.0266899,0.063011,0.0372877,0.0285264,0.05666,0.0611538,0.0392299,0.0284623,0.0246317,0.0131245,0.0368891,0.0281414,0.0463226,0.00916234,0.0162869,0.0465302,0.0517817,0,0,0,0,0.0691542,0.0554802
136,0.029663,0.0545882,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0266358,0,0.0223323,0.0539957,0,0,0.0113333,0,0,0.0407925,0,0.0282033,0.0355176,0.0471249,0.041689,0.0571455,0.0780655,0,0.0669874,0.0410826,0.0362272,0.0150113,0.0370284,0.0118727,0.0208107,0.0236271,0,0.0274527,0.047408,0.042869,0,0,0.00994831,0,0,0.0327139,0,0.0230429,0,0.0270199,0.0633315,0.0375358,0.0284111,0.0566977,0.0609992,0.0388317,0.0290615,0.0241577,0.013247,0.0374653,0.029368,0.0460852,0.00924241,0.016613,0.0460346,0.0523196,0,0,0,0,0.0660444,0.0520746
137,0.0300428,0.0545729,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028146,0,0.0225644,0.0567262,0,0,0.0110592,0,0,0.0414023,0,0.0343692,0.0314895,0.0477811,0.0426985,0.0607689,0.075935,0.0601018,0.0628754,0.0367884,0.0331488,0.0139893,0.0369987,0.0114347,0.0209057,0.0246395,0,0.0281382,0.0487446,0.0422259,0,0,0.00974115,0,0,0.0327545,0,0.0216567,0.0215332,0.0280605,0.0611475,0.0359468,0.0279457,0.0559491,0.0602536,0.0387001,0.0299701,0.0249114,0.014163,0.0383437,0.0273041,0.0466333,0.00943574,0.0158608,0.0461386,0.0524888,0,0,0,0,0.0711073,0.0555728
138,0.0300351,0.0545234,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028198,0,0.0224231,0.0560812,0,0,0.0110818,0,0,0.0414139,0,0.0343934,0.0314845,0.0477764,0.0429607,0.060424,0.0754941,0.0592527,0.063128,0.0369953,0.0333127,0.0140161,0.0368808,0.0114267,0.0209322,0.0247415,0,0.0281345,0.0489048,0.0422481,0,0,0.0096513,0,0,0.0327854,0,0.0217232,0.0190584,0.0277656,0.0610205,0.0357688,0.028485,0.0560193,0.060805,0.039584,0.0300219,0.0250557,0.0143389,0.0383749,0.0271494,0.04673,0.00940127,0.0158625,0.0459983,0.0525481,0,0,0,0,0.0706832,0.0555979
139,0.0301383,0.0546037,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327426,0,0.0209193,0.0542325,0,0,0.0110798,0,0,0.0408506,0,0.0411308,0.0309336,0.0484669,0.0429989,0.0611808,0.0746531,0.0559164,0.0613267,0.0337161,0.0289351,0.017776,0.037322,0.0118705,0.0211039,0.0273753,0,0.025513,0.0551972,0.0423298,0,0,0.00924229,0,0,0.0325282,0.0749065,0.0231184,0.0230813,0.0245239,0.0599092,0.0341696,0.030404,0.0608418,0.0642301,0.0407005,0.0273171,0.0259289,0.0132197,0.0364876,0.0236645,0.0478117,0.009712,0.0154259,0.0458557,0.0518808,0,0,0,0,0.0716319,0
140,0.0301665,0.0546336,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294442,0,0.023058,0.0530481,0,0,0.0107584,0,0,0.0414722,0,0.0346451,0.0322889,0.04723,0.0428776,0.0592486,0.0755398,0.0595347,0.0638125,0.0374061,0.0337544,0.0126559,0.0370194,0.0113852,0.0206704,0.0270774,0,0.0255455,0.0531173,0.0422354,0,0,0.00897283,0,0,0.032784,0.072749,0.0231663,0.0248014,0.0247196,0.0596841,0.0344984,0.0308915,0.0607921,0.0645219,0.0411813,0.027568,0.0257504,0.0133646,0.0366322,0.0242671,0.0472638,0.00942013,0.0155958,0.0460049,0.0518734,0,0,0,0,0.0694571,0.0557087
141,0.0301936,0.0546338,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288875,0,0.022385,0.0548032,0,0,0.0107095,0,0,0.0413032,0,0.0369753,0.0293945,0.0486253,0.0429183,0.0614195,0.0721083,0.0579468,0.0617153,0.0354651,0.0332891,0.0140902,0.0371279,0.0116611,0.0209101,0.0273008,0,0.0255431,0.0555149,0.0421348,0,0,0.00867346,0,0,0.0325775,0.0715409,0.0227883,0.0251005,0.0246863,0.0595525,0.0337094,0.0302953,0.0603014,0.0647815,0.0419713,0.0277903,0.0261602,0.0137059,0.0370016,0.0235932,0.0473343,0.00952878,0.0155855,0.045626,0.0520988,0,0,0,0,0.0715788,0
142,0.0303084,0.0543141,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290686,0,0.0222885,0.054839,0,0,0.010731,0,0,0.0413825,0,0.0371055,0.0293805,0.0485254,0.0429858,0.061386,0.0716106,0.0580671,0.0618179,0.0354609,0.033306,0.0138199,0.0370114,0.0116207,0.0210634,0.0270861,0,0.0256298,0.055667,0.0422351,0,0,0.00866111,0,0,0.032591,0.0712541,0.0226948,0.025075,0.0245752,0.0593469,0.0337415,0.0304429,0.0603058,0.0650662,0.0424354,0.027873,0.0263753,0.0138146,0.0371509,0.0237488,0.0470425,0.0094059,0.0156615,0.0452832,0.0522174,0,0,0,0,0.0715184,0
143,0.0302697,0.0541809,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312143,0,0.0213713,0.0497021,0,0,0.0110417,0,0,0.0410938,0,0.0306672,0.036476,0.0471723,0.0429239,0.0558192,0.0772392,0,0.0678585,0.0408054,0.0350594,0.0129897,0.0368083,0.0118921,0.021409,0.0263014,0,0.0261394,0.0514479,0.0424369,0,0,0.00871584,0,0,0.0326191,0.0716897,0.0223093,0.0250582,0.0250548,0.0598808,0.034466,0.0309879,0.0608447,0.0648608,0.0414365,0.0280494,0.026392,0.013815,0.0371115,0.0246449,0.0462941,0.00936315,0.0162277,0.0448626,0.0525958,0,0,0,0,0.0665723,0.0527474
144,0.0303876,0.054648,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309422,0,0.0222269,0.0528152,0,0,0.01063,0,0,0.0416872,0,0.0346826,0.0321815,0.0471488,0.0426699,0.0588486,0.0739997,0.0600223,0.0644055,0.0375472,0.0337582,0.0114576,0.0367434,0.0113056,0.0206324,0.0270814,0,0.0257433,0.0533306,0.0423122,0,0,0.00852551,0,0,0.0327878,0.0718444,0.0215138,0.0249554,0.0246329,0.0592199,0.0338258,0.0316295,0.0612174,0.0656312,0.0425371,0.027834,0.0265712,0.0136362,0.0368404,0.0241321,0.046584,0.00931681,0.0156658,0.0451009,0.0520937,0,0,0,0,0.0694067,0.0565321
145,0.0304779,0.0546234,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312188,0,0.0219841,0.0531441,0,0,0.0106028,0,0,0.0418012,0,0.0351259,0.0318041,0.0469887,0.0425954,0.0588252,0.0732337,0.0604498,0.0643848,0.0373685,0.033689,0.0114742,0.0366442,0.0112212,0.020515,0.0269935,0,0.025984,0.0534235,0.0423221,0,0,0.00840043,0,0,0.0328175,0.071514,0.0199892,0.0253405,0.0242809,0.0590181,0.0337197,0.0320822,0.0616942,0.0660246,0.0429283,0.0277711,0.0262793,0.0133131,0.0365765,0.0244016,0.0465352,0.0093093,0.015598,0.0449254,0.0520995,0,0,0,0,0.0693525,0.0570032
146,0.030568,0.0545686,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0316446,0,0.0217726,0.0532166,0,0,0.0105431,0,0,0.0418061,0,0.0354986,0.0316499,0.0468703,0.0424257,0.0588666,0.0726315,0.0614214,0.0644031,0.0371758,0.0335274,0.0113419,0.0366334,0.0111682,0.0204487,0.0263293,0,0.0260465,0.0535267,0.0423713,0,0,0.00821456,0,0,0.0328608,0.0712297,0.0184367,0.0256573,0.0237895,0.0588647,0.0335179,0.0325722,0.0623406,0.0663825,0.0433227,0.0277185,0.0259803,0.0131035,0.0366419,0.0244865,0.0465284,0.00928727,0.0155647,0.0448294,0.052089,0,0,0,0,0.0691941,0.0574903
147,0.0307052,0.0544642,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319169,0,0.0215843,0.05289,0,0,0.0104626,0,0,0.0417461,0,0.0358432,0.0319868,0.0467429,0.0422108,0.0589349,0.0720753,0.0613448,0.064527,0.0370561,0.0334307,0.0113037,0.036649,0.0111358,0.0203803,0.0248801,0,0.0259591,0.0538007,0.0424486,0,0,0.00808123,0,0,0.0328782,0.0711493,0.0173502,0.0259246,0.02352,0.0587384,0.0333021,0.0330033,0.0629435,0.0666453,0.0435954,0.0277265,0.0259696,0.0131967,0.0365224,0.0245891,0.0465596,0.00925138,0.0155819,0.04477,0.0521037,0,0,0,0,0.0689139,0.0580471
148,0.030843,0.0543793,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321343,0,0.0214112,0.0525967,0,0,0.0104104,0,0,0.041685,0,0.0356033,0.0325512,0.0466315,0.0419538,0.0589172,0.0717364,0.0603584,0.0648278,0.0371495,0.0335063,0.0108905,0.0367509,0.0113243,0.0203334,0.0228789,0,0.0260627,0.0541084,0.0425614,0,0,0.00791319,0,0,0.0329395,0.0707863,0.0169523,0.0262524,0.023669,0.0586242,0.0329223,0.033313,0.0630466,0.0667239,0.0437385,0.0277574,0.0262861,0.0134946,0.0367721,0.0244164,0.046735,0.00915712,0.015616,0.0446879,0.05208,0,0,0,0,0.0686222,0.0581843
149,0.0310289,0.05431,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322349,0,0.021222,0.052475,0,0,0.0103464,0,0,0.0416261,0,0.0350984,0.0316912,0.0465148,0.0416999,0.0587077,0.071653,0.0601173,0.064973,0.0372925,0.0336345,0.0103579,0.0368252,0.0114653,0.0203725,0.0209608,0,0.0263041,0.0544543,0.0426668,0,0,0.00781241,0,0,0.0330052,0.0703892,0.0169722,0.0264817,0.0240976,0.058493,0.0325041,0.0335629,0.0629584,0.066738,0.0439979,0.0276931,0.0266276,0.0138729,0.0365458,0.0241548,0.0469903,0.00901806,0.0156956,0.0445735,0.0520348,0,0,0,0,0.0682901,0.0583613
150,0.0312384,0.0542145,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322385,0,0.0211257,0.0524421,0,0,0.010233,0,0,0.0414154,0,0.0347821,0.0313694,0.0464261,0.0414829,0.0585797,0.0715689,0.0606171,0.0650024,0.0372661,0.0335592,0.00984639,0.0368645,0.011482,0.0204627,0.0196826,0,0.0265237,0.0547968,0.042809,0,0,0.0078192,0,0,0.0330348,0.0701652,0.0169956,0.0265134,0.0244674,0.0583354,0.0320458,0.0338211,0.0628702,0.0667814,0.0444609,0.0275414,0.0270767,0.0142596,0.0361729,0.0240998,0.0473088,0.00877658,0.0159036,0.0444862,0.0520028,0,0,0,0,0.0680762,0.058411
151,0.0313961,0.0538653,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375323,0,0.020327,0.0518841,0,0,0.0103492,0,0,0.0407113,0,0.0404034,0.0327343,0.0469729,0.0413338,0.0580977,0.0728978,0.0594641,0.0648065,0.0355807,0.0288103,0.014475,0.0369501,0.0118612,0.0211521,0.0177735,0,0.0268896,0.0549166,0.0429783,0,0,0.00779762,0,0,0.0328437,0.0705603,0.0162247,0.0258058,0.0252728,0.0584695,0.0317479,0.0334766,0.0621199,0.0664765,0.0447667,0.0279904,0.0271714,0.0146849,0.0366619,0.0253008,0.0474743,0.00874701,0.0164636,0.044045,0.0524616,0,0,0,0,0.0676692,0.0572596
152,0.031628,0.0537081,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356419,0,0.0203573,0.0520102,0,0,0.0103481,0,0,0.0405692,0,0.0377278,0.0325309,0.0469473,0.0409981,0.0581327,0.0724491,0.0599219,0.0647286,0.0360095,0.0301812,0.0113535,0.0369645,0.0118384,0.0211998,0.0168721,0,0.0268726,0.054887,0.0429865,0,0,0.00766345,0,0,0.0328887,0.0701688,0.0157905,0.0254344,0.0251797,0.0582831,0.0312887,0.0336786,0.0621309,0.0666911,0.0451151,0.0278992,0.0274371,0.0149349,0.036676,0.0261404,0.047517,0.00866018,0.0165357,0.0440673,0.0525902,0,0,0,0,0.0674432,0.0575049
153,0.0318649,0.0536243,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336806,0,0.0208477,0.052095,0,0,0.0104717,0,0,0.0406738,0,0.0346511,0.0321612,0.0470016,0.0408992,0.0581382,0.0721349,0.059759,0.0646357,0.036596,0.0319065,0.00830266,0.037057,0.0118812,0.0211056,0.0161703,0,0.0267174,0.0547271,0.0429729,0,0,0.00754536,0,0,0.0329274,0.0697768,0.0153644,0.0253768,0.0250558,0.0582746,0.0308643,0.0336747,0.0621076,0.0667881,0.0452067,0.0278184,0.0275944,0.0150533,0.0366801,0.0270657,0.0477015,0.00857577,0.016676,0.0440834,0.0527798,0,0,0,0,0.067162,0.057686
154,0.0320321,0.0535791,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032042,0,0.0221014,0.0521055,0,0,0.0105468,0,0,0.040785,0,0.0317389,0.0317774,0.0470447,0.0407184,0.0583155,0.0717249,0.0602894,0.0644545,0.0372194,0.033708,0.00719588,0.0372166,0.0118592,0.0211382,0.0153837,0,0.0265845,0.0546007,0.0429786,0,0,0.00748124,0,0,0.0329829,0.0697815,0.0152258,0.0253827,0.0250562,0.0584517,0.030485,0.033412,0.0622356,0.0666595,0.0450874,0.0276919,0.0276965,0.0150658,0.0367003,0.0282492,0.0478963,0.00845279,0.0168853,0.0440605,0.052977,0,0,0,0,0.06688,0.0581086
155,0.0323118,0.0535429,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309163,0,0.0243332,0.0519893,0,0,0.0105253,0,0,0.0407817,0,0.0292116,0.0313517,0.0470494,0.0406335,0.0586297,0.0712735,0.0615315,0.0642987,0.0380394,0.035736,0.00988042,0.0372779,0.0118366,0.0211176,0.014691,0,0.0264472,0.0545221,0.0429791,0,0,0.00745885,0,0,0.0330011,0.0699525,0.0153791,0.0254142,0.0252311,0.0586171,0.0301231,0.0330797,0.0622377,0.0663949,0.0448279,0.0275349,0.0279097,0.0150375,0.0366288,0.0294292,0.0480442,0.00831962,0.0170452,0.0440428,0.0531703,0,0,0,0,0.0665746,0.0585265
156,0.0328084,0.0531263,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322388,0,0.0209232,0.0518007,0,0,0.0109755,0,0,0.0402791,0,0.0304084,0.0332298,0.0467582,0.0403246,0.0582377,0.0741572,0.0606066,0.064821,0.0371959,0.0325744,0.00795112,0.0374035,0.01213,0.0210072,0.0158147,0,0.0270541,0.0538891,0.0433725,0,0,0.00751937,0,0,0.0329767,0.0693854,0.0166575,0.025912,0.0243828,0.0589299,0.0297717,0.0336523,0.0632499,0.0664646,0.0442257,0.0265233,0.0290832,0.0152542,0.035496,0.0286664,0.0484634,0.00842423,0.016955,0.0437023,0.0532467,0,0,0,0,0.0664016,0.0567389
157,0.0329551,0.0530018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337398,0,0.0201165,0.0517616,0,0,0.0110618,0,0,0.0402919,0,0.0293873,0.0327448,0.0468878,0.0402686,0.0585603,0.0743954,0.0604312,0.0648788,0.0371526,0.0325841,0.00705144,0.0372476,0.0121633,0.0210295,0.0156575,0,0.0267973,0.0538307,0.0433893,0,0,0.00750456,0,0,0.0331856,0.0693897,0.0171157,0.0257073,0.0246745,0.0589531,0.0296223,0.0334719,0.0632716,0.0661519,0.0438667,0.0262663,0.0292184,0.0151226,0.0351302,0.0292305,0.0484103,0.00812535,0.0172721,0.0436462,0.0535621,0,0,0,0,0.0665437,0.0570144
158,0.0331536,0.0529749,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0392663,0,0.0205403,0.0519309,0,0,0.0106765,0,0,0.0408856,0,0.0285919,0.0311961,0.0473594,0.0405414,0.0597334,0.0740622,0.0597226,0.0639602,0.0360189,0.0321605,0.00624051,0.0370356,0.0118446,0.0209762,0.0138412,0,0.0256652,0.0540171,0.043063,0,0,0.00790067,0,0,0.0332748,0.0700277,0.0170174,0.0247008,0.025823,0.0584132,0.0295037,0.0328297,0.0621685,0.0655503,0.0437152,0.0268374,0.0277317,0.0144871,0.0354766,0.0320908,0.0481702,0.00800962,0.0175426,0.0437837,0.0540724,0,0,0,0,0.0671178,0.0577935
159,0.0335683,0.0528212,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0411614,0,0.0196237,0.0520094,0,0,0.010717,0,0,0.0409413,0,0.0293085,0.0307617,0.0478054,0.0406272,0.0604056,0.0742109,0.0594325,0.064019,0.0354082,0.0312688,0.00621373,0.0369421,0.0118057,0.0210224,0.0135311,0,0.025587,0.0537521,0.0431659,0,0,0.00811605,0,0,0.0333419,0.0704257,0.0175095,0.0239223,0.0257936,0.0579474,0.0291299,0.0330234,0.0620975,0.0651962,0.0432983,0.0266693,0.0273445,0.0141178,0.0348451,0.0328785,0.0482603,0.00811057,0.0175559,0.0437046,0.054402,0,0,0,0,0.0646972,0.0579713
160,0.0347019,0.0529811,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043184,0,0.0170042,0.0555747,0,0,0.010352,0,0,0.0408096,0,0.0309646,0.026655,0.0503649,0.0410821,0.0656988,0.0747201,0.0564058,0.0606719,0.0318878,0.029614,0.00796803,0.0374845,0.0118113,0.0209658,0.0126991,0,0.0261708,0.0542033,0.0431453,0,0,0.00851291,0,0,0.0327578,0.0714386,0.017488,0.0191531,0.0271617,0.0548231,0.0251777,0.0326745,0.0614916,0.0637502,0.0413348,0.0272442,0.0270234,0.0139106,0.0350161,0.0338405,0.0510553,0.0084124,0.016245,0.0433468,0.0543267,0,0,0,0,0,0.0611794
161,0.0355065,0.0530667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0517888,0,0.012958,0.0615814,0,0,0.0103328,0,0,0.0405831,0.06433,0.0276782,0.0214307,0.0499182,0.0404629,0.0718494,0.0779024,0.0550865,0.0591262,0.0301763,0.0301126,0.0185913,0.0375881,0.0117804,0.0207366,0.0140698,0,0.0262606,0.0494712,0.0437746,0,0,0.00890495,0,0,0.0325518,0.0736227,0.0181749,0.0171489,0.0277673,0.0531408,0.023908,0.0348364,0.0613108,0.0636949,0.0422336,0.0269269,0.0264705,0.0131413,0.0346303,0.0316546,0.0520761,0.00842696,0.0160177,0.0437788,0.0534506,0,0,0,0,0,0.0610343
162,0.0358365,0.0529161,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0543033,0,0.0123978,0.0599891,0,0,0.0102997,0,0,0.040584,0.0611089,0.0282607,0.0201978,0.0508563,0.0404913,0.0725697,0.0770296,0.0552552,0.0594328,0.0299514,0.0304578,0.020788,0.0374379,0.0117119,0.0208923,0.0138153,0,0.026094,0.0494103,0.0437647,0,0,0.00907112,0,0,0.0325347,0.0734306,0.0177855,0.0169536,0.0278328,0.0530039,0.0237883,0.034676,0.061072,0.063515,0.0416573,0.0267678,0.0260776,0.0129414,0.0344513,0.031242,0.0519792,0.00828974,0.0161878,0.0434496,0.0538758,0,0,0,0,0,0.0612888
163,0.0359387,0.0525388,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0560684,0,0.0126415,0.0577955,0,0,0.0104565,0,0,0.0406702,0.0603225,0.0281318,0.0208409,0.0504903,0.0405826,0.0719282,0.0769531,0.0562124,0.0606757,0.0304924,0.0310097,0.0225243,0.0370763,0.0116311,0.0211266,0.0131997,0,0.0259023,0.0496822,0.043678,0,0,0.00904962,0,0,0.0325442,0.0728492,0.017436,0.018186,0.0272998,0.0533609,0.0248848,0.0347043,0.0611181,0.063881,0.0417817,0.0263612,0.025733,0.0130355,0.0339943,0.0310219,0.0509142,0.0080683,0.0166066,0.0433691,0.0542,0,0,0,0,0.0227937,0.0605179
164,0.0362749,0.0521985,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0564515,0,0.0126029,0.0569316,0,0,0.0105356,0,0,0.0407258,0.0596845,0.0293555,0.0204616,0.0508936,0.040797,0.0727333,0.0773589,0.0558894,0.0605033,0.0298526,0.0308758,0.0230623,0.0369653,0.0116197,0.0212405,0.0122659,0,0.0259574,0.0506746,0.0437272,0,0,0.00936179,0,0,0.0324529,0.0726718,0.016817,0.0186469,0.0273283,0.0532658,0.0251037,0.0346388,0.060948,0.0639433,0.0414013,0.0262755,0.0257684,0.0133109,0.0337198,0.0313771,0.0505426,0.00802877,0.0166216,0.0432842,0.0544223,0,0,0,0,0.0204531,0.0607322
165,0.0365228,0.0518325,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0562544,0,0.0128093,0.0558737,0,0,0.0106719,0,0,0.0407396,0.0595657,0.0305603,0.0202702,0.0512172,0.0408305,0.073311,0.0777007,0.0555587,0.0604003,0.0293258,0.0307606,0.0234228,0.0368135,0.0115907,0.0213041,0.0113661,0,0.026012,0.0517041,0.0438159,0,0,0.00961057,0,0,0.0323783,0.0724461,0.0161525,0.0192688,0.0274621,0.0535631,0.0256284,0.0344459,0.0608959,0.0640249,0.0410223,0.0262467,0.0261881,0.013677,0.0336061,0.0320828,0.0499962,0.00800142,0.0167167,0.043219,0.0546348,0,0,0,0,0.0207531,0.0608245
166,0.036772,0.0514589,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0557721,0,0.01315,0.0546663,0,0,0.0107751,0,0,0.0407319,0.0596162,0.0318077,0.0200706,0.0519031,0.0406985,0.0739062,0.0779182,0.0550305,0.0601616,0.0286694,0.0305266,0.0237929,0.036603,0.0115565,0.0213217,0.0105828,0,0.0261215,0.0510233,0.0438745,0,0,0.00994012,0,0,0.0323077,0.0721861,0.0154394,0.0195319,0.027619,0.0540551,0.0262064,0.0339728,0.0604947,0.063989,0.0407419,0.0263556,0.0267765,0.0141308,0.033692,0.0323945,0.0495242,0.00797737,0.0167691,0.0430385,0.0548425,0,0,0,0,0.0208509,0.0610569
167,0.037237,0.0508322,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0570727,0,0.013916,0.0517974,0,0,0.010968,0,0,0.0410635,0.0625754,0.0334446,0.0179084,0.0517723,0.0417867,0.0757255,0.0775894,0.0530167,0.0580916,0.0263615,0.0292668,0.0263332,0.0361875,0.0114536,0.0218785,0.00829821,0,0.0252522,0,0.0436389,0,0,0.0103261,0,0,0.032283,0.0687828,0.016304,0.0229643,0.0256368,0.0524727,0.0268403,0.0334654,0.0616695,0.0652274,0.0403421,0.025402,0.0268459,0.0141354,0.0326182,0.0358051,0.0487899,0.00791157,0.01688,0.0435221,0.0548359,0,0,0,0,0.0224047,0.0633952
168,0.0372553,0.0506746,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0538662,0,0.0139185,0.0519582,0,0,0.0110091,0,0,0.0408276,0.0598407,0.0341051,0.0195535,0.0537535,0.0407202,0.0756911,0.078272,0.0541139,0.0593928,0.0267169,0.0296672,0.0238766,0.0362943,0.0116023,0.0212429,0.00911363,0,0.0264683,0.0501391,0.043931,0,0,0.010696,0,0,0.0321852,0.0717516,0.0149348,0.0199528,0.0278387,0.0548259,0.0277758,0.0329241,0.0598674,0.0635164,0.0400522,0.0266925,0.0273303,0.0146457,0.0335766,0.0334189,0.0486285,0.00786229,0.0169223,0.0429022,0.0550862,0,0,0,0,0.0203366,0.0620222
169,0.0374879,0.0502466,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0524189,0,0.0140142,0.0507481,0,0,0.0110142,0,0,0.0409461,0.0595232,0.0347464,0.0192681,0.0547404,0.0406659,0.0765769,0.078419,0.0533145,0.0588964,0.0257713,0.0292436,0.0233551,0.0361443,0.0116595,0.0212173,0.00869371,0,0.0265022,0.0500051,0.0439253,0,0,0.0110646,0,0,0.032221,0.0716469,0.0150729,0.0202315,0.0279245,0.0549878,0.028917,0.0325685,0.0597904,0.0632724,0.0397296,0.0266733,0.0272568,0.0145534,0.0334047,0.0339705,0.0480651,0.00786713,0.016969,0.0429453,0.055141,0,0,0,0,0.0202641,0.0627077
170,0.0376919,0.0498087,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0507718,0,0.013729,0.0492419,0,0,0.0110913,0,0,0.0410089,0.0590471,0.0354276,0.0190348,0.0559074,0.0405636,0.077592,0.0786794,0.0526083,0.0583398,0.0249403,0.0290647,0.0225098,0.0359479,0.0116658,0.0212036,0.0082379,0,0.0264929,0.0498419,0.0438345,0,0,0.0115183,0,0,0.0322458,0.0715693,0.0154429,0.0204098,0.027922,0.0551106,0.0301896,0.0324173,0.0598079,0.0630294,0.0394076,0.0266364,0.0269225,0.0143792,0.0332224,0.034603,0.0474705,0.00783204,0.0169728,0.0429709,0.0552258,0,0,0,0,0.0201703,0.0634765
171,0.0378666,0.0493583,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0489044,0,0.0130676,0.0476764,0,0,0.0112133,0,0,0.0410783,0.0586022,0.0358071,0.0185331,0.0571686,0.0404689,0.0787078,0.0790588,0.0520762,0.0577912,0.0243829,0.0290408,0.0209796,0.0357322,0.0116706,0.021221,0.00788619,0,0.0265881,0.0497496,0.0437168,0,0,0.0119345,0,0,0.0322725,0.0715966,0.015896,0.0205247,0.027926,0.05515,0.0314429,0.032346,0.0598775,0.0627329,0.0391667,0.0266258,0.0265954,0.0141714,0.033284,0.0350862,0.0468241,0.00792916,0.0169868,0.0430213,0.0553794,0,0,0,0,0.0201396,0.0643391
172,0.0380478,0.0489826,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0466627,0,0.0123704,0.0463865,0,0,0.0113816,0,0,0.0411692,0.0583183,0.0360116,0.0179818,0.0584648,0.0404083,0.0799037,0.0795364,0.0517423,0.0572972,0.0239777,0.0292629,0.0190494,0.0354105,0.011708,0.0212187,0.00769143,0,0.0268028,0.0497587,0.0436228,0,0,0.0123517,0,0,0.0323173,0.0716667,0.0164037,0.0206053,0.0280191,0.0552005,0.0325831,0.0322576,0.0599979,0.0624148,0.0389347,0.0266394,0.026333,0.0140038,0.0332223,0.0353865,0.046206,0.0080183,0.0169985,0.0430811,0.0555565,0,0,0,0,0.0201231,0.0652756
173,0.0382179,0.048673,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0442214,0,0.0117784,0.0450739,0,0,0.0115219,0,0,0.0412906,0.0581874,0.0360196,0.017571,0.0596731,0.0403441,0.0812918,0.0799291,0.0516079,0.0568857,0.0236607,0.0296116,0.0171215,0.0350648,0.0117309,0.0212367,0.00750316,0,0.0269522,0.0498995,0.043603,0,0,0.0127036,0,0,0.0322833,0.071769,0.0168846,0.0205997,0.0282119,0.0552707,0.0335219,0.032116,0.0600951,0.0621474,0.038648,0.026672,0.0261421,0.013928,0.0331518,0.0356193,0.0456806,0.00803688,0.0169805,0.043164,0.0557924,0,0,0,0,0.0201462,0.0662616
