Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,,LILC,LTHII
325,0.0320641,0.0594712,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505581,0,0.0145693,0,0,0,0.012518,0,0,0.0434442,0.05313,0.0289692,0.0174468,0.0604523,0.0456361,0.0815432,0.0835984,0.0552065,0.057313,0.0297481,0.0321172,0.0103369,0.0369174,0.0123379,0.0220176,0.0663048,0,0.0379849,0.0537519,0.047142,0,0,0.0215668,0,0,0.0362533,0.0720604,0,0.0164095,0.0279485,0.0563772,0.0320916,0.0399123,0.0610041,0.0682093,0.0459695,0.0287136,0.0142476,0.00708736,0.0347355,0,0.0370147,0.0120574,0.0212653,0.0535997,0.0457214,0,0,0,0,0.0331159,0.0649827
326,0.0315828,0.0598118,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0538098,0,0.0150056,0.0504504,0,0,0.0119111,0,0,0.0432808,0.0576188,0.0266893,0.019202,0.0629671,0.0451431,0.0790128,0.0834109,0.0581525,0.0605332,0.0320546,0.0337452,0.013965,0.0372854,0.012568,0.0215296,0.063571,0,0.0385258,0.0550276,0.0468127,0,0,0.0212439,0,0,0.0363467,0.0701146,0,0.0187434,0.0278516,0.0590909,0.0316451,0.037978,0.0603852,0.0671619,0.0435315,0.0290773,0.0136634,0.00761998,0.0349715,0,0.0374836,0.0122495,0.0211058,0.0528194,0.0465375,0,0,0,0,0.0297056,0.0628646
327,0.0313705,0.0599845,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0552054,0,0.0139109,0.0493482,0,0,0.0114536,0,0,0.0431345,0.0572858,0.0273808,0.0184841,0.0635194,0.0445584,0.0798747,0.083502,0.0582086,0.0607359,0.032096,0.0340247,0.0148154,0.0374657,0.0125525,0.0212346,0.0634971,0,0.0387873,0.0549635,0.0466858,0,0,0.021333,0,0,0.0364788,0.0701062,0,0.0190114,0.0276082,0.0590046,0.0320139,0.0375899,0.0599411,0.0666296,0.0428209,0.0291291,0.0134537,0.00753193,0.0348606,0,0.0373875,0.0126491,0.0209423,0.0531867,0.0463639,0,0,0,0,0.0292622,0.0629457
328,0.0312405,0.0599188,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558601,0,0.0130569,0.0485502,0,0,0.0109582,0,0,0.0429492,0.057067,0.0283098,0.0181261,0.0639189,0.0440987,0.0805029,0.0831359,0.0578926,0.0608739,0.0319806,0.0340279,0.0148725,0.0376701,0.012567,0.0210325,0.0639197,0,0.0387409,0.0554451,0.0465951,0,0,0.0214822,0,0,0.0365158,0.0704131,0,0.0191735,0.0274348,0.058552,0.032439,0.0373524,0.059614,0.0661191,0.0420996,0.029216,0.0131106,0.00727708,0.034769,0,0.0373096,0.0129581,0.0208416,0.0535625,0.0461829,0,0,0,0,0.0285879,0.0631752
329,0.0311544,0.0598595,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0560904,0,0.0124342,0.0477112,0,0,0.0107045,0,0,0.042896,0.0569817,0.0293745,0.017772,0.0642439,0.0438637,0.08119,0.0826803,0.0576304,0.060984,0.03168,0.033805,0.01473,0.0377834,0.0125509,0.0210114,0.0645155,0,0.0387512,0.0554629,0.046543,0,0,0.0215924,0,0,0.0362863,0.0707476,0,0.0193577,0.0274019,0.0580114,0.0328092,0.0372378,0.0592888,0.0657041,0.0415389,0.0292629,0.0128775,0.00692548,0.0345796,0,0.0373163,0.0131101,0.0209097,0.0538555,0.0460043,0,0,0,0,0.0280345,0.0636333
330,0.0317137,0.0593761,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0556643,0,0.0119747,0.0466651,0,0,0.0104401,0,0,0.0428868,0.0570868,0.0304387,0.0175093,0.0638949,0.0438944,0.0818594,0.0830222,0.0576325,0.061182,0.0314094,0.0336509,0.0141589,0.037974,0.0124771,0.0211351,0.0650806,0,0.0388455,0.0552572,0.0460605,0,0,0.0227448,0,0,0.0341091,0.0710252,0,0.019753,0.0275293,0.0573202,0.0339776,0.0371406,0.0589467,0.0653761,0.0412455,0.0292147,0.0128105,0.00673976,0.0342884,0,0.037061,0.0162162,0,0.0538733,0.0462632,0,0,0,0,0.027318,0.0641105
331,0.0307726,0.0598033,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0543361,0,0.0115419,0.0449187,0,0,0.0104981,0,0,0.0428854,0.0572668,0.0316044,0.0169989,0.0645413,0.0439325,0.0830709,0.0834587,0.057203,0.0609889,0.0309531,0.0334813,0.012757,0.0379615,0.0122452,0.0213273,0.0651169,0,0.0392739,0.0552654,0.0464012,0,0,0.0219491,0,0,0.0362812,0.0711054,0,0.0200626,0.0275314,0.0573618,0.0334492,0.0370125,0.0587534,0.0651999,0.0410708,0.0290168,0.012902,0.00670502,0.0342558,0,0.0373718,0.0131638,0.0212287,0.0540534,0.0456907,0,0,0,0,0.0274788,0.0649629
332,0.0305881,0.0596611,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0523311,0,0.0111506,0.0428001,0,0,0.0105742,0,0,0.0428791,0.0573599,0.0325001,0.0171534,0.0645768,0.0442757,0.0843366,0.0836191,0.0571784,0.0609418,0.0308012,0.0334828,0.0106181,0.0380819,0.0120363,0.0215588,0.0648078,0,0.0398318,0.0555955,0.0461956,0,0,0.0223194,0,0,0.0362972,0.0711442,0,0.0206212,0.0272814,0.0573485,0.0337777,0.0369295,0.0584814,0.0651979,0.040891,0.0286026,0.0128932,0.00660884,0.0343666,0,0.0374796,0.0131692,0.0212965,0.0540383,0.045576,0,0,0,0,0.0272578,0.065816
333,0.0306159,0.05946,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0494765,0,0.0104076,0.040586,0,0,0.0108315,0,0,0.0429496,0.0570462,0.0334861,0.0177606,0.0645779,0.044879,0.0857389,0.0838014,0.0570247,0.0608084,0.0306455,0.0335522,0.00898463,0.0382015,0.0120214,0.0217416,0.0648633,0,0.0403702,0.0562866,0.0459015,0,0,0.0226135,0,0,0.0363332,0.0712199,0,0.0212248,0.026783,0.0573749,0.0341377,0.0368226,0.0582202,0.0653566,0.040891,0.0284209,0.0128536,0.00661586,0.0343736,0,0.0376026,0.01309,0.0213926,0.0539894,0.045524,0,0,0,0,0.0270177,0.0668031
334,0.0306353,0.0591226,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0456799,0,0.00936743,0.0383883,0,0,0.0112286,0,0,0.0430215,0.0574136,0.0346688,0.0185704,0.0646033,0.045453,0.0872456,0.0845748,0.0566868,0.0605263,0.0304415,0.0339135,0.0126831,0.0384314,0.0121259,0.0217914,0.0648147,0,0.0410091,0.0569401,0.0456204,0,0,0.022924,0,0,0.0364461,0.0712773,0,0.0219987,0.0262342,0.0574875,0.0345616,0.0366671,0.0580914,0.0655604,0.0409466,0.028514,0.0129381,0.00669648,0.0343339,0,0.0375647,0.01305,0.0214556,0.0538286,0.0455245,0,0,0,0,0.0265447,0.0676122
335,0.0311353,0.0584366,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412993,0,0.00868021,0.036375,0,0,0.0116316,0,0,0.0430426,0.0591202,0.0362823,0.0195497,0.0640992,0.0463408,0.0886545,0.0859733,0.0566597,0.0603076,0.0304395,0.0348023,0.0223671,0.038729,0.0123097,0.0217392,0.0640172,0,0.0415786,0.0574666,0.0449417,0,0,0.0237653,0,0,0.0342611,0.0714203,0,0.0228404,0.0257903,0.0575304,0.0358651,0.0363236,0.0579734,0.0656668,0.0409815,0.0285383,0.0131725,0.0069992,0.0341708,0,0.0372856,0.0167183,0,0.053636,0.0458853,0,0,0,0,0.0257413,0.0680782
336,0.0309488,0.0582159,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03758,0,0.0090678,0.0343626,0,0,0.0119766,0,0,0.0430843,0.0589182,0.0392424,0.0200352,0.064158,0.0472129,0.0899773,0.0877471,0.0569923,0.0600992,0.0306639,0.0361751,0.034904,0.038852,0.0124939,0.0217754,0.0625689,0,0.0421272,0.0582776,0.0446461,0,0,0.0239578,0,0,0.034384,0.0713957,0,0.0236275,0.0252631,0.0578807,0.0363943,0.0356683,0.0577013,0.0657696,0.0409641,0.0283917,0.0135535,0.0075095,0.0340671,0,0.0370244,0.016821,0,0.0535656,0.0459972,0,0,0,0,0.0256233,0.0684561
337,0.0305933,0.0575454,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035955,0,0.0105804,0.032683,0,0,0.00887747,0,0,0.0335575,0.059855,0.0434363,0.0204204,0.0651599,0.04333,0.0913861,0.0893601,0.05761,0.0600356,0.0311409,0.0377039,0.0482081,0.0387402,0,0.027077,0.0611279,0,0.0424063,0.0589603,0.0449377,0,0,0.0237577,0,0,0.0368969,0.0712938,0,0.0241358,0.0247637,0.0584214,0.0361417,0.0349566,0.0573366,0.0658735,0.0408995,0.0282849,0.0140894,0.00780704,0.033891,0,0.0363795,0.0131583,0.0215842,0.0527374,0.0460935,0,0,0,0,0.0262655,0.0689085
338,0.030464,0.0574233,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364285,0,0.0122761,0.0314266,0,0,0.00909872,0,0,0.0338685,0.0594044,0.0474392,0.0211932,0.0657517,0.0436494,0.0919747,0.0906063,0.0582322,0.0603092,0.0317465,0.0393991,0.0605346,0.0389765,0,0.0270183,0.0601073,0,0.0426112,0.059702,0.044754,0,0,0.0239205,0,0,0.0367621,0.0712877,0,0.0246555,0.024229,0.0582785,0.0364402,0.0343463,0.057069,0.0657364,0.0407197,0.028245,0.0145281,0.00754666,0.0337821,0,0.036249,0.0130869,0.0216234,0.0527091,0.0461748,0,0,0,0,0.0267104,0.0690465
339,0.0307425,0.0572909,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349908,0,0.0178414,0.0301308,0,0,0.00899569,0,0,0.0344326,0.0614325,0.052723,0.0244473,0.0670753,0.0442474,0.0940322,0.0925061,0.057233,0.0585385,0.0309642,0.0413018,0.0612447,0.0395765,0,0.0269302,0.0540872,0,0.0416814,0.060583,0.0440818,0,0,0.0243696,0,0,0.036154,0.072549,0,0.023975,0.0261548,0.0568943,0.0363982,0.0333746,0.0556042,0.0648988,0.0402461,0.0310903,0.0124645,0.00927022,0.0363007,0,0.0361963,0.0128787,0.021981,0.0526887,0.0465414,0,0,0,0,0.0276806,0.070263
340,0.0306171,0.0569126,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344322,0,0.0188107,0.0236829,0,0,0.0102701,0,0,0.0348098,0,0.0556477,0.0238921,0.0681978,0.0461942,0.0907579,0.0910233,0.057927,0.0588375,0.0308324,0.0425582,0.0647725,0.0398066,0,0.0271615,0.0510947,0,0.0415003,0.0652724,0.0434497,0,0,0.0249859,0,0,0.0359435,0.0715059,0,0.0273091,0.0238311,0.0560237,0.0368778,0.0316677,0.0557666,0.0652175,0.039798,0.0299243,0.0128204,0.00889726,0.0353818,0,0.0357824,0.0128965,0.0221569,0.0521888,0.0477755,0,0,0,0,0.0288546,0.0686304
341,0.030559,0.0575192,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0347976,0,0.0197733,0.0293958,0,0,0.0091937,0,0,0.0340403,0.0637702,0.0584656,0.0253017,0.0687336,0.0444487,0.0937268,0.09299,0.0566005,0.056989,0.029746,0.0432326,0.0688274,0.0396407,0,0.0262123,0.0529271,0,0.0417589,0.0610514,0.0441139,0,0,0.0243282,0,0,0.0357506,0.0733737,0,0.0247335,0.0252386,0.0559265,0.0367695,0.0329872,0.0554285,0.0641923,0.0397374,0.0306748,0.0122137,0.0091409,0.0359502,0,0.0366151,0.0126311,0.0221222,0.0528614,0.0467519,0,0,0,0,0.0287813,0.0702816
342,0.0306309,0.057368,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03504,0,0.0210331,0.0234496,0,0,0.00988886,0,0,0.0344963,0,0.0601909,0.0245472,0.0694831,0.0463501,0.0894055,0.0908869,0.0571424,0.0570865,0.0292568,0.0438574,0.0676222,0.0398106,0,0.026518,0.0510908,0,0.0412057,0.0654255,0.0434105,0,0,0.0246,0,0,0.0356614,0.0723564,0,0.0276553,0.023209,0.0550472,0.0369161,0.0313159,0.0557957,0.0644066,0.0394577,0.0295414,0.0126431,0.00894992,0.0350924,0,0.0365142,0.0127915,0.0221226,0.0524551,0.0480688,0,0,0,0,0.0301769,0.0681635
343,0.0306781,0.0576448,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0353588,0,0.0217811,0.0234586,0,0,0.00954151,0,0,0.0343806,0,0.0610482,0.0245946,0.0695436,0.0463718,0.0886815,0.090208,0.0565134,0.0559148,0.0283558,0.0439148,0.0671095,0.0402626,0,0.0262358,0.0515401,0,0.0411488,0.0654629,0.0432313,0,0,0.0242147,0,0,0.0356093,0.0726605,0,0.0278463,0.0231624,0.0544164,0.0366854,0.0312123,0.0558978,0.0643757,0.0392745,0.0294331,0.0128725,0.00879917,0.0349277,0,0.0370953,0.0128969,0.0219513,0.0526591,0.0481569,0,0,0,0,0.0307781,0.0676455
344,0.0305885,0.0581984,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352856,0,0.0224939,0.0290948,0,0,0.00877914,0,0,0.0335609,0.0595412,0.0617673,0.0247058,0.068969,0.0446235,0.0915053,0.0911192,0.0546941,0.0535204,0.0272151,0.0436249,0.0676616,0.0405184,0,0.0253529,0.0536662,0,0.0417182,0.0612988,0.0437372,0,0,0.023045,0,0,0.0356289,0.0745022,0,0.0253762,0.0251012,0.0543337,0.0361731,0.0324897,0.0555315,0.063747,0.039119,0.0305035,0.012743,0.00904956,0.0357027,0,0.0383839,0.0129352,0.021534,0.0532988,0.0471614,0,0,0,0,0.0304332,0.0690502
345,0.0306683,0.0582785,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345705,0,0.0228397,0.0290026,0,0,0.00843817,0,0,0.033395,0.0597779,0.0620907,0.0241215,0.0682495,0.0443406,0.0908838,0.0905514,0.0533739,0.0521367,0.0263378,0.042907,0.0666621,0.0409329,0,0.0250553,0.0545816,0,0.0413123,0.0610258,0.0435358,0,0,0.0223181,0,0,0.0356011,0.0750863,0,0.0253062,0.0254376,0.0538541,0.035765,0.0322021,0.0555209,0.0635528,0.0387915,0.0305507,0.0125096,0.00917663,0.0357967,0,0.039102,0.0131862,0.0212045,0.0533981,0.0472751,0,0,0,0,0.0308085,0.0688196
346,0.0306733,0.0583001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337014,0,0.022729,0.0286157,0,0,0.00842037,0,0,0.033352,0.0616626,0.0614295,0.0238993,0.0672667,0.0443457,0.0902624,0.0901777,0.0523226,0.0511945,0.0255374,0.0421259,0.0648401,0.0411402,0,0.0249674,0.0614865,0,0.0335697,0.0614364,0.0433257,0,0,0.0214858,0,0,0.035621,0.0731246,0.0196061,0.0255501,0.0265917,0.0532461,0.0353033,0.0319826,0.0569576,0.0638858,0.039176,0.0328554,0.0121038,0.0139871,0.0389249,0,0.0398986,0.0133403,0.0208124,0.053486,0.0473702,0,0,0,0,0.0311379,0.068716
347,0.0308148,0.0583167,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331861,0,0.0228096,0.0285368,0,0,0.00846379,0,0,0.0333552,0.0626962,0.0610056,0.0235461,0.0664418,0.0443566,0.0901931,0.0905147,0.051459,0.0505474,0.0246593,0.0415319,0.0631605,0.0415907,0,0.0248447,0.0647232,0,0.0325464,0.0608833,0.0431073,0,0,0.020861,0,0,0.0354092,0.0734391,0.0179315,0.0252948,0.0269704,0.0526741,0.0348533,0.0317532,0.0569569,0.0637633,0.0389951,0.0330653,0.0115087,0.0141393,0.0395441,0,0.0405833,0.0135541,0.0204099,0.0536788,0.0472458,0,0,0,0,0.0312577,0.068647
348,0.030787,0.0582847,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332013,0,0.0228176,0.0283991,0,0,0.00894513,0,0,0.0333844,0.0632209,0.0604219,0.0231185,0.0658571,0.0444992,0.0902583,0.0910649,0.0507812,0.0498427,0.0238235,0.0411039,0.060854,0.0421182,0,0.0248209,0.0665319,0,0.0320395,0.0605278,0.0428245,0,0,0.0203634,0,0,0.0352083,0.0736657,0.0171577,0.025137,0.0270388,0.0522963,0.0342547,0.0317246,0.0568458,0.0637974,0.0388908,0.0331216,0.0112628,0.0144062,0.0397384,0,0.041239,0.0137683,0.0200468,0.0537804,0.0471195,0,0,0,0,0.031417,0.0685235
349,0.0305019,0.0582433,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033739,0,0.0227622,0.0280412,0,0,0.00930223,0,0,0.0334523,0.0632968,0.0596479,0.0224024,0.0654355,0.0449318,0.0904454,0.0915235,0.0502996,0.0491488,0.0234166,0.0408549,0.058132,0.0421464,0,0.0248437,0.0676276,0,0.0317839,0.0603908,0.0425522,0,0,0.0200186,0,0,0.0350963,0.0738447,0.0170032,0.0251759,0.0272903,0.051983,0.0337015,0.0317337,0.0567388,0.0638121,0.0388693,0.0331152,0.011458,0.0146504,0.0397652,0,0.0417697,0.0138925,0.0198072,0.0538002,0.0469098,0,0,0,0,0.0315726,0.068324
350,0.0300615,0.058424,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0459312,0,0.0125237,0.0293006,0,0,0.00986453,0,0,0.0327666,0.0624777,0.0530751,0.0203341,0.0648835,0.0444591,0.0894443,0.0911684,0.0498119,0.0502775,0.0217329,0.0377666,0,0.0420165,0,0.0247456,0.0740179,0,0.0308038,0.0591378,0.0429092,0,0,0.0192715,0,0,0.0352003,0.0737176,0.0180843,0.0256481,0.0261763,0.0531728,0.0333395,0.0327311,0.0576532,0.0642607,0.0390907,0.0314806,0.0135543,0.0136327,0.0379942,0,0.042396,0.013938,0.0195253,0.0539783,0.0461962,0,0,0,0,0.0309549,0.066955
351,0.0301155,0.058401,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354324,0,0.0175207,0.0274529,0,0,0.0105194,0,0,0.0327698,0.0633255,0.0563457,0.0204523,0.0652249,0.0452701,0.0899668,0.0924469,0.0506175,0.0501667,0.023459,0.0394026,0.060266,0.0421302,0,0.0248048,0.0743235,0,0.030629,0.0603152,0.0425631,0,0,0.0189471,0,0,0.0351284,0.0737294,0.0183262,0.0262342,0.0258687,0.0528007,0.0327897,0.0323679,0.0576545,0.064306,0.0388963,0.0316194,0.0138276,0.0137985,0.0378529,0,0.0429203,0.013938,0.0194151,0.0544014,0.0459801,0,0,0,0,0.0313446,0.0667333
352,0.0300813,0.0584402,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352336,0,0.0174513,0.027033,0,0,0.0109379,0,0,0.0322516,0.0631332,0.0560144,0.0205029,0.0656546,0.0457953,0.0902452,0.0940234,0.0503555,0.0502733,0.0234502,0.0399294,0.0572298,0.0422578,0,0.0245556,0.0754146,0,0.0304555,0.0606488,0.04238,0,0,0.0186177,0,0,0.03513,0.074074,0.018412,0.0262508,0.025929,0.0527187,0.0324917,0.0323016,0.0575252,0.0642925,0.038951,0.0315364,0.0147343,0.013855,0.0379078,0,0.0433229,0.013947,0.0192758,0.0548088,0.04562,0,0,0,0,0.031756,0.0665418
353,0.0299996,0.058522,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351455,0,0.0170586,0.0267383,0,0,0.0114492,0,0,0.0312854,0.0625969,0.0553435,0.0205142,0.0660806,0.0462653,0.0903618,0.0949707,0.0500686,0.0498256,0.0234365,0.0401408,0.0546553,0.0422199,0,0.0240626,0.0762948,0,0.0302921,0.0609657,0.0422487,0,0,0.0182726,0,0,0.0351532,0.0743095,0.0183661,0.0262261,0.0259767,0.0526301,0.0323365,0.0322789,0.057423,0.064322,0.0390614,0.0314543,0.0158175,0.0139591,0.0380323,0,0.0435286,0.0140359,0.0191144,0.055107,0.045289,0,0,0,0,0.0322177,0.0664568
354,0.0299103,0.0587882,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350179,0,0.0169077,0.0265427,0,0,0.0118539,0,0,0.031008,0.0621328,0.0547881,0.0205285,0.066461,0.0466796,0.0906204,0.095404,0.0498092,0.049399,0.0231412,0.0400785,0.0526753,0.0422266,0,0.0238934,0.0772228,0,0.0301113,0.0611196,0.0421979,0,0,0.0179813,0,0,0.0351805,0.0744192,0.0182403,0.0262133,0.0259999,0.0526135,0.0323221,0.03229,0.0573692,0.0643604,0.0392312,0.0316168,0.0167076,0.0140535,0.0382369,0,0.0435885,0.0142025,0.0189817,0.0553524,0.0449821,0,0,0,0,0.0328469,0.0665487
355,0.0298088,0.0590092,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349514,0,0.0170367,0.0263662,0,0,0.0123361,0,0,0.0309759,0.0617142,0.0544975,0.0203787,0.0668829,0.0469501,0.0909756,0.0959548,0.0495676,0.049203,0.0226933,0.0400409,0.0512163,0.0423894,0,0.0238673,0.0783679,0,0.0298216,0.0613006,0.0421826,0,0,0.0178951,0,0,0.0352281,0.0745556,0.0180915,0.0261226,0.0258413,0.0525552,0.0323622,0.0322983,0.0573215,0.0643651,0.0393792,0.0318506,0.0169701,0.0141655,0.0386522,0,0.0435979,0.0143545,0.018868,0.0555658,0.0447264,0,0,0,0,0.0337677,0.0667109
356,0.0296733,0.0591683,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352168,0,0.0171539,0.0261317,0,0,0.0127495,0,0,0.0311383,0.0614673,0.054397,0.0198464,0.0673401,0.0472734,0.0912191,0.0964771,0.049285,0.049061,0.022562,0.0399815,0.049937,0.0425124,0,0.0238772,0.0793548,0,0.029383,0.0616369,0.0421999,0,0,0.0180562,0,0,0.0352491,0.074794,0.0179757,0.0259571,0.0256149,0.0524183,0.032336,0.0323442,0.0573103,0.0643338,0.0393895,0.0319176,0.0170006,0.0142734,0.0390971,0,0.0437285,0.0144118,0.0187541,0.0557281,0.0444932,0,0,0,0,0.0343997,0.0666069
357,0.0294857,0.0595052,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354335,0,0.0172649,0.0271553,0,0,0.0124994,0,0,0.0308316,0.0608384,0.0542974,0.0189788,0.0672903,0.0464414,0.0917086,0.097054,0.0489509,0.0486421,0.0228535,0.0397119,0.0492267,0.0426846,0,0.0234482,0.0784574,0,0.0293686,0.0620782,0.0424831,0,0,0.0181927,0,0,0.0351787,0.0746483,0.0186658,0.027187,0.0248514,0.0528865,0.0324929,0,0.0582949,0.0653362,0.0402577,0.0319914,0.01742,0.0147535,0.037774,0,0.0439807,0.0144027,0.018689,0.0561097,0.0437726,0,0,0,0,0.0341219,0.0664618
358,0.0293391,0.0593992,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354237,0,0.0175772,0.0257363,0,0,0.0128033,0,0,0.0309411,0.0612341,0.0540225,0.0188614,0.0683335,0.0476116,0.0917532,0.0982447,0.049049,0.0481844,0.0229309,0.0395743,0.0479599,0.042836,0,0.0236348,0.0793878,0,0.0295039,0.0621661,0.0422857,0,0,0.0181757,0,0,0.0351011,0.0755782,0.0181761,0.0258276,0.0258404,0.0519601,0.032368,0.0322441,0.0569126,0.064226,0.0392558,0.0321975,0.015934,0.0141657,0.035825,0,0.0442022,0.0144407,0.0186589,0.0560127,0.0441375,0,0,0,0,0.0348739,0.0658898
359,0.0291871,0.0594959,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355244,0,0.0179189,0.0253912,0,0,0.0133209,0,0,0.0307634,0.0610341,0.0538946,0.0186023,0.0688469,0.0478878,0.0920661,0.0991992,0.0490235,0.0481851,0.022703,0.0393182,0.0471174,0.0427511,0,0.0233816,0.0802593,0,0.0292683,0.0623121,0.0423984,0,0,0.0180469,0,0,0.0350252,0.075827,0.0179047,0.0258356,0.025901,0.0515708,0.0324739,0.0317973,0.0565903,0.0640985,0.0390444,0.0322534,0.0157766,0.0143275,0.0351024,0,0.0444689,0.0145155,0.0186613,0.0561582,0.0438533,0,0,0,0,0.0351085,0.0656627
360,0.0290373,0.0595421,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356701,0,0.0181566,0.0252016,0,0,0.0134031,0,0,0.0307268,0.0607424,0.0537398,0.0184815,0.0691581,0.0480439,0.0921761,0.099632,0.0490769,0.048489,0.0224351,0.0388884,0.0464126,0.0428299,0,0.0232672,0.0810293,0,0.0289982,0.0626158,0.0425912,0,0,0.0180939,0,0,0.0351324,0.0762084,0.0179862,0.0258152,0.025708,0.0513026,0.0325502,0.0313928,0.0561939,0.0639649,0.0389633,0.0322549,0.0161089,0.0145385,0.03546,0,0.0447347,0.0144818,0.0186091,0.0562124,0.0434951,0,0,0,0,0.0355323,0.0654822
361,0.0288546,0.0596136,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361926,0,0.0181378,0.0252349,0,0,0.0134641,0,0,0.0307348,0.0608579,0.0533347,0.0185405,0.0692366,0.0479805,0.0922127,0.0998363,0.049065,0.0487513,0.0223669,0.0386179,0.0451516,0.0429559,0,0.0231883,0.0821275,0,0.0287211,0.06291,0.0427864,0,0,0.0183022,0,0,0.0353913,0.0766452,0.0180549,0.0257492,0.0254783,0.0511463,0.0326624,0.031076,0.0558389,0.0638512,0.0389949,0.0322089,0.0166189,0.0146971,0.036339,0,0.0449669,0.0145528,0.0185449,0.0562919,0.0434565,0,0,0,0,0.0362204,0.0653118
362,0.0286672,0.059704,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363094,0,0.0179804,0.0251994,0,0,0.013449,0,0,0.03093,0.061064,0.0526938,0.0184895,0.0692943,0.047773,0.0923851,0.1002,0.0492209,0.0486127,0.0224771,0.0385372,0.0440953,0.0430402,0,0.0231573,0.0835568,0,0.0283519,0.0630869,0.0428944,0,0,0.0185876,0,0,0.0356923,0.076899,0.0178629,0.0256909,0.0254024,0.0509191,0.0328526,0.0307402,0.0553712,0.0638203,0.0390294,0.0321312,0.0167402,0.0148132,0.0368968,0,0.0452217,0.0147337,0.0184465,0.0563827,0.0434601,0,0,0,0,0.0367822,0.0651757
363,0.0284757,0.0597768,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363141,0,0.0177436,0.0250799,0,0,0.01339,0,0,0.0309442,0.061219,0.0521147,0.0183275,0.069436,0.0476357,0.0925706,0.100613,0.0494168,0.0487057,0.0225754,0.0385564,0.0430668,0.0431026,0,0.0230391,0.0848014,0,0.0280044,0.0632071,0.0429243,0,0,0.0186155,0,0,0.0358255,0.0770928,0.0175926,0.0256737,0.0254566,0.0506917,0.0330267,0.0303964,0.0551082,0.0637238,0.0390088,0.0321654,0.016728,0.0149519,0.0370955,0,0.0455089,0.0149426,0.0182882,0.0564328,0.0433644,0,0,0,0,0.0366796,0.0649249
