Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,LTIB
471,0.0207839,0.0582819,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420763,0,0.0163756,0.0459502,0,0,0.0181609,0,0,0.044238,0.0498854,0.0274298,0.0367321,0.0188482,0.0701268,0.0497512,0.0633813,0.0848101,0.0589393,0.0235144,0.0581846,0.0289115,0.0342108,0.00399054,0.0324192,0.0132396,0.0265082,0.0178774,0,0.0209421,0.0419347,0.047635,0,0,0.0305108,0,0,0.0416557,0.0748173,0.0309289,0.0140161,0.0226882,0.0559972,0.0792526,0.0365499,0.0673165,0.068764,0.0361799,0.02058,0.0280875,0.0136069,0.0265944,0.0579254,0.0490781,0.0269895,0.00922259,0.0465823,0.0475886,0,0,0,0.0551905
472,0.0207264,0.0581647,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041896,0,0.0164872,0.0465217,0,0,0.0184475,0,0,0.044349,0.0496178,0.0281733,0.0367821,0.0188886,0.0700242,0.0501486,0.0638689,0.0847516,0.0589087,0.0236313,0.058235,0.0289631,0.0341833,0.00419555,0.032169,0.0132773,0.0266392,0.0157984,0,0.020898,0.0420692,0.0469808,0,0,0.0303755,0,0,0.0415953,0.0743499,0.0295799,0.0135102,0.0224839,0.0562891,0.079677,0.036413,0.0671476,0.0687397,0.0361743,0.0207146,0.0268656,0.0126063,0.0270328,0.0502419,0.0491558,0.0269298,0.00928803,0.0466743,0.0475185,0,0,0,0.055264
473,0.0207349,0.0581537,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0411028,0,0.0169195,0.0473134,0,0,0.0186856,0,0,0.0445667,0.0491875,0.0291254,0.0369654,0.0191407,0.0699839,0.0505634,0.0642197,0.0844581,0.0587978,0.0239231,0.0583224,0.029148,0.0339465,0.004999,0.0318908,0.0132649,0.026854,0.0162619,0,0.02099,0.042207,0.0466887,0,0,0.0302065,0,0,0.0415884,0.0753074,0.0290266,0.0136162,0.0222856,0.0564935,0.0800243,0.0364598,0.0671532,0.0687064,0.0360555,0.0209349,0.0259445,0.011785,0.0276445,0.0434877,0.0490882,0.0268122,0.0094552,0.0468268,0.0474729,0,0,0,0.0552615
474,0.0205937,0.058614,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365953,0,0.0181066,0.048677,0,0,0.0183971,0,0,0.0446288,0.0485436,0.0313372,0.0374214,0.0213357,0.0700052,0.0501925,0.0646826,0.0828836,0.0585802,0.0253127,0.0586115,0.0299039,0.0326207,0.0110897,0.0316566,0.0128911,0.0269456,0.0181454,0,0.022506,0.0427713,0.0464939,0,0,0.0297791,0,0,0.0413749,0.0781059,0.028295,0.0144193,0.0208451,0.0569748,0.0794998,0.0367389,0.0650816,0.0677616,0.0366317,0.0238735,0.0213593,0.0105069,0.030194,0.0439388,0.0487953,0.026514,0.00964343,0.0470592,0.0466662,0,0,0,0.0550244
475,0.0206698,0.0585479,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412815,0,0.0170189,0.0486093,0,0,0.0189817,0,0,0.0447495,0.0489173,0.0305669,0.0361475,0.0193052,0.0695652,0.0508959,0.0643053,0.0844924,0.0587289,0.0242095,0.0582613,0.0292844,0.0339732,0.00618952,0.0313174,0.012869,0.0272692,0.0215491,0,0.0225535,0.0423286,0.0461871,0,0,0.0299209,0,0,0.0414772,0.0790128,0.0276458,0.014281,0.0209149,0.0573926,0.0803502,0.0367324,0.0652413,0.0675354,0.0364139,0.0242299,0.0207733,0.010059,0.030688,0.0397108,0.048884,0.0264939,0.0097493,0.0468764,0.047026,0,0,0,0.0550501
476,0.0207301,0.0586094,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420545,0,0.0166919,0.0490284,0,0,0.019439,0,0,0.0446843,0.0489429,0.0311271,0.0358116,0.0192104,0.0694567,0.0514457,0.0642659,0.0847522,0.0586941,0.0239263,0.0582145,0.0292715,0.0341977,0.00621571,0.0311318,0.0128216,0.0274637,0.0251265,0,0.0226166,0.0419515,0.045816,0,0,0.0299538,0,0,0.0417442,0.0794497,0.0273166,0.0143433,0.0207891,0.0577541,0.0807105,0.0368288,0.0655076,0.0673676,0.0363433,0.0243397,0.0202476,0.00984762,0.0309924,0.0364959,0.0488884,0.0265243,0.00992235,0.0466135,0.0473662,0,0,0,0.0550323
477,0.0208433,0.0586987,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420039,0,0.0167904,0.049744,0,0,0.0203791,0,0,0.0444148,0.0488233,0.0317701,0.035681,0.0192086,0.0692132,0.0522562,0.0642285,0.084768,0.0587036,0.0237116,0.0581005,0.0292865,0.0341394,0.00680042,0.0307423,0.0135506,0.0269789,0.0285906,0,0.0223696,0.0415221,0.045536,0,0,0.0300216,0,0,0.0420902,0.0794207,0.0271842,0.0143882,0.0207476,0.0581872,0.0809876,0.0369318,0.0656372,0.0672176,0.0360025,0.0244268,0.0196719,0.00958886,0.0311527,0.0334799,0.0488892,0.026563,0.0101979,0.046374,0.0477535,0,0,0,0.0549646
478,0.0210016,0.0587632,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0417721,0,0.0169511,0.0504764,0,0,0.0208034,0,0,0.0444196,0.0487425,0.0322972,0.0355237,0.0191763,0.0688987,0.0528266,0.064221,0.0847946,0.058736,0.0238642,0.0579628,0.0292275,0.0340455,0.00737914,0.0305805,0.0136135,0.0270708,0.0322251,0,0.0215947,0.0412669,0.0454392,0,0,0.0299495,0,0,0.0422961,0.0793527,0.0270908,0.0145383,0.0208683,0.0587428,0.0811171,0.0370687,0.0657306,0.0671022,0.0354606,0.0246478,0.0189688,0.00911797,0.0313169,0.0303198,0.0488054,0.0265187,0.0105135,0.046147,0.0479318,0,0,0,0.054856
479,0.0212116,0.0587866,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0411584,0,0.0171385,0.0511486,0,0,0.021192,0,0,0.0443867,0.0486597,0.0328946,0.0353331,0.0191359,0.0685219,0.0532231,0.064166,0.0848089,0.0587778,0.0242304,0.0578451,0.0291313,0.0339408,0.00801136,0.0304571,0.0136685,0.0271296,0.0360163,0,0.0210108,0.0412856,0.0455144,0,0,0.0296986,0,0,0.0423301,0.0793809,0.0266816,0.0147183,0.0211266,0.0592045,0.0811932,0.0371439,0.0658733,0.0669699,0.0351293,0.0249707,0.0180027,0.00856625,0.0315527,0.0268192,0.0487215,0.0263837,0.0107787,0.0459857,0.0480232,0,0,0,0.0547356
480,0.0213718,0.0586863,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395629,0,0.0177404,0.0519818,0,0,0.0214477,0,0,0.0443,0.048341,0.0338752,0.03534,0.0192994,0.0681887,0.053548,0.0640316,0.084585,0.058824,0.0245342,0.0577383,0.0291337,0.0336294,0.00932707,0.0303373,0.0136719,0.0271833,0.0399129,0,0.0205654,0.0414601,0.0454076,0,0,0.0293407,0,0,0.0422006,0.0794652,0.0262276,0.0148294,0.0214012,0.0595944,0.081315,0.0375076,0.0660466,0.0668422,0.0350133,0.0252567,0.0170843,0.00789508,0.0318558,0.0229367,0.0486264,0.0260463,0.0111928,0.0459446,0.0481612,0,0,0,0.0545951
481,0.0213692,0.0586555,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336228,0,0.0189806,0.0530851,0,0,0.0214894,0,0,0.0441328,0.0475958,0.0358527,0.0361603,0.021725,0.0684046,0.0537623,0.0640931,0.0828103,0.0586519,0.0258803,0.0580702,0.0298715,0.0322845,0.0161722,0.0302917,0.0135225,0.0271545,0.0432183,0,0.0202667,0.0418649,0.0451274,0,0,0.0289509,0,0,0.0422057,0.0794553,0.0260046,0.0150871,0.021648,0.0599877,0.0809948,0.0378579,0.0661484,0.0667983,0.0351148,0.0254559,0.0164094,0.00722168,0.0320438,0.019739,0.0484898,0.0256471,0.011687,0.0460654,0.0482355,0,0,0,0.0545446
482,0.0213731,0.0582905,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378143,0,0.0179983,0.0529162,0,0,0.0214339,0,0,0.0442298,0.0479082,0.0346883,0.0348075,0.0191998,0.068167,0.0541207,0.0640423,0.0847339,0.0588794,0.0251551,0.0576716,0.0290321,0.0335277,0.0106295,0.0302321,0.0132188,0.0275615,0.0455882,0,0.0201346,0.0416138,0.0450899,0,0,0.0289596,0,0,0.0423812,0.0794869,0.0258982,0.0160265,0.0221646,0.0606505,0.0814302,0.0379451,0.0660885,0.0664738,0.0349466,0.0257139,0.0157147,0.00666427,0.0323268,0.0176972,0.0485924,0.0255319,0.0118898,0.046046,0.0486701,0,0,0,0.0545358
483,0.0213748,0.0581207,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0376339,0,0.0177573,0.0531016,0,0,0.0214775,0,0,0.0441368,0.0481448,0.034713,0.0344555,0.0189516,0.0683026,0.0545126,0.0639817,0.0850133,0.0588466,0.0252718,0.0577527,0.0290247,0.0336619,0.0108316,0.0300861,0.0131972,0.0275955,0.0469439,0,0.0200516,0.0417903,0.0450429,0,0,0.0287576,0,0,0.0422977,0.0794243,0.0259608,0.0164974,0.0225184,0.0611727,0.0814668,0.0382945,0.066258,0.0662858,0.0348562,0.025942,0.0150673,0.00683788,0.032511,0.0168911,0.0484485,0.0252898,0.0120468,0.0460248,0.0489527,0,0,0,0.0546483
484,0.0214764,0.0581601,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367116,0,0.0179681,0.0536162,0,0,0.0220059,0,0,0.0437631,0.048336,0.0351336,0.0343347,0.0190088,0.0683815,0.0547975,0.0638815,0.0850454,0.0587385,0.0254837,0.0578541,0.0290969,0.0336653,0.0117478,0.0297539,0.0136386,0.0270705,0.0473504,0,0.0200998,0.0419683,0.0449127,0,0,0.0284436,0,0,0.0420225,0.0794857,0.0262328,0.0167252,0.0227803,0.0615412,0.0815594,0.0388399,0.0664444,0.0661024,0.0346871,0.0261436,0.0147342,0.00708788,0.0326095,0.017145,0.0483302,0.0249381,0.0123017,0.0460255,0.0492282,0,0,0,0.0547682
485,0.0214825,0.0581806,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358233,0,0.0182392,0.054172,0,0,0.0220284,0,0,0.0436264,0.0484821,0.0355365,0.0342689,0.0191632,0.0684067,0.0548169,0.0638075,0.0849982,0.0586073,0.0256768,0.057962,0.0291588,0.0337069,0.012634,0.0295777,0.0136707,0.0269894,0.0470607,0,0.0202379,0.0421021,0.0449013,0,0,0.0280919,0,0,0.0418972,0.0794412,0.0266318,0.0169123,0.02287,0.0618222,0.0815536,0.0390353,0.0667068,0.0659287,0.0346838,0.0263267,0.0145018,0.00693858,0.0326263,0.0181983,0.0482665,0.0245965,0.0126675,0.0460154,0.0495167,0,0,0,0.0548686
486,0.0215143,0.0581303,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034973,0,0.0185569,0.0547982,0,0,0.0215756,0,0,0.0437344,0.0486048,0.0359822,0.0345112,0.0193794,0.0682796,0.0546592,0.0637747,0.0849432,0.0584883,0.0258511,0.0580038,0.0291928,0.0336861,0.0134529,0.0295718,0.0133674,0.0273162,0.0463511,0,0.0204422,0.0421936,0.0449628,0,0,0.0277688,0,0,0.0419632,0.0791695,0.0274423,0.0171688,0.0229267,0.0619879,0.0814897,0.0392314,0.0670577,0.0658538,0.0348006,0.0264579,0.0144082,0.00626036,0.0325611,0.0198011,0.0481658,0.0243815,0.0128957,0.0460471,0.049822,0,0,0,0.0549195
487,0.0214058,0.0581757,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342012,0,0.018838,0.0553615,0,0,0.0212905,0,0,0.0436973,0.0487476,0.0366066,0.0343147,0.0195008,0.0680294,0.0545574,0.0636992,0.084897,0.0583591,0.0260204,0.0579629,0.0291846,0.0335971,0.0140964,0.0295136,0.0134299,0.0272511,0.0454439,0,0.0205773,0.0422886,0.0451333,0,0,0.0275306,0,0,0.0418167,0.0791167,0.02824,0.0174248,0.0231289,0.0621803,0.08132,0.0396945,0.0674258,0.0658516,0.034843,0.026548,0.014016,0.00565093,0.0324055,0.021669,0.0480644,0.0239034,0.0133246,0.0461109,0.0500918,0,0,0,0.0549009
488,0.0208102,0.0587111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331029,0,0.0192666,0.0559494,0,0,0.0210705,0,0,0.0436125,0.0488321,0.0374032,0.0340558,0.0195804,0.0676553,0.0543661,0.0635802,0.0847864,0.0582381,0.0261656,0.0579088,0.029115,0.0334354,0.0150699,0.0294506,0.0133962,0.0272183,0.0444696,0,0.0205286,0.0423718,0.0454957,0,0,0.0347558,0,0,0.0338467,0.0792311,0.0288163,0.0177142,0.0232637,0.0623448,0.0813159,0.0403703,0.0677587,0.0658758,0.0349282,0.0266692,0.0134903,0.00515483,0.0323027,0.0234788,0.0513176,0.0205294,0.0145161,0.0464384,0.0500197,0,0,0,0.054746
489,0.0205981,0.0590574,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274585,0,0.0203893,0.0569519,0,0,0.0208076,0,0,0.0433677,0.0485433,0.0393802,0.0345637,0.0218574,0.0674917,0.0541237,0.0634017,0.082888,0.0579939,0.0272628,0.0582246,0.0297645,0.0323013,0.0221595,0.0294542,0.0135578,0.0268601,0.0434553,0,0.0202886,0.0428586,0.0455362,0,0,0.0344579,0,0,0.0338667,0.079483,0.0292068,0.017687,0.0233885,0.0622679,0.0809733,0.0409498,0.0680222,0.0658866,0.0351731,0.0267609,0.0131117,0.00475961,0.0324303,0.02518,0.0511772,0.0201467,0.0145337,0.0463183,0.0500894,0,0,0,0.0545799
490,0.0205096,0.0591724,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0316259,0,0.0197062,0.0570142,0,0,0.0206036,0,0,0.0433227,0.0499797,0.0384947,0.033242,0.019482,0.0669102,0.0539856,0.0633596,0.0848239,0.0581035,0.0265487,0.0576919,0.0288832,0.0333892,0.016798,0.0295067,0.0134976,0.026871,0.0421766,0,0.0203755,0.042635,0.0456209,0,0,0.0343288,0,0,0.0340837,0.0796259,0.0297423,0.0182041,0.0238494,0.0622922,0.0814782,0.0413174,0.0681064,0.0656054,0.035003,0.0268342,0.0127854,0.00455567,0.0326571,0.0270881,0.0511226,0.0199277,0.014452,0.0462131,0.0503353,0,0,0,0.0544942
491,0.021342,0.0588782,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312761,0,0.019751,0.057424,0,0,0.0199812,0,0,0.0433004,0.0505157,0.0386147,0.0326779,0.0194238,0.0665317,0.0536388,0.0632596,0.0847647,0.0579492,0.0268786,0.0577043,0.0288667,0.0333936,0.0174657,0.0298991,0.0133092,0.0269344,0.0406816,0,0.0208085,0.0427367,0.0450061,0,0,0.0302654,0,0,0.0213645,0.079771,0.030453,0.0184716,0.0242459,0.0622128,0.0804756,0.0416197,0.0681537,0.0653444,0.0347382,0.0268545,0.0126135,0.00453849,0.0328018,0.0292687,0.0469742,0,0.0180849,0.0461354,0.050686,0,0,0,0.0545668
492,0.0206083,0.0593019,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030426,0,0.019888,0.0578069,0,0,0.0200807,0,0,0.0434811,0.0501066,0.0391609,0.032557,0.019227,0.0667638,0.0535976,0.0634753,0.0849608,0.0580186,0.0273432,0.0575167,0.0286739,0.0333248,0.0186694,0.0298076,0.0133699,0.0271012,0.0389455,0,0.0210516,0.0428447,0.0453188,0,0,0.0336281,0,0,0.0340158,0.0796962,0.0312545,0.0187376,0.0244137,0.0624414,0.0818644,0.0420235,0.0683989,0.065336,0.0346951,0.0268222,0.0126074,0.00443637,0.0326828,0.0318493,0.0509814,0.0187381,0.0156579,0.0465401,0.0503727,0,0,0,0.0544092
493,0.0206806,0.0593912,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296465,0,0.0199606,0.0581616,0,0,0.020015,0,0,0.0436208,0.0496906,0.039515,0.0322985,0.0191751,0.0667603,0.0536978,0.0635688,0.085149,0.0579575,0.0276174,0.0573995,0.0285698,0.0333225,0.0196838,0.0298069,0.013522,0.0271069,0.0372127,0,0.0214867,0.0428424,0.0450144,0,0,0.0332344,0,0,0.0340855,0.0797881,0.0319888,0.0188859,0.0246036,0.0626648,0.0820936,0.042238,0.0685536,0.0652604,0.0346333,0.0267895,0.0126317,0.00445514,0.0326999,0.0344372,0.0509195,0.0183257,0.0161416,0.0468117,0.0502909,0,0,0,0.0543326
494,0.0207374,0.0594776,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288388,0,0.0200028,0.0584519,0,0,0.0199555,0,0,0.0438082,0.0494401,0.0397903,0.0321393,0.0191478,0.0667954,0.0539265,0.0635956,0.0853717,0.0579568,0.0277443,0.0573063,0.0284784,0.0331722,0.0207486,0.0298352,0.0136343,0.0271738,0.0354447,0,0.0220338,0.0428371,0.044654,0,0,0.0328486,0,0,0.0340055,0.0799054,0.0328261,0.0189043,0.0246802,0.0629459,0.0822888,0.0424172,0.0686591,0.0651661,0.0345732,0.0266862,0.0127886,0.00454057,0.0328205,0.0371156,0.0510726,0.0180659,0.0163712,0.0471385,0.0501484,0,0,0,0.054238
495,0.0208046,0.059502,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280716,0,0.0200299,0.0586999,0,0,0.0198899,0,0,0.0439473,0.0493189,0.0399861,0.0319739,0.0190764,0.0668227,0.0541934,0.0636128,0.0856563,0.0580223,0.0278254,0.0572361,0.0284125,0.0330211,0.0218061,0.0299707,0.0137081,0.0272443,0.0337471,0,0.0224968,0.0427954,0.044248,0,0,0.0324371,0,0,0.033938,0.0798614,0.0337678,0.019154,0.0246803,0.0632568,0.0824419,0.0425249,0.0687648,0.0650558,0.0345301,0.0266525,0.0131137,0.00455077,0.0329801,0.0398533,0.0510997,0.0179166,0.0165107,0.0474567,0.0500685,0,0,0,0.0540997
496,0.0208497,0.0597189,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232511,0,0.0206624,0.0591596,0,0,0.0197795,0,0,0.0439579,0.0487077,0.04124,0.0325744,0.0210258,0.0671568,0.0543679,0.0634571,0.0841537,0.0579936,0.028913,0.0573978,0.0290844,0.0319889,0.0288519,0.030191,0.0137264,0.027232,0.0321855,0,0.0228227,0.0432166,0.0437604,0,0,0.0319535,0,0,0.0339075,0.0796205,0.0346003,0.0197426,0.0245903,0.0634595,0.0821452,0.0425094,0.0688562,0.0649939,0.0345561,0.0266746,0.0134042,0.00444585,0.0330674,0.042584,0.051009,0.0177751,0.0166647,0.0477596,0.0499636,0,0,0,0.0539925
497,0.0207738,0.0597947,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267663,0,0.0200556,0.0588605,0,0,0.0195084,0,0,0.0440847,0.0493561,0.04029,0.0315559,0.0188806,0.0670721,0.0544426,0.0636801,0.086282,0.0582212,0.0280838,0.0569567,0.0281947,0.0328568,0.0238018,0.030455,0.0135265,0.0275387,0.0308944,0,0.023081,0.0429665,0.0433892,0,0,0.0316221,0,0,0.0341729,0.0797373,0.0352235,0.0205736,0.0248718,0.0638107,0.0824483,0.0424801,0.0687998,0.0648068,0.0345352,0.0267788,0.0134985,0.00452656,0.033061,0.0450317,0.0509153,0.0175163,0.017023,0.0479656,0.0500511,0,0,0,0.0538196
498,0.0206353,0.0600879,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221238,0,0.0206397,0.0591635,0,0,0.0194852,0,0,0.0438823,0.0487135,0.0415287,0.0320601,0.0208141,0.0672606,0.0544559,0.0635119,0.0845291,0.0582231,0.0290473,0.0572195,0.0289141,0.0319341,0.0308003,0.0306852,0.0135181,0.02731,0.0298406,0,0.0231675,0.0434772,0.0429529,0,0,0.0312896,0,0,0.0341874,0.0798965,0.035464,0.0204802,0.0249617,0.0639474,0.0818847,0.0423677,0.0687529,0.0647851,0.0346783,0.0268954,0.0136886,0.00474849,0.0328601,0.0469758,0.0507159,0.0171669,0.0171855,0.0482617,0.0499773,0,0,0,0.0538047
499,0.0207422,0.0600734,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025567,0,0.020049,0.0588115,0,0,0.0194274,0,0,0.0438502,0.0492088,0.0406242,0.0310782,0.0187477,0.0670693,0.0544911,0.0637854,0.0865307,0.0584385,0.0280434,0.0569216,0.0281637,0.0328376,0.0256534,0.0309176,0.0133978,0.0273733,0.0289259,0,0.0232211,0.0431606,0.042755,0,0,0.0308851,0,0,0.0341596,0.0800272,0.0354878,0.0208098,0.0249908,0.0641351,0.0817934,0.042272,0.0687044,0.0646283,0.0345618,0.0270798,0.0137898,0.00501005,0.0329022,0.0482635,0.0506607,0.0163765,0.0175287,0.0484813,0.0501365,0,0,0,0.0537137
500,0.020917,0.0601245,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0251321,0,0.0200497,0.0589052,0,0,0.0194181,0,0,0.0437057,0.0491887,0.0407343,0.0308944,0.0187462,0.066891,0.0544106,0.0637311,0.0865899,0.0585234,0.0279974,0.0569268,0.0282489,0.0327339,0.0263196,0.031181,0.0133194,0.0272199,0.0283889,0,0.0233559,0.0431632,0.0426355,0,0,0.0306643,0,0,0.0339317,0.0800725,0.0354155,0.0208625,0.024904,0.0642274,0.0813588,0.0420691,0.0686607,0.0644925,0.0343814,0.0273166,0.0141652,0.00523553,0.0331287,0.0488069,0.0504703,0.0156084,0.0178899,0.0488188,0.0502446,0,0,0,0.0537401
501,0.0211082,0.0601614,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247907,0,0.0200911,0.0590784,0,0,0.0192707,0,0,0.0435363,0.049271,0.040726,0.030605,0.0187908,0.0666226,0.0544005,0.0636788,0.0865934,0.0586331,0.0279634,0.0569254,0.02831,0.0327242,0.0268818,0.0314368,0.0132381,0.0270548,0.0279009,0,0.0234972,0.0431207,0.042578,0,0,0.0304839,0,0,0.0338486,0.0800819,0.0352119,0.020826,0.0248428,0.0643168,0.0806309,0.0417479,0.0685145,0.0643556,0.0342889,0.02759,0.0148455,0.0053852,0.0332114,0.0489416,0.0501607,0.0145053,0.0185376,0.0490345,0.050425,0,0,0,0.0537495
502,0.0214098,0.06021,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245769,0,0.0201772,0.0591099,0,0,0.0190182,0,0,0.0433281,0.0494361,0.0404935,0.0302908,0.018861,0.0663989,0.0543826,0.0635998,0.0865388,0.0586583,0.0279375,0.056918,0.0283033,0.0327716,0.0271967,0.0316752,0.0131579,0.0268187,0.027531,0,0.023623,0.0430487,0.0425598,0,0,0.0300157,0,0,0.0335666,0.080252,0.0347968,0.0206501,0.0248263,0.0642012,0.0797121,0.0413047,0.0682663,0.064141,0.0342396,0.0275785,0.0154294,0.00574282,0.0331584,0.0486856,0.0497857,0.0132484,0.0193723,0.0490672,0.050656,0,0,0,0.0537032
503,0.0218935,0.0601797,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244057,0,0.0202439,0.0590636,0,0,0.018729,0,0,0.0430948,0.0496324,0.0402999,0.0300506,0.0189297,0.0661077,0.0543009,0.0634457,0.0864601,0.0585793,0.0278977,0.056951,0.0283292,0.0327479,0.0272966,0.0318837,0.0130709,0.0265473,0.0273546,0,0.0235843,0.042932,0.042571,0,0,0.0293636,0,0,0.033234,0.0804397,0.0342855,0.0203638,0.0246959,0.0640701,0.0787407,0.0409126,0.0680707,0.0639792,0.0342399,0.027553,0.0159381,0.00610552,0.0332894,0.0482038,0.0493805,0.0121386,0.0202137,0.0491315,0.0507908,0,0,0,0.0536866
504,0.0221161,0.0602649,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0204909,0,0.0208379,0.0593273,0,0,0.0183583,0,0,0.0427778,0.0492421,0.0410547,0.0305765,0.020892,0.0659065,0.0540071,0.0628787,0.0844615,0.0582383,0.0288214,0.0573481,0.0292175,0.0317789,0.0333177,0.0320996,0.0129522,0.0262219,0.0273475,0,0.0233967,0.0432256,0.0424856,0,0,0.0287114,0,0,0.0326734,0.0803213,0.0338141,0.0199212,0.0244218,0.0639131,0.0774076,0.0405613,0.067911,0.0639388,0.0343544,0.0275803,0.0164164,0.00622919,0.033439,0.0475411,0.0488101,0.0113527,0.020679,0.0492835,0.0507398,0,0,0,0.0538564
505,0.0221088,0.0603352,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024312,0,0.0203945,0.0590449,0,0,0.0181253,0,0,0.0425101,0.0498266,0.0397908,0.0296888,0.0192217,0.0652042,0.0537723,0.0626803,0.0862931,0.0582815,0.0279189,0.0572845,0.0286434,0.0326026,0.0271337,0.0322094,0.0127968,0.0260387,0.0273396,0,0.023421,0.0427418,0.0425298,0,0,0.029177,0,0,0.0317692,0.0803615,0.0333101,0.0199987,0.024461,0.0638104,0.0765316,0.0402027,0.067642,0.0637166,0.0343386,0.0276638,0.0168877,0.00646817,0.0335952,0.0464791,0.0483249,0.0123271,0.0186705,0.0494545,0.0509012,0,0,0,0.0539432
506,0.022678,0.0603691,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244946,0,0.0204744,0.0591079,0,0,0.0177415,0,0,0.0421777,0.0498683,0.0394582,0.0294472,0.0194401,0.0646958,0.0536153,0.0624666,0.0860963,0.0582027,0.0278709,0.057532,0.0288759,0.0326973,0.026787,0.0324518,0.0127112,0.0256929,0.0275604,0,0.0236587,0.0427968,0.0424931,0,0,0.0282952,0,0,0.0308951,0.0804851,0.0325788,0.0196184,0.024534,0.063402,0.0754041,0.0396423,0.067268,0.0634773,0.0343305,0.0276877,0.0174548,0.00691081,0.0338024,0.045047,0.0474892,0.0110432,0.0197847,0.0496486,0.0511732,0,0,0,0.0541364
507,0.0230799,0.0605651,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247076,0,0.0205959,0.0591507,0,0,0.0173864,0,0,0.0419051,0.0499161,0.0391995,0.0292123,0.0196405,0.0641209,0.0532307,0.0623806,0.0858112,0.0580224,0.0277837,0.057738,0.0290432,0.032839,0.0264086,0.0327206,0.0126338,0.0254341,0.0276796,0,0.0238328,0.0428126,0.0425023,0,0,0.0279036,0,0,0.0299131,0.0806122,0.0316583,0.0192592,0.0245296,0.062989,0.0741013,0.0390755,0.0668822,0.0633102,0.034367,0.0276756,0.017978,0.00768203,0.0340973,0.0435283,0.0469451,0.0107111,0.0195883,0.0499147,0.0512953,0,0,0,0.0542841
508,0.0233008,0.0608064,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249316,0,0.0206984,0.0591348,0,0,0.0170371,0,0,0.0416687,0.0499783,0.0389256,0.0289177,0.0198506,0.0635158,0.052815,0.0622923,0.0854966,0.057822,0.0276844,0.0579273,0.0291918,0.0329422,0.025927,0.0330307,0.0125711,0.0251954,0.0278578,0,0.0237502,0.0427152,0.0424878,0,0,0.027772,0,0,0.0290432,0.0806712,0.0307692,0.018934,0.0244741,0.0625819,0.0724848,0.0384433,0.0664469,0.0631172,0.0343758,0.0276079,0.0184998,0.00823322,0.0344413,0.0417823,0.0465359,0.0106585,0.0192208,0.050199,0.0513876,0,0,0,0.0544296
