Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,LTHIP,LTIB,LILC,
557,0.0312391,0.0555109,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349553,0,0.0168303,0.0407408,0,0,0.0086094,0,0,0.0422332,0.0562753,0.0291576,0.0205577,0.0649433,0.0446014,0.06107,0.0844965,0.0577654,0.0597513,0.0316681,0.0354308,0.00786514,0.0388763,0.0112851,0.0234439,0.0176427,0,0.0294117,0.0498283,0.043856,0,0,0.0135223,0,0,0.0339269,0.0832055,0,0.0138784,0.0372121,0.0478166,0.0422708,0.0307032,0.0466462,0.0496976,0.0354781,0.0446387,0.0346959,0.21788,0.0493488,0.033389,0.0407279,0.00790402,0.0188918,0.0480722,0.0511557,0,0,0,0.0178114,0.0567853,0,0
558,0.0313073,0.055463,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360125,0,0.0170996,0.0416563,0,0,0.00849342,0,0,0.0422319,0.0558167,0.0280698,0.0206286,0.0650812,0.0446867,0.0605592,0.0838645,0.0579117,0.0598934,0.0319334,0.0352678,0.00592407,0.038933,0.0112207,0.023497,0.0177185,0,0.0295425,0.0492035,0.0437663,0,0,0.0132592,0,0,0.0338878,0.0837348,0,0.0140192,0.0373069,0.0477379,0.0419601,0.0307672,0.0466415,0.0496742,0.035424,0.0446333,0.0347834,0.217894,0.0493106,0.0332645,0.040892,0.00785485,0.0188369,0.0480416,0.0510587,0,0,0,0.0178922,0.0568633,0,0
559,0.0312624,0.0554299,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035666,0,0.0175614,0.0426415,0,0,0.0083635,0,0,0.0422006,0.0553315,0.026846,0.0206858,0.0650438,0.0447716,0.0599958,0.0831642,0.058176,0.0601072,0.0321047,0.0349083,0.00472751,0.0389363,0.0111562,0.0235418,0.0177375,0,0.0296771,0.0486418,0.0436458,0,0,0.0129743,0,0,0.0339245,0.0841727,0,0.0142656,0.0373905,0.0477689,0.0416702,0.0308602,0.0467207,0.0496552,0.0354507,0.0446378,0.0348547,0.217922,0.0493136,0.0332757,0.0411087,0.00788631,0.0187129,0.0480175,0.0508779,0,0,0,0.0180276,0.0569552,0,0
560,0.0312413,0.0553968,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345991,0,0.0181341,0.0436187,0,0,0.00820223,0,0,0.0421818,0.0548543,0.0260871,0.0208433,0.0651009,0.0448903,0.0593583,0.0824257,0.0583988,0.0603833,0.0324363,0.0345591,0.00518668,0.0390094,0.0110709,0.0236211,0.0177511,0,0.0298214,0.0481496,0.0434971,0,0,0.0126402,0,0,0.0339157,0.0845477,0,0.0145891,0.0375041,0.0478022,0.041361,0.0311852,0.0467893,0.0496755,0.035507,0.0446521,0.0348744,0.217997,0.0493859,0.0332448,0.0413641,0.00792205,0.0185325,0.047982,0.0507515,0,0,0,0.0181202,0.0570708,0,0
561,0.0312398,0.0553479,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344602,0,0.0187861,0.0444866,0,0,0.00798583,0,0,0.0422174,0.0544251,0.0254245,0.0211681,0.0651486,0.0449953,0.0587996,0.0818116,0.0584494,0.060657,0.0328724,0.0344607,0.00654506,0.0391302,0.0109907,0.0236976,0.0177791,0,0.0298997,0.0477437,0.0433441,0,0,0.0122655,0,0,0.0338907,0.0848281,0,0.0152358,0.0376651,0.0475207,0.04102,0.0314702,0.0468247,0.049709,0.0357014,0.0446682,0.0349094,0.218159,0.0494483,0.0331136,0.0417068,0.00798501,0.0183498,0.0478893,0.0507835,0,0,0,0.0181853,0.0572003,0,0
562,0.0313513,0.0552817,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349735,0,0.0195542,0.0453557,0,0,0.00774664,0,0,0.0422832,0.0540609,0.0247569,0.0217275,0.0651856,0.045104,0.0584036,0.0813764,0.0583096,0.0608858,0.0332747,0.0344425,0.00780651,0.0392578,0.010946,0.0237662,0.0178845,0,0.0299223,0.0474371,0.043164,0,0,0.0118086,0,0,0.0338228,0.0850574,0,0.0162431,0.0377702,0.0477005,0.0406041,0.0315139,0.0468084,0.0496965,0.0359855,0.0446712,0.0350128,0.218319,0.0494793,0.0328552,0.0421481,0.00811953,0.0181159,0.047782,0.0510107,0,0,0,0.0182154,0.0573801,0,0
563,0.0314847,0.0551958,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339792,0,0.0205144,0.0462434,0,0,0.00749112,0,0,0.0423133,0.0537955,0.0247502,0.0228037,0.0650022,0.0451605,0.058045,0.0807168,0.058075,0.0609836,0.0335553,0.0342703,0.00903994,0.0393915,0.0109555,0.0238062,0.0179516,0,0.0299449,0.0473573,0.042984,0,0,0.0112997,0,0,0.0337505,0.0852596,0,0.0167134,0.0376609,0.0477088,0.0402122,0.0316786,0.0468459,0.0496763,0.0362592,0.0446563,0.0350992,0.2185,0.0494853,0.0328058,0.0426227,0.00825997,0.0178357,0.0477447,0.0512545,0,0,0,0.0181939,0.0574783,0,0
564,0.0316464,0.0551146,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280179,0,0.0212586,0.0470134,0,0,0.00721389,0,0,0.0422707,0.0544524,0.0253736,0.0263587,0.0648664,0.0452726,0.0577556,0.0784602,0.0572898,0.0609727,0.0341678,0.0335203,0.0148773,0.0395882,0.0110208,0.0237742,0.0178497,0,0.0298581,0.0480209,0.0427612,0,0,0.0107208,0,0,0.0336729,0.0852857,0,0.0168189,0.03724,0.0477932,0.0395949,0.0318766,0.0470348,0.0497074,0.0363724,0.0445678,0.0351199,0.218753,0.0494908,0.0330891,0.0432494,0.00841536,0.0174407,0.0477027,0.0514398,0,0,0,0.0189945,0.0575546,0,0
565,0.0317747,0.0550209,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280006,0,0.0212712,0.047469,0,0,0.00709984,0,0,0.0421642,0.0543713,0.0255828,0.0270507,0.0643836,0.0453405,0.0574893,0.077941,0.0569092,0.0609784,0.0341901,0.0334698,0.014573,0.0397087,0.0112333,0.0235799,0.0176567,0,0.0298672,0.0479496,0.0426416,0,0,0.0103285,0,0,0.0336881,0.0855242,0,0.0164777,0.0371188,0.0480438,0.0392882,0.0322319,0.0472164,0.0496886,0.0364126,0.0444643,0.0350449,0.21899,0.0494392,0.0335882,0.0436858,0.0084368,0.0172662,0.0476622,0.0516582,0,0,0,0.0188088,0.0575894,0,0
566,0.0319101,0.0549587,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283326,0,0.021263,0.0479194,0,0,0.00697165,0,0,0.0421364,0.0541712,0.0256491,0.0273466,0.064002,0.0453816,0.0572109,0.0774115,0.056529,0.0608796,0.0340953,0.0331882,0.0145436,0.0398789,0.0114545,0.0233931,0.017541,0,0.0298773,0.0475981,0.0425552,0,0,0.00994349,0,0,0.0336667,0.0857731,0,0.0168489,0.0369429,0.0482536,0.0390135,0.032545,0.0473929,0.049732,0.0364779,0.0443886,0.0349279,0.219194,0.0494372,0.0339332,0.0441133,0.00852043,0.0170557,0.04754,0.0519774,0,0,0,0.0186959,0.057426,0,0
567,0.0320546,0.0549075,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286973,0,0.0214699,0.0483172,0,0,0.00677908,0,0,0.042229,0.0539799,0.0257017,0.0274629,0.0635818,0.0454398,0.0568978,0.0769571,0.0562342,0.06076,0.0339613,0.0328001,0.0141204,0.0399523,0.0116959,0.0233192,0.0174626,0,0.0298739,0.0471871,0.0425384,0,0,0.00963447,0,0,0.0335434,0.085957,0,0.017073,0.0367188,0.0483614,0.0387638,0.0324057,0.0475553,0.0497545,0.0364404,0.0443657,0.0348362,0.219333,0.0495167,0.0342182,0.0444597,0.00887725,0.0167154,0.0473841,0.0523382,0,0,0,0.0187206,0.0572413,0,0
568,0.0322723,0.0548447,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282025,0,0.0220116,0.0488044,0,0,0.00636572,0,0,0.0423971,0.0540105,0.0261616,0.028075,0.0631475,0.0453398,0.0566447,0.0764382,0.0560438,0.0605033,0.0338291,0.0324251,0.0143573,0.0400011,0.0112568,0.0238273,0.0174859,0,0.0297896,0.0468511,0.0425986,0,0,0.00934348,0,0,0.0336239,0.0860762,0,0.0170843,0.0366758,0.0483382,0.0384175,0.0320357,0.0477169,0.049812,0.0364302,0.0442543,0.0350213,0.21954,0.0494688,0.0343242,0.0448085,0.00840654,0.0170713,0.0472208,0.0526139,0,0,0,0.0188197,0.0569702,0,0
569,0.0323637,0.0547209,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281684,0,0.0222644,0.0491357,0,0,0.0062052,0,0,0.0424942,0.0541518,0.0263911,0.0285184,0.0628209,0.0453022,0.0564409,0.0761236,0.055952,0.0603857,0.03378,0.032266,0.014478,0.0398749,0.0111414,0.0239713,0.0174069,0,0.0297421,0.0466781,0.0426455,0,0,0.00928925,0,0,0.0338221,0.0861241,0,0.0165312,0.0366143,0.0484851,0.0383049,0.0319927,0.0479292,0.0498366,0.0362974,0.0441531,0.0351152,0.21973,0.0491833,0.0346831,0.0449814,0.00837374,0.0171284,0.0471145,0.0526846,0,0,0,0.0188346,0.0568531,0,0
570,0.0323412,0.0545364,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027921,0,0.0223174,0.0493971,0,0,0.00608063,0,0,0.0424847,0.0543753,0.0265477,0.0290676,0.0627227,0.0451768,0.0561915,0.0757878,0.0558879,0.0602986,0.0336953,0.0321595,0.0147611,0.0396445,0.0109436,0.0241596,0.0173419,0,0.0296228,0.0464327,0.0427274,0,0,0.00928338,0,0,0.033952,0.0861694,0,0.0173759,0.0364148,0.0485939,0.0382684,0.0327942,0.0480667,0.0499332,0.0363366,0.0440568,0.0350618,0.219984,0.0487277,0.0348859,0.0450604,0.00825675,0.0172577,0.0469277,0.0526819,0,0,0,0.0187087,0.0567698,0,0
571,0.0323508,0.0543246,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274713,0,0.0223874,0.0495795,0,0,0.00598981,0,0,0.0425444,0.0545936,0.0267746,0.0296182,0.0627313,0.0450969,0.0558785,0.0754053,0.055879,0.0601533,0.0335784,0.0319312,0.0152145,0.0394907,0.0109363,0.0242843,0.0173362,0,0.0295452,0.0463126,0.0428161,0,0,0.00930957,0,0,0.0339347,0.0862401,0,0.0179794,0.0362617,0.0486482,0.0382988,0.0333718,0.04815,0.0500397,0.036362,0.0439781,0.0350286,0.220212,0.0486223,0.0349467,0.0450751,0.00810707,0.0174268,0.0467267,0.0524979,0,0,0,0.0185235,0.0565921,0,0
572,0.0323899,0.0541409,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026985,0,0.0226961,0.0497619,0,0,0.00596368,0,0,0.042551,0.054789,0.0269873,0.0301199,0.0628157,0.0449998,0.0554634,0.0749827,0.055875,0.0599155,0.0334103,0.0315572,0.0158121,0.0393578,0.0110547,0.0243403,0.0173927,0,0.029499,0.0463551,0.0429111,0,0,0.009423,0,0,0.0339094,0.086332,0,0.0180515,0.0362009,0.0486464,0.03839,0.0335407,0.0482086,0.0501168,0.0364256,0.0439329,0.035027,0.220408,0.0486566,0.034925,0.0450212,0.0079878,0.0176454,0.0465387,0.0522651,0,0,0,0.0183183,0.0563303,0,0
573,0.0324202,0.0540103,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265668,0,0.0230563,0.0499388,0,0,0.00602071,0,0,0.042505,0.0549557,0.0271475,0.0305755,0.0629365,0.0448535,0.0549738,0.074555,0.055799,0.0596483,0.0331858,0.0311113,0.0163417,0.0391963,0.0111474,0.0243664,0.0173737,0,0.0294916,0.046475,0.043058,0,0,0.00957796,0,0,0.0339753,0.0864405,0,0.0179044,0.0361311,0.0485946,0.0385141,0.033361,0.0482933,0.0501616,0.0364615,0.0439201,0.035053,0.220539,0.0487007,0.0348685,0.0449492,0.00797702,0.0178851,0.0463835,0.0523457,0,0,0,0.0181041,0.0560461,0,0
574,0.0324639,0.0538724,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265758,0,0.0231134,0.0501336,0,0,0.00609438,0,0,0.0424999,0.0549627,0.0271363,0.0308292,0.0630692,0.0446641,0.0546069,0.074244,0.0556459,0.0594417,0.0329741,0.0309324,0.0163284,0.0390392,0.0111702,0.0243722,0.0173013,0,0.0295218,0.0465301,0.0432047,0,0,0.00966769,0,0,0.0341933,0.0865586,0,0.0177097,0.0360471,0.048475,0.0386564,0.0333673,0.0483752,0.0502175,0.036298,0.0438546,0.0350527,0.220636,0.0486678,0.0349614,0.0448736,0.00797391,0.0181744,0.0462388,0.0523659,0,0,0,0.0178305,0.055815,0,0
575,0.0325381,0.0535983,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293547,0,0.0223529,0.0461339,0,0,0.00644533,0,0,0.0427067,0,0.0322347,0.0336708,0.063504,0.0452548,0.0522791,0.0704517,0.0539109,0.0622199,0.0339948,0.0287293,0.0228853,0.0386563,0.011268,0.0247198,0.0167993,0,0.0290613,0.049167,0.0432363,0,0,0.0101764,0,0,0.0343652,0.0850728,0,0.0162147,0.035375,0.0482852,0.0391483,0.0318826,0.0487175,0.0501589,0.0348409,0.0436574,0.0350296,0.220748,0.0485631,0.0364,0.0443677,0.00804584,0.0185946,0.0458805,0.0531022,0,0,0,0.0185944,0.0568643,0,0
576,0.0325059,0.0537053,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301517,0,0.0211823,0.0508599,0,0,0.00627373,0,0,0.0423472,0.0544628,0.0293932,0.0311602,0.0635639,0.0442737,0.0546525,0.07398,0.0554109,0.0597851,0.0322552,0.0287062,0.017126,0.0387709,0.0112344,0.0242473,0.0172084,0,0.029614,0.0461762,0.0434099,0,0,0.00988713,0,0,0.0342109,0.0867576,0,0.0175315,0.0359573,0.0483388,0.0388588,0.0335947,0.0485056,0.0502234,0.0363332,0.0438008,0.0350612,0.220717,0.048443,0.0353929,0.0448276,0.00797352,0.0186733,0.0461617,0.0520637,0,0,0,0.0174025,0.0551842,0,0
577,0.032584,0.0536585,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326368,0,0.0206693,0.0512816,0,0,0.00637004,0,0,0.0422785,0.0543771,0.0313029,0.0312517,0.0636366,0.044122,0.0544899,0.0738042,0.0554249,0.060127,0.0320472,0.0272795,0.0186945,0.0386519,0.0113452,0.0240284,0.0172105,0,0.0296691,0.0459547,0.0434729,0,0,0.00997772,0,0,0.0340961,0.0869004,0,0.0174812,0.0358793,0.0482705,0.0390017,0.0336493,0.0485585,0.0501809,0.0363238,0.0437911,0.0350904,0.220719,0.0482193,0.0355426,0.0447894,0.0081262,0.0187029,0.0461245,0.0519864,0,0,0,0.017412,0.0549319,0,0
578,0.0325196,0.0538421,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285984,0,0.022137,0.0521586,0,0,0.00629133,0,0,0.042576,0.0539987,0.0279963,0.0285993,0.0631311,0.0437677,0.0529642,0.0739114,0.0564454,0.0601258,0.0331259,0.0312726,0.0153485,0.0383476,0.0109349,0.0234513,0.0184751,0,0.0302399,0.0456693,0.0435947,0,0,0.00968805,0,0,0.0343387,0.0866112,0,0.0179517,0.0348675,0.0482996,0.0390882,0.0341727,0.0495242,0.0505355,0.0359552,0.0427034,0.036157,0.221498,0.0466609,0.0323118,0.0448693,0.00790599,0.0184364,0.0464365,0.0514609,0,0,0,0.0167736,0.0563595,0,0
579,0.0325674,0.0538989,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0291795,0,0.0219986,0.0526409,0,0,0.00614417,0,0,0.0426165,0.0539051,0.0285602,0.0280552,0.0629114,0.0435128,0.0524739,0.073861,0.0567101,0.0603568,0.0330974,0.031756,0.0153733,0.0383092,0.0105223,0.0233375,0.0184885,0,0.0302981,0.0455009,0.0435758,0,0,0.00959366,0,0,0.0342975,0.0866145,0,0.0180554,0.0348473,0.0480755,0.0390824,0.0341178,0.0496323,0.0505462,0.035864,0.042662,0.0362224,0.221546,0.0465017,0.0325124,0.0449808,0.00787991,0.0183008,0.0465246,0.0511901,0,0,0,0.0167382,0.056552,0,0
580,0.0326086,0.054058,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297577,0,0.0219196,0.0531264,0,0,0.00612949,0,0,0.0426661,0.053776,0.0290509,0.0275662,0.0625703,0.043134,0.0520272,0.0738144,0.0569244,0.0605627,0.0331306,0.0320364,0.0153399,0.0381729,0.010457,0.0230405,0.0186041,0,0.0302932,0.0453106,0.043567,0,0,0.00943015,0,0,0.034363,0.0865664,0,0.0180571,0.0349604,0.0476097,0.0390283,0.0344026,0.0497087,0.0505386,0.0358207,0.0426368,0.0361969,0.221599,0.0465318,0.032647,0.0451705,0.0079,0.0181625,0.046698,0.0512149,0,0,0,0.0166643,0.0567764,0,0
581,0.0326757,0.0541955,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302749,0,0.021814,0.0535773,0,0,0.0060399,0,0,0.0427369,0.0536846,0.0294802,0.027207,0.0621914,0.042816,0.0516752,0.0737672,0.0571716,0.0607802,0.0332061,0.0321484,0.0153589,0.0380378,0.0103047,0.0228072,0.0186545,0,0.0303056,0.0451935,0.043534,0,0,0.009312,0,0,0.0344446,0.0866501,0,0.0179714,0.0350051,0.0475243,0.038973,0.0345188,0.0497662,0.0505211,0.035749,0.0426121,0.0362217,0.221658,0.0465293,0.0327695,0.0452999,0.00798876,0.0179761,0.0468588,0.0512925,0,0,0,0.0166685,0.0570113,0,0
582,0.0326012,0.0542947,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307765,0,0.021782,0.0540182,0,0,0.00599942,0,0,0.0427886,0.0535991,0.0299892,0.0269471,0.0618169,0.0425771,0.0513381,0.0737648,0.0572953,0.0609901,0.033269,0.0323913,0.0154727,0.0378899,0.0101365,0.0225509,0.0186369,0,0.0302938,0.0451222,0.0435059,0,0,0.00918013,0,0,0.0344081,0.08675,0,0.0181242,0.035084,0.0476919,0.0389188,0.0343952,0.0498426,0.0505334,0.0356515,0.0426495,0.0362915,0.221728,0.0465279,0.0329697,0.0453685,0.0079744,0.0177625,0.0470112,0.0512902,0,0,0,0.0167138,0.0572097,0,0
583,0.0326451,0.0543961,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312458,0,0.0217295,0.0543822,0,0,0.00604935,0,0,0.0428106,0.0535976,0.0303636,0.0267151,0.0615019,0.0423551,0.0510572,0.0737952,0.0573508,0.0612369,0.0333682,0.0326155,0.0156057,0.0377191,0.0100193,0.0223019,0.0185962,0,0.030308,0.0450667,0.0434555,0,0,0.00906618,0,0,0.0344976,0.0868647,0,0.0180888,0.0349757,0.0476031,0.0388243,0.0343272,0.0499249,0.0505486,0.0356392,0.0426784,0.036326,0.221808,0.0464498,0.0331977,0.0454519,0.00791671,0.0175996,0.0471559,0.0512625,0,0,0,0.0168399,0.0574317,0,0
584,0.0327772,0.0544896,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0316789,0,0.0216996,0.0546679,0,0,0.0061132,0,0,0.0428976,0.0536818,0.0306423,0.0264788,0.061237,0.0421343,0.0508369,0.0738434,0.0574725,0.0614954,0.033483,0.0329427,0.015684,0.0375247,0.009851,0.0221744,0.0185675,0,0.0303301,0.0449807,0.0434771,0,0,0.00897367,0,0,0.0346884,0.0869732,0,0.0179439,0.0349667,0.0471287,0.0386946,0.0344722,0.049971,0.0506078,0.0358318,0.04266,0.0362931,0.221922,0.0464444,0.033438,0.0455453,0.00781939,0.0175272,0.0472591,0.0512666,0,0,0,0.0169196,0.0576917,0,0
585,0.0326081,0.054573,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320206,0,0.0216744,0.0549021,0,0,0.00614837,0,0,0.0430093,0.0536581,0.0310467,0.0261668,0.0608341,0.0419804,0.0506097,0.0739198,0.0577088,0.0616786,0.0335511,0.033203,0.0160318,0.0373526,0.00965086,0.0220465,0.0185386,0,0.0303427,0.045035,0.0434157,0,0,0.00887744,0,0,0.0348077,0.0870335,0,0.0179769,0.0347798,0.0468048,0.0386103,0.0346863,0.0500773,0.0506701,0.0359204,0.042625,0.0363393,0.222043,0.0464156,0.0336581,0.0455513,0.00768783,0.017491,0.0473232,0.0512346,0,0,0,0.0169925,0.0578993,0,0
586,0.0323124,0.0546425,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322968,0,0.0216585,0.0550972,0,0,0.00628211,0,0,0.0430487,0.0534855,0.0314242,0.0258517,0.0602807,0.0418758,0.0503417,0.0739943,0.0579569,0.0618438,0.0336067,0.0332028,0.0164289,0.0371402,0.00954406,0.0218647,0.0184755,0,0.0303523,0.0451524,0.0433439,0,0,0.00883664,0,0,0.0350029,0.0871096,0,0.018041,0.034396,0.0467025,0.0385461,0.0345475,0.0502153,0.0507089,0.0359533,0.0426403,0.036413,0.222141,0.0463327,0.0339218,0.0455507,0.00763551,0.0174627,0.0473654,0.0512122,0,0,0,0.0170361,0.0580903,0,0
587,0.0320293,0.0546957,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325398,0,0.021607,0.0553252,0,0,0.00647674,0,0,0.0430243,0.0533573,0.0315758,0.0256401,0.0599456,0.0416972,0.0501806,0.0740878,0.0580872,0.0619958,0.0336887,0.0330791,0.0166986,0.0369053,0.00950375,0.0216793,0.018417,0,0.0303546,0.0451723,0.0432865,0,0,0.00881538,0,0,0.0351523,0.0871692,0,0.0181943,0.0343021,0.0467401,0.0384808,0.0343088,0.0503848,0.0507901,0.0359852,0.042642,0.0364309,0.222239,0.0461596,0.0341799,0.0455554,0.00760903,0.0174104,0.0474491,0.0511592,0,0,0,0.0170395,0.0582732,0,0
588,0.0319583,0.0547168,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0328247,0,0.021618,0.0556355,0,0,0.00673499,0,0,0.0430369,0.0532842,0.0316827,0.0255136,0.0599837,0.0416567,0.050081,0.0741826,0.0581144,0.0621368,0.0338054,0.0332432,0.0168583,0.0366383,0.00945258,0.0215763,0.0183618,0,0.0303371,0.0449983,0.0432806,0,0,0.00876728,0,0,0.0351178,0.087243,0,0.0181701,0.034439,0.0472518,0.0383611,0.0341594,0.0504743,0.0508603,0.03605,0.0426263,0.0364435,0.222313,0.046198,0.0343464,0.0455325,0.00754165,0.01732,0.0475128,0.051154,0,0,0,0.0170288,0.0584126,0,0
589,0,0.0534441,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327254,0,0.02167,0.0559231,0,0,0.00611982,0,0,0.0422708,0.0533339,0.0317914,0.0253337,0.0603611,0.0418819,0.0498417,0.074236,0.0583394,0.0622558,0.0340135,0.0339133,0.0170284,0.0385108,0.00996564,0.0209345,0.0179947,0,0.0304494,0.0450519,0.040457,0,0,0.0108048,0,0,0.0354523,0.0873229,0,0.0182056,0.0344376,0.0471712,0.0402878,0.0339529,0.0503403,0.0507401,0.0359179,0.0425943,0.0362946,0.222391,0.04619,0.0344825,0.0431974,0.00691615,0.0185544,0.0467305,0.0529458,0,0,0,0.0171748,0.0586093,0,0
590,0.0325055,0.0548739,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331791,0,0.0217531,0.0561242,0,0,0.00734959,0,0,0.042939,0.0530605,0.0322324,0.0252899,0.0601275,0.0415006,0.0496936,0.0742684,0.0583589,0.0623649,0.0340094,0.0339656,0.0174351,0.0361233,0.00916661,0.021353,0.0181988,0,0.0302653,0.0447874,0.0432686,0,0,0.00849688,0,0,0.0352267,0.0872213,0,0.0190271,0.0340204,0.0474947,0.0382059,0.0345718,0.0508037,0.0510897,0.036096,0.0425282,0.0364811,0.222529,0.0461958,0.0347526,0.0452791,0.00738588,0.0175303,0.047723,0.0510429,0,0,0,0.0167817,0.0585995,0,0
591,0.0325235,0.0554468,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334587,0,0.0217664,0.0562558,0,0,0.011577,0,0,0.0418617,0.0530506,0.0322896,0.0252983,0.0598683,0.0433506,0.0494283,0.074198,0.0585534,0.0625359,0.0340666,0.0341086,0.0174694,0.0351112,0.0135073,0.0173089,0.018289,0,0.0303082,0.0448102,0.0431212,0,0,0.0113837,0,0,0.0338361,0.0872528,0,0.0190014,0.0339796,0.0471747,0.0389994,0.0345215,0.0508445,0.0510833,0.0360053,0.0425699,0.0365742,0.222483,0.0463575,0.0347026,0.0450125,0.0125234,0.013684,0.048264,0.0508365,0,0,0,0.0166326,0.0587579,0,0
592,0.0324407,0.0553985,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345198,0,0.0216493,0.0550712,0,0,0.0145057,0,0,0.0406466,0.0531188,0.0299589,0.0259709,0.0607725,0.0439507,0.0496321,0.0739256,0.0578658,0.0630888,0.0345674,0.0345208,0.0149087,0.0345524,0.0133201,0.0166177,0.0188666,0,0.0305038,0.0445177,0.042941,0,0,0.0114324,0,0,0.03367,0.0874615,0,0.0178603,0.0341906,0.0476013,0.0394879,0.0344064,0.0508936,0.0506002,0.0355424,0.0428423,0.0365928,0.222097,0.0467906,0.0341976,0.044827,0.0162391,0.0130466,0.0479259,0.0511721,0,0,0,0.0165156,0.0593254,0,0
593,0.0319452,0.0554113,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338409,0,0.0217456,0.0564451,0,0,0.0120985,0,0,0.0416854,0.0528949,0.0325966,0.0251701,0.059902,0.0433863,0.0491642,0.0742119,0.058886,0.0626808,0.033971,0.0341938,0.0176252,0.0347114,0.0130571,0.0172138,0.0181728,0,0.0303416,0.0449317,0.0429028,0,0,0.0118708,0,0,0.0337519,0.0871727,0,0.0175401,0.0335479,0.0470558,0.0389059,0.0346612,0.0510931,0.0511539,0.03576,0.042654,0.0367105,0.222547,0.046445,0.0351032,0.044714,0.0122233,0.0137694,0.0483509,0.0508869,0,0,0,0.0162813,0.0589198,0,0
594,0.0322316,0.0549006,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338784,0,0.0217188,0.0566075,0,0,0.0093325,0,0,0.0424986,0.0528001,0.0328796,0.0250393,0.0600288,0.0421349,0.0491427,0.0742937,0.0589822,0.0626614,0.0340337,0.0342138,0.0178709,0.0350233,0.0104234,0.0197146,0.018022,0,0.0303043,0.0449088,0.0431598,0,0,0.00888426,0,0,0.0350769,0.0870583,0,0.017693,0.0333403,0.0474575,0.0379665,0.0347641,0.0512765,0.0513235,0.0356245,0.0425845,0.0367935,0.222699,0.0463225,0.0353174,0.0447667,0.00749404,0.0173181,0.0479655,0.0511013,0,0,0,0.0161922,0.058925,0,0
595,0.0321776,0.0548808,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339724,0,0.0218156,0.056758,0,0,0.00964713,0,0,0.0424324,0.0527103,0.0330715,0.024962,0.0600344,0.0422343,0.0491106,0.0743361,0.0589813,0.0626646,0.0340813,0.0342621,0.0179079,0.0348213,0.0103862,0.019663,0.0179617,0,0.0303008,0.0447841,0.0431531,0,0,0.00893727,0,0,0.0350676,0.0870581,0,0.0176196,0.0333875,0.0478241,0.0379621,0.0347594,0.051321,0.0514093,0.0356394,0.0426197,0.0368494,0.222697,0.0463489,0.0354398,0.0447482,0.00743731,0.0172747,0.0479465,0.0510392,0,0,0,0.016354,0.0589282,0,0
