Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,LTHIP,LTIB,LILC,
357,0.0285462,0.0555665,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336078,0,0.01288,0.0358547,0,0,0.0195055,0,0,0.03596,0.0557455,0.0453708,0.0213585,0.0701127,0.0568111,0.0606578,0.0850379,0.0648021,0.0595528,0.0303247,0.0397074,0.0588333,0.0401012,0,0.0283972,0.0161913,0,0.0290284,0.0502006,0.0423168,0,0,0.0412417,0,0,0.0294898,0.0850245,0,0.00782393,0.0368708,0.0557984,0.0424001,0.0319416,0.0481025,0.0492249,0.0348593,0.0436184,0.0332811,0.216762,0.0482359,0.0367453,0.0305779,0.0165893,0.0201285,0.0485144,0.0534706,0,0,0,0.0114662,0.0575204,0,0
358,0.0284599,0.0557206,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339368,0,0.0129699,0.035682,0,0,0.0192797,0,0,0.0356511,0.0560498,0.0452008,0.0209945,0.0696524,0.0568677,0.0605573,0.0847716,0.0645304,0.0592302,0.0296983,0.0395234,0.0560396,0.0402432,0,0.0281541,0.0168388,0,0.029014,0.0500842,0.0421818,0,0,0.040924,0,0,0.0293143,0.0851632,0,0.00795593,0.0368622,0.0555317,0.0420513,0.0317113,0.0479792,0.0492221,0.0345862,0.0435569,0.0331888,0.2172,0.0483476,0.0357727,0.0313822,0.0165566,0.019998,0.0486489,0.0534266,0,0,0,0.011245,0.0568251,0,0
359,0.0284245,0.055843,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341104,0,0.0127819,0.0354449,0,0,0.0189384,0,0,0.0352796,0.0567125,0.0449322,0.0208029,0.0692544,0.0568096,0.0605878,0.0846102,0.0641857,0.0584183,0.0290601,0.0391762,0.053057,0.0403728,0,0.0279084,0.0175038,0,0.029005,0.0499807,0.0419854,0,0,0.040387,0,0,0.0291671,0.0853158,0,0.00799611,0.0368531,0.0553598,0.0416586,0.0315078,0.0478153,0.049207,0.0343412,0.0437873,0.033239,0.217687,0.0484702,0.0347652,0.0322985,0.0166458,0.0198049,0.0487707,0.0532815,0,0,0,0.0111001,0.0562133,0,0
360,0.0280412,0.0560384,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346147,0,0.0126883,0.0351387,0,0,0.0188724,0,0,0.0344132,0.057272,0.0446333,0.0203679,0.0696627,0.0565244,0.0608619,0.0847983,0.064268,0.0573474,0.0283792,0.0384895,0.0496785,0.0403798,0,0.0274568,0.0181248,0,0.0288994,0.0500968,0.042116,0,0,0.0267003,0,0,0.0369708,0.0854634,0,0.00777372,0.0367965,0.0555026,0.0396847,0.0313374,0.0477315,0.0492207,0.0341022,0.0439179,0.0332894,0.218214,0.0485472,0.033683,0.0341631,0.0132247,0.0234097,0.0487765,0.0533241,0,0,0,0.0115926,0.0553991,0,0
361,0.0283836,0.055993,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355568,0,0.01257,0.0350176,0,0,0.0186418,0,0,0.0343641,0.0577564,0.0442688,0.0208038,0.0685641,0.056603,0.0606865,0.0844466,0.0637464,0.0564598,0.0278772,0.0382375,0.0461878,0.0408465,0,0.0274318,0.0187524,0,0.0288098,0.0497103,0.0416825,0,0,0.0394225,0,0,0.0290834,0.0857664,0,0.00811432,0.0368045,0.0550449,0.0409535,0.0313028,0.0476183,0.0491882,0.0339067,0.0438873,0.033248,0.218679,0.0486502,0.0324701,0.0338081,0.0167995,0.0194851,0.0491067,0.0536541,0,0,0,0.0116607,0.0549051,0,0
362,0.0285064,0.0560043,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357588,0,0.0127951,0.034888,0,0,0.0186507,0,0,0.0341506,0.0579928,0.0444165,0.0209235,0.0683808,0.0565885,0.060898,0.0845537,0.0635824,0.0556899,0.0273921,0.038566,0.0447941,0.0410171,0,0.0273235,0.0193946,0,0.028544,0.0495942,0.0415564,0,0,0.0390695,0,0,0.0290327,0.0858945,0,0.00826684,0.0367186,0.0547124,0.0405897,0.0311449,0.047531,0.049167,0.0337029,0.0439534,0.0331125,0.219158,0.0487478,0.0312856,0.0342743,0.0167926,0.0193815,0.0492849,0.0537312,0,0,0,0.0119174,0.0544876,0,0
363,0.0285523,0.0559636,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360893,0,0.0129745,0.0346402,0,0,0.0185433,0,0,0.0340107,0.058223,0.0447679,0.0209827,0.0684418,0.0565665,0.0614996,0.0847456,0.0633437,0.0552421,0.0267964,0.0393268,0.0439865,0.0410175,0,0.0272326,0.0200029,0,0.0283207,0.0495956,0.0414248,0,0,0.0388316,0,0,0.0288888,0.0859958,0,0.00849823,0.0368068,0.0543694,0.0402376,0.030972,0.0474528,0.0492132,0.0335454,0.0439173,0.0329707,0.219719,0.0488444,0.0301204,0.034849,0.0168506,0.0192432,0.0493645,0.0536737,0,0,0,0.0120809,0.0542982,0,0
364,0.0285077,0.0559322,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366805,0,0.0129513,0.034365,0,0,0.0183712,0,0,0.0338672,0.0581343,0.045095,0.0210596,0.068586,0.056563,0.0619834,0.0849632,0.0631605,0.0552255,0.0265997,0.0394369,0.0428455,0.0409007,0,0.0271397,0.0205616,0,0.0280988,0.0497203,0.0413178,0,0,0.0386433,0,0,0.0287019,0.0861813,0,0.00848254,0.0368926,0.0543067,0.0399376,0.030856,0.0473562,0.0492439,0.0334342,0.0436801,0.0328976,0.220292,0.0489564,0.0289552,0.0354635,0.0168376,0.019009,0.0494369,0.0535451,0,0,0,0.0121403,0.0542677,0,0
365,0.0284382,0.0559849,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037109,0,0.0127808,0.0340591,0,0,0.0182763,0,0,0.0337613,0.0579,0.0454363,0.021187,0.0687033,0.056502,0.0622875,0.0851397,0.0630231,0.0554188,0.0266748,0.039615,0.041966,0.0411929,0,0.0270224,0.0211272,0,0.0278351,0.0499022,0.0411699,0,0,0.0385042,0,0,0.0285191,0.0863188,0,0.0083884,0.0368888,0.0541695,0.0396949,0.0307132,0.0472543,0.049264,0.0331748,0.0434833,0.0328797,0.220822,0.0489359,0.0278763,0.0360915,0.0168697,0.0187592,0.04959,0.0533391,0,0,0,0.0122801,0.0543434,0,0
366,0.0279679,0.0561691,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0446204,0,0.00840168,0.0342599,0,0,0.0178031,0,0,0.0336304,0.0573134,0.0442627,0.0209899,0.0690372,0.0556219,0.0622372,0.0850541,0.0631038,0.0550356,0.0254174,0.0381037,0,0.0412564,0,0.0268932,0.0214872,0,0.0275301,0.0499313,0.0414453,0,0,0.024886,0,0,0.0365805,0.0863346,0,0,0.0367742,0.0545179,0.0383675,0.0312702,0.0476617,0.0496044,0.0330742,0.043068,0.0326385,0.221517,0.0485079,0.0273589,0.0372835,0.0136345,0.0223653,0.0497966,0.0526967,0,0,0,0.0128631,0.0532393,0,0
367,0.0281183,0.0560497,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375863,0,0.0128705,0.0332707,0,0,0.018007,0,0,0.0336866,0.0578412,0.046186,0.0214715,0.0690721,0.0566451,0.0630147,0.0852904,0.0627802,0.0549543,0.026928,0.0400616,0.0426156,0.0416844,0,0.0270951,0.0220037,0,0.0274084,0.050474,0.0408597,0,0,0.0381259,0,0,0.0282919,0.0864661,0,0.00929248,0.0368208,0.05369,0.0391471,0.0302123,0.047146,0.049323,0.0326585,0.0431623,0.0327282,0.221726,0.0487139,0.0261954,0.0373491,0.0170666,0.0184176,0.049797,0.0531533,0,0,0,0.0130381,0.0542284,0,0
368,0.0279295,0.0560879,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378755,0,0.0130114,0.0329952,0,0,0.0178371,0,0,0.033703,0.0575824,0.0466573,0.0213536,0.069143,0.0565934,0.0635274,0.0854364,0.0626933,0.0548829,0.0269955,0.0403637,0.0429642,0.0417456,0,0.0271172,0.0224158,0,0.0272167,0.0508344,0.0407391,0,0,0.0379277,0,0,0.0282947,0.0864563,0,0.00975007,0.0368017,0.0534692,0.0389239,0.0300734,0.0470466,0.0493719,0.0326953,0.0432189,0.0326284,0.222161,0.0487262,0.0252148,0.0379007,0.0172063,0.0182101,0.0499003,0.0532867,0,0,0,0.0130465,0.0542603,0,0
369,0.027769,0.056134,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379748,0,0.0132973,0.0328012,0,0,0.0176326,0,0,0.0337839,0.0573031,0.0472027,0.0212879,0.0692897,0.0564963,0.0640091,0.085611,0.0624183,0.0550363,0.0270985,0.0406947,0.0432788,0.0417863,0,0.0270978,0.0229046,0,0.0270371,0.0512034,0.0406847,0,0,0.037649,0,0,0.0283858,0.0862528,0,0.0100968,0.0367254,0.0532989,0.0387401,0.0299577,0.0469383,0.0494149,0.0327946,0.0433806,0.0324622,0.222585,0.0487014,0.0240875,0.0384246,0.0172752,0.0180572,0.0499887,0.0530434,0,0,0,0.0131429,0.054303,0,0
370,0.0276312,0.0562308,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379303,0,0.0137739,0.0325515,0,0,0.017391,0,0,0.0336575,0.0574001,0.0478602,0.0213328,0.0695269,0.0563875,0.0645885,0.0858048,0.0620627,0.0550652,0.027239,0.041022,0.0438337,0.0417767,0,0.0269943,0.0234026,0,0.0269002,0.0516158,0.0406678,0,0,0.0373732,0,0,0.0284268,0.0860642,0,0.0105029,0.0365625,0.0531373,0.0386845,0.0297538,0.0468006,0.0494072,0.0328829,0.0434268,0.0323217,0.222963,0.0486621,0.0232141,0.0389607,0.0173634,0.0179148,0.0500711,0.0527371,0,0,0,0.0142836,0.0543649,0,0
371,0.0272485,0.0568824,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0382548,0,0.0141789,0.0322943,0,0,0.0171623,0,0,0.0431401,0.0575531,0.0482868,0.0213913,0.0697006,0.059096,0.0653265,0.0860497,0.0617233,0.0549497,0.0274151,0.041121,0.0443239,0.0430251,0.0126872,0.0223184,0.0238415,0,0.026682,0.0520741,0.0406137,0,0,0.0368507,0,0,0.0283104,0.0860807,0,0.0111108,0.0364121,0.0529454,0.0388484,0.0295369,0.0466948,0.0494681,0.0329106,0.0433942,0.0322776,0.223406,0.0485606,0.0225873,0.0398773,0.0173706,0.0178752,0.050605,0.0522806,0,0,0,0.0152087,0.0544124,0,0
372,0.0271109,0.0570564,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387377,0,0.0144478,0.0320381,0,0,0.0171793,0,0,0.0435634,0.0575496,0.0484233,0.0213718,0.0699856,0.0589349,0.0659507,0.0864286,0.0614558,0.0548223,0.0274766,0.040905,0.044345,0.0430124,0.0130435,0.022133,0.024347,0,0.0264517,0.0525025,0.0405837,0,0,0.0366936,0,0,0.0283157,0.0861758,0,0.0115425,0.0364107,0.0527179,0.0388737,0.0292848,0.0465359,0.0495402,0.0329477,0.0433115,0.0322195,0.223839,0.0485406,0.0218556,0.0403647,0.0175179,0.0177073,0.0506623,0.0519873,0,0,0,0.016146,0.0543882,0,0
373,0.0268453,0.057161,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0390627,0,0.0148045,0.0317803,0,0,0.016982,0,0,0.0442414,0.0573408,0.0484842,0.0210463,0.0711161,0.0584656,0.0667123,0.0869768,0.0614519,0.0547609,0.0273366,0.0411226,0.0438251,0.0428627,0.0128094,0.0226591,0.0246872,0,0.0262499,0.05314,0.0407428,0,0,0.0224828,0,0,0.0366664,0.0861891,0,0.0117239,0.0363972,0.0527732,0.037319,0.0291306,0.0464178,0.049588,0.0328264,0.0432383,0.0321631,0.224156,0.0485706,0.0212071,0.0411844,0.0145393,0.0211622,0.0504284,0.0516848,0,0,0,0.0177111,0.0544824,0,0
374,0.0267951,0.0573785,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398858,0,0.0147992,0.0312884,0,0,0.0167328,0,0,0.0437,0.0572846,0.0482215,0.0211714,0.0699289,0.0581611,0.0671275,0.0870778,0.0609872,0.0548488,0.0273554,0.0415908,0.042633,0.0427698,0.0127095,0.0224701,0.0246389,0,0.0262304,0.0548273,0.0406976,0,0,0.0365601,0,0,0.0283085,0.0858616,0,0,0.0364206,0.0521335,0.0391417,0.0296171,0.0468232,0.0495508,0.0321045,0.0431085,0.031958,0.224436,0.0484342,0.0214692,0.0408565,0.0177711,0.0176306,0.0510518,0.0509424,0,0,0,0.0186857,0.0548699,0,0
375,0.0267702,0.0574221,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403028,0,0.014811,0.0313699,0,0,0.0167514,0,0,0.0429335,0.0572532,0.048373,0.0210011,0.0711029,0.0582148,0.0680812,0.0874806,0.0606548,0.0548793,0.027612,0.0419188,0.0421113,0.0428381,0.0125979,0.022244,0.025737,0,0.0260123,0.0537771,0.0406307,0,0,0.0360037,0,0,0.0281671,0.0863289,0,0.0133424,0.0364462,0.0519551,0.038693,0.029002,0.0459809,0.0495994,0.0326363,0.0432256,0.0321416,0.224704,0.0485962,0.0194732,0.0416052,0.0177954,0.0174974,0.050552,0.0510935,0,0,0,0.0198253,0.0551137,0,0
376,0.0266436,0.0575432,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401938,0,0.0148541,0.0312024,0,0,0.0167152,0,0,0.0426584,0.0574475,0.04883,0.0208553,0.0713462,0.0578714,0.0686025,0.087682,0.0603749,0.0552483,0.0280115,0.041957,0.0421671,0.0427906,0.0124071,0.0222396,0.0263652,0,0.0258432,0.0540337,0.0407803,0,0,0.0357848,0,0,0.0281127,0.0863339,0,0.0139437,0.0364045,0.0516522,0.0386702,0.0287047,0.0456822,0.0497107,0.0327378,0.0432629,0.0321728,0.225064,0.0486788,0.0184397,0.0420097,0.0179311,0.0173599,0.0504705,0.0508594,0,0,0,0.0206134,0.0552177,0,0
377,0.0267291,0.0572207,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0402582,0,0.0150685,0.0310506,0,0,0.015866,0,0,0.0343011,0.057402,0.0491327,0.0208143,0.071798,0.0545816,0.0688673,0.087864,0.0602033,0.0559758,0.0280603,0.0420198,0.0418781,0.0418596,0,0.0273918,0.0266509,0,0.0257182,0.0543931,0.0409263,0,0,0.0357632,0,0,0.0282111,0.0863444,0,0.0145679,0.0363616,0.051275,0.0385574,0.0284112,0.0455396,0.0497821,0.0327007,0.0432831,0.0322481,0.225407,0.0488489,0.0177834,0.0419962,0.0180185,0.0174115,0.049997,0.0508651,0,0,0,0.0211619,0.0555587,0,0
378,0.0265142,0.0573809,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403806,0,0.0151729,0.0310884,0,0,0.0157685,0,0,0.0343684,0.0571653,0.0490102,0.0206789,0.0720581,0.0544605,0.0691775,0.0881279,0.0601153,0.0564193,0.0281659,0.0420532,0.0413491,0.0417003,0,0.0274029,0.0269604,0,0.025583,0.0546477,0.0409311,0,0,0.0355821,0,0,0.0282976,0.086222,0,0.0151764,0.0362871,0.050934,0.0384375,0.0281601,0.0453824,0.0497988,0.0325812,0.0432845,0.0322788,0.22555,0.0489143,0.0169963,0.0423978,0.018185,0.01725,0.0500386,0.0506445,0,0,0,0.0217038,0.0559009,0,0
379,0.0260105,0.0578804,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404201,0,0.0151558,0.0311365,0,0,0.016557,0,0,0.0433897,0.056982,0.0486784,0.0201927,0.0727884,0.0571151,0.0695459,0.0885204,0.0602582,0.0566416,0.0284832,0.0419968,0.0408115,0.0421101,0.0127143,0.022192,0.0272802,0,0.0253576,0.0550231,0.0409282,0,0,0.0211986,0,0,0.0368489,0.0859346,0,0.015668,0.036144,0.0509263,0.0370789,0.0278478,0.045225,0.049843,0.0324656,0.0432354,0.0322134,0.225793,0.048788,0.0161666,0.0431438,0.0159051,0.0199144,0.0503956,0.0502676,0,0,0,0.0222755,0.0561151,0,0
380,0.0259118,0.0579211,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405714,0,0.0149229,0.0311045,0,0,0.0162479,0,0,0.043199,0.0570767,0.0483891,0.0201978,0.0723122,0.0572025,0.0697291,0.0885209,0.0599183,0.0571494,0.0290217,0.0423311,0.0403797,0.0422905,0.0127196,0.022114,0.0277849,0,0.025244,0.055127,0.0407839,0,0,0.0348244,0,0,0.0285591,0.0858216,0,0.0165461,0.0361271,0.0505188,0.0382895,0.0275328,0.0450721,0.0498831,0.0323021,0.0432451,0.0322161,0.226009,0.048775,0.0152026,0.043601,0.0181432,0.0175259,0.0507807,0.0500832,0,0,0,0.022187,0.0566786,0,0
381,0.0257687,0.0579001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0407742,0,0.0147775,0.0311511,0,0,0.0160102,0,0,0.0430532,0.0569761,0.0481696,0.019952,0.0726942,0.0571388,0.0700159,0.0887652,0.0598275,0.0577251,0.0292085,0.0426458,0.0403184,0.0421667,0.0125378,0.0222283,0.0283785,0,0.0250855,0.0552425,0.0410247,0,0,0.0345279,0,0,0.0286033,0.0857317,0,0.0169895,0.0360615,0.0500756,0.0382112,0.0272229,0.0448931,0.0499146,0.0321164,0.043251,0.0322062,0.226279,0.0488212,0.0143184,0.0440946,0.0183774,0.0172794,0.0510825,0.0499934,0,0,0,0.0224437,0.0572147,0,0
382,0.0256155,0.0579592,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0407749,0,0.014651,0.0311781,0,0,0.0158377,0,0,0.0429415,0.056687,0.0481534,0.0197699,0.0729276,0.0571594,0.070255,0.0890139,0.0597152,0.058434,0.0298599,0.0426369,0.0406617,0.0420668,0.0124595,0.0223135,0.0288808,0,0.0249749,0.0554892,0.0411723,0,0,0.0340778,0,0,0.0285805,0.0856729,0,0.0174358,0.0360068,0.0497209,0.0381083,0.0269095,0.0446609,0.0498656,0.031926,0.0433336,0.0321773,0.226567,0.0488738,0.0136345,0.0446596,0.0186207,0.0170639,0.0514326,0.0499537,0,0,0,0.0228544,0.0578568,0,0
383,0.0254318,0.0579684,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0407137,0,0.0145923,0.0311488,0,0,0.0156082,0,0,0.0427128,0.0566683,0.0480601,0.0196089,0.0730172,0.0572067,0.0704325,0.0891959,0.0595901,0.0592533,0.0306998,0.0421249,0.0411791,0.0419668,0.0126004,0.0222335,0.0294353,0,0.0248574,0.0558035,0.0411975,0,0,0.0336706,0,0,0.0286804,0.0856672,0,0.0179157,0.0359463,0.0494594,0.0379659,0.0266323,0.0444331,0.0497909,0.0317716,0.0434314,0.0322674,0.226888,0.0489041,0.0129432,0.0451938,0.0188457,0.0169254,0.0516258,0.0498398,0,0,0,0.0233299,0.058477,0,0
384,0.025225,0.0578986,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405919,0,0.0145268,0.0310604,0,0,0.015426,0,0,0.0426356,0.0565227,0.0478909,0.0192857,0.073347,0.0571406,0.0707804,0.0896002,0.0595832,0.0600272,0.0314377,0.0427615,0.0415274,0.0419207,0.0126603,0.0221661,0.0301134,0,0.0247074,0.0561347,0.0413336,0,0,0.0333393,0,0,0.0288618,0.0858229,0,0.018537,0.0358817,0.0492603,0.0377413,0.0263929,0.0442672,0.0497725,0.0316659,0.0434148,0.0324933,0.227238,0.0489549,0.0121247,0.0456982,0.0190397,0.0168442,0.051991,0.0495091,0,0,0,0.0240301,0.0590579,0,0
385,0.0250247,0.0578914,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403888,0,0.0141573,0.0309325,0,0,0.0152531,0,0,0.0427098,0.0564316,0.0476033,0.0189176,0.0736785,0.0569268,0.0711768,0.090087,0.0596384,0.060627,0.0321268,0.0435438,0.0416708,0.0419305,0.0127111,0.0221529,0.0307267,0,0.0245854,0.0564645,0.0415177,0,0,0.0330464,0,0,0.0290195,0.0861223,0,0.0192075,0.0358473,0.049095,0.0374992,0.0261699,0.0441615,0.0497518,0.0315623,0.0435107,0.0325947,0.22762,0.0490727,0.0112893,0.0462034,0.019211,0.0167733,0.0522941,0.049226,0,0,0,0.0248333,0.0596863,0,0
386,0.0248367,0.0578349,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403588,0,0.0137527,0.0309746,0,0,0.014927,0,0,0.0424741,0.0563877,0.0468621,0.0184901,0.0740385,0.056416,0.0714799,0.0905836,0.0598306,0.0610513,0.0325883,0.0435648,0.0411881,0.0418055,0.0125324,0.0222887,0.0310883,0,0.0244376,0.0570294,0.0417511,0,0,0.0194333,0,0,0.0374702,0.0861316,0,0.0197337,0.0358167,0.0494502,0.036411,0.0259108,0.0440202,0.0497225,0.031453,0.0435697,0.0325912,0.228057,0.0491903,0.0107169,0.0456952,0.0187771,0.0175543,0.0519263,0.0491084,0,0,0,0.0256675,0.0601086,0,0
387,0.0247224,0.0582561,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403797,0,0.0134282,0.0309312,0,0,0.0146,0,0,0.042319,0.0563685,0.0461207,0.018446,0.0732389,0.0565102,0.0716403,0.0907889,0.0596444,0.0614808,0.0330304,0.043431,0.0399357,0.0420544,0.0123856,0.0222997,0.0317737,0,0.0242662,0.0571868,0.0417187,0,0,0.0323342,0,0,0.029156,0.0858106,0,0.0204471,0.0359069,0.0493205,0.0373976,0.0256814,0.0437161,0.0496217,0.0313778,0.0436817,0.0327479,0.228352,0.0492966,0.0104013,0.0470302,0.0192922,0.0173764,0.0515694,0.0488424,0,0,0,0.0262995,0.060467,0,0
388,0.0245984,0.0585788,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0402927,0,0.0132135,0.0309679,0,0,0.0144787,0,0,0.0422571,0.0562303,0.0450026,0.0181105,0.0730596,0.0563708,0.0717731,0.0910104,0.0596342,0.06162,0.0332947,0.043032,0.0378902,0.0421321,0.012421,0.0222334,0.0328781,0,0.0240446,0.0571932,0.0417982,0,0,0.0321909,0,0,0.0292415,0.0857514,0,0.0207766,0.0359789,0.049141,0.0373969,0.0255036,0.0434412,0.0495284,0.0313589,0.043796,0.0330823,0.228571,0.0493217,0.0102933,0.0473526,0.0191782,0.0171801,0.0513038,0.0486495,0,0,0,0.0269333,0.06048,0,0
389,0.0244486,0.0588662,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403524,0,0.013078,0.0309898,0,0,0.0142263,0,0,0.0422588,0.0560947,0.0436353,0.0176704,0.0728822,0.0561796,0.0717656,0.0911598,0.0596442,0.0615718,0.0334656,0.0424324,0.0351511,0.0421607,0.0124574,0.0222052,0.0339128,0,0.0239565,0.0570251,0.0419765,0,0,0.0321092,0,0,0.0294125,0.0860123,0,0.0208578,0.0360864,0.0491459,0.0374204,0.0253852,0.04317,0.0493927,0.0313328,0.0439005,0.0332597,0.228757,0.0493534,0.0100501,0.0476712,0.0192248,0.0168671,0.0512231,0.0484995,0,0,0,0.027369,0.0602789,0,0
390,0.0242732,0.0591579,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406825,0,0.012946,0.0310215,0,0,0.0135873,0,0,0.0425539,0.0559537,0.0420938,0.0171655,0.0726023,0.0558794,0.0716241,0.0912272,0.0597017,0.0613695,0.033487,0.0416426,0.0317094,0.0422392,0.0121703,0.0227125,0.0348893,0,0.02389,0.0568641,0.0423192,0,0,0.0320737,0,0,0.0296286,0.0863844,0,0.020831,0.0361995,0.0493623,0.0374901,0.0253262,0.0429463,0.0492403,0.0313683,0.044079,0.033295,0.228867,0.0494589,0.00991327,0.0479399,0.0194718,0.0166349,0.0511313,0.0483614,0,0,0,0.0276127,0.0599325,0,0
391,0.0241546,0.0594504,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0413442,0,0.0128491,0.0310665,0,0,0.013446,0,0,0.0429121,0.0558351,0.0402861,0.0166459,0.07224,0.0557622,0.0713876,0.0911502,0.0598486,0.0610854,0.0332264,0.0406542,0.0276767,0.0422506,0.0128506,0.022351,0.0358708,0,0.023787,0.0567216,0.0425073,0,0,0.0320402,0,0,0.0298982,0.0867597,0,0.0210365,0.0363168,0.0496093,0.0375997,0.0252201,0.0427827,0.0490483,0.0314147,0.0443034,0.033422,0.228909,0.0496398,0.00999428,0.0482077,0.0198005,0.0163396,0.0510391,0.0482241,0,0,0,0.0277784,0.059509,0,0
392,0.0241426,0.0592604,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0423461,0,0.0128107,0.031249,0,0,0.0137415,0,0,0.0429205,0.0556796,0.03848,0.0160318,0.0722379,0.0555344,0.0710813,0.0910076,0.0602771,0.0607031,0.0329105,0.0395942,0.0232111,0.0419946,0.0131752,0.022016,0.0367623,0,0.0237645,0.056305,0.042374,0,0,0.0188706,0,0,0.0383021,0.0870798,0,0.0211749,0.0364117,0.0497117,0.037103,0.0250678,0.0425731,0.0488433,0.0313151,0.0444703,0.0338955,0.228979,0.0497637,0.010045,0.047007,0.0210049,0.0158653,0.0507142,0.0482062,0,0,0,0.0278375,0.0590378,0,0
393,0.0240078,0.0594181,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435367,0,0.0125638,0.0313736,0,0,0.0136801,0,0,0.0428259,0.0554509,0.0365209,0.0156981,0.07138,0.055557,0.0705954,0.0906709,0.0606302,0.0606149,0.0330043,0.0389956,0.0187515,0.0420946,0.0132271,0.0219004,0.0375643,0,0.0238732,0.0554577,0.0423663,0,0,0.0316448,0,0,0.0300967,0.0875897,0,0.0216758,0.03663,0.049491,0.0379328,0.0249522,0.0422226,0.0485935,0.0310009,0.0445979,0.0348903,0.229051,0.0498596,0.00969219,0.0489217,0.0207249,0.0157411,0.0509291,0.047958,0,0,0,0.0275704,0.0588048,0,0
394,0.023966,0.0592877,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0446902,0,0.0122974,0.0315618,0,0,0.0129927,0,0,0.0429773,0.0550008,0.0345046,0.0153076,0.0709188,0.0550585,0.0700721,0.0904041,0.0612679,0.0605396,0.0332378,0.0384509,0.0145168,0.0421167,0.0121039,0.0230168,0.0378544,0,0.0239545,0.0547544,0.0426333,0,0,0.0314606,0,0,0.0301927,0.0880543,0,0.0217844,0.0368272,0.0493377,0.0380324,0.0249021,0.0420072,0.0484007,0.0304995,0.0446055,0.0354202,0.229252,0.0499129,0.00883416,0.0492347,0.0211075,0.0153891,0.0509588,0.0477833,0,0,0,0.0272841,0.0585579,0,0
395,0.0239604,0.0594253,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0453567,0,0.0124865,0.0316964,0,0,0.0127737,0,0,0.0429445,0.054485,0.0324755,0.0151296,0.0704514,0.0546725,0.0694399,0.0900417,0.0620534,0.0605915,0.0336725,0.0379168,0.0108162,0.0420462,0.0120427,0.023057,0.037912,0,0.0240941,0.0541538,0.0428783,0,0,0.0314135,0,0,0.0303111,0.0884925,0,0.0216393,0.0369816,0.0492301,0.0380937,0.02493,0.0419039,0.0481827,0.0301633,0.0446134,0.035697,0.229548,0.0499732,0.00787185,0.0493804,0.0214633,0.0150665,0.0510465,0.0476138,0,0,0,0.0268907,0.058389,0,0
