Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,LTHIP,LILC,,x77
511,0,0.0531469,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296847,0,0.0232598,0.0548849,0,0,0.00857847,0,0,0.040261,0.0571654,0.0276943,0.0286393,0.0569484,0.0368894,0.0498486,0.0708536,0.0551105,0.0567182,0.0608469,0.0336524,0.0317378,0.0151682,0.0427031,0.0112966,0.0197633,0.0112309,0,0.0277148,0.0487425,0.0438068,0,0,0.0112535,0,0,0.0329343,0.0773246,0.0218531,0.0147933,0.0266669,0.0492712,0.0429306,0.0323767,0.0582092,0.0598502,0.0392447,0.0267385,0.0266309,0.0140781,0.0333089,0.0311764,0.0433339,0.00716122,0.0180692,0.0470732,0.0516203,0,0,0,0.017383,0.0302736,0,0
512,0,0.0530665,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303967,0,0.023117,0.0553365,0,0,0.00844022,0,0,0.0403661,0.057146,0.0284365,0.0280741,0.0566623,0.0369573,0.0491727,0.0706951,0.0555459,0.0570467,0.0611797,0.0338167,0.032075,0.0152472,0.0427958,0.0112692,0.0194317,0.011006,0,0.0277149,0.0485701,0.0435212,0,0,0.0106483,0,0,0.0332339,0.07743,0.0218476,0.0154933,0.0265295,0.0490637,0.042947,0.0326352,0.0583341,0.0600088,0.0393954,0.0265915,0.0266634,0.0140294,0.0327205,0.03152,0.043584,0.00764686,0.0180646,0.0470586,0.0517919,0,0,0,0.0173281,0.0301233,0,0
513,0,0.053107,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0310783,0,0.0230335,0.0557932,0,0,0.00824817,0,0,0.0404521,0.0571169,0.0287852,0.0277222,0.0563501,0.0370756,0.0487895,0.0706012,0.0557997,0.0574168,0.061558,0.034147,0.0324194,0.015256,0.0427857,0.0110882,0.0193577,0.0109071,0,0.0277249,0.0483052,0.0433189,0,0,0.0103926,0,0,0.0332937,0.077485,0.0217775,0.0161222,0.0265236,0.049172,0.0426609,0.0328969,0.0584835,0.0601517,0.0394592,0.0264532,0.0267404,0.0140088,0.0325629,0.0317021,0.0439308,0.00777535,0.0178672,0.0470921,0.052218,0,0,0,0.0173297,0.0302025,0,0
514,0,0.0531355,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315975,0,0.0229601,0.0562392,0,0,0.00809762,0,0,0.0405166,0.0570667,0.029095,0.02739,0.0559625,0.0371917,0.0485282,0.0705896,0.0559278,0.0578341,0.0619747,0.0344143,0.0327167,0.0155131,0.0427512,0.0108983,0.0192937,0.0108482,0,0.0276682,0.048081,0.0431719,0,0,0.0101938,0,0,0.03335,0.0774769,0.0217523,0.0169598,0.0265449,0.0493007,0.0423428,0.0330875,0.0586622,0.0602611,0.0395545,0.0263729,0.0269256,0.0140684,0.0326053,0.0318009,0.0442675,0.00778619,0.0177588,0.047147,0.0526495,0,0,0,0.0173152,0.030345,0,0
515,0,0.0531307,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0316371,0,0.021896,0.0588471,0,0,0.00787883,0,0,0.0406901,0.0550716,0.0307446,0.0254522,0.0566472,0.0377266,0.0499096,0.0726985,0.0573926,0.0566396,0.0605603,0.0329986,0.032093,0.016594,0.0430177,0.0106551,0.0192927,0.010963,0,0.0278894,0.0475627,0.0426761,0,0,0.00964401,0,0,0.0331415,0.0782659,0.0213127,0.0165898,0.0272424,0.0479948,0.0409763,0.0331191,0.058361,0.0597638,0.0392706,0.0267904,0.0271681,0.0142867,0.0329196,0.0316105,0.0452617,0.00809557,0.0168779,0.0471966,0.0525741,0,0,0,0.0169728,0,0,0
516,0,0.0530701,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320729,0,0.0218127,0.0592329,0,0,0.00776369,0,0,0.0408312,0.054969,0.0313365,0.0249897,0.0563386,0.0377594,0.0493526,0.0728052,0.0576462,0.0569904,0.0608718,0.0331208,0.0325774,0.0172023,0.0429761,0.0104134,0.0191996,0.0108356,0,0.0278475,0.0475981,0.0425695,0,0,0.00957324,0,0,0.0332162,0.0783349,0.0213642,0.0160894,0.0272268,0.0477881,0.0408192,0.0333127,0.0584895,0.0598116,0.0392462,0.0267305,0.0273017,0.0142954,0.0327806,0.0319586,0.0456026,0.00805081,0.0167929,0.0472664,0.052696,0,0,0,0.0168733,0,0,0
517,0,0.0530025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326011,0,0.0217272,0.0596204,0,0,0.0076875,0,0,0.0408527,0.0549152,0.0318249,0.0245742,0.0560166,0.0378473,0.0488715,0.0729102,0.0579493,0.0573461,0.061191,0.033246,0.0330501,0.0176832,0.0428876,0.0102817,0.0190051,0.0105453,0,0.0278847,0.047638,0.0425093,0,0,0.00955505,0,0,0.0333392,0.0784513,0.021561,0.0152715,0.0271182,0.0477105,0.040725,0.0334117,0.058558,0.0598789,0.0392101,0.0266265,0.0273528,0.014254,0.0326006,0.0325383,0.0457922,0.00801622,0.0168071,0.0473089,0.0528823,0,0,0,0.0168303,0,0,0
518,0,0.0529707,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331417,0,0.0216338,0.0599995,0,0,0.00765839,0,0,0.0408361,0.0548407,0.0322357,0.0241939,0.055734,0.0378904,0.0484992,0.0730229,0.0582415,0.0576676,0.0614883,0.0332773,0.0333326,0.0181636,0.0427601,0.0101925,0.0187942,0.0102539,0,0.0279086,0.0476148,0.0424742,0,0,0.00957061,0,0,0.0334803,0.0785461,0.0218158,0.0144813,0.0269976,0.0475331,0.0406848,0.0335142,0.0586562,0.0599397,0.0392017,0.0264762,0.0273805,0.0141684,0.0324486,0.0331474,0.0459084,0.00795998,0.0168754,0.0473856,0.0529958,0,0,0,0.0167952,0,0,0
519,0,0.0529793,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336908,0,0.0215664,0.0602969,0,0,0.00762911,0,0,0.0408547,0.0547635,0.0326103,0.0238817,0.0554901,0.0378203,0.0481742,0.073145,0.0584916,0.0579675,0.0617699,0.0332594,0.0334991,0.0186324,0.0426415,0.0100198,0.0187209,0.0100355,0,0.0278543,0.0475167,0.0424323,0,0,0.00959589,0,0,0.0335717,0.0785955,0.0220003,0.0142239,0.0268659,0.0472168,0.0406805,0.0335352,0.058845,0.060018,0.0392054,0.0263174,0.0274234,0.014052,0.0323467,0.0336367,0.0460213,0.00791427,0.0169722,0.047474,0.0530285,0,0,0,0.0167958,0,0,0
520,0,0.0529818,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342175,0,0.0215484,0.0606425,0,0,0.00757632,0,0,0.0410097,0.0547076,0.033028,0.0235747,0.0553844,0.0377899,0.0478854,0.0732737,0.0587436,0.0582615,0.0620185,0.0334657,0.0338729,0.0190195,0.0425309,0.00973464,0.0187766,0.00986871,0,0.0277932,0.0473444,0.0423895,0,0,0.00959259,0,0,0.0336516,0.0786093,0.0221214,0.0141125,0.0267355,0.0471348,0.0407053,0.0336678,0.0590303,0.0601008,0.039249,0.0262082,0.0274581,0.013998,0.032277,0.0340302,0.0461346,0.0078237,0.0171051,0.0475457,0.0530254,0,0,0,0.0168164,0,0,0
521,0,0.0530808,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346827,0,0.0215184,0.0610226,0,0,0.00830635,0,0,0.0408387,0.0546332,0.0334295,0.0233595,0.0553179,0.0384319,0.0476174,0.0733794,0.0589806,0.0585632,0.0622713,0.0336623,0.0341811,0.0193077,0.042138,0.0112364,0.0167321,0.00980316,0,0.0277615,0.0471165,0.0423556,0,0,0.0099528,0,0,0.0334829,0.0786411,0.0220888,0.014027,0.026664,0.047081,0.0407917,0.0336567,0.0591734,0.0601145,0.0391555,0.0261703,0.0274774,0.0139842,0.0322564,0.0342997,0.046206,0.00759105,0.0170733,0.0476876,0.0529734,0,0,0,0.01679,0,0,0
522,0,0.0531194,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351441,0,0.0214711,0.0613018,0,0,0.00843089,0,0,0.0407631,0.0545439,0.0337949,0.0232334,0.0553033,0.0384572,0.047355,0.0734631,0.0592301,0.0588514,0.0625333,0.0338052,0.0343793,0.0195021,0.0419698,0.0113347,0.0163501,0.00977177,0,0.0277839,0.0469247,0.0423629,0,0,0.0101178,0,0,0.0333213,0.0786286,0.0220918,0.0139728,0.0266011,0.0468871,0.0409021,0.0336779,0.059321,0.0601513,0.0390887,0.0261329,0.0275445,0.0139786,0.0322685,0.0344943,0.0462073,0.00786677,0.0170188,0.047725,0.0529572,0,0,0,0.0166524,0,0,0
523,0,0.0530284,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355894,0,0.0215199,0.0615025,0,0,0.00767985,0,0,0.0410237,0.0543975,0.0340566,0.023098,0.0553666,0.0377485,0.0471022,0.0735296,0.0595389,0.0590729,0.0627439,0.0338657,0.0344415,0.0197608,0.0420927,0.00960597,0.0182917,0.00976118,0,0.0277814,0.0468,0.0423567,0,0,0.00968759,0,0,0.0335855,0.0785651,0.0221163,0.0138937,0.0265191,0.0467412,0.0409371,0.0338006,0.0594478,0.060266,0.0389735,0.0260707,0.0276108,0.0139599,0.0322402,0.0346169,0.0462625,0.00786945,0.0175833,0.0476613,0.0530057,0,0,0,0.0165266,0,0,0
524,0,0.0530897,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359681,0,0.021596,0.0617424,0,0,0.00772111,0,0,0.0411161,0.0542566,0.0343667,0.0229861,0.0553721,0.0376992,0.046865,0.0735775,0.0598777,0.0592587,0.0628942,0.0338378,0.0345644,0.0201118,0.0419338,0.00956845,0.0181766,0.00974925,0,0.0277966,0.0467448,0.0422895,0,0,0.00966031,0,0,0.0336736,0.0785324,0.0220243,0.0137688,0.026504,0.046723,0.041077,0.033846,0.0594913,0.0603537,0.0389175,0.0259997,0.0276354,0.013929,0.0322341,0.0347312,0.0463063,0.00769902,0.0177892,0.0477227,0.0529816,0,0,0,0.0168359,0,0,0
525,0,0.0531611,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362839,0,0.021697,0.0619496,0,0,0.00780716,0,0,0.0411619,0.0541039,0.0348252,0.0228603,0.0553631,0.037677,0.0466057,0.0736693,0.0602536,0.0594015,0.0630122,0.0337938,0.0348074,0.0205441,0.0417418,0.00958613,0.0179324,0.00974319,0,0.0277928,0.0467734,0.0422376,0,0,0.00967807,0,0,0.0338442,0.0784834,0.0220009,0.0137394,0.0264521,0.0467487,0.0412098,0.0338729,0.0595418,0.0604284,0.0389215,0.0259378,0.0276959,0.0139325,0.0322482,0.0349152,0.0463034,0.00761565,0.0179609,0.0477792,0.0528863,0,0,0,0.0171571,0,0,0
526,0,0.0532162,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365936,0,0.021786,0.0621276,0,0,0.00794739,0,0,0.0411136,0.0539769,0.0350313,0.022838,0.0553538,0.0377248,0.0465113,0.0737709,0.0604073,0.0595635,0.0631548,0.0338472,0.0351578,0.020688,0.0415507,0.00969733,0.0176203,0.00971801,0,0.0278154,0.0467112,0.0422421,0,0,0.00968109,0,0,0.0339849,0.0784526,0.0220253,0.0137286,0.026423,0.0468047,0.0413137,0.0339144,0.0596273,0.0604685,0.038964,0.0259116,0.027743,0.0139483,0.0322621,0.0351329,0.0462842,0.00752843,0.0181119,0.0478818,0.0527436,0,0,0,0.017216,0,0,0
527,0,0.0532851,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0368693,0,0.0218472,0.0622666,0,0,0.00810006,0,0,0.0410545,0.0539239,0.0351493,0.0228766,0.0553517,0.0376941,0.0464477,0.0738261,0.0604445,0.0597231,0.0633039,0.0339193,0.0352986,0.0207439,0.0413885,0.00980409,0.0173585,0.00974705,0,0.0278374,0.0466451,0.0422087,0,0,0.00962364,0,0,0.0341058,0.0784239,0.0220049,0.0137185,0.0264276,0.0468755,0.0414383,0.0339921,0.0596934,0.060515,0.0390571,0.0258876,0.0277798,0.0139333,0.0322655,0.0352058,0.0462805,0.00742364,0.0182369,0.0480119,0.0526363,0,0,0,0.0172216,0,0,0
528,0,0.0533923,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0370844,0,0.021877,0.0623782,0,0,0.00822285,0,0,0.0410686,0.0539299,0.0353114,0.0229341,0.0553803,0.0375986,0.046356,0.0738764,0.0605343,0.0598469,0.0634164,0.0339917,0.0352269,0.0208401,0.0412576,0.00982607,0.0172301,0.00976394,0,0.0278677,0.0466308,0.0421391,0,0,0.00953703,0,0,0.0342189,0.0783913,0.0219191,0.0135894,0.026426,0.0468406,0.041578,0.034029,0.0596837,0.0605788,0.0390995,0.0258919,0.0277818,0.0138947,0.032259,0.0351767,0.0462864,0.0073402,0.0182894,0.0481326,0.0525826,0,0,0,0.0173018,0,0,0
529,0,0.053512,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372655,0,0.021936,0.0624711,0,0,0.00835366,0,0,0.0410416,0.0539539,0.0355623,0.0229375,0.0554011,0.0375503,0.0462395,0.0739339,0.0607143,0.0599605,0.0634808,0.0340247,0.0352158,0.0210876,0.0411334,0.00986462,0.0170424,0.0097953,0,0.0278713,0.0466637,0.0420696,0,0,0.00944384,0,0,0.0342999,0.0783454,0.0218283,0.0135661,0.0263918,0.0469036,0.0416633,0.0340626,0.0596348,0.0606516,0.039096,0.0258797,0.0277855,0.0139133,0.0322277,0.0351579,0.0463037,0.00726785,0.0183041,0.0482462,0.0525725,0,0,0,0.0174613,0,0,0
530,0,0.0541896,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0374246,0,0.0220393,0.062451,0,0,0.0118984,0,0,0.0399756,0.0540497,0.0355981,0.0229833,0.0553796,0.0394436,0.0460957,0.0739126,0.06077,0.0601366,0.0636546,0.0341508,0.0353445,0.0211828,0.0402995,0.0134602,0.0125225,0.0100562,0,0.0277646,0.0465981,0.0417377,0,0,0.0119594,0,0,0.0330788,0.0784164,0.0215307,0.0139545,0.0266125,0.0468334,0.0427024,0.0340028,0.0595529,0.0605746,0.0390564,0.0258944,0.0278243,0.0139473,0.032261,0.0349427,0.0461034,0.0129852,0.0142018,0.0487628,0.0523483,0,0,0,0.0175731,0,0,0
531,0,0.0541216,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385045,0,0.0219202,0.0603843,0,0,0.0153964,0,0,0.0385865,0.0541639,0.0322161,0.0238296,0.0567429,0.0399707,0.0466183,0.0734861,0.0593598,0.0608258,0.0643951,0.0350329,0.0358159,0.017534,0.0398844,0.0134668,0.0114853,0.0110524,0,0.0273218,0.0455532,0.0416573,0,0,0.0103972,0,0,0.0337518,0.0788797,0.0204813,0.0146998,0.0280854,0.0479503,0.0434238,0.0335712,0.0595355,0.0599587,0.038155,0.02616,0.0277839,0.0137614,0.0325162,0.0344936,0.0461546,0.0188331,0.0130698,0.0481988,0.0527153,0,0,0,0.0172382,0,0,0
532,0,0.0543459,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375344,0,0.0221545,0.0625001,0,0,0.0122223,0,0,0.0399481,0.054009,0.0355372,0.022919,0.0553974,0.0394238,0.0462159,0.0739559,0.0607486,0.0603081,0.0637994,0.0342613,0.0355126,0.0212447,0.0401373,0.0133685,0.0123461,0.0100487,0,0.0278212,0.0464934,0.0416924,0,0,0.0119633,0,0,0.0331047,0.0783878,0.0215542,0.0142699,0.0265917,0.0468083,0.0426906,0.0340701,0.0596352,0.0606614,0.0390833,0.0258376,0.0279484,0.0139774,0.0322452,0.0352035,0.0461318,0.0126979,0.0140061,0.0490075,0.0521476,0,0,0,0.0175106,0,0,0
533,0,0.0537866,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0374929,0,0.0221931,0.0626478,0,0,0.00901368,0,0,0.0409385,0.0539705,0.0358113,0.0227528,0.0553667,0.0377733,0.0462517,0.0740384,0.0608492,0.060271,0.0637508,0.0341604,0.0355233,0.0215475,0.0406116,0.0104308,0.0161208,0.00987525,0,0.027897,0.0465662,0.041924,0,0,0.00916953,0,0,0.0345032,0.0782901,0.021746,0.0139316,0.0263365,0.0471137,0.0417995,0.0342189,0.0597362,0.0607803,0.0391873,0.0257596,0.0279873,0.0139763,0.0320795,0.0355079,0.0462303,0.00740328,0.0178348,0.0486577,0.0523593,0,0,0,0.0175056,0,0,0
534,0,0.0538308,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375102,0,0.0222478,0.0627142,0,0,0.00910741,0,0,0.0409194,0.0539494,0.0359415,0.0226572,0.0554157,0.0378127,0.0461666,0.074048,0.0609156,0.0602752,0.0637482,0.034103,0.0355459,0.0217167,0.0405036,0.0104286,0.0160463,0.00985742,0,0.0278731,0.0465481,0.0418725,0,0,0.00916571,0,0,0.0345956,0.0783389,0.0217535,0.0132813,0.0263017,0.0471826,0.041809,0.0342299,0.0597396,0.0607775,0.0391816,0.0257597,0.0280114,0.0139716,0.0320366,0.0356028,0.0461176,0.00736547,0.0178008,0.0487032,0.0523456,0,0,0,0.0175191,0,0,0
535,0,0.0541771,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375285,0,0.0223323,0.0627736,0,0,0.0103494,0,0,0.0405925,0.0539543,0.0361608,0.0225636,0.0554231,0.0385492,0.0459921,0.0740086,0.0610368,0.0603176,0.0637594,0.034076,0.0355612,0.0219801,0.0401843,0.0120518,0.0139907,0.00988792,0,0.0278092,0.0465922,0.0417348,0,0,0.0109671,0,0,0.033685,0.0783556,0.0217996,0.0130279,0.0262652,0.0470566,0.0421673,0.0342296,0.0597643,0.0607923,0.0391588,0.0257645,0.0280039,0.0139656,0.0320714,0.0356769,0.0458398,0.00900507,0.0154543,0.0489927,0.0520265,0,0,0,0.0175817,0,0,0
536,0,0.0538876,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037559,0,0.0223699,0.0627298,0,0,0.00930999,0,0,0.0408944,0.0539059,0.0363482,0.0224532,0.0555373,0.0378831,0.045928,0.0740708,0.0610811,0.0603426,0.063756,0.0340505,0.0356883,0.0221439,0.0403108,0.0105296,0.0158635,0.0098401,0,0.027798,0.0465909,0.0417511,0,0,0.00916337,0,0,0.0345195,0.0783033,0.0219175,0.0130071,0.026172,0.0470035,0.0418552,0.0342868,0.0598591,0.0608771,0.03923,0.0257355,0.0279609,0.0139253,0.0320579,0.0358355,0.0458446,0.0073078,0.017754,0.0487798,0.0519036,0,0,0,0.0175816,0,0,0
537,0,0.053947,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0376244,0,0.0224192,0.0627493,0,0,0.0093768,0,0,0.0408654,0.0538581,0.0364754,0.0224174,0.0555415,0.037921,0.0459053,0.0741033,0.0611228,0.0603787,0.063791,0.0340543,0.0359425,0.0222571,0.0402095,0.0105436,0.0157811,0.00982756,0,0.0277665,0.0465554,0.0417534,0,0,0.00914763,0,0,0.03444,0.0782687,0.0219718,0.0130505,0.0261206,0.0469712,0.0418157,0.0343174,0.05991,0.0609447,0.0392908,0.0257117,0.0279472,0.0138918,0.0320571,0.0359132,0.0457167,0.00730653,0.0177041,0.0488545,0.0519652,0,0,0,0.0175561,0,0,0
538,0,0.0540126,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0376775,0,0.0224435,0.0627985,0,0,0.00942668,0,0,0.0408798,0.0537974,0.0364985,0.0224029,0.0555837,0.037986,0.0459227,0.0741423,0.061109,0.0604198,0.0638281,0.0340916,0.0360714,0.0222694,0.0401036,0.0105099,0.015764,0.00982924,0,0.0277596,0.0464826,0.0417642,0,0,0.00911075,0,0,0.03442,0.0782355,0.0219623,0.0132491,0.0260889,0.0471395,0.0417124,0.0343424,0.0599329,0.0609931,0.0392882,0.0256976,0.0279434,0.0138966,0.0320164,0.0359285,0.0455889,0.00729143,0.0176874,0.0489325,0.0523988,0,0,0,0.0175366,0,0,0
539,0,0.053978,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0376995,0,0.0224544,0.0628455,0,0,0.0094731,0,0,0.0408938,0.0537211,0.0364115,0.0224112,0.0556333,0.0380801,0.0460044,0.0741725,0.0610532,0.0604554,0.0638752,0.0341431,0.0361121,0.0222087,0.0400349,0.0104816,0.0157217,0.00984889,0,0.027806,0.0464196,0.0417791,0,0,0.00911555,0,0,0.0344301,0.0781716,0.0219108,0.0137479,0.0260793,0.0474038,0.0416476,0.0343841,0.0599433,0.0610221,0.0392346,0.025693,0.0279182,0.0138957,0.0320221,0.0359415,0.0454364,0.00728916,0.017697,0.0489421,0.0524309,0,0,0,0.0174897,0,0,0
540,0,0.0539218,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377397,0,0.0224715,0.0628744,0,0,0.00952274,0,0,0.0409263,0.0536843,0.0364204,0.0223953,0.0557269,0.0381459,0.0460225,0.0741997,0.0610635,0.060483,0.0639073,0.0341549,0.0361257,0.0222203,0.0399883,0.0104629,0.0156905,0.00996264,0,0.0278508,0.0463827,0.0417755,0,0,0.00917238,0,0,0.0344254,0.0781112,0.0218064,0.0136477,0.0261102,0.047453,0.0416127,0.0344349,0.0599012,0.0610062,0.0392098,0.0257029,0.0279256,0.0138895,0.0320464,0.0358248,0.0452669,0.00730077,0.0176754,0.0488918,0.0522608,0,0,0,0.0175082,0,0,0
541,0,0.0538722,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377704,0,0.0224641,0.0629078,0,0,0.0095834,0,0,0.0409261,0.0536251,0.0364621,0.0223581,0.0557829,0.0381527,0.0460526,0.0742168,0.0610854,0.0604866,0.0639134,0.0341301,0.036166,0.0222506,0.0399607,0.0104565,0.015642,0.0100943,0,0.0278325,0.0463516,0.0417732,0,0,0.00927764,0,0,0.0343731,0.0780265,0.0217029,0.0130899,0.0261458,0.0472882,0.0416165,0.0344603,0.0598307,0.0609981,0.0391988,0.0257253,0.0279384,0.0138966,0.0320967,0.0356836,0.0450939,0.00735432,0.017613,0.0488229,0.0519191,0,0,0,0.0174979,0,0,0
542,0,0.0538458,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377631,0,0.0224533,0.0629633,0,0,0.00962082,0,0,0.0409204,0.0535813,0.036493,0.0223245,0.0557735,0.0382015,0.0461027,0.0742574,0.0610803,0.0604985,0.0639222,0.034112,0.0362157,0.0222737,0.0399345,0.0104578,0.0156098,0.0101369,0,0.0278003,0.046341,0.0418069,0,0,0.0093685,0,0,0.0343125,0.0779729,0.0216092,0.0128003,0.0261419,0.0472704,0.0415865,0.0343988,0.0597391,0.0610722,0.0392092,0.0257709,0.0279563,0.0139308,0.0321715,0.0356387,0.0449456,0.00740252,0.0175547,0.048803,0.0518276,0,0,0,0.0174567,0,0,0
543,0,0.05385,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377307,0,0.022469,0.0630012,0,0,0.00958549,0,0,0.0409165,0.0535852,0.0364833,0.0223078,0.0557918,0.0383583,0.0461537,0.0742854,0.0610396,0.0605085,0.0639152,0.0341015,0.0362431,0.0222728,0.0399104,0.0104471,0.0156209,0.0102362,0,0.0277714,0.0463127,0.0418596,0,0,0.00941544,0,0,0.0342496,0.0779799,0.0215046,0.0127095,0.0261371,0.0474063,0.0415207,0.0342494,0.0596359,0.0611102,0.0392488,0.0258248,0.027987,0.0140514,0.0322499,0.0355966,0.0448445,0.00744717,0.0174749,0.0488056,0.0519678,0,0,0,0.0174334,0,0,0
544,0,0.0539231,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0376432,0,0.0225241,0.0629707,0,0,0.00930299,0,0,0.0409085,0.0536046,0.0365204,0.0222886,0.0558587,0.0383149,0.0461811,0.074292,0.0609808,0.0605131,0.0639092,0.0340843,0.0362642,0.0223157,0.0399368,0.0102916,0.0158551,0.0103449,0,0.0277528,0.0462847,0.0419524,0,0,0.00957867,0,0,0.034174,0.078042,0.0213248,0.0128671,0.0261264,0.0472849,0.0413585,0.0341615,0.0595452,0.0611083,0.0392689,0.0258506,0.0279838,0.0141187,0.0322669,0.0353891,0.0448138,0.00737435,0.0173178,0.0488252,0.0521817,0,0,0,0.0174344,0,0,0
545,0,0.0539728,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375453,0,0.0226181,0.0629092,0,0,0.00919794,0,0,0.0408847,0.0536494,0.0365738,0.0222893,0.0559657,0.0383312,0.0461839,0.0742789,0.0609794,0.0605211,0.0639205,0.0340741,0.0362714,0.0223755,0.0399357,0.010276,0.015883,0.0104257,0,0.0277471,0.046276,0.041985,0,0,0.00959991,0,0,0.0341622,0.0781845,0.0211135,0.0133753,0.0260992,0.047391,0.0412525,0.0341314,0.0594792,0.0610923,0.0392676,0.0258668,0.0280019,0.0141269,0.0323222,0.0351405,0.0447563,0.00735413,0.0172794,0.0488475,0.0522863,0,0,0,0.017495,0,0,0
546,0,0.0540073,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0374253,0,0.022712,0.0628916,0,0,0.00912116,0,0,0.0409079,0.0536381,0.0367272,0.0222426,0.0560311,0.0383821,0.0461729,0.0742744,0.0610373,0.0605143,0.0638976,0.0340507,0.0362532,0.0225282,0.0399476,0.0102714,0.0158977,0.0105306,0,0.0277369,0.0462892,0.0420106,0,0,0.00963054,0,0,0.0341183,0.0782634,0.0209901,0.013752,0.0260936,0.0476754,0.0412021,0.0340972,0.0594213,0.0610842,0.0392215,0.0258817,0.0280092,0.0141246,0.032349,0.0349364,0.0446372,0.00732679,0.0172585,0.0488952,0.0523048,0,0,0,0.0175372,0,0,0
547,0,0.054032,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372953,0,0.0227604,0.0628781,0,0,0.00905784,0,0,0.0409596,0.0536182,0.0368272,0.0221731,0.0560776,0.03842,0.0462115,0.0742897,0.0610201,0.0604889,0.0638772,0.0340454,0.0362637,0.0226459,0.0399775,0.0102692,0.0159354,0.0106273,0,0.0278019,0.0462773,0.042077,0,0,0.00964663,0,0,0.0340667,0.0782677,0.0209537,0.0141587,0.0260937,0.0477423,0.0411633,0.0340887,0.0593904,0.0610931,0.0392636,0.0259148,0.0279925,0.0141478,0.0323404,0.0347682,0.0445156,0.00732216,0.0172484,0.0489503,0.0523102,0,0,0,0.0175162,0,0,0
548,0,0.0541176,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0371987,0,0.0227878,0.062873,0,0,0.00933628,0,0,0.0408948,0.0535919,0.0368167,0.0221617,0.0561438,0.038605,0.046247,0.0742825,0.0609801,0.0604896,0.0638899,0.0340743,0.0362867,0.0226741,0.0399526,0.0106499,0.015403,0.0106719,0,0.0278046,0.046192,0.042132,0,0,0.00985764,0,0,0.0339691,0.0782827,0.020941,0.0147936,0.0260388,0.0476387,0.0412499,0.0340901,0.0593285,0.0611227,0.0392841,0.0259279,0.0279552,0.0141491,0.0323209,0.0346043,0.0443602,0.00786832,0.0167173,0.0490226,0.0523476,0,0,0,0.0174657,0,0,0
