Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,LTHIP,LILC,,x77
152,0.0406545,0.0475665,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0390139,0,0.00934898,0.0325931,0,0,0.0129982,0,0,0.0401254,0.0612872,0.0405423,0.0237371,0.0592561,0.0391951,0.0649433,0.0851394,0.0587399,0.0651484,0.0662684,0.0369435,0.0457948,0.0372457,0.038653,0.0124462,0.019409,0.0188122,0,0.0289134,0.0599747,0.0440066,0,0,0.0158513,0,0,0.0299957,0.0699885,0.0279702,0.0172725,0.0301281,0.048127,0.0380375,0.032139,0.0526023,0.0583084,0.0391765,0.0326589,0.0210465,0.0151023,0.0381798,0.0206111,0.0429395,0.0135181,0.0119391,0.0429001,0.0609621,0,0,0,0.0163766,0.0283825,0,0
153,0.0406179,0.0476836,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0390478,0,0.00930855,0.0325076,0,0,0.0129878,0,0,0.0402615,0.0610843,0.0401642,0.0237474,0.0594521,0.0397101,0.0650266,0.0852117,0.0588282,0.0652468,0.066441,0.0371119,0.0457402,0.0371825,0.0387735,0.0124276,0.0196023,0.0187617,0,0.0288483,0.0598324,0.0439601,0,0,0.0154117,0,0,0.0297893,0.0701388,0.0282354,0.0173704,0.0299937,0.0481025,0.0374936,0.0322373,0.0526287,0.0583472,0.039042,0.0325607,0.0210841,0.0150697,0.0380379,0.0206465,0.0430734,0.0134294,0.0122858,0.042798,0.0610054,0,0,0,0.0163583,0.0285319,0,0
154,0.0404973,0.0478694,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0391096,0,0.00925269,0.0324922,0,0,0.0130311,0,0,0.0404037,0.0608914,0.0397847,0.0237183,0.0596706,0.0402138,0.0651428,0.0852862,0.0588123,0.0653257,0.0665693,0.0372456,0.0456271,0.0370122,0.0388749,0.0124287,0.0198028,0.0187363,0,0.0288617,0.059633,0.0438785,0,0,0.0151636,0,0,0.029515,0.0702762,0.0283907,0.0174757,0.0297983,0.048136,0.0369426,0.0322789,0.0526268,0.0583893,0.0389539,0.0324819,0.0208201,0.0150633,0.0378589,0.0206594,0.0432679,0.0132988,0.0125057,0.0427318,0.0610362,0,0,0,0.0163694,0.0287535,0,0
155,0.0403098,0.048026,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0391042,0,0.00924232,0.0324977,0,0,0.0130571,0,0,0.0405153,0.0607609,0.0394466,0.0236823,0.0598609,0.0407383,0.0652565,0.085486,0.0587429,0.0654236,0.066712,0.0373777,0.0454787,0.036712,0.0388754,0.0123733,0.0200105,0.0187378,0,0.028926,0.0594361,0.0437953,0,0,0.0153618,0,0,0.029844,0.0703866,0.0284192,0.0176015,0.0295542,0.0481819,0.03623,0.0322858,0.0526386,0.0584843,0.0389119,0.0323762,0.0207955,0.015017,0.0376833,0.0206737,0.0435232,0.0133717,0.0125269,0.0426991,0.0610305,0,0,0,0.0164277,0.0289292,0,0
156,0.040038,0.0481851,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389379,0,0.00926489,0.032497,0,0,0.0131315,0,0,0.0406379,0.0606426,0.0390017,0.0236663,0.0600209,0.0412165,0.0653835,0.0857443,0.0586492,0.0654962,0.0668555,0.0375058,0.0453263,0.0364236,0.038821,0.0123433,0.0201792,0.0188393,0,0.0289373,0.0592438,0.0437248,0,0,0.0160691,0,0,0.0310125,0.0704584,0.0284402,0.01773,0.0293535,0.0482672,0.0353215,0.0323101,0.052709,0.058609,0.0388753,0.0322655,0.0210348,0.0148972,0.0375483,0.0206032,0.0438107,0.0136767,0.012534,0.0427137,0.0610538,0,0,0,0.016547,0.029153,0,0
157,0.0398148,0.0483608,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387418,0,0.00930898,0.0325027,0,0,0.0132523,0,0,0.0408641,0.0604998,0.0384794,0.023628,0.060158,0.0416306,0.0655731,0.0859113,0.0585142,0.065515,0.0669922,0.0376261,0.0451748,0.0359536,0.0387537,0.0125648,0.0202052,0.0189781,0,0.0288433,0.0590755,0.0437164,0,0,0.0166854,0,0,0.0319242,0.0705144,0.0285251,0.0178103,0.029174,0.048448,0.0346125,0.032384,0.0527861,0.058741,0.038801,0.0321644,0.0210267,0.0147943,0.0374218,0.0204611,0.0440977,0.0141542,0.0123879,0.0427476,0.0611167,0,0,0,0.0167861,0.0294882,0,0
158,0.0405573,0.0482438,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384758,0,0.00941463,0.0328693,0,0,0.0136642,0,0,0.0410567,0.0603977,0.0379088,0.0236151,0.0599928,0.0421829,0.0657639,0.0862076,0.0582882,0.0655681,0.067176,0.0377859,0.0450323,0.0357422,0.0386517,0.0131161,0.0198829,0.0189868,0,0.0288693,0.0590219,0.0436257,0,0,0.0183675,0,0,0.0301121,0.0705958,0.0287112,0.0179805,0.0289955,0.0485467,0.0344514,0.0325185,0.0528167,0.0588368,0.038708,0.0320415,0.020748,0.0147493,0.0372669,0.0204727,0.043711,0.0165318,0,0.0428746,0.061557,0,0,0,0.0170934,0.0298269,0,0
159,0.0403644,0.0488435,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0383898,0,0.00954172,0.0329634,0,0,0.0137365,0,0,0.0409835,0.0603515,0.0377585,0.0234912,0.0604539,0.0423129,0.0661492,0.0864363,0.058172,0.0654993,0.0671993,0.0378257,0.044801,0.0355465,0.0384919,0.0126761,0.0202523,0.0190882,0,0.0288684,0.0589222,0.043854,0,0,0.0170248,0,0,0.0330242,0.0706269,0.0287056,0.017922,0.0288394,0.0487913,0.0335972,0.0325522,0.052825,0.0588908,0.0386456,0.0318895,0.0206238,0.0147247,0.037126,0.0203411,0.0445142,0.0150592,0.0124035,0.0430735,0.061178,0,0,0,0.017599,0.0304284,0,0
160,0.0402871,0.0490237,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0381473,0,0.00973943,0.0331027,0,0,0.0137349,0,0,0.0409651,0.0603138,0.0374224,0.0234187,0.0606145,0.0425027,0.0665533,0.0866305,0.0579286,0.0654466,0.0672162,0.0378881,0.0445804,0.0355617,0.0383767,0.0124337,0.0205228,0.0191387,0,0.0288321,0.0588463,0.0439584,0,0,0.0172365,0,0,0.033162,0.0707091,0.0286545,0.0179603,0.0287129,0.0489027,0.0331852,0.0325808,0.0527826,0.0589657,0.0386441,0.0317563,0.0206784,0.0146987,0.0369989,0.0202476,0.0444941,0.0151379,0.012465,0.0432806,0.0612059,0,0,0,0.0181433,0.0308617,0,0
161,0.0405955,0.0488049,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377848,0,0.00995635,0.0333169,0,0,0.0136927,0,0,0.041011,0.0602853,0.0370595,0.0234198,0.0604777,0.0427894,0.0669508,0.0867301,0.0576163,0.065435,0.0672591,0.0379258,0.0443902,0.0357951,0.038323,0.0123408,0.02074,0.0191797,0,0.0289143,0.0587976,0.0439674,0,0,0.0187064,0,0,0.0307224,0.0708424,0.0286134,0.0180769,0.0285963,0.0489257,0.0332476,0.0325726,0.0527402,0.0590385,0.0386049,0.0316162,0.0207612,0.0146629,0.0368566,0.020197,0.0437632,0.0166095,0,0.0434876,0.0616803,0,0,0,0.0186712,0.0311204,0,0
162,0.0398164,0.0493247,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375109,0,0.0101721,0.0333822,0,0,0.0138238,0,0,0.0410083,0.0602123,0.0367306,0.023175,0.0609992,0.0428949,0.0674308,0.0870025,0.0574538,0.0652944,0.0672027,0.0378663,0.0440796,0.0360652,0.0381804,0.0122218,0.020845,0.0192555,0,0.0289636,0.0588052,0.0442491,0,0,0.0170934,0,0,0.0325069,0.0709811,0.0285979,0.0179113,0.0284185,0.0490939,0.0325748,0.0324957,0.0527067,0.0590749,0.0384479,0.0315301,0.0208502,0.0146102,0.0367277,0.0202823,0.0442464,0.0153424,0.0123767,0.0437939,0.061379,0,0,0,0.0194071,0.0318756,0,0
163,0.0397936,0.0494292,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372861,0,0.0104098,0.0335345,0,0,0.0138494,0,0,0.0410449,0.0601514,0.0366304,0.022964,0.0611709,0.0430341,0.067885,0.0873082,0.057195,0.0652409,0.0672506,0.0379757,0.04386,0.0362087,0.0381295,0.0122035,0.0209333,0.0193945,0,0.0289366,0.058776,0.0443499,0,0,0.0173407,0,0,0.0323674,0.0712023,0.0285811,0.0179036,0.0282515,0.0492092,0.0324388,0.0324319,0.0526953,0.0590941,0.0383215,0.0314236,0.0208987,0.0145588,0.0366402,0.0203558,0.0441497,0.0155351,0.012311,0.0440196,0.0614709,0,0,0,0.0202356,0.0323657,0,0
164,0.0397366,0.0494868,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0370588,0,0.0106791,0.0337112,0,0,0.013843,0,0,0.0412015,0.0601377,0.0365547,0.0227017,0.061291,0.0432707,0.0683413,0.0876099,0.0569009,0.0651736,0.0672929,0.0381127,0.0436628,0.0361175,0.0381402,0.0123949,0.020914,0.019386,0,0.0287706,0.0587679,0.0444185,0,0,0.0174702,0,0,0.0321975,0.0714578,0.0286101,0.0179039,0.028122,0.0492894,0.0323585,0.0323397,0.0526435,0.0591151,0.0382591,0.031341,0.0208974,0.0144914,0.036504,0.0201697,0.0441578,0.0157029,0.0122738,0.0441097,0.0615681,0,0,0,0.0210907,0.0328503,0,0
165,0.0396902,0.0495319,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367532,0,0.0109674,0.0339089,0,0,0.013792,0,0,0.0413804,0.060178,0.0364892,0.0224062,0.0613317,0.0434655,0.0687845,0.0877562,0.0565956,0.0650824,0.0673042,0.0382336,0.0434143,0.035497,0.0381925,0.0126527,0.0208387,0.0194727,0,0.0287983,0.0587704,0.0444465,0,0,0.0174324,0,0,0.0319881,0.071724,0.0286476,0.0179368,0.0280063,0.0493529,0.0323397,0.0322765,0.0525807,0.0591257,0.0382553,0.0312561,0.0208837,0.0144486,0.0363761,0.0199669,0.044276,0.0158339,0.0122748,0.0440005,0.0617,0,0,0,0.0217989,0.0332845,0,0
166,0.0396781,0.0495492,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364459,0,0.0112937,0.0341044,0,0,0.0137852,0,0,0.0412435,0.060262,0.0362897,0.022097,0.0613268,0.0434591,0.0691676,0.0878864,0.0562921,0.0650031,0.0672447,0.0381708,0.0430847,0.03469,0.0381903,0.0122338,0.0210495,0.0199608,0,0.0283052,0.058749,0.0444195,0,0,0.0174207,0,0,0.032124,0.071991,0.0291157,0.0179903,0.0279675,0.0494124,0.0323882,0.0322847,0.0525323,0.0591345,0.0382064,0.0311508,0.0213714,0.0149546,0.0360308,0.0192235,0.044466,0.0160899,0.012286,0.0436961,0.061823,0,0,0,0.0224384,0.0336556,0,0
167,0.039691,0.0495298,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358755,0,0.0117853,0.0344797,0,0,0.013785,0,0,0.0412395,0.0602695,0.0358244,0.0217447,0.0612774,0.0433903,0.0694839,0.0880482,0.0560165,0.0647497,0.067076,0.0380113,0.0426708,0.0338643,0.0381549,0.0120824,0.0211381,0.0210891,0,0.027176,0.0587184,0.0444178,0,0,0.017401,0,0,0.0319854,0.0722567,0.0301499,0.0180098,0.0279874,0.0494422,0.0324895,0.0321856,0.0524789,0.0591619,0.038197,0.0311535,0.022371,0.0160236,0.035551,0.0180425,0.0446461,0.0163278,0.0122135,0.0433485,0.0619038,0,0,0,0.0233011,0.0341461,0,0
168,0.0396832,0.0494944,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356442,0,0.0122236,0.034886,0,0,0.0136799,0,0,0.0413636,0.0603024,0.0353399,0.0214349,0.0611896,0.0434067,0.0697556,0.0880813,0.0557133,0.0644514,0.0667925,0.0378848,0.0422361,0.0327621,0.0381419,0.012238,0.0210539,0.0222351,0,0.0261818,0.0585809,0.0444651,0,0,0.0176675,0,0,0.0325463,0.0724927,0.0311632,0.0180456,0.0280279,0.0494933,0.0325889,0.0321524,0.0524225,0.0591863,0.0381833,0.0312212,0.0233376,0.0170423,0.0352079,0.0171844,0.0447671,0.0166078,0.0122734,0.0430734,0.0619726,0,0,0,0.0241976,0.0345284,0,0
169,0.0396431,0.0494683,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354436,0,0.012505,0.0353343,0,0,0.0135694,0,0,0.0414939,0.060375,0.0354952,0.0211986,0.0610828,0.0433441,0.0700908,0.0880853,0.0554128,0.0641342,0.0665753,0.0377738,0.0418555,0.0312985,0.0381236,0.0124545,0.0209249,0.0235491,0,0.0254252,0.0583594,0.0445793,0,0,0.017897,0,0,0.0329117,0.0727598,0.032235,0.018057,0.0281034,0.0495535,0.0326869,0.0320702,0.0523985,0.0592223,0.0381721,0.0313103,0.0242746,0.0180642,0.0349359,0.0166311,0.0448054,0.0168444,0.0123686,0.0429369,0.0620412,0,0,0,0.0251405,0.0349451,0,0
170,0.0396199,0.0494603,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035591,0,0.0128296,0.0357671,0,0,0.0134935,0,0,0.0412775,0.0604361,0.0353044,0.0209899,0.0609998,0.0431381,0.0703865,0.0880617,0.0551783,0.0638574,0.0663588,0.0376588,0.0415911,0.0297165,0.0380221,0.0120708,0.0210881,0.0250239,0,0.0248238,0.0580758,0.0447162,0,0,0.0178742,0,0,0.0326915,0.073048,0.0333742,0.0180577,0.0281901,0.0495777,0.0327206,0.0319353,0.0524106,0.0592631,0.0381329,0.0313942,0.0251567,0.0190912,0.0347004,0.0163805,0.0448249,0.0169473,0.0124115,0.0428785,0.0620894,0,0,0,0.0259909,0.03536,0,0
171,0.040633,0.0486747,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367715,0,0.0134009,0.0365865,0,0,0.0123099,0,0,0.0320173,0.0602691,0.0353048,0.0207383,0.0603257,0.0387238,0.0707617,0.0883579,0.0551675,0.0634102,0.0657836,0.0372647,0.0411834,0.0277513,0.0369613,0,0.0249403,0.0220801,0,0.0279621,0.0579891,0.044501,0,0,0.0181617,0,0,0.031842,0.073005,0.0296359,0.0188549,0.0292779,0.0494603,0.0338261,0.0313646,0.052558,0.0600864,0.0389284,0.0307995,0.0198824,0.0137473,0.0357267,0.0160778,0.0439434,0.0166413,0,0.0425095,0.0625033,0,0,0,0.0266603,0.0354491,0,0
172,0.0392284,0.0497765,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375599,0,0.0134186,0.0370025,0,0,0.0138906,0,0,0.0412519,0.0604438,0.0347812,0.0206673,0.060394,0.0428615,0.0707255,0.0880784,0.0549157,0.0633574,0.0657407,0.0372751,0.0408768,0.0268788,0.0375419,0.0120222,0.0207971,0.0226189,0,0.0278124,0.0578237,0.0449795,0,0,0.0175108,0,0,0.0330892,0.0733078,0.029828,0.0188068,0.0295017,0.0494262,0.0331128,0.0310436,0.0525064,0.0602387,0.0390428,0.0308513,0.0195943,0.0135543,0.0356969,0.0154633,0.0449031,0.0170631,0.0121016,0.0432999,0.0619294,0,0,0,0.0274441,0.0359036,0,0
173,0.0391436,0.0498758,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0381646,0,0.0135184,0.0374543,0,0,0.0139298,0,0,0.0412176,0.0604556,0.0344599,0.020646,0.060247,0.042726,0.0707739,0.0878341,0.0546979,0.063264,0.0659841,0.0373953,0.0405932,0.0258301,0.0374159,0.0119897,0.0207852,0.0231804,0,0.0275238,0.0576416,0.0450246,0,0,0.0175485,0,0,0.03312,0.0736607,0.0300312,0.0189719,0.0298355,0.0494146,0.0332164,0.0308433,0.0525103,0.0603796,0.0391174,0.0310181,0.01937,0.0134651,0.0356788,0.0149445,0.0449436,0.0170842,0.0121162,0.0434202,0.0621532,0,0,0,0.0281248,0.0361173,0,0
174,0.0391121,0.0499348,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0386541,0,0.0136192,0.0378201,0,0,0.0140101,0,0,0.0411872,0.0604271,0.034155,0.0206831,0.0601154,0.0425397,0.0707898,0.0875383,0.0545134,0.0630276,0.0661468,0.0375699,0.0404295,0.0246434,0.0372776,0.0119669,0.0207098,0.0236231,0,0.0273514,0.0575135,0.0450516,0,0,0.017538,0,0,0.0330627,0.0740175,0.0302624,0.0191546,0.0302377,0.0494525,0.0333304,0.030599,0.0524944,0.0605148,0.0392004,0.0310684,0.0191918,0.0134027,0.0356388,0.0144085,0.0449769,0.0171381,0.01209,0.0435077,0.0622793,0,0,0,0.0287091,0.0362642,0,0
175,0.039095,0.0499397,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0392941,0,0.0136674,0.0381047,0,0,0.0140777,0,0,0.0411684,0.0604139,0.0338167,0.0208226,0.0599653,0.0423433,0.0707349,0.0871806,0.0543791,0.0628037,0.0662666,0.0377607,0.0403305,0.0233952,0.0371334,0.0118976,0.02067,0.0240848,0,0.0271677,0.0574197,0.0450735,0,0,0.0176053,0,0,0.0331815,0.0743529,0.0304518,0.0193717,0.0306519,0.0495279,0.0334394,0.0303696,0.0524388,0.0606087,0.0392776,0.0310564,0.0190363,0.013365,0.0356459,0.0138411,0.044993,0.0172182,0.0120636,0.0435505,0.0622821,0,0,0,0.029203,0.0363794,0,0
176,0.0391091,0.0499374,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399261,0,0.0136577,0.0384555,0,0,0.0141628,0,0,0.0412086,0.0603539,0.0334162,0.0210142,0.0598183,0.0421876,0.0706414,0.0867793,0.0543148,0.0627308,0.0663473,0.0377792,0.0401606,0.022198,0.0370572,0.0119518,0.0206051,0.0246045,0,0.0269612,0.0573383,0.0451115,0,0,0.0177316,0,0,0.0334034,0.0746963,0.0306064,0.0195679,0.0310465,0.0496218,0.0335023,0.0301681,0.0523607,0.0606531,0.039323,0.0311935,0.0189727,0.013356,0.0357087,0.0132365,0.0449861,0.0173599,0.0119728,0.0436063,0.0622029,0,0,0,0.029596,0.0365344,0,0
177,0.039107,0.0499305,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406852,0,0.0135832,0.038702,0,0,0.0142643,0,0,0.0412493,0.0603648,0.0331194,0.0211037,0.0596581,0.0420224,0.070468,0.0865794,0.054251,0.0627674,0.0662341,0.0380749,0.0400058,0.0210063,0.0370074,0.0122737,0.0203195,0.0251303,0,0.0268211,0.0572478,0.0451581,0,0,0.0178537,0,0,0.0335086,0.0750116,0.0307022,0.0197682,0.0313623,0.0497586,0.03355,0.0299606,0.05229,0.0606509,0.0393208,0.0313504,0.0189684,0.0133422,0.0358158,0.0126462,0.0449674,0.0175204,0.0118555,0.0436565,0.062118,0,0,0,0.0298739,0.0365329,0,0
178,0.0390893,0.049927,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0415951,0,0.013609,0.0388947,0,0,0.0143681,0,0,0.0412983,0.0604192,0.0328466,0.0211937,0.0595322,0.0419688,0.0701991,0.0863208,0.0541793,0.0628302,0.0662036,0.0383479,0.0399339,0.0197649,0.0369763,0.012867,0.0198998,0.0256465,0,0.0268143,0.0571276,0.0451924,0,0,0.0178512,0,0,0.0330936,0.0753094,0.0307438,0.0199407,0.0316163,0.0499057,0.0335547,0.0297709,0.0521557,0.0606209,0.0392615,0.0315139,0.0187072,0.0133089,0.0359612,0.0120762,0.0449397,0.0175907,0.0117598,0.043672,0.0620603,0,0,0,0.0301083,0.0364139,0,0
179,0.0390734,0.0499717,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0430724,0,0.0133274,0.0388848,0,0,0.0144911,0,0,0.0409633,0.0605581,0.0324851,0.021254,0.0594548,0.0418686,0.0698917,0.0859972,0.0541021,0.06296,0.0662984,0.0382775,0.0400429,0.0182578,0.0368335,0.0127173,0.0198181,0.0262675,0,0.0267782,0.0568957,0.0452108,0,0,0.017979,0,0,0.033037,0.0755936,0.0304576,0.020106,0.0318017,0.0501386,0.0335833,0.0295582,0.0519707,0.0604691,0.0390473,0.031715,0.018524,0.0133677,0.0361573,0.0113841,0.0449478,0.0175951,0.0117358,0.0436392,0.0620331,0,0,0,0.0302717,0.0360935,0,0
180,0.0390569,0.0499352,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047416,0,0.0125218,0.0385218,0,0,0.014577,0,0,0.0406972,0.0607541,0.0314811,0.0206678,0.0592275,0.0419071,0.0697651,0.0873088,0.0541569,0.0629668,0.0659505,0.0374597,0.0406737,0.0118584,0.0366871,0.012507,0.0198999,0.0279497,0,0.0268471,0.0561198,0.0451818,0,0,0.0184081,0,0,0.033497,0.0760993,0.0283753,0.0199936,0.032263,0.0507594,0.0338443,0.0293933,0.0516652,0.0600027,0.0388433,0.0323712,0.018484,0.0136992,0.0370792,0.00958092,0.0447743,0.0175171,0.0120251,0.0434655,0.062211,0,0,0,0.0295453,0.035182,0,0
181,0.0391657,0.0498857,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0478261,0,0.0129545,0.0383228,0,0,0.0145587,0,0,0.0405545,0.0606788,0.0311576,0.0208548,0.0593462,0.0417751,0.0695224,0.0869287,0.0542562,0.0627753,0.065896,0.0373476,0.040389,0.0111368,0.0366044,0.0124328,0.0198449,0.0292298,0,0.0269252,0.0556518,0.0452106,0,0,0.0187975,0,0,0.0335065,0.076469,0.0269295,0.0198538,0.0325026,0.050727,0.0336003,0.0293104,0.0514902,0.0597227,0.0387022,0.0327709,0.0184402,0.0138808,0.0377238,0.00879438,0.0447871,0.0175091,0.012165,0.0433734,0.0621095,0,0,0,0.0298127,0.0352054,0,0
182,0.0393373,0.0498121,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0481971,0,0.013315,0.0382515,0,0,0.0145148,0,0,0.0404823,0.0605908,0.0309071,0.0211841,0.0594803,0.0416569,0.0692485,0.0865268,0.0543842,0.062628,0.0659413,0.0373692,0.040099,0.0104561,0.0365828,0.0123888,0.0197896,0.0305125,0,0.0267342,0.055195,0.0452508,0,0,0.0187923,0,0,0.0324715,0.0768307,0.025527,0.01972,0.0326411,0.0505191,0.0333044,0.0292217,0.051312,0.0594291,0.0386732,0.0330975,0.0183924,0.0140029,0.0382841,0.00870866,0.0447903,0.0174097,0.0121428,0.0432539,0.0620343,0,0,0,0.0299989,0.0351898,0,0
183,0.0396677,0.0496384,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051604,0,0.0158645,0.0381913,0,0,0.0144563,0,0,0.0403835,0.0603716,0.0314432,0.0209191,0.0600068,0.041544,0.0697576,0.0870466,0.0546624,0.0615239,0.0648542,0.036465,0.0390906,0.00595491,0.0366623,0.0124912,0.019718,0.0355616,0,0.0267509,0.0548795,0.0453789,0,0,0.0188974,0,0,0.031267,0.076669,0.0255234,0.0194008,0.0314122,0.0503276,0.0325931,0.0291289,0.051588,0.0590298,0.03832,0.032165,0.0203986,0.0146866,0.0373543,0.00843264,0.0449127,0.0173324,0.0123034,0.0429677,0.0620374,0,0,0,0.0301819,0.0352519,0,0
184,0.0396343,0.0496956,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0518417,0,0.0162696,0.0382076,0,0,0.0142518,0,0,0.0405086,0.0601846,0.0315139,0.0211038,0.0604381,0.0411502,0.0695621,0.0866426,0.0547308,0.0613393,0.0646302,0.0364228,0.0388047,0.00567725,0.0363686,0.0119623,0.0202402,0.0360951,0,0.0272785,0.0546307,0.0457848,0,0,0.016053,0,0,0.018054,0.0769444,0.0247921,0.019245,0.0314871,0.050462,0.0329306,0.0290216,0.0514272,0.0589366,0.0384367,0.0322064,0.0197934,0.0140829,0.0375484,0.0100706,0.0448961,0,0.0119903,0.0429142,0.0618932,0,0,0,0.0303856,0.0355607,0,0
185,0.0398947,0.049529,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0514927,0,0.01677,0.0389666,0,0,0.0141972,0,0,0.0404668,0.0600595,0.0316517,0.0216005,0.0599016,0.041443,0.0694015,0.0861459,0.0547093,0.0612842,0.0646004,0.0365305,0.038586,0.00576726,0.0365446,0.0120797,0.0200736,0.0366765,0,0.0276578,0.0546278,0.0454103,0,0,0.0193887,0,0,0.0322495,0.0772227,0.0241805,0.0196967,0.0315961,0.0503275,0.0324127,0.0290198,0.0513138,0.0588518,0.0384496,0.0322405,0.0192609,0.0135916,0.0377284,0.0116158,0.0449944,0.0172348,0.0123472,0.0429378,0.0618028,0,0,0,0.0304213,0.0353515,0,0
186,0.0400278,0.0494768,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0513088,0,0.0169941,0.039882,0,0,0.0141534,0,0,0.0404982,0.0600837,0.0317046,0.0215547,0.0598719,0.0415238,0.0693374,0.0859516,0.0546278,0.0612273,0.064542,0.0365123,0.0384482,0.0055371,0.0364727,0.0120254,0.020127,0.0371317,0,0.0272534,0.0546731,0.0454382,0,0,0.0194276,0,0,0.0319036,0.0773453,0.024148,0.0200546,0.0316321,0.0504049,0.0323992,0.0288777,0.0512065,0.0587447,0.0383043,0.0321988,0.0191936,0.0135639,0.0376991,0.0119651,0.0449382,0.0171573,0.0121804,0.0428531,0.0617405,0,0,0,0.0304311,0.035268,0,0
187,0.0400368,0.049566,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504066,0,0.0173045,0.0400251,0,0,0.014235,0,0,0.0405532,0.060019,0.0319477,0.0216201,0.0601759,0.0414097,0.0693958,0.0857838,0.0547428,0.0609864,0.0643157,0.0363562,0.0381795,0.0056015,0.0361696,0.0119415,0.0202152,0.0375189,0,0.0270499,0.0546918,0.0458043,0,0,0.0160925,0,0,0.0191662,0.0774546,0.0241786,0.0199929,0.0317301,0.0506349,0.0327051,0.0286535,0.0509782,0.0586782,0.0382749,0.032166,0.0191519,0.0135829,0.037625,0.0121162,0.044776,0,0.0119205,0.0427427,0.0616741,0,0,0,0.0304199,0.0355116,0,0
188,0.0403137,0.0494074,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0488613,0,0.0176629,0.0401133,0,0,0.0140932,0,0,0.0405662,0.0599715,0.0321757,0.0220013,0.0594178,0.0416857,0.0692774,0.0855179,0.0545696,0.0608215,0.064203,0.0362952,0.0379496,0.00626373,0.0363383,0.0119725,0.0202125,0.0383444,0,0.0269983,0.0548724,0.0454808,0,0,0.0191345,0,0,0.0313647,0.0775777,0.0238861,0.0202905,0.0316751,0.0506336,0.0324622,0.0285604,0.0507954,0.0585866,0.0382741,0.0321348,0.0192429,0.0136425,0.0376429,0.01299,0.0448459,0.0170618,0.0120186,0.042679,0.0616726,0,0,0,0.0300677,0.035245,0,0
189,0.0403673,0.0493989,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0473704,0,0.0178522,0.0398913,0,0,0.0141244,0,0,0.0406065,0.0600085,0.0323425,0.021903,0.0591762,0.0417629,0.069162,0.0854884,0.054605,0.0606004,0.0640957,0.0361077,0.0377275,0.00710101,0.0361999,0.0119068,0.0202892,0.0387179,0,0.026803,0.0549697,0.0455255,0,0,0.0189845,0,0,0.0314132,0.0776943,0.0238002,0.0203643,0.0315471,0.0506822,0.0324444,0.0282999,0.0506106,0.0585137,0.0381626,0.0320207,0.0192633,0.0136558,0.0375202,0.0134349,0.0448195,0.0171591,0.0119938,0.0425051,0.0616972,0,0,0,0.0297283,0.0351568,0,0
