Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,x72,
180,0,0,0,0,0.018664,0.0232162,0,0,0,0.108268,0.00968385,0.0446436,0.00692704,0,0,0.00922458,0,0.020635,0.00398975,0.0425456,0.055837,0.0231427,0.0168418,0.0181637,0.0181283,0.0128689,0.0229726,0.0205914,0.0635135,0.0180891,0.0407965,0.0163497,0.0186106,0.140951,0.0120021,0.00989604,0.00310825,0.0137594,0.0114223,0.016128,0.0144659,0.0156519,0,0,0.0320652,0,0.0125731,0.0230094,0.0685545,0.0228496,0.019476,0.011689,0.0203839,0.0193811,0.0033785,0.0548913,0.00684752,0,0.0120351,0.0255282,0.0205023,0,0.0137412,0.0202311,0.0126767,0.012006,0.0229021,0.0107585,0,0,0,0,0,0
181,0,0,0,0,0.0187657,0.0231279,0,0,0,0.104475,0.00978489,0.0431385,0.00748457,0,0,0.00926945,0,0.0207488,0.00387318,0.0425876,0.0539315,0.0229245,0.0160164,0.0180078,0.01806,0.0123697,0.0213674,0.0204211,0.0627636,0.0166612,0.0383537,0.0155236,0.0182905,0.136258,0.0119237,0.00994298,0.00305664,0.0128307,0.0114631,0.0166194,0.0146799,0.0157735,0,0,0.0316395,0,0.0127311,0.02272,0.0684206,0.0243929,0.019561,0.00524972,0.0202623,0.0190061,0.00397171,0.0552086,0,0,0.013452,0.0250181,0.021391,0,0.0128286,0.0199496,0.0127742,0.0121269,0.0228267,0.0113576,0,0,0,0,0,0
182,0,0,0,0,0.0184798,0.0229359,0,0,0,0.0998621,0.00981641,0.0415393,0.00809874,0,0,0.00924673,0,0.0207857,0.00375546,0.0427155,0.0518314,0.0226673,0.0152715,0.0178339,0.0178854,0.0116943,0.0194902,0.0201355,0.0621237,0.0150747,0.035718,0.0146804,0.0179166,0.130629,0.011682,0.0099691,0.0029899,0.0117835,0.0114237,0.0169546,0.0148361,0.0157685,0,0,0.0311054,0,0.0126355,0.0223796,0.0684189,0.0259262,0.0195197,0,0.0202743,0.0186097,0.00435133,0.0554988,0,0,0.014267,0.0246118,0.022308,0,0.0117385,0.0196804,0.0127088,0.0120212,0.0226012,0.0117959,0,0,0,0,0,0
183,0,0,0,0,0.0179868,0.0224344,0,0,0,0.0949144,0.00993928,0.0398112,0.00873364,0,0,0.00889319,0,0.0206526,0.00351402,0.0429841,0.0493563,0.0225266,0.0146157,0.017449,0.0174654,0.0108387,0.0173682,0.0198702,0.0617031,0.0133005,0.032694,0.0139169,0.0174472,0.12372,0.0114199,0.0098683,0.00282221,0.0105225,0.0115137,0.0176854,0.0159602,0.0155093,0,0,0.0301246,0,0.0124804,0.0217314,0.0685803,0.0282672,0.0196391,0,0.0201031,0.0181143,0.00504789,0.0560642,0,0,0.0154896,0.0240572,0.0235601,0,0.0109898,0.0190996,0.0125394,0.0116642,0.0220349,0.0116793,0,0,0,0,0,0
184,0,0,0,0,0.0171326,0.0204355,0,0,0,0.0882966,0.010183,0.0380987,0.0111651,0,0,0.00777363,0,0.0202564,0.0029367,0.0433838,0.0450622,0.0236392,0.0146809,0.0149036,0.0166755,0.0100727,0.0143606,0.0199351,0.0622725,0.0109052,0.0287605,0.0135006,0.0166758,0.114,0.0110964,0.00959292,0.00246376,0.00852715,0.0118291,0.0210607,0.0227711,0.015344,0,0,0.0268043,0,0.0121656,0.0196731,0.0681724,0.0357832,0.0212689,0.0828629,0.0196917,0.0164555,0.00948791,0.0595542,0,0,0.0208053,0.0217144,0.0285364,0,0.0126583,0.0172854,0.0120535,0.0109396,0.019727,0.011123,0,0,0,0,0,0
185,0,0,0,0,0.0163594,0.0191518,0,0,0,0.082479,0.0103915,0.036504,0.0115631,0,0,0.00691484,0,0.0199702,0.00258021,0.0442377,0.0426381,0.0225835,0.0140358,0.0156694,0.0153791,0.00819037,0.0120256,0.018176,0.0610645,0.00932451,0.025651,0.0127766,0.0163547,0.10643,0.0105603,0.00942155,0.00232216,0.0151329,0.0119534,0.00683506,0.0223293,0.0138091,0,0,0.0254169,0,0.012066,0.0188097,0.0679858,0.0239943,0.0206126,0.0846443,0.0204044,0.015838,0.0107522,0.0619016,0,0,0.0267527,0,0.0297882,0,0.0180025,0.0164389,0.0118792,0.0106572,0.0183528,0.00906574,0,0,0,0,0,0
186,0,0,0,0,0.0171541,0.019874,0,0,0,0.0749693,0.0101093,0.0334607,0.0119839,0,0,0.00727992,0,0.02004,0.00275565,0.0440772,0.0393342,0.0233354,0.014254,0.014822,0.016446,0.00830268,0.0112839,0.0178051,0.0610681,0.00762317,0.0225182,0.011269,0.0158353,0.0976783,0.0110499,0.0094523,0.00238113,0.00714405,0.0119661,0.0220089,0.0232631,0.0153628,0,0,0.0254682,0,0.0121164,0.0188765,0.0683745,0.0376864,0.0209154,0.0879249,0.0194573,0.016026,0.010308,0.0600088,0,0,0.0223765,0.0209295,0.0302768,0,0.0132688,0.0164843,0.0117903,0.0106437,0.0190598,0.010048,0,0,0,0,0,0
187,0,0,0,0,0.0162863,0.0190243,0,0,0,0.068379,0.0103281,0.0314182,0.0119574,0,0,0.00635106,0,0.0199162,0.0022903,0.0448959,0.0377362,0.0221496,0.0136891,0.0158586,0.0152093,0.00674708,0.00988918,0.0169951,0.0594051,0.00668714,0.0198104,0.0104225,0.0156455,0.0893057,0.0100929,0.00934635,0.00228595,0.0156518,0.0120127,0.00792295,0.0215431,0.0138965,0,0,0.0245872,0,0.0120809,0.0183055,0.0678904,0.0257238,0.020043,0.0828061,0.0200022,0.0155791,0.010599,0.0620226,0,0,0.0265206,0,0.0304844,0,0.0190193,0.0159618,0.0117098,0.0105183,0.0182517,0.00829721,0,0,0,0,0,0
188,0,0,0,0,0,0.0204297,0,0,0,0.0617466,0.0105194,0.0293643,0.0121721,0,0,0.00608158,0,0.0198393,0.00225911,0.0452817,0.0352689,0.021989,0.0133068,0.0159282,0.0158672,0.0062549,0.00942535,0.015841,0.0583794,0.00573291,0.0174837,0.00969649,0.0155173,0.080543,0.00990818,0.00925831,0.00231296,0.0162445,0.0119842,0.00861552,0.0212315,0.0155418,0,0,0.024844,0,0.01207,0.0182567,0.0677763,0.0266237,0.0198708,0.0833039,0.019833,0.0172025,0.0103989,0.0621145,0,0,0.0265921,0,0.0309417,0,0.0197905,0.015574,0.0114913,0.0103964,0.0192678,0.00859675,0,0,0,0,0,0
189,0,0,0,0,0.0165024,0.0193454,0,0,0,0.0552347,0.0102645,0.0276472,0.0122424,0,0,0.00612815,0,0.0200024,0.00224948,0.0457111,0.0327506,0.0218202,0.01252,0.0161175,0.015302,0.0058816,0.00902624,0.0140893,0.057239,0.00549978,0.0157233,0.00918206,0.0155692,0.071913,0.00960565,0.00934165,0.00238787,0.0169302,0.0119502,0.00924773,0.0208978,0.014477,0,0,0.0246619,0,0.0121314,0.0182817,0.0676861,0.0274666,0.0196448,0.084111,0.0198047,0.0159579,0.0101491,0.0620079,0,0,0.026575,0,0.0312688,0,0.0207105,0.0158217,0.0115331,0.0102742,0.0186304,0.00844767,0,0,0,0,0,0
190,0,0,0,0,0.0165457,0.0200622,0,0,0,0.0487616,0.00999224,0.025845,0.0119847,0,0,0.00639899,0,0.0201862,0.00221238,0.0459553,0.0302872,0.0225618,0.0114955,0.01541,0.0160901,0.00607842,0.00851562,0.012991,0.0566691,0.00649055,0.0148141,0.0088079,0.0158518,0.0635651,0.0095256,0.00941957,0.00241872,0.00354403,0.0119055,0.020787,0.0210762,0.0152448,0,0,0.0249965,0,0.0122586,0.0184274,0.0682995,0.0380532,0.0196618,0.0884003,0.0188564,0.0161661,0.00984669,0.0594274,0,0,0.0236519,0.0169754,0.0314091,0,0.0130299,0.0161387,0.0115093,0.0103117,0.0193982,0.0092584,0,0,0,0,0,0
191,0,0,0,0,0.0155798,0.0200208,0,0,0,0.043723,0.00995811,0.0246325,0.0107158,0,0,0.00599923,0,0.0202938,0.00172885,0.0469417,0.0289708,0.0223779,0.00973447,0.016018,0.0155309,0.00544561,0.00785602,0.0106866,0.0551715,0.0079515,0.0146041,0.00876529,0.0159959,0.0573265,0.00851375,0.00942487,0.0022776,0.0178913,0.0118337,0.0100005,0.019482,0.0141722,0,0,0.0250414,0,0.0123618,0.0183421,0.0671679,0.0283211,0.0192114,0.0856886,0.0193316,0.0160436,0.00934701,0.0613117,0,0,0.0255016,0,0.031374,0,0.0223706,0.0161886,0.0114754,0.0102265,0.0193643,0.00870898,0,0,0,0,0,0
