Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,x72,IMU_B,IMU_M
73,0,0,0,0,0.0288379,0.0456602,0,0.067415,0.0109676,0.0386549,0.0251154,0,0,0.0131416,0,0.0180005,0.00141984,0.0444666,0.0342904,0.0265727,0.0192388,0.0252268,0.0459445,0.0134473,0.0274853,0.0121751,0.0561805,0.015384,0.0333961,0.0132194,0.0144244,0.0873565,0.00622605,0.00715347,0.00587477,0.0320311,0.0105529,0.00494749,0.0108943,0.010225,0,0,0.0486335,0,0.0138985,0.0333022,0.0601202,0.0093515,0.0234966,0.0092101,0.0350561,0.0353729,0.00309055,0.0536072,0.00971091,0.0067258,0.00405487,0.0182975,0.0203829,0.0123,0.0414615,0.0259803,0.0146583,0.0127515,0.0450796,0.00636895,0,0,0,0,0,0,0
74,0,0,0,0,0.02886,0.0454019,0,0.0724114,0.0106106,0.0374532,0.0246743,0,0,0.0121982,0,0.0182509,0.00213905,0.044161,0.0382434,0.026413,0.0195442,0.0248561,0.0453576,0.0133058,0.0283483,0.0117883,0.0567098,0.01587,0.0342838,0.0134251,0.0144194,0.0962772,0.00698395,0.00740807,0.00491907,0.0311802,0.0104487,0.00533946,0.010245,0.0100483,0,0,0.0489457,0,0.0139173,0.0333972,0.0601258,0.0077872,0.0234094,0.00875993,0.0342412,0.0351755,0.00330478,0.0540586,0.00980811,0.00762395,0.00300629,0.0187664,0.0194587,0.012657,0.0403307,0.0263132,0.0146373,0.0128856,0.0449381,0.00611984,0,0,0,0,0,0,0
75,0,0,0,0,0.0289222,0.045342,0,0.0776723,0.0102475,0.0364989,0.0242773,0,0,0.011794,0,0.0186826,0.00283288,0.0440205,0.0425666,0.0262041,0.0198064,0.0247065,0.0447912,0.0133088,0.0291726,0.0114993,0.0573444,0.0165307,0.0351668,0.0135448,0.0146895,0.104723,0.00777092,0.00774677,0.00415851,0.0307491,0.0102504,0.00550755,0.0095962,0.00976717,0,0,0.0495699,0,0.0139386,0.0337833,0.0602729,0.00638413,0.0233358,0.00836488,0.0336919,0.0351413,0.00327701,0.0542734,0.00964955,0.00844081,0.00274486,0.0188638,0.0188027,0.0125021,0.0395997,0.0268616,0.0147174,0.0130705,0.0449747,0.00628944,0,0,0,0,0,0,0
76,0,0,0,0,0.0290203,0.0453081,0,0.0826843,0.00998226,0.0363568,0.0238539,0,0,0.0117469,0,0.0192572,0.00351485,0.0439132,0.0466932,0.0259254,0.0201171,0.0245858,0.0443961,0.0134187,0.030062,0.0115519,0.0580435,0.0173548,0.0359733,0.0133273,0.0153126,0.113036,0.00867517,0.00811681,0.0037246,0.0307391,0.0101217,0.00569036,0.00892483,0.00953907,0,0,0.0500783,0,0.0140065,0.0341406,0.0605443,0.00511809,0.0233966,0.00805451,0.0330465,0.0350507,0.00303467,0.0542818,0.00931608,0.00832472,0.00315172,0.0187665,0.0186663,0.0123745,0.0393409,0.0273405,0.0147497,0.0132384,0.0448619,0.00740123,0,0,0,0,0,0,0
77,0,0,0,0,0.0292064,0.045247,0,0.0879369,0.00977823,0.0369252,0.0234644,0,0,0.0122211,0,0.0198337,0.00428233,0.0438199,0.0504214,0.0256129,0.0204324,0.0245406,0.0443072,0.0137052,0.0310536,0.0118102,0.0587222,0.0181739,0.0369029,0.0129242,0.0161527,0.120972,0.00956574,0.00842614,0.00362721,0.0307305,0.0100291,0.00657974,0.00843634,0.00939475,0,0,0.0504998,0,0.014114,0.034475,0.060863,0.00402026,0.0235346,0.00786436,0.0323888,0.0350184,0.0026994,0.054176,0.00890002,0.00766255,0.00392174,0.0186096,0.018909,0.0142368,0.0390136,0.0277572,0.0146585,0.0134282,0.0445759,0.00900605,0,0,0,0,0,0,0
78,0,0,0,0,0.0293456,0.0450458,0,0.093147,0.0097154,0.0377413,0.0229932,0,0,0.0129251,0,0.020288,0.00495526,0.043852,0.0535657,0.0254346,0.0207994,0.0242463,0.0443295,0.0141568,0.0321327,0.0120888,0.0592016,0.0189185,0.0380078,0.0128126,0.0170537,0.128128,0.0104358,0.00864016,0.00372821,0.0308701,0.00997345,0.0075163,0.00808466,0.00941669,0,0,0.0505973,0,0.0141657,0.0345752,0.0611492,0.003676,0.0237556,0.0078655,0.0316583,0.0349967,0.00221036,0.0541214,0.00845672,0.00684647,0.00500298,0.0182391,0.019465,0.0152955,0.0388893,0.0279904,0.0144945,0.0135277,0.0441622,0.0102472,0,0,0,0,0,0,0
79,0,0,0,0,0.029513,0.0448601,0,0.0980691,0.00978749,0.0387025,0.0225542,0,0,0.0136187,0,0.0206568,0.00548992,0.0438564,0.0557935,0.0252035,0.0211719,0.0239847,0.0442478,0.0146333,0.0330302,0.0124085,0.059523,0.0195595,0.0393309,0.0130428,0.0178883,0.133954,0.0110749,0.00879004,0.00398603,0.0308067,0.00989681,0.00836487,0.00795354,0.00954376,0,0,0.0505742,0,0.0141265,0.0345193,0.0614132,0.00405395,0.023943,0.00802779,0.0310022,0.0351025,0.0015857,0.0542025,0.00815979,0.00604216,0.00546134,0.0177637,0.0201104,0.0155126,0.0385837,0.0281139,0.0143378,0.0135546,0.0438379,0.0104839,0,0,0,0,0,0,0
80,0,0,0,0,0.029886,0.044725,0,0.102261,0.00981811,0.0397834,0.0220234,0,0,0.014119,0,0.0208684,0.00610189,0.0439781,0.0575332,0.0248385,0.0214817,0.0237436,0.0441228,0.0150943,0.0337141,0.0126226,0.0597019,0.0201733,0.0407531,0.0132339,0.0186444,0.138469,0.0115115,0.00887876,0.00437432,0.0303937,0.00982979,0.0090875,0.00794963,0.00979827,0,0,0.0505838,0,0.0141007,0.0344524,0.0616586,0.0047247,0.0239964,0.008394,0.0302994,0.0352434,0.00135433,0.0544135,0.00811069,0.00544991,0.00641681,0.0172228,0.0207694,0.0157336,0.0378764,0.0281409,0.0141311,0.0135718,0.0435313,0.00999975,0,0,0,0,0,0,0
81,0,0,0,0,0.0303348,0.0445908,0,0.105596,0.00979731,0.0408203,0.0214234,0,0,0.0145027,0,0.0209637,0.00665082,0.0441088,0.058912,0.0244656,0.0218058,0.0235108,0.0439074,0.0155409,0.0341941,0.0128044,0.0596827,0.0207325,0.0419469,0.0133376,0.0193163,0.141976,0.0117341,0.00888804,0.0047023,0.0297433,0.0097943,0.00941232,0.00794811,0.0101284,0,0,0.050578,0,0.0141116,0.0343939,0.0618988,0.00573893,0.0240233,0.00875995,0.0295299,0.0353197,0.00192368,0.0547028,0.00827122,0.00542822,0.00722168,0.0166656,0.0215607,0.016265,0.0369348,0.0280205,0.0139603,0.0135876,0.0431633,0.00941601,0,0,0,0,0,0,0
82,0,0,0,0,0.0307401,0.044476,0,0.107979,0.00977512,0.0416863,0.0207733,0,0,0.0148108,0,0.0210098,0.00704998,0.0442762,0.0598575,0.0241148,0.0221001,0.0233639,0.0436455,0.0159888,0.0345155,0.0130136,0.0595725,0.0212059,0.0429299,0.0135298,0.0198648,0.144437,0.0118026,0.00887298,0.00489665,0.0288211,0.00975029,0.00923749,0.00789236,0.0104608,0,0,0.050529,0,0.014102,0.034336,0.0620817,0.0070691,0.0241329,0.00923256,0.0288019,0.0353107,0.00252364,0.0550037,0.00840515,0.00594671,0.00776935,0.016145,0.0225926,0.0169494,0.0358631,0.0278839,0.013924,0.0135943,0.0427699,0.00925293,0,0,0,0,0,0,0
83,0,0,0,0,0.0311214,0.0443961,0,0.109475,0.00976992,0.0423184,0.0201286,0,0,0.0151253,0,0.0210579,0.00737649,0.044452,0.0603776,0.0238036,0.0222667,0.0233741,0.0433324,0.0164457,0.0346902,0.0132714,0.0594337,0.0215422,0.0436857,0.0136472,0.0202593,0.145951,0.0117846,0.0088718,0.00508546,0.0276922,0.00970948,0.00908486,0.00783056,0.0107839,0,0,0.0505371,0,0.0140988,0.0343278,0.0621414,0.00844498,0.0242314,0.00958425,0.0281917,0.0352658,0.00264469,0.0552116,0.00837631,0.00618669,0.00885016,0.0156563,0.0232511,0.0171489,0.0345377,0.027814,0.0138961,0.0136269,0.0424585,0.00962748,0,0,0,0,0,0,0
84,0,0,0,0,0.0314147,0.0443034,0,0.11023,0.0097513,0.0427117,0.0193487,0,0,0.0153764,0,0.021098,0.00770766,0.0445543,0.0608174,0.0234244,0.0223254,0.0233716,0.0430677,0.0168199,0.0345817,0.0134716,0.0590598,0.0216747,0.0441581,0.0135485,0.0205109,0.14662,0.0117493,0.00888795,0.00521597,0.0263725,0.00969483,0.00929236,0.00772495,0.011116,0,0,0.0505523,0,0.0141118,0.0342765,0.0620392,0.00973897,0.0242938,0.00969463,0.0275479,0.0351529,0.00271874,0.0553943,0.00846329,0.00622841,0.0107663,0.015277,0.0235921,0.0162346,0.0327548,0.0278142,0.013843,0.0136823,0.0422209,0.0104366,0,0,0,0,0,0,0
85,0,0,0,0,0.0315916,0.0443136,0,0.110272,0.00968938,0.0427309,0.0186041,0,0,0.0156082,0,0.0212048,0.00794727,0.0445806,0.0610598,0.0229837,0.0222576,0.0235568,0.0428005,0.0171034,0.0343013,0.0134695,0.0585295,0.0215889,0.0442491,0.0133388,0.0206962,0.146573,0.0117967,0.00894803,0.0052535,0.0249065,0.00967991,0.00978715,0.00758922,0.0113897,0,0,0.0506652,0,0.0141728,0.034297,0.0618413,0.0106693,0.0243573,0.00984232,0.0269966,0.0350735,0.00290148,0.0555524,0.00890556,0.00661945,0.00979432,0.015103,0.0238291,0.016775,0.0307504,0.02798,0.0137482,0.0137549,0.0421707,0.0112368,0,0,0,0,0,0,0
86,0,0,0,0,0.0318188,0.0443948,0,0.109837,0.00957499,0.0424484,0.0178582,0,0,0.0157374,0,0.021293,0.00803908,0.0445469,0.0611617,0.0225634,0.0219647,0.0238498,0.0425767,0.0172005,0.0338388,0.0135549,0.058095,0.0212972,0.0439023,0.0132635,0.0207647,0.145892,0.0120007,0.00901797,0.0051313,0.0233954,0.00966399,0.0102089,0.00742083,0.011607,0,0,0.050753,0,0.0142141,0.0343319,0.0617153,0.011942,0.0244075,0.0100829,0.0264877,0.0349558,0.00300063,0.0557449,0.00915682,0.00700206,0.00961963,0.0149234,0.0241263,0.0174701,0.0286222,0.0282348,0.0136167,0.0138123,0.0421374,0.011908,0,0,0,0,0,0,0
87,0,0,0,0,0.0320639,0.0445706,0,0.108863,0.00943374,0.0419051,0.0171315,0,0,0.0159031,0,0.0214037,0.00815683,0.0444478,0.0611163,0.0222282,0.0215866,0.0242617,0.0424323,0.0171494,0.0332707,0.0137412,0.0577973,0.02084,0.043224,0.0131446,0.0207415,0.144613,0.012187,0.00910065,0.00500436,0.0219292,0.00962455,0.0107452,0.00721935,0.0117255,0,0,0.0509431,0,0.0142447,0.0344599,0.0617653,0.0136601,0.0244208,0.0103943,0.0260994,0.0347051,0.00302928,0.0559151,0.00923865,0.00735078,0.0103262,0.014718,0.0245548,0.018098,0.026363,0.0285619,0.0135569,0.0138809,0.0421273,0.012284,0,0,0,0,0,0,0
88,0,0,0,0,0.032165,0.0447282,0,0.107571,0.00930879,0.0411393,0.0163362,0,0,0.0161504,0,0.0215577,0.0082948,0.0442904,0.0608079,0.0220011,0.0211406,0.0246075,0.0424024,0.0170562,0.0325898,0.0138767,0.0575247,0.0201963,0.0422319,0.0129558,0.0206575,0.142812,0.0123369,0.00918556,0.00492553,0.0205162,0.0095743,0.0113524,0.00692055,0.0118121,0,0,0.0511943,0,0.0142642,0.0346965,0.0617664,0.0151753,0.0243902,0.0108705,0.0258129,0.034443,0.00315425,0.0559874,0.00932554,0.00768617,0.0116103,0.014574,0.0249872,0.0185986,0.0241717,0.0289066,0.013589,0.0139633,0.0422712,0.0124168,0,0,0,0,0,0,0
89,0,0,0,0,0.0325259,0.0446088,0,0.106413,0.00935805,0.0403267,0.0165352,0,0,0.0156694,0,0.0215321,0.00814307,0.044153,0.0609802,0.0215735,0.0206482,0.0252872,0.0418768,0.0163318,0.0317072,0.0137448,0.0566956,0.0196222,0.0412012,0.0125015,0.0207167,0.141324,0.0120753,0.00918535,0.00480853,0.00555267,0.00964131,0.0106751,0.00884208,0.0120022,0,0,0.0508859,0,0.0142231,0.0344925,0.0628818,0.0102343,0.0230081,0.0068647,0.024807,0.0342453,0.00145506,0.0556807,0.0058786,0.00644083,0.00750177,0,0.0227379,0.0126883,0.0112469,0.0289022,0.013387,0.0139018,0.0422008,0.0123896,0,0,0,0,0,0,0
90,0,0,0,0,0.0325575,0.0452379,0,0.103571,0.00898823,0.0391523,0.0158369,0,0,0.0162317,0,0.0217175,0.00853535,0.0447552,0.0597162,0.0215609,0.0196775,0.0248719,0.0425992,0.0164413,0.0303436,0.0138601,0.0565293,0.0185001,0.0393142,0.0121382,0.020312,0.137264,0.012362,0.00930579,0.00481551,0.018046,0.00958182,0.0123661,0.00664813,0.0119305,0,0,0.0515689,0,0.0142778,0.0349382,0.0615864,0.0180035,0.0246204,0.0115211,0.0254818,0.0338122,0.00315586,0.0558285,0,0.00820714,0.0147918,0.0141535,0.0254851,0.0193079,0.0207849,0.0292905,0.0135429,0.014073,0.0429986,0.012466,0,0,0,0,0,0,0
91,0,0,0,0,0.03273,0.0453246,0,0.100819,0.00889667,0.0378389,0.0159674,0,0,0.0159857,0,0.0216737,0.00847413,0.0453955,0.0591375,0.0212104,0.0187752,0.0248347,0.0427049,0.0160258,0.0287015,0.0137752,0.0558264,0.0175417,0.03748,0.0115848,0.0199983,0.13354,0.0121191,0.00932966,0.00458409,0.0163333,0.00964684,0.0126162,0.00665401,0.0118887,0,0,0.0512544,0,0.0141954,0.0347008,0.0614311,0.0190181,0.0248904,0.0116282,0.0251535,0.0333627,0.00287361,0.0557705,0.00932365,0.00835765,0.0150942,0.0137894,0.0257201,0.0196527,0.0186078,0.0293222,0.0133655,0.0139887,0.0431044,0.0125359,0,0,0,0,0,0,0
92,0,0,0,0,0.0329288,0.0454444,0,0.0976753,0.00878227,0.036294,0.016146,0,0,0.015795,0,0.0216873,0.00851087,0.045929,0.0581001,0.0208796,0.0179247,0.0248288,0.0428083,0.0155462,0.0271419,0.013736,0.0550501,0.0164838,0.0354623,0.0110355,0.0195959,0.129453,0.0118142,0.00936482,0.00431838,0.0145688,0.00970093,0.012603,0.00670487,0.0118039,0,0,0.0510881,0,0.0141387,0.0345386,0.0612963,0.0195943,0.0251246,0.0117235,0.024871,0.0328809,0.0027857,0.0557664,0.00929176,0.00840732,0.0152689,0.0132259,0.0257819,0.0199796,0.0163662,0.0293839,0.0131877,0.0139022,0.0431994,0.0125827,0,0,0,0,0,0,0
93,0,0,0,0,0.0331276,0.0455916,0,0.094221,0.0086823,0.0345703,0.0164392,0,0,0.0156487,0,0.0217004,0.00862183,0.0463567,0.0565801,0.0205905,0.0171695,0.0248624,0.042929,0.01505,0.025793,0.0137334,0.0543117,0.0152856,0.0333598,0.0105582,0.0191199,0.125083,0.0115687,0.0093957,0.00424453,0.0130943,0.00973823,0.0126661,0.00680428,0.0117156,0,0,0.0509753,0,0.0140924,0.0343703,0.0612066,0.0202115,0.0253975,0.0119691,0.0246348,0.0324107,0.00282868,0.0556915,0.00932207,0.00866943,0.0155737,0.0128253,0.0260456,0.0201497,0.0144831,0.0293983,0.0130141,0.013818,0.0433368,0.0125852,0,0,0,0,0,0,0
94,0,0,0,0,0.0332284,0.0457484,0,0.0904338,0.00862881,0.0326611,0.0165355,0,0,0.0154244,0,0.0217581,0.00861011,0.0468244,0.0547722,0.0203324,0.0165196,0.0249904,0.0430358,0.0145795,0.0243665,0.0137606,0.0537744,0.0141094,0.0313367,0.0101377,0.0185564,0.120352,0.0113525,0.00945657,0.00431103,0.0117763,0.00977482,0.0128289,0.00696258,0.0116479,0,0,0.0508392,0,0.0140539,0.0341611,0.0610231,0.020852,0.0256641,0.0122431,0.0244478,0.0320237,0.00276598,0.0555121,0.0093411,0.0089567,0.0157689,0.0126323,0.0263591,0.0205684,0.0128506,0.0292842,0.0128658,0.0137361,0.0435091,0.0125687,0,0,0,0,0,0,0
95,0,0,0,0,0.0332938,0.0458783,0,0.0863507,0.00855777,0.0306979,0.0164442,0,0,0.0152805,0,0.0218173,0.00859522,0.0473096,0.052704,0.020081,0.0158525,0.0252791,0.0432216,0.0141181,0.0228311,0.0138202,0.0532213,0.0128865,0.0293698,0.00977458,0.0179597,0.115142,0.0111676,0.00949225,0.00435657,0.0101821,0.00983257,0.0127866,0.007203,0.0115614,0,0,0.0506779,0,0.0140549,0.0339877,0.0608121,0.0214083,0.0258651,0.0123304,0.0242653,0.0316989,0.00292221,0.0554941,0.00920756,0.00898085,0.0156528,0.0124265,0.026595,0.0209147,0.0110608,0.0291063,0.0127473,0.013667,0.0436851,0.0124814,0,0,0,0,0,0,0
96,0,0,0,0,0.0333927,0.0459861,0,0.0817842,0.00852728,0.0287595,0.0164037,0,0,0.0152267,0,0.0218786,0.00865094,0.0477337,0.0501603,0.0198661,0.0151276,0.0254401,0.0434135,0.0135863,0.0213256,0.0138639,0.0526006,0.0116808,0.02734,0.00925828,0.0173438,0.109256,0.0109881,0.0095125,0.00434239,0.0086043,0.00986489,0.0124744,0.00738915,0.0114793,0,0,0.0505203,0,0.0140117,0.0338196,0.0607042,0.021633,0.0260229,0.0123867,0.0241018,0.03133,0.00311224,0.0556502,0.00904733,0.00909718,0.015176,0.0120302,0.0270229,0.0204263,0.00941031,0.0288872,0.0125637,0.0135946,0.0438332,0.0124196,0,0,0,0,0,0,0
97,0,0,0,0,0.0335243,0.0460974,0,0.0767453,0.00845117,0.0268486,0.0164331,0,0,0.0151712,0,0.0219016,0.00863452,0.0481492,0.047421,0.019666,0.0144784,0.0255027,0.0436109,0.0129473,0.0198387,0.0137706,0.0520506,0.0106879,0.0252509,0.00859649,0.0167398,0.10259,0.0107933,0.00951121,0.00430097,0.00738887,0.00991336,0.0129037,0.00754793,0.0113914,0,0,0.0504536,0,0.013974,0.0336541,0.0606411,0.0226709,0.0262089,0.0127254,0.0239345,0.0309503,0.0033159,0.0557128,0.00908649,0.00976313,0.0162791,0.0117077,0.0276199,0.0203582,0.00807515,0.0286871,0.0125777,0.0135079,0.0439547,0.0123731,0,0,0,0,0,0,0
98,0,0,0,0,0.0336814,0.0459344,0,0.0715745,0.0085988,0.0252267,0.0172307,0,0,0.0146513,0,0.0218401,0.00836626,0.0486412,0.0451839,0.0192828,0.0138766,0.0260851,0.0434387,0.0120859,0.0184345,0.0134937,0.0510637,0.00993401,0.0234848,0.00795696,0.016268,0.0961857,0.0105169,0.00949625,0.00420233,0.00649876,0.0100124,0.0104921,0.00859205,0.0113302,0,0,0.0499368,0,0.0138661,0.0332087,0.0614048,0.015252,0.0255833,0.00882769,0.0232443,0.0306315,0.00163955,0.0556271,0.00552428,0.00788624,0.0108184,0,0.024056,0.013368,0.00957755,0.0283554,0.0125327,0.0132895,0.0437289,0.0120926,0,0,0,0,0,0,0
99,0,0,0,0,0.0338558,0.0462756,0,0.064801,0.00859758,0.0235136,0.0173748,0,0,0.0148075,0,0.0219224,0.00846749,0.0491837,0.0423398,0.0191025,0.0133276,0.0262407,0.0438301,0.0114525,0.016772,0.0132016,0.0504608,0.00924736,0.0215301,0.0074501,0.0156247,0.0875381,0.0105741,0.00954455,0.00426906,0.00760148,0.0100079,0.0106392,0.0087108,0.0112235,0,0,0.0501081,0,0.0138521,0.0333418,0.0612912,0.0159865,0.0257379,0.00913959,0.0232643,0.0305403,0.00170244,0.0555562,0.00557979,0.00810291,0.0115644,0,0.0241097,0.0136372,0.0108031,0.028351,0.0126903,0.0133125,0.0441025,0.011916,0,0,0,0,0,0,0
100,0,0,0,0,0.0338736,0.0466723,0,0.056002,0.0084509,0.0218415,0.0166325,0,0,0.0153703,0,0.0221222,0.00874726,0.0497348,0.0387447,0.0192025,0.0128757,0.0254974,0.0444882,0.0110029,0.0151156,0.0128009,0.0502515,0.0087512,0.0192595,0.00682196,0.0148688,0.0762177,0.0107944,0.00958003,0.00438237,0.00476414,0.00998951,0.0145139,0.00811355,0.0110615,0,0,0.0503781,0,0.0139021,0.0336081,0.0604113,0.0255646,0.0267507,0.0141363,0.0234581,0.0302199,0.00480408,0.0553567,0.00972584,0.0116941,0.0188892,0.011607,0.0293132,0.0224017,0.00655797,0.0284927,0.0128917,0.013411,0.0446079,0.0119568,0,0,0,0,0,0,0
101,0,0,0,0,0.0339554,0.0467172,0,0.0478769,0.00844488,0.0211835,0.0166213,0,0,0.0153649,0,0.0221713,0.00875342,0.0503864,0.036763,0.0192226,0.0125083,0.0252905,0.0446812,0.0104404,0.0137893,0.0120157,0.0496584,0.00871801,0.0175296,0.00621003,0.0143155,0.0659407,0.0107877,0.00957767,0.00438355,0.00366202,0.0100554,0.0150339,0.00828555,0.0109464,0,0,0.0499546,0,0.0138613,0.0333991,0.0602984,0.0261201,0.0267581,0.0144765,0.0230043,0.0297642,0.0054063,0.0553803,0.00986928,0.0124657,0.0196129,0.0116901,0.0295445,0.0232914,0.00645445,0.0283283,0.0128221,0.0133065,0.0446472,0.0118706,0,0,0,0,0,0,0
102,0,0,0,0,0.0340475,0.0467443,0,0.0396851,0.00846525,0.0213704,0.0166047,0,0,0.0153387,0,0.0221597,0.00871404,0.0510209,0.0361102,0.0194763,0.0125685,0.0251147,0.0449251,0.0100023,0.0126553,0.011422,0.0491598,0.00899223,0.01601,0.00573006,0.0138988,0.0558766,0.0109475,0.00957125,0.00439646,0.00256224,0.0101701,0.0153636,0.00838988,0.0108363,0,0,0.0492496,0,0.013782,0.0329747,0.0601605,0.0265875,0.0265937,0.0146515,0.0226477,0.0291986,0.00591472,0.0554096,0.00987041,0.0129995,0.020102,0.0116352,0.0291171,0.0239305,0.00708299,0.02804,0.0126931,0.0131228,0.044645,0.0118449,0,0,0,0,0,0,0
103,0,0,0,0,0.0341701,0.0469569,0,0.0331334,0.00845075,0.0227188,0.0165987,0,0,0.0156373,0,0.0221909,0.00878344,0.0515747,0.037472,0.0199487,0.0134851,0.0252578,0.0451739,0.0101598,0.0123009,0.0118126,0.0488427,0.00946869,0.014865,0.00564077,0.0137313,0.0477203,0.0112209,0.00955903,0.00452427,0.00227533,0.0102022,0.0148572,0.00820574,0.0106361,0,0,0.0489356,0,0.0137312,0.0328395,0.0601187,0.0261398,0.026279,0.0144917,0.0227319,0.0288041,0.00626697,0.055255,0.0096567,0.013121,0.0200389,0.0113971,0.0289116,0.0237336,0.00771886,0.0280252,0.0126829,0.0130494,0.0448905,0.011636,0,0,0,0,0,0,0
104,0,0,0,0,0.0342396,0.0473734,0,0.0296983,0.00842032,0.0253909,0.016521,0,0,0.0161019,0,0.0221942,0.0089991,0.0519759,0.0404313,0.0205887,0.0155227,0.0254447,0.0454741,0.0115972,0.0135494,0.0138345,0.04903,0.0100292,0.0141019,0.0063293,0.0138739,0.0428073,0.0114278,0.00952768,0.0047241,0.00275734,0.0101942,0.0140652,0.00767909,0.0104475,0,0,0.0488951,0,0.0137147,0.0328703,0.0602645,0.0255936,0.0257823,0.0143541,0.023075,0.0285592,0.00677112,0.0549076,0.00948109,0.0140321,0.0198252,0.0114107,0.0284129,0.0234226,0.0083714,0.0282264,0.0128033,0.0130615,0.045369,0.0113485,0,0,0,0,0,0,0
105,0,0,0,0,0.0342831,0.0478667,0,0.0291528,0.00837391,0.0287904,0.0164857,0,0,0.0166243,0,0.0221888,0.00929015,0.0522097,0.0443134,0.0213046,0.0186308,0.0256687,0.045878,0.0149309,0.0170368,0.0172039,0.0498784,0.0106544,0.0138247,0.00755378,0.0142804,0.041266,0.011591,0.00952256,0.00498313,0.00294573,0.0101383,0.0136603,0.00710643,0.0101814,0,0,0.0490114,0,0.013689,0.0329606,0.0605368,0.0250281,0.0252985,0.0143127,0.0234166,0.0284227,0.00730543,0.05443,0.00934335,0.0146093,0.0192024,0.0116858,0.028771,0.0231225,0.00868625,0.0285309,0.0129203,0.0131061,0.0459989,0.0109656,0,0,0,0,0,0,0
106,0,0,0,0,0.0344527,0.0484013,0,0.0298557,0.00833595,0.03179,0.0164781,0,0,0.0172522,0,0.0222312,0.00957144,0.0522387,0.0480195,0.0219776,0.0222566,0.0258903,0.0463478,0.0197731,0.0223249,0.0212761,0.0512135,0.0114006,0.0140561,0.0087584,0.0146382,0.0412976,0.0117736,0.00953733,0.00528019,0.00304677,0.0101238,0.0135557,0.00646881,0.00986983,0,0,0.0491915,0,0.0137011,0.0330338,0.0606355,0.0245058,0.0247294,0.01426,0.0240312,0.0283378,0.00750614,0.0539758,0.00926928,0.0150922,0.0185319,0.0122084,0.0292457,0.0230293,0.00910194,0.0287944,0.0129985,0.013173,0.0467244,0.0104856,0,0,0,0,0,0,0
107,0,0,0,0,0.0347531,0.0485526,0,0.0302342,0.00847702,0.0331804,0.0176598,0,0,0.017047,0,0.0221118,0.00953008,0.0522226,0.050381,0.022119,0.025638,0.0267496,0.0462982,0.0247607,0.0283556,0.024503,0.0520326,0.0121824,0.0147202,0.00936312,0.0143986,0.0414677,0.0114436,0.00950516,0.00545178,0.0145895,0.010192,0.00989613,0.00807654,0.00973792,0,0,0.0489567,0,0.0136754,0.03275,0.0614629,0.0157179,0.0233827,0.00910489,0.0243609,0.0281974,0.00558396,0.0534994,0.00435976,0.0116453,0.0119377,0,0.0239014,0.0145908,0.0183201,0.0286788,0.0128827,0.0131241,0.0469826,0.010069,0,0,0,0,0,0,0
108,0,0,0,0,0.0350368,0.0490536,0,0.0334365,0.00843753,0.0357603,0.0177792,0,0,0.0172401,0,0.0220689,0.00975429,0.0518971,0.0534148,0.0223118,0.0285032,0.0270597,0.0467712,0.0297257,0.0340821,0.0272228,0.0533177,0.0138244,0.0161611,0.010875,0.0128973,0.044077,0.01138,0.00950865,0.00570036,0.0141283,0.0101838,0.00958499,0.00802993,0.00966719,0,0,0.0492689,0,0.0136675,0.0328564,0.0613911,0.0154927,0.0229431,0.00914635,0.0252147,0.0282276,0.00605445,0.0530322,0.00402355,0.0118998,0.0121878,0,0.023154,0.0152504,0.0183447,0.0287209,0.0130681,0.0132033,0.0476482,0.010061,0,0,0,0,0,0,0
109,0,0,0,0,0.0352721,0.0494962,0,0.0433129,0.00838055,0.0428308,0.0178757,0,0,0.0172546,0,0.022012,0.00980379,0.0517053,0.0606149,0.0224183,0.030342,0.0273569,0.0470895,0.0331544,0.0379137,0.028873,0.0542359,0.0166933,0.0199724,0.0156418,0.00967533,0.0552874,0.0112144,0.00947974,0.00581584,0.0137682,0.0101098,0.00927144,0.00798509,0.0097275,0,0,0.0496209,0,0.0136591,0.0329909,0.0612513,0.0151684,0.0225001,0.00895745,0.0259263,0.0283078,0.00644534,0.0526686,0.00360121,0.0118217,0.0119847,0,0.0226383,0.0155662,0.0176914,0.0287451,0.0131014,0.0133118,0.048255,0.0100132,0,0,0,0,0,0,0
