Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTIB,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,x72,LTHII,LTHIP,RANK,RTHII,RTIBI,RTHIP,IMU_B,RTIBA,x73,
74,0,0,0,0,0.00235966,0.00525633,0,0,0.0773725,0.0139029,0.0268551,0.00192088,0,0,0.0100529,0,0.0192211,0.00440364,0.0448805,0.0244372,0.0277354,0.0132802,0.00435167,0.0130887,0.00386637,0.0071717,0.0164804,0.0221544,0.0158419,0.0304087,0.0947886,0.0103984,0.00720191,0.00317089,0.00534866,0.0133223,0.00495772,0.00442518,0,0,0.00306326,0,0.0124637,0.00344196,0.0686138,0.00898992,0.0263047,0.00368426,0.00682368,0.00367825,0.00611489,0.0518244,0.00239288,0.017374,0.0084696,0.00195728,0.00274644,0.00272288,0.00651232,0.00280202,0,0,0,0,0,0.0185338,0.0565412,0.00995372,0.00288049,0,0.00748188,0,0,0,0
75,0,0,0,0,0.00207254,0.00502691,0,0,0.0736725,0.0136889,0.0251159,0.00198638,0,0,0.0101562,0,0.019194,0.00446261,0.0454105,0.0235488,0.0276583,0.0141177,0.00421523,0.0133839,0.00419338,0.00803071,0.0152834,0.0200144,0.0151106,0.0297366,0.0904912,0.0104855,0.00731253,0.0031559,0.00604002,0.0133074,0.00486642,0.00384466,0,0,0.00275571,0,0.0124974,0.00349245,0.0685617,0.00948997,0.0264982,0.00403489,0.00694802,0.00331756,0.00648682,0.0515204,0.00332215,0.0175618,0.00981209,0.00153508,0.00284803,0.00281859,0.00621055,0.00214195,0,0,0,0,0,0.0183326,0.0555538,0.00953063,0.00203278,0,0.00824063,0,0,0,0
76,0,0,0,0,0.00203801,0.0048812,0,0,0.0699494,0.0135276,0.0239012,0.00198786,0,0,0.0100915,0,0.0191138,0.00444426,0.0459327,0.0226095,0.0275452,0.0148765,0.00408238,0.0136633,0.00484484,0.00921917,0.014091,0.0180994,0.0143261,0.0289922,0.0859843,0.0105805,0.00731237,0.0029471,0.00663722,0.0132782,0.00484556,0.00326855,0,0,0.00257792,0,0.0125376,0.00349126,0.068475,0.0101577,0.0266741,0.00560934,0.00710885,0.00301123,0.00697365,0.0513365,0.00490593,0.0178189,0.0107594,0.00123561,0.00307288,0.00290057,0.00601526,0.00179361,0,0,0,0,0,0.0180962,0.0544572,0.0092954,0.000885617,0,0.00911331,0,0,0,0
77,0,0,0,0,0.00323757,0.00531022,0,0,0.0657039,0.0135325,0.0233753,0.00266573,0,0,0.00937848,0,0.0190511,0.00427778,0.047052,0.0220865,0.0267693,0.016121,0.00560164,0.0138819,0.0061092,0.0111915,0.0132161,0.0162724,0.0135869,0.0282832,0.0800929,0.00995799,0.00737309,0.00312603,0.0322761,0.0133656,0.00445941,0.00434417,0,0,0.00261301,0,0.0125467,0.00342591,0.0687545,0.0301326,0.0267367,0.0122332,0.00953191,0.00300216,0.014658,0.0532958,0.0287353,0.0223898,0.0286816,0.00166422,0.0030395,0.00287554,0.00693182,0.00366669,0,0,0,0,0,0.018131,0.0525958,0.024576,0.0164942,0,0.0154372,0,0.0313107,0,0
78,0,0,0,0,0.00318432,0.00490378,0,0,0.0617414,0.0131738,0.0228524,0.00281741,0,0,0.00928152,0,0.0191206,0.00418911,0.0474233,0.02132,0.0268582,0.0162555,0.00510251,0.0143241,0.00664553,0.0122112,0.0119554,0.0148838,0.0131509,0.027527,0.0747351,0.0100706,0.00761998,0.00312891,0.026572,0.0133179,0.00464394,0.00319514,0,0,0.00265798,0,0.0126045,0.00331478,0.0684628,0.0266306,0.0268397,0.0103747,0.00909523,0.00258564,0.0135902,0.0526264,0.0256165,0.0212939,0.0233162,0.00134358,0.00339408,0.00294754,0.00647896,0.00295724,0,0,0,0,0,0.0170841,0.0515564,0.019967,0.0142874,0,0.0148625,0,0.0248878,0,0
79,0,0,0,0,0.00433155,0.00444423,0,0,0.0573275,0.0128697,0.0224712,0.00309914,0,0,0.00887503,0,0.0191811,0.0036805,0.0473875,0.0204457,0.0273928,0.0159063,0.00373598,0.0150633,0.00674892,0.0127669,0.0103399,0.0136122,0.0130476,0.0268319,0.0686224,0.0103465,0.00772403,0.00287153,0.00611895,0.0132091,0.0066279,0.00105413,0,0,0.00264856,0,0.012668,0.00310397,0.0676753,0.0199211,0.0267159,0.0106283,0.00738466,0.00301414,0.0108062,0.0514068,0.0175752,0.0219328,0.00831988,0.0011482,0.00394386,0.00305547,0.00556801,0.00151745,0,0,0,0,0,0.0157445,0.0510125,0.0104346,0,0,0.0144064,0,0.0128272,0,0
80,0,0,0,0,0.00515139,0.00454868,0,0,0.0525156,0.0126505,0.0221508,0.00351554,0,0,0.00895613,0,0.019101,0.00359355,0.047817,0.0198827,0.0275803,0.014856,0.00311979,0.0151978,0.00677563,0.0129612,0.00916756,0.0127616,0.0131509,0.0264441,0.0623603,0.0106473,0.00773706,0.00268864,0.00238466,0.0131737,0.00781448,0.0016307,0,0,0.00274273,0,0.0127303,0.0028976,0.0671305,0.0226273,0.0268408,0.0132991,0.0069194,0.00254304,0.0107327,0.0513569,0.0163258,0.0250654,0.00933613,0.000956566,0.00421028,0.00312606,0.00519685,0.00168369,0,0,0,0,0,0.0141533,0.0499688,0.0139181,0.00570217,0.0261007,0.0160295,0,0.0173922,0,0
81,0,0,0,0,0.00551547,0.00485959,0,0,0.0484106,0.0126295,0.0218139,0.00314574,0,0,0.00852558,0,0.0190481,0.00338925,0.0491152,0.0190956,0.0267142,0.0127042,0.00317412,0.015191,0.00702327,0.0126114,0.00916367,0.0128467,0.0137444,0.0265194,0.0567783,0.0104248,0.00771364,0.00263378,0.0114549,0.0131911,0.00483978,0.00202893,0,0,0.00267936,0,0.0127926,0.00258935,0.0682282,0.0143212,0.0280516,0.00873624,0.00821558,0.00218579,0.00928863,0.0507281,0.00967937,0.0199289,0.0174638,0.00126607,0.00402949,0.00311389,0.00573274,0.00203735,0,0,0,0,0,0.0122306,0.0480599,0.0093294,0.00304896,0.0210502,0.0135058,0,0,0,0
82,0,0,0,0,0.00637171,0.00491886,0,0,0.0434764,0.0124913,0.0205411,0.00319182,0,0,0.00862233,0,0.0190677,0.00343014,0.0498895,0.017446,0.0267598,0.00982154,0.00285041,0.0154096,0.00646372,0.0112597,0.00909407,0.0129617,0.0143022,0.0263923,0.0500996,0.0106032,0.00774729,0.00257085,0.0124727,0.0131925,0.00476785,0.00282482,0,0,0.00286498,0,0.0128156,0.00252597,0.068312,0.0144512,0.0282487,0.00918952,0.00832965,0.00217469,0.00987648,0.0505203,0.0101438,0.0203212,0.0186044,0.00139145,0.00418997,0.00307248,0.00561612,0.00262749,0,0,0,0,0,0.0100072,0.0469697,0.0093827,0.00410646,0.0211877,0.0143242,0,0,0,0
83,0,0,0,0,0.00751837,0.00513944,0,0,0.0373627,0.0123243,0.0179801,0.00390328,0,0,0.00911644,0,0.0190602,0.00352171,0.0501792,0.0146925,0.0276529,0.00650438,0.0025873,0.015613,0.00532893,0.00918007,0.009152,0.0129661,0.0145033,0.0259941,0.0424849,0.0110683,0.00773677,0.00248708,0.00378372,0.0131553,0.00699708,0.00393143,0,0,0.00301872,0,0.0128168,0.00251926,0.0674488,0.0223912,0.0273042,0.0140288,0.00754817,0.00229333,0.0123539,0.0507267,0.0175456,0.0250905,0.0112213,0.00148015,0.00438187,0.00309639,0.00524235,0.00356752,0,0,0,0,0,0.00776422,0.0464837,0.0130219,0.00851166,0.0258851,0.0180084,0,0.0151826,0,0
84,0,0,0,0,0.00826421,0.00559367,0,0,0.0322842,0.0122114,0.0146689,0.00381104,0,0,0.00924078,0,0.0190169,0.00346828,0.0508407,0.010837,0.0280363,0.00535502,0.00267543,0.0157133,0.00543985,0.00791446,0.0103605,0.013721,0.0143634,0.0255438,0.0368255,0.0111984,0.00770693,0.00237738,0.00479281,0.013102,0.00666256,0.00467876,0,0,0.00300477,0,0.0128442,0.00243419,0.0675064,0.0226724,0.0273567,0.0146355,0.00758191,0.00213686,0.0130253,0.050533,0.0181403,0.0247374,0.0120375,0.00179311,0.00438586,0.00320254,0.00544599,0.0044045,0,0,0,0,0,0.00762407,0.0457438,0.0132222,0.00896812,0.0261399,0.0188696,0,0.0151427,0,0
85,0,0,0,0,0.00910348,0.00604561,0,0,0.0279081,0.0120707,0.010666,0.00362987,0,0,0.00934324,0,0.0189754,0.00332789,0.0514855,0.0067243,0.0286109,0.0113264,0.00291976,0.0157731,0.00775283,0.010634,0.0125166,0.0152453,0.01398,0.0243514,0.0326904,0.0113693,0.00773896,0.00215638,0.00557473,0.0130491,0.00613002,0.0055466,0,0,0.00306811,0,0.0128768,0.00254711,0.0675468,0.022622,0.0272489,0.0151499,0.00746901,0.0022384,0.0137614,0.0502685,0.0185692,0.0250084,0.0129084,0.00209195,0.00436582,0.00332947,0.00561707,0.00543445,0,0,0,0,0,0.0113798,0.0453948,0.013263,0.00934756,0.0262229,0.0197083,0,0.0151958,0,0
86,0,0,0,0,0.00997914,0.00652471,0,0,0.0253295,0.0119431,0.00591182,0.00346961,0,0,0.00951743,0,0.0189317,0.00319111,0.0520593,0.00850734,0.0294094,0.0217314,0.00334796,0.0158418,0.0125238,0.0185663,0.0157373,0.0178424,0.0131698,0.0220219,0.0308426,0.0115723,0.00776085,0.00195624,0.0063827,0.0129688,0.00537667,0.00647132,0,0,0.00322723,0,0.0129125,0.00286129,0.0676084,0.022172,0.0269603,0.0155749,0.00718905,0.00246396,0.0143047,0.0499503,0.0188492,0.0258077,0.0136391,0.00231873,0.00464597,0.00346965,0.0058019,0.00658452,0,0,0,0,0,0.0181256,0.0455761,0.0130515,0.00970682,0.0261313,0.0204935,0,0.0153077,0,0
87,0,0,0,0,0.0109172,0.00706122,0,0,0.0273927,0.0118061,0.00512976,0.00339893,0,0,0.00978261,0,0.0188685,0.00307793,0.0527858,0.0183392,0.0304349,0.0357947,0.0038673,0.0159871,0.0191973,0.0306838,0.0200363,0.0217293,0.010902,0.0178007,0.0327261,0.0117741,0.00776036,0.00185334,0.00719298,0.0129151,0.00439793,0.00746458,0,0,0.00345159,0,0.0129602,0.00326564,0.0677183,0.0216661,0.0264536,0.0159201,0.00672609,0.00271311,0.0147825,0.0495298,0.0190928,0.0263288,0.0142875,0.0024759,0.00490448,0.00367874,0.00606512,0.00783438,0,0,0,0,0,0.0267904,0.046805,0.0126004,0.0100737,0.0259509,0.0212713,0,0.0155571,0,0
88,0,0,0,0,0.0110987,0.0076072,0,0,0.040183,0.0117521,0.0264576,0.00364538,0,0,0.00972474,0,0.0186862,0.00315242,0.0543218,0.025525,0.0310799,0.0108544,0.00212615,0.0162128,0.00323871,0.0106559,0.00316803,0.0102308,0.00620024,0.018998,0.0418376,0.0117654,0.00768865,0.00179423,0.00995981,0.0132136,0.00345881,0.00829585,0,0,0.00213898,0,0.012928,0.00236107,0.068947,0.0218253,0.0254573,0.0165215,0.00729916,0.00300035,0.0162693,0.0487301,0.0199507,0.0274485,0.0174166,0.00242268,0.00476686,0.00340742,0.00711422,0.00908624,0,0,0,0,0,0.0114829,0.0457479,0.0120827,0.0108045,0.0257056,0.0232804,0,0.0162091,0,0
89,0,0,0,0,0.0119094,0.00839585,0,0,0.0339156,0.0114406,0.0332237,0.00393292,0,0,0.0106503,0,0.0187955,0.00342838,0.0526366,0.0450852,0.0316154,0.0307316,0.00338485,0.0163819,0.0200258,0.0270966,0.0247598,0.0270452,0.0176873,0.00218134,0.0469159,0.0126214,0.00779227,0.00178396,0.00883008,0.0129648,0.00289807,0.00870446,0,0,0.00328888,0,0.0130353,0.00347661,0.0683541,0.0208807,0.0260074,0.0163489,0.00600618,0.00291698,0.0160556,0.0483244,0.0194375,0.0267174,0.0159986,0.00285777,0.00503832,0.00390245,0.00727898,0.00948304,0,0,0,0,0,0.0234932,0.0473363,0.0115841,0.010899,0.0250856,0.0228216,0,0.0166723,0,0
90,0,0,0,0,0.0138041,0.00895811,0,0,0.0417008,0.0114262,0.0418588,0.00546903,0,0,0.0107556,0,0.0188588,0.00293228,0.0525806,0.055678,0.0330112,0.0288298,0.00400689,0.0165301,0.0232065,0.0286047,0.0239009,0.0276919,0.0208206,0.00436399,0.0563179,0.0127666,0.00776823,0.00163391,0.0101857,0.0128721,0.00282014,0.0106883,0,0,0.00354527,0,0.0130366,0.00391762,0.0685383,0.0211857,0.0246081,0.0165296,0.0053244,0.00313089,0.0165757,0.0479966,0.019933,0.027087,0.0175749,0.00281271,0.005137,0.00413968,0.00747444,0.0114297,0,0,0,0,0,0.0232804,0.0481549,0.0117164,0.0110929,0.0250997,0.0235945,0,0.0169886,0,0
91,0,0,0,0,0.0141519,0.00934252,0,0,0.0428703,0.0113221,0.0417801,0.00605695,0,0,0.0112107,0,0.0188233,0.00317402,0.0527302,0.0552052,0.0335857,0.026776,0.00414876,0.0166884,0.026513,0.0295633,0.0184822,0.0220608,0.0169484,0.00532033,0.0530223,0.0130327,0.00777689,0.00159795,0.0108761,0.0129408,0.003454,0.0111382,0,0,0.00340617,0,0.0130215,0.00393255,0.0686836,0.0219737,0.0241251,0.016513,0.00531641,0.00328386,0.0169858,0.0477289,0.0203535,0.027901,0.0184529,0.00270825,0.00507874,0.004221,0.00780234,0.0117781,0,0,0,0,0,0.0252016,0.0496591,0.0119128,0.0110905,0.0250423,0.0240996,0,0.0173033,0,0
92,0,0,0,0,0.0143538,0.00961545,0,0,0.046443,0.0112035,0.0424111,0.00653044,0,0,0.0116183,0,0.0187873,0.00340848,0.0528839,0.0555058,0.0340347,0.0273977,0.00440094,0.0168038,0.029556,0.0318552,0.0141087,0.0175764,0.0145075,0.00881935,0.0535236,0.0133179,0.00780625,0.0016173,0.0113715,0.0130227,0.00391861,0.0114227,0,0,0.00331413,0,0.0129912,0.00392567,0.0687555,0.0229064,0.0237374,0.0164436,0.00536518,0.0035648,0.0172663,0.0476549,0.0207609,0.0285135,0.0192245,0.00266633,0.00502832,0.00428911,0.00797346,0.0118136,0,0,0,0,0,0.0279156,0.0510578,0.0122488,0.011015,0.0250461,0.0244708,0,0.0175981,0,0
93,0,0,0,0,0.0145371,0.00980783,0,0,0.0532322,0.0110353,0.0471118,0.00668043,0,0,0.0119414,0,0.0187738,0.0037992,0.0530328,0.0606863,0.0341098,0.0293486,0.00459319,0.0169527,0.0318891,0.0347902,0.0154033,0.0198052,0.0168747,0.00731055,0.0608279,0.0136018,0.00785166,0.0017205,0.0113964,0.0130635,0.00400822,0.0115624,0,0,0.00349792,0,0.0129667,0.00404379,0.0687527,0.0237277,0.0236345,0.0162353,0.00531589,0.00388941,0.0173355,0.0477279,0.0209927,0.0293892,0.0196433,0.00271246,0.00495204,0.00436632,0.00803749,0.0115724,0,0,0,0,0,0.029159,0.051493,0.0126202,0.0108503,0.0251144,0.0245478,0,0.0178499,0,0
94,0,0,0,0,0.0143904,0.00965884,0,0,0.0561998,0.0108317,0.0483544,0.0066873,0,0,0.012198,0,0.0188275,0.00431025,0.0532068,0.0618503,0.0339317,0.0302299,0.00465883,0.0171318,0.0327462,0.0364675,0.0156958,0.0202705,0.0171222,0.0069317,0.0629234,0.0138373,0.00795739,0.001751,0.0118172,0.0131506,0.00406601,0.0114213,0,0,0.0038591,0,0.0129494,0.00426357,0.0686913,0.0247464,0.0236393,0.0160727,0.00532015,0.00426613,0.0173287,0.0479798,0.0211816,0.0301187,0.0202943,0.00240374,0.00491317,0.00436201,0.00782873,0.0109369,0,0,0,0,0,0.0293448,0.0510829,0.0131801,0.0106212,0.0253523,0.024636,0,0.0180043,0,0
95,0,0,0,0,0.0138412,0.00894881,0,0,0.0549594,0.0105924,0.0454306,0.00639641,0,0,0.01283,0,0.018993,0.00478095,0.0533857,0.0581991,0.0335099,0.0301709,0.00464389,0.0170605,0.0327255,0.0370763,0.0150453,0.0189358,0.0150641,0.0076818,0.0591381,0.0141407,0.00820273,0.00158683,0.0132087,0.0132976,0.0038579,0.0110554,0,0,0.00503311,0,0.0129113,0.00496098,0.0684789,0.0261636,0.0236876,0.0160785,0.00516115,0.00497306,0.0171793,0.0483703,0.0213002,0.0307679,0.021401,0.001887,0.00495887,0.0045217,0.00710015,0.0101185,0,0,0,0,0,0.0287289,0.0501267,0.0140985,0.0103344,0.0257575,0.0247369,0,0.018094,0,0
96,0,0,0,0,0.0133368,0.00824598,0,0,0.0498574,0.0103126,0.0378885,0.00570824,0,0,0.0138966,0,0.0193308,0.00520055,0.0537894,0.049119,0.0329117,0.028976,0.00456331,0.0168102,0.0318663,0.0363648,0.0125052,0.0146829,0.010479,0.01122,0.0494046,0.0147606,0.00853476,0.00174595,0.0150414,0.0133568,0.00326569,0.0108139,0,0,0.00701206,0,0.0129605,0.00608416,0.0682005,0.0277378,0.0236953,0.0161105,0.00469465,0.00599771,0.0168796,0.0487451,0.0212477,0.0312451,0.0228768,0.00249022,0.00485689,0.00498205,0.00638621,0.00961744,0,0,0,0,0,0.0274079,0.0490048,0.0152249,0.0100409,0.0261001,0.0246431,0,0.0181402,0,0
97,0,0,0,0,0.0163729,0.010392,0,0,0.0404477,0.011132,0.0324342,0.00618068,0,0,0.0109153,0,0.0186652,0.00285453,0.0538013,0.0427658,0.032879,0.027353,0.00456508,0.0178242,0.0308914,0.0354503,0.0116952,0.0125679,0.00845115,0.0127906,0.0434543,0.0128402,0.00780554,0.00175447,0.0100024,0.0128578,0.00355593,0.0128433,0,0,0.00386903,0,0.0129846,0.00447794,0.0681258,0.0289204,0.0246015,0.015415,0.00607495,0.00357717,0.0163663,0.0491606,0.0212166,0.030767,0.0209089,0.00317398,0.0048281,0.00474657,0.00758976,0.0109839,0,0,0,0,0,0.025029,0.048059,0.0160062,0.00939273,0.0265884,0.0236659,0,0.0172412,0,0
98,0,0,0,0,0.0158889,0.0100424,0,0,0.0349957,0.0112631,0.0262463,0.00613803,0,0,0.010952,0,0.0186693,0.00282224,0.0539538,0.0348729,0.0323938,0.0244766,0.00448519,0.0178614,0.0290659,0.0332157,0.00886207,0.00752356,0.00760017,0.0174381,0.0350655,0.012897,0.00771446,0.00174078,0.00973251,0.0127585,0.00315944,0.0123383,0,0,0.00398505,0,0.013013,0.00468515,0.0681138,0.029705,0.0250633,0.0147683,0.00640773,0.00361689,0.0156934,0.0494095,0.0210163,0.0305648,0.0211078,0.00292663,0.00531276,0.00488174,0.00711505,0.0106293,0,0,0,0,0,0.0222304,0.0468773,0.0172302,0.00904678,0.0270306,0.0227143,0,0.016767,0,0
99,0,0,0,0,0.0150243,0.00946564,0,0,0.0414957,0.0115031,0.0256878,0.00581711,0,0,0.0110788,0,0.018663,0.00287763,0.0544539,0.0289759,0.0316856,0.017893,0.0040659,0.0178943,0.0243118,0.0258989,0.00620483,0.0056656,0.00651118,0.0179228,0.042324,0.0129636,0.00760604,0.00184474,0.0092468,0.0126832,0.00276833,0.0114444,0,0,0.00404968,0,0.0130285,0.00490046,0.0682466,0.0314036,0.0256742,0.0140966,0.00694516,0.00365589,0.0148045,0.0497944,0.0209116,0.0306371,0.0212709,0.00253064,0.00571069,0.0049998,0.00659324,0.0102636,0,0,0,0,0,0.0194406,0.045934,0.018875,0.0086911,0.0276889,0.0216508,0,0.0162575,0,0
100,0,0,0,0,0.0144135,0.00890656,0,0,0.0454145,0.0116968,0.0244511,0.0053506,0,0,0.0113342,0,0.0186764,0.00292343,0.0546899,0.0244881,0.0310662,0.0127323,0.00373006,0.0180578,0.0192366,0.0191482,0.0038694,0.00645895,0.00554614,0.0190149,0.0480777,0.0133878,0.00753176,0.00195844,0.00882964,0.0125753,0.0024122,0.010681,0,0,0.00441313,0,0.0130655,0.00530093,0.0685097,0.0324947,0.0262513,0.0130335,0.00755423,0.00401071,0.0136806,0.0501212,0.0204639,0.0302361,0.0211352,0.00225814,0.00614102,0.0051907,0.00609816,0.0102281,0,0,0,0,0,0.0164189,0.0449653,0.0205686,0.0080414,0.0281706,0.0201224,0,0.0157292,0,0
101,0,0,0,0,0.0140595,0.00838404,0,0,0.0490381,0.0118348,0.0235606,0.00497511,0,0,0.0118272,0,0.0187478,0.00310173,0.0547234,0.0218598,0.0304741,0.0104749,0.00339357,0.0183287,0.0139002,0.0128578,0.00206638,0.00844821,0.00509736,0.0203514,0.0525726,0.0140151,0.00751328,0.00211226,0.008429,0.0124086,0.00229803,0.0100829,0,0,0.0049555,0,0.0131386,0.00574712,0.0688929,0.0325014,0.0268809,0.0118039,0.0081969,0.00463874,0.0123487,0.0504046,0.019478,0.0290313,0.0209435,0.00259615,0.00654176,0.00544637,0.00569719,0.0104545,0,0,0,0,0,0.0142037,0.0438936,0.0216985,0.00709301,0.0282451,0.0180995,0,0.0152923,0,0
102,0,0,0,0,0.0133906,0.00769086,0,0,0.0498168,0.0117542,0.0227329,0.00466204,0,0,0.0126707,0,0.018918,0.00385402,0.0544954,0.0189639,0.0299621,0.0116984,0.00305378,0.018457,0.00902895,0.008828,0.00254274,0.0106142,0.00475233,0.0211192,0.0549497,0.014782,0.0075968,0.00240246,0.00712049,0.0123094,0.00231749,0.00926598,0,0,0.00631013,0,0.0131845,0.00650106,0.0694613,0.0313898,0.0274513,0.01065,0.00861121,0.00511927,0.0107877,0.0506648,0.0178293,0.0269387,0.0207788,0.00331028,0.00714149,0.005638,0.00518241,0.010383,0,0,0,0,0,0.0137205,0.0430409,0.0219115,0.00589055,0.0277464,0.0156534,0,0.0151586,0,0
103,0,0,0,0,0.0127431,0.00705335,0,0,0.0474477,0.0115587,0.0210109,0.00435791,0,0,0.0136194,0,0.0190887,0.0046731,0.0541805,0.0142999,0.0296812,0.0140844,0.00277192,0.0183365,0.00622351,0.00978926,0.00439922,0.0124618,0.00408394,0.0203673,0.0531331,0.0154695,0.00772656,0.00264993,0.00781392,0.0121249,0.00231938,0.00859557,0,0,0.00811174,0,0.0132298,0.00739361,0.0700095,0.0287857,0.0279597,0.00957557,0.00863579,0.00584646,0.00886508,0.0511815,0.0153445,0.0240611,0.0203607,0.00474898,0.00749132,0.0059026,0.004657,0.010022,0,0,0,0,0,0.0154992,0.0427104,0.0213258,0.00439222,0.0267741,0.0127986,0,0.015458,0,0
104,0,0,0,0,0.0120029,0.00652715,0,0,0.0437512,0.0112768,0.018045,0.00415368,0,0,0.0143919,0,0.0191999,0.00551697,0.0541133,0.00960522,0.029637,0.0163537,0.00252165,0.0182043,0.00698187,0.0145468,0.00636684,0.0143957,0.00429603,0.0185873,0.0494262,0.0160384,0.00786242,0.00280052,0.009917,0.0119514,0.00261748,0.00787253,0,0,0.00989231,0,0.0132733,0.00819144,0.0706509,0.0251078,0.0284813,0.00898483,0.00853354,0.00649431,0.00707069,0.0514885,0.0125615,0.0211284,0.0194875,0.00649022,0.00758572,0.00604164,0.00424335,0.00897455,0,0,0,0,0,0.0188403,0.0431727,0.0205985,0.00329206,0.0256057,0.010106,0,0.0161035,0,0
105,0,0,0,0,0.0131815,0.00642418,0,0,0.0403781,0.0110552,0.0152,0.00367426,0,0,0.0144094,0,0.0192552,0.00566089,0.0544828,0.00631947,0.0295693,0.0188078,0.00207789,0.0185624,0.0093433,0.0197571,0.00799508,0.0164686,0.0048549,0.0173669,0.0460152,0.0159976,0.0079523,0.00264987,0.0093184,0.0116251,0.00327873,0.00902655,0,0,0.0110683,0,0.0133986,0.00884201,0.071306,0.0217985,0.0290284,0.0085147,0.00813444,0.00778501,0.00555691,0.0515476,0.00986001,0.0186586,0.0192461,0.00788305,0.00741788,0.00638692,0.00395618,0.00894034,0,0,0,0,0,0.0216533,0.0441099,0.0194787,0.00249285,0.0243438,0.00766132,0,0.016985,0,0
106,0,0,0,0,0.0131488,0.00603754,0,0,0.0371357,0.0107417,0.0130194,0.00328939,0,0,0.014535,0,0.019333,0.00609672,0.0549486,0.0052339,0.0295527,0.0211442,0.00165185,0.0185182,0.0102941,0.0226549,0.00875242,0.017424,0.00459638,0.0174694,0.0421451,0.0160413,0.00807746,0.00242853,0.0113296,0.0114997,0.00416615,0.00888037,0,0,0.0119217,0,0.0134689,0.00929704,0.0720117,0.0178498,0.0296896,0.00755065,0.00754908,0.0081581,0.00452981,0.0513823,0.007914,0.0176594,0.0198551,0.00879956,0.0074546,0.00646319,0.00359913,0.00752517,0,0,0,0,0,0.0222733,0.0446608,0.017999,0,0.0228356,0.00544017,0,0.0183801,0,0
107,0,0,0,0,0.0128933,0.00546654,0,0,0.0329344,0.0104483,0.0113888,0.00328915,0,0,0.0145502,0,0.0194022,0.00633198,0.0549067,0.0052121,0.0295451,0.0206029,0.00150233,0.0183785,0.00901059,0.0215157,0.00844056,0.0164607,0.00392748,0.0179182,0.0367125,0.015767,0.00818903,0.00222245,0.0134671,0.0113444,0.00527137,0.00852898,0,0,0.0125396,0,0.0135345,0.00976593,0.0724877,0.0176986,0.0305061,0.00833401,0.00692786,0.00841396,0.00515339,0.0513053,0.00977098,0.0199384,0.0198319,0.00941216,0.00763871,0.00658563,0.0032074,0.00621435,0,0,0,0,0,0.0192773,0.0439681,0.018474,0.00396427,0.0229087,0.00633361,0,0.0195755,0,0
108,0,0,0,0,0.0121804,0.00479925,0,0,0.0292299,0.0103021,0.0101099,0.00362558,0,0,0.0143916,0,0.0194209,0.00639731,0.0547298,0.00623197,0.0293962,0.0200509,0.00184665,0.0180577,0.00886997,0.020412,0.00794605,0.0151815,0.00302429,0.018777,0.0320558,0.0153083,0.00825636,0.00203256,0.0151353,0.0112425,0.00621316,0.00796539,0,0,0.0126273,0,0.0136121,0.0100445,0.0726829,0.0174259,0.0311217,0.00876991,0.00644063,0.0084956,0.00519264,0.051475,0.0111556,0.0221077,0.0207329,0.00950676,0.00789383,0.00668613,0.0029961,0.0052976,0,0,0,0,0,0.0152767,0.042561,0.017519,0,0.0221819,0.00737517,0,0.0212472,0,0
109,0,0,0,0,0.010895,0.00424256,0,0,0.0253622,0.0103901,0.008607,0.00420381,0,0,0.0140251,0,0.0194139,0.00615547,0.054616,0.0071147,0.0289076,0.0192108,0.00253119,0.0174439,0.00975424,0.0192614,0.00733561,0.013729,0.00229657,0.0195407,0.0277729,0.0149189,0.00825047,0.00184083,0.0159088,0.0112408,0.00724339,0.00708086,0,0,0.0122136,0,0.0136912,0.0100679,0.0726744,0.0189072,0.0316934,0.0101001,0.00608824,0.0084016,0.00640603,0.0519786,0.0130038,0.0244824,0.0207515,0.00911314,0.00809621,0.006738,0.00324669,0.00436413,0,0,0,0,0,0.0118768,0.0411356,0.0167516,0,0.0221408,0.00948135,0,0.0227983,0,0
110,0,0,0,0,0.00925579,0.00397049,0,0,0.0223348,0.0107265,0.00712883,0.00489115,0,0,0.0137617,0,0.0193669,0.005694,0.0546439,0.00773112,0.0283104,0.0182243,0.00328754,0.0166193,0.00972106,0.0175356,0.00680057,0.0124883,0.0019477,0.0198022,0.0243133,0.0144643,0.00814637,0.00163936,0.0167021,0.0112973,0.00812182,0.0059564,0,0,0.0112784,0,0.0137032,0.0097018,0.0725774,0.0215416,0.032071,0.0111408,0.00581902,0.00810814,0.00787695,0.0526924,0.0141668,0.0262381,0.0199714,0.00835809,0.00812986,0.00666589,0.00376153,0.0035223,0,0,0,0,0,0.00994832,0.0402354,0.015495,0,0.0222438,0.011641,0,0.0243106,0,0
