Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTIB,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,x72,LTHII,LTHIP,RANK,RTHII,RTIBI,RTHIP,IMU_B,RTIBA,x73,
All Timesteps RMSE,0,0,0,0,0.0104159,0.00922689,0,0,0.0496881,0.012919,0.0215595,0.00518765,0,0,0.00781271,0,0.0178786,0.00314346,0.0480914,0.0212108,0.0320279,0.0173646,0.00427041,0.0116306,0.0133676,0.017176,0.0120667,0.0163292,0.00981971,0.0213556,0.0592879,0.00829759,0.0070313,0.00270365,0.0287207,0.0129052,0.00674181,0.0102222,0,0,0.0075114,0,0.0128806,0.00596994,0.0706974,0.0335082,0.0253126,0.0124267,0.00491886,0.00630698,0.0127813,0.0491994,0.0370271,0.0264033,0.0317197,0.00689593,0.00533014,0.00470252,0.00861913,0.00921429,0,0,0,0,0,0.0184698,0.049677,0.0237386,0.0126452,0.0239676,0.0482425,0,0.0243374,0,0
0,0,0,0,0,0.00382748,0.00687652,0,0,0.00997004,0.0155568,0.0111372,0.0142397,0,0,0.00781386,0,0.0173928,0.00558048,0.041495,0.016434,0.028679,0.0174224,0.0152523,0.0101031,0.00864797,0.0119844,0.0108636,0.0105656,0.00236164,0.0141125,0.0186346,0.0118489,0.00602732,0.00477458,0.0687945,0.012719,0.0134269,0.00577814,0,0,0.00529991,0,0.0131174,0.00481929,0.0708586,0.0702371,0.035302,0.0277843,0.00568393,0.00573419,0.0235765,0.0642822,0.0349223,0.0428251,0.0666942,0.00312852,0.00901234,0.00424317,0.00932675,0.00544534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0.00220055,0.00436418,0,0,0.0097194,0.0157792,0.0107966,0.00472282,0,0,0.00469001,0,0.0172749,0.00394552,0.0531873,0.00734115,0.0252293,0.00970993,0.00661185,0.00987568,0.00640471,0.00797165,0.00802017,0.0100435,0.007204,0.0184294,0.00846201,0.00937445,0.00570844,0.00447304,0.0586401,0.0134464,0.0142396,0.0030388,0,0,0.00225285,0,0.0127702,0.0017006,0.0722547,0.0648338,0.0329474,0.0239182,0.00493094,0.00388318,0.0223945,0.0596613,0.03318,0.0422758,0.0559068,0.00209287,0.00829537,0.0025751,0.00382302,0.00201967,0,0,0,0,0,0.00515489,0.0429924,0.0443213,0.0213687,0,0,0,0,0,0
2,0,0,0,0,0.00160925,0.00582219,0,0,0.00389651,0.0157431,0.0150564,0.0163437,0,0,0.00329044,0,0.0168556,0.00319033,0.044513,0.0181761,0,0.0137881,0.0125705,0.00991319,0.00838899,0.00951637,0.010947,0.0119724,0.00611877,0.0160147,0.00910769,0.00686994,0.00540765,0.00425897,0.055444,0.0138825,0.00725986,0.00441659,0,0,0.0046691,0,0.0126496,0.0024372,0.0718981,0.0620168,0.0295147,0.0250103,0.00837268,0.00414565,0.0220892,0.0632347,0.0318207,0.0399813,0.0532093,0.00485627,0.00661012,0.00166853,0.00750054,0.00763818,0,0,0,0,0,0,0,0.0430132,0.0228889,0,0,0,0,0,0
3,0,0,0,0,0.00211555,0.00357286,0,0,0.0110633,0.0149867,0.0113593,0.00182999,0,0,0.00227127,0,0.0167545,0.00232811,0.0537727,0.00774734,0.0249837,0.00934189,0.00507117,0.00831226,0.00512561,0.00683628,0.0094181,0.0124655,0.00664097,0.0170192,0.0100864,0.00756867,0.00555686,0.0036147,0.0514204,0.0136088,0.012284,0.00286942,0,0,0.00264754,0,0.0127321,0.0018565,0.0722675,0.0620842,0.031375,0.0244745,0.00472008,0.00356495,0.0231128,0.0594381,0.0363357,0.0459293,0.0485057,0.00375571,0.0061176,0.00195109,0.00347952,0.00392129,0,0,0,0,0,0,0.0442795,0.0451629,0,0,0,0,0,0,0
4,0,0,0,0,0.00222081,0.00333188,0,0,0.0111596,0.0148271,0.0106966,0.00142967,0,0,0.00210494,0,0.0169129,0.00199812,0.0539987,0.00687172,0.0251486,0.00889387,0.00456214,0.00781717,0.00465592,0.00645966,0.00936044,0.0127274,0.00573443,0.0168508,0.0108163,0.00660282,0.00566963,0.00314961,0.0357217,0.0137681,0.011833,0.00328544,0,0,0.00356275,0,0.012689,0.00177393,0.072764,0.0513992,0.0309805,0.0236178,0.00502123,0.00283829,0.0218332,0.0583903,0,0.0431239,0.0338515,0.00536216,0.00592165,0.00180266,0.00354881,0.00453079,0,0,0,0,0,0,0.0446992,0.0377854,0.0207814,0,0,0,0,0,0
5,0,0,0,0,0.00247758,0.00485451,0,0,0.00678684,0.0154724,0.0107972,0.0129208,0,0,0.00548375,0,0.0168151,0.00282883,0.0554506,0.00684727,0,0.00652351,0.00848016,0.00988919,0,0.00453453,0.00747317,0.00896839,0.00610415,0.0178429,0.00924269,0.00508152,0.00530721,0.00334408,0.0347737,0.0148523,0.00585622,0.00472826,0,0,0.0122782,0,0.0124689,0.00683993,0.0724762,0.0498902,0.0240239,0.0250766,0.00680308,0.00744356,0.0216331,0.0607221,0,0.0445166,0.0322668,0.0107709,0.00541407,0.001217,0.0067914,0.00569029,0,0,0,0,0,0,0.0436044,0.0370838,0,0.0317208,0,0,0,0,0
6,0,0,0,0,0.00245862,0.00488476,0,0,0.00761713,0.0151911,0.00899601,0.0128597,0,0,0.00662306,0,0.0165473,0.0031006,0.055212,0.00469488,0,0.00644912,0.0086605,0.0101388,0.00594483,0.00497408,0.00676287,0.00887202,0.00509373,0.0179444,0.00997952,0.00533525,0.0052294,0.003182,0.0293469,0.0151152,0.00508599,0.00485764,0,0,0.0136836,0,0.0124854,0.00791171,0.0728667,0.0468466,0.0233092,0.0227571,0.00671416,0.00775453,0.0197023,0.0595871,0,0.0445893,0.0263396,0.0118034,0.00517069,0.00162845,0.00723275,0.00539311,0,0,0,0,0,0,0.0433351,0.0349015,0.0205914,0.0306291,0,0,0,0,0
7,0,0,0,0,0.00270067,0.00505799,0,0,0.00848006,0.0150477,0.00758806,0.0130519,0,0,0.00772837,0,0.0162367,0.00358979,0.0549059,0.00346537,0,0.00655879,0.00888057,0.0105731,0.00658549,0.00592441,0.00649331,0.00891358,0.00447864,0.0179314,0.0103567,0.00580073,0.00510569,0.0032042,0.024007,0.0153373,0.00443314,0.00513718,0,0,0.0154686,0,0.0124128,0.00910051,0.07292,0.0440113,0.0222464,0.0218959,0.00660268,0.0082177,0.0183882,0.0591882,0,0.0445462,0.0210195,0.0130797,0.00522878,0.00210867,0.00752762,0.00544898,0,0,0,0,0,0,0.0430033,0.0326833,0.0196759,0.0296239,0.0328119,0,0,0,0
8,0,0,0,0,0.00293664,0.00518896,0,0,0.00900895,0.0150225,0.00652624,0.0131917,0,0,0.00821183,0,0.0160454,0.00386077,0.0546124,0.00316943,0,0.00617264,0.00914864,0.010833,0.00701037,0.00628525,0.00628586,0.00884469,0.00379503,0.0178785,0.0107973,0.0061832,0.00502849,0.0032776,0.0235991,0.015441,0.00444261,0.00544875,0,0,0.0165704,0,0.0123454,0.00989821,0.0733066,0.0447556,0.0215841,0.0207261,0.006084,0.00830569,0.0168056,0.0583716,0.0378965,0.0461824,0.0187268,0.0139552,0.00528567,0.00246612,0.00738988,0.00587027,0,0,0,0,0,0,0.042696,0.0330974,0.0182353,0.0307294,0.0308631,0,0,0,0
9,0,0,0,0,0.00240991,0.00307799,0,0,0.0154582,0.0142256,0.00581017,0.00115793,0,0,0.00424207,0,0.0163329,0.0021131,0.0525762,0.0061406,0.0277611,0.00744551,0.00285737,0.0081446,0.00647308,0.00813292,0.00849724,0.0124418,0.00167793,0.0167878,0.0163613,0.00485705,0.00556624,0.00274823,0.0173076,0.0146884,0.00829795,0.00501807,0,0,0.00802273,0,0.0125251,0.00530456,0.0732571,0.0430935,0.027234,0.0192791,0.00397241,0.00261603,0.0149872,0.0557462,0.0390567,0.0470795,0.0119037,0.00852365,0.00586321,0.00150679,0.00264165,0.00655497,0,0,0,0,0,0,0.0441994,0.0314461,0.0161607,0.0302976,0.0286546,0,0,0,0
10,0,0,0,0,0.00422752,0.00580121,0,0,0.0108402,0.0154187,0.00521353,0.0141466,0,0,0.00705651,0,0.0159473,0.00425953,0.0542183,0.00405579,0,0.00503532,0.00940097,0.0112652,0.00831056,0.00652502,0.00645099,0.00939259,0.00247227,0.0176184,0.0120632,0.00626409,0.0048203,0.00368724,0.0115093,0.015811,0.00506889,0.00681578,0,0,0.0185662,0,0.0124017,0.0112265,0.073734,0.0375806,0.0201267,0.019011,0.00512117,0.00907417,0.0124396,0.0569242,0.0364551,0.0442732,0.00630971,0.015406,0.00604603,0.0031555,0.00776209,0.00725542,0,0,0,0,0,0,0.0419302,0.0270441,0.0161602,0.0277708,0.0255958,0,0,0,0
11,0,0,0,0,0.00713393,0.00648822,0,0,0.011638,0.0155604,0.00497561,0.0144076,0,0,0.00640068,0,0.0159473,0.00433586,0.0537331,0.00463731,0,0.00388396,0.00960194,0.0113386,0.00806383,0.00593598,0.00629814,0.0094669,0.00218319,0.0176659,0.0128711,0.00526332,0.00485092,0.003764,0.00633811,0.0159167,0.00534246,0.0096221,0,0,0.0203325,0,0.0125054,0.0120412,0.0742983,0.0335339,0.0195168,0.0161313,0.0046262,0.0100522,0.00937221,0.0554127,0.0341988,0.0428567,0.00410902,0.0158344,0.00522946,0.0032971,0.0081718,0.00964706,0,0,0,0,0,0,0.0416588,0.0227627,0.0136628,0.0248642,0.0215654,0,0,0,0
12,0,0,0,0,0.00737804,0.00671828,0,0,0.0127166,0.0159035,0.00479323,0.0147022,0,0,0.00665551,0,0.0159811,0.00460264,0.0532391,0.00487175,0,0.00289775,0.00971995,0.0113672,0.00780433,0.0055193,0.00608131,0.00948759,0.00176854,0.0177344,0.0138084,0.0050962,0.00472206,0.00398728,0.0118519,0.0159674,0.00605671,0.00962819,0,0,0.0211191,0,0.0124662,0.0124377,0.0747104,0.0276595,0.0186929,0.0131718,0.00391634,0.0102064,0.00710209,0.0540321,0.0316448,0.0403718,0.0136299,0.0165599,0.00493486,0.00339909,0.00838676,0.00957246,0,0,0,0,0,0,0.0413857,0.0176334,0.011435,0.0206249,0.0173242,0,0,0,0
13,0,0,0,0,0.00752429,0.00702029,0,0,0.0139531,0.0162261,0.00479836,0.0147429,0,0,0.00710085,0,0.0160099,0.00487544,0.0529526,0.00486703,0,0.00233276,0.00981136,0.0114861,0.0076266,0.00520291,0.00581039,0.00938851,0.00139939,0.0178432,0.0151413,0.00507287,0.00457991,0.00420766,0.0166828,0.0159854,0.00678138,0.00954772,0,0,0.0217593,0,0.0123734,0.0127578,0.0751603,0.0294224,0.0179782,0.0134959,0.00346642,0.0102089,0.00621268,0.0531479,0.0330141,0,0.0163161,0.0174865,0.00466713,0.00340961,0.00860757,0.00933771,0,0,0,0,0,0,0.0410723,0.0203692,0.0121635,0,0.0152906,0,0,0,0
14,0,0,0,0,0.00953854,0.00754004,0,0,0.0148365,0.0164324,0.00558158,0.0141555,0,0,0.00636119,0,0.0161447,0.00461838,0.0526748,0.00515885,0,0.00198686,0.010122,0.0121332,0.00743289,0.00434004,0.00578697,0.00907312,0,0.0177213,0.0159499,0.00479245,0.00461457,0.00451937,0.0209396,0.0161923,0.00744061,0.0112158,0,0,0.0214724,0,0.0125189,0.0132811,0.0754373,0.0302077,0.0174218,0.0142516,0.0030788,0.0117026,0.00566248,0.0520117,0,0,0.0202601,0.0168308,0.0063221,0.00416743,0.0088809,0.0106725,0,0,0,0,0,0,0.0407191,0.0218716,0.0132169,0,0.0133925,0,0,0,0
15,0,0,0,0,0.00819569,0.00628974,0,0,0.0136111,0.0163628,0.0061349,0.0156071,0,0,0.00491082,0,0.0162681,0.00412146,0.0515735,0.00667293,0,0.00330922,0.0114096,0.0114847,0.00632085,0.00231227,0.00560379,0.00821199,0.000354506,0.0183106,0.0146531,0.00353741,0.00470223,0.00439202,0.0387751,0.0161088,0.00966833,0.00869959,0,0,0.0205194,0,0.0125036,0.0127341,0.0733409,0.0130636,0.0182726,0.00832949,0.0031542,0.011604,0.00802049,0.0512202,0.0221846,0,0.0450759,0.0164676,0.00641414,0.00401627,0.00894875,0.00916967,0,0,0,0,0,0,0.0415039,0.00755727,0.00725823,0,0.0104078,0,0.0302422,0,0
16,0,0,0,0,0.00864071,0.00629035,0,0,0.0207034,0.0153386,0.00922665,0.00353129,0,0,0.00208798,0,0.016656,0.00274706,0.0490398,0.00888096,0.0313618,0.00467126,0.00420727,0.00887159,0.00362703,0.00238162,0.00839443,0.0118663,0.0032182,0.0183017,0.0214731,0.00115034,0.00548322,0.00384581,0.0440361,0.0150241,0.00280569,0.00816999,0,0,0.00958875,0,0.0126381,0.00650436,0.0720292,0.0153278,0.0237657,0.00743965,0.00367856,0.00424412,0.00633014,0.0486591,0.0216638,0,0.0517895,0.00940919,0.0053814,0.00206952,0.00509328,0.00944849,0,0,0,0,0,0,0.044449,0.0092645,0.00474709,0,0.00857128,0,0.0298335,0,0
17,0,0,0,0,0.00905692,0.00695872,0,0,0.0221663,0.0152426,0.0102121,0.00345547,0,0,0.00165025,0,0.0167494,0.00276789,0.0487158,0.00941622,0.031998,0.00576373,0.00426429,0.00941874,0.00326007,0.00204874,0.00872048,0.0124265,0.00380949,0.0185145,0.0231959,0.00114083,0.00565347,0.00401924,0.0475068,0.0150604,0.00266999,0.00827711,0,0,0.00931376,0,0.0126765,0.00642369,0.0715812,0.0144322,0.0231714,0.00653882,0.00404348,0.00437843,0.0063633,0.0483636,0.0198315,0,0.0549065,0.00933969,0.00555953,0.00208273,0.00546727,0.00963372,0,0,0,0,0,0,0.0445495,0.0116626,0.0037231,0,0.0070788,0,0.0296353,0,0
18,0,0,0,0,0.0108086,0.00793669,0,0,0.0174709,0.0161976,0.00869826,0.0181893,0,0,0.00591622,0,0.0164581,0.00482932,0.0506606,0.00827719,0,0.0068821,0.0136564,0.0139587,0.00534387,0.000775319,0.00617366,0.00914036,0.00194135,0.0187793,0.0181064,0.00518109,0.00507253,0.00490635,0.0479049,0.016235,0.0137077,0.0109768,0,0,0.0217061,0,0.0125966,0.0133842,0.0720921,0.0123139,0.0165988,0.00476247,0.00313546,0.0126657,0.00734883,0.0500951,0.0160148,0,0.0537851,0.0177227,0.00574355,0.00420182,0.0099153,0.0114413,0,0,0,0,0,0.0102436,0.04133,0.0153103,0.00377723,0,0.00588091,0,0.0289269,0,0
19,0,0,0,0,0.0113226,0.00787657,0,0,0.0238864,0.0149496,0.0119911,0.00412048,0,0,0.000892211,0,0.0168147,0.00268702,0.0480579,0.0106269,0.0329506,0.00832719,0.00438791,0.0118576,0.00212516,0.00196192,0.00937672,0.01235,0.00501439,0.0190946,0.0249862,0.00210115,0.00590957,0.00413144,0.0508299,0.0150049,0.00362342,0.0101513,0,0,0.00974112,0,0.0126717,0.00651068,0.0709893,0.0127462,0.0222916,0.00381649,0.00453213,0.00484169,0,0.0477212,0.0171973,0,0.0575078,0.00933739,0.00499136,0.0019191,0.00536505,0.0113778,0,0,0,0,0,0,0.0451178,0.0152557,0.000922693,0,0.00425131,0,0.0304232,0,0
20,0,0,0,0,0.0119748,0.00844462,0,0,0.0249838,0.0149653,0.0130433,0.00476843,0,0,0.000854109,0,0.0166035,0.00233579,0.0476069,0.0115862,0.0329041,0.00976261,0.00458701,0.0125393,0.00136742,0.00275457,0.00947026,0.0123198,0.00554518,0.0196719,0.0259186,0.0028206,0.00564096,0.00391764,0.050711,0.0150539,0.00465271,0.0105693,0,0,0.00999433,0,0.0126428,0.00662049,0.0707222,0.0114979,0.0217118,0.00211487,0.00489358,0.00493912,0.00496518,0.0473827,0.0158846,0,0.0569009,0.00960494,0.00490749,0.00197158,0.00597888,0.011729,0,0,0,0,0,0.0125643,0.0454401,0.0164321,0.000737077,0,0.00317996,0,0.030399,0,0
21,0,0,0,0,0.011231,0.00845002,0,0,0.0261198,0.0150333,0.0138774,0.00498433,0,0,0.00224973,0,0.0165225,0.00227717,0.047288,0.0119091,0.0336661,0.010946,0.00465385,0.0124682,0.00114814,0.00318064,0.00962716,0.0121618,0.00581616,0.0199002,0.0271865,0.00391635,0.00541689,0.00382818,0.0497089,0.0149552,0.00557261,0.00956987,0,0,0.0104704,0,0.012607,0.0062395,0.0705425,0.0103325,0.0213908,0.000750074,0.0054886,0.00442421,0.00565513,0.0470035,0.0147984,0,0.0552552,0.0106941,0.00370093,0.00142841,0.00645454,0.0108068,0,0,0,0,0,0.013506,0.0456424,0.0172857,0.00221605,0,0.00209122,0,0.0304375,0,0
22,0,0,0,0,0.0123341,0.00906986,0,0,0.0271941,0.0148451,0.0146095,0.00506891,0,0,0.00301153,0,0.0165903,0.00225923,0.0470195,0.0121372,0.0344776,0.0120893,0.00463261,0.0138426,0.00135805,0.00375755,0.00980552,0.012094,0.00607207,0.0201143,0.0286383,0.00480858,0.0055155,0.00375267,0.0476155,0.0149504,0.00630047,0.0105284,0,0,0.010074,0,0.0126348,0.00619244,0.0703887,0.00999952,0.021338,0.0031253,0.00596117,0.00440359,0.00659331,0.0465935,0.0145199,0,0.0523676,0.00999693,0.00435582,0.00157167,0.00677068,0.0116555,0,0,0,0,0,0.0143996,0.0458268,0.0176325,0.00395774,0,0.00206715,0,0.0301677,0,0
23,0,0,0,0,0.013316,0.0096994,0,0,0.0279832,0.014643,0.0150712,0.00483251,0,0,0.00376373,0,0.0166637,0.00229343,0.0469311,0.011932,0.0353912,0.0130534,0.00449481,0.0150689,0.00216283,0.00425316,0.0101232,0.0120417,0.00615143,0.0200911,0.0298229,0.00560638,0.0056141,0.00372182,0.0446896,0.0149022,0.00674944,0.0113612,0,0,0.00968568,0,0.0126413,0.00609006,0.0702423,0.0101779,0.0214277,0.00598191,0.00636164,0.00433259,0.00775841,0.0461846,0.0137126,0,0.048781,0.00934406,0.00454269,0.00163296,0.00725402,0.0124238,0,0,0,0,0,0,0.0459569,0.0175071,0.00604865,0,0.00334713,0,0.0296012,0,0
24,0,0,0,0,0.0142667,0.0102408,0,0,0.0293201,0.0145769,0.0158346,0.0048837,0,0,0.00442482,0,0.0167662,0.00233781,0.046755,0.0123991,0.0358165,0.0141467,0.00434738,0.0160318,0.00257812,0.00525441,0.0101581,0.0118925,0.00645803,0.0204401,0.0313632,0.00630571,0.00566506,0.003816,0.0408487,0.0148975,0.00692915,0.0121631,0,0,0.00936078,0,0.0126582,0.00599914,0.0701945,0.0104669,0.0214479,0.00910996,0.00657521,0.00427472,0.00928883,0.0457598,0.0132601,0,0.0442601,0.00899864,0.00461793,0.00167576,0.0076542,0.0131977,0,0,0,0,0,0.0160851,0.0461556,0.0167686,0.00837349,0,0.00499964,0,0.0287815,0,0
25,0,0,0,0,0.0151633,0.0106967,0,0,0.0304407,0.0145528,0.0161945,0.00498713,0,0,0.00511867,0,0.016839,0.00244036,0.046661,0.0124755,0.0359472,0.0150298,0.00425567,0.0169823,0.00307054,0.00584856,0.0102128,0.0117065,0.00656798,0.0205063,0.0322206,0.00701961,0.00569006,0.003926,0.0364715,0.0148976,0.00700008,0.0129594,0,0,0.00902846,0,0.0126821,0.00589087,0.0702228,0.0096489,0.0213706,0.0116808,0.00664791,0.00417865,0.0105396,0.0453134,0.0131887,0,0.0392765,0.00893904,0.00477879,0.00171853,0.00798797,0.0140551,0,0,0,0,0,0.0167382,0.0462578,0.0150537,0.0101078,0,0.0064082,0,0.0276776,0,0
26,0,0,0,0,0.0158778,0.0111013,0,0,0.0314398,0.0145135,0.0165578,0.00488621,0,0,0.00576175,0,0.0168568,0.00263065,0.04658,0.0124574,0.0359829,0.0156761,0.00422602,0.0177768,0.00359506,0.00620808,0.0101643,0.0116819,0.00654493,0.0205042,0.0329057,0.00766733,0.00568276,0.00400617,0.0321915,0.0148932,0.00694247,0.0136749,0,0,0.00864624,0,0.0126951,0.00579052,0.0702988,0.0076089,0.0212702,0.0130221,0.00659972,0.00400814,0.0113606,0.0448305,0.0131452,0,0.0341893,0.008958,0.00474132,0.00178717,0.00828118,0.0149849,0,0,0,0,0,0.0171539,0.0462827,0.0123082,0.0111358,0,0.0071829,0,0.0263406,0,0
27,0,0,0,0,0.0163158,0.0114671,0,0,0.0323284,0.0144676,0.0169393,0.00470705,0,0,0.00632725,0,0.0168466,0.00278169,0.0465333,0.0123283,0.0359504,0.0162455,0.00421489,0.018316,0.00398451,0.00640901,0.00997795,0.0116249,0.0064086,0.020471,0.0334957,0.00816684,0.00566238,0.00405464,0.0275796,0.0148403,0.00698704,0.0142454,0,0,0.00824471,0,0.0126863,0.00577732,0.0703737,0.00592499,0.0212035,0.0137113,0.00643548,0.0038776,0.0116916,0.0442405,0.0128711,0,0.0290989,0.00895404,0.00446036,0.00184649,0.00854134,0.0158173,0,0,0,0,0,0.0175462,0.0461112,0.00865933,0.0114061,0,0.00731485,0,0.0249888,0,0
28,0,0,0,0,0.0167623,0.0119336,0,0,0.03318,0.014414,0.0172968,0.00416547,0,0,0.00686089,0,0.0167893,0.00295443,0.0465569,0.0121803,0.0356275,0.0168103,0.00420636,0.0189875,0.0044457,0.00670122,0.00968297,0.0113193,0.006197,0.0204074,0.0340523,0.00863049,0.00563342,0.00402194,0.0224377,0.0147672,0.00628332,0.0148011,0,0,0.00776596,0,0.0126729,0.00575523,0.0703528,0.00764213,0.0212482,0.0137108,0.0062071,0.00364775,0.0116113,0.0437102,0.0123039,0,0.023653,0.00878818,0.00435054,0.00190877,0.00894469,0.0165234,0,0,0,0,0,0.0184229,0.0458931,0.00451658,0.0109412,0.0105423,0.00676149,0,0.02419,0,0
29,0,0,0,0,0.0165483,0.0124046,0,0,0.034162,0.0145284,0.0175983,0.003522,0,0,0.00736681,0,0.0167463,0.00317476,0.0466454,0.0120607,0.0350474,0.0173424,0.00419204,0.0193309,0.0050177,0.00706653,0.00929513,0.0107765,0.00597995,0.020285,0.0346801,0.00905712,0.00556062,0.00396732,0.0179758,0.014624,0.00494457,0.0145803,0,0,0.00757152,0,0.0126292,0.00519059,0.0704701,0.013708,0.0213931,0.013699,0.00591039,0.00410817,0.0114646,0.0431704,0.0122002,0,0.018939,0.00969396,0.0033096,0.00144336,0.00954999,0.0163206,0,0,0,0,0,0.0199793,0.0455976,0.00462096,0.0106638,0.0112103,0.00561766,0,0.024021,0,0
30,0,0,0,0,0.0175229,0.0128914,0,0,0.0351959,0.0144888,0.0179023,0.00312016,0,0,0.00753307,0,0.016739,0.00308254,0.0466975,0.0122022,0.0345401,0.0177311,0.00413796,0.0201712,0.00546823,0.00746137,0.0088493,0.0103986,0.00578725,0.0201978,0.0355111,0.00943039,0.00556021,0.00395419,0.0147528,0.0145912,0.00349712,0.0156056,0,0,0.0072204,0,0.0126486,0.0054363,0.0704428,0.0182364,0.0215719,0.0127084,0.00540254,0.00380692,0.0119968,0.0427267,0.0119398,0,0.0155665,0.00910722,0.003728,0.0017056,0.0101631,0.0172102,0,0,0,0,0,0.0207062,0.0452221,0.00793348,0.00966995,0.0127564,0.00496653,0,0.0239152,0,0
31,0,0,0,0,0.0183865,0.0134912,0,0,0.0361824,0.0145631,0.018223,0.00208233,0,0,0.00802923,0,0.0167346,0.00320528,0.0467068,0.0123172,0.034026,0.0178033,0.00408532,0.0210698,0.00594088,0.00759624,0.00849455,0.0101748,0.005658,0.020075,0.0365848,0.00995917,0.00555921,0.00380045,0.010422,0.0145956,0.00224182,0.0165199,0,0,0.00738151,0,0.0126455,0.00563925,0.0699119,0.0209449,0.0218028,0.0107335,0.00488609,0.00401429,0.0135845,0.042854,0.0123186,0,0.0160176,0.0092125,0.0039496,0.00186507,0.0111795,0.0178619,0,0,0,0,0,0.0207414,0.04483,0.01279,0.00865441,0.0154822,0.00734429,0,0.0242916,0,0
32,0,0,0,0,0.0174877,0.0135816,0,0,0.0379745,0.0148703,0.0187833,0.00163695,0,0,0.00711877,0,0.016831,0.00333429,0.0463673,0.0126998,0.0338626,0.0177105,0.00408971,0.0205769,0.00580499,0.00761932,0.00825734,0.0102859,0.00603314,0.0201733,0.0378949,0.00937239,0.00533612,0.00416002,0.0188824,0.0144435,0.00197866,0.0156375,0,0,0.00770008,0,0.0125684,0.00495999,0.0690283,0.0261668,0.0217218,0.00989306,0.00446034,0.00635343,0.0164377,0.0437302,0.0127466,0.00921609,0.0248041,0.0108906,0.00294216,0.00143639,0.011486,0.0168386,0,0,0,0,0,0.0204069,0.0446067,0.0219874,0.0107611,0.0188688,0.0130863,0,0.025254,0,0
33,0,0,0,0,0.0175848,0.0138421,0,0,0.0396271,0.0149229,0.0190068,0.00159245,0,0,0.00757763,0,0.0167751,0.00346674,0.0463969,0.01315,0.033006,0.0172584,0.00367818,0.0207417,0.00586303,0.00758523,0.00791118,0.0106077,0.00605908,0.0199966,0.039494,0.00983786,0.00529749,0.00404877,0.0337923,0.0144144,0.00347566,0.0157754,0,0,0.00797298,0,0.0125123,0.00493277,0.0684218,0.0388349,0.0220445,0.011201,0.00388687,0.00767489,0.0187603,0.0445148,0.0161836,0,0.0391427,0.0115342,0.00301233,0.00149963,0.0115631,0.0166322,0,0,0,0,0,0.0199769,0.0441383,0.0348691,0.0133791,0.0242174,0.0167978,0,0.0290043,0,0
34,0,0,0,0,0.0173625,0.0140197,0,0,0.0409777,0.0146728,0.0189169,0.00273996,0,0,0.00784921,0,0.0167014,0.00367997,0.0460645,0.0136949,0.0328251,0.0164016,0.00357335,0.0205567,0.00536467,0.00747945,0.00784497,0.0112171,0.00628692,0.0198842,0.0405738,0.0100096,0.00543537,0.0037876,0.0440416,0.0143345,0.0039528,0.0154339,0,0,0.00781198,0,0.0124691,0.00476288,0.067618,0.0475952,0.0221343,0.0141853,0.00381442,0.008648,0.0217215,0.0460194,0.0172213,0.00738436,0.0488314,0.0117813,0.00284352,0.0016022,0.0118682,0.016074,0,0,0,0,0,0.0191151,0.0438895,0.0422903,0.0175646,0.0269266,0.0215444,0,0.0309386,0,0
35,0,0,0,0,0.0171916,0.0144649,0,0,0.0422795,0.0146045,0.0186847,0.00258211,0,0,0.00808059,0,0.0166477,0.00419783,0.0458563,0.0142061,0.0325976,0.0154632,0.00331313,0.0204437,0.00477158,0.00755749,0.00780707,0.0119255,0.00649189,0.0196809,0.0416146,0.0100637,0.00546973,0.00360419,0.0520981,0.0142418,0.00440257,0.0152543,0,0,0.00763059,0,0.0124052,0.00465852,0.067111,0.0550575,0.0222962,0.016164,0.00358386,0.00989711,0.0237799,0.0473349,0.0182557,0.00972082,0.0567531,0.0121241,0.00279671,0.00173058,0.0123816,0.0157415,0,0,0,0,0,0.0179888,0.0436544,0.0481122,0.0213467,0.0289878,0.0257507,0,0.0331502,0,0
36,0,0,0,0,0.0169662,0.0150775,0,0,0.0430899,0.01455,0.018305,0.00146286,0,0,0.0082134,0,0.0166286,0.00426,0.0456553,0.0146095,0.0326823,0.0145205,0.00313554,0.0202021,0.00419966,0.00766133,0.00791208,0.0125562,0.0066086,0.0193926,0.0422076,0.00993708,0.00552615,0.00330529,0.0567037,0.0141796,0.00466715,0.0150507,0,0,0.00722877,0,0.0123574,0.00458108,0.0666534,0.0593453,0.0225975,0.0167941,0.00340001,0.0113496,0.0247279,0.0484831,0.0193298,0.00953078,0.0612209,0.0123928,0.00269533,0.00199213,0.0130514,0.0154084,0,0,0,0,0,0.0163435,0.0434722,0.0512536,0.023477,0.0302274,0.0278313,0,0.0348419,0,0
