Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,x72,RTIBI,IMU_M,IMU_B
All Timesteps RMSE,0,0,0,0,0.0494143,0.0622018,0,0.0531866,0.0115238,0.028401,0.020351,0,0,0.00995653,0,0.0179819,0.00443928,0.0491368,0.0390213,0.0230647,0.0221063,0.0316246,0.0498299,0.017512,0.0267353,0.0169956,0.0498448,0.0158268,0.0248949,0.0106499,0.0133963,0.0698345,0.0171973,0.00760257,0.00290313,0.0274185,0.010034,0.0174453,0.0133437,0.0286737,0,0,0.0496137,0,0.0148264,0.0366277,0.0597444,0.0245029,0.0220763,0.01322,0.0355839,0.0494318,0.00936039,0.057972,0.0146573,0.0128287,0.0131626,0.0160508,0.0180922,0.0333789,0.0234878,0.018698,0.0162802,0.0571652,0.0192926,0,0,0,0,0,0.0251526,0,0
0,0,0,0,0,0.0503467,0.0620032,0,0.0413299,0.0122397,0.039177,0.0210382,0,0,0.0104852,0,0.0173282,0.00476766,0.0492967,0.0537407,0.0233602,0.0305949,0.0338035,0.0504163,0.0356922,0.0377111,0.0304937,0.0572689,0.0162145,0.0174047,0.0127824,0.0104481,0.0505288,0.021602,0.00767468,0.00153889,0.0139481,0.0121283,0.0207113,0.00933711,0.0350413,0,0,0.0346898,0,0.0127593,0.0269011,0.0592375,0.0391483,0.020205,0.0151741,0.0351357,0.0486847,0.00804948,0.0551335,0.0108624,0.0160974,0.0222646,0.0114133,0.0286522,0.0208388,0.0161395,0.0145733,0.0125681,0.0569107,0.0226254,0,0,0,0,0,0,0,0
1,0,0,0,0,0.0503264,0.0621045,0,0.038813,0.0122284,0.0375129,0.021337,0,0,0.0100306,0,0.0174012,0.00473875,0.0495074,0.0527637,0.0232028,0.0301972,0.0340966,0.0507723,0.0349791,0.0372052,0.0276843,0.0558637,0.0174395,0.018731,0.0126754,0.00964458,0.0488829,0.0217341,0.00752803,0.00146216,0.0127367,0.0118385,0.0207723,0.00894045,0.0347803,0,0,0.0352893,0,0.0128814,0.0272474,0.058774,0.0381509,0.0208359,0.0146197,0.0353059,0.0488745,0.00737048,0.0551087,0.0103426,0.0149925,0.0216041,0.0115125,0.0275611,0.0190097,0.0163729,0.0145412,0.0128174,0.0572404,0.0223126,0,0,0,0,0,0,0,0
2,0,0,0,0,0.0502876,0.0621775,0,0.0311866,0.012277,0.0315244,0.0211103,0,0,0.00940273,0,0.017374,0.00461093,0.0498701,0.0459157,0.0229862,0.0290953,0.0343345,0.0507103,0.0330607,0.0358794,0.0253488,0.0544077,0.0160708,0.016727,0.00905243,0.0112592,0.0399915,0.0213158,0.00739097,0.00147548,0.0114301,0.0116003,0.0211855,0.00879247,0.0343708,0,0,0.0359187,0,0.0130407,0.0276149,0.0587118,0.0376812,0.0212654,0.0139616,0.0351739,0.049191,0.00675725,0.0552056,0.00983496,0.0139086,0.021279,0.0112496,0.0269153,0.0181137,0.0165764,0.014521,0.0130073,0.0573349,0.0219885,0,0,0,0,0,0,0,0
3,0,0,0,0,0.050092,0.0620882,0,0.0280054,0.0124147,0.0288275,0.0210537,0,0,0.00854238,0,0.0173104,0.00430744,0.0504382,0.0418593,0.0226748,0.0271109,0.0345003,0.0503655,0.0309364,0.0338087,0.022897,0.0529889,0.0155337,0.0159955,0.00786059,0.0117968,0.0365523,0.0207865,0.00726482,0.00142649,0.0100103,0.0115037,0.02211,0.00887348,0.0337836,0,0,0.0367883,0,0.0131918,0.0281683,0.0586964,0.0377519,0.0217316,0.0134158,0.0348762,0.0494681,0.00615266,0.0554258,0.0095656,0.0128966,0.0211332,0.0107782,0.026514,0.017231,0.0167053,0.0148439,0.013189,0.0572175,0.0216505,0,0,0,0,0,0,0,0
4,0,0,0,0,0.0497347,0.062061,0,0.0271664,0.0126104,0.0271899,0.0210784,0,0,0.00785219,0,0.0172559,0.00405624,0.0509972,0.0406775,0.0222422,0.0248592,0.0345969,0.0497781,0.0287182,0.0315474,0.0203113,0.0514992,0.0151145,0.0155331,0.00723734,0.0117993,0.0363164,0.0200976,0.00710867,0.00148201,0.00851891,0.0112848,0.0222081,0.00927472,0.0330882,0,0,0.0376684,0,0.0133684,0.0287509,0.0587525,0.0366023,0.0221149,0.0125406,0.0344038,0.0498215,0.00528909,0.0555208,0.00891701,0.0113374,0.0204459,0.0105688,0.0253723,0.0167121,0.016883,0.0155236,0.0133784,0.057068,0.0212972,0,0,0,0,0,0.0307366,0,0
5,0,0,0,0,0.0491636,0.0620652,0,0.0275621,0.0127423,0.0261405,0.0210381,0,0,0.00734121,0,0.0172433,0.00388611,0.0512732,0.0407046,0.021727,0.023115,0.034584,0.0492361,0.0261691,0.0292951,0.0183342,0.0500312,0.0142358,0.0146541,0.00638726,0.0122819,0.0378787,0.0193582,0.00700012,0.00167149,0.0068342,0.0111641,0.02293,0.00962398,0.0321602,0,0,0.038886,0,0.0135368,0.0296132,0.0586805,0.0360972,0.0225193,0.0119603,0.0339899,0.0500822,0.00430603,0.05581,0.00817442,0.00981213,0.0200684,0.0100866,0.0245457,0.0158348,0.0172036,0.016387,0.0137037,0.0569892,0.0208252,0,0,0,0,0,0.030872,0,0
6,0,0,0,0,0.0484922,0.0619204,0,0.0278698,0.0127804,0.0257394,0.0208106,0,0,0.00697079,0,0.0172531,0.00374099,0.0510638,0.0402894,0.0211785,0.0226558,0.0344516,0.0487406,0.0236248,0.0284225,0.0179033,0.0485567,0.0128808,0.0138013,0.0058007,0.0129203,0.0400782,0.0187217,0.00696527,0.00188535,0.00588202,0.0110133,0.0235418,0.00992864,0.0310139,0,0,0.0403742,0,0.0137337,0.0305666,0.0587582,0.0351905,0.0228735,0.011521,0.0337148,0.0502412,0.00320743,0.0561914,0.00753206,0.00812553,0.0193729,0.00975325,0.0234413,0.0148023,0.0177444,0.0170953,0.0140989,0.0569702,0.0202511,0,0,0,0,0,0.0307347,0,0
7,0,0,0,0,0.0479183,0.0617032,0,0.0263308,0.0126531,0.0243397,0.0203209,0,0,0.00665281,0,0.0172602,0.00350923,0.05072,0.0373357,0.0206851,0.0235795,0.0342372,0.0483089,0.021624,0.0280345,0.0185493,0.0471814,0.0117576,0.013945,0.00607244,0.0127585,0.0400946,0.0182321,0.00698869,0.00203547,0.00597986,0.0108044,0.0237543,0.0100987,0.0296499,0,0,0.0422963,0,0.0139323,0.0316884,0.0589309,0.0336109,0.0230656,0.0112725,0.0336551,0.0503296,0.00223917,0.0566972,0.00776116,0.00636716,0.0180368,0.00983335,0.0218661,0.0139059,0.0186709,0.0175251,0.0145711,0.0570161,0.019512,0,0,0,0,0,0.0301593,0,0
8,0,0,0,0,0.0476154,0.0612809,0,0.0236129,0.0127054,0.0210654,0.0204957,0,0,0.00613923,0,0.0171927,0.00327518,0.0506106,0.0334106,0.0199161,0.0250645,0.034419,0.0473927,0.0199214,0.027602,0.019122,0.0457795,0.0120355,0.0157811,0.00692839,0.0115149,0.0389818,0.0178926,0.00692023,0.00211077,0.00558838,0.0106614,0.0198391,0.012085,0.028397,0,0,0.0440982,0,0.0140648,0.0325384,0.0601703,0.0268974,0.0225373,0.00927723,0.0333077,0.0506761,0.00166961,0.0561085,0.00756402,0.00298153,0.013535,0,0.0176345,0.0139782,0.0197167,0.0176236,0.0149094,0.0565927,0.0185407,0,0,0,0,0,0.0263826,0,0
9,0,0,0,0,0.0475395,0.061584,0,0.0207568,0.0123955,0.0178219,0.0190205,0,0,0.00575186,0,0.0173492,0.00281835,0.0501683,0.0303322,0.020194,0.0255707,0.0341558,0.0476578,0.0195232,0.0271145,0.0193573,0.0461462,0.0135918,0.0174494,0.00776001,0.0100335,0.0367167,0.0168856,0.00701186,0.00211612,0.00834087,0.0103328,0.0234138,0.0105977,0.0274158,0,0,0.0468953,0,0.0143014,0.0340728,0.0594365,0.0290814,0.0230387,0.010825,0.0340097,0.0506701,0.00244497,0.0579103,0.00940896,0.00456755,0.0139265,0.0106293,0.0181468,0.011773,0.0212043,0.0178966,0.0155471,0.0571505,0.0179857,0,0,0,0,0,0.0282259,0,0
10,0,0,0,0,0.0475898,0.0613016,0,0.0204152,0.0122935,0.0158762,0.0189664,0,0,0.00513126,0,0.0173498,0.00246249,0.050623,0.0298015,0.0202952,0.0250716,0.0340696,0.0474573,0.0200159,0.0271318,0.0187571,0.0471919,0.0146913,0.0182657,0.00818423,0.00918835,0.0372885,0.016359,0.00702504,0.00194976,0.00986678,0.0100892,0.0236532,0.0111853,0.0269358,0,0,0.0483304,0,0.0144021,0.0348159,0.0596629,0.026834,0.0229004,0.0109123,0.034111,0.0509268,0.00351465,0.0585469,0.0105504,0.00504572,0.0118328,0.0111808,0.0165274,0.0102661,0.0220384,0.0177581,0.0156824,0.0568989,0.0175812,0,0,0,0,0,0.0272831,0,0
11,0,0,0,0,0.0474604,0.0613125,0,0.0220796,0.0120303,0.0147413,0.0188339,0,0,0.00490524,0,0.0174456,0.00201348,0.050669,0.0303971,0.0206753,0.0244056,0.0344377,0.0473694,0.0206147,0.0273741,0.0178553,0.0488827,0.0151269,0.0185287,0.00791386,0.00936299,0.0402071,0.0162034,0.00712628,0.00170326,0.0110012,0.00980773,0.0243306,0.0121693,0.0265226,0,0,0.0501615,0,0.0146615,0.0359398,0.0597216,0.0250321,0.0222254,0.0112568,0.0348073,0.0513729,0.00459515,0.059238,0.0117431,0.00604178,0.0100556,0.0121594,0.0156274,0.0078502,0.0230239,0.0178087,0.0160511,0.0570067,0.0171111,0,0,0,0,0,0.0263901,0,0
12,0,0,0,0,0.0474582,0.0610833,0,0.0227669,0.0119885,0.0147758,0.0195137,0,0,0.00478389,0,0.0174243,0.0019156,0.0511502,0.0314823,0.0207961,0.0232014,0.0344563,0.0471039,0.0197854,0.0266443,0.0168892,0.049061,0.0145026,0.0180053,0.00788539,0.00956724,0.041793,0.0166481,0.00714851,0.00140901,0.0132621,0.0097605,0.0248856,0.0132405,0.0268495,0,0,0.0505037,0,0.0147687,0.0361992,0.0598405,0.0229512,0.0220589,0.0119733,0.0346763,0.0517165,0.00580048,0.0600262,0.0129893,0.00750903,0.00896426,0.0131179,0.0157982,0.00744562,0.0231564,0.0177094,0.0159931,0.0567585,0.0171273,0,0,0,0,0,0.0256721,0,0
13,0,0,0,0,0.047721,0.060408,0,0.0243125,0.0123676,0.0149418,0.0209644,0,0,0.00470137,0,0.0171743,0.00233544,0.0518105,0.0329225,0.0201557,0.0220371,0.03476,0.046263,0.0177598,0.0255787,0.0161116,0.0477673,0.013587,0.0173869,0.00786005,0.00995408,0.0440241,0.0172449,0.00697673,0.0012015,0.0163252,0.00982752,0.0215009,0.0166002,0.0273529,0,0,0.0495508,0,0.0146449,0.0355943,0.061007,0.0145567,0.0214876,0.0128682,0.0339029,0.0525059,0.00730434,0.0592333,0.0158789,0.00752408,0.00495822,0,0.0145728,0.013514,0.0224952,0.0173883,0.0156941,0.0555721,0.0173333,0,0,0,0,0,0.0211106,0,0
14,0,0,0,0,0.0478332,0.0601349,0,0.0252303,0.0125957,0.0145229,0.0212705,0,0,0.00499128,0,0.017087,0.00272476,0.0521308,0.0335804,0.0200087,0.0209718,0.035081,0.0460687,0.0162737,0.0246472,0.0156018,0.0464879,0.0130147,0.0168548,0.00780607,0.0102774,0.0448219,0.0176489,0.00688806,0.00121358,0.0182132,0.00980721,0.020362,0.0179372,0.0275148,0,0,0.0491759,0,0.0145947,0.0354517,0.0609044,0.0103595,0.021327,0.0138874,0.0338495,0.0531136,0.00823224,0.0599302,0.0175508,0.00931286,0.0035151,0,0.014569,0.0146985,0.02205,0.0173824,0.0156296,0.0550919,0.0172002,0,0,0,0,0,0.0192021,0,0
15,0,0,0,0,0.0476046,0.0604077,0,0.0256562,0.0126035,0.0137315,0.0209991,0,0,0.0051819,0,0.0171439,0.00270529,0.05208,0.0337113,0.0205895,0.0202487,0.0354681,0.0467606,0.0160054,0.0246378,0.0155229,0.0460827,0.0127382,0.0165926,0.00772245,0.0105556,0.0448011,0.0178083,0.00690212,0.00129512,0.0183712,0.00971475,0.0210472,0.0170796,0.0272353,0,0,0.0496036,0,0.0146619,0.0357549,0.059599,0.0116316,0.0215391,0.014222,0.0346213,0.0534488,0.0090995,0.0619671,0.0165796,0.012011,0.00662538,0.0156778,0.0166972,0.0124859,0.0220986,0.0175796,0.0158012,0.05531,0.0164254,0,0,0,0,0,0.0227768,0,0
16,0,0,0,0,0.0474441,0.0601006,0,0.0265714,0.0129912,0.0133981,0.0214563,0,0,0.00546845,0,0.0169774,0.00323301,0.0525597,0.0335523,0.0205071,0.0197763,0.0358027,0.0469124,0.0162253,0.0248075,0.0155835,0.045833,0.0123383,0.016438,0.00768121,0.0106843,0.0455022,0.0183044,0.00675961,0.00162588,0.0204283,0.00986055,0.0186332,0.0179768,0.0272482,0,0,0.0488624,0,0.0145254,0.0351136,0.0594407,0.00708221,0.0213236,0.0148032,0.0346751,0.0540584,0.0100494,0.0624057,0.0174791,0.0131751,0.00550314,0.0162894,0.0161979,0.0166414,0.0216355,0.0172127,0.01557,0.0550235,0.0159033,0,0,0,0,0,0.0217966,0,0
17,0,0,0,0,0.0475869,0.0594749,0,0.0277343,0.0137083,0.0134351,0.0221177,0,0,0.00643163,0,0.0166744,0.00417724,0.0533523,0.0329302,0.0197393,0.019376,0.0358934,0.0463547,0.0163066,0.0246184,0.0154668,0.0453453,0.0120739,0.016539,0.00775436,0.0106838,0.0465412,0.0193933,0.00651651,0.00217875,0.0228796,0.0102205,0.0159631,0.0205393,0.0277914,0,0,0.0469142,0,0.0141443,0.0335704,0.0605199,0.00826559,0.0206627,0.0169823,0.033857,0.0550776,0.0107478,0.0615564,0.0214129,0.014263,0.00646359,0,0.0148276,0.0219149,0.0205596,0.0164084,0.0149051,0.0542099,0.0160675,0,0,0,0,0,0.0132482,0,0
18,0,0,0,0,0.0472232,0.0598156,0,0.0282351,0.0137268,0.0130329,0.0217949,0,0,0.00656504,0,0.0168305,0.00407146,0.0532682,0.0323723,0.0202647,0.019345,0.0362249,0.0471564,0.0163259,0.0245391,0.0154331,0.0457874,0.0122845,0.016855,0.00759889,0.0108855,0.0469008,0.0195637,0.00654248,0.00227654,0.0273305,0.0101835,0.0154597,0.0193301,0.0272852,0,0,0.0474511,0,0.0141404,0.0337612,0.059493,0.00530835,0.0210335,0.0156494,0.0347532,0.0549021,0.0111187,0.0627161,0.0188104,0.0154994,0.0042315,0.0174071,0.0155296,0.0274156,0.0206971,0.0161962,0.0149701,0.0549757,0.0154841,0,0,0,0,0,0.0208115,0,0
19,0,0,0,0,0.0474097,0.0600043,0,0.0290785,0.0139968,0.012738,0.021797,0,0,0.00722036,0,0.0168189,0.00442729,0.053336,0.0320308,0.0200939,0.0193324,0.0361852,0.0473376,0.0161267,0.0243198,0.015212,0.0457174,0.0124467,0.0171668,0.00748612,0.0110066,0.0474922,0.0201218,0.00648054,0.00251387,0.0301062,0.0103219,0.0143242,0.0197078,0.0274919,0,0,0.0467485,0,0.0139393,0.0331446,0.0596028,0.00727623,0.0208201,0.0156098,0.034746,0.0550132,0.0117066,0.0629297,0.0192726,0.0166406,0.00347726,0.0179291,0.0153849,0.0317862,0.0202251,0.0156727,0.0145897,0.0550827,0.0157756,0,0,0,0,0,0.0202224,0,0
20,0,0,0,0,0.0475479,0.0601311,0,0.0298288,0.0139785,0.0125265,0.0216603,0,0,0.00792327,0,0.0167404,0.00478586,0.0533304,0.0315204,0.0198827,0.0194577,0.0360033,0.0475965,0.0156801,0.0240657,0.0149001,0.0457036,0.0125987,0.0175889,0.00739569,0.0111205,0.0479323,0.0206307,0.00649455,0.00256059,0.032345,0.0103945,0.0131998,0.0198922,0.0276218,0,0,0.0462859,0,0.0137858,0.0327148,0.0598458,0.00856888,0.0207221,0.0152682,0.0347307,0.0547161,0.0123737,0.0632599,0.0194331,0.0179263,0.00281713,0.0185871,0.0155935,0.0356868,0.0199497,0.015215,0.0142339,0.0552407,0.0161483,0,0,0,0,0,0.0194107,0,0
21,0,0,0,0,0.0476191,0.0603114,0,0.0301733,0.0139308,0.0124083,0.0213878,0,0,0.0085143,0,0.0166899,0.00517021,0.0532281,0.0310478,0.0197292,0.019612,0.0357544,0.0479341,0.015186,0.0236058,0.0146017,0.0457598,0.0127899,0.0177724,0.00741512,0.0111606,0.0479434,0.0210956,0.00650911,0.0025662,0.0344087,0.010423,0.0124139,0.0200449,0.027662,0,0,0.04605,0,0.0136864,0.0324109,0.0601693,0.00888523,0.0206467,0.0148153,0.0347721,0.0542099,0.0131242,0.0635475,0.0195579,0.0193237,0.00250161,0.0193666,0.0162383,0.0392358,0.0198677,0.0149569,0.0139579,0.0552964,0.0163021,0,0,0,0,0,0.0186751,0,0
22,0,0,0,0,0.047691,0.060589,0,0.0299572,0.0138885,0.0121707,0.0211562,0,0,0.00889514,0,0.0166851,0.00548465,0.0530732,0.0306795,0.0197846,0.0196349,0.0354981,0.0482214,0.0148255,0.0233503,0.014427,0.0459461,0.0128548,0.017613,0.00744879,0.0111373,0.0474048,0.0214925,0.00653128,0.00259831,0.0364598,0.0104788,0.0120816,0.0199973,0.0276329,0,0,0.0460719,0,0.0136278,0.0322987,0.0603987,0.00947882,0.0205673,0.0143266,0.0349143,0.0537319,0.0139107,0.0637052,0.0196551,0.0205506,0.00281966,0.0202218,0.0170231,0.0429435,0.0199381,0.0148056,0.0137521,0.0554111,0.0161541,0,0,0,0,0,0.018091,0,0
23,0,0,0,0,0.047713,0.0608033,0,0.0291445,0.013684,0.0118423,0.0209045,0,0,0.00912155,0,0.0166315,0.00573354,0.0529131,0.0303164,0.0199614,0.0195452,0.0352263,0.0486254,0.0144765,0.0230198,0.0144614,0.0461765,0.0127949,0.0173821,0.00744245,0.0110509,0.0462462,0.0219363,0.00661036,0.00250523,0.0383672,0.0106776,0.0120023,0.0197975,0.0275208,0,0,0.0462213,0,0.013669,0.0323137,0.0604962,0.0111055,0.0204588,0.0137376,0.0351666,0.0533077,0.0146398,0.063708,0.0197042,0.0215309,0.00393124,0.0209154,0.0178857,0.0463826,0.0201389,0.0147089,0.0136345,0.0556138,0.0157965,0,0,0,0,0,0.0174663,0,0
24,0,0,0,0,0.0477157,0.0609597,0,0.027959,0.0134851,0.0115183,0.0208164,0,0,0.00929991,0,0.0166022,0.00585418,0.0526546,0.0297761,0.0201788,0.0194394,0.0349419,0.0491417,0.014199,0.0225551,0.0146491,0.0463389,0.0128177,0.0169927,0.00738678,0.0109277,0.0446421,0.0221907,0.00669446,0.00235531,0.0400504,0.0106908,0.012157,0.019607,0.027473,0,0,0.0461734,0,0.0135987,0.0322057,0.0605951,0.0131749,0.0203562,0.0132887,0.0354001,0.0528182,0.0150693,0.0635194,0.0195924,0.0224081,0.00533309,0.021498,0.0189182,0.0492386,0.020283,0.0146313,0.0135481,0.0558035,0.0154999,0,0,0,0,0,0.0170771,0,0
25,0,0,0,0,0.0476975,0.0611066,0,0.026877,0.0133205,0.0116092,0.0209508,0,0,0.00945511,0,0.0166211,0.00593769,0.0523174,0.0293395,0.0204598,0.01934,0.0347141,0.0496994,0.0141981,0.0224116,0.0149532,0.0464353,0.0128601,0.0165534,0.007347,0.0108552,0.0429909,0.0224656,0.00676913,0.00230292,0.0415872,0.0106417,0.0118611,0.019412,0.0274153,0,0,0.0460387,0,0.0135418,0.0320766,0.0606258,0.0147659,0.0203349,0.0130178,0.0356362,0.052416,0.0151127,0.0631475,0.0193731,0.022933,0.00708237,0.0223065,0.0204831,0.0512566,0.0203911,0.0145764,0.0134579,0.0560084,0.0153389,0,0,0,0,0,0.0174473,0,0
26,0,0,0,0,0.0478099,0.061187,0,0.0260895,0.0132055,0.0120677,0.0210855,0,0,0.00953612,0,0.0166404,0.00601467,0.0520419,0.0292134,0.0207507,0.0192942,0.0345498,0.0502042,0.0144114,0.0222695,0.0153588,0.0464299,0.0128933,0.0162471,0.0073295,0.0108813,0.04151,0.0228564,0.00681052,0.00228288,0.0428544,0.0107908,0.0115941,0.019248,0.0272259,0,0,0.0459457,0,0.0135719,0.0319702,0.0606307,0.0160908,0.0203009,0.0127808,0.0359215,0.0520221,0.0147971,0.0627616,0.0192186,0.0229445,0.00854254,0.0226292,0.0218029,0.0526259,0.0204985,0.0144861,0.0133617,0.0561162,0.015271,0,0,0,0,0,0.0177534,0,0
27,0,0,0,0,0.0477632,0.0614262,0,0.0254326,0.0131047,0.0126554,0.0210318,0,0,0.00944289,0,0.0166564,0.00599199,0.0519635,0.0292219,0.021049,0.0192383,0.0343592,0.0504115,0.0144643,0.0217918,0.0157497,0.0465151,0.0129484,0.0160355,0.00730649,0.0109442,0.0398437,0.0228965,0.00683793,0.00224973,0.043916,0.0109092,0.0114692,0.0191438,0.0269301,0,0,0.0459358,0,0.0135906,0.0318518,0.0606084,0.0174175,0.0202178,0.0125382,0.0362832,0.0516216,0.0142013,0.0624094,0.0192007,0.0224246,0.00955548,0.0225098,0.0227618,0.0533804,0.0205806,0.0144074,0.0132575,0.0561074,0.0151805,0,0,0,0,0,0.0179553,0,0
28,0,0,0,0,0.0479115,0.0617508,0,0.0251355,0.012998,0.0134081,0.0208758,0,0,0.00936364,0,0.0166639,0.00597264,0.0518401,0.0290265,0.0212838,0.0193244,0.0340928,0.0505239,0.0144051,0.0213411,0.0161976,0.0465928,0.012977,0.0160026,0.00728158,0.0110489,0.03853,0.022745,0.00689307,0.00222018,0.0446715,0.0109646,0.0114008,0.0189852,0.0266961,0,0,0.0459284,0,0.013565,0.0317524,0.0606276,0.0187538,0.0201429,0.01233,0.0365377,0.0512806,0.0134357,0.0621585,0.0190167,0.0215151,0.0103298,0.0222833,0.0234937,0.0543475,0.0206856,0.0143382,0.0131197,0.0560513,0.01513,0,0,0,0,0,0.0181202,0,0
29,0,0,0,0,0.0480037,0.0618933,0,0.0250929,0.0129582,0.0143321,0.0206767,0,0,0.00932563,0,0.0166886,0.00596193,0.0516624,0.0287546,0.0215354,0.0194884,0.0337441,0.0506186,0.0143926,0.0212181,0.0166207,0.0466167,0.0130137,0.0160128,0.00729182,0.0111823,0.0374953,0.0228419,0.00693056,0.00221862,0.0451755,0.0110473,0.0115472,0.0187324,0.026584,0,0,0.0459093,0,0.0135543,0.0316694,0.06066,0.0201426,0.0200802,0.0121911,0.0367505,0.0510114,0.0126327,0.062083,0.0184795,0.0202398,0.0110656,0.0220177,0.024193,0.055503,0.020817,0.014295,0.01302,0.0560588,0.0150996,0,0,0,0,0,0.0182645,0,0
30,0,0,0,0,0.0480293,0.0618731,0,0.0250461,0.0129775,0.0152243,0.0204396,0,0,0.00939038,0,0.0166741,0.00598077,0.0514831,0.0283604,0.0217795,0.0196894,0.0333848,0.0507609,0.0143625,0.0213401,0.0169491,0.0466103,0.0131037,0.0158993,0.00730936,0.0112606,0.036455,0.0230042,0.0069152,0.00223959,0.0455874,0.0111735,0.0121247,0.0184866,0.0266487,0,0,0.0457936,0,0.0135562,0.0315586,0.0607731,0.0219807,0.0199823,0.0120889,0.0369149,0.0509216,0.0117636,0.062286,0.0180633,0.0187753,0.0118788,0.0215659,0.0250406,0.056619,0.0209209,0.0142468,0.012881,0.056042,0.0151284,0,0,0,0,0,0.0185505,0,0
31,0,0,0,0,0.0479337,0.0618918,0,0.0247517,0.0130019,0.0159483,0.0204604,0,0,0.00935708,0,0.0166697,0.00591942,0.0513515,0.0277237,0.0220678,0.0198492,0.0333612,0.0508573,0.0142687,0.0212631,0.0171837,0.0465553,0.0132239,0.0155995,0.00736997,0.0112454,0.0351531,0.0230207,0.00688583,0.0022369,0.0459434,0.0112151,0.0128184,0.018307,0.0267479,0,0,0.0458427,0,0.0135921,0.0316142,0.0606612,0.0238486,0.0199489,0.0117892,0.0372655,0.0509409,0.0109236,0.0621534,0.0177966,0.0172433,0.0127013,0.0212452,0.0258912,0.0574971,0.0210796,0.0143347,0.0128184,0.0561197,0.0151146,0,0,0,0,0,0.0189811,0,0
32,0,0,0,0,0.0479391,0.0619502,0,0.0244225,0.0130156,0.0164828,0.0205435,0,0,0.00924363,0,0.0166484,0.00590815,0.0511571,0.0270828,0.0223227,0.0200626,0.0332849,0.0509247,0.0138938,0.0212191,0.0173359,0.0463718,0.013409,0.0154519,0.00749468,0.0112258,0.0338388,0.0228381,0.00685503,0.0022116,0.0461081,0.0111675,0.0133647,0.0180885,0.026846,0,0,0.0461538,0,0.0136178,0.031842,0.0604015,0.0256139,0.020022,0.0116025,0.0377809,0.0509651,0.0101983,0.0616422,0.0176492,0.0156747,0.0134348,0.021071,0.0266096,0.0579181,0.0212091,0.0144767,0.0128483,0.056243,0.0150957,0,0,0,0,0,0.0194106,0,0
33,0,0,0,0,0.0480369,0.0622392,0,0.0241455,0.0130234,0.0168461,0.0205862,0,0,0.00901933,0,0.0166146,0.00586829,0.0508945,0.026152,0.0225518,0.0203515,0.033218,0.051023,0.013361,0.0210912,0.0174171,0.046109,0.0136324,0.0154965,0.00764383,0.0111957,0.0325858,0.0227045,0.00682293,0.0021579,0.0460408,0.0111764,0.0136579,0.0179037,0.026862,0,0,0.046638,0,0.0136705,0.0321578,0.0600852,0.0271318,0.0201403,0.0115198,0.0384337,0.0510136,0.00970044,0.0609201,0.0174598,0.0142081,0.0141068,0.0209845,0.0273073,0.0578719,0.0214997,0.0145644,0.0129358,0.0563496,0.015064,0,0,0,0,0,0.0198149,0,0
34,0,0,0,0,0.0480223,0.0624468,0,0.0239999,0.0130465,0.0171805,0.0205536,0,0,0.00874733,0,0.0165856,0.00578625,0.0505719,0.0257412,0.0227713,0.0206037,0.0331036,0.0510465,0.0128094,0.0207635,0.0173624,0.0458659,0.0138728,0.0154884,0.00778486,0.011199,0.0316439,0.0226624,0.00679181,0.00212307,0.0460017,0.0111354,0.014074,0.0176679,0.0269032,0,0,0.0470552,0,0.0137155,0.0323338,0.0598353,0.0283072,0.020263,0.011255,0.0389989,0.0510198,0.00944553,0.0604442,0.0168101,0.0130071,0.0149561,0.0206958,0.0280238,0.0580333,0.0217584,0.0146725,0.012957,0.0565108,0.0150929,0,0,0,0,0,0.0205364,0,0
35,0,0,0,0,0.047908,0.0625266,0,0.0240937,0.0130584,0.0175759,0.0204613,0,0,0.00847047,0,0.0165822,0.00566461,0.0502348,0.0259118,0.0230383,0.0207589,0.0329185,0.0510067,0.0123082,0.0204759,0.0174734,0.0457091,0.0140537,0.0153958,0.00790913,0.0112376,0.0309369,0.0225616,0.00677472,0.00211205,0.0462243,0.011099,0.0148765,0.0172805,0.0269646,0,0,0.0473698,0,0.0137805,0.0325087,0.0596999,0.0298049,0.0203715,0.0110998,0.0394209,0.0509878,0,0.0603595,0.0161021,0.0119827,0.0159064,0.0200309,0.0284515,0.0589063,0.0218948,0.0148002,0.0129808,0.0567473,0.0151665,0,0,0,0,0,0.0214314,0,0
