Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,x72,IMU_B,IMU_M,IMU_T
All Timesteps RMSE,0,0,0,0,0.0399818,0.0564417,0.0556468,0.00726891,0.0299208,0.0303238,0,0,0.0154074,0,0.0237936,0.0093956,0.050208,0.0421803,0.0223166,0.0189296,0.0424064,0.0445039,0.01536,0.0240396,0.0156626,0.0513042,0.0150064,0.0246802,0.0125607,0.0138627,0.0729016,0.0114823,0.011798,0.00685392,0.0281233,0.00883933,0.0153551,0.023841,0.0164642,0,0,0.0586929,0,0.017261,0.0424794,0.0609941,0.0265098,0.0189842,0.011084,0.0448942,0.039061,0.00795319,0.0554017,0.0125696,0.0117646,0.0128035,0.0181652,0.0225488,0.0201694,0.0365359,0.0330527,0.020669,0.0189638,0.0561366,0.0109352,0,0,0,0,0,0,0,0
0,0,0,0,0,0.0304308,0.0502251,0.0688297,0.00730588,0.0347465,0.0339303,0,0,0.0150288,0,0.0219065,0.0108819,0.0438223,0.0557318,0.0216072,0.0340463,0.0453359,0.0375843,0.0225451,0.0428731,0.0221134,0.0592711,0.0223794,0.0402722,0.0146274,0.013681,0.100615,0.0125148,0.0122206,0.00712623,0.0304223,0.00885002,0.00331777,0.0227127,0.0113001,0,0,0.057623,0,0.0166077,0.0410697,0.0625376,0.00863714,0.0220018,0.00950274,0.0521223,0.0417972,0.00438873,0.0550248,0.0111697,0.0115738,0.00547849,0.0181028,0.0217785,0.012864,0.0389341,0.0328026,0.0181059,0.0184772,0.0518058,0.00645153,0,0,0,0,0,0,0,0
1,0,0,0,0,0.030877,0.0499682,0.0724314,0.00733252,0.0340254,0.0341107,0,0,0.0145836,0,0.0221969,0.0107318,0.0436377,0.0593887,0.0216315,0.0349183,0.0448041,0.0371069,0.022559,0.0441155,0.0222099,0.0595263,0.0226544,0.0403046,0.0143129,0.0144029,0.106712,0.0119687,0.0122873,0.00709265,0.0302998,0.00878337,0.00282635,0.0226698,0.0116034,0,0,0.0574119,0,0.0165693,0.0405826,0.0623167,0.00927109,0.0216726,0.00923593,0.0508093,0.0416042,0.00327131,0.0553718,0.0111905,0.0114302,0.00445669,0.0181139,0.0212495,0.013156,0.0392056,0.0323254,0.0176896,0.0183526,0.0517486,0.006613,0,0,0,0,0,0,0,0
2,0,0,0,0,0.0311483,0.050015,0.0754397,0.00729572,0.034335,0.0340975,0,0,0.0149541,0,0.0228125,0.0109746,0.0435516,0.0623277,0.0216509,0.0354832,0.0449103,0.0369138,0.0227465,0.0451085,0.0225912,0.0598575,0.0228988,0.0402562,0.0141295,0.0152277,0.11212,0.0118747,0.0124628,0.00731149,0.0300665,0.00864428,0.00231528,0.0225504,0.0116786,0,0,0.0579045,0,0.0166558,0.0405129,0.0622103,0.00966019,0.0217566,0.00873326,0.0504687,0.041558,0.00280921,0.0553305,0.0103248,0.0108957,0.00397941,0.0181869,0.0210758,0.0129354,0.0391969,0.0322844,0.0176377,0.0183738,0.0515804,0.00687722,0,0,0,0,0,0,0,0
3,0,0,0,0,0.0312183,0.0500614,0.0778344,0.00727159,0.0348984,0.0343389,0,0,0.0155045,0,0.0234119,0.0111562,0.0434201,0.0639444,0.0216305,0.035685,0.0451263,0.0368139,0.0229313,0.0458015,0.0229376,0.0599977,0.0228532,0.0404128,0.013891,0.016092,0.11699,0.0119179,0.012655,0.0075645,0.0305085,0.00853607,0.00202196,0.0225666,0.0115577,0,0,0.0583751,0,0.0167031,0.0405751,0.0623754,0,0.0218905,0.00861638,0.0501808,0.0414543,0.00264942,0.0551494,0.00966107,0.0104815,0.00440111,0.0180307,0.0214699,0.0123379,0.0399443,0.0324354,0.0175246,0.0184406,0.0515392,0.00707481,0,0,0,0,0,0,0,0
4,0,0,0,0,0.0311076,0.0501034,0.0811467,0.00722544,0.0351572,0.0345187,0,0,0.0161687,0,0.0237944,0.0113564,0.0432628,0.0642132,0.0215506,0.0356427,0.0453151,0.0366448,0.0230515,0.0461915,0.0230592,0.0600061,0.0226446,0.0406784,0.0136735,0.0169876,0.121314,0.0119688,0.0127647,0.00781589,0.030113,0.00845197,0.00314119,0.0225102,0.0113778,0,0,0.0587245,0,0.0167633,0.0406269,0.0627334,0.00902581,0.0220461,0.00856022,0.0500085,0.0413915,0.00211131,0.0549672,0.00945159,0.00977073,0.00505025,0.0176618,0.021772,0.0126645,0.0387714,0.0325123,0.0174179,0.0184961,0.0517397,0.00725878,0,0,0,0,0,0,0,0
5,0,0,0,0,0.0310522,0.0501687,0.0847502,0.0071492,0.0355763,0.0346773,0,0,0.0167526,0,0.0239887,0.0114899,0.0433073,0.0642626,0.0214872,0.0354706,0.0454605,0.0365583,0.0231499,0.0463768,0.0229381,0.0602476,0.0226401,0.0410647,0.0134415,0.0177719,0.124808,0.0120864,0.0128138,0.00789536,0.0297907,0.00843472,0.00433133,0.0225547,0.0113136,0,0,0.0588465,0,0.0168405,0.0405979,0.0631273,0.00837054,0.0221805,0.00881475,0.0498129,0.0413327,0.00213175,0.0547981,0.00988176,0.0101255,0.0061886,0.0173143,0.0221507,0.0131367,0.0380817,0.0325031,0.0173607,0.0185445,0.0517955,0.0074261,0,0,0,0,0,0,0,0
6,0,0,0,0,0.0311185,0.0503337,0.0878946,0.00705142,0.035911,0.0346363,0,0,0.0172858,0,0.024128,0.0116459,0.0433889,0.0637687,0.0213835,0.0346826,0.045476,0.0364726,0.0230071,0.0458757,0.0227464,0.0602857,0.0224915,0.0412123,0.0133169,0.0183843,0.127205,0.0121442,0.0128098,0.0078613,0.0292706,0.00842226,0.00549554,0.0224685,0.0112802,0,0,0.058746,0,0.0168794,0.040509,0.0630588,0.00780546,0.0222912,0.00914658,0.0492797,0.0413769,0.00175131,0.0545409,0.00997683,0.00982344,0.00751984,0.0169048,0,0.0135115,0.0372361,0.0323912,0.0173582,0.0185253,0.0516131,0.00726003,0,0,0,0,0,0,0,0
7,0,0,0,0,0.0313491,0.0503952,0.0903849,0.00698326,0.0361457,0.0342096,0,0,0.0176392,0,0.0242088,0.0117449,0.0436144,0.0631088,0.0212549,0.0333808,0.0454398,0.0363548,0.0225785,0.0448798,0.0225362,0.0601023,0.02218,0.0410313,0.0132353,0.018867,0.12889,0.0119707,0.0127518,0.00778216,0.0283757,0.00840684,0.00583041,0.0225372,0.0113795,0,0,0.0584187,0,0.0168593,0.0403682,0.0632977,0.00752689,0.0222392,0.00935419,0.0487552,0.0412469,0.00173787,0.0544129,0.00957464,0.00932624,0.00867609,0.0167119,0.0232411,0.0136813,0.0360998,0.0321786,0.0173331,0.0185208,0.051398,0.00707349,0,0,0,0,0,0,0,0
8,0,0,0,0,0.0313915,0.0503668,0.0920994,0.00689502,0.0364644,0.033935,0,0,0.018015,0,0.0242487,0.0118195,0.0439744,0.0624345,0.0212691,0.0318873,0.0455348,0.0360372,0.0221793,0.0437224,0.0222075,0.0599088,0.021674,0.0406563,0.0128904,0.0192604,0.130103,0.0118389,0.0126629,0.0077892,0.0276899,0.00842351,0.00574444,0.022565,0.0113747,0,0,0.0581264,0,0.0168695,0.0403404,0.0634734,0,0.0222222,0.00993104,0.0485675,0.0409329,0.00217096,0.0546054,0.00973865,0.00962013,0.00961665,0.0163392,0.0239512,0.0140341,0.0351357,0.0320572,0.0173138,0.0186351,0.0512792,0.00680797,0,0,0,0,0,0,0,0
9,0,0,0,0,0.0317455,0.0505104,0.0930812,0.00692301,0.0367069,0.0335501,0,0,0.0185692,0,0.0243133,0.0120634,0.0443244,0.0619863,0.0212703,0.0298821,0.0456595,0.035954,0.021492,0.0415688,0.0218042,0.0598698,0.0208917,0.0401005,0.0126238,0.0195448,0.130404,0.0115419,0.0126111,0.00778815,0.0261325,0.00845708,0.00669221,0.0223504,0.0116456,0,0,0.0576291,0,0.0168532,0.0401533,0.0634081,0,0.0221347,0.00997719,0.0480805,0.0407942,0.00254768,0.0544809,0.00944136,0.00931276,0.0100083,0.0161482,0.0243116,0.014534,0.0325754,0.0317815,0.0172964,0.0186025,0.051315,0.00638584,0,0,0,0,0,0,0,0
10,0,0,0,0,0.0317608,0.0505043,0.0935043,0.00694044,0.0367875,0.0333696,0,0,0.0188506,0,0.0243356,0.0122106,0.044628,0.0616716,0.0213497,0.0278579,0.0458187,0.035847,0.0207461,0.0388433,0.0212936,0.0595451,0.0197655,0.039228,0.0122055,0.0198147,0.130303,0.0113111,0.0125424,0.00781715,0.0244751,0.00846857,0.00736932,0.0222189,0.0117324,0,0,0.0572985,0,0.0168481,0.040014,0.0632371,0,0.0221165,0.0100074,0.0478936,0.0404558,0.00302501,0.0543169,0.00926941,0.00941546,0.0101164,0.0159386,0.0247485,0.0149318,0.030264,0.0317253,0.0172793,0.0185135,0.0513206,0.006041,0,0,0,0,0,0,0,0
11,0,0,0,0,0.0319731,0.050803,0.0935016,0.0069404,0.0367485,0.0327981,0,0,0.0192882,0,0.0244462,0.0123264,0.0447481,0.0606033,0.021372,0.0251545,0.0457924,0.0359586,0.0194278,0.0351781,0.0206412,0.0592368,0.0183739,0.0377428,0.0118764,0.0199955,0.12898,0.0109115,0.0125314,0.00783101,0.0223606,0.00855789,0.00790809,0.0215975,0.0119509,0,0,0.0566275,0,0.0167712,0.0395277,0.0631365,0.00803542,0.0220085,0.00999396,0.0470133,0.0401467,0.00325087,0.0542406,0.00899738,0.0092262,0.00996646,0.0158233,0.0242825,0.0150308,0.0278404,0.0314176,0.0171704,0.0182826,0.0512406,0.00570867,0,0,0,0,0,0,0,0
12,0,0,0,0,0.0307062,0.0497784,0.0931043,0.00705801,0.0369282,0.0322979,0,0,0.0162784,0,0.0236222,0.0103797,0.0451524,0.0594591,0.0215451,0.0219599,0.0450631,0.0356219,0.0176378,0.0310013,0.0197051,0.0586302,0.0167665,0.0356414,0.0114769,0.0201208,0.126755,0.0102185,0.0120857,0.00677622,0.0207457,0.00831886,0.00794749,0.0205284,0.0107642,0,0,0.0584727,0,0.0171292,0.0406831,0.0630806,0.00934787,0.0220195,0.0100928,0.0453857,0.0387068,0.00340279,0.0541569,0.00908301,0.00955227,0.0100389,0.0157716,0.0241713,0.0153406,0.0258804,0.0329498,0.0173731,0.0189306,0.0501412,0.00533814,0,0,0,0,0,0,0,0
13,0,0,0,0,0.0311821,0.0499448,0.0917824,0.00711741,0.0367088,0.0318671,0,0,0.0159865,0,0.0235877,0.0100609,0.0453067,0.0579116,0.0217742,0.0190827,0.0450235,0.035962,0.0158791,0.0269141,0.0192123,0.058322,0.0150013,0.0331607,0.0109272,0.0201428,0.123521,0.00982229,0.0120428,0.00660767,0.0194953,0.00840202,0.00778544,0.0198339,0.0112216,0,0,0.0579373,0,0.0170095,0.040281,0.0627434,0.0106873,0.0223462,0.010374,0.044475,0.0384257,0.00353239,0.0542581,0.00987489,0.00986353,0.0105529,0.0155079,0.0248531,0.0163175,0.0243625,0.0326663,0.0171787,0.018878,0.0501811,0.00581096,0,0,0,0,0,0,0,0
14,0,0,0,0,0.0314535,0.0498818,0.0893701,0.0071526,0.0364092,0.0315375,0,0,0.0156859,0,0.0235555,0.00977291,0.0453826,0.0558033,0.0222162,0.0164907,0.044857,0.0365253,0.0140008,0.0224729,0.0191307,0.0581185,0.0130057,0.0301909,0.0104317,0.0200454,0.119056,0.00958896,0.0119548,0.00646389,0.0178772,0.00852376,0.00827893,0.0187653,0.0113975,0,0,0.0571448,0,0.0168522,0.0397905,0.0628329,0.0125512,0.0230432,0.0106888,0.0433726,0.0378316,0.00373651,0.0543729,0.0103379,0.0101173,0.011709,0.0151269,0.0255549,0.0179202,0.0218771,0.0324081,0.0169677,0.0187271,0.0500852,0.00635572,0,0,0,0,0,0,0,0
15,0,0,0,0,0.031707,0.0499065,0.0860727,0.0071809,0.0359923,0.0315405,0,0,0.0155686,0,0.0235727,0.00961981,0.0455463,0.0536303,0.0224467,0.015082,0.0448267,0.037279,0.0125483,0.0185523,0.0196758,0.0580598,0.0105483,0.0266981,0.00959374,0.0199721,0.113426,0.00939766,0.0118973,0.00639718,0.0153859,0.0086055,0.00984636,0.0178263,0.0115293,0,0,0.0565443,0,0.0167664,0.0393721,0.0629015,0.0144359,0.023202,0.0112898,0.0426285,0.0373259,0.00399416,0.0542503,0.0108359,0.0110161,0.0126988,0.0151233,0.0260222,0.0183842,0.0182468,0.0322358,0.0167559,0.0186094,0.0502119,0.00698547,0,0,0,0,0,0,0,0
16,0,0,0,0,0.0318525,0.0499911,0.0813289,0.00709917,0.035332,0.0317394,0,0,0.0154034,0,0.0234909,0.00942392,0.0458463,0.0510975,0.0226607,0.015786,0.0447356,0.0378799,0.011901,0.0160976,0.020688,0.0580733,0.0077607,0.0227169,0.00858632,0.0196898,0.105908,0.00917299,0.0118895,0.00631534,0.0130601,0.00866994,0.0111592,0.0169688,0.0116026,0,0,0.0561324,0,0.016679,0.0390464,0.0628633,0.0167547,0.0231907,0.0119582,0.0417617,0.0367393,0.00434977,0.0540733,0.0112422,0.0118763,0.0140683,0.0150874,0.0264326,0.0192682,0.0152436,0.0320216,0.01661,0.0184284,0.0502947,0.00744661,0,0,0,0,0,0,0,0
17,0,0,0,0,0.0319455,0.0501688,0.0751944,0.00705972,0.0342139,0.0316889,0,0,0.015169,0,0.023481,0.00916923,0.0462832,0.0480965,0.0228011,0.0183756,0.044634,0.0383277,0.0124947,0.0161601,0.0221332,0.0579368,0.00605043,0.0186434,0.00751691,0.0191545,0.0968564,0.00896453,0.0118797,0.00632066,0.0109747,0.00873026,0.0117899,0.0163605,0.0115996,0,0,0.0557819,0,0.0166097,0.0388022,0.0628878,0.0190005,0.0229148,0.0125405,0.0410051,0.0362508,0.00470032,0.0539274,0.0113964,0.012394,0.0158112,0.0147868,0.0268584,0.0209647,0.0128884,0.0317874,0.0165479,0.0182573,0.0503625,0.00765789,0,0,0,0,0,0,0,0
18,0,0,0,0,0.0321013,0.0502902,0.0684678,0.00703186,0.0326788,0.0312736,0,0,0.0148929,0,0.023381,0.0088656,0.0469512,0.0450862,0.0229666,0.0211863,0.0445256,0.0388578,0.0136585,0.0176871,0.023522,0.0575659,0.00529075,0.0149216,0.00659618,0.0184926,0.0872917,0.00885307,0.0118513,0.00641628,0.00959669,0.00881094,0.0119747,0.0158312,0.0115722,0,0,0.0554192,0,0.0165381,0.038489,0.0628592,0.0208435,0.0227039,0.0129543,0.0403512,0.0358175,0.00515558,0.0538072,0.011321,0.0127449,0.0173643,0.0143217,0.0273091,0.0231755,0.011045,0.0314638,0.0165005,0.0181057,0.050549,0.00763154,0,0,0,0,0,0,0,0
19,0,0,0,0,0.0323316,0.0504682,0.0616787,0.00700099,0.0307343,0.0310688,0,0,0.0147034,0,0.0233288,0.00875664,0.0476937,0.0421532,0.0231482,0.0229756,0.0445293,0.0395705,0.0146335,0.0195599,0.0238652,0.056899,0.00532498,0.011593,0.00603432,0.0178638,0.0779488,0.00872558,0.0118131,0.00643324,0.00851451,0.00885985,0.0120824,0.0154195,0.0116319,0,0,0.055108,0,0.0164656,0.0382468,0.0626649,0.0222584,0.0225933,0.0134822,0.0398409,0.0354893,0.0059729,0.053653,0.0113259,0.0133894,0.0183683,0.0140946,0.0275719,0.0244518,0.00940995,0.0310971,0.0164912,0.0179799,0.0507255,0.00745331,0,0,0,0,0,0,0,0
20,0,0,0,0,0.0324188,0.0506786,0.0547748,0.00696393,0.0286531,0.0309053,0,0,0.01476,0,0.0232872,0.00879497,0.048451,0.0392893,0.0233832,0.0235315,0.0446439,0.0402303,0.0152497,0.0214629,0.0232612,0.0559804,0.00586701,0.00913824,0.0057931,0.0172634,0.068741,0.00876372,0.0117612,0.00637314,0.00806519,0.00887467,0.0122481,0.0150996,0.0115744,0,0,0.054796,0,0.016378,0.0381008,0.0624613,0.0238178,0.0225299,0.0142158,0.0393327,0.0351345,0.00753583,0.0535008,0,0.0144286,0.0192433,0.0138511,0.0276306,0.0247829,0.00818541,0.0307506,0.0164972,0.0178496,0.0508756,0.00702037,0,0,0,0,0,0,0,0
21,0,0,0,0,0.032435,0.0510142,0.0478735,0.00698792,0.0268569,0.0306561,0,0,0.0149355,0,0.0234217,0.00887442,0.0493484,0.0372823,0.0235979,0.0230096,0.0447826,0.0407988,0.0156208,0.0218801,0.0217269,0.0548296,0.00656211,0.00813724,0.00598297,0.016741,0.0598105,0.00903833,0.0117518,0.00638193,0.00823735,0.00897794,0.0128454,0.0147878,0.0114225,0,0,0.0546518,0,0.0163535,0.0380651,0.0620806,0.0256098,0.0224987,0.014778,0.0389792,0.0348285,0.00840558,0.0535098,0.0121926,0.0152103,0.0202981,0.0132207,0,0.0245268,0.00776423,0.030505,0.0165861,0.0177704,0.0511119,0.00645707,0,0,0,0,0,0,0,0
22,0,0,0,0,0.0326152,0.0506612,0.0426217,0.00717568,0.0257383,0.0308082,0,0,0.013951,0,0.0232442,0.00829269,0.0502859,0.0361897,0.0237243,0.0212075,0.0452979,0.0409546,0.0157187,0.0206508,0.0194058,0.0533218,0.00679221,0.00822189,0.00654071,0.0163642,0.0536047,0.0094351,0.0116223,0.0060697,0.0153972,0.00919663,0.00908815,0.0170234,0.011595,0,0,0.0536534,0,0.0161601,0.0373199,0.0626935,0.01363,0.0212844,0.0109845,0.038048,0.0342301,0.00643561,0.0534337,0.00973375,0.0130603,0.0112445,0,0,0.0161681,0.0177956,0.0298003,0.0163553,0.0174216,0.0507895,0.00683457,0,0,0,0,0,0,0,0
23,0,0,0,0,0.0328074,0.0509985,0.0380455,0.00701717,0.0254016,0.0304804,0,0,0.0142576,0,0.0233091,0.00833803,0.0511518,0.0354089,0.023751,0.0180938,0.0453367,0.0415344,0.0141992,0.0184073,0.016079,0.0519133,0.00710988,0.00877269,0.00745175,0.0159476,0.0478366,0.00957418,0.0116659,0.00615845,0.0165275,0.00916679,0.00901996,0.017034,0.0115859,0,0,0.0540173,0,0.0161518,0.0374686,0.0624307,0.0139531,0.0210696,0.0116367,0.0381504,0.0340437,0.0066689,0.0529762,0.0100889,0.0136587,0.0114834,0,0,0.0165421,0.0190175,0.0297707,0.0164419,0.0174471,0.0512552,0.00672571,0,0,0,0,0,0,0,0
24,0,0,0,0,0.0330255,0.0513539,0.0344401,0.00692495,0.0256548,0.0302096,0,0,0.0145725,0,0.0234728,0.00844168,0.0518464,0.0350962,0.0236084,0.0135544,0.0452755,0.0421234,0.0120954,0.0149449,0.0119121,0.0506742,0.00724132,0.00960805,0.00834113,0.0155216,0.0436195,0.00963203,0.0117802,0.00619357,0.0177754,0.00913511,0.00864365,0.0171058,0.0114779,0,0,0.0543428,0,0.01616,0.0375885,0.0621223,0.0139628,0.0206927,0.0113974,0.0382591,0.0338817,0.00687195,0.0525965,0.00972173,0.0135983,0.0121545,0,0,0.0166521,0.0204727,0.0298265,0.0165507,0.0174456,0.0518058,0.00669523,0,0,0,0,0,0,0,0
25,0,0,0,0,0.0331778,0.0517645,0.0318934,0.00691134,0.0266203,0.0297667,0,0,0.0147547,0,0.0236929,0.00849777,0.0523717,0.0364867,0.0233607,0.00835599,0.0452075,0.0426482,0.00905199,0.0100738,0.00741181,0.0497409,0.0074164,0.0103208,0.00928772,0.0151151,0.0415195,0.00979284,0.0119268,0.00621377,0.0191583,0.00916868,0.0078677,0.0174495,0.0114115,0,0,0.0546251,0,0.0162026,0.0376981,0.0619339,0.0139518,0.0202084,0.0104778,0.0386476,0.0336937,0.00706146,0.0525373,0.00865738,0.0131503,0.0130124,0,0,0.0167215,0.022042,0.0299538,0.0166492,0.0174757,0.0523306,0.00686443,0,0,0,0,0,0,0,0
26,0,0,0,0,0.0333172,0.0521754,0.0298003,0.00690329,0.0277917,0.0294397,0,0,0.0148807,0,0.0238662,0.00854668,0.0525604,0.0394873,0.0231521,0.00773612,0.0451266,0.043098,0.00715847,0.00741491,0.00718139,0.0494003,0.00821929,0.0112829,0.0100167,0.0147102,0.0408339,0.00999097,0.0120191,0.00627089,0.0200472,0.00924392,0.00755711,0.0179597,0.0114541,0,0,0.0548221,0,0.0162554,0.0377802,0.0617835,0.013462,0.0196322,0.00997185,0.0392759,0.0334751,0.0074246,0.0522876,0.0081315,0.0130812,0.0128419,0,0,0.0164066,0.0229607,0.0300301,0.0167147,0.0174695,0.0528228,0.00718128,0,0,0,0,0,0,0,0
27,0,0,0,0,0.0335563,0.0524795,0.0285622,0.00686367,0.0293362,0.0294467,0,0,0.0149961,0,0.0239088,0.00861756,0.0525383,0.0428064,0.0231699,0.0126651,0.045041,0.0435481,0.00981531,0.0116162,0.0113276,0.0498416,0.00953744,0.0124437,0.0104938,0.0148072,0.0405806,0.0102939,0.012028,0.00633106,0.0209755,0.00931048,0.007501,0.0184774,0.0116629,0,0,0.0547813,0,0.0162297,0.037783,0.0617252,0.0127641,0.0189094,0.00962094,0.0399729,0.0331954,0.00785552,0.0518996,0.00782908,0.0131995,0.0123611,0,0,0.016241,0.0238472,0.0300124,0.0168356,0.0174068,0.0532659,0.00760854,0,0,0,0,0,0,0,0
28,0,0,0,0,0.0337883,0.052718,0.0286012,0.0068111,0.0315794,0.0295493,0,0,0.0151077,0,0.0238851,0.00861696,0.0524933,0.0459628,0.0233865,0.016884,0.0448964,0.044088,0.0146361,0.0170482,0.0152318,0.0508207,0.010614,0.0131591,0.0110589,0.0153934,0.0407028,0.0105723,0.0119457,0.00639375,0.0213825,0.00933752,0.00746828,0.018887,0.0119651,0,0,0.0545484,0,0.0161085,0.0376625,0.061791,0.0123508,0.018167,0.00976574,0.0406496,0.032809,0.0084189,0.0512569,0.00805247,0.0137121,0.0115782,0,0,0.016405,0.0239474,0.0297832,0.0169039,0.0172974,0.0534814,0.00806336,0,0,0,0,0,0,0,0
29,0,0,0,0,0.0336857,0.0538148,0.0292376,0.00660276,0.0338817,0.0285318,0,0,0.0167819,0,0.0242464,0.00943605,0.0521314,0.0487885,0.0235523,0.0208905,0.0442636,0.045138,0.0207308,0.0229253,0.0193022,0.0525776,0.0119098,0.0138388,0.0119895,0.0157651,0.0403525,0.0108842,0.0120079,0.0069129,0.0117113,0.00918023,0.0123754,0.0160212,0.0115087,0,0,0.0556148,0,0.0162214,0.0384441,0.0608106,0.0287416,0.0188291,0.0150755,0.0420486,0.032776,0.0110264,0.0506038,0.0124067,0.0169846,0.0216624,0.0146951,0,0.0265901,0.0110351,0.0303679,0.0173747,0.0174891,0.0546378,0.00754131,0,0,0,0,0,0,0,0
30,0,0,0,0,0.0336598,0.0541411,0.0299934,0.00655947,0.0352604,0.0283611,0,0,0.0170819,0,0.0242401,0.00942564,0.051554,0.0507524,0.0235626,0.0240965,0.0440256,0.0456675,0.0259451,0.0288378,0.0224834,0.0538315,0.0128959,0.0144218,0.0125236,0.0155747,0.0401715,0.0110268,0.0120027,0.00700216,0.00923514,0.0092005,0.0129704,0.0158837,0.0115318,0,0,0.0554839,0,0.0161759,0.0384404,0.0607836,0.0289244,0.0186331,0.0154036,0.0425899,0.0325646,0.0113246,0.0503505,0.0125327,0.0171899,0.0211367,0.0160856,0,0.0273074,0.0104872,0.0303904,0.0174989,0.0174622,0.0552234,0.00785543,0,0,0,0,0,0,0,0
31,0,0,0,0,0.0336964,0.0544728,0.0325214,0.00647929,0.0375292,0.0282001,0,0,0.017472,0,0.0242051,0.00947161,0.0508811,0.0533612,0.0234717,0.0264107,0.0437989,0.0461445,0.0301436,0.0336626,0.0247652,0.0549794,0.0140108,0.0153666,0.0136267,0.0145468,0.0426309,0.0112411,0.0120038,0.00708334,0.0068884,0.00923493,0.0141068,0.0157128,0.0115616,0,0,0.0554947,0,0.0161619,0.0385079,0.06068,0.0295309,0.0185231,0.015664,0.043108,0.0323988,0.0115953,0.0501858,0.0126423,0.0173176,0.0210124,0.0176488,0,0.0278524,0.0102209,0.0303808,0.0175159,0.0175979,0.0557965,0.00803815,0,0,0,0,0,0,0,0
32,0,0,0,0,0.033934,0.054728,0.0394137,0.0064565,0.0426593,0.028065,0,0,0.0176468,0,0.0241655,0.00946596,0.0505968,0.0584267,0.0233304,0.0275209,0.0435441,0.0465142,0.0326871,0.0362009,0.0259584,0.055779,0.0155892,0.0175256,0.0163597,0.0127488,0.0510138,0.0112376,0.0119826,0.00708088,0.00771789,0.00923174,0.0135985,0.0159304,0.0117161,0,0,0.0553293,0,0.0161046,0.0384734,0.0606878,0.0291017,0.0181445,0.0150555,0.0433389,0.0321924,0.0116396,0.0500365,0.0119137,0.0169631,0.0205233,0.0169077,0,0.0273912,0.00985026,0.0302007,0.0174933,0.0177328,0.0559613,0.00804064,0,0,0,0,0,0,0,0
33,0,0,0,0,0.0342082,0.0549976,0.0424792,0.00645292,0.0446608,0.0278792,0,0,0.0179318,0,0.0242024,0.00967091,0.0508592,0.0603541,0.0232273,0.0281411,0.0435276,0.0467588,0.0334603,0.0370316,0.0260922,0.0559653,0.0158256,0.0179593,0.0170942,0.0122718,0.0541484,0.0110034,0.0119537,0.00720732,0.00830539,0.00918462,0.0133213,0.0162004,0.011787,0,0,0.0554457,0,0.0161137,0.0386051,0.060671,0.0287876,0.017791,0.0145312,0.0434959,0.0321059,0.0116568,0.0500592,0.0112898,0.0166666,0.0200068,0.0162522,0,0.0268933,0.00943438,0.0303265,0.0174804,0.0178217,0.0563579,0.00779015,0,0,0,0,0,0,0,0
34,0,0,0,0,0.0344089,0.05512,0.0414859,0.00643669,0.0431289,0.0273006,0,0,0.0182905,0,0.0242824,0.0100111,0.051291,0.0590159,0.0231925,0.028306,0.0436597,0.0467757,0.0329503,0.03712,0.0255921,0.055388,0.0153915,0.0173822,0.01609,0.0124905,0.0527879,0.010764,0.011891,0.00741046,0.00759042,0.00910252,0.0137747,0.0163263,0.0117151,0,0,0.0560458,0,0.0162212,0.0390648,0.0606493,0.0288557,0.0176999,0.0141216,0.0435132,0.0323069,0.0115151,0.0502004,0.0108292,0.0162489,0.0196632,0.0159923,0,0.026584,0.00877124,0.0308737,0.0175284,0.0180066,0.056804,0.00726688,0,0,0,0,0,0,0,0
35,0,0,0,0,0.0345659,0.0550776,0.0363162,0.00641507,0.0390198,0.0267135,0,0,0.0186595,0,0.0243699,0.0102803,0.0519243,0.0542276,0.0231435,0.0279501,0.0438455,0.046677,0.0317603,0.0366108,0.0242912,0.0543282,0.0141966,0.0157778,0.0138112,0.0136037,0.0466924,0.0105869,0.0118126,0.00761334,0.00629034,0.00896291,0.0144825,0.0164424,0.0115042,0,0,0.0567811,0,0.0163588,0.0396946,0.0605998,0.0287598,0.0177401,0.0135825,0.0434268,0.0327494,0.0111605,0.0503982,0.0103351,0.0154984,0.0192916,0.0157371,0,0.0261351,0.00813446,0.0314859,0.017579,0.0181704,0.0570018,0.0066651,0,0,0,0,0,0,0,0
