Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,x72,LHEE,RTHI,,IMU_T
183,0,0,0,0,0.0374177,0.0496966,0,0.0282279,0.00902037,0.0256198,0.0212889,0,0,0.0115259,0,0.0208744,0.00637073,0.0539883,0.0201083,0.00929808,0.0300598,0.0519445,0.00737154,0.0088456,0.00734362,0.0501661,0.0106995,0.0126901,0.00950584,0.0137279,0.0361336,0.0151002,0.0101102,0.00290423,0.0389169,0.0110214,0.0427079,0.0142549,0.0139207,0,0,0.0466951,0,0.0144625,0.0319073,0.0647137,0.0461901,0.0213093,0.006648,0.0260977,0.0250195,0.0508223,0,0.0111647,0.0108049,0,0.025819,0.0290599,0.0425429,0.0293715,0.0132305,0.0141526,0.048728,0.0125805,0,0,0,0,0,0.0315496,0.00762136,0,0
184,0,0,0,0,0.0374438,0.0497786,0,0.0277447,0.00893173,0.0272531,0.0210474,0,0,0.0119959,0,0.0210425,0.00671929,0.0546072,0.0205034,0.00830485,0.0300725,0.0520897,0.00521879,0.00718455,0.00667371,0.04945,0.0108783,0.0130396,0.0100723,0.0137423,0.0367936,0.0152169,0.0102337,0.00295879,0.0392742,0.0109367,0.0428042,0.0146087,0.0139066,0,0,0.0467691,0,0.0144661,0.0320845,0.0647306,0.0460176,0.0208767,0.00708692,0.0265755,0.0248777,0.0503493,0,0.0117476,0.0110547,0,0.0257188,0.0306746,0.043218,0.0295358,0.0132287,0.0142492,0.0489783,0.012351,0,0,0,0,0,0.0355754,0.00824042,0,0
185,0,0,0,0,0.0376035,0.0499,0,0.0273404,0.00886444,0.0290419,0.0213065,0,0,0.0126111,0,0.0211493,0.00708215,0.0550916,0.0211046,0.0131764,0.0300277,0.0521571,0.00868431,0.0119027,0.0111538,0.0493423,0.0117018,0.0138119,0.0106424,0.0139984,0.0375676,0.0153866,0.0102872,0.00304214,0.039491,0.0109381,0.0426108,0.0149202,0.014194,0,0,0.0467681,0,0.0144758,0.032253,0.0648048,0.0462947,0.0202178,0.00756223,0.027076,0.0247164,0.0498378,0,0.0126322,0.0114349,0,0.025472,0.0312967,0.0439906,0.0295622,0.0132601,0.0143073,0.0492333,0.012331,0,0,0,0,0,0.0409756,0.008865,0,0
186,0,0,0,0,0.037809,0.0499775,0,0.0289386,0.00885491,0.0319832,0.0213561,0,0,0.0130522,0,0.0212059,0.00743232,0.0555793,0.0217297,0.0167569,0.0298852,0.0522187,0.0136,0.0167388,0.0152572,0.0497644,0.0119595,0.0140555,0.0118346,0.0149205,0.0389922,0.0155666,0.0102571,0.00314248,0.0399453,0.011028,0.0414999,0.0151414,0.0146012,0,0,0.0465687,0,0.0145116,0.0321839,0.064865,0.0467085,0.0195249,0.00788971,0.0273721,0.0244612,0.0492747,0,0.0133879,0.0117736,0,0.0251364,0.0313992,0.0450802,0.0295235,0.0132391,0.0143384,0.0493943,0.0124953,0,0,0,0,0,0.0485064,0.0096175,0,0
187,0,0,0,0,0.0379779,0.0500979,0,0.0305671,0.00883829,0.0344675,0.0213498,0,0,0.0133938,0,0.0212189,0.00771406,0.0558817,0.0220063,0.0206915,0.0298938,0.0523919,0.0193258,0.022895,0.0193891,0.0505979,0.0122096,0.0144571,0.0129633,0.0154799,0.0404098,0.015666,0.0102399,0.00327493,0.0406451,0.011038,0.0400464,0.015359,0.014884,0,0,0.046484,0,0.0145037,0.0321503,0.0647946,0.0470748,0.0189089,0.00820097,0.0276472,0.0243821,0.0487156,0,0.0140537,0.0121072,0,0.0247847,0.0317392,0.0463986,0.0296211,0.0132681,0.0143738,0.0496119,0.0125185,0,0,0,0,0,0.05437,0.0105506,0,0
188,0,0,0,0,0.0381815,0.0502447,0,0.032085,0.00880261,0.0362234,0.0212436,0,0,0.0135253,0,0.0212269,0.00781481,0.0560617,0.0220498,0.0242992,0.0298455,0.0525744,0.0246982,0.0291593,0.0228043,0.0513818,0.0129459,0.0150033,0.0136527,0.0157076,0.0414478,0.0156585,0.0102758,0.00333445,0.0410561,0.011003,0.0416494,0.0154523,0.0150706,0,0,0.0465629,0,0.0144846,0.0322341,0.0647884,0.047022,0.0184542,0.00828085,0.0279189,0.0244584,0.0483497,0,0.0144499,0.0122901,0,0.0244794,0.0319606,0.0473489,0.0297744,0.0133133,0.0143968,0.0498812,0.0123141,0,0,0,0,0,0.0578038,0.011334,0,0
189,0,0,0,0,0.0382843,0.0502851,0,0.0377309,0.00872274,0.0402333,0.0210798,0,0,0.0135314,0,0.0211527,0.00775316,0.0562045,0.0219741,0.02665,0.0296272,0.0526467,0.0286224,0.0336636,0.0251184,0.0519417,0.0141398,0.0168643,0.0152537,0.0144376,0.0480079,0.0155862,0.0103114,0.00334959,0.0417646,0.0109581,0.0429127,0.0154532,0.015049,0,0,0.0467749,0,0.0144905,0.0324004,0.0648708,0.0471993,0.0181134,0.00807082,0.0282017,0.0244301,0.0484015,0,0.0145793,0.0123668,0,0.0243918,0.0321365,0.0483819,0.0299157,0.0133539,0.0143536,0.0500833,0.0121406,0,0,0,0,0,0.0617147,0.0118748,0,0
190,0,0,0,0,0.0385567,0.0504647,0,0.0448227,0.00861641,0.0448084,0.0207818,0,0,0.0134472,0,0.0211073,0.00774864,0.0562675,0.0218891,0.028073,0.0294929,0.0527537,0.0308211,0.0361257,0.0261435,0.0523173,0.0151614,0.0188896,0.0173996,0.0130102,0.055755,0.0152929,0.0102835,0.00338537,0.0425634,0.0109439,0.04193,0.0153809,0.0151481,0,0,0.0470274,0,0.014545,0.0325584,0.0649086,0.0473644,0.0178758,0.00774515,0.0283088,0.0244755,0.0485862,0,0.0145281,0.012803,0,0.0244887,0.0323696,0.0492916,0.0299604,0.0133425,0.0143768,0.0503242,0.0121417,0,0,0,0,0,0.0655499,0.012346,0,0
191,0,0,0,0,0.0385943,0.0505602,0,0.0479771,0.00859152,0.046298,0.0203851,0,0,0.0134287,0,0.0210561,0.0078298,0.0565092,0.0217856,0.0287291,0.0295818,0.0527648,0.0314892,0.0370694,0.0259794,0.052263,0.0153532,0.019428,0.0178773,0.0124321,0.0585049,0.0151435,0.0102108,0.00354995,0.0440406,0.0108447,0.039565,0.0152363,0.0150088,0,0,0.0474668,0,0.0145775,0.0327559,0.0649498,0.0480055,0.0178008,0.00718023,0.0282549,0.0245328,0.0488474,0,0.0141097,0.01294,0,0.0248225,0.0326244,0.0505886,0.0302484,0.0133435,0.0145925,0.0505243,0.012086,0,0,0,0,0,0.0662993,0.0124045,0,0
192,0,0,0,0,0.0386466,0.0506614,0,0.0466889,0.00855834,0.0446841,0.0198371,0,0,0.0134022,0,0.0210532,0.00788875,0.0567676,0.0216467,0.0286638,0.0300125,0.0527423,0.0311125,0.0371115,0.0253276,0.0516481,0.0150748,0.0188757,0.0165792,0.0125007,0.0560345,0.0149259,0.0101778,0.00368068,0.0453311,0.0107024,0.0386303,0.0150036,0.0149013,0,0,0.0479354,0,0.0146384,0.0329754,0.064908,0.0481792,0.0178555,0.00638445,0.0281159,0.0247593,0.0490007,0,0.0134061,0.0126915,0,0.0252568,0.0326958,0.0518422,0.0305635,0.0133663,0.0147806,0.0506735,0.0120856,0,0,0,0,0,0.0632625,0.0119445,0,0
193,0,0,0,0,0.038724,0.0506824,0,0.0416656,0.00846973,0.0403612,0.01927,0,0,0.0133924,0,0.020995,0.00787755,0.0570306,0.0214852,0.0279867,0.0303311,0.0525569,0.0301144,0.0366629,0.0237988,0.0506847,0.0141997,0.0170587,0.0140406,0.013475,0.0491865,0.0145503,0.0101218,0.00379358,0.0464791,0.0106239,0.0398048,0.0147709,0.0147508,0,0,0.0484484,0,0.0147773,0.0333218,0.0648499,0.0480237,0.0179836,0.00545425,0.0278824,0.0252597,0.0492411,0,0.0122935,0.0121466,0,0.025542,0.0324476,0.0528816,0.0308154,0.0134839,0.0148714,0.0506661,0.0121849,0,0,0,0,0,0.0562787,0.0111956,0,0
194,0,0,0,0,0.0386492,0.0513039,0,0.0399657,0.00818552,0.0376733,0.0165223,0,0,0.014229,0,0.0211363,0.00817659,0.0566325,0.0218704,0.0259991,0.0292471,0.0527708,0.0288217,0.0349159,0.0219375,0.0503425,0.0140163,0.0158209,0.0130368,0.0141397,0.0450372,0.0137419,0.0101539,0.00411598,0.0361491,0.0104214,0.0331869,0.0102258,0.0138728,0,0,0.0498612,0,0.0149766,0.034356,0.0627972,0.0411594,0.0177714,0.0109472,0.0281706,0.0261702,0.0522129,0,0.00987386,0.0151043,0.0214511,0.0217386,0.0277243,0.0433325,0.0314274,0.0140379,0.0151483,0.05131,0.0115681,0,0,0,0,0,0.0484754,0.011698,0,0
195,0,0,0,0,0.0388562,0.0512438,0,0.0404891,0.00823151,0.0361673,0.0165243,0,0,0.0142515,0,0.0210406,0.00806212,0.0563341,0.0214507,0.0226871,0.029455,0.0523596,0.0261863,0.0320064,0.0191381,0.0490863,0.0142275,0.0156482,0.012917,0.0135329,0.0454497,0.013012,0.0100409,0.00413338,0.0372123,0.0102677,0.0338096,0.0101789,0.0137623,0,0,0.0504854,0,0.0151044,0.0347909,0.0627972,0.0398161,0.0181318,0.0106628,0.0279438,0.026979,0.0526868,0,0.00802034,0.0136138,0.0212835,0.0214105,0.0266331,0.0438363,0.0317647,0.014244,0.0154592,0.0510266,0.0116857,0,0,0,0,0,0.0445748,0.011056,0,0
196,0,0,0,0,0.0391304,0.0513538,0,0.0408553,0.0082672,0.0348445,0.0166206,0,0,0.0144803,0,0.0210319,0.00812655,0.0559287,0.0210689,0.0193218,0.0296853,0.0519267,0.0230812,0.0286679,0.0166895,0.0479298,0.0141399,0.0152876,0.0128019,0.0131865,0.0456481,0.0124045,0.00997722,0.0041868,0.0391299,0.0100802,0.0336276,0.010086,0.0136662,0,0,0.0514216,0,0.0152919,0.0355103,0.0629022,0.0382156,0.0184637,0.0105609,0.0279147,0.027919,0.0531249,0,0.00590396,0.0117306,0.0216604,0.0212908,0.0255398,0.0448837,0.0323432,0.014447,0.0159704,0.0508758,0.0117094,0,0,0,0,0,0.0426614,0.0100631,0,0
197,0,0,0,0,0.0394357,0.0516279,0,0.0393526,0.00822117,0.0335295,0.0164604,0,0,0.0150546,0,0.0211142,0.00838653,0.0553269,0.0207232,0.0170506,0.0298324,0.0515677,0.0196768,0.0254857,0.01525,0.0469216,0.0135039,0.0150914,0.0128273,0.0126068,0.0441713,0.0118079,0.00996648,0.00437289,0.040449,0.00984827,0.0323283,0.00999922,0.0134729,0,0,0.0527575,0,0.0155291,0.0364264,0.0630712,0.0355313,0.018596,0.0105906,0.0281974,0.0289193,0.0536385,0,0.00434789,0.00917718,0.0226052,0.0209848,0.0243659,0.0454187,0.0332246,0.0146166,0.016505,0.0509382,0.0115748,0,0,0,0,0,0.0395877,0.00892416,0,0
198,0,0,0,0,0.0398328,0.052145,0,0.0342963,0.00807207,0.0301388,0.0159812,0,0,0.0159617,0,0.0212852,0.00883678,0.0545784,0.0204087,0.0159999,0.0299986,0.0512964,0.0162896,0.0227717,0.0144203,0.0462213,0.0135289,0.0157242,0.0132107,0.0109643,0.0394293,0.0111355,0.00999902,0.0048488,0.0412206,0.00953931,0.0302828,0.0100502,0.0132683,0,0,0.0547802,0,0.0157967,0.0376723,0.0632089,0.0322995,0.0187276,0.00950792,0.0287483,0.0300885,0.0541202,0,0.00462978,0.00674726,0.0240527,0.0207889,0.0239236,0.0451757,0.0344361,0.0148108,0.0171651,0.0513224,0.0114793,0,0,0,0,0,0.0347167,0.00818121,0,0
199,0,0,0,0,0.0403349,0.0527442,0,0.027806,0.00787507,0.0262083,0.0155409,0,0,0.0169871,0,0.0215129,0.00939376,0.0539394,0.0203202,0.0149332,0.0303603,0.0509371,0.0135579,0.0199089,0.0134512,0.0462627,0.0150441,0.0172947,0.0141964,0.00872663,0.0332161,0.0104748,0.0100405,0.00554975,0.0417617,0.00919195,0.027905,0.0105009,0.0132218,0,0,0.0572382,0,0.0161206,0.0390983,0.0632977,0.029738,0.0188636,0.00670452,0.0294893,0.0312714,0.0545854,0,0.00644634,0.00670705,0.0257211,0.0210597,0.0251119,0.0446382,0.0357733,0.0150515,0.0178938,0.0517628,0.0116583,0,0,0,0,0,0.0315462,0.00762208,0,0
200,0,0,0,0,0.0410135,0.0532273,0,0.0224968,0.00770479,0.0246555,0.0153943,0,0,0.0176629,0,0.0217172,0.00982669,0.0542569,0.020504,0.0134891,0.0308427,0.0504307,0.0119306,0.0168893,0.0119128,0.0471243,0.0166243,0.0187018,0.0151626,0.00733698,0.0284513,0.00991117,0.0100695,0.00590743,0.0417393,0.00884591,0.0251977,0.0114096,0.0135078,0,0,0.0591531,0,0.0163941,0.0402266,0.0633615,0.0284857,0.0189431,0.00571276,0.0302559,0.0322392,0.0549216,0,0.00838998,0.00946728,0.0272782,0.0219068,0.0274413,0.0439165,0.0367511,0.0153102,0.0184336,0.0520371,0.0124248,0,0,0,0,0,0.0315349,0.00687772,0,0
201,0,0,0,0,0.0416724,0.0534701,0,0.0199516,0.0075847,0.0244822,0.0154286,0,0,0.0178714,0,0.0218687,0.0100414,0.0554256,0.020747,0.0121149,0.0313,0.0498643,0.0105916,0.0137149,0.00987323,0.0479613,0.0172301,0.0192371,0.0154831,0.00713571,0.0264558,0.00937635,0.0100736,0.00598885,0.0420575,0.00861308,0.0232724,0.0125809,0.0140692,0,0,0.0600161,0,0.0166546,0.0408756,0.0633503,0.0290815,0.0191033,0.00604657,0.0307001,0.0328782,0.0551738,0,0.0094986,0.0133509,0.0281923,0.0235149,0.030218,0.0435916,0.0373612,0.0155142,0.0187667,0.05211,0.0134497,0,0,0,0,0,0.0327595,0.00570419,0,0
202,0,0,0,0,0.0429365,0.0530146,0,0.0188982,0.00791239,0.0239165,0.0184768,0,0,0.0156155,0,0.0214791,0.00907395,0.0568642,0.0197328,0.010478,0.0331908,0.0485544,0.00806454,0.010835,0.00755474,0.0470525,0.0164147,0.0184828,0.0150808,0.00780423,0.0269636,0.00922532,0.00983413,0.00536945,0.0745018,0.00863323,0.0518426,0.0198707,0.016131,0,0,0.058537,0,0.0166008,0.0402236,0.0657281,0.0656984,0.0205455,0.00335749,0.0302533,0.0336665,0.0525067,0,0.0137644,0.0302341,0,0.0403073,0.050727,0.0740376,0.036345,0.0154294,0.0185504,0.0510465,0.0149507,0,0,0,0,0,0.0339427,0.00719713,0,0
203,0,0,0,0,0.0423585,0.0534045,0,0.0199958,0.0074809,0.0227549,0.0164881,0,0,0.0173435,0,0.0219846,0.00988115,0.0559482,0.0207824,0.00761941,0.0321494,0.0487772,0.00487421,0.00682393,0.0055706,0.0470014,0.0165795,0.0186418,0.01456,0.00819817,0.026631,0.00879132,0.00995633,0.00592336,0.0476517,0.00825966,0.025919,0.0150185,0.0152463,0,0,0.0594472,0,0.0170332,0.0414472,0.0629372,0.0372987,0.0202383,0.00861537,0.0308978,0.0341205,0.0563634,0,0.0103798,0.0199835,0.0271971,0.0301051,0.0371217,0.0478416,0.0368403,0.0160014,0.0192422,0.051617,0.0133842,0,0,0,0,0,0.0313161,0.00440546,0,0
204,0,0,0,0,0.0430717,0.0523601,0,0.019514,0.00796623,0.0205432,0.0195548,0,0,0.0147604,0,0.0214112,0.00842088,0.0566319,0.0193851,0.00643339,0.0334422,0.047636,0.0046618,0.00658497,0.00501868,0.0454614,0.0156894,0.0178055,0.0139017,0.00879838,0.0277448,0.00911691,0.00967175,0.00498486,0.0834357,0.00843235,0.0569867,0.0210407,0.016534,0,0,0.0568181,0,0.016793,0.0402127,0.0649918,0.0784175,0.0213545,0.00493929,0.0299736,0.0342725,0.0546867,0,0.0114042,0.032368,0,0.0453511,0.0544008,0.0814838,0.0351745,0.0158441,0.0189586,0.0498575,0.0139875,0,0,0,0,0,0.0297257,0.004802,0,0
205,0,0,0,0,0.0429461,0.0516995,0,0.0195207,0.00816256,0.0185893,0.0201376,0,0,0.0143209,0,0.0213022,0.00781895,0.0567809,0.019195,0.00639841,0.0337481,0.0473806,0.00590902,0.00738342,0.00536567,0.0452087,0.015339,0.017432,0.0134405,0.00921776,0.0283883,0.00934461,0.00955795,0.00464763,0.0856433,0.00847814,0.059282,0.0218561,0.0165157,0,0,0.0557168,0,0.0167241,0.0398212,0.064745,0.0848842,0.0214875,0.0057554,0.0298894,0.0340769,0.0557158,0,0.0112985,0.0320705,0,0.0473509,0.0545756,0.0812999,0.0346068,0.0158835,0.0189513,0.0490826,0.0135705,0,0,0,0,0,0.027461,0.00443824,0,0
206,0,0,0,0,0.0423935,0.0509937,0,0.0202612,0.00855704,0.0167626,0.0205452,0,0,0.0136839,0,0.0211367,0.00711954,0.0569253,0.0189958,0.00680511,0.0340376,0.0472555,0.00671566,0.00808728,0.0057453,0.0453325,0.0149132,0.0169432,0.0129864,0.0095506,0.0296409,0.00983317,0.00939541,0.00419011,0.0877819,0.00858588,0.0590851,0.022757,0.0165283,0,0,0.0545359,0,0.0165078,0.0389799,0.0647215,0.0842573,0.0216523,0.00695373,0.0297987,0.0338687,0.0564553,0,0.0115727,0.0295703,0,0.0472441,0.0544429,0.0782773,0.0336981,0.0157591,0.0186884,0.0484218,0.0136458,0,0,0,0,0,0.0258699,0.00476981,0,0
207,0,0,0,0,0,0.0543892,0,0.0214388,0.00915614,0.0154856,0.0204371,0,0,0.0126702,0,0.020944,0.00663114,0.0569206,0.0188509,0.00726993,0.0343523,0.049764,0.0069036,0.00862337,0.00601289,0.0454836,0.0142389,0.0161534,0.01243,0.00983609,0.031572,0.0111984,0.00918414,0.00362325,0.0881593,0.00893628,0.057498,0.0237374,0.0214652,0,0,0.0521784,0,0.016162,0.03707,0.0647283,0.0817085,0.0219547,0.00701304,0.0298561,0.0361145,0.0569357,0,0.0125935,0.0280123,0,0.0449961,0.0516493,0.0746734,0.0299802,0.0152526,0.0179832,0.0505959,0.0176765,0,0,0,0,0,0.0247423,0.00555392,0,0
208,0,0,0,0,0.0419438,0.0502583,0,0.0231807,0.00943178,0.0148868,0,0,0,0.0129913,0,0.0208739,0.0066865,0.0570162,0.0185307,0.00748881,0.0343319,0.0472118,0.00693222,0.00932568,0.00606197,0.0454681,0.0133222,0.0152658,0.0116593,0.0102282,0.0341447,0.0113872,0.00903223,0.00345097,0.0874336,0.00889251,0.0562701,0.0249104,0.016974,0,0,0.0523384,0,0.0161107,0.0368525,0.0645758,0.08017,0.0226494,0.00666195,0.0299479,0.0331357,0.0572667,0,0.0141367,0.0276024,0,0.0418297,0.0492371,0.0716775,0.032024,0.0151981,0.0181296,0.0478358,0.0149569,0,0,0,0,0,0.0247684,0.00666858,0,0
209,0,0,0,0,0,0.0539149,0,0.0252189,0.0101287,0.0147171,0,0,0,0.0122261,0,0.0208124,0.00579434,0.0572353,0.0181141,0.00778251,0.033496,0.0499758,0.00808536,0.0110436,0.00599558,0.0455569,0.0122741,0.0146328,0.0107454,0.0109058,0.0375871,0.0125604,0.00874571,0.00307682,0.0860622,0.00924504,0.0567033,0.0263979,0.0219988,0,0,0.0498494,0,0.0157439,0.034702,0.064074,0.0811752,0.0236856,0.00673618,0.0299604,0.0349255,0.0575553,0,0.016116,0.0265899,0,0.0423158,0.0485028,0.0694706,0.0282364,0.0143234,0.0174112,0.0500326,0.0191641,0,0,0,0,0,0.0257924,0.00787128,0,0
