Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,x72,IMU_B,IMU_M,
All Timesteps RMSE,0,0,0,0,0.0232856,0.0291003,0,0.0569385,0.0152441,0.0322473,0.00878893,0,0,0.00955732,0,0.017577,0.00462319,0.0455249,0.0364705,0.0271674,0.0162289,0.0126142,0.0240573,0.0125581,0.0178242,0.0150024,0.0508192,0.0163266,0.0241696,0.0146416,0.0120755,0.0692867,0.00806643,0.00579116,0.00563005,0.0336679,0.012218,0.0257918,0.00971877,0.0144681,0,0,0.0358475,0,0.0129444,0.0266871,0.0618011,0.0356275,0.0295275,0.0128196,0.0154222,0.028575,0.0100244,0.0561965,0.0124259,0.0143272,0.0163101,0.0220995,0.0276144,0.0484867,0.036839,0.0196038,0.0145698,0.0119532,0.0270001,0.0132985,0,0,0,0,0,0,0,0
0,0,0,0,0,0.0253956,0.0318149,0,0.0285839,0.01469,0.0160585,0.012343,0,0,0.0141759,0,0.0180837,0.00495554,0.0474988,0.0150132,0.0214721,0.0103687,0.0167739,0.0306163,0.00537063,0.0046728,0.00359229,0.0475491,0.0169324,0.0197259,0.0129356,0.00666221,0.0280032,0.00853739,0.00611979,0.00640787,0.03685,0.0137086,0.0206966,0.011932,0.0154281,0,0,0.0274288,0,0.0117754,0.0214315,0.0644277,0.0448459,0.0312563,0.0162552,0.0137729,0.0268101,0.0175409,0.0612652,0.0171307,0.0233674,0.00571162,0.0220993,0.0238623,0.0243924,0.0303897,0.0144512,0.00879722,0.0101784,0.0285561,0.0144493,0,0,0,0,0,0,0,0
1,0,0,0,0,0.0252559,0.0317617,0,0.0278387,0.0145813,0.0156897,0.0118946,0,0,0.0138706,0,0.0179393,0.00505724,0.0476371,0.0146298,0.0215244,0.00998726,0.0164393,0.0309343,0.00459512,0.0045482,0.00293331,0.0478675,0.0170847,0.0197491,0.0128399,0.00648281,0.0276021,0.00867342,0.00599596,0.00626233,0.0296767,0.013908,0.0171009,0.0131298,0.0147272,0,0,0.026789,0,0.0118122,0.0207626,0.0647252,0.0376178,0.0324915,0.0156232,0.0143485,0.0264124,0.017496,0.0607743,0.01692,0.0239516,0,0.0223602,0.0237621,0.0240843,0.0228878,0.0142507,0.00774446,0.00987564,0.0289521,0.0143377,0,0,0,0,0,0,0,0
2,0,0,0,0,0.0253305,0.0320466,0,0.0281915,0.0145593,0.0154951,0.0113457,0,0,0.013769,0,0.0179297,0.00514991,0.047515,0.0139555,0.0218326,0.010255,0.0161058,0.0313463,0.00474204,0.00459144,0.0031509,0.0482575,0.0173261,0.0200033,0.0127857,0.00641824,0.0279643,0.00865174,0.00589616,0.00620836,0.0266787,0.0140044,0.0168002,0.0131964,0.0144133,0,0,0.0267426,0,0.0118332,0.02058,0.0647622,0.0349184,0.0326127,0.0151326,0.0145315,0.0264037,0.0175891,0.060628,0.0167531,0.0243796,0,0.0232821,0.0243661,0.0253975,0.0187758,0.0142082,0.00735403,0.00974174,0.0293227,0.0142668,0,0,0,0,0,0,0,0
3,0,0,0,0,0.0253968,0.0325738,0,0.028823,0.0144535,0.0153623,0.0107152,0,0,0.0136504,0,0.0178961,0.00514885,0.047272,0.0137655,0.0222918,0.0107575,0.0157785,0.0317569,0.00547915,0.00500071,0.00378599,0.0486472,0.0174393,0.0201165,0.0127617,0.00649402,0.0285308,0.00850618,0.00587744,0.00611772,0.0253797,0.0140288,0.017956,0.0130308,0.0142959,0,0,0.0268614,0,0.0118465,0.0205459,0.0645778,0.0354134,0.0324887,0.014734,0.0146293,0.0264015,0.0177939,0.0606893,0.0166115,0.0246473,0.0120303,0.0245969,0.0256832,0.0274222,0.0164522,0.0143211,0.00747434,0.00961964,0.0296551,0.0142516,0,0,0,0,0,0,0,0
4,0,0,0,0,0.0254095,0.0330147,0,0.0295655,0.0143446,0.015324,0.0103334,0,0,0.0134329,0,0.0179396,0.00505463,0.0470361,0.0139533,0.0227027,0.0111045,0.0155744,0.0320349,0.00499266,0.00565861,0.00422119,0.0488378,0.0174395,0.0199802,0.0126678,0.00666948,0.0292109,0.0083158,0.00595848,0.00603594,0.0234575,0.0140962,0.0185707,0.0131327,0.0142152,0,0,0.0272099,0,0.0119047,0.0206029,0.0645519,0.0353561,0.0325573,0.0143695,0.0146799,0.0265068,0.0175402,0.0603131,0.0166857,0.0244429,0.0137666,0.0255958,0.0262463,0.028481,0.0129761,0.014506,0.00779579,0.00943669,0.0298865,0.0141417,0,0,0,0,0,0,0,0
5,0,0,0,0,0.0254073,0.0332871,0,0.030224,0.0143394,0.0153731,0.0101709,0,0,0.0132598,0,0.017959,0.00497554,0.0467454,0.0141856,0.0229647,0.0113585,0.0152953,0.0321132,0.00407395,0.00628344,0.00474426,0.0490828,0.0174625,0.0198915,0.0125265,0.00683991,0.0300156,0.0082037,0.00600274,0.00595865,0.0218274,0.0142117,0.0195344,0.0133092,0.0142989,0,0,0.0274563,0,0.0119673,0.0205935,0.0645828,0.0360476,0.0326069,0.0141927,0.0146398,0.0266254,0.0169042,0.0600167,0.016859,0.0242123,0.0153566,0.0262383,0.0257218,0.0297788,0.010311,0.0145106,0.00827967,0.00908906,0.0299683,0.0141087,0,0,0,0,0,0,0,0
6,0,0,0,0,0.0254427,0.0332757,0,0.0308092,0.0143934,0.0154832,0.0102431,0,0,0.0131608,0,0.0179651,0.00493699,0.04636,0.0141985,0.023036,0.0114719,0.014988,0.0320548,0.00390987,0.00682384,0.00481837,0.0492794,0.0175643,0.0199851,0.012363,0.00703705,0.0308376,0.00822204,0.00602124,0.00593796,0.0204248,0.0142644,0.0205002,0.0136403,0.014494,0,0,0.0275488,0,0.0119433,0.0204829,0.0646385,0.0373379,0.0325496,0.0139672,0.0145203,0.0268028,0.0164055,0.0597155,0.0168866,0.0238949,0.0165661,0.0267444,0.0255441,0.0313496,0.00853608,0.0144257,0.00838323,0.00883623,0.0298601,0.0141624,0,0,0,0,0,0,0,0
7,0,0,0,0,0.0254962,0.0331173,0,0.0315126,0.0145065,0.01565,0.010503,0,0,0.0130164,0,0.018107,0.00504924,0.0459168,0.0142027,0.0230358,0.0114951,0.0146271,0.0319539,0.00419878,0.00723631,0.00490559,0.0494558,0.017756,0.0201871,0.0122602,0.00724995,0.0318246,0.00839225,0.00608328,0.00603098,0.0191045,0.0142817,0.0213123,0.013886,0.0146723,0,0,0.0275752,0,0.0118995,0.0203648,0.0646804,0.0389434,0.0324673,0.0136064,0.0143114,0.0269973,0.0159817,0.0594053,0.0167477,0.0234515,0.0174504,0.0272147,0.0257172,0.0331389,0.00819767,0.0143792,0.00827665,0.00866586,0.0296579,0.0142417,0,0,0,0,0,0,0,0
8,0,0,0,0,0.0255406,0.0330268,0,0.0324383,0.0146572,0.0159686,0.0108807,0,0,0.0127928,0,0.0182696,0.00520835,0.0454526,0.0142649,0.0229639,0.0115484,0.0142693,0.0316683,0.00453235,0.00758337,0.00505377,0.0496477,0.0179814,0.0204574,0.0122372,0.00746561,0.0331991,0.00855888,0.00613852,0.00613827,0.0178861,0.0142931,0.0217082,0.0138095,0.0147425,0,0,0.0275813,0,0.0118744,0.020254,0.0647275,0.0400213,0.032473,0.0130931,0.0139594,0.0271616,0.015453,0.0590284,0.0163278,0.0229324,0.0181471,0.0276126,0.0259056,0.0342016,0.00937272,0.0143961,0.00826242,0.00849202,0.0293963,0.01427,0,0,0,0,0,0,0,0
9,0,0,0,0,0.0256097,0.0327625,0,0.0338563,0.0147122,0.0164541,0.0114259,0,0,0.0123852,0,0.0182308,0.00530161,0.0450033,0.0144901,0.0228038,0.0116364,0.0139626,0.0312099,0.00518141,0.00788904,0.00515755,0.0499213,0.0183312,0.0208725,0.0122883,0.00767085,0.035015,0.0086367,0.00615609,0.00615758,0.0165808,0.0144007,0.0215907,0.0136801,0.0148109,0,0,0.0274137,0,0.0118909,0.0200662,0.0648011,0.0403161,0.0324944,0.0126018,0.0135256,0.0272525,0.0148714,0.0587094,0.015787,0.0222798,0.0187189,0.0278449,0.0259795,0.0346308,0.0113264,0.0143015,0.0083389,0.00828887,0.0289927,0.0143241,0,0,0,0,0,0,0,0
10,0,0,0,0,0.00835576,0.0250557,0,0.0380032,0.0162381,0.0178027,0.0128467,0,0,0.00804229,0,0.0175232,0.00537854,0.0459831,0.0146843,0.0225695,0.0114613,0.0117266,0.0326868,0.00549339,0.00803484,0.00462501,0.0494232,0.0189951,0.021998,0.0128488,0.00743692,0.0396198,0.00926729,0.0054936,0.00660893,0.0166885,0.0133167,0.020746,0.0152694,0.0173125,0,0,0.0350666,0,0.0124917,0.0250644,0.0651834,0.0394973,0.0342395,0.0121234,0.0123226,0.0317113,0.0147224,0.0581568,0.0152627,0.0218276,0.0191407,0.0279046,0.0255197,0.0349417,0.0135033,0.0306879,0.00901148,0.00989187,0.0268351,0.0120638,0,0,0,0,0,0,0,0
11,0,0,0,0,0.00866511,0.0248808,0,0.0380323,0.01601,0.0180545,0.0114364,0,0,0.00842063,0,0.0174858,0.00542787,0.0456296,0.0149627,0.0234232,0.0110099,0.0116206,0.032467,0.00588085,0.00790135,0.00477305,0.0493955,0.0189079,0.0217665,0.0128069,0.00767131,0.0398314,0.00932795,0.00556511,0.00674787,0.0150918,0.0132003,0.0196141,0.0141516,0.0174333,0,0,0.0356606,0,0.0125225,0.025389,0.0649017,0.0380161,0.0336186,0.0116903,0.0126843,0.0317622,0.013883,0.0578796,0.0147291,0.0206995,0.019685,0.0278432,0.0253186,0.0352334,0.0159994,0.0310775,0.00935489,0.00988038,0.026574,0.012534,0,0,0,0,0,0,0,0
12,0,0,0,0,0.00885971,0.024423,0,0.038528,0.015798,0.0184689,0.0104017,0,0,0.00892594,0,0.0175658,0.00541815,0.0454344,0.0153143,0.0241815,0.0105754,0.0114024,0.0317602,0.00573567,0.00770978,0.00458874,0.0493851,0.0188522,0.021671,0.0128004,0.00787551,0.0405312,0.00924762,0.00570649,0.00681998,0.0143555,0.0132211,0.0179543,0.0133262,0.0168283,0,0,0.0355259,0,0.0125027,0.0251855,0.0646001,0.0352681,0.0328214,0.0113799,0.0128074,0.0309105,0.013128,0.0578828,0.0139033,0.0195735,0.0202967,0.0274877,0.0251131,0.0353464,0.0180586,0.0306201,0.00930531,0.00974975,0.0259824,0.0126224,0,0,0,0,0,0,0,0
13,0,0,0,0,0.0101059,0.0237467,0,0.0389819,0.0151485,0.0190227,0.00952789,0,0,0.0105559,0,0.0178034,0.00549515,0.0452215,0.0154431,0.0246842,0.0102666,0.0110806,0.0296068,0.00535304,0.00753755,0.00472549,0.0494514,0.0189437,0.0216856,0.0129049,0.00812699,0.0415112,0.00893648,0.00602853,0.00674476,0.0147796,0.0138066,0.0156602,0.012517,0.0113336,0,0,0.032473,0,0.0123291,0.022839,0.0641977,0.0312418,0.0321321,0.0111674,0.012732,0.0246534,0.012212,0.0579171,0.0130259,0.0183358,0.0206778,0.0270398,0.0245909,0.0349094,0.019951,0.0255599,0.00850576,0.00872301,0.0238273,0.0111691,0,0,0,0,0,0,0,0
14,0,0,0,0,0.0190503,0.0247334,0,0.0409073,0.0162584,0.0196069,0.00831775,0,0,0.00804072,0,0.0174056,0.00561327,0.0450828,0.0153344,0.0261389,0.0103006,0.00949368,0.0325979,0.00490885,0.00785011,0.00449214,0.0492175,0.0193961,0.022298,0.0132088,0.00809612,0.0441299,0.00984628,0.00553015,0.00707254,0.0159162,0.0121642,0.0128828,0.0121196,0.0400235,0,0,0.0437817,0,0.0130134,0.0308257,0.0634902,0.0264292,0.0320994,0.0112991,0.0120546,0.0577473,0.0113667,0.058117,0.0126602,0.0171266,0.0200868,0.02638,0.0236842,0.0336034,0.0210813,0.0476326,0.0108051,0.0115582,0.0310553,0.0250319,0,0,0,0,0,0,0,0
15,0,0,0,0,0.0233248,0.0269381,0,0.0426706,0.016836,0.020256,0.00783403,0,0,0.00732336,0,0.0171256,0.00615104,0.0446357,0.0153627,0.0269956,0.0100972,0.00871502,0.0337553,0.00502296,0.00796207,0.00427613,0.0491783,0.0197227,0.022826,0.0134022,0.00830099,0.0465959,0.0110357,0.00515722,0.00718646,0.0167765,0.0114981,0.011029,0.011967,0.0470863,0,0,0.0479976,0,0.013371,0.0339147,0.0626993,0.0221928,0.0317864,0.011585,0.0118557,0.0671427,0.0105556,0.0583664,0.0125566,0.0159831,0.0182429,0.025654,0,0.0321237,0.0216824,0.0543079,0.0120001,0.0126713,0.0342959,0.0286412,0,0,0,0,0,0,0,0
16,0,0,0,0,0.0228108,0.0299088,0,0.041297,0.0151073,0.0206509,0.00725417,0,0,0.0105189,0,0.0175038,0.00577822,0.0437681,0.0163551,0.0263951,0.00946663,0.0107922,0.027939,0.00528512,0.00714409,0.00504387,0.0494945,0.0195447,0.0221876,0.0131712,0.00902928,0.045081,0.00972586,0.00587966,0.0065017,0.018714,0.0139683,0.00977713,0.00981398,0.0115741,0,0,0.0312544,0,0.0121318,0.0218405,0.0614206,0.0172092,0.0295182,0.0116171,0.0134098,0.0251868,0.00927494,0.0587287,0.012294,0.0144108,0.015613,0.0247949,0.021962,0.0298348,0.0223753,0.0160655,0.00934739,0.00791581,0.0260404,0.0133406,0,0,0,0,0,0,0,0
17,0,0,0,0,0.0228455,0.029829,0,0.042324,0.0151417,0.0212622,0.00627459,0,0,0.0098508,0,0.0174424,0.00534612,0.0434925,0.0168148,0.0274464,0.00877963,0.0103854,0.0272137,0.00477377,0.0067903,0.00500047,0.0491483,0.019399,0.0220743,0.0131211,0.00926526,0.0461617,0.00910202,0.00582002,0.00642134,0.0199237,0.0136443,0.0110696,0.00882789,0.0117777,0,0,0.0317928,0,0.0120891,0.022283,0.0606656,0.015447,0.0286533,0.0119058,0.0135959,0.0254015,0.00850717,0.0592853,0.0121352,0.0132784,0.0140141,0.0237991,0,0.0280386,0.0218342,0.0164872,0.00960891,0.00826758,0.0258875,0.0133876,0,0,0,0,0,0,0,0
18,0,0,0,0,0.0228699,0.029776,0,0.0435803,0.015216,0.0218823,0.00577644,0,0,0.00929639,0,0.0174024,0.00512386,0.0434394,0.0173801,0.0283849,0.00820181,0.0100309,0.0265751,0.00458058,0.00653885,0.00492056,0.0488303,0.0192422,0.0219795,0.0130931,0.0094906,0.0475845,0.00877587,0.00576124,0.00641459,0.0206086,0.0135653,0.0127971,0.00793857,0.0118949,0,0,0.0322727,0,0.0121572,0.0226358,0.0601389,0.0155254,0.0279117,0.0120041,0.0138056,0.0256546,0.00764002,0.0596186,0.0120321,0.0120696,0.0116917,0.0228864,0,0.0267431,0.0209892,0.0169548,0.00973055,0.00852056,0.025789,0.0134518,0,0,0,0,0,0,0,0
19,0,0,0,0,0.0228615,0.0297348,0,0.0447754,0.0153263,0.022633,0.00565742,0,0,0.00871153,0,0.0173973,0.00494565,0.0433996,0.0177643,0.0290767,0.00749412,0.00971574,0.0259551,0.00451727,0.00611938,0.00479884,0.0485045,0.0190269,0.0217297,0.0131255,0.00970485,0.0492023,0.00846314,0.00571313,0.00636761,0.0206298,0.013476,0.0140529,0.00736047,0.0120462,0,0,0.0327398,0,0.0122037,0.0230157,0.0597975,0.0158939,0.0272728,0.0118503,0.0140753,0.0258726,0.00680645,0.0595714,0.0118456,0.010781,0.00892901,0.0221737,0.0214892,0.0256157,0.0200782,0.0173029,0.00984,0.0086957,0.0255048,0.0135618,0,0,0,0,0,0,0,0
20,0,0,0,0,0.0229174,0.0296994,0,0.0462224,0.0152068,0.0234762,0.00560114,0,0,0.00822537,0,0.0173118,0.00486079,0.0433442,0.0182293,0.0295562,0.00670088,0.00945287,0.0255699,0.00445603,0.00561951,0.00466934,0.0481061,0.0188288,0.021547,0.0131945,0.00994307,0.0512348,0.00822957,0.00575867,0.006284,0.0207081,0.013407,0.0154476,0.00725341,0.0121554,0,0,0.0333325,0,0.0123103,0.02351,0.0596234,0.0165445,0.0268761,0.0115229,0.0143556,0.0260909,0.00597644,0.0594949,0.0114125,0.00942722,0.00657504,0.0214225,0.0213861,0.0253767,0.0195854,0.0176864,0.0100279,0.00886294,0.0253327,0.0136756,0,0,0,0,0,0,0,0
21,0,0,0,0,0.0228881,0.0296648,0,0.0481082,0.0150861,0.0243098,0.00583678,0,0,0.00773653,0,0.0172437,0.00480996,0.0433176,0.0184111,0.0300364,0.00598545,0.00929952,0.0250406,0.00453773,0.0051699,0.00469002,0.0476113,0.0186335,0.0214734,0.0133417,0.0101541,0.0535646,0.00802449,0.00582722,0.00624981,0.0201805,0.0132043,0.0163202,0.00721591,0.0122764,0,0,0.034038,0,0.0123284,0.0240117,0.0595385,0.0172567,0.0266254,0.0111557,0.014707,0.0263025,0.00530786,0.0592461,0.0110138,0.0082443,0.00481712,0.0206768,0.0216383,0.0249332,0.0182768,0.0180715,0.0102435,0.0090517,0.025434,0.0137538,0,0,0,0,0,0,0,0
22,0,0,0,0,0.0228433,0.029717,0,0.0501131,0.0151229,0.0253091,0.0061017,0,0,0.00718004,0,0.0172709,0.00476136,0.0432827,0.018743,0.0304161,0.0053426,0.00925377,0.0244273,0.00467295,0.00468232,0.00490008,0.047094,0.0183759,0.0214555,0.0134663,0.0102919,0.0559442,0.0077993,0.0058665,0.00629481,0.0190565,0.0130468,0.0168369,0.00716007,0.0124263,0,0,0.0346965,0,0.0123473,0.0244587,0.0593523,0.0180769,0.0264511,0.0107812,0.0150829,0.0265687,0.00463136,0.0587682,0.0103265,0.00729901,0.00398407,0.019982,0.0220881,0.021333,0.0158985,0.0184662,0.0104253,0.00920196,0.0255544,0.0138135,0,0,0,0,0,0,0,0
23,0,0,0,0,0.0228191,0.029728,0,0.0519904,0.0152423,0.0263188,0.0061807,0,0,0.00661091,0,0.0172687,0.00466324,0.0432978,0.0194283,0.0306766,0.00485566,0.00921613,0.0238202,0.00486663,0.00410361,0.00530452,0.0466288,0.018209,0.0213486,0.013524,0.0104067,0.058246,0.00747853,0.00581071,0.00629336,0.0173339,0.0129772,0.0168378,0.00706879,0.0126147,0,0,0.0352307,0,0.0123862,0.0248363,0.0589749,0.0184776,0.0263644,0.0105122,0.0154493,0.0269062,0.00425458,0.0581264,0.00959653,0.00661901,0.00364511,0.0193069,0.0222827,0.0191499,0.0126034,0.0188286,0.0105622,0.00931621,0.0256831,0.0138505,0,0,0,0,0,0,0,0
24,0,0,0,0,0.0227334,0.0296351,0,0.0537755,0.0151891,0.0271753,0.0064255,0,0,0.00581696,0,0.0171536,0.00444497,0.0433188,0.0203441,0.0308073,0.0046439,0.00933623,0.023196,0.00490081,0.00375401,0.00592449,0.0462001,0.0179901,0.0212929,0.0135683,0.0104906,0.0603221,0.00709294,0.00573572,0.00622917,0.0155053,0.0130185,0.0165241,0.00706864,0.0128481,0,0,0.0358896,0,0.0124947,0.0252676,0.0592926,0.01906,0.0265057,0.0107411,0.0159098,0.0273761,0.00449957,0.0576677,0.00928376,0.00643641,0.00344412,0.0186523,0.0222328,0.0185266,0.00898257,0.0192539,0.0107064,0.00942511,0.0258383,0.0138662,0,0,0,0,0,0,0,0
25,0,0,0,0,0.0227483,0.0296075,0,0.0554073,0.0150934,0.0280169,0.00675773,0,0,0.0050301,0,0.0170346,0.00425751,0.0432555,0.0210068,0.0308664,0.00470778,0.00954066,0.0227019,0.00498225,0.0036927,0.00680617,0.0457554,0.0176814,0.0212369,0.0135757,0.010515,0.0620893,0.006744,0.0056876,0.00617313,0.0144773,0.0129626,0.0159529,0.00713412,0.0131123,0,0,0.0365282,0,0.0125514,0.0256999,0.0595985,0.0194617,0.0266656,0.0115042,0.0163523,0.0278365,0.00524255,0.0569203,0.0095438,0.00681539,0.00344236,0.0180302,0.0218472,0.0178914,0.00609827,0.0195977,0.0109391,0.00951081,0.0261443,0.0139109,0,0,0,0,0,0,0,0
26,0,0,0,0,0.0226985,0.0298275,0,0.0570301,0.0149646,0.028949,0.00730246,0,0,0.00428444,0,0.0169221,0.00415012,0.0432823,0.0215362,0.0310212,0.00505084,0.00977744,0.0222832,0.00526167,0.00396505,0.00749771,0.0452477,0.0173548,0.0209962,0.0136746,0.0104746,0.0637429,0.00639654,0.00564442,0.00613853,0.0146701,0.0128609,0.0155135,0.00726775,0.0133159,0,0,0.0371598,0,0.0125484,0.0261112,0.0597631,0.0198938,0.0268344,0.012718,0.0167449,0.0282052,0.00614946,0.0558836,0.0103647,0.00745779,0.00376821,0.0173339,0.0216073,0.0169511,0.00496542,0.0198965,0.0111569,0.00953006,0.026459,0.0138359,0,0,0,0,0,0,0,0
27,0,0,0,0,0.0225371,0.0299883,0,0.0588873,0.014972,0.0300667,0.00767825,0,0,0.00351343,0,0.016871,0.0041171,0.0433906,0.0220972,0.0310509,0.00551284,0.010087,0.0219053,0.00576547,0.00416153,0.00826266,0.0445637,0.0170846,0.0209033,0.0139226,0.0104152,0.0654647,0.00608424,0.0055991,0.0060621,0.015648,0.0128544,0.015786,0.00735643,0.013477,0,0,0.0377159,0,0.0125876,0.026438,0.0600499,0.0208515,0.0269688,0.0139759,0.0170768,0.0285721,0.00685856,0.0549578,0.0113265,0.00791134,0.00431979,0.0165936,0.0217017,0.0159193,0.00545367,0.0202028,0.0113319,0.00954384,0.0269138,0.013621,0,0,0,0,0,0,0,0
28,0,0,0,0,0.0223964,0.0300995,0,0.0607882,0.0150002,0.031133,0.00814316,0,0,0.00276419,0,0.0168217,0.00415391,0.0434871,0.0227191,0.0309454,0.00604399,0.0104789,0.0216388,0.00631606,0.00436923,0.00907559,0.0438628,0.0167924,0.0208393,0.0141344,0.010287,0.0671379,0.00591988,0.00556523,0.00594011,0.0167431,0.012931,0.0166082,0.00725389,0.0136359,0,0,0.0382646,0,0.0126757,0.0267338,0.0603744,0.0224756,0.0270116,0.0150559,0.0173357,0.0289642,0.00739103,0.0542203,0.0118619,0.00808885,0.00458218,0.015971,0.0220244,0.0148417,0.00604415,0.0205564,0.0114917,0.0095846,0.0271078,0.0133588,0,0,0,0,0,0,0,0
29,0,0,0,0,0.0222789,0.0301796,0,0.06221,0.015038,0.0318958,0.00840567,0,0,0.00225288,0,0.0167488,0.00410703,0.0434888,0.0234011,0.0306819,0.00669051,0.010891,0.0214125,0.00695083,0.00478743,0.00997839,0.0432233,0.0163941,0.0205361,0.0142031,0.0101337,0.0685295,0.00582914,0.00550289,0.00588991,0.0177805,0.012929,0.0177514,0.00720121,0.0138077,0,0,0.0388028,0,0.012701,0.0270167,0.060662,0.0247304,0.0270366,0.0159095,0.0174768,0.0293786,0.00808238,0.0535942,0.0120751,0.00823812,0.00516767,0.0155392,0.0224226,0.0137067,0.00591944,0.0208532,0.0116211,0.00956759,0.0271517,0.0131102,0,0,0,0,0,0,0,0
30,0,0,0,0,0.0221984,0.0304214,0,0.0635328,0.014997,0.0325672,0.0083332,0,0,0.00192298,0,0.0166331,0.00397827,0.043385,0.0240946,0.0302997,0.00715616,0.0112495,0.0214916,0.00750603,0.00506212,0.0107591,0.0426582,0.016042,0.0202596,0.0141601,0.00996918,0.0699321,0.00571653,0.00553067,0.00572536,0.0146093,0.0127706,0.0175775,0.00718894,0.013936,0,0,0.0390635,0,0.0125513,0.0271428,0.0604838,0.0259872,0.0270726,0.0155836,0.0175179,0.0297351,0.00929387,0.0531312,0.0122306,0.00914719,0.0078611,0.0143743,0.0227341,0.0103818,0.00638422,0.0209781,0.0117194,0.00947696,0.027441,0.0129696,0,0,0,0,0,0,0,0
31,0,0,0,0,0.0219077,0.0301758,0,0.0642176,0.015082,0.033145,0.00821571,0,0,0.0022016,0,0.0165598,0.00414852,0.0433126,0.0245872,0.0300864,0.00769919,0.0117503,0.0209407,0.00801121,0.0056859,0.0115963,0.0421678,0.0157604,0.0200132,0.0140594,0.00971136,0.0704902,0.00590159,0.00538633,0.00571378,0.0204432,0.0126068,0.0239333,0.00740062,0.0141668,0,0,0.0399084,0,0.0125039,0.0276124,0.0600405,0.033583,0.0270842,0.0150754,0.0176257,0.0302826,0.010886,0.0528581,0.0128753,0.0109283,0.0129393,0.0153702,0.0249066,0.00426178,0.024339,0.0212437,0.011997,0.00950541,0.0275936,0.0126055,0,0,0,0,0,0,0,0
32,0,0,0,0,0.0217608,0.0300399,0,0.0652696,0.015258,0.0336924,0.00779751,0,0,0.00272895,0,0.0165036,0.00416982,0.0432641,0.0249823,0.0300164,0.00789417,0.0120721,0.0206779,0.00835314,0.00575481,0.0120401,0.0417815,0.0156641,0.0201918,0.0142355,0.00947335,0.0716019,0.00603748,0.00529164,0.00552496,0.0333037,0.0127843,0.0335148,0.00771661,0.0143678,0,0,0.040383,0,0.0125765,0.0278441,0.0594741,0.0438056,0.0271534,0.0148959,0.0177448,0.0307867,0.0127848,0.0531884,0.0140336,0.0134594,0.0168429,0.018972,0.0283949,0.00336033,0.0391126,0.0214155,0.0120883,0.00948185,0.0279287,0.0123353,0,0,0,0,0,0,0,0
33,0,0,0,0,0.0215939,0.0299883,0,0.0660903,0.0153927,0.0339516,0.00775222,0,0,0.00352063,0,0.0164197,0.00432147,0.0432252,0.0250964,0.0298858,0.00784698,0.0122778,0.0206836,0.00858322,0.00553831,0.0120463,0.0414015,0.0155965,0.0203662,0.0146376,0.00920841,0.0726629,0.00638636,0.00519183,0.0054754,0.0448175,0.0128921,0.0424069,0.00799009,0.0144668,0,0,0.0407818,0,0.0125991,0.0280172,0.0588503,0.0536448,0.0272262,0.0149372,0.0178223,0.0311906,0.0148691,0.0537534,0.0158627,0.0161285,0.0200344,0.0230783,0.031839,0.00724394,0.0511482,0.021612,0.012075,0.00941657,0.0282432,0.0121294,0,0,0,0,0,0,0,0
34,0,0,0,0,0.0213651,0.0299834,0,0.0667391,0.0155085,0.0339829,0.00789349,0,0,0.00430159,0,0.0162992,0.00452221,0.0431652,0.0250596,0.0296319,0.00749526,0.0123882,0.0207436,0.00865557,0.00525639,0.0117978,0.0410631,0.0157118,0.0206048,0.014718,0.00894661,0.0735867,0.00688393,0.0050744,0.00551131,0.0534733,0.0129676,0.0492543,0.0082062,0.0145194,0,0,0.0410801,0,0.0125979,0.0280799,0.0582968,0.0615552,0.0272144,0.0152539,0.017876,0.0315608,0.0168896,0.0544272,0.0179205,0.0186421,0.0222501,0.0265539,0.0346394,0.0104368,0.0599506,0.0218129,0.0120951,0.00936963,0.0285358,0.0119518,0,0,0,0,0,0,0,0
35,0,0,0,0,0.0211251,0.0299406,0,0.0672743,0.0155457,0.0338818,0.00800861,0,0,0.00510918,0,0.016119,0.00474088,0.0430265,0.0250865,0.0293205,0.0068528,0.0124937,0.0209209,0.00859916,0.00493383,0.0114315,0.040706,0.0158608,0.0207984,0.0145497,0.00873923,0.0742234,0.00747407,0.00495995,0.00552694,0.0592665,0.0130581,0.0539428,0.00829916,0.0145349,0,0,0.041378,0,0.0126163,0.0281301,0.0578148,0.0673852,0.0272418,0.0152492,0.0179529,0.0319402,0.0184467,0.0548818,0.0193061,0.0205993,0.0237999,0.0291016,0.0368182,0.0125722,0.065954,0.0220371,0.0120594,0.00930203,0.0288052,0.0117892,0,0,0,0,0,0,0,0
