Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,x72,IMU_B,IMU_M,
110,0,0,0,0,0.0246862,0.0279905,0,0.0238274,0.0137701,0.0187768,0.0106679,0,0,0.0123676,0,0.0180325,0.00442218,0.051031,0.0190318,0.0238789,0.0113669,0.0168329,0.0213604,0.00606026,0.00742606,0.0060412,0.0441873,0.0180782,0.0225396,0.0146293,0.00711533,0.0256749,0.00779329,0.0062974,0.00521779,0.0485691,0.010562,0.0429251,0.0139588,0.0142477,0,0,0.0372259,0,0.0141568,0.0304619,0.0663058,0.0664384,0.0334476,0.0144807,0.0135696,0.0290687,0.0116399,0.0577991,0.014262,0.0209685,0.0291172,0,0.0391911,0,0.044542,0.0206426,0.0178317,0.0147191,0.0254821,0.0110193,0,0,0,0,0,0,0,0
111,0,0,0,0,0.0243269,0.0278695,0,0.0228898,0.0139678,0.017185,0.0110481,0,0,0.0124052,0,0.0181887,0.00495234,0.0509205,0.017717,0.0237516,0.0119692,0.017107,0.0212387,0.00602701,0.00693697,0.00611736,0.0447012,0.0183306,0.0224011,0.0143413,0.00710795,0.0250991,0.00846883,0.00635649,0.00544638,0.0516023,0.0105165,0.0451965,0.0142637,0.0141273,0,0,0.0366587,0,0.0141291,0.0300076,0.0664956,0.0708289,0.0333265,0.0144419,0.0139115,0.0289589,0.0127703,0.0581095,0.0144239,0.0222513,0.0303731,0,0.0399537,0,0.0459496,0.0203502,0.0176962,0.014647,0.025296,0.0109245,0,0,0,0,0,0,0,0
112,0,0,0,0,0.0241913,0.0283102,0,0.023104,0.0139496,0.0161001,0.0103106,0,0,0.0132639,0,0.0183552,0.00562793,0.0499143,0.0162906,0.0241099,0.0123744,0.0168818,0.0218331,0.00559459,0.00640931,0.00556349,0.0460374,0.0184421,0.0220295,0.0138586,0.00725218,0.0249103,0.00947221,0.00646348,0.00566868,0.029129,0.0104704,0.0207978,0.0131496,0.0146533,0,0,0.0366309,0,0.014166,0.029911,0.0654668,0.0447184,0.0329056,0.0157475,0.0155081,0.028938,0.0134378,0.0595944,0.0155493,0.0195645,0.0179174,0.0242396,0.0295881,0,0.0200407,0.0203406,0.0176388,0.0146674,0.0257045,0.0124545,0,0,0,0,0,0,0,0
113,0,0,0,0,0.0238553,0.0282081,0,0.0240033,0.0141332,0.0155285,0.0103592,0,0,0.0130215,0,0.0182426,0.00580687,0.049659,0.0158645,0.0237115,0.0121946,0.0171196,0.0215141,0.00544396,0.00589735,0.00539617,0.046361,0.0177343,0.0206943,0.0132172,0.0074574,0.0256171,0.00961072,0.00640933,0.00583119,0.0306114,0.0104982,0.0199291,0.0130604,0.0143515,0,0,0.0360017,0,0.0140721,0.0293264,0.0654454,0.0454987,0.0327528,0.015766,0.0157319,0.0286081,0.0143362,0.0599009,0.0156089,0.0208892,0.0173525,0.0242599,0.0289646,0,0.0172235,0.0200141,0.0172222,0.0144866,0.025588,0.0125604,0,0,0,0,0,0,0,0
114,0,0,0,0,0.0237921,0.0281841,0,0.0251808,0.0142449,0.015225,0.0104083,0,0,0.0127657,0,0.018075,0.0058274,0.0495738,0.0154586,0.0233954,0.0120529,0.0173681,0.0212431,0.00528853,0.00554244,0.00535275,0.0467358,0.0171014,0.0195564,0.0126936,0.00747323,0.026163,0.00955658,0.00632977,0.00587351,0.0355481,0.0105542,0.0203181,0.0130585,0.0141895,0,0,0.035607,0,0.0139842,0.0289081,0.0654329,0.0461874,0.0326186,0.0158856,0.0160595,0.0282184,0.0153422,0.0601407,0.0159264,0.0224154,0.0170954,0.0243259,0.0290443,0,0.0193063,0.0197263,0.0168354,0.0143006,0.0255788,0.0128358,0,0,0,0,0,0,0,0
115,0,0,0,0,0.023724,0.0282303,0,0.0260746,0.0142399,0.0149824,0.0103901,0,0,0.0122539,0,0.0178324,0.00564297,0.0495743,0.0149775,0.0231569,0.0117778,0.0174403,0.0210055,0.00489975,0.00498135,0.00520624,0.0470714,0.0168123,0.0189912,0.0124464,0.00727972,0.0261708,0.00907186,0.00624522,0.00575995,0.0366216,0.010645,0.0218612,0.0131163,0.014073,0,0,0.0354266,0,0.0139259,0.0286411,0.0654462,0.0482794,0.0325109,0.0158356,0.0163559,0.0278797,0.0161431,0.0602866,0.0162357,0.0234475,0.0168715,0.0246117,0.0292154,0,0.0202727,0.019458,0.0164911,0.014142,0.0256106,0.0129906,0,0,0,0,0,0,0,0
116,0,0,0,0,0.0237601,0.0284095,0,0.0262902,0.0141785,0.0144701,0.0103018,0,0,0.0115388,0,0.0175901,0.00539422,0.0496419,0.0142247,0.0231151,0.0116249,0.0173774,0.0209842,0.00409987,0.00428626,0.00497729,0.0475359,0.0170539,0.0190755,0.0124148,0.00691033,0.0257864,0.00831484,0.00622565,0.00559182,0.0339145,0.0106825,0.0239542,0.0131018,0.0137839,0,0,0.0352683,0,0.0138116,0.028384,0.0654199,0.0510305,0.0323772,0.0156616,0.016609,0.0276568,0.0166063,0.0603554,0.0165725,0.0243999,0.0166408,0.0254331,0.0298736,0,0.0197277,0.0191783,0.0162201,0.0140477,0.0257011,0.0128474,0,0,0,0,0,0,0,0
117,0,0,0,0,0.0237931,0.0284174,0,0.0260373,0.0140338,0.0138659,0.0102658,0,0,0.0104709,0,0.0174096,0.00476606,0.0497902,0.0133194,0.0231987,0.0117795,0.0172664,0.0209468,0.00350643,0.00372739,0.00473717,0.0480021,0.0177084,0.0197708,0.0125189,0.00643119,0.0254013,0.00713876,0.00620902,0.00531177,0.0310704,0.0106852,0.0254653,0.01311,0.0135573,0,0,0.0353925,0,0.0137298,0.0283035,0.0653542,0.0521156,0.0322748,0.015552,0.0168077,0.027503,0.0171003,0.0605276,0.017103,0.0253882,0.017176,0.0265044,0.0311579,0,0.0192477,0.0189914,0.0159933,0.0138955,0.0256212,0.0122178,0,0,0,0,0,0,0,0
118,0,0,0,0,0.0238657,0.0283226,0,0.0257052,0.0138519,0.0134465,0.0102666,0,0,0.00904768,0,0.017223,0.00388067,0.049874,0.0126945,0.0233758,0.0121351,0.0170472,0.0208528,0.00319584,0.00345542,0.00454179,0.048286,0.0185227,0.0209492,0.0127132,0.00600088,0.0251297,0.00553446,0.00621507,0.00496029,0.0283273,0.0107396,0.0257562,0.0130515,0.0135322,0,0,0.0354305,0,0.0136489,0.0281444,0.0653048,0.0506276,0.0320095,0.0151766,0.0167747,0.0275117,0.0172523,0.0608268,0.017396,0.0259972,0.0179459,0.0274147,0.0310018,0,0.0175493,0.0187227,0.015829,0.0136637,0.0254402,0.011321,0,0,0,0,0,0,0,0
119,0,0,0,0,0.0236734,0.027479,0,0.0259729,0.0140619,0.0134149,0.0108917,0,0,0.00644902,0,0.0168877,0.0030485,0.0503521,0.0128605,0.0230283,0.0126811,0.0165058,0.0203701,0.00365312,0.00376063,0.00486293,0.0476545,0.0193329,0.0221563,0.0131202,0.00573867,0.0253091,0.00368379,0.00601953,0.00474999,0.0616039,0.0110068,0.0621464,0.0141102,0.0130654,0,0,0.0339567,0,0.0134599,0.0270035,0.066766,0.0881544,0.0309638,0.0138357,0.0143988,0.0271335,0.0187399,0.0598615,0.0172607,0.0322623,0.0358782,0,0.0437241,0,0.0427777,0.0177199,0.0152553,0.0131677,0.0244236,0.00943599,0,0,0,0,0,0,0,0
120,0,0,0,0,0.0238076,0.0281428,0,0.0254975,0.0136239,0.0136773,0.010271,0,0,0.00668733,0,0.0169998,0.00251098,0.0497539,0.0137024,0.0239938,0.0126713,0.0165833,0.0211792,0.00313953,0.004068,0.00435498,0.0483825,0.0199275,0.0230056,0.0132053,0.00586936,0.0253717,0.00304372,0.00620592,0.00445483,0.0229463,0.0109126,0.0263805,0.0127914,0.0135015,0,0,0.0350632,0,0.0135367,0.0276698,0.0653888,0.0487069,0.0313874,0.0148803,0.0167282,0.0275448,0.0175308,0.0611487,0.0173082,0.0263698,0.0209934,0.0288259,0.0292742,0,0.0158185,0.0181989,0.0156177,0.0133646,0.0253148,0.00961135,0,0,0,0,0,0,0,0
121,0,0,0,0,0.023664,0.027391,0,0.026149,0.013898,0.0136154,0.0105864,0,0,0.004372,0,0.0167803,0.00207317,0.0499217,0.0136682,0.0236953,0.0127807,0.0160442,0.0209693,0.00405666,0.00499085,0.00477686,0.0473782,0.0198339,0.0231099,0.013184,0.00582494,0.0259389,0.00236713,0.0060517,0.00435942,0.0567481,0.0111006,0.0628597,0.0135827,0.0130532,0,0,0.03353,0,0.0133525,0.0265758,0.0670297,0.0863842,0.0301993,0.0134656,0.0144116,0.027152,0.0188274,0.0595116,0.0178491,0.0325718,0.039558,0,0.0449436,0,0.0378558,0.0171977,0.0151319,0.0129761,0.0243523,0.00822312,0,0,0,0,0,0,0,0
122,0,0,0,0,0.023939,0.0281439,0,0.0259236,0.0134094,0.0139625,0.0100338,0,0,0.00521548,0,0.0168955,0.00174636,0.0492111,0.0152872,0.0246481,0.0119927,0.0163689,0.0218405,0.00432298,0.00515888,0.00446978,0.0479708,0.0193213,0.0224703,0.0127558,0.00642585,0.0261219,0.00227252,0.00629313,0.00407705,0.0184511,0.0109374,0.0254543,0.0123413,0.0135475,0,0,0.0346535,0,0.013415,0.0272683,0.0654187,0.0471309,0.0310378,0.0136996,0.0164334,0.027419,0.0163171,0.0602007,0.016974,0.0251169,0.0229504,0.0295773,0.029121,0,0.0173862,0.0177973,0.0155864,0.0132073,0.0253017,0.00902612,0,0,0,0,0,0,0,0
123,0,0,0,0,0.0240226,0.0282385,0,0.0263857,0.0133257,0.0145227,0.00999994,0,0,0.00478139,0,0.0167819,0.00161794,0.0489557,0.0167371,0.0249168,0.0111661,0.0163684,0.0222283,0.00523916,0.00555455,0.0045363,0.0477809,0.0187057,0.0216912,0.0125116,0.00698676,0.0267387,0.00244159,0.00632213,0.00389047,0.0176001,0.0110149,0.0255827,0.0121339,0.0136309,0,0,0.0343473,0,0.013413,0.0270244,0.0653049,0.0472082,0.0309296,0.0132191,0.0161189,0.027259,0.0155251,0.0596979,0.0167175,0.0240752,0.0237159,0.0297745,0.0292621,0,0.0188281,0.0175502,0.0155519,0.0130991,0.0253719,0.00913701,0,0,0,0,0,0,0,0
124,0,0,0,0,0.0240872,0.0283118,0,0.0269314,0.01339,0.0150755,0.00977072,0,0,0.00418655,0,0.0167163,0.00167047,0.0487008,0.0179508,0.0251537,0.0103081,0.016234,0.0225027,0.00598436,0.00592412,0.00462117,0.0475848,0.0182327,0.0211881,0.0124262,0.00748153,0.0273815,0.00287987,0.00629268,0.00383607,0.0173795,0.0110805,0.0252687,0.0117528,0.0137146,0,0,0.0337915,0,0.0133773,0.0266673,0.065337,0.0475104,0.0306305,0.0130503,0.0168036,0.0269913,0.0148841,0.0592678,0.0162047,0.0229827,0.0244771,0.0297906,0.0295712,0,0.0202116,0.0171711,0.0154699,0.0129453,0.0253854,0.00943002,0,0,0,0,0,0,0,0
125,0,0,0,0,0.024186,0.0283832,0,0.0273193,0.0135559,0.0156923,0.00956664,0,0,0.00366464,0,0.0166825,0.00181885,0.0484894,0.0189947,0.0253942,0.00945473,0.016045,0.0227395,0.00647661,0.00613339,0.00464079,0.0474671,0.0180304,0.0209847,0.0123875,0.00785863,0.0277723,0.0033845,0.00623493,0.00395046,0.0175882,0.0111274,0.0248651,0.0114329,0.0137319,0,0,0.0331851,0,0.0133098,0.0263015,0.0652786,0.0477509,0.0303587,0.0125557,0.0173353,0.0266493,0.0142433,0.0589211,0.01551,0.0218651,0.0251957,0.02971,0.0299095,0,0.0216242,0.0167801,0.0153897,0.0128355,0.0253997,0.0098319,0,0,0,0,0,0,0,0
126,0,0,0,0,0.0242794,0.0284324,0,0.0277393,0.0137445,0.0162972,0.0094678,0,0,0.00324069,0,0.0166552,0.00201768,0.0482906,0.0195466,0.025634,0.00873226,0.0159112,0.023004,0.00670184,0.00620051,0.00461154,0.0473441,0.0181032,0.0211175,0.0125238,0.00813042,0.0282222,0.00384572,0.00617344,0.00408133,0.0176351,0.0112372,0.0242665,0.0111078,0.0137351,0,0,0.032569,0,0.0132513,0.0259401,0.0650196,0.0470744,0.0300552,0.0116094,0.0174275,0.0263391,0.0131018,0.0585351,0.0148608,0.0205549,0.0255594,0.0295435,0.0297373,0,0.0236348,0.0164109,0.0153052,0.0127548,0.0254156,0.0102189,0,0,0,0,0,0,0,0
127,0,0,0,0,0.0243057,0.028495,0,0.0281832,0.0139806,0.0167025,0.0094099,0,0,0.00290338,0,0.0166447,0.00225593,0.0480796,0.0195418,0.0258634,0.00809493,0.0159125,0.0233065,0.00679218,0.00615502,0.0045956,0.0472625,0.0181864,0.0213142,0.0126743,0.00838479,0.0287015,0.00426319,0.00606244,0.00428501,0.0178391,0.0113302,0.0238576,0.0107018,0.0137282,0,0,0.0319547,0,0.0131503,0.0255504,0.0645975,0.0463204,0.0297309,0.0114401,0.0177559,0.0260454,0.0122098,0.0582248,0.0142526,0.0193301,0.0262259,0.0293382,0.0299054,0,0.0253176,0.0160354,0.0152092,0.0126426,0.0254445,0.0104849,0,0,0,0,0,0,0,0
128,0,0,0,0,0.0243294,0.0285009,0,0.0288957,0.0143016,0.0172312,0.00923812,0,0,0.00263618,0,0.0166393,0.00253172,0.0477589,0.0193562,0.026169,0.0075213,0.0159055,0.0236279,0.00683685,0.00606644,0.00458734,0.0471506,0.0182628,0.0214964,0.0127907,0.00860641,0.0294307,0.00454755,0.00589108,0.00455559,0.0183049,0.0114173,0.0232569,0.0102838,0.0137423,0,0,0.0313553,0,0.0130659,0.0251511,0.0640525,0.0446913,0.0293634,0.0113533,0.017791,0.0257808,0.0114008,0.0580249,0.0136588,0.0180455,0.0265721,0.0290642,0.0297599,0,0.0272987,0.0156305,0.0150963,0.0124845,0.0254688,0.0105587,0,0,0,0,0,0,0,0
129,0,0,0,0,0.0243209,0.0284746,0,0.0299165,0.0146207,0.0180561,0.00897418,0,0,0.00250088,0,0.0166211,0.00287516,0.0474215,0.0190881,0.0265222,0.00687719,0.0158394,0.0239564,0.00671777,0.00587908,0.00463832,0.0470338,0.0182607,0.021548,0.0128919,0.00880301,0.0304251,0.00483544,0.00570034,0.00493716,0.0195291,0.0114654,0.0217459,0.00971397,0.0137516,0,0,0.0307746,0,0.0129859,0.0247307,0.063481,0.0424932,0.0289023,0.0109199,0.0180527,0.025557,0.0106429,0.0579485,0.012926,0.0168414,0.0266482,0.0286555,0.0293612,0,0.0295257,0.0151885,0.0150026,0.0122413,0.0254396,0.0104447,0,0,0,0,0,0,0,0
130,0,0,0,0,0.0243331,0.028435,0,0.0311612,0.0148282,0.0189083,0.00864805,0,0,0.00246961,0,0.0166091,0.0030636,0.0471622,0.0182255,0.0268746,0.00620819,0.0156934,0.024188,0.00658974,0.00567617,0.00485735,0.0468415,0.0182184,0.0215488,0.0129429,0.00907543,0.0316211,0.00508196,0.00559738,0.00518313,0.0213635,0.0115292,0.0198378,0.0090261,0.0138252,0,0,0.0303181,0,0.0129595,0.0244102,0.0629723,0.0398126,0.0283865,0.0108627,0.0183795,0.0254014,0.00996035,0.0580598,0.0122875,0.0157331,0.0267064,0.0281051,0.0289668,0,0.0315781,0.0147707,0.0148621,0.0121106,0.0253847,0.0101937,0,0,0,0,0,0,0,0
131,0,0,0,0,0.0243723,0.0284167,0,0.0326329,0.0149489,0.0197901,0.00822878,0,0,0.00234434,0,0.0166193,0.0031866,0.0469275,0.018866,0.0272623,0.00565324,0.0154487,0.0243355,0.00644371,0.00540725,0.00501409,0.0466252,0.0181963,0.0216742,0.0130581,0.0093612,0.0331717,0.00534842,0.00555534,0.00533107,0.0236426,0.0115114,0.0177645,0.00827493,0.0138545,0,0,0.0300705,0,0.0128952,0.0241857,0.0624395,0.0367543,0.0278818,0.0112565,0.0186462,0.025282,0.00928445,0.0583937,0.0118088,0.0146376,0.026722,0.0273914,0.0285369,0,0.0333121,0.0144824,0.0147601,0.0120327,0.0253439,0.00991418,0,0,0,0,0,0,0,0
132,0,0,0,0,0.0243925,0.0283516,0,0.0343882,0.0150678,0.0207855,0.00751215,0,0,0.00218461,0,0.0166353,0.00332166,0.046655,0.019699,0.0277314,0.00528398,0.0150961,0.0244149,0.0061001,0.00509302,0.00523908,0.0464297,0.0182931,0.0219706,0.0134629,0.00961148,0.0350623,0.0055402,0.00550541,0.00544391,0.0265946,0.0114649,0.0152861,0.00740239,0.0138425,0,0,0.0298944,0,0.0128003,0.0240082,0.0617159,0.032397,0.0273018,0.011082,0.0187492,0.0251583,0.00849088,0.0588052,0.0114944,0.0133298,0.02614,0.0265585,0.027318,0,0.0352784,0.0142947,0.0147678,0.0119651,0.0252935,0.00971299,0,0,0,0,0,0,0,0
133,0,0,0,0,0.0244276,0.0283927,0,0.0361741,0.0151286,0.0219837,0.00679001,0,0,0.00199964,0,0.0166056,0.00340123,0.0464676,0.019741,0.0282219,0.00507217,0.0146584,0.0244673,0.00568393,0.00474142,0.00565256,0.0463611,0.0183957,0.0222404,0.0138042,0.00992238,0.0371882,0.00585889,0.0054605,0.00551549,0.0295996,0.0114782,0.0133789,0.00656081,0.0138748,0,0,0.0298346,0,0.0127902,0.0239318,0.0609781,0.0277424,0.0266793,0.0111143,0.0187654,0.0251434,0.00766365,0.0593157,0.011278,0.0119848,0.0244686,0.02576,0.0258421,0,0.0373746,0.0141848,0.0147498,0.0119282,0.0253406,0.00964385,0,0,0,0,0,0,0,0
134,0,0,0,0,0.0245331,0.0284727,0,0.038112,0.0151304,0.0232269,0.00631188,0,0,0.00184454,0,0.016593,0.00328316,0.0462834,0.0200449,0.0286245,0.00508193,0.0142562,0.0244173,0.00524232,0.00441428,0.00634492,0.0463741,0.0183767,0.0224039,0.0140754,0.0102519,0.0392985,0.00614378,0.00545832,0.00549168,0.0319268,0.0115092,0.0130478,0.00606377,0.0139235,0,0,0.0300218,0,0.0128505,0.0240264,0.0605134,0.0238107,0.026241,0.0116426,0.0188129,0.0252037,0.00696396,0.0598583,0.0111739,0.0108787,0.0220627,0.0250594,0.025233,0,0.0386847,0.0141835,0.014704,0.0119572,0.0254492,0.00972531,0,0,0,0,0,0,0,0
135,0,0,0,0,0.0245403,0.028483,0,0.0400998,0.0151178,0.0245523,0.00575155,0,0,0.00172443,0,0.0165974,0.00315528,0.0460943,0.0209147,0.029119,0.00549431,0.0138201,0.0243299,0.00493802,0.00439715,0.00723443,0.0464189,0.0183618,0.0225474,0.0144331,0.0105609,0.0412826,0.00598073,0.00545645,0.00548791,0.0333732,0.0114807,0.0133886,0.00572589,0.0139766,0,0,0.0302805,0,0.0128537,0.0241931,0.0599765,0.0204831,0.0259289,0.0117869,0.018897,0.0252021,0.00644599,0.0599647,0.0112099,0.0098634,0.0194169,0.0244944,0.0260952,0,0.0387922,0.0142693,0.0147159,0.0120181,0.025495,0.0100191,0,0,0,0,0,0,0,0
136,0,0,0,0,0.0243055,0.0277429,0,0.043655,0.0153956,0.0261419,0.00638154,0,0,0.00265935,0,0.0164957,0.00385811,0.0465266,0.0218001,0.0284449,0.00502825,0.0127496,0.0237343,0.00464571,0.0034718,0.00768604,0.0454029,0.0181871,0.022874,0.014937,0.0102086,0.0447889,0.0062389,0.00527384,0.00561618,0.0293779,0.0115666,0.020707,0.00569216,0.0134349,0,0,0.0295299,0,0.0127548,0.0235942,0.0620397,0.0251486,0.0242919,0.0116195,0.0168039,0.024914,0.00578767,0.0581065,0.0115114,0.00938124,0.0237356,0,0.034743,0,0.0265526,0.0138063,0.0144113,0.0117923,0.0245747,0.00923942,0,0,0,0,0,0,0,0
137,0,0,0,0,0.0243447,0.027763,0,0.0461989,0.015271,0.0276111,0.00611505,0,0,0.00272316,0,0.0164326,0.00387777,0.0463754,0.0225028,0.0286843,0.00611829,0.0125625,0.0236034,0.00465699,0.00385515,0.00877893,0.0452265,0.0179604,0.0227433,0.0152673,0.010469,0.0470331,0.00619372,0.00528551,0.00548646,0.0295976,0.0115006,0.0211684,0.00548329,0.0134782,0,0,0.030183,0,0.0127629,0.023915,0.0617729,0.0252494,0.0242345,0.0114883,0.0168742,0.025072,0.00516155,0.057955,0.0108035,0.00857207,0.0218913,0,0.0343731,0,0.026367,0.014095,0.0145265,0.0118921,0.0246249,0.00964433,0,0,0,0,0,0,0,0
138,0,0,0,0,0.0243421,0.0278093,0,0.0480397,0.0151767,0.028807,0.00603946,0,0,0.00277091,0,0.0163693,0.00380399,0.0462497,0.0233879,0.0288233,0.00733761,0.0124015,0.0233977,0.00498434,0.00449262,0.00995598,0.0450119,0.0176664,0.0224881,0.0154533,0.0106664,0.0491031,0.00625377,0.00529892,0.00540367,0.0295154,0.0114637,0.0218619,0.00537947,0.0135149,0,0,0.0307784,0,0.0127962,0.0242327,0.0616861,0.0258075,0.0242467,0.0112619,0.0169266,0.02528,0.0045772,0.0577778,0.0100839,0.00809173,0.020728,0,0.0295294,0,0.0255317,0.0143712,0.0146499,0.0119535,0.0247012,0.0100199,0,0,0,0,0,0,0,0
139,0,0,0,0,0.0246822,0.0286353,0,0.047864,0.0148352,0.0299661,0.00504154,0,0,0.00153917,0,0.0164542,0.00316625,0.045697,0.0246647,0.0300418,0.00942232,0.0128723,0.0237704,0.00607012,0.0064284,0.0115431,0.0457813,0.0176622,0.0221397,0.0157099,0.0117035,0.0497034,0.00562024,0.00551051,0.00511881,0.0309577,0.0113245,0.0158882,0.00567452,0.0142875,0,0,0.0324866,0,0.0129557,0.0253542,0.0593855,0.0164888,0.0255685,0.0101412,0.0191226,0.0258804,0.00580415,0.0592097,0.00990038,0.00652865,0.0108303,0.0221024,0.0234037,0,0.0322887,0.0152773,0.0151552,0.0123154,0.0257791,0.0115932,0,0,0,0,0,0,0,0
140,0,0,0,0,0.0245753,0.0285828,0,0.0489889,0.0147582,0.0311364,0.0051873,0,0,0.0019814,0,0.0164152,0.00317771,0.0458324,0.0257499,0.0301755,0.0102501,0.0126845,0.0236133,0.00672105,0.00706488,0.0125416,0.0456859,0.0175189,0.0221306,0.0161144,0.0118708,0.051359,0.0054367,0.00553574,0.00493959,0.0285869,0.0112926,0.0156304,0.00551446,0.0143219,0,0,0.0329502,0,0.0130006,0.0256712,0.0593698,0.0162706,0.0254624,0.00963178,0.0191101,0.0260288,0.00600166,0.0585795,0.00954491,0.00598937,0.00833312,0.0210801,0.022726,0,0.0287292,0.015495,0.0152518,0.0124125,0.0258024,0.011661,0,0,0,0,0,0,0,0
141,0,0,0,0,0.0244942,0.0285597,0,0.0505098,0.0146803,0.03212,0.00541193,0,0,0.00256965,0,0.0163931,0.00321111,0.0459779,0.0265759,0.0301871,0.0110034,0.012604,0.0234091,0.00742008,0.00766238,0.0135638,0.045542,0.0173336,0.0220856,0.0164079,0.0119508,0.0528083,0.00543848,0.00557484,0.00471477,0.026084,0.0112519,0.0152797,0.00530948,0.0144412,0,0,0.0334398,0,0.0130142,0.0260213,0.0592509,0.0170298,0.0254459,0.00934035,0.0191307,0.0262843,0.00628425,0.0577232,0.00933561,0.00568926,0.0059138,0.0201878,0.0222063,0,0.0250768,0.015714,0.0154165,0.0124652,0.025882,0.0115798,0,0,0,0,0,0,0,0
142,0,0,0,0,0.0244029,0.0286349,0,0.0516351,0.0146861,0.0332068,0.00584454,0,0,0.00294884,0,0.0164112,0.00324246,0.0461317,0.0274255,0.0301495,0.0116018,0.012778,0.0232221,0.00813157,0.00813336,0.0143311,0.0453187,0.0170796,0.0219997,0.0166449,0.01191,0.054324,0.00549056,0.00558997,0.00466478,0.024133,0.0112197,0.0151674,0.0051327,0.0145414,0,0,0.0340057,0,0.0130454,0.0263991,0.0592669,0.0187368,0.0255464,0.00961475,0.0192247,0.026662,0.00673315,0.0567277,0.0097638,0.00581423,0.00343494,0.0193009,0.021775,0,0.0217814,0.0159909,0.0155684,0.0125468,0.0260772,0.011337,0,0,0,0,0,0,0,0
143,0,0,0,0,0.0243255,0.0287188,0,0.0526048,0.0147395,0.0339438,0.00648023,0,0,0.00321143,0,0.0164247,0.00332107,0.0463392,0.0279862,0.0299504,0.012138,0.0132154,0.0230262,0.00879928,0.00855534,0.0148182,0.0449705,0.0167102,0.0217724,0.016713,0.0118042,0.055623,0.00553367,0.00556771,0.00472507,0.0229679,0.0111612,0.015739,0.00511329,0.014634,0,0,0.0346122,0,0.013071,0.0267874,0.0594547,0.0217314,0.0256929,0.010962,0.0193095,0.0271396,0.00743828,0.0556321,0.0108467,0.00647557,0.00182306,0.0182555,0.0213906,0,0.019277,0.0162751,0.0156868,0.0126487,0.0262972,0.0109594,0,0,0,0,0,0,0,0
144,0,0,0,0,0.0241976,0.0287629,0,0.0536738,0.0148284,0.0344684,0.00724093,0,0,0.00346787,0,0.0164084,0.00343739,0.0465934,0.0286205,0.0296082,0.0125189,0.0137314,0.0228266,0.00929312,0.00881117,0.0154072,0.0444897,0.016347,0.0215118,0.0167434,0.0115972,0.0567783,0.00561936,0.00548693,0.00480981,0.0225754,0.0111258,0.0170125,0.00534176,0.01467,0,0,0.0351299,0,0.013099,0.0270799,0.0597956,0.0251909,0.0257724,0.0131168,0.0193108,0.0276209,0.008281,0.0546397,0.0123463,0.00717818,0.00434525,0.017158,0.0213881,0,0.0175659,0.0165116,0.015774,0.0127361,0.0264858,0.0104902,0,0,0,0,0,0,0,0
