Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,x72,LGTR,,LASI,LTHII
153,0,0,0,0,0.0233411,0.0136928,0,0,0,0.0423882,0.0114014,0.0212608,0,0,0.00540775,0,0.0183368,0.00110455,0.0289142,0.0379048,0.0146427,0.00287833,0.0281692,0.0100353,0.00956331,0.0393212,0.00976059,0.00874114,0.0457198,0.0624128,0.0116235,0.00825279,0.000577097,0.0145059,0.0156213,0.0144173,0.00538979,0.0187456,0,0,0.0011316,0,0.0130672,0.00215876,0.0721473,0.0225023,0.0188005,0.0127993,0.00755971,0.00923874,0.0153273,0.0428316,0.0118733,0.0113701,0.0127179,0.0259203,0.0145836,0.0107923,0.020952,0.00311553,0.00517952,0.00523257,0.0110952,0.0169106,0,0,0,0,0,0.0542953,0,0.00692487,0.0155366
154,0,0,0,0,0.0226021,0.0130936,0,0,0,0.0428857,0.011393,0.0216273,0,0,0.00527933,0,0.0184459,0.000947652,0.0300205,0.0385879,0.0120709,0.00319889,0.0278472,0.00873127,0.00810293,0.040047,0.00870429,0.00841648,0.045528,0.0640392,0.0115482,0.00830078,0.000650208,0.00923772,0.0156462,0.0101954,0.00583037,0.0179887,0,0,0.000845484,0,0.0130981,0.00233143,0.0725031,0.0191238,0.0186956,0.0135425,0.00771491,0.00876401,0.0135417,0.0425735,0.0108277,0.00922974,0.0119368,0.0257198,0.0123512,0.012976,0.0168723,0.00263767,0.0052264,0.00520605,0.0107608,0.0162774,0,0,0,0,0,0.0539155,0,0.00698921,0.0127392
155,0,0,0,0,0.0200094,0.0120777,0,0,0,0.0440738,0.0114843,0.0221049,0,0,0.00635885,0,0.0183031,0.00104202,0.0316824,0.0392716,0.00955417,0.00357954,0.0265268,0.00742756,0.00691772,0.041142,0.00747224,0.00822113,0.0450692,0.0662415,0.0116227,0.00818409,0.000598745,0.00869774,0.0155419,0.00861887,0.00639298,0.0154951,0,0,0.00162604,0,0.0130057,0.00162558,0.0724365,0.0162434,0.0191223,0.0141952,0.00783512,0.00955607,0.0123014,0.0426473,0.0103125,0.00803505,0.0128714,0.0268973,0.0108183,0.014971,0.014899,0.00382566,0.00418209,0.00478277,0.0103967,0.0140874,0,0,0,0,0,0.0534069,0,0.00716284,0.0097565
156,0,0,0,0,0.0188513,0.0115364,0,0,0,0.0477827,0.011324,0.0237258,0,0,0.00640799,0,0.0183728,0.00121386,0.0335054,0.0396047,0.00888259,0.00372727,0.0258905,0.00713679,0.00762124,0.0426331,0.00476272,0.00820739,0.0436368,0.0698288,0.0113168,0.00825678,0.000643488,0.0157664,0.0154371,0.00890693,0.00644327,0.0146394,0,0,0.00180914,0,0.0129385,0.00162154,0.0723715,0.0191247,0.0200553,0.0151856,0.00788457,0.00930505,0.011838,0.0421358,0.0104304,0.00818087,0.0145347,0.0277643,0.00935424,0.0171223,0.0146507,0.00388618,0.00381465,0.00454612,0.01052,0.0132225,0,0,0,0,0,0.0529979,0,0.0075959,0.00787356
157,0,0,0,0,0.0178506,0.0109027,0,0,0,0.0548361,0.0111305,0.027947,0,0,0.00653093,0,0.0184634,0.00142897,0.0384438,0.0398064,0.0120913,0.00383894,0.025312,0.00839541,0.0105284,0.0449481,0.00286152,0.00976626,0.0417926,0.0766876,0.011002,0.00830312,0.000738276,0.021131,0.0153864,0.011715,0.00631042,0.0140038,0,0,0.00214635,0,0.0128739,0.00163916,0.0723663,0.0212475,0.0211515,0.0161155,0.00781234,0.0089653,0.0121534,0.0414348,0.0111489,0.00954636,0.0170804,0.0282734,0.00981798,0.0177425,0.018763,0.00381725,0.00339566,0.00424271,0.0104602,0.0125485,0,0,0,0,0,0.0524687,0,0.00798047,0.0101536
158,0,0,0,0,0.0169755,0.0102169,0,0,0,0.0581423,0.0109348,0.0299666,0,0,0.00678874,0,0.0186549,0.00164781,0.0427477,0.0399265,0.0160469,0.00385335,0.0248665,0.0102464,0.0136141,0.0474729,0.00530177,0.0106864,0.0403363,0.0802378,0.0106841,0.00833998,0.000944155,0.0242803,0.0153793,0.0136833,0.00640433,0.0133602,0,0,0.00219992,0,0.0128237,0.00148689,0.0726171,0.0225873,0.0219007,0.0164147,0.0077128,0.00874293,0.0121867,0.0411012,0.0114367,0.0103617,0.0190102,0.0281286,0.0102151,0.0186255,0.0219123,0.00368816,0.00292343,0.00397847,0.0101306,0.0119151,0,0,0,0,0,0.0518766,0,0.00808872,0.0143319
159,0,0,0,0,0.0162119,0.00920732,0,0,0,0.0601617,0.0108836,0.0308919,0,0,0.00690263,0,0.0186961,0.00174994,0.0468425,0.0399179,0.0196472,0.00394678,0.0241482,0.0122965,0.0166521,0.0501658,0.00832059,0.0117262,0.0389386,0.0823068,0.0103048,0.00829778,0.00112255,0.0214496,0.0154589,0.0129121,0.00640032,0.0127704,0,0,0.00163529,0,0.0128159,0.0012347,0.0722578,0.0210357,0.0222084,0.0124923,0.00749668,0.00859577,0.0116012,0.0421604,0.00950106,0.0114914,0.0167575,0.028736,0.00998761,0.0181043,0.0195963,0.00353757,0.0025411,0.00373647,0.00925911,0.0112752,0,0,0,0,0,0.0511687,0,0.00791657,0.0187929
160,0,0,0,0,0.0158205,0.0083057,0,0,0,0.0618165,0.0109544,0.0314201,0,0,0.00675032,0,0.0186569,0.0016917,0.0506996,0.0399726,0.0226271,0.00421842,0.0236197,0.0143786,0.0194792,0.0530702,0.0114225,0.0132497,0.0376778,0.0826565,0.010224,0.00824224,0.00101218,0.021811,0.0156249,0.0121088,0.00677509,0.0123249,0,0,0.00124277,0,0.012837,0.00141351,0.0720439,0.0180842,0.0221338,0.00986643,0.00744453,0.00843786,0.0108013,0.0432585,0.00748765,0.0109162,0.0145764,0.028294,0.0104338,0.0180553,0.020402,0.0032347,0.00234016,0.00344185,0.00827423,0.0108482,0,0,0,0,0,0.0501478,0,0.00757567,0.0229476
161,0,0,0,0,0.0155297,0.00749197,0,0,0,0.0647867,0.0111569,0.0330684,0,0,0.00682977,0,0.0185832,0.00171744,0.0574492,0.0398048,0.0250294,0.00435722,0.0230702,0.0167457,0.0221419,0.0561399,0.0145854,0.0154047,0.03651,0.0837228,0.0103194,0.00811386,0.000719341,0.0215893,0.0157611,0.0111041,0.00710044,0.0117781,0,0,0.00221511,0,0.0128313,0.00179186,0.0719764,0.0147131,0.0220415,0.00690904,0.00742647,0.00886704,0.0103593,0.0443189,0.0059393,0.0106465,0.0117782,0.0276892,0.0113745,0.0178849,0.0215953,0.00362916,0.00204525,0.00308761,0.00721914,0.010551,0,0,0,0,0,0.0488098,0,0.0072717,0.0268054
162,0,0,0,0,0.0153609,0.00680964,0,0,0,0.0681959,0.0113055,0.035642,0,0,0.00688749,0,0.0184292,0.00178706,0.0626867,0.0395178,0.0266565,0.00431819,0.0225389,0.0184748,0.0240558,0.0588902,0.017643,0.017733,0.0354309,0.0828418,0.0103604,0.00799992,0.000620832,0.0219018,0.0158776,0.0109483,0.00724463,0.0113498,0,0,0.00322961,0,0.0128033,0.0022049,0.0723032,0.0122383,0.0219781,0.00515425,0.00752583,0.00900712,0.0101962,0.0452496,0.00555498,0.0106939,0.00940629,0.027066,0.0126324,0.0180013,0.0223189,0.0037949,0.00200798,0.00295687,0.0063322,0.0104834,0,0,0,0,0,0.0474825,0,0.0073885,0.0299043
163,0,0,0,0,0.0152233,0.00631799,0,0,0,0.0728527,0.0114594,0.0397143,0,0,0.00672491,0,0.0182788,0.00174535,0.0703938,0.0390401,0.0278495,0.00441566,0.0219382,0.0199143,0.0254862,0.0615223,0.0206758,0.0202406,0.0344937,0.0827225,0.0102414,0.00791032,0.000799552,0.0214829,0.0159691,0.0117971,0.0074984,0.0111963,0,0,0.00424951,0,0.0127625,0.00249664,0.0725114,0.0127944,0.0218253,0.00510104,0.00744773,0.00900642,0.0100164,0.0461701,0.0060811,0.011114,0.00805467,0.026736,0.0135669,0.0183156,0.0222112,0.00429117,0.00191474,0.00279364,0.00568207,0.0107624,0,0,0,0,0,0.0460102,0,0.00729291,0.0325146
164,0,0,0,0,0.014648,0.00583295,0,0,0,0.0688354,0.0118815,0.0431039,0,0,0.00680924,0,0.0180443,0.00192382,0.0681497,0.038653,0.0240631,0.0056918,0.0210403,0.0244913,0.029124,0.0613115,0.0180232,0.0227694,0.0368896,0.0763067,0.0101933,0.00764823,0.00106618,0.0196496,0.0162051,0.0131437,0.00857231,0.0108554,0,0,0.00652379,0,0.0127295,0.00362826,0.0732243,0.0159375,0.0205893,0.00658392,0.00684877,0.00825716,0.0104758,0.0468676,0.00767837,0.0130132,0.00760851,0.0275175,0.0135916,0.0190159,0.0195091,0.00525516,0.00200115,0.00265015,0.00520893,0.010645,0,0,0,0,0,0.0438443,0,0.00661776,0.029926
165,0,0,0,0,0.0145649,0.00603676,0,0,0,0.0835418,0.0121588,0.0481883,0,0,0.00620168,0,0.0179319,0.00163252,0.082354,0.0378991,0.0293697,0.00489565,0.0199708,0.0212257,0.0264889,0.0657462,0.0260397,0.0247148,0.0327951,0.0797018,0.00959369,0.00750126,0.00110868,0.0203795,0.0161142,0.0140669,0.00845829,0.0111085,0,0,0.00632213,0,0.0127315,0.00313454,0.072048,0.0174271,0.0215434,0.00640236,0.00683732,0.00842488,0.00946343,0.0485069,0.0077792,0.0132946,0.00693725,0.0274238,0.013757,0.0186317,0.0204324,0.00481644,0.00197496,0.00234995,0.00500946,0.0117596,0,0,0,0,0,0.043487,0,0.00661848,0.0356913
166,0,0,0,0,0.0137752,0.00614306,0,0,0,0.0860998,0.0125623,0.0521915,0,0,0.00611362,0,0.0175576,0.00163938,0.0755953,0.0375014,0.0286906,0.00641705,0.0184147,0.0265624,0.0315223,0.0652935,0.0210624,0.0246097,0.0337204,0.0817823,0.00936693,0.00719951,0.00109169,0.0189462,0.0163313,0.0149733,0.00957545,0.0107744,0,0,0.00820269,0,0.0126987,0.00436499,0.072401,0.0204726,0.0203114,0.00789106,0.0059366,0.00763255,0.00972047,0.0491647,0.00951721,0.0146353,0.00705159,0.0284081,0.0134137,0.0201702,0.0177992,0.0054715,0.00244057,0.00247614,0.00455071,0.0112434,0,0,0,0,0,0.0415406,0,0.00573022,0.0343972
167,0,0,0,0,0.0135657,0.00615686,0,0,0,0.0946508,0.0126807,0.0557435,0,0,0.00564205,0,0.017208,0.00123537,0.0762232,0.0367968,0.0301529,0.00664306,0.0168035,0.026438,0.0309595,0.0666464,0.0226075,0.0256476,0.0319259,0.0871565,0.00863142,0.00703431,0.0010154,0.0189221,0.0162343,0.0155617,0.0100141,0.010888,0,0,0.00840804,0,0.0126819,0.00449818,0.0718265,0.0219648,0.0204167,0.00830063,0.00541307,0.00748487,0.0095701,0.0499089,0.0110382,0.0147457,0.0071384,0.0284541,0.0135615,0.0211564,0.0177229,0.00499601,0.00266459,0.00268058,0.00405774,0.0111442,0,0,0,0,0,0.0407527,0,0.00482328,0.0359263
168,0,0,0,0,0.014864,0.00658066,0,0,0,0.102104,0.0125565,0.058665,0,0,0.00398423,0,0.0172678,0.000585312,0.0755064,0.0360905,0.0308748,0.00674585,0.0157052,0.025577,0.0294569,0.0676692,0.0242827,0.0271152,0.030302,0.0927794,0.00733963,0.00717429,0.000822038,0.0187573,0.0162084,0.0175398,0.0104982,0.0123382,0,0,0.00773414,0,0.0127455,0.00461313,0.0713614,0.0247599,0.0205902,0.00833116,0.00467091,0.0069006,0.00972714,0.0505913,0.0113831,0.0145926,0.00790548,0.0283592,0.0136567,0.0138448,0.0179987,0.00405337,0.00283729,0.00279024,0.00395103,0.0117339,0,0,0,0,0,0.04015,0,0.00370076,0.0369429
169,0,0,0,0,0.0140422,0.00639455,0,0,0,0.106778,0.0125866,0.0604602,0,0,0.00399399,0,0.0173656,0.000469663,0.0717289,0.0354359,0.0311797,0.00671062,0.0139797,0.0243278,0.0278331,0.0683491,0.0261408,0.0288851,0.0288658,0.0974349,0.00668347,0.00717869,0.000654549,0.0197881,0.016085,0.0198935,0.0107977,0.0116114,0,0,0.0072286,0,0.0126718,0.00422393,0.071312,0.0268326,0.020762,0.0072066,0.00413329,0.00741549,0.00912607,0.050934,0.00994065,0.0132395,0.00949477,0.0283792,0,0,0.0188407,0.00403626,0.00337815,0.00263993,0.00371807,0.010274,0,0,0,0,0,0.0399964,0,0.00327116,0.0375038
170,0,0,0,0,0.0135976,0.00620165,0,0,0,0.108656,0.012515,0.0610666,0,0,0.0037795,0,0.0174942,0.000390897,0.0669907,0.0347407,0.0311509,0.00660498,0.0125572,0.0227431,0.0263255,0.068952,0.0283837,0.031095,0.027885,0.100339,0.0060262,0.00728629,0.000521723,0.0218416,0.0160545,0.0228758,0.0108077,0.0112545,0,0,0.00626738,0,0.012674,0.00400648,0.0714468,0.030087,0.0209838,0.00727058,0.00368387,0.00734154,0.00888259,0.0512226,0.0095822,0.0128692,0.0107638,0.027872,0,0.0640575,0.0209648,0.0038237,0.00358809,0.00238817,0.00354108,0.00918063,0,0,0,0,0,0.0400956,0,0.00356517,0.0379878
171,0,0,0,0,0.0129733,0.00588224,0,0,0,0.109054,0.0123655,0.0610549,0,0,0.00369974,0,0.0175868,0.000481239,0.0624129,0.0340609,0.0307003,0.00645735,0.0112606,0.0211896,0.0248866,0.0694095,0.0309196,0.0339623,0.0271855,0.102961,0.00555666,0.00740123,0.000515906,0.0236091,0.0160587,0.0239962,0.0107468,0.0107383,0,0,0.00554442,0,0.0126796,0.00384793,0.0716321,0.0314525,0.0212507,0.00627336,0.00341218,0.00722867,0.00854153,0.0514032,0.00893396,0.0121176,0.0117542,0.0274991,0,0.0775139,0.0229756,0.00355394,0.00375035,0.00179354,0.00335875,0.00825349,0,0,0,0,0,0.0403141,0,0.00384802,0.0382578
172,0,0,0,0,0.0122501,0.00554718,0,0,0,0.108609,0.0121845,0.0608575,0,0,0.00361328,0,0.017586,0.000645028,0.0584066,0.0334667,0.0299224,0.00636335,0.0102112,0.0198022,0.0234893,0.069708,0.0334831,0.0369437,0.0266524,0.105184,0.00529464,0.00747415,0.000670816,0.024972,0.0160178,0.0245132,0.010592,0.010153,0,0,0.00516116,0,0.0126308,0.00376602,0.071726,0.0320877,0.021484,0.0058116,0.00329409,0.00705999,0.00821911,0.0516515,0.00867146,0.0118046,0.0120907,0.0270705,0,0.0770628,0.0246372,0.00352708,0.00395673,0.00151134,0.00312187,0.0077377,0,0,0,0,0,0.0406042,0,0.00424559,0.0381432
173,0,0,0,0,0.0115443,0.00518756,0,0,0,0.107687,0.0120112,0.0606742,0,0,0.00354207,0,0.0174967,0.000824929,0.0552414,0.0329022,0.0291013,0.00620347,0.0092987,0.0183278,0.0222608,0.0697282,0.0357628,0.0396762,0.0261711,0.106765,0.00492094,0.00748071,0.000905805,0.0251627,0.0159607,0.0242798,0.0104176,0.0095344,0,0,0.00496534,0,0.0125569,0.0037424,0.0716658,0.0318,0.0215871,0.00615821,0.00312922,0.00674643,0.00792096,0.0522822,0.00902141,0.0118391,0.0119929,0.0265415,0,0.055007,0.0252265,0.00371144,0.00417408,0.00164796,0.00284961,0.00761501,0,0,0,0,0,0.0409188,0,0.00452026,0.0377766
174,0,0,0,0,0.0109332,0.00475143,0,0,0,0.106619,0.0119163,0.0603365,0,0,0.00348608,0,0.0175887,0.000903741,0.0528408,0.0323532,0.0284398,0.00603173,0.0084094,0.0171766,0.0214654,0.0693912,0.0376285,0.0419443,0.0257716,0.107749,0.00477535,0.00750886,0.00102822,0.0241336,0.0159431,0.0218835,0.0102109,0.00890504,0,0,0.00483557,0,0.0125135,0.00375509,0.071505,0.0289823,0.0216166,0.00712196,0.00289859,0.00625891,0.00773821,0.0530603,0.00991011,0.0120435,0.0110885,0.0260553,0,0.0161175,0.0247968,0.0038055,0.00433153,0.00198588,0.00255827,0.00775054,0,0,0,0,0,0.0412181,0,0.00440878,0.0374836
175,0,0,0,0,0.00990749,0.00425499,0,0,0,0.106066,0.0119397,0.0598056,0,0,0.00366005,0,0.0178507,0.00106097,0.0501012,0.0318204,0.0280291,0.00591208,0.00747448,0.0163054,0.0211142,0.0688059,0.0391506,0.0437166,0.025555,0.108362,0.00486888,0.00761531,0.00104126,0.0235317,0.0159096,0.0201757,0.0100599,0.0078834,0,0,0.00485662,0,0.0124668,0.0036956,0.071453,0.0267144,0.0216874,0.00689832,0.00262715,0.00637654,0.0070684,0.0533417,0.0095519,0.0113673,0.0107003,0.0255521,0,0.0262702,0.024648,0.00395774,0.00479417,0.00185262,0.00230421,0.00773685,0,0,0,0,0,0.0416035,0,0.0045105,0.0370127
176,0,0,0,0,0.00980948,0.00408199,0,0,0,0.104458,0.011794,0.0589488,0,0,0.00327654,0,0.0180586,0.0010236,0.0489215,0.0314245,0.0277476,0.00582764,0.00690627,0.0154157,0.0210215,0.0680811,0.0403562,0.0451665,0.0253048,0.108406,0.00466095,0.00788687,0.000810871,0.0232319,0.0160211,0.0203514,0.0100034,0.00791305,0,0,0.00447003,0,0.0125683,0.0036896,0.0713311,0.0265633,0.0218136,0.00704726,0.00238795,0.00510727,0.00649887,0.0535159,0.00867568,0.0111721,0.0108618,0.0255228,0,0.025937,0.024438,0.00368642,0.00422403,0.00213447,0.00220049,0.00849956,0,0,0,0,0,0.0421649,0,0.00486963,0.0363903
177,0,0,0,0,0.00788678,0.00361582,0,0,0,0.103007,0.0118711,0.0581312,0,0,0.00343965,0,0.0179993,0.00112576,0.0481723,0.031058,0.027566,0.00561072,0.00576025,0.014701,0.0212322,0.0671667,0.0410878,0.0463049,0.0250871,0.108023,0.00441707,0.00784571,0.000825842,0.0232766,0.0159719,0.0212694,0.00993528,0.00603143,0,0,0.00440352,0,0.0124697,0.00340024,0.0711667,0.0269913,0.0220143,0.00850821,0.00225798,0.00567146,0.0062599,0.0537184,0.00786074,0.01154,0.0114089,0.0264981,0,0.0244351,0.0242966,0.0042003,0.00436411,0.00179827,0.00218316,0.00746169,0,0,0,0,0,0.0427722,0,0.00521978,0.0358811
178,0,0,0,0,0.00880225,0.00455409,0,0,0,0.101466,0.0120303,0.057091,0,0,0.00418683,0,0.0177744,0.00131775,0.0470565,0.0296033,0.0276269,0.00673497,0.00492055,0.0140085,0.0215284,0.0651373,0.0421651,0.0472839,0.0247947,0.107596,0.00441453,0.00767811,0.000974713,0.00889267,0.0161061,0.0137445,0.00528114,0.00721014,0,0,0.00470788,0,0.0125371,0.00370257,0.0730979,0.0132863,0.0213977,0.0100808,0.0046327,0.00604225,0.008427,0.0542008,0.0122783,0.00944212,0.00563098,0,0,0.0170177,0.00647125,0.00457513,0.00445951,0.0019577,0.00273116,0.00918304,0,0,0,0,0,0.0440881,0,0.00576653,0.035596
179,0,0,0,0,0.0082923,0.00437295,0,0,0,0.0993834,0.0120329,0.0554659,0,0,0.00408268,0,0.0177534,0.00119843,0.0456827,0.0292751,0.0277873,0.00654588,0.00434223,0.0139361,0.0220171,0.0639185,0.0421153,0.0471631,0.0245473,0.106342,0.00400519,0.00764793,0.000977238,0.00836535,0.0161054,0.0134028,0.00486848,0.00652923,0,0,0.00457636,0,0.0125779,0.00360388,0.0729592,0.0135685,0.0217005,0.0092698,0.00460511,0.00561925,0.00778137,0.0540398,0.0115529,0.00962556,0.00638221,0,0,0.0167337,0.00562235,0.00446206,0.00437342,0.00184826,0.00286526,0.00852724,0,0,0,0,0,0.0447646,0,0.00602267,0.0351449
180,0,0,0,0,0.00762357,0.00423552,0,0,0,0.0974594,0.0121181,0.0538171,0,0,0.00415988,0,0.017787,0.00116035,0.0435586,0.0289054,0.0279258,0.00638293,0.00402821,0.0141328,0.0224307,0.0626529,0.0418114,0.0467724,0.0242888,0.104525,0.00382926,0.00763868,0.0011122,0.00708118,0.016054,0.0132454,0.00434765,0.00569175,0,0,0.00462348,0,0.0125721,0.00359461,0.0727588,0.0141845,0.0218974,0.00843077,0.0045365,0.00535995,0.00734191,0.0538959,0.0108672,0.0106673,0.00751876,0,0,0.0163775,0.0056485,0.0042778,0.00449603,0.00158798,0.00304196,0.00755618,0,0,0,0,0,0.0453616,0,0.00630616,0.0345343
181,0,0,0,0,0.00567868,0.00324541,0,0,0,0.094394,0.012005,0.0522552,0,0,0.00362737,0,0.0179272,0.000962922,0.0424796,0.0296622,0.0281901,0.00526798,0.00385975,0.0145504,0.0229593,0.0620764,0.0405561,0.045408,0.0239125,0.101626,0.00349748,0.00773945,0.000882814,0.019078,0.0159878,0.0222048,0.0084821,0.00337836,0,0,0.00421251,0,0.0125477,0.00318005,0.0710261,0.0299558,0.0221978,0.00589245,0.00231423,0.00455594,0.00507349,0.0532589,0.00498306,0.013518,0.0158006,0.0242395,0.0231015,0.0252158,0.0194153,0.00396343,0.00401096,0.00138347,0.00276406,0.00452239,0,0,0,0,0,0.0453204,0,0.0065267,0.0339954
182,0,0,0,0,0.00541157,0.00334994,0,0,0,0.091229,0.0120649,0.0507981,0,0,0.00364655,0,0.0179942,0.000993537,0.0414805,0.0294479,0.0283724,0.00526784,0.00377637,0.014596,0.0233429,0.0606818,0.0398015,0.0441381,0.0235382,0.0983365,0.00346573,0.00777148,0.000922702,0.0179392,0.0159489,0.0222429,0.00833001,0.00281447,0,0,0.00429453,0,0.0125757,0.00318528,0.0710605,0.0310225,0.0222449,0.00558146,0.00245643,0.00428004,0.00515084,0.0531145,0.00417491,0.0133195,0.0168595,0.0238464,0.0227487,0.0257599,0.0180089,0.00375171,0.00392223,0.00132301,0.00284867,0.00367377,0,0,0,0,0,0.0460622,0,0.00660953,0.033365
183,0,0,0,0,0.00641182,0.00423298,0,0,0,0.0877773,0.0122786,0.0491639,0,0,0.00427505,0,0.0179846,0.0013178,0.0405493,0.0282165,0.0285836,0.00623526,0.00385495,0.0143968,0.0237632,0.0584877,0.0394246,0.0429975,0.0232369,0.094942,0.00371806,0.00770815,0.001163,0.005973,0.0159503,0.0119092,0.00379593,0.00384824,0,0,0.00469844,0,0.0126066,0.00351485,0.0725408,0.0179679,0.0224667,0.00573655,0.00472255,0.00439551,0.00621809,0.0533743,0.00864314,0.0101681,0.010881,0,0.0155135,0.0172465,0.00534981,0.00377621,0.00408433,0.00139481,0.00320795,0.00514815,0,0,0,0,0,0.0475114,0,0.00657423,0.0326262
184,0,0,0,0,0.00462479,0.00343611,0,0,0,0.0835313,0.0121143,0.046824,0,0,0.00406825,0,0.0180926,0.00130381,0.0394782,0.0289638,0.0287567,0.00530291,0.00407767,0.0143824,0.0240042,0.0580267,0.0371344,0.0404753,0.0232209,0.090102,0.00362255,0.00781722,0.000970295,0.0154434,0.0158904,0.0217288,0.00788644,0.00137956,0,0,0.00400257,0,0.0125654,0.00303767,0.0710638,0.0325157,0.0224211,0.00585189,0.0027128,0.0033436,0.0054463,0.0528241,0.00305693,0.0135999,0.0185743,0.0233756,0.0224042,0.0266417,0.0155042,0.00342148,0.00370653,0.0012426,0.00268317,0.00251311,0,0,0,0,0,0.0477945,0,0.00647991,0.0318207
185,0,0,0,0,0.00553522,0.00376382,0,0,0,0.079359,0.011888,0.0449416,0,0,0.00448114,0,0.0182132,0.00151931,0.0386169,0.0287066,0.028619,0.00532147,0.00384553,0.0143134,0.0242225,0.0566423,0.035367,0.0385089,0.0232719,0.085544,0.00373292,0.00799435,0.000633523,0.0140489,0.0160928,0.0213001,0.00765762,0.00261372,0,0,0.003887,0,0.0127993,0.00318258,0.0711113,0.0328967,0.0225535,0.00580161,0.00301754,0.00236959,0.00565591,0.0527451,0.00238286,0.0135711,0.0194567,0.0224036,0.0221999,0.0269219,0.0138973,0.00366451,0.00302291,0.00173254,0.00296235,0.00327705,0,0,0,0,0,0.048746,0,0.00702542,0.0309987
186,0,0,0,0,0.00482995,0.0039047,0,0,0,0.0753269,0.0119929,0.0433352,0,0,0.00434903,0,0.0181805,0.0013925,0.0375682,0.0284666,0.0283164,0.00543384,0.00394077,0.0143679,0.0241903,0.0551626,0.0334013,0.0363019,0.0234764,0.0809953,0.00370766,0.00792237,0.000719693,0.0125121,0.0160881,0.0205425,0.00706307,0.00219151,0,0,0.00409386,0,0.0128167,0.00336483,0.0712639,0.0328058,0.0225585,0.00532587,0.00336831,0.00248533,0.00579113,0.0525072,0,0.0134423,0.020431,0.0209283,0.0220469,0.0269929,0.0121308,0.00329784,0.00325817,0.00166228,0.00315687,0.00356214,0,0,0,0,0,0.0496421,0,0.00706394,0.0297746
187,0,0,0,0,0.00366489,0.00412321,0,0,0,0.0712091,0.0120338,0.0418168,0,0,0.00421701,0,0.018135,0.00131219,0.0365398,0.0284442,0.0277716,0.00549399,0.0041259,0.014466,0.0240125,0.0538079,0.0310597,0.033772,0.0239825,0.076278,0.00359702,0.00788785,0.000747223,0.0117594,0.0160569,0.0204423,0.00699174,0.00205223,0,0,0.00437036,0,0.0128181,0.00349097,0.0712245,0.0330848,0.0225843,0.00621588,0.00348253,0.00271548,0.00607683,0.0524381,0.00212956,0.0144113,0.0208931,0.0207654,0.022602,0.0274735,0.0114177,0.00301095,0.00337396,0.00156006,0.0034542,0.00398864,0,0,0,0,0,0.0505365,0,0.00685919,0.0285377
188,0,0,0,0,0.00304852,0.00441512,0,0,0,0.0671166,0.0119443,0.0400837,0,0,0.00398989,0,0.0181051,0.00126105,0.0353974,0.0284922,0.0268344,0.00557047,0.00442954,0.0144945,0.0234924,0.0524712,0.0284615,0.0311269,0.0248809,0.0714327,0.00346039,0.0078797,0.00075336,0.0111302,0.0159968,0.0205672,0.00684129,0.00252369,0,0,0.00463822,0,0.0128086,0.00352077,0.0711908,0.0336005,0.0225959,0.00696666,0.0036045,0.00304616,0.00639012,0.0522353,0.00244313,0.0151408,0.0215723,0.0210138,0.0230818,0.0281377,0.0109545,0.00310936,0.00336807,0.00133098,0.003813,0.0046583,0,0,0,0,0,0.0514438,0,0.00675309,0.0273363
189,0,0,0,0,0.00305297,0.00470316,0,0,0,0.0630307,0.0118456,0.0383519,0,0,0.00377548,0,0.0181333,0.00128312,0.0341174,0.0285807,0.0255294,0.0056611,0.00471418,0.0143839,0.0228157,0.0510138,0.025643,0.0285077,0.0261771,0.0662458,0.00330867,0.00787026,0.000785185,0.0102734,0.0160161,0.0205374,0.00652765,0.0033147,0,0,0.00491429,0,0.0128516,0.00363599,0.0711599,0.0340564,0.0226032,0.00756969,0.00376298,0.00347604,0.00686631,0.052026,0.00267603,0.0156653,0.0222468,0.0209658,0.0235115,0.0287219,0.0104304,0.00339651,0.00327303,0.00133553,0.00418249,0.00545441,0,0,0,0,0,0.0523901,0,0.00707441,0.0258871
190,0,0,0,0,0.00330767,0.00497714,0,0,0,0.0594901,0.0118314,0.0368447,0,0,0.00355971,0,0.0181762,0.00128949,0.0326173,0.0286996,0.0237474,0.00582813,0.00494645,0.0140861,0.0219116,0.0493576,0.0228706,0.0262044,0.0279315,0.0605958,0.00320634,0.00791283,0.000754926,0.00931433,0.0160747,0.0203533,0.00606233,0.00421503,0,0,0.00516586,0,0.0129166,0.00375669,0.0712065,0.0343083,0.0225622,0.0080211,0.00402004,0.00388361,0.00748368,0.0517932,0.0030394,0.0159946,0.0227172,0.0208031,0.0238986,0.0292236,0.0100062,0.00353211,0.00328826,0.00137963,0.00455105,0.00628899,0,0,0,0,0,0.0534453,0,0.00696367,0.0238554
