Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,x72,RTHI,RTIBI,LTHII,
73,0,0,0,0,0.0434394,0.0530005,0,0,0,0.0327695,0.00906793,0.028879,0.0102878,0,0,0.0162331,0,0.0206091,0.00788744,0.0559488,0.0421191,0.0236522,0.0220004,0.0211165,0.0598177,0.0276971,0.03009,0.0472137,0.0119994,0.0137976,0.00797576,0.0120897,0.0411762,0.0255331,0.00981112,0.00409328,0.0235728,0.0110223,0.0256837,0.00242172,0.0186496,0,0,0.0389552,0,0.0126129,0.0278465,0.0599937,0.0303895,0.0241745,0.0141612,0.0179806,0.0199876,0.0548979,0.00960169,0.00747879,0.0156478,0.015235,0.0210494,0.0296791,0.0251928,0.0118368,0.012063,0.0516077,0.0203019,0,0,0,0,0,0.00905594,0.0242149,0.0182273,0
74,0,0,0,0,0.0435397,0.0530852,0,0,0,0.033014,0.00904712,0.0277274,0.0100329,0,0,0.0164248,0,0.0207532,0.00798802,0.0557987,0.0401957,0.023244,0.0202449,0.0211677,0.0592564,0.0261376,0.0289967,0.0463393,0.0110191,0.0129375,0.00740013,0.0122157,0.0415228,0.0253645,0.00987712,0.00415437,0.0242054,0.0107266,0.0247949,0.00256915,0.0186812,0,0,0.0402118,0,0.0127796,0.028925,0.0596149,0.0293274,0.0244458,0.0135454,0.0179241,0.020864,0.0556484,0.00905836,0.00584423,0.0144136,0.0154012,0.0206129,0.0306139,0.0257027,0.0124607,0.0124837,0.051508,0.0203254,0,0,0,0,0,0.00793209,0.0241547,0.0168601,0
75,0,0,0,0,0.0435997,0.0532339,0,0,0,0.0302337,0.00894006,0.0262627,0.00956771,0,0,0.016492,0,0.0208899,0.00796004,0.0553413,0.0361592,0.0229089,0.0198154,0.0209543,0.0587977,0.024432,0.0285159,0.0455268,0.0100446,0.0128338,0.00769808,0.0117014,0.0396479,0.0254196,0.00995054,0.00414809,0.0247852,0.0104063,0.0233072,0.00271589,0.0186284,0,0,0.0418797,0,0.0129742,0.0301459,0.0592006,0.0273402,0.0246877,0.0126932,0.0180933,0.0219633,0.0564995,0,0.00454299,0.0123538,0.0159687,0.0196848,0.0315013,0.026489,0.0128875,0.0130123,0.0515617,0.020455,0,0,0,0,0,0.00695473,0.0238384,0.0164761,0
76,0,0,0,0,0.0437304,0.0535172,0,0,0,0.023653,0.0088414,0.0221667,0.00902116,0,0,0.0164348,0,0.0210125,0.0077989,0.0545668,0.0300684,0.0227265,0.0202403,0.0206611,0.0584867,0.0227517,0.0278702,0.0450232,0.0110389,0.0146471,0.00915217,0.0100178,0.0343939,0.0252925,0.0100178,0.00404415,0.0255288,0.0100657,0.0212234,0.00291421,0.0185681,0,0,0.0439125,0,0.0131701,0.0314916,0.0589635,0.0234285,0.0249238,0.0121016,0.0184926,0.0232345,0.0572061,0,0.004877,0.00912004,0.0170417,0.0180933,0.0319129,0.0274589,0.0132664,0.0136646,0.051752,0.020844,0,0,0,0,0,0.00633149,0.0230238,0.0163963,0
77,0,0,0,0,0.0439389,0.0537673,0,0,0,0.0174431,0.00873802,0.0167266,0.00875625,0,0,0.0160913,0,0.0211077,0.00754169,0.0536957,0.0261427,0.0227736,0.020198,0.0206264,0.058303,0.0212637,0.0269297,0.045501,0.0135581,0.0167795,0.0108903,0.00835462,0.029966,0.0251003,0.0100833,0.00379379,0.0268682,0.00972965,0.018193,0.00341505,0.0185312,0,0,0.0459446,0,0.0133868,0.0328018,0.0595909,0.0182891,0.0254183,0.0117325,0.0191584,0.0244433,0.0576222,0,0.00750592,0.00438077,0.019156,0.0169384,0.0317035,0.0285091,0.0137057,0.0143192,0.0518989,0.0215155,0,0,0,0,0,0.0062804,0.021899,0.0159986,0
78,0,0,0,0,0.0441474,0.0539405,0,0,0,0.0164197,0.00865634,0.0134423,0.00912342,0,0,0.0155858,0,0.02117,0.00730522,0.0533009,0.0261683,0.0230603,0.0192765,0.0208029,0.0581436,0.0202211,0.0256954,0.0468728,0.0151876,0.017494,0.0116684,0.00807212,0.0303262,0.0251753,0.0101829,0.00346707,0.0289926,0.00943194,0.0172573,0.0042596,0.0185552,0,0,0.0474134,0,0.013632,0.033854,0.0607481,0.0194809,0.0259366,0.011857,0.0199188,0.02545,0.0578465,0,0.0110348,0.00398425,0.0215923,0.0189224,0.0317745,0.0292878,0.0142747,0.0147851,0.0518767,0.0224705,0,0,0,0,0,0.00688497,0.0218255,0.0151426,0
79,0,0,0,0,0.0442525,0.054022,0,0,0,0.0189391,0.00858688,0.0130529,0.0100248,0,0,0.0152238,0,0.0211543,0.00721654,0.0534197,0.0282657,0.023469,0.0180769,0.021134,0.0575697,0.0190995,0.0237302,0.0480366,0.0152897,0.0171884,0.0115731,0.00837774,0.0336511,0.0252835,0.0102238,0.0032134,0.0310451,0.00919909,0.0177413,0.00505268,0.0186923,0,0,0.0480234,0,0.013837,0.0344755,0.0616548,0.0241489,0.0261326,0.0122126,0.0205025,0.0261206,0.0582661,0,0.0132081,0.00753951,0.0230702,0.0223221,0.0324407,0.029602,0.0147444,0.015063,0.0516078,0.0235217,0,0,0,0,0,0.00766685,0.022334,0.0140807,0
80,0,0,0,0,0.0443331,0.0540682,0,0,0,0.0213493,0.00854632,0.0140436,0.0109896,0,0,0.0152597,0,0.0212426,0.00727448,0.0536556,0.0306437,0.0237951,0.0167673,0.0217487,0.0571445,0.0168394,0.0205837,0.0478474,0.0143215,0.0165646,0.0110497,0.00860709,0.0369005,0.0252656,0.0102595,0.00309622,0.0329362,0.00899519,0.0187864,0.00591598,0.0188282,0,0,0.0480325,0,0.0139714,0.0347667,0.0623768,0.0289846,0.026201,0.0128066,0.0210333,0.026584,0.0587859,0,0.0143675,0.0109009,0.0243021,0.0260359,0.0332787,0.0295566,0.0151001,0.0152928,0.0514167,0.0242061,0,0,0,0,0,0.00823367,0.0227888,0.0132856,0
81,0,0,0,0,0.0446467,0.0541561,0,0,0,0.023786,0.00854591,0.0146769,0.0118204,0,0,0.0156269,0,0.0213246,0.00750023,0.0540326,0.0322039,0.0238199,0.015269,0.0226235,0.0570646,0.0137137,0.0171138,0.0463838,0.0129242,0.0157513,0.0103538,0.0089304,0.0399918,0.0252219,0.0102613,0.00311636,0.0345711,0.00886588,0.019956,0.0068446,0.0189453,0,0,0.0477813,0,0.014069,0.0349402,0.0628959,0.0338927,0.0263129,0.0136334,0.0215985,0.0270533,0.0594016,0,0.0154295,0.0138841,0.025558,0.0295841,0.0340457,0.0292344,0.0153948,0.0155116,0.0512739,0.0242677,0,0,0,0,0,0.00874795,0.0230954,0.0124267,0
82,0,0,0,0,0.0450022,0.0541606,0,0,0,0.0261029,0.00865437,0.014047,0.0125269,0,0,0.0163539,0,0.0213688,0.00783184,0.0545485,0.0322564,0.0236298,0.0138411,0.0234556,0.0572174,0.0117141,0.0152789,0.0446517,0.0117226,0.0150436,0.00979072,0.00928381,0.0427984,0.0253075,0.0102664,0.00319594,0.0368303,0.00885048,0.0211936,0.0077185,0.0190332,0,0,0.0472305,0,0.0141334,0.0348534,0.0630728,0.0387399,0.0265025,0.0146026,0.0220264,0.0274044,0.0599995,0,0.0165825,0.0160351,0.0272351,0.0324531,0.0350882,0.0286915,0.0156186,0.015606,0.0511748,0.0237434,0,0,0,0,0,0.00943369,0.023473,0.0119753,0
83,0,0,0,0,0.0458352,0.0534666,0,0,0,0.0299273,0.00920699,0.0134159,0.0162309,0,0,0.0179072,0,0.0210048,0.00839616,0.0560016,0.0330933,0.0223302,0.0132075,0.0251079,0.0561864,0.0123397,0.0162868,0.0425783,0.0105091,0.0148051,0.00967336,0.00973786,0.048041,0.0259513,0.0101038,0.00349559,0.0561676,0.00904369,0.0420723,0.0135367,0.0207783,0,0,0.0458094,0,0.0140404,0.0339614,0.0641469,0.0640557,0.0257973,0.0170122,0.0214019,0.0277095,0.059601,0,0,0.0290297,0,0.0466545,0.053622,0.0275486,0.0154384,0.0153319,0.0499513,0.023589,0,0,0,0,0,0.0126661,0.0329117,0.0123382,0
84,0,0,0,0,0.0460002,0.0533264,0,0,0,0.0318255,0.00943886,0.0126329,0.016927,0,0,0.0191273,0,0.0208815,0.00891351,0.0565406,0.0325234,0.0220616,0.0124864,0.0258586,0.0563199,0.0133457,0.0173684,0.0422384,0.00974996,0.0145588,0.00948355,0.0100936,0.0504727,0.0266166,0.0100246,0.00367975,0.0619105,0.00924207,0.0468855,0.0147888,0.0212209,0,0,0.044731,0,0.0139847,0.0332685,0.0642165,0.0716748,0.0256359,0.0174606,0.0216021,0.0276086,0.0599346,0.0189587,0,0.0306661,0,0.0490146,0.05659,0.0268238,0.015276,0.0151101,0.0498001,0.0228843,0,0,0,0,0,0.0132176,0.0351537,0.012502,0
85,0,0,0,0,0.0458632,0.0529938,0,0,0,0.0339342,0.00967449,0.0124186,0.0170996,0,0,0.0200076,0,0.0207086,0.0092942,0.0568168,0.0320443,0.0216938,0.0120788,0.0260614,0.0563878,0.0141457,0.0182758,0.0422734,0.00915404,0.0145063,0.00924228,0.0104948,0.0528224,0.0273205,0.00993768,0.00390634,0.0670023,0.00945421,0.0514506,0.0155784,0.0216663,0,0,0.0434914,0,0.0137673,0.0322584,0.0642132,0.0789495,0.0254023,0.0177168,0.0216663,0.0271453,0.0603895,0.0191431,0.024029,0.0314921,0,0.0501674,0.0585502,0.0261309,0.0149172,0.0146908,0.0495355,0.0224143,0,0,0,0,0,0.0138281,0.0363821,0.0123589,0
86,0,0,0,0,0.0456539,0.0525166,0,0,0,0.0358697,0.00990923,0.0124495,0.0168157,0,0,0.0205596,0,0.0204578,0.00962232,0.0568516,0.0314785,0.0211323,0.0119656,0.0256758,0.0563208,0.0142974,0.0185779,0.0425669,0.0089307,0.0148667,0.00897136,0.0108339,0.0547301,0.0279531,0.00979664,0.00414077,0.0720535,0.00973735,0.0558308,0.0154565,0.0220491,0,0,0.0419608,0,0.0134259,0.0309846,0.0639292,0.0844192,0.0249718,0.018733,0.0215654,0.0264489,0.0614089,0.0199673,0,0.0328079,0,0.0510288,0.0617677,0.0252215,0.0144242,0.0141729,0.0492375,0.0222792,0,0,0,0,0,0.0152476,0.0373283,0.0119559,0
87,0,0,0,0,0.0454452,0.0521069,0,0,0,0.0372253,0.0100589,0.0124529,0.0165196,0,0,0.0208158,0,0.020178,0.00984102,0.0566864,0.0306165,0.0206563,0.0121187,0.0251803,0.0562182,0.0137773,0.0184898,0.0429832,0.00921564,0.0156655,0.0088071,0.0110346,0.0559836,0.0284054,0.0095895,0.00428161,0.0738447,0.0100161,0.0584986,0.0150179,0.0222975,0,0,0.0404054,0,0.0131033,0.0297914,0.0638772,0.0874633,0.0246095,0.0193134,0.0213763,0.0254024,0.0617624,0.020331,0.0270318,0.0331698,0,0.0514651,0.0638097,0.0244283,0.0138933,0.0137402,0.0489266,0.0223598,0,0,0,0,0,0.0161287,0.0373137,0.0110793,0
88,0,0,0,0,0.0452106,0.0514643,0,0,0,0.0379664,0.0101555,0.0123544,0.0164996,0,0,0.0208565,0,0.0199096,0.00994923,0.0564676,0.0297947,0.0202031,0.012538,0.0247021,0.0561324,0.0129283,0.0185178,0.0433308,0.00982122,0.0164362,0.00894483,0.0110833,0.0562991,0.0285541,0.00945118,0.00428889,0.0647337,0.0102759,0.05572,0.0152173,0.0225735,0,0,0.0390439,0,0.0128407,0.0287519,0.0639368,0.081788,0.0244361,0.0211586,0.0210139,0.0240822,0.0620778,0.0220713,0.0304128,0,0,0.0501198,0.0563308,0.0239395,0.0133742,0.0132364,0.048567,0.0227658,0,0,0,0,0,0.0182853,0.0360749,0.0100031,0
89,0,0,0,0,0.044969,0.0511978,0,0,0,0.0376569,0.0100947,0.0119198,0.0162737,0,0,0.0206601,0,0.0196533,0.00987722,0.0560318,0.0285604,0.0201038,0.0130318,0.0242962,0.0562571,0.0119068,0.0184658,0.0439629,0.0105973,0.0168646,0.00924585,0.0109813,0.0553527,0.0284884,0.00937432,0.00422208,0.0636053,0.0105403,0.0574062,0.0152744,0.0225048,0,0,0.0381667,0,0.0126414,0.0280777,0.0638152,0.0818651,0.0241659,0.021764,0.0209141,0.0230035,0.0624521,0.0228692,0.0327698,0,0,0.0513045,0.0548388,0.0236754,0.012975,0.0127603,0.0485926,0.0230405,0,0,0,0,0,0.0200006,0.0369584,0.00846688,0
90,0,0,0,0,0.0447947,0.0510444,0,0,0,0.0363698,0.0100099,0.0112404,0.016127,0,0,0.0201289,0,0.0194541,0.00976966,0.0556626,0.0271046,0.0202581,0.013346,0.0239503,0.0564966,0.0111119,0.018311,0.044737,0.011255,0.0167504,0.00953523,0.0108149,0.0534134,0.0284512,0.00931534,0.00419585,0.0617673,0.0108412,0.0585397,0.0153896,0.0223206,0,0,0.0376874,0,0.0125176,0.0276096,0.0637067,0.0814031,0.0238008,0.022445,0.0210073,0.0220658,0.0628627,0.023557,0.0351539,0,0,0.053165,0.0522824,0.0235787,0.0125645,0.0123585,0.0487067,0.0232478,0,0,0,0,0,0.0217602,0.038133,0.00763842,0
91,0,0,0,0,0.0446561,0.0510087,0,0,0,0.0342712,0.00995619,0.0103892,0.015999,0,0,0.0194231,0,0.0192574,0.00949005,0.0553713,0.0256063,0.0205935,0.0133925,0.0236528,0.0568453,0.0106677,0.0179751,0.0455583,0.0116787,0.0161575,0.00968126,0.0105906,0.0506266,0.02847,0.00918919,0.00421975,0.0593821,0.0111442,0.0591137,0.0153619,0.022056,0,0,0.037419,0,0.0124276,0.0271425,0.0635123,0.080556,0.0233836,0.0231962,0.0212454,0.0213989,0.0630834,0.024035,0.0367302,0,0,0.0551015,0.0496956,0.0235082,0.012129,0.0120344,0.0488404,0.023376,0,0,0,0,0,0.0227563,0.039223,0.00754341,0
92,0,0,0,0,0.0444491,0.0510495,0,0,0,0.0317034,0.00994063,0.00939108,0.0158838,0,0,0.0188468,0,0.0191444,0.00920004,0.0551452,0.0240999,0.0210145,0.0133365,0.0233993,0.0571831,0.010651,0.0174577,0.0461944,0.0120749,0.0155435,0.00968243,0.010279,0.0473908,0.0283336,0.00909444,0.00423475,0.0565143,0.0113001,0.0592825,0.0151446,0.0217542,0,0,0.0372046,0,0.0123001,0.026749,0.0632556,0.0795187,0.0229813,0.0239279,0.0215541,0.021011,0.0630488,0.0242129,0.0372997,0,0,0.0568394,0.0469419,0.02341,0.0118737,0.0117694,0.0490005,0.0234457,0,0,0,0,0,0.0230572,0.0400048,0,0
93,0,0,0,0,0.0442158,0.0511432,0,0,0,0.0292587,0.00992754,0.00873027,0.0158249,0,0,0.0183015,0,0.0190407,0.00896888,0.0549454,0.0227231,0.0214431,0.0130699,0.023141,0.0574962,0.0105837,0.0167292,0.0465071,0.0122899,0.0150325,0.0094982,0.00996983,0.0442292,0.0282367,0.00904322,0.00425205,0.053344,0.01143,0.05894,0.0146709,0.0214808,0,0,0.0368741,0,0.0121847,0.0263363,0.0630526,0.0783544,0.0226126,0.0241209,0.0217878,0.0207758,0.0629417,0.0245272,0.037786,0,0,0.0581706,0.0434667,0.0231979,0.0116218,0.0114839,0.0491106,0.023384,0,0,0,0,0,0.0229924,0.0403576,0.00831171,0
94,0,0,0,0,0.0441066,0.05123,0,0,0,0.027256,0.00995849,0.00836864,0.0158542,0,0,0.0179504,0,0.0189308,0.0088252,0.0547293,0.0211425,0.0218531,0.0128523,0.0228793,0.0577882,0.0104493,0.0160122,0.046714,0.0123166,0.0146303,0.00909316,0.00965848,0.0411635,0.0282094,0.00900152,0.00428921,0.0497981,0.0116668,0.0580982,0.0139377,0.0212519,0,0,0.0364119,0,0.0121348,0.0259087,0.0629389,0.0769705,0.0222871,0.0241921,0.02193,0.0205602,0.0628124,0.0250762,0.0381048,0,0,0.0587396,0.0394688,0.0229697,0.0112911,0.0112154,0.0491346,0.0231347,0,0,0,0,0,0.0226939,0.0403763,0.00897482,0
95,0,0,0,0,0.044168,0.0512554,0,0,0,0.0257948,0.0100602,0.00829794,0.0159828,0,0,0.0177727,0,0.0189804,0.0087405,0.0545446,0.0200365,0.0222273,0.0126869,0.0226127,0.0580304,0.0102898,0.0154255,0.0469198,0.0123682,0.0144009,0.00876158,0.00951856,0.038479,0.0282214,0.00902468,0.00436237,0.0457866,0.0118555,0.0568317,0.0130905,0.0211084,0,0,0.0359652,0,0.0120916,0.0255054,0.0629252,0.0752788,0.0220313,0.024257,0.022062,0.0203303,0.0626318,0.0252381,0.0374345,0,0,0.0586256,0.0352275,0.022796,0.0110077,0.0110923,0.0491345,0.0227158,0,0,0,0,0,0.0221004,0.0403994,0,0
96,0,0,0,0,0.0442425,0.0512082,0,0,0,0.024411,0.0101636,0.00848306,0.0159899,0,0,0.0177602,0,0.0190545,0.00877989,0.054334,0.0195137,0.0225568,0.0123335,0.0224055,0.0582842,0.0100711,0.0148584,0.0469608,0.0122637,0.0142061,0.00854221,0.00947186,0.0359355,0.0282423,0.00906593,0.00444039,0.0415943,0.0120806,0.05527,0.0123,0.0210241,0,0,0.0356006,0,0.01208,0.025172,0.063028,0.0733166,0.0217944,0.0242237,0.0222677,0.0201111,0.0624021,0.0250817,0.035854,0,0,0.0585351,0.0310276,0.0227014,0.0107398,0.0109278,0.0491261,0.0222146,0,0,0,0,0,0.0211953,0.0404787,0.0103731,0
97,0,0,0,0,0.044261,0.0513108,0,0,0,0.0229481,0.0102377,0.00872101,0.0159133,0,0,0.0178778,0,0.0190441,0.00891925,0.054132,0.0189915,0.0227833,0.0122157,0.0222991,0.058474,0.0099826,0.0145544,0.0467752,0.01233,0.0141521,0.00842069,0.00944042,0.0334131,0.0282406,0.00903152,0.00448188,0.0379937,0.0122515,0.0537856,0.0115857,0.0209676,0,0,0.0353628,0,0.0120799,0.02493,0.0631895,0.0713612,0.0216215,0.023947,0.0226029,0.0200267,0.0621262,0.0248287,0.0338028,0,0,0.0586752,0.0266971,0.0226548,0.0105248,0.0108168,0.0491616,0.021741,0,0,0,0,0,0.0200073,0.0399979,0.0106056,0
98,0,0,0,0,0.0441818,0.0514051,0,0,0,0.0215557,0.0102655,0.00903605,0.0157247,0,0,0.0180393,0,0.0190564,0.00893985,0.0539165,0.0179252,0.0230183,0.0122393,0.0222188,0.0586406,0.00990467,0.0144264,0.0465539,0.0125031,0.0140878,0.00833735,0.00934906,0.0310135,0.0282679,0.00902314,0.00449482,0.0348991,0.0123651,0.0524644,0.0109072,0.0208935,0,0,0.0351567,0,0.0120605,0.024731,0.0632609,0.0694805,0.0214924,0.0232971,0.0229224,0.0199503,0.0617464,0.0245734,0.0314747,0,0,0.058444,0.0226197,0.0225946,0.0103291,0.0107598,0.0491835,0.0214636,0,0,0,0,0,0.018666,0.0393721,0.0109277,0
99,0,0,0,0,0.0440549,0.051431,0,0,0,0.0203636,0.0102799,0.00950006,0.0155836,0,0,0.0181932,0,0.0191008,0.00885168,0.0537236,0.0170548,0.0233663,0.0124005,0.0221642,0.0587984,0.00985059,0.014448,0.0464379,0.0127128,0.0140868,0.00826351,0.00925746,0.0288202,0.0283011,0.00906862,0.00445009,0.0321358,0.0124265,0.0514705,0.010312,0.0207673,0,0,0.0349202,0,0.0120396,0.0246668,0.0632514,0.0678581,0.021451,0.0223724,0.0233473,0.0197865,0.061218,0.0242925,0.029173,0,0,0.0579845,0.019075,0.0225895,0.0102165,0.0107584,0.04918,0.0214291,0,0,0,0,0,0.0171997,0.0385752,0.0113916,0
100,0,0,0,0,0.0439193,0.0514539,0,0,0,0.0196376,0.0102405,0.0103107,0.0156677,0,0,0.0182512,0,0.0191428,0.00887655,0.0535411,0.0161886,0.0237024,0.0125816,0.0222015,0.0589429,0.00982992,0.0145472,0.046357,0.0130397,0.0142592,0.00834897,0.00926357,0.0270427,0.0283353,0.00911402,0.00436993,0.0301074,0.0124189,0.0505423,0.00989167,0.0205927,0,0,0.0349003,0,0.0120094,0.0247333,0.0632537,0.0666137,0.0214258,0.0213061,0.0239783,0.0196384,0.0604515,0.0233649,0.0272134,0,0,0.0575365,0.0162111,0.0227548,0.010174,0.0107659,0.049228,0.0215573,0,0,0,0,0,0.015626,0.0378396,0.0118199,0
101,0,0,0,0,0.0431805,0.0528378,0,0,0,0.0189665,0.00964757,0.0113835,0.0155702,0,0,0.0175297,0,0.0196091,0.0085616,0.0529508,0.0168189,0.0249838,0.0136341,0.0229942,0.0603872,0.0108044,0.0159523,0.0469729,0.0132264,0.0144661,0.00838294,0.009743,0.026309,0.0278469,0.00938334,0.00400403,0.0243064,0.0121208,0.0222639,0.00707202,0.0182458,0,0,0.0370507,0,0.0122636,0.0261539,0.0612428,0.0351573,0.0250841,0.00957239,0.0272764,0.0203066,0.0593004,0.0150838,0.0144956,0,0.0351438,0.0398345,0.0263851,0.0240841,0.0106531,0.0111528,0.0512592,0.0205187,0,0,0,0,0,0.00849144,0.0282608,0.012808,0
102,0,0,0,0,0.0431894,0.0530838,0,0,0,0.0190275,0.00960416,0.0121581,0.0160505,0,0,0.0173139,0,0.019754,0.00848981,0.0527124,0.0165795,0.0253238,0.0138371,0.0233592,0.060646,0.0106941,0.0159444,0.0468575,0.0134117,0.014578,0.00856054,0.0098448,0.0254511,0.0277565,0.00947488,0.0039935,0.0243677,0.0120997,0.0213162,0.00714174,0.0180502,0,0,0.0375457,0,0.0123374,0.0264746,0.0616549,0.0349775,0.0251046,0.00970624,0.0282592,0.0204847,0.0590142,0.0151894,0.0127901,0,0.034277,0.0393978,0.0279269,0.024271,0.0107857,0.0110776,0.0515442,0.0206424,0,0,0,0,0,0.00787324,0.0270882,0.0132341,0
103,0,0,0,0,0.043169,0.0532661,0,0,0,0.0192775,0.00954249,0.0129196,0.0160127,0,0,0.0170633,0,0.019798,0.00844769,0.0524208,0.0162841,0.0257568,0.0140521,0.0235205,0.0609229,0.0104998,0.0157513,0.0467949,0.0135923,0.0147172,0.0087761,0.00994504,0.0248458,0.0277848,0.00950885,0.00395361,0.025352,0.0120537,0.020169,0.00688773,0.0178577,0,0,0.0378368,0,0.0123512,0.0267072,0.0617775,0.0343717,0.025192,0.0101891,0.0290276,0.0206089,0.0587124,0.0156004,0.0115066,0.02409,0.0333038,0.0388122,0.0301197,0.0243524,0.0109069,0.0112514,0.0517209,0.020648,0,0,0,0,0,0.00771474,0.0258565,0.0135616,0
104,0,0,0,0,0.0431784,0.0534544,0,0,0,0.0198734,0.00944201,0.0138473,0.015981,0,0,0.0167849,0,0.0196995,0.00824209,0.0521988,0.016206,0.0261305,0.0143747,0.0236917,0.0612057,0.0102511,0.0155894,0.0466967,0.0137667,0.0149501,0.00915878,0.0100416,0.0247265,0.0278222,0.00953143,0.00379657,0.0266076,0.0119637,0.020063,0.00660617,0.0177449,0,0,0.0381558,0,0.0123452,0.0269341,0.0616051,0.0341135,0.0253344,0.0107834,0.0296695,0.0207406,0.0580597,0.0159484,0.0107031,0.0233278,0.0328204,0.0384374,0.0318581,0.02446,0.0110304,0.0114544,0.0518891,0.020452,0,0,0,0,0,0.00774871,0.0253029,0.0138999,0
105,0,0,0,0,0.0432418,0.0534895,0,0,0,0.0210515,0.00938111,0.014733,0.0149398,0,0,0.0166314,0,0.0195997,0.00813151,0.0516384,0.0155614,0.0269444,0.0144815,0.0231925,0.0614748,0.00955329,0.014842,0.0469223,0.0143733,0.0154361,0.00939414,0.0102365,0.024971,0.0279292,0.00953747,0.00366414,0.0407768,0.0120507,0.0171971,0.00458615,0.0177342,0,0,0.0378879,0,0.0123838,0.0267666,0.059974,0.0111475,0.0248035,0.0099906,0.0297313,0.0205706,0.0586167,0.0145375,0.00965324,0.0175398,0.0301179,0.0331166,0.0436861,0.0242153,0.0109803,0.0113689,0.0518668,0.0201905,0,0,0,0,0,0.0085434,0.0236812,0.0140696,0
106,0,0,0,0,0.0432755,0.0535585,0,0,0,0.0225293,0.0092783,0.0159637,0.0146799,0,0,0.0163828,0,0.0195496,0.00802588,0.0514669,0.0155617,0.0273549,0.014882,0.0231616,0.0616707,0.00926312,0.0146554,0.0468318,0.0147216,0.0157386,0.00964574,0.0103837,0.0258123,0.0279416,0.00954814,0.00367896,0.0424364,0.0119925,0.0188906,0.00399205,0.0177374,0,0,0.0382045,0,0.0124722,0.0269346,0.0597029,0.0102655,0.0249657,0.0108954,0.0301239,0.0206434,0.0582176,0.0152908,0.00963363,0.0152548,0.0297973,0.0313406,0.0447018,0.0243756,0.0110278,0.0114825,0.0519094,0.0197948,0,0,0,0,0,0.00928489,0.0238862,0.0144432,0
107,0,0,0,0,0.0433683,0.0536683,0,0,0,0.0242213,0.00924118,0.0170514,0.0145717,0,0,0.0161296,0,0.0195955,0.00794296,0.0513695,0.0156521,0.0277136,0.0153889,0.0232207,0.0618058,0.00909749,0.0146291,0.0466898,0.0149005,0.0159199,0.0100093,0.0104292,0.0271794,0.0279003,0.00959962,0.0037289,0.0428126,0.0118624,0.0198246,0.00358874,0.0177722,0,0,0.038792,0,0.0125455,0.0272744,0.0595517,0.0111727,0.0250986,0.0122378,0.0305511,0.0208667,0.0578513,0.0169367,0.00989469,0.0127931,0.0293616,0.0299765,0.0447055,0.0246622,0.0111673,0.0116891,0.0520399,0.0194486,0,0,0,0,0,0.00991483,0.0232358,0.0148673,0
108,0,0,0,0,0.0434978,0.0538109,0,0,0,0.026088,0.0092498,0.018221,0.0145443,0,0,0.0158262,0,0.0196683,0.00774869,0.0513041,0.0159553,0.027998,0.01602,0.0233075,0.0619103,0.00909594,0.0147601,0.0465178,0.0150156,0.0159878,0.0104202,0.0105107,0.0289209,0.0277324,0.00963978,0.00374959,0.0427289,0.0117454,0.0206277,0.00329598,0.0178024,0,0,0.0395298,0,0.0126504,0.0277465,0.0595062,0.0129619,0.0252325,0.0140419,0.0309393,0.0211701,0.0574546,0.018317,0.0103811,0.0113468,0.0287891,0.028761,0.0441988,0.0250132,0.0113513,0.011887,0.0521928,0.019238,0,0,0,0,0,0.0106557,0.0214455,0.0152762,0
109,0,0,0,0,0.0436351,0.0539699,0,0,0,0.0281749,0.0092584,0.0195635,0.0145703,0,0,0.0154931,0,0.0196757,0.00756748,0.0512473,0.0164936,0.0282087,0.0167116,0.0234089,0.0620018,0.00923987,0.015028,0.0462916,0.0151596,0.0158378,0.0106099,0.0106354,0.0307476,0.0274803,0.00965478,0.00373699,0.0422611,0.0116088,0.0214462,0.00309194,0.0178441,0,0,0.0402996,0,0.0127462,0.028261,0.0595372,0.0149984,0.02536,0.0162021,0.0312256,0.0214808,0.0570451,0.0195178,0.0111106,0.0107455,0.0280239,0.0287157,0.043299,0.025406,0.0115177,0.0120107,0.0522852,0.0192138,0,0,0,0,0,0.01141,0.0198929,0.0156916,0
