Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTOE,RUPA,RWRA,RWRB,T10,x68,x69,x70,x71,x72,STRN,RTIBP,LTHII,RTIBI,
103,0,0,0,0,0.0381776,0.0479694,0,0,0,0.0908181,0.0101939,0.0345663,0.00529623,0,0,0.00693025,0,0.0186053,0.00437601,0.040959,0.0517718,0.0248042,0.0221114,0.0190366,0.0543695,0.0147974,0.0245102,0.0614556,0.0141843,0.0331546,0.0133433,0.0181695,0.120002,0.0209044,0.00866321,0.00344086,0.0271876,0.0100065,0.0330272,0.0042103,0.0163585,0,0,0.0394265,0,0.013115,0.0294894,0.0604776,0.0401484,0.0268708,0.0149441,0.017005,0.0208545,0.00933002,0.0583201,0.0124748,0,0.0198551,0.0122078,0.0284746,0.0258348,0.0166173,0.0138957,0.0219408,0,0,0,0,0,0.0450855,0.0835466,0.0253891,0,0
104,0,0,0,0,0.0381426,0.0480083,0,0,0,0.0872697,0.0102009,0.0332868,0.00542226,0,0,0.00695808,0,0.0186231,0.00414359,0.0412464,0.0497066,0.0245416,0.021108,0.0189143,0.0544052,0.0138665,0.0225339,0.0614167,0.0124727,0.0305843,0.0124184,0.0176937,0.11477,0.0208788,0.0086686,0.0034749,0.0260148,0.0100315,0.0328753,0.00446868,0.0163385,0,0,0.0389635,0,0.0130893,0.029125,0.0603897,0.0408656,0.0269452,0.0153016,0.0165962,0.0204637,0.00950629,0.0581863,0.0126402,0,0.0211732,0.0119466,0.0276056,0.0256161,0.0165563,0.0138592,0.0221052,0,0,0,0,0,0.0451127,0.0838161,0.0242552,0,0
105,0,0,0,0,0.0380885,0.0480002,0,0,0,0.0828358,0.0102422,0.0317438,0.00552718,0,0,0.00688973,0,0.0185612,0.0040362,0.0415,0.0468163,0.0243297,0.0202586,0.0187485,0.0544145,0.013,0.0205026,0.0611936,0.0106791,0.0277486,0.0114093,0.0170291,0.108551,0.0207211,0.00860487,0.0034935,0.0248504,0.0100614,0.0327035,0.00476865,0.0162761,0,0,0.0383806,0,0.0130647,0.0288825,0.0603115,0.0413768,0.0270202,0.015578,0.0161762,0.0200319,0.00976165,0.0580518,0.0126014,0,0.0221164,0.011434,0.0265983,0.0253879,0.0164361,0.0138273,0.0222897,0,0,0,0,0,0.045135,0.0817446,0.0222571,0,0
106,0,0,0,0,0.0379584,0.0479765,0,0,0,0.0775735,0.0102864,0.029918,0.0057239,0,0,0.00660938,0,0.0184348,0.00410185,0.0418047,0.0434552,0.024127,0.0197388,0.018521,0.0544882,0.0123463,0.0186765,0.0607941,0.00880523,0.0246959,0.0103757,0.016252,0.101281,0.0205008,0.00850635,0.00349677,0.0240101,0.010104,0.0329253,0.00523449,0.0161314,0,0,0.037738,0,0.0130586,0.0285919,0.060312,0.0423072,0.0272192,0.0157686,0.0157687,0.0195326,0.0100753,0.0578948,0.0123732,0,0.0226371,0.0110875,0.0258152,0.0251838,0.0162837,0.0138117,0.0224152,0,0,0,0,0,0.0451458,0.0818792,0.0220451,0,0
107,0,0,0,0,0.0378559,0.0479857,0,0,0,0.071696,0.010342,0.0278563,0.00594755,0,0,0.00631536,0,0.0183697,0.00424272,0.0422535,0.0401662,0.0239748,0.0194822,0.0183475,0.0546022,0.0120575,0.0175654,0.0601828,0.00696351,0.021633,0.00930537,0.0154646,0.0933568,0.0203679,0.00842439,0.00357647,0.0231469,0.0101367,0.0332408,0.00567231,0.0159238,0,0,0.0371856,0,0.0130404,0.0282678,0.060513,0.0434721,0.0274611,0.016167,0.0154485,0.0190727,0.0104425,0.0579016,0.0121538,0,0.0229544,0.010986,0.0251231,0.0248076,0.0161092,0.0137858,0.0223148,0,0,0,0,0,0.0452056,0.0828107,0.0234339,0,0
108,0,0,0,0,0.0378891,0.0479167,0,0,0,0.065546,0.0103936,0.0256855,0.00615413,0,0,0.00618642,0,0.0183354,0.00410432,0.0427911,0.0371686,0.0238459,0.0193092,0.0181908,0.0547097,0.0120061,0.0168812,0.0595463,0.0055563,0.0188195,0.00826605,0.014726,0.0850753,0.0202928,0.0083912,0.00364915,0.0217954,0.0101593,0.0334153,0.0060033,0.0156837,0,0,0.0366968,0,0.0129525,0.0278821,0.0605153,0.0445701,0.0276383,0.016641,0.0151404,0.0186897,0.0108698,0.0576924,0.0120875,0,0.0236659,0.0109811,0.0242922,0.0242918,0.0159006,0.0136591,0.0220887,0,0,0,0,0,0.0452558,0.0835796,0.0230885,0,0
109,0,0,0,0,0.0381319,0.0478163,0,0,0,0.0589492,0.0104577,0.0235062,0.00632796,0,0,0.00600842,0,0.0183548,0.00401957,0.0433664,0.0345422,0.0237737,0.0191495,0.0180333,0.0548196,0.0120427,0.0164295,0.0587111,0.00500001,0.0164629,0.00732425,0.0140712,0.076503,0.0202482,0.00841379,0.00372034,0.020239,0.0101561,0.033375,0.0062431,0.0154459,0,0,0.036304,0,0.0128292,0.0275417,0.0604584,0.0453957,0.0277438,0.0171063,0.0148072,0.0183378,0.0114577,0.0574246,0.0121485,0,0.0245623,0.0108837,0.0234113,0.0238058,0.0156716,0.0134562,0.0217631,0,0,0,0,0,0.0453392,0.0841741,0.0208192,0,0
110,0,0,0,0,0.0381026,0.0477714,0,0,0,0.0522442,0.0105412,0.0215596,0.00643878,0,0,0.00567182,0,0.0183439,0.00393118,0.0441077,0.0324323,0.0237284,0.0185082,0.0178266,0.054956,0.01188,0.0159043,0.0577823,0.00532059,0.0148359,0.006561,0.0135761,0.0682482,0.020268,0.00840705,0.00372372,0.0182536,0.0101616,0.0327934,0.00632086,0.0152886,0,0,0.0359943,0,0.012753,0.027221,0.0604295,0.0457954,0.027775,0.0174738,0.0143936,0.0179963,0.0120491,0.0571846,0.0123318,0,0.0251094,0.0100853,0.0220518,0.0234689,0.0154186,0.0132961,0.0214091,0,0,0,0,0,0.0454232,0.0847387,0.0189694,0,0
111,0,0,0,0,0.0378191,0.0477919,0,0,0,0.0455817,0.0105687,0.0200975,0.00646374,0,0,0.00541445,0,0.0183466,0.0035198,0.0449604,0.0310795,0.0237065,0.0173384,0.017636,0.0551587,0.0113539,0.0150546,0.0568646,0.00628002,0.0139659,0.00609913,0.0132575,0.0604791,0.0202751,0.00839795,0.003643,0.0155626,0.0101832,0.0316514,0.00622567,0.0151855,0,0,0.0358789,0,0.0127206,0.0269632,0.0604972,0.0456482,0.0277257,0.0177026,0.0139831,0.0177381,0.0126535,0.0569757,0.0125613,0,0.025764,0.00865412,0.0200248,0.0234358,0.0152008,0.0131583,0.0210457,0,0,0,0,0,0.0454613,0.0851195,0.0171638,0,0
112,0,0,0,0,0.037661,0.0478713,0,0,0,0.0392781,0.0105249,0.0192929,0.006278,0,0,0.00510863,0,0.0184069,0.00333832,0.0457862,0.0308023,0.023772,0.0158329,0.0173421,0.0554126,0.0105298,0.0138255,0.0559764,0.007626,0.0136818,0.00600905,0.0131133,0.0530636,0.0203263,0.00841146,0.00357794,0.0140805,0.0101586,0.0312081,0.0062345,0.0150353,0,0,0.0360193,0,0.01269,0.026878,0.0604638,0.0453932,0.0277142,0.0181588,0.0137512,0.0175174,0.0130295,0.0567135,0.01266,0.019089,0.026577,0.0084876,0.01926,0.0234144,0.0150723,0.0130861,0.0207515,0,0,0,0,0,0.0455846,0.0850624,0.0150665,0,0
113,0,0,0,0,0.0376349,0.0479813,0,0,0,0.0335894,0.0104051,0.0194305,0.00583072,0,0,0.00483439,0,0.0185079,0.00337214,0.0466024,0.0306823,0.0240691,0.0145014,0.0170724,0.0556039,0.00956596,0.0124431,0.0548439,0.00918285,0.0139265,0.00626992,0.0130986,0.0462246,0.0203117,0.00846813,0.00355373,0.0130952,0.0101079,0.0311486,0.00607018,0.0148635,0,0,0.0363312,0,0.0126744,0.0268785,0.0604001,0.045665,0.0276774,0.0187703,0.0136887,0.017346,0.0137046,0.0564182,0.0128719,0.020328,0.0272632,0.008822,0.0190258,0.0233276,0.0150013,0.0130774,0.0205165,0,0,0,0,0,0.0457848,0.0850098,0.013957,0,0
114,0,0,0,0,0.0375508,0.0480883,0,0,0,0.0283611,0.0102273,0.0208842,0.00527754,0,0,0.00467589,0,0.0186361,0.00297006,0.0473683,0.0313379,0.0244989,0.0140723,0.0168106,0.0557381,0.00868295,0.0112298,0.0536301,0.0107517,0.014475,0.00679714,0.0132461,0.0401433,0.0200045,0.00858132,0.00347389,0.011898,0.0100305,0.0308121,0.00587004,0.0146718,0,0,0.0366896,0,0.0126865,0.026958,0.0602704,0.0454915,0.0275421,0.0193371,0.0136579,0.0171914,0.0144222,0.0560677,0.0131559,0.021552,0.0277229,0.00910051,0.0186037,0.0232926,0.0149386,0.0130939,0.0203089,0,0,0,0,0,0.0459752,0.0849281,0.0137431,0,0
115,0,0,0,0,0.0374827,0.0482776,0,0,0,0.0246344,0.0100732,0.0230671,0.00461637,0,0,0.00449527,0,0.0187377,0.00254528,0.0479741,0.0330062,0.0250281,0.0154147,0.0166629,0.0558072,0.00894717,0.0113237,0.0528039,0.0123898,0.0152807,0.00762653,0.0134856,0.035556,0.0196613,0.00865171,0.00339375,0.0105624,0.00996651,0.0304865,0.00558988,0.0145157,0,0,0.0372326,0,0.0127529,0.0271481,0.0602532,0.0450101,0.0272856,0.0198217,0.0137667,0.0171433,0.0151785,0.0556789,0.0134032,0.0225564,0.0277558,0.0091788,0.0181207,0.0234004,0.0149945,0.0131325,0.0201083,0,0,0,0,0,0.0462472,0.084774,0,0,0
116,0,0,0,0,0.0374404,0.048446,0,0,0,0.0234765,0.00992434,0.0257865,0.00411142,0,0,0.00436416,0,0.018856,0.0024416,0.048494,0.0361851,0.0256966,0.0174075,0.0164633,0.0558311,0.0107367,0.0131514,0.0527432,0.0134008,0.0156999,0.0085919,0.0142021,0.0337135,0.019693,0.00877518,0.00327656,0.00920939,0.00988306,0.0298731,0.00518859,0.0143603,0,0,0.0375142,0,0.0127132,0.027207,0.0604393,0.0443567,0.0269082,0.0201868,0.013984,0.0170695,0.0158576,0.0551961,0.0135679,0.0232018,0.0278391,0.00914807,0.0179033,0.0234795,0.0149736,0.013066,0.0198711,0,0,0,0,0,0.0465482,0.0845158,0.0149716,0,0
117,0,0,0,0,0.0374299,0.0486249,0,0,0,0.0237615,0.00972831,0.0282954,0.0037748,0,0,0.00427907,0,0.0189986,0.00244527,0.0488227,0.0399869,0.0264538,0.0205673,0.0163024,0.05583,0.0148228,0.0174425,0.0535138,0.014286,0.0162031,0.00942948,0.0147458,0.0336999,0.0196635,0.00895011,0.00315747,0.00799638,0.00982206,0.0291754,0.00470267,0.0141741,0,0,0.0376589,0,0.0126845,0.0273138,0.0604728,0.043649,0.0265134,0.0204764,0.0143586,0.0170478,0.0165177,0.0546729,0.0138585,0.0235768,0.0282527,0.0094212,0.0177819,0.0235701,0.0149378,0.0131231,0.0196527,0,0,0,0,0,0.0468892,0.0842642,0.0191252,0,0
118,0,0,0,0,0.0374138,0.0488136,0,0,0,0.0244006,0.00962317,0.0304425,0.00373748,0,0,0.00420406,0,0.0191182,0.00252002,0.0489757,0.0435402,0.0271699,0.0238643,0.0161532,0.055835,0.0199869,0.0228677,0.0546941,0.0151053,0.016716,0.0100043,0.014957,0.0342741,0.0194864,0.0090352,0.00314234,0.00694845,0.00982031,0.0284755,0.004329,0.0140014,0,0,0.037638,0,0.0127005,0.0274155,0.0602261,0.0428772,0.0261188,0.0205957,0.014734,0.0170062,0.0171597,0.0540768,0.014203,0.0244991,0.0285463,0.00977577,0.0174927,0.0235921,0.0149017,0.0131814,0.0194746,0,0,0,0,0,0.0472128,0.084,0.0227912,0,0
119,0,0,0,0,0.0373546,0.048996,0,0,0,0.0263933,0.00957728,0.0326413,0.00391172,0,0,0.00417839,0,0.0191955,0.00235694,0.0490255,0.046464,0.0276396,0.0266757,0.0159549,0.0558541,0.0252287,0.0282256,0.0558581,0.016027,0.0174083,0.0105735,0.0145273,0.0359426,0.0193036,0.00908875,0.0031889,0.00615035,0.00986828,0.0277557,0.00432764,0.0138669,0,0,0.03744,0,0.0127288,0.0274479,0.0600957,0.0422965,0.0258607,0.0205835,0.0149651,0.0168842,0.017741,0.0535494,0.0141969,0.0250961,0.0285939,0.00999209,0.017502,0.0235923,0.0148943,0.013276,0.0193911,0,0,0,0,0,0.0474937,0.083857,0.0243649,0,0
120,0,0,0,0,0.037316,0.0491823,0,0,0,0.0373621,0.00949765,0.0404436,0.00392463,0,0,0.00417133,0,0.0192211,0.00216532,0.0491416,0.0544839,0.0278473,0.0286004,0.0157329,0.0558604,0.0296487,0.0322669,0.0569633,0.0186326,0.0209153,0.0153452,0.0122916,0.049135,0.019155,0.00916185,0.00321986,0.00617751,0.00991091,0.0277979,0.00455021,0.0137641,0,0,0.0373861,0,0.0127724,0.0275009,0.0601599,0.0425245,0.0257081,0.0205984,0.0150941,0.016812,0.0179489,0.0531832,0.0143633,0.0253046,0.0288064,0.0102267,0.018303,0.0237094,0.014899,0.0134261,0.0194073,0,0,0,0,0,0.047736,0.0837139,0,0,0
121,0,0,0,0,0.0373529,0.0493434,0,0,0,0.0456443,0.00948738,0.0465404,0.00392297,0,0,0.00412367,0,0.0192471,0.00204268,0.0494288,0.0612506,0.0280336,0.0299782,0.0154785,0.055925,0.0323339,0.0346432,0.057522,0.0197447,0.0230789,0.0189763,0.0117334,0.0582175,0.0190304,0.00920491,0.00325242,0.00607311,0.00993645,0.0282739,0.00473899,0.0137023,0,0,0.0372653,0,0.0127487,0.0274703,0.0605215,0.0433112,0.0254828,0.0204923,0.0151125,0.0166918,0.0178616,0.0529871,0,0.025248,0.0291982,0.0106127,0.0189339,0.0238221,0.014818,0.013515,0.0194785,0,0,0,0,0,0.0479422,0.0835894,0.0286906,0,0
122,0,0,0,0,0.0374222,0.0494792,0,0,0,0.0493279,0.00952731,0.0488189,0.00345094,0,0,0.00408173,0,0.0192114,0.00211602,0.0497412,0.0644171,0.0280451,0.0311933,0.0154144,0.0559845,0.0336272,0.0360388,0.0576673,0.0199952,0.0239893,0.020053,0.0117223,0.0622587,0.0189441,0.00916064,0.00325285,0.00609847,0.00987988,0.0287628,0.00499147,0.0136731,0,0,0.0373114,0,0.0126673,0.0275613,0.0605934,0.0438116,0.0254148,0.0202228,0.015026,0.0166945,0.0177322,0.053076,0,0.0247672,0.0293807,0.0107074,0.0192589,0.0240281,0.0147255,0.0134915,0.0196858,0,0,0,0,0,0.0480725,0.0835276,0.0283255,0,0
123,0,0,0,0,0.037463,0.0495566,0,0,0,0.0483425,0.0096058,0.0473944,0.00279259,0,0,0.00406791,0,0.0189649,0.00220814,0.0501627,0.0635266,0.0279391,0.0316389,0.0154614,0.0559511,0.0336005,0.036451,0.0571929,0.0194558,0.023492,0.0187863,0.0117708,0.061389,0.0189018,0.00887681,0.00336586,0.00624493,0.00984994,0.0291849,0.00531635,0.0136846,0,0,0.0375216,0,0.0126587,0.0277395,0.0605439,0.0443353,0.0254275,0.0198865,0.0148431,0.0167354,0.0176904,0.0533672,0,0.0247839,0.0294527,0.0106578,0.0193003,0.0241997,0.0147201,0.0134916,0.0200321,0,0,0,0,0,0.0481437,0.0835885,0.027489,0,0
124,0,0,0,0,0.0374094,0.0495788,0,0,0,0.0428539,0.00975806,0.0426569,0.0022803,0,0,0.00403735,0,0.0186178,0.00233868,0.0505013,0.058935,0.0276696,0.0313427,0.0157132,0.0558633,0.0331142,0.0361598,0.0564744,0.0182939,0.0218072,0.0155167,0.011833,0.0556253,0.0189302,0.00846839,0.00354502,0.00661398,0.00981762,0.0296342,0.00586679,0.013717,0,0,0.038148,0,0.0127292,0.028126,0.0602301,0.0448568,0.0256312,0.0196031,0.0146889,0.0169535,0.0174738,0.0539448,0.0128532,0.0244967,0.0294449,0.0104924,0.0193059,0.0244803,0.0148471,0.0137099,0.0205267,0,0,0,0,0,0.0481472,0.083907,0,0,0
125,0,0,0,0,0.0373079,0.0495145,0,0,0,0.0343215,0.00971832,0.0361769,0.00259019,0,0,0.00389591,0,0.0188529,0.00235271,0.0509595,0.0520642,0.0275223,0.0299423,0.0158887,0.055767,0.0317678,0.0346368,0.0553087,0.016315,0.019033,0.0114227,0.0131395,0.0459854,0.0191978,0.00872788,0.00327667,0.00681836,0.00970652,0.0302847,0.00626541,0.0137756,0,0,0.0386311,0,0.0126839,0.0284568,0.0598477,0.0456749,0.0256812,0.0192079,0.0143413,0.0171502,0.0171851,0.0544914,0.0124725,0.0240466,0.0294268,0.010666,0.0194139,0.0246357,0.0149775,0.0139609,0.0210292,0,0,0,0,0,0.0480264,0.0840928,0.0247686,0,0
126,0,0,0,0,0.0372,0.0493558,0,0,0,0.0279199,0.00983175,0.030863,0.00343935,0,0,0.0037906,0,0.0188994,0.00237206,0.0512872,0.0450975,0.0273014,0.0282774,0.0161449,0.0556714,0.0302456,0.0327136,0.0542886,0.0149381,0.0172347,0.00858998,0.0144617,0.0383911,0.0193157,0.00882376,0.00317645,0.00696318,0.00955562,0.0307015,0.00660014,0.0138098,0,0,0.0392122,0,0.0126856,0.0287723,0.0593247,0.0463773,0.0258218,0.0185628,0.013938,0.0174943,0.0167,0.0551743,0.0119975,0.0232977,0.029192,0.0104662,0.0196938,0.0248559,0.0150925,0.0141631,0.0214242,0,0,0,0,0,0.047815,0.0842684,0,0,0
127,0,0,0,0,0.0371177,0.0491979,0,0,0,0.0274746,0.00995833,0.0292865,0.00403283,0,0,0.00371271,0,0.0187391,0.0023339,0.0516118,0.0416609,0.0271471,0.0253584,0.0162389,0.055578,0.027952,0.0297456,0.0530831,0.0139554,0.0163332,0.00849395,0.0141871,0.0375074,0.019297,0.00872506,0.00310579,0.00730348,0.00939629,0.031114,0.00676769,0.0138901,0,0,0.039634,0,0.0126859,0.0290936,0.0588705,0.0470009,0.0259112,0.0177256,0.0135696,0.0178458,0.0159609,0.05576,0.0112438,0.0222742,0.0287772,0.0102532,0.0201283,0.0249902,0.0152302,0.0143105,0.0215757,0,0,0,0,0,0.0476079,0.0844349,0.0198404,0,0
128,0,0,0,0,0.0370629,0.0490702,0,0,0,0.028448,0.0100671,0.0278784,0.00467726,0,0,0.00367279,0,0.0185633,0.00232118,0.05157,0.0389799,0.0269547,0.0222402,0.0163068,0.0554266,0.0255126,0.0266948,0.0520506,0.0131056,0.0154709,0.00808266,0.013812,0.0371609,0.0193246,0.00861718,0.00311691,0.00758194,0.00925655,0.0317257,0.00687113,0.0140417,0,0,0.0402205,0,0.0127444,0.0295667,0.0584709,0.0479136,0.026096,0.0168018,0.0132242,0.0183653,0.0149256,0.0563505,0.0102708,0.0209487,0.0283429,0.0100509,0.0208368,0.0252281,0.0154715,0.014615,0.0215258,0,0,0,0,0,0.0474478,0.0847408,0.0170965,0,0
129,0,0,0,0,0.0370873,0.049021,0,0,0,0.0302246,0.0102181,0.027127,0.005288,0,0,0.00376878,0,0.0184534,0.00231341,0.0512309,0.0380048,0.0267409,0.0192591,0.0163235,0.0551784,0.0231347,0.0239005,0.0511789,0.012302,0.014517,0.00735885,0.0136224,0.0378206,0.0191989,0.00847883,0.00322785,0.00827919,0.00915065,0.0324988,0.00692415,0.0142638,0,0,0.0409017,0,0.0128692,0.0301179,0.05817,0.0488358,0.0262959,0.0157889,0.0128821,0.0190145,0.0136895,0.0569462,0.00930828,0.0192999,0.0278445,0.00997953,0.0213956,0.0255703,0.0157481,0.0149949,0.0213445,0,0,0,0,0,0.0473554,0.0851319,0.0148976,0,0
130,0,0,0,0,0.0371768,0.0490446,0,0,0,0.0313626,0.0104012,0.0268508,0.00593405,0,0,0.0037985,0,0.0184057,0.00231304,0.0507196,0.0376002,0.0264904,0.0170777,0.0162071,0.0548703,0.0208663,0.0217797,0.0504852,0.0114183,0.0135064,0.00686096,0.0135379,0.0387687,0.0190038,0.00838039,0.00334032,0.00907715,0.00910991,0.0332911,0.00693542,0.0145089,0,0,0.0418578,0,0.0131229,0.0308337,0.0578938,0.0495705,0.0265075,0.0145489,0.0125135,0.0197649,0.0122017,0.0577328,0.00825516,0.0172931,0.0271477,0.0101825,0.0217108,0.0261201,0.0160119,0.0153681,0.0212134,0,0,0,0,0,0.0473158,0.085542,0,0,0
131,0,0,0,0,0.0373569,0.0491402,0,0,0,0.0298539,0.0104519,0.0264428,0.00632424,0,0,0.00385739,0,0.0183681,0.00227843,0.0501923,0.0361687,0.0262642,0.0154719,0.0157372,0.0545584,0.0183346,0.0196547,0.0497949,0.010257,0.0125401,0.00734923,0.0131628,0.0382812,0.0185712,0.008351,0.00344428,0.0100439,0.00906803,0.0336894,0.00670096,0.0147317,0,0,0.043145,0,0.0134227,0.0317047,0.0578086,0.0494516,0.0266599,0.0130837,0.012122,0.0205312,0.0104602,0.0585685,0.00713549,0.0148854,0.0257715,0.0103498,0.0218734,0.0269355,0.0162142,0.0156878,0.0212506,0,0,0,0,0,0.0473514,0.0854848,0.0126767,0,0
132,0,0,0,0,0.0376699,0.049412,0,0,0,0.0243007,0.0103332,0.0234682,0.00646748,0,0,0.00388714,0,0.0183349,0.00227946,0.0495606,0.0325178,0.0261946,0.0147073,0.0151831,0.0542013,0.015978,0.0177738,0.049405,0.0103412,0.0130282,0.00864313,0.0116807,0.0343841,0.0180691,0.00837051,0.00354084,0.0112912,0.00890022,0.0335549,0.00636585,0.0149329,0,0,0.0450092,0,0.013683,0.0328503,0.057877,0.04836,0.0268089,0.0119527,0.0118346,0.0214264,0.00854663,0.05947,0.00661933,0.0121987,0.0237256,0.0108536,0.0220503,0.0280637,0.0164956,0.0161638,0.0216151,0,0,0,0,0,0.0474879,0.08496,0.0122939,0,0
133,0,0,0,0,0.0379668,0.0496848,0,0,0,0.0174258,0.0102405,0.0188057,0.00630045,0,0,0.00389493,0,0.0184219,0.002266,0.0489433,0.0298498,0.02625,0.0140512,0.0148229,0.0538102,0.0141913,0.0161607,0.0498399,0.0123545,0.0148107,0.0101001,0.00923097,0.0291279,0.0175923,0.00841135,0.00355241,0.0131653,0.00862418,0.0326811,0.00596245,0.015095,0,0,0.0470723,0,0.0139107,0.0341217,0.0581082,0.0458631,0.0270187,0.0114322,0.0116686,0.0222947,0.00670144,0.060197,0.00667021,0.00951124,0.0212325,0.0114905,0.0226552,0.029342,0.0168797,0.0167114,0.0222778,0,0,0,0,0,0.047587,0.0841043,0,0,0
134,0,0,0,0,0.0382865,0.0499077,0,0,0,0.0121963,0.010168,0.0159789,0.00556514,0,0,0.00392755,0,0.0185745,0.00226615,0.048563,0.0303915,0.0263835,0.0135394,0.0146775,0.0533736,0.0130449,0.0145105,0.0510227,0.0150039,0.0165678,0.0111844,0.0070314,0.0255219,0.0173582,0.00844576,0.00346559,0.0146678,0.00834137,0.0306893,0.00540069,0.0152785,0,0,0.0487906,0,0.0141334,0.0353248,0.0584864,0.0416081,0.0271637,0.0110693,0.0116689,0.0231334,0.00514117,0.0606788,0,0.00694072,0.0183071,0.0121165,0.0228319,0.0304284,0.0172648,0.0172011,0.0231238,0,0,0,0,0,0.0476011,0.0833212,0.0113475,0,0
135,0,0,0,0,0.0385567,0.0507331,0,0,0,0.0108605,0.00970861,0.0152164,0.00327577,0,0,0.00481871,0,0.0188938,0.00253555,0.0483611,0.0327932,0.0264625,0.0140535,0.0161848,0.053138,0.0126393,0.0138901,0.0523449,0.0163506,0.0172222,0.0112173,0.0063489,0.0263675,0.0166827,0.00859331,0.00338854,0.0196524,0.00794246,0.0219621,0.00714477,0.0152349,0,0,0.051451,0,0.0145972,0.0373505,0.063782,0.0265933,0.0293499,0.0101068,0.0136754,0.0244877,0.0043524,0.0570117,0,0.00908777,0.0129351,0.0232344,0.0198921,0.0320884,0.0180278,0.0180269,0.0238437,0,0,0,0,0,0.0484538,0.0809457,0.0101304,0,0
136,0,0,0,0,0.038781,0.0508561,0,0,0,0.0121195,0.00962508,0.0157493,0.00273533,0,0,0.00487306,0,0.0188646,0.00236694,0.0485906,0.0343527,0.0264512,0.0131892,0.0165765,0.0528019,0.0108839,0.0115879,0.0523644,0.0162838,0.0170664,0.0111253,0.00646429,0.0282254,0.0166723,0.00862901,0.00304193,0.0231131,0.00777712,0.0239425,0.00728849,0.0156139,0,0,0.0522049,0,0.0149065,0.038292,0.0641891,0.0312902,0.0295679,0.0113164,0.01377,0.0253525,0.00526069,0.0576712,0,0.010721,0.0155322,0.0241999,0.0212425,0.0325954,0.0184981,0.0184659,0.0244762,0,0,0,0,0,0.0483594,0.0809228,0.00928781,0,0
137,0,0,0,0,0.0392372,0.0509868,0,0,0,0.0140613,0.00965151,0.015785,0.00325158,0,0,0.00479704,0,0.0188834,0.00213471,0.0489007,0.0348514,0.0263999,0.0122824,0.017372,0.0525691,0.00809625,0.00952974,0.0513974,0.0154464,0.016502,0.0108714,0.00712933,0.0304746,0.0167603,0.00864901,0.00269682,0.0256014,0.00766881,0.0258917,0.00753819,0.016108,0,0,0.0525841,0,0.0152222,0.0390768,0.0643347,0.0357653,0.0298427,0.0122772,0.0139975,0.0263181,0.00604637,0.0583446,0,0.0121471,0.0180001,0.0251846,0.0226628,0.0327388,0.0189937,0.0189696,0.0246671,0,0,0,0,0,0.0481915,0.0807219,0.00867878,0,0
138,0,0,0,0,0.0397496,0.0510092,0,0,0,0.0158383,0.00978072,0.0149464,0.00390917,0,0,0.00475148,0,0.0189062,0.00194584,0.0493351,0.0340455,0.0262932,0.0117863,0.0183172,0.0525271,0.00645716,0.00924841,0.0502058,0.0146513,0.0160033,0.0105706,0.00799236,0.0322811,0.0169105,0.00864191,0.0023938,0.0276021,0.00759705,0.028184,0.00791093,0.0165839,0,0,0.0526562,0,0.0154728,0.0396078,0.0644898,0.0397994,0.0303276,0.0131212,0.0144711,0.0271021,0.00738974,0.0583181,0,0.0137449,0.0202227,0.0259851,0.023647,0.0326559,0.0194403,0.0194056,0.024423,0,0,0,0,0,0.0479415,0.0810426,0.00864249,0,0
139,0,0,0,0,0.040161,0.0510419,0,0,0,0.0169389,0.00990902,0.0135852,0.00462736,0,0,0.00485311,0,0.0188885,0.00197339,0.0497928,0.0323295,0.0262804,0.0116712,0.0191485,0.0526924,0.0070497,0.0106397,0.0495105,0.0143436,0.0158473,0.0104021,0.00871178,0.0331484,0.0170889,0.00862754,0.00219226,0.0286489,0.00755793,0.0307459,0.00807327,0.0169117,0,0,0.0524015,0,0.0156054,0.0398519,0.0644965,0.0437872,0.0307226,0,0.0152731,0.0276734,0.00973272,0.0584859,0,0.0159534,0.0228346,0.0264295,0.0235182,0.0324559,0.0197714,0.0197042,0.0240417,0,0,0,0,0,0.0478271,0,0.00943293,0,0
140,0,0,0,0,0.0403563,0.0508891,0,0,0,0.0182273,0.010159,0.0122271,0.00525583,0,0,0.00470836,0,0.0186607,0.00205099,0.050376,0.0306404,0.0258864,0.0117556,0.0200001,0.0527883,0.00812239,0.0122063,0.0491703,0.014205,0.0157986,0.0102288,0.00901157,0.03416,0.0172192,0.00850154,0.00196752,0.0296247,0.00759501,0.0308183,0.00874997,0.0171457,0,0,0.0518033,0,0.0156258,0.0396198,0.0648859,0.045928,0.0309257,0.0155287,0.015702,0.0280748,0.0108486,0.0587817,0,0.0169612,0.0231891,0.0273253,0.0249543,0.0320537,0.0197383,0.0197759,0.0235727,0,0,0,0,0,0.0475575,0,0.00995163,0.0302489,0
