Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,x72,LTHII,LTHIP,IMU_M,
228,0,0,0,0,0,0.0218742,0,0,0.00965607,0.00933952,0.00219895,0.00679568,0,0,0.00290844,0,0.0199118,0.00247925,0.0560492,0.00319508,0.0278207,0.0140091,0.00646668,0.0238381,0.00756167,0.0128361,0.007734,0.0114116,0.00219902,0.0193025,0.0104265,0.0067917,0.00927899,0.00166988,0.0120153,0.014491,0.0177995,0.0109424,0.0231718,0,0,0.0074183,0,0.0131635,0.00399284,0.0741761,0.0300154,0.0303848,0.0113152,0.00306948,0.0238256,0.0102919,0.0525458,0,0.0134972,0.0203095,0.0264595,0.0248926,0.033413,0.00985827,0.0145559,0.00324488,0.0018849,0.0165378,0.0189983,0,0,0,0,0,0.00710154,0.0449415,0,0
229,0,0,0,0,0.00848724,0.00591583,0,0,0.00943606,0.00945164,0.0024378,0.00682414,0,0,0.0021923,0,0.0198155,0.00153881,0.0552648,0.00317073,0.0270004,0.011691,0.00738008,0.0149186,0.00672669,0.0105345,0.00670373,0.00946327,0.00181423,0.0191806,0.0103135,0.00413184,0.0093078,0.00159626,0.0100354,0.0149317,0,0.0118277,0.0106034,0,0,0.00620109,0,0.0131735,0.00368338,0.0740071,0.0363053,0.0303568,0.0123681,0.00286514,0.00633023,0.0120694,0.0530306,0,0.0161085,0.0223735,0.028536,0.0266813,0.0352254,0,0.00752131,0.00246404,0.00195057,0.00361864,0.0112098,0,0,0,0,0,0.00590426,0.0452674,0,0
230,0,0,0,0,0.0104013,0.00656851,0,0,0.0099252,0.00983336,0.00311783,0.00707048,0,0,0.0011725,0,0.0195646,0.00203546,0.0545875,0.00425817,0.0267178,0.0101658,0.00737291,0.0157702,0.00641808,0.00948959,0.00564534,0.00774713,0.00213711,0.0190187,0.011052,0.0037641,0.00905611,0.00131512,0.0148102,0.0149046,0.0116591,0.0113406,0.0123208,0,0,0.00605676,0,0.0131473,0.00286764,0.0733786,0.0263688,0.0298297,0.012183,0.00269914,0.00731611,0.0120415,0.0537092,0,0.015899,0.0175181,0.0259035,0.0233977,0.0289561,0.0165595,0.00726565,0.00331308,0.00209741,0.00380351,0.0131394,0,0,0,0,0,0.00511143,0.04547,0,0
231,0,0,0,0,0.00908068,0.0064523,0,0,0.0112113,0.0100841,0.00414017,0.00781548,0,0,0.00151292,0,0.0193532,0.00230777,0.0549149,0.00517797,0.0252765,0.00910081,0.00800625,0.0152603,0.00639069,0.00871168,0.00434744,0.00587168,0.00287165,0.0190877,0.011346,0.00356775,0.00895397,0.00122521,0.0381188,0.0151341,0,0.0154737,0.0104414,0,0,0.00539731,0,0.0130776,0.00167974,0.0747501,0.0630872,0.0313704,0.0147145,0.00276176,0.00691665,0.0155487,0.054915,0,0.0258997,0.0355007,0,0.035498,0.0467025,0.0266895,0.00655637,0.00343331,0.0016493,0.00436278,0.0123503,0,0,0,0,0,0.0052334,0.0449772,0,0
232,0,0,0,0,0.010251,0.00668429,0,0,0.0112886,0.00969083,0.00403598,0.00725993,0,0,0.00195741,0,0.0195893,0.00253612,0.0539297,0.00453576,0.0263727,0.0071657,0.00733313,0.0151387,0.00483639,0.00668449,0.00452122,0.00582736,0.00264324,0.0189149,0.0115141,0.00355687,0.00913417,0.00139554,0.0182218,0.014946,0.0172765,0.0114505,0.012158,0,0,0.00556599,0,0.0130418,0.00229341,0.0748826,0.0398231,0.0296746,0.0111881,0.00265776,0.00625804,0.0149615,0.0533376,0,0.0196825,0.019713,0.0298798,0.0246856,0.0322369,0.0117046,0.00677318,0.00345985,0.00176687,0.00372812,0.0125684,0,0,0,0,0,0.00433475,0.0465193,0,0
233,0,0,0,0,0.0102187,0.00663722,0,0,0.0120246,0.00951581,0.00462736,0.00679533,0,0,0.00250516,0,0.0195839,0.00282625,0.0539399,0.00449752,0.0265663,0.00666852,0.00671782,0.0149262,0.00462048,0.00606341,0.00527252,0.00662385,0.00228947,0.0183819,0.0118691,0.00343323,0.00916717,0.00156967,0.0173153,0.0149761,0.0175996,0.0111612,0.0120867,0,0,0.00546185,0,0.013007,0.00193687,0.0747047,0.038772,0.029288,0.0104069,0.00237805,0.00543044,0.0147076,0.0533342,0,0.0207084,0.0194226,0.0300996,0.0246256,0.0321255,0.0138656,0.00657453,0.00336554,0.0017459,0.0038908,0.0117317,0,0,0,0,0,0.00426018,0.0472765,0,0
234,0,0,0,0,0.00983694,0.0064891,0,0,0.0131711,0.00930355,0.00531452,0.00628695,0,0,0.00254842,0,0.0195781,0.00283808,0.0539093,0.00465283,0.0269922,0.00677856,0.00587944,0.0139158,0.00472709,0.00602777,0.00659242,0.00826149,0.00182939,0.0176875,0.0127807,0.00323119,0.00924728,0.0017096,0.0132041,0.0150637,0.0168888,0.0109648,0.0117467,0,0,0.00553508,0,0.013039,0.00183429,0.0737892,0.0360919,0.0288171,0.0106708,0.00210701,0.00512691,0.014624,0.0538247,0,0.0215189,0.0206334,0.0307418,0.0252301,0.0323628,0.0171241,0.00652997,0.0038126,0.00185408,0.00406852,0.0102888,0,0,0,0,0,0.00424416,0.0479112,0,0
235,0,0,0,0,0.00951906,0.00643425,0,0,0.0152694,0.00946517,0.00630453,0.00612324,0,0,0.00362059,0,0.0193289,0.00330242,0.0542907,0.00612892,0.0265622,0.00806495,0.00583344,0.013478,0.0058094,0.00742323,0.00830447,0.0106009,0.00159659,0.0167687,0.0153678,0.00365545,0.00910813,0.00171473,0.0240857,0.0154065,0.0355629,0.013263,0.0109653,0,0,0.00545193,0,0.0130734,0.0021882,0.0740542,0.0546238,0.0290054,0.0146019,0.00295184,0.00470371,0.0164659,0.0550836,0,0.028486,0.036191,0,0.0298111,0.0452021,0.01506,0.00593031,0.00405529,0.00158293,0.00435848,0.00871583,0,0,0,0,0,0.00447286,0.047371,0,0
236,0,0,0,0,0.00965947,0.00638139,0,0,0.0171012,0.00941787,0.00708164,0.00586463,0,0,0.00419001,0,0.0193595,0.00353286,0.0540416,0.0069859,0.0270725,0.00852777,0.00554326,0.013112,0.00615095,0.00784956,0.0100172,0.0128232,0.000963595,0.0160577,0.0181021,0.00381596,0.0091186,0.00182374,0.0213473,0.0155862,0.0340021,0.0128508,0.011256,0,0,0.00549144,0,0.0131264,0.00264504,0.0735133,0.0511482,0.0283788,0.0165418,0.00338921,0.00450236,0.0177869,0.0559593,0,0.0304687,0.0374651,0,0.0302868,0.0462934,0.0150315,0.00591867,0.00410047,0.00152156,0.00422352,0.00782106,0,0,0,0,0,0.00414003,0.0474135,0,0
237,0,0,0,0,0.00957026,0.00633303,0,0,0.0191962,0.009442,0.00736966,0.00551841,0,0,0.00481591,0,0.0193361,0.00375329,0.0537665,0.00763602,0.0276698,0.00882667,0.00491112,0.0128827,0.00685551,0.00835272,0.0111977,0.0143805,0.000731331,0.0156036,0.0209024,0.00418613,0.00907543,0.00188703,0.020677,0.0157358,0.0336002,0.0123648,0.0111227,0,0,0.00561961,0,0.0131117,0.00269189,0.073193,0.0494647,0.02768,0.0186521,0.00379189,0.0043611,0.018772,0.0566703,0,0.031823,0.0342999,0,0.0314568,0.048003,0.0143285,0.00589617,0.00415873,0.00143147,0.0041536,0.00761534,0,0,0,0,0,0.00364679,0.0473538,0,0
238,0,0,0,0,0.00676674,0.00598753,0,0,0.0208686,0.00930086,0.00700458,0.00501302,0,0,0.0042622,0,0.0194555,0.00317759,0.0535623,0.00764538,0.0284299,0.00849972,0.00446192,0.0115068,0.00718403,0.00868705,0.0112955,0.0147319,0.000735786,0.0157794,0.0228766,0.00390335,0.00919796,0.00186917,0.0241965,0.0162057,0.0360564,0.01193,0.00889165,0,0,0.00489646,0,0.0132788,0.00159204,0.0726962,0.0511309,0.0269419,0,0.00451506,0.00279965,0.0208623,0.058475,0,0.0341661,0.0628528,0,0.0340336,0.0515724,0.0161971,0.00409742,0.00291367,0.00136356,0.00456694,0.00681252,0,0,0,0,0,0.00287876,0.0474013,0,0
239,0,0,0,0,0.00759207,0.00630635,0,0,0.0226493,0.00952397,0.00656493,0.00447828,0,0,0.00536948,0,0.0192017,0.00377228,0.0532102,0.00727373,0.0291312,0.00781146,0.00421332,0.0117883,0.00706643,0.00861919,0.011151,0.0146819,0.0010544,0.0161239,0.0245752,0.00461931,0.00910201,0.00173873,0.0119304,0.0163331,0.0303272,0.010987,0.00964707,0,0,0.00578335,0,0.0132879,0.002473,0.0726248,0.043654,0.0259051,0,0.00484335,0.00257112,0.020377,0.0589166,0,0.0327818,0,0,0.0293845,0.0472147,0.00833123,0.00436876,0.00363263,0.00168133,0.00479272,0.00810061,0,0,0,0,0,0,0.0477838,0,0
240,0,0,0,0,0.00765326,0.0061988,0,0,0.0240267,0.00957539,0.00588423,0.00420182,0,0,0.00539065,0,0.0190028,0.00360222,0.0530496,0.00732186,0.0294879,0.00700377,0.00419175,0.0118176,0.00688146,0.0086211,0.0103877,0.014099,0.00156847,0.016991,0.0256539,0.00468132,0.00909847,0.00172175,0.00970142,0.0164732,0,0.0107007,0.00930486,0,0,0.00630222,0,0.0132497,0.00307359,0.0730017,0.0408071,0.0252721,0.0236913,0.00508798,0.00237882,0.0192179,0.0582433,0,0.0310254,0,0,0.0289874,0.0467961,0.00764702,0.00453772,0.00394333,0.00201733,0.00469,0.00882107,0,0,0,0,0,0.00202745,0.0479451,0,0
241,0,0,0,0,0.00754772,0.00616699,0,0,0.0266272,0.00974082,0.00599119,0.00368014,0,0,0.00563508,0,0.0189551,0.00380109,0.0526937,0.0077723,0.0301117,0.0063706,0.00402822,0.0117143,0.00662123,0.00891899,0.010502,0.0143457,0.00237276,0.0171723,0.0282651,0.00484337,0.00900383,0.00170271,0.00490551,0.0165492,0.0223698,0.00963324,0.008773,0,0,0.00690962,0,0.0132149,0.00378557,0.0729188,0.0336398,0.0242522,0.0223854,0.00503255,0.0023191,0.0175589,0.057968,0,0.0279662,0,0,0.0247171,0.0434346,0.00880493,0.00479263,0.00424443,0.00226045,0.00469031,0.00915609,0,0,0,0,0,0.00209099,0.0477615,0,0
242,0,0,0,0,0.00726443,0.00601794,0,0,0.0291087,0.00991851,0.00652791,0,0,0,0.00593314,0,0.0190006,0.00407273,0.052589,0.00770939,0.030517,0.00552949,0.00391306,0.0114797,0.00685596,0.00884631,0.0107725,0.0146985,0.00301639,0.0172389,0.0304186,0.00464821,0.0088821,0.00170412,0.00885836,0.0166741,0.0296385,0.00955914,0.00864806,0,0,0.0075921,0,0.0132684,0.00436269,0.0734683,0.0420401,0.0239858,0.0235252,0.0047097,0.00225491,0.0178571,0.0574752,0,0.0286767,0.037029,0,0.0298613,0.0456244,0,0.00503066,0.0044717,0.00242529,0.00462313,0.00916543,0,0,0,0,0,0.00191772,0.0472738,0,0
243,0,0,0,0,0.00688365,0.00576155,0,0,0.030573,0.0100773,0.00760788,0.00299211,0,0,0.00617653,0,0.0190075,0.00425888,0.0523609,0.00758203,0.0307134,0.00483678,0.00376284,0.0110362,0.00708001,0.00867277,0.0113142,0.0154413,0.0037869,0.0175229,0.0326667,0.00418363,0.00879825,0.0016867,0.0159937,0.0167885,0.0380143,0.00944193,0.00879818,0,0,0.00807231,0,0.0133397,0.00477083,0.073928,0.0515214,0.0237339,0.0251107,0.00452069,0.00210584,0.018271,0.0572531,0,0.0295211,0.042571,0,0.0359609,0.0501131,0,0.00526191,0.00452786,0.00259402,0.00449416,0.00892906,0,0,0,0,0,0.00233252,0.0470558,0,0
244,0,0,0,0,0.00643541,0.00548338,0,0,0.0319302,0.0101751,0.0088956,0,0,0,0.00626139,0,0.018994,0.00431672,0.0520349,0.00740372,0.0313664,0.00451277,0.00335202,0.0106289,0.00716603,0.00850343,0.0116448,0.0160793,0.00455065,0.0178102,0.0346899,0.0042527,0.00875763,0.00166647,0.0172849,0.0168375,0.0392474,0.009266,0.00859729,0,0,0.00848647,0,0.0133822,0.00514422,0.0737835,0.0528742,0.0230974,0.0260002,0.00450542,0.00187155,0.017991,0.0574517,0,0.0289081,0.0434208,0,0.0378784,0.0512147,0,0.00540888,0.00459497,0.00272669,0.004368,0.00859014,0,0,0,0,0,0.00306497,0.0465877,0,0
245,0,0,0,0,0.00615374,0.0051782,0,0,0.0333223,0.0102011,0.0100484,0.00185937,0,0,0.00653848,0,0.0189953,0.00453163,0.0516463,0.00734272,0.0318059,0.00445075,0.0029288,0.010136,0.00688579,0.00809255,0.0118234,0.0164581,0.00531427,0.0179993,0.0365514,0.00361998,0.0087061,0.00169946,0.0192608,0.0168115,0,0.00892864,0.00818395,0,0,0.00848913,0,0.0134384,0.00518216,0.0740501,0.059372,0.0227715,0.0259856,0.00426789,0.00147048,0.0171137,0.0569568,0,0.0279459,0.0456867,0,0,0.0548736,0,0.00529937,0.00457332,0.00279673,0.004162,0.00797903,0,0,0,0,0,0.00412531,0.046434,0,0
246,0,0,0,0,0.00324591,0.00449838,0,0,0.0336967,0.0100001,0.0106723,0.0019746,0,0,0.0059613,0,0.0190819,0.00416803,0.0515244,0.00664817,0.0327635,0.00434271,0.00184918,0.00844925,0.00672386,0.00719326,0.0115398,0.0160719,0.00556608,0.0181808,0.0368205,0.00313684,0.00878762,0.00163277,0.0153425,0.0171321,0.0383855,0.0092355,0.00552812,0,0,0.00767079,0,0.0138454,0.00485639,0.0724584,0.0530617,0.0230438,0.026938,0.00358209,0.00322832,0.0170496,0.0583987,0,0.0267964,0.0448547,0,0,0.0533521,0,0.00277502,0.00382972,0.0031801,0.00421148,0.00556913,0,0,0,0,0,0.00508161,0.0461118,0,0
