Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,x72,LTHII,LTHIP,IMU_M,
73,0,0,0,0,0.00255242,0.00145677,0,0,0.110138,0.0094372,0.0420144,0,0,0,0.00112502,0,0.0199121,0.00117986,0.0390757,0.0180165,0.0333711,0.0220421,0.00634969,0.00915836,0.0182162,0.0152252,0.0172416,0.0282077,0.0185038,0.0309264,0.12981,0.0034854,0.00938888,0.00316095,0.00813244,0.0134455,0.0210078,0.0105872,0.0033876,0,0,0.00904635,0,0.0122104,0.00354607,0.0714483,0.0327108,0.0227886,0.00359379,0.00146563,0.00637161,0.00502654,0.0500268,0.00243804,0.00646349,0.0157385,0.023923,0,0.0733155,0.00578999,0.00853979,0.00713724,0.00285053,0.00326862,0.00607445,0,0,0,0,0,0.0345067,0.0714537,0,0
74,0,0,0,0,0.0017409,0.00119087,0,0,0.112964,0.00923504,0.0416238,0.00916874,0,0,0.000911487,0,0.0200866,0.00143018,0.0400885,0.0215146,0.0330548,0.0165165,0.00597687,0.00970621,0.0148189,0.0109807,0.0201445,0.0325608,0.0190179,0.032066,0.13465,0.00353093,0.00956536,0.00334003,0.00813921,0.0134332,0.0209106,0.00986435,0.00338283,0,0,0.00943976,0,0.0122453,0.00381916,0.0714058,0.0321427,0.0231609,0.00405747,0.00207462,0.00650062,0.00478393,0.0502529,0.00182577,0.00621951,0.0161639,0.022732,0,0.0743737,0.00589475,0.00896016,0.0071031,0.00281238,0.00303228,0.00490618,0,0,0,0,0,0.0308949,0.0701107,0,0
75,0,0,0,0,0.0013089,0.000926013,0,0,0.114106,0.00916586,0.0423181,0.00874534,0,0,0.000839189,0,0.0201738,0.00152947,0.0406856,0.02478,0.032552,0.0138171,0.00582005,0.0103346,0.0131865,0.0095502,0.0221827,0.0353489,0.0193846,0.0330091,0.137437,0.00353399,0.00960634,0.00331245,0.00763577,0.0133897,0.020586,0.00923163,0.00322109,0,0,0.00937718,0,0.0122198,0.00388046,0.071404,0.031665,0.023225,0.00451036,0.00254443,0.00628142,0.00459861,0.0505074,0.000989511,0.00645762,0.0162574,0.0215267,0,0.0732072,0.00568649,0.00903966,0.00699859,0.00285962,0.00292078,0.00363786,0,0,0,0,0,0.0292089,0.0693225,0,0
76,0,0,0,0,0.00121385,0.000647053,0,0,0.114748,0.0091788,0.0430746,0.00758705,0,0,0.00086772,0,0.0202096,0.0014689,0.0412075,0.0277186,0.0320235,0.0124428,0.00567461,0.0109948,0.0121309,0.00892138,0.0236267,0.0372622,0.0196228,0.0337499,0.138639,0.00362804,0.00956759,0.00305991,0.00690582,0.0134077,0.0184837,0.00886459,0.00301818,0,0,0.00924779,0,0.0122289,0.00392308,0.0712542,0.0293243,0.0232516,0.00461754,0.00294632,0.00595745,0.00417961,0.0510366,0.000678845,0.00643107,0.0160775,0.0206698,0,0,0.0039931,0.00899611,0.00674614,0.00288126,0.00283222,0.00287706,0,0,0,0,0,0.0281289,0.0685545,0,0
77,0,0,0,0,0.00136974,0.000439109,0,0,0.114006,0.00921777,0.0436783,0.00841913,0,0,0.00098111,0,0.0201523,0.00132048,0.0418157,0.0297753,0.0315864,0.0117773,0.00549587,0.0115969,0.0111724,0.00853484,0.0246071,0.0384569,0.0197513,0.0343115,0.138528,0.00381038,0.0094895,0.00268067,0.00623022,0.0134882,0.0181526,0.00833307,0.00293805,0,0,0.00916766,0,0.0122863,0.00396618,0.0712395,0.0289135,0.0234672,0.00555346,0.00344704,0.00575309,0.00483375,0.0511861,0.00119555,0.00697354,0.0165999,0.0197289,0.0186728,0,0.00416826,0.00900465,0.00644287,0.00287819,0.00270927,0.00276105,0,0,0,0,0,0.0272964,0.0676211,0,0
78,0,0,0,0,0.00156288,0.000404334,0,0,0.112725,0.00925717,0.0438025,0.00940263,0,0,0.00122465,0,0.0201076,0.00122144,0.042435,0.0310871,0.0310822,0.0114831,0.00527009,0.0121966,0.0102453,0.0081942,0.0250322,0.0388578,0.0195788,0.0346356,0.137077,0.00415429,0.00943198,0.00225908,0.00542733,0.0135498,0.0176355,0.00763753,0.0028979,0,0,0.00919979,0,0.0123355,0.00399825,0.0711392,0.0288959,0.0237131,0.00627527,0.00392894,0.00553913,0.00571375,0.0512273,0.00194382,0.00752078,0.0170315,0.0190246,0,0,0.00455054,0.00901907,0.00596988,0.00286013,0.00267357,0.00299426,0,0,0,0,0,0.0265154,0.066569,0,0
79,0,0,0,0,0.00189225,0.000448,0,0,0.110881,0.00926948,0.0432586,0.00993352,0,0,0.00168189,0,0.0201115,0.0011659,0.0430396,0.0315243,0.0305879,0.0115977,0.0048767,0.0128245,0.00943139,0.00794523,0.0248763,0.0384576,0.0193879,0.0347051,0.134539,0.0046628,0.00942935,0.0019196,0.00413469,0.013544,0.0176344,0.00691122,0.00287282,0,0,0.00941844,0,0.0123525,0.00414382,0.071035,0.0293754,0.0240138,0.00694882,0.00427621,0.00529826,0.00621683,0.0511843,0.00280678,0.00814384,0.0174987,0.0182938,0,0,0.00613558,0.00905115,0.0054142,0.00290651,0.00264374,0.00319993,0,0,0,0,0,0.0258098,0.0654667,0,0
80,0,0,0,0,0.00252236,0.000761905,0,0,0.108318,0.00938055,0.0420679,0.0102644,0,0,0.00194298,0,0.0200895,0.00117547,0.0436385,0.0313528,0.0302038,0.0119841,0.00441083,0.0134801,0.00867749,0.00770563,0.0242301,0.0373974,0.019017,0.034558,0.131161,0.00512053,0.00940537,0.0015966,0.0035323,0.0135513,0.0180037,0.00635363,0.0028867,0,0,0.00932275,0,0.0124261,0.00421176,0.0708354,0.0300425,0.0243462,0.00758262,0.00453666,0.00520367,0.00644147,0.0511859,0.00364102,0.00883672,0.0182395,0.0179283,0,0,0.00753193,0.00880984,0.00575377,0.00311294,0.00238888,0.0030244,0,0,0,0,0,0.0250736,0.0643184,0,0
81,0,0,0,0,0.00329287,0.00103943,0,0,0.104158,0.0095034,0.0405548,0.0106956,0,0,0.00246236,0,0.0203626,0.00140602,0.0441217,0.0308932,0.0300382,0.0128801,0.00395507,0.0140453,0.00810234,0.00748171,0.0232369,0.035816,0.0186037,0.0341694,0.126948,0.00559582,0.0095135,0.00149491,0.00346781,0.013552,0.0183892,0.00606398,0.00291823,0,0,0.00909414,0,0.0124763,0.00420783,0.0706591,0.0307171,0.0247134,0.00820767,0.00474081,0.00503214,0.00665048,0.0510951,0.00444211,0.00949068,0.0189384,0.0177331,0,0,0.00908948,0.00841745,0.00599673,0.00336184,0.00206595,0.00294314,0,0,0,0,0,0.0244316,0.0632654,0,0
82,0,0,0,0,0.00402726,0.00141585,0,0,0.0995202,0.00969409,0.0385638,0.010738,0,0,0.00299323,0,0.0207879,0.00143169,0.0445862,0.0301498,0.0297443,0.0136969,0.00373863,0.0144625,0.00754072,0.00736055,0.0220136,0.0337154,0.0180283,0.033657,0.121848,0.00585725,0.00965993,0.00136514,0.00465432,0.0135516,0.0180334,0.00598165,0.00294243,0,0,0.00862848,0,0.0124699,0.00413092,0.070541,0.0312034,0.0250162,0.00862695,0.00503207,0.00474298,0.00683312,0.0510159,0.00478184,0.00998961,0.0199901,0.0167454,0,0,0.0107334,0.00794441,0.00608216,0.00358658,0.00157118,0.00340344,0,0,0,0,0,0.023737,0.0621769,0,0
83,0,0,0,0,0.00451812,0.00165115,0,0,0.0943628,0.00973603,0.0362269,0.00999462,0,0,0.00328828,0,0.0205237,0.00139389,0.0449914,0.02914,0.0292881,0.0145247,0.00354932,0.0145495,0.00714189,0.00748154,0.0205184,0.0310545,0.0172409,0.0330237,0.11592,0.00587069,0.00954325,0.00140412,0.00595448,0.0136516,0.0183765,0.00596851,0.00306738,0,0,0.00781527,0,0.0124787,0.00387177,0.0706983,0.0325502,0.0253173,0.00890643,0.00529165,0.0043326,0.00721366,0.0511365,0.00528223,0.0109342,0.021006,0.0166075,0,0,0.0129953,0.00730447,0.00608469,0.00374206,0.000946787,0.00442489,0,0,0,0,0,0.0231091,0.061208,0,0
84,0,0,0,0,0.00482728,0.00168012,0,0,0.0889956,0.00981077,0.0338237,0.00796292,0,0,0.00333587,0,0.0201426,0.00133759,0.0457952,0.0283728,0.0280202,0.0152866,0.00346791,0.0142769,0.00661557,0.00756862,0.0192663,0.0281709,0.0163709,0.0325226,0.109952,0.00561626,0.00938696,0.00152078,0.0190473,0.0137624,0.00763052,0.00337316,0.00194391,0,0,0.00644596,0,0.0124685,0.00344292,0.0721122,0.0198211,0.0261486,0.00626144,0.00662353,0.0036921,0.00597043,0.0509282,0.00477034,0.00703047,0.0152481,0,0,0,0.0247297,0.00631105,0.00617079,0.00378884,0.00153759,0.0050082,0,0,0,0,0,0.0225934,0.0599924,0,0
85,0,0,0,0,0.00536611,0.00209094,0,0,0.0826257,0.0098556,0.0313795,0.00749703,0,0,0.00361465,0,0.0200028,0.00129183,0.046072,0.0271351,0.0274596,0.0174764,0.00338044,0.0143167,0.00745561,0.008992,0.0172395,0.0240024,0.0150673,0.0315332,0.101768,0.00568055,0.0093299,0.00159224,0.0204459,0.0139148,0.00799094,0.00331081,0.0024386,0,0,0.00543462,0,0.0124635,0.00312305,0.0720314,0.0210124,0.0264068,0.00605526,0.00697286,0.00338893,0.00634554,0.0507906,0.00434133,0.00816788,0.0159037,0,0,0,0.0267964,0.00551546,0.00594399,0.00375362,0.00184365,0.00608743,0,0,0,0,0,0.0231607,0.0594642,0,0
86,0,0,0,0,0.00605146,0.00288533,0,0,0.0725246,0.0100205,0.0301678,0.00836798,0,0,0.00368039,0,0.0198313,0.00130092,0.0459007,0.0269622,0.0265777,0.0265876,0.00357337,0.0143096,0.0132392,0.017623,0.0147013,0.0159981,0.0126874,0.0299606,0.088018,0.0056159,0.00915912,0.00169356,0.0270962,0.0141524,0.00658782,0.00351146,0.00313128,0,0,0.00366632,0,0.0124593,0.00261449,0.0715907,0.0182638,0.0268878,0.00313987,0.00771347,0.00326159,0.00587159,0.0513429,0.00242676,0.0089039,0.0134106,0,0,0.0189712,0.0336668,0.00422245,0.00551152,0.00370917,0.00268394,0.0071504,0,0,0,0,0,0.0285765,0.0598068,0,0
87,0,0,0,0,0.00579297,0.00347492,0,0,0.0633712,0.00997125,0.0288589,0.00906191,0,0,0.00393174,0,0.0198535,0.00118898,0.0463755,0.0270165,0.0260119,0.0323539,0.00385258,0.0138616,0.0169585,0.0240636,0.0132994,0.0102215,0.0108359,0.0284364,0.0760297,0.00552549,0.00923421,0.00164629,0.0294495,0.0143243,0.00676696,0.00366623,0.00294006,0,0,0.00286557,0,0.0124852,0.00198787,0.0714389,0.0191664,0.0273718,0.00520082,0.00837375,0.00486605,0.006443,0.0511519,0.00249599,0.0100273,0.0139183,0,0,0.0208368,0.0367976,0.00380858,0.00429985,0.00337438,0.00357578,0.0070102,0,0,0,0,0,0.0312008,0.0590642,0,0
88,0,0,0,0,0.0066785,0.00412585,0,0,0.0541745,0.00998141,0.0277487,0.00975624,0,0,0.00367204,0,0.019861,0.00124046,0.0471044,0.028234,0.0255606,0.0377621,0.00418991,0.0137824,0.0207323,0.0304482,0.0128375,0.00504628,0.0088368,0.0268444,0.0633987,0.00524518,0.00931689,0.00142445,0.0316957,0.0143204,0.00710001,0.0036377,0.00408086,0,0,0.00199878,0,0.0124392,0.00209454,0.071227,0.0206553,0.0277734,0.00628808,0.00887169,0.00534651,0.00716442,0.0510092,0.00270283,0.011426,0.0141863,0,0,0.0216806,0.0395549,0.00291714,0.00411965,0.00330367,0.0042103,0.00754737,0,0,0,0,0,0.0332776,0.0582429,0,0
89,0,0,0,0,0.0073094,0.00462307,0,0,0.046012,0.00999539,0.0265858,0.0102339,0,0,0.00338697,0,0.0196772,0.00130407,0.0481632,0.0292825,0.0252303,0.0400107,0.00455378,0.01353,0.0223863,0.0338685,0.0124838,0.00327338,0.00791277,0.0256676,0.0522749,0.00496492,0.00924304,0.00144515,0.0297655,0.0142933,0.00919328,0.00346171,0.00497274,0,0,0.0016704,0,0.0124051,0.00216212,0.071214,0.0265332,0.0280477,0.00849184,0.0093717,0.00576211,0.00897628,0.0500831,0.00457779,0.0140145,0.0185947,0,0,0,0.039107,0.00222345,0.00430393,0.00317892,0.00474702,0.00771562,0,0,0,0,0,0.033087,0.056724,0,0
90,0,0,0,0,0.00788104,0.00549794,0,0,0.0372842,0.00990601,0.0254579,0.0107459,0,0,0.00304129,0,0.0195121,0.00125863,0.048707,0.0305804,0.0259311,0.0415901,0.00464257,0.0135312,0.0236505,0.036733,0.0123533,0.00550713,0.00746542,0.0246745,0.0399542,0.00476355,0.00915571,0.00161182,0.0235837,0.0142524,0.0162604,0.00542173,0.00612191,0,0,0.001881,0,0.0123905,0.00222981,0.0700726,0.0350793,0.0272584,0.0138156,0.00882637,0.00652317,0.0108693,0.0505448,0.00829013,0.0182955,0.023509,0.0160822,0.028047,0.0314084,0.0338585,0.00191896,0.00414141,0.00320367,0.00564627,0.00804423,0,0,0,0,0,0.0323477,0.0557068,0,0
91,0,0,0,0,0.00991331,0.0068037,0,0,0.0289475,0.0101645,0.024494,0.011131,0,0,0.0022051,0,0.0192982,0.00178514,0.0499339,0.0321524,0.0259379,0.0426201,0.00494472,0.0137404,0.0248746,0.0392444,0.0127657,0.00890732,0.00760507,0.0243265,0.0275728,0.00401677,0.00889795,0.00163914,0.0258127,0.0142506,0.0162039,0.00541005,0.00822404,0,0,0.00204162,0,0.0124362,0.002634,0.0699513,0.0355037,0.0274027,0.0149904,0.00925665,0.00613546,0.0118482,0.0502712,0.00960784,0.019543,0.0242901,0.0160642,0.0284788,0.0317161,0.0364373,0.00139661,0.00435498,0.00332491,0.00661928,0.0093106,0,0,0,0,0,0.0314101,0.0540407,0,0
92,0,0,0,0,0.0107637,0.00754068,0,0,0.021574,0.0101626,0.0234941,0.0112675,0,0,0.00211195,0,0.0192036,0.00168588,0.0513243,0.0333334,0.0260991,0.0429499,0.00523189,0.013825,0.0257433,0.0412344,0.013413,0.0123239,0.00812395,0.0243724,0.0165288,0.00389331,0.00880762,0.00154337,0.0282275,0.0142789,0.0159845,0.00530907,0.00924368,0,0,0.00263702,0,0.0124364,0.00265717,0.0698305,0.0356754,0.0274275,0.0161139,0.00962333,0.00663379,0.0129273,0.0499105,0.0105637,0.0209867,0.0249623,0.016055,0.0287912,0.0326484,0.0391114,0.00180111,0.00386655,0.00326132,0.00730663,0.00988354,0,0,0,0,0,0.0301433,0.0521665,0,0
93,0,0,0,0,0.0113925,0.00800397,0,0,0.0188294,0.0101509,0.0223597,0.0109359,0,0,0.00208043,0,0.0192146,0.00141165,0.0528406,0.0331856,0.0263467,0.0412111,0.00520985,0.0138394,0.0253376,0.0410811,0.013501,0.0145226,0.00886343,0.0248807,0.0127566,0.00385938,0.00881555,0.00140728,0.0306259,0.0141788,0.0157544,0.00501125,0.0100243,0,0,0.00288984,0,0.0123708,0.00254589,0.0697275,0.0358844,0.027414,0.0171977,0.00967221,0.00704342,0.0140572,0.0495162,0.0114787,0.0223082,0.0257657,0.0160314,0.0290575,0.0330267,0.0418883,0.00215569,0.00329398,0.00324235,0.00774932,0.0103784,0,0,0,0,0,0.0272542,0.0501552,0,0
94,0,0,0,0,0.0117228,0.00829652,0,0,0.0201279,0.0101513,0.0210064,0.0101841,0,0,0.00228365,0,0.0192443,0.00114969,0.0541237,0.0302669,0.0267079,0.0345388,0.00465015,0.0137849,0.0212921,0.035483,0.0115063,0.0130239,0.00947761,0.025937,0.0162608,0.00394933,0.00885751,0.00130981,0.0325135,0.0140075,0.0154672,0.00450685,0.0104915,0,0,0.00284963,0,0.0123226,0.00239129,0.0695747,0.0357646,0.0274849,0.018105,0.0094156,0.0072275,0.01499,0.0491826,0.012295,0.0234222,0.0264137,0.0160286,0.0291519,0.0336674,0.0441728,0.00224791,0.00304447,0.00327984,0.00804595,0.0106464,0,0,0,0,0,0.0209996,0.0478794,0,0
95,0,0,0,0,0.0119803,0.00846149,0,0,0.0219962,0.0101296,0.0193781,0.00915919,0,0,0.00279663,0,0.0193457,0.00097482,0.055073,0.0258614,0.027107,0.026177,0.00374838,0.0137775,0.0156733,0.0274742,0.00915723,0.0100155,0.00935525,0.0266337,0.0203949,0.00435044,0.00890499,0.00126189,0.0341849,0.0139921,0.0151221,0.0038401,0.0108412,0,0,0.00292162,0,0.0123973,0.00222042,0.0694274,0.0353926,0.0275216,0.0188353,0.00898879,0.00738268,0.0158201,0.048854,0.0130253,0.0245985,0.0268812,0.0159986,0.0290733,0.0348215,0.0461435,0.00220472,0.00301431,0.00320987,0.00826893,0.01089,0,0,0,0,0,0.0144449,0.0459638,0,0
96,0,0,0,0,0.0107821,0.00774484,0,0,0.0258212,0.00971212,0.00429044,0.00688821,0,0,0.00493268,0,0.019752,0.00177484,0.0533643,0.0138382,0.0283965,0.0330014,0.00274108,0.0132077,0.0173593,0.0285174,0.018002,0.0209651,0.0108509,0.018613,0.0319503,0.00556089,0.00920303,0.00139804,0.0339585,0.0137097,0.0143594,0.00271694,0.00996425,0,0,0.00435854,0,0.0126328,0.00308315,0.0683187,0.0332415,0.027482,0.0194167,0.00702811,0.00651556,0.0162755,0.048641,0.0137575,0.0250827,0.026282,0.0158003,0.0285689,0.0341884,0.0454697,0.00238078,0.00337879,0.00310173,0.00740283,0.00904189,0,0,0,0,0,0.0249062,0.047727,0,0
97,0,0,0,0,0.0118442,0.00848279,0,0,0.0235512,0.00971122,0.00827892,0.00533261,0,0,0.00531045,0,0.0198214,0.00175778,0.0537154,0.0247507,0.0289755,0.0421472,0.00343529,0.0134647,0.0205222,0.0357673,0.0210344,0.0233766,0.00518664,0.0112362,0.0313729,0.00579928,0.00923128,0.00133181,0.0353252,0.0137406,0.0137347,0.00216703,0.0110138,0,0,0.0043119,0,0.0126822,0.00313297,0.0681058,0.0326651,0.0270101,0.020031,0.00675038,0.00678437,0.0173005,0.0479342,0.01451,0.0263211,0.0265246,0.016163,0.0281558,0.0341171,0.0468599,0.00223744,0.00331636,0.00306205,0.0080736,0.0102647,0,0,0,0,0,0.0301085,0.0488562,0,0
98,0,0,0,0,0.0146,0.00999531,0,0,0.044207,0.0100416,0.0260469,0.00495403,0,0,0.00385946,0,0.0196005,0.00118473,0.0571335,0.021905,0.0290909,0.0160612,0.00257884,0.0141147,0.00499373,0.0156729,0.00694368,0.0109797,0.0061063,0.0224186,0.0465683,0.00499919,0.00904279,0.00120566,0.0384268,0.0138875,0.0137006,0.00242417,0.0135079,0,0,0.00229918,0,0.0125773,0.00263038,0.0687331,0.0339943,0.026627,0.0207994,0.00781573,0.00698707,0.0186956,0.0473756,0.0151866,0.0283106,0.0278313,0.0164444,0.0284013,0.0351814,0.0507423,0.000918822,0.00337649,0.00311999,0.00944877,0.0135191,0,0,0,0,0,0.013794,0.0458241,0,0
99,0,0,0,0,0.0149486,0.0102293,0,0,0.0364066,0.00974581,0.026353,0.00388998,0,0,0.00469578,0,0.0197847,0.00156907,0.0557141,0.0276368,0.0308616,0.0137517,0.00243789,0.014088,0.00868677,0.011659,0.00490071,0.00581827,0.00653127,0.0207986,0.0389348,0.00557476,0.00923745,0.00147094,0.0390499,0.0136789,0.0130034,0.00277121,0.0139368,0,0,0.00318836,0,0.0126399,0.0031912,0.0684907,0.0331819,0.0262499,0.0209482,0.00663914,0.00721234,0.0191636,0.0467953,0.0155734,0.028602,0.0276169,0.0169576,0.0278354,0.0353103,0.0513165,0.00139251,0.00343541,0.00318276,0.0098107,0.0139183,0,0,0,0,0,0.0182771,0.0478038,0,0
100,0,0,0,0,0.0155277,0.0105989,0,0,0.0267588,0.00956906,0.0265926,0.00312145,0,0,0.00525263,0,0.0199403,0.00192212,0.0545586,0.0352948,0.0322104,0.0199304,0.00298637,0.0141844,0.0185034,0.0211233,0.00728304,0.00638056,0.00745067,0.0192966,0.0302739,0.00600268,0.00937499,0.00172451,0.0395929,0.0134882,0.012543,0.00348077,0.014495,0,0,0.00388295,0,0.0127191,0.00391354,0.0682479,0.0326509,0.0256966,0.0208483,0.00593278,0.00725368,0.0194707,0.046292,0.0160425,0.0287246,0.0273573,0.0174813,0.027301,0.0353632,0.0518397,0.00213549,0.00385118,0.00334615,0.0102235,0.0144924,0,0,0,0,0,0.022155,0.0497082,0,0
101,0,0,0,0,0.015745,0.0107446,0,0,0.0297649,0.00947755,0.0308722,0.00300434,0,0,0.0058021,0,0.0199837,0.00211736,0.0544425,0.0422554,0.0327079,0.0244275,0.00338138,0.0143519,0.0251542,0.0280411,0.0103255,0.0100969,0.00785893,0.0157071,0.0364871,0.00647244,0.00945249,0.00176794,0.0400521,0.0134448,0.0123463,0.00395399,0.0146396,0,0,0.00395372,0,0.0127467,0.00420215,0.068078,0.0325613,0.0250646,0.0207056,0.00601442,0.00749556,0.0197083,0.045904,0.0165384,0.0288048,0.0271727,0.0179124,0.026862,0.035167,0.0525901,0.00247558,0.00388663,0.00329144,0.0104625,0.0147521,0,0,0,0,0,0.0256906,0.0515107,0,0
102,0,0,0,0,0.0158942,0.0109407,0,0,0.0393224,0.0093602,0.0391415,0.00323627,0,0,0.0062683,0,0.0199984,0.00232617,0.0544282,0.0527448,0.0331488,0.0276749,0.00382102,0.0143735,0.0298958,0.0325434,0.014397,0.0164317,0.0128476,0.010459,0.050524,0.00664958,0.0094867,0.0018409,0.0403077,0.0133355,0.012433,0.00451949,0.0146809,0,0,0.00420255,0,0.0127608,0.00452028,0.0680347,0.0328069,0.024441,0.0206802,0.00609774,0.00780418,0.0198591,0.0456969,0.0165428,0.0289305,0.0271136,0.0182135,0.0265311,0.0351768,0.0533977,0.00291665,0.0039582,0.00336417,0.0107497,0.0147787,0,0,0,0,0,0.027927,0.0528305,0,0
103,0,0,0,0,0.0115808,0.00912871,0,0,0.0473775,0.00852523,0.0430521,0.00335264,0,0,0.00878149,0,0.020503,0.00396377,0.0546363,0.0578769,0.0331659,0.0294204,0.0038277,0.013429,0.0320579,0.0344481,0.0153994,0.0184547,0.0152578,0.00916799,0.05543,0.00845085,0.00992577,0.0035247,0.0423804,0.0134624,0.0135866,0.00484253,0.0107551,0,0,0.0055958,0,0.0127364,0.00404132,0.0676525,0.0349293,0.0241315,0.0209892,0.00602072,0.0105351,0.0201253,0.0458687,0.0165261,0.029888,0.0275153,0.0189252,0.0265449,0.0366307,0.0561743,0.00498215,0.00416281,0.00289737,0.0104759,0.011127,0,0,0,0,0,0.0289142,0.0532637,0,0
104,0,0,0,0,0.0106685,0.00873829,0,0,0.0478708,0.00812615,0.0412133,0.0031816,0,0,0.010173,0,0.0211348,0.00491726,0.0551246,0.0556458,0.0324015,0.0295607,0.0031377,0.012923,0.0316165,0.0341519,0.0138927,0.0163816,0.013301,0.010277,0.0531222,0.00899492,0.0103419,0.00544806,0.0429245,0.0132164,0.0143611,0.0047386,0.00988336,0,0,0.00746092,0,0.012833,0.0048757,0.0674376,0.0358366,0.0243751,0.021049,0.00553036,0.0115613,0.0201986,0.0457948,0.0165325,0.0295291,0.0270683,0.0194891,0.0262672,0.0368295,0.0568755,0.00666523,0.00543444,0.00323849,0.0106245,0.0100787,0,0,0,0,0,0.0289796,0.0526581,0,0
105,0,0,0,0,0.0114788,0.00883603,0,0,0.0445532,0.00830461,0.0400063,0.00484926,0,0,0.00924714,0,0.0205642,0.00445422,0.0551214,0.0541223,0.0326894,0.0295804,0.00398662,0.0134199,0.0305886,0.0340099,0.0148526,0.0173033,0.0128651,0.00974195,0.0518883,0.00902412,0.0100365,0.0038232,0.0422312,0.0130739,0.0153374,0.00495098,0.0101072,0,0,0.00649789,0,0.0127669,0.00471277,0.0675182,0.0364232,0.0243922,0.0204127,0.0068061,0.0102711,0.0201249,0.046179,0.0157567,0.0284424,0.0272784,0.0186264,0.0268141,0.0366992,0.0572381,0.00568372,0.00451228,0.00313259,0.0101124,0.00997843,0,0,0,0,0,0.0274883,0.0513447,0,0
106,0,0,0,0,0.0182553,0.0110772,0,0,0.0358266,0.00913308,0.0338244,0.0062829,0,0,0.0058106,0,0.0199107,0.0024886,0.0553457,0.0464036,0.032467,0.0286475,0.00427005,0.0154151,0.0288457,0.0327104,0.0140617,0.0152528,0.00917499,0.0115638,0.0448609,0.00721074,0.00944832,0.00251277,0.0413871,0.0124872,0.0171536,0.00497278,0.0158375,0,0,0.00685135,0,0.0127665,0.00624705,0.0673417,0.0390976,0.0246542,0.0198125,0.00787749,0.00690966,0.0197473,0.0469492,0.0150763,0.0279398,0.0274763,0.0179218,0.027737,0.0371784,0.0577247,0.00447899,0.00555417,0.00424322,0.00977502,0.0147387,0,0,0,0,0,0.0251931,0.0499079,0,0
107,0,0,0,0,0.017791,0.0103816,0,0,0.0280811,0.00910667,0.0256538,0.00686532,0,0,0.00542421,0,0.0198818,0.00264266,0.055824,0.0359173,0.0317611,0.0265555,0.00403348,0.015357,0.0268577,0.0307055,0.0113808,0.0106432,0.00543802,0.0162053,0.0330985,0.00730612,0.00944524,0.00249281,0.0411863,0.0123233,0.0191096,0.00448588,0.0152303,0,0,0.0079132,0,0.0128085,0.00676137,0.0671623,0.041283,0.0254369,0.0191103,0.00850355,0.00645947,0.0190776,0.0474858,0.0145119,0.0272667,0.0273407,0.017458,0.0284799,0.0373535,0.0578386,0.00506674,0.00569145,0.00443009,0.00886537,0.0140564,0,0,0,0,0,0.0223452,0.0484161,0,0
108,0,0,0,0,0.0169439,0.00958261,0,0,0.0289938,0.00910522,0.022567,0.0070347,0,0,0.00604237,0,0.0199394,0.00313784,0.0563118,0.0303317,0.031151,0.0222316,0.0038654,0.0151277,0.0238756,0.0270033,0.00915356,0.00767151,0.00559726,0.0181771,0.0330667,0.00732115,0.00943397,0.00234566,0.0404889,0.0120442,0.0211465,0.00389783,0.0143004,0,0,0.00903495,0,0.0128756,0.00729081,0.0673044,0.0428959,0.0265095,0.0180668,0.00881792,0.00584552,0.0180608,0.0479944,0.013692,0.025975,0.0270391,0.0166731,0.0291679,0.0370407,0.0577529,0.00574496,0.00606901,0.00477189,0.00788528,0.0132194,0,0,0,0,0,0.0194054,0.0469542,0,0
109,0,0,0,0,0.0163567,0.00882451,0,0,0.0342969,0.00905411,0.0216141,0.0074284,0,0,0.00655558,0,0.0199455,0.00332925,0.0564547,0.0265864,0.030297,0.0165804,0.00359828,0.0150548,0.0196599,0.0216504,0.00648178,0.00587455,0.00556924,0.0189852,0.0389516,0.00739272,0.00943322,0.00226414,0.0392328,0.0118475,0.0233756,0.00339947,0.0136124,0,0,0.0103403,0,0.0129632,0.00784317,0.0674597,0.0444814,0.027317,0.0165604,0.00924468,0.00566458,0.0167588,0.0485742,0.0125223,0.0242124,0.0263994,0.0158943,0.0296734,0.0364171,0.0573189,0.00652561,0.00625352,0.00512192,0.00681375,0.0128508,0,0,0,0,0,0.0168284,0.0455617,0,0
