Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x75,x76,x77,LTHII,x72
96,0.0060714,0.00140831,0,0,0,0,0,0,0.040211,0.016857,0.0193803,0.00785406,0,0,0.0321843,0,0.0172803,0.0198059,0.0356471,0.0147307,0.0134868,0.0230935,0.00918127,0.0120703,0.00786401,0.0168542,0.0194565,0.0123378,0.0168218,0.00377399,0.0190718,0.0412384,0.0203625,0.0128511,0.00749393,0.00965745,0.00831394,0.00614449,0.0100403,0.00582157,0,0,0.0252212,0,0.0122406,0.0202867,0.0636548,0.00892785,0.0105708,0.0169192,0.0112877,0.0227694,0.00642337,0.0339476,0.0195912,0.0144174,0.00548795,0.00212108,0.00622061,0.0146034,0.0134645,0.0143658,0.00651897,0.00684392,0.00138645,0.00646648,0,0,0,0,0,0,0,0,0.0149967,0
97,0.00582249,0.001519,0,0,0,0,0,0,0.0407576,0.0167975,0.0193292,0.00784859,0,0,0.0318027,0,0.0174415,0.0194342,0.0355732,0.014245,0.0135721,0.0233421,0.00878304,0.0115975,0.00823115,0.0170445,0.0195493,0.0128964,0.0174658,0.00379136,0.0189565,0.042419,0.0205947,0.0128389,0.00734228,0.00950889,0.00848388,0.00606778,0.0103021,0.00591382,0,0,0.0252294,0,0.0123123,0.0203195,0.0626008,0.00840532,0.0103263,0.0166333,0.0112521,0.0225507,0.00715937,0.0341321,0.0198534,0.0144426,0.00537694,0.00210048,0.00644648,0.0141008,0.013396,0.0143248,0.00636611,0.00664435,0.00092223,0.00642394,0,0,0,0,0,0,0,0,0.0152157,0
98,0.00568244,0.0020097,0,0,0,0,0,0,0.0406361,0.01689,0.0188707,0.0078582,0,0,0.0311052,0,0.0175226,0.0189263,0.0354745,0.0137453,0.0129717,0.0233709,0.00772868,0.0111719,0.00842178,0.0167192,0.0196808,0.0136749,0.0179957,0.00389964,0.0188486,0.0429089,0.0205469,0.0128136,0.00705694,0.00970351,0.0087774,0.00609634,0.010731,0.00589393,0,0,0.0249904,0,0.0123283,0.0202194,0.0618526,0.00821411,0.0099757,0.0162013,0.011137,0.0224585,0.00799792,0.0343387,0.0198689,0.0142944,0.00531494,0.00218812,0.00662948,0.0136971,0.0133954,0.0142239,0.00621039,0.00638745,0.000936782,0.00638066,0,0,0,0,0,0,0,0,0.0152915,0
99,0.00561722,0.00220305,0,0,0,0,0,0,0.0406868,0.0169594,0.0187806,0.00809536,0,0,0.0306978,0,0.0175787,0.0186096,0.0354787,0.0131749,0.0127923,0.023504,0.00718285,0.0106417,0.00852901,0.0166916,0.0199195,0.0140964,0.0187663,0.00396216,0.0188391,0.0436131,0.02021,0.0128119,0.00681425,0.00995037,0.00887307,0.00632108,0.0111706,0.006004,0,0,0.0247367,0,0.0122517,0.0200997,0.0611262,0.00830471,0.00971392,0.0157659,0.0112668,0.02243,0.00851493,0.034442,0.0196546,0.0140624,0.00533718,0.00228369,0.00678176,0.0133992,0.0139489,0.0142302,0.00618218,0.00626035,0.000964343,0.00647139,0,0,0,0,0,0,0,0,0.0153543,0
100,0.00564588,0.00220716,0,0,0,0,0,0,0.0407069,0.0170075,0.0190118,0.00826315,0,0,0.0305245,0,0.0176473,0.0184894,0.0355734,0.0130127,0.0127841,0.0235002,0.00703081,0.0101338,0.00912082,0.016969,0.0199361,0.0141344,0.0194573,0.0039253,0.0188801,0.0436553,0.0198914,0.012763,0.00663282,0.0107499,0.00888584,0.00665952,0.0114642,0.00615063,0,0,0.0245615,0,0.012165,0.0200437,0.0604772,0.00884202,0.00946118,0.0152284,0.0115284,0.0224527,0.0086719,0.0343785,0.0193043,0.0135447,0.0053832,0.00231948,0.00689769,0.0131342,0.0152067,0.0141917,0.00619141,0.00617417,0.000915822,0.00661215,0,0,0,0,0,0,0,0,0.015432,0
101,0.00571809,0.00222033,0,0,0,0,0,0,0.0409606,0.0170728,0.0188712,0.00827403,0,0,0.0301511,0,0.0176949,0.0182898,0.0357927,0.0132589,0.0127077,0.0235373,0.00685275,0.00975922,0.00924306,0.017338,0.0199762,0.0145253,0.0200809,0.00398549,0.0188033,0.0440774,0.0195115,0.0127482,0.00647243,0.0114553,0.00895377,0.00703273,0.0115999,0.00630447,0,0,0.0244358,0,0.0121199,0.0199732,0.0598297,0.00979683,0.0091206,0.0146166,0.0117197,0.0225131,0.00855723,0.034092,0.0187618,0.0128118,0.00532779,0.00230206,0.00697467,0.0128658,0.0163315,0.014186,0.00618126,0.00607293,0.001008,0.00679862,0,0,0,0,0,0,0,0,0.0154717,0
102,0.00586138,0.0021319,0,0,0,0,0,0,0.0415206,0.0170939,0.0189218,0.00815157,0,0,0.029961,0,0.017832,0.0182054,0.0361192,0.0134379,0.0129941,0.0234943,0.00689188,0.00950725,0.00910269,0.0175021,0.0204682,0.0154284,0.0207885,0.00405384,0.0188821,0.0451001,0.0193252,0.0128324,0.00646948,0.0118332,0.00892062,0.00735564,0.0116592,0.00655247,0,0,0.0244756,0,0.0121426,0.0200084,0.0591445,0.0109736,0.00882777,0.0140462,0.0120262,0.0226671,0.008625,0.0336415,0.0179562,0.0125141,0.00526009,0.00229897,0.00710401,0.0128403,0.01686,0.0144236,0.00620933,0.00606488,0.001114,0.0070708,0,0,0,0,0,0,0,0,0.0153437,0
103,0.00602837,0.0020402,0,0,0,0,0,0,0.0422166,0.0170903,0.0195293,0.00809953,0,0,0.0300823,0,0.0177359,0.018394,0.0364536,0.0133972,0.0132366,0.0232781,0.00688242,0.00935396,0.00924195,0.0177766,0.0213459,0.0160941,0.0217078,0.004044,0.0191317,0.0462965,0.019054,0.0127314,0.00649408,0.0118193,0.00894798,0.00748716,0.0117734,0.00683233,0,0,0.024519,0,0.0121554,0.0200677,0.0585144,0.0116855,0.00853395,0.0134395,0.0123934,0.0228159,0.00852873,0.0330052,0.0168897,0.0119726,0.00512032,0.0023283,0.0072362,0.0132132,0.0170193,0.0146292,0.00610892,0.00603637,0.00131592,0.00736614,0,0,0,0,0,0,0,0,0.0149733,0
104,0.00617879,0.00197592,0,0,0,0,0,0,0.0428791,0.0171237,0.0196238,0.00816853,0,0,0.0302619,0,0.0175976,0.0185585,0.0366557,0.0132866,0.0134101,0.0228588,0.00680323,0.009332,0.00953807,0.0180435,0.0224256,0.0164661,0.0226577,0.00397495,0.0195354,0.0474208,0.0190378,0.0126536,0.00651337,0.0117259,0.00899769,0.00734256,0.0119492,0.00703389,0,0,0.0245309,0,0.0121302,0.0200591,0.0579462,0.012056,0.00821718,0.0128605,0.0127832,0.022953,0.00827612,0.0322516,0.0155841,0.0112273,0.00483607,0.00239615,0.00718022,0.0134629,0.0166924,0.0147025,0.00606516,0.0060603,0.00157086,0.00762597,0,0,0,0,0,0,0,0,0.014403,0
105,0.00621705,0.00196644,0,0,0,0,0,0,0.0436094,0.0172221,0.0192147,0.00836772,0,0,0.0304653,0,0.0176281,0.0186389,0.0366395,0.0132693,0.0135882,0.0223708,0.00673875,0.00937956,0.00993201,0.0183446,0.023558,0.0170683,0.0229855,0.00384776,0.0199992,0.0483411,0.0192697,0.0126562,0.00647418,0.0116602,0.00905903,0.00700522,0.0121894,0.00711643,0,0,0.0244814,0,0.0121172,0.0200186,0.0574764,0.0120286,0.00787959,0.0123264,0.013121,0.0230524,0.00797433,0.0314623,0.0145232,0.0104401,0.004508,0.00261869,0.00692157,0.0133641,0.0153926,0.0146691,0.00611762,0.00603246,0.00180847,0.00775518,0,0,0,0,0,0,0,0,0.0138401,0
106,0.00625172,0.00196504,0,0,0,0,0,0,0.0444695,0.0173316,0.0190961,0.00866986,0,0,0.0304912,0,0.017725,0.018606,0.0364524,0.0132685,0.013743,0.0219432,0.00669741,0.00941337,0.0102143,0.0185891,0.0246193,0.0172784,0.023135,0.00384713,0.0203879,0.0501175,0.0192804,0.0127282,0.00640759,0.0115204,0.00908375,0.00636397,0.0125244,0.00717584,0,0,0.024412,0,0.0121156,0.0199812,0.0571725,0.0108145,0.00769813,0.0116441,0.0134142,0.0231549,0.00766912,0.0305589,0.0131993,0.00947244,0.0040025,0.00290339,0.00639854,0.0126493,0.0133143,0.0146805,0.00625262,0.00594188,0.00205054,0.0077925,0,0,0,0,0,0,0,0,0.013447,0
107,0.00641467,0.00196048,0,0,0,0,0,0,0.0454674,0.0173215,0.0192986,0.00902212,0,0,0.0306647,0,0.0177228,0.018686,0.036161,0.0133515,0.0139147,0.0217051,0.00677881,0.00936669,0.0104625,0.0187741,0.0255226,0.0175607,0.0234058,0.0038803,0.0206711,0.0517437,0.0193582,0.0126851,0.00645155,0.0119298,0.00905573,0.00560861,0.0129692,0.00726442,0,0,0.0243683,0,0.0121942,0.0198824,0.056998,0.00873491,0.00770382,0.0107854,0.0137082,0.0234043,0.00732545,0.0295543,0.0119751,0.00841036,0.0032899,0.00317598,0.00539632,0.0111312,0.0110623,0.0147738,0.00622784,0.00588118,0.00234716,0.00785153,0,0,0,0,0,0,0,0,0.0131492,0
108,0.00654355,0.00197511,0,0,0,0,0,0,0.046595,0.0172284,0.0196582,0.00937197,0,0,0.0306943,0,0.0176712,0.0187286,0.0357969,0.0135958,0.0140584,0.0216404,0.00692926,0.0092274,0.0106229,0.0189662,0.0262218,0.0178753,0.0237066,0.00392674,0.0208466,0.0531667,0.0196261,0.0126618,0.00649079,0.0128715,0.00896806,0.00520339,0.0134207,0.00730502,0,0,0.0243376,0,0.0122705,0.0198483,0.0569597,0.00635936,0.007783,0.00968994,0.0138713,0.0236382,0.00693464,0.0284482,0.0105366,0.00757255,0.00239949,0.00343981,0.00406258,0.00883317,0.0088646,0.0148536,0.00618143,0.0059335,0.00249575,0.00787933,0,0,0,0,0,0,0,0,0.0130056,0
109,0.00670618,0.00204228,0,0,0,0,0,0,0.0477034,0.0171294,0.0200573,0.00968452,0,0,0.0308554,0,0.0174952,0.0189075,0.0354455,0.0140337,0.0141302,0.0216018,0.006995,0.00912986,0.0108188,0.0192137,0.0266483,0.0180591,0.0238975,0.00409464,0.0208751,0.0545955,0.0198333,0.0125675,0.00654613,0.0139758,0.00891108,0.00552869,0.0138808,0.00735057,0,0,0.0242067,0,0.0123348,0.0197542,0.0570735,0.0049242,0.00791679,0.00827823,0.0139773,0.0239107,0.00656639,0.0272519,0.00885419,0.00662507,0.00152326,0.00381609,0.0028087,0.00603326,0.00776405,0.0147955,0.00606457,0.0059444,0.0026413,0.00792464,0,0,0,0,0,0,0,0,0.0129068,0
110,0.00690901,0.00215148,0,0,0,0,0,0,0.0488414,0.017123,0.0204728,0.00987542,0,0,0.031092,0,0.0174191,0.0190103,0.035182,0.0146196,0.014152,0.0216188,0.00712041,0.0090842,0.0110568,0.0194505,0.0267697,0.0181032,0.0238828,0.00415524,0.0207787,0.0559459,0.0201123,0.0125001,0.00658468,0.0156032,0.00884483,0.00655993,0.0142949,0.00742421,0,0,0.0240808,0,0.0124011,0.0197264,0.0572864,0.00622119,0.00811416,0.00665506,0.0139711,0.0241608,0.00631927,0.0260068,0.00716002,0.00555134,0.00107487,0.00449839,0.00211531,0.00313265,0.00906779,0.0146267,0.00601066,0.00597821,0.00278429,0.00797849,0,0,0,0,0,0,0,0,0.0129002,0
111,0.00716295,0.00229414,0,0,0,0,0,0,0.0499929,0.0171999,0.0209212,0.00993844,0,0,0.0314593,0,0.0174745,0.019178,0.0350454,0.0153273,0.014154,0.0217774,0.00721948,0.00906941,0.011349,0.0196043,0.0265778,0.0181071,0.0236924,0.00410878,0.0205792,0.0572056,0.0205647,0.0124496,0.00661769,0.0177122,0.00874576,0.00788625,0.0145861,0.0075631,0,0,0.0239992,0,0.0124637,0.0196834,0.0575392,0.00875607,0.00835883,0.00489853,0.0138947,0.0243946,0.00628197,0.0247257,0.00579173,0.00448371,0.00181352,0.00556714,0.00270026,0.00248319,0.0120721,0.0145461,0.0060584,0.00610758,0.00297014,0.00807415,0,0,0,0,0,0,0,0,0.0130115,0
112,0.00748721,0.00251676,0,0,0,0,0,0,0.0511018,0.0172423,0.0213852,0.00989682,0,0,0.0319276,0,0.0175339,0.0194101,0.0350173,0.0161438,0.0141052,0.0220771,0.00732629,0.00910685,0.0116933,0.0198935,0.0260771,0.0177704,0.0234833,0.00410604,0.0202157,0.0584965,0.0210991,0.0124535,0.00666416,0.0198749,0.00863725,0.00960973,0.0147265,0.00773108,0,0,0.0239876,0,0.0124914,0.0196905,0.0578197,0.0118392,0.00858914,0.00326162,0.0138403,0.0246392,0.00640271,0.0235517,0.0052699,0.00376856,0.00342234,0.0069511,0.00463069,0.00564405,0.0154055,0.0144508,0.00609297,0.00624409,0.00326957,0.00828198,0,0,0,0,0,0,0,0,0.0132235,0
113,0.00774282,0.00277584,0,0,0,0,0,0,0.0519865,0.0172302,0.0217531,0.00976104,0,0,0.0324154,0,0.0175811,0.0197468,0.035056,0.0170755,0.0138697,0.0224507,0.00740666,0.00919563,0.0120038,0.0203327,0.0253363,0.0176931,0.0232551,0.00417994,0.019755,0.0595542,0.0211679,0.0124417,0.0067272,0.02193,0.00856059,0.0117705,0.0147312,0.007851,0,0,0.024037,0,0.0124716,0.0197041,0.0582184,0.0150008,0.00875731,0.00185899,0.0137827,0.0248358,0.00654224,0.0225269,0.00581354,0.00360641,0.00558768,0.00857053,0.00720387,0.0093867,0.0184742,0.0143598,0.00601916,0.00633451,0.00356477,0.00851607,0,0,0,0,0,0,0,0,0.0135032,0
114,0.00796611,0.00307735,0,0,0,0,0,0,0.0528505,0.0172254,0.0221632,0.0094981,0,0,0.0329174,0,0.0176399,0.0202021,0.0351669,0.0180607,0.0136278,0.0228231,0.0075628,0.00926925,0.0123437,0.020816,0.0244372,0.0174938,0.0230356,0.00427466,0.0192457,0.0604645,0.0213435,0.0123707,0.00675084,0.0242895,0.0084803,0.0130553,0.0145982,0.00791528,0,0,0.024094,0,0.0124759,0.0197254,0.0587702,0.01667,0.00893109,0.000908137,0.0137369,0.0250109,0.00686092,0.0217207,0.00705262,0.0041561,0.00739992,0.0103285,0.00905866,0.0119951,0.0218358,0.0144352,0.00603334,0.00635927,0.00389964,0.00868819,0,0,0,0,0,0,0,0,0.0136984,0
115,0.00852807,0.0036293,0,0,0,0,0,0,0.0544079,0.0169717,0.0234171,0.00905381,0,0,0.0332234,0,0.0180864,0.0203307,0.0353454,0.0193446,0.0134837,0.0233752,0.00771316,0.00950437,0.0129771,0.0215574,0.0233965,0.016937,0.0231733,0.00498742,0.018532,0.0621945,0.0217991,0.0124969,0.00686409,0.0260612,0.00872789,0.0141424,0.0143021,0.0080526,0,0,0.0240982,0,0.0123185,0.0197815,0.0593924,0.0177318,0.00931284,0.0015811,0.0135821,0.0255082,0.00697015,0.0211556,0.00855697,0.00567753,0.00937028,0.012306,0.0108773,0.0139992,0.024377,0.0146198,0.00621529,0.00626051,0.00443139,0.00895594,0,0,0,0,0,0,0,0,0.0139386,0
116,0.00857821,0.00380511,0,0,0,0,0,0,0.0549982,0.0169571,0.0239808,0.00850575,0,0,0.0330713,0,0.0182159,0.0199494,0.0355494,0.0201845,0.0133445,0.0235926,0.00769242,0.0094666,0.0133972,0.0219519,0.0225547,0.016009,0.0225607,0.00509998,0.0179728,0.062926,0.0220043,0.0128172,0.00671957,0.0278551,0.00861716,0.0140388,0.0136107,0.00805119,0,0,0.0242088,0,0.012482,0.0199449,0.060149,0.0172453,0.00961449,0.00271464,0.0133103,0.0256039,0.00725108,0.0209109,0.0102162,0.00786035,0.0108322,0.0144944,0.0118985,0.0147704,0.0269055,0.0147897,0.00624451,0.00637662,0.00460593,0.00896381,0,0,0,0,0,0,0,0,0.0143749,0
117,0.00891972,0.00402775,0,0,0,0,0,0,0.0558145,0.0168094,0.0242957,0.00796576,0,0,0.0333384,0,0.0183464,0.0199905,0.0357566,0.0211688,0.0131953,0.0235987,0.00768907,0.00934408,0.0134794,0.0222608,0.0216219,0.0159118,0.0224202,0.0053066,0.0174525,0.0637408,0.0223665,0.0129697,0.00679276,0.0285669,0.0083261,0.0143078,0.0129181,0.00842039,0,0,0.0243541,0,0.0126585,0.0200115,0.0608844,0.0164822,0.00989743,0.00403987,0.0131838,0.025895,0.007689,0.020922,0.0116653,0.00991394,0.0124105,0.0164856,0.0129659,0.0154165,0.0277666,0.0150497,0.00618923,0.00646407,0.00484471,0.00926928,0,0,0,0,0,0,0,0,0.0144703,0
118,0.00937629,0.00442518,0,0,0,0,0,0,0.0563971,0.0165299,0.0247458,0.00745054,0,0,0.0338736,0,0.0183056,0.020486,0.0359179,0.0219081,0.0130052,0.0237636,0.00770453,0.00931178,0.0135297,0.0225159,0.0209782,0.0160662,0.0226484,0.00561322,0.0169308,0.0644915,0.0230292,0.0127569,0.00707664,0.0280019,0.00801912,0.0141737,0.0123165,0.00882851,0,0,0.0244484,0,0.0128164,0.0199945,0.0615093,0.0150416,0.0101379,0.00608265,0.0131324,0.0263019,0.00816265,0.0209881,0.0127837,0.0117502,0.0136411,0.0181368,0.0136795,0.0156461,0.0269583,0.0151744,0.00621898,0.00658775,0.0051995,0.0096382,0,0,0,0,0,0,0,0,0.014477,0
119,0.00942852,0.00450179,0,0,0,0,0,0,0.0562157,0.0164687,0.0249994,0.00694127,0,0,0.0342814,0,0.0180879,0.0207459,0.0361708,0.0220644,0.0131022,0.0237322,0.00737381,0.00919001,0.0133933,0.0223787,0.0207221,0.0160395,0.0228323,0.00551852,0.0166188,0.0645901,0.0234518,0.0126842,0.00712175,0.0263514,0.00762085,0.0132604,0.0114945,0.00904614,0,0,0.0246168,0,0.0131619,0.0200972,0.0620661,0.0135279,0.0100974,0.00739858,0.0131413,0.0263554,0.00853875,0.021293,0.013344,0.0127135,0.014529,0.0195555,0.0140576,0.0156108,0.0254125,0.0151712,0.00611314,0.00688132,0.00519934,0.00983697,0,0,0,0,0,0,0,0,0.0143151,0
120,0.00971927,0.0047623,0,0,0,0,0,0,0.0566284,0.0163898,0.0252349,0.00648271,0,0,0.0345607,0,0.0182485,0.0209208,0.0365017,0.0223908,0.0133458,0.0237807,0.00694042,0.00922972,0.0133646,0.0224691,0.0205519,0.0163099,0.0232793,0.00581823,0.0163655,0.0653995,0.0237501,0.0128885,0.00721729,0.0239434,0.0074561,0.0131396,0.0108302,0.0093311,0,0,0.024771,0,0.0132452,0.0202152,0.0623997,0.0133422,0.0100342,0.00835458,0.0131009,0.0265681,0.00884104,0.0214222,0.0134905,0.0132998,0.0152502,0.0204833,0.0144355,0.0155135,0.023171,0.0151427,0.0061689,0.00706871,0.00529869,0.0101662,0,0,0,0,0,0,0,0,0.0141174,0
121,0.00987306,0.00506461,0,0,0,0,0,0,0.0569233,0.0162843,0.0249499,0.00620191,0,0,0.0347664,0,0.0183532,0.0210402,0.036837,0.0226782,0.0135633,0.0236526,0.006586,0.00930963,0.0133868,0.0226536,0.0204791,0.016669,0.0235968,0.00605277,0.0162233,0.0659111,0.0238767,0.0129889,0.0073129,0.0214454,0.00727038,0.0133914,0.0104779,0.00946691,0,0,0.0248377,0,0.0132907,0.0202792,0.0624769,0.013676,0.00994314,0.00888754,0.0131234,0.0267385,0.00890618,0.0214321,0.0134391,0.0133047,0.01545,0.0208649,0.0144128,0.0149218,0.0213047,0.0151387,0.00621841,0.00722545,0.00550427,0.0104333,0,0,0,0,0,0,0,0,0.0138333,0
122,0.00980268,0.00526898,0,0,0,0,0,0,0.0570416,0.0162175,0.0251214,0.00612422,0,0,0.0349198,0,0.0183483,0.0209951,0.0371379,0.0228453,0.0137669,0.0234043,0.00626215,0.00935806,0.0135946,0.0229902,0.0203127,0.0165639,0.0237915,0.0062235,0.0160931,0.0662371,0.0238564,0.0130816,0.00736707,0.0188146,0.00716547,0.0134853,0.0102935,0.00937201,0,0,0.0248503,0,0.0132934,0.0203039,0.0623586,0.0141743,0.00974189,0.00914024,0.0130395,0.0267685,0.00870776,0.0213575,0.0130519,0.0126845,0.0150889,0.020776,0.0140214,0.0140095,0.0194116,0.0151186,0.00622779,0.00734945,0.0056256,0.0104405,0,0,0,0,0,0,0,0,0.0135748,0
123,0.00948842,0.00531253,0,0,0,0,0,0,0.0571671,0.0162605,0.02485,0.00624222,0,0,0.0348731,0,0.0184066,0.0208927,0.037391,0.0229452,0.0139827,0.0232122,0.00597584,0.00924164,0.0137365,0.0234677,0.0198987,0.016422,0.0239228,0.00631729,0.0159753,0.0666039,0.0238059,0.0133481,0.00727031,0.0160729,0.00719374,0.0131985,0.0102958,0.00908971,0,0,0.0248533,0,0.0133214,0.0202551,0.0620965,0.0144973,0.00953761,0.00891371,0.0128132,0.026571,0.00824257,0.0212937,0.0123772,0.0114732,0.0142886,0.0202256,0.0132331,0.0128475,0.0172225,0.0151384,0.00616814,0.00744571,0.00556739,0.0101709,0,0,0,0,0,0,0,0,0.0133818,0
124,0.00912298,0.00535364,0,0,0,0,0,0,0.0573934,0.01632,0.0247426,0.0065201,0,0,0.0344589,0,0.0184548,0.0206055,0.0376199,0.0229888,0.014209,0.023035,0.00559761,0.00910344,0.0138443,0.0238656,0.0193946,0.0165923,0.02411,0.00634767,0.0158844,0.0671077,0.0237,0.0137425,0.00715931,0.0132243,0.00718904,0.0126327,0.010491,0.008805,0,0,0.024874,0,0.0133443,0.0202183,0.0616943,0.014336,0.00939895,0.00857081,0.0124618,0.0262555,0.0076409,0.0212997,0.0113575,0.00996861,0.0131327,0.0191041,0.0120508,0.011583,0.0150857,0.0151939,0.00609548,0.00751651,0.00543233,0.00985507,0,0,0,0,0,0,0,0,0.013196,0
125,0.00894074,0.00561278,0,0,0,0,0,0,0.0576176,0.0160935,0.0250037,0.00683137,0,0,0.0342606,0,0.0183491,0.0205811,0.0377393,0.0228767,0.0143836,0.0227375,0.0052464,0.00918933,0.013964,0.0240761,0.0193274,0.0169865,0.0244319,0.00642513,0.0158238,0.0676735,0.0235871,0.0134163,0.00743182,0.0104805,0.00715313,0.0117227,0.0107222,0.0085828,0,0,0.0248717,0,0.013357,0.0201737,0.0613018,0.0140755,0.00920734,0.00791958,0.0121146,0.0260517,0.00712672,0.0213207,0.0102563,0.00822389,0.0118644,0.0177115,0.0106383,0.0102517,0.0136038,0.0151831,0.00603217,0.00758856,0.0055373,0.00959934,0,0,0,0,0,0,0,0,0.0129266,0
126,0.00870369,0.0058884,0,0,0,0,0,0,0.0576785,0.0159096,0.0246801,0.00700032,0,0,0.0339781,0,0.0183895,0.0205123,0.0378761,0.0226139,0.0145971,0.0224474,0.00486074,0.00929888,0.0140987,0.0240883,0.0191942,0.0173913,0.0247545,0.00646211,0.0158048,0.0681155,0.0232397,0.0132881,0.00770562,0.00840759,0.00706913,0.0118606,0.0107068,0.00839058,0,0,0.0249051,0,0.0133655,0.0201429,0.0609838,0.0158032,0.0089493,0.00726685,0.0117558,0.02577,0.00667388,0.0214854,0.00918697,0.0069765,0.0110083,0.0167814,0.00933408,0.00898407,0.0137179,0.0151652,0.00599337,0.0076568,0.00571431,0.00930492,0,0,0,0,0,0,0,0,0.0126713,0
127,0.00826655,0.0060267,0,0,0,0,0,0,0.057406,0.0157816,0.0236828,0.0071114,0,0,0.0336562,0,0.018624,0.0203173,0.0381905,0.0221928,0.0149149,0.0223068,0.00451181,0.00945248,0.0142374,0.0240167,0.0187422,0.0178341,0.0250241,0.00638021,0.0158443,0.0681957,0.0228874,0.0136368,0.00781275,0.00758742,0.00690433,0.0139925,0.0104711,0.00816726,0,0,0.0251346,0,0.0134194,0.0201526,0.0609143,0.0194229,0.00885674,0.00764425,0.0115121,0.0253089,0.00611107,0.0218266,0.00865143,0.00653219,0.0112282,0.0168634,0.00869193,0.00886847,0.0168038,0.0151761,0.0059558,0.00776697,0.00582376,0.00907002,0,0,0,0,0,0,0,0,0.0124971,0
128,0.00761909,0.00596416,0,0,0,0,0,0,0.0566074,0.0155608,0.0226871,0.00715343,0,0,0.0337917,0,0.0188385,0.0203807,0.0386202,0.0216406,0.0153976,0.0222333,0.00439748,0.00963916,0.0143322,0.0239661,0.0181609,0.0182839,0.0252054,0.00619946,0.0160109,0.0676573,0.0228233,0.0141083,0.00793834,0.00974049,0.00671293,0.0153918,0.0101831,0.00780882,0,0,0.0255048,0,0.0135598,0.0201729,0.0609751,0.021908,0.00910955,0.00864774,0.011326,0.0247047,0.00506289,0.0222215,0.00847623,0.00668088,0.0117582,0.017033,0.00889538,0.0105546,0.0226877,0.0153275,0.00583806,0.00796375,0.00572444,0.00882221,0,0,0,0,0,0,0,0,0.0123588,0
129,0.00695859,0.00545807,0,0,0,0,0,0,0.0549798,0.0150479,0.0217049,0.00699124,0,0,0.0346947,0,0.0191592,0.0208487,0.0388345,0.021147,0.0163617,0.0222512,0.00456726,0.00998419,0.0143809,0.0239501,0.0176126,0.0183244,0.0250036,0.00578401,0.0163844,0.0659664,0.0233435,0.0144323,0.00836288,0.0125521,0.00631863,0.0139426,0.0101976,0.00749407,0,0,0.02611,0,0.0138921,0.0204589,0.0606942,0.0222873,0.0101146,0.00999379,0.0114742,0.0241001,0.00465239,0.022237,0.00831177,0.0067986,0.0112568,0.0163345,0.00851773,0.0113528,0.0272136,0.015657,0.00571871,0.00828028,0.00526264,0.00852909,0,0,0,0,0,0,0,0,0.0123203,0
