Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,LTHII,LTHIP
36,0.021102,0.0196703,0,0,0,0,0,0,0.023229,0.0149965,0.0110598,0.00514984,0,0,0.00386093,0,0.0227046,0.00258833,0.0410452,0.0105374,0.0181071,0.00283794,0.0115975,0.0023795,0.00386677,0.00324743,0.00419872,0.00349676,0.00255049,0.0146007,0.0330575,0.00364368,0.0140484,0.00454209,0.0138616,0.00666042,0.00411955,0.00569486,0.025616,0,0,0.0119206,0,0.0127397,0.00749621,0.054166,0.00768707,0.0173587,0.00866823,0.0041628,0.0294189,0.00548842,0.0272367,0.00740278,0.00642446,0.00491184,0.00363034,0.00618889,0.0117222,0.0205098,0.0188266,0.00698449,0.00443443,0.020021,0.0172114,0,0,0,0,0,0,0,0,0.00312413,0.0140915
37,0.0212553,0.0197769,0,0,0,0,0,0,0.02412,0.0151041,0.0118723,0.00524368,0,0,0.00373387,0,0.0225133,0.00255434,0.0410508,0.011384,0.0181058,0.00280483,0.0115815,0.00242766,0.00386199,0.00359825,0.00462884,0.00406211,0.00275181,0.0144222,0.0341736,0.00331251,0.0139824,0.00447827,0.0125801,0.00672494,0.00277269,0.00535485,0.0258177,0,0,0.0114893,0,0.0126841,0.00730361,0.0542629,0.00565564,0.0172017,0.00844053,0.00409382,0.0295398,0.0056658,0.0263254,0.00664114,0.00611595,0.00440557,0.00453289,0.00518832,0.010539,0.0186493,0.0187086,0.00694456,0.00430715,0.020274,0.0174007,0,0,0,0,0,0,0,0,0.00308488,0.0141037
38,0.0215746,0.0199139,0,0,0,0,0,0,0.0250887,0.0151121,0.0129361,0.00521176,0,0,0.00346523,0,0.0223604,0.00253633,0.0411945,0.0122388,0.018488,0.00289059,0.0113477,0.00245612,0.00387339,0.00394807,0.00500286,0.00455559,0.00294677,0.0142622,0.0354553,0.00281659,0.0139535,0.00439812,0.0112548,0.00660985,0.00183534,0.00522346,0.0263448,0,0,0.0116399,0,0.012733,0.00748,0.0542793,0.00347104,0.017593,0.00825105,0.00388027,0.029961,0.00574871,0.0255372,0.0059617,0.00577967,0.0038122,0.00572413,0.00403882,0.00887711,0.0163546,0.018978,0.00698475,0.00435483,0.0204789,0.0178641,0,0,0,0,0,0,0,0,0.00323414,0.0141972
39,0.0218364,0.0199706,0,0,0,0,0,0,0.0260139,0.0151206,0.0137901,0.00533567,0,0,0.00327665,0,0.0221101,0.00258252,0.0413448,0.0130809,0.0185742,0.00305491,0.0111795,0.00235846,0.0047288,0.00420348,0.00535926,0.00501437,0.00321236,0.0140829,0.036644,0.00232145,0.0138965,0.00430351,0.00932867,0.00650242,0.00221429,0.00519326,0.0267592,0,0,0.0117161,0,0.0127178,0.00760769,0.0543709,0.0013391,0.0177026,0.00814251,0.00372471,0.0301922,0.0060494,0.0247197,0.00569025,0.00552426,0.00346504,0.00698357,0.00325354,0.00691608,0.0134427,0.0190326,0.00705319,0.00445311,0.0205629,0.0182243,0,0,0,0,0,0,0,0,0.00348953,0.0142784
40,0.0223411,0.0201797,0,0,0,0,0,0,0.0266446,0.0152608,0.0149097,0.0057297,0,0,0.00315972,0,0.0219979,0.0028125,0.0414945,0.0141475,0.0184922,0.0034349,0.0113116,0.00233791,0.00499202,0.00446357,0.00581762,0.00559253,0.00354371,0.013928,0.0374711,0.00205289,0.0138483,0.00412451,0.00636428,0.00649064,0.00375617,0.0053351,0.0274895,0,0,0.0111957,0,0.0126802,0.00738579,0.0546882,0.00284105,0.0174009,0.00842491,0.00376908,0.0307607,0.00652558,0.0239672,0.00593165,0.00541682,0.00384675,0.00834189,0.00365684,0.00557578,0.00942199,0.0189858,0.00686171,0.00471476,0.0207897,0.018804,0,0,0,0,0,0,0,0,0.00383785,0.0142225
41,0.0225097,0.0200302,0,0,0,0,0,0,0.0277116,0.0152821,0.0158879,0.00554493,0,0,0.00318555,0,0.0219036,0.00283069,0.0417234,0.0150294,0.0185578,0.0035504,0.011036,0.0024319,0.00479324,0.00466453,0.00619643,0.00609847,0.00390026,0.0136222,0.0387903,0.00230058,0.0138178,0.00411649,0.00317313,0.00632321,0.0048486,0.00518197,0.0277715,0,0,0.0113438,0,0.0126467,0.00747832,0.0549064,0.00555527,0.0174411,0.00838192,0.00357196,0.0306711,0.00674886,0.0231128,0.00618975,0.00509953,0.00499651,0.00974471,0.00492223,0.00609291,0.00457185,0.0190586,0.00698093,0.00481996,0.0205858,0.0191497,0,0,0,0,0,0,0,0,0.00396837,0.0142952
42,0.0226641,0.0198511,0,0,0,0,0,0,0.0286531,0.0152859,0.0165496,0.00539657,0,0,0.00322018,0,0.0217997,0.00284677,0.0419433,0.0157735,0.0184875,0.00363088,0.0107654,0.00255778,0.00549302,0.00477442,0.0065413,0.00642288,0.00419542,0.0133296,0.0399167,0.00249667,0.0138107,0.00404212,0.00199731,0.00620773,0.00614696,0.00501508,0.0280588,0,0,0.011425,0,0.0126091,0.00749311,0.0552463,0.00819335,0.01741,0.00851431,0.00328369,0.0307163,0.0068601,0.022341,0.00660955,0.00482342,0.0068065,0.0113791,0.00676068,0.00849359,0.000556071,0.0190943,0.00705357,0.00500778,0.0203664,0.0195539,0,0,0,0,0,0,0,0,0.00404691,0.0140745
43,0.022738,0.0196753,0,0,0,0,0,0,0.0293899,0.0153458,0.0167362,0.00535672,0,0,0.00346658,0,0.0217121,0.00294854,0.0421176,0.0162634,0.0181381,0.00375623,0.0105306,0.00266562,0.00569191,0.00484509,0.00676888,0.00662228,0.00440063,0.013063,0.0406741,0.00269337,0.013781,0.00392179,0.00461386,0.00619207,0.00807462,0.0048678,0.0282338,0,0,0.0112771,0,0.0125537,0.00739342,0.0556568,0.0109541,0.0172019,0.00866532,0.00300774,0.0307573,0.00725764,0.0216047,0.00724522,0.0049334,0.00897042,0.0131653,0.00902409,0.0115914,0.00468804,0.018944,0.00709306,0.00511373,0.020179,0.0198705,0,0,0,0,0,0,0,0,0.00425558,0.0137486
44,0.0231793,0.0197936,0,0,0,0,0,0,0.0302472,0.0154211,0.0172582,0.00538483,0,0,0.00343529,0,0.0216177,0.00277518,0.0422995,0.0169164,0.0180428,0.00413018,0.0103109,0.00282919,0.00515899,0.0049742,0.00709091,0.00696846,0.00463653,0.0129366,0.0415109,0.00287899,0.0136851,0.00384818,0.00767368,0.00629826,0.0100347,0.00468113,0.0288663,0,0,0.0108933,0,0.0126096,0.00680645,0.0561484,0.0134544,0.0169574,0.00905802,0.00279907,0.031289,0.00754784,0.0210717,0.00805234,0.00586324,0.0111502,0.0149235,0.0112417,0.0144479,0.00925496,0.0187641,0.00718319,0.00507065,0.0203652,0.0205505,0,0,0,0,0,0,0,0,0.0043671,0.0138064
45,0.0232748,0.0196563,0,0,0,0,0,0,0.0311995,0.0154078,0.0178769,0.00521329,0,0,0.00360634,0,0.0215593,0.00281577,0.0424524,0.0173989,0.0179948,0.0043218,0.00981939,0.00303913,0.00504545,0.00520959,0.00739285,0.00727773,0.00489507,0.0127713,0.0427053,0.00296792,0.0136531,0.00389275,0.0106701,0.00628386,0.0112322,0.00471351,0.0290128,0,0,0.0109801,0,0.0126021,0.00686158,0.0566248,0.014938,0.0168128,0.00900829,0.00237192,0.0313517,0.00803569,0.020714,0.00887756,0.00722452,0.0127434,0.0163846,0.0128775,0.0163209,0.0133318,0.0188278,0.00727208,0.00509956,0.0203007,0.0208358,0,0,0,0,0,0,0,0,0.00449384,0.0138311
46,0.0233546,0.0195604,0,0,0,0,0,0,0.0323661,0.0153548,0.018633,0.00500162,0,0,0.00383016,0,0.0215588,0.00293391,0.0425994,0.0178053,0.0181355,0.00435131,0.00921481,0.00307858,0.00517827,0.00550242,0.00765728,0.00759258,0.00513631,0.0125975,0.0441785,0.00299943,0.0137575,0.00400304,0.0128042,0.00621782,0.0108387,0.00476699,0.0291548,0,0,0.0112793,0,0.012614,0.00712163,0.057057,0.0154722,0.0168571,0.00843269,0.00183772,0.03152,0.00892509,0.0205827,0.00946087,0.0084375,0.0137547,0.0174877,0.0139149,0.0173187,0.0161193,0.0189993,0.00739695,0.00523004,0.0202402,0.0210783,0,0,0,0,0,0,0,0,0.00451877,0.0138942
47,0.0234561,0.019542,0,0,0,0,0,0,0.0334922,0.0153595,0.0191846,0.00492665,0,0,0.00421293,0,0.0216572,0.00315675,0.0427735,0.0183728,0.0184688,0.00447932,0.00882745,0.00292526,0.00545755,0.00570663,0.00795294,0.00799782,0.00531203,0.0124498,0.0455791,0.00318386,0.0139211,0.00400897,0.0134894,0.00613186,0.0107339,0.00467762,0.0292831,0,0,0.0113647,0,0.0125683,0.00712308,0.0573676,0.0149623,0.0167162,0.0074659,0.00154626,0.0317975,0.00950999,0.0206164,0.00970482,0.00916761,0.0141736,0.0182154,0.0142811,0.0173952,0.0168004,0.0190719,0.00749611,0.00536296,0.0201775,0.0212612,0,0,0,0,0,0,0,0,0.00452327,0.0140207
48,0.0230615,0.0192121,0,0,0,0,0,0,0.0349077,0.0153377,0.0193825,0.00494208,0,0,0.00464868,0,0.0215827,0.00361837,0.0429471,0.0188149,0.0186132,0.00431569,0.00848725,0.00285984,0.00581513,0.00593138,0.00820333,0.00839098,0.00554694,0.0121742,0.0472556,0.00317643,0.0138312,0.00422893,0.0127054,0.00594618,0.0106757,0.00463951,0.0287993,0,0,0.0117469,0,0.0123849,0.00761937,0.0574626,0.0133625,0.0162848,0.00613814,0.00142375,0.031308,0.00944186,0.0206513,0.00953357,0.00921241,0.0139224,0.0185039,0.0140415,0.0166004,0.0152336,0.0192214,0.00768393,0.00551403,0.0197456,0.0209432,0,0,0,0,0,0,0,0,0.00467348,0.0141872
49,0.0229337,0.0190936,0,0,0,0,0,0,0.0359521,0.0153019,0.0196652,0.00529148,0,0,0.00498097,0,0.0214884,0.00386197,0.0431666,0.0191512,0.0188852,0.00438533,0.00856443,0.00268279,0.00565802,0.00614807,0.00853219,0.0087648,0.00580338,0.0119775,0.0484913,0.00306125,0.0137345,0.00433778,0.0104308,0.00578674,0.0105346,0.00484976,0.0286302,0,0,0.0119184,0,0.0123358,0.007833,0.057377,0.0119703,0.0157503,0.00497532,0.00151923,0.0312699,0.00884499,0.0209099,0.00907376,0.00855943,0.0133564,0.018484,0.0135312,0.0154113,0.0116849,0.0194599,0.00781375,0.00580735,0.0195378,0.0208411,0,0,0,0,0,0,0,0,0.00482332,0.0142906
