Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUR_M
173,0.0156652,0.0114193,0,0,0,0,0,0.0191736,0.0205036,0.0191947,0.00433189,0,0,0.00351625,0,0.019809,0.0022462,0.0412389,0.0198117,0.0165929,0.00363945,0.00656729,0.00799292,0.00297534,0.0045257,0.00157866,0.0120704,0.00731935,0.0137145,0.00906243,0.0133487,0.0169472,0.00354247,0.0129132,0.00403031,0.0129751,0.0128589,0.0136516,0.00644112,0.0155016,0,0,0.00293749,0,0.0137606,0.00409105,0.0539778,0.0191395,0.0134438,0.008817,0.00341226,0.0253743,0.00766697,0.0348942,0.0127945,0.00995896,0.0126035,0.0060269,0.0146841,0.0209065,0.0202639,0.0110259,0.00918711,0.00536322,0.0124677,0.00928991,0,0,0,0,0,0,0,0,0
174,0.0155347,0.0114426,0,0,0,0,0,0.0195506,0.0205679,0.0194123,0.00438515,0,0,0.00350593,0,0.0197011,0.00236568,0.0410453,0.0197588,0.0166623,0.00348307,0.00667806,0.00790788,0.00315552,0.00485626,0.0015981,0.0120763,0.00748445,0.0138136,0.00925457,0.0131547,0.0175598,0.00328758,0.0129365,0.00421069,0.0125272,0.0129299,0.0128711,0.00659654,0.0153601,0,0,0.003065,0,0.0138217,0.0040033,0.0536336,0.0181297,0.0133455,0.00874977,0.00361225,0.0253984,0.00780906,0.0348811,0.0118899,0.0094851,0.0133307,0.00675703,0.0147653,0.0210073,0.0197963,0.0112569,0.00909765,0.0054741,0.0123888,0.00901773,0,0,0,0,0,0,0,0,0
175,0.015492,0.0115369,0,0,0,0,0,0.0198996,0.0206371,0.019779,0.004487,0,0,0.00326753,0,0.0197255,0.00248918,0.0408428,0.0200514,0.0167082,0.00325037,0.00664504,0.00775029,0.00334462,0.00493941,0.00153705,0.0121211,0.00764275,0.0138085,0.00915212,0.013089,0.0180491,0.00294916,0.0129509,0.0043887,0.012168,0.0129958,0.0124333,0.00687756,0.0153695,0,0,0.00295454,0,0.0138504,0.00417518,0.0533562,0.0172673,0.0132103,0.0092374,0.00384473,0.0255204,0.00780018,0.0346721,0.0111833,0.00897856,0.0138479,0.00727251,0.0146548,0.0207089,0.018604,0.0112969,0.00934974,0.00564172,0.0124329,0.00879261,0,0,0,0,0,0,0,0,0
176,0.0156326,0.0117594,0,0,0,0,0,0.0203743,0.0206275,0.0202142,0.0045908,0,0,0.00431228,0,0.0195158,0.00232478,0.0406813,0.0205671,0.0167678,0.00296228,0.00667178,0.00830706,0.00351583,0.00493905,0.00142122,0.0121888,0.00786638,0.0138766,0.00906952,0.0130022,0.0187436,0.00385126,0.012881,0.0042595,0.0117821,0.0129727,0.0122418,0.00712807,0.0155116,0,0,0.00308776,0,0.0137702,0.0041978,0.0531396,0.0165448,0.0132032,0.00999547,0.00404083,0.0260169,0.00769733,0.0342515,0.0107881,0.00853059,0.0140124,0.00755459,0.0143788,0.0201374,0.0165433,0.0115588,0.00937658,0.00560209,0.0126036,0.00878858,0,0,0,0,0,0,0,0,0
177,0.0155006,0.0117694,0,0,0,0,0,0.0210191,0.0205982,0.020588,0.0046519,0,0,0.00406681,0,0.0196358,0.00233089,0.0405635,0.0209782,0.0168078,0.00268403,0.00670319,0.00828169,0.0036864,0.00501353,0.0013207,0.0123251,0.00814337,0.0140477,0.00915363,0.012842,0.0199695,0.00372835,0.0129068,0.00430695,0.011519,0.0129615,0.012222,0.00732346,0.0153919,0,0,0.00298564,0,0.0138514,0.00440073,0.052954,0.0160868,0.0132816,0.0107682,0.00409572,0.0259433,0.00752218,0.0335877,0.0107408,0.00808362,0.0137061,0.00773521,0.0138397,0.019309,0.0148761,0.0114191,0.00969036,0.00570181,0.0125932,0.00872937,0,0,0,0,0,0,0,0,0
178,0.0153968,0.0118101,0,0,0,0,0,0.0216223,0.0205452,0.0209799,0.0047372,0,0,0.00384467,0,0.0197098,0.00234178,0.0405065,0.0213699,0.016871,0.00249645,0.00669235,0.00818065,0.00381949,0.00507116,0.00123517,0.0124502,0.00839173,0.0142138,0.00927179,0.0127193,0.0209353,0.00362261,0.0128662,0.00428702,0.0115622,0.0129195,0.0122029,0.00749907,0.0153019,0,0,0.00275065,0,0.0139283,0.00463886,0.0528032,0.0158607,0.0133757,0.0115224,0.00401107,0.0259438,0.00735068,0.0327393,0.0110375,0.00787146,0.0133585,0.00786549,0.0130207,0.0180121,0.0134557,0.0111822,0.0099185,0.0057417,0.0126123,0.00861275,0,0,0,0,0,0,0,0,0
179,0.0152965,0.0118769,0,0,0,0,0,0.0221586,0.0205534,0.0212941,0.00487288,0,0,0.00362692,0,0.0197318,0.00241039,0.0404986,0.0216508,0.0168685,0.00249711,0.00663133,0.00807234,0.00394409,0.0052026,0.00126692,0.012565,0.00852774,0.0143277,0.0094204,0.0125838,0.0216734,0.00351286,0.0128427,0.00449092,0.0116763,0.0127984,0.0121784,0.00759425,0.0152222,0,0,0.00271653,0,0.014005,0.00462658,0.0526963,0.0155716,0.0135357,0.0123619,0.00402859,0.0261366,0.00725947,0.0317501,0.0116078,0.00792687,0.0129634,0.00807682,0.0118796,0.016195,0.0124594,0.011121,0.00990869,0.00560544,0.0127065,0.00846453,0,0,0,0,0,0,0,0,0
180,0.0151682,0.0119808,0,0,0,0,0,0.0224697,0.0206158,0.0216024,0.00508926,0,0,0.00357135,0,0.0196698,0.00239587,0.0405056,0.0219957,0.0169152,0.00201952,0.00653468,0.00813107,0.00398954,0.00509667,0.00130812,0.0127256,0.00861421,0.0143313,0.00956032,0.0125147,0.0223701,0.00370969,0.012791,0.00472512,0.012498,0.0126637,0.0123164,0.00762459,0.0150834,0,0,0.00257369,0,0.0140568,0.00476393,0.0526579,0.0155718,0.0137319,0.01336,0.0038868,0.0262819,0.0072153,0.0306886,0.0124507,0.00820982,0.0121442,0.00838471,0.0103003,0.0141049,0.011726,0.0108769,0.00997783,0.00551569,0.0128919,0.00844628,0,0,0,0,0,0,0,0,0
181,0.014804,0.0120339,0,0,0,0,0,0.0225414,0.0207553,0.0219408,0.00520604,0,0,0.00297831,0,0.0197,0.00246126,0.0404898,0.0223418,0.0169457,0.00165641,0.00635862,0.00789978,0.00399398,0.00474853,0.00129067,0.0128566,0.00873758,0.0143294,0.00950669,0.012501,0.0229325,0.00351206,0.0128165,0.00472412,0.0140252,0.0125903,0.0126071,0.00761707,0.0148536,0,0,0.00228323,0,0.0141825,0.00521138,0.0527554,0.0158493,0.0139438,0.0143425,0.00357724,0.0259447,0.00738493,0.0296959,0.0135543,0.00849081,0.0108853,0.00894704,0.00824787,0.011682,0.0114239,0.0101151,0.0103571,0.00562213,0.0130379,0.00834685,0,0,0,0,0,0,0,0,0
182,0.0146092,0.0121733,0,0,0,0,0,0.0227181,0.0208265,0.0222368,0.00518229,0,0,0.00298883,0,0.0195844,0.00229691,0.0404994,0.0226152,0.0169473,0.0014373,0.00614531,0.00794118,0.00405899,0.00471036,0.00130548,0.0129826,0.00886352,0.0142494,0.00949663,0.0124172,0.0235513,0.00378224,0.0127865,0.00433233,0.0159779,0.012382,0.0130866,0.00742003,0.0147477,0,0,0.00225171,0,0.0142188,0.00526631,0.052984,0.016257,0.0142256,0.0150647,0.00324356,0.0259833,0.00763955,0.0288032,0.0149926,0.0082916,0.00947759,0.00986496,0.00594934,0.00924942,0.0119853,0.00990726,0.0103134,0.00537949,0.0132182,0.00832968,0,0,0,0,0,0,0,0,0
183,0.0145182,0.0123137,0,0,0,0,0,0.0228259,0.0208801,0.0222766,0.00508338,0,0,0.00304313,0,0.0194607,0.0021492,0.040517,0.022668,0.0169004,0.0012623,0.00596635,0.00793507,0.00425451,0.00503132,0.00147621,0.0128037,0.00884993,0.0139177,0.00943559,0.0122446,0.0239117,0.00403812,0.012754,0.00468312,0.0184771,0.0121632,0.0133667,0.007069,0.0147071,0,0,0.00230656,0,0.0142222,0.0053649,0.0533451,0.0163183,0.0145159,0.0158305,0.00282145,0.0260549,0.00776087,0.0279788,0.016479,0.00720216,0.00834856,0.0111684,0.00365292,0.0074632,0.0138638,0.00970119,0.0104339,0.00515561,0.0134014,0.00825044,0,0,0,0,0,0,0,0,0
184,0.0144695,0.0124339,0,0,0,0,0,0.022352,0.0209117,0.0218261,0.00488731,0,0,0.0031445,0,0.0193939,0.00202425,0.0404823,0.0222159,0.0167023,0.00149849,0.00574364,0.00788588,0.00458179,0.00549218,0.00200455,0.0120353,0.00853792,0.0131215,0.00909766,0.0119166,0.0237829,0.00422256,0.0127722,0.00459197,0.0217472,0.0119869,0.0132833,0.00664172,0.0146959,0,0,0.00242646,0,0.0142349,0.00543547,0.0538583,0.0154451,0.0148515,0.0163003,0.00233465,0.0261426,0.00769654,0.0273592,0.0178538,0.00629178,0.00797578,0.0128872,0.00195711,0.00659913,0.0174995,0.00955014,0.0107832,0.00492729,0.0135296,0.00814332,0,0,0,0,0,0,0,0,0
185,0.0143631,0.0125949,0,0,0,0,0,0.0221047,0.0209088,0.0216556,0.00466882,0,0,0.00314917,0,0.0194511,0.00187881,0.040408,0.0221672,0.016527,0.00202076,0.00538514,0.00773522,0.00478857,0.00576583,0.00240331,0.0118107,0.00836773,0.012505,0.00887919,0.0117583,0.0239204,0.00438448,0.0127593,0.00444072,0.0255882,0.0118058,0.0130337,0.00621057,0.0147038,0,0,0.00261787,0,0.0142432,0.00553524,0.0545647,0.0138893,0.0151889,0.0160081,0.00184362,0.0262424,0.00715845,0.0268889,0.018765,0.00620925,0.00837694,0.0148517,0.00275205,0.00663723,0.0222834,0.00941852,0.0109614,0.00472235,0.0137129,0.00808565,0,0,0,0,0,0,0,0,0
186,0.0142082,0.0127946,0,0,0,0,0,0.0222991,0.0208607,0.0219536,0.0044334,0,0,0.00310446,0,0.0195589,0.00175975,0.0403968,0.0227944,0.0164527,0.00260017,0.00501461,0.00764232,0.00478662,0.0057715,0.00269924,0.01201,0.00847023,0.0123123,0.00897229,0.0117065,0.0243524,0.00455268,0.0126655,0.00447412,0.0295144,0.0116581,0.0129007,0.00561443,0.0147329,0,0,0.00298917,0,0.0142708,0.00571925,0.0555268,0.0121592,0.0154344,0.0149662,0.001472,0.0263674,0.00619413,0.0264231,0.0190826,0.00791071,0.00923204,0.0168982,0.00507871,0.00751736,0.0272439,0.00927572,0.010957,0.00461036,0.0139452,0.00811021,0,0,0,0,0,0,0,0,0
187,0.0138585,0.012876,0,0,0,0,0,0.0229635,0.0207997,0.0224796,0.00409681,0,0,0.0019856,0,0.0198661,0.00183593,0.0404987,0.0234174,0.0163926,0.00316098,0.00471592,0.00718618,0.00462063,0.0057456,0.00307083,0.0123142,0.00871982,0.0124499,0.00930382,0.011603,0.0251669,0.00421201,0.0126617,0.00475169,0.0328543,0.0116002,0.0133842,0.00489337,0.0145509,0,0,0.00382194,0,0.01447,0.0061482,0.0565874,0.0111252,0.0155955,0.0141726,0.0017107,0.0258362,0.00547552,0.0259226,0.0191134,0.010415,0.0105481,0.0187051,0.00737889,0.00882009,0.0317428,0.00824337,0.0113563,0.00480012,0.0140737,0.00800494,0,0,0,0,0,0,0,0,0
188,0.0136921,0.0131165,0,0,0,0,0,0.023863,0.0206682,0.0230349,0.00377302,0,0,0.00268696,0,0.0197707,0.00168974,0.0406669,0.0239041,0.0164136,0.00350141,0.00459632,0.00732589,0.00438196,0.00578657,0.003498,0.0126462,0.00895814,0.0126674,0.00947565,0.0114788,0.0262806,0.00464842,0.0126268,0.00455764,0.0354385,0.0114871,0.0141898,0.00415647,0.0144965,0,0,0.00448819,0,0.0145527,0.00650683,0.0576283,0.0111376,0.0157235,0.0141234,0.0023936,0.0257659,0.00526817,0.0254759,0.018954,0.0121834,0.012098,0.020416,0.00946148,0.0099802,0.0353427,0.00759142,0.0115027,0.00473659,0.0143581,0.00804296,0,0,0,0,0,0,0,0,0
189,0.0134939,0.0133652,0,0,0,0,0,0.0244257,0.0205884,0.0234917,0.00363278,0,0,0.00241737,0,0.0198249,0.00168543,0.0409354,0.0243019,0.0164771,0.00382428,0.00447956,0.00716646,0.00438927,0.00585198,0.00384196,0.0130241,0.0090867,0.0127667,0.00947731,0.0114565,0.0271228,0.004567,0.0126976,0.00418511,0.0371296,0.0112876,0.0154135,0.00357554,0.0145533,0,0,0.00497449,0,0.0146137,0.00670624,0.0585433,0.0121898,0.0157972,0.0150369,0.00325849,0.0258123,0.00548239,0.0251507,0.0186469,0.0132741,0.0134238,0.0219031,0.0112313,0.0109441,0.0374734,0.00717184,0.0115369,0.00457429,0.0147192,0.00802738,0,0,0,0,0,0,0,0,0
190,0.0132563,0.0136235,0,0,0,0,0,0.0249554,0.0204849,0.0239246,0.00370362,0,0,0.00213965,0,0.0198818,0.00161217,0.0411399,0.0246849,0.0165704,0.00396849,0.00441841,0.00692903,0.00435669,0.00596196,0.00402895,0.0135973,0.00921129,0.012927,0.00966521,0.0114803,0.0281042,0.00455383,0.0126366,0.00413883,0.0377365,0.0110038,0.0166693,0.00328267,0.0146227,0,0,0.00512733,0,0.0146751,0.00680005,0.0592103,0.0135989,0.0158715,0.0164647,0.00407704,0.0261757,0.00575301,0.0250795,0.0184711,0.0136037,0.0144045,0.0229904,0.01233,0.0115847,0.0381271,0.0072602,0.0113567,0.00428104,0.0151375,0.00800417,0,0,0,0,0,0,0,0,0
191,0.012959,0.0137657,0,0,0,0,0,0.0256362,0.0204172,0.0245231,0.00399004,0,0,0.0021492,0,0.0199161,0.00155683,0.0413402,0.025125,0.0167614,0.00344765,0.00460184,0.006821,0.00420303,0.00599732,0.00399737,0.0143762,0.00947423,0.0133122,0.0100546,0.0115884,0.0290875,0.00455462,0.0126621,0.00416871,0.0369327,0.010814,0.017383,0.00325722,0.0144882,0,0,0.00549718,0,0.0147632,0.00700617,0.0596659,0.0144932,0.0159451,0.0172602,0.00463746,0.026239,0.00569785,0.0250775,0.0182779,0.0131601,0.0149883,0.0235545,0.012918,0.0118844,0.0373488,0.00706853,0.0113979,0.00412366,0.0154081,0.00792701,0,0,0,0,0,0,0,0,0
192,0.0127867,0.0138795,0,0,0,0,0,0.0261117,0.0203398,0.0246328,0.0043288,0,0,0.00220901,0,0.0199177,0.00153611,0.0415486,0.0253015,0.0169116,0.0030962,0.00497856,0.00677181,0.00413893,0.00612222,0.0039359,0.0146652,0.00962428,0.0135206,0.0101274,0.0115794,0.0297405,0.00450771,0.0127158,0.00426377,0.0348604,0.0106919,0.0174186,0.00339639,0.0144104,0,0,0.00578704,0,0.014812,0.00719263,0.0599091,0.0151095,0.0159085,0.0173513,0.00488266,0.0262681,0.0052295,0.0251944,0.0180758,0.0123426,0.0150344,0.0235466,0.0130199,0.0118054,0.035631,0.00701319,0.0113631,0.0040355,0.0156146,0.00785651,0,0,0,0,0,0,0,0,0
193,0.0126814,0.0138928,0,0,0,0,0,0.0264687,0.02027,0.024282,0.00464261,0,0,0.00137894,0,0.0200696,0.00180681,0.0417313,0.0252516,0.0170425,0.002912,0.00535927,0.00643996,0.00416776,0.00636092,0.00379925,0.014626,0.00966229,0.0135176,0.0100026,0.0115234,0.0301976,0.00409694,0.0127507,0.00433926,0.0318912,0.0106326,0.0168313,0.00358937,0.0143687,0,0,0.00629558,0,0.0148514,0.00740469,0.0598714,0.0154815,0.0158124,0.0168116,0.00481069,0.025903,0.00462462,0.025442,0.0177493,0.0117737,0.0145685,0.023052,0.0125644,0.0113627,0.033035,0.00657386,0.0115229,0.00414591,0.0157115,0.00778015,0,0,0,0,0,0,0,0,0
194,0.0128042,0.0139117,0,0,0,0,0,0.0268789,0.0201954,0.0239653,0.00493285,0,0,0.00152142,0,0.0200185,0.00177455,0.0418421,0.0249205,0.0171264,0.00270425,0.00569921,0.00645902,0.00429296,0.00675165,0.00352813,0.0145355,0.00967699,0.0134374,0.00986376,0.0114263,0.0308804,0.00398723,0.0126947,0.00422812,0.0285247,0.0105774,0.0156602,0.0037501,0.0143795,0,0,0.00628803,0,0.0148065,0.00742063,0.0595298,0.0151117,0.015614,0.0159641,0.00450757,0.0258898,0.00415109,0.0256477,0.0173275,0.0111313,0.0136846,0.0219965,0.0115957,0.0105685,0.0298198,0.0067321,0.0114841,0.00403616,0.0157709,0.0077212,0,0,0,0,0,0,0,0,0
195,0.0130117,0.0139007,0,0,0,0,0,0.0271797,0.020153,0.0236523,0.00528515,0,0,0.00175178,0,0.0199628,0.00177969,0.0418674,0.0244618,0.0172741,0.00251774,0.0060436,0.00654933,0.00452637,0.00722413,0.00325378,0.0143337,0.0096789,0.0133323,0.0097315,0.0112661,0.0316397,0.00385144,0.0127825,0.00411057,0.0249358,0.010614,0.0138042,0.00399685,0.0143529,0,0,0.00620626,0,0.0147622,0.0073607,0.0589825,0.0138384,0.0152616,0.0153264,0.00407246,0.0258201,0.00394463,0.0258086,0.016926,0.00878923,0.0125446,0.0206133,0.0102165,0.00964101,0.0259146,0.00686891,0.0114293,0.00385355,0.0157192,0.00769015,0,0,0,0,0,0,0,0,0
196,0.013242,0.0138802,0,0,0,0,0,0.0273889,0.0200674,0.0232376,0.00566441,0,0,0.00189124,0,0.0199743,0.00174176,0.0418381,0.023966,0.0174491,0.002416,0.00643719,0.00660258,0.00470034,0.00765679,0.00299306,0.014083,0.00969649,0.0132051,0.00955057,0.0110748,0.0323978,0.00379061,0.0127904,0.00406897,0.0208187,0.0106588,0.0120353,0.00426859,0.0143974,0,0,0.00607926,0,0.0147273,0.00729062,0.0583883,0.0137457,0.0149435,0.0146618,0.00365572,0.0256461,0.00382514,0.0258766,0.0161366,0.00694316,0.0119648,0.0194883,0.00912558,0.0093244,0.0213356,0.00691569,0.0113677,0.0037196,0.0156447,0.00770502,0,0,0,0,0,0,0,0,0
197,0.0133122,0.0138451,0,0,0,0,0,0.027548,0.0199111,0.0226493,0.00615013,0,0,0.00195372,0,0.0201113,0.0015922,0.0419029,0.0233308,0.017786,0.00235876,0.00691908,0.00655305,0.00483376,0.00796826,0.00276559,0.0138725,0.00971152,0.0130759,0.00936623,0.010912,0.0330945,0.00383728,0.012755,0.00400915,0.0176551,0.0106596,0.0132279,0.00450524,0.0144875,0,0,0.0061523,0,0.0147048,0.00723577,0.0579878,0.0175448,0.0146645,0.0141788,0.00328557,0.0254231,0.00342303,0.0261409,0.0152981,0.00580261,0.0128119,0.0191915,0.00890928,0.010154,0.0182199,0.00679372,0.0112204,0.00361891,0.0156484,0.00781995,0,0,0,0,0,0,0,0,0
198,0.0131924,0.0137744,0,0,0,0,0,0.0275078,0.0197811,0.0217735,0.0068282,0,0,0.000881587,0,0.0205452,0.00183199,0.0420838,0.0224488,0.0183332,0.00202444,0.00755283,0.0060602,0.00501057,0.00831087,0.00249267,0.0136829,0.00974206,0.0130135,0.00914814,0.0107371,0.0336953,0.00346259,0.0129528,0.00409315,0.0173298,0.0106519,0.0175277,0.00478049,0.0146236,0,0,0.00629383,0,0.014735,0.00709815,0.0579738,0.0219403,0.0145089,0.0155248,0.00286413,0.0249626,0.00310612,0.0268894,0.0152152,0.00583909,0.0148114,0.0198822,0.00943589,0.0121938,0.0199878,0.00651641,0.0108052,0.00365025,0.0156605,0.00793563,0,0,0,0,0,0,0,0,0
199,0.0132131,0.0136703,0,0,0,0,0,0.0273216,0.0195607,0.0210605,0.00744536,0,0,0.00139688,0,0.0206618,0.0013909,0.0424612,0.0217638,0.0188391,0.0018965,0.00828732,0.00590201,0.00523241,0.00868211,0.00221209,0.013274,0.00975318,0.013167,0.00910691,0.0105096,0.0338276,0.00382469,0.013075,0.00391857,0.0176154,0.0105874,0.0197733,0.00526106,0.0147781,0,0,0.00654535,0,0.0146452,0.00715565,0.0579957,0.0233534,0.0144321,0.0188142,0.00266416,0.0245301,0.00348184,0.027562,0.0159651,0.00699813,0.0161318,0.0207185,0.0103038,0.0139193,0.0225601,0.00605981,0.0102302,0.00363376,0.015606,0.00822547,0,0,0,0,0,0,0,0,0
200,0.0135532,0.0132964,0,0,0,0,0,0.0271005,0.0192748,0.02052,0.00789816,0,0,0.00220773,0,0.0206017,0.00126337,0.0428241,0.0211628,0.0192628,0.00218976,0.0093259,0.00589295,0.00522251,0.0091508,0.00199713,0.0129074,0.0097114,0.013284,0.00914346,0.0102755,0.0337177,0.00432811,0.0131251,0.00376832,0.0156694,0.0105739,0.0188206,0.00573327,0.0150817,0,0,0.00677496,0,0.014595,0.00719405,0.0573973,0.0225222,0.0145036,0.0215811,0.00265887,0.023849,0.00429357,0.0278448,0.0168917,0.00833956,0.0154382,0.0203474,0.00989869,0.0131979,0.0223272,0.00552426,0.0098441,0.00341403,0.0152539,0.00865172,0,0,0,0,0,0,0,0,0
201,0.0142543,0.0126904,0,0,0,0,0,0.0265569,0.0189728,0.019777,0.00826514,0,0,0.00322792,0,0.0206054,0.00146691,0.0431089,0.0203306,0.0196194,0.0027597,0.0103479,0.00602813,0.00511333,0.00959283,0.00205115,0.0126781,0.00959531,0.0131682,0.0091405,0.0101155,0.0330843,0.00501683,0.0130645,0.00362825,0.0125696,0.0105838,0.0170405,0.00601605,0.0154999,0,0,0.0070673,0,0.014606,0.00719164,0.0562592,0.0213035,0.0148541,0.0208463,0.00234849,0.0229764,0.00503953,0.0280138,0.0169118,0.00912277,0.0136474,0.0189213,0.00893744,0.0118555,0.0197429,0.00494228,0.00958374,0.00319388,0.0146044,0.00925539,0,0,0,0,0,0,0,0,0
202,0.01498,0.0119717,0,0,0,0,0,0.025596,0.0186343,0.0184865,0.00846065,0,0,0.00423492,0,0.0206438,0.00184424,0.043249,0.0192782,0.0198719,0.00340401,0.0111858,0.00619736,0.00505503,0.0099771,0.00246958,0.0124047,0.0092304,0.0127036,0.00888052,0.0100091,0.0318645,0.00582493,0.012943,0.00350858,0.010717,0.0105873,0.0157208,0.00594955,0.015664,0,0,0.00749523,0,0.0147264,0.00726497,0.055256,0.0211042,0.0154202,0.0171967,0.00217721,0.0219278,0.00527237,0.0283924,0.0160481,0.00902566,0.0124293,0.0175948,0.00856978,0.0116225,0.0170532,0.00424891,0.00953342,0.00304107,0.0138633,0.00998445,0,0,0,0,0,0,0,0,0
203,0.0154529,0.0114432,0,0,0,0,0,0.0240278,0.0183754,0.0168734,0.00850779,0,0,0.0051134,0,0.0206035,0.00214438,0.0434436,0.0178627,0.0200449,0.00411527,0.0120329,0.0064352,0.00507791,0.0103012,0.0030665,0.0119873,0.00873391,0.0119795,0.00850588,0.0100679,0.0299612,0.00665921,0.0129671,0.00340669,0.00949482,0.0104852,0.0154166,0.00569469,0.0156349,0,0,0.00786527,0,0.0147961,0.00740634,0.0547801,0.02151,0.0159948,0.0139019,0.00241211,0.0210355,0.00496569,0.0289921,0.0146578,0.00845686,0.0122035,0.0169469,0.00864976,0.0121179,0.0161343,0.00359734,0.00952482,0.00295611,0.0134066,0.0108391,0,0,0,0,0,0,0,0,0
204,0.0153043,0.0107931,0,0,0,0,0,0.0224273,0.0182218,0.0151715,0.00821414,0,0,0.00619223,0,0.0210248,0.00311538,0.0437982,0.0160699,0.0200296,0.00475173,0.0128139,0.00573441,0.0052921,0.0109481,0.00350862,0.0114639,0.00812147,0.011234,0.00813511,0.00993373,0.0283463,0.00690102,0.0131656,0.00360466,0.00910123,0.0104117,0.0156643,0.00541492,0.0152661,0,0,0.00742717,0,0.0149559,0.00702864,0.0549639,0.0217103,0.016498,0.0131916,0.00284602,0.0197927,0.00438536,0.0296902,0.013265,0.00773196,0.0122398,0.0164775,0.00825346,0.0120206,0.0161628,0.0033692,0.00901878,0.0028492,0.0128457,0.011283,0,0,0,0,0,0,0,0,0
205,0.015741,0.0107367,0,0,0,0,0,0.0201925,0.0179337,0.0135469,0.00792952,0,0,0.00670431,0,0.0212665,0.00338413,0.0443063,0.0143375,0.0201044,0.00566619,0.0134619,0.00605014,0.00526547,0.0111014,0.00422499,0.0109525,0.00747481,0.0103704,0.00754835,0.0101525,0.0258149,0.00721291,0.0132395,0.00360157,0.00988284,0.0103904,0.0156246,0.00529432,0.0156812,0,0,0.00786446,0,0.0149074,0.00731661,0.0555878,0.0212659,0.0169458,0.0142147,0.0032395,0.0194429,0.0041687,0.0305237,0.0119291,0.00760445,0.0118589,0.0159424,0.00734415,0.010968,0.0163428,0.00305646,0.00933752,0.00282378,0.0127877,0.0122438,0,0,0,0,0,0,0,0,0
206,0.0162918,0.0105806,0,0,0,0,0,0.0179777,0.017633,0.0115848,0.00759612,0,0,0.00724265,0,0.0216302,0.00374213,0.0447844,0.0122183,0.020136,0.0068579,0.0139632,0.00630294,0.00524682,0.0114878,0.00500678,0.0104672,0.00672118,0.00948705,0.00685284,0.0104411,0.023367,0.00733871,0.0133528,0.00368505,0.0109386,0.0103995,0.0149132,0.00533017,0.016012,0,0,0.00800718,0,0.0148779,0.00740808,0.0558979,0.0196414,0.0173276,0.0155427,0.00359716,0.0190536,0.00454178,0.0311458,0.0107617,0.00820308,0.0110854,0.0152697,0.00618159,0.00970621,0.0164951,0.0029728,0.0095469,0.00284483,0.0124587,0.013184,0,0,0,0,0,0,0,0,0
207,0.0170815,0.0104238,0,0,0,0,0,0.0155727,0.0174184,0.00942753,0.00724133,0,0,0.00769265,0,0.0220172,0.00411885,0.0451123,0.00990714,0.0201687,0.00824386,0.0144631,0.00641876,0.00513523,0.0121374,0.006067,0.00975973,0.00583925,0.0084681,0.00606478,0.0107678,0.0206827,0.00721673,0.0135149,0.00385465,0.0113675,0.0104749,0.0138583,0.00540538,0.0163648,0,0,0.0078928,0,0.0148516,0.00734609,0.0553346,0.0177215,0.0175607,0.0162919,0.00395033,0.0187298,0.00500709,0.0313068,0.00986974,0.00804443,0.0103684,0.0145548,0.00526166,0.00893983,0.016389,0.0030313,0.00971317,0.00294633,0.012032,0.0140298,0,0,0,0,0,0,0,0,0
208,0.0179625,0.0103751,0,0,0,0,0,0.0125262,0.0172953,0.00717675,0.00680364,0,0,0.00796692,0,0.0224658,0.00444479,0.0454336,0.0074066,0.0201911,0.00939636,0.0148655,0.00612061,0.0053852,0.0126723,0.00704893,0.0085197,0.00482107,0.00707349,0.00525094,0.011147,0.0173473,0.00686919,0.0136867,0.00404605,0.0112601,0.0105821,0.0132267,0.00544148,0.0168599,0,0,0.00749834,0,0.0148356,0.00722024,0.0540936,0.0166167,0.0176971,0.0161284,0.00433768,0.0184601,0.00518253,0.0308055,0.00925872,0.00913099,0.00995951,0.0141478,0.00517115,0.00887079,0.0159477,0.00319423,0.00991939,0.00318369,0.0117198,0.0147266,0,0,0,0,0,0,0,0,0
