Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,LTHIP
108,0.0134103,0.0166342,0,0,0,0,0,0,0.0128126,0.0225379,0.0102183,0.00507251,0,0,0.00677471,0,0.0150196,0.00139875,0.0428385,0.0149074,0.014889,0.0173185,0.019697,0.00366247,0.0152467,0.0198584,0.0120444,0.00330234,0.00671498,0.00168681,0.0231852,0.00986514,0.00511712,0.0123829,0.00383269,0.0198531,0.0170748,0.0139328,0.002777,0.0233008,0,0,0.0286901,0,0.0134544,0.0174496,0.0717506,0.0272251,0.0206259,0.0127532,0.00901871,0.027132,0.00473153,0.0355289,0.00980629,0.0126224,0.0119504,0.00965012,0.0150915,0.0268767,0.0304148,0.0248732,0.0219499,0.00764684,0.0151319,0.0174056,0,0,0,0,0,0,0,0,0.0161852
109,0.00889135,0.0125611,0,0,0,0,0,0,0.0123336,0.0224699,0.00981955,0.00444106,0,0,0.00560141,0,0.0148265,0.00167152,0.0428582,0.0143495,0.0150281,0.0173231,0.0202592,0.00288194,0.0139924,0.0189152,0.0112007,0.00299765,0.00680938,0.0017813,0.0232899,0.0113071,0.00357726,0.0122653,0.00421402,0.0191908,0.0189191,0.014005,0.00267645,0.0166322,0,0,0.0134283,0,0.016527,0.0141754,0.0723498,0.0274572,0.0207797,0.0119087,0.00926469,0.0198571,0.00468182,0.0358446,0.00936041,0.0120558,0.0118074,0.00924272,0.0149576,0.0265554,0.0302683,0.0142919,0.0172421,0.00733823,0.011203,0.0125078,0,0,0,0,0,0,0,0,0.0155582
110,0.0149817,0.0177178,0,0,0,0,0,0,0.0119122,0.0224516,0.00886721,0.00368622,0,0,0.00863286,0,0.0156173,0.00234208,0.04239,0.0136457,0.0151416,0.0168554,0.0194129,0.00493412,0.0124008,0.0174848,0.0101456,0.00279221,0.00661019,0.00189101,0.0235072,0.0122323,0.00713786,0.0123725,0.00389771,0.0186325,0.0161828,0.0142327,0.00300881,0.0250192,0,0,0.0327709,0,0.0123589,0.0189252,0.0729204,0.027801,0.0215882,0.0108114,0.00862946,0.0285741,0.00467161,0.0361762,0.00891029,0.0114598,0.0117355,0.0087489,0.0149134,0.0262037,0.0302485,0.0278116,0.0225735,0.00845878,0.0164138,0.0189931,0,0,0,0,0,0,0,0,0.0148703
111,0.0135939,0.0163261,0,0,0,0,0,0,0.0112018,0.0223573,0.00757476,0.00381615,0,0,0.00904809,0,0.0156364,0.00255689,0.0419832,0.0125572,0.0151792,0.0157594,0.0196076,0.00503155,0.0109718,0.0158624,0.00907914,0.00240219,0.00621307,0.00189004,0.0233412,0.0122767,0.00738123,0.0123846,0.00395174,0.0180254,0.0166544,0.0145305,0.00323725,0.0227101,0,0,0.0272826,0,0.0131882,0.0169929,0.0731925,0.0281636,0.0219744,0.00978246,0.00871643,0.0264263,0.00473476,0.0365435,0.00848434,0.010756,0.0116822,0.00821559,0.0149191,0.0258334,0.0299259,0.0239881,0.0219244,0.00768206,0.0151321,0.0173709,0,0,0,0,0,0,0,0,0.0139151
112,0.0130957,0.0156941,0,0,0,0,0,0,0.00971117,0.0222806,0.00575123,0.00403789,0,0,0.00848855,0,0.0155269,0.00229816,0.0416359,0.0103078,0.0150349,0.0140245,0.0191908,0.00446016,0.00980757,0.0141896,0.00789397,0.00176494,0.00555468,0.0018731,0.0228561,0.0116847,0.0066924,0.0123724,0.004067,0.0173963,0.0168198,0.0148977,0.00358989,0.0216159,0,0,0.0247278,0,0.0134893,0.016182,0.0734223,0.0286348,0.0223634,0.00847888,0.00841491,0.0253078,0.00465481,0.0369131,0.00798377,0.00987534,0.0116999,0.00760714,0.0149682,0.0255597,0.029433,0.0222155,0.0215639,0.00739217,0.0146329,0.0166326,0,0,0,0,0,0,0,0,0.0123395
113,0.0133436,0.0157419,0,0,0,0,0,0,0.0077597,0.0222474,0.00262046,0.00431444,0,0,0.0085372,0,0.015568,0.00232574,0.0413242,0.00804684,0.0149248,0.0116178,0.0186177,0.00435254,0.00867221,0.0122432,0.00632444,0.00169172,0.00420337,0.00237111,0.0221488,0.0102913,0.00668578,0.0123993,0.00397936,0.0168854,0.0166032,0.0151434,0.00415532,0.0216348,0,0,0.025201,0,0.0132705,0.016386,0.0737197,0.0290229,0.0228867,0.00722028,0.00793707,0.0254125,0.00453531,0.0371197,0.00753933,0.00886391,0.0116084,0.00699875,0.0148833,0.0251285,0.0293545,0.0226012,0.0216585,0.00750169,0.0148337,0.0169187,0,0,0,0,0,0,0,0,0.0110344
114,0.0134371,0.0158942,0,0,0,0,0,0,0.006926,0.0221817,0.00198815,0.0043186,0,0,0.00871246,0,0.0156578,0.00236564,0.0411558,0.00968851,0.0153152,0.00948799,0.0182328,0.00438594,0.0076739,0.0103536,0.00458772,0.00347202,0.00353163,0.00347761,0.0217513,0.0108498,0.00679358,0.0124134,0.00395068,0.0163099,0.0163146,0.0157256,0.00496741,0.0214622,0,0,0.0253474,0,0.0130995,0.0164237,0.0741012,0.0296921,0.0235601,0.00596823,0.00742422,0.0255466,0.0043829,0.0371016,0.00700555,0.00789505,0.0114972,0.00630987,0.0148965,0.0247032,0.029433,0.0227755,0.021525,0.00754918,0.0151403,0.0170008,0,0,0,0,0,0,0,0,0.0107908
115,0.00894919,0.0123525,0,0,0,0,0,0,0.00627968,0.0220113,0.0040739,0.00429314,0,0,0.00667391,0,0.015105,0.00224406,0.0413575,0.0150472,0.0160229,0.00700105,0.0184179,0.00229461,0.00696328,0.0083901,0.00352733,0.00554061,0.00494548,0.0043456,0.0216905,0.0136894,0.0045203,0.0123243,0.00431823,0.0153512,0.0177897,0.016621,0.00575123,0.0146184,0,0,0.00790868,0,0.0159842,0.0111465,0.0745977,0.0303506,0.0240762,0.00488498,0.00713338,0.0177114,0.00426191,0.0369795,0.00646762,0.00699282,0.0111758,0.00561562,0.0148702,0.0241081,0.0290159,0.0111993,0.0158552,0.00620236,0.0116817,0.0120223,0,0,0,0,0,0,0,0,0.0114225
116,0.0102901,0.0135367,0,0,0,0,0,0,0.0074736,0.0219767,0.0044199,0.00421092,0,0,0.00943335,0,0.0158054,0.00274031,0.0413309,0.0176118,0.0160589,0.0032672,0.0174948,0.00506656,0.00599916,0.0059148,0.00374628,0.0060615,0.00557405,0.004527,0.0211522,0.0159991,0.00747091,0.012527,0.00369616,0.014239,0.0167455,0.0171324,0.00674744,0.0164532,0,0,0.00961809,0,0.0148879,0.0107454,0.0752739,0.0301942,0.0247856,0.00384898,0.00664212,0.0200941,0.00417314,0.0370615,0.00603489,0.006104,0.0107118,0.0049959,0.0145482,0.0229978,0.0282311,0.0119592,0.0175628,0.00584535,0.013011,0.0135411,0,0,0,0,0,0,0,0,0.0123772
117,0.0105367,0.0135117,0,0,0,0,0,0,0.00792502,0.0218894,0.00522054,0.00488642,0,0,0.00938901,0,0.0158488,0.00277214,0.0413176,0.0138936,0.0145678,0.00678855,0.0161127,0.00537932,0.00506582,0.00681634,0.00702037,0.00675497,0.00563502,0.00285852,0.0174092,0.0179873,0.0076405,0.0125187,0.00366073,0.012794,0.0162458,0.0171691,0.00738847,0.0165753,0,0,0.00987706,0,0.0146545,0.0104724,0.0757475,0.0292876,0.0253767,0.00262766,0.00627647,0.0203341,0.00418203,0.0375921,0.00600491,0.00511597,0.0101644,0.00432934,0.0140213,0.0212465,0.0266298,0.01156,0.0176564,0.00585019,0.0130579,0.0136244,0,0,0,0,0,0,0,0,0.0144446
118,0.0108855,0.0134679,0,0,0,0,0,0,0.0128098,0.0217527,0.00513263,0.00553102,0,0,0.00947005,0,0.0158602,0.00282529,0.0406331,0.0120439,0.0133679,0.00803958,0.0151043,0.00568084,0.00573313,0.00738734,0.00616217,0.00748048,0.00541036,0.00265336,0.0160667,0.0231836,0.0078507,0.0125078,0.00369719,0.011856,0.0157014,0.0165356,0.00754444,0.0162898,0,0,0.00991182,0,0.0145325,0.010251,0.0762685,0.0275406,0.0261809,0.00225654,0.00591164,0.020446,0.00411849,0.0381325,0.00607686,0.00391774,0.00936816,0.00354717,0.0129961,0.0187256,0.0250135,0.0108934,0.0176509,0.00594403,0.0131936,0.0135786,0,0,0,0,0,0,0,0,0.0145493
119,0.0110358,0.013539,0,0,0,0,0,0,0.0157108,0.0216615,0.00600685,0.00610564,0,0,0.00955385,0,0.0158369,0.00282598,0.0397176,0.0118109,0.0127386,0.00799983,0.0143653,0.00603763,0.00666471,0.00697143,0.00379583,0.00877629,0.00600783,0.0028149,0.0156173,0.0257518,0.0080016,0.0124618,0.00381291,0.0116577,0.0152309,0.0154813,0.00760816,0.0158413,0,0,0.010176,0,0.0144692,0.0102703,0.0767192,0.0249138,0.0267036,0.00329154,0.00561751,0.0205791,0.0039747,0.0384261,0.00619726,0.00244653,0.00825213,0.00285061,0.0114792,0.0155483,0.0236319,0.0105696,0.0177015,0.0061037,0.0135259,0.0136148,0,0,0,0,0,0,0,0,0.0143307
120,0.010985,0.0138205,0,0,0,0,0,0,0.0153083,0.0216329,0.00676949,0.00646488,0,0,0.00967474,0,0.015781,0.00285336,0.0388064,0.0117117,0.0126637,0.00761264,0.0138882,0.00648523,0.00742138,0.00606214,0.00243276,0.00999692,0.00689722,0.00267312,0.0152298,0.0243673,0.00811006,0.0124381,0.00389787,0.0117348,0.0148544,0.0145371,0.00751173,0.0155682,0,0,0.0105679,0,0.0143672,0.0103707,0.0770363,0.022002,0.0269197,0.00438858,0.00547107,0.0209137,0.0038144,0.0384197,0.00631912,0.000914046,0.00709619,0.00228917,0.00996664,0.0121888,0.0224042,0.0106465,0.0177811,0.00626225,0.0140383,0.0137657,0,0,0,0,0,0,0,0,0.0146211
121,0.00859201,0.0123935,0,0,0,0,0,0,0.0146429,0.0215256,0.0063469,0.00683961,0,0,0.00644757,0,0.0149403,0.00306122,0.0383156,0.0110285,0.0129403,0.00870113,0.0138327,0.00339687,0.00778265,0.00479908,0.00264086,0.0102235,0.00704493,0.00248454,0.0147338,0.0229693,0.00453755,0.0122081,0.00472996,0.0113543,0.0155449,0.0136923,0.00724073,0.0123117,0,0,0.00859231,0,0.0157424,0.00621982,0.077152,0.0190472,0.0268761,0.00536414,0.00531576,0.0161169,0.0036117,0.0381753,0.00653475,0.000670488,0.00613976,0.0018164,0.00862129,0.00905578,0.0221234,0.00741475,0.0138687,0.00497267,0.0126293,0.0113198,0,0,0,0,0,0,0,0,0.0149128
122,0.00917495,0.0128063,0,0,0,0,0,0,0.0150675,0.0215673,0.00509266,0.00717804,0,0,0.00782522,0,0.0154683,0.00232803,0.0383213,0.0104913,0.0131259,0.0101921,0.0135748,0.00525237,0.00771255,0.00403923,0.0028894,0.00941328,0.00628143,0.00263403,0.0145592,0.0231425,0.00607796,0.0123855,0.00427707,0.0110993,0.0151813,0.0128884,0.00711111,0.0130073,0,0,0.00740557,0,0.0154229,0.00615932,0.0772593,0.0164844,0.0269583,0.00660331,0.0052352,0.0171308,0.00335944,0.0377209,0.00685938,0.00233277,0.00560264,0.00129875,0.00745832,0.00640517,0.0227786,0.00614772,0.0141237,0.00517445,0.0131579,0.0120735,0,0,0,0,0,0,0,0,0.0147375
123,0.00925095,0.0125391,0,0,0,0,0,0,0.0155892,0.0216089,0.00431718,0.00774758,0,0,0.00721714,0,0.0154782,0.00212497,0.0385564,0.0103634,0.0131581,0.0100668,0.0131621,0.00490426,0.00694952,0.00295954,0.0036324,0.00820479,0.0055816,0.00275165,0.0145778,0.0237167,0.00548459,0.0125809,0.00426801,0.011593,0.0150321,0.0121608,0.00727016,0.0127235,0,0,0.00845718,0,0.015501,0.00580122,0.0772357,0.0142032,0.027079,0.00836875,0.00504695,0.0168133,0.0032547,0.0371264,0.00730104,0.0039899,0.005421,0.00106434,0.00645048,0.0043916,0.0235763,0.00655718,0.0135183,0.00508062,0.0129533,0.0118585,0,0,0,0,0,0,0,0,0.0145892
124,0.00941416,0.0122257,0,0,0,0,0,0,0.0155148,0.0216578,0.00442909,0.00832873,0,0,0.006427,0,0.0154231,0.00202972,0.0387191,0.00996372,0.0131215,0.00956345,0.0127138,0.00446902,0.00594039,0.00219758,0.00478079,0.00714204,0.00531557,0.00234169,0.0147652,0.0227862,0.00481986,0.0128272,0.00424684,0.0124411,0.0149331,0.0114922,0.0077334,0.0124485,0,0,0.00944947,0,0.0156044,0.00559116,0.0771881,0.0123096,0.0271636,0.0105044,0.00471846,0.0164764,0.0031403,0.0364243,0.00783808,0.00549849,0.00551139,0.00132644,0.00564184,0.0033099,0.0241249,0.00703051,0.0129022,0.0049915,0.0127458,0.0116529,0,0,0,0,0,0,0,0,0.0145034
125,0.00979577,0.0121539,0,0,0,0,0,0,0.0155453,0.0216662,0.00474145,0.00872049,0,0,0.00772154,0,0.0160478,0.00203554,0.0387072,0.00914788,0.01304,0.00897435,0.0121886,0.00630033,0.00497076,0.00201226,0.00567004,0.00662238,0.00543804,0.00183645,0.014978,0.0219396,0.00660723,0.0126815,0.00368554,0.0136271,0.0147181,0.0108494,0.00823972,0.0127296,0,0,0.00771128,0,0.0155276,0.00592224,0.0773098,0.0113217,0.027162,0.0122041,0.00426316,0.0169859,0.00285743,0.0356413,0.00855177,0.0069281,0.00573813,0.00157561,0.00501694,0.0032356,0.0230636,0.00597057,0.0134287,0.00511702,0.0128624,0.0118852,0,0,0,0,0,0,0,0,0.0142851
126,0.00937629,0.011858,0,0,0,0,0,0,0.0158787,0.0216,0.00478842,0.00906107,0,0,0.00446915,0,0.015396,0.00246752,0.0387113,0.00804124,0.0130449,0.00822663,0.0118699,0.00420581,0.00451338,0.00149889,0.00584819,0.00650568,0.00561281,0.00152269,0.0150506,0.0217909,0.00362782,0.0122819,0.00410854,0.0122416,0.0149611,0.0100144,0.0087179,0.0119737,0,0,0.0108206,0,0.0158557,0.00545055,0.0775894,0.0115134,0.0270004,0.0133847,0.00353026,0.015717,0.00245699,0.0348972,0.00935363,0.00819282,0.00580068,0.00161176,0.00418687,0.00372244,0.0219345,0.00799823,0.0121756,0.00476812,0.0125884,0.0111839,0,0,0,0,0,0,0,0,0.0140534
127,0.00994683,0.0122828,0,0,0,0,0,0,0.015835,0.0216906,0.00498941,0.0091957,0,0,0.00470045,0,0.0159776,0.00139734,0.0385823,0.00693024,0.0130102,0.0076895,0.0115445,0.00536573,0.00478811,0.000903527,0.00560411,0.00668417,0.00581217,0.00139673,0.0151565,0.0214155,0.00457202,0.0124083,0.00354978,0.0105215,0.014827,0.00920986,0.00901149,0.012725,0,0,0.00808107,0,0.0155693,0.00560472,0.0781062,0.0126024,0.0267334,0.0144079,0.00288269,0.0169118,0.00202128,0.0342075,0.01047,0.00915582,0.0058036,0.00149231,0.00332162,0.00450525,0.0204587,0.00621441,0.0128569,0.00500201,0.0130526,0.0117149,0,0,0,0,0,0,0,0,0.0139407
128,0.00982912,0.0122712,0,0,0,0,0,0,0.0155636,0.0217274,0.00525834,0.00917755,0,0,0.0036855,0,0.0159979,0.00132761,0.0382347,0.00617397,0.012991,0.00744715,0.0112604,0.00531854,0.00536415,0.00131982,0.00519246,0.00694207,0.00596103,0.00128539,0.0153368,0.0212085,0.00401153,0.0124162,0.00334221,0.010676,0.015028,0.00856139,0.00915686,0.0127994,0,0,0.00793093,0,0.0156068,0.00558962,0.0785888,0.0139776,0.0263397,0.0153388,0.00231636,0.016699,0.00183019,0.0338296,0.0118621,0.00987541,0.00576681,0.00145139,0.00261008,0.00525727,0.018237,0.00655919,0.0127953,0.00492984,0.0129557,0.0116258,0,0,0,0,0,0,0,0,0.013891
129,0.0096934,0.0122607,0,0,0,0,0,0,0.0149899,0.0217621,0.00518023,0.00892995,0,0,0.00264797,0,0.0159639,0.00144735,0.0375784,0.00554526,0.0130186,0.00743437,0.0108733,0.00530706,0.005735,0.00199994,0.00477976,0.00695457,0.00592283,0.00127972,0.0154592,0.0205922,0.00331903,0.0123626,0.0032252,0.012364,0.0153151,0.00834182,0.00898308,0.0129498,0,0,0.00768366,0,0.0156543,0.00568675,0.0786573,0.0153365,0.0257308,0.0160375,0.00181287,0.0164823,0.00192611,0.0336076,0.0127933,0.0104645,0.00586068,0.00152344,0.0020503,0.00592328,0.0164779,0.00702116,0.0128276,0.00489594,0.0128002,0.0116342,0,0,0,0,0,0,0,0,0.0138549
130,0.00954398,0.0122125,0,0,0,0,0,0,0.0139939,0.0218509,0.00469129,0.00838387,0,0,0.00180763,0,0.0157848,0.00175329,0.0367604,0.00487725,0.0131494,0.00747103,0.0103463,0.00520224,0.00578771,0.00225242,0.00462398,0.00644082,0.00553756,0.00131839,0.0154133,0.0193288,0.00252165,0.0122792,0.00318296,0.0145781,0.0156816,0.00871373,0.00841459,0.0130833,0,0,0.00741206,0,0.0157449,0.00596076,0.0780843,0.0163077,0.0248342,0.0168644,0.00126965,0.0163123,0.00218129,0.0335392,0.0133126,0.0109137,0.00626466,0.00164872,0.0017884,0.00658904,0.0165802,0.00748461,0.0128779,0.0049269,0.0126155,0.0117044,0,0,0,0,0,0,0,0,0.0138836
131,0.0100767,0.0125374,0,0,0,0,0,0,0.0128487,0.0220029,0.00425299,0.00777129,0,0,0.00379187,0,0.0162564,0.00149589,0.0360764,0.00457508,0.013286,0.00760689,0.00992082,0.00653906,0.00557825,0.00218851,0.00468303,0.00555906,0.00494914,0.00148032,0.0151949,0.0175736,0.00456048,0.0123714,0.00267836,0.0167675,0.0158713,0.010002,0.00775498,0.0140029,0,0,0.00536991,0,0.015487,0.00617854,0.0773509,0.017145,0.0238166,0.0177563,0.000893701,0.017514,0.00256304,0.0338443,0.0140036,0.0112017,0.00667686,0.00177036,0.00205451,0.00720348,0.0193103,0.00685496,0.0133451,0.00500939,0.0129388,0.0124997,0,0,0,0,0,0,0,0,0.0139048
132,0.00928958,0.0119223,0,0,0,0,0,0,0.0114555,0.0219985,0.00447096,0.00710427,0,0,0.00255407,0,0.0152953,0.0030757,0.0357471,0.00492287,0.013519,0.00750392,0.00946933,0.00482265,0.00517036,0.00213633,0.00472002,0.00457905,0.00459432,0.00189818,0.0150158,0.0158856,0.000829285,0.0120598,0.00331979,0.0193018,0.0162952,0.011386,0.00720746,0.0133479,0,0,0.00748192,0,0.0158829,0.00685786,0.0765326,0.0177853,0.0228535,0.018486,0.000870078,0.0159097,0.00295291,0.0343035,0.0148462,0.0111774,0.00686737,0.00183018,0.00270358,0.00768305,0.0218194,0.00855209,0.0129977,0.00497672,0.0121909,0.011913,0,0,0,0,0,0,0,0,0.0139259
133,0.0103551,0.0125,0,0,0,0,0,0,0.0102485,0.0221413,0.0051045,0.00661315,0,0,0.00222432,0,0.0158377,0.00214306,0.0357065,0.0055123,0.0136677,0.0072661,0.00919717,0.00588264,0.0047182,0.0021854,0.0048457,0.00377293,0.00463941,0.00245638,0.0149112,0.0142647,0.00309767,0.0121856,0.00276283,0.0220938,0.0161974,0.0125845,0.00678715,0.0148581,0,0,0.00322531,0,0.0153812,0.00767338,0.0757855,0.018674,0.0219451,0.0192175,0.00130025,0.0179262,0.00328708,0.0342806,0.0158755,0.0113259,0.00678635,0.00200028,0.00340425,0.00826672,0.0236028,0.00743799,0.0148502,0.00534643,0.0128234,0.0131609,0,0,0,0,0,0,0,0,0.0139236
134,0.0102152,0.0122062,0,0,0,0,0,0,0.00913306,0.0221767,0.00576541,0.00624575,0,0,0.00194336,0,0.0156529,0.00223459,0.0358973,0.0060945,0.0138905,0.00696306,0.00904588,0.00553216,0.00427653,0.00229941,0.00487207,0.00314196,0.00481075,0.00291766,0.0148837,0.0126014,0.00277632,0.0121321,0.00280646,0.0238827,0.0165343,0.0135274,0.00649345,0.0149727,0,0,0.00340239,0,0.0155838,0.00800283,0.0749937,0.0198661,0.0210251,0.0194535,0.00190507,0.0175177,0.00375841,0.0342708,0.0166551,0.0115125,0.0063984,0.00209987,0.00442079,0.00919183,0.0256634,0.00778712,0.0149329,0.00542514,0.0125495,0.0132426,0,0,0,0,0,0,0,0,0.0138991
135,0.0101054,0.0119097,0,0,0,0,0,0,0.00819127,0.02216,0.00619477,0.00582995,0,0,0.00185517,0,0.0155534,0.00234523,0.0362223,0.00633444,0.0141289,0.00675548,0.00874068,0.00527024,0.00391151,0.00239173,0.00486709,0.00262287,0.00498518,0.00313274,0.0149044,0.0109694,0.00264946,0.0120242,0.00290053,0.025206,0.0167937,0.0143014,0.00621551,0.0150368,0,0,0.00376344,0,0.01576,0.00830763,0.0742311,0.0211864,0.0201264,0.0193265,0.00249492,0.0173106,0.0042145,0.0344263,0.0172182,0.0116397,0.0059995,0.00211595,0.00557759,0.0105757,0.02789,0.00815735,0.0150073,0.00540609,0.0123025,0.0133305,0,0,0,0,0,0,0,0,0.0139187
136,0.00999379,0.0116703,0,0,0,0,0,0,0.00735775,0.0222185,0.00637081,0.00521547,0,0,0.00187522,0,0.0154709,0.00247114,0.0367619,0.00627917,0.0141501,0.00662638,0.00810094,0.00506705,0.00371315,0.00242499,0.00475879,0.00219026,0.00511123,0.00318127,0.0149807,0.00938764,0.00262837,0.0119387,0.00296113,0.026433,0.0170375,0.0149766,0.00586861,0.0150816,0,0,0.00453444,0,0.0158454,0.00881841,0.073488,0.0225768,0.019178,0.0192547,0.00299284,0.0172428,0.00465169,0.0345254,0.0177204,0.0117595,0.00585188,0.00208499,0.00657676,0.0121478,0.0299911,0.00878274,0.0151756,0.00545202,0.0121412,0.013402,0,0,0,0,0,0,0,0,0.0139854
137,0.00988126,0.0115047,0,0,0,0,0,0,0.00681063,0.022365,0.00634524,0.00433951,0,0,0.00204072,0,0.0152796,0.00272081,0.0374605,0.0060729,0.0138945,0.00637459,0.0071994,0.00490192,0.00359598,0.00273137,0.00454659,0.00191644,0.00499489,0.00314894,0.0150643,0.00830462,0.00262246,0.0119405,0.0029218,0.0272536,0.0173508,0.0157881,0.00547637,0.0151119,0,0,0.00562549,0,0.0159274,0.00946439,0.0726289,0.0239134,0.0181485,0.0192933,0.00341096,0.017289,0.00508896,0.034589,0.0180659,0.0118734,0.00585823,0.00201823,0.00751413,0.013701,0.0314292,0.00957593,0.0152288,0.00561358,0.0120808,0.0134223,0,0,0,0,0,0,0,0,0.0138836
138,0.00976141,0.0113897,0,0,0,0,0,0,0.00627438,0.022476,0.00634558,0.00374151,0,0,0.00202476,0,0.0151391,0.00283023,0.0380627,0.0058851,0.0138526,0.00618198,0.00664679,0.00463029,0.00345975,0.00295962,0.00439117,0.00168426,0.00480391,0.00305909,0.0150662,0.00712277,0.00240742,0.0119535,0.0028984,0.0271902,0.0176217,0.0164805,0.00542044,0.0150753,0,0,0.00656315,0,0.0160585,0.00996115,0.07151,0.0249653,0.0172578,0.0193492,0.00385432,0.0172806,0.00554662,0.0346767,0.0182258,0.0119312,0.00593583,0.00186756,0.0083427,0.0150863,0.0318986,0.0102496,0.0151256,0.00575224,0.0120117,0.0133434,0,0,0,0,0,0,0,0,0.013712
139,0.01067,0.0120149,0,0,0,0,0,0,0.0057724,0.0225729,0.00648831,0.00331877,0,0,0.00368259,0,0.0153901,0.00295976,0.0384253,0.00607069,0.0139625,0.00607816,0.00613295,0.00527073,0.00331746,0.00286751,0.00437532,0.00140272,0.00460503,0.00286078,0.0150099,0.00595734,0.00377243,0.0121021,0.0026397,0.0264269,0.0174447,0.0168464,0.00546531,0.0161627,0,0,0.00813862,0,0.0155725,0.0106283,0.0702057,0.0255209,0.0165289,0.0193808,0.00407046,0.0193264,0.00605964,0.0348158,0.0185629,0.0117925,0.00593631,0.0016694,0.00909269,0.0161964,0.0313848,0.0114237,0.0168245,0.00591561,0.0126798,0.0141185,0,0,0,0,0,0,0,0,0.0135695
140,0.0104114,0.0117636,0,0,0,0,0,0,0.00545448,0.0226128,0.0067763,0.00302704,0,0,0.00362263,0,0.0152534,0.00314632,0.0386505,0.0064829,0.0141449,0.00614475,0.00574788,0.00494501,0.0031211,0.0028345,0.00432168,0.000995183,0.00466376,0.00284231,0.0148859,0.00497406,0.00341054,0.0122969,0.00265601,0.0253156,0.0176775,0.0170359,0.00565313,0.0159435,0,0,0.00833652,0,0.0157455,0.0108166,0.0689172,0.0255568,0.0158913,0.0192064,0.00430649,0.0190437,0.00657054,0.0349617,0.0189237,0.0113273,0.00602156,0.00142775,0.00971929,0.0170882,0.0305142,0.0115639,0.0167111,0.00599645,0.0123417,0.0138622,0,0,0,0,0,0,0,0,0.0134413
141,0.0101911,0.011589,0,0,0,0,0,0,0.00540299,0.0226922,0.00714194,0.00278983,0,0,0.00349,0,0.0150981,0.00329748,0.0387782,0.0070449,0.0143011,0.00618075,0.00534267,0.00462881,0.00292991,0.00268311,0.00418676,0.000681332,0.00481693,0.00295058,0.0147559,0.0047515,0.00299244,0.0125894,0.00270409,0.0240852,0.0178417,0.0169884,0.00588826,0.0157687,0,0,0.00853621,0,0.015901,0.0110175,0.0678914,0.0253469,0.0153206,0.0187833,0.00454837,0.0188878,0.00716199,0.0351074,0.0191849,0.0111462,0.00621713,0.00118671,0.0101796,0.0177719,0.02952,0.0117486,0.0165619,0.00594127,0.0120049,0.0136389,0,0,0,0,0,0,0,0,0.0134099
142,0.00997454,0.0115068,0,0,0,0,0,0,0.00556924,0.0227253,0.00770345,0.00263351,0,0,0.00339119,0,0.0150705,0.00329655,0.0388695,0.00774618,0.0143957,0.00603331,0.00510479,0.00443655,0.00275798,0.00221271,0.0040238,0.000387729,0.00499877,0.00317596,0.0145952,0.0053685,0.00267105,0.012457,0.00260519,0.0228271,0.018005,0.0165582,0.00622385,0.0155734,0,0,0.00878346,0,0.016053,0.0112819,0.0671857,0.0247969,0.014824,0.0181529,0.00491066,0.0188079,0.00766613,0.0352714,0.0193641,0.0114119,0.00636912,0.000979037,0.0103761,0.0181537,0.0287134,0.0119721,0.0164185,0.00602316,0.0117487,0.0133609,0,0,0,0,0,0,0,0,0.0134522
143,0.0099841,0.011626,0,0,0,0,0,0,0.00603107,0.0228096,0.00822307,0.00247262,0,0,0.00364436,0,0.0150365,0.00342119,0.0390081,0.00824875,0.0144403,0.00566369,0.00508841,0.00446661,0.00260812,0.00200873,0.00398344,0.000645089,0.00490791,0.00323766,0.0144305,0.00633547,0.0028016,0.0125765,0.00259448,0.0214259,0.0182128,0.0161332,0.00655894,0.0156006,0,0,0.00894041,0,0.0161217,0.0114253,0.0666644,0.0241863,0.0143982,0.0174145,0.00530146,0.0190908,0.00807809,0.0353825,0.0195168,0.0118073,0.00646277,0.0008384,0.010519,0.0184151,0.0280797,0.0121947,0.0163923,0.00624655,0.0116982,0.0133367,0,0,0,0,0,0,0,0,0.0136205
